"","GEOID","total_18_39"
"13216","40858",15
"13217","40862",87
"13218","40863",101
"13219","40865",97
"13220","40868",284
"13221","40870",122
"13222","40873",558
"13223","40874",95
"13224","40902",404
"13225","40903",136
"13226","40906",3246
"13227","40913",142
"13228","40914",28
"13229","40915",121
"13230","40921",32
"13231","40923",64
"13232","40927",145
"13233","40935",764
"13234","40939",0
"13235","40940",171
"13236","40941",121
"13237","40943",103
"13238","40946",46
"13239","40949",161
"13240","40953",173
"13241","40958",61
"13242","40962",5257
"13243","40964",7
"13244","40965",3057
"13245","40972",311
"13246","40977",2936
"13247","40979",0
"13248","40982",128
"13249","40983",180
"13250","40988",171
"13251","40995",32
"13252","40997",89
"13253","41001",4523
"13254","41002",658
"13255","41003",638
"13256","41004",995
"13257","41005",7058
"13258","41006",1174
"13259","41007",1019
"13260","41008",1811
"13261","41010",921
"13262","41011",8945
"13263","41014",2436
"13264","41015",5335
"13265","41016",1811
"13266","41017",11195
"13267","41018",8768
"13268","41030",1429
"13269","41031",3656
"13270","41033",407
"13271","41034",218
"13272","41035",3548
"13273","41039",656
"13274","41040",1941
"13275","41041",1699
"13276","41042",14716
"13277","41043",304
"13278","41044",199
"13279","41045",446
"13280","41046",337
"13281","41048",4256
"13282","41049",691
"13283","41051",8970
"13284","41052",0
"13285","41055",546
"13286","41056",3674
"13287","41059",570
"13288","41062",0
"13289","41063",705
"13290","41064",546
"13291","41071",7880
"13292","41073",1870
"13293","41074",1675
"13294","41075",4186
"13295","41076",5577
"13296","41080",598
"13297","41083",294
"13298","41085",266
"13299","41086",624
"13300","41091",4315
"13301","41092",1064
"13302","41093",627
"13303","41094",3984
"13304","41095",1047
"13305","41097",1817
"13306","41098",461
"13307","41099",1070
"13308","41101",5412
"13309","41102",4984
"13310","41121",174
"13311","41124",239
"13312","41129",2431
"13313","41132",67
"13314","41135",21
"13315","41139",2026
"13316","41141",440
"13317","41142",0
"13318","41143",4055
"13319","41144",2461
"13320","41146",145
"13321","41149",152
"13322","41159",117
"13323","41164",3142
"13324","41166",285
"13325","41168",488
"13326","41169",1409
"13327","41171",1659
"13328","41174",236
"13329","41175",1357
"13330","41179",1805
"13331","41180",166
"13332","41183",345
"13333","41189",523
"13334","41201",50
"13335","41203",278
"13336","41204",170
"13337","41214",152
"13338","41216",372
"13339","41219",386
"13340","41222",445
"13341","41224",1762
"13342","41226",36
"13343","41230",3181
"13344","41231",397
"13345","41232",288
"13346","41234",152
"13347","41238",181
"13348","41240",1684
"13349","41250",369
"13350","41254",117
"13351","41255",237
"13352","41256",945
"13353","41257",207
"13354","41260",291
"13355","41262",301
"13356","41263",84
"13357","41264",51
"13358","41265",395
"13359","41267",327
"13360","41268",55
"13361","41271",28
"13362","41274",167
"13363","41301",1510
"13364","41311",1652
"13365","41314",1285
"13366","41317",28
"13367","41332",215
"13368","41339",2968
"13369","41348",263
"13370","41352",169
"13371","41360",196
"13372","41365",44
"13373","41366",0
"13374","41367",15
"13375","41385",158
"13376","41390",0
"13377","41397",0
"13378","41408",112
"13379","41421",62
"13380","41425",318
"13381","41464",116
"13382","41465",2858
"13383","41472",3150
"13384","41501",7245
"13385","41503",85
"13386","41512",212
"13387","41513",116
"13388","41514",722
"13389","41517",51
"13390","41519",290
"13391","41522",1084
"13392","41524",33
"13393","41526",0
"13394","41527",240
"13395","41528",263
"13396","41531",233
"13397","41534",52
"13398","41535",117
"13399","41537",1304
"13400","41538",12
"13401","41539",376
"13402","41540",80
"13403","41543",0
"13404","41544",120
"13405","41547",120
"13406","41548",303
"13407","41553",501
"13408","41554",176
"13409","41555",169
"13410","41557",444
"13411","41558",190
"13412","41559",35
"13413","41560",0
"13414","41562",632
"13415","41563",133
"13416","41564",248
"13417","41566",272
"13418","41567",9
"13419","41568",65
"13420","41571",78
"13421","41572",838
"13422","41601",148
"13423","41602",305
"13424","41603",282
"13425","41604",35
"13426","41605",143
"13427","41606",331
"13428","41607",122
"13429","41612",34
"13430","41615",289
"13431","41616",146
"13432","41619",15
"13433","41621",58
"13434","41622",37
"13435","41630",334
"13436","41631",296
"13437","41632",83
"13438","41635",544
"13439","41636",271
"13440","41640",234
"13441","41642",82
"13442","41643",18
"13443","41645",265
"13444","41647",400
"13445","41649",661
"13446","41650",81
"13447","41653",3001
"13448","41655",178
"13449","41659",83
"13450","41660",152
"13451","41663",138
"13452","41666",258
"13453","41667",267
"13454","41669",234
"13455","41701",4025
"13456","41712",55
"13457","41713",0
"13458","41714",93
"13459","41719",313
"13460","41721",95
"13461","41722",310
"13462","41723",250
"13463","41725",116
"13464","41727",278
"13465","41729",19
"13466","41731",267
"13467","41735",42
"13468","41739",60
"13469","41740",325
"13470","41745",148
"13471","41746",124
"13472","41749",749
"13473","41751",11
"13474","41754",110
"13475","41759",32
"13476","41760",0
"13477","41762",0
"13478","41763",222
"13479","41764",231
"13480","41766",31
"13481","41772",67
"13482","41773",380
"13483","41774",600
"13484","41775",5
"13485","41776",428
"13486","41777",252
"13487","41804",34
"13488","41810",22
"13489","41812",64
"13490","41815",193
"13491","41817",32
"13492","41819",77
"13493","41821",111
"13494","41822",587
"13495","41824",188
"13496","41825",261
"13497","41826",105
"13498","41828",161
"13499","41831",134
"13500","41832",154
"13501","41833",107
"13502","41834",68
"13503","41835",208
"13504","41836",527
"13505","41837",554
"13506","41838",106
"13507","41839",393
"13508","41840",307
"13509","41843",105
"13510","41844",852
"13511","41845",37
"13512","41847",16
"13513","41848",0
"13514","41849",0
"13515","41855",182
"13516","41858",1755
"13517","41859",41
"13518","41861",4
"13519","41862",197
"13520","42001",7079
"13521","42003",7382
"13522","42020",534
"13523","42021",333
"13524","42022",59
"13525","42023",553
"13526","42024",219
"13527","42025",4709
"13528","42027",297
"13529","42028",193
"13530","42029",1553
"13531","42031",693
"13532","42032",92
"13533","42035",355
"13534","42036",83
"13535","42037",10
"13536","42038",1524
"13537","42039",528
"13538","42040",237
"13539","42041",1079
"13540","42044",723
"13541","42045",596
"13542","42047",67
"13543","42048",301
"13544","42049",476
"13545","42050",769
"13546","42051",865
"13547","42053",1209
"13548","42054",272
"13549","42055",460
"13550","42056",465
"13551","42058",479
"13552","42060",0
"13553","42061",0
"13554","42064",2094
"13555","42066",5747
"13556","42069",245
"13557","42071",12734
"13558","42076",204
"13559","42078",244
"13560","42079",354
"13561","42081",437
"13562","42082",558
"13563","42083",107
"13564","42084",36
"13565","42085",263
"13566","42086",1113
"13567","42087",490
"13568","42088",665
"13569","42101",27654
"13570","42102",35
"13571","42103",5540
"13572","42104",10497
"13573","42120",756
"13574","42122",1105
"13575","42123",220
"13576","42124",9
"13577","42127",1886
"13578","42129",1624
"13579","42130",56
"13580","42133",385
"13581","42134",4603
"13582","42140",243
"13583","42141",7593
"13584","42151",80
"13585","42153",146
"13586","42154",95
"13587","42156",48
"13588","42157",200
"13589","42159",307
"13590","42160",525
"13591","42163",47
"13592","42164",4224
"13593","42166",738
"13594","42167",1932
"13595","42170",510
"13596","42171",1945
"13597","42202",487
"13598","42204",189
"13599","42206",1729
"13600","42207",287
"13601","42210",997
"13602","42211",2821
"13603","42214",105
"13604","42215",252
"13605","42217",762
"13606","42220",1899
"13607","42223",13112
"13608","42232",208
"13609","42234",759
"13610","42236",138
"13611","42240",11582
"13612","42254",64
"13613","42256",940
"13614","42259",493
"13615","42261",2909
"13616","42262",4456
"13617","42265",181
"13618","42266",563
"13619","42273",150
"13620","42274",732
"13621","42275",130
"13622","42276",3605
"13623","42280",110
"13624","42285",32
"13625","42286",314
"13626","42301",11419
"13627","42303",11566
"13628","42320",2103
"13629","42321",22
"13630","42322",0
"13631","42323",199
"13632","42324",251
"13633","42325",559
"13634","42326",142
"13635","42327",913
"13636","42328",251
"13637","42330",2504
"13638","42332",33
"13639","42333",435
"13640","42337",776
"13641","42338",0
"13642","42339",101
"13643","42343",423
"13644","42344",291
"13645","42345",3132
"13646","42347",1719
"13647","42348",1267
"13648","42349",212
"13649","42350",375
"13650","42351",1062
"13651","42352",552
"13652","42354",70
"13653","42355",457
"13654","42356",28
"13655","42361",80
"13656","42366",1511
"13657","42367",198
"13658","42368",355
"13659","42369",53
"13660","42370",0
"13661","42371",62
"13662","42372",384
"13663","42374",116
"13664","42376",1540
"13665","42378",740
"13666","42404",639
"13667","42406",792
"13668","42408",1556
"13669","42409",807
"13670","42410",414
"13671","42411",412
"13672","42413",764
"13673","42420",10102
"13674","42431",6670
"13675","42436",224
"13676","42437",3305
"13677","42440",282
"13678","42441",459
"13679","42442",819
"13680","42445",2684
"13681","42450",1012
"13682","42451",305
"13683","42452",664
"13684","42453",68
"13685","42455",825
"13686","42456",299
"13687","42458",171
"13688","42459",979
"13689","42461",242
"13690","42462",346
"13691","42463",2
"13692","42464",388
"13693","42501",4606
"13694","42503",5668
"13695","42516",79
"13696","42518",788
"13697","42519",947
"13698","42528",323
"13699","42533",176
"13700","42539",2350
"13701","42541",156
"13702","42544",1050
"13703","42553",1470
"13704","42565",143
"13705","42566",131
"13706","42567",1631
"13707","42602",2419
"13708","42603",37
"13709","42629",1143
"13710","42631",140
"13711","42633",5249
"13712","42634",480
"13713","42635",1626
"13714","42638",0
"13715","42642",3013
"13716","42647",760
"13717","42649",645
"13718","42653",1238
"13719","42701",14203
"13720","42712",489
"13721","42713",552
"13722","42715",25
"13723","42716",454
"13724","42717",1449
"13725","42718",7657
"13726","42721",898
"13727","42722",36
"13728","42724",1511
"13729","42726",1333
"13730","42728",4962
"13731","42729",366
"13732","42731",31
"13733","42732",640
"13734","42733",96
"13735","42740",373
"13736","42741",101
"13737","42743",2203
"13738","42746",470
"13739","42748",2291
"13740","42749",1372
"13741","42753",117
"13742","42754",4115
"13743","42757",699
"13744","42758",55
"13745","42762",81
"13746","42764",146
"13747","42765",1699
"13748","42776",684
"13749","42782",173
"13750","42784",611
"13751","42788",95
"13752","43001",738
"13753","43002",2336
"13754","43003",797
"13755","43004",8937
"13756","43005",48
"13757","43006",123
"13758","43008",669
"13759","43009",505
"13760","43010",79
"13761","43011",2161
"13762","43013",194
"13763","43014",1075
"13764","43015",17322
"13765","43016",10916
"13766","43017",10063
"13767","43019",2242
"13768","43021",2556
"13769","43022",2410
"13770","43023",4563
"13771","43025",1077
"13772","43026",18512
"13773","43028",1552
"13774","43029",200
"13775","43030",0
"13776","43031",3447
"13777","43032",0
"13778","43033",55
"13779","43035",7572
"13780","43036",46
"13781","43037",70
"13782","43040",10632
"13783","43044",1267
"13784","43045",515
"13785","43046",916
"13786","43050",7836
"13787","43054",7931
"13788","43055",17333
"13789","43056",4693
"13790","43060",648
"13791","43061",876
"13792","43062",7823
"13793","43064",3259
"13794","43065",9405
"13795","43066",278
"13796","43067",314
"13797","43068",17453
"13798","43070",39
"13799","43071",444
"13800","43072",1298
"13801","43074",3084
"13802","43076",1783
"13803","43077",74
"13804","43078",5197
"13805","43080",1226
"13806","43081",20068
"13807","43082",6976
"13808","43084",221
"13809","43085",6916
"13810","43101",44
"13811","43102",1108
"13812","43103",3382
"13813","43105",1856
"13814","43106",443
"13815","43107",914
"13816","43109",19
"13817","43110",12818
"13818","43111",45
"13819","43112",1171
"13820","43113",6178
"13821","43115",411
"13822","43116",497
"13823","43117",77
"13824","43119",9316
"13825","43123",17588
"13826","43125",3858
"13827","43126",151
"13828","43127",93
"13829","43128",620
"13830","43130",16868
"13831","43135",759
"13832","43136",203
"13833","43137",535
"13834","43138",4742
"13835","43140",7575
"13836","43142",25
"13837","43143",1477
"13838","43144",117
"13839","43145",511
"13840","43146",4258
"13841","43147",10631
"13842","43148",612
"13843","43149",590
"13844","43150",478
"13845","43151",68
"13846","43152",132
"13847","43153",162
"13848","43154",1011
"13849","43155",599
"13850","43156",73
"13851","43157",144
"13852","43158",25
"13853","43160",5603
"13854","43162",1618
"13855","43164",672
"13856","43201",27005
"13857","43202",13770
"13858","43203",2925
"13859","43204",14370
"13860","43205",5105
"13861","43206",8734
"13862","43207",14797
"13863","43209",9591
"13864","43210",12133
"13865","43211",6796
"13866","43212",11526
"13867","43213",11182
"13868","43214",8997
"13869","43215",9595
"13870","43217",874
"13871","43219",10098
"13872","43220",9051
"13873","43221",9510
"13874","43222",1393
"13875","43223",8432
"13876","43224",14466
"13877","43227",7280
"13878","43228",18906
"13879","43229",17941
"13880","43230",18712
"13881","43231",7067
"13882","43232",14088
"13883","43235",14919
"13884","43240",2005
"13885","43302",15541
"13886","43310",673
"13887","43311",5771
"13888","43314",576
"13889","43315",1832
"13890","43316",1485
"13891","43317",37
"13892","43318",1258
"13893","43319",171
"13894","43320",361
"13895","43321",71
"13896","43322",93
"13897","43323",150
"13898","43324",680
"13899","43326",3513
"13900","43330",43
"13901","43331",685
"13902","43332",389
"13903","43333",82
"13904","43334",1304
"13905","43336",0
"13906","43337",196
"13907","43338",2393
"13908","43340",467
"13909","43341",234
"13910","43342",676
"13911","43343",222
"13912","43344",1677
"13913","43345",160
"13914","43347",390
"13915","43348",382
"13916","43351",2536
"13917","43356",363
"13918","43357",661
"13919","43358",555
"13920","43359",217
"13921","43360",374
"13922","43402",15573
"13923","43403",5483
"13924","43406",449
"13925","43407",136
"13926","43408",60
"13927","43410",2384
"13928","43412",829
"13929","43413",376
"13930","43416",579
"13931","43420",7591
"13932","43430",1128
"13933","43431",1327
"13934","43432",249
"13935","43433",0
"13936","43434",9
"13937","43435",230
"13938","43437",214
"13939","43438",23
"13940","43439",0
"13941","43440",460
"13942","43442",224
"13943","43443",389
"13944","43445",276
"13945","43446",1
"13946","43447",835
"13947","43449",2010
"13948","43450",897
"13949","43451",305
"13950","43452",2984
"13951","43456",58
"13952","43457",438
"13953","43458",161
"13954","43460",2007
"13955","43462",309
"13956","43463",0
"13957","43464",363
"13958","43465",1213
"13959","43466",493
"13960","43467",24
"13961","43468",46
"13962","43469",697
"13963","43501",180
"13964","43502",1672
"13965","43504",281
"13966","43505",16
"13967","43506",3361
"13968","43511",246
"13969","43512",7637
"13970","43515",2120
"13971","43516",822
"13972","43517",859
"13973","43518",516
"13974","43519",111
"13975","43521",758
"13976","43522",746
"13977","43523",0
"13978","43524",376
"13979","43525",283
"13980","43526",1507
"13981","43527",423
"13982","43528",3972
"13983","43529",130
"13984","43531",129
"13985","43532",977
"13986","43533",484
"13987","43534",400
"13988","43535",202
"13989","43536",28
"13990","43537",6319
"13991","43540",437
"13992","43541",45
"13993","43542",634
"13994","43543",1888
"13995","43545",3473
"13996","43547",64
"13997","43548",138
"13998","43549",237
"13999","43551",10497
"14000","43553",67
"14001","43554",770
"14002","43555",147
"14003","43556",473
"14004","43557",1257
"14005","43558",2886
"14006","43560",7673
"14007","43565",121
"14008","43566",1699
"14009","43567",3205
"14010","43569",805
"14011","43570",769
"14012","43571",1534
"14013","43604",2975
"14014","43605",8118
"14015","43606",10172
"14016","43607",7954
"14017","43608",4815
"14018","43609",6943
"14019","43610",1267
"14020","43611",5080
"14021","43612",9443
"14022","43613",9863
"14023","43614",9410
"14024","43615",13013
"14025","43616",5025
"14026","43617",1431
"14027","43619",2128
"14028","43620",1514
"14029","43623",5188
"14030","43701",14627
"14031","43711",5
"14032","43713",1733
"14033","43716",496
"14034","43717",21
"14035","43718",732
"14036","43719",518
"14037","43720",239
"14038","43721",0
"14039","43722",56
"14040","43723",1413
"14041","43724",2704
"14042","43725",4999
"14043","43727",267
"14044","43728",406
"14045","43730",658
"14046","43731",1299
"14047","43732",200
"14048","43733",0
"14049","43734",482
"14050","43735",194
"14051","43736",5
"14052","43738",36
"14053","43739",630
"14054","43740",82
"14055","43746",324
"14056","43747",146
"14057","43748",672
"14058","43749",528
"14059","43750",8
"14060","43754",330
"14061","43755",314
"14062","43756",1092
"14063","43758",828
"14064","43759",15
"14065","43760",569
"14066","43761",0
"14067","43762",2363
"14068","43764",2328
"14069","43766",434
"14070","43767",227
"14071","43768",168
"14072","43771",533
"14073","43772",383
"14074","43773",861
"14075","43777",1280
"14076","43778",269
"14077","43779",125
"14078","43780",254
"14079","43782",165
"14080","43783",1196
"14081","43786",4
"14082","43787",650
"14083","43788",134
"14084","43793",971
"14085","43802",335
"14086","43804",1125
"14087","43805",0
"14088","43811",261
"14089","43812",4619
"14090","43821",981
"14091","43822",1242
"14092","43824",1042
"14093","43830",1497
"14094","43832",1765
"14095","43836",18
"14096","43837",368
"14097","43840",359
"14098","43842",41
"14099","43843",263
"14100","43844",830
"14101","43845",1065
"14102","43901",344
"14103","43902",55
"14104","43903",553
"14105","43905",0
"14106","43906",2369
"14107","43907",1319
"14108","43908",352
"14109","43910",561
"14110","43912",1407
"14111","43913",385
"14112","43914",83
"14113","43915",236
"14114","43917",635
"14115","43920",6185
"14116","43925",94
"14117","43926",55
"14118","43927",54
"14119","43928",12
"14120","43930",227
"14121","43931",83
"14122","43932",192
"14123","43933",337
"14124","43934",165
"14125","43935",2308
"14126","43938",1193
"14127","43939",80
"14128","43940",22
"14129","43942",802
"14130","43943",798
"14131","43944",586
"14132","43945",777
"14133","43946",407
"14134","43947",1354
"14135","43948",176
"14136","43950",4591
"14137","43951",5
"14138","43952",5987
"14139","43953",2474
"14140","43961",82
"14141","43962",21
"14142","43963",365
"14143","43964",1922
"14144","43967",0
"14145","43968",1314
"14146","43970",28
"14147","43971",344
"14148","43972",0
"14149","43973",504
"14150","43974",13
"14151","43976",361
"14152","43977",568
"14153","43983",122
"14154","43985",11
"14155","43986",623
"14156","43988",537
"14157","44001",4493
"14158","44003",949
"14159","44004",7749
"14160","44010",334
"14161","44011",4303
"14162","44012",4258
"14163","44017",6497
"14164","44021",1920
"14165","44022",2442
"14166","44023",2784
"14167","44024",5053
"14168","44026",2108
"14169","44028",1931
"14170","44030",4285
"14171","44032",297
"14172","44035",17358
"14173","44039",8241
"14174","44040",434
"14175","44041",3300
"14176","44044",4264
"14177","44045",140
"14178","44046",725
"14179","44047",2337
"14180","44048",577
"14181","44049",65
"14182","44050",1430
"14183","44052",8213
"14184","44053",4989
"14185","44054",3320
"14186","44055",5850
"14187","44056",2681
"14188","44057",4488
"14189","44060",13565
"14190","44062",3948
"14191","44064",424
"14192","44065",1058
"14193","44067",4913
"14194","44070",8037
"14195","44072",719
"14196","44074",4695
"14197","44076",1355
"14198","44077",14729
"14199","44080",26
"14200","44081",1553
"14201","44082",434
"14202","44084",997
"14203","44085",1018
"14204","44086",575
"14205","44087",4426
"14206","44089",2865
"14207","44090",2952
"14208","44092",4637
"14209","44093",305
"14210","44094",8945
"14211","44095",9177
"14212","44099",739
"14213","44101",301
"14214","44102",15067
"14215","44103",4432
"14216","44104",5421
"14217","44105",10587
"14218","44106",12764
"14219","44107",20216
"14220","44108",5445
"14221","44109",13135
"14222","44110",5098
"14223","44111",13126
"14224","44112",5512
"14225","44113",10255
"14226","44114",3487
"14227","44115",3747
"14228","44116",4722
"14229","44117",2291
"14230","44118",13951
"14231","44119",3910
"14232","44120",9708
"14233","44121",9976
"14234","44122",7244
"14235","44123",4625
"14236","44124",10097
"14237","44125",7520
"14238","44126",5125
"14239","44127",1251
"14240","44128",7445
"14241","44129",8399
"14242","44130",13747
"14243","44131",4471
"14244","44132",4701
"14245","44133",8041
"14246","44134",10223
"14247","44135",7965
"14248","44136",6351
"14249","44137",6729
"14250","44138",5015
"14251","44139",4135
"14252","44140",3056
"14253","44141",2426
"14254","44142",4708
"14255","44143",5230
"14256","44144",6491
"14257","44145",7136
"14258","44146",7811
"14259","44147",4692
"14260","44149",3640
"14261","44201",1818
"14262","44202",4294
"14263","44203",10452
"14264","44212",12041
"14265","44214",515
"14266","44215",621
"14267","44216",2283
"14268","44217",1012
"14269","44221",9611
"14270","44223",4147
"14271","44224",11611
"14272","44230",1743
"14273","44231",2350
"14274","44233",1704
"14275","44234",1603
"14276","44235",380
"14277","44236",4224
"14278","44240",17102
"14279","44241",5107
"14280","44243",4694
"14281","44250",276
"14282","44251",145
"14283","44253",884
"14284","44254",1132
"14285","44255",2185
"14286","44256",14853
"14287","44260",3382
"14288","44262",1224
"14289","44264",627
"14290","44265",0
"14291","44266",9857
"14292","44270",2180
"14293","44272",1558
"14294","44273",1534
"14295","44274",72
"14296","44275",802
"14297","44276",535
"14298","44278",4134
"14299","44280",976
"14300","44281",8503
"14301","44285",7
"14302","44286",1001
"14303","44287",1884
"14304","44288",987
"14305","44301",4693
"14306","44302",1799
"14307","44303",2183
"14308","44304",3752
"14309","44305",6902
"14310","44306",6090
"14311","44307",2139
"14312","44308",469
"14313","44310",8815
"14314","44311",4503
"14315","44312",8547
"14316","44313",7777
"14317","44314",6088
"14318","44319",6353
"14319","44320",4484
"14320","44321",3969
"14321","44333",4032
"14322","44401",513
"14323","44402",771
"14324","44403",903
"14325","44404",183
"14326","44405",1845
"14327","44406",4486
"14328","44408",2034
"14329","44410",3819
"14330","44411",594
"14331","44412",740
"14332","44413",1771
"14333","44417",520
"14334","44418",310
"14335","44420",4008
"14336","44423",793
"14337","44425",3346
"14338","44427",250
"14339","44428",544
"14340","44429",524
"14341","44430",1716
"14342","44431",1030
"14343","44432",3337
"14344","44436",734
"14345","44437",953
"14346","44438",974
"14347","44439",71
"14348","44440",1170
"14349","44441",428
"14350","44442",808
"14351","44443",219
"14352","44444",2049
"14353","44445",775
"14354","44446",5291
"14355","44449",304
"14356","44450",481
"14357","44451",670
"14358","44452",973
"14359","44454",296
"14360","44455",329
"14361","44460",5797
"14362","44470",924
"14363","44471",3018
"14364","44473",835
"14365","44481",2133
"14366","44483",6071
"14367","44484",5225
"14368","44485",4172
"14369","44490",297
"14370","44491",887
"14371","44493",0
"14372","44502",3165
"14373","44503",497
"14374","44504",1682
"14375","44505",5012
"14376","44506",730
"14377","44507",1500
"14378","44509",3352
"14379","44510",809
"14380","44511",4916
"14381","44512",8856
"14382","44514",4744
"14383","44515",7341
"14384","44601",9909
"14385","44606",2387
"14386","44607",42
"14387","44608",600
"14388","44609",910
"14389","44610",0
"14390","44611",493
"14391","44612",1368
"14392","44613",420
"14393","44614",3310
"14394","44615",2317
"14395","44618",1817
"14396","44620",618
"14397","44621",1170
"14398","44622",4523
"14399","44624",1429
"14400","44625",401
"14401","44626",641
"14402","44627",2187
"14403","44628",171
"14404","44629",620
"14405","44632",2537
"14406","44633",708
"14407","44634",554
"14408","44637",854
"14409","44638",317
"14410","44640",73
"14411","44641",4713
"14412","44643",844
"14413","44644",971
"14414","44645",520
"14415","44646",11429
"14416","44647",4454
"14417","44651",199
"14418","44652",0
"14419","44653",199
"14420","44654",6306
"14421","44656",599
"14422","44657",2524
"14423","44659",34
"14424","44661",41
"14425","44662",2522
"14426","44663",6716
"14427","44666",570
"14428","44667",3784
"14429","44669",326
"14430","44670",48
"14431","44671",58
"14432","44672",1138
"14433","44675",226
"14434","44676",1008
"14435","44677",629
"14436","44678",41
"14437","44680",1119
"14438","44681",2347
"14439","44682",326
"14440","44683",2462
"14441","44685",6104
"14442","44687",0
"14443","44688",642
"14444","44689",226
"14445","44690",90
"14446","44691",13093
"14447","44693",2
"14448","44695",308
"14449","44697",28
"14450","44699",85
"14451","44702",187
"14452","44703",2552
"14453","44704",1091
"14454","44705",5752
"14455","44706",4617
"14456","44707",2267
"14457","44708",6472
"14458","44709",6050
"14459","44710",2611
"14460","44714",2359
"14461","44718",2878
"14462","44720",9534
"14463","44721",4170
"14464","44730",1329
"14465","44802",203
"14466","44804",310
"14467","44805",9595
"14468","44807",466
"14469","44809",63
"14470","44811",3197
"14471","44813",2483
"14472","44814",794
"14473","44815",168
"14474","44816",0
"14475","44817",380
"14476","44818",529
"14477","44820",4347
"14478","44822",662
"14479","44824",753
"14480","44825",21
"14481","44826",499
"14482","44827",1672
"14483","44828",42
"14484","44830",4860
"14485","44833",4277
"14486","44836",521
"14487","44837",1190
"14488","44838",78
"14489","44839",2692
"14490","44840",598
"14491","44841",261
"14492","44842",1395
"14493","44843",472
"14494","44844",126
"14495","44846",806
"14496","44847",878
"14497","44849",634
"14498","44850",0
"14499","44851",1355
"14500","44853",294
"14501","44854",381
"14502","44855",364
"14503","44856",32
"14504","44857",6044
"14505","44859",418
"14506","44861",18
"14507","44864",1004
"14508","44865",999
"14509","44866",340
"14510","44867",646
"14511","44870",10690
"14512","44874",73
"14513","44875",3118
"14514","44878",779
"14515","44880",514
"14516","44881",0
"14517","44882",639
"14518","44883",8760
"14519","44887",105
"14520","44889",1400
"14521","44890",3052
"14522","44901",1946
"14523","44902",1409
"14524","44903",5744
"14525","44904",3131
"14526","44905",4622
"14527","44906",4428
"14528","44907",3882
"14529","45001",215
"14530","45002",3386
"14531","45003",141
"14532","45005",8426
"14533","45011",19883
"14534","45013",13963
"14535","45014",13427
"14536","45015",3612
"14537","45030",4922
"14538","45032",119
"14539","45033",43
"14540","45034",306
"14541","45036",12601
"14542","45039",6296
"14543","45040",12355
"14544","45041",13
"14545","45042",6418
"14546","45044",15076
"14547","45050",2364
"14548","45051",25
"14549","45052",716
"14550","45053",747
"14551","45054",806
"14552","45056",18282
"14553","45062",122
"14554","45064",737
"14555","45065",1127
"14556","45066",5525
"14557","45067",4363
"14558","45068",2360
"14559","45069",13583
"14560","45070",47
"14561","45101",669
"14562","45102",6295
"14563","45103",10032
"14564","45106",3283
"14565","45107",2722
"14566","45111",37
"14567","45112",28
"14568","45113",804
"14569","45115",8
"14570","45118",913
"14571","45120",481
"14572","45121",2397
"14573","45122",2770
"14574","45123",2303
"14575","45130",836
"14576","45131",42
"14577","45132",124
"14578","45133",5698
"14579","45135",1245
"14580","45140",14086
"14581","45142",957
"14582","45144",914
"14583","45145",0
"14584","45146",435
"14585","45147",60
"14586","45148",351
"14587","45150",7834
"14588","45152",2766
"14589","45153",462
"14590","45154",2286
"14591","45155",117
"14592","45156",28
"14593","45157",2590
"14594","45158",108
"14595","45159",852
"14596","45160",227
"14597","45162",666
"14598","45164",79
"14599","45166",14
"14600","45167",754
"14601","45168",446
"14602","45169",1085
"14603","45171",1495
"14604","45172",98
"14605","45174",374
"14606","45176",2330
"14607","45177",6213
"14608","45202",6413
"14609","45203",1046
"14610","45204",2209
"14611","45205",6178
"14612","45206",3791
"14613","45207",3416
"14614","45208",6553
"14615","45209",6049
"14616","45211",11813
"14617","45212",9369
"14618","45213",3630
"14619","45214",2287
"14620","45215",8370
"14621","45216",2673
"14622","45217",1927
"14623","45218",915
"14624","45219",14010
"14625","45220",7797
"14626","45223",4131
"14627","45224",5347
"14628","45225",3208
"14629","45226",2483
"14630","45227",6231
"14631","45229",3839
"14632","45230",7727
"14633","45231",10008
"14634","45232",2224
"14635","45233",3923
"14636","45236",7087
"14637","45237",5057
"14638","45238",14164
"14639","45239",8602
"14640","45240",7333
"14641","45241",5955
"14642","45242",4881
"14643","45243",2686
"14644","45244",6634
"14645","45245",6094
"14646","45246",3068
"14647","45247",5748
"14648","45248",6581
"14649","45249",3598
"14650","45251",6235
"14651","45252",893
"14652","45255",5186
"14653","45301",30
"14654","45302",1123
"14655","45303",703
"14656","45304",1815
"14657","45305",2663
"14658","45306",536
"14659","45307",75
"14660","45308",1035
"14661","45309",2535
"14662","45310",85
"14663","45311",1468
"14664","45312",322
"14665","45314",3522
"14666","45315",756
"14667","45316",40
"14668","45317",237
"14669","45318",1148
"14670","45319",97
"14671","45320",3564
"14672","45321",175
"14673","45322",5390
"14674","45323",1182
"14675","45324",17164
"14676","45325",412
"14677","45326",237
"14678","45327",1862
"14679","45328",153
"14680","45330",252
"14681","45331",5162
"14682","45332",184
"14683","45333",364
"14684","45334",539
"14685","45335",1659
"14686","45336",48
"14687","45337",311
"14688","45338",1155
"14689","45339",265
"14690","45340",143
"14691","45341",733
"14692","45342",10342
"14693","45344",4081
"14694","45345",1581
"14695","45346",400
"14696","45347",1135
"14697","45348",265
"14698","45349",96
"14699","45350",38
"14700","45351",51
