STATEFP,COUNTYFP,pcp_total,sp_total
55,55079,853,2048
55,55081,40,32
55,55083,17,23
55,55085,55,84
55,55087,160,207
55,55089,89,127
55,55091,2,0
55,55093,6,3
55,55095,45,42
55,55097,56,69
55,55099,14,3
55,55101,122,194
55,55103,14,7
55,55105,118,165
55,55107,14,10
55,55109,58,99
55,55111,55,40
55,55113,20,4
55,55115,25,17
55,55117,72,124
55,55119,13,12
55,55121,11,8
55,55123,26,25
55,55125,10,9
55,55127,47,51
55,55129,12,3
55,55131,78,98
55,55133,395,650
55,55135,27,21
55,55137,9,6
55,55139,140,228
55,55141,125,295
56,56001,26,34
56,56003,4,1
56,56005,25,42
56,56007,6,7
56,56009,8,6
56,56011,3,1
56,56013,36,45
56,56015,9,8
56,56017,5,1
56,56019,8,5
56,56021,63,142
56,56023,10,3
56,56025,55,114
56,56027,0,0
56,56029,31,37
56,56031,3,4
56,56033,26,46
56,56035,4,0
56,56037,15,63
56,56039,20,41
56,56041,9,16
56,56043,5,2
56,56045,4,2
