HEROP_ID,ZCTA,TotPop,TotUnits,Age18_64,Age0_4,Age5_14,Age15_19,Age20_24,Age15_44,Age45_54,Age55_59,Age60_64,AgeOv65,A15_24P,Ovr65P,Und45P,WhiteP,BlackP,AmIndP,AsianP,PacIsP,OtherP,NoHsP,UnempP,PovP,VacantP
860US48823,48823,46184,16632,34778,2520,4542,4938,13643,31179,2755,1337,1017,2834,40.23,6.14,82.8,90.71,4.45,0.29,2.3,0.02,2.22,8.17,5.53,21.63,3.37
860US48808,48808,3608,1179,2192,284,699,390,278,1868,346,128,103,180,18.51,4.99,79,97.92,0.51,0.47,0.1,0,1,25.34,6.21,3.18,3.32
860US48951,48951,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US48837,48837,15556,5564,9375,1184,2805,1553,1296,7565,1530,734,536,1202,18.32,7.73,74.27,98.15,0.27,0.34,0.45,0.01,0.77,21.11,6.4,5.1,4.5
860US48822,48822,2841,836,1581,199,597,368,212,1353,289,101,85,217,20.42,7.65,75.63,99.64,0.08,0.02,0.08,0,0.18,28.75,5.65,6.03,1.91
860US48894,48894,1557,448,846,121,337,201,119,726,150,55,47,121,20.54,7.78,76.03,99.77,0.04,0.03,0.06,0,0.11,30.32,5.98,6.52,1.82
860US48875,48875,8505,2780,4758,776,1725,877,692,3980,732,329,291,671,18.45,7.89,76.21,99.17,0.02,0.21,0.12,0,0.49,26.62,7.86,5.35,3.89
860US48879,48879,15944,5291,8947,1420,3052,1693,1304,7406,1497,623,537,1409,18.8,8.84,74.5,98.24,0.09,0.31,0.25,0.01,1.11,27.92,7.9,6.79,3.4
860US48835,48835,2460,700,1281,245,566,275,186,1077,203,100,78,190,18.74,7.72,76.74,99.48,0,0.21,0.04,0,0.27,31.12,6.96,7.94,2.74
860US48873,48873,1411,462,768,127,290,152,107,633,130,54,51,124,18.31,8.82,74.48,99.1,0.15,0.2,0.08,0,0.48,33.22,15.1,10.31,6.56
860US48845,48845,837,277,457,74,171,90,62,376,78,32,30,75,18.14,9,74.18,98.96,0.16,0.23,0.09,0,0.57,33.25,16.04,10.7,6.93
860US48853,48853,208,64,111,18,46,22,14,93,18,9,6,18,17.27,8.72,75.51,98.41,0,0.46,0.08,0,1.05,27.94,10.75,8.55,4.23
860US48833,48833,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US48831,48831,3612,1237,2040,300,694,347,264,1586,340,167,165,360,16.91,9.98,71.43,99.05,0.12,0.23,0.08,0,0.51,34.35,8.88,8.22,4.59
860US48866,48866,4438,1495,2481,378,825,430,313,1949,438,210,158,480,16.76,10.81,71.01,98.51,0.05,0.34,0.1,0,1,32.35,10.23,6.55,5.66
860US48848,48848,6696,2121,3885,574,1415,650,471,3292,600,238,185,392,16.73,5.86,78.87,98.95,0.23,0.25,0.14,0,0.43,27.11,8.24,5.16,4.48
860US48840,48840,8834,3897,5915,542,1276,676,1119,4999,717,340,287,674,20.32,7.63,77.16,96.4,1.51,0.46,0.69,0.01,0.94,16.72,5.07,8.29,7.56
860US48917,48917,25522,9850,16619,1624,3993,2490,2704,13008,2830,1355,950,1762,20.35,6.9,72.98,93.16,4.65,0.27,0.42,0.01,1.5,15.66,4.78,4.71,3.67
860US48908,48908,763,324,527,43,111,73,102,431,81,36,21,39,22.9,5.17,76.67,92.84,4.71,0.24,0.7,0,1.52,12.38,4.65,3.36,5.6
860US48911,48911,37976,13884,23359,3529,6789,3383,4069,19791,3285,1405,965,2212,19.62,5.82,79.29,81.46,14.22,0.66,0.65,0.02,2.99,22.56,6.84,8.36,3.56
860US48890,48890,1811,620,1017,166,340,184,139,838,168,68,62,169,17.85,9.33,74.21,98.61,0.04,0.23,0.13,0,0.99,28.07,8.5,7.79,5.57
860US48861,48861,1590,518,914,139,309,143,114,743,138,72,57,133,16.15,8.36,74.9,98.9,0.22,0.18,0.04,0,0.66,25.34,7.19,6.31,2.15
860US48876,48876,2953,970,1725,261,598,280,222,1471,256,107,82,178,17,6.03,78.89,98.28,0.58,0.16,0.27,0,0.71,24.51,6.91,7.17,3.3
860US49096,49096,3098,1049,1741,279,588,319,219,1438,294,115,101,284,17.36,9.17,74.37,99.07,0.04,0.24,0.1,0,0.55,28.91,8.5,7.76,5.02
860US48827,48827,11973,4051,6851,917,2290,1182,878,5545,1187,480,410,1145,17.21,9.57,73.09,98.18,0.48,0.24,0.32,0.01,0.77,27.26,10.79,7.14,3.48
860US49264,49264,1537,488,874,127,319,160,105,726,156,52,52,107,17.28,6.94,76.21,98.15,0.46,0.36,0.11,0,0.93,29.18,9.93,9.27,3.96
860US48821,48821,5034,1897,3223,346,762,412,501,2554,503,211,200,459,18.13,9.12,72.73,95.6,2.84,0.41,0.43,0,0.71,18.82,6.57,2.85,2.43
860US48842,48842,15717,5797,9891,1281,2825,1401,1585,8167,1527,608,431,878,19,5.59,78.09,96.32,1.69,0.36,0.44,0.01,1.17,21.98,7.4,6.8,2.89
860US48504,48504,40267,14944,23544,3543,6836,3653,4326,18939,3481,1756,1480,4231,19.81,10.51,72.81,65.59,32.09,0.65,0.46,0.03,1.18,32.6,15.49,10.96,4.52
860US48505,48505,51324,17241,28332,5366,11022,5866,5407,23613,4903,2021,1442,2958,21.96,5.76,77.94,21.19,76.8,0.41,0.05,0.03,1.51,50.02,24.94,24.43,6.82
860US48503,48503,38222,15751,22714,3076,5786,3363,4158,17223,3809,2025,1627,4675,19.68,12.23,68.25,59.28,38.34,0.69,0.59,0.03,1.08,36.39,16.23,17.76,6.29
860US48532,48532,21276,8471,13371,1354,3065,2092,2138,10082,2599,1162,818,2195,19.88,10.32,68.16,93.27,3.49,1.03,1.28,0,0.93,27.1,10.3,7.76,4.68
860US48506,48506,35693,13148,21420,3035,5931,3580,4032,16977,3658,1708,1285,3099,21.33,8.68,72.68,95.78,1.04,0.96,0.21,0.03,1.96,38.85,15.45,10.96,3.91
860US48502,48502,594,300,382,41,57,47,102,308,46,26,22,94,25.11,15.81,68.29,75.79,21.1,1.02,0.53,0.04,1.53,45.89,19.58,31.73,12.67
860US48501,48501,1973,996,1270,137,188,156,340,1022,153,88,73,312,25.11,15.81,68.29,75.79,21.1,1.02,0.53,0.04,1.53,45.89,19.58,31.73,12.67
860US48507,48507,38129,14737,23553,2755,6031,3551,3759,17608,4414,2121,1614,3585,19.17,9.4,69.22,90.18,7.43,0.77,0.57,0.01,1.03,32.49,12.86,8.69,3.92
860US48519,48519,7324,2460,4423,470,1290,833,593,3385,921,387,266,606,19.48,8.27,70.24,97.67,0.97,0.39,0.19,0,0.78,36.45,14.4,7.18,2.05
860US48529,48529,11325,4373,6910,913,1849,1152,1315,5516,1121,557,425,943,21.79,8.33,73.1,96.48,1.5,0.86,0.13,0.02,1.02,47,18.46,13.84,4.94
860US48420,48420,21437,7239,12690,1833,4187,2156,1914,10399,2245,832,564,1378,18.98,6.43,76.59,97.93,0.8,0.6,0.15,0.02,0.5,31.94,12.25,8.86,4.69
860US48458,48458,25870,9063,15268,2306,4923,2725,2601,12161,2765,1189,864,1661,20.59,6.42,74.95,77.45,20.8,0.76,0.16,0.02,0.8,38.78,15.95,11.74,5.88
860US48457,48457,8096,2479,4573,715,1681,864,673,3836,766,286,256,556,18.98,6.87,76.97,96.2,2.06,0.67,0.09,0,0.99,34.58,12.99,7.51,3.01
860US48415,48415,9385,2931,5437,754,1995,1058,699,4595,914,370,242,516,18.72,5.5,78.25,97.95,0.4,0.68,0.14,0,0.83,36.12,13.61,8.01,2.96
860US48531,48531,1313,447,807,118,231,140,156,650,153,53,41,67,22.56,5.08,76.16,93.56,3.78,1.23,0.25,0,1.18,40.61,18.92,14.22,3.16
860US48433,48433,24560,8196,15042,1675,4338,2778,1931,11645,3145,1228,841,1688,19.18,6.87,71.9,97.9,0.84,0.35,0.47,0,0.44,20.79,8.33,3.6,3.24
860US48460,48460,2675,820,1498,207,587,294,189,1249,247,106,94,185,18.08,6.9,76.4,98.06,0.72,0.34,0.06,0,0.82,34.02,12.34,7.55,4.07
860US48473,48473,18711,6342,11357,1409,3572,1969,1503,9292,2029,817,513,1080,18.55,5.77,76.28,97.66,0.61,0.79,0.43,0,0.52,23.72,10.59,4.76,4.72
860US48439,48439,30888,10960,19484,2037,5553,3221,2465,15396,3886,1388,925,1703,18.41,5.51,74.42,96.85,1.46,0.24,1.03,0.01,0.42,18.23,8.41,3.24,5.24
860US48442,48442,15178,5040,8851,1223,2986,1548,1244,7342,1505,620,416,1087,18.39,7.16,76.1,97.08,1.85,0.3,0.21,0,0.56,26.85,9.48,5.94,5.36
860US48430,48430,23812,7927,14176,1618,4509,2600,1741,11504,2633,1037,728,1784,18.23,7.49,74.04,99.02,0.17,0.28,0.23,0.03,0.28,21.41,8.69,5.22,4.74
860US48480,48480,855,345,549,52,134,83,80,427,107,40,28,66,19,7.75,71.76,97.55,1.01,0.13,1.14,0.03,0.13,12.68,6.47,3.37,6.7
860US48509,48509,9990,3359,6199,602,1670,1097,830,4480,1339,616,470,813,19.3,8.14,67.59,98.11,1.04,0.4,0.09,0,0.37,30.45,10.01,5.16,1.37
860US48423,48423,25705,9379,15893,1905,4618,2677,2592,13061,2664,1068,770,1618,20.5,6.29,76.19,97.37,1.23,0.37,0.32,0.01,0.68,23.23,10.47,4.91,4.7
860US48463,48463,4415,1354,2533,381,937,494,295,2138,451,150,117,229,17.85,5.18,78.28,98.22,1.1,0.18,0.11,0,0.39,28.71,12.66,5.97,3.19
860US48421,48421,5930,1808,3298,610,1334,568,426,2894,463,178,153,298,16.77,5.03,81.58,98.89,0.21,0.29,0.15,0,0.46,31.91,12.45,6.29,3.8
860US48437,48437,800,277,484,67,145,85,85,394,90,31,29,45,21.31,5.62,75.74,92.05,6.83,0.53,0.09,0,0.5,31.07,16,4.47,2.42
860US48746,48746,727,221,418,62,155,78,48,351,74,25,20,38,17.23,5.26,78.14,97.98,1.24,0.25,0.23,0,0.3,32.45,10.44,5.06,NA
860US48464,48464,2169,656,1202,223,492,208,151,1056,174,63,53,107,16.53,4.93,81.64,98.99,0.1,0.25,0.16,0,0.51,31.56,11.38,6.49,NA
860US48449,48449,4472,1470,2648,341,913,479,359,2183,469,169,142,256,18.74,5.72,76.85,98.7,0.16,0.57,0.22,0,0.36,28.76,12.21,6.35,5.82
860US48429,48429,9764,3273,5599,889,1896,953,815,4587,874,414,324,780,18.11,7.99,75.5,98.63,0.05,0.62,0.16,0.01,0.53,32.6,13.02,8.3,3.64
860US48436,48436,3133,995,1802,264,668,323,210,1549,291,109,77,175,17.03,5.58,79.2,99.13,0.05,0.44,0.25,0,0.13,25,11.01,6.01,5.49
860US48451,48451,7501,2532,4508,564,1459,762,525,3693,797,297,232,460,17.15,6.13,76.2,99.21,0.03,0.24,0.3,0.04,0.18,22.3,9.6,5.41,4.83
860US48418,48418,4169,1338,2385,368,859,437,306,2008,367,157,131,279,17.82,6.7,77.58,99.19,0.07,0.35,0.19,0,0.2,29.93,13.37,7.36,5.99
860US48438,48438,3944,1198,2272,281,897,422,223,1926,387,148,99,205,16.34,5.21,78.72,99.33,0,0.28,0.23,0,0.16,21.42,7.93,4.23,3.34
860US48411,48411,150,45,86,11,35,16,8,73,15,6,4,8,15.85,5.19,78.94,99.35,0,0.33,0.22,0,0.1,20.75,7.32,4.17,3.05
860US48462,48462,8730,2734,5185,710,1850,877,737,4472,757,319,214,407,18.48,4.67,80.55,98.85,0.19,0.29,0.25,0,0.42,25.13,10.29,6.87,3.21
860US48550,48550,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US48628,48628,2004,674,1161,180,404,211,154,993,190,69,51,117,18.21,5.84,78.7,99.12,0.07,0.35,0.13,0,0.33,31.39,11.34,8.88,6.99
860US48618,48618,4606,1626,2617,424,859,470,374,2054,474,197,189,409,18.32,8.88,72.46,98.79,0.26,0.49,0.04,0,0.41,37.89,12.87,14.01,7.04
860US48615,48615,742,249,422,68,153,77,57,346,68,31,27,48,18.03,6.48,76.51,99.26,0.11,0.34,0.14,0,0.15,37.58,16.92,16.92,7.35
860US48880,48880,745,251,423,68,153,77,57,346,69,31,28,49,17.99,6.63,76.19,99.25,0.11,0.34,0.14,0,0.14,37.69,17.1,17.15,7.33
860US48662,48662,249,84,142,22,51,26,19,115,23,11,9,17,18.12,6.83,75.81,99.16,0.11,0.36,0.13,0,0.24,37.13,16.57,16.59,7.1
860US48637,48637,3435,1121,1955,275,676,371,267,1581,314,172,127,291,18.58,8.47,73.69,98.04,0.11,0.34,0.16,0,1.35,30.99,10.91,8.81,3.69
860US48807,48807,307,99,170,30,63,32,27,141,24,14,12,24,19.39,7.75,76.03,98.57,0.54,0.51,0.04,0,0.34,47.07,19.28,15.4,5.71
860US48614,48614,1333,432,744,129,275,137,115,624,103,53,50,98,18.96,7.32,77.16,98.52,0.5,0.62,0.07,0.02,0.27,42.75,17.64,13.77,6.61
860US49233,49233,336,127,206,21,57,33,22,154,38,18,17,31,16.58,9.16,69.08,99.48,0.04,0.18,0.06,0,0.24,23.1,9.67,5.38,8.38
860US49246,49246,3314,1164,1957,255,605,325,255,1561,336,151,122,284,17.52,8.56,73.04,99.23,0.18,0.19,0.17,0,0.23,23.53,9.16,7.85,5.62
860US49249,49249,470,178,288,30,79,46,31,215,53,25,24,43,16.58,9.16,69.08,99.48,0.04,0.18,0.06,0,0.24,23.1,9.67,5.38,8.38
860US49250,49250,118,40,68,10,22,12,10,56,11,5,4,10,17.98,8.3,74.87,99.15,0.24,0.19,0.2,0,0.22,23.93,8.97,8.98,4.31
860US49241,49241,2146,729,1245,177,405,210,175,1024,205,89,67,178,17.98,8.3,74.87,99.15,0.24,0.19,0.2,0,0.22,23.93,8.97,8.98,4.31
860US48912,48912,21104,8703,13498,1572,2870,1778,3116,11168,1670,858,828,2138,23.19,10.13,73.97,85.54,8.21,0.81,0.92,0.01,4.51,26.62,8.64,15.44,4.67
860US48915,48915,11333,4583,6752,968,1809,1048,1381,5623,888,455,409,1181,21.43,10.42,74.12,60.49,33.19,0.75,0.34,0.02,5.21,30.93,11.89,16.85,5.85
860US48933,48933,4361,2152,2816,304,538,422,666,2316,367,181,156,499,24.96,11.45,72.4,51.56,43.42,0.92,0.56,0.02,3.52,27.17,13.85,26.76,9.28
860US48910,48910,37800,15202,23672,3092,5242,3015,4493,18542,3351,1842,1619,4100,19.86,10.85,71.1,89.37,6.64,0.69,0.51,0.02,2.78,27.52,8.57,9.83,3.71
860US48924,48924,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US48901,48901,533,250,451,26,35,37,215,432,19,7,6,9,47.24,1.72,92.29,85.95,11.67,0.1,0.45,0,1.82,14.19,7.95,18.55,8.06
860US48909,48909,373,175,316,18,24,26,150,302,13,5,4,6,47.24,1.72,92.29,85.95,11.67,0.1,0.45,0,1.82,14.19,7.95,18.55,8.06
860US48826,48826,1996,564,1863,20,35,141,1356,1808,29,19,19,67,75.01,3.36,93.32,96.09,1.8,0.23,0.78,0,1.11,5.7,5.14,47.94,2.18
860US48825,48825,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US48824,48824,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US48864,48864,12281,4502,8208,733,1954,1100,1719,6701,1287,506,405,694,22.96,5.65,76.44,94.08,2.16,0.28,2.79,0.01,0.69,6.88,3.99,9.6,4.72
860US48805,48805,1007,388,685,66,155,94,141,553,115,45,29,43,23.32,4.31,76.86,94.81,2.13,0.33,2.29,0,0.44,5.77,4.08,9.62,2.91
860US48895,48895,9152,3147,5460,694,1696,967,736,4529,884,399,267,681,18.6,7.44,75.61,98.52,0.31,0.27,0.4,0,0.5,17.98,6.61,5.75,3.83
860US48854,48854,14818,4915,8992,1141,2718,1541,1332,7509,1412,570,425,1042,19.39,7.03,76.72,97.31,1.11,0.32,0.52,0.01,0.72,21.53,6.51,7.07,3.76
860US48872,48872,5975,1924,3430,601,1191,603,522,2900,502,226,187,369,18.83,6.17,78.52,98.47,0.14,0.68,0.26,0.04,0.41,30.07,10.02,6.49,3.77
860US48819,48819,2268,723,1294,192,483,225,148,1095,208,81,62,147,16.45,6.48,78.06,98.8,0.25,0.28,0.07,0,0.59,27.27,8.84,8.16,4.92
860US48892,48892,3978,1273,2249,372,791,413,309,1892,333,162,131,297,18.16,7.47,76.79,98.94,0.06,0.5,0.15,0,0.35,30.47,10.11,7.84,3.87
860US48836,48836,7930,2637,4466,687,1580,790,611,3711,671,298,293,690,17.67,8.7,75.39,98.55,0.03,0.68,0.13,0.01,0.59,28.42,14,8.36,4.48
860US49285,49285,4794,1541,2693,403,921,499,358,2218,440,188,174,450,17.87,9.39,73.88,98.97,0.33,0.2,0.04,0,0.46,34.25,11.6,10.28,5.49
860US49251,49251,5904,1959,3391,491,1197,595,473,2814,532,205,214,450,18.09,7.63,76.25,98.2,0.4,0.47,0.09,0,0.84,30.11,9,10.02,4.12
860US48956,48956,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US48865,48865,1639,568,936,141,305,169,132,757,156,69,63,148,18.37,9.01,73.4,99.06,0.13,0.45,0.1,0,0.27,37.53,11.53,8.89,7.77
860US48834,48834,743,253,413,66,145,79,58,337,71,29,29,67,18.4,9.07,73.68,99.11,0.19,0.23,0.09,0,0.39,35.56,15.96,10.71,7.7
860US48851,48851,2347,794,1315,205,459,246,185,1071,220,94,92,206,18.39,8.78,73.92,99.11,0.13,0.17,0.13,0,0.46,31.64,13.97,8.9,6.02
860US48860,48860,1301,440,715,116,259,140,100,585,124,48,50,118,18.41,9.08,73.78,99.12,0.21,0.15,0.09,0,0.43,34.84,17.6,11.35,7.67
860US48870,48870,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US48846,48846,15916,4783,10258,1046,2255,2039,2722,8657,1259,634,569,1495,29.92,9.39,75.14,87.6,10.04,0.54,0.36,0,1.46,32.94,11.14,9.43,6.04
860US48809,48809,10012,3504,5629,911,1760,989,859,4518,914,460,369,1080,18.46,10.78,71.81,98.87,0.18,0.37,0.09,0,0.49,36.45,9.12,9.87,4.31
860US49331,49331,10724,3539,6041,954,2004,997,863,4969,959,410,347,1082,17.35,10.09,73.92,98.66,0.37,0.42,0.22,0,0.33,29.91,7.37,6.26,3.43
860US48881,48881,3753,1291,2119,327,709,363,301,1697,347,154,152,368,17.7,9.81,72.8,98.99,0.24,0.29,0.15,0,0.33,30.93,9.89,9.35,4.02
860US49302,49302,4985,1583,2894,428,972,495,348,2387,491,199,142,365,16.91,7.32,75.97,98.67,0.45,0.34,0.32,0,0.22,23.95,6.11,4.75,3.49
860US48815,48815,1559,531,864,141,302,145,125,698,138,58,61,160,17.32,10.25,73.2,99.01,0.32,0.28,0.13,0,0.26,29.49,8.73,10.07,2.89
860US48858,48858,164,55,93,15,34,17,13,76,15,7,6,11,17.99,6.63,76.19,99.25,0.11,0.34,0.14,0,0.14,37.69,17.1,17.15,7.33
860US48883,48883,1519,513,864,139,311,157,117,704,142,63,57,103,18.02,6.78,75.97,99.22,0.12,0.35,0.14,0,0.17,37.73,16.76,16.9,7.28
860US49201,49201,42160,13180,27359,2652,6388,3552,3810,21854,4201,1968,1562,3535,17.46,8.38,73.28,88.9,9.52,0.34,0.4,0.01,0.84,32.51,9.38,7.97,4.46
860US49202,49202,21292,8464,12690,1485,3028,1856,2234,9538,2030,1167,1055,2989,19.21,14.04,65.99,94.74,3.44,0.38,0.39,0,1.05,35.32,10.39,10.88,4.41
860US49204,49204,794,554,439,54,51,50,121,344,38,32,40,235,21.55,29.57,56.58,91.77,6.2,0.27,0.21,0,1.55,59.17,6.21,28.14,14.87
860US49261,49261,289,201,159,20,19,18,44,125,14,12,14,85,21.55,29.57,56.58,91.77,6.2,0.27,0.21,0,1.55,59.17,6.21,28.14,14.87
860US49203,49203,40475,15158,23882,3286,6841,3691,3628,18009,4058,2266,1852,4163,18.08,10.29,69.51,84.23,13.99,0.38,0.49,0.01,0.9,29.34,10.71,11.19,4.37
860US49269,49269,5423,1774,3196,420,1003,592,446,2636,502,215,197,449,19.14,8.27,74.86,97.88,1.19,0.31,0.18,0,0.43,26.7,9.21,8.67,4.47
860US49283,49283,3161,992,1952,224,543,405,371,1649,274,117,98,256,24.56,8.09,76.45,98.66,0.36,0.28,0.31,0,0.39,20.27,6.7,7.38,3.97
860US49240,49240,5858,2037,3523,437,980,559,490,2832,568,263,228,550,17.9,9.39,72.54,97.89,1.52,0.33,0.06,0,0.19,29.04,11.38,6.12,7.44
860US49254,49254,3618,1346,2206,242,607,338,306,1602,413,219,185,349,17.79,9.65,67.75,99.03,0.13,0.15,0.25,0.04,0.39,33.91,10.38,8.25,3.56
860US49234,49234,2492,941,1526,159,423,246,168,1143,282,134,124,227,16.59,9.11,69.24,99.42,0.07,0.18,0.07,0,0.25,23.23,9.69,5.47,8.24
860US49230,49230,5175,1906,3153,351,863,503,383,2421,554,262,239,485,17.14,9.37,70.24,98.82,0.66,0.25,0.05,0,0.21,25.3,10.51,5.62,8.29
860US49277,49277,2616,872,1549,212,485,261,203,1258,258,104,97,202,17.74,7.73,74.73,98.28,0.99,0.22,0.06,0,0.45,32.8,13.22,9.3,4.57
860US49272,49272,2308,765,1387,186,417,229,176,1134,226,91,83,173,17.53,7.48,75.21,97.96,1.42,0.13,0.07,0,0.42,32.7,12.48,8.01,5.1
860US49259,49259,2835,969,1706,219,485,274,232,1383,274,120,107,247,17.86,8.73,73.61,97.8,1.6,0.27,0.05,0,0.28,30.83,12.26,6.94,6.81
860US48118,48118,9388,3239,5571,631,1511,915,730,4453,955,417,327,1094,17.52,11.66,70.24,98.16,1.17,0.27,0.21,0,0.19,24.38,6.31,4.08,4.92
860US48158,48158,5591,1932,3363,415,938,544,420,2662,555,266,229,526,17.24,9.41,71.81,99.47,0.06,0.2,0.05,0.03,0.19,24.77,6.79,5.85,4.65
860US49263,49263,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US49048,49048,23112,8367,14060,1752,3703,2188,2320,10997,2302,1089,1017,2253,19.51,9.75,71.18,88.1,10.05,0.38,0.53,0.03,0.91,36.96,9.66,10.03,4.6
860US49006,49006,21806,8199,15968,1153,1882,2999,5789,13712,1358,834,686,2182,40.3,10.01,76.8,88.47,8.55,0.25,0.85,0.01,1.87,17.01,6.16,20,6.66
860US49007,49007,13697,5532,8435,1194,2109,1506,2717,7508,830,404,389,1262,30.83,9.22,78.93,48.68,48.17,0.46,0.44,0.01,2.24,44.53,15.56,34.88,9.89
860US49004,49004,12970,4742,7823,922,2129,1183,1115,5946,1361,688,527,1397,17.72,10.77,69.37,91.5,6.79,0.19,0.79,0.01,0.72,28.68,6.29,7.8,3.35
860US49074,49074,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860US49001,49001,22515,9472,14023,1822,3045,1649,3098,11276,1723,962,967,2719,21.09,12.08,71.7,91.21,6.2,0.58,0.41,0.01,1.59,29.86,7.29,15.21,4.75
860US49008,49008,19962,7076,14671,950,1739,3341,3865,12038,1619,897,772,1947,36.1,9.75,73.78,91.63,5.34,0.28,1.2,0.02,1.53,13.47,4.31,10.5,5.15
860US49009,49009,23097,9057,15027,1499,3486,2030,2853,12085,2389,1012,746,1879,21.14,8.14,73.91,94.64,3.78,0.2,0.65,0.02,0.71,21.94,6.02,7.26,5.03
860US49024,49024,19821,6968,12442,1447,3724,2051,1584,10162,2222,861,554,850,18.34,4.29,77.36,96.18,1.73,0.25,1.24,0.01,0.58,13.86,4.91,3.68,4.53
860US49005,49005,708,278,417,45,84,48,61,301,62,43,39,133,15.36,18.79,60.71,97.18,1.86,0.16,0.03,0,0.77,25.95,3.39,7.6,2.04
860US49041,49041,523,205,308,34,62,35,45,222,46,32,29,98,15.36,18.79,60.71,97.18,1.86,0.16,0.03,0,0.77,25.95,3.39,7.6,2.04
860US49003,49003,783,307,461,50,92,53,68,333,69,48,44,147,15.36,18.79,60.71,97.18,1.86,0.16,0.03,0,0.77,25.95,3.39,7.6,2.04
860US49002,49002,18096,6685,11567,1230,2983,1659,1630,9031,1997,878,688,1288,18.17,7.12,73.19,96.69,1.69,0.39,0.6,0.02,0.61,21.46,5.85,3.84,2.59
860US49081,49081,1387,440,859,109,284,165,114,736,151,47,28,33,20.07,2.37,81.38,95.31,2.4,0.38,1.2,0,0.71,11.33,5.96,2.75,1.45
860US49053,49053,5331,1848,3236,411,965,486,425,2573,533,238,205,406,17.09,7.61,74.08,98.69,0.48,0.25,0.22,0.04,0.32,25.25,4.79,5.98,3.61
860US49083,49083,4849,1754,3070,297,854,447,348,2309,588,273,186,343,16.41,7.06,71.35,98.81,0.58,0.17,0.16,0.02,0.26,16.66,3.13,3.96,4.41
860US49087,49087,3869,1338,2318,263,736,409,284,1916,399,152,120,283,17.92,7.3,75.36,99.17,0.38,0.12,0.19,0,0.14,20.39,6.1,5.91,4.69
860US49071,49071,5444,1908,3163,440,1028,481,362,2543,510,230,198,496,15.48,9.11,73.67,97,1.37,0.47,0.17,0.01,0.98,27.34,7.32,8.51,5.6
860US49088,49088,2897,1059,1797,224,500,271,248,1444,294,123,113,199,17.91,6.88,74.85,98.79,0.41,0.17,0.17,0,0.47,24.56,7.32,4.94,5.41
860US49097,49097,8410,2966,5049,634,1454,861,644,4071,824,363,326,736,17.9,8.76,73.24,99.19,0.14,0.22,0.16,0,0.28,23.83,7.86,6.18,3.4
860US49525,49525,21361,7255,12975,1452,3681,2443,1782,10269,2403,989,708,1859,19.78,8.71,72.1,98.08,1.08,0.17,0.34,0.03,0.29,21.76,4.68,3.94,3.82
860US49505,49505,29113,10653,16800,2026,3868,2463,2666,12145,2827,1811,1501,4923,17.62,16.91,61.96,94.1,4.26,0.47,0.62,0.01,0.54,30.74,5.76,7.99,2.66
860US49534,49534,13782,4728,8328,1160,2394,1425,1409,6792,1325,608,478,1027,20.56,7.45,75.06,98.49,0.43,0.34,0.29,0.06,0.38,27.86,6.27,4.85,4.47
860US49504,49504,36558,14663,21643,2893,4868,3226,4010,15857,3427,2125,2087,5301,19.79,14.5,64.61,96.58,0.41,1.39,0.43,0.02,1.17,38.99,9.16,9.41,5.01
860US49514,49514,989,331,589,57,150,95,70,402,123,75,49,133,16.71,13.49,61.58,99.09,0.05,0.23,0.26,0,0.36,24.17,4.2,3.07,2.72
860US49503,49503,32860,14992,20205,2824,4472,2931,4719,16522,2432,1371,1289,3945,23.28,12.01,72.49,75.02,18.95,0.98,0.63,0.01,4.4,38.17,10.9,21.09,10.77
860US49501,49501,499,327,275,19,28,33,80,206,37,19,23,168,22.76,33.67,50.69,81.91,11.69,1.12,0.62,0,4.65,48.68,16.08,44.07,18.31
860US49506,49506,33835,11721,20149,2510,5190,3712,3272,15868,3308,1637,1346,3975,20.64,11.75,69.66,79.36,18.99,0.22,0.65,0.03,0.75,16.09,6.27,9.72,4.29
860US49515,49515,1755,671,1003,89,210,131,125,679,173,110,119,372,14.63,21.2,55.77,98.52,0.71,0.14,0.11,0.09,0.43,18.03,5.49,5.29,1.42
