HEROP_ID,GEOID,TotPop,TotPopHh,TotVetPop,TotUnits,TotWrkE,WhiteP,BlackP,AmIndP,AsianP,PacIsP,OtherP,HispP,ChildrenP,Age15_24P,Und45P,Ovr65P,Age0_4,Age5_14,Age15_19,Age20_24,Age15_44,Age45_49,Age50_54,Age55_59,Age60_64,AgeOv65,AgeOv18,Age18_64,DisbP,NoHsP,VetP,NonRelFhhP,NonRelNfhhP,BedCnt,PntInTm,YrlyBedCnt,UnempP,PovP,MedInc,PciE,ForDqP,ForDqTot,GiniCoeff,EduP,HghRskP,HltCrP,RetailP,EssnWrkE,EssnWrkP,NoIntP,VacantP,MobileP,LngTermP,RentalP,UnitDens,AreaSqMi,AlcTot,AlcDens,AlcPerCap,DsmBlk,IntrBlkWht,IsoBlk,DsmHsp,IntrHspWht,IsoHsp,DsmAs,IntrAsWht,IsoAs,Ndvi,TotTracts,BupCtTmDr,BupCtTmBk,BupCtTmWk,MetCtTmDr,MetCtTmBk,MetCtTmWk,NalCtTmDr,NalCtTmBk,NalCtTmWk,BupAvTmDr,BupAvTmBk,BupAvTmWk,MetAvTmDr,MetAvTmBk,MetAvTmWk,NalAvTmDr,NalAvTmBk,NalAvTmWk,BupTmDrP,BupTmBkP,BupTmWkP,MetTmDrP,MetTmBkP,MetTmWkP,NalTmDrP,NalTmBkP,NalTmWkP,FqhcCtTmDr,FqhcAvTmDr,FqhcTmDrP,HospCtTmDr,HospAvTmDr,HospTmDrP,RxCtTmDr,RxAvTmDr,RxTmDrP,MhCtTmDr,MhAvTmDr,MhTmDrP,SutpCtTmDr,SutpAvTmDr,SutpTmDrP,OtpCtTmDr,OtpAvTmDr,OtpTmDrP,DrgRlDth,TotPcp,TotSp,PcpPer100k,SpPer100k,OpRxRt20,OdMortRt14,OdMortRt15,OdMortRt16,OdMortRt17,OdMortRt18,OdMortRt19,OdMortRt20,RcaUrbanP,RcaSubrbP,RcaRuralP,CenFlags,TotPop10,UrbPop10,RuralPop10,CenRuralP,DmySgrg,DmyBlckBlt,PrcNtvRsrv,SviTh1,SviTh2,SviTh3,SviTh4,SviSmryRnk,TtlPrPpr,FmlPrPpr,MlPrPpr,AapiPrPpr,BlckPrPpr,LtnxPrPpr,NtvPrPpr,WhtPrPpr,TtlPrAPpr,FmlPrAPpr,MlPrAPpr,AapiPrAPpr,BlckPrAPpr,LtnxPrAPpr,NtvPrAPpr,WhtPrAPpr,TtlPrPp,FmlPrPp,MlPrPp,AapiPrPp,BlckPrPp,LtnxPrPp,NtvPrPp,WhtPrPp,TtlPrAPp,FmlPrAPp,MlPrAPp,AapiPrAPp,BlckPrAPp,LtnxPrAPp,NtvPrAPp,WhtPrAPp,TtlJlPpr,FmlJlPpr,MlJlPpr,AapiJlPpr,BlckJlPpr,LtnxJlPpr,NtvJlPpr,WhtJlPpr,TtlJlAdmr,TtlJlPrtr,TtlJlPp,FmlJlPp,MlJlPp,AapiJlPp,BlckJlPp,LtnxJlPp,NtvJlPp,WhtJlPp,TtlJlAdm,TtlJlPrt
050US13109,13109,10727,10204,820,4712,4297,58.65,30.41,0.01,0.85,0,10.09,11.71,0.26,10.09,59.08,15.96,781,1635,632,450,3922,649,739,663,626,1712,7887,6175,16.7,25.69,10.41,2.91,16.82,0,0,0,7.8,27.3,23468,20537,13.07,28.33,0.47,7.42,31.35,11.71,10.64,2296,53.43,25.67,14.98,33.47,25.75,33.35,25.76,182.89,4,0.02,0,0.3,0.52,0.35,0.35,0.53,0.16,0.28,0.53,0.01,0.21,3,1,0,0,0,0,NA,0,NA,NA,30.9,105.13,368.52,38.97,147.63,NA,72.78,NA,NA,0.33,0,0,0,0,NA,0,NA,NA,3,12.69,1,3,10.05,1,3,6.27,1,2,26.45,0.67,2,26.45,0.67,0,38.97,0,NA,5,5,46.61,46.61,43.9,11.3,12.4,13.8,14.7,15.3,9,10.8,0,0,1,NA,11000,4259,6741,0.61,0,0,0,0.95,0.94,0.91,0.89,0.98,1311.18,150.51,2502.32,NA,2964.43,NA,NA,663.48,350.66,NA,NA,NA,NA,NA,NA,NA,86,5,81,NA,60,NA,NA,25,23,NA,NA,NA,NA,NA,NA,NA,330.83,0,578.92,0,535.02,137.74,0,79.32,20330.83,120.3,22,0,19,0,11,1,0,3,1352,8
050US13111,13111,24925,24741,2190,17028,9586,96.93,0.32,0.35,0.66,0.11,1.62,2.27,0.17,9.44,41.96,27.91,993,2489,1194,1160,6977,1417,1768,1980,2344,6957,20674,13717,24.5,13.3,10.59,2.01,18.74,55,50,51,6.2,13.5,24104,26665,10.8,106.4,0.45,6.2,28.72,12.02,13.15,5018,52.35,14.57,38.57,10.41,29.17,21.85,44,387.03,1,0,0,0.5,0.94,0.01,0.2,0.95,0.03,0.53,0.94,0.02,0.25,5,5,1,1,0,0,NA,1,0,NA,15.16,50.26,160.77,39.87,191.37,NA,38.22,176.53,NA,1,0.2,0.2,0,0,NA,0.2,0,NA,5,15.16,1,4,18.14,0.8,5,10.83,1,1,38.22,0.2,2,32.85,0.4,1,34.28,0.2,51,16,12,64.19,48.14,75.7,22.3,22.8,27,28.5,25.1,22.3,34.5,0,0,1,NA,23682,0,23682,1,0,0,0,0.53,0.52,0.3,0.1,0.3,683.9,184.79,1220.55,NA,6626.51,NA,NA,621.96,177.81,79.2,283.85,NA,NA,NA,NA,164.43,100,14,86,NA,11,NA,NA,87,26,6,20,NA,NA,NA,NA,23,376.51,158.39,1038.11,0,0,276.71,0,308.38,6407.45,143.76,55,12,73,0,0,1.01,0,43,936,21
050US13113,13113,111369,110801,10767,42106,52689,67.83,21.83,0.25,4.52,0.11,5.46,7.17,0.23,14.14,52.11,17.14,4911,15236,8848,6899,37892,8251,9336,9249,7405,19089,85298,66209,9.6,5.2,12.64,1.15,14.04,22,14,22,5,5.6,40495,42126,7.83,88.42,0.43,9.95,14.63,9.42,9.59,19386,36.79,7.32,5.59,2.41,25.31,18.57,216.63,194.37,7,0.04,0,0.47,0.48,0.37,0.35,0.59,0.11,0.31,0.62,0.07,0.22,20,20,17,6,20,5,NA,20,7,NA,7.66,18.53,54.36,17.19,47.93,NA,17.15,45.47,NA,1,0.85,0.3,1,0.25,NA,1,0.35,NA,20,19.13,1,17,21.36,0.85,20,3.88,1,20,11.55,1,20,8.04,1,20,17.19,1,104,99,153,88.89,137.38,71.3,11.2,12.2,11.3,13.7,10.8,14.5,12.7,0.9,0.1,0,NA,106567,87195,19372,0.18,1,0,0,0.06,0.1,0.76,0.02,0.06,494.85,107.9,903.88,0,1149.29,372.48,0,300.94,192.67,70.13,322.2,NA,443.79,NA,NA,128.34,357,40,317,0,202,19,0,136,139,26,113,NA,78,NA,NA,58,358.38,93.96,478.77,68.81,732.74,262.17,0,161.71,7239.25,205.38,260,35,169,3,133,14,0,72,5252,149
050US13115,13115,96824,92691,6226,40505,41259,78.22,14.32,0.18,1.59,0,5.69,10.76,0.23,14.44,58.38,16.15,5851,12909,7030,6947,37763,6115,6416,6194,5940,15636,74152,58516,15.3,19.02,8.4,2.87,15.72,184,175,184,6.3,19.1,23300,25058,10.47,57.8,0.48,10.54,25.97,15.67,10.55,22395,54.28,19.26,12.03,8.86,26.34,39.75,79.45,509.82,8,0.02,0,0.49,0.55,0.27,0.48,0.56,0.21,0.53,0.64,0.03,0.23,20,19,13,6,19,2,1,0,NA,NA,8.83,26.07,78.07,19.19,61.84,190.15,63.76,NA,NA,0.95,0.65,0.3,0.95,0.1,0.05,0,NA,NA,12,29.16,0.6,19,11.02,0.95,19,5.17,0.95,19,11.83,0.95,19,10.77,0.95,19,19.19,0.95,148,110,189,113.61,195.2,148.7,14.6,16.2,19.3,18.2,21.2,18.9,23.5,0.7,0.3,0,NA,96317,60851,35466,0.37,0,0,0,0.75,0.64,0.81,0.94,0.89,1562.6,334.97,2850.29,NA,3819.11,346.86,NA,1314.86,568.95,162.79,994.98,NA,1276.64,120.65,NA,503.85,975,107,868,NA,353,23,NA,595,355,52,303,NA,118,8,NA,228,1642.22,464.51,3354.76,263.25,4404.53,662.06,630.87,1588.5,12578.12,567.6,1030,149,1028,2.98,412,46,0.94,717,7889,356
050US13117,13117,219880,219227,10294,77798,109504,81.35,3.32,0.19,11.85,0.04,3.25,9.49,0.28,12.26,61.45,11.38,13618,37290,16329,10626,84217,19719,16891,12669,10455,25021,157730,132709,7.2,7.16,6.53,1.28,23.12,33,20,33,3.5,5.9,43013,41585,6.32,260.75,0.4,8.86,16.8,8.47,11.8,30771,28.1,5.1,5.3,4.18,12.38,16.35,346.46,224.55,22,0.1,0,0.42,0.67,0.06,0.31,0.69,0.15,0.46,0.62,0.24,0.19,45,45,32,10,39,0,NA,42,9,NA,9.11,23.44,70.8,23.57,76,NA,20.22,51.72,NA,1,0.71,0.22,0.87,0,NA,0.93,0.2,NA,45,18.18,1,45,19.17,1,45,5.19,1,45,16.23,1,45,13.06,1,45,15.99,1,202,85,131,38.66,59.58,27.3,12.8,14.3,12.1,14.2,11.9,12.6,11.4,0.98,0.02,0,NA,175511,158097,17414,0.1,1,0,0,0.03,0.06,0.78,0.02,0.04,290.47,53.94,528.22,NA,919.67,206.29,NA,315.48,117.85,34.57,201.56,NA,243.99,44.21,NA,139.59,419,39,380,NA,49,28,NA,339,170,25,145,NA,13,6,NA,150,126.18,30.64,169.95,4.91,388.38,20.99,0,143.33,3054.96,106.15,189,23,127,1,23,3,0,156,4576,159
050US13119,13119,22514,21911,1102,10604,8644,85.89,9.55,0.07,0.88,0,3.61,4.46,0.22,13.9,54.3,19.39,1367,2653,1609,1520,8206,1520,1503,1613,1287,4365,17556,13191,19.5,19.99,6.28,3,13.74,0,0,0,5.2,24.8,21208,21686,13.7,80.75,0.49,13.1,31.47,11.33,10.39,4909,56.79,27.01,21.68,29.79,28.28,34.23,40.54,261.56,3,0.01,0,0.34,0.79,0.14,0.33,0.79,0.07,0.39,0.85,0.01,0.25,5,2,0,NA,4,0,NA,0,0,NA,34.71,131.86,NA,31.19,131.98,NA,43.49,219.24,NA,0.4,0,NA,0.8,0,NA,0,0,NA,4,19.96,0.8,5,16.58,1,5,6.33,1,2,30.34,0.4,5,16.58,1,4,31.19,0.8,49,10,4,44.42,17.77,37.5,21.6,23.3,24.4,25.1,25.8,33.1,33.1,0,0.2,0.8,NA,22084,2445,19639,0.89,0,0,0,0.81,0.85,0.62,0.69,0.85,1194.11,200.03,2178.22,NA,3785.71,NA,NA,945.79,462.01,128.59,792.08,NA,1571.43,NA,NA,354.67,168,14,154,NA,53,NA,NA,112,65,9,56,NA,22,NA,NA,42,706.32,265.33,989.01,0,1478.87,888.89,0,527.66,11979.78,332.39,102,19,72,0,21,6,0,64,1730,48
050US13121,13121,1021902,987135,42640,463844,516732,44.88,44.14,0.38,6.87,0.03,3.71,7.27,0.23,14.09,63.94,11.1,62272,129017,69334,74616,462159,73205,68720,60339,52788,113402,791630,678228,10.1,7.93,5.39,2.43,23.05,6066,4987,5847,6.5,15.1,35077,43707,13.49,116.75,0.54,8.89,10.08,9.79,9.63,159352,30.84,9.75,13.76,0.57,17.01,48.49,880.6,526.74,126,0.24,0,0.73,0.16,0.75,0.46,0.41,0.17,0.46,0.52,0.21,0.16,204,204,194,109,204,70,NA,204,158,29,4.36,11.04,31.25,12.8,37.89,NA,8.32,22.82,65.3,1,0.95,0.53,1,0.34,NA,1,0.77,0.14,202,8.92,0.99,204,8.69,1,204,2.27,1,203,8.9,1,204,6.52,1,204,12.68,1,1049,956,2279,93.55,223.02,65,13.9,14.5,15.9,16,16.3,14.8,19.2,0.99,0,0.01,1,920577,910660,9921,0.01,1,0,0,0.32,0.11,0.9,0.83,0.53,736.77,56.96,1448.39,19.31,1531.81,244.97,0,124.94,186.49,18.53,362.31,8.78,386.64,44.54,NA,34.93,5286,209,5077,11,4778,121,0,372,1338,68,1270,5,1206,22,NA,104,414.23,82.01,772.69,20.01,763.7,364.88,140.3,130.79,13236.6,312.52,3022,306,2754,11.96,2420.28,183.43,1.88,394,96568,2280
050US13123,13123,29922,29683,2514,16991,12787,90.64,0.45,1.75,0.47,0.01,6.67,11.46,0.2,11.18,47.22,23.36,1570,3149,1736,1610,9409,2019,2024,2107,2655,6989,24018,17029,20.1,18.08,10.48,1.91,20.16,0,0,0,5.5,16.3,22899,25812,9.58,99,0.45,7.8,32.48,10.87,11.59,7138,55.82,20.41,31.46,19.42,23.12,25.16,39.87,426.21,6,0.01,0,0.23,0.84,0,0.35,0.82,0.16,0.46,0.92,0.01,0.25,5,3,0,NA,0,0,NA,0,0,NA,29.51,121.31,NA,49.9,187.48,NA,44.23,168.03,NA,0.6,0,NA,0,0,NA,0,0,NA,5,12.92,1,3,34.95,0.6,5,12.92,1,0,60.18,0,5,12.92,1,5,12.92,1,49,17,10,56.81,33.42,50.5,18.2,18.6,22.1,25.8,21,20.8,34.2,0,0.2,0.8,NA,28292,3496,24796,0.88,0,0,0,0.64,0.5,0.7,0.27,0.56,563.77,112.69,1006.53,NA,NA,NA,NA,631.77,178.62,45.08,309.7,0,0,0,0,206.29,101,10,91,NA,NA,NA,NA,98,32,4,28,0,0,0,0,32,560.69,255.98,1151.3,0,598.8,136.67,1282.05,620.72,13720.32,544.2,102,23,106,0,1,3,1,97,2496,99
050US13125,13125,3009,2926,175,1526,1364,88.43,9.14,0.5,0,0.07,1.86,1.63,0.23,13.63,52.74,17.05,134,403,251,159,1050,262,224,227,196,513,2305,1792,13.7,22.65,7.59,1.2,12.53,0,0,0,3.3,18.3,23935,21076,17.7,38,0.44,7.92,32.48,16.35,6.74,847,62.1,31.05,27.59,42.4,38.52,23.98,10.62,143.74,NA,NA,NA,0,0.87,0.09,0,0.87,0.02,0,0,0,0.22,1,0,0,NA,0,0,NA,0,0,NA,61.76,231.23,NA,73.14,268.67,NA,63.73,297.03,NA,0,0,NA,0,0,NA,0,0,NA,1,0,1,0,39.15,0,1,25.69,1,0,39.15,0,0,61.36,0,0,67.28,0,NA,1,0,33.23,0,-9,13.6,14.8,16.6,17.8,18.8,15,18.1,0,0,1,NA,3082,0,3082,1,0,1,0,0.71,0.36,0.38,0.86,0.69,312.99,0,636.27,0,0,0,0,355.45,260.82,0,530.22,0,0,0,0,296.21,6,0,6,0,0,0,0,6,5,0,5,0,0,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
050US13127,13127,83974,82509,6535,42682,38572,67.88,26.15,0.43,1.28,0.07,4.2,6.64,0.23,11.98,54.38,18.81,4971,10681,5050,5014,30015,5196,5643,6042,5632,15794,65054,49260,15.7,12.08,10.05,3,15.94,246,220,246,5.4,18.3,26789,31493,9.87,91.42,0.5,9.79,13.88,11.62,12.57,18899,49,18.91,20.86,10.07,23.16,37.81,101.73,419.55,23,0.05,0,0.51,0.44,0.43,0.37,0.55,0.08,0.41,0.6,0.03,0.12,16,16,13,10,11,1,NA,16,5,NA,4.06,13.76,40.35,22.99,72.94,NA,13.07,43.09,NA,1,0.81,0.62,0.69,0.06,NA,1,0.31,NA,16,11.25,1,15,8.87,1,16,3.43,1,16,7.11,1,16,8.11,1,11,22.99,0.69,105,55,156,65.5,185.77,73.6,13.4,14.5,17.2,19.5,17.6,16.6,25.4,0.69,0.25,0.06,NA,79626,63250,16376,0.21,0,0,0,0.48,0.81,0.79,0.69,0.72,1049.65,122.62,2079.66,NA,2450.61,NA,NA,566.21,351.15,36.06,701.23,NA,739.94,NA,NA,224.69,553,34,519,NA,361,NA,NA,189,185,10,175,NA,109,NA,NA,75,699.91,193.49,1382.43,94.79,1317.73,286.37,0,553.87,9216.1,567.49,370,54,345,1,197,10,0,184,4872,300
050US13129,13129,56790,56217,2988,22455,25667,89.2,3.97,0.82,1.12,0.02,4.86,15.61,0.25,13,59.06,14.14,3516,8113,3876,3504,21909,4171,4125,3631,3295,8030,42572,34542,18.7,22.31,7.02,2.99,19.98,9,9,9,4.6,20,23635,22448,15.04,109,0.45,6.42,42.09,10.15,9.96,15190,59.18,21.48,9.62,13.71,23.1,36.01,63.11,355.83,7,0.02,0,0.46,0.7,0.07,0.43,0.68,0.24,0.52,0.72,0.02,0.23,9,4,0,NA,9,2,1,3,0,NA,31.89,126.48,NA,13.61,43.07,229.18,35.1,148.38,NA,0.44,0,NA,1,0.22,0.11,0.33,0,NA,0,39.48,0,9,11.19,1,9,5.63,1,4,32.8,0.44,9,13.61,1,9,13.61,1,80,36,32,63.39,56.35,68.9,15.8,15,19.3,19.4,20.8,14.5,16.4,0,0.56,0.44,NA,55186,26733,28453,0.52,0,0,0,0.76,0.88,0.82,0.75,0.88,1193.39,278.48,2115.26,NA,4559.09,429.7,NA,1173.44,521.44,176.73,868.77,0,1919.62,68.75,0,542.12,444,52,392,NA,76,25,NA,342,194,33,161,0,32,4,0,158,774.04,314.2,1327.05,504.15,2307.23,214.66,961.54,873.98,10075.8,472.43,290,59,248,2.43,38,13,1,255,3775,177
050US13131,13131,24926,24755,1571,10848,10303,66.31,28.74,0.53,0.57,0.37,3.49,11.13,0.25,11.32,56.14,17.16,1668,3488,1450,1371,8837,1638,1711,1894,1413,4277,18710,14433,20.8,19.72,8.41,3.11,28.88,0,0,0,6.6,23.5,23687,22442,13.38,48.33,0.47,8.98,31.19,14.79,12,5963,57.88,27.94,16.69,28.63,28.19,34.44,23.87,454.5,4,0.01,0,0.3,0.53,0.34,0.32,0.54,0.15,0.45,0.56,0.01,0.23,6,6,1,NA,1,0,NA,3,0,NA,16.03,53.57,NA,41.47,154.34,NA,31.7,126.6,NA,1,0.17,NA,0.17,0,NA,0.5,0,NA,3,31.72,0.5,6,16.03,1,6,13.62,1,5,15.49,0.83,6,16.03,1,1,41.47,0.17,21,18,9,72.21,36.11,35.3,9.1,10.2,11,12.4,13.3,7.3,8.7,0,0.17,0.83,NA,25011,9414,15597,0.62,0,1,0,0.86,0.98,0.9,0.52,0.93,1086.32,88.32,2148.52,0,2427.92,317.86,0,555,195.15,NA,NA,NA,NA,NA,NA,NA,167,7,160,0,112,5,0,50,30,NA,NA,NA,NA,NA,NA,NA,525.59,89.48,1013.79,0,1478.05,309.02,0,112.47,6149.4,486.17,80,7,75,0,67,5,0,10,936,74
050US13133,13133,16976,16780,1232,9468,6305,58.46,35.51,0,1.01,0.02,5.01,6,0.19,9.12,45.6,27.77,683,2081,826,723,4977,835,1034,1186,1466,4714,13718,9004,15,16.84,9,1.74,14.77,12,3,12,4.9,22.3,24782,35844,11.92,48.4,0.57,7.49,21.9,16.46,9.45,3253,51.59,24.51,26.02,17.85,29.05,28.68,24.42,387.65,4,0.01,0,0.39,0.46,0.46,0.47,0.46,0.1,0.28,0.71,0.02,0.23,7,4,0,NA,0,NA,NA,0,NA,NA,28.95,102.38,NA,62.24,NA,NA,62.24,NA,NA,0.57,0,NA,0,NA,NA,0,NA,NA,7,11.43,1,7,18.52,1,7,6.65,1,7,14.92,1,5,21.56,0.71,0,62.24,0,14,15,21,88.36,123.7,49.1,12.1,13.9,14.7,16,17.5,10.5,14.7,0,0.29,0.71,NA,15994,2759,13235,0.83,0,0,0,0.53,0.52,0.76,0.31,0.54,1305.87,81.14,2650.92,0,2452.53,0,0,619.45,520.23,NA,NA,NA,NA,NA,NA,NA,123,4,119,0,93,0,0,30,49,NA,NA,NA,NA,NA,NA,NA,598.74,200.4,1037.53,1030.93,1023.62,300.3,0,326.6,0,0,57,10,47,1,39,2,0,16,0,0
050US13135,13135,902298,897305,38005,305549,450670,49.67,27.24,0.39,11.4,0.03,11.28,20.9,0.27,13.99,64.65,9.25,61066,142176,67439,58778,380114,69259,65364,55147,45730,83442,654847,571405,6.9,12.33,5.81,2.44,23.21,1078,1055,1078,4.7,11.4,31672,29474,11.84,239.65,0.43,7.92,18.53,10.23,12.51,185261,41.11,9.55,5.51,1.55,15.48,33.79,709.67,430.55,24,0.06,0,0.35,0.34,0.34,0.48,0.28,0.34,0.36,0.37,0.17,0.16,113,113,105,31,113,35,NA,113,34,NA,6.27,15.96,46.38,13.8,40.96,NA,12.8,39.04,NA,1,0.93,0.27,1,0.31,NA,1,0.3,NA,113,14.71,1,113,12.4,1,113,2.22,1,113,11.6,1,113,11.02,1,113,13.54,1,667,472,647,52.31,71.71,29.2,7.5,11,9.3,10.7,10.9,8.8,12.6,1,0,0,NA,805321,801411,3910,0,1,0,0,0.33,0.33,0.97,0.23,0.43,431.24,60.84,817.81,75.74,768.69,363.17,NA,335.07,167.8,38.34,302.92,26.96,298.97,80.08,NA,161.31,2665,192,2473,59,1337,449,NA,808,1037,121,916,21,520,99,NA,389,427.04,129.95,764.75,69.36,572.64,282.77,3479,591.9,4606.77,287.3,2671,415,2341,55.97,1033,360.57,47.21,1394,28814,1797
050US13137,13137,44289,41719,2806,18365,18083,86.61,3.07,0.1,2.05,0.56,7.61,14.45,0.23,14.42,56.58,18.21,2654,5624,3139,3246,16781,2959,2796,2527,2881,8067,34246,26179,16.5,21.82,8.2,2.3,16.95,110,110,110,4,14.5,24615,22018,12.11,110.29,0.43,9.39,34.61,11.24,11.78,9719,53.75,24.74,17.26,17.11,29.2,23.22,66.34,276.83,1,0,0,0.33,0.75,0.05,0.39,0.67,0.25,0.37,0.76,0.04,0.26,8,8,3,2,6,0,NA,5,0,NA,10.39,37.01,108.78,28.38,107.32,NA,29.03,95.22,NA,1,0.38,0.25,0.75,0,NA,0.62,0,NA,8,11.91,1,8,11.91,1,8,5.51,1,8,11.91,1,8,11.91,1,6,28.38,0.75,43,21,10,47.42,22.58,27.2,13.3,14.6,18.7,17.9,18.3,17,24.4,0,0.75,0.25,NA,43041,17749,25292,0.59,0,0,0,0.64,0.33,0.81,0.72,0.71,378.76,26.94,776.26,519.48,823.35,NA,NA,413.36,128.64,NA,NA,NA,NA,NA,NA,NA,106,4,102,4,11,NA,NA,90,36,NA,NA,NA,NA,NA,NA,NA,521.24,206.19,873.4,774.19,718.39,360.06,0,527.45,3872.07,269.48,147,31,115,6,10,15,0,115,1092,76
050US13139,13139,195961,194136,10382,71903,91959,84.93,7.42,0.24,1.71,0.02,5.68,28.14,0.26,13.59,60.91,14.17,13011,29210,13475,13149,77144,13681,12960,11702,10495,27758,145010,117252,11,21.62,7.16,3.12,23.22,286,256,286,3.7,14.6,27033,27625,10.2,115.41,0.45,7.43,30.37,10.27,12.67,48803,53.07,12.25,11.09,10.62,20.74,31.38,182.97,392.98,19,0.05,0,0.43,0.49,0.14,0.52,0.41,0.47,0.37,0.57,0.03,0.2,36,36,17,9,34,5,NA,33,10,NA,9.96,29.04,103.55,17.04,55.43,NA,15.68,47.11,NA,1,0.47,0.25,0.94,0.14,NA,0.92,0.28,NA,35,17.16,0.97,35,17.38,0.97,36,5.71,1,34,18.75,0.94,35,11.85,0.97,34,17.04,0.94,263,122,252,62.26,128.6,77.6,13.4,13.8,16.5,17.7,16.6,15.9,18.2,0.83,0.17,0,NA,179684,142747,36937,0.21,0,0,0,0.5,0.36,0.92,0.65,0.66,619.77,103.58,1129.18,285.41,2009.9,359.69,NA,566.88,228.75,44.62,410.47,NA,805.9,99.13,NA,216.44,783,65,718,8,207,127,NA,440,289,28,261,NA,83,35,NA,168,771.64,272.12,1433.8,410.54,2071.55,160.33,1305.47,1049.86,6710.16,663.3,990,173,928,11.68,216,59,4.06,818,8609,851
050US13141,13141,8535,5905,440,5371,1977,24.53,72.38,0,0.87,0.16,2.05,1.92,0.14,9.95,48.05,21.61,292,706,277,572,3103,601,654,616,719,1844,7327,5483,16,28.5,6.01,0.24,9.06,0,0,0,4,24.1,20783,16713,21.57,58.67,0.49,15.28,25.34,24.13,5.31,1166,58.98,47.04,44.31,40.27,36.05,26.85,11.4,471.06,1,0,0,0.21,0.23,0.73,0.29,0.21,0.02,0.2,0.32,0.02,0.25,2,1,0,0,0,NA,NA,0,NA,NA,33.32,125.17,373.05,77.97,NA,NA,80.44,NA,NA,0.5,0,0,0,NA,NA,0,NA,NA,2,12.88,1,1,33.92,0.5,2,12.88,1,1,33.32,0.5,0,39.7,0,0,77.97,0,NA,3,0,35.15,0,10.1,12.2,13.3,15,16,16.1,9.8,10.4,0,0,1,NA,9429,3622,5807,0.62,0,1,0,0.83,0.19,0.59,0.92,0.8,618.48,NA,NA,NA,NA,NA,NA,NA,141.37,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,700.68,221.24,695.7,0,865.59,0,0,169.49,5605.46,431.19,39,5,23,0,36,0,0,2,312,24
050US13143,13143,28956,28595,1470,12403,12285,92.39,4.65,0.31,0.76,0,1.89,1.57,0.24,11.94,56.4,15.62,1744,4053,1885,1571,10533,2323,2082,1675,2024,4522,21930,17408,18.3,19.28,6.71,2.67,20.6,0,0,0,4.8,15.5,25104,24444,13.65,139,0.45,9.18,30.48,11.95,10.36,6943,56.52,21.31,10.28,19.87,30.26,31.66,43.96,282.16,1,0,0,0.28,0.89,0.06,0.38,0.88,0.03,0.47,0.89,0.02,0.26,5,5,1,1,1,0,NA,1,0,NA,15.41,48.09,148.7,37.38,139.1,NA,37.36,135.5,NA,1,0.2,0.2,0.2,0,NA,0.2,0,NA,1,34.14,0.2,5,15.41,1,5,7.3,1,5,16.81,1,3,27.89,0.6,2,36.01,0.4,72,12,10,41.44,34.54,43.4,22.6,25.5,28,26.7,28.1,29,46.9,0,0.6,0.4,NA,28780,6516,22264,0.77,1,0,0,0.63,0.9,0.29,0.29,0.54,767.15,95.82,1458.81,NA,2076.84,NA,NA,709.18,318.75,85.17,559.39,0,623.05,0,0,310.63,142,9,133,NA,20,NA,NA,121,59,8,51,0,6,0,0,53,486.09,126.78,842.7,0,1572.33,0,0,493.58,11943.81,389.94,91,12,78,0,15,0,0,85,2236,73
050US13145,13145,33590,33029,3377,14020,15186,79.14,16.13,0.12,1.25,0.01,3.35,3.44,0.22,12.7,52.34,17.45,1576,4278,2379,1888,11728,2484,2671,2583,2409,5861,26243,20382,18.2,9.23,13.01,1.46,12.47,68,75,68,7.1,6.8,32396,34511,8.1,90.25,0.44,9.15,19.73,13.31,9.19,6910,45.5,12.63,13.28,7.95,28.08,13.99,30.23,463.85,1,0,0,0.17,0.75,0.18,0.2,0.79,0.04,0.24,0.77,0.02,0.25,5,4,0,NA,3,0,NA,3,0,NA,24.12,91.31,NA,27.99,110.74,NA,28.13,106.1,NA,0.8,0,NA,0.6,0,NA,0.6,0,NA,5,21.24,1,4,24.05,0.8,5,11.26,1,4,21.91,0.8,4,25.41,0.8,3,27.99,0.6,32,10,6,29.77,17.86,4.2,9.9,11,14,12.6,13.3,13.7,17.3,0,1,0,NA,32024,1062,30962,0.97,0,1,0,0.26,0.39,0.32,0.05,0.13,550.06,82.52,1017.51,NA,1220.78,NA,NA,426.16,233.77,55.01,412.5,0,363.64,0,0,219,120,9,111,NA,47,NA,NA,72,51,6,45,0,14,0,0,37,890.09,100.59,1667.73,623.76,2673.94,623.28,0,521.2,8544.82,255.61,195,11,183,1.89,103,4.98,0,88,1872,56
