HEROP_ID,GEOID,TotPop,TotUnits,Age18_64,Age0_4,Age5_14,Age15_19,Age20_24,Age15_44,Age45_49,Age50_54,Age55_59,Age60_64,AgeOv65,Age15_24P,Und45P,Ovr65P,WhiteP,BlackP,HispP,AmIndP,AsianP,PacIsP,OtherP,NoHsP,ChildrenP,PovP,UnempP,VacantP
050US42005,42005,73478,31757,42909,4432,10162,5266,4066,30938,3912,3567,3527,4053,12887,12.7,61.97,17.54,98.98,0.77,0.22,0.08,0.11,0,0.06,28.89,24.06,12.83,8.17,10.86
050US42007,42007,186093,76336,111151,11728,24646,12122,10785,77440,10109,9419,9805,11426,31520,12.31,61.16,16.94,93.91,5.63,0.6,0.11,0.19,0.01,0.15,25.1,23.33,13.14,8.05,5.76
050US42009,42009,47919,21738,28556,3064,6804,3540,2956,20218,2866,2601,2439,2580,7347,13.56,62.79,15.33,99.35,0.31,0.25,0.08,0.16,0,0.09,31.52,25.08,13.59,7.98,17.02
050US42011,42011,336523,134482,205551,22510,43404,22727,23438,149968,18664,15984,16194,17273,52526,13.72,64.15,15.61,93.47,2.97,5.1,0.1,0.81,0.01,2.64,30.05,23.31,8.03,4.53,5.08
050US42013,42013,130542,54349,76568,8237,18199,9662,7775,55307,7091,6216,6284,7054,22154,13.36,62.62,16.97,98.7,0.82,0.33,0.09,0.28,0.01,0.1,25.02,24.38,14.12,7.04,7.39
050US42015,42015,60967,27058,35480,4355,9414,4350,3583,25912,3569,3115,2812,2850,8940,13.01,65.09,14.66,99.08,0.24,0.36,0.19,0.35,0,0.13,24.29,27.14,13.27,6.38,16.87
050US42017,42017,541174,199934,343323,39755,77055,36013,35543,256733,33935,26164,24448,24172,58912,13.22,69.02,10.89,95.02,2.83,1.64,0.1,1.55,0.01,0.48,17.12,25.67,3.96,3.89,4.72
050US42019,42019,152013,59061,93917,10278,21236,11644,11180,70694,8654,7059,6581,7030,20481,15.01,67.24,13.47,98.94,0.53,0.37,0.07,0.35,0.01,0.09,21.42,24.74,9.7,5.62,6.33
050US42021,42021,163029,67374,94477,9316,21652,12158,10065,68094,8354,7424,7922,9685,30582,13.63,60.76,18.76,97.27,2.29,0.6,0.07,0.22,0.01,0.13,28.76,23.29,13.97,8.35,7.97
050US42023,42023,5913,4399,3305,427,830,392,317,2325,315,282,306,333,1095,11.99,60.58,18.52,99.44,0.12,0.05,0.25,0.1,0,0.08,26.91,25.59,11.26,9.88,45.56
050US42025,42025,56846,27380,33361,3501,7246,3597,3458,23559,3086,2649,2866,3458,10481,12.41,60.35,18.44,99.22,0.21,0.9,0.08,0.3,0.01,0.18,30.58,22.88,9.37,6.36,19.69
050US42027,42027,123786,46195,90058,6896,12115,11999,26501,74767,5621,4755,4361,4162,11109,31.1,75.76,8.97,94.16,2.26,1.09,0.14,3.08,0.03,0.33,16.38,18.27,18.18,5.55,7.6
050US42029,42029,376386,139597,241388,27971,51226,26054,26486,180522,24510,18509,16584,16089,40976,13.96,69,10.89,91.64,6.37,2.28,0.14,1.07,0.01,0.77,15.11,24.98,4.71,2.95,4.54
050US42031,42031,41699,18022,26221,2424,5566,4243,4520,19895,2133,2058,1883,1947,5793,21.01,66.87,13.89,98.77,0.48,0.28,0.16,0.5,0,0.09,26.95,23.23,18.08,9.25,16.82
050US42033,42033,78097,34300,45464,5113,11022,5773,4725,33046,4329,3836,3632,4132,12987,13.44,62.97,16.63,99.38,0.23,0.26,0.11,0.22,0.01,0.06,29.83,25.16,13.93,10.86,13.1
050US42035,42035,37182,16478,22585,2169,4936,3373,3227,16530,2005,1760,1808,2030,5944,17.75,63.57,15.99,99.13,0.39,0.24,0.13,0.29,0.02,0.04,27.49,23.27,15.37,8.91,15.98
050US42037,42037,63202,25598,39439,3747,7699,5789,6378,29622,3384,2857,2810,3109,9974,19.25,64.98,15.78,99.03,0.42,0.54,0.06,0.36,0,0.13,26.88,21.82,10.62,5.55,8.28
050US42039,42039,86169,40462,50530,5855,12631,6999,5989,37433,4947,3948,3855,4199,13301,15.07,64.89,15.44,98.2,1.24,0.35,0.13,0.29,0.02,0.11,25.9,25.92,15.48,8.46,20.46
050US42041,42041,195257,77108,126188,11613,23965,15474,16920,93873,11636,9551,9166,9312,26141,16.59,66.3,13.39,96.81,1.57,0.69,0.13,1.26,0.01,0.21,19.01,21.99,5.32,2.93,4.74
050US42043,42043,237813,102684,148176,16576,30326,14670,16210,109910,13192,11221,11064,11512,34012,12.98,65.94,14.3,82.37,14.97,2.53,0.14,1.15,0.02,1.35,22.41,23.39,10.14,4.59,7.23
050US42045,42045,547651,211024,336109,38266,68833,37152,40910,248417,29064,24238,25301,28600,84932,14.25,64.92,15.51,86.5,11.21,1.1,0.11,1.81,0.01,0.35,18.61,23.12,7.02,4.56,4.57
050US42047,42047,34878,17249,20348,2386,5031,2368,2113,14577,1828,1797,1769,1914,5576,12.85,63.06,15.99,99.5,0.04,0.16,0.1,0.26,0.03,0.08,25.09,25.67,9.49,7.51,23.87
050US42049,42049,275572,108585,166110,19973,39842,22507,22126,126915,14451,11878,11486,13002,38025,16.2,67.76,13.8,93.58,5.19,1.22,0.16,0.5,0.01,0.56,22.51,25.92,12.89,7.06,6.47
050US42051,42051,145351,61406,84192,8812,19909,10329,8810,60561,7718,6862,6925,8488,26076,13.17,61.43,17.94,96.16,3.52,0.31,0.1,0.15,0,0.07,32.21,24.14,20.94,13.33,8.62
050US42053,42053,4802,8445,2715,261,547,442,226,1855,298,282,264,325,970,13.91,55.46,20.2,98.52,0.9,0.48,0.23,0.06,0,0.29,29.52,23.26,11.75,7.07,77.41
050US42055,42055,121082,48629,74053,8018,16349,8980,8190,54092,7349,5988,5863,5925,17498,14.18,64.8,14.45,96.69,2.29,0.88,0.15,0.5,0.01,0.37,30.64,24.39,8.29,3.94,6.07
050US42057,42057,13837,6184,8335,980,2067,1049,918,6019,865,725,682,703,1796,14.22,65.52,12.98,98.79,0.9,0.22,0.16,0.11,0.01,0.03,36.03,26.78,12.22,5.87,16.9
050US42059,42059,39550,15982,22914,2515,5763,3254,2567,17409,2117,1669,1679,1897,6501,14.72,64.95,16.44,98.48,0.95,0.53,0.17,0.26,0.02,0.11,32,25.63,21.35,12.21,8.5
050US42061,42061,44164,19286,27826,2804,5664,3515,3608,20787,2505,2108,2035,2310,5951,16.13,66.24,13.47,95.09,4.49,0.44,0.12,0.18,0.01,0.12,28.8,23.52,13.42,7.66,19.49
050US42063,42063,89994,34770,56594,5238,12143,8738,10543,44157,4555,3894,3519,4081,12407,21.42,68.38,13.79,97.82,1.31,0.41,0.1,0.63,0.01,0.13,26,23.33,18.67,8.76,8.8
050US42065,42065,46083,21242,26444,3001,6734,3297,2612,19160,2304,2324,2187,2429,7944,12.82,62.7,17.24,99.58,0.11,0.21,0.11,0.15,0,0.05,27.43,25.38,13.58,8.08,17.11
050US42067,42067,20625,8505,12315,1393,3065,1416,1333,8972,1157,1065,964,1022,2987,13.33,65.12,14.48,99.53,0.13,0.24,0.09,0.2,0,0.05,34.84,25.81,9.77,6.28,10.66
050US42069,42069,219039,91707,127895,13229,26554,15134,15381,91266,11671,10029,10510,12587,43193,13.93,59.83,19.72,98.45,0.72,0.5,0.07,0.62,0.01,0.14,26.68,21.89,10.68,5.62,7.83
050US42071,42071,422822,156462,255417,33462,61583,30590,31305,194246,22921,18933,18134,18074,55469,14.64,68.42,13.12,94.09,2.37,3.7,0.11,1.09,0.01,2.33,29.54,26.47,7.98,3.11,3.52
050US42073,42073,96246,38844,55853,5966,12787,6748,6036,39474,5126,4610,4863,5637,17783,13.28,60.5,18.48,96.52,3.03,0.37,0.06,0.28,0.01,0.1,27.05,23.49,13.9,8.16,6.42
050US42075,42075,113744,44634,68912,7637,15441,7890,7546,50341,6649,5420,5460,5726,17070,13.57,64.55,15.01,97.5,0.62,2.34,0.08,0.79,0.01,0.99,30.02,24.41,7.24,3.71,4.36
050US42077,42077,291130,118335,180321,19342,36304,18002,19566,131475,16610,13719,13993,14822,44865,12.9,64.27,15.41,93.32,2.33,5.15,0.11,1.25,0.01,2.99,25.36,22.65,7.26,4.71,4.6
050US42079,42079,328149,138724,193248,19201,38726,21960,21881,136302,17873,15585,16147,19598,64717,13.36,59.19,19.72,98.1,1.21,0.62,0.07,0.44,0.02,0.17,28.01,21.39,11.24,6.06,7.38
050US42081,42081,118710,49580,71214,8165,16570,8557,8049,52511,6492,5539,5512,5981,17940,13.99,65.07,15.11,96.91,2.37,0.54,0.18,0.39,0.01,0.14,25.52,24.9,11.46,6.71,9.34
050US42083,42083,47131,21454,27594,3048,6571,3470,2876,19960,2573,2291,2255,2551,7882,13.46,62.76,16.72,97.91,1.1,1.08,0.24,0.34,0,0.41,24.59,24.73,14.89,9.01,16.86
050US42085,42085,121003,48689,71848,7530,15835,9079,8453,51424,6577,5931,6004,6925,20777,14.49,61.81,17.17,94.61,4.86,0.42,0.1,0.31,0.01,0.11,24.85,23.45,12.83,6.82,6.36
050US42087,42087,46197,19641,27302,3251,6268,3266,3073,19465,2802,2386,2274,2368,7383,13.72,62.74,15.98,99.44,0.23,0.29,0.07,0.21,0.01,0.05,31.79,24.92,13.36,6.7,9.9
050US42089,42089,95709,54823,59408,7048,13223,6693,6672,44534,5405,4214,4044,4742,12499,13.96,67.71,13.06,96.93,1.8,2.14,0.14,0.69,0.01,0.44,22.01,24.87,7.27,5.62,37.61
050US42091,42091,678121,265856,423219,45838,83190,39911,44517,306193,40336,33376,32777,34416,101994,12.45,64.18,15.04,91.44,5.77,1.23,0.11,2.35,0.01,0.32,16.16,22.55,3.61,3.14,4.09
050US42093,42093,17735,6885,10488,1259,2331,1157,1074,7727,959,886,804,843,2926,12.58,63.81,16.5,98.52,0.43,0.65,0.04,0.75,0.03,0.24,24.83,24.36,8.54,3.95,4.97
050US42095,42095,247105,95345,152760,16479,31843,17337,19091,112893,14087,11217,11219,12348,37019,14.74,65.24,14.98,94.2,2.13,4.69,0.08,1.08,0.01,2.48,26.86,23.2,7.31,4.26,4.6
050US42097,42097,96771,41900,56053,5996,12517,6328,5753,39423,5267,4938,4689,5654,18287,12.48,59.87,18.9,99.2,0.34,0.55,0.08,0.18,0,0.2,31.5,23.18,11.6,7.01,7.55
050US42099,42099,41172,17063,25505,2993,6218,3039,2594,19419,2480,1894,1810,1789,4569,13.68,69.54,11.1,99.38,0.23,0.47,0.12,0.16,0.01,0.1,27.71,26.96,7.51,3.96,12.39
050US42101,42101,1585577,674899,965442,115871,204585,107408,135952,733604,78319,69604,68766,74114,240714,15.35,66.48,15.18,53.52,39.86,5.63,0.22,2.72,0.03,3.66,35.69,23.93,20.27,9.7,10.64
050US42103,42103,27966,30852,16546,2254,3848,1503,1270,11667,1466,1277,1354,1743,4357,9.92,63.54,15.58,98.05,0.92,2.33,0.17,0.47,0,0.39,20.8,25.26,7.09,5.54,65.85
050US42105,42105,16717,11334,9372,1188,2599,1199,904,6728,958,808,829,853,2754,12.58,62.9,16.47,99.47,0.12,0.43,0.17,0.18,0.01,0.05,26.25,27.46,14.9,7.02,44.89
050US42107,42107,152585,66457,88378,8773,18837,9960,9322,62077,7992,7141,7775,9441,30549,12.64,58.78,20.02,98.95,0.55,0.44,0.07,0.32,0.01,0.1,31.59,22.06,10.65,5.65,8.55
050US42109,42109,36680,13629,22747,2676,5085,3092,3198,17262,2058,1729,1572,1682,4616,17.15,68.22,12.58,99.09,0.4,0.4,0.08,0.25,0.01,0.17,35.58,25.4,11.01,4.63,6.35
050US42111,42111,78218,35713,45413,5017,11128,5452,4452,32744,4157,3807,3813,4300,13252,12.66,62.5,16.94,99.56,0.13,0.3,0.05,0.18,0,0.07,31.06,25,14.32,7.39,17.19
050US42113,42113,6104,5458,3419,326,782,538,356,2456,288,289,318,370,1275,14.65,58.39,20.89,98.31,0.97,0.41,0.49,0.13,0.02,0.08,29.82,23.1,18.02,6.16,58.23
050US42115,42115,40380,20308,23357,2922,6212,2712,2214,16858,2433,2063,1830,1877,6185,12.2,64.37,15.32,99.27,0.2,0.4,0.21,0.19,0.02,0.11,23.96,26.84,12.1,6.48,26.64
050US42117,42117,41126,18202,24581,2687,5862,3638,3169,17979,2382,2141,1969,1955,6151,16.55,64.5,14.96,98.84,0.55,0.34,0.26,0.25,0.01,0.09,27.15,25.27,14.61,7,17.73
050US42119,42119,36176,12886,23328,2381,4567,3395,3901,17953,1996,1694,1474,1563,4548,20.17,68.83,12.57,96.15,2.69,1.76,0.21,0.65,0.01,0.29,26.92,22.94,10.33,4.12,9.29
050US42121,42121,59381,26961,35070,3914,8746,4216,3177,25232,3300,2938,2992,3338,8921,12.45,63.81,15.02,98.75,0.84,0.34,0.09,0.22,0.01,0.09,25.79,25.92,15.08,7.92,16.89
050US42123,42123,45050,22236,26653,3024,6460,2972,2445,18741,2778,2322,2269,2403,7053,12.02,62.65,15.66,99.41,0.12,0.26,0.16,0.24,0,0.07,23.43,25.18,9.64,5.54,22.45
050US42125,42125,204584,84113,122859,11876,25969,14521,12806,87152,11607,10363,10085,11762,35770,13.36,61.1,17.48,96.2,3.32,0.58,0.1,0.25,0.01,0.12,26.78,22.46,12.76,7.57,6.63
050US42127,42127,39944,28480,23126,2663,5669,2667,2293,16667,2237,1873,1927,2142,6766,12.42,62.59,16.94,98.81,0.71,0.93,0.11,0.23,0.01,0.13,25.83,25.17,11.3,5.07,48.6
050US42129,42129,370321,153554,223729,22122,46751,23950,22091,156803,21842,18784,18912,21635,63472,12.43,60.94,17.14,97.51,1.87,0.37,0.07,0.42,0.01,0.12,22.35,22.45,10.72,7.08,6.17
050US42131,42131,28076,11857,16801,2006,4324,2539,1843,12939,1730,1223,1096,1221,3537,15.61,68.63,12.6,99.01,0.48,0.48,0.09,0.28,0.01,0.13,22.36,27.56,11.15,5.63,15.64
050US42133,42133,339574,134761,212867,23688,45267,22905,22872,158002,20627,16547,15575,15425,44443,13.48,66.84,13.09,95.22,3.23,1.52,0.12,0.6,0.02,0.8,27.21,24.23,6.35,3.83,4.52
050US44001,44001,48859,18567,30417,3187,5847,3569,3609,22014,2840,2344,2353,2576,7698,14.69,63.55,15.76,98.75,0.38,1.38,0.08,0.6,0.01,0.18,26.07,21.99,4.78,5.76,5.43
050US44003,44003,161135,65450,100563,10154,20131,10262,10451,73936,9662,7569,7369,8078,24236,12.85,64.68,15.04,98.13,0.65,1.08,0.18,0.79,0.01,0.23,23.22,22.55,5.56,5.71,5.18
050US44005,44005,82102,37475,52960,5394,10235,5565,7193,40718,4696,3548,3346,3523,10643,15.54,68.63,12.96,93.86,3.89,1.96,0.4,1.15,0.07,0.63,17.22,22.53,7.48,6.26,12.78
050US44007,44007,596270,243224,368870,40644,71984,41930,52740,282559,29639,24817,24595,28230,93802,15.88,66.28,15.73,87.7,5.56,6.8,0.4,2.35,0.03,3.95,32.96,22.41,11.95,7.22,6.93
050US44009,44009,110006,49856,71132,7256,14305,9191,10641,55431,6255,4544,4207,4500,13508,18.03,69.99,12.28,96.55,0.96,0.97,0.93,1.29,0.02,0.24,17.17,23.06,6.79,5.63,21.15
050US45001,45001,23862,9846,14177,1671,3413,1996,1802,10522,1307,1149,1131,1149,3520,15.92,65.4,14.75,68.07,31.55,0.41,0.07,0.21,0.02,0.08,41.05,25.84,13.46,5.5,10.83
050US45003,45003,120940,49266,74125,9029,18614,9043,8293,55883,7047,5470,5601,5500,13796,14.33,69.06,11.41,74.98,24.18,0.72,0.18,0.44,0.01,0.21,29.33,27.3,14.01,5.53,8.9
050US45005,45005,11722,4242,6777,896,1980,1038,976,5504,573,429,429,425,1486,17.18,71.49,12.68,31.07,67.97,1.37,0.09,0.06,0,0.8,47.74,29.51,35.85,11.07,10.63
050US45007,45007,145196,60745,89384,9528,20099,11128,9658,65125,9130,7688,7123,6771,19732,14.32,65.26,13.59,82.91,16.63,0.38,0.12,0.23,0.01,0.1,36.03,24.85,11.99,5.1,8.67
050US45009,45009,16902,6408,9831,1225,2684,1872,1587,7959,826,658,690,695,2165,20.47,70.22,12.81,38.29,61.36,0.44,0.13,0.11,0.01,0.1,40.83,29.03,28.19,9.65,12.81
050US45011,45011,20293,7854,11629,1647,3493,1631,1358,9072,1067,845,835,845,2489,14.73,70.03,12.27,56.72,42.84,0.72,0.16,0.08,0,0.2,40.1,30.43,21.79,9.96,9.6
050US45013,45013,86425,45981,53943,7387,11516,7233,8413,42748,3574,3177,3385,3974,10664,18.1,71.33,12.34,69.24,28.44,2.51,0.29,0.87,0.08,1.08,16.64,25.25,13.58,4.89,33.21
050US45015,45015,128776,45697,79572,12622,23053,9810,10464,66181,6691,5064,4188,3524,7453,15.74,79.1,5.79,72.92,24.16,2.02,0.3,1.96,0.08,0.57,24.61,32.42,12.29,5.2,7.25
050US45017,45017,12753,5225,7514,924,1953,977,792,5609,753,625,563,558,1768,13.87,66.54,13.86,48.24,51.56,0.31,0.09,0.06,0.01,0.04,38.08,27.22,20.12,6.46,14.12
050US45019,45019,295039,123550,191553,23642,39777,21390,31633,153006,14801,11798,10908,11226,29881,17.97,73.35,10.13,63.57,34.91,1.31,0.23,0.87,0.04,0.38,24.53,24.95,17.35,5.3,13.34
050US45021,45021,44506,17610,27034,3105,6329,3676,3315,20322,2731,2165,2011,2065,5778,15.71,66.86,12.98,78.6,20.61,0.58,0.15,0.43,0.01,0.22,42.81,26.28,14.87,6.9,6.55
050US45023,45023,32170,12293,18889,2413,5003,2572,2210,14208,1852,1514,1487,1400,4293,14.86,67.22,13.34,59.61,39.95,0.25,0.22,0.11,0,0.1,43.11,27.94,16.81,7.23,6.87
050US45025,45025,38577,15101,23042,2729,6031,3078,2680,17237,2264,1856,1817,1722,4921,14.93,67.39,12.76,66.23,33.44,0.41,0.17,0.08,0,0.08,46.1,27.51,19.27,6.88,6.98
050US45027,45027,28450,12101,16235,2206,4859,2246,1825,12180,1586,1323,1193,1316,3787,14.31,67.64,13.31,43.12,56.51,0.51,0.11,0.1,0,0.16,45.1,29.62,29.02,8.19,21.13
050US45029,45029,34377,14926,19877,2607,5699,2795,2190,14937,1971,1616,1632,1521,4394,14.5,67.61,12.78,54.31,45,0.51,0.48,0.1,0.01,0.1,38.33,29.4,23.38,6.93,19.34
050US45031,45031,61851,23601,36965,4357,9678,5497,4155,28525,3638,2933,2708,2595,7417,15.61,68.81,11.99,59.64,40.05,0.34,0.11,0.11,0,0.09,37.74,28.24,19.91,5.59,6.79
050US45033,45033,29114,10590,16364,2340,5176,2555,2018,12867,1506,1297,1121,1242,3565,15.71,70.01,12.24,54.53,43.74,0.26,1.46,0.2,0.03,0.04,47.52,31.55,28.12,7.43,6.64
050US45035,45035,83060,30632,52356,7317,13565,6011,6741,42663,4677,3457,2814,2431,6136,15.35,76.5,7.39,75.03,23.03,1.25,0.66,0.9,0.05,0.33,23.3,29.58,11.54,5.04,7.9
050US45037,45037,18375,7290,10832,1440,2952,1405,1197,8348,1019,801,814,751,2250,14.16,69.33,12.24,53.31,46.35,0.43,0.06,0.15,0.01,0.13,37.41,28.81,16.64,5.69,11.88
050US45039,45039,22295,8730,12911,1606,3537,2000,1555,10068,1150,962,972,959,3041,15.95,68.23,13.64,41.46,58.28,0.47,0.06,0.14,0,0.05,41.91,28.45,20.63,7.2,14.47
050US45041,45041,114344,43209,69165,8364,18418,9539,8263,53394,6609,5355,4893,4588,12723,15.57,70.12,11.13,60.78,38.72,0.44,0.13,0.26,0.01,0.1,35.69,28.38,20.12,5.34,6.92
050US45043,45043,46302,21134,26530,3565,7913,3703,2840,20217,2379,2063,2012,2199,5954,14.13,68.45,12.86,56.48,43.15,0.4,0.11,0.11,0.02,0.13,36.14,29.84,20.24,6.37,22.99
050US45045,45045,320167,131645,203275,22585,43327,23463,24550,152785,19696,15760,14281,13670,38063,15,68.31,11.89,80.95,18,0.95,0.15,0.65,0.02,0.24,28.39,24.62,10.48,4.59,6.66
050US45047,45047,59567,24735,36139,4138,8430,4708,4620,26968,3426,2815,2731,2835,8224,15.66,66.37,13.81,69.23,30.17,0.42,0.09,0.38,0.02,0.12,35.94,25.52,15.35,5.57,8.11
050US45049,45049,18191,7058,10133,1532,3292,1570,1174,7905,949,806,736,722,2249,15.08,69.97,12.36,45.51,54.33,0.39,0.03,0.08,0.02,0.02,41.07,31.93,27.67,6.17,10.43
050US45051,45051,144053,89960,91513,9534,19129,9607,11032,67478,7736,7102,7163,7682,18229,14.33,66.74,12.65,81.29,17.47,0.87,0.24,0.76,0.03,0.23,25.72,23.82,15.22,5.05,38.01
050US45053,45053,15487,6070,8633,1368,2792,1190,1058,6604,749,724,658,643,1949,14.52,69.5,12.58,42.16,57.4,0.45,0.13,0.2,0.01,0.11,45.46,31.67,25.27,6.28,12.72
050US45055,45055,43599,17479,26496,2937,6661,3507,2570,19788,2668,2143,2123,1987,5292,13.94,67.4,12.14,71.19,28.3,0.56,0.16,0.22,0.01,0.12,32.22,27.09,12.91,5.11,9.55
050US45057,45057,54516,20929,33162,4019,8009,4380,3743,24793,3292,2787,2536,2371,6709,14.9,67.54,12.31,74.36,25.35,0.39,0.11,0.11,0.01,0.06,40.04,26.86,14.76,6.14,5.5
050US45059,45059,58092,23201,35540,3963,8001,4873,4485,26417,3538,2872,2816,2680,7805,16.11,66.07,13.44,71.43,28.21,0.36,0.08,0.14,0.03,0.13,42.62,25.39,12.9,6.4,10.95
050US45061,45061,18437,6537,10513,1386,3325,1558,1200,8319,889,754,756,739,2269,14.96,70.67,12.31,37.15,62.46,0.41,0.09,0.15,0.01,0.14,46.54,30.67,29.59,8.99,7.39
050US45063,45063,167611,67556,108157,12172,24498,12721,11854,83114,11172,8449,7150,6159,14897,14.66,71.47,8.89,87.94,11.04,0.78,0.2,0.59,0.01,0.22,22.73,26.58,8.42,3.72,8.77
050US45065,45065,8868,3347,5567,462,1240,731,799,4411,454,387,348,404,1162,17.25,68.93,13.1,41.13,58.53,0.29,0.07,0.11,0.01,0.16,47.54,24.12,22.83,8.56,18.4
050US45067,45067,33899,12777,19080,2520,6176,2929,2045,14821,1805,1479,1411,1447,4240,14.67,69.37,12.51,44.7,54.59,0.32,0.25,0.37,0,0.08,44.67,31.21,28.61,8.1,7.91
050US45069,45069,29361,10955,17078,2154,4739,2595,2090,13334,1625,1289,1201,1266,3753,15.96,68.89,12.78,48.73,48.53,0.27,2.5,0.09,0,0.15,49.05,29.05,26.65,9.56,7.23
050US45071,45071,33172,14455,19673,2244,4642,2748,2419,14767,1886,1564,1433,1513,5123,15.58,65.27,15.44,64.78,34.69,0.44,0.14,0.26,0.02,0.12,37.88,25.25,15.31,6.42,14.81
050US45073,45073,57494,25983,35531,3571,8003,4097,3807,25141,3630,3187,3120,2937,7905,13.75,63.86,13.75,90.51,8.8,0.92,0.13,0.29,0.01,0.26,36.57,24.45,11.39,5.29,13.95
050US45075,45075,84803,32340,50374,6194,13643,7872,7098,39221,4495,3662,3473,3568,10547,17.65,69.64,12.44,41.21,58.08,0.39,0.25,0.37,0.01,0.07,37.63,28.16,24.93,8.58,10.61
050US45077,45077,93894,35865,62632,5685,11542,9974,11978,49115,5141,4368,3976,3583,10484,23.38,70.66,11.17,91.64,7.26,0.61,0.17,0.8,0.01,0.11,34.59,22.13,12.45,4.74,6.81
050US45079,45079,285720,109564,189818,19895,37022,25174,29604,155779,14423,11001,10503,9964,27133,19.17,74.44,9.5,56.02,41.79,1.63,0.24,1.25,0.09,0.62,20.58,24.07,13.78,5.08,7.28
050US45081,45081,16357,6792,9682,1071,2508,1220,1065,7043,999,804,770,812,2350,13.97,64.94,14.37,66.46,33.12,0.53,0.1,0.06,0,0.27,40.18,26.44,18.29,7.63,14.25
050US45083,45083,226800,89927,142148,15308,30737,17384,17413,106110,13985,11510,10460,9905,28785,15.34,67.09,12.69,78.23,20.67,0.67,0.15,0.74,0.01,0.2,37.03,24.63,11.81,5.04,6.03
050US45085,45085,102637,35016,63599,8574,16389,7717,8973,51686,4925,4146,3887,3409,9621,16.26,74.68,9.37,55.32,43.2,1.21,0.2,0.84,0.07,0.37,30.22,28.66,20.61,7.91,6.55
050US45087,45087,30337,12230,18292,1891,4295,2291,2016,13264,1739,1619,1533,1502,4494,14.2,64.11,14.81,69.8,29.94,0.23,0.09,0.1,0.03,0.05,45,24.89,16.98,6.6,6.73
050US45089,45089,36815,13265,20397,2872,6934,3445,2474,16184,1838,1530,1502,1517,4438,16.08,70.6,12.05,35.56,64.22,0.35,0.04,0.06,0.01,0.1,44.41,32.54,28.71,7.47,8.72
050US45091,45091,131497,50438,83424,9642,18719,10685,10935,63622,7892,6504,5868,5249,14001,16.44,69.95,10.65,78.72,20.04,0.56,0.6,0.5,0.02,0.13,32.47,25.91,10.35,5.14,6.8
050US46003,46003,3135,1342,1533,183,519,282,90,1107,134,158,176,177,681,11.87,57.7,21.72,98.44,0,0.22,1.34,0.1,0,0.13,29.81,29.38,14.95,1.1,14.61
050US46005,46005,18253,8093,10032,1307,2861,1144,937,7264,894,809,823,965,3330,11.4,62.63,18.24,98.27,0.38,0.42,0.88,0.28,0,0.18,24.32,26.8,13.22,4.09,9.29
050US46007,46007,3206,1292,1680,305,681,247,183,1281,128,159,128,145,379,13.41,70.71,11.82,53.31,0.25,1.09,46.19,0.06,0,0.19,32.32,35.78,37.6,9.62,20.28
050US46009,46009,7089,3087,3720,465,1007,437,343,2703,329,274,323,394,1594,11,58.89,22.49,97.33,0.31,0.48,2.19,0.06,0,0.11,31.98,25.04,15.31,0.8,14.25
050US46011,46011,25207,9824,16479,1525,3411,2819,4356,13856,1025,816,770,823,2981,28.46,74.55,11.83,97.81,0.31,0.3,0.62,1.17,0.02,0.07,17.76,22.8,17.78,3.44,9.3
050US46013,46013,35580,15101,21050,2472,5312,2796,2821,16145,1750,1460,1489,1590,5362,15.79,67.25,15.07,96.63,0.13,0.31,2.76,0.39,0,0.09,22.06,25.77,11.84,3.31,8.17
050US46015,46015,5485,2275,2759,415,1128,375,242,2041,238,268,227,258,910,11.25,65.34,16.59,92.58,0.11,0.57,6.98,0.22,0,0.11,26.58,33.11,18.46,2.62,12.26
050US46017,46017,1759,535,841,221,457,164,105,704,86,67,52,40,132,15.29,78.57,7.5,22.34,0,0.17,77.6,0,0,0.06,38.82,44.68,45.09,20.37,16.64
050US46019,46019,7914,3502,4337,641,1317,505,385,3180,358,400,380,372,1266,11.25,64.92,16,96.4,0.27,2.77,1.48,0.21,0,1.64,25.53,29.2,19.52,5.52,13.39
050US46021,46021,1965,944,1065,139,288,99,77,674,110,115,122,118,399,8.96,56.03,20.31,99.75,0.1,0,0.15,0,0,0,34.49,25.5,18.31,1.85,18.75
050US46023,46023,9131,3751,4596,807,1642,686,398,3328,466,404,437,440,1607,11.87,63.27,17.6,78,0.04,0.37,21.85,0.03,0.01,0.07,32.51,32.07,31.39,5.51,13.84
050US46025,46025,4403,2026,2198,289,736,292,147,1496,204,211,242,270,955,9.97,57.26,21.69,99.39,0.14,0.3,0.27,0.05,0.11,0.05,29.57,28.39,18.84,1.97,16.09
050US46027,46027,13186,4892,9186,761,1520,1836,2885,7870,492,368,393,418,1364,35.8,76.98,10.34,95.22,0.44,0.76,3,1.05,0.06,0.24,15.63,19.99,24.59,5.69,9.38
050US46029,46029,22698,9539,12572,1683,3840,1627,1443,9697,1046,991,874,945,3622,13.53,67.05,15.96,98.44,0.07,0.24,1.15,0.32,0,0.02,23.99,28.65,12.53,4.61,8.39
050US46031,46031,4195,1557,2141,452,913,328,227,1580,205,201,199,189,456,13.23,70.2,10.87,51.28,0.02,1.12,48.49,0.07,0,0.14,36.72,38.09,42.54,14.81,16.31
050US46033,46033,6179,3003,3538,372,1056,406,227,2488,370,327,324,316,926,10.24,63.38,14.99,97.1,0.15,0.73,2.51,0.18,0,0.06,19.55,27.76,12.37,5.46,21.68
