"GEOID","TotPop","TotUnits","Age18_64","Age0_4","Age5_14","Age15_19","Age20_24","Age15_44","Age45_49","Age50_54","Age55_59","Age60_64","AgeOv65","Age15_24P","Und45P","Ovr65P","WhiteP","BlackP","HispP","AmIndP","AsianP","PacIsP","OtherP","DisbP","NoHsP","ChildrenP","PovP","UnempP","VacantP"
"27051",6289,3098,3342,312,888,477,263,2191,427,386,327,316,1442,11.77,53.92,22.93,98.28,0.21,0.52,0.27,0.19,0,1.05,29,16.45,23.93,8.41,4.83,18.21
"27053",1116200,468824,726340,73261,150889,72755,79364,527851,85297,70771,49386,36387,122358,13.63,67.37,10.96,80.53,8.95,4.07,1,4.8,0.05,4.71,25,9.35,23.97,8.27,3.81,2.71
"27055",19718,8168,11199,1142,3197,1501,870,7661,1613,1245,928,773,3159,12.02,60.86,16.02,98.47,0.31,0.61,0.18,0.37,0.02,0.67,27,14.46,27.18,6.53,3.9,6.55
"27057",18376,12229,10561,997,2616,1355,726,6510,1346,1260,1202,1144,3301,11.32,55.09,17.96,96.31,0.17,0.67,2.13,0.27,0.01,1.12,33,13.88,24.56,9.7,6.57,39.2
"27059",31287,12062,18925,2058,5161,2679,1519,13722,2322,1904,1526,1202,3392,13.42,66.93,10.84,97.65,0.26,0.83,0.58,0.38,0.02,1.13,27,13.43,28.67,5.69,4.34,6.85
"27061",43992,24528,25876,2325,6110,3608,2041,16405,3753,3111,2674,2227,7387,12.84,56.46,16.79,94.64,0.16,0.6,3.4,0.27,0.02,1.53,34,14.42,24.39,10.55,6.7,27.47
"27063",11268,5092,6199,581,1612,884,477,4217,850,666,519,515,2308,12.08,56.89,20.48,97.07,0.09,1.86,0.12,1.38,0,1.35,24,15.92,24.5,8.61,3.51,10.53
"27065",14996,6846,8755,901,2376,1233,659,6016,1123,931,815,720,2114,12.62,61.97,14.1,97.27,0.17,0.93,0.81,0.44,0.03,1.31,33,19.4,27.52,9.47,6.23,15.88
"27067",41203,18415,24070,2572,6256,3565,2481,16953,3141,2488,1985,1655,6153,14.67,62.57,14.93,93.62,0.51,8,0.33,0.38,0.07,5.15,30,16.55,26.65,9.16,3.59,13.46
"27069",5285,2719,2819,336,767,328,183,1761,425,335,259,261,1141,9.67,54.19,21.59,98.09,0.15,1.27,0.26,0.25,0,1.25,31,20.35,25.07,10.16,5.05,20.3
"27071",14355,7719,8353,779,2002,1005,553,5261,1193,986,818,739,2577,10.85,56.02,17.95,96.12,0.19,0.56,2.15,0.17,0.06,1.37,34,18.05,23.86,12.09,5.55,21.75
"27073",8067,3774,4215,401,1152,636,246,2711,637,469,435,387,1875,10.93,52.86,23.24,98.85,0.16,0.26,0.22,0.32,0,0.45,28,19.24,24.51,8.53,3.3,12.14
"27075",11058,6840,6384,565,1421,740,463,3913,927,763,646,612,2211,10.88,53.35,19.99,97.99,0.1,0.57,0.7,0.18,0.01,1.03,28,13.56,22.27,7.37,5.29,32.08
"27077",4522,3238,2624,188,707,309,171,1617,395,296,279,260,780,10.61,55.55,17.25,97.21,0.29,0.64,1.13,0.24,0,1.13,28,15.37,24.72,9.85,4.77,41.23
"27079",25426,10858,14890,1587,4029,2039,1205,10320,1894,1641,1303,1071,3581,12.76,62.68,14.08,96.56,0.15,3.92,0.26,0.3,0.04,2.73,26,15.4,27.35,6.93,3.85,11.31
"27081",6429,3043,3332,354,859,436,268,2183,426,329,349,357,1572,10.95,52.82,24.45,98.82,0.05,0.86,0.28,0.2,0,0.65,30,20.15,23.72,9.66,3.45,12.82
"27083",25425,10298,15073,1672,3703,2341,2312,11386,1717,1296,1047,902,3702,18.3,65.92,14.56,93.58,1.49,3.97,0.31,1.67,0.02,2.95,26,17.36,26.16,10.1,5.12,5.66
"27085",34898,14087,20373,2436,5501,2586,1869,14673,2397,2108,1656,1286,4841,12.77,64.79,13.87,96.62,0.22,3.63,0.18,0.56,0.07,2.43,24,15.29,27.75,4.8,3.85,4.53
"27087",5190,2700,2808,366,852,434,238,1892,332,335,282,264,867,12.95,59.92,16.71,62.85,0.13,0.89,28.55,0.06,0,8.4,46,24.97,29.19,16.7,6.72,27.07
"27089",10155,4791,5691,583,1444,810,423,3743,811,641,546,506,1881,12.14,56.82,18.52,97.22,0.1,2.93,0.29,0.17,0,2.23,30,20.9,25.44,9.76,8.74,14.4
"27091",21802,9800,12051,1196,3095,1689,841,7951,1678,1434,1130,982,4336,11.6,56.15,19.89,97.22,0.25,1.93,0.1,0.42,0.02,2.01,31,16.26,24.84,10.46,4.14,7.48
"27093",22644,9821,12836,1460,3435,1800,1080,8848,1738,1367,1137,960,3699,12.72,60.69,16.34,97.35,0.19,2.15,0.18,0.4,0,1.88,30,18.48,26.98,7.11,4.8,12.53
"27095",22330,10467,12705,1384,3438,1786,1085,8867,1578,1255,1163,1043,3602,12.86,61.3,16.13,93.55,0.27,0.96,4.68,0.21,0.01,1.29,33,18.68,26.97,9.57,5.37,17.47
"27097",31712,13870,17864,2105,5059,2648,1607,12715,2270,1784,1463,1362,4954,13.42,62.69,15.62,98.48,0.21,0.64,0.32,0.25,0.03,0.74,34,20.3,28.05,11.1,5.66,14.81
"27099",38603,16251,21366,2364,5458,2992,2041,14955,2616,2258,1790,1615,7547,13.04,59,19.55,94.74,0.56,4.26,0.17,1.47,0.02,3.06,31,17.69,25.1,9.2,3.91,4.12
"27101",9165,4357,4931,483,1326,669,348,3148,675,604,518,464,1947,11.1,54.09,21.24,98.34,0.1,1.47,0.22,0.21,0.02,1.13,30,20.95,24.95,8.28,3.66,14.57
"27103",29771,11240,19181,1773,4127,3159,3183,14349,2170,1866,1238,1023,3225,21.3,68.02,10.83,96.37,0.8,1.8,0.26,1.14,0.02,1.42,20,9.86,24.74,7.52,4.46,5.32
"27105",20832,8465,11686,1447,3027,1628,1133,8305,1419,1166,979,865,3624,13.25,61.34,17.4,86.5,1.07,11.16,0.31,3.98,0.07,8.14,31,24.21,26.51,11.65,3.94,6.21
"27107",7442,3455,3969,453,1083,544,297,2636,513,441,413,345,1558,11.3,56.06,20.94,95.3,0.11,3.05,1.73,0.31,0,2.55,32,19.96,25.73,10.32,6.14,12.88
"27109",124277,49422,77352,8890,18853,8849,7447,56329,9107,7364,5781,4561,13392,13.11,67.65,10.78,90.33,2.68,2.38,0.26,4.27,0.03,2.47,22,8.89,26.98,6.39,3.65,3.27
"27111",57159,33862,32063,3127,8200,4583,2435,20875,4240,3623,3222,3014,10858,12.28,56.34,19,97.11,0.29,1.67,0.51,0.44,0.05,1.66,31,18.58,24.91,10.13,5.17,33.05
"27113",13584,6033,8109,824,1826,1188,896,5680,1004,842,694,569,2145,15.34,61.32,15.79,97.02,0.21,1.24,0.82,0.59,0.04,1.36,32,18.72,24.51,11.08,7.57,8.42
"27115",26530,15353,15791,1453,3923,2090,1340,10832,1932,1568,1463,1372,3987,12.93,61.09,15.03,94.41,1.29,1.75,2.69,0.3,0.03,1.32,33,20.98,25.45,11.27,6.81,35.26
"27117",9895,4434,5232,571,1447,797,408,3644,671,549,455,446,2112,12.18,57.22,21.34,96.68,0.17,0.7,1.48,0.46,0.02,1.21,25,22.43,25.78,9.51,2.46,8.23
"27119",31369,14008,17778,1868,4590,2812,1898,12486,2290,1864,1487,1321,5463,15.01,60.39,17.42,94.18,0.33,4.79,1.3,0.3,0.02,3.89,30,18.04,25.91,10.95,5.91,13.83
"27121",11236,5827,6028,552,1620,911,465,3971,826,718,599,533,2417,12.25,54.67,21.51,98.85,0.2,0.51,0.18,0.08,0.01,0.69,30,18.19,24.84,8.81,3.61,22.55
"27123",511035,206448,320849,34956,73987,38450,41289,236648,36678,30636,21938,16690,59502,15.6,67.63,11.64,77.37,7.61,5.28,0.83,8.77,0.06,5.41,28,12.38,25.57,10.63,4.35,2.52
"27125",4299,1883,2382,240,612,379,190,1629,311,265,217,206,819,13.24,57.71,19.05,97.44,0.19,0.3,1.84,0.07,0,0.47,28,21.19,25.54,10.79,9.09,8.28
"27127",16815,7230,9098,1031,2487,1336,723,6234,1162,1000,865,783,3253,12.25,58,19.35,94.97,0.13,1.14,3.24,0.32,0.07,1.35,30,19.83,26.55,7.69,3.11,7.69
"27129",17154,7413,9201,1029,2619,1319,724,6377,1243,942,818,725,3401,11.91,58.44,19.83,95.72,0.06,5.11,0.51,0.2,0.02,3.52,27,19.15,26.54,8.75,3.79,8.55
"27131",56665,20061,35877,3469,8176,5829,5775,27126,3789,3183,2476,1971,6475,20.48,68.42,11.43,93.59,1.31,5.5,0.43,1.46,0.04,3.22,26,14.78,25.26,6.94,6.32,5.85
"27133",9721,4137,5179,578,1462,778,438,3554,672,608,486,377,1984,12.51,57.55,20.41,97.27,0.53,1.28,0.43,0.62,0.02,1.14,28,18.49,26.31,7.96,1.66,7.11
"27135",16338,7101,9416,1185,2811,1257,733,6883,1135,883,785,601,2055,12.18,66.59,12.58,95.92,0.13,0.43,1.42,1.73,0.02,0.8,26,17.55,29.79,6.57,3.3,12.83
"27137",200528,95800,123425,10455,25462,16762,14917,83699,16546,13650,10103,8339,32274,15.8,59.65,16.09,94.86,0.85,0.8,2.03,0.66,0.03,1.6,32,12.76,22.36,12.05,6.81,13.76
"27139",89498,31609,55990,8296,15711,5867,4060,43326,6005,4755,3547,2314,5544,11.09,75.23,6.19,93.65,0.92,2.66,0.77,2.17,0.03,2.48,18,8.96,31.25,3.37,2.62,2.9
"27141",64417,22827,39919,5410,11262,5108,4344,31287,4270,3434,2445,1725,4584,14.67,74.45,7.12,96.73,0.85,1.1,0.45,0.58,0.02,1.4,22,10.09,30.91,4.43,2.59,5.46
"27143",15356,6024,8580,1020,2440,1178,772,6106,1048,836,714,670,2522,12.7,62.29,16.42,95.57,0.12,5.43,0.26,0.33,0,3.71,27,20.81,27.7,8.07,2.66,4.18
"27145",133166,50291,84238,8509,19161,13435,14616,65394,8835,7091,5099,4416,14661,21.06,69.89,11.01,95.99,0.83,1.37,0.26,1.58,0.03,1.33,23,13.76,25.73,8.73,3.66,5.34
"27147",33680,13306,19788,2321,5325,2670,1836,14281,2526,1941,1480,1318,4488,13.38,65.1,13.33,95.19,1.07,3.76,0.1,0.85,0.02,2.79,23,13.42,27.92,6.21,3.42,3.46
"27149",10053,4074,6171,535,1170,1253,1309,4731,670,514,407,317,1709,25.48,64.02,17,96.13,0.92,0.9,0.7,0.86,0.02,1.4,26,15.6,21.62,13.65,5.29,7.93
"27151",11956,4821,6987,642,1541,816,626,4976,834,712,526,510,2215,12.06,59.88,18.53,90.67,2.69,2.68,0.5,1.43,1.52,4.71,26,19.61,23.03,8.39,4.34,9.71
"27153",24426,11900,13804,1446,3786,2267,1151,9448,1823,1464,1341,1179,3939,13.99,60.1,16.13,97.54,0.11,1.9,0.48,0.31,0.01,1.55,34,20.75,27.36,12.89,5.23,21.5
"27155",4134,2199,2002,223,608,308,138,1343,266,205,210,194,1085,10.79,52.59,26.25,96.42,0.02,1.21,2.81,0.27,0.07,0.48,29,17.75,25.33,12.01,5.23,21.92
"27157",21610,9066,12523,1226,3445,1731,1015,8572,1593,1424,1115,1002,3233,12.71,61.28,14.96,97.97,0.25,1.68,0.27,0.43,0,1.07,24,14.36,27.09,6.01,2.9,8.7
"27159",13713,6334,7444,871,2041,1029,710,4980,941,778,708,667,2727,12.68,57.55,19.89,97.89,0.48,0.93,0.55,0.18,0.03,0.89,39,20.47,25.83,14.07,5.59,14.34
"27161",19526,7427,11721,1314,2791,1429,1204,8489,1455,1201,812,698,2766,13.48,64.5,14.17,94.65,2.26,2.9,0.59,0.46,0.03,2.03,25,15.2,25.81,6.54,2.47,4.95
"27163",201130,73635,126638,15346,33983,14564,9058,89840,16246,13964,9850,6634,15267,11.74,69.19,7.59,93.63,1.83,1.94,0.39,2.14,0.03,2.01,18,5.98,29.45,2.91,2.56,2.95
"27165",11876,5036,6397,852,1810,921,622,4432,850,614,565,547,2206,12.99,59.73,18.58,88.54,0.37,15.19,0.21,0.87,0.02,10.01,30,24.11,27.56,9.8,3.48,8.12
"27167",7138,3105,4007,450,1142,568,325,2868,488,407,334,303,1146,12.51,62.48,16.05,97.77,0.15,1.54,0.42,0.15,0.01,1.5,27,15.51,27.81,8.08,3.75,11.37
"27169",49985,19551,32053,2811,6391,5344,6144,24011,3457,2880,2112,1784,6539,22.98,66.45,13.08,95.8,0.77,1.37,0.19,1.87,0.02,1.36,24,16,22.79,12.04,5.25,4.13
"27171",89986,34355,54096,7455,15857,6981,4561,40883,6079,5022,3880,2895,7915,12.83,71.34,8.8,97.85,0.26,1.1,0.28,0.44,0.01,1.17,23,11.92,31.09,4.74,2.96,8.41
"27173",11080,4873,5953,637,1599,941,497,4119,767,600,556,533,2269,12.98,57.36,20.48,96.09,0.11,1.76,2.04,0.17,0.01,1.59,27,18.06,25.79,10.43,5.55,8.91
"28001",34340,15175,19804,2320,5172,2702,1945,13441,2653,2116,1697,1596,5345,13.53,60.96,15.56,46.04,52.76,0.79,0.14,0.25,0.01,0.82,50,26.61,26.76,25.92,9.1,9.87
"28003",34558,15818,21189,2244,4604,2322,2213,14168,2308,2403,2038,1672,5121,13.12,60.81,14.82,87.37,11.07,1.28,0.1,0.21,0.06,1.25,53,31.95,23.87,16.59,4.68,10.08
"28005",13599,6446,7981,798,2028,1111,750,5339,999,869,795,684,2087,13.68,60.04,15.35,56.42,42.65,0.83,0.13,0.08,0.01,0.72,61,32.76,25.97,22.63,8.9,18.23
"28007",19661,8639,11164,1261,2909,1522,1207,7687,1246,1218,1053,889,3398,13.88,60.31,17.28,58.34,40,1.42,0.17,0.27,0,1.22,53,36.57,25.93,21.79,6.98,12.41
"28009",8026,3456,4642,592,1192,601,579,3253,480,490,396,398,1225,14.7,62.76,15.26,61.72,36.76,1.05,0.59,0.05,0.01,0.88,55,41.18,26.9,23.2,7.13,13.22
"28011",40633,14939,24107,3012,6720,4130,3874,18447,2546,2406,1724,1298,4480,19.7,69.35,11.03,33.24,65.11,1.17,0.1,0.49,0.01,1.05,47,34.74,29.65,33.27,15.09,7.78
"28013",15069,6902,8755,983,2109,1146,823,6040,1006,947,806,663,2515,13.07,60.6,16.69,69.41,28.65,2.11,0.13,0.06,0.03,1.74,54,35.57,25.21,18.15,6.52,12.79
"28015",10769,4888,6673,596,1523,835,715,4420,793,760,665,551,1461,14.39,60.72,13.57,62.67,36.61,0.73,0.07,0.16,0.01,0.5,50,33.39,24.47,16.03,7.44,16.71
"28017",19440,7981,11244,1487,3167,1496,1220,8072,1250,1088,899,847,2630,13.97,65.46,13.53,56.89,41.26,2.29,0.19,0.17,0.04,1.49,55,40.6,28.63,20.03,5.15,9.12
"28019",9758,4249,5585,662,1477,853,580,3862,728,612,500,458,1459,14.69,61.5,14.95,68.03,30.68,0.81,0.31,0.13,0.01,0.85,58,34.94,27.81,24.73,11.73,13.25
"28021",11831,4252,7481,803,1750,1465,1817,5917,734,578,388,418,1243,27.74,71.59,10.51,15.18,84.11,0.79,0.05,0.14,0,0.52,40,28.43,26.26,32.38,18,13.33
"28023",17955,8100,10428,1215,2725,1371,1046,7203,1212,1149,901,831,2719,13.46,62.06,15.14,64.49,34.81,0.67,0.11,0.11,0.01,0.47,48,31.22,26.78,22.97,8.52,13.85
"28025",21979,8810,12756,1642,3565,1876,1542,9239,1545,1330,908,863,2887,15.55,65.73,13.14,42.82,56.33,0.86,0.05,0.16,0.01,0.64,44,31.43,28.83,23.47,8.07,7.47
"28027",30622,11490,16760,2739,5597,2852,2086,12674,1930,1609,1224,1095,3754,16.13,68.61,12.26,29.28,69.21,0.9,0.09,0.47,0.02,0.96,49,37.8,33.01,35.88,10.13,8.15
"28029",28757,11101,17369,1902,4348,2914,2183,12795,1951,1693,1308,1115,3645,17.72,66.23,12.68,47.8,50.95,1.15,0.07,0.16,0.01,1.01,54,30.66,26.93,25.07,11.04,8.64
"28031",19407,8083,11295,1465,3176,1584,1240,8129,1208,1097,958,856,2518,14.55,65.8,12.97,63.42,35.61,0.8,0.13,0.12,0.02,0.73,46,32.79,28.82,23.47,7.71,11.84
"28033",107199,40795,67467,8342,17275,7147,6182,48351,7308,6749,5459,4177,9538,12.43,69,8.9,85.78,11.4,2.35,0.28,0.62,0.04,1.93,30,18.4,28.17,7.11,3.56,4.91
"28035",72604,29913,46564,5005,9796,6599,9581,36255,4183,3804,3009,2315,8237,22.29,70.32,11.35,64.34,33.55,1.26,0.19,0.74,0.02,1.17,41,20.71,24.52,22.46,7.89,9.13
"28037",8448,4119,4858,553,1282,751,464,3423,637,477,400,392,1284,14.38,62.24,15.2,62.8,36.27,0.53,0.22,0.07,0,0.64,49,32.53,27.3,24.11,8.66,22.04
"28039",19144,7513,11467,1488,3171,1462,1260,8200,1126,1232,999,835,2093,14.22,67.17,10.93,89.38,8.82,1.6,0.24,0.16,0,1.42,41,30.24,29.17,16.7,9.11,10.26
"28041",13299,4947,8747,931,1742,969,1308,6542,840,759,645,499,1341,17.12,69.29,10.08,72.79,26.18,0.8,0.23,0.07,0.03,0.72,42,32.64,24.14,19.64,10.43,16.15
"28043",23263,9973,13605,1598,3680,1682,1454,9533,1563,1425,1145,979,3340,13.48,63.67,14.36,57.92,40.93,0.62,0.14,0.34,0.02,0.66,55,36.16,27.16,20.92,6.03,11.56
"28045",42967,21072,26154,2711,6257,2837,2144,17003,3157,3015,2575,2240,6009,11.59,60.44,13.99,90.19,6.83,1.8,0.6,0.88,0.04,1.51,51,22.14,25.14,14.45,6.92,19.81
"28047",189601,79636,119211,13556,27545,14828,14502,87212,12923,11253,8609,7501,21002,15.47,67.68,11.08,73.15,21.09,2.59,0.45,2.6,0.09,2.71,42,19.75,26.05,14.59,6.07,10.17
"28049",250800,100287,153222,18672,39084,21825,20912,115150,17371,14220,10261,8529,27513,17.04,68.94,10.97,37.31,61.12,0.79,0.12,0.6,0.01,0.84,40,19.62,27.94,19.95,7.87,9.23
"28051",21609,8439,11997,1663,4003,2339,1615,9314,1260,1030,828,838,2673,18.3,69.32,12.37,20.47,78.66,0.9,0.12,0.15,0,0.6,58,40.29,32.11,41.13,17.32,13.33
"28053",11206,4138,6200,871,2076,1148,767,4809,699,586,419,405,1341,17.09,69.21,11.97,27.17,71.51,1.5,0.1,0.27,0,0.95,55,46.28,32.71,38.2,11.39,9.01
"28055",2274,877,1401,130,379,196,171,1069,137,104,104,107,244,16.14,69.39,10.73,36.32,62.75,0.44,0.09,0,0,0.84,38,41.23,27.66,33.23,13.51,17.22
"28057",22770,9804,14026,1395,3214,1826,1485,9639,1473,1415,1283,1120,3231,14.54,62.57,14.19,92.47,6.47,0.99,0.14,0.18,0,0.73,50,34.08,24.21,13.98,7.21,10.52
"28059",131420,51678,81525,9240,20870,9956,8555,57727,9327,8381,6666,5662,13547,14.09,66.84,10.31,75.35,20.87,2.14,0.33,1.57,0.04,1.87,38,19.01,27.66,12.75,6.7,7.74
"28061",18149,7671,10555,1261,2860,1528,1171,7539,1182,1111,863,811,2522,14.87,64.25,13.9,46.47,52.88,0.64,0.07,0.07,0.03,0.52,56,33.31,27.95,22.69,8.28,12.55
"28063",9740,3819,5874,708,1568,871,838,4489,684,489,373,366,1063,17.55,69.46,10.91,13.06,86.49,0.66,0.08,0.1,0.01,0.27,53,40.31,28.78,36,14.22,13.38
"28065",13962,5891,8070,1011,2229,1178,931,5652,929,879,718,616,1928,15.11,63.69,13.81,41.66,57.38,0.77,0.14,0.18,0.01,0.65,63,33.55,28.39,28.2,12.89,12.12
"28067",64958,26921,38959,4518,9189,5397,4472,27617,4415,3998,3123,2859,9239,15.19,63.62,14.22,71.11,26.34,1.96,0.39,0.27,0.01,1.9,54,26.14,25.8,19.82,5.69,9.83
"28069",10453,4533,6217,698,1470,1014,784,4428,691,625,482,481,1578,17.2,63.1,15.1,39.03,58.13,0.73,2.06,0.08,0.03,0.71,51,39.54,25.43,25.95,12.61,13.77
"28071",38744,16587,27356,2091,4204,4302,7490,21993,2121,1839,1434,1248,3814,30.44,73.01,9.84,71.85,25.05,1.1,0.16,1.67,0.01,1.27,34,21.53,19.55,21.26,6.59,13.35
"28073",39070,15433,24332,2897,6149,3072,3068,18013,2772,2268,1724,1445,3802,15.72,69.26,9.73,85.34,12.9,1.09,0.17,0.65,0.01,0.94,36,17.01,27.99,13.28,4.26,6.72
"28075",78161,33418,46303,5578,11605,6168,5100,33171,5433,4584,3563,3160,11067,14.42,64.42,14.16,60.15,38.18,1.14,0.18,0.5,0.03,1,40,25.09,26.6,20.83,7.51,10.26
"28077",13258,5688,7874,900,2047,1103,813,5560,933,784,621,652,1761,14.45,64.17,13.28,66.94,32.07,0.67,0.17,0.27,0.02,0.55,53,27.06,27.33,19.6,6.28,11.39
"28079",20940,8585,12312,1523,3132,1640,1456,8748,1433,1248,989,871,2996,14.79,64.01,14.31,56.14,37.42,2.1,4.56,0.15,0.03,1.74,54,35.86,26.9,23.28,7.1,11.35
"28081",75755,31887,46110,5650,11874,5420,4461,33005,5156,4692,3564,3131,8683,13.04,66.7,11.46,73.66,24.51,1.16,0.13,0.52,0.01,1.18,40,25.28,27.67,13.36,4.86,8.43
"28083",37947,14097,22144,2976,6349,3430,3514,17175,2339,1888,1465,1232,4523,18.3,69.83,11.92,30,67.73,1.9,0.11,0.65,0.04,1.51,47,38.05,29.73,34.76,15.92,8.09
"28085",33166,14052,19698,2341,4894,2603,2157,13914,2314,2106,1633,1338,4626,14.35,63.77,13.95,69.38,29.67,0.69,0.17,0.24,0.01,0.54,47,28.04,26.66,19.17,7.13,10.77
"28087",61586,25104,37065,4766,9931,4796,4673,27455,4049,3595,2694,2198,6898,15.38,68.44,11.2,56.47,41.56,1.11,0.17,0.54,0.03,1.27,36,24.49,28.62,21.31,7.94,8.98
"28089",74674,28781,46023,5851,12139,5426,4644,34281,5510,4390,2937,2295,7271,13.49,70,9.74,60.29,37.48,0.99,0.11,1.3,0.02,0.82,29,16.99,28.63,13.99,5.01,5.43
"28091",25595,10395,14829,1776,3983,2119,1677,10684,1760,1548,1162,1032,3650,14.83,64.24,14.26,66.96,31.87,0.62,0.23,0.21,0.01,0.73,52,33.52,27.8,24.77,7.01,10.19
"28093",34993,13252,21818,2462,5242,2839,2883,15727,2375,2126,1783,1401,3877,16.35,66.96,11.08,48.37,50.36,1.21,0.17,0.11,0.01,1,44,39.01,26.57,21.95,8.85,8.22
"28095",38014,16236,22348,2517,5907,3010,2211,15723,2444,2424,1919,1755,5325,13.73,63.52,14.01,68.37,30.77,0.69,0.1,0.17,0.01,0.58,45,34.49,27.2,17.23,6.71,10.06
"28097",12189,5402,6891,808,1876,965,697,4740,843,707,640,541,2034,13.64,60.91,16.69,54.25,44.95,0.85,0.08,0.25,0.02,0.46,58,37.89,26.78,24.35,6.92,13.18
"28099",28684,11980,16523,2225,4424,2270,1774,11792,1916,1721,1342,1204,4060,14.1,64.29,14.15,65.5,19.33,1.16,13.8,0.19,0.02,1.17,46,32.32,28.24,20.96,7.4,10.73
"28101",21838,9259,12866,1557,3202,1890,1512,9082,1404,1327,1033,973,3260,15.58,63.38,14.93,65.01,30.37,0.91,3.68,0.18,0,0.76,50,27.1,26.16,19.85,5.16,11.21
"28103",12548,5228,7086,1012,2165,1123,842,5319,798,674,499,470,1611,15.66,67.71,12.84,29.49,69.3,1.12,0.15,0.11,0,0.95,53,41.6,30.69,32.83,9.38,14.5
"28105",42902,17344,30205,2555,4869,4989,9290,24932,2183,1915,1529,1247,3672,33.28,75.42,8.56,58.66,37.43,1.07,0.16,2.53,0.03,1.21,33,20.04,21.04,28.2,11.73,8.07
"28107",34274,13736,20051,2644,5627,3013,2348,14741,2221,1993,1550,1356,4142,15.64,67.14,12.08,50.48,48.36,1.12,0.16,0.18,0.01,0.81,53,36.53,29.41,25.31,7.76,10.95
"28109",48621,20610,29389,3423,7382,3887,2988,20046,3421,3246,2696,2281,6126,14.14,63.45,12.6,85.55,12.18,1.41,0.5,0.27,0.03,1.5,53,25.39,26.96,18.44,7.33,12.29
"28111",12138,5107,7313,931,1901,1020,850,5264,808,738,607,547,1342,15.41,66.7,11.06,76.17,22.59,1.01,0.33,0.12,0.05,0.8,57,27.96,28.7,22.02,7.09,13.45
"28113",38940,16720,22629,2887,5950,3341,2526,15983,2753,2424,1792,1626,5525,15.07,63.74,14.19,51.25,47.53,0.73,0.19,0.33,0.01,0.71,50,29.71,27.7,25.29,9.43,11.53
"28115",26726,10816,15927,1919,4229,1965,1593,11444,1760,1665,1224,1061,3424,13.31,65.82,12.81,84.4,13.98,1.8,0.27,0.1,0.01,1.26,42,33.32,27.59,13.8,5.46,6.65
"28117",25556,10681,15624,1731,3580,2185,1859,10982,1611,1576,1349,1181,3546,15.82,63.75,13.88,85.85,12.94,0.69,0.18,0.16,0,0.86,51,35.09,24.99,16.5,5.63,8.05
"28119",10117,3923,5546,821,1881,832,673,4108,597,522,434,420,1334,14.88,67.31,13.19,30.47,68.62,0.54,0.13,0.17,0.01,0.61,52,44.89,32,33.15,8.41,9.13
"28121",115327,45070,74519,8115,16464,8484,7332,53233,8550,7823,5682,4527,10933,13.71,67.47,9.48,81.03,17.12,1.32,0.16,0.66,0.02,1.02,31,18.19,25.9,9.49,3.8,6.61
"28123",28423,11116,16766,2103,4634,2246,1887,12069,1830,1777,1274,1209,3527,14.54,66.16,12.41,57.2,38.88,5.84,0.31,0.18,0.02,3.43,53,37.97,28.6,20.73,5.99,8.39
"28125",6580,2416,3664,565,1189,630,473,2737,473,382,261,228,745,16.76,68.25,11.32,29.36,69.32,1.31,0.18,0.27,0,0.87,47,39.44,32.99,38.27,14.54,10.47
"28127",27639,11307,16301,1968,4398,2101,1841,11545,1865,1723,1323,1198,3619,14.26,64.8,13.09,64.39,34.31,1.15,0.12,0.14,0.01,1.04,52,31.19,27.93,21.6,6.31,10.89
"28129",16182,7005,9486,1137,2544,1239,937,6596,1058,978,853,771,2245,13.45,63.51,13.87,76.11,23.11,0.59,0.11,0.1,0.04,0.58,62,29.2,27.51,16.9,5.86,13.69
"28131",13622,5343,8448,946,2100,1238,1033,6008,931,844,672,603,1518,16.67,66.47,11.14,79.42,19.18,1.25,0.29,0.16,0.03,0.95,47,25.21,26.84,17.48,6.78,11.15
"28133",34369,10338,21442,2398,5333,3386,3288,17084,2321,1665,1249,986,3333,19.42,72.2,9.7,28.88,69.86,1.3,0.09,0.4,0,0.77,41,40.67,27.91,30.04,12.86,6.78
"28135",14903,5711,8457,1040,2668,1265,990,6115,951,844,697,618,1970,15.13,65.91,13.22,39.62,59.43,0.92,0.09,0.36,0,0.5,62,45.62,30.03,32.2,9.59,7.84
"28137",25370,9354,15607,1740,3926,2382,1795,11150,1735,1607,1253,1064,2895,16.46,66.28,11.41,67.84,31.02,0.88,0.2,0.1,0.04,0.84,43,28.32,27.07,13.53,10.29,5.39
"28139",20826,8868,12600,1322,2957,1585,1445,8847,1366,1249,1076,989,3020,14.55,63.03,14.5,81.85,15.92,2.08,0.2,0.11,0.01,1.92,54,34.48,25,16.9,5.28,8.57
"28141",19163,9553,11507,1131,2549,1231,1032,7529,1276,1276,1143,1042,3217,11.81,58.49,16.79,94.93,3.11,1.79,0.21,0.08,0.01,1.66,53,35.39,23.16,14.1,5.66,17.13
"28143",9227,3705,5391,776,1623,797,713,4034,623,520,408,310,933,16.37,69.72,10.11,27.54,70.15,2.53,0.11,0.42,0.07,1.78,48,39.46,31.46,33.13,9.28,12.06
"28145",25362,10693,15198,1869,3655,1710,1673,10610,1639,1630,1236,1138,3585,13.34,63.61,14.14,83.42,14.95,1.63,0.13,0.2,0.02,1.31,47,31.55,25.94,12.65,4.83,8.48
"28147",15156,6418,8721,1077,2447,1257,1015,6122,984,925,765,704,2132,14.99,63.64,14.07,54.61,44.09,1.33,0.12,0.24,0.01,0.94,56,33.02,28.39,27.79,9.78,13.2
