"GEOID","TotPop","TotVetPop","TotUnits","WhiteP","BlackP","AmIndP","AsianP","PacIsP","OtherP","HispP","A15_24P","Und45P","Ovr65P","Age0_4","Age5_14","Age15_19","Age20_24","Age15_44","Age45_49","Age50_54","Age55_59","Age60_64","AgeOv65","Age18_64","DisbP","NoHsP","VetP","UnempP","PovP","MedInc","PciE","GiniCoeff","VacP","ChildrenP"
"05005",41513,5898,22516,96.91,0.16,0.56,0.41,0.04,1.92,1.04,9.05,42.55,28.09,2020,4185,2106,1649,11460,2707,2942,3058,3482,11659,22348,22,13.16,17.4,8.56,17.21,19770,21409,0.442,19.45,18.08
"05007",221339,16629,92947,82.6,1.27,1.69,2.85,0.3,11.28,9.05,12.56,65.01,12.19,17850,34652,14681,13114,91386,15203,13486,11428,10348,26986,132505,10.2,14.33,10.39,4.86,12.12,27438,26199,0.4368,12.44,27.94
"05009",36903,3363,16814,96.53,0.2,0.71,0.42,0.06,2.08,1.13,11.94,54.48,18.08,2234,4817,2454,1953,13053,2689,2559,2491,2387,6673,21645,19.9,14.62,11.81,7.56,15.78,20765,22333,0.4584,12.29,23.26
"05011",11508,809,5865,60.25,27.57,0.49,0.23,0.01,11.44,7.95,12.83,55.8,17.74,775,1457,769,707,4190,793,793,796,663,2041,6786,19.1,25.52,9.22,6.92,25.82,20449,19429,0.4698,16.11,23.3
"05013",5368,455,2909,74.53,22.21,0.28,0.2,0,2.78,1.86,13.34,52.38,17.19,264,600,424,292,1948,435,447,397,354,923,3343,26.3,21.1,10.65,7.17,10.5,17583,17478,0.4133,28.36,20.53
"05015",27446,2647,13507,89.61,0.38,0.91,0.6,0.14,8.37,7.43,10.85,51.34,18.69,1606,3556,1598,1381,8928,1910,2045,2138,2132,5131,16132,16.5,18.83,12.48,7.46,17.74,20669,19964,0.4364,16.22,22.53
"05017",11800,950,5445,41.22,54.08,0.19,0.47,0.03,4.01,2.7,12.09,53.54,18.21,810,1459,739,688,4049,818,941,850,724,2149,6927,25.7,27.46,10.53,10.63,32.25,14819,15975,0.4877,13.55,23.08
"05019",22995,2025,10402,71.83,23.54,0.43,0.52,0.02,3.66,2.31,24.97,61.56,14.83,1243,2440,2477,3266,10473,1390,1508,1315,1216,3410,15105,17.6,14.84,10.93,10.03,23.68,15072,18322,0.4838,21.71,19.48
"05021",16083,1266,8057,97.51,0.35,0.26,0.12,0.01,1.75,0.85,11.52,52.49,20.02,906,2032,1080,773,5504,1090,1187,1090,1054,3220,9273,23.8,23.38,10.15,11.81,18.73,18977,18943,0.433,15.01,22.32
"05023",25970,3120,15765,96.77,0.28,0.54,0.2,0.03,2.19,1.14,10.33,47.34,23.56,1368,2889,1513,1169,8036,1910,1929,1781,1939,6118,14690,18.2,16.49,15.03,9.48,16.58,18898,22576,0.4555,33.83,19.88
"05025",8689,660,4054,85.76,12.19,0.26,0.12,0.01,1.66,0.99,11.54,55.97,16.3,590,1201,567,436,3072,631,624,564,591,1416,5122,21.8,14.9,10.12,10.55,18.28,22178,20093,0.4493,18.35,24.76
"05027",24552,1541,11617,59.86,36.9,0.29,0.72,0.02,2.22,1.45,18.52,59.26,16,1485,3057,2180,2367,10007,1622,1612,1541,1300,3928,15030,20.2,15.52,8.07,10.98,24.67,17125,18999,0.4583,18.24,22.78
"05029",21273,1674,9703,84.22,11.21,0.71,0.39,0.02,3.44,2.1,12.24,55.49,16.89,1407,2809,1463,1141,7588,1609,1570,1421,1277,3592,12536,19.5,17,10.43,8.24,23.39,18456,19833,0.4768,15.17,24.19
"05031",96443,6686,40699,81.21,13.11,0.35,1.11,0.03,4.18,2.63,16.93,64.81,12.17,7040,13294,7570,8758,42173,6242,5874,5295,4785,11740,60562,14.5,15.31,9.21,7.94,20.42,21660,22806,0.4835,8.21,25.03
"05033",61948,5666,25985,89.1,1.17,2.25,1.44,0.04,6.01,3.53,12.88,59.93,13.29,4291,9272,4405,3574,23564,4708,4450,3868,3562,8233,37365,17,18.82,12.45,6.84,19.27,19641,18737,0.4099,10.43,26.39
"05035",50902,3723,21560,46.06,51.18,0.27,0.59,0.02,1.89,1.22,14.09,63.8,10.76,4077,8110,4056,3118,20287,3757,3623,3048,2523,5477,30616,15.6,21.35,10.36,11.15,24.79,21834,19548,0.4596,13.91,29.09
"05037",17870,1104,7876,75.52,22.23,0.26,0.46,0.02,1.51,0.9,12.47,56.75,15.44,1118,2490,1322,907,6533,1359,1312,1132,1167,2759,10617,19.5,20.02,8.25,7.88,16.21,19852,19282,0.4241,13.74,25.15
"05039",8116,460,4317,55.15,41.89,0.39,0.14,0.01,2.41,1.5,11.96,52.66,18.16,470,1100,524,447,2704,573,616,642,537,1474,4729,25.5,19.18,7.51,9.48,18.01,18572,17056,0.4748,27.54,23.57
"05041",13008,808,6289,47.89,47.79,0.27,0.33,0.02,3.71,2.74,12.68,56.86,15.14,988,1833,905,745,4575,877,1056,912,797,1970,7661,20.6,24.29,8.46,11.85,28.38,17902,19107,0.5046,15.34,25.96
"05043",18509,1094,8473,68.83,27.79,0.23,0.51,0.03,2.61,1.54,16.87,59.35,14.78,1163,2439,1566,1556,7383,1331,1281,1191,986,2735,11413,17.2,17.33,7.68,10.52,24.22,17610,17790,0.4603,11.55,23.56
"05045",113237,8246,46571,84.27,10.22,0.58,1.13,0.04,3.77,2.49,19.64,67.19,9.99,7931,15342,8626,13612,52811,7742,7028,5920,5145,11318,74177,12.5,11.19,9.62,7.16,14.62,23861,23763,0.4309,9.12,24.5
"05047",18125,1571,8022,95.01,0.72,1.04,0.89,0.13,2.2,1.3,12.72,56.45,16.59,1188,2448,1315,990,6595,1281,1279,1231,1096,3007,10687,19.6,16.83,11.53,9.37,18.72,18091,18694,0.4375,16.68,24.45
"05049",12245,1384,6751,96.83,0.33,0.65,0.23,0.01,1.96,0.48,10.31,47.37,22.39,689,1408,761,502,3703,836,925,921,1021,2742,6905,26.6,17.04,14.24,10.08,19.56,16947,18243,0.4103,27.94,21.22
"05051",96024,10398,50384,86.4,7.93,0.61,0.72,0.05,4.29,3,11.48,50.75,20.93,5408,11006,6034,4989,32322,6541,6923,6796,6930,20098,55833,18.7,13.97,13.69,8.64,18.97,21122,23249,0.4672,21.02,20.92
"05053",17853,1835,7756,94.89,2.18,0.43,0.27,0.01,2.22,1.28,12.42,57.51,14.51,1097,2446,1189,1028,6725,1436,1338,1136,1084,2591,10947,16.7,15.83,13.53,6.87,8.36,24688,22190,0.3863,13.65,24.17
"05055",42090,3630,17954,96.41,0.55,0.5,0.26,0.02,2.27,1.18,12.84,59.73,14.34,2846,6000,2890,2516,16293,3165,2756,2622,2374,6034,25466,19.4,17.82,11.5,8.01,17.33,20673,19415,0.4293,8.34,25.16
"05057",22609,1459,10425,59.41,29.4,0.39,0.36,0.08,10.36,6.71,12.52,58.39,15.02,1770,3192,1525,1305,8240,1651,1634,1436,1290,3396,13335,19.1,20.76,8.77,7.94,26.78,18878,17493,0.4489,17.75,26
"05059",32923,3414,14309,85.59,10.84,0.47,0.29,0.05,2.77,1.65,12.81,56.02,15.69,2059,4144,2339,1879,12241,2382,2434,2360,2139,5164,20073,22,17.1,13.5,8.76,14.23,20751,18344,0.3924,14.24,23.35
"05061",13789,843,6268,71.75,20.64,0.7,0.63,0.07,6.21,5.44,12.68,58.44,15.26,1027,1996,950,798,5035,1060,912,828,827,2104,8062,18,24,8.3,7.27,23.68,18640,18531,0.4562,17.17,26.27
"05063",36647,2889,16158,91.93,1.97,0.49,0.76,0.11,4.75,3.48,12.93,57.54,15.64,2470,4884,2464,2275,13734,2583,2663,2379,2204,5730,22125,17.1,18.35,10.42,7.63,23.64,20001,19863,0.4734,8.2,23.99
"05065",13696,1594,7216,95.78,1.28,0.77,0.3,0.01,1.86,0.98,9.9,46.69,23.58,638,1512,767,589,4244,974,1021,1014,1064,3229,7842,24.8,19.62,14.41,9.95,18.83,17441,17422,0.4266,19.94,19.17
"05067",17997,1354,7624,79.81,16.67,0.51,0.29,0.09,2.63,1.53,11.89,55.94,15.87,1015,2073,1058,1081,6979,1397,1365,1205,1107,2856,11407,21.7,24.74,9.55,10.36,25.59,16740,16095,0.4563,15.32,20.75
"05069",77435,6143,33173,41.98,55.06,0.28,0.78,0.01,1.89,1.02,15.27,59.34,13.24,4957,10236,5987,5834,30755,5551,5833,5363,4485,10255,48752,18,17.16,10.5,11.51,23.28,20193,19300,0.4649,14.97,23.8
"05071",25540,1611,11265,87.24,1.43,0.88,0.69,0.07,9.7,7.28,14.42,59.61,14.68,1799,3467,1934,1749,9959,1829,1772,1508,1457,3749,15462,15.8,22.58,8.38,6.72,19.13,19381,19422,0.4924,13.27,24.78
"05073",7645,567,4372,60.72,37.21,0.22,0.34,0,1.5,1.09,12.49,52.06,19.4,452,975,566,389,2553,581,585,512,504,1483,4386,22.5,24.04,9.64,12.75,22.91,15338,16865,0.4774,36.57,23.23
"05075",17415,1569,8006,97.34,0.79,0.36,0.13,0.02,1.36,0.49,13.49,54.99,18.15,1015,2269,1268,1082,6292,1257,1240,1072,1110,3160,10263,20.5,23.57,11.71,8.41,25.37,16737,15243,0.4081,17.45,22.92
"05077",10424,568,4401,42.03,55.27,0.47,0.39,0.02,1.82,1.25,12.73,57.13,15.42,598,1150,694,633,4207,741,722,744,655,1607,6657,23,29.16,6.89,15.07,30.86,14447,12475,0.4493,22.72,20.72
"05079",14134,1060,4875,66.56,29.88,0.27,0.19,0.01,3.1,2.15,14.07,60.73,12.44,700,1537,861,1128,6346,1170,1021,812,790,1758,9633,20.4,28.16,9.29,10.84,28.67,18690,15161,0.4876,15.3,19.41
"05081",13171,1179,6482,75.53,19.13,1.46,0.3,0.02,3.58,1.72,11.94,54.69,17.11,795,1772,884,688,4636,932,945,911,927,2253,7781,17.2,15.91,11.8,6.5,14.87,22394,20081,0.4026,19.21,23.82
"05083",22353,2308,10119,93.25,1.33,1.06,1.61,0.02,2.73,1.21,12.5,54.59,17.19,1342,3060,1688,1107,7801,1765,1607,1512,1424,3842,13020,20.7,19.87,13.71,7.7,15.81,19571,19587,0.4308,16.99,24.56
"05085",68356,7502,27237,89.76,5.96,0.53,0.78,0.05,2.93,1.88,12.67,63.88,11.15,4816,10917,4709,3950,27933,5143,4643,3860,3419,7625,41900,16.1,13.81,15.5,7.01,13.15,25558,22791,0.3874,8.22,27.55
"05087",15717,1170,7462,93.6,0.18,1.21,0.52,0.07,4.43,2.81,11.94,55.35,15.6,976,2125,1111,766,5599,1198,1207,1149,1011,2452,9464,19,25.19,9.86,8.39,23.85,18655,17718,0.4503,18.67,24.18
"05089",16653,2289,9335,96.96,0.18,0.69,0.22,0.05,1.9,1,9.9,42.5,23.8,763,1621,957,691,4693,1219,1433,1408,1552,3964,9706,25.2,16.24,16.68,8.85,18.18,17102,18935,0.4196,22.87,17.91
"05091",43462,3482,19255,71.63,24.54,0.67,0.46,0.04,2.65,1.57,13.04,60.06,13.76,3129,5734,2839,2828,17239,3011,3026,2846,2495,5982,26931,18,15.96,10.61,8.23,20.09,21607,19908,0.4252,13.1,24.27
"05093",46480,3264,20559,61.65,34.03,0.29,0.5,0.01,3.52,2.09,13.81,62.11,12.23,3550,7330,3467,2953,17991,3255,3312,2898,2459,5685,27691,19.7,23.43,9.8,10.8,24.18,18107,18912,0.4656,16.3,28.19
"05095",8149,702,4499,56.25,40.86,0.36,0.44,0,2.09,1.04,12.53,51.01,18.91,489,969,618,403,2699,587,662,664,538,1541,4768,25.6,26.64,11.15,10.44,26.64,14900,17368,0.4762,24.52,22.58
"05097",9487,1129,5740,94.42,0.23,0.83,0.53,0.02,3.96,2.08,10.61,47.26,22.41,505,1121,590,417,2858,754,699,706,718,2126,5363,29.7,18.94,15.1,7.11,22.75,15594,19298,0.4733,33.85,21.06
"05099",8997,887,4618,65.94,30.72,0.34,0.26,0.01,2.72,1.41,12,54.4,17.65,598,1164,610,470,3132,633,648,654,580,1588,5278,23.8,18.78,13.05,12.47,27.23,17870,19786,0.4736,18.21,23.69
"05101",8330,943,4662,96.05,0.11,1.08,0.3,0.01,2.45,1.02,10.41,48.54,20.42,431,1000,493,374,2612,605,635,686,660,1701,4893,22,19.4,14.37,5.38,26.13,16112,17469,0.4736,23.64,20.84
"05103",26120,2243,13135,56.98,40.08,0.33,0.36,0.02,2.23,0.99,12.18,53.32,17.04,1810,3228,1741,1440,8888,1947,2090,1985,1721,4451,15524,21.2,14.88,11.32,10.98,20.3,18598,19417,0.4447,16.82,23.53
"05105",10445,981,4901,95.16,1.88,0.67,0.16,0.02,2.12,1.3,12.38,54.47,16.73,605,1328,740,553,3756,819,793,717,680,1747,6296,20.2,18.05,12.19,6.8,13.86,22554,22045,0.4439,18.42,23
"05107",21757,1446,10170,35.01,63.06,0.23,0.31,0,1.38,0.76,14.31,58.48,14.96,1654,3302,1843,1270,7767,1501,1584,1436,1259,3254,12390,23.7,26.96,9.3,14.64,32.34,16056,16455,0.4849,18.3,28.1
"05109",11291,809,5595,90.01,2.92,0.62,0.5,0.01,5.93,3.81,12.7,56,17.38,733,1509,812,622,4081,814,807,706,679,1962,6542,28.3,21.65,9.53,9.09,20.76,19050,18316,0.4401,22.2,24.68
"05111",24583,1971,10957,89.85,7.22,0.24,0.18,0.02,2.49,1.24,12.7,56.86,15.86,1599,3342,1708,1414,9037,1773,1746,1673,1513,3900,14724,19.6,27.12,10.63,12.85,26.84,17930,16880,0.4518,14.86,24.24
"05113",20662,2257,10003,92.65,0.31,1.76,0.45,0.02,4.79,3.19,10.99,52.27,19.48,1266,2807,1346,925,6727,1429,1455,1489,1464,4025,11716,25,17.34,14.4,6.26,21.49,18629,19192,0.4608,19.52,23.82
"05115",61754,4861,25555,89.51,2.89,0.76,0.98,0.04,5.82,4.09,18.63,61.97,13.14,4115,7661,5465,6042,26490,4295,4071,3696,3313,8113,39400,17.1,17.96,10.24,6.27,18.55,18607,19779,0.4263,11.55,23.06
"05117",8715,791,4526,86.39,12.21,0.3,0.07,0,1.03,0.61,11.28,50.71,19.7,455,1050,583,400,2914,675,654,649,601,1717,5120,22.8,23.43,11.69,3.98,18.82,18978,18312,0.4188,16.7,21.55
"05119",382748,31608,176158,57.49,34.97,0.41,1.96,0.07,5.1,3.77,13.13,61.62,11.99,26731,50708,23816,26444,158406,26701,27667,25519,21108,45908,244655,13.2,10.87,10.97,7.11,17.19,26466,27744,0.4863,11.72,24.09
"05121",17969,1511,8518,96.49,0.71,0.5,0.18,0.03,2.09,0.9,12.42,54.13,18.7,1089,2308,1234,998,6329,1275,1263,1189,1155,3361,10437,19.7,19.86,10.95,6.94,20.63,17365,18533,0.4599,14.6,23.21
"05123",28258,1987,10931,44.24,51.9,0.52,0.48,0.03,2.82,3.59,12.51,60.55,12.2,1900,3633,1863,1671,11577,2063,2174,1848,1616,3447,18134,21.3,23.58,9.28,11.21,27.75,17469,15308,0.4728,16.05,23.63
"05125",107118,10421,44877,90.53,4.66,0.51,0.87,0.02,3.41,2.29,11.23,58.5,14.82,7019,14858,6678,5350,40789,7991,7332,6703,6551,15875,65104,16.9,11.07,12.81,5.84,8.64,27619,25843,0.3889,8.03,24.4
"05127",11233,987,5189,87.96,0.47,1.85,3.42,0.03,6.28,3.76,13.02,56.24,17.05,734,1629,827,635,3955,851,760,708,681,1915,6435,20.3,25.03,11.84,8.4,20.01,19245,18766,0.4397,18.15,25.67
"05129",8195,915,4876,96,0.15,1.17,0.13,0.02,2.53,0.78,10.05,47.59,21.29,409,975,455,369,2516,613,614,650,673,1745,4775,25.5,25.64,14.16,5.08,24.97,14802,15508,0.4084,31.36,20.44
"05131",125744,10422,54671,76.62,6.38,1.88,4.06,0.09,10.98,7.02,13.87,60.81,13.14,9099,17517,8858,8581,49849,9151,8990,7906,6714,16518,77344,16.8,17.62,11.11,6.22,20.49,21591,22613,0.4779,10.78,25.35
"05133",17058,1092,6868,70.05,4.3,2.33,0.37,0.02,22.92,16.68,13.88,64.52,12.59,1517,2725,1331,1036,6764,1126,989,934,856,2147,9871,16.1,33.73,9.11,8.22,26.25,19241,15888,0.4156,15.68,29.55
"05135",17264,2017,9816,96.05,0.54,0.98,0.29,0.01,2.13,1.05,10.55,47.41,23.95,924,2089,1090,732,5172,1148,1206,1251,1340,4134,9413,19.7,15.6,14.86,9.32,23.23,17043,15883,0.3976,28.04,21.53
"05137",12394,1402,6678,96.78,0.09,0.68,0.36,0.03,2.06,0.71,9.62,46.17,22.8,692,1435,684,508,3595,944,949,948,1005,2826,7013,24.2,19.56,14.12,6.45,20.42,16961,18361,0.4366,20.99,20.61
"05139",41639,3035,19739,63.1,32.95,0.34,0.5,0.03,3.07,2.14,12.07,56.09,15.56,2759,5507,2765,2259,15089,3139,3127,3007,2530,6481,25097,21.2,17.97,9.61,7.86,20.94,19650,21208,0.4665,15.74,24.16
"05141",17295,1820,10315,95.97,0.39,0.69,0.32,0.01,2.61,1.78,10.45,47.58,22.68,874,2012,1021,787,5343,1276,1363,1196,1308,3923,9835,20.3,18.03,13.31,11.6,24.38,17966,19108,0.4401,31.36,20.45
"05143",203065,12670,87458,79.9,2.96,1.18,2.17,2.03,11.75,9.01,18.84,68.84,9.67,15232,28423,16344,21904,96142,12571,11831,10509,8716,19641,131940,11.8,17.64,8.32,6.76,19.54,23007,23211,0.4786,11.17,25.35
"05145",77076,6333,32356,91.37,3.99,0.58,0.54,0.05,3.47,2.21,16.87,61.18,14.07,5117,10192,6204,6799,31848,5506,5058,4313,4194,10848,47795,17.1,17.41,10.87,6.67,17.68,20757,21597,0.4553,8.4,23.92
"05147",7260,543,3907,69.9,27.47,0.25,0.21,0.07,2.11,0.72,11.34,51.91,17.81,432,929,470,353,2408,533,547,560,558,1293,4295,20.8,25.54,9.7,9.7,24.55,17563,18897,0.5209,18.89,23.03
"05149",22185,1541,9734,86.66,1.38,0.67,1.29,0.05,9.94,10.94,12.97,58.99,15.4,1595,3245,1578,1299,8246,1587,1499,1333,1263,3417,12937,21.5,27.78,9.47,6.74,20.86,19606,17447,0.4197,19.21,26.28
"06001",1510271,66526,581859,42.98,12.61,0.65,26.13,0.85,16.79,15.31,13.74,62.66,11.11,97652,185616,100394,107049,663138,114111,108506,94648,78854,167746,1001904,9.2,13.79,5.67,8.86,12.02,33568,35434,0.4634,7.34,22.55
"06003",1175,123,1815,74.98,0,20.43,0.6,0,4,4,9.02,47.57,14.13,71,149,55,51,339,102,113,125,110,166,753,13.9,8.86,13.27,9.14,13.71,26071,27135,0.4279,78.79,21.79
"06005",38091,5005,18017,87.03,2.53,1.78,1.1,0.2,7.37,9.29,10.33,44.79,20.65,1431,3536,2288,1648,12094,3114,3255,3405,3391,7865,23833,17,12.51,15.92,14.81,10.54,25084,26969,0.4384,20.99,16.78
"06007",220000,19861,95830,81.86,1.55,2,4.12,0.21,10.27,9.25,18.48,58.38,15.37,12409,25350,17841,22818,90669,13849,15028,15265,13613,33817,140015,16.7,13.27,11.43,12.27,20.57,20845,23556,0.4538,11.22,20.99
"06009",45578,5378,27867,88.91,0.84,1.51,1.25,0.17,7.31,6.85,10.48,43.86,20.99,1992,5009,2893,1883,12989,3421,4144,4233,4225,9565,27070,17.8,7.25,14.64,10.35,10.38,26968,28892,0.4284,33.19,19.62
"06011",21419,1189,7866,64.68,0.91,1.96,1.31,0.32,30.82,34.11,14.29,64.35,11.65,1841,3425,1773,1287,8518,1356,1411,1296,1077,2495,12514,12.4,30.49,7.95,12.6,15.24,23217,21601,0.4131,12.48,29.93
"06013",1049025,60108,400098,58.58,9.26,0.58,14.44,0.46,16.67,15.99,12.75,59.65,12.43,67018,146729,73766,59943,412002,84006,80074,69400,59358,130438,658082,9.8,11.4,7.59,8.96,10.2,36086,38106,0.4564,6.74,24.83
"06015",28610,3234,11185,73.74,3.47,7.84,3.37,0.11,11.46,13.07,12.82,57.92,13.54,1703,3285,1870,1799,11582,2204,2246,1975,1742,3873,18599,21.1,21.06,14.42,10.82,21.54,19585,20197,0.4618,13.25,21.45
"06017",181058,17408,87828,86.6,0.78,1.14,3.48,0.16,7.84,7.66,11.86,51.96,14.65,9513,23632,12522,8958,60927,15516,16830,15146,12970,26524,113359,11.4,6.87,12.47,9.71,8.05,31938,34571,0.4248,22.75,22.74
"06019",930450,44149,315544,55.37,5.32,1.68,9.6,0.15,27.88,31.79,16.83,68.04,10.04,78980,150449,81306,75290,403694,59046,56006,48907,39947,93421,559522,11.6,27.21,6.76,12.07,24.84,20776,20391,0.4687,9.02,29.83
"06021",28122,1717,10781,71.08,0.82,2.2,2.57,0.09,23.24,23.26,13.96,61.51,13.29,2178,4342,2156,1770,10779,1909,1926,1817,1434,3737,16520,15,26.54,8.48,9.53,19.52,20614,21689,0.4823,11.51,27.97
"06023",134623,10336,61452,81.65,1.12,5.74,2.19,0.26,9.04,6.47,15.9,58.52,13.17,7738,14566,9531,11878,56472,8771,9978,10339,9034,17725,89837,15.5,9.74,9.64,9.21,19.74,20899,23884,0.4713,13.25,20.1
"06025",174528,6631,55896,58.76,3.31,1.75,1.63,0.09,34.46,54.38,16.18,67.2,10.4,13526,28377,15047,13188,75373,11413,11084,9236,7367,18152,105278,13.4,36.15,5.41,14.91,23.02,16693,16667,0.4694,14.26,29.28
"06027",18546,1633,9449,74.09,0.59,11.44,1.31,0.09,12.49,11.84,10.53,49.23,19.06,1070,2119,1087,865,5941,1367,1594,1581,1339,3535,11111,12.3,11.38,11.22,6.71,11.34,26641,27323,0.426,16.29,21.03
"06029",839631,45745,283810,59.52,5.83,1.51,4.15,0.15,28.84,30.56,16.42,68.89,8.98,72885,137167,72493,65339,368378,55879,52600,43233,34052,75437,510113,12,28.36,7.85,11.41,22.48,21005,20216,0.4552,10.79,30.26
"06031",152982,11072,43837,54.27,7.2,1.67,3.67,0.18,33,33.28,16.02,70.43,7.86,12877,22888,11356,13158,71981,10909,9373,7321,5603,12030,98404,10.4,28.73,10.56,11.85,20.66,22456,18566,0.4362,7,27.81
"06033",64665,7165,35449,80.47,1.91,3.17,1.12,0.17,13.17,10.68,11.68,50.02,17.69,3633,7462,4190,3362,21250,4725,5530,5468,5157,11440,39553,20.1,13.11,14.13,13.11,23.73,19617,21845,0.4596,26.36,21.14
"06035",34895,3323,12705,73.17,8.12,3.54,1.02,0.47,13.68,14.45,14.15,62.65,9.96,1625,3448,2107,2831,16788,2853,2594,2281,1832,3474,25128,15.8,20.1,11.51,10,15.39,21209,19924,0.4185,20.29,18.03
"06037",9818605,345098,3441416,50.28,8.73,0.74,13.72,0.27,26.27,32.58,15.34,64.89,10.85,645793,1312535,753630,752788,4412475,706742,662205,560920,452236,1065699,6350698,9.4,23.64,4.64,9.6,17.12,25221,27900,0.4951,6.48,24.47
"06039",150865,8409,49222,62.61,3.73,2.74,1.86,0.11,28.95,33.74,15.42,65.28,11.44,11983,23511,12224,11032,62985,9893,9398,8467,7366,17262,90754,11.7,32,7.8,10.21,21.12,20920,18474,0.4356,14.54,28.4
"06041",252409,15863,111063,80.01,2.77,0.6,5.45,0.2,10.96,10.96,9.15,50.74,16.72,13932,29722,12798,10308,84420,20971,21084,20826,19262,42192,158003,8.6,7.87,7.91,6.31,7.51,42864,55695,0.5067,7.12,20.69
"06043",18251,2240,10165,88.23,0.76,2.89,1.12,0.14,6.87,6.25,10.15,43.37,20.94,775,1808,1026,827,5332,1456,1776,1693,1590,3821,11188,17.9,10.62,14.94,12.75,14.67,26268,27670,0.4224,28.62,17.76
"06045",87841,7278,40258,76.52,0.71,4.87,1.65,0.14,16.11,13.65,11.94,54.02,15.36,5347,10649,5613,4874,31459,5759,6717,7283,7134,13493,54887,16,15.02,10.69,10.01,19.36,21970,23179,0.4452,14.98,22.15
"06047",255793,11517,83650,58.01,3.88,1.36,7.36,0.23,29.16,33.78,17.45,69.66,9.37,22226,44282,24451,20195,111673,16146,14861,12363,10282,23960,151135,14.7,33.36,6.55,13.81,24.55,19710,18343,0.4652,10.94,31.55
"06049",9686,1160,5172,83.46,0.85,3.82,0.81,0.22,10.85,8.29,10.59,48.55,19.67,545,1166,604,422,2992,708,736,807,827,1905,5657,20.9,14.95,15.6,10.12,19.94,20907,20916,0.4221,24.54,21.93
"06051",14202,901,13888,82.36,0.33,2.13,1.35,0.08,13.75,16.75,13.65,60.49,9.7,893,1598,820,1118,6100,1130,1212,1079,813,1377,9846,10.1,13.66,8.18,9.66,9.48,25342,27135,0.3719,63.59,20.98
"06053",415057,22029,139086,55.59,3.08,1.32,6.09,0.5,33.43,35.98,15.69,66.05,10.7,32547,59614,32624,32481,182002,26678,26576,23558,19660,44422,259622,8.4,29.56,7.37,9.58,16.12,24083,24995,0.4452,10.04,26.75
"06055",136484,9704,54639,71.46,1.95,0.78,6.76,0.27,18.78,21.03,13.01,57.23,15.09,8131,17616,9473,8289,52368,9937,9995,9423,8420,20594,84404,10.7,17.39,9.23,7.96,10.02,31613,35195,0.4604,9.94,23.07
"06057",98764,9975,52467,91.36,0.39,1.06,1.2,0.11,5.87,5.61,10.66,46.35,19.41,4365,10748,6091,4439,30669,7257,8569,9156,8826,19174,60484,12.8,5.04,12.55,9.31,11.58,27653,31899,0.4401,20.66,19.35
"06059",3010232,136611,1049031,60.82,1.69,0.6,17.87,0.31,18.72,22.23,14.66,62.94,11.62,191691,408964,227689,213601,1293861,230596,213589,175127,146727,349677,1923896,7.6,16.4,5.98,8.12,11.7,31213,34233,0.4582,5.6,24.47
"06061",348432,30432,152513,83.51,1.36,0.86,5.86,0.22,8.17,8.18,12.12,56.66,15.37,20851,48590,24298,17936,127972,27232,26107,22972,21146,53562,209785,10.5,6.45,11.51,8.32,8.37,35090,34917,0.4246,13.6,24.42
"06063",20007,2495,15542,88.95,0.96,2.69,0.67,0.09,6.63,5.3,11.11,43.49,20.76,883,1990,1293,930,5829,1433,1793,1995,1930,4154,12252,17.9,9.84,15.31,14.4,13.86,26846,28329,0.4459,41.39,18
"06065",2189641,139008,799360,60.98,6.42,1.08,5.96,0.31,25.25,28.58,15.61,65.06,11.81,162438,344709,187125,154572,917431,152722,140016,114765,98974,258586,1310947,10.5,20.76,8.86,12.21,15.55,25335,23863,0.4397,15.36,28.32
"06067",1418788,98345,555536,57.45,10.37,1.01,14.32,0.98,15.87,13.75,14.63,63.72,11.18,101063,197932,105680,101908,605069,102072,98464,85332,70305,158551,897184,12.9,14.43,9.29,11.26,16.51,27510,26856,0.4392,7.75,25.59
"06069",55269,2646,17876,63.65,0.87,1.62,2.61,0.17,31.07,36.44,14.55,64.63,9.7,4092,9035,4534,3507,22593,4279,3970,3367,2573,5360,33843,8.3,24.41,6.72,11.37,12.69,26895,25791,0.4179,5.8,29.07
"06071",2035210,108816,698715,56.66,8.94,1.11,6.32,0.34,26.63,31.27,16.68,67.78,8.91,158790,326160,179627,159908,894575,142691,134603,110620,86423,181348,1259274,10.7,21.95,7.59,11.98,17.59,24457,21636,0.4328,14.17,29.22
"06073",3095313,235877,1163884,64.01,5.11,0.85,10.86,0.5,18.67,21.37,16.02,64.08,11.35,203423,392745,225095,270750,1387330,219795,210979,180305,149311,351425,2019720,9.3,14.6,10.27,8.25,13.86,29939,30683,0.4578,8.28,23.4
"06075",805235,31553,375861,48.48,6.07,0.5,33.27,0.42,11.26,12.1,11.83,60.48,13.64,35203,54761,34606,60618,397026,57577,54230,51708,44888,109842,587869,10.6,14.09,4.51,7.39,13.17,35989,47278,0.5135,9.32,13.35
"06077",685306,36138,233587,50.97,7.55,1.05,14.37,0.55,25.51,24.08,15.59,66.19,10.39,54228,110975,58382,48451,288386,47474,44365,37649,31048,71181,413401,11.6,23.24,7.44,13.35,17.54,23886,22696,0.4413,8.54,29.29
