ZCTA,time_to_nearest_buprenorphine,count_in_range_buprenorphine,buprenorphine_score
39038,80,0,0.0
38967,86,0,0.0
38966,35,0,0.0
38965,28,2,0.13333333333333333
38964,45,0,0.0
38963,24,1,0.2
38962,65,0,0.0
38961,60,0,0.0
38958,119,0,0.0
38957,34,0,0.0
38954,102,0,0.0
38953,74,0,0.0
38952,76,0,0.0
38951,52,0,0.0
38950,75,0,0.0
38949,31,0,0.0
38948,50,0,0.0
38947,96,0,0.0
38946,108,0,0.0
38945,99,0,0.0
38944,67,0,0.0
38943,97,0,0.0
38941,89,0,0.0
38940,78,0,0.0
38930,88,0,0.0
38929,85,0,0.0
38928,57,0,0.0
38927,64,0,0.0
38925,82,0,0.0
38924,107,0,0.0
38923,124,0,0.0
38922,44,0,0.0
38921,67,0,0.0
38920,81,0,0.0
38917,101,0,0.0
38916,61,0,0.0
38915,42,0,0.0
38914,85,0,0.0
38913,29,2,0.06666666666666667
38901,63,0,0.0
38879,13,1,0.5666666666666667
38878,75,0,0.0
38876,39,0,0.0
38873,43,0,0.0
38871,29,2,0.06666666666666667
38870,51,0,0.0
38869,15,1,0.5
38868,21,1,0.3
38866,12,1,0.6
38865,20,2,0.6666666666666666
38864,59,0,0.0
38863,32,0,0.0
38862,16,1,0.4666666666666667
38860,33,0,0.0
38859,50,0,0.0
38858,30,1,0.0
38857,7,1,0.7666666666666667
38856,36,0,0.0
38855,20,1,0.3333333333333333
38852,33,0,0.0
38851,61,0,0.0
38850,60,0,0.0
38849,16,1,0.4666666666666667
38848,62,0,0.0
38847,53,0,0.0
38846,13,2,1.1333333333333333
38844,68,0,0.0
38843,24,1,0.2
38841,38,0,0.0
38838,54,0,0.0
38834,0,2,2.0
38833,21,2,0.6
38829,30,2,0.0
38828,23,1,0.23333333333333334
38827,56,0,0.0
38826,21,1,0.3
38824,25,1,0.16666666666666666
38821,44,0,0.0
38804,0,1,1.0
38801,15,1,0.5
38781,32,0,0.0
38778,75,0,0.0
38774,27,1,0.1
38773,56,0,0.0
38772,80,0,0.0
38771,57,0,0.0
38769,65,0,0.0
38768,33,0,0.0
38767,28,1,0.06666666666666667
38765,94,0,0.0
38764,57,0,0.0
38762,34,0,0.0
38761,89,0,0.0
38760,68,0,0.0
38759,39,0,0.0
38756,65,0,0.0
38754,94,0,0.0
38753,93,0,0.0
38751,84,0,0.0
38749,78,0,0.0
38748,89,0,0.0
38746,44,0,0.0
38745,94,0,0.0
38744,93,0,0.0
38740,22,1,0.26666666666666666
38738,44,0,0.0
38737,50,0,0.0
38736,69,0,0.0
38732,45,0,0.0
38731,89,0,0.0
38730,57,0,0.0
38726,74,0,0.0
38725,86,0,0.0
38723,61,0,0.0
38722,71,0,0.0
38721,103,0,0.0
38720,34,0,0.0
38704,94,0,0.0
38703,56,0,0.0
38702,96,0,0.0
38701,53,0,0.0
38685,32,0,0.0
38683,29,2,0.06666666666666667
38680,27,5,0.30000000000000004
38677,6,2,1.6
38676,47,0,0.0
38674,41,0,0.0
38673,27,2,0.2
38672,15,6,1.1333333333333333
38671,17,6,1.2
38670,55,0,0.0
38668,42,0,0.0
38666,46,0,0.0
38665,70,0,0.0
38664,43,0,0.0
38663,56,0,0.0
38661,37,0,0.0
38659,58,0,0.0
38658,46,0,0.0
38655,0,2,2.0
38654,12,6,1.6333333333333333
38652,29,1,0.03333333333333333
38651,27,5,0.23333333333333334
38650,45,0,0.0
38647,53,0,0.0
38646,25,1,0.16666666666666666
38645,17,1,0.43333333333333335
38644,29,1,0.03333333333333333
38643,36,0,0.0
38642,50,0,0.0
38641,39,0,0.0
38639,24,1,0.2
38637,22,5,0.7333333333333334
38635,44,0,0.0
38633,46,0,0.0
38632,28,2,0.13333333333333333
38631,33,0,0.0
38630,25,1,0.16666666666666666
38629,49,0,0.0
38627,44,0,0.0
38626,32,0,0.0
38625,51,0,0.0
38623,36,0,0.0
38622,48,0,0.0
38621,59,0,0.0
38620,39,0,0.0
38619,52,0,0.0
38618,40,0,0.0
38617,24,1,0.2
38614,0,1,1.0
38611,29,2,0.06666666666666667
38610,46,0,0.0
38606,32,0,0.0
38603,64,0,0.0
38601,27,2,0.2
38589,63,0,0.0
38588,47,0,0.0
38587,45,0,0.0
38585,56,0,0.0
38583,25,2,0.16666666666666666
38582,27,2,0.16666666666666669
38581,42,0,0.0
38580,24,1,0.2
38579,38,0,0.0
38578,47,0,0.0
38577,63,0,0.0
38575,60,0,0.0
38574,23,2,0.3
38573,44,0,0.0
38572,62,0,0.0
38571,39,0,0.0
38570,23,2,0.23333333333333334
38569,40,0,0.0
38568,34,0,0.0
38567,47,0,0.0
38565,57,0,0.0
38564,38,0,0.0
38563,44,0,0.0
38562,36,0,0.0
38560,43,0,0.0
38559,34,0,0.0
38558,82,0,0.0
38556,64,0,0.0
38555,45,0,0.0
38554,43,0,0.0
38553,47,0,0.0
38552,38,0,0.0
38551,45,0,0.0
38549,45,0,0.0
38548,38,0,0.0
38547,42,0,0.0
38545,23,2,0.33333333333333337
38544,26,2,0.2
38543,40,0,0.0
38542,50,0,0.0
38541,51,0,0.0
38506,0,2,1.6333333333333333
38505,5,2,1.5666666666666667
38504,81,0,0.0
38501,0,2,1.6666666666666665
38488,25,1,0.16666666666666666
38487,26,2,0.26666666666666666
38486,62,0,0.0
38485,38,0,0.0
38483,29,1,0.03333333333333333
38482,18,2,0.8
38481,28,1,0.06666666666666667
38478,36,0,0.0
38477,29,1,0.03333333333333333
38476,31,0,0.0
38475,21,1,0.3
38474,21,2,0.6
38473,54,0,0.0
38472,31,0,0.0
38471,49,0,0.0
38469,34,0,0.0
38468,50,0,0.0
38464,52,0,0.0
38463,36,0,0.0
38462,0,1,1.0
38461,26,3,0.3333333333333333
38460,44,0,0.0
38459,28,1,0.06666666666666667
38457,51,0,0.0
38456,38,0,0.0
38455,14,1,0.5333333333333333
38454,34,0,0.0
38453,39,0,0.0
38452,42,0,0.0
38451,25,2,0.3333333333333333
38450,45,0,0.0
38449,12,1,0.6
38425,37,0,0.0
38401,0,2,2.0
38392,36,0,0.0
38391,26,3,0.4
38390,26,1,0.13333333333333333
38388,19,1,0.36666666666666664
38387,43,0,0.0
38382,31,0,0.0
38381,44,0,0.0
38380,42,0,0.0
38379,28,1,0.06666666666666667
38376,27,3,0.1
38375,25,2,0.3333333333333333
38374,30,1,0.0
38372,0,1,1.0
38371,32,0,0.0
38370,42,0,0.0
38369,47,0,0.0
38368,19,1,0.36666666666666664
38367,22,2,0.5333333333333333
38366,27,3,0.30000000000000004
38365,22,1,0.26666666666666666
38363,21,1,0.3
38362,13,3,1.7
38361,32,0,0.0
38359,31,0,0.0
38358,27,3,0.30000000000000004
38357,24,2,0.4
38356,28,3,0.2
38355,17,3,1.3
38352,30,1,0.0
38351,0,1,1.0
38348,40,0,0.0
38347,29,1,0.03333333333333333
38345,23,1,0.23333333333333334
38344,34,0,0.0
38343,16,3,1.4
38342,59,0,0.0
38341,38,0,0.0
38340,30,3,0.0
38339,15,2,1.0
38337,28,3,0.2
38334,38,0,0.0
38333,70,0,0.0
38332,40,0,0.0
38330,39,0,0.0
38329,30,1,0.0
38328,22,1,0.26666666666666666
38327,13,1,0.5666666666666667
38326,23,1,0.23333333333333334
38321,40,0,0.0
38320,47,0,0.0
38318,50,0,0.0
38317,52,0,0.0
38316,44,0,0.0
38315,33,0,0.0
38313,31,0,0.0
38311,38,0,0.0
38310,18,1,0.4
38305,0,3,3.0
38301,11,3,1.9
38261,42,0,0.0
38260,38,0,0.0
38259,24,1,0.2
38258,40,0,0.0
38257,60,0,0.0
38256,93,0,0.0
38255,55,0,0.0
38254,51,0,0.0
38253,53,0,0.0
38251,75,0,0.0
38242,67,0,0.0
38241,73,0,0.0
38240,31,0,0.0
38237,62,0,0.0
38236,67,0,0.0
38235,43,0,0.0
38233,41,0,0.0
38232,42,0,0.0
38231,59,0,0.0
38230,47,0,0.0
38229,59,0,0.0
38226,75,0,0.0
38225,68,0,0.0
38224,81,0,0.0
38222,90,0,0.0
38221,75,0,0.0
38220,35,0,0.0
38201,50,0,0.0
38152,10,8,1.8666666666666667
38141,8,8,2.133333333333333
38139,14,5,1.0
38138,8,8,1.5333333333333332
38135,11,8,1.4333333333333333
38134,0,8,2.3666666666666667
38133,9,8,1.6666666666666665
38132,9,8,2.0
38131,8,8,2.0999999999999996
38128,12,8,1.6666666666666665
38127,11,8,1.8666666666666667
38126,4,8,2.566666666666667
38125,11,8,1.6999999999999997
38122,11,8,1.9
38120,10,8,1.8
38119,0,8,2.1333333333333333
38118,0,8,2.5666666666666664
38117,10,8,1.9333333333333331
38116,12,6,1.7
38115,6,8,2.2
38114,6,8,2.2666666666666666
38112,5,8,2.5
38111,8,8,2.1333333333333333
38109,16,6,1.4
38108,9,8,2.0999999999999996
38107,4,8,2.533333333333333
38106,7,8,2.166666666666667
38105,0,8,2.8666666666666667
38104,0,8,2.666666666666667
38103,5,8,2.4333333333333336
38080,25,1,0.16666666666666666
38079,41,0,0.0
38077,33,0,0.0
38076,50,0,0.0
38075,55,0,0.0
38070,20,1,0.3333333333333333
38069,45,0,0.0
38068,42,0,0.0
38067,65,0,0.0
38066,33,0,0.0
38063,30,1,0.0
38061,38,0,0.0
38060,33,0,0.0
38059,15,1,0.5
38058,33,0,0.0
38057,41,0,0.0
38054,23,5,0.6
38053,22,5,0.7666666666666666
38052,43,0,0.0
38050,30,1,0.0
38049,40,0,0.0
38047,15,1,0.5
38046,56,0,0.0
38044,44,0,0.0
38042,67,0,0.0
38041,50,0,0.0
38040,17,1,0.43333333333333335
38039,59,0,0.0
38037,30,1,0.0
38036,28,2,0.13333333333333333
38034,19,1,0.36666666666666664
38030,18,1,0.4
38029,10,8,1.4666666666666666
38028,28,2,0.13333333333333333
38024,0,1,1.0
38023,39,0,0.0
38021,33,0,0.0
38019,44,0,0.0
38018,14,8,1.6
38017,20,3,0.6
38016,14,8,1.4
38015,50,0,0.0
38012,36,0,0.0
38011,40,0,0.0
38008,50,0,0.0
38007,17,1,0.43333333333333335
38006,22,3,0.8
38004,36,0,0.0
38002,17,3,0.8666666666666667
38001,31,0,0.0
37938,10,7,1.1333333333333333
37934,21,7,0.6333333333333333
37932,24,6,0.4666666666666667
37931,14,7,1.6
37924,20,8,0.8
37923,12,7,1.5333333333333332
37922,17,8,1.0
37921,0,8,3.0
37920,14,8,1.6
37919,0,7,2.0
37918,0,7,2.0
37917,9,8,1.8333333333333333
37916,9,8,2.0999999999999996
37915,12,8,1.7999999999999998
37914,18,7,1.0
37912,7,8,2.3000000000000003
37909,8,7,2.0666666666666664
37902,10,8,2.0
37892,50,0,0.0
37891,10,1,0.6666666666666666
37890,28,1,0.06666666666666667
37888,54,0,0.0
37887,51,0,0.0
37886,27,1,0.1
37885,40,0,0.0
37882,29,1,0.03333333333333333
37881,50,0,0.0
37880,71,0,0.0
37879,24,1,0.2
37878,46,0,0.0
37877,11,1,0.6333333333333333
37876,44,0,0.0
37874,56,0,0.0
37873,33,0,0.0
37872,71,0,0.0
37871,26,1,0.13333333333333333
37870,32,0,0.0
37869,36,0,0.0
37866,60,0,0.0
37865,23,7,0.7
37863,45,0,0.0
37862,40,0,0.0
37861,29,1,0.03333333333333333
37860,14,2,0.6
37857,25,1,0.16666666666666666
37854,53,0,0.0
37853,17,7,0.7
37852,76,0,0.0
37851,29,1,0.03333333333333333
37849,17,7,1.3
37848,36,0,0.0
37847,57,0,0.0
37846,55,0,0.0
37845,48,0,0.0
37843,46,0,0.0
37841,54,0,0.0
37840,32,0,0.0
37830,26,6,0.4
37829,67,0,0.0
37828,25,1,0.16666666666666666
37826,60,0,0.0
37825,31,0,0.0
37821,36,0,0.0
37820,13,1,0.5666666666666667
37819,48,0,0.0
37818,18,1,0.4
37814,22,2,0.3
37813,19,2,0.4666666666666667
37811,31,0,0.0
37810,25,1,0.16666666666666666
37809,28,1,0.06666666666666667
37807,26,1,0.13333333333333333
37806,25,7,0.19999999999999998
37804,18,1,0.4
37803,19,1,0.36666666666666664
37801,21,1,0.3
37779,30,1,0.0
37777,17,8,0.9000000000000001
37774,45,0,0.0
37772,36,0,0.0
37771,33,0,0.0
37770,65,0,0.0
37769,33,0,0.0
37766,47,0,0.0
37765,27,1,0.1
37764,27,1,0.1
37763,47,0,0.0
37762,39,0,0.0
37760,0,1,1.0
37757,48,0,0.0
37756,75,0,0.0
37755,62,0,0.0
37754,21,6,0.5
37753,51,0,0.0
37752,15,1,0.5
37748,56,0,0.0
37745,29,1,0.03333333333333333
37743,35,0,0.0
37742,33,0,0.0
37738,65,0,0.0
37737,21,1,0.3
37733,83,0,0.0
37732,70,0,0.0
37731,31,0,0.0
37730,41,0,0.0
37729,55,0,0.0
37727,59,0,0.0
37726,84,0,0.0
37725,18,1,0.4
37724,15,1,0.5
37723,61,0,0.0
37722,48,0,0.0
37721,16,6,0.6
37719,40,0,0.0
37716,24,6,0.6000000000000001
37715,42,0,0.0
37714,40,0,0.0
37713,51,0,0.0
37711,0,1,1.0
37710,58,0,0.0
37709,40,0,0.0
37708,34,0,0.0
37705,28,1,0.06666666666666667
37701,0,7,1.0666666666666669
37694,21,6,0.8999999999999999
37692,24,6,0.6000000000000001
37691,28,3,0.2
37690,18,7,0.9333333333333333
37688,47,0,0.0
37687,42,0,0.0
37686,17,7,1.2
37683,43,0,0.0
37682,11,7,1.9
37681,19,6,0.8333333333333333
37680,39,0,0.0
37665,6,2,1.0
37664,14,4,0.8333333333333334
37663,16,8,0.9666666666666666
37660,11,2,0.8333333333333333
37659,8,7,1.9333333333333331
37658,24,6,0.6000000000000001
37657,30,1,0.0
37656,31,0,0.0
37650,24,6,0.6000000000000001
37645,20,1,0.3333333333333333
37643,21,6,0.8999999999999999
37642,21,1,0.3
37641,28,2,0.13333333333333333
37640,60,0,0.0
37620,27,1,0.1
37618,28,2,0.13333333333333333
37617,25,2,0.16666666666666666
37616,33,0,0.0
37615,0,8,2.0666666666666664
37614,3,7,2.5
37604,0,7,2.7666666666666666
37601,0,7,3.0
37421,0,7,2.4
37419,11,6,1.3333333333333333
37416,16,7,1.3666666666666667
37415,13,6,1.3333333333333333
37412,8,7,1.9333333333333331
37411,10,7,1.6666666666666665
37410,5,7,2.1999999999999997
37409,5,7,2.0
37408,0,7,2.3666666666666667
37407,4,7,2.3666666666666667
37406,11,7,1.4666666666666668
37405,7,7,1.7333333333333334
37404,5,7,2.066666666666667
37403,4,7,2.033333333333333
37402,4,7,2.033333333333333
37398,13,1,0.5666666666666667
37397,39,0,0.0
37396,22,2,0.26666666666666666
37394,26,1,0.13333333333333333
37391,46,0,0.0
37388,12,2,1.0333333333333332
37387,42,0,0.0
37385,64,0,0.0
37381,61,0,0.0
37380,40,0,0.0
37379,27,1,0.1
37377,24,1,0.2
37376,51,0,0.0
37375,32,0,0.0
37374,49,0,0.0
37373,31,0,0.0
37370,53,0,0.0
37369,69,0,0.0
37367,71,0,0.0
37366,24,1,0.2
37365,62,0,0.0
37363,13,7,1.4
37362,30,1,0.0
37361,41,0,0.0
37360,20,2,0.5
37359,44,0,0.0
37357,16,1,0.4666666666666667
37356,32,0,0.0
37355,0,2,1.1333333333333333
37354,44,0,0.0
37353,29,2,0.06666666666666667
37352,35,0,0.0
37351,13,6,1.3666666666666667
37350,10,6,1.4333333333333333
37348,51,0,0.0
37347,32,0,0.0
37345,28,1,0.06666666666666667
37343,0,5,1.3666666666666667
37342,17,2,0.43333333333333335
37341,26,4,0.3333333333333333
37340,26,1,0.13333333333333333
37339,54,0,0.0
37338,45,0,0.0
37337,75,0,0.0
37336,50,0,0.0
37335,42,0,0.0
37334,38,0,0.0
37333,42,0,0.0
37332,49,0,0.0
37331,63,0,0.0
37330,0,2,1.1666666666666667
37329,55,0,0.0
37328,38,0,0.0
37327,46,0,0.0
37326,36,0,0.0
37325,66,0,0.0
37324,16,2,0.5
37323,47,0,0.0
37322,64,0,0.0
37321,41,0,0.0
37318,20,1,0.3333333333333333
37317,38,0,0.0
37315,19,5,0.7999999999999999
37313,49,0,0.0
37312,32,0,0.0
37311,29,2,0.06666666666666667
37310,41,0,0.0
37309,47,0,0.0
37308,51,0,0.0
37307,50,0,0.0
37306,27,1,0.1
37305,55,0,0.0
37303,58,0,0.0
37302,19,4,0.9333333333333333
37301,47,0,0.0
37246,5,7,2.3333333333333335
37243,4,8,2.6
37240,4,8,2.6
37228,4,7,2.3333333333333335
37221,11,8,1.4666666666666668
37220,10,8,2.0
37219,4,8,2.6
37218,7,7,2.1333333333333333
37217,0,8,1.9333333333333336
37216,10,7,1.7999999999999998
37215,6,8,2.4000000000000004
37214,9,8,1.6333333333333333
37213,6,8,2.4000000000000004
37212,2,8,2.8
37211,11,8,1.6999999999999997
37210,7,8,2.3000000000000003
37209,0,7,2.466666666666667
37208,0,7,2.6
37207,0,8,2.466666666666667
37206,9,7,2.033333333333333
37205,6,8,2.2
37204,6,9,2.4000000000000004
37203,0,9,3.0
37201,5,8,2.5
37191,53,0,0.0
37190,38,0,0.0
37189,7,7,1.8333333333333335
37188,28,2,0.1
37187,15,3,1.1666666666666665
37186,45,0,0.0
37185,17,1,0.43333333333333335
37184,40,0,0.0
37183,35,0,0.0
37181,32,0,0.0
37180,47,0,0.0
37179,17,3,0.7
37178,45,0,0.0
37175,60,0,0.0
37174,23,3,0.5666666666666667
37172,34,0,0.0
37171,51,0,0.0
37167,20,7,0.8999999999999999
37166,47,0,0.0
37165,32,0,0.0
37160,38,0,0.0
37153,24,3,0.4
37151,61,0,0.0
37150,61,0,0.0
37149,21,3,0.36666666666666664
37148,22,1,0.26666666666666666
37146,23,2,0.23333333333333334
37145,60,0,0.0
37144,52,0,0.0
37143,29,1,0.03333333333333333
37142,56,0,0.0
37141,25,1,0.16666666666666666
37140,38,0,0.0
37138,20,8,0.9333333333333333
37137,0,3,1.0666666666666669
37135,26,4,0.19999999999999998
37134,35,0,0.0
37132,7,3,1.6333333333333335
37130,0,3,2.1333333333333333
37129,0,3,2.5666666666666664
37128,14,3,1.4666666666666668
37127,11,3,1.5666666666666669
37122,0,5,1.3
37118,18,3,0.7333333333333333
37115,11,8,1.5
37110,28,1,0.06666666666666667
37101,0,3,1.4666666666666668
37098,28,3,0.13333333333333333
37097,38,0,0.0
37096,27,1,0.1
37095,45,0,0.0
37091,34,0,0.0
37090,26,1,0.13333333333333333
37087,27,1,0.1
37086,15,7,0.8333333333333333
37085,15,3,1.1
37083,65,0,0.0
37082,25,2,0.23333333333333334
37080,19,6,0.8333333333333333
37079,67,0,0.0
37078,34,0,0.0
37076,15,8,1.2333333333333334
37075,21,6,0.5666666666666667
37074,55,0,0.0
37073,27,1,0.1
37072,16,7,1.0666666666666667
37069,19,7,0.9666666666666666
37067,13,7,0.9666666666666666
37066,30,1,0.0
37064,0,1,1.0
37062,19,3,0.36666666666666664
37061,30,1,0.0
37060,33,0,0.0
37059,52,0,0.0
37058,65,0,0.0
37057,75,0,0.0
37055,0,5,2.5666666666666664
37052,40,0,0.0
37051,38,0,0.0
37050,40,0,0.0
37049,27,1,0.1
37048,27,1,0.1
37047,40,0,0.0
37046,27,1,0.1
37043,40,0,0.0
37042,34,0,0.0
37040,39,0,0.0
37037,26,3,0.19999999999999998
37036,30,2,0.0
37035,41,0,0.0
37034,36,0,0.0
37033,19,1,0.36666666666666664
37032,47,0,0.0
37031,44,0,0.0
37030,51,0,0.0
37029,0,3,2.1333333333333333
37028,57,0,0.0
37027,18,8,1.2000000000000002
37026,35,0,0.0
37025,17,3,1.1
37023,63,0,0.0
37022,47,0,0.0
37020,31,0,0.0
37019,46,0,0.0
37018,25,1,0.16666666666666666
37016,27,1,0.1
37015,29,2,0.03333333333333333
37014,27,4,0.30000000000000004
37013,10,7,1.4
37012,46,0,0.0
37010,46,0,0.0
36925,36,0,0.0
36922,51,0,0.0
36921,73,0,0.0
36919,90,0,0.0
36916,67,0,0.0
36915,86,0,0.0
36913,83,0,0.0
36912,43,0,0.0
36910,60,0,0.0
36908,75,0,0.0
36907,25,1,0.16666666666666666
36904,52,0,0.0
36901,41,0,0.0
36879,54,0,0.0
36877,14,3,1.5
36875,24,3,0.2
36874,29,2,0.06666666666666667
36871,37,0,0.0
36870,17,3,1.2333333333333334
36869,13,3,1.4333333333333333
36867,5,3,2.4
36866,50,0,0.0
36865,55,0,0.0
36863,59,0,0.0
36862,71,0,0.0
36861,78,0,0.0
36860,47,0,0.0
36859,32,0,0.0
36858,41,0,0.0
36856,29,1,0.03333333333333333
36855,77,0,0.0
36854,56,0,0.0
36853,74,0,0.0
36852,50,0,0.0
36850,61,0,0.0
36849,49,0,0.0
36832,51,0,0.0
36830,47,0,0.0
36804,44,0,0.0
36801,37,0,0.0
36793,70,0,0.0
36792,50,0,0.0
36790,57,0,0.0
36786,86,0,0.0
36785,57,0,0.0
36784,115,0,0.0
36783,102,0,0.0
36782,88,0,0.0
36776,61,0,0.0
36775,86,0,0.0
36773,121,0,0.0
36769,114,0,0.0
36768,99,0,0.0
36767,102,0,0.0
36766,100,0,0.0
36765,76,0,0.0
36763,83,0,0.0
36761,91,0,0.0
36759,92,0,0.0
36758,73,0,0.0
36756,83,0,0.0
36754,125,0,0.0
36753,92,0,0.0
36752,44,0,0.0
36751,999,0,0.0
36750,47,0,0.0
36749,80,0,0.0
36748,82,0,0.0
36744,59,0,0.0
36742,79,0,0.0
36740,77,0,0.0
36738,87,0,0.0
36736,95,0,0.0
36732,62,0,0.0
36728,999,0,0.0
36727,110,0,0.0
36726,117,0,0.0
36723,999,0,0.0
36722,124,0,0.0
36720,999,0,0.0
36703,72,0,0.0
36701,72,0,0.0
36695,16,2,0.5666666666666667
36693,11,2,1.2
36688,19,2,0.6
36619,0,2,1.4333333333333333
36618,18,2,0.5333333333333333
36617,17,2,0.5333333333333333
36616,15,2,0.6
36615,12,2,0.8
36613,26,1,0.13333333333333333
36612,17,2,0.6
36611,18,2,0.5333333333333333
36610,16,2,0.6
36609,15,2,0.9666666666666667
36608,20,2,0.5666666666666667
36607,13,2,0.8333333333333333
36606,9,2,1.0333333333333332
36605,0,2,1.4333333333333333
36604,8,2,1.0666666666666667
36603,9,2,1.0
36602,9,2,1.0
36590,15,2,0.9
36587,41,0,0.0
36585,73,0,0.0
36584,92,0,0.0
36583,98,0,0.0
36582,14,2,0.9666666666666667
36581,78,0,0.0
36580,49,0,0.0
36579,61,0,0.0
36578,36,0,0.0
36576,45,0,0.0
36575,31,0,0.0
36574,29,2,0.03333333333333333
36572,29,1,0.03333333333333333
36571,23,1,0.23333333333333334
36569,95,0,0.0
36568,25,2,0.26666666666666666
36567,44,0,0.0
36564,45,0,0.0
36562,57,0,0.0
36561,37,0,0.0
36560,47,0,0.0
36559,30,1,0.0
36558,112,0,0.0
36556,59,0,0.0
36555,48,0,0.0
36553,65,0,0.0
36551,33,0,0.0
36550,87,0,0.0
36549,19,1,0.36666666666666664
36548,82,0,0.0
36545,91,0,0.0
36544,22,2,0.4666666666666667
36543,72,0,0.0
36542,48,0,0.0
36541,22,3,0.6666666666666667
36540,122,0,0.0
36539,95,0,0.0
36538,129,0,0.0
36535,42,0,0.0
36532,41,0,0.0
36530,31,0,0.0
36529,77,0,0.0
36528,45,0,0.0
36527,25,1,0.16666666666666666
36526,30,1,0.0
36525,31,0,0.0
36524,108,0,0.0
36523,42,0,0.0
36522,60,0,0.0
36521,51,0,0.0
36518,99,0,0.0
36513,51,0,0.0
36512,38,0,0.0
36511,55,0,0.0
36509,33,0,0.0
36507,45,0,0.0
36505,32,0,0.0
36502,55,0,0.0
36483,43,0,0.0
36482,999,0,0.0
36481,129,0,0.0
36480,100,0,0.0
36477,53,0,0.0
36476,12,1,0.6
36475,79,0,0.0
36474,17,1,0.43333333333333335
36473,78,0,0.0
36471,107,0,0.0
36470,108,0,0.0
36467,24,1,0.2
36460,92,0,0.0
36456,36,0,0.0
36455,33,0,0.0
36454,75,0,0.0
36453,40,0,0.0
36451,126,0,0.0
36446,999,0,0.0
36445,94,0,0.0
36444,127,0,0.0
36442,37,0,0.0
36441,48,0,0.0
36439,85,0,0.0
36436,999,0,0.0
36435,999,0,0.0
36432,72,0,0.0
36426,67,0,0.0
36425,89,0,0.0
36421,14,1,0.5333333333333333
36420,0,1,1.0
36401,49,0,0.0
36376,16,1,0.4666666666666667
36375,29,1,0.03333333333333333
36374,52,0,0.0
36373,53,0,0.0
36371,18,2,0.7666666666666666
36370,24,1,0.2
36362,26,1,0.13333333333333333
36360,27,1,0.1
36353,32,0,0.0
36352,0,2,1.3
36351,35,0,0.0
36350,13,2,0.6333333333333333
36346,56,0,0.0
36345,11,1,0.6333333333333333
36344,28,1,0.06666666666666667
36343,38,0,0.0
36340,47,0,0.0
36330,24,1,0.2
36323,44,0,0.0
36322,15,2,0.6666666666666666
36321,13,1,0.5666666666666667
36320,31,0,0.0
36319,36,0,0.0
36318,52,0,0.0
36317,54,0,0.0
36316,40,0,0.0
36314,53,0,0.0
36313,29,1,0.03333333333333333
36312,15,1,0.5
36311,49,0,0.0
36310,38,0,0.0
36305,15,2,0.7333333333333334
36303,0,2,1.3
36301,8,2,0.9333333333333333
36280,49,0,0.0
36279,37,0,0.0
36278,62,0,0.0
36277,24,2,0.4
36276,89,0,0.0
36274,69,0,0.0
36273,36,0,0.0
36272,49,0,0.0
36271,37,0,0.0
36269,36,0,0.0
36268,15,2,1.0
36267,74,0,0.0
36266,46,0,0.0
36265,32,0,0.0
36264,34,0,0.0
36263,44,0,0.0
36262,46,0,0.0
36260,15,2,1.0
36258,32,0,0.0
36256,91,0,0.0
36255,68,0,0.0
36251,61,0,0.0
36250,24,2,0.4
36207,13,2,1.1333333333333333
36206,19,2,0.7333333333333333
36205,20,2,0.6666666666666666
36203,0,2,2.0
36201,15,2,1.0
36117,0,2,2.0
36116,9,2,1.4
36115,13,2,1.1333333333333333
36113,20,2,0.6666666666666666
36112,19,2,0.7333333333333333
36111,12,2,1.2
36110,13,2,1.1333333333333333
36109,9,2,1.4
36108,20,2,0.6666666666666666
36107,12,2,1.2
36106,9,2,1.4
36105,17,2,0.8666666666666667
36104,12,2,1.2
36093,27,2,0.2
36092,27,2,0.2
36091,32,0,0.0
36089,61,0,0.0
36088,39,0,0.0
36083,40,0,0.0
36082,55,0,0.0
36081,53,0,0.0
36080,43,0,0.0
36079,55,0,0.0
36078,35,0,0.0
36075,23,2,0.4666666666666667
36071,76,0,0.0
36069,42,0,0.0
36067,36,0,0.0
36066,27,2,0.2
36064,14,2,1.0666666666666667
36054,30,2,0.0
36053,89,0,0.0
36052,25,2,0.3333333333333333
36051,36,0,0.0
36049,63,0,0.0
36048,72,0,0.0
36047,46,0,0.0
36046,54,0,0.0
36043,36,0,0.0
36042,93,0,0.0
36041,59,0,0.0
36040,62,0,0.0
36039,48,0,0.0
36038,21,1,0.3
36037,63,0,0.0
36036,61,0,0.0
36035,72,0,0.0
36034,81,0,0.0
36033,42,0,0.0
36032,47,0,0.0
36031,65,0,0.0
36030,83,0,0.0
36029,42,0,0.0
36028,29,1,0.03333333333333333
36027,63,0,0.0
36026,51,0,0.0
36025,41,0,0.0
36024,51,0,0.0
36022,48,0,0.0
36020,36,0,0.0
36017,64,0,0.0
36016,80,0,0.0
36013,18,2,0.8
36010,54,0,0.0
36009,44,0,0.0
36006,61,0,0.0
36005,78,0,0.0
36003,50,0,0.0
35990,74,0,0.0
35989,49,0,0.0
35988,67,0,0.0
35987,56,0,0.0
35986,72,0,0.0
35984,67,0,0.0
35983,62,0,0.0
35981,50,0,0.0
35980,87,0,0.0
35979,40,0,0.0
35978,58,0,0.0
35976,56,0,0.0
35975,88,0,0.0
35974,86,0,0.0
35973,54,0,0.0
35972,81,0,0.0
35971,87,0,0.0
35968,72,0,0.0
