ZCTA,YEAR,TotalPop,NonrelatedHousehold,NonrelatedGroupDwelling,GroupQuarters,GroupQuarterPercent,NonrelatedHousePercent
00233,2014-2018,15703,42,36,133,0.85,0.27
00233,2014-2018,14386,141,78,98,0.68,0.98
00233,2014-2018,7824,0,23,0,0.0,0.0
00233,2014-2018,14397,15,0,148,1.03,0.1
00234,2014-2018,10668,36,20,28,0.26,0.34
00234,2014-2018,10728,143,49,45,0.42,1.33
00234,2014-2018,24463,266,67,458,1.87,1.09
00234,2014-2018,11335,51,28,105,0.93,0.45
00235,2014-2018,16330,28,40,105,0.64,0.17
00235,2014-2018,12962,17,30,867,6.69,0.13
00235,2014-2018,1126,0,57,1047,92.98,0.0
00235,2014-2018,18304,145,14,118,0.64,0.79
00236,2014-2018,59133,220,249,1600,2.71,0.37
00236,2014-2018,13381,128,130,245,1.83,0.96
00236,2014-2018,198,0,0,198,100.0,0.0
00236,2014-2018,2945,23,4,0,0.0,0.78
00236,2014-2018,34232,370,64,341,1.0,1.08
00237,2014-2018,17909,67,27,234,1.31,0.37
00237,2014-2018,10218,57,23,26,0.25,0.56
00237,2014-2018,7165,89,89,144,2.01,1.24
00238,2014-2018,14961,56,85,67,0.45,0.37
00242,2014-2018,14496,24,10,258,1.78,0.17
00242,2014-2018,18984,184,11,215,1.13,0.97
00244,2014-2018,21324,63,155,274,1.28,0.3
00244,2014-2018,29834,99,162,765,2.56,0.33
00245,2014-2018,18699,91,24,92,0.49,0.49
00245,2014-2018,15288,16,65,4283,28.02,0.1
00245,2014-2018,28877,26,133,3227,11.17,0.09
00245,2014-2018,1715,0,0,1715,100.0,0.0
00245,2014-2018,12522,103,159,155,1.24,0.82
00245,2014-2018,19463,138,67,1843,9.47,0.71
00246,2014-2018,9754,90,11,31,0.32,0.92
00246,2014-2018,7404,0,17,0,0.0,0.0
00246,2014-2018,1420,0,0,110,7.75,0.0
00246,2014-2018,3103,7,0,91,2.93,0.23
00246,2014-2018,11964,23,8,206,1.72,0.19
00246,2014-2018,8761,24,59,1513,17.27,0.27
00246,2014-2018,21864,94,103,7166,32.78,0.43
00246,2014-2018,5688,22,15,107,1.88,0.39
00247,2014-2018,35387,147,174,313,0.88,0.42
00247,2014-2018,28333,233,108,55,0.19,0.82
00247,2014-2018,16814,28,26,273,1.62,0.17
00247,2014-2018,26033,85,36,288,1.11,0.33
00248,2014-2018,16447,38,15,2076,12.62,0.23
00248,2014-2018,11039,20,0,792,7.17,0.18
00249,2014-2018,20258,0,8,630,3.11,0.0
00249,2014-2018,12067,108,193,829,6.87,0.9
00249,2014-2018,10477,63,79,260,2.48,0.6
00253,2014-2018,13238,177,57,322,2.43,1.34
00253,2014-2018,741,0,0,67,9.04,0.0
00253,2014-2018,1463,22,41,7,0.48,1.5
00253,2014-2018,19370,323,86,25,0.13,1.67
00253,2014-2018,6535,0,62,31,0.47,0.0
00253,2014-2018,3652,35,0,19,0.52,0.96
00253,2014-2018,4306,91,40,77,1.79,2.11
00254,2014-2018,8389,60,75,321,3.83,0.72
00254,2014-2018,909,0,0,69,7.59,0.0
00254,2014-2018,745,0,0,0,0.0,0.0
00255,2014-2018,97,0,0,0,0.0,0.0
00255,2014-2018,10842,77,123,226,2.08,0.71
00255,2014-2018,2681,0,0,110,4.1,0.0
00255,2014-2018,4686,0,0,100,2.13,0.0
00255,2014-2018,1146,0,0,0,0.0,0.0
00255,2014-2018,4059,30,33,0,0.0,0.74
00256,2014-2018,301,0,0,0,0.0,0.0
00256,2014-2018,3052,32,46,0,0.0,1.05
00256,2014-2018,9573,69,30,176,1.84,0.72
00256,2014-2018,247,0,0,61,24.7,0.0
00256,2014-2018,4103,58,0,42,1.02,1.41
00257,2014-2018,10927,44,17,207,1.89,0.4
00257,2014-2018,2707,0,220,33,1.22,0.0
00257,2014-2018,4467,73,34,0,0.0,1.63
00258,2014-2018,12,0,0,0,0.0,0.0
00260,2014-2018,15215,211,334,303,1.99,1.39
00263,2014-2018,2064,46,17,23,1.11,2.23
00263,2014-2018,9773,25,60,337,3.45,0.26
00263,2014-2018,10043,89,46,68,0.68,0.89
00263,2014-2018,4175,0,10,11,0.26,0.0
00263,2014-2018,3131,0,0,17,0.54,0.0
00263,2014-2018,167,0,0,0,0.0,0.0
00263,2014-2018,3117,0,7,0,0.0,0.0
00263,2014-2018,3160,0,26,13,0.41,0.0
00264,2014-2018,200,0,0,0,0.0,0.0
00264,2014-2018,4893,17,0,0,0.0,0.35
00264,2014-2018,0,0,0,0,,
00264,2014-2018,4340,0,133,0,0.0,0.0
00264,2014-2018,9487,68,58,125,1.32,0.72
00264,2014-2018,1868,0,36,37,1.98,0.0
00264,2014-2018,90,0,0,0,0.0,0.0
00264,2014-2018,6638,30,0,8,0.12,0.45
00264,2014-2018,14101,158,39,98,0.69,1.12
00265,2014-2018,845,16,9,150,17.75,1.89
00265,2014-2018,0,0,0,0,,
00265,2014-2018,761,0,0,0,0.0,0.0
00265,2014-2018,5852,51,7,88,1.5,0.87
00265,2014-2018,3393,0,5,83,2.45,0.0
00265,2014-2018,2960,0,56,12,0.41,0.0
00265,2014-2018,1024,28,0,0,0.0,2.73
00266,2014-2018,6257,16,52,106,1.69,0.26
00266,2014-2018,94,0,0,0,0.0,0.0
00266,2014-2018,8850,174,68,120,1.36,1.97
00266,2014-2018,493,0,0,4,0.81,0.0
00266,2014-2018,3387,34,21,23,0.68,1.0
00266,2014-2018,2723,0,0,0,0.0,0.0
00266,2014-2018,111,0,0,0,0.0,0.0
00267,2014-2018,1202,0,8,0,0.0,0.0
00267,2014-2018,877,0,0,11,1.25,0.0
00267,2014-2018,281,0,0,0,0.0,0.0
00267,2014-2018,8484,71,43,23,0.27,0.84
00267,2014-2018,6616,66,0,5,0.08,1.0
00270,2014-2018,4366,0,0,54,1.24,0.0
00270,2014-2018,44548,165,145,583,1.31,0.37
00271,2014-2018,40,0,0,0,0.0,0.0
00271,2014-2018,3519,0,0,37,1.05,0.0
00271,2014-2018,4885,56,0,33,0.68,1.15
00271,2014-2018,6383,99,84,0,0.0,1.55
00271,2014-2018,16026,59,109,363,2.27,0.37
00272,2014-2018,30699,110,245,1216,3.96,0.36
00272,2014-2018,26268,387,57,159,0.61,1.47
00272,2014-2018,14279,21,54,28,0.2,0.15
00272,2014-2018,17686,91,89,34,0.19,0.51
00272,2014-2018,2421,26,17,129,5.33,1.07
00272,2014-2018,15786,87,79,148,0.94,0.55
00273,2014-2018,5100,28,14,298,5.84,0.55
00273,2014-2018,6294,0,0,7,0.11,0.0
00274,2014-2018,43604,250,228,1369,3.14,0.57
00274,2014-2018,10483,0,49,16,0.15,0.0
00274,2014-2018,11036,109,64,5,0.05,0.99
00274,2014-2018,24622,219,112,475,1.93,0.89
00274,2014-2018,15552,64,138,124,0.8,0.41
00274,2014-2018,23512,174,59,5195,22.1,0.74
00274,2014-2018,11313,160,53,112,0.99,1.41
00276,2014-2018,27345,151,101,199,0.73,0.55
00276,2014-2018,9088,14,0,41,0.45,0.15
00276,2014-2018,1771,18,0,0,0.0,1.02
00276,2014-2018,4238,160,0,57,1.34,3.78
00276,2014-2018,19634,34,41,2222,11.32,0.17
00276,2014-2018,14326,23,14,169,1.18,0.16
00276,2014-2018,12082,23,126,10,0.08,0.19
00277,2014-2018,5245,74,7,5,0.1,1.41
00277,2014-2018,15210,0,52,0,0.0,0.0
00277,2014-2018,16276,15,171,193,1.19,0.09
00277,2014-2018,6679,17,34,32,0.48,0.25
00278,2014-2018,50264,536,290,712,1.42,1.07
00279,2014-2018,15694,51,137,12,0.08,0.32
00279,2014-2018,331,0,0,0,0.0,0.0
00280,2014-2018,671,0,73,0,0.0,0.0
00280,2014-2018,2004,0,0,0,0.0,0.0
00280,2014-2018,16192,34,23,34,0.21,0.21
00280,2014-2018,827,0,0,39,4.72,0.0
00280,2014-2018,2565,0,109,0,0.0,0.0
00280,2014-2018,22258,34,45,3559,15.99,0.15
00281,2014-2018,1208,0,0,0,0.0,0.0
00281,2014-2018,7780,58,16,49,0.63,0.75
00281,2014-2018,7673,87,0,10,0.13,1.13
00281,2014-2018,208,0,0,0,0.0,0.0
00281,2014-2018,32825,189,91,452,1.38,0.58
00281,2014-2018,6033,49,0,33,0.55,0.81
00281,2014-2018,18190,39,61,59,0.32,0.21
00282,2014-2018,6581,34,104,288,4.38,0.52
00282,2014-2018,5500,26,13,20,0.36,0.47
00282,2014-2018,501,0,12,0,0.0,0.0
00282,2014-2018,2060,0,24,39,1.89,0.0
00282,2014-2018,7863,44,37,261,3.32,0.56
00283,2014-2018,5935,0,52,29,0.49,0.0
00283,2014-2018,3501,19,34,7,0.2,0.54
00283,2014-2018,4320,16,16,23,0.53,0.37
00283,2014-2018,1144,0,0,0,0.0,0.0
00283,2014-2018,5496,9,0,13,0.24,0.16
00283,2014-2018,187,0,0,10,5.35,0.0
00283,2014-2018,3505,5,0,0,0.0,0.14
00283,2014-2018,3519,0,46,129,3.67,0.0
00283,2014-2018,2062,85,0,0,0.0,4.12
00284,2014-2018,23211,152,296,1526,6.57,0.65
00284,2014-2018,1632,0,0,1632,100.0,0.0
00284,2014-2018,15997,57,13,297,1.86,0.36
00285,2014-2018,22031,93,41,265,1.2,0.42
00285,2014-2018,8733,82,0,5,0.06,0.94
00285,2014-2018,728,0,0,0,0.0,0.0
00285,2014-2018,7227,0,23,418,5.78,0.0
00286,2014-2018,47127,499,244,320,0.68,1.06
00286,2014-2018,25044,125,214,178,0.71,0.5
00286,2014-2018,19346,18,208,492,2.54,0.09
00286,2014-2018,34624,146,162,234,0.68,0.42
00286,2014-2018,17448,58,74,94,0.54,0.33
00287,2014-2018,17140,85,35,308,1.8,0.5
00287,2014-2018,278,13,0,0,0.0,4.68
00287,2014-2018,190,0,0,0,0.0,0.0
00287,2014-2018,5960,62,0,18,0.3,1.04
00287,2014-2018,546,0,41,0,0.0,0.0
00287,2014-2018,291,0,0,0,0.0,0.0
00287,2014-2018,15816,66,69,64,0.4,0.42
00287,2014-2018,20524,232,84,233,1.14,1.13
00288,2014-2018,7836,5,28,5131,65.48,0.06
00288,2014-2018,13951,9,313,61,0.44,0.06
00288,2014-2018,10464,8,51,209,2.0,0.08
00288,2014-2018,29007,125,102,464,1.6,0.43
00288,2014-2018,19167,77,179,86,0.45,0.4
00288,2014-2018,27333,87,129,118,0.43,0.32
00289,2014-2018,21085,122,291,322,1.53,0.58
00289,2014-2018,5186,18,13,173,3.34,0.35
00289,2014-2018,29153,84,324,182,0.62,0.29
00289,2014-2018,674,0,0,0,0.0,0.0
00289,2014-2018,41539,387,159,815,1.96,0.93
00289,2014-2018,12058,50,12,312,2.59,0.41
00289,2014-2018,1643,0,0,25,1.52,0.0
00290,2014-2018,10542,0,19,2677,25.39,0.0
00290,2014-2018,30522,288,153,572,1.87,0.94
00290,2014-2018,25488,90,100,1226,4.81,0.35
00290,2014-2018,28196,92,103,4083,14.48,0.33
00290,2014-2018,30781,238,72,350,1.14,0.77
00290,2014-2018,37549,97,118,3298,8.78,0.26
00290,2014-2018,40572,360,303,553,1.36,0.89
00291,2014-2018,22143,186,77,49,0.22,0.84
00291,2014-2018,15864,13,55,817,5.15,0.08
00291,2014-2018,1360,0,0,1360,100.0,0.0
00291,2014-2018,21605,119,210,571,2.64,0.55
00291,2014-2018,16646,36,137,272,1.63,0.22
00291,2014-2018,9075,77,63,13,0.14,0.85
00291,2014-2018,13803,0,117,2902,21.02,0.0
00291,2014-2018,29254,89,144,446,1.52,0.3
00292,2014-2018,37199,186,148,3455,9.29,0.5
00292,2014-2018,12415,0,16,62,0.5,0.0
00303,2014-2018,11393,43,49,0,0.0,0.38
00303,2014-2018,5385,49,33,5,0.09,0.91
00303,2014-2018,5298,22,0,0,0.0,0.42
00303,2014-2018,4033,17,0,0,0.0,0.42
00303,2014-2018,5039,36,11,41,0.81,0.71
00303,2014-2018,4355,24,7,0,0.0,0.55
00303,2014-2018,33826,240,139,227,0.67,0.71
00304,2014-2018,6919,49,0,0,0.0,0.71
00304,2014-2018,1673,0,0,0,0.0,0.0
00304,2014-2018,4649,20,19,57,1.23,0.43
00304,2014-2018,13678,268,88,767,5.61,1.96
00304,2014-2018,2811,29,6,0,0.0,1.03
00304,2014-2018,1765,21,15,101,5.72,1.19
00304,2014-2018,3504,16,16,0,0.0,0.46
00304,2014-2018,7880,0,21,5,0.06,0.0
00305,2014-2018,25328,212,76,187,0.74,0.84
00305,2014-2018,8395,0,40,0,0.0,0.0
00305,2014-2018,25270,91,55,11,0.04,0.36
00305,2014-2018,25815,207,74,115,0.45,0.8
00305,2014-2018,15486,102,68,164,1.06,0.66
00305,2014-2018,2533,10,0,0,0.0,0.39
00306,2014-2018,29586,259,229,892,3.01,0.88
00306,2014-2018,27938,169,117,356,1.27,0.6
00306,2014-2018,16781,191,86,374,2.23,1.14
00306,2014-2018,14301,156,71,75,0.52,1.09
00307,2014-2018,5621,9,13,10,0.18,0.16
00307,2014-2018,5316,59,0,0,0.0,1.11
00307,2014-2018,13596,154,47,0,0.0,1.13
00307,2014-2018,10389,86,46,10,0.1,0.83
00307,2014-2018,29133,94,61,158,0.54,0.32
00308,2014-2018,1670,4,39,0,0.0,0.24
00308,2014-2018,1307,8,14,60,4.59,0.61
00308,2014-2018,3788,13,54,7,0.18,0.34
00308,2014-2018,14508,43,0,72,0.5,0.3
00310,2014-2018,2701,0,24,182,6.74,0.0
00310,2014-2018,32564,143,192,1603,4.92,0.44
00310,2014-2018,37641,373,217,601,1.6,0.99
00310,2014-2018,32603,158,270,1817,5.57,0.48
00310,2014-2018,14203,50,48,823,5.79,0.35
00310,2014-2018,10550,183,72,145,1.37,1.73
00311,2014-2018,22388,63,26,567,2.53,0.28
00321,2014-2018,183,0,0,0,0.0,0.0
00321,2014-2018,2548,0,23,86,3.38,0.0
00321,2014-2018,2142,0,20,0,0.0,0.0
00321,2014-2018,872,11,0,0,0.0,1.26
00322,2014-2018,7453,31,59,6,0.08,0.42
00322,2014-2018,2190,28,4,0,0.0,1.28
00322,2014-2018,5855,84,31,39,0.67,1.43
00322,2014-2018,3383,35,20,18,0.53,1.03
00322,2014-2018,2335,45,0,14,0.6,1.93
00322,2014-2018,3670,98,11,0,0.0,2.67
00322,2014-2018,995,18,0,47,4.72,1.81
00322,2014-2018,979,21,5,0,0.0,2.15
00322,2014-2018,5670,81,0,0,0.0,1.43
00323,2014-2018,1280,5,4,0,0.0,0.39
00323,2014-2018,251,0,0,0,0.0,0.0
00323,2014-2018,101,0,0,0,0.0,0.0
00323,2014-2018,4713,31,10,112,2.38,0.66
00323,2014-2018,8698,92,26,238,2.74,1.06
00323,2014-2018,2433,44,0,0,0.0,1.81
00323,2014-2018,125,0,0,0,0.0,0.0
00324,2014-2018,1220,6,4,0,0.0,0.49
00324,2014-2018,752,9,0,33,4.39,1.2
00324,2014-2018,4950,13,126,500,10.1,0.26
00324,2014-2018,931,4,0,0,0.0,0.43
00324,2014-2018,7892,15,102,130,1.65,0.19
00324,2014-2018,2180,21,14,11,0.5,0.96
00324,2014-2018,16324,66,134,525,3.22,0.4
00324,2014-2018,7157,9,6,0,0.0,0.13
00325,2014-2018,1229,0,0,0,0.0,0.0
00325,2014-2018,6322,17,32,0,0.0,0.27
00325,2014-2018,4095,0,50,5,0.12,0.0
00325,2014-2018,1961,0,7,0,0.0,0.0
00325,2014-2018,2333,39,3,41,1.76,1.67
00325,2014-2018,4696,0,0,1045,22.25,0.0
00325,2014-2018,2664,20,18,10,0.38,0.75
00325,2014-2018,336,0,10,0,0.0,0.0
00326,2014-2018,736,0,0,0,0.0,0.0
00326,2014-2018,4343,0,0,0,0.0,0.0
00326,2014-2018,899,5,0,0,0.0,0.56
00326,2014-2018,4084,52,0,29,0.71,1.27
00326,2014-2018,7307,99,248,1513,20.71,1.35
00326,2014-2018,2209,13,29,31,1.4,0.59
00326,2014-2018,1134,15,0,0,0.0,1.32
00326,2014-2018,2976,27,12,10,0.34,0.91
00327,2014-2018,398,0,0,0,0.0,0.0
00327,2014-2018,11542,146,235,29,0.25,1.26
00327,2014-2018,8263,21,40,337,4.08,0.25
00327,2014-2018,2948,6,24,158,5.36,0.2
00327,2014-2018,852,14,5,0,0.0,1.64
00328,2014-2018,1164,3,0,0,0.0,0.26
00328,2014-2018,9011,0,11,0,0.0,0.0
00328,2014-2018,871,12,0,21,2.41,1.38
00328,2014-2018,843,0,0,0,0.0,0.0
00328,2014-2018,2502,0,10,41,1.64,0.0
00328,2014-2018,1566,10,7,11,0.7,0.64
00329,2014-2018,4860,24,26,10,0.21,0.49
00329,2014-2018,106,0,0,0,0.0,0.0
00329,2014-2018,195,0,0,0,0.0,0.0
00330,2014-2018,33004,135,275,3091,9.37,0.41
00330,2014-2018,15834,100,176,560,3.54,0.63
00330,2014-2018,7837,10,13,0,0.0,0.13
00330,2014-2018,5488,55,15,0,0.0,1.0
00343,2014-2018,25463,163,276,3134,12.31,0.64
00344,2014-2018,3015,76,10,21,0.7,2.52
00344,2014-2018,185,0,0,0,0.0,0.0
00344,2014-2018,1407,0,8,0,0.0,0.0
00344,2014-2018,552,0,0,0,0.0,0.0
00344,2014-2018,1479,7,8,80,5.41,0.47
00344,2014-2018,765,24,0,0,0.0,3.14
00344,2014-2018,5940,82,14,0,0.0,1.38
00344,2014-2018,2395,15,21,0,0.0,0.63
00344,2014-2018,738,5,7,10,1.36,0.68
00344,2014-2018,1785,6,7,0,0.0,0.34
00345,2014-2018,921,8,0,25,2.71,0.87
00345,2014-2018,3966,19,31,0,0.0,0.48
00345,2014-2018,5307,128,14,82,1.55,2.41
00345,2014-2018,2295,17,30,5,0.22,0.74
00345,2014-2018,813,0,0,0,0.0,0.0
00345,2014-2018,796,7,13,0,0.0,0.88
00345,2014-2018,6904,29,0,176,2.55,0.42
00346,2014-2018,6106,0,56,1016,16.64,0.0
00346,2014-2018,1345,0,20,0,0.0,0.0
00346,2014-2018,1054,9,0,0,0.0,0.85
00346,2014-2018,2015,20,4,0,0.0,0.99
00346,2014-2018,1698,0,0,0,0.0,0.0
00346,2014-2018,1685,4,15,79,4.69,0.24
00347,2014-2018,5126,106,69,85,1.66,2.07
00356,2014-2018,5931,0,0,48,0.81,0.0
00357,2014-2018,10382,197,38,1908,18.38,1.9
00357,2014-2018,2568,49,7,40,1.56,1.91
00357,2014-2018,80,0,0,61,76.25,0.0
00357,2014-2018,2807,7,2,39,1.39,0.25
00357,2014-2018,344,0,0,0,0.0,0.0
00358,2014-2018,1306,0,5,81,6.2,0.0
00358,2014-2018,3080,17,13,23,0.75,0.55
00358,2014-2018,2459,13,40,5,0.2,0.53
00358,2014-2018,941,3,4,0,0.0,0.32
00358,2014-2018,3686,42,29,125,3.39,1.14
00358,2014-2018,2666,77,20,0,0.0,2.89
00358,2014-2018,629,0,0,0,0.0,0.0
00358,2014-2018,1580,2,10,0,0.0,0.13
00359,2014-2018,940,5,0,0,0.0,0.53
00359,2014-2018,1060,0,4,0,0.0,0.0
00359,2014-2018,422,0,0,24,5.69,0.0
00359,2014-2018,660,4,0,0,0.0,0.61
00359,2014-2018,435,0,0,124,28.51,0.0
00359,2014-2018,3231,10,16,67,2.07,0.31
00360,2014-2018,390,2,0,0,0.0,0.51
00360,2014-2018,2568,14,7,0,0.0,0.55
00360,2014-2018,5290,38,11,18,0.34,0.72
00360,2014-2018,269,0,0,0,0.0,0.0
00360,2014-2018,911,10,0,0,0.0,1.1
00360,2014-2018,440,3,16,0,0.0,0.68
00360,2014-2018,2926,33,0,0,0.0,1.13
00360,2014-2018,680,0,5,0,0.0,0.0
00374,2014-2018,656,0,0,0,0.0,0.0
00374,2014-2018,4033,0,15,71,1.76,0.0
00374,2014-2018,13676,129,127,428,3.13,0.94
00374,2014-2018,1546,9,13,0,0.0,0.58
00374,2014-2018,267,0,0,0,0.0,0.0
00374,2014-2018,4864,52,0,6,0.12,1.07
00375,2014-2018,879,0,0,0,0.0,0.0
00375,2014-2018,583,0,0,20,3.43,0.0
00375,2014-2018,772,35,3,16,2.07,4.53
00375,2014-2018,2874,0,16,0,0.0,0.0
00375,2014-2018,267,0,0,0,0.0,0.0
00375,2014-2018,10885,0,34,4079,37.47,0.0
00376,2014-2018,471,0,0,25,5.31,0.0
00376,2014-2018,9392,48,54,176,1.87,0.51
00376,2014-2018,1682,17,0,14,0.83,1.01
00377,2014-2018,513,0,0,131,25.54,0.0
00377,2014-2018,927,3,9,0,0.0,0.32
00377,2014-2018,7658,89,64,148,1.93,1.16
00377,2014-2018,2115,45,19,314,14.85,2.13
00377,2014-2018,1507,0,210,0,0.0,0.0
00377,2014-2018,807,0,0,0,0.0,0.0
00378,2014-2018,536,0,0,33,6.16,0.0
00378,2014-2018,1902,9,7,0,0.0,0.47
00378,2014-2018,3006,15,0,0,0.0,0.5
00378,2014-2018,4004,53,0,0,0.0,1.32
00378,2014-2018,2240,44,14,150,6.7,1.96
00380,2014-2018,22576,27,125,991,4.39,0.12
00380,2014-2018,3660,0,0,0,0.0,0.0
00381,2014-2018,1720,0,0,9,0.52,0.0
00381,2014-2018,6897,32,0,0,0.0,0.46
00381,2014-2018,577,3,0,14,2.43,0.52
00381,2014-2018,2702,38,17,17,0.63,1.41
00381,2014-2018,2353,0,9,24,1.02,0.0
00381,2014-2018,1536,0,6,0,0.0,0.0
00381,2014-2018,765,0,0,0,0.0,0.0
00381,2014-2018,3948,29,44,5,0.13,0.73
00381,2014-2018,4498,18,0,5,0.11,0.4
00382,2014-2018,31367,8,320,936,2.98,0.03
00382,2014-2018,1816,26,2,0,0.0,1.43
00382,2014-2018,16440,0,323,7865,47.84,0.0
00382,2014-2018,9201,63,57,0,0.0,0.68
00382,2014-2018,2309,0,0,0,0.0,0.0
00382,2014-2018,3171,81,0,0,0.0,2.55
00383,2014-2018,2095,12,20,0,0.0,0.57
00383,2014-2018,323,0,2,0,0.0,0.0
00383,2014-2018,22096,134,75,730,3.3,0.61
00383,2014-2018,6884,34,100,0,0.0,0.49
00383,2014-2018,1353,11,0,10,0.74,0.81
00383,2014-2018,1305,0,14,0,0.0,0.0
00383,2014-2018,1184,0,0,0,0.0,0.0
00383,2014-2018,3938,10,12,12,0.3,0.25
00384,2014-2018,3941,0,12,23,0.58,0.0
00384,2014-2018,6437,66,38,15,0.23,1.03
00384,2014-2018,15412,16,59,104,0.67,0.1
00384,2014-2018,2344,13,4,0,0.0,0.55
00384,2014-2018,1056,0,52,0,0.0,0.0
00384,2014-2018,966,10,0,0,0.0,1.04
00384,2014-2018,337,0,0,0,0.0,0.0
00384,2014-2018,6190,92,13,0,0.0,1.49
00384,2014-2018,1462,0,21,17,1.16,0.0
00385,2014-2018,275,0,0,0,0.0,0.0
00385,2014-2018,4072,16,0,5,0.12,0.39
00385,2014-2018,571,0,0,0,0.0,0.0
00385,2014-2018,538,0,11,0,0.0,0.0
00385,2014-2018,780,0,0,0,0.0,0.0
00385,2014-2018,2699,38,49,0,0.0,1.41
00385,2014-2018,1670,9,0,0,0.0,0.54
00385,2014-2018,9064,117,42,5,0.06,1.29
00385,2014-2018,4886,90,14,0,0.0,1.84
00386,2014-2018,4395,26,2,175,3.98,0.59
00386,2014-2018,4424,33,0,10,0.23,0.75
00386,2014-2018,4465,36,0,32,0.72,0.81
00386,2014-2018,1801,46,28,182,10.11,2.55
00386,2014-2018,7677,0,96,7,0.09,0.0
00386,2014-2018,21519,63,189,158,0.73,0.29
00386,2014-2018,5204,0,14,0,0.0,0.0
00386,2014-2018,2479,17,19,0,0.0,0.69
00387,2014-2018,5319,16,19,57,1.07,0.3
00387,2014-2018,115,0,0,0,0.0,0.0
00387,2014-2018,3301,2,0,0,0.0,0.06
00387,2014-2018,6194,21,0,4,0.06,0.34
00387,2014-2018,8868,137,78,0,0.0,1.54
00387,2014-2018,1067,23,0,6,0.56,2.16
00387,2014-2018,11959,48,115,13,0.11,0.4
00388,2014-2018,1537,10,5,0,0.0,0.65
00388,2014-2018,117,0,0,0,0.0,0.0
00388,2014-2018,3896,0,19,5,0.13,0.0
00388,2014-2018,7387,22,17,9,0.12,0.3
00388,2014-2018,2070,0,0,11,0.53,0.0
00388,2014-2018,2097,4,76,0,0.0,0.19
00389,2014-2018,149,0,0,0,0.0,0.0
00389,2014-2018,6212,0,39,104,1.67,0.0
00390,2014-2018,7620,0,0,9,0.12,0.0
00390,2014-2018,2593,0,23,28,1.08,0.0
00390,2014-2018,6484,0,146,15,0.23,0.0
00390,2014-2018,7860,0,105,141,1.79,0.0
00390,2014-2018,1866,20,0,29,1.55,1.07
00390,2014-2018,4712,37,32,83,1.76,0.79
00390,2014-2018,1163,4,18,0,0.0,0.34
00390,2014-2018,7420,0,0,6,0.08,0.0
00390,2014-2018,9997,16,74,13,0.13,0.16
00391,2014-2018,294,0,0,2,0.68,0.0
00391,2014-2018,52,0,0,0,0.0,0.0
00400,2014-2018,2565,75,0,0,0.0,2.92
00400,2014-2018,7530,16,172,379,5.03,0.21
00400,2014-2018,324,0,0,0,0.0,0.0
00400,2014-2018,23345,124,472,1252,5.36,0.53
00400,2014-2018,154,0,0,0,0.0,0.0
00400,2014-2018,2844,0,6,0,0.0,0.0
00400,2014-2018,5306,21,239,154,2.9,0.4
00401,2014-2018,1410,0,36,0,0.0,0.0
00401,2014-2018,20534,142,14,1673,8.15,0.69
00401,2014-2018,3824,150,26,56,1.46,3.92
00401,2014-2018,415,1,0,0,0.0,0.24
00401,2014-2018,23,0,0,0,0.0,0.0
00402,2014-2018,1278,15,3,10,0.78,1.17
00402,2014-2018,6483,51,0,0,0.0,0.79
00402,2014-2018,1257,13,16,0,0.0,1.03
00402,2014-2018,563,4,0,0,0.0,0.71
00402,2014-2018,6230,107,34,0,0.0,1.72
00402,2014-2018,1598,18,4,1,0.06,1.13
00403,2014-2018,2654,55,0,13,0.49,2.07
00403,2014-2018,8387,19,0,173,2.06,0.23
00403,2014-2018,3814,26,13,171,4.48,0.68
00403,2014-2018,17307,71,97,1286,7.43,0.41
00403,2014-2018,7562,55,26,24,0.32,0.73
00404,2014-2018,3191,72,15,0,0.0,2.26
00404,2014-2018,1739,54,0,0,0.0,3.11
00404,2014-2018,4553,6,93,12,0.26,0.13
00404,2014-2018,11343,36,52,210,1.85,0.32
00404,2014-2018,7818,48,32,25,0.32,0.61
00404,2014-2018,1899,38,3,0,0.0,2.0
00404,2014-2018,3005,25,6,16,0.53,0.83
00404,2014-2018,3727,29,0,0,0.0,0.78
00405,2014-2018,282,0,0,0,0.0,0.0
00405,2014-2018,1071,18,0,0,0.0,1.68
00405,2014-2018,3920,74,0,12,0.31,1.89
00405,2014-2018,345,0,0,0,0.0,0.0
00405,2014-2018,63,0,0,41,65.08,0.0
00406,2014-2018,2978,62,21,5,0.17,2.08
00406,2014-2018,18270,194,171,779,4.26,1.06
00406,2014-2018,482,0,0,14,2.9,0.0
00406,2014-2018,8327,25,33,88,1.06,0.3
00406,2014-2018,687,16,0,0,0.0,2.33
00406,2014-2018,1548,0,40,0,0.0,0.0
00406,2014-2018,1677,24,24,0,0.0,1.43
00407,2014-2018,5152,19,22,5,0.1,0.37
00407,2014-2018,19342,73,136,391,2.02,0.38
00407,2014-2018,16302,87,74,368,2.26,0.53
00407,2014-2018,19713,78,0,347,1.76,0.4
00407,2014-2018,2710,16,4,0,0.0,0.59
00407,2014-2018,3868,28,16,23,0.59,0.72
00408,2014-2018,4665,9,11,11,0.24,0.19
00408,2014-2018,7766,136,0,657,8.46,1.75
00408,2014-2018,2307,55,0,7,0.3,2.38
00408,2014-2018,8763,51,0,84,0.96,0.58
00408,2014-2018,2171,0,0,0,0.0,0.0
00408,2014-2018,1363,9,11,0,0.0,0.66
00409,2014-2018,10235,59,0,14,0.14,0.58
