ZCTA,BED_COUNT,POINT_IN_TIME,YEARLY_BED_COUNT
26267,,,
868,4,3,4
26292,,,
12185,,,
18635,,,
46552,,,
6448,,,
4843,,,
573,115,118,111
26354,,,
26296,,,
41616,,,
41619,,,
41621,,,
4112,191,138,191
2112,,,
2113,,,
21532,,,
21539,,,
21542,,,
21545,,,
26263,,,
16917,,,
41631,,,
48429,,,
2126,,,
7624,8,7,8
25419,,,
12131,,,
25444,,,
19438,,,
19456,,,
19464,172,168,153
19465,,,
19468,,,
19475,144,144,144
1951,,,
19529,,,
7836,,,
2121,,,
25971,,,
12548,,,
7661,,,
2143,,,
7666,76,74,76
2145,58,59,58
18824,,,
14784,,,
18641,,,
5599,,,
21634,,,
12741,,,
12743,,,
21237,495,37,43
828,75,81,75
21286,,,
93221,,,
64781,,,
89429,,,
12746,,,
12749,,,
16939,,,
19435,,,
19437,,,
26187,,,
4636,45,2,44
2748,,,
2762,,,
2764,,,
14736,,,
14738,,,
1997,,,
2777,,,
7122,,,
1474,423,422,423
2632,,,
1956,,,
19562,,,
1961,789,645,599
26347,,,
21631,,,
16143,,,
16145,,,
35565,14,14,14
35461,,,
554,,,
2642,,,
11795,,,
48412,,,
12564,,,
12565,,,
16851,,,
16855,,,
16861,,,
7935,,,
843,,,
846,,,
16941,,,
12762,,,
3971,,,
32332,,,
4111,296,262,264
11797,,,
279,,,
369,,,
3755,,,
12766,,,
1967,,,
551,,,
12843,,,
12846,,,
11782,12,12,12
11783,,,
11786,,,
11787,171,171,171
11939,,,
1194,,,
19968,22,22,22
46385,13,1,13
2645,,,
35469,,,
5522,,,
5523,,,
6189,3,29,3
12833,,,
12837,,,
1723,,,
11941,,,
14569,4,4,4
5518,,,
55386,,,
726,128,128,128
1612,,,
1615,,,
1611,,,
25177,1,1,1
265,29,25,29
733,,,
41568,,,
6439,,,
4841,,,
48411,,,
6188,179,161,173
3258,,,
16111,,,
16146,41,32,41
11951,2,2,2
1888,,,
1612,,,
16123,,,
46534,,,
48421,,,
41534,,,
568,,,
7924,,,
4156,,,
55417,25,22,25
724,,,
18414,,,
3546,,,
14534,,,
18357,,,
16154,,,
21221,,,
7933,,,
2141,297,292,29
2142,,,
14521,,,
18335,,,
14522,,,
2621,,,
21,758,631,78
24862,,,
73,73,77,68
19732,,,
16156,,,
11961,1,1,1
18251,,,
5524,,,
6191,,,
38654,,,
41571,,,
3926,8,28,8
14572,,,
14468,,,
1232,,,
14526,,,
1834,,,
2624,,,
2628,,,
2636,,,
1892,,,
48427,,,
2167,,,
21612,,,
459,,,
2613,,,
2615,,,
2616,,,
18342,,,
18346,,,
14532,,,
14225,,,
14226,12,12,12
14227,,,
14544,,,
1837,,,
18371,6,6,6
467,,,
4842,,,
4844,,,
477,,,
3258,,,
1225,,,
1231,,,
14718,,,
18417,,,
14472,,,
14476,,,
1822,,,
14589,,,
14591,,,
38647,,,
415,,,
55,,,
1858,49,49,27
1814,,,
1816,,,
14425,14,14,14
2622,,,
2623,,,
18324,,,
18425,,,
1448,,,
15938,,,
3263,,,
2155,41,42,41
856,,,
14432,154,154,154
14471,,,
18237,,,
2718,,,
1233,,,
1235,,,
14731,,,
14733,,,
15944,,,
15949,,,
15953,,,
12862,,,
4823,,,
35618,,,
6446,,,
272,218,192,168
2745,87,73,87
1457,,,
14511,,,
18518,,,
14433,,,
1821,65,48,65
3982,,,
3288,,,
4152,,,
41635,,,
41636,,,
32449,,,
14512,,,
14723,,,
14728,,,
4134,,,
14477,,,
14478,,,
18244,,,
278,22,181,22
14454,,,
18219,,,
2646,,,
2648,,,
26238,,,
85,,,
16832,,,
12745,,,
277,4,37,4
7114,43,35,43
3273,,,
4133,,,
18325,,,
35464,,,
18249,,,
46347,,,
5514,,,
3765,,,
92322,,,
2553,,,
1735,,,
55432,,,
5861,,,
55756,,,
46,,,
12572,,,
35114,,,
5582,2,12,14
21795,,,
17315,,,
13167,,,
1323,227,211,227
5571,,,
16935,,,
19425,,,
19446,9,9,
12842,,,
26662,,,
21797,,,
384,,,
5584,,,
5588,,,
26678,,,
1285,,,
16836,,,
12563,,,
5676,,,
4356,5,21,5
4358,,,
21798,,,
8319,,,
685,449,421,316
16943,5,5,5
21226,,,
26136,,,
25985,,,
4813,896,85,791
3594,,,
17244,,,
17251,,,
17254,,,
17255,,,
786,124,11,113
21215,237,231,237
55748,,,
5592,,,
35116,,,
35652,,,
646,,,
55749,,,
664,193,193,193
4245,,,
32112,,,
2669,,,
1731,,,
35124,,,
26542,,,
1736,,,
3513,,,
32139,,,
4845,,,
39323,,,
48461,,,
13152,,,
1732,,,
1326,,,
1327,55,52,55
6452,,,
41835,,,
41838,,,
5841,,,
312,,,
48124,,,
681,,,
38767,,,
7391,,,
4813,,,
35135,,,
397,,,
382,16,13,16
4258,,,
669,,,
5147,,,
41843,,,
21783,,,
26611,,,
41845,,,
46574,,,
41847,,,
41849,,,
41855,,,
35126,,,
316,,,
5589,,,
8323,,,
26617,,,
12922,,,
12926,,,
26619,,,
21784,,,
1331,,,
35127,,,
41861,,,
48451,,,
6453,18,14,18
48453,,,
527,,,
687,38,31,38
4812,,,
1748,,,
2175,,,
823,,,
8232,,,
35117,,,
48116,,,
48454,,,
26629,,,
38721,,,
5573,,,
41826,,,
13136,,,
13138,,,
17263,,,
26581,,,
21758,,,
26568,,,
21769,,,
26631,,,
41828,,,
4815,6,6,6
48457,,,
21771,,,
26587,,,
26585,,,
21776,,,
1332,,,
3213,,,
55752,,,
5851,,,
5858,,,
55751,,,
17325,14,13,11
13215,,,
1333,,,
1335,,,
1331,,,
8234,,,
2657,,,
17272,,,
21791,,,
5158,16,1,16
13219,,,
5654,,,
48382,,,
32431,,,
39325,,,
5859,,,
48463,,,
26588,,,
8251,,,
21778,,,
311,,,
26161,,,
55613,,,
17264,,,
13162,,,
13142,,,
13143,,,
13146,,,
17319,,,
13313,,,
13317,,,
13318,,,
819,,,
48381,,,
452,,,
17313,,,
13164,,,
17314,,,
4272,,,
12153,,,
16434,,,
16436,,,
26575,,,
1734,,,
13156,,,
25315,,,
295,,,
296,44,31,44
7513,4,24,4
7522,92,79,81
761,483,476,459
16428,,,
12151,,,
1482,,,
12167,,,
3874,,,
35111,,,
13114,45,41,37
13115,,,
1724,,,
16693,,,
12477,21,13,21
12168,,,
14846,,,
13122,,,
38778,,,
521,,,
676,34,31,34
13158,,,
38725,,,
14813,37,37,36
14815,,,
14816,,,
642,,,
16351,,,
16352,,,
16667,,,
3591,,,
3937,,,
48458,33,33,33
16625,,,
1232,,,
19152,14,83,14
1874,21,2,21
1878,,,
14843,,,
1483,,,
1484,23,9,23
1485,,,
1655,,,
18812,,,
18816,,,
18822,,,
18823,,,
1931,,,
19312,,,
41141,,,
16636,,,
16639,,,
1234,12,6,12
14821,,,
14822,,,
6421,,,
1278,,,
1244,,,
5611,,,
3318,749,659,749
48328,,,
1235,476,468,463
19317,,,
19333,,,
19341,,,
1881,,,
2871,,,
1487,,,
18651,13,13,13
5616,,,
48329,,,
5619,,,
1894,,,
3319,,,
4652,,,
48324,,,
16647,,,
1239,,,
18643,,,
14823,,,
14825,,,
7458,,,
1659,,,
12186,,,
3324,25,22,23
744,,,
7444,,,
7446,,,
2855,,,
286,,,
55429,1,1,1
3241,131,11,12
562,,,
5613,,,
2534,,,
2879,111,11,111
2886,,,
7481,,,
14895,,,
14898,,,
2861,,,
16563,,,
18623,,,
18624,,,
18625,,,
48326,,,
6422,,,
55433,26,19,26
2872,,,
35651,,,
5853,,,
4661,773,675,623
21779,,,
2178,,,
2115,,,
2128,,,
18628,,,
18632,,,
18942,,,
2874,119,118,119
1225,72,63,72
1476,74,6,67
21793,,,
21794,,,
17352,,,
2129,,,
2147,,,
1294,,,
1216,,,
18629,,,
12116,,,
423,145,125,145
6462,,,
55758,,,
8223,,,
12187,,,
1651,,,
18829,,,
213,,,
2131,,,
2132,,,
211,87,72,87
219,,,
2135,,,
35643,,,
8241,,,
26574,,,
8242,93,89,5
18831,,,
14855,,,
16424,,,
12193,,,
12194,,,
1222,598,574,497
2543,,,
214,77,61,37
7656,,,
21782,,,
17324,,,
35585,,,
5561,,,
48357,,,
7676,,,
1662,184,176,183
12165,,,
16444,,,
14861,,,
16611,,,
1217,,,
12172,,,
1653,251,191,251
1328,25,21,25
13324,,,
48111,,,
16415,,,
12136,,,
12137,,,
1214,,,
55426,174,123,174
3314,443,36,443
55427,4,4,4
5597,,,
1211,,,
3555,,,
1276,,,
2675,,,
17256,,,
13131,,,
12159,,,
16441,,,
16662,,,
12417,,,
12427,,,
5243,,,
42712,,,
12148,,,
1643,,,
1212,,,
12124,,,
12125,,,
45247,,,
3226,64,64,64
48182,,,
55317,,,
5312,36,26,36
13493,,,
1761,14,13,14
6126,,,
24479,,,
3225,1,1,1
55314,,,
3229,,,
45314,,,
2885,322,273,252
35171,,,
5229,,,
48158,,,
17752,,,
13658,,,
65791,,,
6742,15,9,15
13634,,,
13636,,,
13638,,,
48189,6,3,6
13659,,,
1721,111,94,91
1374,,,
5545,,,
6759,,,
2884,,,
24517,,,
16622,,,
3875,,,
6738,,,
45245,,,
24482,,,
68826,,,
2892,,,
45321,,,
55741,,,
3454,,,
889,,,
4516,,,
3221,4,4,4
4517,,,
6761,,,
83314,,,
98164,,,
98226,192,23,192
6745,,,
4534,,,
6484,,,
1335,,,
1336,,,
68817,,,
45255,,,
5128,,,
55798,,,
55792,246,232,217
5126,,,
4247,,,
45317,,,
5586,4,328,4
5135,,,
3516,,,
4535,,,
55328,,,
5317,84,58,84
6136,,,
649,,,
4255,,,
35747,,,
68818,,,
6481,,,
4251,,,
38913,,,
6139,84,85,84
83827,,,
98682,,,
13648,,,
1365,,,
35214,,,
46173,,,
55127,,,
3124,,,
32539,,,
4256,,,
351,,,
35677,,,
65787,,,
45249,,,
55795,,,
8816,,,
8817,167,149,167
882,89,87,89
8827,,,
98673,,,
83822,,,
83826,,,
8648,66,48,66
871,49,34,9
4253,,,
35745,,,
6747,,,
4536,,,
675,,,
513,,,
425,,,
891,848,866,479
892,3,3,3
8831,,,
8833,,,
8836,,,
7523,,,
17582,,,
39358,,,
39359,,,
2452,,,
68825,,,
1763,251,235,251
1366,,,
48519,,,
113,,,
1174,,,
131,272,259,22
132,27,25,27
17579,,,
13488,,,
17581,,,
1772,,,
17721,,,
17723,,,
83832,,,
55331,,,
83836,,,
83842,,,
1743,131,111,131
1335,2,2,
13353,,,
1368,,,
13613,,,
13616,,,
98683,,,
8736,,,
8742,,,
8752,,,
8844,,,
4249,,,
35739,,,
8859,,,
8872,,,
1366,,,
1776,,,
17763,,,
55324,,,
872,,,
8731,,,
8848,,,
8853,,,
1349,,,
17584,,,
35746,,,
48532,,,
5584,,,
639,,,
17,1575,152,1575
111,443,432,443
138,4983,4492,4983
165,8,8,8
48179,,,
13633,,,
13665,,,
13492,,,
6124,,,
17731,,,
13621,,,
5587,48,43,48
8618,14,11,14
21918,,,
21919,54,47,54
5277,,,
5532,,,
55322,,,
13666,,,
55315,,,
38878,,,
8753,31,223,15
8757,11,7,11
8758,,,
884,,,
887,48,35,48
13651,,,
6133,7,7,7
55126,,,
5532,,,
4486,,,
6882,,,
55325,,,
13639,,,
17765,,,
17768,,,
46216,,,
8879,,,
8882,,,
8886,,,
3147,,,
1832,,,
46176,,,
24477,,,
446,,,
3519,,,
4244,,,
6478,16,15,16
5125,,,
32442,,,
55717,,,
6441,,,
3561,73,3,73
4839,,,
38915,,,
45242,,,
48178,,,
3149,,,
6579,,,
12768,,,
26141,,,
35614,,,
2659,,,
2453,83,81,83
4539,,,
6754,,,
26739,,,
26743,,,
12822,,,
7776,,,
7866,,,
26147,,,
812,,,
83843,56,41,48
83849,,,
32437,,,
5575,,,
7869,,,
7871,,,
7876,,,
341,,,
21218,68,642,585
791,,,
792,227,227,227
3244,,,
26217,,,
793,,,
16946,,,
1276,,,
46531,,,
322,,,
173,,,
2625,,,
25818,,,
25823,,,
2614,,,
2615,,,
1284,,,
1289,,,
25864,,,
25873,,,
176,,,
1278,,,
1724,,,
1255,415,318,235
12553,,,
38326,,,
5136,1,8,1
12828,,,
12831,16,15,16
1722,27,27,7
559,,,
12754,121,121,
4161,,,
26321,,,
21619,1,5,
7832,,,
62,,,
49,,,
558,2,13,2
25831,,,
1279,,,
25844,,,
781,47,34,37
2124,4,1,4
355,,,
56,,,
418,,,
25825,,,
21162,,,
12567,,,
1711,29,17,29
2597,,,
12841,,,
7849,,,
2128,265,26,265
25928,,,
21236,,,
16838,,,
7822,,,
25879,,,
12589,,,
2591,,,
21213,285,264,285
7853,,,
3224,,,
26181,,,
26327,,,
25936,,,
25942,,,
1954,,,
41263,,,
2592,,,
2129,,,
4838,,,
5651,,,
5653,,,
25832,,,
329,,,
58,,,
12575,,,
48371,,,
41268,,,
6435,287,253,287
3354,15,9,15
784,,,
25978,,,
25837,,,
16858,,,
7827,,,
16874,,,
16875,,,
16841,,,
5576,,,
46526,64,62,64
5648,,,
336,,,
25918,,,
1965,,,
1946,15,87,89
19473,,,
1261,463,387,446
19512,,,
12569,,,
342,,,
6442,,,
1968,,,
13124,,,
1733,,,
1735,,,
422,,,
1952,,,
1286,,,
1271,28,19,28
12725,,,
38865,,,
454,27,23,23
5313,,,
38869,,,
41352,,,
4653,,,
5658,,,
48383,,,
12865,,,
2634,,,
1953,,,
19565,,,
384,,,
2833,54,54,54
54427,,,
4422,,,
83872,,,
83874,,,
24569,,,
28212,73,73,73
858,1249,1283,1238
66517,,,
44689,,,
3837,,,
67127,,,
99345,,,
99349,1,1,1
68855,,,
68856,273,237,273
83848,,,
83861,,,
98858,,,
5414,,,
871,,,
6846,,,
6847,,,
3467,,,
6841,,,
29817,,,
64834,,,
44127,19,17,63
33976,,,
44128,,,
6484,,,
23464,6,55,6
99173,,,
99179,,,
98844,,,
98848,,,
62467,,,
98857,,,
54437,,,
68418,,,
2458,,,
9936,,,
99363,,,
98821,,,
98853,,,
44118,17,17,17
4236,,,
35671,,,
32526,,,
5578,,,
98859,,,
66534,,,
66535,,,
29819,,,
62476,,,
34639,,,
54721,,,
3468,,,
44688,,,
65535,,,
4476,,,
38387,,,
65484,,,
28552,,,
62885,,,
6524,,,
2363,,,
2364,,,
99356,,,
99357,,,
28314,,,
3414,27,27,27
54433,,,
66542,,,
34655,,,
6511,,,
54436,,,
62881,,,
66536,,,
62882,,,
62883,,,
68439,,,
64848,,,
5445,,,
5448,,,
33983,,,
38391,,,
2455,,,
82934,,,
45347,,,
6712,,,
2362,198,179,198
682,,,
6251,,,
6842,,,
62869,,,
28571,,,
6516,,,
34112,314,31,34
29816,,,
66526,,,
45348,,,
65479,,,
45371,,,
67134,,,
62877,,,
66533,,,
68859,,,
8325,,,
62468,,,
4423,,,
62469,,,
38366,,,
44683,,,
247,,,
67147,,,
68864,,,
45373,17,94,11
66538,,,
68866,,,
3838,,,
68431,,,
67142,,,
62513,,,
29829,,,
62517,,,
3818,,,
6289,,,
67119,,,
28546,,,
68869,,,
67122,,,
24578,,,
68863,,,
62889,,,
54727,,,
6844,,,
66515,,,
44685,,,
67135,,,
6885,,,
9927,25,157,238
6843,,,
67154,,,
4539,,,
98832,,,
8311,,,
28557,37,22,37
34637,,,
62465,,,
9943,46,44,46
89439,,,
45383,,,
38379,,,
45368,,,
68854,,,
83866,,,
83867,,,
5443,,,
24549,,,
83869,,,
68865,,,
893,,,
976,,,
971,,,
732,,,
733,,,
67131,,,
4537,,,
54722,,,
2464,,,
9918,,,
99185,,,
68871,,,
737,,,
734,,,
841,,,
62447,,,
45381,,,
45382,,,
842,,,
83,22,22,167
9925,23,12,23
98843,,,
83876,,,
9932,,,
99321,,,
99322,,,
6625,,,
24593,,,
9921,114,96,133
44212,,,
3411,,,
23517,281,279,181
28572,,,
4477,84,78,84
28573,,,
37912,24,23,24
5434,,,
62438,,,
44122,11,11,11
3283,,,
648,26,27,26
41822,,,
46573,,,
5565,,,
4217,16,1,16
3871,2,2,2
41774,,,
41775,,,
4657,,,
4184,,,
46571,,,
584,,,
2641,,,
894,5,5,5
21678,,,
26443,,,
1371,,,
21643,,,
21644,,,
21645,,,
8221,,,
21648,,,
26378,,,
62473,,,
2838,,,
23518,38,38,38
2831,,,
64873,,,
54669,,,
38367,,,
5467,,,
1713,27,191,227
1339,,,
1714,178,157,178
1344,,,
1719,46,46,46
893,,,
1354,,,
17111,17,17,17
2828,,,
5433,383,326,373
2829,11,89,11
54723,,,
34652,173,149,173
565,,,
426,,,
4875,,,
583,,,
4879,,,
3561,,,
39232,,,
41751,,,
3563,,,
513,,,
41763,,,
41824,,,
21711,,,
21651,,,
862,,,
8628,87,82,7
8638,,,
864,,,
46565,,,
12927,,,
12936,,,
817,14,8,14
2173,,,
2174,,,
2171,,,
26386,,,
21654,,,
1361,,,
21722,,,
21734,,,
21737,,,
823,,,
26541,,,
178,,,
133,,,
1782,,,
1786,,,
1787,,,
1363,,,
1368,,,
635,,,
4885,,,
26525,,,
12993,,,
1771,,,
1774,,,
1326,,,
1327,,,
4176,,,
4177,,,
422,77,667,677
41773,,,
48444,,,
1767,,,
645,47,19,4
41762,,,
174,,,
12941,,,
12942,,,
39272,,,
41766,,,
12912,,,
21713,,,
21716,,,
21719,,,
12957,,,
26374,,,
17739,,,
13625,,,
12943,,,
175,,,
1755,,,
12945,,,
12952,,,
12953,42,4,19
179,,,
1334,,,
1765,,,
13628,,,
12961,,,
12962,,,
4893,,,
12967,,,
12969,,,
3246,,,
12972,,,
12979,,,
12981,,,
56,,,
644,,,
425,,,
4174,,,
4894,,,
41723,,,
581,,,
41727,,,
812,464,439,459
1287,,,
55732,,,
41731,,,
12916,,,
1292,,,
1746,74,36,74
1738,,,
1739,,,
1378,,,
1721,,,
12872,,,
1383,,,
17215,,,
12913,,,
12914,,,
1388,,,
1313,,,
12959,,,
1296,,,
12989,,,
362,9,9,9
4214,,,
46567,,,
38683,,,
556,88,76,88
1318,,,
4614,,,
4216,48,48,48
3573,,,
41719,,,
41722,,,
4219,,,
368,,,
46112,,,
3294,,,
5128,,,
4222,,,
26422,,,
41819,,,
3563,156,156,126
41712,,,
48441,,,
41746,,,
26437,,,
21658,,,
2166,5,52,5
21661,,,
21666,,,
21669,,,
1711,,,
1722,,,
41714,,,
21673,,,
35212,26,26,26
4515,,,
5321,,,
1382,,,
4664,,,
356,,,
1384,,,
358,67,67,67
38672,,,
5836,,,
26431,,,
26436,,,
13112,,,
3282,,,
6252,,,
8914,16,16,16
54737,,,
68461,,,
45647,,,
66713,,,
65589,,,
54769,,,
68927,,,
45659,,,
7317,,,
6893,,,
67215,,,
67216,,,
68935,,,
66717,,,
45685,,,
44721,,,
4473,,,
38453,,,
6554,,,
2985,,,
8921,,,
9724,,,
743,,,
8927,,,
9727,22,2,22
747,,,
73,,,
8413,,,
811,,,
913,599,4539,54
67438,,,
67443,,,
45714,,,
62928,,,
65571,,,
668,,,
4542,174,126,174
68875,,,
4544,83,81,83
2984,,,
44255,,,
29834,,,
6612,,,
2367,128,118,128
6921,,,
749,,,
661,,,
68446,,,
66544,,,
28579,,,
65555,,,
38455,,,
34141,,,
44253,,,
687,,,
6617,,,
69122,,,
68467,22,4,22
4487,,,
6852,,,
3475,,,
825,,,
2466,,,
68882,,,
28332,,,
23664,1,57,
6815,,,
6626,,,
24628,,,
45417,399,46,339
45418,,,
6728,79,43,79
5256,,,
4621,853,648,632
5265,,,
4817,,,
34683,,,
2859,,,
68979,,,
6898,,,
66547,,,
28584,,,
4472,,,
54454,,,
3414,,,
685,1,2,1
67436,,,
3141,3,3,3
32181,,,
3144,4,,4
4565,,,
68982,,,
45652,,,
6623,,,
68958,,,
67335,,,
67336,,,
68959,,,
816,,,
24534,,,
67437,,,
24613,,,
6724,,,
4628,14,14,14
5274,,,
55784,,,
55785,,,
512,,,
5475,,,
34145,,,
8529,1,9,1
66212,8,8,8
24554,,,
751,,,
973,9,64,9
8424,,,
753,,,
2861,,,
54732,,,
62545,,,
6633,,,
6635,,,
2369,,,
4427,,,
5447,,,
44272,,,
6933,,,
6253,,,
934,,,
7528,,,
751,,,
812,191,191,191
8516,8,7,8
8915,276,276,251
4562,,,
45653,,,
6736,,,
6294,,,
3837,,,
688,,,
45671,,,
8532,,,
663,,,
6631,,,
48449,,,
44241,,,
2368,5,4,5
925,35,284,145
8932,,,
8939,,,
8425,,,
68522,,,
68523,,,
67364,,,
6923,,,
68448,,,
9735,,,
45678,,,
34677,,,
68454,,,
821,,,
6532,,,
28323,,,
6725,,,
45415,13,16,13
4426,,,
62532,,,
3469,87,4,87
65557,,,
757,,,
694,,,
67422,,,
6639,,,
8723,,,
7525,,,
6944,,,
6946,,,
62935,,,
24132,,,
65584,,,
54767,,,
6537,,,
45715,,,
67445,,,
45723,,,
45724,,,
67214,273,242,15
67417,,,
67418,,,
6936,,,
28589,,,
68457,,,
383,,,
6896,,,
45629,,,
6734,,,
65582,,,
54758,,,
45744,,,
2368,,,
2792,,,
58721,,,
6846,,,
62534,,,
67432,,,
68967,,,
45636,,,
818,,,
45681,,,
65541,,,
4479,,,
6845,,,
66548,,,
54731,,,
68455,,,
54733,,,
6534,,,
9913,,,
8342,,,
9958,,,
45698,,,
6897,,,
67349,,,
6939,,,
6667,33,473,33
2493,,,
62535,,,
62538,,,
67423,,,
6943,,,
68465,,,
6666,36,36,36
38457,,,
24595,,,
45696,,,
67159,,,
4545,,,
68881,,,
54476,,,
64465,,,
23666,,,
6254,,,
67352,,,
6721,,,
4542,,,
68925,,,
45426,,,
67213,,,
29821,,,
3816,,,
62479,,,
99335,,,
99336,37,281,37
2361,125,84,
66541,,,
5261,,,
35186,,,
21814,,,
21821,,,
1748,,,
28312,,,
13411,,,
17519,,,
1752,,,
13452,,,
13454,,,
5538,,,
4464,,,
48173,,,
48169,,,
5263,,,
13459,,,
48137,,,
35148,,,
35149,,,
48138,,,
6251,,,
34117,,,
62872,,,
4854,41,36,41
39342,,,
13331,,,
512,,,
4468,,,
5266,,,
68423,,,
68424,,,
3132,2,12,2
24562,,,
5864,,,
13354,,,
13357,9,2,9
13364,,,
32189,,,
1742,,,
1759,,,
1346,,,
17518,,,
46614,,,
6464,,,
48473,,,
515,,,
4224,,,
4847,,,
3256,31,29,31
3471,,,
1334,,,
13345,,,
1752,,,
48167,,,
4622,1328,1227,1328
3137,,,
3258,,,
32511,,,
13328,,,
17366,,,
13329,,,
55769,,,
4228,,,
517,,,
3127,,,
48166,,,
5251,,,
3218,,,
5271,,,
32195,,,
4814,,,
45365,55,37,55
99341,,,
3475,,,
17372,,,
1741,412,391,412
4376,,,
4815,,,
55766,,,
513,,,
55767,5,5,5
5531,,,
3222,1223,112,1223
55311,25,28,25
28543,,,
26412,,,
6287,,,
2684,,,
21837,,,
38827,,,
48164,,,
616,,,
48165,,,
35661,,,
6471,,,
55772,11,7,11
55775,,,
5473,91,81,87
34638,,,
38846,,,
2185,,,
8518,,,
852,,,
26865,,,
46182,,,
5235,,,
2681,,,
46168,,,
5225,,,
48157,,,
439,,,
524,,,
4222,,,
347,,,
514,,,
32148,,,
32157,,,
48144,,,
46161,,,
26812,,,
13425,,,
8525,,,
853,,,
4816,,,
5237,,,
5238,,,
3566,,,
39337,,,
2892,3,6,24
66215,6,6,6
46628,13,13,13
99344,19,,19
21856,,,
21861,,,
4889,33,33,33
32463,,,
32162,,,
21838,,,
26818,,,
851,,,
4231,,,
5112,,,
5114,,,
6523,,,
13416,,,
4241,,,
39348,,,
8535,,,
21864,,,
21874,,,
8554,,,
82942,,,
82945,,,
21824,,,
17527,,,
17529,,,
6111,,,
32168,17,19,17
8349,,,
8353,,,
99323,,,
99326,,,
8361,12,87,12
21826,,,
21849,,,
17555,,,
13468,,,
17563,,,
46635,,,
17536,,,
13431,,,
5262,,,
2681,,,
21822,,,
8512,,,
8514,,,
8558,22,2,22
856,,,
5123,,,
351,231,21,231
5118,,,
13476,,,
17566,,,
13436,,,
17545,,,
17547,,,
868,391,388,378
861,,,
21915,,,
13326,,,
8332,22,22,22
834,,,
8348,,,
46637,,,
55783,,,
2181,122,118,92
13478,,,
17578,,,
5531,23,7,23
5244,,,
2812,24,19,24
33843,,,
27926,,,
43778,,,
6263,,,
27938,,,
6866,,,
34239,,,
62635,,,
6521,258,234,258
44313,85,61,85
2836,,,
666,,,
45862,,,
45867,,,
67567,,,
58761,,,
29943,,,
6865,,,
62631,,,
4445,,,
23829,,,
38112,54,55,54
29939,,,
54495,,,
29929,,,
54513,,,
28377,,,
65232,,,
3814,855,822,855
24138,,,
6564,,,
45789,,,
67466,,,
69145,,,
67456,,,
45764,,,
67458,,,
23128,,,
23129,,,
64469,,,
6265,,,
27939,,,
62617,,,
685,,,
44319,12,9,12
4432,24,19,24
6847,14,12,14
82229,,,
28383,,,
65239,,,
3812,,,
62624,,,
62625,,,
4441,,,
6862,,,
45335,,,
45338,,,
68946,,,
38473,,,
28647,,,
6857,,,
65616,,,
38549,,,
62962,,,
54824,,,
33815,47,47,47
62613,,,
6519,19,19,19
3817,543,289,513
6858,584,53,534
6558,,,
6851,189,175,189
34731,,,
68632,,,
2383,,,
2385,,,
28654,,,
68633,,,
66753,,,
68631,,,
62618,,,
3819,,,
29934,,,
28555,,,
98951,45,3,3
66725,6,6,6
44839,,,
37714,,,
628,,,
6859,,,
4577,,,
6914,,,
45772,,,
9926,,,
9933,,,
64859,,,
67576,,,
45877,,,
67578,,,
67579,,,
38545,,,
34756,2424,1939,24
68628,,,
67552,,,
45883,,,
45773,,,
27929,,,
2376,,,
2379,,,
83851,,,
83852,,,
83854,19,19,19
43822,,,
58752,,,
69355,,,
45885,,,
45886,,,
4589,,,
49969,,,
54821,,,
38552,,,
45742,,,
45743,,,
67449,,,
29924,,,
62611,,,
53937,,,
58756,,,
33837,,,
64491,,,
62964,,,
44864,,,
44867,,,
994,,,
5449,,,
1727,,,
83115,,,
27953,,,
2311,,,
27932,,,
5873,,,
45846,,,
65619,,,
82243,,,
6297,,,
54416,,,
64861,,,
62458,,,
2959,,,
4391,,,
45851,,,
67554,,,
67556,,,
282,,,
2316,,,
2318,,,
5874,,,
54424,,,
6873,,,
6667,,,
62638,,,
684,,,
6453,21,198,21
4393,,,
34237,55,33,55
24162,,,
45858,,,
6756,,,
67561,,,
62642,,,
6664,,,
44833,,,
62567,,,
29915,,,
6583,,,
6844,,,
2381,,,
6523,133,133,82
62639,,,
687,,,
27981,,,
64487,,,
37737,,,
44836,,,
68528,,,
66724,,,
27946,,,
27947,,,
6274,,,
6649,,,
6845,,,
4431,64,44,64
6652,,,
64493,,,
33839,,,
58758,,,
64494,,,
64496,,,
2816,,,
64471,,,
6267,,,
43782,,,
54311,85,89,85
29727,,,
37917,869,69,869
62446,,,
64844,,,
68955,,,
67333,,,
65464,,,
62428,81,8,81
6484,,,
45324,,,
65444,,,
65446,,,
8911,,,
44818,,,
34714,,,
66523,,,
68838,,,
82845,,,
66524,,,
9912,,,
68943,,,
67232,,,
68945,,,
67235,,,
44125,11,8,11
65462,,,
45326,,,
68834,,,
6884,,,
83855,,,
6774,,,
6711,,,
6713,,,
24536,,,
68837,,,
9925,,,
6714,,,
28586,,,
54734,,,
738,,,
83857,,,
54761,,,
44824,,,
44826,,,
83858,,,
98831,,,
62548,,,
68831,,,
6763,,,
68832,,,
6581,16,114,16
8918,,,
7313,,,
8518,39,22,39
68971,,,
62932,,,
28616,,,
66756,,,
995,,,
28547,,,
6652,,,
72644,,,
6716,,,
826,,,
6855,,,
6618,,,
23661,9,8,9
8524,,,
819,,,
756,126,133,126
998,,,
64854,,,
9936,,,
9917,,,
9919,,,
54411,,,
66619,,,
6641,,,
23693,,,
4428,,,
927,16,15,16
6729,,,
6669,,,
34695,,,
9937,13,185,13
