ZCTA,BED_COUNT,POINT_IN_TIME,YEARLY_BED_COUNT
72513,12,12,12
72429,,,
726,,,
94585,,,
9335,1171,11,1161
93265,,,
95521,95,87,77
53583,,,
9696,,,
95563,,,
96137,,,
93943,,,
93276,,,
54538,,,
23847,,,
4139,,,
3415,,,
55616,16,13,16
5667,,,
41465,,,
3563,8,7,8
5668,,,
5579,,,
4151,77,5,77
3423,,,
3921,212,27,212
41514,,,
55716,,,
3854,,,
23691,,,
29899,,,
44274,,,
28343,,,
62927,,,
34734,,,
44825,,,
38477,,,
8272,,,
68516,39,26,39
54552,,,
4453,227,197,227
54942,,,
745,,,
74456,,,
73737,,,
9746,,,
97435,,,
9738,,,
97232,629,63,629
97462,,,
9742,36,36,36
15673,,,
17857,5,5,5
15754,,,
18848,2,12,2
8632,,,
85541,9,9,
863,,,
8594,,,
7216,,,
7282,,,
7256,,,
71999,,,
72685,,,
71753,,,
72455,,,
72653,2,,2
9231,9,9,9
95589,,,
92364,,,
9551,98,1,98
33154,,,
32344,,,
32331,,,
95448,39,9,9
81415,,,
39823,,,
83522,,,
5681,,,
2655,,,
2674,,,
46214,,,
39345,,,
32534,25,23,25
35674,,,
5127,,,
5582,459,376,457
5583,,,
4674,,,
39354,,,
23872,,,
68132,,,
28422,,,
4456,,,
28424,,,
34429,38,38,38
6681,45,,45
24237,,,
82414,,,
65656,,,
24245,,,
82426,,,
8243,,,
65664,,,
34953,,,
65667,,,
82431,,,
2426,,,
24263,,,
15612,,,
15351,,,
2132,11,11,11
232,23,29,23
2322,,,
2379,,,
2462,,,
2556,24,16,24
2637,,,
15773,,,
83554,,,
33169,,,
34736,,,
3255,,,
32358,,,
4977,23,5,23
6514,,,
5748,,,
24588,,,
2148,,,
24558,,,
5738,,,
23313,,,
22185,23,16,23
22657,,,
23927,,,
48553,,,
48554,,,
5585,115,9,115
5137,,,
3421,,,
2833,,,
3841,,,
54458,,,
6627,,,
44262,,,
2491,,,
2492,,,
48434,,,
26253,,,
2154,,,
26261,,,
26268,,,
21555,,,
857,14,14,14
2628,,,
21561,,,
26287,,,
26288,,,
21622,,,
21626,,,
883,,,
26342,,,
26349,,,
26366,,,
12866,125,117,69
1179,,,
15841,,,
11721,,,
4629,,,
71351,,,
39355,,,
39322,,,
39183,,,
59544,,,
59736,,,
69216,,,
69346,,,
69219,,,
775,,,
8841,,,
1122,172,172,172
2379,,,
98541,,,
98937,,,
98195,,,
98273,396,296,381
99122,19,6,19
25136,,,
2481,121,27,121
26361,,,
26323,,,
4823,,,
3966,,,
2668,,,
2743,,,
6668,314,264,264
62915,,,
66612,19,19,19
4489,,,
829,137,137,137
2864,,,
6853,173,154,173
38464,,,
65251,27,28,27
62672,,,
68116,,,
54541,,,
23851,,,
82331,,,
82336,,,
68659,,,
38577,,,
12885,,,
12887,,,
12911,,,
176,16,13,16
1843,51,51,51
1886,,,
15633,,,
15641,,,
1159,,,
15658,,,
11549,,,
15676,,,
11556,,,
11561,44,44,44
4849,,,
1421,396,389,396
1979,,,
28734,1,6,1
2879,,,
27537,,,
28369,,,
28721,3,2,3
25813,,,
24854,,,
5331,,,
5372,,,
54564,,,
83121,,,
8241,,,
28714,,,
621,227,216,187
276,,,
2766,,,
3823,,,
24,412,392,312
2612,,,
29,362,295,362
72,,,
722,9,8,9
163,,,
72322,,,
9223,,,
961,614,53,614
38578,,,
65646,,,
24224,,,
68662,,,
54856,,,
68664,,,
38583,,,
24228,,,
34947,,,
65654,,,
2423,,,
7981,,,
87,44,41,44
811,,,
26149,,,
21231,175,172,175
11565,,,
11569,,,
15727,,,
15745,,,
291,,,
754,,,
756,,,
763,1,8,1
765,,,
7642,,,
7644,1,9,1
765,,,
25511,,,
5566,,,
35953,,,
5427,,,
3279,,,
6566,,,
21653,,,
3863,,,
4261,,,
154,,,
18936,,,
1553,,,
18661,,,
1572,,,
1588,,,
2964,3,1,3
29574,,,
95327,,,
93461,,,
917,61,39,61
9647,,,
92844,,,
9688,,,
92134,,,
95246,,,
81131,,,
815,,,
8825,,,
81235,,,
8447,,,
652,,,
463,,,
62353,,,
4671,,,
826,,,
21251,,,
21252,,,
2621,16,11,16
837,844,52,834
2626,,,
2152,253,166,228
26222,,,
12767,,,
175,,,
12776,,,
12789,,,
8722,11,1,11
873,,,
888,,,
16546,,,
1226,357,342,357
16624,,,
16633,,,
16638,,,
2983,,,
2962,,,
296,,,
2924,875,748,875
3745,21,37,21
3733,,,
3733,,,
372,,,
388,,,
37879,,,
3846,,,
57375,,,
5776,,,
37876,,,
38242,15,143,15
384,,,
38474,,,
3774,,,
37122,,,
37388,12,12,12
38375,,,
3773,,,
37179,,,
38152,,,
79512,,,
15866,,,
15921,,,
15922,,,
15925,,,
15931,,,
266,,,
21524,,,
2861,,,
49894,2,2,2
7538,16,11,16
5651,,,
39362,,,
39341,,,
711,,,
3971,65,65,65
64111,33,42,33
7711,,,
884,,,
8812,,,
8822,11,17,62
8829,,,
8863,,,
889,,,
894,57,45,57
113,,,
175,,,
1199,,,
1766,,,
1361,491,449,481
1365,,,
6556,,,
62921,,,
44816,,,
37846,,,
38376,,,
78357,,,
78223,,,
7688,12,12,12
7563,,,
76943,,,
79831,,,
791,,,
8741,,,
723,,,
87412,,,
8731,,,
87752,,,
12177,,,
137,243,227,233
1115,,,
1285,,,
1279,,,
11751,26,26,26
11767,,,
1881,,,
1811,179,123,179
1432,,,
1815,,,
14424,143,141,143
14437,13,6,13
14441,,,
18218,,,
18225,,,
97465,,,
97842,,,
884,,,
333,,,
2486,,,
23891,,,
54452,4,3,3
53132,,,
25976,,,
82214,,,
29664,,,
72532,,,
82324,,,
24112,54,33,34
38468,,,
54755,4,4,3
65565,,,
6726,,,
68954,,,
67334,,,
4561,213,188,165
45612,,,
45617,,,
45618,,,
45621,,,
45624,,,
45631,,,
68977,,,
45642,,,
45648,,,
45658,,,
67361,,,
13116,,,
1471,21,21,21
1124,,,
11239,,,
11233,1684,166,1681
1249,,,
13672,,,
1576,,,
1816,,,
1468,,,
1835,,,
1412,,,
777,,,
833,,,
57783,3,3,3
57315,,,
3783,,,
37642,,,
78877,,,
28449,,,
79834,,,
84741,,,
535,,,
28697,7,6,7
2283,,,
98222,,,
99362,549,316,549
45656,,,
26711,,,
2492,,,
2687,,,
629,,,
74759,,,
4976,,,
99627,,,
1648,,,
11778,12,12,12
11789,11,11,11
11794,,,
11796,8,8,8
11934,21,21,21
11948,,,
16151,,,
11955,,,
16155,,,
984,38,347,38
8322,,,
83211,,,
9823,,,
83221,,,
983,54,27,54
83234,,,
9838,68,68,68
83251,,,
83252,,,
83253,,,
83254,,,
83255,,,
9855,,,
9865,31,2,
37763,,,
23185,33,29,8
14125,,,
14135,,,
14168,,,
1424,164,155,64
14216,,,
55366,,,
16659,,,
12414,21,2,21
12416,,,
16669,,,
16671,,,
12438,,,
5543,,,
49753,,,
61363,,,
95139,8,8,8
24556,,,
99164,,,
7856,,,
161,2886,2861,2857
11421,,,
787,197,181,13
88232,,,
5775,,,
75925,,,
84779,,,
4411,,,
1781,,,
24724,,,
3694,,,
8592,,,
18321,,,
6336,,,
6263,,,
2535,,,
2319,,,
33161,,,
33437,,,
3131,,,
3175,,,
3581,,,
3192,,,
3412,,,
9673,,,
62231,,,
4394,,,
12814,,,
1715,,,
1716,,,
12827,,,
12832,,,
1727,,,
1734,,,
351,,,
3513,,,
441,,,
448,,,
463,,,
4839,,,
533,,,
3246,,,
471,,,
12448,,,
1885,,,
14881,,,
18853,,,
18912,,,
18913,,,
18932,,,
1491,189,187,189
18951,44,36,17
18962,,,
7564,287,221,287
79744,,,
7985,,,
7581,,,
7598,,,
76458,,,
7887,,,
7245,49,32,49
7772,,,
77488,,,
78756,,,
7654,,,
77358,,,
75224,,,
7618,,,
78612,,,
76351,,,
7783,,,
783,,,
75951,,,
7613,333,266,333
83449,,,
83352,,,
83327,,,
647,,,
49629,,,
13126,22,16,22
27885,,,
27824,,,
27944,,,
43926,,,
74937,,,
7847,,,
3466,,,
827,,,
38635,29,29,25
3533,,,
411,,,
4848,,,
1367,,,
1771,27,236,241
1773,,,
13619,,,
13623,,,
13624,,,
13643,,,
13647,,,
17749,,,
17762,,,
17764,,,
17771,,,
4475,112,1,11
4484,,,
78359,,,
77485,,,
2383,26,17,26
847,,,
84528,,,
84654,,,
5252,,,
5867,,,
5485,,,
24441,,,
12574,,,
27577,32,2,32
28169,,,
2839,,,
43463,,,
8463,,,
8478,47,9,46
8449,,,
5446,,,
18231,,,
18234,,,
18239,,,
18242,,,
1825,,,
55384,,,
4114,143,91,84
35442,,,
48226,122,126,122
32321,,,
35444,,,
3263,,,
35447,,,
11693,71,71,71
37752,,,
7884,,,
77979,,,
75633,,,
54857,,,
53122,,,
5646,,,
171,37,38,37
47964,,,
627,,,
6476,,,
61439,,,
8131,,,
224,,,
539,456,444,445
3153,,,
3157,,,
613,,,
3164,,,
752,,,
8422,,,
8423,,,
9733,,,
7523,11,5,11
894,,,
7319,,,
8943,,,
928,52,472,49
8945,,,
9739,,,
45854,,,
45855,,,
69339,,,
6934,,,
45864,,,
4587,,,
69343,,,
45881,,,
69353,,,
45888,,,
6293,,,
29581,,,
23116,,,
58757,,,
287,,,
289,,,
43836,,,
67223,,,
67227,,,
75,,,
7163,,,
8913,,,
731,,,
67628,,,
6936,,,
69366,,,
67647,,,
6766,,,
67667,,,
67674,,,
67737,,,
76248,,,
79248,,,
7667,,,
7643,,,
76872,,,
77988,,,
75474,,,
76539,,,
7698,,,
76525,,,
78757,,,
78133,,,
78352,,,
7563,,,
44828,,,
24134,,,
6559,,,
68728,,,
24277,,,
65689,,,
66856,,,
66859,,,
82443,,,
24293,,,
2174,271,194,229
1793,,,
1711,72,52,32
1345,87,87,87
1351,,,
1362,,,
1376,,,
1722,33,26,33
67837,,,
67843,,,
58763,,,
2314,,,
4397,,,
62219,,,
5877,,,
12742,,,
12751,,,
19436,,,
19492,,,
1958,,,
19511,,,
19535,,,
19544,,,
19554,,,
1964,,,
3195,,,
482,,,
34,,,
489,,,
4815,,,
4822,,,
17522,24,29,24
1342,,,
13421,6,2,6
13435,,,
1755,,,
13471,,,
443,1,5,
35179,,,
4437,,,
68521,,,
28621,2,19,2
38478,,,
34739,,,
8219,,,
4566,,,
45661,4,4,4
45673,,,
67416,,,
67427,426,154,416
4569,16,17,16
4571,412,44,412
45719,,,
69123,,,
69125,,,
1387,,,
17235,,,
13113,,,
13117,,,
17241,,,
17247,,,
3589,,,
3211,44,33,44
67111,,,
8293,14,6,14
82932,,,
45349,,,
45352,,,
24551,,,
82937,,,
9891,779,479,656
98922,,,
5257,,,
38848,,,
4447,,,
32179,,,
5536,,,
3139,,,
4456,4,5,4
3524,85,68,85
38852,,,
5273,,,
736,,,
914,962,745,962
71635,,,
7312,,,
74,,,
814,112,1,112
8418,,,
8922,,,
8713,,,
9729,,,
2832,,,
28326,,,
44243,,,
29835,,,
44251,,,
3824,,,
62523,16,66,81
2825,35,18,35
68717,,,
34972,,,
4533,,,
9811,1419,1265,1393
8331,16,144,16
8332,,,
83321,,,
83323,,,
98121,1651,1647,1651
8333,,,
98136,,,
83337,,,
98174,,,
8334,,,
83342,,,
83346,,,
98221,44,39,3
83347,,,
8335,,,
83354,,,
98237,12,,
98939,,,
9894,,,
98948,15,73,118
991,,,
9923,,,
9939,,,
994,,,
99111,,,
99117,,,
99118,,,
67491,,,
4587,,,
4582,,,
6755,,,
23163,,,
33854,,,
33856,,,
29614,,,
43927,,,
54526,,,
44439,,,
44442,,,
54529,,,
6685,,,
68113,,,
68114,,,
58214,,,
432,,,
44133,,,
45385,243,21,243
4464,,,
3328,,,
31721,,,
3337,52,39,52
96727,,,
96755,,,
96772,,,
96751,,,
98241,,,
9825,,,
29627,,,
12937,,,
1756,,,
1297,,,
12975,,,
12978,,,
12986,,,
132,,,
1769,,,
1772,,,
1321,269,233,269
1776,,,
3553,,,
67515,,,
69171,,,
43787,,,
2393,,,
43793,,,
37723,,,
49958,,,
49959,,,
27954,,,
53928,,,
29577,158,13,157
28716,,,
28717,,,
4565,14,11,14
24312,,,
29584,,,
53947,,,
37743,15,15,15
1996,,,
19116,,,
19135,285,259,285
19146,2,177,2
19358,,,
19372,,,
19374,,,
19383,,,
4123,,,
35586,,,
32425,,,
83443,,,
83833,,,
83235,,,
83547,,,
653,,,
6279,,,
6225,,,
6458,,,
61751,,,
6153,34,296,34
47448,,,
47118,,,
46345,,,
47464,,,
46922,,,
47335,,,
566,,,
4876,19,19,17
5551,78,67,78
6755,,,
45319,,,
24521,,,
6583,163,154,163
83821,,,
83837,,,
83839,,,
9881,689,413,687
83844,,,
98812,,,
98816,4,1,4
98817,,,
98822,,,
83856,15,15,15
98826,1,,1
98827,,,
9884,12,,
28719,,,
6874,,,
9954,,,
9951,,,
99513,,,
99518,,,
9955,,,
99563,,,
99569,,,
99581,,,
98283,,,
99588,,,
5143,,,
5563,,,
4124,4,4,4
4125,,,
4837,,,
35593,,,
17355,,,
17361,,,
35136,,,
55114,541,457,541
4353,,,
46151,122,46,122
3884,34,3,34
55118,229,195,229
4361,135,12,135
3117,27,218,27
3118,,,
4371,,,
38824,,,
47596,,,
47361,,,
578,,,
51364,,,
5324,,,
5218,,,
52757,,,
66751,,,
67512,,,
67482,,,
4359,,,
4744,,,
4225,,,
41366,,,
4324,39,31,36
83871,,,
83873,,,
97913,,,
98845,,,
98847,45,412,423
98862,,,
29718,,,
69129,,,
6745,,,
2369,9,9,9
49935,,,
43768,,,
27925,,,
53911,,,
29571,,,
49945,,,
6259,,,
428,,,
38748,,,
4311,,,
4322,,,
32129,,,
48122,,,
32133,,,
433,,,
313,,,
4336,4,4,4
317,,,
48127,,,
3456,,,
35645,,,
99125,,,
99138,,,
99139,,,
99143,,,
99151,,,
48154,,,
3121,,,
5231,,,
55129,6,6,6
5576,,,
8919,,,
896,,,
79837,,,
8654,,,
972,,,
86515,,,
843,,,
73,,,
44215,,,
34113,,,
6518,,,
411,,,
44,,,
7114,41,41,41
71465,,,
71227,,,
7578,,,
7554,,,
4275,,,
4237,,,
441,,,
4363,,,
2124,,,
188,,,
211,155,156,135
248,,,
4835,,,
2386,,,
58731,,,
37716,,,
4995,,,
3863,,,
44285,,,
29628,,,
43967,,,
62246,,,
43971,,,
43972,,,
2963,,,
43973,,,
29634,,,
43985,,,
3783,,,
99155,,,
9916,,,
99163,17,79,17
99171,,,
6485,36,21,36
44143,,,
44145,,,
2357,,,
62459,,,
3411,,,
3412,36,36,36
3413,,,
388,13,29,13
53931,,,
62478,,,
29824,,,
681,,,
44235,,,
62514,,,
662,,,
23125,,,
53949,,,
4395,,,
23139,,,
29944,,,
5451,17,12,16
23832,,,
29945,,,
48215,169,123,169
483,,,
48551,,,
4869,,,
48374,,,
48335,,,
49631,,,
5661,395,471,363
5656,,,
55973,,,
1799,,,
39194,,,
38873,,,
23936,,,
8466,5,5,5
84628,,,
84533,,,
58833,,,
3787,,,
28425,,,
54559,,,
34431,,,
65278,,,
23884,,,
28433,,,
28438,,,
28441,,,
4882,,,
357,,,
38676,,,
3572,,,
3287,,,
3574,,,
46111,,,
3577,,,
37732,,,
629,,,
29922,,,
28358,47,32,47
6511,5,39,5
6658,,,
2386,,,
28364,,,
6855,,,
62622,,,
23824,,,
4443,,,
29936,,,
44856,,,
82223,,,
44418,,,
6872,,,
34243,,,
28379,16,34,16
28382,,,
23837,,,
6815,198,178,198
41271,,,
3363,,,
39179,,,
4131,8,5,8
35594,,,
32428,,,
55612,,,
341,3,3,3
32432,,,
24574,,,
5152,,,
2112,,,
2115,,,
2436,,,
2363,14,5,14
23958,,,
2215,,,
23867,8,3,8
23899,,,
99348,,,
98328,,,
9858,,,
98925,,,
98819,,,
9917,,,
23954,,,
26623,,,
2626,,,
24986,,,
32328,,,
37,,,
46117,,,
3441,,,
4171,152,136,152
55731,,,
32461,,,
3442,,,
3445,,,
3448,,,
41749,,,
55734,9,8,9
4176,,,
3451,,,
44121,,,
5437,,,
44126,,,
54819,,,
35584,,,
55455,,,
2151,,,
25523,,,
2171,,,
2177,,,
25557,,,
219,,,
2115,,,
25621,,,
25653,,,
25671,,,
7739,,,
21136,98,61,98
6438,,,
3918,178,117,178
3411,,,
41339,38,28,38
25849,5,5,5
2587,,,
2596,,,
25916,,,
25951,,,
25962,,,
3933,,,
55763,,,
6465,,,
6467,,,
85724,,,
9791,,,
9974,,,
99772,,,
54911,223,214,218
56113,,,
48367,,,
59441,,,
5664,,,
52232,,,
55753,,,
81643,,,
616,,,
76311,,,
7817,,,
98559,,,
23461,,,
2973,149,96,11
64847,,,
3792,88,82,88
64849,,,
29733,,,
44136,,,
28244,,,
62448,5,5,5
54665,1,,
54666,,,
54667,7,7,7
38368,,,
2419,,,
3421,,,
2835,,,
2581,5,361,5
2581,,,
35646,,,
41858,18,5,18
35649,,,
46595,,,
346,,,
6459,,,
6461,,,
48464,,,
35653,5,5,5
21746,,,
824,,,
39338,,,
4852,196,169,196
518,,,
5111,,,
55771,1,1,1
4232,,,
6474,,,
32531,,,
35672,,,
8346,,,
26757,,,
8352,,,
842,84,74,84
26814,,,
54451,,,
3819,1,12,1
3821,,,
65536,,,
112,,,
13784,,,
2817,,,
594,,,
15625,,,
1627,,,
43151,,,
97438,,,
97412,,,
85344,,,
35962,,,
72576,,,
9419,,,
95459,,,
8112,,,
848,,,
6243,,,
6373,,,
34216,,,
3869,,,
6578,,,
3877,,,
6838,,,
2991,1,1,1
6842,,,
4437,246,227,246
54487,4,4,3
44311,216,25,216
24137,,,
68527,,,
44838,,,
24142,,,
9963,,,
9966,,,
98284,28,7,28
99613,,,
8243,,,
26582,,,
26586,,,
2661,125,93,125
2661,,,
832,69,67,35
62874,,,
4473,6,6,6
62879,,,
2856,22,14,22
38381,,,
65483,,,
4475,14,14,14
68436,,,
28583,,,
68452,,,
65542,,,
62896,,,
3841,13,11,13
68456,,,
65548,,,
38425,,,
34684,,,
38451,,,
65552,,,
4482,,,
821,97,98,97
24599,,,
6722,448,44,448
19734,,,
8157,,,
929,3,29,3
9265,,,
33786,,,
32227,,,
39828,,,
3346,5,31,5
3268,,,
8367,,,
4211,79,79,79
791,,,
7438,,,
643,,,
4631,,,
99614,,,
29644,1,1,1
54113,,,
62266,,,
289,,,
54114,,,
23231,,,
62273,,,
37818,,,
2811,,,
62281,,,
62285,,,
37825,,,
2818,,,
5839,,,
32465,,,
3564,,,
34661,,,
68445,,,
45363,,,
82944,,,
2457,,,
8311,,,
8312,,,
34748,63,4,61
5482,,,
28645,197,171,197
24168,,,
62961,,,
44861,,,
62963,,,
28651,,,
44436,,,
24179,,,
24184,,,
28655,35,26,35
6676,,,
8231,,,
82321,,,
82322,,,
28657,,,
38568,,,
65626,,,
6563,,,
82329,,,
38571,,,
66767,,,
21869,,,
5163,,,
2724,233,232,233
49726,,,
4966,3,2,3
2543,,,
2567,,,
592,,,
26415,,,
54615,3,3,3
53223,,,
24836,,,
4181,,,
3453,,,
21652,,,
26411,,,
897,,,
26416,,,
26419,,,
21664,,,
26425,,,
26426,,,
26444,,,
26451,,,
26452,,,
2175,,,
21733,,,
2658,,,
28652,,,
68634,,,
8224,,,
24175,,,
5483,,,
6921,,,
69211,,,
69218,,,
45835,,,
6931,,,
67553,,,
12455,,,
12466,,,
16686,,,
16724,,,
28666,,,
54843,11,11,7
38572,,,
7848,4,4,4
25981,,,
21216,,,
1683,13,1,13
16833,,,
1684,,,
16848,,,
16866,,,
16868,,,
16879,,,
531,,,
25139,,,
8251,,,
82718,,,
21675,,,
92132,,,
45351,,,
45899,,,
45372,,,
44654,2,17,2
45853,,,
7372,,,
65457,,,
68415,,,
28551,,,
28554,,,
68419,,,
44693,,,
6547,,,
2894,,,
82834,,,
24528,,,
6771,,,
82839,,,
6773,,,
24531,,,
45334,,,
1673,,,
16735,,,
1253,,,
1682,,,
16821,,,
12534,17,17,25
16825,,,
12547,,,
1955,111,113,111
1974,,,
831,,,
16915,,,
1692,,,
12722,,,
852,,,
26851,,,
8528,,,
21863,13,12,13
21867,,,
8553,,,
2189,,,
21913,,,
21914,,,
13333,,,
13338,,,
97739,2,9,
9737,,,
9761,266,266,217
97836,,,
9738,11,11,11
97214,359,325,359
15561,,,
15642,,,
18974,152,13,152
15716,,,
1537,33,32,29
15449,,,
1526,,,
17982,,,
8291,27,14,27
82922,,,
82925,,,
28628,,,
62949,,,
2863,,,
62953,,,
5486,27,8,26
6568,,,
66736,,,
24151,25,4,25
3854,,,
82215,,,
66741,,,
28643,,,
67459,,,
69142,,,
8316,,,
832,,,
26679,,,
2674,,,
13134,,,
17257,,,
17266,,,
1736,,,
1737,,,
13163,5,5,5
17317,,,
1325,68,49,68
13211,,,
1329,,,
1339,,,
13341,,,
1747,,,
13365,,,
1757,,,
1341,,,
2469,,,
24612,,,
24614,2,2,2
2462,,,
6727,,,
24635,,,
24639,,,
45428,89,68,89
68934,,,
1556,,,
1897,,,
1785,,,
29153,,,
2997,,,
2946,,,
2994,,,
57379,,,
57532,,,
57758,,,
3812,,,
57788,,,
37379,,,
3798,,,
38311,,,
3732,,,
37821,,,
38341,,,
38254,,,
69148,,,
67475,,,
69152,,,
69154,,,
6629,,,
68157,,,
2389,,,
6277,,,
28444,,,
4467,,,
38256,7,12,7
4461,,,
28712,34,32,34
54893,,,
82435,,,
8244,,,
82441,,,
24273,45,27,45
68858,,,
68861,,,
45378,,,
8311,14,2,14
83112,,,
24589,,,
83113,9,,9
2459,,,
45388,,,
45389,,,
9924,28,17,28
9931,316,153,316
99328,1,,1
9935,,,
99359,,,
9941,,,
8434,,,
891,,,
81324,,,
31833,,,
27516,115,14,95
49677,,,
6386,,,
29338,,,
37213,,,
2934,,,
33473,,,
63868,,,
59833,,,
2752,,,
59837,,,
29346,,,
37219,,,
49835,,,
36853,,,
57251,,,
51363,,,
52595,,,
5925,,,
31217,,,
36477,,,
59254,,,
4734,,,
4735,,,
3669,,,
3675,,,
39663,,,
5266,,,
42718,7,5,7
663,,,
42721,,,
48861,,,
382,,,
36567,2,9,2
59417,62,62,62
59419,,,
6337,,,
9291,1445,1147,1445
96117,,,
9644,,,
218,1498,1299,1468
33139,93,66,93
61834,,,
51647,,,
55725,,,
4268,25,14,25
63565,,,
87419,,,
43446,,,
97367,,,
29635,,,
4363,,,
26833,,,
7639,,,
86332,,,
92337,,,
9413,,,
44278,42,35,42
74766,,,
9752,3,3,3
15767,65,33,65
15865,,,
4933,,,
2215,26,26,26
4841,,,
59421,,,
3151,,,
33136,1875,1926,1875
47546,,,
59425,,,
61321,,,
33174,,,
31557,,,
36726,,,
3761,,,
5776,,,
61328,,,
59538,,,
49684,179,177,179
37228,,,
63874,,,
5984,3,,3
27524,32,19,32
29353,,,
59843,,,
29355,,,
57455,,,
57457,,,
99691,,,
83525,,,
98353,,,
98355,,,
29655,,,
29659,,,
3783,82,8,82
4446,,,
29661,,,
4449,,,
28114,,,
29666,,,
37841,,,
29669,,,
47639,,,
6684,,,
59221,,,
2421,,,
43433,,,
8735,,,
29927,,,
97147,,,
8931,,,
7571,22,172,22
89311,,,
89314,,,
8212,25,2,
89316,,,
55395,,,
3862,,,
65586,,,
6379,,,
68635,,,
724,,,
7721,,,
8753,,,
13662,37,37,37
19,845,834,845
55425,,,
39479,,,
59828,,,
5964,,,
4454,7,7,7
37847,,,
54149,,,
6235,12,12,12
54151,,,
29671,,,
3835,66,66,66
3648,,,
5261,24,2,24
52621,,,
59255,,,
52624,,,
6127,,,
36862,,,
63638,,,
56672,,,
47872,,,
47876,,,
6143,,,
61433,,,
47881,,,
6364,,,
3179,37,27,37
43117,,,
47884,,,
33323,,,
2175,116,16,79
59714,,,
572,,,
63377,,,
5766,,,
581,,,
36582,,,
63767,,,
31787,,,
59739,,,
71854,6,11,6
8943,,,
71857,,,
865,,,
81419,,,
32466,,,
3315,,,
3233,,,
31546,,,
3346,,,
96796,,,
46268,,,
46998,,,
46379,,,
512,,,
41232,,,
39428,,,
892,,,
358,8,3,8
8825,,,
88422,,,
1522,,,
2721,,,
589,,,
5876,,,
45158,,,
4962,14,3,
963,54,19,54
95631,,,
81611,24,21,
8456,,,
651,234,175,234
4321,236,211,236
2737,,,
49633,,,
4322,25,26,25
37172,,,
59743,,,
59745,,,
5318,,,
5311,,,
3353,,,
27526,,,
59846,,,
3736,,,
58452,,,
27822,,,
29493,,,
22922,,,
64123,,,
4368,24,18,24
37614,,,
4361,99,5,94
2956,71,45,71
5863,,,
22942,,,
58631,,,
6413,,,
37617,,,
58634,,,
27841,,,
53588,,,
5936,,,
62812,,,
54622,,,
68332,,,
2393,,,
38917,,,
68822,1,,1
4551,,,
2956,,,
37881,,,
64,,,
47553,,,
5157,,,
6726,,,
42261,,,
7352,,,
271,,,
49263,,,
49634,,,
35481,,,
3633,,,
36768,,,
3329,,,
32564,,,
314,131,13,131
96743,,,
83524,,,
83278,21,11,21
4571,,,
45769,,,
37722,,,
49967,,,
65613,,,
69221,,,
45866,,,
66758,,,
53959,9,9,9
82334,,,
9458,,,
7741,,,
94513,,,
66415,,,
54629,,,
38318,,,
23942,,,
23944,,,
68342,,,
3832,18,17,18
66431,,,
45132,,,
54937,,,
45133,24,23,24
29379,,,
5751,489,271,486
63935,29,14,29
54555,,,
8657,,,
71647,,,
424,142,132,142
9648,,,
97834,,,
74569,,,
35634,,,
71953,,,
81429,,,
17884,,,
29388,,,
57358,,,
37321,,,
38321,,,
3795,,,
77662,,,
23436,,,
2633,,,
3585,,,
36616,,,
8555,,,
85648,,,
72553,,,
92386,,,
95542,,,
8123,,,
3224,273,249,273
1177,,,
17737,,,
83835,,,
98833,,,
2454,,,
68846,,,
68438,,,
24557,,,
28581,,,
94516,,,
77414,,,
77422,,,
77423,,,
77426,,,
77435,,,
94534,,,
7744,,,
77448,,,
8946,18,14,18
85193,,,
8731,218,261,218
8949,,,
8735,,,
8941,3,2,3
8731,,,
7315,125,112,125
89412,,,
14585,,,
147,12,11,12
55977,,,
32639,,,
4224,28,26,28
6557,,,
51431,,,
3264,,,
39462,,,
35896,,,
3591,69,48,57
32648,,,
51443,,,
42276,35,22,35
39466,,,
2199,,,
56356,,,
36874,,,
99649,,,
8645,,,
7276,,,
43914,,,
74729,,,
5724,,,
37852,,,
185,1,1,1
752,,,
73567,,,
55615,,,
2799,,,
25688,,,
85337,,,
72687,,,
8231,75,75,75
67156,,,
54751,68,57,57
924,,,
28334,22,13,22
99664,,,
85937,,,
72519,,,
7172,,,
9398,,,
85145,,,
7186,,,
84112,,,
9728,149,131,149
85192,,,
79772,,,
79789,,,
7983,,,
79839,,,
1454,2361,2298,2361
71486,,,
59471,,,
7878,,,
4316,121,114,121
45325,,,
97488,,,
16847,,,
78393,,,
52588,,,
15347,,,
8382,,,
7444,,,
4445,,,
15348,,,
62,,,
6113,,,
4311,,,
56653,,,
3165,,,
29137,,,
56657,,,
47853,,,
63629,,,
61416,,,
3686,,,
6363,,,
47857,,,
5971,138,127,138
56661,,,
5826,,,
47863,,,
47866,,,
2936,,,
3739,,,
6111,144,135,144
81137,,,
8141,24,22,24
216,72,67,72
3673,,,
7632,,,
49781,2,2,2
21624,,,
413,,,
2338,,,
823,,,
4351,,,
29676,,,
1224,,,
5743,,,
26218,,,
79842,,,
79843,,,
79846,,,
79852,,,
79855,,,
7992,,,
79924,,,
96799,,,
538,,,
98934,,,
54514,,,
254,,,
247,,,
74727,,,
35146,,,
29475,,,
49817,,,
43553,,,
6411,,,
29479,,,
49821,,,
6412,,,
49826,,,
5778,,,
58577,,,
39773,12,4,12
36251,,,
6328,62,59,62
57724,,,
498,85,78,85
5224,364,336,299
36262,,,
598,,,
22485,,,
59854,,,
3313,9,82,9
33131,77,78,77
27344,6,4,6
