ZCTA,pop,minDist_OTP
12045,475,12.84
46375,23484,6.11
15223,6521,3.23
10954,23354,4.16
10963,4276,9.58
10969,1379,11.26
10974,3175,4.51
15728,3399,19.39
11024,8101,4.88
13669,15782,50.3
17772,2577,7.67
13678,276,74.07
13862,4429,17.38
14009,5341,25.57
14012,2379,13.17
16314,5411,9.96
12047,20935,3.73
16322,100,26.21
14754,594,23.65
10987,3342,8.15
16329,518,19.74
32346,1769,27.6
17777,7320,3.11
30220,5375,11.02
17948,4777,10.67
17951,258,15.99
14013,1708,12.78
01096,2695,8.05
01105,11957,0.73
20740,31848,3.13
12067,1635,10.86
16342,2270,24.92
48240,17395,3.1
46390,3085,10.42
16157,3076,9.37
11968,10667,13.3
40826,640,29.18
40827,1076,21.23
01225,3135,7.65
01226,6782,3.96
01238,5903,7.5
15479,1955,4.64
16226,7633,7.76
12009,8036,9.24
16232,4205,31.31
16240,1407,33.91
37087,46846,21.6
78618,331,76.61
75949,7501,15.9
13775,1769,42.59
17827,685,22.16
15534,1048,15.13
15545,2588,7.35
16250,571,20.49
10925,3878,11.08
10931,1017,2.92
14052,16614,10.99
14062,3248,30.63
14063,14676,36.51
48242,0,8.57
60406,25256,3.33
17842,8660,20.6
13807,1278,36.14
40913,391,29.09
05851,6491,8.13
13777,352,12.52
18618,3757,13.29
50571,406,81.49
25253,2230,26.88
07421,7357,12.39
20832,26448,4.9
20833,7750,8.53
46228,15586,4.32
18015,33559,2.68
14075,42471,6.1
15631,1238,7.28
11434,65791,2.5
11435,59296,0.59
11516,7670,6.76
11530,28454,4.19
11548,2963,6.74
15660,344,8.46
15663,426,6.35
15665,1494,7.56
16345,3459,21.08
39097,598,50.1
48306,27663,7.5
32350,1184,19.28
07435,2629,10.72
41095,3652,16.66
16131,970,10.22
41076,17198,5.24
18453,990,25.97
18457,216,20.23
16645,163,18.0
46733,18715,22.49
26376,543,34.39
16863,700,10.27
25608,987,22.98
32352,6698,16.9
15747,2008,22.25
15753,463,22.31
13809,1546,34.38
20785,37601,2.2
79322,1998,35.96
78633,25847,14.81
78728,21480,5.54
26385,3957,7.47
76693,1629,46.68
76639,1471,36.8
25241,2149,31.1
25251,210,24.39
07410,33081,3.2
50579,2682,71.74
16023,4633,12.13
11766,12414,13.63
98604,37036,9.61
98405,23278,1.64
99006,13055,22.17
98582,238,29.47
77466,401,26.62
78405,15326,2.25
02837,3505,6.8
24411,70,16.56
14427,2044,26.75
55423,36186,2.15
32356,91,51.56
50590,853,102.34
25570,6023,13.19
41632,480,19.87
50432,246,88.06
16262,2849,15.11
17968,273,22.39
79103,10995,4.42
77083,79996,8.7
25958,864,25.07
98675,6888,17.03
98240,3132,10.48
17265,621,27.38
11942,4597,6.03
14701,39731,20.8
18504,20531,4.37
17019,18392,8.95
23124,4339,20.2
26560,243,10.41
01347,175,4.68
02446,29834,1.14
01129,6762,5.05
61467,1170,32.75
23359,1128,11.98
20608,738,6.75
20609,1135,12.58
16114,639,14.99
16130,2129,12.26
14712,3178,21.34
20653,23546,5.01
37396,198,4.67
98686,20021,1.85
15201,12237,1.4
16319,1343,34.54
22026,15845,17.48
23669,41669,6.1
24087,4323,15.56
11972,1171,5.87
41055,2060,23.75
55414,34725,1.07
46383,41698,3.26
20657,18963,11.05
07036,43607,4.05
20660,26,13.39
20852,46904,0.64
20853,31178,2.06
19390,14195,4.03
77521,59722,13.02
77306,13245,9.34
16650,1897,24.68
16334,344,38.15
17364,3732,9.36
15346,427,8.68
15688,1161,1.64
10990,20010,12.64
11001,27867,1.87
11004,15234,0.25
11023,9215,3.6
18603,19168,11.42
19939,7221,4.56
07076,24121,2.2
16148,16233,2.77
11953,13401,14.76
05860,2584,11.21
31810,245,24.61
61932,439,29.02
70032,4501,4.53
02465,11964,3.12
48185,47865,4.39
79347,7233,67.07
79730,259,62.63
71414,107,47.46
40979,20,24.53
20721,29811,6.99
12059,1657,15.12
12061,9325,6.14
16217,65,45.45
16222,2654,24.06
19962,11820,5.14
15821,131,21.56
17554,7794,3.4
15847,300,33.03
16871,40,21.54
91755,27734,3.06
31568,685,20.91
80454,1347,11.29
29645,9643,11.22
16218,953,18.6
11977,2455,5.97
14616,27616,8.68
18437,164,34.24
20754,6910,13.52
25124,1588,20.08
12041,638,11.32
19551,4870,4.14
17246,175,29.11
19319,747,8.63
16035,92,16.03
17049,3404,31.27
17345,7829,7.66
18640,17218,5.36
15948,696,15.86
57383,799,98.3
16255,1666,30.24
12020,33456,9.61
16301,15931,31.31
12043,8171,24.48
37080,7349,13.37
38333,185,21.85
05067,191,10.36
38361,977,7.1
37029,6927,0.58
18610,5062,10.65
14743,1780,21.27
20724,17736,2.66
20732,9664,8.12
20733,2788,12.47
12065,42868,6.26
05770,943,26.31
22743,291,21.04
05873,643,9.59
23084,1472,21.22
22030,59466,6.18
25181,1192,23.34
12062,1730,14.04
55418,30211,1.51
11978,3058,5.93
11980,5604,14.34
14621,33264,5.38
14622,11976,7.71
18452,4880,3.85
29696,5386,6.08
30527,4377,11.04
51058,826,75.74
48611,6646,14.51
29448,2309,35.95
51060,598,54.93
60510,29533,4.82
50575,1017,81.95
50576,318,94.99
41074,5458,2.09
14617,22589,7.88
18443,447,29.75
10573,38861,7.37
10598,29492,6.98
10607,7194,7.14
10706,8734,3.72
10708,21935,1.93
57038,1580,67.71
57344,154,93.99
57472,1039,99.82
57548,1535,149.09
57752,1755,240.9
76490,79,17.12
42086,4142,3.95
57621,370,74.13
57017,1464,32.26
37217,31218,3.87
41094,15769,4.33
48309,30125,4.05
39088,92,42.77
14747,2201,25.8
18612,18555,10.26
14748,619,12.31
78243,424,3.7
22968,10810,14.94
76874,0,72.19
78258,46418,7.23
76682,2817,15.58
79783,284,23.11
60403,18254,3.24
55416,32171,4.13
12022,591,12.06
20782,32553,1.82
25211,210,37.09
16341,1773,25.67
50578,584,112.21
30303,6719,4.69
46394,12358,6.48
26285,471,33.77
99346,466,16.75
15473,3891,1.96
75001,15000,0.59
84029,10670,40.81
25639,344,23.39
25102,194,17.07
25306,7250,6.15
20784,30184,2.0
07311,404,1.69
60408,5649,18.86
30297,28077,2.66
20850,51568,2.57
02650,845,12.67
02652,761,25.2
02655,3393,10.09
02664,8850,1.19
14485,3989,15.34
14486,370,14.51
14462,519,29.3
14466,1482,22.58
14467,10056,4.18
02669,111,11.29
02670,1202,2.76
20002,64895,1.48
41214,617,10.36
41216,1283,5.69
30342,30187,6.62
19035,3903,5.52
19043,2331,3.65
19044,16350,3.72
55437,18183,5.26
12439,290,25.79
18252,10577,12.69
14502,10545,14.25
45750,26906,12.35
98263,76,23.53
53948,8108,56.46
14715,2840,27.14
18505,20606,3.61
14716,2746,32.31
07108,22047,1.08
11758,53424,2.23
16020,1131,16.45
18074,5688,8.83
12440,1999,13.47
16677,263,18.16
12443,3378,3.21
32423,1025,28.76
30268,10434,9.96
39062,597,27.82
48228,55737,2.86
48229,9372,8.11
30269,35904,6.83
02673,8484,2.7
02675,6616,1.62
02713,40,12.95
02717,4885,7.79
25526,22889,22.64
21061,54059,0.66
07717,1761,1.66
41226,324,14.56
50636,1723,81.89
25705,21825,5.15
21160,2845,11.15
11937,15984,11.2
14505,4925,22.6
55406,33456,2.11
50542,921,76.14
30277,22247,4.73
20755,10297,2.46
20758,466,12.89
20764,4177,10.58
12516,1640,13.94
39152,1361,33.69
30338,35435,3.33
18078,7501,4.5
14221,54081,5.34
14222,14037,0.99
18086,680,10.22
20769,7439,6.78
07111,54035,0.23
35476,7473,5.53
16061,2451,9.21
07738,6310,3.54
21133,32489,4.15
41042,51892,8.63
07726,43870,3.47
21144,35240,3.35
07747,31146,2.37
21146,28006,5.94
21074,14872,8.22
25540,129,24.84
07719,21331,3.15
18426,4226,14.08
60202,32861,0.77
32330,828,24.14
46350,42654,0.72
50548,5663,76.88
60401,7779,11.29
50532,892,56.25
12503,520,13.08
21152,5511,8.58
19064,24672,3.99
41046,1263,18.71
50627,3175,50.68
55444,16515,1.03
30339,23373,3.06
50628,1202,54.24
50528,268,109.99
46356,17822,14.72
16050,1488,14.41
11777,8951,12.39
16054,363,24.28
12507,236,6.72
16732,283,7.53
12513,354,19.03
12514,2905,4.8
19405,5360,0.71
39078,873,31.74
50557,703,50.39
12517,455,11.65
12454,363,24.67
12457,893,13.59
19086,11537,2.28
19090,18492,3.82
19104,54311,0.62
19112,0,3.47
19113,93,5.07
11780,15753,5.68
14301,12594,0.49
16125,17246,13.51
11932,1138,12.24
21085,16177,1.29
25560,7979,18.5
12531,3323,8.31
07746,18532,5.59
16738,2507,11.05
46524,2353,29.92
60433,16629,4.97
25573,930,23.12
19115,34479,1.49
12481,1398,10.61
12483,285,16.27
12484,2671,9.24
11935,3199,9.25
72153,2371,60.1
41039,2709,31.16
19047,35476,2.33
19050,28340,0.3
19054,16543,2.79
19056,15540,3.04
60193,40248,6.47
25601,5238,20.16
19066,5497,2.2
19070,7017,3.94
19072,9633,3.67
19078,11240,2.6
12492,210,23.1
16740,1077,18.43
16744,208,8.07
16745,555,9.42
30253,55176,1.09
20639,15139,4.21
39056,26106,11.7
55397,2825,33.08
19422,18991,4.55
50643,2862,51.22
19079,9286,2.94
19082,41016,1.34
19083,36282,3.46
18851,776,17.11
32324,4726,21.1
12524,15964,7.37
21111,4995,10.24
25632,289,20.52
16025,5237,10.74
14516,2454,26.76
14519,11771,17.39
41231,1026,11.22
41238,598,8.81
16801,44641,2.26
30265,34690,1.87
11771,9500,9.87
25637,774,19.0
25647,738,18.25
19119,29391,1.73
19124,68965,1.32
18902,21343,2.78
18330,8379,12.28
18102,49583,3.29
14551,5426,29.73
16668,3293,16.65
12430,1147,30.24
19060,11308,3.17
32427,926,36.92
48363,6408,9.7
19026,31072,2.09
19027,19999,2.44
18925,6691,5.67
19342,18859,6.72
19343,7946,8.05
14560,2142,29.04
14561,3021,31.82
18844,1964,23.92
14871,4879,4.49
14874,216,34.68
12533,25406,9.78
16822,2115,28.71
19362,5884,13.75
03771,927,11.11
03784,4004,1.07
03830,2095,27.64
55382,3649,17.77
46349,2838,21.66
03870,5319,6.33
16028,1748,16.85
16029,791,5.12
11768,21158,7.43
11769,8706,8.25
16036,160,22.73
14882,4072,10.1
18901,27469,2.04
14889,1659,16.08
60430,20227,1.46
03851,4072,14.67
14482,8189,10.2
46371,3354,8.73
30285,639,17.5
20602,26078,1.74
16256,2248,28.64
12023,2134,18.24
19007,20925,1.89
19008,20794,5.47
19010,21027,5.31
19013,35345,0.69
19022,3948,1.54
16037,4743,9.72
11776,24666,11.49
18077,2385,9.39
19030,11722,1.81
46373,15480,6.93
41030,5949,8.41
55398,15891,27.91
14414,7101,15.22
14415,205,34.03
14418,1333,37.94
18222,9339,5.73
19023,22146,1.7
12431,1129,24.54
50626,1721,52.18
14877,465,40.16
25515,2030,28.37
30331,64492,5.26
60425,8912,2.67
19006,22367,1.02
12428,7022,20.84
12429,294,8.12
48197,68102,4.27
13744,1143,10.55
13752,771,47.78
13754,3233,24.4
50438,4109,87.21
60154,16573,2.98
50622,3230,62.19
50624,1657,63.36
14864,1253,20.52
18842,271,22.71
18843,285,20.34
41189,2076,28.51
50632,1045,51.45
15955,2475,9.01
13746,2000,13.5
04485,208,55.94
04535,842,24.95
04579,3089,24.07
04765,1070,91.06
04855,195,12.87
04862,4146,13.52
04864,4718,6.06
15961,801,12.92
11757,44115,2.58
21050,18586,2.85
25520,1883,17.96
07704,5943,3.1
35571,811,16.78
04757,3016,110.86
14001,9549,12.78
15779,765,3.9
15783,111,12.48
15784,71,36.06
11703,15952,6.03
15824,5253,27.03
11706,68773,6.45
89815,14368,190.59
10169,0,0.91
21078,18097,3.08
50633,375,70.36
21128,14425,4.98
07735,18586,1.57
50420,328,75.95
60146,2655,13.3
32219,11931,8.41
01243,257,11.56
50433,329,83.48
11705,7565,10.89
17967,2471,14.44
17970,3139,19.08
40729,4879,20.19
30188,63171,4.62
32222,9772,8.56
50424,1454,86.5
48198,38797,4.38
41169,5309,4.84
30336,234,5.51
48331,21650,7.17
41183,1598,7.06
30341,32341,3.58
30205,2864,11.72
35218,7178,4.79
32225,54496,4.52
32221,30227,7.8
01301,17713,1.65
40759,2493,9.87
55349,3880,33.95
46259,11364,5.96
13830,5196,28.53
58785,1169,10.07
15662,188,2.94
25652,1337,15.19
07732,4834,6.33
35582,4444,26.5
17901,23126,17.05
17921,7556,21.88
11749,3345,3.56
40763,398,20.48
48203,22939,0.37
55346,16413,11.63
17938,2358,20.01
14020,22642,2.0
14032,8955,8.9
14034,2800,21.05
55450,9,1.85
30345,25562,3.7
12465,199,26.9
17959,1354,17.72
14024,1567,29.12
14028,1703,9.97
14033,1754,10.98
11552,25178,5.1
11553,25869,2.44
17941,808,25.33
14042,3966,27.66
14043,24420,6.81
14047,6298,12.67
17985,1205,12.88
14048,14177,34.19
50447,1304,84.94
46278,8481,9.93
16701,17297,6.06
12496,1463,29.47
16725,313,3.81
01257,2003,6.9
01262,1066,4.17
55350,17872,47.24
15692,1146,8.41
15695,488,5.56
11563,21965,6.75
15697,2886,3.41
01339,1428,8.68
46280,7490,6.74
15469,1978,13.29
15470,786,8.32
25545,4904,12.81
25547,866,25.16
21076,17204,2.5
15552,5899,12.86
15559,1800,17.68
15431,4112,3.25
17856,3202,2.95
13835,1276,17.25
40902,1359,26.21
25669,1052,19.26
07733,16566,4.19
16827,4745,5.95
19125,24674,0.58
19129,10640,1.56
15632,9698,10.2
15670,3345,8.43
11557,7480,7.16
11559,8181,8.18
13827,11315,17.49
15681,4474,11.69
12538,13996,5.51
12540,8071,7.64
16826,433,25.59
19131,44972,0.6
19134,61509,1.41
19136,34470,0.58
19138,32399,1.24
19139,44870,0.55
19145,46623,1.85
19148,52594,2.1
15683,7824,5.96
15686,832,7.99
15691,78,8.66
32304,47787,6.61
15722,2323,17.91
11568,4704,4.77
11576,12099,4.75
11579,5209,7.43
15730,101,36.07
11580,43714,5.04
12449,3433,3.79
14892,8084,20.1
48348,24257,7.68
30344,32706,2.07
19363,17119,11.74
19365,7290,7.34
19373,4931,7.38
19401,42116,1.27
30217,9144,18.35
13687,503,62.25
75137,19586,4.48
64420,64,55.87
40815,1198,34.72
40816,15,19.8
48350,7281,7.65
18944,25710,6.06
14905,8593,8.48
18966,37649,4.24
16746,1291,29.22
16748,2680,25.96
12528,12871,3.92
50459,3014,57.68
40856,723,34.28
40868,928,19.22
35235,20926,2.96
40874,394,25.49
18969,15400,6.6
39169,2586,53.53
41254,316,6.99
12545,4750,11.97
16829,702,22.27
55358,5117,23.46
13783,2665,33.82
17841,4827,27.56
13801,1413,30.15
41255,1188,7.35
12451,1536,25.38
16683,348,12.25
30340,28028,1.95
18834,3505,19.76
18929,9624,3.74
14894,1253,7.8
17837,19942,7.77
13794,70,21.89
50482,841,82.41
40965,12415,30.09
55371,16968,28.98
60178,22413,12.63
60180,2077,16.27
50630,1934,75.69
12458,2804,22.15
12459,196,39.18
12460,373,26.28
18938,14057,7.75
18977,4136,6.67
19002,32466,6.66
19003,13565,4.43
50483,652,99.43
11697,3540,3.61
11701,28149,0.6
13690,835,45.9
13691,2878,18.06
17801,15979,16.32
13696,47,70.59
12463,1594,17.79
12464,653,17.88
55602,197,38.38
26269,945,39.08
16927,586,38.42
12734,903,25.65
12736,58,38.38
18826,1515,23.22
18828,296,22.42
21636,1147,14.16
60440,52246,1.87
50671,189,50.79
55708,696,54.38
12577,1972,6.83
21620,13155,15.28
08080,36988,4.93
35552,887,9.22
16354,10902,22.67
16412,10648,16.93
12134,4186,21.43
12581,2313,5.67
16872,1781,24.26
16878,1816,7.69
16882,467,24.43
21639,4639,12.06
41513,334,13.2
41519,1107,6.55
48420,21607,8.35
60443,21554,6.68
12156,1151,12.57
12158,6852,8.82
25313,11816,10.67
20902,52484,4.08
20903,26206,2.44
20904,57035,5.65
12210,9706,0.53
16689,487,26.78
12769,160,15.74
12770,293,10.48
12775,1986,16.82
12777,850,12.58
17009,1987,18.63
87056,1077,31.56
10167,0,0.97
58533,1021,55.59
41526,79,2.79
16921,454,38.08
12720,113,23.23
12724,256,36.21
21228,48133,3.22
12470,480,24.6
12474,1082,37.49
19149,59633,1.9
19150,22492,2.57
18655,5694,4.94
18660,3586,11.29
41121,1209,10.56
50601,2639,64.98
12785,1119,12.14
12803,8525,32.49
12812,104,64.33
12821,2766,24.02
12823,472,33.38
14826,2000,42.78
18702,39841,3.78
12859,2489,20.09
46536,3065,10.73
55704,997,52.64
50665,3053,72.65
48417,2610,13.22
46543,3289,33.97
48419,2349,38.04
60020,9827,0.33
41360,464,34.92
41365,234,34.85
41367,182,9.28
48393,16760,0.3
41408,485,26.06
19534,1810,11.61
19539,4819,8.92
19549,264,14.98
19555,3447,10.27
40104,969,30.18
07936,11116,6.95
07940,17156,7.68
21222,54873,1.37
60022,8477,3.63
07974,12407,5.18
07979,440,11.61
07980,2253,5.66
26105,11601,4.64
26138,141,22.86
35040,17141,8.29
30039,46126,9.02
21229,47644,1.2
17018,4475,6.0
26339,212,16.57
21629,9726,14.15
07950,19148,2.72
40175,13932,14.34
46544,31359,9.43
26142,2387,4.79
50682,1837,36.49
41553,2157,15.46
21230,34947,0.89
26169,624,13.95
32062,2085,20.12
41421,372,24.91
16613,1379,8.33
16620,343,14.58
16623,590,16.14
41543,185,8.88
41547,449,14.61
12086,1505,4.85
16657,1293,11.37
12087,1053,17.23
12090,6139,19.21
48428,5066,20.57
41554,817,12.75
41555,621,9.72
35616,3667,19.44
12208,21896,2.2
12209,9383,1.98
12405,652,26.43
12409,771,10.06
16661,861,14.94
82831,266,144.97
40056,3161,7.51
81640,101,110.07
40109,2062,8.27
38642,2353,34.08
30038,39104,8.89
60449,9400,10.21
48432,672,57.54
46555,2559,30.97
46556,7269,3.73
60007,33420,5.99
48025,14867,5.77
40040,290,27.8
55019,1983,25.81
14777,695,36.19
41129,10444,10.03
48047,40434,12.48
41647,1707,10.47
40157,893,34.02
48060,39537,15.51
35044,7351,23.97
32061,457,9.02
21543,164,5.45
48036,21638,4.46
41655,905,10.81
41663,656,9.68
41666,1070,15.1
48437,666,7.21
08049,5491,1.47
30317,13737,2.78
46408,15728,4.09
48317,28730,5.8
50609,511,53.27
41159,538,16.72
26278,702,35.67
08059,5612,3.19
26282,14,53.02
21562,3271,13.96
08062,16312,9.91
08066,8563,7.54
21521,1104,11.69
35045,14778,5.43
46507,9306,25.34
30329,27878,1.84
12180,53437,4.17
12413,2815,25.61
14782,2435,29.36
14783,361,14.05
46545,24871,8.36
41603,1499,10.62
41615,808,9.73
26267,298,29.42
08068,7181,7.17
26292,671,39.56
12185,2262,13.67
18635,3792,12.82
46552,6846,9.45
60448,26710,10.69
48430,36926,13.73
50703,18978,53.53
26354,10449,18.33
26296,75,43.38
41616,581,16.48
41619,173,11.43
41621,142,13.46
41102,20300,6.1
21012,21772,4.38
21013,4608,6.68
21532,15062,5.51
21539,2807,8.73
21542,676,5.77
21545,1725,4.26
26263,325,47.07
16917,1185,18.87
41631,1181,6.71
48429,8847,14.88
21206,51561,1.19
07624,8577,4.25
25419,11305,4.86
12131,85,36.35
25444,182,21.54
19438,24845,7.89
19456,630,2.91
19464,46918,2.7
19465,17613,4.5
19468,26061,7.15
19475,11239,7.32
19510,8470,8.09
19529,3367,10.76
07836,11725,11.91
21210,15213,1.4
25971,963,23.4
12548,1213,10.04
07661,11530,2.38
21043,46932,3.8
07666,40543,5.07
21045,39946,1.15
18824,1527,20.83
14784,1040,29.12
18641,6623,7.5
50599,402,61.22
21634,200,18.53
12741,175,38.81
12743,413,14.86
21237,30286,0.91
08028,20919,4.97
21286,20483,2.87
93221,14328,14.74
64781,73,57.91
89429,7278,27.72
12746,1004,5.2
12749,331,24.09
16939,302,21.98
19435,143,6.81
19437,1037,5.98
26187,6409,7.77
46360,43684,9.22
02748,11313,5.04
02762,9088,5.46
02764,4238,4.79
14736,270,16.02
14738,3247,21.29
19970,8347,10.16
20777,3616,8.14
71220,22023,27.97
10474,12127,1.22
26320,620,26.27
19560,7750,5.2
19562,2553,8.05
19601,33397,1.0
26347,2423,13.1
21631,2694,13.73
16143,2678,6.89
16145,2721,17.6
35565,13266,25.79
35461,2120,42.04
50540,932,88.83
02642,4893,16.08
11795,24982,6.66
48412,5036,24.91
12564,6995,11.93
12565,1165,14.81
16851,929,6.29
16855,182,3.56
16861,297,14.2
07935,420,8.02
08043,29223,5.27
08046,31525,5.53
16941,93,43.48
12762,709,21.69
39071,6108,15.89
32332,1315,20.48
41011,25886,1.23
11797,8737,7.66
02790,15694,7.51
03609,680,19.81
03755,10885,9.14
12766,452,34.46
19607,23144,3.89
55001,3019,8.63
12843,420,43.72
12846,3243,32.83
11782,14915,10.07
11783,21265,3.58
11786,6111,11.44
11787,34099,2.26
11939,954,1.58
11940,5404,8.49
19968,11267,11.58
46385,39360,4.19
20645,998,20.36
35469,188,17.97
50522,986,105.08
50523,685,58.27
60189,30427,2.13
12833,4182,19.25
12837,1059,15.94
17023,3480,18.64
11941,2004,6.57
14569,5915,17.81
50518,442,69.14
55386,7646,20.59
07026,31697,1.76
16102,5967,3.88
16105,15289,4.23
16110,285,12.27
25177,23228,15.21
20650,14096,6.3
07033,8160,1.15
41568,738,17.22
60439,23422,4.56
48401,1510,32.69
48411,145,12.19
60188,42602,4.54
30258,3047,21.04
16111,1301,8.03
16146,13378,0.37
11951,12391,13.38
18088,8612,11.6
16120,2137,9.33
16123,2140,8.84
46534,11453,22.71
48421,6323,18.64
41534,268,13.54
50680,1185,61.28
07924,7591,11.06
41056,13947,19.11
55417,26481,1.3
07024,37008,2.07
18414,5203,9.92
35406,17190,13.32
14534,31303,6.31
18357,119,9.92
16154,2459,7.36
21221,43110,2.17
07933,3231,5.46
21401,37081,0.46
21402,6409,3.54
14521,2357,22.48
18335,917,14.28
14522,9231,20.28
20621,1046,15.94
20010,34713,1.03
24862,543,22.9
07030,53211,2.08
19732,99,2.45
16156,2889,11.02
11961,13330,11.37
18251,18,6.41
50524,650,73.27
60191,14147,4.44
38654,52032,9.51
41571,496,8.47
39206,24653,1.42
14572,4910,37.23
14468,17789,15.55
12032,853,26.41
14526,20340,8.97
18340,248,5.71
20624,1410,13.3
20628,279,11.27
20636,11523,8.31
18092,3135,9.61
48427,2673,45.33
21607,839,17.18
21612,360,11.19
40059,19585,5.33
20613,13855,5.37
20615,329,9.23
20616,6106,9.83
18342,523,5.25
18346,2453,2.22
14532,4389,31.55
14225,33328,4.08
14226,29700,2.98
14227,21846,5.41
14544,2026,30.86
18370,1019,3.28
18371,864,16.61
40067,6082,6.19
48042,30626,10.96
48044,57582,8.42
40077,382,15.24
32058,4585,27.09
12025,5404,9.01
12031,182,19.16
14718,1988,33.11
18417,1044,33.65
14472,8421,9.57
14476,2274,24.02
18202,11716,3.66
14589,7426,24.06
14591,1497,11.98
38647,827,39.08
40150,4596,16.49
50050,721,56.55
18508,13182,2.73
18104,44816,5.86
18106,7091,4.33
14425,11848,16.41
20622,6301,10.34
20623,2934,7.89
18324,9110,14.56
18425,1190,17.91
14480,1063,18.45
15938,2312,10.08
32063,13840,22.52
21550,14112,33.22
08056,4755,7.98
14432,6297,26.21
14471,2651,25.03
18237,3386,5.06
02718,6383,4.62
12033,7924,8.59
12035,856,17.82
14731,1115,23.61
14733,3844,26.96
15944,3081,8.08
15949,546,4.87
15953,162,4.73
12862,5,47.1
48023,5119,13.43
35618,1851,22.46
60446,40085,6.7
02720,30699,1.55
02745,24622,3.47
14507,1236,33.35
14511,551,14.25
18518,8038,7.51
14433,4350,31.55
18201,27182,1.12
39082,1028,26.85
30288,9230,6.0
41052,80,20.01
41635,2800,5.19
41636,995,11.71
32449,637,26.11
14512,4446,33.8
14723,1104,34.49
14728,1033,24.99
41034,932,10.39
14477,1349,23.52
14478,1526,33.02
18244,284,13.36
02780,50264,0.94
14454,11188,22.2
18219,1469,4.9
02646,1868,7.25
02648,6638,10.57
26238,901,16.02
08050,24930,17.92
16832,671,22.03
12745,143,33.85
20770,24629,5.44
07114,12749,1.5
30273,14663,5.85
41033,1890,11.03
18325,2157,9.27
35464,690,42.34
18249,3760,7.96
46347,4852,13.02
50514,1443,109.63
03765,471,28.04
92322,686,13.72
20553,0,1.47
17350,12876,7.65
55432,30323,0.76
50861,272,54.67
55756,404,38.61
40060,1060,26.7
12572,8596,3.97
35114,8624,4.94
55082,35867,11.07
21795,9236,3.1
17315,26000,11.48
13167,3215,16.89
13203,16528,0.97
55710,1235,64.15
16935,1278,22.08
19425,15630,10.9
19446,56398,6.14
12842,811,55.76
26662,1228,37.78
21797,8672,9.06
30084,38484,1.85
55084,1653,36.19
55088,1722,19.29
26678,1089,28.06
12850,3204,14.52
16836,1093,9.52
12563,8555,6.85
50676,2119,68.09
40356,43722,12.88
40358,783,38.18
21798,1894,10.97
08319,1159,7.68
60085,70850,0.53
16943,488,37.42
21226,6257,1.8
26136,635,28.51
25985,489,16.57
48103,55403,3.41
35094,14438,6.05
17244,2431,31.21
17251,137,34.34
17254,88,24.04
17255,1049,27.78
07860,25425,5.0
21215,58448,0.13
55748,1394,54.1
55092,10836,18.03
35116,4372,8.83
35652,8700,21.29
60460,1333,27.29
55749,410,29.54
60064,15705,2.62
40245,34409,7.16
32112,8054,31.07
26690,527,25.82
17301,4315,5.64
35124,24438,7.08
26542,2526,9.61
17360,6835,10.88
35130,2892,18.31
32139,854,30.51
48450,4575,27.83
39323,1475,13.02
48461,8039,28.7
13152,8208,16.29
17320,7889,19.59
13206,16360,1.36
13207,13135,2.98
60452,28324,4.92
41835,895,19.27
41838,499,22.11
50841,2549,59.92
30102,41642,6.9
48124,28891,2.92
60081,9660,4.54
38767,26,67.64
70391,217,26.5
48130,15924,8.28
35135,2128,20.95
30097,46905,5.83
30082,29011,4.04
40258,26937,5.01
60069,8186,3.96
50147,286,52.84
41843,564,19.81
21783,9022,8.59
26611,144,38.19
41845,171,19.86
46574,9369,15.38
41847,434,15.58
41849,85,23.15
41855,846,23.68
35126,20825,10.37
30106,21742,2.0
55089,1843,28.54
08323,613,6.83
26617,161,39.98
12922,39,63.06
12926,2192,46.81
26619,399,39.42
21784,38390,2.85
13301,108,18.58
35127,10185,7.81
41861,94,16.34
48451,14190,15.22
60453,56420,3.19
48453,5239,35.06
50207,2093,25.79
60087,26678,2.4
48120,7351,4.63
17048,3987,21.28
21750,3732,20.29
08230,5342,13.08
08232,19403,1.18
35117,5235,10.62
48116,27345,4.43
48454,1168,22.17
26629,380,47.87
38721,1001,54.85
55073,3600,22.76
41826,664,18.28
13136,407,33.03
13138,0,11.58
17263,380,6.18
26581,913,27.78
21758,4912,12.45
26568,636,12.17
21769,11189,6.46
26631,332,34.02
41828,731,18.31
48105,36366,5.36
48457,8140,11.89
21771,29265,12.55
26587,352,18.02
26585,444,24.43
21776,5607,7.25
13302,1722,27.13
32130,5581,16.58
55752,347,57.9
50851,2097,63.71
50858,756,44.35
55751,1582,49.47
17325,27928,13.09
13215,14892,6.56
13303,1113,10.53
13305,249,25.4
13310,624,21.46
08234,42081,4.67
26570,3829,14.02
17272,400,10.4
21791,5328,10.84
50158,30902,41.93
13219,14781,3.7
50654,440,36.42
48382,23507,5.0
32431,3975,32.15
39325,6750,16.92
50859,577,58.16
48463,4483,13.12
26588,2576,9.45
08251,9378,4.77
21778,940,15.03
30101,58041,9.51
26161,418,14.71
55613,185,76.79
17264,2400,23.22
13162,560,13.14
13142,6338,20.16
13143,2706,18.24
13146,2354,27.9
17319,11943,9.27
13313,484,14.82
13317,3954,21.23
13318,1305,12.08
08019,1115,16.22
48381,13384,3.49
40052,569,22.05
17313,11110,7.06
13164,2587,6.39
17314,6135,14.25
40272,37984,7.16
12153,1027,12.9
16434,3167,10.01
16436,723,7.7
