COUNTYFP,total,IntSub,IntNoSub,noInt,IntSubPct,IntNoSubPct,NoIntPct,year
20155,25014,20024,870,4120,80.05,3.48,16.47,2019
20157,2218,1585,63,570,71.46,2.84,25.7,2019
20159,3917,3050,172,695,77.87,4.39,17.74,2019
20161,26490,23385,1098,2007,88.28,4.14,7.58,2019
20163,2176,1664,76,436,76.47,3.49,20.04,2019
20165,1421,1126,34,261,79.24,2.39,18.37,2019
20167,3015,2232,78,705,74.03,2.59,23.38,2019
20169,21959,17763,655,3541,80.89,2.98,16.13,2019
20171,1967,1618,57,292,82.26,2.9,14.84,2019
20173,197229,162953,5996,28280,82.62,3.04,14.34,2019
20175,7321,6045,85,1191,82.57,1.16,16.27,2019
20177,72267,52903,5821,13543,73.2,8.05,18.74,2019
20179,1134,941,13,180,82.98,1.15,15.87,2019
20181,2544,2200,32,312,86.48,1.26,12.26,2019
20183,1701,1374,21,306,80.78,1.23,17.99,2019
20185,1771,1307,41,423,73.8,2.32,23.88,2019
20187,733,517,24,192,70.53,3.27,26.19,2019
20189,1814,1329,65,420,73.26,3.58,23.15,2019
20191,9416,7491,342,1583,79.56,3.63,16.81,2019
20193,3375,2805,221,349,83.11,6.55,10.34,2019
20195,1379,1185,17,177,85.93,1.23,12.84,2019
20197,2744,2141,70,533,78.02,2.55,19.42,2019
20199,636,515,6,115,80.97,0.94,18.08,2019
20201,2332,1635,70,627,70.11,3,26.89,2019
20203,934,752,13,169,80.51,1.39,18.09,2019
20205,3712,2423,142,1147,65.27,3.83,30.9,2019
20207,1434,966,40,428,67.36,2.79,29.85,2019
20209,60128,45990,2455,11683,76.49,4.08,19.43,2019
21001,6977,4910,126,1941,70.37,1.81,27.82,2019
21003,7605,5345,214,2046,70.28,2.81,26.9,2019
21005,8694,6760,510,1424,77.75,5.87,16.38,2019
21007,3065,2314,123,628,75.5,4.01,20.49,2019
21009,16931,13504,404,3023,79.76,2.39,17.85,2019
21011,4827,3573,182,1072,74.02,3.77,22.21,2019
21013,10624,6723,391,3510,63.28,3.68,33.04,2019
21015,46997,42396,1119,3482,90.21,2.38,7.41,2019
21017,8106,6033,224,1849,74.43,2.76,22.81,2019
21019,18210,14855,454,2901,81.58,2.49,15.93,2019
21021,11023,8613,333,2077,78.14,3.02,18.84,2019
21023,3318,2328,80,910,70.16,2.41,27.43,2019
21025,5358,3367,190,1801,62.84,3.55,33.61,2019
21027,7598,5382,206,2010,70.83,2.71,26.45,2019
21029,29690,24558,1108,4024,82.71,3.73,13.55,2019
21031,4958,3466,73,1419,69.91,1.47,28.62,2019
21033,5163,3876,113,1174,75.07,2.19,22.74,2019
21035,14996,12318,554,2124,82.14,3.69,14.16,2019
21037,36746,30565,1009,5172,83.18,2.75,14.08,2019
21039,1980,1586,48,346,80.1,2.42,17.47,2019
21041,4101,2662,167,1272,64.91,4.07,31.02,2019
21043,9606,5849,766,2991,60.89,7.97,31.14,2019
21045,6099,4237,151,1711,69.47,2.48,28.05,2019
21047,25721,19863,1131,4727,77.22,4.4,18.38,2019
21049,14509,11372,234,2903,78.38,1.61,20.01,2019
21051,7622,5258,122,2242,68.98,1.6,29.41,2019
21053,3985,2334,69,1582,58.57,1.73,39.7,2019
21055,3567,2390,120,1057,67,3.36,29.63,2019
21057,2616,1727,25,864,66.02,0.96,33.03,2019
21059,40179,33405,707,6067,83.14,1.76,15.1,2019
21061,4885,3859,70,956,79,1.43,19.57,2019
21063,2523,1659,35,829,65.76,1.39,32.86,2019
21065,5499,3726,193,1580,67.76,3.51,28.73,2019
21067,129784,112733,4556,12495,86.86,3.51,9.63,2019
21069,5841,4344,99,1398,74.37,1.69,23.93,2019
21071,15000,10807,472,3721,72.05,3.15,24.81,2019
21073,21076,17033,1161,2882,80.82,5.51,13.67,2019
21075,2441,1597,83,761,65.42,3.4,31.18,2019
21077,3105,2185,148,772,70.37,4.77,24.86,2019
21079,6706,5250,244,1212,78.29,3.64,18.07,2019
21081,9141,6494,482,2165,71.04,5.27,23.68,2019
21083,14316,10525,424,3367,73.52,2.96,23.52,2019
21085,9758,6433,944,2381,65.93,9.67,24.4,2019
21087,4413,3077,148,1188,69.73,3.35,26.92,2019
21089,14056,11197,464,2395,79.66,3.3,17.04,2019
21091,3311,2601,65,645,78.56,1.96,19.48,2019
21093,41646,32802,2532,6312,78.76,6.08,15.16,2019
21095,11134,7510,399,3225,67.45,3.58,28.97,2019
21097,7283,4910,203,2170,67.42,2.79,29.8,2019
21099,7351,5086,244,2021,69.19,3.32,27.49,2019
21101,18643,14107,623,3913,75.67,3.34,20.99,2019
21103,6044,4395,326,1323,72.72,5.39,21.89,2019
21105,1798,1218,101,479,67.74,5.62,26.64,2019
21107,18588,13712,627,4249,73.77,3.37,22.86,2019
21109,5484,3711,165,1608,67.67,3.01,29.32,2019
21111,312679,261573,10278,40828,83.66,3.29,13.06,2019
21113,18821,15891,433,2497,84.43,2.3,13.27,2019
21115,8488,6360,278,1850,74.93,3.28,21.8,2019
21117,63966,55037,1389,7540,86.04,2.17,11.79,2019
21119,6388,4247,265,1876,66.48,4.15,29.37,2019
21121,11961,6954,877,4130,58.14,7.33,34.53,2019
21123,5741,4119,505,1117,71.75,8.8,19.46,2019
21125,22573,16878,765,4930,74.77,3.39,21.84,2019
21127,5784,3584,502,1698,61.96,8.68,29.36,2019
21129,2839,1698,41,1100,59.81,1.44,38.75,2019
21131,4076,2694,278,1104,66.09,6.82,27.09,2019
21133,9721,6796,487,2438,69.91,5.01,25.08,2019
21135,5268,3685,156,1427,69.95,2.96,27.09,2019
21137,9697,6664,179,2854,68.72,1.85,29.43,2019
21139,3857,2802,97,958,72.65,2.51,24.84,2019
21141,10418,6909,258,3251,66.32,2.48,31.21,2019
21143,3333,2416,48,869,72.49,1.44,26.07,2019
21145,27854,22376,677,4801,80.33,2.43,17.24,2019
21147,6052,3493,315,2244,57.72,5.2,37.08,2019
21149,3809,2844,123,842,74.67,3.23,22.11,2019
21151,33359,27128,979,5252,81.32,2.93,15.74,2019
21153,5020,3513,109,1398,69.98,2.17,27.85,2019
21155,7405,5374,346,1685,72.57,4.67,22.75,2019
21157,13121,10437,328,2356,79.54,2.5,17.96,2019
21159,4153,3019,63,1071,72.69,1.52,25.79,2019
21161,6700,5003,87,1610,74.67,1.3,24.03,2019
21163,10685,9233,123,1329,86.41,1.15,12.44,2019
21165,2651,1819,47,785,68.62,1.77,29.61,2019
21167,8556,6594,161,1801,77.07,1.88,21.05,2019
21169,4074,3097,81,896,76.02,1.99,21.99,2019
21171,4491,3228,138,1125,71.88,3.07,25.05,2019
21173,10481,8084,222,2175,77.13,2.12,20.75,2019
21175,4865,3403,98,1364,69.95,2.01,28.04,2019
21177,11351,8392,272,2687,73.93,2.4,23.67,2019
21179,17853,14774,585,2494,82.75,3.28,13.97,2019
21181,2804,1816,80,908,64.76,2.85,32.38,2019
21183,9122,6529,229,2364,71.57,2.51,25.92,2019
21185,20911,19031,482,1398,91.01,2.31,6.69,2019
21187,3995,2465,304,1226,61.7,7.61,30.69,2019
21189,1704,1073,43,588,62.97,2.52,34.51,2019
21191,5253,3795,214,1244,72.24,4.07,23.68,2019
21193,11226,8298,188,2740,73.92,1.67,24.41,2019
21195,25702,18907,549,6246,73.56,2.14,24.3,2019
21197,4770,3093,212,1465,64.84,4.44,30.71,2019
21199,25301,18177,1336,5788,71.84,5.28,22.88,2019
21201,861,438,28,395,50.87,3.25,45.88,2019
21203,6544,4430,215,1899,67.7,3.29,29.02,2019
21205,8623,7090,122,1411,82.22,1.41,16.36,2019
21207,6922,4654,195,2073,67.23,2.82,29.95,2019
21209,20551,17639,521,2391,85.83,2.54,11.63,2019
21211,16624,13662,683,2279,82.18,4.11,13.71,2019
21213,7028,5288,137,1603,75.24,1.95,22.81,2019
21215,6763,5790,106,867,85.61,1.57,12.82,2019
21217,9857,7596,169,2092,77.06,1.71,21.22,2019
21219,4644,2621,144,1879,56.44,3.1,40.46,2019
21221,5892,4132,222,1538,70.13,3.77,26.1,2019
21223,3498,2338,294,866,66.84,8.4,24.76,2019
21225,5374,3961,260,1153,73.71,4.84,21.46,2019
21227,48224,41246,1553,5425,85.53,3.22,11.25,2019
21229,4581,3363,116,1102,73.41,2.53,24.06,2019
21231,8231,5212,143,2876,63.32,1.74,34.94,2019
21233,4953,3402,246,1305,68.69,4.97,26.35,2019
21235,12620,8273,450,3897,65.55,3.57,30.88,2019
21237,2898,1768,89,1041,61.01,3.07,35.92,2019
21239,10355,8692,254,1409,83.94,2.45,13.61,2019
22001,22236,17117,453,4666,76.98,2.04,20.98,2019
22003,7925,5626,190,2109,70.99,2.4,26.61,2019
22005,43032,37484,967,4581,87.11,2.25,10.65,2019
22007,8552,6172,214,2166,72.17,2.5,25.33,2019
22009,15163,10405,659,4099,68.62,4.35,27.03,2019
22011,13520,10455,324,2741,77.33,2.4,20.27,2019
22013,5812,3798,82,1932,65.35,1.41,33.24,2019
22015,49377,33232,6158,9987,67.3,12.47,20.23,2019
22017,95864,67097,5231,23536,69.99,5.46,24.55,2019
22019,77780,58592,2388,16800,75.33,3.07,21.6,2019
22021,3665,2334,98,1233,63.68,2.67,33.64,2019
22023,2734,2037,118,579,74.51,4.32,21.18,2019
22025,3364,2005,115,1244,59.6,3.42,36.98,2019
22027,5917,2833,147,2937,47.88,2.48,49.64,2019
22029,7162,4635,244,2283,64.72,3.41,31.88,2019
22031,10821,7481,546,2794,69.13,5.05,25.82,2019
22033,164346,137613,5771,20962,83.73,3.51,12.75,2019
22035,2037,828,82,1127,40.65,4.03,55.33,2019
22037,6959,4423,445,2091,63.56,6.39,30.05,2019
22039,12172,8082,221,3869,66.4,1.82,31.79,2019
22041,7423,3854,685,2884,51.92,9.23,38.85,2019
22043,6989,4484,233,2272,64.16,3.33,32.51,2019
22045,26184,20083,683,5418,76.7,2.61,20.69,2019
22047,10903,8069,352,2482,74.01,3.23,22.76,2019
22049,5971,4283,22,1666,71.73,0.37,27.9,2019
22051,169452,132520,3719,33213,78.21,2.19,19.6,2019
22053,11726,8182,217,3327,69.78,1.85,28.37,2019
22055,91543,77886,1896,11761,85.08,2.07,12.85,2019
22057,36895,28597,790,7508,77.51,2.14,20.35,2019
22059,4814,3591,111,1112,74.59,2.31,23.1,2019
22061,17712,14650,276,2786,82.71,1.56,15.73,2019
22063,48410,39030,2937,6443,80.62,6.07,13.31,2019
22065,3832,1943,331,1558,50.7,8.64,40.66,2019
22067,9732,5310,351,4071,54.56,3.61,41.83,2019
22069,14659,8835,571,5253,60.27,3.9,35.83,2019
22071,153819,113148,4555,36116,73.56,2.96,23.48,2019
22073,56556,41058,1689,13809,72.6,2.99,24.42,2019
22075,8919,7264,74,1581,81.44,0.83,17.73,2019
22077,8960,6360,279,2321,70.98,3.11,25.9,2019
22079,48488,38048,1144,9296,78.47,2.36,19.17,2019
22081,3372,2279,83,1010,67.59,2.46,29.95,2019
22083,7459,3615,770,3074,48.46,10.32,41.21,2019
22085,9158,5528,414,3216,60.36,4.52,35.12,2019
22087,15005,11682,388,2935,77.85,2.59,19.56,2019
22089,19212,15793,965,2454,82.2,5.02,12.77,2019
22091,3857,2482,78,1297,64.35,2.02,33.63,2019
22093,7719,5596,141,1982,72.5,1.83,25.68,2019
22095,15270,11495,878,2897,75.28,5.75,18.97,2019
22097,30485,19473,1354,9658,63.88,4.44,31.68,2019
22099,19749,14956,587,4206,75.73,2.97,21.3,2019
22101,19856,14498,444,4914,73.02,2.24,24.75,2019
22103,92962,80495,2154,10313,86.59,2.32,11.09,2019
22105,47597,37393,946,9258,78.56,1.99,19.45,2019
22107,1792,863,99,830,48.16,5.52,46.32,2019
22109,39972,30342,922,8708,75.91,2.31,21.79,2019
22111,7582,4273,240,3069,56.36,3.17,40.48,2019
22113,22086,17692,539,3855,80.11,2.44,17.45,2019
22115,17696,13357,734,3605,75.48,4.15,20.37,2019
22117,17613,11913,293,5407,67.64,1.66,30.7,2019
22119,16551,8207,501,7843,49.59,3.03,47.39,2019
22121,9643,7999,308,1336,82.95,3.19,13.85,2019
22123,4084,1785,243,2056,43.71,5.95,50.34,2019
22125,3869,2767,443,659,71.52,11.45,17.03,2019
22127,5483,4044,86,1353,73.76,1.57,24.68,2019
23001,45630,37510,1619,6501,82.2,3.55,14.25,2019
23003,29516,20671,1819,7026,70.03,6.16,23.8,2019
23005,120644,105982,3801,10861,87.85,3.15,9,2019
23007,11848,9303,449,2096,78.52,3.79,17.69,2019
23009,23661,19648,756,3257,83.04,3.2,13.77,2019
23011,52105,42974,1433,7698,82.48,2.75,14.77,2019
23013,17020,14618,592,1810,85.89,3.48,10.63,2019
23015,15336,12453,593,2290,81.2,3.87,14.93,2019
23017,21338,16753,848,3737,78.51,3.97,17.51,2019
23019,62156,51339,2450,8367,82.6,3.94,13.46,2019
23021,7025,4965,573,1487,70.68,8.16,21.17,2019
23023,15980,13426,465,2089,84.02,2.91,13.07,2019
23025,21321,16404,743,4174,76.94,3.48,19.58,2019
23027,17236,14029,453,2754,81.39,2.63,15.98,2019
23029,13791,10407,592,2792,75.46,4.29,20.25,2019
23031,85314,73526,2264,9524,86.18,2.65,11.16,2019
24001,27399,20804,841,5754,75.93,3.07,21,2019
24003,209814,191078,3809,14927,91.07,1.82,7.11,2019
24005,313519,271448,9329,32742,86.58,2.98,10.44,2019
24009,31973,28911,580,2482,90.42,1.81,7.76,2019
24011,12024,9664,316,2044,80.37,2.63,17,2019
24013,60758,53057,1279,6422,87.33,2.11,10.57,2019
24015,37058,31435,953,4670,84.83,2.57,12.6,2019
24017,56520,49573,752,6195,87.71,1.33,10.96,2019
24019,13183,10249,291,2643,77.74,2.21,20.05,2019
24021,92526,82445,2153,7928,89.1,2.33,8.57,2019
24023,12425,9672,302,2451,77.84,2.43,19.73,2019
24025,93955,83504,1593,8858,88.88,1.7,9.43,2019
24027,114170,107342,1751,5077,94.02,1.53,4.45,2019
24029,8025,6000,274,1751,74.77,3.41,21.82,2019
24031,370950,341559,8036,21355,92.08,2.17,5.76,2019
24033,311343,272103,7996,31244,87.4,2.57,10.04,2019
24035,18577,16168,563,1846,87.03,3.03,9.94,2019
24037,40552,34058,1432,5062,83.99,3.53,12.48,2019
24039,8574,6359,310,1905,74.17,3.62,22.22,2019
24041,16826,14544,254,2028,86.44,1.51,12.05,2019
24043,56035,44044,1596,10395,78.6,2.85,18.55,2019
24045,37793,30585,1185,6023,80.93,3.14,15.94,2019
24047,22089,18348,619,3122,83.06,2.8,14.13,2019
24510,239116,179007,11311,48798,74.86,4.73,20.41,2019
25001,94323,83088,2525,8710,88.09,2.68,9.23,2019
25003,54813,45468,1712,7633,82.95,3.12,13.93,2019
25005,217912,179474,7071,31367,82.36,3.24,14.39,2019
25007,6765,5353,556,856,79.13,8.22,12.65,2019
25009,294202,253190,6479,34533,86.06,2.2,11.74,2019
25011,30569,25266,918,4385,82.65,3,14.34,2019
25013,179423,142302,6875,30246,79.31,3.83,16.86,2019
25015,58838,51943,1756,5139,88.28,2.98,8.73,2019
25017,604384,543290,10375,50719,89.89,1.72,8.39,2019
25019,3713,3420,70,223,92.11,1.89,6.01,2019
25021,265300,239773,5161,20366,90.38,1.95,7.68,2019
25023,187460,165759,3748,17953,88.42,2,9.58,2019
25025,309844,263570,7574,38700,85.07,2.44,12.49,2019
25027,309951,266576,7501,35874,86.01,2.42,11.57,2019
26001,4988,3618,128,1242,72.53,2.57,24.9,2019
26003,3007,2272,125,610,75.56,4.16,20.29,2019
26005,43416,34676,891,7849,79.87,2.05,18.08,2019
26007,12752,9872,426,2454,77.42,3.34,19.24,2019
26009,9899,7951,286,1662,80.32,2.89,16.79,2019
26011,6571,4771,253,1547,72.61,3.85,23.54,2019
26013,3107,2364,68,675,76.09,2.19,21.73,2019
26015,24296,19621,674,4001,80.76,2.77,16.47,2019
26017,44339,36404,753,7182,82.1,1.7,16.2,2019
26019,6792,5732,101,959,84.39,1.49,14.12,2019
26021,63665,48141,3915,11609,75.62,6.15,18.23,2019
26023,16650,13047,595,3008,78.36,3.57,18.07,2019
26025,53991,43071,976,9944,79.77,1.81,18.42,2019
26027,21019,16634,648,3737,79.14,3.08,17.78,2019
26029,11503,9208,549,1746,80.05,4.77,15.18,2019
26031,11195,8474,505,2216,75.69,4.51,19.79,2019
26033,13999,11155,429,2415,79.68,3.06,17.25,2019
26035,12199,8915,296,2988,73.08,2.43,24.49,2019
26037,29728,25595,850,3283,86.1,2.86,11.04,2019
26039,6141,5095,131,915,82.97,2.13,14.9,2019
26041,16234,12451,363,3420,76.7,2.24,21.07,2019
26043,11231,8728,532,1971,77.71,4.74,17.55,2019
26045,44480,37357,1175,5948,83.99,2.64,13.37,2019
26047,14463,12036,364,2063,83.22,2.52,14.26,2019
26049,167902,130228,6532,31142,77.56,3.89,18.55,2019
26051,11047,7881,359,2807,71.34,3.25,25.41,2019
26053,6744,4667,485,1592,69.2,7.19,23.61,2019
26055,37319,32075,1107,4137,85.95,2.97,11.09,2019
26057,15035,10998,675,3362,73.15,4.49,22.36,2019
26059,18107,13513,587,4007,74.63,3.24,22.13,2019
26061,13386,10557,614,2215,78.87,4.59,16.55,2019
26063,13847,10048,743,3056,72.56,5.37,22.07,2019
26065,112840,93340,4440,15060,82.72,3.93,13.35,2019
26067,22964,18667,633,3664,81.29,2.76,15.96,2019
26069,11669,9310,363,1996,79.78,3.11,17.11,2019
26071,5225,3617,287,1321,69.22,5.49,25.28,2019
26073,24739,19043,2434,3262,76.98,9.84,13.19,2019
26075,61805,50666,1776,9363,81.98,2.87,15.15,2019
26077,103445,90168,3436,9841,87.17,3.32,9.51,2019
26079,7145,5361,241,1543,75.03,3.37,21.6,2019
26081,241746,209272,5984,26490,86.57,2.48,10.96,2019
26083,1081,783,54,244,72.43,5,22.57,2019
26085,4631,2974,163,1494,64.22,3.52,32.26,2019
26087,33700,27613,1177,4910,81.94,3.49,14.57,2019
26089,9139,7786,205,1148,85.2,2.24,12.56,2019
26091,38345,31568,1201,5576,82.33,3.13,14.54,2019
26093,72000,63039,2535,6426,87.55,3.52,8.93,2019
26095,2231,1670,30,531,74.85,1.34,23.8,2019
26097,5269,3964,255,1050,75.23,4.84,19.93,2019
26099,346402,298829,7115,40458,86.27,2.05,11.68,2019
26101,9426,7410,289,1727,78.61,3.07,18.32,2019
26103,26552,21406,1496,3650,80.62,5.63,13.75,2019
26105,12186,9360,561,2265,76.81,4.6,18.59,2019
26107,15808,12318,541,2949,77.92,3.42,18.66,2019
26109,10627,7945,386,2296,74.76,3.63,21.61,2019
26111,34199,28693,1006,4500,83.9,2.94,13.16,2019
26113,6055,4678,212,1165,77.26,3.5,19.24,2019
26115,59929,49192,2089,8648,82.08,3.49,14.43,2019
26117,23913,17718,730,5465,74.09,3.05,22.85,2019
26119,4452,3257,122,1073,73.16,2.74,24.1,2019
26121,65939,52418,2074,11447,79.49,3.15,17.36,2019
26123,19161,14125,596,4440,73.72,3.11,23.17,2019
26125,504585,451184,9113,44288,89.42,1.81,8.78,2019
26127,10156,7547,448,2161,74.31,4.41,21.28,2019
26129,9184,6828,381,1975,74.35,4.15,21.5,2019
26131,2793,1985,170,638,71.07,6.09,22.84,2019
26133,9181,6482,415,2284,70.6,4.52,24.88,2019
26135,3806,2532,103,1171,66.53,2.71,30.77,2019
26137,9944,8300,273,1371,83.47,2.75,13.79,2019
26139,102610,89006,3169,10435,86.74,3.09,10.17,2019
26141,5797,4256,215,1326,73.42,3.71,22.87,2019
26143,11139,8847,302,1990,79.42,2.71,17.87,2019
26145,78933,62424,2238,14271,79.08,2.84,18.08,2019
26147,64850,53827,1612,9411,83,2.49,14.51,2019
26149,24150,18883,626,4641,78.19,2.59,19.22,2019
26151,17499,12508,869,4122,71.48,4.97,23.56,2019
26153,3468,2642,152,674,76.18,4.38,19.43,2019
26155,27593,22089,742,4762,80.05,2.69,17.26,2019
26157,21777,16259,866,4652,74.66,3.98,21.36,2019
26159,29411,22999,984,5428,78.2,3.35,18.46,2019
26161,141245,125893,4826,10526,89.13,3.42,7.45,2019
26163,682282,517105,35809,129368,75.79,5.25,18.96,2019
26165,12963,9714,452,2797,74.94,3.49,21.58,2019
27001,7681,5749,254,1678,74.85,3.31,21.85,2019
27003,128198,115049,2151,10998,89.74,1.68,8.58,2019
27005,13617,11051,519,2047,81.16,3.81,15.03,2019
27007,17372,13917,619,2836,80.11,3.56,16.33,2019
27009,16452,13736,697,2019,83.49,4.24,12.27,2019
27011,2298,1791,42,465,77.94,1.83,20.23,2019
27013,26091,22253,1098,2740,85.29,4.21,10.5,2019
27015,10764,8816,226,1722,81.9,2.1,16,2019
27017,13613,10551,503,2559,77.51,3.69,18.8,2019
27019,36754,33452,845,2457,91.02,2.3,6.68,2019
27021,13164,10318,423,2423,78.38,3.21,18.41,2019
27023,5209,4034,142,1033,77.44,2.73,19.83,2019
27025,20242,17503,524,2215,86.47,2.59,10.94,2019
27027,24364,19784,1021,3559,81.2,4.19,14.61,2019
27029,3405,2637,90,678,77.44,2.64,19.91,2019
27031,2691,2208,98,385,82.05,3.64,14.31,2019
27033,4846,3722,195,929,76.81,4.02,19.17,2019
27035,26820,22493,596,3731,83.87,2.22,13.91,2019
27037,161488,144812,3556,13120,89.67,2.2,8.12,2019
27039,7756,6777,207,772,87.38,2.67,9.95,2019
27041,16663,13358,640,2665,80.17,3.84,15.99,2019
27043,6137,4737,183,1217,77.19,2.98,19.83,2019
27045,8616,6730,246,1640,78.11,2.86,19.03,2019
27047,13009,10175,341,2493,78.22,2.62,19.16,2019
27049,19452,16354,520,2578,84.07,2.67,13.25,2019
27051,2612,2035,126,451,77.91,4.82,17.27,2019
27053,508030,444606,16466,46958,87.52,3.24,9.24,2019
27055,8253,6906,202,1145,83.68,2.45,13.87,2019
27057,8688,7059,309,1320,81.25,3.56,15.19,2019
27059,14903,12481,355,2067,83.75,2.38,13.87,2019
27061,19506,15460,508,3538,79.26,2.6,18.14,2019
27063,4419,3552,167,700,80.38,3.78,15.84,2019
27065,6439,4947,259,1233,76.83,4.02,19.15,2019
27067,16889,13866,438,2585,82.1,2.59,15.31,2019
27069,1860,1251,275,334,67.26,14.78,17.96,2019
27071,5538,4280,162,1096,77.28,2.93,19.79,2019
27073,3090,2454,96,540,79.42,3.11,17.48,2019
27075,5192,4221,159,812,81.3,3.06,15.64,2019
27077,1470,753,351,366,51.22,23.88,24.9,2019
27079,10939,9097,236,1606,83.16,2.16,14.68,2019
27081,2468,1818,128,522,73.66,5.19,21.15,2019
27083,10018,8439,370,1209,84.24,3.69,12.07,2019
27085,14714,12309,349,2056,83.66,2.37,13.97,2019
27087,1946,1376,87,483,70.71,4.47,24.82,2019
27089,3971,3147,184,640,79.25,4.63,16.12,2019
27091,8759,7023,177,1559,80.18,2.02,17.8,2019
27093,9209,7271,336,1602,78.96,3.65,17.4,2019
27095,10249,8024,303,1922,78.29,2.96,18.75,2019
27097,13371,10296,290,2785,77,2.17,20.83,2019
27099,15565,12470,477,2618,80.12,3.06,16.82,2019
27101,3645,2764,156,725,75.83,4.28,19.89,2019
27103,12885,10999,303,1583,85.36,2.35,12.29,2019
27105,8033,6229,380,1424,77.54,4.73,17.73,2019
27107,2746,1935,123,688,70.47,4.48,25.05,2019
27109,62108,54355,2299,5454,87.52,3.7,8.78,2019
27111,24687,18788,1130,4769,76.1,4.58,19.32,2019
27113,5995,4814,305,876,80.3,5.09,14.61,2019
27115,10760,8083,403,2274,75.12,3.75,21.13,2019
27117,3973,3145,171,657,79.16,4.3,16.54,2019
27119,12584,10303,353,1928,81.87,2.81,15.32,2019
27121,4981,3841,178,962,77.11,3.57,19.31,2019
27123,209043,181207,5978,21858,86.68,2.86,10.46,2019
27125,1669,1308,50,311,78.37,3,18.63,2019
27127,6261,4580,200,1481,73.15,3.19,23.65,2019
27129,6085,4339,265,1481,71.31,4.35,24.34,2019
27131,23005,19563,548,2894,85.04,2.38,12.58,2019
27133,3914,3162,103,649,80.79,2.63,16.58,2019
27135,5980,3868,1203,909,64.68,20.12,15.2,2019
27137,85807,68847,2867,14093,80.23,3.34,16.42,2019
27139,49479,45262,894,3323,91.48,1.81,6.72,2019
27141,32206,28955,830,2421,89.91,2.58,7.52,2019
27143,6031,4635,203,1193,76.85,3.37,19.78,2019
27145,59479,49295,2601,7583,82.88,4.37,12.75,2019
27147,14692,12505,246,1941,85.11,1.67,13.21,2019
27149,3624,2959,152,513,81.65,4.19,14.16,2019
27151,4263,3181,198,884,74.62,4.64,20.74,2019
27153,9819,7173,294,2352,73.05,2.99,23.95,2019
27155,1608,1240,43,325,77.11,2.67,20.21,2019
27157,9020,7412,222,1386,82.17,2.46,15.37,2019
27159,5666,4342,178,1146,76.63,3.14,20.23,2019
27161,7425,6197,86,1142,83.46,1.16,15.38,2019
27163,94431,86225,1864,6342,91.31,1.97,6.72,2019
27165,4310,3028,225,1057,70.26,5.22,24.52,2019
27167,2818,2222,93,503,78.85,3.3,17.85,2019
27169,19442,16327,611,2504,83.98,3.14,12.88,2019
27171,48242,42153,1416,4673,87.38,2.94,9.69,2019
27173,4087,3286,84,717,80.4,2.06,17.54,2019
28001,11237,8238,164,2835,73.31,1.46,25.23,2019
28003,14649,10408,563,3678,71.05,3.84,25.11,2019
28005,5218,3184,122,1912,61.02,2.34,36.64,2019
28007,6941,4742,281,1918,68.32,4.05,27.63,2019
28009,3149,1870,178,1101,59.38,5.65,34.96,2019
28011,12111,7397,188,4526,61.08,1.55,37.37,2019
28013,5846,3823,210,1813,65.4,3.59,31.01,2019
28015,3827,2384,87,1356,62.29,2.27,35.43,2019
28017,6476,3971,188,2317,61.32,2.9,35.78,2019
28019,3228,2159,78,991,66.88,2.42,30.7,2019
28021,2908,1919,30,959,65.99,1.03,32.98,2019
28023,6237,3941,304,1992,63.19,4.87,31.94,2019
28025,7618,5489,160,1969,72.05,2.1,25.85,2019
28027,8782,5474,135,3173,62.33,1.54,36.13,2019
28029,9414,4698,1031,3685,49.9,10.95,39.14,2019
28031,6759,3681,140,2938,54.46,2.07,43.47,2019
28033,62890,54531,1376,6983,86.71,2.19,11.1,2019
28035,28086,21186,1010,5890,75.43,3.6,20.97,2019
28037,2928,2081,117,730,71.07,4,24.93,2019
28039,7592,4921,209,2462,64.82,2.75,32.43,2019
28041,3925,2538,107,1280,64.66,2.73,32.61,2019
28043,8391,5636,253,2502,67.17,3.02,29.82,2019
28045,20036,15472,530,4034,77.22,2.65,20.13,2019
28047,78104,62433,2015,13656,79.94,2.58,17.48,2019
28049,88611,69397,2345,16869,78.32,2.65,19.04,2019
28051,6188,2638,474,3076,42.63,7.66,49.71,2019
28053,3186,1940,203,1043,60.89,6.37,32.74,2019
28055,483,198,6,279,40.99,1.24,57.76,2019
28057,8653,6244,410,1999,72.16,4.74,23.1,2019
28059,52423,41480,1275,9668,79.13,2.43,18.44,2019
28061,6629,3111,409,3109,46.93,6.17,46.9,2019
28063,2448,1670,22,756,68.22,0.9,30.88,2019
28065,4713,2450,421,1842,51.98,8.93,39.08,2019
28067,24858,14260,765,9833,57.37,3.08,39.56,2019
28069,3611,1882,229,1500,52.12,6.34,41.54,2019
28071,18721,15580,1029,2112,83.22,5.5,11.28,2019
28073,22116,18450,739,2927,83.42,3.34,13.23,2019
28075,29736,21199,1604,6933,71.29,5.39,23.32,2019
28077,4849,2306,483,2060,47.56,9.96,42.48,2019
28079,8105,4941,489,2675,60.96,6.03,33,2019
28081,32099,24103,1279,6717,75.09,3.98,20.93,2019
28083,9962,4374,877,4711,43.91,8.8,47.29,2019
28085,12699,7916,802,3981,62.34,6.32,31.35,2019
28087,22436,17369,819,4248,77.42,3.65,18.93,2019
28089,39635,33746,810,5079,85.14,2.04,12.81,2019
28091,9483,5357,592,3534,56.49,6.24,37.27,2019
