"ZCTA","minDisFQHC","timeDrive","countDrive"
68048,4.28,0,13
68057,17.05,16.55,2
68058,21.89,29.24,2
68059,14.59,15.3,22
68062,24.42,29.44,1
68063,17.97,26.1,2
68064,13.69,18.91,5
68065,23.14,23.4,1
68068,13.94,21.26,12
68069,13.76,16.27,16
68071,21.14,25.49,1
68072,14.19,18.88,1
68073,19.75,25.25,3
68102,0.89,0,35
68104,0.51,0,35
68105,1.48,0,35
68106,3.71,4.41,35
68107,0.25,0,35
68108,1.73,4.01,35
68110,2.17,0,35
68111,1.2,0,35
68112,5.44,6.52,35
68113,4.71,7.24,35
68114,3.14,5.26,35
68116,6.84,12.19,31
68117,2.82,4.84,35
68118,4.87,9.78,32
68122,4.99,7.11,35
68123,6.24,10.35,35
68124,3.69,6.74,35
68127,3.7,9.17,35
68128,4.27,10.54,35
68130,5.42,8.76,26
68131,1.28,5.15,35
68132,2.95,6.08,35
68133,5.97,13.26,35
68134,0.16,0,35
68135,6.05,8.51,31
68136,7.56,9.5,27
68137,1.78,0,35
68138,6.35,7.59,32
68142,6.65,8.46,34
68144,0.12,0,35
68147,1.97,7.03,35
68152,4.66,8.47,35
68154,2.71,5.85,35
68157,0.83,0,35
68164,3.95,12.71,31
68178,0.51,5.83,35
68304,19.58,25.27,5
68317,15.25,19.56,5
68331,29.14,28.71,1
68336,11.08,14.22,6
68339,12.61,16.9,6
68347,15.73,19.13,6
68360,19.9,26.86,1
68366,21.77,26.09,4
68368,22.86,29.7,1
68372,17.56,22.44,5
68402,12.29,15.13,6
68403,21.16,25.91,1
68404,16.38,19.82,6
68405,25.95,27.87,2
68409,10.43,11.04,1
68413,18.07,24.37,1
68418,20.56,23.76,4
68419,20.5,27.93,1
68423,17.54,19.06,6
68428,13.25,15.64,6
68430,11.49,17.72,6
68438,15.39,19.92,6
68455,16.97,16.9,1
68461,9.97,14.26,6
68462,15.49,17.9,6
68463,21.16,28.7,1
68502,0.57,0,6
68503,0.62,0,6
68504,2.98,5.65,6
68505,3.49,6.8,6
68506,1.57,0,6
68507,5.7,9.1,6
68508,1.28,5.61,6
68510,1.51,0,6
68512,4.86,9,6
68514,8.27,12.23,6
68516,5.71,7.61,6
68517,10.61,14.9,6
68520,7.07,8.53,6
68521,2.16,0,6
68522,4.37,8.68,6
68523,6.53,10.45,6
68524,7.64,12.68,6
68526,7.62,11.83,6
68527,10.06,14.35,6
68528,8.45,29.14,1
68531,5.53,6.53,6
68532,9.94,14.82,6
68601,1.84,0,3
68621,10.53,13.26,1
68624,13.9,17.99,3
68629,24.39,25.55,2
68631,14.22,20.29,4
68632,18.45,24.09,2
68633,18.35,23.41,1
68634,10.21,12.91,1
68640,27.48,28.41,1
68641,23.13,27.53,2
68642,13.05,17.08,5
68643,17.25,26.91,4
68644,18.4,25.76,4
68647,17.97,20.21,1
68648,18.93,24.27,3
68649,19.77,22.72,3
68653,11.7,15.63,5
68658,24.69,26.96,1
68659,12.21,14.92,2
68661,4.59,0,3
68662,22.94,24.16,1
68663,25.56,25.05,1
68664,14.05,17.31,1
68701,1.06,0,15
68710,22.16,28.89,1
68713,23.54,27.06,1
68715,12.8,17.27,15
68716,11.59,11.89,1
68717,20.42,28.07,1
68723,14.25,16.86,1
68728,13.96,18.68,1
68730,14.19,19.98,1
68731,5.79,6.95,2
68732,24.19,26.94,1
68733,20.8,26.15,1
68734,10.38,14.19,1
68736,13.56,17.67,1
68740,9.54,15.97,12
68741,15.13,20.03,2
68742,13.42,15.58,1
68743,13.46,15.49,2
68745,20.49,21.97,1
68748,1.3,0,15
68752,19.48,22.68,11
68758,23.16,28.41,4
68763,5.48,0,1
68766,16.81,24.6,1
68767,16.64,19.7,11
68768,20.04,22.72,12
68770,12.72,29.36,1
68774,9.99,17.8,1
68776,0.67,0,2
68779,13.21,21.74,11
68784,8.9,13.72,1
68785,20.46,26.91,1
68787,2.25,0,1
68788,1.06,0,1
68790,12.84,17.24,12
68791,21.07,21.74,2
68801,3.24,0,4
68803,2.61,0,4
68810,10.04,9.48,4
68820,16.41,24.26,1
68824,15.95,19.38,5
68827,14.43,17.22,4
68832,14.7,14.33,4
68841,19.48,27.85,2
68844,10.54,11.38,1
68852,19.47,21,1
68865,10.97,15.94,4
68866,15.64,20.27,1
68869,3.47,0,1
68871,11.32,18.11,1
68872,14,17.78,4
68883,19.06,19.55,4
69337,0.73,0,1
69341,10.43,0,1
69353,19.06,27.1,1
69355,11.93,16.38,1
69356,15.23,28.94,1
69357,24.11,21.99,1
69361,8.01,9.95,1
69367,22.64,27.29,1
70001,1.04,0,94
70002,0.37,0,94
70003,1.42,7.96,94
70005,2.01,5.26,96
70006,1.76,6.36,94
70030,4.8,16.63,1
70031,1.49,15.72,13
70032,0.69,4.96,93
70036,2.25,9.14,8
70037,8.4,0,68
70039,2.73,9.4,21
70043,0.41,0,81
70047,3.69,12.75,28
70049,1.41,0,6
70050,12.27,27.13,2
70051,4.8,11.58,7
70052,1.8,0,7
70053,0.65,0,93
70056,0.56,0,87
70057,3.92,20.67,7
70058,1.94,0,88
70062,1.55,0,63
70065,0.52,0,75
70067,2.41,0,12
70068,5.89,0,8
70070,8.23,0,9
70071,0.6,0,6
70072,1.68,0,81
70075,3.13,5.36,72
70076,3.68,9.4,7
70079,0.82,0,40
70080,0.74,0,5
70083,9.71,0,2
70084,0.45,0,8
70085,17.23,16.03,22
70086,8.97,28.71,3
70087,1.72,0,78
70090,6.24,16.65,7
70092,6.29,9.26,57
70094,0.6,0,96
70112,0.22,0,97
70113,0.26,0,96
70114,0.53,0,95
70115,0.61,0,96
70116,0.36,0,96
70117,0.32,0,96
70118,0.6,0,97
70119,0.58,0,97
70121,0.27,0,94
70122,0.82,0,95
70123,2.77,9.67,94
70124,1.65,0,95
70125,0.2,0,97
70126,0.93,0,93
70127,0.54,0,83
70128,1.95,7.24,74
70129,7.55,0,57
70130,0.58,0,96
70131,3.56,0,87
70139,0.4,3.07,97
70163,0.2,2.86,97
70301,6.7,0,4
70339,3.02,0,2
70340,7.42,11.41,1
70341,7.18,12.01,5
70342,2.48,4.69,1
70343,8.27,13.66,4
70344,17.93,22.13,1
70345,9.99,9.82,1
70346,2.31,0,3
70352,10.97,24.86,5
70353,13.35,21.02,1
70354,0.93,0,1
70356,14.3,26.98,4
70357,13.56,10.89,1
70358,2.45,0,1
70359,7.82,16.07,5
70360,5.37,0,5
70363,2.65,0,4
70364,4.57,8.48,5
70372,11.02,19.3,1
70373,13.83,16.82,1
70375,15.45,27.22,4
70377,15.45,28.62,1
70380,6.18,0,1
70390,13.52,27.36,3
70391,9.58,16.59,5
70392,8.07,18.57,1
70393,8.41,18.79,5
70394,11.61,28.13,4
70395,7.14,16.1,4
70401,2.26,5.86,10
70402,1.27,8.39,10
70403,0.39,0,10
70420,8.98,16.06,3
70422,4.66,7.65,8
70427,4.1,0,3
70433,3.71,0,3
70435,5.26,22.86,3
70436,2.1,6.37,4
70437,12.81,25.6,2
70441,2.98,0,6
70442,6.48,25.75,1
70443,2.5,0,10
70444,2.92,0,8
70445,12.03,20.91,4
70446,3.5,0,8
70447,7.62,20.08,3
70448,4.2,9.48,3
70451,3.96,7.23,10
70452,10.52,20.02,3
70454,7.34,9.84,8
70455,9.84,21.89,5
70456,1.84,0,20
70458,4.19,0,8
70460,5.61,8.25,4
70461,5.86,10.76,2
70462,5.53,0,2
70463,7.53,18.57,3
70465,3.58,10.76,16
70466,5.49,13.07,10
70471,2.93,0,3
70501,0.72,0,10
70503,5.88,14.32,7
70506,5.89,11.12,7
70507,2.59,9.37,9
70508,5.9,14.92,5
70510,7.73,0,2
70512,10.03,22.12,4
70513,9.29,15.89,2
70514,1.28,0,2
70516,12.39,25.1,1
70517,12.59,18.63,6
70518,6.59,21.14,6
70519,5.12,15.98,8
70520,6.27,11.2,9
70523,5.13,7.49,2
70524,11.47,23.63,4
70525,10.64,21.21,5
70526,1.42,0,1
70528,10.15,16.73,4
70529,10.49,17.98,6
70531,10.14,15.12,1
70532,13.13,28.89,1
70533,8.51,13.43,4
70534,5.85,12.61,1
70535,20.62,26.43,3
70537,14.44,25.21,1
70538,6.12,0,2
70541,2.23,8.05,9
70543,13.29,27.48,1
70544,7.71,14.71,4
70546,21.43,23.71,1
70548,23.34,16.77,3
70550,7.64,9.9,4
70552,10.4,25.37,3
70554,15.9,20.52,1
70555,8.73,16.38,7
70556,13.8,24.97,1
70558,10.8,22.27,7
70559,12.42,21.92,1
70560,6.59,0,3
70563,6.37,14.02,3
70570,1.83,0,10
70575,2.8,10.19,2
70576,12.7,24.78,2
70577,9.71,13.42,4
70578,7.03,13.63,6
70580,11.4,14.92,1
70581,26.1,27.71,1
70582,4.8,0,8
70583,6.88,14.74,7
70584,2.69,0,9
70585,16.13,23.8,1
70586,6.32,0,1
70589,4.21,0,5
70591,22.64,25.87,1
70592,11.59,22.07,7
70601,2.05,0,3
70605,10.31,11.32,3
70607,14.26,14.2,3
70611,8.34,15.33,3
70615,4.05,0,3
70630,18.66,29.08,1
70638,10.13,20.17,1
70639,18.52,28.43,1
70640,21.57,22.82,4
70647,10.5,12.4,3
70648,12.49,17.54,1
70650,16.68,19.28,3
70651,14.46,29.87,1
70653,7.81,0,1
70654,8.91,25.33,1
70655,4.4,0,2
70659,17.34,20.84,2
70663,13.47,17.32,3
70665,20.08,23.66,3
70668,11.48,24,3
70669,5.98,11.88,3
70706,10.62,20.7,22
70710,3.53,4.62,39
70711,2.76,0,9
70714,5.11,12.38,35
70715,6.73,0,8
70719,3.74,0,39
70721,3.4,17.89,6
70722,5.58,0,5
70723,9.57,21.6,3
70725,3.36,21.18,3
70726,2.93,0,36
70729,2.49,6.34,26
70730,6.37,26.7,4
70732,5.83,13.97,5
70733,11.9,22.99,4
70734,7.89,18.48,22
70736,3.04,5.22,9
70737,11.1,22.32,27
70739,8.93,17.17,34
70740,11.17,19.44,24
70743,5.7,13.19,3
70744,7.98,11.56,12
70747,0.16,0,8
70748,2.01,0,7
70749,3.07,10.1,8
70750,15.27,21.25,8
70752,3.22,8.83,9
70753,6.39,10.46,4
70754,4.24,0,5
70755,3.32,0,11
70756,4.13,11.12,6
70757,0.23,0,5
70759,6.96,13.45,8
70760,1.36,0,12
70762,5.54,15.14,11
70763,3.14,8.8,4
70764,3.95,0,11
70767,7.18,0,35
70769,11.82,21.32,22
70770,9.7,16.89,19
70772,5.61,11.91,27
70773,0.74,0,9
70774,12.87,28.69,1
70776,0.91,0,6
70777,5.59,0,7
70778,9.69,20.42,9
70780,3.96,17.1,27
70783,2.74,6.56,8
70785,9.63,14.75,5
70788,10.53,17.73,9
70789,6.87,18.4,5
70791,0.43,0,31
70801,0.98,4.01,44
70802,0.53,0,44
70803,1.73,6.66,40
70805,1.07,0,39
70806,1.19,0,39
70807,1.12,0,36
70808,2.01,0,40
70809,1.58,0,37
70810,2.36,0,40
70811,1.97,0,39
70812,0.6,0,39
70814,0.53,0,37
70815,2.63,7.54,37
70816,5.77,12.3,37
70817,7.95,12.07,36
70818,4.77,13.04,35
70819,3.99,10.5,37
70820,3.81,5.82,40
70836,0.33,3.29,40
71001,14.39,19.21,3
71003,17.17,29.49,1
71004,6.54,9.8,2
71007,14.78,27.54,2
71024,12.07,21.27,1
71027,10.9,17.61,10
71028,17.64,28.18,1
71029,1.31,0,1
71030,6.83,14.82,6
71032,7.61,21.52,3
71033,13.37,16.78,13
71034,11.93,22.37,2
71037,13.03,13.75,7
71038,5.31,0,1
71039,7.47,15.25,3
71040,16.88,23.6,1
71043,5.57,10.99,1
71044,11.92,18.6,1
71045,6.85,22,2
71046,12.14,24.97,1
71047,6.65,20.48,7
71049,18.07,27.33,2
71052,3.65,0,2
71055,4.46,0,1
71060,14.07,29.82,1
71061,9.66,22.46,1
71064,13.07,26.44,1
71067,15.05,20.17,4
71068,4.62,0,2
71069,15.1,27.55,2
71072,12.23,26.18,1
71073,8.26,12.84,3
71078,2.38,0,11
71082,9.32,19.6,1
71101,0.8,0,14
71103,1.5,4.46,14
71104,1.26,5.08,14
71105,3.83,9.5,14
71106,3.04,0,14
71107,5.38,0,12
71108,0.1,0,14
71109,0.37,0,14
71110,7.93,15.2,12
71111,3.87,0,13
71112,5.33,10.9,13
71115,14.71,0,13
71118,1.06,0,14
71119,8.17,9.54,13
71129,9,11.53,14
71201,0.89,0,13
71202,8.48,0,13
71203,7.03,14.76,13
71209,1.4,8.68,13
71220,6.33,0,6
71222,18.8,24.99,3
71223,13.28,20.02,2
71225,11.69,17.88,15
71227,10.74,24.18,2
71229,11.14,18.38,6
71232,2.99,0,8
71233,4.92,18.59,2
71234,12.3,20.41,4
71235,14.46,24.21,2
71237,10.69,22.45,7
71238,17.01,25.68,1
71241,2.31,0,2
71243,10.99,22.43,1
71245,1.92,0,3
71247,0.5,0,5
71250,8.27,17.64,1
71251,5.46,7.61,5
71253,9.94,14.27,2
71260,2.07,0,2
71261,6.52,0,6
71268,6.7,10.05,6
71269,20.19,25.08,7
71270,1.74,0,6
71272,1.09,4.03,6
71275,7.18,10.67,3
71276,13.9,24.78,1
71277,17.61,28.91,1
71279,15.85,20.51,19
71280,12.59,23.23,14
71282,3.57,0,8
71291,4.99,0,13
71292,7.49,0,13
71295,13.63,25.73,1
71301,0.36,0,22
71302,7.09,0,20
71303,2.76,0,21
71322,8.36,0,1
71323,13.43,28.4,1
71325,9.44,25.18,2
71326,7.18,14.71,3
71327,11.29,24.19,2
71328,14.51,27.4,3
71331,11.74,21.88,1
71333,9.39,15.1,1
71334,0.93,0,10
71336,5.17,19.27,3
71339,12.74,23.92,1
71340,1.27,0,4
71341,8.16,18.08,2
71343,10.35,0,3
71345,0.88,27.96,5
71346,8.83,17.42,21
71350,4.19,13.2,1
71351,8.67,0,1
71355,15.48,27.59,1
71356,8.83,17.98,1
71357,15.93,21.44,3
71360,2.49,0,22
71366,7.04,0,3
71367,9.21,27.26,2
71368,2.14,0,5
71369,13.47,21.5,4
71373,24,0,7
71375,12.62,24.67,4
71377,3.04,7.51,3
71378,4.47,0,3
71403,12.89,23.37,2
71404,4.24,0,2
71405,4.77,10.72,24
71406,13.36,28.28,1
71407,6.28,3.48,24
71409,13.5,19.58,10
71410,8.64,18.37,5
71411,9.94,25.07,5
71414,6.07,14.4,6
71417,2.46,0,3
71422,10.78,15.63,8
71423,10.97,0,12
71424,12.48,29.52,5
71425,10.85,28.28,1
71426,5.92,14.09,1
71429,13.72,29.31,1
71430,8.73,18.11,7
71432,6.02,0,2
71433,15.05,22.92,2
71439,18.07,24.3,2
71441,22.58,25.12,1
71446,5.77,0,2
71449,4.03,0,1
71452,7.92,28.32,5
71454,3.02,0,2
71456,6.31,16.77,5
71457,1.83,0,5
71459,5.97,9.45,2
71461,2.02,7.82,2
71463,3.2,0,2
71466,17.66,25.09,5
71467,7.34,0,16
71469,13.42,28.93,5
71479,7.85,11.73,1
71480,10.57,15.2,1
71483,2.8,0,5
71485,3.38,0,20
71486,11.95,21.51,1
71601,7.45,0,2
71602,10.79,15.64,2
71603,9.85,9.35,3
71631,14.46,26.46,2
71635,15.41,28.16,3
71638,2.89,0,3
71640,1.2,0,3
71642,15,21.38,3
71646,0.6,0,3
71651,18.03,28.51,1
71652,10.45,29.12,1
71653,4.12,0,6
71654,9.05,14.97,3
71655,4.81,0,4
71658,7.61,20.85,6
71659,15.06,18.08,1
71661,7.62,15.48,3
71663,5.01,0,2
71665,5.42,0,1
71667,1.48,0,4
71670,17.8,26.39,2
71671,3.66,0,4
71675,7.8,16.4,4
71676,0.5,0,1
71701,17.98,22.78,1
71711,10.02,21.15,1
71720,5.19,0,1
71724,18.41,22.63,1
71730,20.32,27.09,1
71740,10,24.11,1
71742,15.52,18.33,2
71743,19.62,26.55,1
71744,4.14,0,1
71745,6.1,10.75,1
71747,10.59,23.73,2
71763,20.4,29.99,1
71765,2.61,0,1
71766,7.55,17.77,2
71770,18.12,27.09,1
71801,0.86,0,2
71822,17.08,29.27,3
71827,12.54,19.12,1
71832,0.74,0,2
71834,14.67,27.71,1
71835,9.78,24.91,2
71837,18.98,21.32,4
71839,11.72,11.62,4
71841,9.53,18.46,2
71842,12.88,19.19,2
71845,4.84,0,1
71853,12.11,19.28,7
71854,8.92,0,7
71857,20.73,28.06,2
71860,8.18,10.19,1
71862,13.45,22.75,2
71901,5.45,0,2
71913,2.94,0,5
71921,4.89,0,1
71923,4.42,0,1
71929,15.36,26.44,1
71933,12.36,25.38,1
71941,13.47,24.32,4
71943,11.1,17.78,1
71944,16.49,27.14,2
71945,10.91,21.03,3
71950,17.31,26,1
71953,2.01,0,3
71956,12.24,21.54,2
71957,2.68,0,3
71960,7.6,29.68,3
71964,13.21,17.74,2
71965,11.68,29.44,3
71968,17.09,21.36,2
71998,2.51,2.38,1
71999,2.18,2.71,1
72002,9.48,17.39,8
72003,10.2,23.56,1
72004,5.14,0,2
72005,13.9,25.19,1
72006,3.16,0,6
72007,3.34,8.98,4
72010,1.82,0,8
72011,9.52,21.67,1
72012,12.54,18.81,9
72013,2.69,0,3
72014,15.26,29.06,2
72015,5.91,0,3
72017,9.84,18,1
72019,8.95,11.25,1
72020,13.76,27.79,1
72021,4.48,0,3
72022,8.07,13.99,8
72023,0.98,0,5
72024,1.3,0,3
72027,0.91,0,2
72029,5.58,0,2
72030,9.87,25.47,1
72031,6.77,0,2
72032,4.47,0,4
72034,6.3,13.73,4
72035,3.23,11.92,4
72036,1.35,0,3
72037,5.81,9.47,1
72038,16,25.32,1
72039,6.39,13.5,2
72040,2.1,0,3
72041,8.19,18.52,3
72042,1.84,0,1
72045,11.35,19.58,1
72046,0.96,0,1
72055,14.34,22.8,1
72058,12.53,20.75,3
72059,12.23,25.98,3
72060,10.8,26.26,2
72061,11.09,28.75,1
72064,3.06,0,3
72065,9.48,28.3,2
72068,4.09,10.28,5
72069,14.97,26.79,1
72072,15.14,18.87,1
72073,12.89,24.6,1
72074,12.95,15.26,2
72076,3.4,0,11
72079,5.69,8.29,4
72081,8.75,15.32,5
72082,0.3,0,5
72083,5.66,9.3,1
72085,5.15,19.03,5
72086,1.51,0,3
72099,2.41,4.9,7
72101,3.64,0,5
72102,10.44,24.04,7
72103,12.85,23.11,7
72104,1.53,0,4
72106,3.89,0,7
72107,9.34,17.6,2
72108,14.54,21.11,4
72111,9.36,27.56,2
72112,2.98,0,1
72113,0.62,0,10
72114,1.51,0,13
72116,2.65,7.32,13
72117,8.24,9.82,13
72118,5.51,7.72,10
72119,4.89,14.09,9
72120,8.3,15.12,11
72121,4.8,0,1
72123,2.53,10.14,5
72127,13.99,27.58,1
72128,12.39,19.94,3
72129,18.46,28.16,3
72131,10.38,26.85,3
72132,2.27,0,3
72134,6.63,16.31,1
72135,10.2,29.11,1
72136,9.31,26.44,2
72137,2.99,0,1
72139,4.73,9.43,9
72140,14.83,22.64,1
72141,14.93,23.96,1
72142,11.78,19.35,8
72143,0.62,0,5
72149,0.2,4.63,5
72152,9.92,27.06,2
72153,11.53,26.46,1
72156,11.41,25.52,1
72157,8.14,16.52,1
72167,11.91,24.69,4
72168,9,21.92,1
72169,11.06,22.08,6
72170,12,21.28,1
72173,1.32,0,2
72175,6.02,13.2,1
72176,12.79,16.43,4
72179,6.85,12.9,2
72181,5.66,17.24,3
72201,2.67,3.86,14
72202,2.33,5.51,9
72204,2.47,0,10
72205,1.14,5.18,9
72206,6.71,0,10
72207,1.03,0,10
72209,5.08,9.59,10
72210,7.79,19.17,8
72211,1.29,0,9
72212,3.49,8.36,9
72223,8.5,9.12,8
72227,2.69,5.97,10
72301,1.2,0,22
72311,8.98,22.1,1
72315,2.41,0,1
72320,11.22,21.73,2
72321,10.38,15.11,1
72322,8.04,14.87,2
72324,2.25,0,2
72325,11.1,12.89,5
72326,11.96,16.05,2
72327,8.79,13.48,6
72330,8.64,16.36,1
72331,1.7,0,3
72332,7.32,17.96,4
72335,2.77,6.75,3
72339,16.85,21.75,3
72340,12.16,17.84,2
72341,9.86,15.42,2
72342,8.33,0,4
72347,13.28,26.8,3
72348,3.87,0,1
72354,1.03,0,1
72355,10.47,17.53,5
72358,12.19,18.67,1
72359,0.97,0,2
72360,1.34,0,1
72364,1.75,0,16
72365,10.98,21.28,2
72366,4.21,0,4
72368,13.96,25.04,2
72370,17.05,27.47,1
72372,15.7,19.57,3
72373,3.93,0,3
72374,5.58,10.79,5
72376,7.62,18.71,4
72377,6.33,15.7,1
72383,10.15,19.87,2
72384,15.09,20.45,3
72386,13.89,25.28,3
72390,6.43,6.78,5
72392,8.51,11.27,2
72394,8.36,15.32,1
72396,2.72,0,4
72401,3.39,0,6
72404,7.69,0,5
72410,9.59,18.65,2
72411,7.54,12.74,5
72412,13.98,23.65,1
72413,11.07,22.69,2
72414,4.7,9.39,1
72415,14.6,21.02,1
72416,10.8,18.38,4
72417,11.57,13.8,5
72419,8.64,21.62,2
72421,11.34,20.48,4
72422,3.25,0,1
72424,10.47,17.03,1
72426,10.95,15.4,1
72427,13.88,26.9,2
72428,13.01,19.34,1
72431,12.25,21.85,1
72432,14.42,24.78,1
72433,7.34,9.63,1
72434,14.06,23.16,2
72435,8.62,26.79,1
72436,15.17,23.02,1
72437,1.76,0,5
72438,18.47,29.65,1
72441,14.18,21.54,1
72442,16.92,28.43,1
72443,12.19,22.05,1
72444,16.79,23.84,1
72445,9.72,13.67,2
72447,10.9,16.05,1
72449,10.97,20.78,2
72450,1.8,0,3
72455,8.81,0,2
72456,18.81,28.08,1
72457,6.74,11.8,1
72458,12.98,24.09,1
72460,17.61,29.8,1
72461,14.96,25.92,6
72462,13.15,21.33,2
72464,15.22,27.48,1
72467,1.82,4.39,6
72470,9.14,21.98,1
72471,0.79,0,1
72472,6.66,0,5
72473,7.93,16.63,2
72476,4.35,0,2
72501,1.73,0,3
72512,0.96,0,2
72513,3.3,0,1
72517,8.59,16.15,1
72520,8.81,21,1
72521,15.97,23.12,3
72522,8.95,20.68,3
72523,15.33,29.24,3
72526,13.36,18.62,3
72527,4.21,10.27,3
72529,5.4,22.68,1
72532,12.45,23.27,1
72533,12.34,26.38,1
72536,5.91,16.05,2
72539,10.07,24.25,2
72540,11.35,26.34,2
72542,10.84,24.3,1
72543,5.34,0,1
72546,8.59,25.72,1
72550,11.24,18.3,3
72553,9.41,18.34,4
72554,7.5,16.64,3
72556,5.83,0,1
72560,3.39,0,1
72561,10.97,27.76,1
72562,13.5,25.07,4
72565,10.42,22.49,3
72567,13.94,24.88,1
72568,9.89,21.31,4
72573,6.42,19.82,1
72576,2.08,0,2
72577,12.32,23.59,1
72578,7.2,25.87,1
72579,11.55,26.6,3
72581,4.92,20.13,1
72583,10.3,20.6,1
72584,7.6,22.42,2
72587,4.08,15.6,2
72601,1.25,0,2
72611,11.19,14.99,2
72616,7.33,15.37,1
72626,11.82,21.82,2
72628,3.5,0,1
72634,10.67,18.95,2
72635,15.54,28.63,2
72636,7.88,25.72,1
72638,3.34,0,2
72639,15.06,27.29,1
72641,3.25,0,1
72645,11.17,16.12,1
72648,6.95,25.45,2
72650,3.81,0,1
72660,2.08,14.49,1
72662,15.41,21.3,7
72666,6.76,19.43,1
72672,10.78,23.86,2
72675,11.95,21.65,1
72677,1,4.46,2
72680,15.39,29.38,1
72682,8.24,27.07,2
72683,8.73,21.39,1
72685,15.64,27.63,1
72687,2.87,0,2
72701,10.39,13.62,12
72703,6.3,13.38,13
72704,6.2,0,13
72712,4.17,0,13
72714,5.7,17.46,5
72715,11.86,22.75,4
72717,14.19,26.95,1
72718,4.25,15.88,13
72719,7.33,9.3,7
72722,13.6,20.16,3
72730,0.93,0,12
72732,10.93,18.84,5
72734,8.97,12.61,2
72738,11.43,19.95,10
72739,11.85,17.22,5
72740,3.95,0,2
72744,7.92,12.15,3
72745,5.38,10.77,15
72749,12.62,21.56,2
72751,1.09,0,5
72753,4.59,0,7
72756,10.47,0,13
72758,2.22,0,15
72761,5.88,0,4
72762,4.68,0,17
72764,3.8,0,14
72768,17.08,26.24,1
72769,5.99,16.9,4
72773,9.9,21.1,2
72774,11.93,19.17,12
72821,15.82,29.46,1
72830,4.44,0,2
72832,14.23,21.83,1
72837,9.84,28.43,1
72840,9.84,23.09,1
72843,9.54,0,1
72845,6.29,14.66,2
72846,6.46,0,2
72847,10.17,27.87,1
72855,14.56,17.63,1
72863,9.34,22.71,1
72901,3.94,8.75,4
72903,1.57,0,6
72904,0.92,0,6
72908,5.69,8.69,5
72916,4.38,0,5
72921,9.77,19.52,5
72923,3.19,7.06,5
72926,13.85,25.51,1
72928,4.01,12.31,1
72930,7.85,28.28,1
72933,10.09,21.26,2
72935,5.19,11.42,4
72936,12.7,15.77,3
72937,8.37,23.9,2
72940,14.7,21.73,2
72941,3.04,0,5
72946,7.12,0,1
72947,6.41,0,3
72949,18.15,18.88,3
72950,18.68,24.43,1
72951,1.32,0,1
72952,8.22,28.72,3
72956,5.8,13.93,5
72958,0.72,0,1
73003,9.02,14.4,12
73005,1.07,0,4
73006,3.26,0,3
73008,4.46,9.37,19
73009,16.74,29.57,1
73011,9.62,26.65,2
73012,9.83,15.21,13
73013,5.55,8.44,16
73015,11.07,19.63,1
73017,13.67,28.69,1
73018,1.56,0,2
73019,1.83,6.42,7
73020,5.12,18.84,4
73025,14.55,24.38,7
73026,9.96,17.91,2
73027,2.58,0,1
73029,11.15,19.82,2
73034,13.54,21.26,6
73036,14.54,20.66,1
73038,2.18,0,2
73042,14.42,20.27,1
73044,13.82,20.15,1
73045,11.21,21.08,1
73049,6.71,17.58,1
73050,0.95,2.78,1
73052,0.57,0,3
73054,16.13,27.7,1
73055,3.73,0,1
73057,2.05,0,3
73058,10.8,20.34,2
73063,15.13,29.93,1
73064,10.04,14.46,15
73065,11.9,20.54,13
73066,1.65,7.3,18
73067,12.78,17.82,1
73068,11.73,22.01,2
73069,2.17,7.7,9
73071,1.89,0,8
73072,4.63,11.01,12
73074,8.96,21.67,1
73075,13.33,23.31,1
73078,15.05,21.87,1
73079,13.89,29.98,1
73082,12.86,17.76,2
73084,3.1,0,18
73086,26.29,27.12,1
73090,15.84,25.64,1
73092,11.32,17.35,2
73093,10.87,27.75,2
73095,10.67,24.41,1
73097,6.53,12.91,19
73099,3.08,0,19
73102,0.79,3.58,20
73103,0.77,0,20
73104,1.17,4.57,20
73105,0.39,0,20
73106,0.94,0,20
73107,1.06,0,20
73108,1.95,0,20
73109,0.75,0,22
73110,3.7,8.56,19
73111,0.41,0,20
73112,0.79,0,19
73114,1.29,0,19
73115,1.41,0,22
73116,2.23,5.1,19
73117,1.61,5.11,20
73118,1.6,5.34,20
73119,3.06,4.27,20
73120,3.4,8.1,19
73121,2.64,6.68,19
73122,2.21,5.82,19
73127,4.34,9.25,19
73128,3.82,13.24,19
73129,2.62,6.57,22
73130,5,10.46,18
73131,4.41,11.28,19
73132,4.51,10.32,19
73134,5.04,10.91,19
73135,5.5,6.27,21
73139,0.66,0,22
73141,5.56,6.33,19
73142,8.6,15.59,15
73145,5.08,5.34,21
73149,1.93,5.54,22
73150,9.25,14.33,18
73151,6.49,16.94,14
73159,2.95,5.99,21
73160,5.88,10.92,20
73162,6.26,13.04,19
73165,11.25,21.99,8
73169,7.52,13.93,18
73170,5.28,8.81,19
73173,7.1,15.08,17
73179,4.99,13.34,19
73401,1.69,0,3
73433,16.3,27.77,1
73434,17.56,29.68,2
73439,5.13,0,1
73443,10.39,11.99,3
73446,8.59,23.48,2
73447,13.06,28.37,3
73448,19.14,24.96,3
73450,9.98,17.11,1
73455,6.34,9.38,1
73458,15.67,20.78,3
73460,5.39,0,1
73463,20.67,25.41,3
73501,4.97,0,7
73503,7.02,4.64,9
73505,1.78,0,8
73507,12.51,0,9
73520,9.38,17.66,2
73527,4.87,0,7
