"ZCTA","minDisSUT","timeDrive","countDrive"
67134,11.25,16.88,2
67135,11.02,26.71,5
67138,8.64,17.03,1
67140,13.39,24.67,2
67144,8.4,13.81,14
67146,13,26.97,2
67147,7.3,13.87,34
67151,7.39,15.33,5
67152,0.55,0,2
67154,11.34,23.83,4
67156,1.05,0,2
67202,0.21,0,31
67203,0.44,0,30
67204,1.46,0,30
67205,2.73,8.3,30
67206,2.02,8.76,31
67207,0.29,0,31
67208,1.51,4.47,31
67209,0.82,0,30
67210,2.72,6.41,30
67211,1.1,4.82,31
67212,1.05,0,30
67213,1.35,0,30
67214,0.98,0,30
67215,4.18,10.77,30
67216,3.59,8.44,30
67217,2.52,0,30
67218,0.07,0,31
67219,2.03,0,34
67220,2.47,3.38,31
67223,4.19,13.18,27
67226,1.02,0,31
67227,4.85,12.34,29
67228,3.48,10.5,30
67230,3.15,10.16,31
67232,3.52,14.96,23
67235,2.56,9.61,30
67260,0.68,5.6,30
67301,1.18,0,2
67330,12.69,20.68,1
67333,13.13,28.48,1
67334,5.89,16.01,2
67335,12.48,20.62,1
67337,2.42,0,1
67340,4.15,13.3,2
67341,9.5,16.74,2
67342,15.6,29.44,1
67344,11.55,25.65,1
67347,12.69,24.86,1
67351,7.8,20.42,2
67355,10.87,26.96,2
67356,12.82,28.28,1
67357,0.52,0,1
67360,5.88,17.73,2
67361,0.97,0,2
67363,6.04,13.91,2
67364,9.58,19.54,1
67401,2.44,0,4
67410,2.66,0,2
67416,10.56,17.64,4
67420,4.5,0,1
67422,12.42,26.12,4
67425,11.77,29.09,4
67428,11.6,17.66,5
67430,15.16,28.55,1
67431,10.7,17.1,2
67436,19.79,29.54,2
67437,8.63,21.7,1
67438,11.24,24.05,1
67441,6.64,13.92,2
67443,7.86,13,5
67445,15.05,21.73,3
67446,10.45,18.35,1
67456,14.99,26.82,7
67460,1.39,0,4
67470,7.7,23.4,5
67473,5.47,0,1
67474,8.8,17.39,1
67478,10.47,18.82,1
67480,10.68,16.14,5
67482,7.95,18.54,2
67483,14.92,24.26,1
67491,12.45,24.88,3
67501,5.04,0,4
67502,4.2,7.5,4
67505,1.89,4.86,4
67510,14.93,23.94,4
67514,19.61,28.3,4
67522,9.28,27.32,4
67543,14.46,20.91,4
67546,12.09,19.78,7
67553,15.82,25.76,2
67561,9.11,23.98,4
67566,11.79,18.94,4
67583,18.05,25.3,1
67601,1.79,0,2
67621,11.23,20.79,1
67622,9.48,19.23,2
67623,13.84,28.21,1
67637,15.39,22.3,2
67639,8.34,13.31,1
67640,14.39,27.68,2
67645,15.94,28.54,2
67654,3.07,0,2
67661,4.96,0,1
67664,14.67,20.52,3
67667,12.2,22.35,2
67671,9.96,19.8,2
67674,13.25,19.32,2
67701,0.55,0,1
67733,10.79,18.29,1
67735,2.53,0,1
67741,15.33,20.74,2
67743,10.23,29.6,1
67748,26.52,28.44,1
67801,4.03,0,1
67834,19.48,28.78,1
67835,23.8,29.12,1
67838,15.55,23.71,3
67841,16.53,22.95,1
67843,3.21,10.04,1
67846,6.81,0,3
67851,10.13,12.09,3
67855,3.61,0,1
67862,10.34,27.59,1
67863,5.61,0,1
67868,13.13,28.75,3
67876,15.66,26.78,1
67880,2.44,0,1
67882,6.49,12.66,1
67901,4.08,0,2
68001,10.51,22.06,1
68002,8.34,16.1,3
68003,15.03,29.7,2
68005,3.65,10.49,31
68007,9.27,16.46,24
68008,17.03,22.42,10
68010,1.66,6.54,28
68014,8.95,16.07,1
68015,8.93,21.48,1
68017,10.57,15.19,17
68018,6.73,15.04,1
68020,11.13,16.17,3
68022,4.44,10.11,27
68023,7.8,16.15,22
68025,0.57,0,3
68028,9.98,16.57,17
68030,5.96,10.79,17
68031,13.04,22.68,3
68033,7.48,13.66,1
68034,13.49,22.25,14
68036,13.27,23.8,1
68037,12.99,25.86,4
68038,12.17,24.63,3
68039,0.86,0,3
68040,8.15,14.73,1
68041,6.69,12.85,3
68042,12.07,24.76,1
68044,6.79,13.07,3
68046,2.74,0,32
68048,11.11,17.74,4
68050,13.48,21.56,2
68055,7,18.25,3
68057,18.33,29.18,3
68058,15.29,29.42,2
68059,9.12,15.3,24
68062,10.58,23.44,3
68063,18.98,29.18,3
68064,8.85,18.91,9
68065,14.92,24.63,3
68066,1.64,0,1
68067,5.89,9.99,3
68068,11.09,20.48,15
68069,7.01,12.46,25
68070,9.69,11.38,2
68071,0.12,0,4
68072,10.56,18.88,3
68073,11.17,19.44,9
68102,0.67,0,32
68104,0.57,0,32
68105,0.56,0,32
68106,1.37,4.41,32
68107,0.29,0,32
68108,1.47,4.01,32
68110,1.05,0,31
68111,1.17,5.67,32
68112,2.95,8.07,32
68113,3.08,8.04,31
68114,1.35,0,32
68116,4.4,12.19,27
68117,1.81,4.84,32
68118,1.84,7.1,30
68122,3.72,0,32
68123,2.85,0,31
68124,1.82,4.6,32
68127,1.07,0,32
68128,2.05,5.36,32
68130,0.8,0,24
68131,0.63,0,32
68132,0.61,0,32
68133,2.63,6.32,32
68134,2.11,5.38,32
68135,2.29,7.8,27
68136,4.73,9.5,25
68137,0.92,0,32
68138,3.86,7.59,28
68142,5.48,7.59,28
68144,0.06,0,32
68147,2,7.03,32
68152,1.85,0,32
68154,2.07,5.85,28
68157,2.29,9.41,32
68164,3.55,13.6,27
68178,0.57,4.09,32
68304,12.47,22.61,18
68305,2.22,0,1
68310,1.13,0,2
68313,12.36,24.72,2
68314,8.43,13.49,2
68315,19.42,25.63,1
68316,11.36,15.79,1
68317,6.2,14.76,22
68318,9.49,22.19,2
68319,10.07,14.88,1
68320,8.95,21.8,1
68321,7.65,14.5,1
68322,13.15,19.34,1
68326,17.1,27.48,1
68328,11.97,25.12,3
68331,13.64,24.04,6
68332,17.88,27.22,2
68333,0.46,0,1
68336,9.53,19.65,22
68337,12.55,25.58,2
68339,8.97,16.9,23
68341,11.6,23.8,3
68343,9.28,12.29,2
68346,8.35,13.3,1
68347,9.87,16.47,22
68349,16.58,28.3,4
68351,12.98,23.72,1
68354,8,14.06,2
68355,4.11,0,2
68357,10.41,18.86,2
68358,14.08,29.28,1
68359,17.15,23.76,1
68360,8.05,14.74,1
68361,1.02,0,1
68364,7.94,15.94,2
68365,8.82,19.63,2
68366,14.05,24.26,16
68367,16.25,26.95,1
68368,8.42,19.38,5
68371,11.59,23.8,1
68372,8.74,20.07,23
68376,16.25,26.88,1
68377,14.91,27.3,2
68378,9.87,14.17,1
68379,8.96,15.28,2
68380,18.39,25.62,2
68382,9.64,20.3,1
68401,8.18,13.93,2
68402,10.2,19.25,22
68404,10.74,15.67,19
68405,9.75,17.3,8
68406,11.52,18.55,1
68409,16.12,26.04,2
68410,2.59,0,1
68413,13.68,28.4,1
68414,10.68,20.57,2
68415,14.69,26.8,2
68416,11.04,21.93,1
68417,12.25,23.01,1
68418,10.99,18.95,19
68419,10.24,23.12,2
68421,8.41,18.94,1
68422,8.22,15.3,2
68423,10.44,19.7,23
68424,14.4,23.08,2
68428,11.97,19.76,21
68430,5.81,17.49,23
68431,8.92,17.04,1
68433,7.03,13.62,1
68434,1.1,0,1
68436,9.96,20,1
68437,11.9,22.65,2
68438,10.85,16.98,19
68439,8.79,16.04,1
68442,11.26,20.13,1
68444,7.99,12.35,1
68446,16,21.97,1
68448,11.73,25.72,2
68450,20.54,27.09,1
68452,15.83,28.96,1
68453,16.27,29.98,1
68454,16.13,25.2,2
68455,10.77,21.63,1
68456,11.14,16.22,2
68457,8.29,17.87,1
68458,12.79,20.43,2
68460,9.03,14.15,2
68461,4.66,8.81,22
68462,9.76,16.07,22
68465,9.9,16.58,1
68466,14.65,24.09,2
68467,0.77,0,1
68502,0.21,0,22
68503,0.84,0,22
68504,2.06,5.65,22
68505,0.71,0,22
68506,1.4,0,22
68507,2,4.07,22
68508,0.7,0,22
68510,0.77,0,22
68512,3.49,9,22
68514,6.49,13.92,23
68516,2.57,7.61,22
68517,7.14,16.56,23
68520,3.49,8.02,22
68521,3.84,6.97,22
68522,2.9,7.61,22
68523,4.67,10.45,23
68524,6.5,14.73,22
68526,0.5,0,22
68527,5.29,10.12,22
68531,6.4,10.65,22
68532,6.9,13.68,24
68601,1.38,0,5
68621,7.76,13.26,3
68624,8.62,17.99,6
68626,9.28,19.09,2
68632,0.46,0,1
68634,6.41,12.91,5
68635,13.16,21.56,2
68640,20.4,28.41,5
68642,17.64,26.82,5
68647,13.39,20.21,5
68648,15.67,26.71,3
68649,15.66,25.27,3
68653,8.76,15.63,5
68658,9.15,18.54,6
68661,14.44,21.58,6
68662,14.95,24.16,6
68663,17.99,25.05,5
68666,17.81,22.49,1
68667,13.57,26.05,1
68669,13.08,23.39,2
68701,1,0,8
68713,0.56,0,4
68715,8.9,17.27,8
68724,10.48,21.67,2
68730,10.68,19.98,2
68731,5.12,6.95,16
68733,13.4,27.02,2
68734,7.19,14.19,4
68736,10.16,17.67,2
68740,9.49,15.97,8
68741,9.89,20.03,15
68742,10.16,15.58,3
68743,6.97,15.49,14
68748,13.35,21.22,8
68752,13.64,22.68,8
68760,1.01,0,2
68763,3.07,0,4
68766,12.11,24.6,3
68767,12.02,19.7,8
68768,16.78,26.53,8
68770,14.06,29.36,1
68774,7.29,17.8,2
68776,1.14,0,16
68779,10.78,21.74,8
68780,11.04,14.75,1
68783,10.92,24.99,2
68785,12.62,26.91,1
68790,14.24,26.1,8
68801,3.17,0,6
68803,1.64,0,6
68810,7.07,9.48,6
68812,16.6,24.06,1
68824,11.65,20.01,6
68827,11.39,17.22,6
68832,9.64,14.33,11
68836,15.2,26.12,3
68840,10.93,16.51,1
68841,13.39,27.85,3
68843,15.41,22.27,1
68845,4.3,8.72,1
68847,4.33,0,1
68849,1.42,6.81,1
68850,3.6,0,1
68861,9.21,17.84,1
68863,11.13,17.32,1
68865,8.1,15.94,6
68866,18.39,28.4,1
68870,10.51,16.76,1
68872,10.65,17.78,6
68876,18.74,27.03,1
68883,14.15,19.55,6
68901,0.9,0,5
68923,7.49,11.27,1
68924,13.76,20.18,2
68925,10.64,18.76,5
68927,14.19,21.21,1
68933,19.13,28.9,5
68940,10.34,16.37,1
68941,9.86,20.02,5
68944,16.01,27.28,5
68945,17.76,29.15,5
68949,1.17,0,1
68950,14.82,29.96,5
68954,8.26,15.46,5
68955,5.31,11.2,5
68956,13.7,25.95,5
68958,8.99,13.62,1
68969,10.41,19.26,1
68973,11.35,23.71,5
68976,13.55,23.83,2
68979,13.59,27.27,1
68980,9.62,19.64,5
68982,12.4,20.66,1
69001,3.02,0,1
69020,17.14,27.08,1
69024,11.75,22.49,1
69034,10.83,16.53,1
69101,1.83,0,5
69122,12.94,22.27,1
69127,9.74,24.86,1
69128,12.67,19.65,1
69130,13.76,19.76,1
69141,11.3,24.37,2
69143,15.01,19.35,5
69145,3.41,0,1
69151,13.44,21.21,5
69153,2.94,0,1
69155,17.6,25.33,1
69156,19.55,29.57,1
69162,2.74,0,2
69165,26.65,29.2,5
69168,19.51,29.79,1
69171,18.94,24.46,1
69301,0.39,0,2
69334,19.09,29.03,2
69337,0.61,0,1
69341,7.85,0,3
69343,11.9,0,1
69353,14.18,27.1,3
69355,8.88,16.38,3
69356,10.98,23.71,3
69357,15.33,14.35,3
69358,11.57,28.6,3
69360,15.52,25.24,1
69361,4.15,0,3
69367,16.61,27.29,1
70001,0.94,0,27
70002,0.93,5.9,27
70003,1.31,6.69,27
70005,0.73,0,27
70006,0.73,0,27
70031,4.6,15.72,6
70032,0.43,0,27
70036,10.56,28.4,2
70037,7.2,11.1,17
70039,3.11,13.97,8
70043,2.62,5.33,25
70047,3.14,22.44,13
70049,5.12,24.03,2
70051,7.8,16.65,2
70052,11.91,20.77,3
70053,0.86,6.17,27
70056,1.41,0,27
70057,6.24,24.26,2
70058,2.05,0,27
70062,3.69,16.04,18
70065,4.21,13.04,18
70067,9.84,23.08,3
70068,3.43,0,2
70070,7.25,0,3
70071,12.37,22.4,3
70072,3.96,0,25
70075,4.21,9.44,20
70076,8.74,19.54,2
70079,6,13.62,19
70080,4.66,22.22,2
70084,4.03,8.7,2
70085,15.74,20.12,8
70087,4.96,15.4,22
70090,14.15,28.62,2
70092,5.73,13.34,15
70094,3.35,7.5,29
70112,0.73,3.87,27
70113,1.04,5.12,27
70114,1.83,7.87,27
70115,0.55,0,27
70116,0.67,4.68,27
70117,1.65,0,27
70118,1.57,4.73,27
70119,0.61,0,27
70121,1.07,0,27
70122,2.71,7.12,27
70123,0.77,0,27
70124,2.09,5.61,27
70125,0.23,0,27
70126,2.83,7.22,27
70127,0.27,0,28
70128,1.73,7.24,23
70129,10.05,15.12,15
70130,1.68,6.1,27
70131,1.59,0,27
70139,1.18,6.14,27
70163,0.95,6.15,27
70301,12.99,15.67,3
70340,4.63,11.41,3
70342,1.54,4.69,3
70343,10.56,19.72,2
70352,7.94,17.89,6
70355,8.33,19.67,1
70356,8.29,26.98,5
70359,4.71,12.57,4
70360,3.57,0,4
70363,5.39,12.42,3
70364,4.23,8.48,4
70372,12.78,28.81,1
70374,8,18.38,1
70375,1.95,12.28,3
70380,4.03,0,3
70392,4.44,18.57,3
70394,2.65,0,3
70395,4.1,0,3
70401,1.6,0,3
70402,0.98,4.44,3
70403,2.26,5.92,3
70420,4.45,0,7
70422,15.13,24.99,3
70427,2.19,0,1
70431,9.92,24.96,1
70433,2.71,0,7
70435,5.6,22.86,7
70437,11.94,29.38,2
70443,9.72,17.12,3
70445,6.39,18.38,8
70446,8.62,26.68,3
70447,7.39,24.33,7
70448,1.16,0,7
70449,14.93,27.91,1
70451,3.24,4.62,3
70452,9.04,20.02,3
70453,14.48,29.83,1
70454,8.63,15.09,3
70455,5.9,20.04,3
70456,19.12,27.42,3
70458,0.94,0,5
70460,3.55,8.25,7
70461,4.8,10.76,3
70463,6.59,18.57,1
70464,8.8,24.56,1
70466,5,10.46,3
70471,1.92,9.55,7
70501,2.1,0,13
70503,1.42,0,9
70506,2.22,0,11
70507,2.16,9.37,12
70508,0.84,0,8
70510,8.03,0,1
70512,7.35,15.14,5
70513,7.74,15.89,3
70514,3.32,14.69,1
70515,15.84,28.08,2
70516,12.51,25.1,1
70517,4.38,0,7
70518,5.33,13.43,8
70519,4.4,17.76,12
70520,5.63,10.62,12
70523,1.51,18.6,1
70524,8.62,18.55,5
70525,10.43,21.56,5
70526,0.92,0,2
70528,8.18,16.73,5
70529,6.47,14.34,9
70531,7.34,15.12,2
70532,9.59,17.23,2
70533,7.43,13.43,5
70534,3.08,12.61,2
70535,11.25,17.25,4
70537,5.56,14.54,2
70538,11.47,24.73,1
70541,0.46,0,10
70543,11.32,27.48,2
70544,8.23,0,4
70546,2.4,0,3
70548,21.6,16.77,2
70549,14.16,23.19,1
70550,6.21,9.9,4
70552,8.81,26.67,4
70554,3.84,0,2
70555,6.93,16.38,9
70556,6.28,13.44,2
70558,4.66,10.43,9
70559,8.58,21.92,2
70560,5.71,0,5
70563,5.64,14.02,4
70570,1.2,0,6
70575,3.77,10.19,1
70576,9.66,19.19,3
70577,8.53,13.42,4
70578,7.99,13.63,7
70580,2.43,5.98,2
70581,5.12,19.85,2
70582,10.72,23.64,6
70583,4.74,14.54,10
70584,3.9,8.06,6
70585,11.49,23.8,3
70586,5.09,0,2
70589,10.9,15.04,4
70591,6.24,16.79,2
70592,2.85,0,11
70601,2.03,0,6
70605,4.43,11.32,6
70607,8.49,0,6
70611,0.88,0,6
70615,5.44,9.43,6
70630,15.52,28.95,2
70634,4.71,0,1
70638,8.67,20.17,1
70640,8.85,13.74,4
70646,10.26,26.4,1
70647,4.59,0,7
70648,1.51,0,3
70650,1.32,11.42,3
70651,6.68,17.59,2
70652,16.71,25.46,1
70653,20.79,29.94,1
70654,6.8,25.33,1
70655,3.97,0,3
70658,11.69,21.29,1
70659,5,12,1
70663,4.19,0,6
70665,9.96,13.77,2
70668,11.31,23.54,3
70669,3.89,11.88,6
70706,4.73,0,16
70710,6.24,13.04,17
70711,8.53,15.73,3
70714,7.39,15.93,16
70715,13.73,29.64,1
70719,8.25,12.88,17
70721,10.05,24.12,2
70722,12.44,26.67,1
70725,7.56,16.73,1
70726,3.39,0,18
70729,9.53,26.44,3
70730,4.07,0,1
70733,8.18,23.74,2
70734,5.48,9.73,15
70736,8.24,17.66,1
70737,0.7,0,15
70739,1.58,15.44,17
70740,12.42,25.42,8
70744,13.39,21.16,4
70747,18.45,29.76,1
70749,4.78,28.69,1
70750,16.34,28.46,3
70752,7.78,23.4,1
70754,9.66,24.81,1
70755,7.42,23.23,1
70759,6.85,13.45,1
70760,1.62,0,1
70762,7.43,18.64,1
70763,14.55,25.22,2
70764,3.56,0,2
70767,8.83,15.44,16
70769,5.21,12.88,15
70770,5.45,22.18,6
70772,17.07,24.98,8
70773,7.91,23.21,1
70774,8.8,14.01,1
70776,7.99,25.21,2
70777,3.15,27.11,1
70778,6.56,10.98,6
70780,5.11,19.88,16
70783,3.5,6.56,1
70785,8.96,14.75,9
70788,9.8,18.87,1
70791,7.72,23.3,7
70801,0.54,4.01,18
70802,0.49,0,19
70803,2.38,6.66,17
70805,2.73,0,18
70806,0.92,0,19
70807,6.67,8.81,16
70808,1.83,0,18
70809,1.71,0,19
70810,2.72,9.85,18
70811,3.6,9.56,18
70812,1.45,5.85,18
70814,2.33,0,18
70815,0.89,0,19
70816,2.9,9,19
70817,4.29,12.07,19
70818,5.4,15.37,18
70819,4.41,5.26,19
70820,4.87,5.82,17
70836,1.48,3.29,18
71001,16.13,20.61,2
71004,15.55,26.83,1
71007,7.56,27.95,2
71024,10.01,21.27,2
71027,15.29,22.74,7
71028,14.37,28.18,2
71030,18.43,29.26,1
71033,3.76,18.28,11
71037,10.58,20.91,8
71039,13.44,22.89,2
71047,14.34,25.39,3
71051,16.01,25.83,1
71055,3.91,0,2
71060,12.83,29.82,1
71067,12.89,27.32,3
71073,6.98,12.84,2
71078,13.06,21.41,7
71101,0.45,0,9
71103,1.19,4.46,10
71104,0.83,0,9
71105,2.26,6.48,9
71106,4.97,0,9
71107,6.74,0,9
71108,2.29,0,9
71109,2.5,6.68,10
71110,5.15,17.05,8
71111,4.6,10.96,9
71112,5.28,0,9
71115,16.71,7.23,8
71118,5.53,7.19,9
71119,7.24,14.26,10
71129,9.47,14,10
71201,1,0,11
71202,4.98,0,12
71203,3.46,0,11
71209,1.2,8.68,12
71219,11.06,17.27,3
71222,20.49,24.99,2
71225,12.02,22.33,10
71227,6.62,24.18,2
71232,16.99,24.63,2
71233,2.93,18.59,3
71235,11.36,24.21,2
71238,16.57,25.68,1
71241,11.06,28.56,1
71245,5.34,9.18,2
71247,18.69,24.65,2
71251,21.93,29.6,2
71256,18.47,29.68,1
71259,10.55,19.4,3
71260,0.91,0,1
71268,14.28,20.57,2
71269,2.5,0,3
71270,2.58,0,2
71272,1.17,4.03,2
71275,11.15,13.05,2
71276,11.71,24.78,1
71279,5.45,12.99,11
71280,13.88,22.05,10
71282,3.05,0,1
71291,5.43,15.68,11
71292,6.94,0,11
71295,1.31,0,3
71301,3.39,7.21,3
71302,8.95,14.38,3
71303,5.06,0,3
71322,14.54,17.2,1
71323,12.75,28.4,1
71325,1.61,0,1
71327,10.07,24.5,1
71328,15.42,27.4,2
71331,9.66,21.88,1
71333,15.17,27.37,1
71336,12.23,16.77,2
71339,11.09,23.92,1
71341,7.27,18.08,1
71342,6.28,0,1
71345,14.91,27.96,3
71346,7.26,17.59,4
71350,3.96,13.2,1
71351,7.13,0,1
71355,13.23,27.59,1
71360,4.92,0,3
71367,9.74,17.83,2
71371,5.91,17.26,1
71378,14.18,25.8,2
71405,4.31,11.56,3
71407,11.47,20.02,3
71409,13.64,19.58,1
71411,10.54,25.07,1
71414,5.94,14.4,1
71423,19.08,23.5,2
71424,14.99,29.52,1
71430,11.18,23.36,2
71433,12.86,22.92,1
71452,14.43,28.32,1
71456,9.98,16.77,1
71457,1.04,0,1
71459,16.24,29.68,1
71461,18.62,29.88,1
71463,2.76,0,2
71466,17.72,25.09,1
71467,14.22,21.52,3
71469,11.92,28.93,1
71479,16.41,29.73,1
71485,12.31,17.88,4
71601,7.19,0,4
71602,7.67,10.51,5
71603,6.09,0,4
71630,10.83,21.03,1
71631,11.17,26.46,2
71635,13.58,28.16,1
71638,8.99,15.19,1
71639,18.09,26.78,1
71642,12.53,21.38,1
71646,0.73,0,1
71652,9.99,16.36,1
71653,21.56,28.19,1
71654,1.72,0,1
71655,2.49,0,4
71658,14.23,28.17,1
71659,14.38,18.08,4
71662,15.93,24.36,1
71666,11.28,23.22,1
71667,1.32,0,1
71670,7.49,12.99,1
71671,1.66,0,4
71675,5.91,16.4,4
71677,10.46,17.31,1
71701,0.65,0,2
71711,7.34,13.35,2
71720,12.86,18.4,3
71724,10.96,18.97,1
71730,2.42,0,1
71740,13.49,23.66,1
71742,3.29,0,1
71744,21.18,28.77,1
71747,11.11,25.82,1
71751,12.37,20.96,3
71752,9.89,16.12,1
71753,4.14,0,1
71759,7.59,17.41,1
71762,10.48,20.04,3
71764,15.68,29.08,1
71765,16.54,26.75,1
71766,7.62,14.86,1
71770,9.7,17.07,1
71801,0.7,0,1
71822,13.44,29.27,1
71832,0.64,0,1
71835,8.04,24.91,1
71837,15.78,21.32,4
71839,18.82,26.14,3
71841,7.93,18.46,1
71842,10.76,19.19,1
71853,8.79,19.28,5
71854,6.35,0,5
71857,17.44,28.06,1
71860,14.35,29.87,1
71862,11.94,22.75,1
71901,4.85,0,5
71913,1.45,0,6
71941,11.81,28.89,1
71944,13.7,27.14,1
71945,9.38,21.03,1
71949,6.95,0,1
71953,2.82,0,1
71956,6.76,21.54,5
71964,9.76,17.74,5
71968,13.13,21.36,5
72002,3.11,6.6,21
72003,10.92,28.9,2
72004,14.04,25.24,1
72005,11.31,25.19,2
72007,6.19,8.98,1
72010,10.16,20.68,2
72011,7.99,18.35,1
72012,13.53,18.81,3
72013,8.46,21.1,2
72015,10.36,12.67,9
72017,12.15,18,1
72019,9.71,15.12,3
72021,4.38,0,1
72022,1.57,0,22
72023,1.01,0,8
72029,13.94,24.33,1
72031,4.89,0,2
72032,3.79,0,4
72034,2.48,0,5
72035,0.83,4.89,4
72036,8.27,21.07,1
72041,17.12,29.51,1
72057,12.47,26.07,1
72058,10.51,21.68,4
72063,11.14,27.93,1
72068,2.64,11.15,2
72070,5.27,21.48,2
72072,10.86,26.12,2
72073,9.74,19.33,2
72074,13.62,21.66,1
72076,4.95,15.32,19
72079,14,22.76,4
72081,8.86,18.19,2
72082,1.98,10.75,2
72083,17.59,29.25,1
72085,10.63,21.13,2
72086,12.96,28.22,1
72099,5.31,17.21,10
72102,7.9,24.04,3
72103,6.43,17.76,19
72104,2.85,0,5
72106,5.27,20.57,18
72107,5.75,14.79,5
72108,14.78,23.06,1
72110,3.27,0,3
72112,2.6,0,2
72113,6.15,18.07,26
72114,1.02,0,24
72116,1.87,7.32,22
72117,4.2,0,21
72118,5.15,0,21
72119,3.82,6.37,20
72120,8.02,15.71,19
72125,4.51,17.34,2
72126,7.84,0,1
72127,6.58,15.52,5
72128,11.9,19.94,2
72129,8.06,16.64,2
72131,10.61,27.44,2
72132,14.79,25.41,6
72134,14.3,27.03,2
72135,10.56,21.06,3
72139,12.99,22.69,4
72141,13.1,23.96,2
72142,10.96,17.44,18
72143,0.38,0,2
72149,1.64,4.63,2
72150,0.82,0,1
72152,9.39,29.3,1
72153,8.62,26.46,2
72156,7.93,18.7,1
72160,4,0,2
72167,10.14,29.07,2
72169,14.86,28.86,2
72170,9.91,16,2
72173,12.18,16.99,4
72176,13.76,16.43,1
72179,9.71,26.66,2
72181,4.73,13.58,5
72201,0.1,0,24
72202,0.75,0,23
72204,1.61,0,23
72205,0.52,0,23
72206,6.22,10.15,23
72207,1.26,5.14,23
72209,0.08,0,23
72210,3,0,21
72211,1.11,0,23
72212,1.35,0,23
72223,5.18,0,23
72227,1.49,6.13,23
72301,0.13,0,28
72311,7.46,22.1,1
72315,1.74,0,3
72320,14.79,22.47,1
72321,8.15,15.11,3
72322,1.63,8.87,1
72325,9.35,12.89,15
72326,7.12,18.88,1
72327,6.82,14.84,8
72329,5.77,12.33,1
72330,14.24,27.76,1
72331,15.02,27.87,1
72332,7.31,17.96,8
72335,4.73,0,2
72339,16.39,21.75,3
72340,9.7,17.84,2
72341,8.1,13.32,2
72342,5.05,0,1
72350,15.48,26.06,1
72351,5.92,13.42,1
72355,8.38,17.53,2
72358,9.03,11.94,3
72359,4.78,6.72,1
72360,1.12,0,2
72364,2.71,0,21
72365,11.6,22.7,1
72366,18.89,28.08,1
72368,11.83,25.04,2
72370,6.01,0,3
72372,9.94,13.92,2
72374,12.48,17.34,2
72376,7.38,18.71,8
72384,12.88,20.45,3
72386,17.52,25.28,2
72390,4.12,6.78,2
72392,6.52,11.27,2
72394,10.27,19.99,1
72395,8.62,19.56,1
72396,12.69,21.9,1
72401,3.46,0,8
72404,5.77,12.38,6
72410,12.11,23.4,1
72411,5.03,12.74,6
72412,11.61,23.65,2
72413,8.82,22.69,2
72415,11.91,21.02,1
72416,10.56,19.4,6
72417,7,13.8,7
72421,15.83,23.92,5
72422,2.22,0,1
72424,8.86,17.03,1
72426,8.49,15.4,3
72427,13.7,26.9,1
72428,13.14,28.38,1
72431,9.81,21.85,2
72433,5.67,9.63,1
72434,11.23,23.16,2
72435,7.35,26.79,1
72436,13.75,23.02,2
72437,9.57,25.14,6
72441,10.87,21.54,1
72442,13.98,28.43,2
72443,11.16,22.05,2
72444,13.34,23.84,1
72445,7.5,13.67,1
72449,8.95,20.78,2
72450,2.78,0,7
72455,6.89,0,2
72456,14.55,28.08,1
72457,5.53,11.8,1
72458,10.46,24.09,1
72460,13.98,29.8,1
72461,12.39,25.92,5
72462,11.02,21.33,2
72467,0.72,4.39,8
72470,7.51,21.98,1
72472,5.3,0,6
72473,9.65,16.63,2
72476,3.21,0,2
72482,8.62,21.39,2
72501,1.47,0,3
72512,11.87,28.55,1
72513,7.22,22.74,2
72517,6.72,16.15,1
72520,5.14,21,1
72521,12.1,23.12,3
72522,8.82,20.68,3
72523,13.21,29.24,3
72526,10.63,18.62,3
72527,2.7,10.27,3
72529,2.7,0,2
72533,10.28,26.38,2
72537,10.41,22.51,3
72539,6.63,24.25,1
72540,9.17,26.34,3
72542,2.54,0,2
72543,3.52,0,2
72544,10.75,23.46,3
72546,7.6,25.72,2
72550,8.54,18.3,3
72553,9.54,18.34,5
72556,4.36,0,1
72560,1.82,0,2
72561,9.06,27.76,1
72562,10.81,25.07,5
72565,10.98,22.49,2
72567,11.28,24.88,2
72568,13.02,21.31,3
72573,5.53,19.82,1
72576,2.87,0,1
72577,10.25,23.59,1
72578,6.36,25.87,1
72579,10.62,26.6,3
72581,4.59,20.13,2
72583,9.97,20.6,1
72584,6.37,22.42,1
72587,10.94,29.52,1
72601,0.83,0,2
72611,12.4,19.6,4
72616,0.9,0,2
72619,10.51,28.93,3
72626,8.05,16.89,3
72631,2.84,0,1
72632,8.05,16.32,3
72634,11.86,24.01,3
72635,5.05,14.83,3
72636,6.81,25.72,1
72638,8.46,15.31,4
72639,11.06,27.29,1
72642,8.18,20.56,3
72645,8.59,16.12,1
72648,10.73,25.45,2
72650,4.21,0,1
72651,5.48,14.34,3
72653,0.46,0,3
72658,12.31,26.03,3
72660,10.99,29.67,2
72662,12.1,21.3,5
72675,10.39,21.65,1
72680,11.3,29.38,2
72685,14.16,27.63,2
72701,6.99,0,8
72703,4.57,0,9
72704,6.83,14.28,9
72712,1.3,0,9
72714,7.54,19.57,7
72715,8.34,22.75,3
72717,1.82,6.73,1
72718,5.89,15.88,14
72719,3.44,9.3,9
72722,12.69,27.85,3
72727,16.07,26.93,1
72729,5.98,23.27,2
72730,6.47,13.57,8
