"ZCTA","minDisSUT","timeDrive","countDrive"
5032,8.08,20.86,1
5033,3.26,0,1
5036,8.32,26.26,2
5037,9.13,21.84,2
5039,10.03,29.1,1
5040,7.83,27.08,1
5041,6.46,19.24,1
5043,8.44,21.33,11
5045,5.62,21.94,1
5048,5.93,26.23,4
5050,12.07,17.85,2
5051,9.04,26.29,1
5052,2.63,11.72,12
5053,8.56,23.46,4
5055,3.86,13.56,10
5058,9.73,27.28,2
5059,4.78,14.93,10
5060,2.81,0,1
5061,3.95,13.13,1
5065,8.53,28.03,3
5068,10.88,24.76,9
5069,15.14,27.68,1
5075,9.43,27.59,2
5081,11.6,28.89,1
5084,7.06,15.58,10
5086,13.43,28.06,3
5089,9.09,15.03,3
5101,4.36,0,2
5141,6.4,19.08,2
5142,6.69,25.28,3
5143,7.17,18.5,2
5146,9.2,22.16,3
5148,12.97,28.54,1
5149,10.83,28.06,1
5150,1.21,8.59,4
5151,5.16,21.06,3
5152,8.49,23.86,1
5153,8.89,27.29,1
5154,4.6,11.44,3
5156,2.36,0,4
5158,2.4,10.81,9
5201,3.29,0,1
5250,8.31,20.2,1
5251,5.91,17.54,1
5252,7.78,25.7,2
5253,5.64,10.23,2
5254,1.78,4.39,1
5255,1.2,0,1
5257,6.49,11.2,1
5260,5.43,22.86,6
5261,6.28,16.1,6
5262,8.48,12.9,1
5301,4.79,0,13
5340,5.86,21.34,1
5343,7.5,18.27,1
5345,4.52,11.13,8
5346,7.06,20.79,8
5350,9.42,27.46,5
5352,5.79,14.54,5
5353,1.15,0,1
5354,5.8,21.22,7
5355,7.25,22.98,1
5359,7.59,24.69,1
5362,6.96,21.56,8
5401,0.4,0,7
5403,0.84,0,7
5404,1.33,6.3,7
5405,0.53,3.18,7
5408,2.74,9.43,7
5439,2.11,9.25,7
5440,14.41,28.51,3
5443,10.69,26.38,1
5445,9.82,25.68,7
5446,4.8,14.64,7
5452,7.36,19.72,7
5454,7.39,23.36,3
5455,4.85,14.35,3
5456,14.2,27.49,1
5459,10.59,22.98,3
5461,10.35,24.18,7
5464,12.85,28.55,1
5468,10.24,23.26,3
5472,6.73,17.12,1
5478,0.57,0,3
5481,5.79,18.79,3
5482,4.55,13.38,7
5483,6.94,22.2,3
5485,8.24,18.54,3
5486,7.44,26.93,7
5488,8.43,13.66,3
5491,9.8,28.03,1
5494,12.84,29.69,3
5495,4.73,10.92,7
5602,2.1,0,3
5641,4.45,0,3
5649,10.58,8.87,3
5651,4.51,11.51,3
5652,12.03,28.95,1
5653,11.21,29.15,1
5654,6.49,12.45,3
5655,4.89,16.6,1
5656,8.15,19.81,1
5657,3.43,15.94,1
5658,12.77,26.74,3
5660,8.24,21.89,1
5661,1.82,0,1
5663,6.83,20.85,3
5664,5.24,17.8,3
5667,8.93,18.39,3
5672,8.25,25.55,1
5675,11.77,17.33,2
5676,12.83,20.56,3
5677,11.24,25.11,2
5678,5.67,10.39,3
5679,7.09,11.8,3
5680,5.9,17.68,1
5682,9.8,20.94,1
5701,3.56,0,4
5730,8.55,24.28,1
5732,11.38,26.73,3
5733,13.85,27.86,4
5734,8.24,22.27,1
5735,9.06,20.33,4
5736,1.46,9.49,4
5738,7.36,27.44,4
5739,9.04,19.04,1
5740,4.25,9.45,1
5742,4.36,19.6,4
5744,8.19,28.76,3
5751,9.92,19.31,3
5753,0.88,0,1
5757,7.47,23.79,1
5758,9.76,24.29,1
5759,4.42,10.21,4
5763,8.4,15.21,3
5765,4.14,14.66,3
5766,9.15,21.83,1
5769,6.97,13.27,1
5770,11.46,27.05,1
5773,3.29,0,4
5776,9.25,26.99,1
5777,4.96,16.57,4
5778,9.81,22.99,1
5819,1.82,0,3
5821,10.3,20.3,2
5822,14,25.55,1
5824,5.69,13.94,2
5825,6.36,11.33,1
5828,5.26,12.26,2
5829,6.37,14.08,1
5830,10.77,17.91,1
5832,11.05,27.46,2
5839,18.64,29.12,1
5843,12.36,27.08,1
5845,11.61,21.13,1
5850,6.64,16.3,2
5851,8.11,18.94,2
5853,12.05,22.67,1
5855,1.49,0,1
5857,5.18,11.67,1
5859,12.06,27.2,1
5860,11.22,24.59,1
5866,14.71,23.05,2
5868,9.45,25.26,1
5872,9.42,22.08,1
5873,9.6,21.52,2
5902,7.22,23.33,2
5903,4.81,24.31,2
5904,8.24,22.51,2
5906,7.95,15.7,1
6001,6.46,20.08,32
6002,1.07,0,38
6010,0.32,0,58
6013,5.17,18.38,20
6016,5.25,15.01,47
6018,1.93,5.95,5
6019,8.95,23.66,29
6020,9.12,19.28,40
6021,6.93,17.69,9
6022,8.03,21.68,14
6023,4.51,9.12,51
6024,2.83,0,4
6026,8.03,15.81,24
6027,9.22,26.86,2
6029,5.29,6.79,40
6031,3.17,15.56,10
6032,3.31,10.37,36
6033,2.58,0,45
6035,9.64,17.87,27
6037,3.42,8.36,46
6039,6.18,15.08,2
6040,1.14,0,32
6042,1.47,6.36,35
6043,3.59,12.19,37
6051,0.64,0,59
6052,1.13,0,61
6053,1.29,0,49
6057,5.3,14.53,9
6058,7.12,10.6,9
6059,6.05,16.93,8
6060,8.35,27.08,9
6061,5.97,14.18,15
6062,1.55,0,55
6063,4.49,12.12,9
6065,4.28,18.6,8
6066,1.21,0,35
6067,4.64,12.55,47
6068,4.79,15.76,2
6069,3.16,0,2
6070,5.2,17.48,23
6071,3.38,0,32
6073,3.73,17.62,30
6074,3.64,10.6,43
6076,3.66,0,7
6078,4.75,9.96,70
6081,5.74,11.93,26
6082,0.32,0,69
6084,5.7,11.34,33
6085,3.64,11.83,39
6088,6.07,13.24,56
6089,4.41,14.5,33
6090,10.12,25.22,8
6091,7.33,17.67,8
6092,6.99,22.64,14
6093,5.01,16.26,43
6095,4.49,8.58,53
6096,6.63,13.07,56
6098,2.48,0,10
6103,0.36,2.27,47
6105,0.3,0,47
6106,1.05,0,47
6107,3.1,6.24,46
6108,0.96,0,44
6109,3.17,7.1,46
6110,2.1,6.73,46
6111,1.1,0,46
6112,0.43,0,47
6114,0.56,0,47
6117,3.06,6.26,40
6118,1.27,0,43
6119,1.35,3.85,46
6120,0.32,0,47
6160,0.54,3.37,47
6226,0.44,0,16
6231,2.31,0,19
6232,5.28,15.04,33
6234,3.62,10.06,8
6235,5.1,12.54,14
6237,3.72,10.27,24
6238,7.04,17.58,32
6239,1.56,0,11
6241,2.17,0,11
6242,9.14,24.04,17
6243,3.86,8.89,15
6247,6.99,19.93,13
6248,2.98,11.85,25
6249,4.41,0,18
6250,2.23,9.5,12
6254,4.37,11.85,26
6255,3.8,11.17,19
6256,2.11,9.72,20
6259,4.58,13.53,10
6260,2.34,0,14
6262,5.02,11.05,18
6263,1.43,10.46,11
6264,5.2,12.31,21
6266,3.49,9.02,17
6268,4.8,16.09,14
6269,5.95,15.03,15
6277,4.1,11.76,19
6278,8.14,24.69,10
6279,4.84,16.46,20
6280,3.39,7.24,18
6281,6.7,16.4,13
6282,8.61,18.32,5
6320,0.21,0,17
6330,5.65,14.56,18
6331,5.46,15.95,14
6332,1.51,6.13,14
6333,6.6,14.9,15
6334,3.27,9.73,28
6335,4.93,14.57,17
6336,2.31,12.04,26
6339,1.63,0,19
6340,0.71,0,18
6350,5.49,20.03,16
6351,2.01,0,14
6353,3.48,14.66,18
6354,2.04,0,8
6355,4.44,10.47,13
6357,5.44,14.51,15
6359,2.65,0,12
6360,0.14,0,30
6365,3.68,14.29,11
6370,5.13,25.25,14
6371,10.77,21.4,10
6373,5.64,12.6,7
6374,2.31,8.55,21
6375,2.32,9.99,17
6376,8.07,20.62,9
6377,4.11,10.1,7
6378,4.62,13.77,13
6379,1.57,5.54,16
6380,2.33,8.15,32
6382,2.6,12.2,18
6384,7.59,15.9,10
6385,2.18,4.74,16
6387,2.4,7.86,8
6389,1,6.18,33
6401,0.46,0,65
6403,6.8,13.85,45
6405,2.72,0,36
6409,10.41,23.02,13
6410,4.89,13.33,58
6412,10.47,24.85,7
6413,3.73,10.71,4
6414,3.45,12.75,24
6415,1.47,0,13
6416,4.39,9.59,46
6417,9.28,24.6,6
6418,0.48,0,65
6419,6.82,15.54,8
6420,5.95,16.18,18
6422,1.8,0,11
6423,8.02,24.38,1
6424,5.98,18.04,24
6426,11.45,24.72,13
6437,3.5,12.92,29
6438,9.3,20.58,6
6441,6.81,19.07,6
6442,8.99,25.06,6
6443,4.25,0,4
6444,3.06,7.9,37
6447,5.14,15.15,47
6450,1.94,0,79
6451,3.51,4.71,70
6455,2.88,9.11,22
6456,3.9,15.2,16
6457,0.71,0,43
6460,0.84,0,49
6461,1.26,5.84,50
6467,4.79,11.36,53
6468,5.7,20.53,20
6469,7.04,16.13,7
6470,2.8,12.88,14
6471,2.4,9.26,33
6472,4.13,9.67,39
6473,1.84,0,47
6475,11.1,21.43,10
6477,3.59,8.94,55
6478,6.73,17.2,34
6479,4.81,12.4,49
6480,3.3,8.6,42
6481,3.24,7.1,33
6482,1.4,0,26
6483,2.73,8.88,63
6484,2.73,7.34,63
6488,4.74,13.72,30
6489,4.87,9.9,53
6492,3.37,9.65,64
6498,7.05,19.28,2
6510,0.46,3.04,46
6511,0.44,0,39
6512,2.47,6.51,37
6513,1.91,0,37
6514,1.73,0,42
6515,0.47,0,59
6516,0.88,0,48
6517,0.56,0,35
6518,3.84,8.56,53
6519,0.25,0,49
6524,6.15,13.05,46
6525,2.46,5.89,61
6604,0.21,0,43
6605,0.34,0,46
6606,1.21,0,42
6607,0.62,3.84,50
6608,0.07,0,52
6610,0.9,0,50
6611,4.51,8.44,53
6612,7.13,12.53,33
6614,1.73,0,45
6615,1.07,0,52
6702,0.18,0,37
6704,1.63,4.62,31
6705,0.36,0,33
6706,0.76,0,42
6708,0.71,0,37
6710,0.46,0,32
6712,3.24,8.57,57
6716,3.91,9.84,31
6750,5.1,8.03,10
6751,1.11,0,24
6752,8.49,25.86,8
6754,2.84,19.72,3
6755,8.74,15.87,1
6756,4.7,10.92,12
6757,2.9,0,2
6758,1.93,13.14,14
6759,1.82,0,20
6762,2.54,6.4,24
6763,3.13,6.91,24
6770,3.53,8.23,50
6776,10.35,21.35,9
6777,6.28,21.15,4
6778,6.18,15.58,32
6779,1.46,6.86,37
6782,5.39,13.24,37
6783,7.73,25.21,10
6784,12.07,27.56,9
6785,4.87,13.48,1
6786,3.59,9.38,37
6787,6.5,13.98,37
6790,1.15,0,25
6791,4.52,12.24,27
6793,3.55,20.31,2
6794,5.04,22.42,2
6795,4.12,9.54,33
6796,2.91,19.66,11
6798,6.27,13.48,18
6801,2.32,9,11
6804,4.41,13.11,9
6807,2.57,8.09,30
6810,1.13,0,14
6811,1.79,5.31,14
6812,5.85,12.72,12
6820,1.02,0,31
6824,2.95,0,34
6825,2.23,6.03,36
6830,1.01,0,46
6831,4.04,10.57,28
6840,1.65,0,32
6850,1.44,0,33
6851,1.24,0,31
6853,1.54,7.62,33
6854,0.9,0,37
6855,1.28,6.18,34
6856,0.15,4.06,37
6870,2.1,6.52,32
6877,5.54,17.95,17
6878,2.19,7.62,33
6880,1.03,0,32
6883,3.33,14.09,19
6890,2.09,7.07,35
6896,6.25,15.92,18
6897,0.51,0,33
6901,0.28,0,32
6902,0.26,0.96,31
6903,5.51,10.78,20
6905,2.03,0,27
6906,1.26,4.35,31
6907,3.07,6.25,25
7001,1.79,6.29,129
7002,0.93,0,203
7003,1.04,0,209
7004,0.69,0,121
7005,1.37,0,55
7006,1.42,0,103
7008,3.15,11.04,115
7009,2.2,5.72,159
7010,0.55,3.81,332
7011,0.55,0,276
7012,1.39,4.94,276
7013,0.75,0,290
7014,2.04,3.97,310
7016,1.16,0,139
7017,0.92,4.05,211
7018,0.47,0,212
7020,1.03,5.99,325
7021,0.9,5.45,101
7022,0.75,3.61,323
7023,0.9,2.25,100
7024,0.91,0,345
7026,1.5,5.53,265
7027,1.94,3.14,127
7028,0.38,2.8,202
7029,1.02,3.6,327
7030,0.67,0,369
7031,1.73,4.88,306
7032,1.52,0,295
7033,1.17,6.78,172
7034,1.35,7.98,94
7035,3.64,9.95,96
7036,2.47,7.03,155
7039,2.13,8.85,90
7040,1.76,5.19,141
7041,1.19,6.56,141
7042,0.59,0,200
7043,1.99,6.09,221
7044,0.9,0,142
7045,2.98,9.75,56
7046,1.57,6.77,52
7047,0.97,3.56,338
7050,0.46,0,192
7052,1.28,0,156
7054,0.74,0,87
7055,0.32,0,294
7057,1.43,4.08,288
7058,0.45,0,97
7059,4.68,11.68,62
7060,0.38,0,83
7062,0.82,5.83,77
7063,1.79,4.03,62
7064,2.48,5.94,102
7065,0.03,0,128
7066,0.84,0,91
7067,2.1,7.47,112
7068,2.41,7.06,97
7069,1.78,7.52,83
7070,3.15,6.32,302
7071,2.78,8.1,312
7072,2.81,6.26,314
7073,2.72,5.85,299
7074,2.49,8.46,323
7075,2.42,7.8,297
7076,1.76,0,74
7077,1.68,4.65,122
7078,2.17,10.04,104
7079,1.29,5.13,168
7080,1.45,0,69
7081,1.32,7.4,118
7082,4.23,9,86
7083,0.45,0,231
7086,0.6,2.34,373
7087,0.36,0,361
7088,1.08,4.93,180
7090,2.7,5.14,115
7092,1.65,9.32,97
7093,0.4,0,347
7094,0.46,0,344
7095,0.97,0,118
7102,0.05,0,306
7103,0.03,0,267
7104,0.51,0,245
7105,1.93,4.44,332
7106,0.81,3.06,204
7107,1.02,4.66,255
7108,0.74,0,232
7109,0.61,0,242
7110,1.73,5.32,285
7111,0.08,0,207
7112,0.84,3.81,231
7114,1.62,0,303
7201,0.95,0,252
7202,0.73,4.52,211
7203,1.48,7.57,133
7204,0.66,5.83,174
7205,1.18,4.77,225
7206,0.91,0,204
7208,0.57,0,201
7302,1.09,4.51,338
7304,0.1,0,329
7305,0.5,0,322
7306,0.49,0,348
7307,1.19,4.97,346
7310,0.51,5.67,334
7311,1.35,7.17,332
7401,1.67,6.58,82
7403,1.88,6.92,53
7405,5,11.16,32
7407,1.53,5.18,260
7410,1.11,0,271
7416,4.87,14.07,7
7417,3.66,10.04,139
7419,7.63,14.9,10
7420,0.31,0,54
7421,7.32,20.6,2
7423,2.87,7.09,205
7424,1.09,0,220
7430,3.22,6.2,42
7432,3.44,8.65,171
7435,7.93,17,22
7436,2.93,8.09,70
7438,5.97,22.02,11
7439,3.29,7.66,10
7440,3.19,7.28,98
7442,0.34,0,60
7444,2.79,7.04,71
7446,0.67,0,49
7450,2.44,8.78,166
7452,1.09,6.66,202
7456,1.16,0,38
7457,1.5,10.1,36
7458,2,8.32,51
7460,8.9,15.34,10
7461,9.63,21.67,10
7462,12.82,23.15,3
7463,3.08,9.51,118
7465,1.51,7.25,28
7470,0.98,0,116
7480,5.8,21.59,4
7481,4.07,9.28,164
7495,1.54,7.34,43
7501,0.14,0,260
7502,1.09,3.74,232
7503,0.93,0,255
7504,0.4,0,261
7505,0.15,0,262
7506,1.5,7.04,218
7508,2.51,5.52,199
7512,2.6,6.41,227
7513,0.86,2.95,262
7514,0.6,2.85,261
7522,0.49,2.99,234
7524,1.21,4.22,244
7601,0.59,0,289
7603,0.69,4.4,316
7604,1.85,5.96,297
7605,1.35,3.18,350
7606,1.19,6.57,294
7607,1.18,3.14,293
7608,1.72,5.71,306
7620,2.09,9.26,204
7621,1.05,2.74,279
7624,3.01,6.52,183
7626,1.87,4.66,227
7627,2.31,5.38,221
7628,0.48,0,262
7630,1.18,7.3,207
7631,0.4,0,304
7632,1.6,3.87,304
7640,2.87,6.46,173
7641,1.64,2.39,230
7642,1.32,6.03,144
7643,1.94,6.58,323
7644,1.97,6.98,282
7645,4.03,11.32,50
7646,1.29,4.64,258
7647,2.52,7.77,132
7648,3.29,7.59,170
7649,1.65,5.65,259
7650,1.36,3.87,334
7652,0.05,0,244
7656,3.22,8.58,81
7657,1.03,0,326
7660,1.79,6.7,317
7661,0.96,5.96,277
7662,1.5,5.38,275
7663,2.03,7.34,251
7666,0.31,0,325
7670,1.95,5.26,265
7675,2.12,0,109
7676,1.45,8.8,165
7677,2.8,11.08,65
7701,0.46,0,43
7702,0.35,0,38
7703,0.45,0,38
7704,0.1,0,31
7711,1.13,5.72,34
7712,1.16,0,40
7716,0.91,0,32
7717,1.89,5.83,39
7718,2.52,5.16,39
7719,1.61,0,39
7720,1.15,6.23,35
7721,0.53,0,73
7722,5.19,11.54,41
7723,1.9,7.41,33
7724,1.98,0,38
7726,2.59,12.97,40
7727,4.5,12.5,36
7728,1.59,0,54
7730,0.64,0,64
7731,1.38,0,30
7732,2.72,4.27,26
7733,2.72,7.94,46
7734,0.29,0,46
7735,1.59,4.49,65
7737,1.44,4.9,35
7738,3.01,8.67,38
7739,0.79,0,37
7740,0.69,5.69,36
7746,2.21,0,54
7747,1.07,0,65
7748,1.5,7.48,41
7750,3.03,10.82,29
7751,2.03,8.36,61
7753,0.85,0,40
7755,1.51,6.26,40
7756,0.48,7.02,33
7757,1.33,6,38
7758,1.71,5.38,39
7760,1.99,6.89,31
7762,1.13,5.53,39
7764,0.86,0,38
7801,1.02,0,40
7803,1.96,4.84,26
7820,4.75,18.87,12
7821,3.21,10.84,16
7822,3.23,7.5,12
7823,9.22,24.41,6
7825,1.31,0,5
7826,6.88,16.29,5
7827,6.03,16.72,6
7828,3.2,7.11,20
7830,6.04,15.99,5
7832,6.31,17.45,6
7833,7.43,18.79,11
7834,0.47,0,56
7836,1.31,0,20
7838,5.87,10.43,8
7840,1.16,0,12
7842,3.67,9.79,30
7843,3.29,10.54,18
7846,2.99,12.58,9
7847,1.38,5.11,26
7848,1.55,0,10
7849,4.9,9.87,21
7850,1.66,6.89,21
7851,10.96,21.29,10
7852,0.32,0,23
7853,4.35,8.85,13
7856,2.76,9.34,23
7857,2.16,5.58,23
7860,3.14,0,10
7863,7.49,16.06,7
7865,5.63,12.72,8
7866,4.55,0,38
7869,3.1,7.22,29
7870,2.6,5.97,8
7871,0.74,0,13
7874,0.87,0,18
7876,1.4,0,20
7878,0.85,5.14,65
7880,4.17,7.72,8
7882,6.38,12.06,13
7885,2.23,4.82,33
7901,0.18,0,106
7920,6.53,17.22,43
7921,3.64,11.42,50
7922,0.78,0,71
7924,6.23,15.13,27
7926,3.54,12.87,17
7927,1.51,8.44,76
7928,2.73,7.09,79
7930,5.75,9.49,24
7931,7.52,20.3,16
7932,1.34,0,76
7933,1.53,9.4,62
7934,7.94,15.17,26
7935,3.69,9.95,67
7936,1.73,11.75,84
7939,6.1,16.41,34
7940,3.09,6.26,81
7945,5.14,13.04,19
7946,3.85,14.18,35
7950,1.43,9.93,45
7960,0.16,0,74
7961,2.01,10.56,65
7970,3.39,15.89,17
7974,1,0,85
7976,3.72,13.43,32
7977,7.13,15.41,35
7979,6.71,22.4,13
7980,2.95,11.29,36
7981,2.65,7.92,83
8001,6.39,8.91,6
8002,0.53,0,132
8003,1.45,0,110
8004,2.57,9.68,45
8005,4.11,0,13
8006,6.91,23.6,2
8007,2.39,6.96,126
8008,5.95,13.87,2
8009,0.91,0,52
8010,3.38,9.49,88
8011,0.25,0,31
8012,0.87,0,97
8014,2.69,11.61,37
8015,6.72,16.44,7
8016,1.45,0,77
8019,15.47,25.78,3
8020,4.24,10.46,80
8021,2.74,0,88
8022,6.23,15.89,27
8023,4.27,12.92,34
8026,2.34,4.08,98
8027,4.57,15.96,63
8028,0.88,0,60
8029,1.58,5.38,127
8030,0.77,0,136
8031,2.78,5.84,136
8033,2.53,4.49,133
8034,1.65,6.65,126
8035,2.7,6.97,133
8036,2.64,8.88,67
8037,0.54,0,30
8038,7.04,16.94,1
8039,3.67,11.04,13
8041,3.99,12.67,28
8042,2.3,11.16,23
8043,2.69,0,88
8045,1.68,5.34,123
8046,3.62,9.49,74
8048,2.02,0,53
8049,1.28,3.39,117
8050,0.27,0,10
8051,2.98,5.74,81
8052,1.58,7.23,135
8053,2.35,0,101
8054,2.44,0,93
8055,0.83,0,44
8056,4.37,11.57,62
8057,0.95,0,132
8059,1.96,5.12,139
8060,0.87,0,63
8061,3.22,9.45,78
8062,0.64,0,29
8063,2.62,10.5,107
8064,3.5,9.65,15
8065,1.63,4.64,138
8066,3.93,10.97,94
8067,4.95,19.74,22
8068,2.77,4.69,23
8069,5.37,18.01,24
8070,4.19,10.72,23
8071,2.69,5.41,72
8072,3.35,3.39,9
8073,3.01,8.34,96
8074,3.12,7.76,54
8075,3.57,7.46,115
8077,1.33,0,141
8078,2.42,6.58,131
8079,2.86,0,8
8080,3.66,8.59,81
8081,1.41,0,42
8083,0.59,0,109
8084,1.08,3.71,92
8085,6.29,16.23,18
8086,2.32,10.94,91
8087,10.15,16.87,2
8088,6.68,13.34,30
8089,3.15,13.02,31
8090,1.75,5.31,80
8091,0.96,6.13,65
8092,3.88,8.18,3
8093,1.83,6.52,128
8094,2.27,0,30
8095,2.36,10.99,34
8096,1.3,0,110
8097,0.51,0,96
8098,8.22,14.92,19
8102,0.6,0,140
8103,0.4,0,139
8104,0.88,0,139
8105,0.4,0,140
8106,1.82,5.4,135
8107,0.87,3.2,144
8108,0.61,0,137
8109,1.39,0,141
8110,2.24,0,140
8201,0.8,6.2,20
8202,3.39,14.03,6
8203,4.35,15.19,14
8204,3.66,8.54,6
8205,2.43,0,20
8210,1.7,0,6
8212,6.79,19.05,6
8215,6.81,0,24
8217,4.74,11.8,17
8221,3.99,9.51,20
8223,10.77,19.72,14
8224,9.29,19.53,15
8225,2.13,5.79,20
8226,9.42,19.03,14
8230,7.31,19.11,7
8232,1.23,0,20
8234,3.97,0,20
8240,0.98,11.53,21
8241,4.53,13.92,22
8242,0.27,0,6
8243,5.4,19.7,5
8244,5.97,12.22,23
8246,4.14,17.6,6
8247,2.96,9.22,6
8248,8.59,24.54,6
8251,0.55,0,6
8260,1.26,0,6
8270,10.21,23.05,3
8302,1.4,0,9
8310,6.34,13.59,19
8311,7.03,16.48,8
8312,0.79,0,32
8316,12.91,26.61,4
8317,6.32,20.97,12
8318,3.27,15.9,15
8319,7.5,22.78,8
8320,4.88,24.6,4
8322,1.42,0,26
8323,6.99,16.03,5
8326,5.36,11.31,20
8327,13.26,28.18,7
8328,4.12,7.62,26
8329,12.02,27.92,4
8330,1.87,0,28
8332,4.99,14.58,11
8340,7.55,18.5,15
8341,3.85,11.7,19
8343,4.33,16.14,17
8344,5.13,9.23,29
8345,10.82,23.99,4
8346,6.48,14.56,20
8348,10.42,21.39,8
8350,6.51,12.9,26
8352,4.68,11.63,14
8353,3.76,8.59,9
8360,0.77,0,23
8361,3.28,7.14,21
8401,1.27,0,20
8402,3.22,11.44,20
8403,4.76,14.24,18
8406,1.78,10.37,20
8501,5.4,10.91,14
8502,2.04,0,29
8505,5.17,11.69,45
8510,6.13,21.91,12
8511,4.3,19.86,7
8512,6.72,11.25,30
8514,8.82,21.37,8
8515,5.76,13.47,29
8518,1.87,11.61,42
8520,6.9,12.22,33
8525,5.19,9.99,24
8527,7.09,15.12,26
8528,1.75,6.02,42
8530,6.57,21.99,17
8533,8.01,25.32,4
8534,0.6,0,34
8535,6.36,21.47,15
8536,4.47,12.62,32
8540,1.17,0,39
8542,0.43,3.29,37
8550,2.72,0,21
8551,4.37,9.57,18
8553,1.05,6.71,39
8554,2.98,11.97,44
8555,8.11,18.92,19
8558,1.42,0,30
8559,7.6,19.72,14
8560,3.67,13.33,38
8561,4.69,7.28,20
8562,4.37,22.79,10
8608,0.48,0,41
8609,0.72,0,40
8610,2.93,6.41,40
8611,2.07,2.21,41
8618,1.8,4.12,36
8619,1.12,0,36
8620,2.27,9.05,34
8628,3.49,9.08,37
8629,1.26,2.02,42
8638,0.39,0,35
8640,1.63,0,1
8641,2.2,17.66,16
8648,0.41,0,32
8690,2.11,4.94,32
8691,2.53,0,27
8701,3.56,10.25,31
8720,3.72,7.38,39
8721,2.76,7.37,14
8722,1.81,11.71,15
8723,1.85,0,21
8724,1.3,0,33
8730,4.15,9.4,38
8731,5.26,5.58,14
8732,0.63,9.17,14
8733,6.19,10.49,15
8734,0.15,0,14
8735,4.28,13.77,13
8736,3.65,7.39,38
8738,4.39,12.19,19
8740,1.62,10.84,13
8741,1.66,11.77,15
8742,3.88,6.98,30
8750,2.42,7.83,34
8751,3.14,12.22,13
8752,4.1,12.39,12
8753,1.33,0,15
8755,2.01,0,15
8757,2.02,11.9,16
8758,2.3,9.68,10
8759,6.43,22.45,10
8801,3.84,8.52,18
8802,5.15,15.3,13
8804,5.51,13.9,13
8805,0.66,0,63
8807,0.72,0,35
8808,7.07,13.58,7
8809,1.36,0,19
8810,3.6,5.22,37
8812,2.52,6.83,62
8816,0.87,0,55
8817,1.67,0,81
8820,1.65,0,88
8821,3.54,14.29,23
8822,0.46,0,18
8823,2.51,10.88,35
8824,1.2,8.11,37
8825,8.65,20.08,8
8826,1.96,0,11
8827,2.54,15.2,12
8828,3.01,11.25,29
8829,1.65,9.06,20
8830,1,5.24,123
8831,6.53,17.2,36
8832,1.84,4.94,98
8833,3.74,10.3,20
8835,2.1,9.72,49
8836,2.38,9.36,32
8837,1.24,4.88,107
8840,0.35,0,97
8844,2.1,7.37,39
8846,0.58,0,57
8848,8.24,25.4,4
8850,2.23,8.36,52
8852,2.23,0,38
8853,5.14,14.93,17
8854,2.28,8.58,69
8857,3.17,12.8,55
8858,5.28,13.22,21
8859,1.43,5.93,83
8861,0.71,0,105
8863,2.01,5.7,106
8865,1.54,0,10
8867,6.18,13.45,10
8869,1.08,3.36,49
8872,2.75,6.76,57
8873,1.92,0,44
8876,1.6,0,40
8879,0.83,0,87
8880,1.01,4.1,52
8882,0.91,0,56
8884,1.81,10.02,45
8886,3.71,8.31,7
8887,3.17,8.5,19
8889,1.22,0,21
8890,2.34,10.88,42
8901,0.59,0,66
8902,1.3,0,48
8904,0.94,3.69,74
10001,0.24,0,371
10002,0.38,0,360
10003,0.28,0,365
10004,1.38,4.43,344
10005,0.87,5.26,345
10006,0.88,4.2,350
10007,0.5,1.9,356
10009,0.4,0,362
10010,0.27,0,367
10011,0.26,0,371
10012,0.06,0,357
10013,0.05,0,357
10014,0.43,3.36,369
10016,0.09,0,377
10017,0.24,0,374
10018,0.15,0,377
10019,0.25,0,369
10020,0.22,2.56,369
10021,0.36,0,359
10022,0.15,0,365
10023,0.49,2.78,363
10024,0.52,2.51,357
10025,0.18,0,348
10026,0.08,0,328
10027,0.32,0,352
10028,0.5,2.85,351
10029,0.17,0,332
10030,0.18,0,333
10031,0.11,0,330
10032,0.18,0,339
10033,0.26,0,352
10034,0.07,0,324
10035,0.2,0,339
10036,0.06,0,376
10037,0.15,0,335
10038,0.48,3.93,355
10039,0.4,2.35,328
10040,0.12,0,339
10044,0.34,5.77,292
10065,0.3,0,361
10069,0.45,3.03,364
10075,0.43,1.38,361
10103,0.22,2.24,369
10110,0.12,2.45,369
10111,0.2,1.94,369
10112,0.24,2.54,369
10115,0.75,2.58,328
10119,0.21,2.45,372
10128,0.24,0,358
10152,0.13,1.96,368
10153,0.2,2.28,367
10154,0.15,1.62,368
10162,0.35,2.68,359
10165,0.16,2.12,373
10167,0.3,0.72,373
10168,0.07,1.69,375
10169,0.27,2.34,370
10170,0.15,1.99,368
10171,0.26,1.19,370
10172,0.29,1.34,370
10173,0.19,1.63,370
10174,0.1,1.13,377
10177,0.31,1.01,371
10199,0.23,1.73,375
10271,0.86,3.66,348
10278,0.35,2.6,353
10279,0.6,2.46,352
10280,0.96,4.46,350
10282,0.59,3.22,355
10301,0.96,0,125
10302,0.35,0,183
10303,0.96,0,174
10304,1.11,0,170
10305,0.97,0,185
10306,1.37,7.84,102
10307,1.48,10.55,68
10308,0.92,7.07,97
10309,0.98,0,85
10310,0.88,4.11,174
10311,0.48,7.4,121
10312,0.94,0,83
10314,1.08,0,170
10451,0.42,0,312
10452,0.3,0,336
10453,0.36,0,324
10454,0.33,0,311
