"GEOID","bupTimeBike","bupCountBike60","bupCountBike30","metTimeBike","metCountBike60","metCountBike30","nalTimeBike","nalCountBike60","nalCountBike30"
97733,194.89,0,0,366.98,0,0,366.98,0,0
58795,194.9,0,0,NA,0,0,360.09,0,0
84513,194.93,0,0,194.93,0,0,0,1,1
97329,194.95,0,0,NA,0,0,106.64,0,0
79018,195,0,0,NA,0,0,NA,0,0
4286,195,0,0,NA,0,0,206.89,0,0
50453,195.06,0,0,NA,0,0,195.06,0,0
59015,195.06,0,0,195.06,0,0,195.06,0,0
56680,195.09,0,0,NA,0,0,286.56,0,0
57062,195.1,0,0,NA,0,0,195.1,0,0
88029,195.12,0,0,NA,0,0,NA,0,0
50570,195.13,0,0,NA,0,0,234.25,0,0
71427,195.14,0,0,204.7,0,0,195.14,0,0
52573,195.19,0,0,NA,0,0,149.8,0,0
58223,195.19,0,0,NA,0,0,195.19,0,0
51354,195.22,0,0,NA,0,0,NA,0,0
41731,195.23,0,0,197.27,0,0,0,1,1
22976,195.24,0,0,252.8,0,0,168.85,0,0
67583,195.26,0,0,NA,0,0,245.84,0,0
64463,195.31,0,0,195.31,0,0,195.31,0,0
29431,195.33,0,0,365,0,0,262.9,0,0
57579,195.37,0,0,NA,0,0,195.37,0,0
25976,195.42,0,0,211.01,0,0,147.57,0,0
75904,195.44,0,0,0,1,1,NA,0,0
58601,195.47,0,0,NA,0,0,0,1,1
25515,195.47,0,0,251.99,0,0,234.03,0,0
71826,195.49,0,0,256.43,0,0,256.43,0,0
50214,195.53,0,0,85.08,0,0,85.08,0,0
80425,195.57,0,0,257.44,0,0,117.14,0,0
95720,195.61,0,0,NA,0,0,195.61,0,0
42602,195.63,0,0,443.21,0,0,337.31,0,0
63472,195.63,0,0,NA,0,0,52.24,1,0
97819,195.64,0,0,NA,0,0,195.64,0,0
62833,195.67,0,0,NA,0,0,195.67,0,0
34139,195.7,0,0,219.94,0,0,195.7,0,0
68045,195.75,0,0,NA,0,0,NA,0,0
55717,195.77,0,0,292.73,0,0,261.12,0,0
56634,195.79,0,0,NA,0,0,230.68,0,0
52231,195.89,0,0,NA,0,0,265.05,0,0
61740,195.89,0,0,195.89,0,0,82.14,0,0
68843,195.9,0,0,NA,0,0,180.6,0,0
98619,195.96,0,0,NA,0,0,245.74,0,0
50847,195.97,0,0,NA,0,0,123.85,0,0
66544,195.97,0,0,NA,0,0,NA,0,0
99121,195.99,0,0,NA,0,0,NA,0,0
83281,196.05,0,0,NA,0,0,295.78,0,0
69351,196.07,0,0,NA,0,0,196.07,0,0
63735,196.08,0,0,196.08,0,0,120.44,0,0
3579,196.09,0,0,NA,0,0,133.41,0,0
68769,196.18,0,0,NA,0,0,196.18,0,0
79078,196.18,0,0,NA,0,0,NA,0,0
67554,196.21,0,0,NA,0,0,196.21,0,0
38629,196.22,0,0,NA,0,0,128.85,0,0
76520,196.25,0,0,210.7,0,0,340.05,0,0
77836,196.27,0,0,226.05,0,0,226.05,0,0
52570,196.34,0,0,NA,0,0,232.25,0,0
55748,196.35,0,0,NA,0,0,196.35,0,0
76470,196.38,0,0,NA,0,0,197.93,0,0
39861,196.42,0,0,236.66,0,0,213.43,0,0
99371,196.46,0,0,NA,0,0,NA,0,0
75657,196.56,0,0,211.87,0,0,255.09,0,0
77585,196.58,0,0,202.34,0,0,202.34,0,0
63430,196.59,0,0,294.03,0,0,70.46,0,0
50251,196.61,0,0,211.31,0,0,211.31,0,0
62277,196.64,0,0,NA,0,0,110.94,0,0
99170,196.65,0,0,228.04,0,0,181.36,0,0
57043,196.65,0,0,NA,0,0,220.62,0,0
68663,196.66,0,0,NA,0,0,196.66,0,0
66967,196.66,0,0,NA,0,0,181.77,0,0
28520,196.68,0,0,265.92,0,0,265.92,0,0
64651,196.7,0,0,NA,0,0,274.19,0,0
66417,196.74,0,0,NA,0,0,NA,0,0
5903,196.82,0,0,319.22,0,0,79.89,0,0
79039,196.98,0,0,NA,0,0,NA,0,0
81029,196.99,0,0,NA,0,0,196.99,0,0
63666,197,0,0,NA,0,0,242.71,0,0
87714,197.01,0,0,NA,0,0,258.83,0,0
76454,197.05,0,0,NA,0,0,76.69,0,0
64446,197.08,0,0,NA,0,0,197.08,0,0
74447,197.11,0,0,258.87,0,0,133.39,0,0
73554,197.12,0,0,NA,0,0,NA,0,0
85352,197.14,0,0,241.55,0,0,241.55,0,0
58006,197.15,0,0,216.59,0,0,197.15,0,0
67131,197.2,0,0,199.94,0,0,109.3,0,0
71070,197.21,0,0,NA,0,0,283.43,0,0
12190,197.22,0,0,250.93,0,0,197.22,0,0
13690,197.23,0,0,NA,0,0,197.23,0,0
68982,197.24,0,0,NA,0,0,361.72,0,0
22845,197.28,0,0,197.28,0,0,244.87,0,0
50210,197.32,0,0,217.24,0,0,81.21,0,0
58227,197.36,0,0,NA,0,0,197.36,0,0
74859,197.38,0,0,461.76,0,0,144.1,0,0
30434,197.4,0,0,NA,0,0,197.4,0,0
26814,197.43,0,0,NA,0,0,197.43,0,0
76866,197.46,0,0,197.46,0,0,NA,0,0
31058,197.46,0,0,319.17,0,0,319.17,0,0
58492,197.51,0,0,NA,0,0,197.51,0,0
71375,197.53,0,0,NA,0,0,358.06,0,0
84756,197.55,0,0,311.9,0,0,197.55,0,0
66042,197.58,0,0,NA,0,0,120.91,0,0
51466,197.59,0,0,NA,0,0,149.13,0,0
57717,197.64,0,0,NA,0,0,NA,0,0
67740,197.66,0,0,NA,0,0,227.07,0,0
49969,197.67,0,0,NA,0,0,340.21,0,0
38019,197.69,0,0,208.7,0,0,208.7,0,0
4454,197.73,0,0,NA,0,0,NA,0,0
56621,197.73,0,0,NA,0,0,197.73,0,0
97837,197.75,0,0,NA,0,0,197.75,0,0
78563,197.78,0,0,258.77,0,0,197.78,0,0
93461,197.87,0,0,197.87,0,0,197.87,0,0
73014,197.95,0,0,270.61,0,0,252.77,0,0
37708,197.99,0,0,NA,0,0,213.87,0,0
63536,198.05,0,0,NA,0,0,198.05,0,0
51453,198.06,0,0,NA,0,0,167.59,0,0
71433,198.08,0,0,198.08,0,0,174.25,0,0
78933,198.14,0,0,NA,0,0,237.76,0,0
24557,198.2,0,0,230.01,0,0,230.01,0,0
50174,198.27,0,0,NA,0,0,71.75,0,0
96091,198.28,0,0,NA,0,0,414.58,0,0
56215,198.29,0,0,NA,0,0,252.86,0,0
98526,198.31,0,0,248.77,0,0,286.57,0,0
95715,198.35,0,0,219.64,0,0,200.3,0,0
51550,198.39,0,0,NA,0,0,NA,0,0
71747,198.42,0,0,NA,0,0,88.59,0,0
76471,198.44,0,0,NA,0,0,171.09,0,0
52646,198.51,0,0,NA,0,0,377.64,0,0
62242,198.53,0,0,NA,0,0,142.28,0,0
88022,198.54,0,0,NA,0,0,NA,0,0
22971,198.59,0,0,263.57,0,0,186.72,0,0
57732,198.59,0,0,NA,0,0,283.06,0,0
63869,198.61,0,0,468.73,0,0,132.19,0,0
77865,198.66,0,0,NA,0,0,NA,0,0
83610,198.68,0,0,NA,0,0,300.35,0,0
61769,198.7,0,0,268.75,0,0,80.73,0,0
23937,198.73,0,0,NA,0,0,NA,0,0
61336,198.78,0,0,201.9,0,0,141.52,0,0
81063,198.79,0,0,NA,0,0,0,2,2
99115,198.83,0,0,NA,0,0,184.61,0,0
59829,198.84,0,0,NA,0,0,903.5,0,0
71049,198.89,0,0,261.38,0,0,258.76,0,0
38030,198.9,0,0,56.02,1,0,56.02,1,0
78125,198.9,0,0,NA,0,0,NA,0,0
61369,198.96,0,0,227.69,0,0,174.81,0,0
96085,198.98,0,0,NA,0,0,NA,0,0
57322,199.05,0,0,NA,0,0,NA,0,0
56218,199.1,0,0,NA,0,0,126.45,0,0
39078,199.12,0,0,NA,0,0,96.06,0,0
71652,199.13,0,0,NA,0,0,288.85,0,0
4646,199.16,0,0,NA,0,0,264.52,0,0
87936,199.18,0,0,NA,0,0,314.82,0,0
68661,199.18,0,0,NA,0,0,199.18,0,0
50682,199.19,0,0,NA,0,0,226.25,0,0
68735,199.2,0,0,NA,0,0,199.2,0,0
59075,199.26,0,0,NA,0,0,455.44,0,0
76230,199.28,0,0,NA,0,0,331.72,0,0
48739,199.31,0,0,NA,0,0,338.43,0,0
51010,199.34,0,0,289.18,0,0,207.25,0,0
57465,199.35,0,0,NA,0,0,199.35,0,0
89408,199.38,0,0,229.36,0,0,199.38,0,0
58496,199.39,0,0,NA,0,0,321.5,0,0
58004,199.5,0,0,222.47,0,0,213.51,0,0
77859,199.5,0,0,243.56,0,0,243.56,0,0
51556,199.53,0,0,237.08,0,0,217.75,0,0
68958,199.56,0,0,NA,0,0,NA,0,0
66401,199.57,0,0,286.9,0,0,280.79,0,0
68777,199.59,0,0,NA,0,0,199.59,0,0
22560,199.59,0,0,324.98,0,0,747.47,0,0
66543,199.6,0,0,199.6,0,0,128.4,0,0
66968,199.62,0,0,NA,0,0,NA,0,0
51450,199.62,0,0,NA,0,0,151.32,0,0
50519,199.62,0,0,NA,0,0,199.62,0,0
50476,199.67,0,0,NA,0,0,259.6,0,0
50659,199.69,0,0,NA,0,0,NA,0,0
61001,199.72,0,0,NA,0,0,166.89,0,0
61375,199.77,0,0,236.26,0,0,179.88,0,0
71063,199.92,0,0,531.28,0,0,303,0,0
79021,199.94,0,0,228.63,0,0,244.54,0,0
76474,200.04,0,0,NA,0,0,159.14,0,0
71972,200.06,0,0,NA,0,0,NA,0,0
75574,200.07,0,0,236.57,0,0,236.57,0,0
26377,200.07,0,0,229.01,0,0,139.21,0,0
84028,200.1,0,0,261.24,0,0,261.24,0,0
69133,200.11,0,0,NA,0,0,200.11,0,0
57730,200.15,0,0,NA,0,0,200.15,0,0
24528,200.16,0,0,202.95,0,0,202.95,0,0
36908,200.22,0,0,292.02,0,0,331.93,0,0
77374,200.25,0,0,NA,0,0,NA,0,0
63673,200.27,0,0,NA,0,0,87.2,0,0
48743,200.3,0,0,NA,0,0,NA,0,0
59710,200.36,0,0,NA,0,0,300.59,0,0
59848,200.37,0,0,366.38,0,0,366.38,0,0
52640,200.39,0,0,NA,0,0,302.4,0,0
77864,200.39,0,0,293.26,0,0,293.26,0,0
56650,200.4,0,0,NA,0,0,260.06,0,0
17764,200.45,0,0,375.07,0,0,200.45,0,0
76466,200.46,0,0,NA,0,0,187.48,0,0
56207,200.54,0,0,NA,0,0,NA,0,0
96041,200.57,0,0,NA,0,0,400.19,0,0
74827,200.63,0,0,267.07,0,0,NA,0,0
61416,200.66,0,0,NA,0,0,57.38,1,0
72527,200.68,0,0,NA,0,0,200.68,0,0
68066,200.72,0,0,208.74,0,0,238.26,0,0
50455,200.73,0,0,NA,0,0,309.29,0,0
65077,200.73,0,0,252.36,0,0,94.26,0,0
68343,200.78,0,0,228.99,0,0,212.43,0,0
55970,200.81,0,0,NA,0,0,200.81,0,0
77533,200.84,0,0,245.14,0,0,245.14,0,0
63801,200.9,0,0,230.93,0,0,0,1,1
51009,200.92,0,0,NA,0,0,90.87,0,0
57383,200.92,0,0,NA,0,0,NA,0,0
77364,200.97,0,0,NA,0,0,NA,0,0
77625,200.97,0,0,200.97,0,0,200.97,0,0
57564,200.97,0,0,NA,0,0,NA,0,0
87419,200.98,0,0,291.9,0,0,200.98,0,0
61743,200.99,0,0,200.99,0,0,54.12,2,0
93518,200.99,0,0,287.88,0,0,288.95,0,0
52347,201.01,0,0,265.01,0,0,265.01,0,0
64683,201.05,0,0,NA,0,0,0,1,1
54234,201.06,0,0,NA,0,0,201.06,0,0
81033,201.06,0,0,NA,0,0,35.02,2,0
96063,201.12,0,0,NA,0,0,323.07,0,0
56123,201.12,0,0,NA,0,0,NA,0,0
67345,201.16,0,0,NA,0,0,224.24,0,0
23967,201.29,0,0,NA,0,0,NA,0,0
74878,201.31,0,0,NA,0,0,158.74,0,0
56025,201.33,0,0,NA,0,0,201.33,0,0
70755,201.34,0,0,355.85,0,0,351.66,0,0
52660,201.38,0,0,NA,0,0,NA,0,0
52584,201.38,0,0,NA,0,0,201.38,0,0
81044,201.4,0,0,201.4,0,0,201.4,0,0
77465,201.43,0,0,NA,0,0,NA,0,0
79549,201.43,0,0,NA,0,0,325.02,0,0
57261,201.44,0,0,NA,0,0,NA,0,0
52542,201.47,0,0,NA,0,0,169.98,0,0
93603,201.55,0,0,317.29,0,0,266.31,0,0
93517,201.59,0,0,NA,0,0,448.06,0,0
99118,201.6,0,0,NA,0,0,NA,0,0
95545,201.63,0,0,NA,0,0,375.78,0,0
70752,201.63,0,0,359.52,0,0,355.33,0,0
56031,201.64,0,0,NA,0,0,0,1,1
77990,201.65,0,0,201.65,0,0,NA,0,0
76472,201.66,0,0,201.66,0,0,201.66,0,0
63469,201.66,0,0,411.58,0,0,201.66,0,0
74569,201.66,0,0,315.95,0,0,NA,0,0
78614,201.67,0,0,NA,0,0,188.53,0,0
58348,201.7,0,0,NA,0,0,281.82,0,0
22824,201.74,0,0,227.78,0,0,140.53,0,0
64673,201.75,0,0,NA,0,0,158.74,0,0
59064,201.8,0,0,248.16,0,0,231.28,0,0
30660,201.8,0,0,233.31,0,0,221.61,0,0
74630,201.82,0,0,201.82,0,0,201.82,0,0
74939,202,0,0,NA,0,0,NA,0,0
39051,202.03,0,0,NA,0,0,310.26,0,0
50551,202.03,0,0,NA,0,0,202.03,0,0
5907,202.05,0,0,202.05,0,0,184.39,0,0
52216,202.06,0,0,228.55,0,0,228.55,0,0
39633,202.1,0,0,NA,0,0,NA,0,0
50836,202.11,0,0,NA,0,0,236.34,0,0
65784,202.15,0,0,202.15,0,0,202.15,0,0
22530,202.19,0,0,NA,0,0,223.76,0,0
83232,202.28,0,0,202.28,0,0,202.28,0,0
25113,202.31,0,0,323.64,0,0,294.38,0,0
87061,202.32,0,0,307.96,0,0,295.88,0,0
74740,202.34,0,0,NA,0,0,NA,0,0
68726,202.36,0,0,NA,0,0,202.36,0,0
83523,202.36,0,0,NA,0,0,174.77,0,0
87499,202.4,0,0,202.4,0,0,229.26,0,0
26812,202.45,0,0,245.98,0,0,147.84,0,0
26624,202.5,0,0,NA,0,0,261.92,0,0
63746,202.6,0,0,NA,0,0,83.87,0,0
50257,202.62,0,0,224.84,0,0,96.87,0,0
81040,202.78,0,0,564.86,0,0,419.37,0,0
79526,202.78,0,0,NA,0,0,364.46,0,0
73757,202.81,0,0,316.07,0,0,224.09,0,0
84763,202.83,0,0,246.57,0,0,0,1,1
55763,202.88,0,0,NA,0,0,245.68,0,0
65041,202.9,0,0,NA,0,0,174.91,0,0
63361,202.92,0,0,325.29,0,0,0,1,1
67049,202.95,0,0,NA,0,0,NA,0,0
72466,203.06,0,0,351.13,0,0,163.91,0,0
64482,203.13,0,0,NA,0,0,258.47,0,0
70736,203.16,0,0,386.88,0,0,382.69,0,0
71052,203.24,0,0,241.27,0,0,204.36,0,0
22967,203.24,0,0,244.26,0,0,124.98,0,0
55961,203.28,0,0,236.38,0,0,218.08,0,0
82219,203.32,0,0,NA,0,0,388.22,0,0
58740,203.34,0,0,NA,0,0,203.34,0,0
76265,203.36,0,0,360,0,0,203.36,0,0
67152,203.42,0,0,215.58,0,0,156.9,0,0
66538,203.44,0,0,NA,0,0,NA,0,0
56241,203.47,0,0,NA,0,0,0,1,1
82061,203.49,0,0,NA,0,0,227.06,0,0
98575,203.5,0,0,253.96,0,0,291.76,0,0
62357,203.53,0,0,NA,0,0,203.53,0,0
75773,203.62,0,0,259.28,0,0,237.81,0,0
68018,203.62,0,0,224.8,0,0,254.32,0,0
63870,203.65,0,0,275.37,0,0,134.53,0,0
82523,203.65,0,0,NA,0,0,835.3,0,0
92539,203.66,0,0,231.63,0,0,203.66,0,0
65261,203.67,0,0,NA,0,0,203.67,0,0
5902,203.71,0,0,NA,0,0,71.54,0,0
48624,203.72,0,0,285.01,0,0,0,2,2
23964,203.72,0,0,NA,0,0,NA,0,0
93426,203.74,0,0,275.65,0,0,203.74,0,0
38037,203.76,0,0,132.41,0,0,132.41,0,0
81038,203.78,0,0,320.36,0,0,203.78,0,0
31094,203.8,0,0,283.08,0,0,283.08,0,0
80483,203.81,0,0,NA,0,0,203.81,0,0
79376,203.85,0,0,NA,0,0,NA,0,0
56101,203.92,0,0,NA,0,0,291.61,0,0
59632,203.95,0,0,435.51,0,0,203.95,0,0
54175,204,0,0,NA,0,0,204,0,0
24562,204.02,0,0,269,0,0,223.33,0,0
68029,204.07,0,0,NA,0,0,259.08,0,0
73549,204.1,0,0,NA,0,0,NA,0,0
68443,204.11,0,0,243.81,0,0,204.11,0,0
72440,204.15,0,0,NA,0,0,147.06,0,0
73944,204.16,0,0,NA,0,0,265.65,0,0
56220,204.17,0,0,NA,0,0,254.33,0,0
76945,204.19,0,0,226.32,0,0,558.72,0,0
50561,204.19,0,0,NA,0,0,160.13,0,0
79068,204.35,0,0,216.91,0,0,216.91,0,0
36703,204.38,0,0,325.75,0,0,325.75,0,0
25985,204.43,0,0,233.82,0,0,111.86,0,0
62233,204.43,0,0,NA,0,0,104.06,0,0
72670,204.45,0,0,NA,0,0,211.72,0,0
72457,204.5,0,0,234.12,0,0,46.9,1,0
79503,204.52,0,0,238.68,0,0,NA,0,0
71801,204.55,0,0,204.55,0,0,0,1,1
50520,204.6,0,0,NA,0,0,204.6,0,0
26270,204.61,0,0,NA,0,0,204.61,0,0
36071,204.64,0,0,NA,0,0,NA,0,0
64623,204.67,0,0,NA,0,0,NA,0,0
27972,204.67,0,0,NA,0,0,204.67,0,0
50841,204.68,0,0,NA,0,0,260.22,0,0
63763,204.75,0,0,204.75,0,0,182.34,0,0
65068,204.78,0,0,284.01,0,0,84.69,0,0
62353,204.85,0,0,253.53,0,0,213.8,0,0
23004,204.87,0,0,269.85,0,0,194.3,0,0
79227,204.91,0,0,NA,0,0,NA,0,0
26222,204.96,0,0,NA,0,0,128.89,0,0
68786,204.97,0,0,NA,0,0,204.97,0,0
71862,204.98,0,0,204.98,0,0,83.88,0,0
39452,205.01,0,0,251.04,0,0,237.38,0,0
56713,205.1,0,0,NA,0,0,205.1,0,0
57547,205.14,0,0,NA,0,0,311.45,0,0
67638,205.18,0,0,NA,0,0,140.39,0,0
48654,205.2,0,0,NA,0,0,273.07,0,0
82934,205.21,0,0,NA,0,0,205.21,0,0
68751,205.25,0,0,NA,0,0,212.43,0,0
36040,205.33,0,0,262.7,0,0,262.7,0,0
61028,205.38,0,0,NA,0,0,137.24,0,0
64470,205.38,0,0,273.77,0,0,205.38,0,0
49961,205.4,0,0,NA,0,0,NA,0,0
88124,205.4,0,0,NA,0,0,625.88,0,0
80820,205.43,0,0,NA,0,0,239.66,0,0
78643,205.44,0,0,NA,0,0,401.62,0,0
50839,205.44,0,0,NA,0,0,213.58,0,0
82442,205.58,0,0,NA,0,0,NA,0,0
80463,205.65,0,0,NA,0,0,324.35,0,0
56121,205.72,0,0,NA,0,0,97.24,0,0
72838,205.73,0,0,NA,0,0,376.07,0,0
58231,205.77,0,0,NA,0,0,205.77,0,0
13666,205.83,0,0,NA,0,0,205.83,0,0
75412,205.88,0,0,NA,0,0,205.88,0,0
79738,205.92,0,0,NA,0,0,301.33,0,0
52330,205.94,0,0,244.44,0,0,244.44,0,0
26627,205.99,0,0,NA,0,0,211.43,0,0
4219,206,0,0,NA,0,0,206,0,0
83425,206.06,0,0,NA,0,0,183.93,0,0
74884,206.07,0,0,390.31,0,0,191.35,0,0
39038,206.07,0,0,NA,0,0,218.15,0,0
83808,206.08,0,0,NA,0,0,317.25,0,0
55607,206.13,0,0,NA,0,0,NA,0,0
55601,206.13,0,0,NA,0,0,NA,0,0
77428,206.16,0,0,NA,0,0,NA,0,0
30669,206.21,0,0,237.42,0,0,225.71,0,0
67119,206.33,0,0,212.2,0,0,75.81,0,0
58002,206.34,0,0,NA,0,0,228.33,0,0
55757,206.37,0,0,NA,0,0,185.97,0,0
63822,206.37,0,0,206.37,0,0,69.62,0,0
41735,206.38,0,0,256.81,0,0,73.01,0,0
54817,206.39,0,0,NA,0,0,188.38,0,0
88250,206.5,0,0,NA,0,0,NA,0,0
93251,206.5,0,0,336.08,0,0,247.38,0,0
63438,206.72,0,0,330.23,0,0,149.94,0,0
22922,206.73,0,0,247.75,0,0,130.11,0,0
77991,206.76,0,0,206.76,0,0,NA,0,0
62352,206.78,0,0,NA,0,0,209.32,0,0
71772,206.8,0,0,NA,0,0,226.66,0,0
55945,206.81,0,0,206.81,0,0,221.14,0,0
83114,206.81,0,0,NA,0,0,537.31,0,0
73556,206.96,0,0,NA,0,0,NA,0,0
82063,206.99,0,0,NA,0,0,209.9,0,0
67438,207.03,0,0,NA,0,0,207.03,0,0
58219,207.06,0,0,NA,0,0,207.06,0,0
64648,207.12,0,0,NA,0,0,90.7,0,0
62323,207.13,0,0,NA,0,0,198.7,0,0
73096,207.16,0,0,NA,0,0,NA,0,0
47586,207.22,0,0,231.62,0,0,0,1,1
76372,207.26,0,0,NA,0,0,NA,0,0
68949,207.27,0,0,NA,0,0,313.4,0,0
54480,207.27,0,0,NA,0,0,57.01,1,0
88112,207.31,0,0,NA,0,0,NA,0,0
58731,207.31,0,0,NA,0,0,207.31,0,0
65744,207.32,0,0,NA,0,0,307.64,0,0
75117,207.33,0,0,NA,0,0,94.34,0,0
87752,207.34,0,0,NA,0,0,286.13,0,0
71852,207.4,0,0,302.92,0,0,194.87,0,0
56519,207.46,0,0,233.46,0,0,207.46,0,0
62843,207.47,0,0,NA,0,0,207.47,0,0
79566,207.57,0,0,207.57,0,0,NA,0,0
57754,207.59,0,0,NA,0,0,292.07,0,0
20130,207.59,0,0,313.99,0,0,285.46,0,0
73065,207.6,0,0,322.76,0,0,341.72,0,0
78879,207.62,0,0,NA,0,0,342.32,0,0
88023,207.62,0,0,NA,0,0,NA,0,0
38764,207.69,0,0,NA,0,0,NA,0,0
56549,207.7,0,0,230.22,0,0,207.7,0,0
85606,207.71,0,0,409.94,0,0,161.22,0,0
64633,207.71,0,0,NA,0,0,322.69,0,0
37028,207.78,0,0,207.78,0,0,283.28,0,0
57045,207.8,0,0,NA,0,0,207.8,0,0
73627,207.84,0,0,NA,0,0,NA,0,0
54556,207.86,0,0,NA,0,0,194.61,0,0
77455,207.88,0,0,NA,0,0,204.06,0,0
22811,208,0,0,208,0,0,209.05,0,0
76680,208.03,0,0,271.76,0,0,273.58,0,0
82836,208.05,0,0,NA,0,0,208.05,0,0
58210,208.06,0,0,NA,0,0,208.06,0,0
31815,208.08,0,0,309.37,0,0,309.37,0,0
99152,208.09,0,0,NA,0,0,NA,0,0
57368,208.11,0,0,NA,0,0,NA,0,0
56129,208.13,0,0,NA,0,0,278.96,0,0
51051,208.21,0,0,208.21,0,0,208.21,0,0
63388,208.33,0,0,254.47,0,0,99.08,0,0
83546,208.34,0,0,NA,0,0,252.49,0,0
67459,208.34,0,0,NA,0,0,318.03,0,0
58532,208.43,0,0,208.43,0,0,208.43,0,0
78946,208.48,0,0,383.94,0,0,248.39,0,0
78330,208.49,0,0,208.49,0,0,NA,0,0
22535,208.52,0,0,208.52,0,0,224.8,0,0
56553,208.53,0,0,234.87,0,0,226.36,0,0
57059,208.6,0,0,NA,0,0,208.6,0,0
75941,208.65,0,0,82.96,0,0,NA,0,0
59858,208.69,0,0,NA,0,0,460.32,0,0
57058,208.87,0,0,NA,0,0,NA,0,0
38665,208.9,0,0,290.37,0,0,89.9,0,0
40856,208.91,0,0,982.2,0,0,157.16,0,0
95646,208.93,0,0,NA,0,0,210.68,0,0
73456,208.94,0,0,208.94,0,0,208.94,0,0
68642,209.03,0,0,NA,0,0,209.03,0,0
57036,209.05,0,0,NA,0,0,187.09,0,0
76228,209.06,0,0,301.23,0,0,301.23,0,0
81091,209.07,0,0,NA,0,0,209.07,0,0
52052,209.13,0,0,NA,0,0,209.13,0,0
72930,209.23,0,0,334.6,0,0,142.26,0,0
68773,209.25,0,0,NA,0,0,209.25,0,0
80459,209.27,0,0,NA,0,0,299.71,0,0
51467,209.29,0,0,NA,0,0,83.78,0,0
98267,209.31,0,0,355.3,0,0,267.52,0,0
84530,209.4,0,0,NA,0,0,209.4,0,0
68465,209.44,0,0,237.65,0,0,221.09,0,0
56111,209.54,0,0,NA,0,0,144.28,0,0
68761,209.55,0,0,NA,0,0,209.55,0,0
66094,209.56,0,0,260.44,0,0,227.71,0,0
74722,209.57,0,0,NA,0,0,NA,0,0
37175,209.58,0,0,NA,0,0,110.59,0,0
36030,209.59,0,0,NA,0,0,NA,0,0
71034,209.65,0,0,NA,0,0,209.65,0,0
54470,209.66,0,0,319.55,0,0,117.08,0,0
76933,209.68,0,0,209.68,0,0,NA,0,0
87011,209.7,0,0,708.8,0,0,NA,0,0
50216,209.8,0,0,NA,0,0,143.84,0,0
88049,209.82,0,0,NA,0,0,NA,0,0
59727,209.96,0,0,NA,0,0,209.96,0,0
88038,209.98,0,0,NA,0,0,NA,0,0
67837,210,0,0,NA,0,0,253.32,0,0
68871,210.07,0,0,NA,0,0,210.07,0,0
99149,210.09,0,0,NA,0,0,148.95,0,0
61764,210.19,0,0,210.19,0,0,0,2,2
56758,210.2,0,0,NA,0,0,292.13,0,0
22509,210.21,0,0,210.21,0,0,226.49,0,0
38573,210.22,0,0,NA,0,0,108.67,0,0
66863,210.23,0,0,NA,0,0,NA,0,0
98848,210.28,0,0,NA,0,0,116.09,0,0
66846,210.29,0,0,NA,0,0,262.55,0,0
75144,210.33,0,0,NA,0,0,210.33,0,0
64496,210.42,0,0,NA,0,0,NA,0,0
78387,210.44,0,0,320.77,0,0,358.83,0,0
38040,210.48,0,0,106.66,0,0,106.66,0,0
50602,210.53,0,0,NA,0,0,185.95,0,0
79061,210.59,0,0,NA,0,0,NA,0,0
95043,210.6,0,0,340.92,0,0,210.6,0,0
50662,210.63,0,0,NA,0,0,228.24,0,0
72655,210.63,0,0,NA,0,0,210.63,0,0
65627,210.66,0,0,NA,0,0,310.98,0,0
67105,210.67,0,0,NA,0,0,233.32,0,0
69336,210.68,0,0,NA,0,0,229.3,0,0
58778,210.7,0,0,NA,0,0,210.7,0,0
59218,210.7,0,0,NA,0,0,310.64,0,0
52043,210.73,0,0,NA,0,0,339.59,0,0
84781,210.76,0,0,210.76,0,0,210.76,0,0
40161,210.78,0,0,296.7,0,0,190.35,0,0
68664,210.78,0,0,NA,0,0,335.92,0,0
49808,210.83,0,0,NA,0,0,210.83,0,0
59443,210.88,0,0,NA,0,0,210.88,0,0
55732,210.92,0,0,NA,0,0,311.41,0,0
67581,210.92,0,0,NA,0,0,210.92,0,0
65048,210.95,0,0,NA,0,0,210.95,0,0
50238,211,0,0,178.94,0,0,178.94,0,0
59353,211,0,0,NA,0,0,NA,0,0
32336,211.01,0,0,282.23,0,0,227.07,0,0
79044,211.04,0,0,NA,0,0,NA,0,0
73644,211.05,0,0,NA,0,0,NA,0,0
50630,211.06,0,0,NA,0,0,NA,0,0
23117,211.12,0,0,229.64,0,0,171.12,0,0
56145,211.14,0,0,NA,0,0,NA,0,0
52316,211.18,0,0,300.05,0,0,219.73,0,0
24945,211.22,0,0,266.8,0,0,116.49,0,0
56146,211.25,0,0,NA,0,0,282.8,0,0
72560,211.27,0,0,NA,0,0,0,1,1
57536,211.38,0,0,NA,0,0,NA,0,0
97730,211.4,0,0,223.44,0,0,211.4,0,0
37724,211.45,0,0,990.73,0,0,97.23,0,0
82213,211.55,0,0,NA,0,0,239.19,0,0
58018,211.6,0,0,238.52,0,0,238.52,0,0
79519,211.61,0,0,221.63,0,0,396.67,0,0
71959,211.62,0,0,NA,0,0,NA,0,0
87937,211.64,0,0,262.45,0,0,237.27,0,0
85618,211.67,0,0,630.53,0,0,511.82,0,0
58327,211.7,0,0,NA,0,0,121.63,0,0
54832,211.74,0,0,NA,0,0,153.45,0,0
