COUNTYFP,SVIth1,SVIth2,SVIth3,SVIth4,SVIS
53015,0.6,0.93,0.59,0.76,0.79
53023,0.39,0.75,0.23,0.02,0.18
53027,0.65,0.81,0.71,0.9,0.84
53029,0.15,0.23,0.53,0.24,0.19
53035,0.12,0.21,0.52,0.65,0.28
53037,0.48,0.02,0.51,0.51,0.28
53041,0.62,0.76,0.67,0.83,0.79
53045,0.59,0.68,0.73,0.42,0.64
53059,0.28,0.11,0.37,0.41,0.22
53065,0.55,0.64,0.35,0.32,0.46
53067,0.25,0.2,0.69,0.45,0.33
54003,0.46,0.61,0.49,0.33,0.44
54009,0.31,0.52,0.05,0.72,0.33
54023,0.62,0.37,0.29,0.22,0.37
54025,0.73,0.6,0.18,0.5,0.56
54029,0.53,0.6,0.19,0.38,0.41
54031,0.43,0.37,0.65,0.07,0.28
54033,0.54,0.51,0.09,0.54,0.41
54035,0.51,0.33,0.03,0.28,0.25
54037,0.32,0.12,0.47,0.28,0.23
54041,0.73,0.73,0.07,0.85,0.68
54049,0.55,0.4,0.29,0.63,0.49
54051,0.44,0.37,0.03,0.24,0.22
54053,0.73,0.5,0.03,0.72,0.55
54057,0.54,0.89,0.4,0.47,0.59
54065,0.51,0.17,0.09,0.13,0.18
54067,0.75,0.66,0.01,0.58,0.54
54073,0.59,0.6,0.05,0.55,0.45
54079,0.1,0.18,0.09,0.12,0.04
54083,0.75,0.36,0.02,0.85,0.58
54085,0.77,0.6,0.05,0.11,0.36
54091,0.7,0.47,0.04,0.59,0.49
54095,0.62,0.33,0.02,0.1,0.22
54097,0.86,0.5,0.02,0.87,0.69
54103,0.8,0.76,0.01,0.24,0.48
54107,0.47,0.76,0.06,0.41,0.37
55003,0.48,0.63,0.28,0.79,0.55
55005,0.25,0.58,0.3,0.53,0.33
55009,0.14,0.28,0.73,0.55,0.33
55011,0.11,0.15,0.29,0.08,0.06
55015,0.01,0.11,0.38,0.04,0.02
55017,0.18,0.29,0.26,0.45,0.21
55021,0.06,0.14,0.36,0.33,0.12
55023,0.3,0.46,0.29,0.75,0.4
55027,0.21,0.11,0.37,0.47,0.2
55031,0.21,0.34,0.2,0.67,0.27
55035,0.22,0.04,0.51,0.59,0.22
55039,0.14,0.1,0.45,0.54,0.2
55041,0.62,0.8,0.39,0.41,0.58
55043,0.32,0.04,0.14,0.66,0.19
55045,0.05,0.27,0.27,0.08,0.05
55047,0.25,0.35,0.41,0.43,0.29
55049,0.03,0.17,0.17,0.04,0.01
55053,0.42,0.44,0.43,0.73,0.5
55055,0.14,0.1,0.47,0.43,0.19
55057,0.41,0.34,0.24,0.64,0.38
55061,0.08,0.13,0.29,0.12,0.06
55065,0.2,0.46,0.34,0.11,0.16
55067,0.51,0.53,0.26,0.27,0.35
55069,0.16,0.19,0.05,0.31,0.1
55071,0.18,0.13,0.48,0.24,0.16
55073,0.12,0.09,0.54,0.27,0.14
55075,0.34,0.62,0.09,0.42,0.3
55077,0.42,0.36,0.27,0.22,0.26
55081,0.28,0.7,0.47,0.64,0.46
55083,0.19,0.14,0.22,0.08,0.06
55087,0.05,0.1,0.5,0.22,0.1
55089,0.01,0.06,0.28,0.11,0.01
55091,0.2,0.23,0.17,0.16,0.1
55093,0.04,0.03,0.37,0.47,0.08
55095,0.14,0.39,0.14,0.11,0.09
55097,0.18,0.03,0.4,0.58,0.17
55101,0.29,0.54,0.71,0.48,0.46
55103,0.31,0.43,0.28,0.45,0.31
55105,0.38,0.62,0.6,0.38,0.46
55107,0.46,0.65,0.2,0.3,0.35
55109,0.0,0.15,0.25,0.06,0.01
55111,0.18,0.3,0.4,0.4,0.23
55115,0.16,0.22,0.31,0.22,0.14
55117,0.1,0.14,0.56,0.55,0.22
55119,0.29,0.4,0.25,0.21,0.2
55121,0.2,0.38,0.57,0.33,0.28
55123,0.4,0.29,0.27,0.7,0.38
55127,0.23,0.11,0.65,0.43,0.27
55131,0.01,0.08,0.28,0.04,0.01
55135,0.14,0.33,0.3,0.34,0.18
55137,0.36,0.25,0.5,0.5,0.37
55141,0.14,0.34,0.35,0.19,0.15
56003,0.45,0.7,0.46,0.23,0.4
56007,0.23,0.33,0.77,0.82,0.5
56009,0.2,0.3,0.24,0.42,0.2
56011,0.06,0.13,0.08,0.17,0.03
56013,0.4,0.8,0.42,0.71,0.56
56015,0.37,0.32,0.54,0.27,0.33
56019,0.09,0.56,0.12,0.41,0.18
56021,0.17,0.29,0.56,0.4,0.27
56025,0.14,0.54,0.44,0.48,0.3
56029,0.03,0.14,0.36,0.17,0.07
56031,0.11,0.44,0.45,0.04,0.1
56033,0.01,0.19,0.24,0.37,0.09
56035,0.04,0.27,0.35,0.02,0.03
56043,0.43,0.65,0.37,0.28,0.37
56045,0.3,0.23,0.43,0.66,0.35
01003,0.22,0.2,0.44,0.34,0.22
01019,0.69,0.45,0.28,0.27,0.45
01021,0.77,0.85,0.7,0.36,0.76
01027,0.82,0.67,0.42,0.16,0.56
01041,0.73,0.86,0.7,0.24,0.69
01049,0.8,0.74,0.76,0.48,0.8
01057,0.83,0.81,0.22,0.55,0.7
01061,0.94,0.92,0.46,0.27,0.8
01073,0.52,0.58,0.81,0.62,0.66
01075,0.87,0.72,0.2,0.33,0.63
01081,0.55,0.15,0.72,0.92,0.66
01093,0.78,0.85,0.3,0.42,0.67
01109,0.91,0.28,0.82,0.92,0.9
01123,0.88,0.88,0.42,0.87,0.89
01125,0.6,0.13,0.71,0.81,0.63
02068,0.16,0.0,0.45,0.55,0.1
02090,0.19,0.19,0.57,0.75,0.34
02110,0.1,0.02,0.74,0.93,0.3
02122,0.32,0.26,0.46,0.74,0.41
02195,0.16,0.89,0.77,0.93,0.66
02220,0.06,0.19,0.73,0.94,0.4
02230,0.15,0.01,0.39,0.81,0.17
02275,0.28,0.63,0.68,0.81,0.56
04003,0.67,0.8,0.92,0.94,0.91
04019,0.61,0.57,0.93,0.98,0.88
04025,0.44,0.39,0.66,0.58,0.52
05003,0.83,0.93,0.74,0.49,0.86
05005,0.43,0.51,0.07,0.32,0.28
05007,0.17,0.17,0.81,0.31,0.27
05015,0.55,0.38,0.78,0.52,0.6
05019,0.54,0.56,0.64,0.98,0.79
05023,0.51,0.52,0.04,0.09,0.21
05025,0.64,0.95,0.38,0.2,0.56
05029,0.68,0.92,0.56,0.54,0.76
05031,0.57,0.87,0.61,0.91,0.8
05043,0.74,0.6,0.39,0.95,0.8
05055,0.7,0.91,0.15,0.38,0.58
05059,0.8,0.78,0.4,0.85,0.82
05061,0.74,0.98,0.86,0.66,0.9
05071,0.78,0.86,0.76,0.76,0.88
05073,0.73,0.9,0.53,0.64,0.79
05075,0.8,0.83,0.09,0.56,0.65
05081,0.66,0.88,0.35,0.42,0.63
05091,0.81,0.93,0.38,0.98,0.91
05103,0.84,0.95,0.51,0.68,0.87
05105,0.78,0.72,0.1,0.64,0.64
05109,0.65,0.91,0.59,0.46,0.71
05139,0.76,0.88,0.69,0.5,0.81
05143,0.51,0.2,0.83,0.88,0.67
06009,0.31,0.6,0.51,0.06,0.24
06033,0.8,0.89,0.83,0.84,0.92
06035,0.69,0.05,0.78,0.72,0.6
06041,0.03,0.08,0.84,0.7,0.27
06043,0.48,0.36,0.62,0.59,0.53
06049,0.75,0.45,0.78,0.58,0.75
06057,0.22,0.22,0.55,0.21,0.2
06063,0.26,0.37,0.55,0.24,0.27
06091,0.12,0.11,0.26,0.09,0.05
06105,0.66,0.87,0.53,0.63,0.74
06109,0.36,0.36,0.55,0.67,0.47
08003,0.87,0.3,0.93,0.99,0.95
08005,0.1,0.14,0.89,0.36,0.27
08007,0.26,0.13,0.62,0.34,0.26
08009,0.56,0.73,0.68,0.39,0.61
08013,0.13,0.01,0.72,0.57,0.17
08014,0.01,0.03,0.7,0.15,0.05
08015,0.12,0.29,0.44,0.49,0.24
08017,0.5,0.12,0.69,0.06,0.26
08027,0.44,0.34,0.56,0.04,0.24
08029,0.66,0.49,0.66,0.65,0.69
08035,0.0,0.07,0.5,0.04,0.02
08041,0.24,0.26,0.75,0.58,0.39
08043,0.58,0.4,0.68,0.7,0.65
08049,0.15,0.01,0.53,0.41,0.1
08059,0.02,0.02,0.67,0.2,0.06
08061,0.22,0.92,0.38,0.21,0.32
08063,0.34,0.69,0.81,0.4,0.52
08069,0.15,0.02,0.6,0.36,0.12
08079,0.04,0.29,0.27,0.02,0.03
08081,0.31,0.59,0.7,0.73,0.55
08091,0.1,0.1,0.33,0.03,0.02
08095,0.15,0.22,0.84,0.35,0.3
08097,0.03,0.04,0.49,0.26,0.07
08107,0.03,0.0,0.55,0.45,0.06
08113,0.01,0.01,0.57,0.27,0.03
08115,0.59,0.83,0.55,0.62,0.69
08123,0.28,0.15,0.86,0.53,0.4
09013,0.08,0.01,0.5,0.35,0.07
10003,0.27,0.11,0.85,0.56,0.38
10005,0.3,0.32,0.77,0.42,0.4
12001,0.51,0.01,0.76,0.89,0.47
12005,0.44,0.59,0.67,0.71,0.61
12009,0.32,0.33,0.7,0.35,0.37
12015,0.38,0.45,0.64,0.55,0.49
12017,0.67,0.5,0.48,0.53,0.6
12031,0.47,0.34,0.89,0.83,0.69
12035,0.32,0.3,0.78,0.1,0.28
12037,0.81,0.33,0.62,0.88,0.81
12041,0.74,0.83,0.59,0.53,0.76
12045,0.73,0.38,0.51,0.44,0.59
12053,0.64,0.67,0.65,0.21,0.55
12069,0.46,0.58,0.76,0.59,0.6
12073,0.5,0.03,0.69,0.85,0.49
12075,0.81,0.77,0.64,0.47,0.78
12083,0.71,0.63,0.7,0.63,0.75
12091,0.26,0.19,0.71,0.63,0.39
12103,0.29,0.26,0.77,0.81,0.52
12105,0.72,0.8,0.91,0.9,0.9
12111,0.61,0.61,0.9,0.49,0.72
12117,0.2,0.05,0.87,0.18,0.18
12119,0.15,0.34,0.54,0.31,0.24
12121,0.83,0.93,0.72,0.93,0.94
12127,0.45,0.44,0.7,0.52,0.53
12131,0.36,0.31,0.57,0.95,0.58
13013,0.57,0.55,0.8,0.05,0.42
13035,0.82,0.32,0.49,0.83,0.77
13051,0.51,0.36,0.84,0.82,0.69
13067,0.16,0.18,0.92,0.23,0.27
13083,0.61,0.13,0.19,0.91,0.52
13103,0.24,0.38,0.54,0.19,0.24
13105,0.85,0.72,0.8,0.52,0.83
13117,0.03,0.06,0.78,0.02,0.04
13131,0.86,0.98,0.9,0.52,0.93
13133,0.53,0.52,0.76,0.31,0.54
13137,0.64,0.33,0.81,0.72,0.71
13149,0.81,0.51,0.5,0.57,0.72
13159,0.85,0.5,0.58,0.35,0.69
13171,0.86,0.06,0.4,0.37,0.49
13177,0.46,0.36,0.4,0.31,0.35
13181,0.63,0.77,0.49,0.29,0.56
13185,0.83,0.31,0.75,0.94,0.87
13195,0.78,0.69,0.63,0.22,0.64
13201,0.77,0.65,0.34,0.88,0.78
13219,0.02,0.23,0.58,0.01,0.04
13221,0.66,0.38,0.74,0.2,0.52
13223,0.25,0.31,0.59,0.02,0.14
13237,0.48,0.26,0.76,0.27,0.43
13241,0.54,0.49,0.57,0.46,0.53
13255,0.84,0.9,0.57,0.72,0.87
13257,0.81,0.56,0.53,0.78,0.8
13275,0.8,0.94,0.73,0.81,0.91
13281,0.55,0.4,0.04,0.36,0.33
13285,0.85,0.85,0.76,0.78,0.9
13291,0.36,0.45,0.36,0.3,0.31
13293,0.91,0.57,0.59,0.76,0.85
13305,0.86,0.48,0.74,0.98,0.92
13317,0.74,0.86,0.88,0.25,0.76
16005,0.54,0.55,0.46,0.68,0.58
16007,0.34,0.64,0.2,0.12,0.21
16009,0.72,0.93,0.34,0.56,0.73
16011,0.51,0.63,0.79,0.2,0.51
16013,0.23,0.3,0.84,0.25,0.32
16015,0.31,0.16,0.12,0.04,0.07
16019,0.26,0.47,0.64,0.38,0.36
16027,0.74,0.57,0.85,0.41,0.74
16029,0.14,0.23,0.44,0.34,0.19
16041,0.31,0.29,0.31,0.06,0.14
16043,0.62,0.2,0.68,0.4,0.51
16051,0.38,0.12,0.64,0.17,0.25
16059,0.34,0.37,0.21,0.48,0.3
16061,0.55,0.87,0.46,0.37,0.57
16071,0.48,0.76,0.51,0.06,0.34
16079,0.75,0.65,0.44,0.77,0.76
16081,0.2,0.06,0.65,0.15,0.13
16083,0.45,0.51,0.75,0.32,0.5
16087,0.66,1.0,0.78,0.43,0.85
17005,0.38,0.07,0.26,0.93,0.37
17009,0.49,0.03,0.58,0.92,0.47
17017,0.59,0.63,0.84,0.53,0.7
17025,0.5,0.97,0.33,0.51,0.61
17033,0.45,0.31,0.48,0.39,0.38
17037,0.49,0.09,0.69,0.68,0.49
17041,0.42,0.38,0.49,0.54,0.44
17043,0.07,0.04,0.85,0.31,0.16
17051,0.8,0.5,0.27,0.46,0.59
17059,0.56,0.98,0.12,0.16,0.45
17071,0.29,0.43,0.04,0.02,0.07
17085,0.13,0.22,0.26,0.04,0.05
17087,0.63,0.27,0.22,0.58,0.46
17089,0.34,0.23,0.93,0.3,0.42
17093,0.11,0.21,0.82,0.05,0.14
17095,0.6,0.46,0.44,0.83,0.65
17101,0.73,0.57,0.48,0.88,0.78
17103,0.29,0.18,0.45,0.53,0.3
17107,0.34,0.11,0.28,0.42,0.23
17113,0.14,0.03,0.58,0.64,0.19
17121,0.71,0.94,0.28,0.65,0.74
17135,0.55,0.2,0.23,0.57,0.39
17137,0.44,0.54,0.33,0.74,0.5
17139,0.29,0.26,0.13,0.74,0.29
17145,0.7,0.57,0.24,0.79,0.65
17157,0.54,0.26,0.37,0.56,0.46
17169,0.64,0.86,0.5,0.23,0.57
17177,0.44,0.86,0.36,0.43,0.5
17183,0.72,0.89,0.54,0.76,0.81
18011,0.01,0.14,0.4,0.12,0.04
18017,0.65,0.69,0.79,0.51,0.72
18039,0.56,0.7,0.81,0.8,0.77
18053,0.78,0.85,0.25,0.67,0.73
18057,0.0,0.12,0.55,0.04,0.03
18075,0.68,0.9,0.22,0.63,0.67
18077,0.49,0.54,0.22,0.56,0.44
18121,0.6,0.31,0.29,0.87,0.58
18123,0.37,0.46,0.09,0.52,0.31
18133,0.4,0.11,0.34,0.72,0.35
18153,0.57,0.63,0.19,0.94,0.64
18163,0.45,0.46,0.46,0.71,0.52
18167,0.72,0.5,0.4,0.84,0.73
19009,0.19,0.21,0.06,0.02,0.02
19013,0.34,0.17,0.66,0.67,0.43
19019,0.07,0.53,0.04,0.13,0.07
19025,0.17,0.44,0.08,0.31,0.16
19053,0.61,0.44,0.31,0.95,0.68
19057,0.38,0.89,0.34,0.4,0.47
19059,0.01,0.42,0.19,0.26,0.09
19063,0.21,0.58,0.6,0.54,0.39
19103,0.2,0.01,0.75,0.86,0.27
19113,0.05,0.2,0.52,0.39,0.18
19115,0.48,0.18,0.82,0.34,0.46
19119,0.1,0.25,0.25,0.04,0.04
19127,0.47,0.51,0.87,0.74,0.69
19137,0.5,0.96,0.34,0.29,0.53
19153,0.16,0.29,0.77,0.62,0.38
19157,0.16,0.09,0.37,0.36,0.15
19167,0.13,0.09,0.62,0.49,0.22
19191,0.04,0.03,0.1,0.18,0.01
19193,0.43,0.67,0.82,0.79,0.7
20003,0.35,0.63,0.04,0.25,0.23
20005,0.46,0.32,0.29,0.82,0.49
20021,0.52,0.83,0.17,0.22,0.38
20023,0.12,0.58,0.49,0.01,0.1
20033,0.05,0.52,0.11,0.14,0.08
20039,0.29,0.42,0.33,0.06,0.16
20043,0.39,0.14,0.14,0.43,0.23
20045,0.3,0.01,0.59,0.7,0.22
20047,0.28,0.4,0.82,0.28,0.37
20053,0.28,0.28,0.4,0.8,0.4
20063,0.19,0.44,0.21,0.06,0.1
20065,0.22,0.57,0.25,0.05,0.13
20073,0.23,0.83,0.14,0.18,0.21
20089,0.26,0.38,0.09,0.05,0.09
20091,0.01,0.11,0.69,0.08,0.06
20129,0.37,0.76,0.85,0.08,0.41
20135,0.09,0.5,0.65,0.05,0.15
20137,0.27,0.08,0.5,0.66,0.3
20145,0.33,0.64,0.42,0.17,0.29
20149,0.15,0.21,0.4,0.23,0.15
20153,0.08,0.49,0.57,0.06,0.14
20157,0.1,0.16,0.08,0.21,0.06
20171,0.24,0.1,0.78,0.45,0.31
20177,0.25,0.48,0.7,0.78,0.51
20183,0.17,0.49,0.07,0.02,0.05
20187,0.51,0.65,0.85,0.13,0.5
20203,0.19,0.88,0.87,0.29,0.47
20205,0.48,0.99,0.18,0.65,0.64
20207,0.82,0.68,0.28,0.05,0.44
21001,0.87,0.2,0.15,0.93,0.71
21019,0.71,0.87,0.12,0.77,0.69
21021,0.5,0.33,0.47,0.42,0.43
21027,0.82,0.62,0.27,0.75,0.74
21031,0.81,0.83,0.43,0.66,0.79
21033,0.46,0.88,0.21,0.51,0.5
21035,0.66,0.06,0.34,0.8,0.5
21037,0.27,0.07,0.23,0.68,0.22
21057,0.84,0.32,0.1,0.46,0.53
21061,0.89,0.39,0.13,0.59,0.64
21067,0.38,0.08,0.8,0.77,0.49
21077,0.7,0.38,0.38,0.68,0.61
21081,0.6,0.87,0.11,0.61,0.56
21085,0.79,0.7,0.1,0.55,0.61
21105,0.7,0.63,0.27,0.5,0.57
21111,0.38,0.38,0.8,0.71,0.57
21113,0.55,0.76,0.55,0.27,0.52
21137,0.91,0.78,0.18,0.46,0.71
21139,0.52,0.55,0.02,0.21,0.26
21155,0.91,0.95,0.37,0.84,0.91
21167,0.72,0.41,0.36,0.14,0.41
21173,0.8,0.95,0.25,0.71,0.8
21177,0.87,0.53,0.14,0.48,0.61
21183,0.84,0.89,0.12,0.21,0.58
21187,0.67,0.86,0.15,0.33,0.53
21197,0.88,0.84,0.04,0.79,0.77
21221,0.55,0.69,0.29,0.15,0.36
21225,0.81,0.29,0.28,0.38,0.54
21233,0.77,0.8,0.45,0.71,0.79
22005,0.34,0.55,0.7,0.27,0.4
22011,0.72,0.87,0.39,0.39,0.65
22023,0.37,0.11,0.63,0.23,0.26
22053,0.83,0.94,0.31,0.67,0.81
22057,0.7,0.68,0.69,0.67,0.77
22073,0.77,0.65,0.54,0.95,0.85
22079,0.75,0.9,0.69,0.93,0.91
22081,0.77,0.85,0.69,0.57,0.81
22089,0.32,0.49,0.66,0.24,0.35
22099,0.75,0.73,0.77,0.51,0.78
22111,0.73,0.51,0.68,0.86,0.81
22121,0.56,0.68,0.55,0.94,0.76
22123,0.92,0.73,0.3,0.25,0.67
22125,0.74,0.1,0.64,0.85,0.69
23003,0.58,0.62,0.3,0.75,0.59
23015,0.15,0.5,0.08,0.18,0.11
24003,0.08,0.06,0.75,0.36,0.18
24005,0.17,0.2,0.86,0.62,0.38
24011,0.52,0.75,0.71,0.28,0.55
24017,0.04,0.28,0.83,0.13,0.17
24027,0.01,0.07,0.91,0.17,0.13
24041,0.09,0.41,0.68,0.04,0.13
24045,0.58,0.26,0.86,0.94,0.77
25001,0.05,0.12,0.43,0.09,0.06
25005,0.38,0.32,0.77,0.65,0.52
25015,0.25,0.02,0.57,0.69,0.23
25021,0.07,0.03,0.8,0.66,0.21
25027,0.23,0.1,0.79,0.79,0.41
26003,0.57,0.24,0.35,0.55,0.45
26009,0.27,0.29,0.23,0.07,0.12
26011,0.77,0.64,0.15,0.27,0.51
26013,0.69,0.56,0.35,0.74,0.66
26019,0.25,0.32,0.19,0.08,0.11
26025,0.57,0.79,0.63,0.72,0.72
26031,0.56,0.51,0.18,0.11,0.29
26039,0.64,0.63,0.12,0.2,0.37
26045,0.19,0.42,0.59,0.41,0.31
26051,0.71,0.66,0.15,0.48,0.54
26057,0.67,0.42,0.36,0.7,0.6
26065,0.52,0.07,0.76,0.86,0.57
26071,0.45,0.38,0.08,0.36,0.28
26077,0.35,0.15,0.57,0.69,0.41
26081,0.28,0.31,0.8,0.65,0.48
26083,0.23,0.62,0.02,0.03,0.08
26089,0.08,0.09,0.4,0.02,0.02
26101,0.5,0.34,0.28,0.5,0.4
26125,0.08,0.05,0.76,0.18,0.11
26131,0.55,0.32,0.15,0.2,0.27
26141,0.6,0.4,0.26,0.07,0.28
26161,0.17,0.01,0.74,0.79,0.22
27001,0.39,0.49,0.14,0.43,0.31
27007,0.63,0.73,0.4,0.95,0.78
27009,0.23,0.49,0.32,0.88,0.43
27011,0.17,0.35,0.16,0.48,0.2
27013,0.3,0.04,0.42,0.75,0.28
27019,0.0,0.07,0.35,0.08,0.01
27021,0.35,0.79,0.28,0.32,0.35
27027,0.11,0.11,0.41,0.72,0.22
27037,0.02,0.2,0.71,0.15,0.12
27039,0.02,0.39,0.32,0.07,0.06
27057,0.15,0.54,0.25,0.33,0.21
27073,0.06,0.3,0.25,0.23,0.1
27075,0.07,0.16,0.29,0.31,0.11
27077,0.2,0.15,0.12,0.47,0.16
27081,0.16,0.4,0.01,0.1,0.07
27083,0.21,0.35,0.65,0.8,0.45
27095,0.43,0.9,0.24,0.8,0.59
27099,0.37,0.68,0.8,0.71,0.63
27101,0.1,0.23,0.47,0.12,0.11
27109,0.04,0.2,0.72,0.59,0.26
27113,0.11,0.55,0.29,0.71,0.3
27117,0.26,0.58,0.69,0.58,0.46
27119,0.21,0.36,0.44,0.73,0.37
27131,0.2,0.08,0.71,0.87,0.39
27139,0.01,0.09,0.7,0.23,0.11
27141,0.03,0.22,0.31,0.24,0.09
27145,0.26,0.13,0.61,0.78,0.39
27149,0.18,0.03,0.62,0.65,0.23
27155,0.14,0.68,0.34,0.38,0.26
27159,0.47,0.99,0.08,0.8,0.66
27165,0.37,0.74,0.86,0.28,0.52
27169,0.25,0.02,0.4,0.77,0.21
27171,0.02,0.13,0.32,0.15,0.05
28019,0.93,0.77,0.34,0.81,0.85
28037,0.73,0.89,0.42,0.16,0.57
28067,0.8,0.92,0.72,0.77,0.89
28073,0.55,0.62,0.51,0.39,0.53
28075,0.77,0.92,0.64,0.97,0.93
28077,0.86,0.64,0.44,0.29,0.66
28085,0.81,0.81,0.39,0.6,0.76
28131,0.72,0.47,0.33,0.6,0.6
28137,0.82,0.6,0.69,0.88,0.86
28139,0.91,0.92,0.49,0.61,0.86
28149,0.75,0.85,0.66,0.84,0.86
28155,0.78,0.97,0.31,0.11,0.6
29005,0.19,0.43,0.03,0.07,0.07
29009,0.74,0.78,0.69,0.34,0.71
29017,0.72,0.64,0.07,0.35,0.48
29019,0.31,0.02,0.63,0.71,0.29
29027,0.4,0.28,0.27,0.48,0.32
29035,0.79,1.0,0.05,0.47,0.75
29053,0.46,0.51,0.22,0.49,0.39
29065,0.82,0.9,0.05,0.41,0.63
29067,0.86,0.63,0.15,0.2,0.52
29077,0.43,0.14,0.41,0.81,0.44
29093,0.88,0.88,0.05,0.79,0.78
29095,0.36,0.48,0.82,0.55,0.54
29101,0.45,0.05,0.32,0.8,0.35
29111,0.49,0.31,0.17,0.78,0.45
29117,0.51,0.49,0.13,0.45,0.37
29123,0.63,0.55,0.08,0.57,0.48
29135,0.6,0.18,0.48,0.64,0.51
29147,0.53,0.02,0.17,0.54,0.22
29163,0.59,0.34,0.36,0.68,0.54
29165,0.02,0.24,0.56,0.13,0.1
29169,0.64,0.31,0.63,0.73,0.65
29175,0.68,0.43,0.16,0.73,0.56
29179,0.82,0.66,0.06,0.4,0.56
29187,0.69,0.58,0.24,0.91,0.7
29201,0.71,0.96,0.43,0.6,0.78
29207,0.74,0.75,0.05,0.24,0.46
29209,0.52,0.41,0.11,0.44,0.35
29211,0.61,0.36,0.81,0.49,0.63
29213,0.65,0.84,0.44,0.95,0.82
29225,0.63,0.38,0.41,0.83,0.64
30011,0.12,0.14,0.01,0.22,0.05
30019,0.0,0.41,0.08,0.09,0.02
30037,0.24,0.26,0.28,0.01,0.05
30039,0.18,0.33,0.02,0.13,0.08
30055,0.09,0.13,0.36,0.16,0.08
30057,0.06,0.13,0.56,0.4,0.17
30065,0.67,0.27,0.11,0.31,0.36
30077,0.32,0.24,0.19,0.5,0.25
30079,0.24,0.65,0.0,0.03,0.08
30087,0.75,0.43,0.46,0.44,0.61
30089,0.72,0.4,0.23,0.1,0.35
30093,0.47,0.4,0.3,0.84,0.53
30097,0.03,0.26,0.09,0.01,0.01
30109,0.47,0.96,0.39,0.07,0.39
31009,0.14,0.18,0.31,0.13,0.09
31013,0.29,0.48,0.45,0.47,0.36
31015,0.11,0.63,0.14,0.08,0.09
31017,0.22,0.25,0.22,0.16,0.13
31029,0.17,0.18,0.68,0.09,0.16
31045,0.21,0.07,0.22,0.54,0.17
31049,0.31,0.44,0.53,0.01,0.16
31055,0.23,0.31,0.85,0.66,0.47
31057,0.37,0.66,0.67,0.05,0.3
31061,0.2,0.36,0.16,0.05,0.08
31063,0.13,0.41,0.03,0.22,0.1
31069,0.03,0.34,0.05,0.03,0.01
31071,0.06,0.5,0.01,0.09,0.04
31073,0.01,0.11,0.08,0.03,0.01
31077,0.13,0.54,0.08,0.02,0.04
31083,0.21,0.52,0.23,0.07,0.12
31087,0.27,0.82,0.09,0.14,0.19
31097,0.34,0.43,0.71,0.83,0.58
31101,0.23,0.44,0.3,0.29,0.23
31105,0.53,0.97,0.45,0.24,0.56
31109,0.16,0.08,0.7,0.69,0.3
31113,0.15,0.24,0.37,0.1,0.11
31115,0.04,0.24,0.0,0.01,0.0
31117,0.37,0.16,0.04,0.06,0.08
31119,0.33,0.3,0.79,0.68,0.51
31129,0.2,0.46,0.33,0.16,0.17
31141,0.21,0.18,0.8,0.34,0.3
31149,0.01,0.09,0.16,0.07,0.01
31151,0.5,0.34,0.88,0.53,0.6
31159,0.03,0.11,0.16,0.24,0.05
31161,0.35,0.86,0.49,0.77,0.6
31163,0.15,0.34,0.18,0.06,0.07
31169,0.08,0.46,0.13,0.06,0.06
31175,0.13,0.58,0.22,0.19,0.15
31179,0.19,0.01,0.39,0.36,0.08
32005,0.12,0.27,0.67,0.15,0.18
32007,0.33,0.4,0.84,0.59,0.52
32011,0.02,0.38,0.17,0.18,0.07
32033,0.37,0.15,0.64,0.49,0.37
32510,0.46,0.87,0.84,0.96,0.84
33003,0.06,0.25,0.04,0.21,0.06
33011,0.09,0.06,0.65,0.5,0.19
34009,0.31,0.17,0.58,0.52,0.34
34025,0.09,0.04,0.79,0.31,0.16
34027,0.04,0.03,0.83,0.29,0.12
34035,0.03,0.03,0.89,0.18,0.1
35027,0.38,0.39,0.88,0.33,0.48
35043,0.53,0.36,0.87,0.18,0.48
35055,0.73,0.82,0.91,0.66,0.86
35059,0.51,0.64,0.92,0.5,0.68
36003,0.61,0.42,0.24,0.83,0.58
36007,0.52,0.3,0.61,0.83,0.62
36009,0.61,0.68,0.41,0.9,0.73
36011,0.38,0.47,0.33,0.83,0.5
36013,0.66,0.55,0.56,0.79,0.72
36015,0.39,0.67,0.32,0.69,0.48
36019,0.47,0.2,0.4,0.91,0.53
36029,0.28,0.21,0.72,0.64,0.41
36033,0.69,0.36,0.45,0.89,0.71
36043,0.54,0.52,0.27,0.71,0.53
36051,0.35,0.08,0.32,0.83,0.34
36055,0.36,0.29,0.8,0.66,0.52
36057,0.74,0.85,0.67,0.71,0.83
36059,0.08,0.04,0.91,0.55,0.24
36065,0.47,0.55,0.72,0.87,0.69
36071,0.26,0.2,0.88,0.9,0.55
36077,0.46,0.1,0.35,0.82,0.42
36089,0.68,0.45,0.42,0.94,0.75
36093,0.34,0.12,0.7,0.61,0.39
36099,0.37,0.4,0.41,0.68,0.45
36105,0.57,0.65,0.78,0.9,0.79
36123,0.4,0.22,0.29,0.87,0.44
37003,0.7,0.35,0.58,0.57,0.63
37011,0.65,0.26,0.54,0.81,0.64
37013,0.71,0.74,0.72,0.4,0.72
37019,0.36,0.35,0.56,0.34,0.36
37029,0.58,0.43,0.52,0.03,0.31
37033,0.83,0.28,0.73,0.9,0.84
37039,0.7,0.43,0.35,0.29,0.49
37043,0.37,0.34,0.23,0.2,0.22
