FIPS,Total Population,Area Land,Internet Total,No Internet Access
480291411013,1346,0.1338663,431,63
480291411021,1046,0.1866391,400,133
480291411022,410,0.1418586,195,59
480291411023,1863,0.2632433,583,111
480291412001,2026,0.5543643,612,169
480291412002,1268,0.1823584,404,165
480291412003,1110,0.2041249,329,106
480291412004,1061,0.1308836,288,77
480291412005,1178,0.1566181,476,199
480291412006,985,0.235632,318,28
480291413001,1009,0.379733,439,110
480291413002,2907,1.127091,816,170
480291413003,2935,1.415354,916,257
480291414021,4078,2.024623,1148,132
480291414022,1908,0.2169118,539,15
480291414031,1859,0.2781766,528,81
480291414032,2944,0.4155815,1139,310
480291414041,2417,0.6283767,665,124
480291414042,2406,0.2381397,582,82
480291414043,1130,0.1544945,558,172
480291416001,2878,0.9211637,770,141
480291416002,2011,0.3857134,549,98
480291417001,2393,12.10242,679,108
480291417002,3418,7.554505,816,97
480291418001,1198,21.55765,335,92
480291418002,549,2.418669,183,44
480291418003,2133,4.148135,598,111
480291419001,1204,7.908398,383,164
480291419002,1761,22.55071,670,63
480291419003,1545,16.1482,452,62
480291501001,1557,0.2527243,707,70
480291501002,1610,0.1595919,457,114
480291501003,1011,0.1937893,302,45
480291501004,1410,0.3333413,474,137
480291503001,743,0.4618573,176,52
480291503002,1097,0.1447941,277,68
480291503003,951,0.1816479,275,42
480291503004,2054,0.3545792,512,112
480291504001,404,0.1259307,173,30
480291504002,1149,0.127511,288,83
480291504003,3393,0.2938697,813,197
480291505011,956,0.1286373,233,59
480291505012,1245,0.1531806,333,138
480291505013,1225,0.1394165,368,187
480291505014,1169,0.1078036,319,45
480291505021,1151,0.1195129,324,130
480291505022,1241,0.1491493,398,194
480291505023,1203,0.2481552,331,102
480291506001,1452,0.1547988,374,57
480291506002,1348,0.1778113,391,50
480291506003,792,0.1730908,254,24
480291506004,1367,0.2243756,402,160
480291507001,796,0.1656753,253,56
480291507002,1582,0.1370528,466,185
480291507003,1747,0.1069368,304,165
480291507004,1403,0.1866561,468,222
480291507005,1569,0.1483173,476,79
480291507006,263,0.1128306,115,33
480291508001,1687,0.3424047,575,268
480291508002,489,0.9134467,160,46
480291508003,587,0.4045818,302,110
480291509001,1972,0.1308446,425,69
480291509002,652,0.1614359,231,99
480291509003,1929,0.2447428,563,170
480291509004,934,0.2503784,376,85
480291509005,1469,0.2760824,437,90
480291510001,1332,0.1351647,332,67
480291510002,1377,0.2208728,348,142
480291510003,1294,0.25549,337,122
480291511001,1759,0.2714198,396,65
480291511002,1936,0.2681812,535,186
480291511003,673,0.09688192,223,104
480291511004,853,0.1299373,299,65
480291511005,1089,0.1318666,285,55
480291511006,326,0.2079623,75,33
480291511007,1479,0.2309918,359,139
480291512001,1102,0.7915191,310,15
480291512002,3078,0.8408089,1108,289
480291512003,970,0.1239813,239,28
480291512004,959,0.1533505,260,14
480291512005,5053,0.7900662,1166,120
480291513011,1013,0.5069379,356,92
480291513012,843,0.19008,212,41
480291513013,1393,0.2695348,430,128
480291513014,2698,0.3896099,711,78
480291513021,1669,0.5800787,445,112
480291513022,2075,0.6810294,526,131
480291514001,1016,0.1741583,290,75
480291514002,1658,0.1446821,374,81
480291514003,1862,0.24791,481,252
480291514004,965,0.1579598,201,70
480291515001,535,0.1711077,212,89
480291515002,1093,0.380399,339,76
480291515003,997,0.201394,304,95
480291516001,2167,0.2927697,862,255
480291516002,870,0.1310964,266,67
480291516003,3010,0.521875,688,101
480291516004,2099,0.1446543,554,146
480291516005,470,0.1003097,143,44
480291517001,2147,0.8452356,597,91
480291517002,1747,0.2735117,537,88
480291517003,1875,0.6216832,369,38
480291517004,563,0.4111282,130,33
480291517005,1174,0.2662468,422,87
480291519001,2110,0.2922597,570,204
480291519002,5202,13.70895,1525,254
480291520001,3160,17.60822,791,136
480291521001,927,5.936609,264,51
480291521002,1150,15.98258,296,77
480291521003,931,9.330055,186,29
480291521004,1877,11.85619,549,112
480291522011,2980,10.58786,719,219
480291522012,2600,10.32219,582,105
480291522013,1556,10.94625,577,156
480291522021,3721,26.30085,884,283
480291522022,1808,2.59732,534,107
480291601001,1298,0.1800954,336,127
480291601002,2101,0.1371782,462,170
480291601003,1385,0.08074439,394,101
480291601004,2376,0.5644366,705,279
480291602001,1362,0.1198998,372,99
480291602002,1018,0.1876117,303,63
480291602003,947,0.1128129,266,86
480291603001,750,0.1729085,242,108
480291603002,1260,0.115587,360,98
480291603003,841,0.1395976,330,87
480291603004,925,0.1076349,319,73
480291603005,1695,0.1454972,483,134
480291604001,1623,0.1584115,338,144
480291604002,1880,0.4372414,598,234
480291604003,948,0.1249566,274,59
480291604004,888,0.3742504,287,71
480291605011,2553,0.1700784,594,169
480291605012,905,0.209867,274,86
480291605013,997,0.1531393,274,77
480291605021,696,0.1052437,240,95
480291605022,1532,0.1489235,314,102
480291605023,717,0.218152,279,81
480291605024,1627,0.2786696,405,169
480291606001,1359,0.1657344,359,104
480291606002,1489,0.2872399,450,123
480291606003,2439,0.3967578,598,193
480291607011,1699,0.6134998,431,167
480291607012,1089,0.1658733,307,128
480291607013,1043,0.2462961,301,83
480291607021,1020,0.2879469,323,113
480291607022,2215,0.2913979,708,191
480291607023,1151,0.4293518,466,151
480291607024,1158,0.1229975,400,84
480291609011,908,0.2780256,236,71
480291609012,709,0.1153225,244,71
480291609013,1003,0.5656281,318,81
480291609021,2368,0.2798747,496,99
480291609022,1339,0.4777153,363,89
480291609023,1627,0.2425838,388,66
480291610001,2105,0.4583249,609,230
480291610002,1996,2.395104,502,197
480291611001,4009,0.497871,1036,104
480291611002,691,0.2132531,267,66
480291611003,756,2.435351,218,60
480291611004,2273,0.3985443,537,42
480291611005,1361,0.2536143,340,81
480291611006,630,0.1074642,186,64
480291612001,680,15.84203,207,63
480291612002,2259,1.825868,557,113
480291613021,3840,1.0963,949,202
480291613022,2289,0.2209195,513,56
480291613031,1929,0.2774248,478,105
480291613032,2576,0.1794074,589,76
480291613041,2077,2.145578,476,128
480291613042,2562,0.3732751,515,62
480291614001,6490,4.299527,413,0
480291615011,2874,0.2478239,1102,350
480291615012,559,0.1512146,122,0
480291615013,1244,0.5204804,411,81
480291615014,1739,0.3657422,476,36
480291615015,1820,0.278009,591,135
480291615031,2446,0.3643175,616,41
480291615032,1495,0.2732437,390,120
480291615033,1460,0.2625433,314,53
480291615041,1798,0.2940554,464,110
480291615042,2603,0.5372975,699,110
480291616001,2295,0.4273811,494,57
480291616002,2585,2.065094,723,115
480291618011,3040,0.6386532,970,10
480291618012,1256,0.2142357,263,75
480291618021,6410,8.066939,1439,142
480291618022,3827,0.4606419,1011,252
480291619011,927,7.783703,276,85
480291619021,1486,13.72175,437,132
480291619022,3578,23.93645,887,212
480291619023,5634,9.917321,1176,103
480291620011,2122,17.92157,526,137
480291620031,2306,3.8091,666,86
480291620032,1492,1.895789,368,83
480291620033,954,11.79449,226,20
480291620041,1269,7.679239,353,201
480291620042,2177,13.3689,550,160
480291701011,1321,0.1100399,332,170
480291701012,1026,0.1711931,342,117
480291701013,1534,0.1523192,357,138
480291701021,1128,0.1055673,362,120
480291701022,636,0.1125704,231,68
480291701023,1750,0.2116759,602,190
480291702001,785,0.08414441,216,51
480291702002,575,0.09229618,227,149
480291702003,1169,0.08904134,261,78
480291702004,1073,0.08049149,263,96
480291702005,772,0.1611907,355,263
480291702006,1225,0.1610977,300,139
480291703001,1698,0.2188493,411,219
480291703002,340,0.1108434,158,103
480291703003,1302,0.09774292,266,90
480291703004,630,0.06263851,217,168
480291703005,1508,0.1196241,399,155
480291703006,977,0.10858,276,116
480291704011,1459,0.1525405,316,134
480291704012,794,0.1066839,210,44
480291704013,1269,0.1118839,346,107
480291704014,776,0.1303489,275,139
480291704021,2026,0.2008797,510,205
480291704022,904,0.135179,283,70
480291704023,1741,0.1277238,471,111
480291704024,723,0.1356269,207,101
480291705001,1373,0.2837951,460,213
480291705002,753,0.1405559,309,87
480291705003,1356,0.207033,359,118
480291705004,1166,0.1611475,325,127
480291706001,1151,0.291938,291,82
480291706002,1350,0.1414879,398,110
480291706003,1219,0.1810568,349,162
480291706004,871,0.1354705,340,90
480291707001,1359,0.2202099,320,87
480291707002,1101,0.1222075,283,81
480291707003,2597,0.3564584,729,262
480291708001,614,0.1180005,163,58
480291708002,1126,0.2460255,304,90
480291709001,1400,0.2778063,416,140
480291709002,1577,0.2659329,517,300
480291709003,719,0.1683931,319,110
480291710001,1439,0.1559609,413,78
480291710002,565,0.07522158,154,85
480291710003,1456,0.1335524,393,193
480291710004,2012,0.1484277,465,154
480291710005,749,0.08140887,268,110
480291711001,1819,0.3715874,639,156
480291711002,1917,0.3417228,493,177
480291712001,1225,0.2670352,325,122
480291712002,1356,0.2061793,343,77
480291712003,1484,0.4278885,472,152
480291713011,817,0.1603567,265,71
480291713012,2041,0.2745577,567,145
480291713021,2097,0.2956956,192,43
480291713022,1000,0.1480482,333,132
480291713023,806,0.09849814,226,71
480291713024,1095,0.1812703,360,103
480291714011,2214,0.3352853,522,113
480291714012,2772,0.4156058,701,201
480291714021,2705,0.3384131,687,260
480291714022,1150,0.2428938,415,189
480291714023,2755,0.2361393,543,105
480291715011,1183,0.3622442,402,147
480291715012,1426,0.2455718,375,152
480291715021,980,0.1500123,277,83
480291715022,653,0.1511737,252,52
480291715023,2213,0.2864361,604,220
480291715024,1216,0.1897256,346,134
480291716011,2026,0.183746,535,48
480291716012,835,0.5506802,220,51
480291716013,1551,0.4480573,559,70
480291716021,3451,1.295638,788,243
480291716022,1139,1.83691,295,17
480291717001,1635,0.2358069,533,41
480291717002,1434,0.1481408,338,17
480291717003,664,0.2633456,257,41
480291717004,2561,0.2023948,643,23
480291717005,1374,0.2678028,408,67
480291717006,1425,2.988694,414,56
480291718011,1338,0.2173593,394,89
480291718012,2162,0.2635881,459,66
480291718013,1632,0.1695158,594,132
480291718014,905,0.2069593,303,107
480291718021,1876,0.1403335,464,104
480291718022,1349,0.2335578,492,104
480291718023,1420,0.2222466,392,130
480291718024,1179,0.1993816,484,132
480291718025,576,0.1793043,218,15
480291719021,2033,1.116076,1172,148
480291719022,4000,0.6367983,1222,94
480291719023,7112,1.143059,2601,261
480291719031,1731,0.3743662,640,40
480291719032,1009,0.2260084,341,109
480291719033,1770,0.2467788,446,63
480291719034,1199,0.1613552,346,95
480291719035,1642,0.1932943,445,76
480291719121,4828,3.01612,1588,59
480291719122,3106,0.2332675,742,13
480291719131,4578,0.4850323,1263,125
480291719132,1731,0.1493354,477,88
480291719141,1427,0.2204786,406,25
480291719142,2433,0.3200941,685,41
480291719143,2042,0.2410996,568,32
480291719151,2322,0.3965937,671,76
480291719161,3503,1.293792,903,133
480291719162,2634,0.3261903,668,18
480291719163,2962,0.524448,868,91
480291719171,4236,0.6951936,1211,74
480291719172,5892,0.5068657,1518,0
480291719181,1237,2.430943,691,43
480291719182,1078,0.1555158,624,7
480291719183,2165,0.354141,482,0
480291719184,1671,0.3174798,470,35
480291719191,5333,0.7992859,1368,27
480291719201,4156,0.5510848,973,34
480291719202,5246,1.721591,1442,163
480291719211,2060,0.5051599,593,63
480291719212,1536,0.2437598,477,19
480291719213,997,0.1301199,304,41
480291719221,3505,1.108884,918,49
480291719231,1600,0.2243007,434,47
480291719232,1994,0.1157052,524,0
480291719233,1835,0.1569614,1011,204
480291719234,4834,0.9412916,1721,83
480291719241,5818,1.38162,2348,130
480291719242,2038,0.4249085,586,25
480291719251,1275,0.184748,300,0
480291719252,2014,0.5448871,778,0
480291719253,3377,0.7212389,1023,56
480291719254,3562,0.2913423,1081,116
480291720021,6348,16.17897,1949,155
480291720022,6327,2.423484,1584,27
480291720023,5949,2.913963,1557,9
480291720031,2717,0.9346851,691,8
480291720032,2478,0.3734566,732,17
480291720041,7580,9.068946,2352,36
480291720051,4787,1.451728,1618,43
480291720052,4273,0.8114505,1093,61
480291720061,4840,6.691902,1184,30
480291720062,2326,1.003534,600,0
480291720063,2528,6.534855,706,73
480291720071,3805,1.914715,1012,19
480291720072,2576,2.034598,776,28
480291720073,4692,2.109749,1241,38
480291801011,1252,0.1944295,407,153
480291801012,1258,0.2385787,458,66
480291801013,770,0.1190697,262,99
480291801014,719,0.1106078,253,10
480291801015,673,0.1059708,283,33
480291801016,585,0.1666421,209,9
480291801021,767,0.168717,288,53
480291801022,1107,0.2365189,386,32
480291802011,901,0.2813291,215,39
480291802012,931,0.102363,333,106
480291802013,2275,0.1551749,861,379
480291802014,1265,0.2335957,451,121
480291802021,940,0.1902916,641,185
480291802022,1678,0.2121608,679,217
480291802023,1604,0.1798321,745,418
480291802024,778,0.1881457,279,66
480291803001,981,0.1718301,294,33
480291803002,1544,0.2987856,458,114
480291803003,1776,0.2364586,455,139
480291803004,906,0.32182,276,52
480291804001,1885,0.3965872,629,139
480291804002,1924,0.2663325,551,124
480291804003,900,0.1794275,275,60
480291805011,1907,0.2664368,796,207
480291805012,485,0.2642518,164,25
480291805013,1181,0.229637,397,46
480291805014,1055,0.456943,484,314
480291805031,719,0.1706587,256,22
480291805032,1997,0.2137052,568,20
480291805033,2133,0.3115852,560,144
480291805041,1445,0.2800349,450,105
480291805042,3423,0.3668754,816,217
480291806021,633,0.1391562,346,69
480291806022,2278,0.1742672,764,282
480291806023,840,0.2531927,282,103
480291806031,2386,0.3633959,666,122
480291806041,1929,0.3491518,633,170
480291806042,2111,0.2869477,786,29
480291806043,870,0.3421803,347,105
480291806044,835,0.2706032,280,65
480291806045,1067,0.2204883,299,33
480291807011,1136,0.5109097,435,51
480291807012,2835,0.6134874,1512,209
480291807021,1878,0.3778137,885,203
480291807022,983,0.2878025,388,95
480291807023,398,0.2417208,174,68
480291807024,1089,0.08769925,539,165
480291807025,777,0.1583081,271,38
480291807026,1767,0.1211704,641,252
480291808001,681,0.3922041,420,145
480291808002,1337,0.1271176,624,173
480291808003,824,0.1611201,329,62
480291809011,1281,0.4062725,344,59
480291809012,1099,0.2101396,419,91
480291809013,1220,0.180946,512,132
480291809014,947,0.1344736,302,37
480291809015,1343,0.1481482,392,76
480291809021,1142,0.1754367,455,208
480291809022,1743,0.255527,594,219
480291809023,1361,0.297789,479,132
480291809024,1909,0.2076407,521,144
480291809025,1814,0.2169141,490,50
480291810011,1728,0.475374,609,163
480291810012,1665,0.4953201,515,92
480291810031,2762,0.3148883,979,165
480291810032,1742,0.1193075,645,158
480291810033,3834,0.2210829,1071,130
480291810041,2018,0.2646985,924,213
480291810042,3374,0.4313838,1652,71
480291810051,1840,0.1791503,836,289
480291810052,634,0.131489,294,127
480291810053,1703,0.109575,708,176
480291811001,1418,0.2712132,643,137
480291811002,986,0.2645846,464,63
480291811003,2973,0.5351438,1014,106
480291811004,982,0.2521135,333,20
480291812001,668,0.1920712,272,37
480291812002,794,0.2934357,362,15
480291812003,1600,0.2250814,522,12
480291812004,1398,0.4687879,553,12
480291812005,875,0.2824561,324,32
480291813011,2703,0.2992527,1053,8
480291813012,1833,0.2544846,812,14
480291813021,2481,0.2324003,1378,105
480291813022,2030,0.482725,1005,103
480291813023,2012,0.2659028,779,29
480291813031,1894,0.1861186,656,119
480291813032,2279,0.6135688,679,130
480291814021,1095,0.615658,434,23
480291814022,1633,0.7931067,772,96
480291814031,2654,0.1580957,1201,356
480291814032,2566,0.1415153,996,64
480291814033,1809,0.1109924,531,182
480291814041,4194,0.6484795,1948,94
480291814042,1473,0.3772338,736,119
480291815031,3259,0.4183448,1315,207
480291815032,5171,0.4396518,2172,153
480291815041,2660,0.1898592,963,176
480291815042,2675,0.1647378,1353,236
480291815043,425,0.1258705,178,15
480291815044,1170,0.1565529,721,81
480291815051,1124,0.2592356,372,43
480291815052,1506,0.1690738,459,69
480291815053,1057,0.1834893,381,10
480291815054,1255,0.2340806,423,74
480291815061,517,0.155259,204,64
480291815062,1652,0.403064,512,40
480291815063,2387,0.3740967,1011,353
480291816011,1173,0.5838178,285,41
480291816012,2295,0.4155394,845,203
480291816021,888,0.944531,347,60
480291816022,1545,0.1704155,515,106
480291816023,1643,0.1414987,456,113
480291816024,1931,0.1826962,591,93
480291817031,2550,0.35468,984,193
480291817032,2333,0.551384,781,49
480291817033,2601,0.5730015,937,38
480291817041,2087,0.3378545,545,37
480291817042,1091,1.128077,321,50
480291817043,2459,0.5976251,729,64
480291817044,942,0.1625131,253,68
480291817051,1422,0.482381,630,112
480291817052,1873,0.4720833,609,20
480291817053,2501,0.7794785,1122,146
480291817111,3201,0.3874246,880,12
480291817112,2228,0.3995096,759,63
480291817113,3601,0.6585305,1127,70
480291817121,2985,0.3241424,843,36
480291817122,1475,0.3237895,481,64
480291817131,2275,0.5135592,738,42
480291817132,1953,0.4496175,473,39
480291817133,1936,0.3678615,681,43
480291817134,2019,0.2847318,716,161
480291817151,998,0.1209855,310,36
480291817152,1333,0.216757,384,91
480291817153,1784,0.136369,477,47
480291817154,2458,0.2718854,829,107
480291817161,3309,0.9593473,849,128
480291817162,1672,0.1392721,542,104
480291817163,2950,0.3206019,921,32
480291817164,940,0.08317953,226,0
480291817181,2201,0.3789562,770,50
480291817182,1977,0.2764233,601,31
480291817183,1672,0.3036118,627,59
480291817201,4206,0.6748884,1241,26
480291817202,860,0.08695793,205,0
480291817211,2359,0.4691342,627,11
