ZCTA,RUCA1,RUCA2,rurality
51040,7,7.0,Rural
51041,7,7.0,Rural
51044,2,2.0,Suburban
51045,10,10.0,Rural
51046,10,10.0,Rural
51047,10,10.2,Rural
51048,10,10.0,Rural
51049,10,10.0,Rural
51050,10,10.0,Rural
51051,10,10.0,Rural
51052,2,2.0,Suburban
51053,10,10.0,Rural
51054,1,1.0,Urban
51055,2,2.0,Suburban
51056,2,2.0,Suburban
51058,10,10.0,Rural
51060,10,10.0,Rural
51061,10,10.0,Rural
51062,2,2.0,Suburban
51063,10,10.0,Rural
51101,1,1.0,Urban
51102,1,1.0,Urban
51103,1,1.0,Urban
51104,1,1.0,Urban
51105,1,1.0,Urban
51106,1,1.0,Urban
51108,1,1.0,Urban
51109,1,1.0,Urban
51111,1,1.0,Urban
51201,7,7.0,Rural
51230,10,10.0,Rural
51231,10,10.0,Rural
51232,10,10.0,Rural
51234,10,10.0,Rural
51235,10,10.0,Rural
51237,10,10.0,Rural
51238,10,10.0,Rural
51239,10,10.0,Rural
51240,10,10.0,Rural
51241,10,10.0,Rural
51242,10,10.0,Rural
51243,10,10.0,Rural
51244,10,10.0,Rural
51245,10,10.0,Rural
51246,10,10.0,Rural
51247,7,7.0,Rural
51248,10,10.0,Rural
51249,7,7.0,Rural
51250,7,7.0,Rural
51301,4,4.0,Suburban
51331,4,4.0,Suburban
51333,5,5.0,Rural
51334,7,7.0,Rural
51338,10,10.2,Rural
51340,10,10.2,Rural
51341,5,5.0,Rural
51342,8,8.0,Rural
51343,5,5.0,Rural
51345,10,10.0,Rural
51346,10,10.0,Rural
51347,5,5.0,Rural
51350,10,10.0,Rural
51351,4,4.0,Suburban
51354,10,10.0,Rural
51355,4,4.0,Suburban
51357,10,10.2,Rural
51358,10,10.0,Rural
51360,4,4.0,Suburban
51363,4,4.0,Suburban
51364,4,4.0,Suburban
51365,8,8.0,Rural
51366,5,5.0,Rural
51401,7,7.0,Rural
51430,10,10.3,Rural
51431,10,10.0,Rural
51432,8,8.0,Rural
51433,10,10.0,Rural
51436,10,10.3,Rural
51439,8,8.0,Rural
51440,10,10.0,Rural
51441,8,8.0,Rural
51442,7,7.0,Rural
51443,8,8.0,Rural
51444,10,10.3,Rural
51445,10,10.0,Rural
51446,10,10.0,Rural
51447,10,10.0,Rural
51448,8,8.0,Rural
51449,10,10.0,Rural
51450,10,10.0,Rural
51451,8,8.0,Rural
51452,8,8.0,Rural
51453,10,10.0,Rural
51454,8,8.0,Rural
51455,10,10.0,Rural
51458,10,10.0,Rural
51459,8,8.0,Rural
51460,8,8.0,Rural
51461,8,8.0,Rural
51462,10,10.0,Rural
51463,10,10.0,Rural
51465,8,8.0,Rural
51466,10,10.0,Rural
51467,8,8.0,Rural
51501,1,1.0,Urban
51502,1,1.0,Urban
51503,1,1.0,Urban
51510,1,1.0,Urban
51520,8,8.0,Rural
51521,10,10.1,Rural
51523,10,10.0,Rural
51525,2,2.0,Suburban
51526,2,2.0,Suburban
51527,10,10.0,Rural
51528,8,8.0,Rural
51529,10,10.0,Rural
51530,10,10.0,Rural
51531,10,10.0,Rural
51532,10,10.0,Rural
51533,2,2.0,Suburban
51534,2,2.0,Suburban
51535,10,10.0,Rural
51536,10,10.1,Rural
51537,7,7.0,Rural
51540,2,2.0,Suburban
51541,2,2.0,Suburban
51542,2,2.0,Suburban
51543,10,10.0,Rural
51544,10,10.0,Rural
51545,10,10.0,Rural
51546,2,2.0,Suburban
51548,2,2.0,Suburban
51549,2,2.0,Suburban
51550,2,2.0,Suburban
51551,2,2.0,Suburban
51552,8,8.0,Rural
51553,2,2.0,Suburban
51554,2,2.0,Suburban
51555,2,2.0,Suburban
51556,2,2.0,Suburban
51557,2,2.0,Suburban
51558,10,10.0,Rural
51559,2,2.0,Suburban
51560,10,10.1,Rural
51561,2,2.0,Suburban
51562,10,10.0,Rural
51563,2,2.0,Suburban
51564,10,10.0,Rural
51565,10,10.0,Rural
51566,7,7.0,Rural
51570,10,10.0,Rural
51571,2,2.0,Suburban
51572,10,10.0,Rural
51573,10,10.0,Rural
51575,2,2.0,Suburban
51576,2,2.0,Suburban
51577,10,10.1,Rural
51578,10,10.0,Rural
51579,2,2.0,Suburban
51591,7,7.0,Rural
51593,7,7.0,Rural
51601,7,7.0,Rural
51603,7,7.0,Rural
51630,8,8.0,Rural
51631,8,8.0,Rural
51632,7,7.0,Rural
51636,8,8.0,Rural
51637,8,8.0,Rural
51638,10,10.0,Rural
51639,10,10.0,Rural
51640,10,10.1,Rural
51645,10,10.0,Rural
51646,8,8.0,Rural
51647,8,8.0,Rural
51648,10,10.1,Rural
51649,10,10.0,Rural
51650,10,10.0,Rural
51651,8,8.0,Rural
51652,2,2.0,Suburban
51653,2,2.0,Suburban
51654,10,10.1,Rural
51656,8,8.0,Rural
52001,1,1.0,Urban
52002,1,1.0,Urban
52003,1,1.0,Urban
52004,1,1.0,Urban
52030,2,2.0,Suburban
52031,7,7.1,Rural
52032,2,2.0,Suburban
52033,10,10.0,Rural
52035,10,10.0,Rural
52036,10,10.0,Rural
52037,10,10.0,Rural
52038,8,8.0,Rural
52039,2,2.0,Suburban
52040,7,7.0,Rural
52041,10,10.0,Rural
52042,8,8.0,Rural
52043,10,10.0,Rural
52044,3,3.0,Rural
52045,2,2.0,Suburban
52046,2,2.0,Suburban
52047,10,10.0,Rural
52048,3,3.0,Rural
52049,10,10.0,Rural
52050,10,10.0,Rural
52052,10,10.0,Rural
52053,2,2.0,Suburban
52054,2,2.0,Suburban
52056,10,10.0,Rural
52057,7,7.0,Rural
52060,7,7.0,Rural
52064,10,10.0,Rural
52065,10,10.0,Rural
52066,3,3.0,Rural
52068,2,2.0,Suburban
52069,10,10.0,Rural
52070,10,10.0,Rural
52071,2,2.0,Suburban
52072,10,10.0,Rural
52073,2,2.0,Suburban
52074,10,10.0,Rural
52075,7,7.1,Rural
52076,10,10.0,Rural
52077,10,10.0,Rural
52078,10,10.0,Rural
52079,8,8.0,Rural
52099,1,1.0,Urban
52101,7,7.0,Rural
52132,8,8.0,Rural
52133,8,8.0,Rural
52134,10,10.0,Rural
52135,10,10.0,Rural
52136,7,7.0,Rural
52140,10,10.0,Rural
52141,10,10.0,Rural
52142,10,10.0,Rural
52144,8,8.0,Rural
52146,10,10.0,Rural
52147,10,10.0,Rural
52149,8,8.0,Rural
52151,10,10.0,Rural
52154,10,10.0,Rural
52155,10,10.0,Rural
52156,10,10.0,Rural
52157,10,10.0,Rural
52158,10,10.0,Rural
52159,10,10.0,Rural
52160,10,10.0,Rural
52161,8,8.0,Rural
52162,10,10.0,Rural
52163,10,10.0,Rural
52164,10,10.0,Rural
52165,8,8.0,Rural
52166,10,10.0,Rural
52168,8,8.0,Rural
52169,10,10.0,Rural
52170,10,10.0,Rural
52171,10,10.0,Rural
52172,7,7.0,Rural
52175,10,10.0,Rural
52201,9,9.0,Rural
52202,2,2.0,Suburban
52203,2,2.0,Suburban
52204,2,2.0,Suburban
52205,2,2.0,Suburban
52206,2,2.0,Suburban
52207,8,8.0,Rural
52208,10,10.0,Rural
52209,2,2.0,Suburban
52210,3,3.0,Rural
52211,10,10.0,Rural
52212,10,10.0,Rural
52213,2,2.0,Suburban
52214,2,2.0,Suburban
52215,6,6.0,Rural
52216,10,10.0,Rural
52217,2,2.0,Suburban
52218,2,2.0,Suburban
52219,2,2.0,Suburban
52220,2,2.0,Suburban
52221,10,10.0,Rural
52222,10,10.0,Rural
52223,10,10.0,Rural
52224,2,2.0,Suburban
52225,6,6.0,Rural
52227,1,1.0,Urban
52228,1,1.0,Urban
52229,3,3.0,Rural
52231,10,10.0,Rural
52232,10,10.0,Rural
52233,1,1.0,Urban
52235,2,2.0,Suburban
52236,2,2.0,Suburban
52237,10,10.0,Rural
52240,1,1.0,Urban
52241,1,1.0,Urban
52242,1,1.0,Urban
52243,1,1.0,Urban
52244,1,1.0,Urban
52245,1,1.0,Urban
52246,1,1.0,Urban
52247,2,2.0,Suburban
52248,10,10.0,Rural
52249,2,2.0,Suburban
52251,10,10.0,Rural
52252,10,10.0,Rural
52253,2,2.0,Suburban
52254,10,10.0,Rural
52255,10,10.0,Rural
52257,2,2.0,Suburban
52301,10,10.0,Rural
52302,1,1.0,Urban
52305,2,2.0,Suburban
52306,2,2.0,Suburban
52307,2,2.0,Suburban
52308,10,10.0,Rural
52309,8,8.0,Rural
52310,7,7.0,Rural
52312,2,2.0,Suburban
52313,3,3.0,Rural
52314,2,2.0,Suburban
52315,2,2.0,Suburban
52316,10,10.0,Rural
52317,1,1.0,Urban
52318,2,2.0,Suburban
52320,2,2.0,Suburban
52321,10,10.0,Rural
52322,1,1.0,Urban
52323,10,10.0,Rural
52324,1,1.0,Urban
52325,7,7.1,Rural
52326,3,3.0,Rural
52327,2,2.0,Suburban
52328,1,1.0,Urban
52329,3,3.0,Rural
52330,10,10.0,Rural
52332,2,2.0,Suburban
52333,2,2.0,Suburban
52334,2,2.0,Suburban
52335,10,10.0,Rural
52336,2,2.0,Suburban
52337,2,2.0,Suburban
52338,2,2.0,Suburban
52339,7,7.0,Rural
52340,1,1.0,Urban
52341,1,1.0,Urban
52342,7,7.0,Rural
52344,2,2.0,Suburban
52345,2,2.0,Suburban
52346,3,3.0,Rural
52347,10,10.0,Rural
52348,6,6.0,Rural
52349,7,7.0,Rural
52351,2,2.0,Suburban
52352,2,2.0,Suburban
52353,7,7.0,Rural
52354,2,2.0,Suburban
52355,10,10.0,Rural
52356,10,10.0,Rural
52358,2,2.0,Suburban
52359,10,10.0,Rural
52361,7,7.1,Rural
52362,10,10.0,Rural
52401,1,1.0,Urban
52402,1,1.0,Urban
52403,1,1.0,Urban
52404,1,1.0,Urban
52405,1,1.0,Urban
52406,1,1.0,Urban
52407,1,1.0,Urban
52408,1,1.0,Urban
52409,1,1.0,Urban
52410,1,1.0,Urban
52411,1,1.0,Urban
52497,1,1.0,Urban
52498,1,1.0,Urban
52499,1,1.0,Urban
52501,4,4.0,Suburban
52530,5,5.0,Rural
52531,7,7.0,Rural
52533,5,5.0,Rural
52534,5,5.0,Rural
52535,10,10.0,Rural
52536,5,5.0,Rural
52537,5,5.0,Rural
52540,10,10.0,Rural
52542,10,10.0,Rural
52543,5,5.0,Rural
52544,7,7.0,Rural
52548,5,5.0,Rural
52549,8,8.0,Rural
52550,10,10.0,Rural
52551,10,10.0,Rural
52552,5,5.0,Rural
52553,5,5.0,Rural
52554,5,5.0,Rural
52555,8,8.0,Rural
52556,4,4.0,Suburban
52557,4,4.0,Suburban
52560,10,10.2,Rural
52561,5,5.0,Rural
52562,5,5.0,Rural
52563,5,5.0,Rural
52565,10,10.0,Rural
52566,5,5.0,Rural
52567,5,5.0,Rural
52568,5,5.0,Rural
52569,9,9.0,Rural
52570,10,10.0,Rural
52571,8,8.0,Rural
52572,8,8.0,Rural
52573,10,10.0,Rural
52574,8,8.0,Rural
52576,5,5.0,Rural
52577,4,4.0,Suburban
52580,5,5.0,Rural
52581,8,8.0,Rural
52583,10,10.0,Rural
52584,10,10.2,Rural
52585,5,5.0,Rural
52586,5,5.0,Rural
52588,10,10.0,Rural
52590,10,10.0,Rural
52591,10,10.0,Rural
52593,8,8.0,Rural
52594,8,8.0,Rural
52595,4,4.0,Suburban
52601,4,4.0,Suburban
52619,5,5.0,Rural
52620,10,10.0,Rural
52621,9,9.0,Rural
52623,5,5.0,Rural
52624,5,5.0,Rural
52625,5,5.0,Rural
52626,10,10.0,Rural
52627,4,4.0,Suburban
52630,10,10.0,Rural
52631,10,10.0,Rural
52632,4,4.0,Suburban
52635,5,5.0,Rural
52637,5,5.0,Rural
52638,5,5.0,Rural
52639,5,5.0,Rural
52640,10,10.0,Rural
52641,7,7.0,Rural
52642,7,7.0,Rural
52644,8,8.0,Rural
52645,8,8.0,Rural
52646,10,10.0,Rural
52647,8,8.0,Rural
52648,10,10.0,Rural
52649,8,8.0,Rural
52650,5,5.0,Rural
52651,10,10.0,Rural
52652,8,8.0,Rural
52653,10,10.0,Rural
52654,8,8.0,Rural
52655,4,4.0,Suburban
52656,10,10.0,Rural
52657,10,10.0,Rural
52658,5,5.0,Rural
52659,8,8.0,Rural
52660,5,5.0,Rural
52701,5,5.0,Rural
52720,4,4.0,Suburban
52721,10,10.0,Rural
52722,1,1.0,Urban
52726,2,2.0,Suburban
52727,5,5.0,Rural
52728,2,2.0,Suburban
52729,10,10.0,Rural
52730,4,4.0,Suburban
52731,5,5.0,Rural
52732,4,4.0,Suburban
52733,4,4.0,Suburban
52734,4,4.0,Suburban
52736,4,4.0,Suburban
52737,10,10.0,Rural
52738,10,10.0,Rural
52739,4,4.0,Suburban
52742,7,7.0,Rural
52745,2,2.0,Suburban
52746,2,2.0,Suburban
52747,10,10.0,Rural
52748,1,1.0,Urban
52749,4,4.0,Suburban
52750,5,5.0,Rural
52751,10,10.0,Rural
52752,5,5.0,Rural
52753,1,1.0,Urban
52754,5,5.0,Rural
52755,1,1.0,Urban
52756,2,2.0,Suburban
52757,7,7.0,Rural
52758,2,2.0,Suburban
52759,5,5.0,Rural
52760,4,4.0,Suburban
52761,4,4.0,Suburban
52765,2,2.0,Suburban
52766,7,7.0,Rural
52767,1,1.0,Urban
52768,2,2.0,Suburban
52769,5,5.0,Rural
52771,5,5.0,Rural
52772,7,7.0,Rural
52773,2,2.0,Suburban
52774,10,10.0,Rural
52776,7,7.0,Rural
52777,10,10.0,Rural
52778,4,4.0,Suburban
52801,1,1.0,Urban
52802,1,1.0,Urban
52803,1,1.0,Urban
52804,1,1.0,Urban
52805,1,1.0,Urban
52806,1,1.0,Urban
52807,1,1.0,Urban
52808,1,1.0,Urban
52809,1,1.0,Urban
53001,3,3.0,Rural
53002,2,2.1,Suburban
53003,2,2.0,Suburban
53004,2,2.0,Suburban
53005,1,1.0,Urban
53006,10,10.0,Rural
53007,1,1.0,Urban
53008,1,1.0,Urban
53010,2,2.0,Suburban
53011,2,2.0,Suburban
53012,1,1.0,Urban
53013,2,2.0,Suburban
53014,7,7.0,Rural
53015,2,2.0,Suburban
53016,7,7.0,Rural
53017,1,1.0,Urban
53018,1,1.0,Urban
53019,2,2.0,Suburban
53020,2,2.0,Suburban
53021,2,2.0,Suburban
53022,1,1.0,Urban
53023,2,2.0,Suburban
53024,1,1.0,Urban
53026,2,2.0,Suburban
53027,1,1.1,Urban
53029,1,1.0,Urban
53031,1,1.0,Urban
53032,7,7.0,Rural
53033,1,1.0,Urban
53034,2,2.0,Suburban
53035,3,3.0,Rural
53036,1,1.0,Urban
53037,1,1.1,Urban
53038,3,3.0,Rural
53039,7,7.0,Rural
53040,1,1.1,Urban
53042,7,7.0,Rural
53044,1,1.0,Urban
53045,1,1.0,Urban
53046,1,1.0,Urban
53047,2,2.0,Suburban
53048,10,10.0,Rural
53049,2,2.0,Suburban
53050,7,7.0,Rural
53051,1,1.0,Urban
53052,1,1.0,Urban
53056,1,1.0,Urban
53057,2,2.0,Suburban
53058,1,1.0,Urban
53059,2,2.0,Suburban
53060,1,1.1,Urban
53061,7,7.0,Rural
53062,7,7.0,Rural
53063,2,2.0,Suburban
53064,1,1.0,Urban
53065,2,2.0,Suburban
53066,1,1.0,Urban
53069,1,1.0,Urban
53070,2,2.0,Suburban
53072,1,1.0,Urban
53073,7,7.1,Rural
53074,1,1.0,Urban
53075,2,2.0,Suburban
53076,1,1.0,Urban
53078,2,2.0,Suburban
53079,2,2.0,Suburban
53080,1,1.0,Urban
53081,1,1.0,Urban
53082,1,1.0,Urban
53083,1,1.0,Urban
53085,1,1.0,Urban
53086,1,1.1,Urban
53088,3,3.0,Rural
53089,1,1.0,Urban
53090,1,1.1,Urban
53091,10,10.0,Rural
53092,1,1.0,Urban
53093,2,2.0,Suburban
53094,4,4.0,Suburban
53095,1,1.1,Urban
53097,1,1.0,Urban
53098,4,4.0,Suburban
53099,3,3.0,Rural
53101,2,2.0,Suburban
53102,2,2.0,Suburban
53103,1,1.0,Urban
53104,2,2.0,Suburban
53105,4,4.0,Suburban
53108,1,1.0,Urban
53109,2,2.0,Suburban
53110,1,1.0,Urban
53114,4,4.0,Suburban
53115,4,4.0,Suburban
53118,1,1.0,Urban
53119,2,2.0,Suburban
53120,2,2.0,Suburban
53121,4,4.0,Suburban
53122,1,1.0,Urban
53125,7,7.0,Rural
53126,1,1.0,Urban
53127,1,1.0,Urban
53128,2,2.0,Suburban
53129,1,1.0,Urban
53130,1,1.0,Urban
53132,1,1.0,Urban
53137,2,2.0,Suburban
53138,4,4.0,Suburban
53139,7,7.0,Rural
53140,1,1.1,Urban
53141,1,1.1,Urban
53142,1,1.1,Urban
53143,1,1.1,Urban
53144,1,1.1,Urban
53146,1,1.0,Urban
53147,4,4.0,Suburban
53148,6,6.0,Rural
53149,2,2.0,Suburban
53150,1,1.0,Urban
53151,1,1.0,Urban
53152,3,3.0,Rural
53153,2,2.0,Suburban
53154,1,1.0,Urban
53156,4,4.0,Suburban
53157,2,2.0,Suburban
53158,1,1.0,Urban
53159,2,2.0,Suburban
53167,4,4.0,Suburban
53168,2,2.0,Suburban
53170,2,2.0,Suburban
53171,1,1.0,Urban
53172,1,1.0,Urban
53176,6,6.0,Rural
53177,1,1.0,Urban
53178,2,2.0,Suburban
53179,2,2.0,Suburban
53181,2,2.0,Suburban
53182,7,7.0,Rural
53183,1,1.0,Urban
53184,7,7.0,Rural
53185,1,1.0,Urban
53186,1,1.0,Urban
53187,1,1.0,Urban
53188,1,1.0,Urban
53189,1,1.0,Urban
53190,4,4.0,Suburban
53191,4,4.0,Suburban
53192,2,2.0,Suburban
53194,2,2.0,Suburban
53195,2,2.0,Suburban
53201,1,1.0,Urban
53202,1,1.0,Urban
53203,1,1.0,Urban
53204,1,1.0,Urban
53205,1,1.0,Urban
53206,1,1.0,Urban
53207,1,1.0,Urban
53208,1,1.0,Urban
53209,1,1.0,Urban
53210,1,1.0,Urban
53211,1,1.0,Urban
53212,1,1.0,Urban
53213,1,1.0,Urban
53214,1,1.0,Urban
53215,1,1.0,Urban
53216,1,1.0,Urban
53217,1,1.0,Urban
53218,1,1.0,Urban
53219,1,1.0,Urban
53220,1,1.0,Urban
53221,1,1.0,Urban
53222,1,1.0,Urban
53223,1,1.0,Urban
53224,1,1.0,Urban
53225,1,1.0,Urban
53226,1,1.0,Urban
53227,1,1.0,Urban
53228,1,1.0,Urban
53233,1,1.0,Urban
53234,1,1.0,Urban
53235,1,1.0,Urban
53237,1,1.0,Urban
53259,1,1.0,Urban
53263,1,1.0,Urban
53274,1,1.0,Urban
53278,1,1.0,Urban
53288,1,1.0,Urban
53290,1,1.0,Urban
53293,1,1.0,Urban
53295,1,1.0,Urban
53401,1,1.0,Urban
53402,1,1.0,Urban
53403,1,1.0,Urban
53404,1,1.0,Urban
53405,1,1.0,Urban
53406,1,1.0,Urban
53407,1,1.0,Urban
53408,1,1.0,Urban
53501,1,1.0,Urban
53502,6,6.0,Rural
53503,2,2.0,Suburban
53504,3,3.0,Rural
53505,2,2.0,Suburban
53506,9,9.0,Rural
53507,2,2.0,Suburban
53508,2,2.0,Suburban
53510,10,10.0,Rural
53511,1,1.0,Urban
53512,1,1.0,Urban
53515,7,7.1,Rural
53516,3,3.0,Rural
53517,2,2.0,Suburban
53518,9,9.0,Rural
53520,7,7.0,Rural
53521,2,2.0,Suburban
53522,5,5.0,Rural
53523,2,2.0,Suburban
53525,10,10.0,Rural
53526,10,10.0,Rural
53527,1,1.0,Urban
53528,1,1.0,Urban
53529,1,1.0,Urban
53530,10,10.0,Rural
53531,2,2.0,Suburban
53532,1,1.0,Urban
53533,7,7.0,Rural
53534,2,2.0,Suburban
53535,10,10.0,Rural
53536,2,2.0,Suburban
53537,1,1.0,Urban
53538,4,4.0,Suburban
53540,9,9.0,Rural
53541,10,10.0,Rural
53542,2,2.0,Suburban
53543,9,9.0,Rural
53544,2,2.0,Suburban
53545,1,1.0,Urban
53546,1,1.0,Urban
53547,1,1.0,Urban
53548,1,1.0,Urban
53549,4,4.0,Suburban
53550,5,5.0,Rural
53551,7,7.0,Rural
53553,10,10.0,Rural
53554,10,10.0,Rural
53555,2,2.0,Suburban
53556,9,9.0,Rural
53557,3,3.0,Rural
53558,1,1.0,Urban
53559,2,2.0,Suburban
53560,7,7.1,Rural
53561,3,3.0,Rural
53562,1,1.0,Urban
53563,1,1.0,Urban
53565,10,10.0,Rural
53566,4,4.0,Suburban
53569,10,10.0,Rural
53570,2,2.0,Suburban
53571,1,1.0,Urban
53572,2,2.0,Suburban
53573,10,10.0,Rural
53574,2,2.0,Suburban
53575,2,2.0,Suburban
53576,2,2.0,Suburban
53577,10,10.0,Rural
53578,7,7.1,Rural
53579,3,3.0,Rural
53580,10,10.0,Rural
53581,7,7.0,Rural
53582,2,2.0,Suburban
53583,7,7.1,Rural
53584,9,9.0,Rural
53585,4,4.0,Suburban
53586,3,3.0,Rural
53587,10,10.0,Rural
53588,10,10.0,Rural
53589,1,1.0,Urban
53590,1,1.0,Urban
53593,1,1.0,Urban
53594,7,7.0,Rural
53595,7,7.0,Rural
53596,1,1.0,Urban
53597,1,1.0,Urban
53598,1,1.0,Urban
53599,10,10.0,Rural
53701,1,1.0,Urban
53702,1,1.0,Urban
53703,1,1.0,Urban
53704,1,1.0,Urban
53705,1,1.0,Urban
53706,1,1.0,Urban
53707,1,1.0,Urban
53708,1,1.0,Urban
53711,1,1.0,Urban
53713,1,1.0,Urban
53714,1,1.0,Urban
53715,1,1.0,Urban
53716,1,1.0,Urban
53717,1,1.0,Urban
53718,1,1.0,Urban
53719,1,1.0,Urban
53725,1,1.0,Urban
53726,1,1.0,Urban
53744,1,1.0,Urban
53774,1,1.0,Urban
53777,1,1.0,Urban
53782,1,1.0,Urban
53783,1,1.0,Urban
53784,1,1.0,Urban
53785,1,1.0,Urban
53786,1,1.0,Urban
53788,1,1.0,Urban
53790,1,1.0,Urban
53791,1,1.0,Urban
53792,1,1.0,Urban
53793,1,1.0,Urban
53794,1,1.0,Urban
53801,10,10.0,Rural
53802,10,10.0,Rural
53803,3,3.0,Rural
53804,10,10.0,Rural
53805,7,7.0,Rural
53806,10,10.0,Rural
53807,2,2.0,Suburban
53808,2,2.0,Suburban
53809,10,10.0,Rural
53810,10,10.0,Rural
53811,2,2.0,Suburban
53812,2,2.0,Suburban
53813,7,7.0,Rural
53816,10,10.0,Rural
53817,10,10.0,Rural
53818,4,4.0,Suburban
53820,10,10.0,Rural
53821,7,7.0,Rural
53824,2,2.0,Suburban
53825,10,10.0,Rural
53826,10,10.3,Rural
53827,10,10.0,Rural
53901,4,4.0,Suburban
53910,10,10.0,Rural
53911,2,2.0,Suburban
53913,4,4.0,Suburban
53916,4,4.0,Suburban
53919,10,10.0,Rural
53920,5,5.0,Rural
53922,10,10.0,Rural
53923,10,10.0,Rural
53924,10,10.0,Rural
53925,7,7.1,Rural
53926,10,10.0,Rural
53928,2,2.0,Suburban
53929,10,10.0,Rural
53930,5,5.0,Rural
53931,10,10.0,Rural
53932,7,7.1,Rural
53933,10,10.0,Rural
53934,10,10.0,Rural
53935,10,10.0,Rural
53936,10,10.0,Rural
53937,10,10.0,Rural
53939,10,10.0,Rural
53940,7,7.0,Rural
53941,8,8.0,Rural
53942,8,8.0,Rural
53943,10,10.0,Rural
53944,9,9.0,Rural
53946,10,10.0,Rural
53947,10,10.0,Rural
53948,7,7.0,Rural
53949,10,10.0,Rural
53950,8,8.0,Rural
53951,3,3.0,Rural
53952,10,10.0,Rural
53953,5,5.0,Rural
53954,2,2.0,Suburban
53955,2,2.0,Suburban
53956,10,10.0,Rural
53957,6,6.0,Rural
53958,7,7.0,Rural
53959,7,7.0,Rural
53960,2,2.0,Suburban
53961,9,9.0,Rural
53962,10,10.0,Rural
53963,4,4.0,Suburban
53964,10,10.0,Rural
53965,4,4.0,Suburban
53968,10,10.0,Rural
53969,2,2.0,Suburban
54001,7,7.0,Rural
54002,7,7.0,Rural
54003,3,3.0,Rural
54004,10,10.0,Rural
54005,10,10.0,Rural
54006,10,10.0,Rural
54007,2,2.0,Suburban
54009,10,10.0,Rural
54011,7,7.0,Rural
54013,10,10.0,Rural
54014,5,5.0,Rural
54015,2,2.0,Suburban
54016,2,2.0,Suburban
54017,7,7.1,Rural
54020,7,7.0,Rural
54021,2,2.0,Suburban
54022,4,4.1,Suburban
54023,2,2.0,Suburban
54024,10,10.0,Rural
54025,2,2.0,Suburban
54026,3,3.0,Rural
54027,10,10.0,Rural
54028,7,7.0,Rural
54082,2,2.0,Suburban
54101,2,2.0,Suburban
54102,10,10.0,Rural
54103,10,10.0,Rural
54104,10,10.0,Rural
54106,2,2.0,Suburban
54107,10,10.0,Rural
54110,7,7.0,Rural
54111,3,3.0,Rural
54112,10,10.0,Rural
54113,1,1.0,Urban
54114,10,10.0,Rural
54115,1,1.0,Urban
54119,10,10.0,Rural
54120,5,5.0,Rural
54121,5,5.0,Rural
54123,7,7.0,Rural
54124,10,10.0,Rural
54125,10,10.0,Rural
54126,2,2.0,Suburban
54127,3,3.0,Rural
54128,10,10.0,Rural
54129,3,3.0,Rural
54130,1,1.0,Urban
54131,1,1.0,Urban
54135,10,10.0,Rural
54136,1,1.0,Urban
54137,10,10.0,Rural
54138,10,10.0,Rural
54139,10,10.0,Rural
54140,1,1.0,Urban
54141,2,2.0,Suburban
54143,4,4.0,Suburban
54149,10,10.0,Rural
54150,10,10.0,Rural
54151,4,4.0,Suburban
54152,2,2.0,Suburban
54153,7,7.0,Rural
54154,7,7.0,Rural
54155,1,1.0,Urban
54156,10,10.0,Rural
54157,5,5.0,Rural
54159,5,5.0,Rural
54160,3,3.0,Rural
54161,10,10.0,Rural
54162,2,2.0,Suburban
54165,2,2.0,Suburban
54166,4,4.0,Suburban
54169,1,1.0,Urban
54170,2,2.0,Suburban
54171,2,2.0,Suburban
54173,1,1.0,Urban
54174,10,10.0,Rural
54175,10,10.0,Rural
54177,10,10.0,Rural
54180,2,2.0,Suburban
54201,7,7.0,Rural
54202,10,10.0,Rural
54204,9,9.0,Rural
54205,2,2.0,Suburban
54207,6,6.0,Rural
54208,2,2.0,Suburban
54209,10,10.0,Rural
54210,10,10.0,Rural
54211,10,10.0,Rural
54212,10,10.0,Rural
54213,8,8.0,Rural
54214,5,5.0,Rural
54215,5,5.0,Rural
54216,7,7.0,Rural
54217,2,2.0,Suburban
54220,4,4.0,Suburban
54221,4,4.0,Suburban
54226,8,8.0,Rural
54227,5,5.0,Rural
54228,5,5.0,Rural
54229,2,2.0,Suburban
54230,6,6.0,Rural
54232,5,5.0,Rural
54234,10,10.0,Rural
54235,7,7.0,Rural
54240,5,5.0,Rural
54241,4,4.0,Suburban
54245,5,5.0,Rural
54246,10,10.0,Rural
54247,5,5.0,Rural
54301,1,1.0,Urban
54302,1,1.0,Urban
54303,1,1.0,Urban
54304,1,1.0,Urban
54305,1,1.0,Urban
54306,1,1.0,Urban
54307,1,1.0,Urban
54308,1,1.0,Urban
54311,1,1.0,Urban
54313,1,1.0,Urban
54324,1,1.0,Urban
54344,1,1.0,Urban
54401,1,1.0,Urban
54402,1,1.0,Urban
54403,1,1.0,Urban
54404,4,4.0,Suburban
54405,7,7.0,Rural
54406,5,5.0,Rural
54407,5,5.0,Rural
54408,2,2.0,Suburban
54409,7,7.0,Rural
54410,5,5.0,Rural
54411,2,2.0,Suburban
54412,5,5.0,Rural
54413,5,5.0,Rural
54414,10,10.1,Rural
54415,5,5.0,Rural
54416,10,10.0,Rural
54417,2,2.0,Suburban
54418,8,8.0,Rural
54420,10,10.0,Rural
54421,7,7.0,Rural
54422,10,10.0,Rural
54423,5,5.0,Rural
54424,8,8.0,Rural
54425,7,7.0,Rural
54426,2,2.0,Suburban
54427,2,2.0,Suburban
54428,8,8.0,Rural
