YEAR,COUNTYFP,TotalPop,TotalVetPop,MalePop,MaleVetPop,Male18To34,MaleVet18To34,Male35To54,MaleVet35To54,Male55To64,MaleVet55To64,Male65To74,MaleVet65To74,Male75Plus,MaleVet75Plus,FemalePop,FemaleVetPop,Female18To34,FemaleVet18To34,Female35To54,FemaleVet35To54,Female55To64,FemaleVet55To64,Female65To74,FemaleVet65To74,Female75Plus,FemaleVet75Plus,VetPercent
2014-2018,13283,5195,491,2758,391,742,8,912,93,475,97,426,103,203,90,2437,100,643,0,689,67,435,3,283,8,387,22,9.45
2014-2018,13285,52431,4062,24625,3698,8049,241,8388,893,4034,865,2720,1023,1434,676,27806,364,8317,37,9172,184,4578,99,3226,30,2513,14,7.75
2014-2018,13287,6027,672,2922,576,718,9,1101,231,503,75,375,159,225,102,3105,96,738,0,970,96,561,0,506,0,330,0,11.15
2014-2018,13289,6676,629,3239,603,752,19,1020,151,679,108,497,170,291,155,3437,26,742,11,998,7,730,0,582,3,385,5,9.42
2014-2018,13291,19011,2072,9083,1900,1783,40,2181,59,1752,281,2018,863,1349,657,9928,172,1556,7,2440,61,1998,17,2311,66,1623,21,10.9
2014-2018,13293,20133,1714,9385,1612,2462,35,3171,376,1747,326,1268,453,737,422,10748,102,2641,0,3476,62,1929,9,1496,7,1206,24,8.51
2014-2018,13295,53459,4208,25819,3983,6711,48,9148,733,4595,943,3313,1169,2052,1090,27640,225,6624,9,9153,106,4780,31,3850,58,3233,21,7.87
2014-2018,13297,67327,5042,32218,4779,8925,323,11886,1116,5369,782,3877,1526,2161,1032,35109,263,9156,70,12924,90,5549,30,4375,48,3105,25,7.49
2014-2018,13299,27053,2066,13330,1916,4108,56,4559,411,2229,406,1516,623,918,420,13723,150,3452,49,4451,68,2359,13,1803,20,1658,0,7.64
2014-2018,13301,4218,192,1963,184,473,0,615,24,406,46,300,81,169,33,2255,8,487,8,665,0,453,0,351,0,299,0,4.55
2014-2018,13303,15894,1135,8028,1103,2440,51,2819,288,1357,182,933,391,479,191,7866,32,1925,6,2465,12,1464,5,1067,0,945,9,7.14
2014-2018,13305,22366,2198,11361,1857,3397,141,4147,416,1777,378,1342,585,698,337,11005,341,2983,52,3683,153,1900,81,1429,42,1010,13,9.83
2014-2018,13307,1988,119,931,114,190,0,323,22,148,25,204,55,66,12,1057,5,227,0,343,0,210,0,184,5,93,0,5.99
2014-2018,13309,6595,454,4329,428,1709,40,1616,59,480,154,354,104,170,71,2266,26,633,20,649,2,407,0,335,4,242,0,6.88
2014-2018,13311,23045,2403,11160,2249,2783,80,3517,530,1999,276,1727,706,1134,657,11885,154,2678,0,3674,52,2179,16,2022,86,1332,0,10.43
2014-2018,13313,76388,3813,37498,3719,12088,230,13574,612,5627,464,3965,1382,2244,1031,38890,94,11500,5,13705,29,5903,22,4286,13,3496,25,4.99
2014-2018,13315,7154,549,4369,522,1334,66,1710,80,688,120,391,120,246,136,2785,27,670,0,802,8,501,1,433,1,379,17,7.67
2014-2018,13317,7787,578,3628,558,892,21,1100,139,661,119,615,173,360,106,4159,20,843,6,1243,5,796,0,675,0,602,9,7.42
2014-2018,13319,6991,403,3307,373,790,17,1139,76,677,91,426,103,275,86,3684,30,885,21,1154,3,692,4,517,0,436,2,5.76
2014-2018,13321,15854,1366,7521,1294,2270,65,2176,286,1453,288,1051,416,571,239,8333,72,2126,0,2598,51,1487,15,1227,6,895,0,8.62
2014-2018,15001,154193,14702,75911,13740,19159,715,23070,1953,15090,2865,12346,5101,6246,3106,78282,962,19265,202,23531,250,15865,250,11648,171,7973,89,9.53
2014-2018,15003,737409,77513,354695,68372,106958,10751,116875,15616,57490,10534,42554,15543,30818,15928,382714,9141,109697,3533,120074,3468,59883,1234,47253,516,45807,390,10.51
2014-2018,15005,71,2,36,2,5,0,11,0,20,2,0,0,0,0,35,0,5,0,9,0,9,0,3,0,9,0,2.82
2014-2018,15007,55451,4190,27206,3975,6898,252,8916,740,5210,693,3994,1373,2188,917,28245,215,6714,48,8979,83,5296,38,4082,15,3174,31,7.56
2014-2018,15009,128383,9156,63384,8546,16294,453,22277,1683,11781,1788,8523,2772,4509,1850,64999,610,16268,136,22005,136,11898,155,8675,121,6153,62,7.13
2014-2018,16001,335847,29466,166949,26715,52570,2487,60979,6908,25942,4893,17673,7023,9785,5404,168898,2751,49608,323,59229,1204,27422,817,19463,196,13176,211,8.77
2014-2018,16003,3282,550,1703,492,263,9,404,50,412,94,411,206,213,133,1579,58,253,0,388,37,434,7,311,3,193,11,16.76
2014-2018,16005,62379,5245,30758,4898,11194,317,9476,1124,4777,1034,3355,1370,1956,1053,31621,347,10690,106,9742,100,5115,52,3559,61,2515,28,8.41
2014-2018,16007,4362,329,2115,320,536,5,618,55,387,67,350,110,224,83,2247,9,543,3,651,0,406,2,371,4,276,0,7.54
2014-2018,16009,6961,919,3508,828,715,10,1022,125,764,143,594,283,413,267,3453,91,665,8,1044,41,764,27,632,13,348,2,13.2
2014-2018,16011,31211,1962,15404,1814,4576,56,5186,266,2708,383,1794,668,1140,441,15807,148,4690,17,5235,46,2582,16,1946,0,1354,69,6.29
2014-2018,16013,16959,1306,8579,1245,1940,60,3030,396,1712,0,1232,365,665,424,8380,61,1737,17,2901,20,1835,0,1259,0,648,24,7.7
2014-2018,16015,5874,880,3101,818,433,28,888,135,772,143,703,290,305,222,2773,62,410,0,864,6,755,17,526,31,218,8,14.98
2014-2018,16017,34174,4486,16977,4157,3347,164,4980,599,3705,800,3293,1568,1652,1026,17197,329,3203,28,5191,70,3945,143,3001,45,1857,43,13.13
2014-2018,16019,77301,5908,38138,5485,12495,370,13092,1220,6004,847,4007,1565,2540,1483,39163,423,12569,31,12701,112,6127,152,4458,71,3308,57,7.64
2014-2018,16021,8809,1181,4353,1098,880,60,1375,101,867,272,791,399,440,266,4456,83,943,21,1339,11,972,39,748,2,454,10,13.41
2014-2018,16023,2015,239,1055,233,173,14,332,19,234,20,211,94,105,86,960,6,143,0,290,0,277,0,112,0,138,6,11.86
2014-2018,16025,665,87,329,77,48,13,107,7,60,0,78,34,36,23,336,10,66,8,102,2,74,0,57,0,37,0,13.08
2014-2018,16027,149837,13357,73277,12115,24012,1227,25556,3004,10883,2162,8091,3312,4735,2410,76560,1242,24097,168,25865,567,11465,245,9071,156,6062,106,8.91
2014-2018,16029,4891,340,2490,340,645,20,836,65,475,25,320,117,214,113,2401,0,582,0,789,0,420,0,325,0,285,0,6.95
2014-2018,16031,15972,1006,8077,918,2574,58,2682,237,1342,146,928,300,551,177,7895,88,2311,7,2598,33,1242,21,934,15,810,12,6.3
2014-2018,16033,747,28,386,28,190,0,105,4,31,12,47,2,13,10,361,0,136,0,127,0,47,0,35,0,16,0,3.75
2014-2018,16035,7212,1207,3978,1119,891,44,1151,241,758,168,743,406,435,260,3234,88,503,6,946,20,710,30,588,24,487,8,16.74
2014-2018,16037,3431,446,1760,439,300,10,430,33,427,47,360,185,243,164,1671,7,246,0,468,7,319,0,415,0,223,0,13.0
2014-2018,16039,17331,4093,8442,3392,2638,458,2708,1184,1412,644,1072,706,612,400,8889,701,2951,249,2753,307,1454,120,1003,9,728,16,23.62
2014-2018,16041,8871,515,4433,495,1257,5,1536,76,749,86,495,181,396,147,4438,20,1187,0,1612,0,726,0,496,17,417,3,5.81
2014-2018,16043,9457,750,4978,716,1406,10,1654,171,852,79,610,247,456,209,4479,34,1212,0,1415,5,773,9,644,16,435,4,7.93
2014-2018,16045,13069,2005,6404,1786,1530,188,1855,221,1242,302,1027,587,750,488,6665,219,1375,0,2047,60,1393,117,1097,17,753,25,15.34
2014-2018,16047,11013,975,5766,917,1620,64,1950,141,915,137,746,220,535,355,5247,58,1369,30,1676,8,946,18,683,2,573,0,8.85
2014-2018,16049,13098,1743,6839,1589,1455,63,1746,175,1397,215,1364,697,877,439,6259,154,1157,0,1651,73,1423,32,1198,41,830,8,13.31
2014-2018,16051,18325,1462,9331,1390,2974,178,3310,291,1597,217,924,488,526,216,8994,72,2771,26,3194,18,1449,23,943,5,637,0,7.98
2014-2018,16053,16161,1211,8269,1114,2707,26,2809,246,1317,209,941,367,495,266,7892,97,2493,10,2599,56,1301,5,878,26,621,0,7.49
2014-2018,16055,117827,12376,57432,11718,15812,628,18572,2014,10127,2514,7971,3808,4950,2754,60395,658,15591,142,19164,215,10908,203,8749,35,5983,63,10.5
2014-2018,16057,31819,2338,16178,2238,8093,285,3704,437,2013,362,1517,636,851,518,15641,100,7262,16,3665,61,2148,11,1530,8,1036,4,7.35
2014-2018,16059,6360,824,3196,810,597,43,776,104,673,163,710,269,440,231,3164,14,511,2,820,0,743,12,647,0,443,0,12.96
2014-2018,16061,2955,395,1431,360,282,7,386,41,315,86,262,100,186,126,1524,35,303,0,400,16,335,14,266,5,220,0,13.37
2014-2018,16063,3696,311,1905,284,512,31,732,35,336,61,206,67,119,90,1791,27,524,0,612,15,319,12,188,0,148,0,8.41
2014-2018,16065,28132,880,14070,868,9139,153,2661,46,1134,194,694,309,442,166,14062,12,8812,0,2680,12,1222,0,729,0,619,0,3.13
2014-2018,16067,14669,984,7372,935,2196,87,2343,194,1311,195,902,150,620,309,7297,49,2057,14,2296,22,1244,13,947,0,753,0,6.71
2014-2018,16069,31455,3059,15318,2901,4354,179,4713,664,2716,508,1997,831,1538,719,16137,158,4477,29,4619,34,2788,70,2210,9,2043,16,9.73
2014-2018,16071,3057,266,1528,248,350,7,473,36,319,15,223,80,163,110,1529,18,331,0,463,6,292,0,225,9,218,3,8.7
2014-2018,16073,8420,765,4297,749,1131,15,1388,143,786,137,612,287,380,167,4123,16,1068,0,1346,5,692,4,591,0,426,7,9.09
2014-2018,16075,16825,1561,8250,1520,2124,69,2819,351,1403,344,1130,470,774,286,8575,41,2063,14,2949,22,1470,0,1189,5,904,0,9.28
2014-2018,16077,5392,508,2763,499,610,6,1010,20,511,94,421,249,211,130,2629,9,767,0,773,0,512,4,292,5,285,0,9.42
2014-2018,16079,10014,1312,4979,1166,1097,50,1528,183,1012,191,851,431,491,311,5035,146,948,23,1510,31,1129,18,797,59,651,15,13.1
2014-2018,16081,8159,336,4300,320,1195,39,1785,93,735,28,419,60,166,100,3859,16,1050,7,1592,9,676,0,357,0,184,0,4.12
2014-2018,16083,60362,5760,29386,5345,9293,319,9835,1507,4608,901,3332,1218,2318,1400,30976,415,9625,83,9600,111,4948,88,3651,119,3152,14,9.54
2014-2018,16085,8503,942,4414,910,860,35,1260,75,973,54,914,512,407,234,4089,32,717,6,1267,8,989,0,760,18,356,0,11.08
2014-2018,16087,7677,732,3764,676,842,67,1065,69,651,125,730,206,476,209,3913,56,763,23,1134,11,811,11,668,11,537,0,9.53
2014-2018,17001,51394,4711,24748,4371,6673,365,7888,993,4466,586,3118,1278,2603,1149,26646,340,6789,32,8000,117,4609,127,3588,20,3660,44,9.17
2014-2018,17003,4951,439,2346,411,593,8,656,120,506,84,385,90,206,109,2605,28,551,0,807,15,510,7,438,6,299,0,8.87
2014-2018,17005,13477,1236,6917,1196,1936,20,2480,263,1206,285,771,352,524,276,6560,40,1719,2,1987,19,1230,18,813,1,811,0,9.17
2014-2018,17007,39860,3233,19689,3033,5440,183,7257,628,3406,655,2249,818,1337,749,20171,200,5210,27,7389,94,3230,63,2580,0,1762,16,8.11
2014-2018,17009,5629,408,3725,398,1329,13,1458,111,494,70,245,117,199,87,1904,10,459,2,611,6,329,0,263,2,242,0,7.25
2014-2018,17011,26112,2309,12737,2217,3098,106,4086,356,2422,298,1796,742,1335,715,13375,92,2958,18,4059,30,2466,24,1931,6,1961,14,8.84
2014-2018,17013,3839,423,1916,391,416,7,597,99,396,42,291,105,216,138,1923,32,377,0,592,18,348,0,302,3,304,11,11.02
2014-2018,17015,11719,1203,5785,1146,1289,92,1684,190,1136,226,991,339,685,299,5934,57,1205,5,1657,11,1204,17,1015,6,853,18,10.27
2014-2018,17017,9599,911,4734,885,1346,31,1610,201,855,159,532,259,391,235,4865,26,1213,7,1617,7,839,9,569,3,627,0,9.49
2014-2018,17019,169776,9257,84284,8476,41491,785,21230,1813,10564,1399,6701,2455,4298,2024,85492,781,37894,131,21933,325,11636,242,7512,35,6517,48,5.45
2014-2018,17021,26385,2701,13322,2548,3499,265,4599,558,2481,347,1535,702,1208,676,13063,153,2990,15,4128,69,2353,29,1783,28,1809,12,10.24
2014-2018,17023,12195,1022,5953,972,1479,85,1970,318,1204,95,760,223,540,251,6242,50,1472,27,1977,19,1074,4,869,0,850,0,8.38
2014-2018,17025,10365,940,5050,919,1260,8,1660,227,977,243,698,247,455,194,5315,21,1197,3,1578,5,1061,0,751,13,728,0,9.07
2014-2018,17027,29617,2916,15334,2589,4502,234,5389,427,2722,528,1566,733,1155,667,14283,327,3561,37,4744,204,2589,57,1737,22,1652,7,9.85
2014-2018,17029,42365,3188,20216,3052,7853,365,5501,655,3213,552,2182,838,1467,642,22149,136,8490,46,5622,50,3351,16,2378,0,2308,24,7.53
2014-2018,17031,4062016,164687,1943760,153452,661644,10041,676635,28917,301525,22655,184440,44564,119516,47275,2118256,11235,667067,2108,696570,4571,333845,2057,225522,1164,195252,1335,4.05
2014-2018,17033,15290,1369,8017,1325,2356,37,2767,393,1386,227,882,361,626,307,7273,44,1695,11,2216,5,1358,22,1015,0,989,6,8.95
2014-2018,17035,8384,714,4165,661,1013,70,1395,142,826,101,558,168,373,180,4219,53,1009,0,1301,37,798,0,581,2,530,14,8.52
2014-2018,17037,81602,5171,40090,4816,17379,533,11613,1177,5623,640,3385,1326,2090,1140,41512,355,17227,69,11690,139,5669,68,3747,42,3179,37,6.34
2014-2018,17039,12521,1134,6221,1075,1555,26,2124,272,1237,168,783,343,522,266,6300,59,1385,10,2035,15,1242,20,867,6,771,8,9.06
2014-2018,17041,14755,1120,7199,1020,2053,30,2321,223,1325,109,866,343,634,315,7556,100,1964,0,2345,67,1336,16,918,13,993,4,7.59
2014-2018,17043,716588,33751,347311,31913,101908,1842,123971,5854,62254,4294,37474,10300,21704,9623,369277,1838,98326,353,128754,740,66646,254,42083,199,33468,292,4.71
2014-2018,17045,13895,1324,6727,1236,1624,67,2189,215,1335,225,962,372,617,357,7168,88,1537,6,2168,51,1359,2,1062,0,1042,29,9.53
2014-2018,17047,4992,477,2451,463,576,38,818,122,481,67,349,108,227,128,2541,14,528,0,786,5,470,9,379,0,378,0,9.56
2014-2018,17049,26092,1893,12833,1792,3842,204,4152,287,2381,261,1458,518,1000,522,13259,101,3460,27,4102,35,2399,19,1633,0,1665,20,7.26
2014-2018,17051,17202,1481,9253,1428,2702,163,3134,269,1582,256,1060,367,775,373,7949,53,1924,0,2438,27,1442,8,1082,7,1063,11,8.61
2014-2018,17053,10335,925,5028,875,1300,38,1610,187,1063,180,595,238,460,232,5307,50,1157,0,1693,27,1017,9,637,5,803,9,8.95
2014-2018,17055,30436,3106,14656,2880,3673,306,4873,473,2661,433,2062,909,1387,759,15780,226,3689,23,4978,126,2806,42,2295,32,2012,3,10.21
2014-2018,17057,28326,2683,14825,2528,4000,185,5225,572,2531,259,1799,767,1270,745,13501,155,2941,10,4146,108,2544,13,1959,15,1911,9,9.47
2014-2018,17059,4088,415,1955,414,439,41,637,75,354,60,328,137,197,101,2133,1,441,1,633,0,374,0,365,0,320,0,10.15
2014-2018,17061,10437,1114,5276,1068,1393,40,1788,215,986,161,627,359,482,293,5161,46,1171,10,1652,15,963,14,705,0,670,7,10.67
2014-2018,17063,37560,3041,18456,2804,5209,443,7091,522,3131,421,1897,762,1128,656,19104,237,5204,36,7054,148,3174,32,2058,0,1614,21,8.1
2014-2018,17065,6389,525,3068,513,702,9,975,116,654,81,441,202,296,105,3321,12,740,0,969,12,624,0,479,0,509,0,8.22
2014-2018,17067,14309,1373,6982,1343,1611,66,2163,253,1409,136,1004,508,795,380,7327,30,1508,8,2148,14,1404,4,1175,0,1092,4,9.6
2014-2018,17069,3302,332,1633,325,343,19,597,46,262,45,312,140,119,75,1669,7,332,0,593,1,323,0,265,6,156,0,10.05
2014-2018,17071,5609,583,2725,557,566,3,781,80,597,80,461,250,320,144,2884,26,563,0,816,4,589,0,463,5,453,17,10.39
2014-2018,17073,38322,3459,18789,3255,4625,298,6148,576,3604,414,2668,1064,1744,903,19533,204,4356,26,6153,74,3597,79,2808,8,2619,17,9.03
2014-2018,17075,22002,1887,10673,1782,2578,85,3399,323,2083,177,1487,632,1126,565,11329,105,2405,25,3475,35,2169,11,1646,17,1634,17,8.58
2014-2018,17077,47881,3404,23781,3032,11019,413,5837,579,3276,438,2235,894,1414,708,24100,372,10121,123,5858,126,3415,43,2517,67,2189,13,7.11
2014-2018,17079,7384,460,3671,450,864,12,1233,78,739,61,474,149,361,150,3713,10,853,0,1191,1,710,1,491,0,468,8,6.23
2014-2018,17081,29718,2848,15298,2614,4346,123,5254,570,2560,493,1894,780,1244,648,14420,234,3437,20,4550,111,2597,56,2074,9,1762,38,9.58
2014-2018,17083,17437,1834,8419,1626,2268,64,2728,345,1581,227,1070,576,772,414,9018,208,2283,4,2810,63,1658,130,1199,0,1068,11,10.52
2014-2018,17085,17625,1713,8734,1657,1742,50,2523,190,1712,209,1675,658,1082,550,8891,56,1585,7,2465,9,1833,9,1675,4,1333,27,9.72
2014-2018,17087,10258,997,5792,954,1733,45,1947,187,876,128,752,311,484,283,4466,43,932,1,1337,10,861,30,759,2,577,0,9.72
2014-2018,17089,390967,21299,192628,20156,56969,1637,74032,4225,31735,3022,19031,5939,10861,5333,198339,1143,54739,272,73771,410,32703,173,21531,147,15595,141,5.45
2014-2018,17091,85040,6722,41245,6247,12738,415,13490,1013,7132,1112,4667,1872,3218,1835,43795,475,12868,75,13911,192,7292,100,5244,66,4480,42,7.9
2014-2018,17093,88251,5467,43080,5038,12957,551,18844,1457,5955,564,3603,1596,1721,870,45171,429,13131,26,19139,218,6323,127,4017,0,2561,58,6.19
2014-2018,17095,40907,3585,20416,3454,5926,145,6359,624,3537,477,2704,1294,1890,914,20491,131,5190,12,5779,66,3737,9,2997,16,2788,28,8.76
2014-2018,17097,519702,31211,254156,28241,72298,2574,94085,5284,45836,5311,26424,7587,15513,7485,265546,2970,68950,819,97782,1006,47682,632,28798,205,22334,308,6.01
2014-2018,17099,86303,7150,43241,6846,11980,518,14257,1264,8173,962,5163,2174,3668,1928,43062,304,10413,39,13428,141,8093,67,5525,14,5603,43,8.28
2014-2018,17101,13046,987,7371,919,2366,8,2731,299,1071,147,703,242,500,223,5675,68,1326,5,1711,40,1070,23,752,0,816,0,7.57
2014-2018,17103,27654,2157,14878,2048,3931,145,5160,409,2819,362,1750,531,1218,601,12776,109,2933,19,4021,48,2406,31,1754,0,1662,11,7.8
2014-2018,17105,28461,2618,14551,2488,4038,242,4837,488,2755,453,1691,635,1230,670,13910,130,3329,22,4288,23,2552,17,1881,50,1860,18,9.2
2014-2018,17107,23566,2032,11269,1830,3361,178,3714,354,1983,218,1268,576,943,504,12297,202,3581,28,3716,146,2054,6,1440,19,1506,3,8.62
2014-2018,17109,25722,1907,12322,1795,5521,263,2836,260,1778,268,1346,554,841,450,13400,112,5481,17,3107,48,1879,40,1471,7,1462,0,7.41
2014-2018,17111,233343,15224,115171,14070,30966,1153,43968,2774,21395,2161,12333,4591,6509,3391,118172,1154,29288,81,44659,595,21621,216,13438,71,9166,191,6.52
2014-2018,17113,135422,8442,65112,7804,25839,906,20451,1737,9455,1139,5860,2238,3507,1784,70310,638,27442,135,20794,358,10218,65,6354,72,5502,8,6.23
2014-2018,17115,82715,7229,38878,6790,10698,437,12044,1546,7354,963,5192,2036,3590,1808,43837,439,11425,70,13133,132,7882,111,5868,45,5529,81,8.74
2014-2018,17117,35898,3516,17404,3294,4324,191,5723,667,3459,571,2310,1034,1588,831,18494,222,4284,25,5845,128,3507,37,2533,17,2325,15,9.79
2014-2018,17119,206877,21245,99167,19429,29040,1511,33103,4597,18290,3533,11173,5350,7561,4438,107710,1816,29017,345,34628,811,19052,348,13143,238,11870,74,10.27
2014-2018,17121,29336,2718,14260,2569,3831,115,4526,496,2648,390,1888,843,1367,725,15076,149,3686,39,4552,38,2832,9,2098,49,1908,14,9.27
2014-2018,17123,9420,1014,4628,991,1033,80,1457,217,939,93,692,291,507,310,4792,23,1031,0,1376,3,905,16,736,2,744,2,10.76
2014-2018,17125,10912,1256,5375,1210,1192,36,1777,296,1045,158,803,385,558,335,5537,46,1181,3,1693,10,1032,24,843,6,788,3,11.51
2014-2018,17127,11230,1111,5280,1048,1264,70,1741,236,952,79,739,349,584,314,5950,63,1273,8,1883,44,1077,9,880,2,837,0,9.89
2014-2018,17129,9613,1135,4633,1085,1073,72,1538,206,985,193,645,350,392,264,4980,50,1067,11,1694,14,928,0,686,16,605,9,11.81
2014-2018,17131,12289,1250,6103,1131,1380,45,1975,252,1212,173,896,325,640,336,6186,119,1271,0,2037,57,1143,14,911,24,824,24,10.17
2014-2018,17133,26256,2288,12751,2212,3065,167,4512,315,2618,439,1537,687,1019,604,13505,76,2969,0,4816,40,2600,0,1530,0,1590,36,8.71
2014-2018,17135,23250,2339,12220,2257,3492,150,4119,447,2147,351,1415,665,1047,644,11030,82,2390,0,3353,36,2060,30,1502,16,1725,0,10.06
2014-2018,17137,27839,2579,13945,2354,4352,153,4369,466,2313,325,1730,757,1181,653,13894,225,3784,27,3936,181,2433,3,1916,11,1825,3,9.26
2014-2018,17139,10949,1052,5247,977,1413,149,1720,225,949,196,676,189,489,218,5702,75,1378,25,1771,47,1010,3,770,0,773,0,9.61
2014-2018,17141,39613,3543,19562,3420,4936,185,6771,683,3677,634,2535,970,1643,948,20051,123,4726,18,6697,75,3674,8,2639,0,2315,22,8.94
2014-2018,17143,140453,10485,66861,9753,21054,566,21824,2307,11290,1442,7675,2891,5018,2547,73592,732,21505,149,22814,301,12529,130,9007,88,7737,64,7.47
2014-2018,17145,17293,1464,9705,1377,3097,109,3377,312,1542,193,997,396,692,367,7588,87,1676,11,2401,38,1345,19,1203,19,963,0,8.47
2014-2018,17147,12715,1168,6215,1144,1469,106,2090,313,1237,103,851,293,568,329,6500,24,1439,2,2112,11,1265,4,902,2,782,5,9.19
2014-2018,17149,12210,1084,6015,1037,1567,98,1929,246,1120,140,804,276,595,277,6195,47,1434,8,1833,17,1133,9,844,0,951,13,8.88
2014-2018,17151,3641,520,2006,510,320,0,647,122,424,69,316,156,299,163,1635,10,227,0,381,0,402,3,335,0,290,7,14.28
2014-2018,17153,4404,492,2126,441,560,3,596,73,435,88,331,147,204,130,2278,51,505,0,653,30,464,9,369,10,287,2,11.17
2014-2018,17155,4605,399,2322,387,512,34,712,67,486,32,385,128,227,126,2283,12,475,9,687,0,460,3,368,0,293,0,8.66
2014-2018,17157,26198,2305,14702,2159,4273,112,5309,429,2552,400,1527,687,1041,531,11496,146,2692,20,3398,44,2126,80,1596,2,1684,0,8.8
2014-2018,17159,12269,1114,5985,971,1550,90,1928,101,1123,145,743,286,641,349,6284,143,1435,8,1939,100,1156,15,808,5,946,15,9.08
2014-2018,17161,112685,9843,54912,9196,15754,723,17651,1728,9813,1604,6925,2689,4769,2452,57773,647,15145,124,17301,154,10392,242,7829,72,7106,55,8.73
2014-2018,17163,197696,24799,92558,21497,27042,1742,31797,5989,17139,4813,10187,5223,6393,3730,105138,3302,28595,701,35340,1472,18910,679,11782,290,10511,160,12.54
2014-2018,17165,18962,1709,9154,1643,2482,78,2892,404,1663,264,1251,446,866,451,9808,66,2359,15,3036,23,1747,2,1415,18,1251,8,9.01
2014-2018,17167,152862,12912,71939,11955,20244,892,24559,2469,13192,2218,8653,3397,5291,2979,80923,957,21268,165,25972,436,14650,159,10382,114,8651,83,8.45
2014-2018,17169,5719,519,3040,480,660,14,1106,112,564,45,427,165,283,144,2679,39,559,0,823,30,502,1,393,8,402,0,9.08
2014-2018,17171,3917,368,1893,357,413,17,653,43,395,70,227,125,205,102,2024,11,441,0,666,2,372,0,269,0,276,9,9.39
2014-2018,17173,17163,1721,8422,1622,2018,52,2676,263,1591,286,1241,550,896,471,8741,99,1888,20,2660,37,1646,11,1339,10,1208,21,10.03
2014-2018,17175,4301,392,2141,364,484,47,691,54,428,47,311,134,227,82,2160,28,440,0,654,0,420,28,324,0,322,0,9.11
2014-2018,17177,35583,3268,17011,2932,4101,59,5251,438,3398,586,2403,859,1858,990,18572,336,3958,98,5584,69,3554,85,2753,36,2723,48,9.18
2014-2018,17179,103028,8932,50219,8450,13339,657,17481,1949,8919,1367,6145,2229,4335,2248,52809,482,12701,121,17300,187,9425,111,6924,39,6459,24,8.67
2014-2018,17181,13555,1325,6734,1286,1693,99,2154,221,1311,266,907,361,669,339,6821,39,1557,6,2149,19,1272,5,986,9,857,0,9.77
2014-2018,17183,59712,5324,29425,4985,8203,202,9490,908,5318,1085,3788,1486,2626,1304,30287,339,7554,89,9235,123,5536,34,4271,72,3691,21,8.92
