<<<<<<< Updated upstream
G_ZCTA,ZCTA,pop,minDist_OTP
"35043",12.1691309551488,1,29.97
"35045",6.48876066181492,1,26.77
"35046",9.66874127099666,1,0
"35052",15.6119979474376,1,23.89
"35055",9.08308946984975,1,0
"35057",8.03884345163927,1,27.35
"35058",9.8097936111106,1,17.81
"35060",11.2780957032727,2,18.49
"35061",7.53895486060097,3,16.75
"35064",5.32348732676725,3,12.97
"35068",13.2381574362992,3,20.52
"35070",17.4501106110233,2,22.62
"35071",10.1361846970977,3,21.56
"35073",16.0469860076743,1,29.65
"35074",17.5771540702469,1,28.09
"35077",15.6039396401341,1,21.23
"35079",12.5766320700656,1,26.16
"35080",9.20673887053665,2,14.03
"35091",6.80969585964938,1,25.32
"35094",7.26705857941992,1,15.73
"35096",19.0254407494201,1,25.74
"35111",12.7721699638083,1,20.99
"35114",5.93934648140627,2,10.35
"35115",10.7590147957099,1,18.1
"35116",10.6332767604298,1,27.01
"35117",12.7256044397733,1,25.64
"35119",10.8653104558306,3,24.44
"35124",8.44495059846897,2,14.96
"35126",12.412642399397,1,28.59
"35127",9.40053523002787,1,21.75
"35173",7.39140665121414,1,18.65
"35179",8.31106939550476,1,20.7
"35180",2.50869003016195,1,0
"35187",12.9206957879441,1,22.13
"35188",22.1771348501991,1,29.04
"35203",6.45100031823067,3,12.15
"35204",6.12661736371737,3,10.76
"35205",4.82331211427939,4,11.33
"35206",5.61371281241108,2,9.55
"35207",9.92315784939703,3,18.01
"35208",4.46038089238404,3,7.31
"35209",3.02882190306796,4,12.72
"35210",3.82717844273064,3,0
"35211",1.4477189435561,3,0
"35212",8.74972901196993,2,6.97
"35213",8.86271143084761,3,7.71
"35214",11.007769530943,2,16.04
"35215",7.41103912638245,1,19.61
"35216",5.0753102925459,4,19.2
"35217",8.98771583166726,2,13.31
"35218",5.7382038828745,3,10.14
"35221",3.34984216606354,3,10.01
"35222",8.36256176892191,2,8.75
"35223",8.43908671124756,2,13.68
"35224",8.74462448386795,2,16.17
"35226",4.18573402211214,4,19.39
"35228",4.91020062490089,3,11.72
"35229",4.47680722016081,4,15.24
"35233",6.00827561335031,4,11.26
"35234",8.31878555643127,2,14.56
"35235",3.54995572517594,1,18.63
"35242",12.5453793941231,4,18.2
"35243",7.67053887816652,4,15.64
"35244",8.01538978986376,4,12.55
"35254",5.6101860764674,2,11.62
"35401",4.27934144348132,1,7.34
"35404",6.92606638206525,1,11.57
"35405",3.32838559987323,1,0
"35406",15.9009794900801,1,16.03
"35452",13.7956367224825,1,25.62
"35453",11.4950720291726,1,15.31
"35456",12.0168255602299,1,7.3
"35457",19.1656318265363,1,29.8
"35463",11.6577671170404,1,22
"35473",9.89726352919482,1,14.54
"35474",17.9632947050961,1,19.94
"35475",23.1136095337705,1,27.9
"35476",6.59884224730885,1,10.82
"35501",4.85653746732842,1,25.58
"35504",7.15453072602095,1,0
"35552",11.1967705080737,1,22.89
"35564",15.2199811310633,1,25.62
"35570",4.029709549296,1,0
"35611",21.2115073546619,1,28.92
"35613",10.6235986164852,1,23.8
"35615",8.06442546303225,3,22.2
"35616",23.8267564226891,1,25.93
"35622",11.7839600954657,1,24.27
"35630",4.92516501213328,1,9.87
"35633",12.5501581110031,1,23.64
"35634",13.5268637050527,1,20.46
"35645",16.6428248021761,1,28.43
"35646",12.9716869605239,1,18.4
"35649",10.8595662655167,3,19.22
"35660",1.9325039171986,1,0
"35661",7.70438184790084,1,9.04
"35671",12.4717489616357,1,28.05
"35674",11.7687882103053,1,13.26
"35739",20.6470989988228,1,28.66
"35740",7.41618985677086,1,13.85
"35741",8.60972170796409,2,20.6
"35748",15.1872836960573,2,27.19
"35749",8.68274411874905,3,17.19
"35750",18.1503052965465,2,25.62
"35752",14.1174555910329,1,21.86
"35754",15.0734434315693,1,28.15
"35756",7.20800414118284,3,13.97
"35757",5.62898696550647,3,11.56
"35758",2.70095699294041,3,0
"35759",12.0192559852584,3,15.17
"35761",21.2381031743439,1,29.65
"35763",11.6842490376738,2,21.34
"35772",5.62829598454667,1,0
"35773",14.3164720719263,3,22.86
"35801",3.65613257436001,3,9.75
"35802",4.01004248780727,3,12.52
"35803",12.6626325059119,2,22.06
"35805",1.40541498320186,3,0
"35806",4.38451213604234,3,9.76
"35808",6.70493439638895,3,9.84
"35810",5.5612714480094,3,10.68
"35811",9.92190233888181,3,14.57
"35816",0.225101137224119,3,0
"35824",7.03456968326546,3,14.65
"35896",2.2163535839688,3,6.4
"35901",6.84048830010619,1,0
"35903",10.8754735625732,1,7.15
"35904",4.45595843545857,1,7.79
"35905",10.9458819540938,1,10.98
"35906",8.94553787345371,1,11.58
"35907",10.2760504754904,1,15.35
"35954",6.33971320376899,1,16.74
"35956",13.6335166587204,1,22.53
"35957",18.7832715960707,1,29.61
"35966",11.0700032387946,1,27.9
"35979",14.2265811643387,1,28.28
"35983",21.3723523022569,1,26.17
"35987",17.5218182382804,1,26.59
"35990",20.2023542236076,1,29.8
"36013",16.4985437731259,1,18.96
"36052",18.3710995248876,1,25.2
"36064",10.146637104578,1,14.22
"36066",17.7648474182085,1,27.76
"36075",20.359101037409,1,23.43
"36092",20.5869264522818,1,27.26
"36093",11.5750487194305,1,27.97
"36104",8.7293941711241,1,12.19
"36105",13.8831972381396,1,17.31
"36106",3.84735700110215,1,9
"36107",5.33365445332067,1,12.71
"36108",14.1232131638483,1,20.38
"36109",3.0144142596284,1,9.84
"36110",7.5739226927851,1,13.68
"36111",5.22252029441996,1,12.74
"36112",10.0494528202195,1,19.38
"36113",10.6813987143795,1,20.88
"36115",4.35521563113981,1,13.58
"36116",7.77283963345301,1,9.68
"36117",4.1916020909583,1,0
"36201",4.34691614824001,1,15.12
"36203",2.78494859377048,1,0
"36205",8.90221963613229,1,20.22
"36206",9.98141703211842,1,19.32
"36207",9.90793618903016,1,13.03
"36250",13.426917173276,2,24.85
"36260",11.9056527834073,1,15.7
"36268",12.2980200069018,1,15.87
"36277",12.0685651665869,1,24.65
"36279",15.4000250297259,1,21.22
"36301",12.3268911686998,1,24.1
"36303",10.2128099129005,1,21.59
"36305",4.27696303487301,1,23.55
"36313",18.1533198250227,1,29.82
"36322",13.2901795952635,1,15.9
"36330",22.9191562726399,1,24.97
"36344",16.2632722484279,1,28.13
"36350",9.57779475093419,1,28.51
"36352",5.38956333396337,1,0
"36362",13.7332763580781,1,26.02
"36371",6.04544846155293,1,19.95
"36441",5.39542393631743,1,15.15
"36509",9.30694345208904,1,21.57
"36527",15.892616323907,1,25.77
"36541",0.737321078851555,4,0
"36544",7.24764346415816,4,18.34
"36568",4.3227196884171,4,17.88
"36571",14.1453212779688,3,23.24
"36572",16.0771494294427,3,28.91
"36575",11.8047878173675,1,26.05
"36582",9.64382573472725,4,14.35
"36590",7.98310936867128,4,14.95
"36602",5.91723774857893,4,9.8
"36603",5.78685270376593,4,9.35
"36604",4.42573027068267,4,8.5
"36605",1.78863055931639,4,0
"36606",2.64439503958631,4,9.52
"36607",3.41790287373951,4,13.2
"36608",10.4001809758508,3,10.73
"36609",1.58077953942224,4,0
"36610",7.14977494434139,3,16.51
"36611",9.14228879674361,3,17.9
"36612",6.92576590245477,3,16.5
"36613",11.5141233707478,3,21.04
"36615",1.45461392802397,3,12.08
"36616",6.05614794131831,3,15.95
"36617",4.88919880459253,3,17.46
"36618",5.50621999602783,3,12.49
"36619",4.27076855225117,4,12.06
"36688",3.2479091312543,3,9.51
"36693",0.179992575299065,4,0
"36695",9.12186649032976,4,15.84
"36856",15.9579598135161,1,29.31
"36867",3.9084931955532,2,5.81
"36869",8.27369606726885,2,13.59
"36870",10.021398686789,2,17.9
"36874",17.2400123783983,1,29.55
"36875",17.6536450852424,1,24.95
"36877",9.91813489642996,2,14.83
"36907",25.5546602947751,1,25.04
"37010",11.6141114758254,1,23.64
"37013",9.42424435852921,2,17.57
"37025",9.00137035032704,1,23.73
"37027",13.4886988290927,2,18.52
"37029",0.713436498158044,1,0
"37040",6.32864051791809,1,0
"37042",9.80488147861298,1,11.18
"37043",7.8963887007318,1,13.53
"37052",19.7425232076815,1,25.01
"37055",12.2523944855241,1,13.27
"37062",10.9611755463161,1,19.79
"37067",20.8003116589956,1,24.33
"37069",15.6880652498182,1,21.73
"37072",17.939244939607,2,22.87
"37075",15.7969655377933,2,27.92
"37076",3.68176173678047,2,10.78
"37080",16.520118977081,1,27.83
"37082",11.5179895597735,1,25.83
"37086",12.7425137808582,2,22.34
"37115",9.37582766012791,2,17.95
"37122",10.2048798546126,2,19.34
"37135",19.0192591261414,1,29.52
"37138",7.74109163287538,2,12.64
"37142",21.3500976095183,1,26.82
"37174",15.2628073685115,1,23.66
"37179",20.2275395562313,1,26.92
"37187",9.66295129807549,1,15.82
"37189",10.7706979131771,2,17.03
"37191",18.9860425213526,1,29.95
"37201",2.50044298908562,2,5.24
"37203",1.53481052218796,2,0
"37204",4.89534035153507,2,6.62
"37205",5.69186081417987,2,9.2
"37206",5.95792993956982,2,10.64
"37207",7.0514993796946,2,9.83
"37208",1.91938105838843,2,6.31
"37209",7.63474252599815,2,9.42
"37210",5.44730688650278,2,7.68
"37211",9.68258781660295,2,14.35
"37212",1.97681028168093,2,2.72
"37213",3.19718129666495,2,6.65
"37214",2.19316845045584,2,0
"37215",6.50456763057596,2,6.62
"37216",7.82818433259683,2,14.17
"37217",4.7734785028247,2,9.58
"37218",7.15293950143331,2,12.33
"37219",2.17064420191084,2,4.46
"37220",7.83653348691167,2,10.53
"37221",14.1058802445081,2,19.62
"37228",3.42122158334438,2,8.29
"37240",0.989191714089826,2,4.2
"37243",2.1786920470056,2,4.84
"37246",1.4189647625075,2,8.83
"37302",10.5219632499927,2,24.94
"37308",16.1562048834435,1,28.51
"37309",12.6735952435535,1,18.38
"37310",8.22191599796626,1,14.08
"37311",8.21767704457432,1,11.72
"37312",3.20805972800945,1,0
"37315",12.0813609708406,5,28.06
"37323",8.55154288540688,1,25.11
"37336",10.5491341936632,1,24.29
"37340",8.17888175385785,2,19.3
"37341",15.5449027065927,1,28.9
"37343",13.7172345882805,1,23.4
"37347",15.1767527415186,2,25.22
"37350",4.44242287156567,6,10.6
"37351",6.99895746372355,4,13.4
"37353",10.7122154505446,1,18.03
"37361",14.4642950432907,1,21.33
"37362",17.9430669160779,1,27.33
"37363",15.5340046572968,6,20.62
"37370",17.897591482701,1,26.87
"37377",15.9076369931049,1,24.59
"37380",17.5778393946271,1,22.82
"37396",5.73373317082527,2,14.4
"37402",2.25816844823322,6,4.07
"37403",2.06365181353804,6,4.05
"37404",1.65650760634797,6,5
"37405",11.2022425886256,6,7.24
"37406",5.44935195631163,6,11.2
"37407",1.87249032143626,6,4.93
"37408",0.912436229113214,6,0
"37409",3.76212508979243,6,5.6
"37410",2.14120296591688,6,5.63
"37411",4.91925227058589,6,10.52
"37412",3.61887759689331,6,8.12
"37415",8.86081734734682,4,13.89
"37416",10.7819310010086,5,18.01
"37419",5.03631851659697,6,11.02
"37421",6.23054449306008,5,18.42
"37601",12.9124424429742,1,18.3
"37604",11.1164482491069,1,14.66
"37614",11.5661098131571,1,17.83
"37615",2.52640507033004,1,0
"37617",14.0218467018203,1,25.56
"37659",10.0589020158775,1,20.57
"37660",12.7977022047924,1,24.24
"37663",5.88485231915395,1,16.4
"37664",10.049897862117,1,22.5
"37665",16.6117592288645,1,24.61
"37682",15.9864941369259,1,23.33
"37686",10.65765152303,1,20.02
"37691",15.873234963983,2,28.13
"37701",5.55675441943527,3,21.35
"37716",19.5727279462618,2,24.14
"37721",16.0045822679828,2,28.94
"37722",14.5645950159489,1,16.99
"37725",12.7281275993315,1,24.8
"37727",16.3274540999408,1,25.65
"37737",8.80524348320199,1,14.56
"37742",13.4814898705357,1,21.25
"37753",15.3938164569144,1,27.98
"37754",15.173201588918,2,27.13
"37777",9.12373062940175,3,20.77
"37801",8.15987444968285,1,0
"37803",5.95726677941539,1,14.93
"37804",8.94762912532768,1,20.48
"37813",17.3650599795236,1,29.78
"37821",1.48181591238131,1,0
"37830",24.2359238498749,2,26.05
"37843",11.7074451418638,1,13.03
"37849",10.5861644621306,2,17.86
"37853",10.7985274706029,3,23.92
"37865",16.8991224465519,2,23.83
"37886",13.3847735830205,1,28.59
"37890",10.4108267186217,1,20
"37902",1.16412682847406,2,10.15
"37909",5.73097954200984,2,10.18
"37912",4.68018755198739,2,7.19
"37914",9.15334072689247,2,21.87
"37915",2.19068150151841,2,12.07
"37916",0.994602580236427,3,9.23
"37917",2.62848362450175,2,13.4
"37918",7.58344757145533,2,15.29
"37919",5.90167364715057,2,15.24
"37920",7.2039320342412,2,14.05
"37921",4.51222298483755,2,0
"37922",13.3049612682395,3,22.38
"37923",10.1497075600683,2,16.8
"37924",10.3631449284446,2,23.85
"37931",12.7990989370932,2,14.68
"37932",17.9826943004767,2,26.32
"37934",17.526267861526,2,25.92
"37938",12.8388277323483,2,23.79
"38002",15.3225062413449,1,17.49
"38006",18.5556840084389,1,22.94
"38007",9.56362729356104,1,17.28
"38016",9.10493319689617,4,14.31
"38017",18.1706831232471,2,26.48
"38018",9.43787883060065,4,14.34
"38024",1.64350813439851,1,0
"38028",17.6758432454938,1,28.48
"38029",6.63933102191497,4,10.47
"38030",15.2954152126265,1,18.63
"38034",15.8734887679601,1,19.35
"38036",21.6413585497503,1,28.69
"38040",15.0755077559536,1,17.39
"38047",9.26214298083644,1,15.31
"38053",14.2742052504356,2,23.43
"38054",12.975157289947,2,23.02
"38059",10.2749232746388,1,15.93
"38070",13.6043199702799,1,20.96
"38080",16.8228084905163,1,25.77
"38103",3.8280052255008,5,7.77
"38104",0.469753180222999,5,0
"38105",2.465832389253,5,4.64
"38106",7.18522123812881,5,7.96
"38107",3.05800815343578,4,6.07
"38108",3.96042743274724,4,9.3
"38109",5.95315417471823,4,14.81
"38111",3.75467022568067,4,8.96
"38112",2.01415331650549,4,5.45
"38114",3.71796926123001,5,6.83
"38115",3.40579335036737,4,9.06
"38116",6.14183221867025,4,12.65
"38117",4.48998894533769,4,10.38
"38118",1.84477061419582,5,0
"38119",5.20612923109452,4,13.05
"38120",5.74333843446627,4,13.41
"38122",2.99766035816622,4,11.52
"38125",8.83555078517676,4,14.56
"38126",2.94802769631681,5,5.32
"38127",8.48304335900263,4,12.59
"38128",4.3550875071985,4,12.48
"38131",4.14429658334789,5,8.59
"38132",4.80235605090757,5,9.78
"38133",7.09085500874117,4,9.54
"38134",2.18505542050946,4,0
"38135",5.40783329822734,4,11.3
"38138",8.33480751807943,4,18.31
"38139",11.2537437713212,3,23.51
"38141",4.98711429189032,4,9.19
"38152",4.72942141171316,4,10.12
"38201",24.3644708447102,1,22.89
"38222",13.1822309073052,1,22.53
"38224",15.7010823589217,1,24.94
"38229",24.5293261991185,1,29.95
"38231",13.9088757880823,1,14.16
"38236",12.786986474549,1,18.21
"38242",3.85185886971863,1,0
"38251",12.0036890357137,1,18.75
"38256",10.1924666508262,1,26.06
"38259",18.2194508016196,1,24.4
"38301",7.05523942877276,1,11.63
"38305",5.29447607663454,1,0
"38310",12.0305743186718,1,18.87
"38320",25.7026897251361,1,28.8
"38326",14.7599245048722,1,23.21
"38327",4.82718321102812,1,13.95
"38337",16.1700486512973,1,28.4
"38343",15.1267397187671,1,16.98
"38355",11.1237011222497,1,17.11
"38356",20.2626121328569,1,28.39
"38358",21.8639937569566,1,27.86
"38362",6.24836134972141,1,13.67
"38365",14.5645506550309,1,22.16
"38366",17.2738031369223,1,27.41
"38372",7.60524269479501,1,0
"38376",14.2868964622906,1,27.02
"38379",15.0507873847908,1,28.54
"38391",14.9761062837895,1,26.25
"38401",3.78186789463581,1,0
"38451",12.4657177681093,1,25.21
"38461",19.3067130473264,1,26.6
"38474",13.3834061699941,1,21.4
"38475",14.9530769866421,1,21.13
"38482",15.3866411642886,1,18.5
"38487",15.719602948608,1,26.06
"38611",23.5905966379384,2,29.01
"38632",16.7713530322889,3,24.54
"38637",6.73227805144576,4,8.52
"38641",5.08107564509131,1,18.15
"38651",11.5583778278934,4,22.92
"38654",11.5949886878561,4,12.96
"38664",18.022127067453,1,20.05
"38671",9.40907934485554,4,13
"38672",9.89520089488873,4,15.63
"38680",0.921264134102649,4,0
"39042",19.8000891128494,2,24.92
"39047",14.5870244006714,2,19.69
"39056",13.9191074802846,2,20.88
"39071",18.8415464731623,1,26.46
"39073",18.9264533471708,2,24.91
"39110",10.8756184521321,2,17.5
"39157",4.64696740251145,2,9.24
"39167",20.6406319392463,1,29.02
"39174",2.42665039396395,2,10.24
"39193",8.99882709469834,2,23.77
"39201",4.87325608668155,2,7.55
"39202",3.03973021119662,2,4.71
"39203",4.85065020664979,2,8.41
"39204",8.21965325350162,2,14.87
"39206",1.68651805667777,2,9.37
"39208",6.78629468812524,2,18.34
"39209",10.7256586747894,2,11.53
"39211",1.79705048415868,2,0
"39212",12.0412677346419,2,20.05
"39213",6.1233021839334,2,8.47
"39216",1.65375870257147,2,0
"39217",5.83314449287614,2,10.86
"39218",8.70063177609485,2,16.43
"39232",3.11516197001338,2,11.19
"39269",4.48144630431088,2,7.8
"39272",14.5614076245197,2,20.5
"39301",11.5302665621211,1,0
"39305",8.2534638388224,1,21.6
"39307",6.8484718000812,1,16.78
"39323",15.4753815505594,1,25.67
"39330",18.2666239378826,1,29.83
"39335",20.2002934934992,1,23.15
"39342",6.06145417416636,1,10.72
"39364",14.7602172881224,1,15.33
"39501",10.4381049223239,1,13.15
"39503",15.0412419281129,1,19.67
"39507",5.64658893103409,1,6.69
"39530",5.91502364980819,1,9.74
"39531",0.939594539127129,1,0
"39532",7.37201496093062,1,11.38
"39534",2.31628715420175,1,5.27
"39540",4.94315521991001,1,13.08
"39553",21.2374813587911,1,29.52
"39560",15.3778497478365,1,23.79
"39563",14.4596183298717,1,20.84
"39564",13.8210126095213,1,22.91
"39567",24.0135788751018,1,24.41
"39581",15.786873825241,1,22.49
"39815",13.8389254269113,1,23.3
"39817",3.62222804532137,1,11.66
"39819",9.87916063206034,1,0
"39825",11.2493565343731,1,23.5
"39834",10.4315703838499,1,18.92
"39842",19.7352488160236,1,26.3
"39859",17.8902238496354,1,29.28
"39885",12.8359000209275,1,18.07
"39897",17.0848505573808,1,25.18
"40003",14.8748817936894,2,21.33
"40010",15.9172974081822,1,24.05
"40014",14.5059234084549,2,25.26
"40019",15.5442684179801,1,19.76
"40022",8.05531032472384,2,15.38
"40023",11.066576803131,3,14.52
"40025",5.90462761400525,3,12.85
"40026",11.4611766743898,1,20.86
"40031",20.655063593331,1,26.78
"40041",3.09681618057695,3,4.05
"40046",17.7737897627373,1,27.97
"40047",15.8923740876422,1,22.63
"40050",20.7896016077745,1,26.23
"40056",9.55488124877324,2,18.99
"40058",19.989882648413,1,25.54
"40059",6.84850699279301,3,16.99
"40065",3.1445048974877,2,0
"40067",7.94625990468549,2,14.9
"40071",17.1066237339766,2,26.18
"40076",13.8265799151792,2,18.91
"40107",20.0182270485406,1,28.46
"40109",10.4477706156742,2,23.19
"40118",7.39206839999406,3,13.05
"40121",22.3272935093233,1,23.08
"40150",20.8326994887858,1,24.48
"40155",23.6832586460941,1,25.4
"40160",12.2306454386796,1,17.8
"40162",12.3696855577236,1,18.43
"40165",19.7261220766668,1,25.13
"40175",18.1485125275736,1,22.75
"40177",17.2607571595586,1,24.53
"40202",7.61119082995004,4,9.35
"40203",6.5498812518706,4,8.95
"40204",6.38123082466042,4,8.52
"40205",3.85812966255981,3,11.58
"40206",5.73244659810437,4,7.29
"40207",3.3207948121751,3,0
"40208",4.16597184762997,3,8.28
"40209",3.3353688478635,3,4.71
"40210",4.87817061881378,3,8.27
"40211",5.54590461762401,2,11.07
"40212",8.40413508421247,2,14.36
"40213",5.0809676250063,3,11.07
"40214",2.26825920272641,3,4.87
"40215",1.3792933052461,3,0
"40216",3.39315298929653,2,8.9
"40217",5.26253307708965,4,6.91
"40218",4.39111188778099,3,16.09
"40219",8.03132949539232,3,15.81
"40220",1.87968619672872,3,9.98
"40222",3.26369311461361,3,5.4
"40223",4.0897218701173,3,11.87
"40228",8.39271878012607,3,13.76
"40229",12.251193967603,3,19.83
"40231",5.75636129993635,3,10.6
"40241",6.9316359466202,3,10.47
"40242",4.57824910074609,3,7.5
"40243",3.10913413621762,4,10.06
"40245",9.16883242443901,4,17
"40258",6.40879944656853,2,11.91
"40272",9.06993517485732,1,15.76
"40280",4.28865995457987,4,6.05
"40291",8.00548305932952,3,9.46
"40299",6.31983609321282,4,0
"40324",16.3538653619072,2,16.16
"40336",20.6961197735076,1,25.08
"40339",14.0370756769452,2,20.62
"40342",14.3081326414429,1,19.18
"40347",12.4170626590303,3,18.62
"40356",16.2383084632335,2,20.98
"40361",21.4105021565839,2,24.66
"40372",21.2692050916924,1,28.9
"40383",16.1246221094335,3,21.03
"40385",9.75804832307166,1,18.37
"40390",21.1387977241402,2,24.55
"40391",20.3636609144145,2,28.77
"40403",1.80493347384475,2,0
"40404",0.896786855049227,2,3.62
"40409",20.5011494097112,1,28.2
"40456",20.6101914707781,1,19.87
"40461",8.13550062055399,1,22.52
"40475",3.04813276196214,2,0
"40481",18.2773537234919,1,28.54
"40489",23.5746285335197,1,28.98
"40502",3.26624028181754,2,6.29
"40503",4.81920626669584,2,10.75
"40504",3.33078058927531,2,7.31
"40505",1.99770045125612,2,7.4
"40506",1.98600562854406,2,6.26
"40507",0.277432921020508,2,0
"40508",0.461037331110641,2,1.15
"40509",9.36538263378526,3,11.73
"40510",7.58624637487426,2,16.36
"40511",5.67921516855085,2,0
"40513",8.29236242364951,2,11.3
"40514",7.57755135142181,2,13.03
"40515",12.7789912280823,2,15.35
"40516",8.44537759496153,2,14.58
"40517",5.79973946302268,2,10.33
"40601",7.47477893121227,1,0
"40604",3.04383262169643,2,6.46
"40701",7.17891296320063,1,0
"40734",7.83147676460228,1,16.64
"40737",5.55154861050574,1,15.7
"40740",5.58706160509985,1,15.17
"40741",15.6528030188927,1,22.06
"40743",10.1927185143987,1,24.22
"40744",6.68094798064595,1,20.94
"40759",12.266022213699,1,24.87
"40769",22.5727587063112,1,23.7
"40771",9.32910943085684,1,15.62
"40906",14.6941799739306,1,22.43
"40915",19.181492147873,1,28.55
"40923",15.8691118776891,1,27.73
"40949",15.3118075683674,1,22.24
"41001",10.1803123332104,9,23.7
"41005",10.7674930346265,3,24.22
"41011",1.59169844150747,13,0
"41014",0.395518187282944,12,6.29
"41015",7.84597589493022,10,13.31
"41016",3.11207366908669,12,7.8
"41017",5.27395571821389,12,9.68
"41018",8.23402721262182,9,16.25
"41030",10.7307238203187,1,25.28
"41042",11.0984430809182,9,17.7
"41048",7.15416120473123,8,20.87
"41051",2.52475544502469,9,0
"41059",12.2970786339771,3,28.45
"41063",6.2601185677502,3,16.7
"41071",1.68661523011256,12,9.98
"41073",2.50680580486469,13,9.36
"41074",2.7047375088473,12,10.87
"41075",3.94807335651539,11,13.26
"41076",6.75150839450965,12,15.86
"41080",5.3802904962963,1,23.25
"41085",8.4531187350591,9,19.85
"41091",13.2327754158372,4,20.7
"41094",5.59541169369454,7,19.63
"41099",4.0262636231692,12,15.95
"41101",0.860442703401023,3,0
"41102",7.79655878402543,2,8.76
"41129",12.7031372206997,3,24.01
"41139",6.62649103424837,2,13.18
"41144",18.4958084250841,4,26.01
"41166",11.6148564287286,2,28.25
"41169",6.20387216719076,2,13.52
"41174",3.50445203417791,2,16.7
"41175",7.83067590666066,2,18.96
"41183",9.0340656446926,2,16.86
"41204",8.01966675169127,1,18.87
"41216",7.14748187421984,1,14.95
"41219",12.7621201833643,1,23.18
"41222",5.23325877472957,1,13.11
"41232",11.5620772268126,1,20.48
"41234",4.34054504352501,1,7.95
"41238",11.2330673286853,1,22.46
"41240",1.23809959120812,1,0
"41254",8.84241020243992,1,16.63
"41255",9.26183132134831,1,19.21
"41256",6.1512409124008,1,13.05
"41257",10.5143000060544,1,21.38
"41260",3.43110832302605,1,10.32
"41262",14.4416954207351,1,27.14
"41263",4.57780220409537,1,8.22
"41264",14.4609668327806,1,23.56
"41265",8.48535177964388,1,16.29
"41268",2.13014749707972,1,7.16
"41271",5.3895895609081,1,12.53
"41274",4.2966399355452,1,10.63
"41348",13.4146303364174,1,25.58
"41465",21.012533700121,1,28.24
"41501",4.41255701960092,1,0
"41503",0.985967471621373,1,9.37
"41514",2.71054338026008,1,11.69
"41519",8.22461892449781,2,23.85
"41526",3.49946681952458,1,9.15
"41527",3.77380702628095,1,16.36
"41531",8.28069896975743,1,20.22
"41535",6.94038159874786,2,16.36
"41538",14.2236029243435,1,23.85
"41543",11.1280729645331,1,25
"41544",10.8084691942541,1,26.56
"41555",12.1944930183935,1,25.22
"41557",8.06270386859367,1,21.85
"41559",13.1102656863086,1,23.09
"41560",7.00114881124071,1,15.39
"41562",7.61973503590488,1,17.32
"41564",7.75374465735362,2,18.41
"41567",8.77741575140205,1,21.06
"41572",15.4250338997757,1,26.79
"41601",17.9718795940481,2,25.95
"41602",7.21681501825576,1,16.86
"41603",13.4321873972459,1,21.49
"41605",10.0988445568867,1,15.71
"41607",16.4094185441709,1,27.05
"41615",12.3176480209284,1,20.9
"41621",16.918758865207,2,24.17
"41631",8.52012716742875,1,21.03
"41635",6.59102208361312,1,18.36
"41642",13.7029942052155,2,19.95
"41647",13.2951997917443,1,29.62
"41649",19.4939374357559,1,27.72
"41653",13.2621242181355,1,21.09
"41659",11.40695500093,1,19.41
"41663",12.2136757233055,1,22.28
"41701",2.81896634206578,1,0
"41712",9.51951633618916,1,16.65
"41713",6.53445268013904,1,19.12
"41719",2.25791376074878,1,14.64
"41722",10.8132001985927,1,12.47
"41723",6.87979418843123,1,24.04
"41725",14.1630950008537,1,28.5
"41727",8.16850967207484,1,21.09
"41729",1.65196588394308,1,8.81
"41739",8.18678473965265,1,14.45
"41740",13.3766491633645,1,24.76
"41746",10.9791131810467,1,21.88
"41749",14.6641591804029,1,28.53
"41751",9.08477811093675,1,15.49
"41754",6.68718719991673,1,28.07
"41759",15.0711349151156,1,24.13
"41760",12.3331257844361,1,20.31
"41773",14.5722517298752,1,24.7
"41774",12.4130714194569,1,24.92
"41776",11.0310444293573,1,27.31
"42001",2.89090992127102,1,0
"42003",9.50210418676818,1,12
"42024",24.2639844309716,1,28.67
"42027",14.2241796486332,1,24.92
"42029",22.0238539320232,1,24.86
"42035",17.3066964505047,1,23.6
"42049",17.2632864233086,1,23.72
"42051",19.0014736429694,1,22.73
"42053",13.0055195805205,1,20.05
"42056",20.0526060324781,1,26.55
"42058",15.6677778596741,1,17.73
"42060",12.6770318847476,1,15.31
"42061",16.9071690467773,1,28.05
"42069",13.3715622380809,1,23.64
"42082",19.1693152467583,1,26.14
"42086",4.99134553778318,1,13.6
"42101",6.43190280168816,1,0
"42102",0.449038452787586,1,7.04
"42103",7.64784042700585,1,12.09
"42104",11.5034544750263,1,19.11
"42122",13.4407133923678,1,24.4
"42159",11.7933146114406,1,29.99
"42170",18.0483837623007,1,27.52
"42171",17.3652588127411,1,22.98
"42206",23.7117668596268,1,28.65
"42211",25.113571802928,1,28.8
"42215",19.3817225337526,1,22.15
"42217",18.6688995043745,1,19.35
"42223",13.5634243695292,2,23.54
"42232",13.1343071811025,1,14.78
"42234",12.8379219226839,1,23.29
"42236",13.917056899725,1,29.42
"42240",4.07986329883203,1,0
"42262",13.2126126525641,2,22.38
"42266",9.87538732538815,1,15.62
"42274",14.0152967826616,1,18.4
"42286",12.5649069530898,2,25.32
"42301",12.4869721911337,1,9.9
"42303",2.58966146685377,1,0
"42351",17.209275630406,1,22.61
"42355",8.98687692364114,1,18.05
"42366",10.3688742765303,1,15.59
"42376",14.6008569800404,1,24.24
"42378",18.0412664084025,1,26.26
"42420",16.2288460026025,1,24.2
