"","GEOID","totPop","age18_64","age0_4","age5_14","age15_19","age20_24","age15_44","age55_59","age60_64","ageOv65","Age15_24P","Und45P","Ovr65P","WhiteP","BlackP","HispP","AmIndP","AsianP","PacIsP","OtherP","NoHSP"
"178",280087,57304,33610,5045,9973,5924,6580,27823,2169,1992,5305,21.82,74.76,9.26,64.84,34.17,0.91,0.12,0.43,0.02,0.41,42.12
"179",220089,37259,21891,3558,6932,4089,3572,18028,1522,1046,2377,20.56,76.54,6.38,73.64,25.44,2.21,0.18,0.19,0.01,0.54,41.12
"180",220073,139241,80809,12360,24139,14356,14275,64319,6067,5360,13924,20.56,72.41,10,70.27,29.15,0.92,0.08,0.26,0.02,0.23,38.87
"181",220007,22084,12012,2182,4388,2469,2080,10095,856,771,1983,20.6,75.46,8.98,68.06,31.67,2.34,0.1,0.11,0,0.06,61.83
"182",220027,17095,8805,1290,2816,1583,1211,6345,912,926,3164,16.34,61.13,18.51,53.02,46.81,1.09,0.01,0.02,0.04,0.11,58.01
"183",220019,167223,100016,14417,28169,17012,16579,78819,7741,6490,14485,20.09,72.6,8.66,77.7,21.7,1.34,0.16,0.23,0.01,0.2,41.49
"184",220001,56427,30902,5294,10323,6018,4866,24410,2480,2372,6118,19.29,70.94,10.84,82.24,17.55,1.17,0.04,0.07,0.01,0.1,59.87
"185",220079,135282,78203,11543,22864,13599,12561,61510,6371,5736,14309,19.34,70.9,10.58,72.04,26.84,1.2,0.32,0.39,0.02,0.39,43.52
"186",220127,17253,9332,1524,2854,1555,1218,6885,900,909,2554,16.07,65.28,14.8,71.47,28.24,0.63,0.12,0.04,0.08,0.05,51.53
"187",220021,10761,5749,860,1849,981,789,4294,525,521,1663,16.45,65.08,15.45,81.14,18.3,1.5,0.01,0.1,0.02,0.44,54.82
"188",220029,22981,12854,2074,4184,2360,1909,9852,1115,994,2355,18.58,70.1,10.25,64.64,35.06,0.71,0.1,0.07,0.01,0.13,51.29
"189",510610,9515,6391,449,947,642,725,4559,660,556,1316,14.37,62.59,13.83,92.97,2.34,3.31,0.11,2.92,0.04,1.62,13.88
"190",510185,50511,30094,3958,8608,4414,4339,22876,2590,2234,5108,17.33,70.17,10.11,96.99,2.58,0.54,0.08,0.25,0,0.1,56.13
"191",510683,15438,9479,1547,2694,1281,1433,8218,506,305,911,17.58,80.7,5.9,88.98,9.09,1.26,0.14,1.11,0.02,0.67,20.81
"192",510820,15329,9442,948,2156,1384,1260,6673,940,908,1906,17.25,63.78,12.43,91.1,8.44,0.59,0.08,0.23,0.01,0.14,41.63
"193",510790,28460,17766,1577.22,3641.55,2644.69,2514.5,12819.48,1664.1,1482.93,4010.12,18.13,63.38,14.09,90.02,9.52,0.54,0.11,0.22,0.01,0.12,43.35
"194",510183,10874,6256,634,1895,1121,867,4676,592,543,1339,18.28,66.26,12.31,38.93,61.02,1.67,0.01,0.04,0.01,0,62.88
"195",510171,27559,16263,1639,4012,2386,2045,11738,1625,1413,4087,16.08,63.1,14.83,98.35,1.36,0.69,0.12,0.1,0,0.08,50.08
"196",510750,13225,9628,498,1434,2299,2992,7949,525,535,1206,40.01,74.71,9.12,92.63,6.5,0.7,0.08,0.43,0.01,0.36,38.89
"197",480251,67649,38955,5062,11758,6292,5226,30290,3081,2664,7944,17.03,69.64,11.74,94.9,2.84,4.1,0.19,0.19,0,1.87,39.74
"198",480383,4135,2362,523,804,351,409,1835,197,133,235,18.38,76.47,5.68,79.01,3.94,31.46,0.44,0.05,0,16.57,44.94
"199",480479,99258,51758,10387,21962,11045,8733,43607,3769,2793,8312,19.93,76.52,8.37,91.02,0.1,91.52,0.11,0.09,0.01,8.67,58.51
"200",480417,3915,2053,316,563,320,289,1502,192,193,777,15.56,60.82,19.85,96.07,0.92,5.39,0.15,0.1,0,2.76,48.33
"201",480037,75301,42961,5914,12229,6668,5626,31983,4089,3634,10009,16.33,66.57,13.29,77.19,21.91,1.32,0.23,0.23,0.03,0.41,40.07
"202",480415,18192,10497,1599,2921,1748,1563,7712,934,818,2218,18.2,67.24,12.19,83.72,3.33,18.68,0.18,0.07,0,12.7,44.52
"203",480261,543,306,44,87,70,47,220,20,17,70,21.55,64.64,12.89,90.06,0,82.87,0.74,0,0,9.21,66.1
"204",480425,4154,2349,374,632,350,358,1816,206,162,595,17.04,67.93,14.32,96.8,0.07,6.91,0.63,0.12,0.12,2.26,48.77
"205",480359,2283,1134,150,527,349,130,1014,94,89,194,20.98,74.07,8.5,97.15,0.57,5.12,0.57,0.48,0.04,1.18,36.47
"206",480441,110932,68224,9105,16170,11593,13927,54359,4926,4215,11833,23.01,71.79,10.67,86.3,6.05,11.9,0.28,0.64,0.04,6.7,35.46
"207",480269,425,254,37,80,28,44,187,18,21,36,16.94,71.53,8.47,89.88,2.59,9.65,0.24,0,0,7.29,32.63
"208",480033,859,495,71,136,91,59,355,54,37,92,17.46,65.42,10.71,92.43,0.35,14.78,0.47,0,0,6.75,48.8
"209",480471,41789,30609,2240,4094,4325,7577,25623,1472,1295,3497,28.48,76.47,8.37,69.41,24.14,7.11,0.32,0.46,0.02,5.65,39.22
"210",480429,9926,5521,764,1473,760,729,3861,577,547,1700,15,61.43,17.13,92.44,3.52,5.66,0.12,0.1,0.06,3.76,47.98
"211",480117,21165,11245,2372,4272,2232,1620,9237,832,673,1802,18.2,75.03,8.51,83.82,1.87,40.67,0.17,0.16,0.01,13.97,48.63
"212",480393,1187,644,97,226,101,63,487,50,50,151,13.82,68.24,12.72,98.65,0,2.19,0.25,0.17,0,0.93,35.57
"213",480457,16223,8677,1183,2583,1393,1000,5880,959,1103,2846,14.75,59.46,17.54,86.64,12.93,0.83,0.23,0.07,0.01,0.12,50.22
"214",480465,35910,19800,3604,7604,3623,3426,16469,1371,1155,2674,19.63,77.07,7.45,81.67,2.08,62.94,0.18,0.41,0.04,15.62,48.91
"215",480049,33057,18127,2422,4854,3045,2875,13805,1642,1662,5728,17.91,63.77,17.33,89.85,4.75,7.89,0.18,0.21,0,5,42.82
"216",480367,44609,26323,3091,7297,4211,3223,19492,2346,2040,5309,16.66,66.98,11.9,96.41,0.88,3.04,0.35,0.25,0,2.11,40.66
"217",480201,2409547,1538000,202163,395346,211886,258861,1268302,98162,70339,147081,19.54,77.43,6.1,70.62,19.66,15.32,0.22,1.9,0.02,7.57,29.46
"218",480505,6628,3294,660,1198,625,457,2400,384,393,1048,16.32,64.24,15.81,90.21,0.02,76.07,0.08,0.06,0,9.64,58.68
"219",480387,16101,8283,1117,2506,1314,1015,5791,926,933,3323,14.46,58.47,20.64,78.59,20.27,1.74,0.45,0.07,0.03,0.59,56.4
"220",480255,13593,7217,1166,2250,1387,1052,5322,758,692,2089,17.94,64.28,15.37,81.72,2.85,42.99,0.07,0.12,0,15.25,61.18
"221",480363,24062,13567,1637,3652,2174,1786,9719,1378,1344,3833,16.46,62.37,15.93,91.67,3.44,5.66,0.28,0.45,0,4.16,46.08
"222",480173,1304,701,153,261,132,99,560,44,44,100,17.71,74.69,7.67,81.06,0.08,28.83,0.15,0.08,0,18.63,48.56
"223",480419,23084,12317,1577,3645,2054,1529,8732,1246,1335,4280,15.52,60.45,18.54,78.07,21.25,1.13,0.32,0.08,0,0.28,56.03
"224",480499,24697,13527,1601,3401,2119,1753,9237,1475,1628,4980,15.68,57.65,20.16,88.8,10.38,1.15,0.21,0.11,0.01,0.49,49.34
"225",340021,307863,194247,18273,44080,29346,29583,142852,18176,15392,35200,19.14,66.65,11.43,78.64,18.04,3.44,0.09,1.22,0.01,2,32.24
"226",340007,471650,284981,34081,76106,43253,40359,211830,27125,22750,49232,17.73,68.27,10.44,81.26,14.25,4.37,0.12,1.05,0.01,3.3,34.49
"227",340031,447585,271448,30261,68075,40194,38850,199662,25958,21968,53141,17.66,66.58,11.87,79.05,13.22,13.88,0.15,1.03,0.01,6.55,41.71
"228",40019,531443,326720,38064,77297,48693,56908,253575,26394,24510,62194,19.87,69.42,11.7,83.34,2.84,20.97,2.81,0.88,0.05,10.08,25.39
"229",40017,67629,35146,8181,15398,7352,5501,29949,2456,2069,4081,19.01,79.15,6.03,48.12,0.88,6.71,47.51,0.27,0.03,3.19,40.27
"230",40012,11467,6568.64,1030.4,2003.19,1052.31,1129.81,5057.67,556.42,533.75,1261.5,19.03,70.56,11,77,2.67,29.42,3.59,1,0.07,15.67,38.4
"231",230029,34963,19776,2709,5489,3133,2700,14438,1882,1734,5076,16.68,64.74,14.52,96.66,0.07,0.21,2.94,0.15,0.01,0.18,38.58
"232",350021,1090,609,80,149,93,63,389,74,68,191,14.31,56.7,17.52,93.94,0,44.31,0.09,0,0,5.96,40.57
"233",350051,8454,4092,407,1047,596,388,2385,555,694,2494,11.64,45.41,29.5,95.6,0.14,25.34,0.58,0.07,0.01,3.6,45.68
"234",350025,55993,32378,5903,10029,5227,5175,25028,2586,2109,4488,18.58,73.15,8.02,83.2,4.82,21.25,0.54,0.18,0.01,11.26,40.03
"235",560023,12177,6504,1595,2400,1023,937,5277,501,470,1003,16.1,76.14,8.24,98.46,0.07,2.38,0.47,0.22,0.06,0.72,25.22
"236",350019,4496,2393,368,827,541,348,1947,198,177,547,19.77,69.88,12.17,82.56,0.11,82.65,0.24,0.4,0,16.68,51.04
"237",560037,41723,25368,4987,7286,3433,4792,21735,1375,1040,2068,19.71,81.51,4.96,95.21,0.77,7.78,0.64,0.6,0.02,2.75,23.65
"238",350057,7491,4134,658,1363,667,491,3079,375,391,898,15.46,68.08,11.99,73.51,0.2,41.06,0.52,0.21,0.03,25.52,41.63
"239",230003,91331,52937,7225,15798,9594,8537,42137,4000,3751,9534,19.85,71.34,10.44,95.42,0.9,0.59,0.7,0.29,0.01,2.69,38.3
"240",560041,13021,7583,1680,2393,1081,1423,6368,449,363,775,19.23,80.19,5.95,98.16,0.13,3.1,0.41,0.13,0,1.17,22.16
"241",560035,4548,2676,408,809,402,336,2128,205,179,379,16.23,73.55,8.33,99.27,0.04,0.86,0.4,0.02,0.02,0.24,21.75
"242",350017,26204,14599,2508,4801,2500,2006,11198,1255,1086,2753,17.2,70.63,10.51,84.25,0.5,51.34,0.47,0.14,0.03,14.6,36.75
"243",350035,44665,27052,4140,7804,4728,5130,22615,1827,1323,2956,22.07,77.37,6.62,79.81,4.84,21.75,4.83,1.05,0.07,9.4,22.88
"244",350045,81433,46036,9302,16059,8593,8043,39237,2908,2237,4759,20.43,79.33,5.84,60.55,0.41,11.79,33.02,0.17,0.02,5.83,34.87
"245",560007,21896,13298,2316,3677,1840,2381,11120,800,639,1513,19.28,78.16,6.91,92.95,0.47,11.26,0.71,0.38,0.06,5.43,24.65
"246",350041,15695,9404,1156,2264,1918,2045,7494,727,692,2022,25.25,69.54,12.88,83.04,1.34,21.52,0.69,0.52,0.01,14.41,35.39
"247",350009,42019,24213,4077,7257,4166,4631,20017,1642,1473,4041,20.94,74.61,9.62,80.4,6.84,19.52,0.41,0.79,0.06,11.5,29.68
"248",350055,19456,10890,1645,3732,1932,1389,9026,762,702,1894,17.07,74.03,9.73,52.78,0.23,69.09,6.43,0.09,0.01,40.47,37.25
"249",350023,6049,3223,677,1181,604,472,2601,268,230,561,17.79,73.71,9.27,95.27,0.21,47.1,0.1,0.63,0.02,3.77,40.06
"250",350015,47855,26720,4346,8081,4349,3944,19933,2418,2233,5997,17.33,67.62,12.53,81.32,1.81,30.73,0.35,0.19,0,16.32,37.25
"251",350011,2454,1312,154,330,218,122,879,149,153,516,13.85,55.54,21.03,90.87,0.04,30.93,0.08,0.04,0,8.96,43.99
"252",350006,30402,17140.33,3189.19,5873.46,3061.84,2816.1,14182.96,1155.59,997.9,2256.46,19.33,76.46,7.42,70.89,0.56,43.95,14.13,0.21,0.01,14.18,35.72
"253",350037,10577,5679,819,1789,950,657,4126,565,580,1656,15.19,63.67,15.66,82.75,1.29,35.48,0.37,0.24,0.01,15.35,40.29
"254",350007,13667,7482,1111,2323,1404,1042,5840,725,631,1780,17.9,67.86,13.02,86.07,0.41,47.42,0.53,0.12,0.04,12.83,35.8
"255",350028,17599,11296,1115,3215,1659,805,8227,1153,676,722,14,71.35,4.1,95.05,0.41,11.49,0.56,1.07,0.01,2.89,5.83
"256",350001,419700,263847,32386,65096,41654,44129,212532,19843,15487,34000,20.44,73.87,8.1,79.7,2.33,36.84,2.69,0.81,0.03,14.43,23.47
"257",230009,41781,24333,2610,6221,3580,3333,18056,2049,2148,6429,16.55,64.35,15.39,99.4,0.1,0.42,0.17,0.18,0,0.14,26.37
"258",560013,38992,23308,3977,6765,3683,3751,19060,1531,1177,2728,19.07,76.43,7,86.65,0.08,3.24,11.25,0.26,0.02,1.75,27.01
"259",290071,71233,40163,5801,12595,6965,5803,31490,3248,2928,8324,17.92,70.03,11.69,98.55,0.98,0.56,0.17,0.16,0,0.13,47.48
"260",240029,16695,10127,948,2205,1685,1597,7311,1011,931,2527,19.66,62.68,15.14,77.24,22.06,1.09,0.13,0.18,0.01,0.39,46.14
"261",440003,154163,94384,9435,23824,14316,12630,68997,9552,7738,17570,17.48,66.33,11.4,98.89,0.39,0.69,0.09,0.41,0.01,0.2,33.16
"262",240017,72751,42645,5975,14994,7908,5588,36855,2546,2068,4005,18.55,79.48,5.51,78.06,20.26,1.29,0.66,0.64,0.03,0.36,31.04
"263",240011,23143,13370,1592,3649,2130,1764,9879,1252,1229,3170,16.83,65.33,13.7,82.69,16.92,0.74,0.11,0.13,0,0.15,53.02
"264",290141,13807,7457,877,1895,1193,725,4817,911,944,2815,13.89,54.96,20.39,98.75,0.68,0.51,0.4,0.04,0.01,0.12,47.13
"265",440009,93317,58480,6221,14074,9966,10380,46921,4317,3883,9598,21.8,72.03,10.29,97.12,0.85,0.75,0.94,0.64,0.01,0.44,26.27
"266",440001,46942,28925,2611,6766,4989,4108,20626,3020,2576,5865,19.38,63.92,12.49,98.87,0.25,1.58,0.08,0.4,0.01,0.39,38.38
"267",290137,9716,5196,759,1406,856,728,3859,455,541,1812,16.3,62,18.65,96.11,3.19,0.69,0.17,0.31,0.01,0.21,39.9
"268",290215,21070,11707,1517,3162,1973,1454,8336,1185,1156,3383,16.26,61.77,16.06,99.53,0.03,0.47,0.21,0.15,0,0.08,49.88
"269",290095,629266,382751,46141,91945,54719,59549,289847,33181,27172,75613,18.16,68.01,12.02,77.62,19.99,2.62,0.36,0.63,0.08,1.32,29.3
"270",410049,7519,4397,677,1268,686,618,3443,347,297,701,17.34,71.66,9.32,95.6,0.15,4.83,0.55,0.31,0,3.4,28.21
"271",530077,172508,98459,14718,28288,16212,14122,75911,8464,7998,20921,17.58,68.93,12.13,82.92,0.93,14.76,3.86,0.69,0.03,11.58,37.9
"272",410007,32489,19159,2402,4460,2955,2796,14494,1719,1784,4745,17.7,65.73,14.6,96.48,0.53,1.37,0.76,1.24,0.12,0.87,25.61
"273",410003,68211,47643,4280,8390,8209,12506,40882,2503,2018,5137,30.37,78.51,7.53,94.91,0.65,1.79,0.56,2.4,0.1,1.39,13.88
"274",410027,15835,9382,1303,2367,1289,1281,6960,829,810,1957,16.23,67.13,12.36,91.47,0.25,6.58,1,1.75,0.13,5.41,30.5
"275",530007,45061,26604,3132,6140,3830,3581,19351,2564,2431,6828,16.45,63.52,15.15,96.98,0.1,3.04,0.79,0.35,0.11,1.67,30.88
"276",530035,147152,90333,11629,23057,12621,14483,71758,6909,6124,14529,18.42,72.34,9.87,92.38,1.84,2.57,1.38,2.57,0.53,1.3,20.33
"277",530043,9604,5331,682,1471,738,508,3678,556,587,1615,12.97,60.71,16.82,98.06,0.04,0.77,1.41,0.19,0.07,0.23,23.22
"278",170143,200466,120125,15639,30767,18084,19821,92258,10100,8699,23534,18.91,69.17,11.74,87.79,10.74,1.23,0.14,0.65,0.01,0.68,30.73
"279",170195,65970,38260,5229,10953,6434,5544,29037,3370,3027,7585,18.16,68.54,11.5,95.91,0.5,6.86,0.11,0.25,0,3.23,37.7
"280",170005,16224,9390,1127,2290,1609,1648,6946,903,794,2582,20.08,63.87,15.91,97.07,2.45,0.36,0.13,0.21,0.01,0.14,44.74
"281",170099,112033,65040,7928,16458,10410,9438,47233,6533,5945,16231,17.72,63.93,14.49,98.09,0.46,2.25,0.09,0.33,0.01,1.02,37.9
"282",170043,658835,417974,49382,108612,59113,57346,332107,31369,22839,45471,17.68,74.39,6.9,94.82,1.19,2.63,0.08,2.82,0.01,1.08,16.85
"283",170091,102926,60057,8397,17290,10182,9200,46486,5201,4545,11099,18.83,70.12,10.78,84.28,14.54,1.22,0.15,0.38,0,0.64,38.99
"284",550011,14309,7749,1074,2301,1363,1138,5820,724,686,2293,17.48,64.26,16.02,99.64,0.01,0.15,0.13,0.13,0,0.08,39.16
"285",550051,6730,3714,432,856,557,459,2447,446,490,1386,15.1,55.5,20.59,99.27,0.3,0.24,0.18,0.19,0,0.06,37.37
"286",420047,38338,21996,2632,6530,3686,3054,16002,2190,2029,4765,17.58,65.64,12.43,99.69,0.03,0.16,0.05,0.15,0,0.07,35.39
"287",550019,32910,17168,2705,5758,3198,2327,12989,1627,1600,5124,16.79,65.18,15.57,99.41,0.09,0.31,0.2,0.12,0.01,0.17,43.79
"288",420107,160630,93661,9234,22634,12761,11336,61193,11262,10864,26955,15,57.94,16.78,99.47,0.19,0.3,0.04,0.2,0,0.1,43.73
"289",420057,12842,7434,988,2220,1122,1020,5576,695,592,1457,16.68,68.4,11.35,99.02,0.75,0.48,0.1,0.05,0.01,0.07,48.09
"290",420029,316660,197668,20645,51171,30643,27652,151174,16984,13238,28686,18.41,70.42,9.06,91.04,7.29,1.81,0.08,0.55,0.01,1.02,23.57
"291",550049,19802,10964,1616,3350,1995,1562,8390,1028,910,2613,17.96,67.45,13.2,99.61,0.05,0.26,0.15,0.14,0,0.06,29.54
"292",420121,64444,38180,4644,10016,5596,5109,27736,3588,3269,8083,16.61,65.79,12.54,99.12,0.49,0.33,0.07,0.23,0.01,0.08,35.07
"293",420113,6349,3533,378,881,805,486,2657,364,379,1036,20.33,61.68,16.32,99.07,0.63,0.55,0.09,0.05,0,0.16,38.98
"294",550047,18370,9956,1290,2823,1586,1277,7145,996,1046,3263,15.59,61.28,17.76,99.3,0.08,1.06,0.12,0.13,0,0.38,37.47
"295",550055,66152,39055,4818,10326,7290,6092,30691,3081,2918,8189,20.23,69.29,12.38,98.67,0.16,1.34,0.16,0.25,0.01,0.75,32.35
"296",550015,30867,17399,2601,5695,3401,2659,14108,1345,1239,2987,19.63,72.58,9.68,99.25,0.03,0.34,0.34,0.25,0.01,0.13,33.53
"297",550031,44421,25857,3286,6561,4229,4215,19627,2266,2244,6358,19.01,66.35,14.31,97.88,0.26,0.31,1.31,0.22,0.02,0.31,30.75
"298",550083,28947,15711,2213,4787,2858,2073,11859,1428,1612,4334,17.03,65.15,14.97,99.3,0.02,0.32,0.52,0.08,0,0.07,41.1
"299",550061,19539,10674,1595,3322,1948,1655,8202,984,972,2708,18.44,67.14,13.86,99.73,0.04,0.28,0.12,0.08,0.01,0.03,37.02
"300",550057,21039,11420,1654,3335,1981,1425,8286,1140,1217,3334,16.19,63.1,15.85,98.62,0.09,0.5,0.84,0.14,0,0.31,40.9
"301",420105,17726,9871,1315,3119,1683,1292,7287,996,888,2302,16.78,66.12,12.99,99.31,0.17,0.36,0.15,0.21,0,0.15,38.42
"302",550063,91056,56572,6117,12802,10312,11967,45614,3991,3738,11001,24.47,70.87,12.08,99.01,0.19,0.38,0.3,0.28,0.01,0.21,26.46
"303",550085,31216,17959,2037,4608,2908,2284,13160,1683,1835,4707,16.63,63.45,15.08,99.14,0.02,0.24,0.61,0.09,0,0.12,29.5
"304",550095,32351,17610,2527,5249,2972,2289,13408,1614,1595,5039,16.26,65.48,15.58,99,0.09,0.26,0.66,0.16,0,0.09,32.62
"305",550059,123137,73736,8819,19809,12502,11389,57257,6339,5467,13284,19.4,69.75,10.79,95.72,2.34,2.91,0.28,0.32,0.01,1.33,35.2
"306",550093,31149,18928,2372,4845,3967,4054,15914,1243,1135,3210,25.75,74.26,10.31,99.08,0.25,0.45,0.12,0.32,0.01,0.22,30.03
"307",550037,4172,2196,307,685,384,262,1599,199,242,727,15.48,62.1,17.43,99.19,0.22,0.34,0.34,0.19,0,0.07,37.65
"308",550023,16556,8826,1302,2811,1636,1145,6724,825,831,2518,16.8,65.46,15.21,99.58,0.08,0.26,0.12,0.11,0,0.11,37.75
"309",420081,118416,70518,8189,18095,11077,10345,51869,6729,5812,15110,18.09,66,12.76,98.01,1.48,0.34,0.08,0.27,0,0.16,34.38
"310",420015,62919,35593,4751,10870,6144,4912,27413,3170,2894,7657,17.57,68.4,12.17,99.48,0.13,0.35,0.1,0.18,0,0.1,35.15
"311",420007,204441,125732,13209,29820,18715,17283,87344,13378,11773,24305,17.61,63.77,11.89,93.99,5.57,0.54,0.06,0.19,0.01,0.18,35.21
"312",420013,136621,79618,9393,20800,12266,10816,57121,8139,7295,19482,16.89,63.91,14.26,98.95,0.7,0.3,0.05,0.17,0,0.12,34.65
"313",420077,272349,169751,15968,37451,23173,23760,120670,16568,14975,35404,17.23,63.92,13,96.56,1.52,2.58,0.05,0.53,0,1.34,35.42
"314",390069,28383,16143,2307,4762,2664,2450,12373,1450,1224,3490,18.02,68.5,12.3,96.87,0.36,4.34,0.08,0.15,0.01,2.54,34.79
"315",420025,53285,31402,3182,7599,4313,3950,20915,3556,3503,8327,15.51,59.48,15.63,99.59,0.06,0.62,0.02,0.19,0.01,0.13,42.57
"316",420087,46908,27004,3130,7749,4102,3488,19625,2624,2464,6318,16.18,65.03,13.47,99.59,0.2,0.26,0.05,0.09,0,0.06,42.42
"317",420119,32870,21101,1972,4713,3654,3952,16552,1596,1281,3531,23.14,70.69,10.74,96.39,2.8,0.67,0.08,0.31,0.02,0.4,34.51
"318",420123,47449,27538,3386,7410,4045,3602,19823,2725,2405,6467,16.12,64.53,13.63,99.48,0.1,0.23,0.14,0.21,0,0.08,33.17
"319",420075,108582,65105,7336,16540,9643,8992,47533,6155,5383,13634,17.16,65.77,12.56,98.31,0.43,1.48,0.05,0.49,0,0.72,40.38
"320",420125,217074,132221,13400,31638,18636,18121,91716,14229,12987,28742,16.93,63,13.24,96.15,3.47,0.63,0.06,0.16,0.01,0.15,37.63
"321",420069,227908,135119,13209,31055,19707,18618,91625,14894,14582,37235,16.82,59.62,16.34,99,0.49,0.35,0.03,0.33,0,0.15,36.21
"322",420043,232317,142451,14712,33764,19566,20291,103604,13628,11994,29145,17.16,65.46,12.55,85,13.46,1.54,0.1,0.59,0.01,0.84,30.1
"323",420097,100381,58237,6071,14633,8221,7285,39959,6407,6159,16150,15.45,60.43,16.09,99.58,0.16,0.3,0.05,0.12,0,0.09,42.39
"324",420079,343079,203409,19066,47157,28887,25908,136767,22400,22304,56119,15.97,59.17,16.36,98.92,0.67,0.38,0.04,0.24,0.01,0.12,38.76
"325",420101,1688210,1013682,108202,240509,151071,162426,739512,98392,90918,237370,18.57,64.46,14.06,58.23,37.84,3.77,0.14,1.03,0.02,2.73,45.74
"326",420091,643621,399325,36147,90893,58616,54164,285842,40307,33289,80879,17.52,64.15,12.57,93.62,4.8,0.84,0.08,1.15,0.01,0.36,24.19
"327",420041,178541,113585,10542,25784,17769,17464,84746,10171,8226,19086,19.73,67.81,10.69,97.55,1.38,0.49,0.07,0.72,0.01,0.27,27.14
"328",420111,81243,47675,5913,12557,6773,6703,33784,4990,4523,10803,16.59,64.32,13.3,99.73,0.07,0.29,0.04,0.11,0,0.05,42.02
"329",420023,6674,3900,411,1022,588,486,2700,473,379,953,16.09,61.93,14.28,99.49,0.09,0.31,0.34,0.03,0,0.04,35.54
"330",420055,113629,67777,7622,18135,10325,9177,50019,6296,5396,13705,17.16,66.69,12.06,97.47,1.84,0.57,0.07,0.31,0.01,0.31,41.35
"331",420067,19188,11190,1439,3069,1685,1531,8248,1017,920,2417,16.76,66.48,12.6,99.67,0.09,0.4,0.04,0.05,0.01,0.15,44.71
"332",420027,112760,79910,5852,13647,14530,24688,67859,4303,3518,8542,34.78,77.47,7.58,96.97,1.3,0.74,0.1,1.05,0.01,0.57,24.24
"333",420005,77768,45668,5153,11744,6909,6249,32042,4970,4399,11093,16.92,62.93,14.26,98.84,0.92,0.26,0.04,0.08,0.01,0.11,41.3
"334",390145,84545,48183,6450,14003,7475,6801,35713,4471,4025,11139,16.89,66.43,13.18,96.77,2.83,0.5,0.13,0.17,0.01,0.09,45.76
"335",420071,362346,217662,26950,55831,34324,33935,166052,18426,15895,42338,18.84,68.67,11.68,95.84,1.92,2.51,0.08,0.6,0.01,1.55,40.38
"336",420127,35237,19748,2458,5605,2980,2446,14050,1996,2019,5460,15.4,62.76,15.5,99.49,0.23,0.46,0.07,0.14,0,0.07,37.88
"337",420115,37876,21547,2793,6360,3421,2752,16033,2025,1998,4922,16.3,66.5,13,99.52,0.12,0.4,0.12,0.13,0.01,0.11,34.86
"338",420129,392294,239222,24007,59147,33605,31009,167666,25295,22100,48711,16.47,63.94,12.42,97.89,1.64,0.32,0.06,0.28,0.01,0.12,31.44
"339",420103,18271,10577,1015,2433,1412,1024,6799,1340,1285,3292,13.33,56.08,18.02,99.08,0.3,1.34,0.1,0.22,0,0.3,35
"340",420063,92281,57629,6402,13581,10657,11997,44918,4561,4264,10167,24.55,70.33,11.02,98.51,1.03,0.36,0.05,0.23,0,0.18,35.47
"341",420031,43362,26451,2931,6579,5239,5159,20686,2060,1919,5067,23.98,69.64,11.69,99,0.57,0.38,0.08,0.18,0,0.17,36.32
"342",390103,113150,67337,9080,21665,10683,8327,54596,5008,3535,8068,16.8,75.42,7.13,98.82,0.63,0.43,0.12,0.27,0.01,0.16,24.09
"343",420095,225418,139973,13574,31966,20628,19868,99078,14143,13022,28301,17.96,64.16,12.55,96.4,1.76,3.13,0.05,0.51,0.01,1.27,38.21
"344",20090,53983,35979,5451,8756,4662,7050,31943,1486,989,1276,21.7,85.49,2.36,85.41,5.57,2.86,5.53,1.34,0.17,1.98,13.41
"345",20110,19528,12842,1681,3106,1697,1805,10958,716,503,771,17.93,80.63,3.95,84.28,0.73,1.96,11.21,2.52,0.06,1.19,8.89
"346",20180,6537,3654,733,1357,720,669,3232,212,138,339,21.25,81.41,5.19,19.55,0.34,0.41,79.15,0.47,0.02,0.47,45.55
"347",20198,2489,1516.06,256.58,456.51,262.45,236.4,1297.25,84.66,61.87,98.34,20.04,80.77,3.95,54.42,0.29,0.81,43.2,0.13,0.37,1.6,30.9
"348",20220,7803,4866,795,1334,731,803,4191,265,163,361,19.66,80.99,4.63,73.92,0.56,1.38,21.39,2.92,0.09,1.11,18.86
"349",280049,250998,151234,20590,40889,25396,27385,121795,11004,9190,24172,21.03,73.02,9.63,54.29,45.14,0.79,0.06,0.27,0.02,0.22,30
"350",220085,25280,13668,2055,4279,2295,1746,9921,1340,1467,3823,15.98,64.3,15.12,77.89,18.57,8.02,3.06,0.08,0.02,0.38,51.06
"351",220081,10433,5486,917,1857,1001,786,4126,539,509,1540,17.13,66.14,14.76,63.35,36.39,1.31,0.12,0.03,0,0.11,58.31
"352",510001,31268,17704,2046,4614,2661,2292,12183,1917,1840,5210,15.84,60.26,16.66,63.17,36.46,1.34,0.14,0.1,0.04,0.09,58.84
"353",510073,20107,12152,1329,3102,1783,1522,9113,1096,973,2384,16.44,67.36,11.86,83.99,15.36,0.58,0.09,0.19,0.02,0.35,43.87
"354",510690,18149,10740,1046,2510,1583,1375,7363,1197,1070,2819,16.3,60.16,15.53,68.05,31.56,0.62,0.01,0.29,0.01,0.08,47.01
"355",510193,14041,7926,868,2123,1285,972,5457,912,923,2289,16.07,60.17,16.3,61.58,38,0.84,0.1,0.22,0.04,0.07,55.51
