"","GEOID","totPop","age18_64","age0_4","age5_14","age15_19","age20_24","age15_44","age55_59","age60_64","ageOv65","Age15_24P","Und45P","Ovr65P","WhiteP","BlackP","HispP","AmIndP","AsianP","PacIsP","OtherP","NoHSP"
"1571",130021,150256,90059,11100,24573,14180,13843,68364,7842,6878,16148,18.65,69.24,10.75,60.87,38.65,0.69,0.07,0.28,0.01,0.11,44.21
"1572",130255,47899,27598,3761,8535,4369,3809,21176,2372,2062,5199,17.07,69.88,10.85,72.47,27.14,0.87,0.12,0.19,0,0.07,55.58
"1573",130091,16955,9335,1258,3077,1599,1171,7027,858,832,2246,16.34,67.01,13.25,73.25,26.49,0.9,0.05,0.13,0,0.07,59.82
"1574",250001,147925,82594,7996,19463,11272,9853,57227,8754,9816,30725,14.28,57.25,20.77,96.65,1.21,0.71,0.55,0.29,0.01,1.29,14.17
"1575",130265,2032,1028,144,308,177,135,730,122,123,426,15.35,58.17,20.96,34.99,64.86,1.03,0.05,0.1,0,0,74.92
"1576",210217,21178,12681,1507,3215,2018,1906,9611,1032,950,2596,18.53,67.68,12.26,94.4,5.36,0.76,0.07,0.06,0,0.12,55.87
"1577",210121,30239,16485,2553,5741,2923,2492,13182,1406,1291,3573,17.91,71.02,11.82,98.7,1.06,1,0.06,0.1,0.02,0.06,63.97
"1578",130087,25495,13901,2231,4745,2401,2188,10627,1181,1160,3074,18,69.04,12.06,60.79,38.91,0.89,0.09,0.15,0.02,0.04,54.56
"1579",210071,48764,27915,4436,8794,4453,4122,21791,2326,2003,4852,17.58,71.82,9.95,99.38,0.41,0.69,0.05,0.08,0,0.08,60.13
"1580",210125,38982,22118,3258,6945,3837,3204,17553,1753,1596,4219,18.06,71.2,10.82,98.99,0.79,0.88,0.06,0.12,0,0.04,57.51
"1581",210035,30031,19222,1657,3465,3579,4452,15219,1471,1391,4354,26.74,67.73,14.5,96.45,2.9,0.54,0.11,0.21,0.01,0.32,40.16
"1582",130187,10762,6774,697,1641,1453,1268,5481,457,379,1069,25.28,72.65,9.93,96.13,2.16,0.62,1.5,0.1,0.04,0.08,56.85
"1583",130047,36991,22471,2788,6512,3343,2934,17537,1635,1400,3077,16.97,72.55,8.32,98.75,0.78,0.62,0.15,0.14,0.01,0.17,44.29
"1584",250021,613636.27,378742.06,31275.97,89550.37,59414.91,54509.79,281713.19,34778.97,29687.7,77514.24,18.57,65.6,12.63,97.53,1,0.76,0.08,0.97,0.01,0.4,18.08
"1585",130031,35785,22393,2485,5478,4825,5178,18697,1352,1369,3516,27.95,74.5,9.83,72.77,26.7,0.94,0.05,0.24,0.01,0.22,48.09
"1586",250005,474641,279797,31276,75183,43461,39163,205435,27615,24678,62060,17.41,65.71,13.08,96.36,1.01,2.2,0.13,0.3,0.01,2.19,47.44
"1587",210107,46174,26546,3566,7474,3890,3844,20241,2292,2160,6128,16.75,67.75,13.27,92.82,6.86,0.54,0.05,0.15,0,0.11,50.31
"1588",210005,12567,7240,980,2117,1130,947,5642,590,535,1522,16.53,69.54,12.11,96.06,3.77,0.4,0.06,0.08,0.02,0.02,49.66
"1589",210097,15166,8527,1098,2326,1317,1171,6247,805,772,2372,16.41,63.77,15.64,96.77,3.05,0.44,0.05,0.08,0,0.05,53.13
"1590",210103,12740,7383,840,2032,1157,935,5493,710,649,1732,16.42,65.66,13.59,94.54,5.12,0.69,0.05,0.07,0.02,0.2,49.07
"1591",130165,8841,4954,716,1552,922,739,3767,469,419,1060,18.79,68.26,11.99,58.73,41.17,1.54,0.01,0.02,0.05,0.02,64.8
"1592",130141,9466,4900,791,1871,1062,741,3925,413,461,1201,19.05,69.59,12.69,21.7,78.24,1.8,0,0.04,0,0.02,66.45
"1593",250025,650142,423835,34534,76601,62872,89559,335107,31524,29293,84808,23.45,68.64,13.04,73.56,19.57,6.16,0.21,2.36,0.02,4.28,32.23
"1594",130293,25998,14891,1803,4119,2366,1884,10697,1512,1421,3755,16.35,63.92,14.44,72.22,27.48,0.54,0.06,0.15,0,0.08,58.54
"1595",130095,100718,59272,9094,18710,10724,10067,48795,4146,3418,7300,20.64,76.05,7.25,56.37,42.77,1.15,0.24,0.34,0.03,0.25,41.55
"1596",130215,170108,104793,13471,26410,18194,18308,82163,8198,6872,15144,21.46,71.75,8.9,63.72,34.03,2.07,0.25,0.94,0.08,0.98,39.13
"1597",210013,34330,19242,2688,6310,3228,2793,14980,1741,1462,4015,17.54,69.85,11.7,97.15,2.5,0.9,0.11,0.1,0.02,0.11,63.81
"1598",210137,19053,10634,1508,3247,1735,1404,8019,996,911,2489,16.48,67.04,13.06,95.83,4,0.96,0.06,0.03,0.01,0.07,63.03
"1599",130061,3553,1862,281,601,355,245,1356,183,205,579,16.89,62.99,16.3,37.43,62.14,0.51,0.11,0.31,0,0,62.77
"1600",130197,5297,2850,378,1009,595,405,2310,244,261,652,18.88,69.79,12.31,53.52,46.25,0.89,0.09,0.06,0.04,0.04,63.99
"1601",130097,54573,32252,4732,10797,5009,4124,27052,1913,1543,3448,16.74,78.03,6.32,94.27,5.16,0.69,0.21,0.2,0,0.16,42.64
"1602",130077,39268,22633,3083,6899,3642,2960,17482,1804,1736,4297,16.81,69.94,10.94,72.5,27.26,0.75,0.08,0.08,0.01,0.07,53.86
"1603",130259,5896,3102,433,1095,654,442,2345,300,335,833,18.59,65.69,14.13,35.52,64.23,1.31,0.05,0.14,0.02,0.05,64.12
"1604",130149,6520,3667,467,1178,599,514,2741,345,347,826,17.07,67.27,12.67,82.41,17.15,0.87,0.26,0.14,0,0.05,64.49
"1605",210111,685004,419868,50023,102114,61844,64187,316450,37462,30035,75503,18.4,68.41,11.02,83.15,16.01,0.63,0.12,0.4,0.02,0.29,36.37
"1606",130319,10368,5796,870,1880,1107,924,4610,436,450,1126,19.59,70.99,10.86,55.05,44.89,0.95,0.03,0.02,0,0.01,59.48
"1607",130309,5155,2686,460,931,485,316,2036,268,274,760,15.54,66.48,14.74,70.18,29.68,0.74,0.08,0.02,0,0.04,63.18
"1608",250011,64317,39020,4115,9256,5245,5704,29243,3620,3339,8668,17.02,66.26,13.48,98.79,0.44,0.48,0.13,0.31,0.01,0.32,26.45
"1609",250015,138813,94854,6656,16873,17866,22833,77488,6393,6068,13826,29.32,72.77,9.96,96.85,1.45,1.25,0.1,0.8,0.02,0.79,25.99
"1610",130191,8046,4421,602,1554,894,663,3597,352,329,898,19.35,71.5,11.16,54.6,45.15,0.51,0.09,0.07,0.07,0.01,58.62
"1611",250009,633632,380793,38020,94202,58371,52958,280243,36122,32614,84384,17.57,65.1,13.32,96.84,1.05,2.67,0.1,0.37,0.01,1.63,27.04
"1612",130321,18064,10061,1414,3386,1891,1411,8014,812,781,1997,18.28,70.94,11.06,65.41,34.31,0.94,0.09,0.14,0.01,0.04,56.61
"1613",130035,13665,8116,1026,2188,1432,1405,6522,615,572,1470,20.76,71.25,10.76,60.5,39.17,1.4,0.15,0.08,0.01,0.08,56.41
"1614",210117,137058,80311,11285,22422,12634,12679,62291,6779,5698,15305,18.47,70.04,11.17,96.68,2.75,0.49,0.08,0.31,0.01,0.18,41.01
"1615",130159,7553,4211,623,1239,678,602,3221,354,349,1018,16.95,67.3,13.48,59.43,40.32,1.14,0.03,0.19,0,0.04,58.56
"1616",130193,14003,7532,1240,2534,1431,1217,5982,644,643,1766,18.91,69.67,12.61,43.45,56.1,1.09,0.19,0.14,0.03,0.1,64.78
"1617",130145,15464,9086,1061,2427,1477,1127,6564,968,804,1887,16.84,65,12.2,65.22,34.29,1.11,0.17,0.19,0.03,0.1,50.3
"1618",210227,71828,46025,5272,9991,8260,10084,37693,2954,2682,7059,25.54,73.73,9.83,91,8.23,0.74,0.13,0.2,0.01,0.42,38.74
"1619",210015,45842,27446,4090,8451,4246,3960,22232,1958,1424,3125,17.9,75.85,6.82,99.02,0.48,0.48,0.07,0.25,0,0.18,34.69
"1620",130277,32862,19187,2781,5695,3801,3097,15453,1406,1312,3292,20.99,72.82,10.02,73.33,25.96,1.31,0.14,0.23,0.02,0.32,54.5
"1621",130161,11473,6530,925,2122,1136,943,5147,529,466,1149,18.12,71.42,10.01,83.91,15.9,1.24,0.11,0.05,0,0.03,59.48
"1622",210101,40849,24084,3193,6589,3734,3544,18456,2115,1721,4645,17.82,69.13,11.37,92.31,7.28,0.6,0.1,0.19,0.01,0.12,42.77
"1623",210063,6908,3773,649,1291,654,572,3042,274,304,761,17.75,72.12,11.02,99.99,0,0.88,0,0.01,0,0,68.71
"1624",210233,14832,8153,1122,2351,1243,1214,6063,771,720,2414,16.57,64.29,16.28,93.88,5.87,0.45,0.08,0.06,0.01,0.09,52.67
"1625",210019,55513,33564,3929,8487,4729,4609,24605,3149,2570,6619,16.82,66.69,11.92,97.74,1.94,0.44,0.08,0.11,0,0.12,41.04
"1626",130257,21763,12807,1538,3447,1943,1867,9562,1249,1117,2803,17.51,66.84,12.88,87.51,12.12,0.78,0.09,0.22,0.01,0.06,56.71
"1627",210073,41830,26029,2932,6448,3592,3780,20019,2113,1768,4235,17.62,70.28,10.12,91.32,8.06,0.49,0.06,0.33,0.01,0.21,36.02
"1628",130071,35376,19685,2896,6233,3385,2635,14871,1850,1758,4369,17.02,67.84,12.35,76.24,23.4,1.02,0.07,0.15,0.02,0.12,54.9
"1629",210051,22752,12327,2018,4591,2477,1943,10281,994,756,2188,19.43,74.24,9.62,98.26,1.53,1.46,0.04,0.11,0,0.07,72.42
"1630",210129,7754,4161,616,1298,762,534,3157,379,316,1192,16.71,65.4,15.37,99.46,0.45,0.44,0.03,0.01,0,0.05,65.45
"1631",210157,25637,15122,1708,3625,2201,1919,10880,1448,1376,3793,16.07,63.24,14.8,99.76,0.02,0.49,0.07,0.06,0.02,0.07,43.57
"1632",210095,41889,23394,3696,7791,3803,3672,18203,2126,1766,4578,17.84,70.88,10.93,94.97,4.6,0.75,0.24,0.12,0,0.07,61.83
"1633",210053,9321,5330,650,1513,822,748,3955,461,485,1314,16.84,65.64,14.1,99.8,0.11,0.72,0.01,0.06,0,0.02,69.51
"1634",210087,11043,6338,709,1647,967,802,4574,624,604,1713,16.02,62.75,15.51,96.55,3.39,0.94,0.02,0.04,0,0.01,64.43
"1635",210171,12353,6957,878,1961,1122,938,5133,626,631,1847,16.68,64.53,14.95,96.97,2.9,0.79,0.07,0.05,0,0.01,67.57
"1636",210191,10989,6126,849,1934,1106,862,4740,547,471,1365,17.91,68.46,12.42,99.54,0.38,0.41,0.02,0.05,0.01,0.01,52.55
"1637",210061,9962,5671,776,1686,987,736,4323,516,444,1221,17.3,68.11,12.26,98.13,1.64,0.59,0.11,0.12,0,0,64.48
"1638",210135,14545,7932,1256,2786,1491,1207,6403,620,576,1601,18.55,71.81,11.01,99.68,0.2,0.47,0.07,0.02,0,0.03,67
"1639",130283,6087,3245,486,1142,553,470,2472,273,291,844,16.81,67.36,13.87,66.52,33.35,1.17,0,0.1,0,0.03,67
"1640",130189,18546,10755,1518,3231,1878,1498,8325,903,815,1859,18.2,70.49,10.02,63.51,36.15,1.36,0.12,0.08,0.02,0.11,58.12
"1641",210139,9219,5397,641,1407,736,712,3959,450,496,1314,15.71,65.16,14.25,99.61,0.17,0.52,0.09,0.1,0,0.03,49.12
"1642",210231,17022,9568,1372,2938,1591,1366,7264,844,796,2148,17.37,67.99,12.62,97.59,2.14,0.7,0.13,0.04,0.01,0.09,70.39
"1643",210169,9484,5378,654,1531,831,745,3924,510,477,1373,16.62,64.41,14.48,96.95,2.93,0.92,0.08,0.02,0,0.01,66.95
"1644",210079,10853,6368,755,1626,915,816,4611,619,509,1527,15.95,64.42,14.07,94.51,5.36,0.53,0.02,0.05,0,0.06,55.5
"1645",130089,483024,314403,31115,75719,45985,48918,252845,22401,16106,33983,19.65,74.46,7.04,71.27,27.12,1.55,0.13,0.95,0.01,0.53,23.11
"1646",210075,8971,4699,616,1423,792,647,3443,486,481,1711,16.04,61.11,19.07,83.09,16.66,0.59,0.11,0.06,0.02,0.06,54.85
"1647",210237,6698,3692,613,1123,700,574,2936,279,320,827,19.02,69.75,12.35,99.82,0.03,0.72,0.06,0.04,0,0.04,73.16
"1648",210109,11996,6580,1000,2227,1111,965,5090,606,499,1483,17.31,69.33,12.36,99.9,0,1.04,0.03,0.02,0,0.05,74.75
"1649",210205,19049,12385,1270,2650,2732,3184,10500,691,656,1779,31.06,75.7,9.34,97.94,1.25,0.58,0.14,0.17,0.02,0.48,49.04
"1650",210127,14121,7744,1154,2534,1313,1138,6130,645,596,1830,17.36,69.53,12.96,99.58,0.22,0.81,0.12,0.08,0,0.01,63.97
"1651",210181,7157,4056,523,1164,623,518,2974,372,367,1050,15.94,65.13,14.67,98.1,1.66,0.74,0.06,0.07,0,0.11,57.98
"1652",210183,21765,12190,1744,3619,1899,1640,9234,1081,1025,3016,16.26,67.07,13.86,98.63,1.05,0.4,0.07,0.14,0,0.11,55.94
"1653",210187,8924,4928,726,1380,741,617,3581,488,464,1379,15.22,63.73,15.45,97.53,2.29,0.83,0.07,0.08,0,0.03,58.39
"1654",210185,27795,17245,2064,5310,2500,2407,14931,900,768,1601,17.65,80.25,5.76,94.53,5.07,0.55,0.05,0.13,0.01,0.21,30.68
"1655",210215,5929,3438,438,1033,536,467,2644,295,258,663,16.92,69.4,11.18,97.25,2.65,0.51,0.02,0.08,0,0,60.32
"1656",210153,13515,7372,1336,2762,1374,1202,6078,512,483,1184,19.06,75.29,8.76,99.84,0.01,0.87,0.09,0.04,0,0.03,69.92
"1657",210007,8798,4864,604,1339,727,607,3569,432,460,1519,15.16,62.65,17.27,96.19,3.53,0.36,0.09,0.1,0,0.08,46.57
"1658",210115,24432,14011,1982,4225,2233,2038,11023,1111,1033,2779,17.48,70.52,11.37,99.7,0.08,1.02,0.08,0.09,0.01,0.03,57.19
"1659",210089,39132,23216,3068,6957,3652,3053,17854,1946,1486,3488,17.13,71.24,8.91,99.4,0.37,0.43,0.02,0.11,0,0.1,42.88
"1660",210141,24138,13700,1807,3735,2243,1878,10214,1238,1234,3489,17.07,65.27,14.45,90.66,9.09,0.71,0.08,0.09,0,0.08,54.93
"1661",210151,53352,35327,3523,7178,7398,9101,29676,2054,1750,4820,30.92,75.68,9.03,93.18,5.97,0.68,0.09,0.36,0,0.4,45.11
"1662",130115,79800,47966,5242,12680,7415,6947,35634,4241,3826,9510,18,67.11,11.92,86.7,12.85,0.68,0.07,0.26,0.01,0.12,51.23
"1663",210123,11922,6804,847,1802,1137,882,5094,596,614,1735,16.94,64.95,14.55,95.26,4.58,0.71,0.09,0.04,0,0.03,56.08
"1664",210143,6490,4119,311,720,489,597,2973,393,382,1044,16.73,61.69,16.09,94.62,4.92,0.74,0.32,0.03,0,0.11,45.92
"1665",130237,10295,6007,730,1711,1024,835,4522,547,548,1176,18.06,67.63,11.42,58.22,41.5,0.51,0.04,0.16,0,0.09,53.68
"1666",130273,12017,6376,1077,2165,1248,998,5063,530,577,1568,18.69,69.11,13.05,39.1,60.76,1.34,0.04,0.03,0.01,0.06,62.74
"1667",210179,27584,15461,2387,4990,2959,2446,12633,1223,1105,2824,19.59,72.54,10.24,93.41,6.44,0.49,0.04,0.06,0,0.05,44.02
"1668",210085,20854,11675,1598,3480,1944,1629,8799,1078,1039,2855,17.13,66.54,13.69,99.41,0.4,0.58,0.08,0.1,0,0.01,62.77
"1669",210017,19405,11242,1438,3133,1735,1452,8387,1021,946,2469,16.42,66.78,12.72,89.82,10.01,0.47,0.03,0.05,0.01,0.08,46.38
"1670",210093,88917,57193,7514,12838,14626,13984,51872,2652,2156,5111,32.18,81.23,5.75,85.3,11.13,2.81,0.37,1.13,0.17,1.9,33.47
"1671",210057,7289,4179,472,1077,646,543,2928,420,411,1156,16.31,61.42,15.86,94.57,5.32,0.81,0,0.03,0,0.08,70.95
"1672",210173,20046,11564,1695,3574,1732,1640,8994,975,793,2117,16.82,71.15,10.56,94.56,5.3,0.76,0.07,0.04,0,0.03,53.15
"1673",210161,17765,10257,1298,2802,1543,1410,7347,1050,936,2414,16.62,64.44,13.59,92.24,7.59,0.65,0.05,0.08,0.01,0.03,50.82
"1674",130267,18134,10883,1365,2708,1602,1566,8571,864,796,2135,17.47,69.73,11.77,70.59,28.97,0.75,0.06,0.29,0.02,0.08,55.62
"1675",210145,61310,36260,4324,8869,5134,4796,26349,3431,3044,8752,16.2,64.5,14.27,89.53,9.92,0.51,0.12,0.22,0.02,0.19,37.12
"1676",210229,10764,5949,838,1799,1113,879,4591,550,532,1454,18.51,67.15,13.51,89.7,10.05,0.86,0.05,0.1,0,0.1,54.07
"1677",130079,7684,4345,605,1430,836,633,3586,327,258,759,19.12,73.15,9.88,60.03,39.65,1.03,0.05,0.16,0.01,0.09,59.47
"1678",130183,4524,2635,462,770,485,523,2153,211,172,386,22.28,74.82,8.53,73.85,25.69,1.57,0.02,0.13,0.02,0.29,53.85
"1679",210043,25060,14201,2127,4541,2403,2225,11217,1120,1015,2757,18.47,71.37,11,99.85,0.03,0.74,0.05,0.05,0,0.02,62.02
"1680",210003,14128,8106,997,2080,1230,1042,5788,856,747,2165,16.08,62.75,15.32,98.68,1.25,0.67,0.01,0.04,0,0.01,61.48
"1681",210219,11874,6547,884,1895,1068,952,4840,622,624,1851,17.01,64.17,15.59,87.55,12.12,0.95,0.14,0.1,0,0.08,58.72
"1682",210011,10025,5636,767,1622,937,791,4295,470,470,1400,17.24,66.67,13.97,96.72,3.18,0.71,0.02,0.07,0,0.01,64.44
"1683",210049,28322,16689,2249,4803,2492,2254,12914,1394,1091,2954,16.76,70.5,10.43,93.53,6.32,0.56,0.03,0.04,0,0.09,44.11
"1684",250013,443018,265188,28022,66795,42840,39242,194125,26555,23652,57751,18.53,65.22,13.04,89.43,6.27,5.13,0.11,0.34,0.01,3.84,33.46
"1685",250007,8942,5277,537,1124,551,575,3824,530,469,1654,12.59,61.34,18.5,93.87,3.43,0.87,1.72,0.13,0.04,0.79,14.87
"1686",130147,18585,10520,1337,3257,1652,1406,7776,1030,957,2399,16.45,66.56,12.91,77.66,22.2,0.81,0.04,0.04,0.01,0.05,61.89
"1687",130057,51699,30749,4276,9735,4437,4073,25607,1936,1638,4133,16.46,76.63,7.99,97.34,2.16,0.67,0.12,0.18,0.01,0.19,47.91
"1688",130053,21732,15814,1589,2876,4560,5538,16490,97,96,177,46.47,96.42,0.81,59.38,32.43,7.04,0.94,1.18,0.67,5.4,18.16
"1689",130209,7011,4107,540,1135,766,834,3309,299,306,845,22.82,71.09,12.05,68.58,30.94,1.21,0.06,0.34,0.01,0.07,58.08
"1690",250019,5087,3113,257,594,361,373,2227,272,283,877,14.43,60.51,17.24,96.38,2.08,0.63,0.06,0.18,0.02,1.28,18.13
"1691",250017,1367034,861848,75926,195090,131489,135527,660376,71928,60442,158344,19.53,68.13,11.58,96.06,1.85,1.72,0.09,1.16,0.01,0.82,22.56
"1692",210083,34049,19267,2215,4772,2907,2464,13943,1993,1914,5954,15.77,61.47,17.49,95.32,4.53,0.47,0.05,0.05,0.02,0.03,50.03
"1693",210039,5487,3025,347,852,451,380,2106,311,290,980,15.14,60.23,17.86,99.03,0.97,0.4,0,0,0,0,47.5
"1694",210091,7742,4345,680,1445,751,613,3516,348,251,789,17.62,72.86,10.19,98.39,1.34,0.61,0.08,0.13,0,0.06,42.79
"1695",130297,31211,17546,2487,5851,3002,2389,13824,1376,1317,3376,17.27,71.01,10.82,78.51,21.07,0.9,0.12,0.14,0,0.16,61.98
"1696",250027,646352,386901,41637,98661,62146,59707,290774,35552,32790,83211,18.85,66.69,12.87,96.99,1.35,2.2,0.14,0.42,0.02,1.08,33.3
"1697",130231,8937,5074,705,1499,881,632,3918,431,426,1060,16.93,68.5,11.86,73.31,26.18,1.47,0.16,0.17,0.01,0.17,53.08
"1698",130017,16000,8846,1376,2657,1352,1258,6654,813,801,2229,16.31,66.79,13.93,69.58,30.21,0.51,0.11,0.04,0,0.06,56.85
"1699",130013,21354,12227,1641,3824,1882,1737,9346,972,967,2488,16.95,69.36,11.65,85.08,14.73,0.67,0.04,0.08,0.01,0.06,62.3
"1700",130011,8702,5095,650,1448,782,707,3937,439,391,1016,17.11,69.35,11.68,94.85,4.98,0.38,0.13,0.05,0,0,60.49
"1701",130223,26110,15317,2108,4929,2306,2148,12275,1066,985,2272,17.06,73.96,8.7,95.11,4.62,0.55,0.11,0.07,0.01,0.09,58.34
"1702",130131,19845,10714,1603,3646,1923,1489,8249,955,910,2649,17.19,68.02,13.35,67.58,31.67,0.74,0.54,0.08,0.01,0.13,59.34
"1703",210223,6253,3619,467,1095,536,456,2757,319,280,733,15.86,69.07,11.72,99.89,0.03,0.56,0.03,0.02,0,0.03,50.77
"1704",210029,43346,24837,3578,9667,4549,3375,21492,1500,1117,2261,18.28,80.14,5.22,99.22,0.52,0.45,0.11,0.09,0.02,0.05,47.02
"1705",210225,17821,10237,1367,2681,3030,1894,8953,764,682,1899,27.63,72.95,10.66,81.08,18.46,1.03,0.1,0.16,0.01,0.2,43.59
"1706",210065,14495,7946,1110,2604,1405,1075,6244,668,557,1957,17.11,68.7,13.5,99.82,0.09,0.51,0.06,0.03,0,0,61.63
"1707",130129,30070,17635,2230,5506,2746,2342,13587,1410,1296,2948,16.92,70.91,9.8,95.32,4.4,0.43,0.06,0.14,0,0.08,57.86
"1708",210167,19011,11052,1378,3031,1638,1444,8137,1017,957,2492,16.21,65.99,13.11,95.42,4.38,0.6,0.02,0.03,0.02,0.13,47.74
"1709",210105,6065,3321,392,884,514,445,2423,344,325,1133,15.81,60.99,18.68,89.51,10.39,0.41,0.02,0,0,0.08,46.79
"1710",210133,30687,17090,2806,5783,2871,2613,13600,1428,1171,3146,17.87,72.31,10.25,98.76,0.98,0.52,0.08,0.14,0.01,0.02,62.14
"1711",130157,25343,14774,1864,4288,2374,2111,11479,1189,1140,2907,17.7,69.57,11.47,88.97,10.85,0.68,0.08,0.06,0,0.04,59.33
"1712",210193,33763,18887,3065,6517,3322,2967,15323,1422,1236,3222,18.63,73.76,9.54,97.94,1.89,0.89,0.03,0.1,0.01,0.03,62.73
"1713",210177,32238,18305,2556,5176,2985,2614,13959,1654,1515,4361,17.37,67.28,13.53,94.67,5.07,0.62,0.05,0.11,0,0.1,55.22
"1714",210067,204165,134952,14018,28161,19693,27273,109377,9011,7218,17546,23,74.23,8.59,85.52,13.28,0.73,0.11,0.65,0.02,0.42,28.42
"1715",130313,65789,39641,5191,11569,6081,5783,31373,2851,2453,5652,18.03,73.16,8.59,95.34,3.83,0.8,0.2,0.22,0,0.41,55.26
"1716",130137,25020,15502,1702,3724,2895,2578,11979,1189,1144,2738,21.87,69.56,10.94,94.08,5.28,0.36,0.34,0.1,0.01,0.19,56.52
"1717",210199,45803,26676,3269,7478,4160,3727,20065,2396,2128,5792,17.22,67.27,12.65,98.53,1.23,0.86,0.05,0.12,0,0.06,55.53
"1718",210069,12323,6906,891,2059,1072,983,5215,586,619,1762,16.68,66.26,14.3,98.07,1.85,0.83,0.02,0.03,0,0.02,59.81
"1719",210077,4842,2756,386,827,491,377,2157,233,199,543,17.93,69.6,11.21,97.25,2.23,0.62,0.37,0.06,0,0.08,56.83
"1720",390021,33649,19644,2469,5676,3131,2686,15029,1702,1582,3908,17.29,68.87,11.61,96.58,2.91,0.71,0.08,0.19,0,0.24,35.9
"1721",390131,22802,12680,1743,4015,2159,1841,9771,1098,985,2965,17.54,68.1,13,98.54,1.06,0.48,0.15,0.15,0,0.1,47.69
"1722",390081,91564,54977,5985,13733,8239,7517,38645,5834,5180,11800,17.21,63.74,12.89,93.91,5.51,0.54,0.12,0.25,0,0.2,37.68
"1723",120017,54703,28425,2292,5839,3436,2528,15406,4448,5558,15870,10.9,43.03,29.01,96.19,3.23,1.4,0.13,0.21,0.01,0.22,44.74
"1724",390147,61901,35675,5350,10324,5947,5797,27451,3084,2702,6913,18.97,69.67,11.17,96.65,1.89,2.27,0.07,0.22,0,1.17,33.61
"1725",390109,90381,53732,6604,15358,8098,7017,40495,4755,4001,9585,16.72,69.1,10.61,97.55,1.96,0.43,0.09,0.24,0,0.16,33.11
"1726",120009,272959,170259,14788,37242,26511,24154,118712,18048,16209,34666,18.56,62.55,12.7,89.84,8.73,1.95,0.22,0.61,0.03,0.58,24.57
"1727",120037,7661,4164,569,1235,805,551,3177,398,413,1145,17.7,65.02,14.95,85.24,14.33,0.91,0.22,0.1,0,0.1,55.97
"1728",120011,1018200,580288,49856,120498,71176,74123,401114,58289,66073,223682,14.27,56.13,21.97,87.61,11.16,3.96,0.14,0.47,0.02,0.61,29.55
"1729",390033,50075,29173,3785,8249,4474,4101,21907,2627,2309,6085,17.12,67.78,12.15,98.96,0.6,0.7,0.08,0.18,0,0.18,34.38
"1730",390169,97408,58433,8114,16131,9650,9382,46138,4449,3852,9283,19.54,72.26,9.53,98.16,1.28,0.49,0.06,0.24,0.01,0.25,34.22
"1731",390141,65004,39111,4648,10388,5734,5347,29118,3559,3050,7249,17.05,67.93,11.15,94.21,5.26,0.45,0.1,0.24,0.01,0.19,42.73
"1732",390043,79655,47656,5820,13043,7604,6665,35652,4569,3677,8326,17.91,68.44,10.45,91.69,7.39,1.29,0.08,0.18,0.01,0.64,32
"1733",390157,84614,49713,6261,13100,7482,7053,36725,4629,4124,10874,17.18,66.28,12.85,98.83,0.77,0.3,0.1,0.21,0,0.09,37.69
"1734",390041,53840,33035,3872,8817,6001,4932,26567,2413,1887,4773,20.31,72.91,8.87,96.85,2.34,0.58,0.1,0.22,0.01,0.49,25.24
"1735",390017,258787,161408,19269,41282,26978,28536,126642,12382,9384,22907,21.45,72.33,8.85,94.66,4.66,0.58,0.1,0.4,0.01,0.17,35.26
"1736",120047,8761,4548,794,1730,831,673,3619,357,387,1159,17.17,70.12,13.23,61.85,37.77,0.7,0.18,0.16,0.02,0.01,50.56
"1737",120063,39154,22141,2910,6219,4016,3485,16856,1959,1881,5430,19.16,66.37,13.87,73.2,26.08,1.11,0.32,0.16,0.01,0.23,48.89
"1738",120093,20264,11278,1682,3464,2026,1544,8518,1037,1075,2451,17.62,67.43,12.1,88.46,8.47,4.75,0.39,0.28,0.03,2.36,49.41
"1739",120087,63188,41769,3076,6896,4462,5762,28126,4469,4388,8927,16.18,60.29,14.13,91.69,6.03,11.33,0.23,0.91,0.07,1.07,27.7
"1740",120031,571003,352512,43178,89414,51690,58382,272124,29437,24390,55163,19.28,70.88,9.66,73.68,24.62,1.84,0.22,1,0.03,0.45,33.23
"1741",390009,56399,37853,3598,7061,7791,10280,31826,2276,1948,5411,32.04,75.33,9.59,94.54,2.93,0.85,0.15,0.8,0.02,1.56,32.08
"1742",390097,33004,20179,2529,5447,2897,3016,15855,1585,1348,3027,17.92,72.21,9.17,94.82,4.61,0.5,0.09,0.22,0.01,0.25,39.35
"1743",390089,120981,72987,8408,20118,12135,10487,56455,6049,4976,12312,18.7,70.24,10.18,97.74,1.68,0.44,0.14,0.27,0.01,0.16,32.05
"1744",120081,148442,77282,7702,17261,9861,9566,50176,9040,10688,40156,13.09,50.62,27.05,89.73,8.93,2.15,0.17,0.26,0.01,0.89,33.45
"1745",390057,129769,83103,9116,21354,13717,12992,65129,6392,4500,8683,20.58,73.67,6.69,91.75,6.78,0.78,0.16,0.87,0.03,0.41,24.29
"1746",390167,64266,38232,4943,10372,6057,5802,29134,3254,2778,7161,18.45,69.16,11.14,98.28,1.21,0.41,0.08,0.3,0.02,0.11,31.74
"1747",120071,205266,114340,11029,24861,14649,13569,73103,13921,16739,45871,13.75,53.1,22.35,90.35,7.95,2.79,0.11,0.28,0.01,1.3,32.64
"1748",120029,7751,4567,549,1247,728,552,3337,415,481,937,16.51,66.22,12.09,88.03,11.6,0.88,0.22,0.05,0,0.1,50.57
