ZCTA,minDisMet,time_to_nearest_methadone,count_in_range_methadone,methadone_score,minDisBup,time_to_nearest_buprenorphine,count_in_range_buprenorphine,buprenorphine_score,minDisNalV,time_to_nearest_naltrexone,count_in_range_naltrexone,naltrexone_score
01951,13.04,27.0,1,0.1,2.85,6.0,33.0,0.8,10.19,27.0,3,0.3
01952,12.7,21.0,1,0.3,2.99,10.0,61.0,0.67,11.33,21.0,7,0.9
01960,1.45,0.0,15,2.47,0.58,0.0,660.0,1.0,0.72,0.0,45,2.47
01966,3.81,9.0,5,0.7,3.75,9.0,31.0,0.7,3.72,9.0,7,1.4
01969,9.72,20.0,6,1.0,0.78,0.0,137.0,1.0,7.71,20.0,11,1.0
01970,4.7,10.0,14,1.93,0.32,0.0,818.0,1.0,0.33,0.0,48,2.47
01982,5.46,13.0,8,1.7,0.95,0.0,185.0,1.0,5.46,13.0,22,1.7
01983,4.1,10.0,12,2.0,2.87,10.0,354.0,0.67,4.2,10.0,37,2.0
01984,4.07,11.0,8,1.9,0.84,4.0,197.0,0.87,4.07,11.0,23,1.9
01985,6.46,15.0,6,0.63,2.67,12.0,130.0,0.6,4.06,15.0,15,1.5
02019,4.06,10.0,16,1.37,4.06,9.0,334.0,0.7,4.58,9.0,47,2.03
02021,5.14,6.0,13,1.73,0.5,0.0,959.0,1.0,1.95,0.0,92,2.8
02025,7.42,18.0,4,1.07,0.86,0.0,119.0,1.0,2.92,11.0,27,1.7
02026,6.4,16.0,18,1.33,0.65,0.0,1131.0,1.0,2.42,7.0,110,2.2
02030,7.43,23.0,7,0.5,2.67,11.0,456.0,0.63,4.14,16.0,54,1.33
02032,7.79,17.0,7,0.73,0.92,5.0,566.0,0.83,2.81,5.0,77,2.23
02035,8.52,19.0,10,0.63,0.37,0.0,358.0,1.0,3.26,12.0,56,1.73
02038,6.2,17.0,6,0.87,0.86,0.0,171.0,1.0,1.19,0.0,20,2.07
02043,3.29,10.0,8,1.87,2.97,0.0,418.0,1.0,2.97,7.0,60,2.2
02045,6.41,19.0,4,0.97,3.81,11.0,116.0,0.63,1.65,0.0,26,1.93
02047,13.93,28.0,3,0.2,4.14,8.0,76.0,0.73,8.51,19.0,11,1.03
02048,8.66,21.0,7,0.8,0.86,0.0,242.0,1.0,3.95,8.0,45,1.53
02050,13.67,27.0,3,0.3,2.92,0.0,102.0,1.0,8.3,20.0,19,0.93
02052,8.74,20.0,3,0.57,3.43,7.0,212.0,0.77,4.14,8.0,29,1.87
02053,3.74,14.0,6,1.17,2.28,7.0,151.0,0.77,3.58,9.0,18,1.77
02054,7.06,20.0,3,0.7,1.53,0.0,168.0,1.0,5.49,9.0,19,1.83
02056,8.96,26.0,4,0.33,1.18,0.0,169.0,1.0,2.46,0.0,27,2.3
02061,6.89,14.0,5,1.6,1.54,0.0,231.0,1.0,1.57,0.0,49,2.73
02062,8.5,14.0,14,1.0,0.19,0.0,893.0,1.0,1.27,0.0,104,2.37
02066,9.84,25.0,3,0.43,2.22,10.0,77.0,0.67,5.96,14.0,13,1.43
02067,4.83,11.0,5,1.03,0.8,0.0,290.0,1.0,2.53,11.0,56,1.9
02071,9.97,21.0,3,0.33,0.46,0.0,209.0,1.0,1.27,7.0,43,2.07
02072,2.08,0.0,12,2.0,1.95,0.0,729.0,1.0,0.75,0.0,83,3.0
02081,9.12,19.0,4,0.57,0.23,0.0,323.0,1.0,1.04,0.0,54,2.4
02090,9.34,17.0,15,0.93,1.43,4.0,1020.0,0.87,2.7,4.0,102,2.07
02093,7.24,22.0,5,0.53,2.97,12.0,164.0,0.6,2.59,12.0,27,1.63
02108,0.54,3.0,23,2.63,0.25,2.0,1220.0,0.93,0.27,2.0,113,2.8
02109,0.33,6.0,23,2.3,0.11,0.0,1210.0,1.0,0.66,3.0,108,2.7
02110,0.54,3.0,23,2.57,0.18,0.0,1221.0,1.0,0.48,0.0,113,2.8
02111,0.85,3.0,24,2.7,0.08,0.0,1225.0,1.0,0.28,1.0,119,2.87
02113,0.26,3.0,23,2.5,0.08,0.0,1212.0,1.0,0.67,2.0,113,2.73
02114,0.36,0.0,19,2.6,0.05,0.0,1199.0,1.0,0.05,0.0,107,2.9
02115,1.13,3.0,19,2.7,0.04,0.0,1219.0,1.0,0.34,0.0,115,2.87
02116,1.13,2.0,20,2.8,0.04,0.0,1226.0,1.0,0.13,0.0,115,2.93
02118,0.43,0.0,19,3.0,0.08,0.0,1212.0,1.0,0.09,0.0,114,3.0
02119,0.59,0.0,19,2.73,0.61,0.0,1141.0,1.0,0.59,0.0,111,3.0
02120,0.91,3.0,19,2.7,0.39,0.0,1204.0,1.0,0.18,0.0,113,2.87
02121,1.15,3.0,20,2.57,0.39,0.0,1206.0,1.0,0.75,3.0,123,2.7
02122,2.52,7.0,20,2.17,0.26,0.0,1200.0,1.0,0.47,0.0,125,3.0
02124,2.56,7.0,20,2.1,0.11,0.0,1196.0,1.0,0.13,0.0,125,3.0
02125,1.25,5.0,20,2.43,0.36,0.0,1260.0,1.0,0.51,0.0,126,2.73
02126,3.23,7.0,20,2.1,0.1,0.0,1203.0,1.0,0.31,0.0,125,2.83
02127,1.12,5.0,19,2.5,0.28,0.0,1203.0,1.0,0.48,0.0,114,2.87
02128,1.31,4.0,23,2.43,0.62,0.0,1218.0,1.0,0.52,0.0,110,3.0
02129,0.99,5.0,23,2.33,0.13,0.0,1210.0,1.0,1.11,4.0,111,2.53
02130,0.85,5.0,19,2.37,0.21,0.0,1138.0,1.0,0.13,0.0,111,3.0
02131,3.03,9.0,19,1.97,0.25,0.0,1132.0,1.0,1.21,0.0,109,2.6
02132,4.19,13.0,18,1.67,0.76,0.0,1130.0,1.0,0.32,0.0,107,2.53
02134,0.6,4.0,19,2.5,0.27,0.0,1179.0,1.0,0.27,0.0,112,2.87
02135,0.49,0.0,16,2.5,0.12,0.0,1126.0,1.0,0.27,0.0,105,3.0
02136,4.81,11.0,17,1.77,1.65,6.0,1125.0,0.8,1.93,6.0,107,2.4
02138,1.64,5.0,15,2.3,0.48,0.0,1091.0,1.0,1.36,7.0,99,2.3
02139,1.3,6.0,19,2.33,0.05,0.0,1236.0,1.0,1.3,5.0,113,2.5
02140,0.57,0.0,15,2.43,0.16,0.0,1096.0,1.0,0.54,4.0,98,2.53
02141,1.38,5.0,23,2.37,0.17,0.0,1228.0,1.0,0.99,5.0,116,2.5
02142,1.17,4.0,23,2.47,0.67,2.0,1214.0,0.93,0.71,4.0,113,2.6
02143,1.85,6.0,18,2.27,0.24,0.0,1195.0,1.0,1.3,6.0,105,2.37
02144,0.43,3.0,18,2.23,0.05,0.0,1172.0,1.0,0.28,0.0,102,2.8
02145,2.02,7.0,25,2.2,0.76,4.0,1224.0,0.87,1.47,6.0,113,2.4
02148,2.93,7.0,22,2.1,0.94,0.0,1179.0,1.0,1.86,3.0,106,2.3
02149,1.73,4.0,23,2.3,0.38,0.0,1188.0,1.0,0.52,0.0,106,2.53
02150,0.42,0.0,23,2.37,0.33,0.0,1211.0,1.0,1.01,4.0,107,2.6
02151,1.59,4.0,20,2.3,0.41,0.0,1146.0,1.0,2.33,6.0,100,2.4
02152,2.51,10.0,19,1.83,2.2,7.0,1102.0,0.77,2.92,7.0,95,2.3
02155,1.65,6.0,23,2.13,0.11,0.0,1215.0,1.0,1.59,4.0,115,2.53
02163,1.0,6.0,19,2.3,0.29,4.0,1233.0,0.87,1.0,4.0,112,2.57
02169,0.56,0.0,17,2.3,0.15,0.0,1091.0,1.0,0.08,0.0,108,3.0
02170,1.47,4.0,19,2.07,0.54,3.0,1175.0,0.9,0.54,3.0,122,2.7
02171,2.46,6.0,20,2.07,0.46,0.0,1186.0,1.0,0.45,0.0,125,3.0
02176,3.32,7.0,22,2.07,0.07,0.0,1172.0,1.0,1.47,6.0,106,2.33
02180,1.5,6.0,23,2.0,0.8,0.0,1295.0,1.0,1.86,0.0,116,2.6
02184,2.42,5.0,13,2.37,1.36,0.0,903.0,1.0,1.64,0.0,89,2.67
02186,4.26,11.0,17,1.8,0.13,0.0,1129.0,1.0,1.33,5.0,108,2.4
02188,0.67,0.0,13,2.6,0.32,0.0,957.0,1.0,0.66,0.0,90,2.83
02189,1.16,5.0,12,2.3,0.92,0.0,855.0,1.0,0.92,0.0,83,2.83
02190,0.49,0.0,12,2.8,0.21,0.0,892.0,1.0,0.49,0.0,89,3.0
02191,2.69,6.0,12,2.07,1.25,6.0,874.0,0.8,1.79,6.0,89,2.4
02199,1.13,9.0,17,2.1,0.06,0.0,1101.0,1.0,0.36,7.0,101,2.3
02203,0.24,2.0,23,2.67,0.06,0.0,1221.0,1.0,0.39,1.0,113,2.83
02210,1.32,10.0,15,1.87,0.15,0.0,1104.0,1.0,0.89,6.0,93,2.4
02215,0.93,2.0,18,2.67,0.12,0.0,1226.0,1.0,0.34,0.0,112,2.87
02301,2.12,0.0,8,2.07,0.55,0.0,336.0,1.0,0.67,0.0,67,3.0
02302,2.2,4.0,8,1.9,0.48,0.0,296.0,1.0,0.7,0.0,61,2.73
02322,2.62,9.0,12,1.93,1.76,8.0,668.0,0.73,1.79,8.0,83,2.17
02324,5.82,17.0,6,1.03,0.87,0.0,174.0,1.0,5.82,16.0,32,1.33
02330,10.84,29.0,3,0.1,3.72,16.0,74.0,0.47,5.41,20.0,16,0.93
02332,14.9,27.0,3,0.3,2.5,0.0,103.0,1.0,4.49,20.0,19,0.93
02333,3.7,17.0,7,1.03,1.16,0.0,186.0,1.0,3.7,15.0,36,1.43
02338,8.85,29.0,3,0.1,5.16,13.0,166.0,0.57,7.82,20.0,28,0.63
02339,6.06,14.0,6,1.57,1.66,0.0,231.0,1.0,2.32,0.0,54,2.47
02341,7.24,20.0,5,0.97,2.67,10.0,150.0,0.67,5.95,12.0,31,1.47
02343,3.34,7.0,11,2.2,2.3,7.0,816.0,0.77,2.77,7.0,82,2.3
02346,10.13,21.0,3,0.6,1.04,0.0,136.0,1.0,10.12,21.0,26,0.9
02347,8.01,21.0,6,0.67,1.67,0.0,158.0,1.0,8.21,21.0,22,0.9
02351,4.15,8.0,6,2.03,1.05,0.0,265.0,1.0,0.54,0.0,59,2.47
02356,3.54,11.0,6,1.4,2.01,0.0,235.0,1.0,2.7,11.0,41,1.9
02357,2.91,11.0,7,1.43,0.73,10.0,235.0,0.67,0.96,11.0,45,1.9
02359,10.43,25.0,4,0.5,0.56,0.0,171.0,1.0,6.92,13.0,32,1.43
02360,10.17,24.0,1,0.2,1.52,0.0,42.0,1.0,2.83,0.0,10,3.0
02364,14.08,31.0,0,0.0,2.94,13.0,54.0,0.57,2.97,17.0,11,1.3
02366,6.61,39.0,0,0.0,0.29,0.0,28.0,1.0,5.71,18.0,8,1.2
02367,12.04,28.0,2,0.13,4.77,15.0,58.0,0.5,4.89,24.0,13,0.6
02368,4.83,10.0,14,1.8,0.17,0.0,983.0,1.0,0.16,0.0,96,2.33
02370,4.02,10.0,6,1.83,2.51,7.0,239.0,0.77,1.9,7.0,56,2.17
02375,5.38,16.0,4,1.23,0.66,0.0,179.0,1.0,3.09,14.0,34,1.47
02379,2.26,11.0,7,1.23,1.83,9.0,196.0,0.7,2.25,10.0,35,1.93
02382,3.98,11.0,6,1.77,1.69,7.0,214.0,0.77,2.56,7.0,46,2.13
02420,4.47,11.0,18,1.87,0.53,0.0,1036.0,1.0,4.05,10.0,78,1.97
02421,3.52,7.0,18,2.03,0.96,0.0,1066.0,1.0,2.99,7.0,92,2.3
02445,1.36,3.0,19,2.47,0.27,0.0,1154.0,1.0,1.07,3.0,110,2.7
02446,0.54,0.0,18,2.57,0.11,0.0,1153.0,1.0,0.32,0.0,105,3.0
02451,1.31,0.0,13,2.17,0.2,0.0,1023.0,1.0,0.18,0.0,78,3.0
02452,1.6,4.0,14,2.17,0.72,0.0,1023.0,1.0,1.06,4.0,79,2.6
02453,1.69,5.0,13,2.1,0.35,0.0,1051.0,1.0,1.65,5.0,82,2.5
02457,6.06,18.0,12,1.1,1.0,6.0,963.0,0.8,1.89,7.0,80,1.83
02458,2.33,6.0,16,2.23,0.3,0.0,1120.0,1.0,0.58,4.0,103,2.6
02459,3.2,9.0,16,1.97,0.8,0.0,1081.0,1.0,2.98,9.0,101,2.1
02460,3.06,7.0,16,2.23,0.17,0.0,1111.0,1.0,1.14,4.0,100,2.6
02461,3.94,9.0,16,2.0,0.21,0.0,1082.0,1.0,2.57,7.0,101,2.23
02462,3.81,12.0,15,1.63,0.31,0.0,1088.0,1.0,0.44,5.0,100,2.03
02464,4.69,12.0,15,1.63,0.78,4.0,1072.0,0.87,2.04,7.0,100,1.97
02465,2.95,8.0,16,2.03,0.67,0.0,1077.0,1.0,2.0,8.0,95,2.2
02466,2.89,9.0,15,1.93,0.52,0.0,1061.0,1.0,1.61,7.0,91,2.17
02467,2.29,8.0,17,2.03,0.41,0.0,1080.0,1.0,1.99,8.0,103,2.2
02468,4.34,10.0,15,1.87,0.29,0.0,1083.0,1.0,1.5,6.0,100,2.13
02472,1.69,3.0,16,2.37,0.57,0.0,1124.0,1.0,0.81,0.0,102,3.0
02474,1.66,6.0,17,2.23,0.04,0.0,1106.0,1.0,0.51,0.0,100,2.67
02476,1.81,5.0,15,2.17,0.99,0.0,1077.0,1.0,1.48,3.0,90,2.57
02478,0.91,0.0,16,2.47,0.5,0.0,1129.0,1.0,0.91,0.0,103,3.0
02481,5.15,16.0,12,1.23,0.24,0.0,979.0,1.0,1.41,0.0,71,2.17
02482,6.15,14.0,15,1.3,0.4,0.0,971.0,1.0,2.11,5.0,81,2.13
02492,6.82,15.0,16,1.33,0.18,0.0,1102.0,1.0,3.33,9.0,106,1.93
02493,2.4,10.0,13,1.57,2.29,0.0,1014.0,1.0,2.4,10.0,77,2.0
02494,5.86,13.0,15,1.6,0.4,0.0,1079.0,1.0,2.19,7.0,99,1.97
02532,2.25,0.0,1,1.0,0.51,0.0,66.0,1.0,0.59,0.0,19,2.57
02534,6.47,17.0,1,0.43,1.83,6.0,39.0,0.8,0.76,0.0,13,2.07
02535,20.31,104.0,0,0.0,4.9,18.0,11.0,0.4,9.76,23.0,1,0.23
02536,12.4,29.0,1,0.03,1.18,0.0,26.0,1.0,1.66,0.0,11,2.33
02537,10.53,21.0,2,0.53,3.04,8.0,77.0,0.73,5.86,15.0,21,1.4
02538,1.74,14.0,1,0.53,1.92,9.0,55.0,0.7,3.86,9.0,14,1.93
02539,24.76,94.0,0,0.0,0.68,0.0,11.0,1.0,5.24,17.0,1,0.43
02540,13.41,26.0,1,0.13,0.11,0.0,23.0,1.0,0.62,0.0,9,2.67
02542,7.03,16.0,1,0.47,3.17,12.0,37.0,0.6,1.68,8.0,11,1.67
02543,14.05,36.0,0,0.0,2.58,11.0,20.0,0.63,4.35,11.0,7,1.6
02553,3.26,12.0,1,0.6,1.7,12.0,39.0,0.6,1.7,8.0,11,1.93
02554,29.73,150.0,0,0.0,0.48,0.0,3.0,1.0,28.21,145.0,0,0.0
02556,8.22,20.0,1,0.33,0.58,0.0,38.0,1.0,2.54,6.0,13,2.07
02557,21.01,85.0,0,0.0,1.09,0.0,11.0,1.0,1.55,7.0,1,0.77
02558,0.98,8.0,1,0.73,1.74,6.0,58.0,0.8,2.91,6.0,16,2.33
02559,4.78,14.0,1,0.53,2.73,11.0,37.0,0.63,1.53,7.0,11,1.83
02561,5.76,11.0,1,0.63,1.4,4.0,87.0,0.87,3.64,11.0,24,1.7
02562,6.27,11.0,1,0.63,0.14,0.0,86.0,1.0,2.32,11.0,24,1.73
02563,9.03,22.0,2,0.33,2.94,0.0,76.0,1.0,4.85,16.0,20,1.4
02564,31.73,162.0,0,0.0,4.64,15.0,3.0,0.5,31.1,157.0,0,0.0
02568,19.34,82.0,0,0.0,0.38,0.0,11.0,1.0,0.34,0.0,1,1.0
02571,3.34,13.0,4,0.83,0.04,0.0,97.0,1.0,0.2,0.0,16,2.57
02575,19.71,89.0,0,0.0,1.42,0.0,11.0,1.0,3.68,8.0,1,0.73
02576,5.99,19.0,4,0.63,2.14,7.0,80.0,0.77,2.42,7.0,13,1.9
02584,31.55,160.0,0,0.0,3.27,12.0,3.0,0.6,30.69,155.0,0,0.0
02601,5.03,13.0,1,0.57,0.38,0.0,45.0,1.0,0.52,0.0,9,3.0
02630,4.66,13.0,1,0.57,1.67,8.0,45.0,0.73,1.63,10.0,9,2.0
02631,8.5,21.0,1,0.3,4.97,12.0,7.0,0.6,12.36,31.0,0,0.0
02632,7.27,17.0,1,0.43,1.03,0.0,51.0,1.0,1.03,0.0,11,2.73
02633,11.8,24.0,1,0.2,3.48,10.0,7.0,0.67,15.2,34.0,0,0.0
02635,12.35,27.0,1,0.1,3.07,6.0,52.0,0.8,2.41,6.0,13,2.4
02637,3.32,10.0,1,0.67,2.39,4.0,45.0,0.87,2.35,11.0,9,1.9
02638,3.4,12.0,1,0.6,2.21,7.0,34.0,0.77,6.9,20.0,6,1.0
02639,4.25,8.0,1,0.73,0.75,0.0,34.0,1.0,7.25,20.0,6,1.0
02641,5.1,14.0,1,0.53,4.13,10.0,34.0,0.67,8.77,23.0,6,0.7
02642,15.97,36.0,0,0.0,5.31,13.0,8.0,0.57,19.77,44.0,0,0.0
02643,15.55,35.0,0,0.0,9.09,21.0,8.0,0.3,19.37,43.0,0,0.0
02644,8.48,24.0,1,0.2,3.54,8.0,79.0,0.73,2.85,9.0,23,2.1
02645,7.86,15.0,1,0.5,1.7,0.0,34.0,1.0,11.47,25.0,6,0.5
02646,7.06,15.0,1,0.5,0.73,0.0,32.0,1.0,10.25,28.0,4,0.2
02647,6.04,14.0,1,0.53,1.36,5.0,44.0,0.83,1.08,5.0,9,2.5
02648,10.52,25.0,1,0.17,1.58,11.0,52.0,0.63,3.65,11.0,13,1.87
02649,12.19,29.0,2,0.03,1.17,0.0,55.0,1.0,1.18,0.0,15,3.0
02650,12.62,23.0,1,0.23,4.49,9.0,7.0,0.7,16.12,34.0,0,0.0
02651,17.07,42.0,0,0.0,3.03,10.0,5.0,0.67,20.65,50.0,0,0.0
02652,25.19,60.0,0,0.0,5.3,12.0,7.0,0.6,25.34,68.0,0,0.0
02653,13.52,28.0,1,0.07,7.8,14.0,12.0,0.53,17.36,37.0,0,0.0
02655,9.47,22.0,1,0.27,3.1,7.0,53.0,0.77,3.1,7.0,13,2.1
02657,25.84,70.0,0,0.0,0.3,0.0,7.0,1.0,21.59,78.0,0,0.0
02659,9.61,19.0,1,0.37,1.23,7.0,7.0,0.77,12.95,31.0,0,0.0
02660,3.11,8.0,1,0.73,2.25,7.0,34.0,0.77,6.96,19.0,6,1.1
02663,19.34,49.0,0,0.0,0.59,0.0,7.0,1.0,22.73,57.0,0,0.0
02664,1.2,0.0,1,1.0,1.2,0.0,44.0,1.0,4.15,13.0,9,1.7
02666,23.34,56.0,0,0.0,3.8,11.0,7.0,0.63,25.78,65.0,0,0.0
02667,19.66,47.0,0,0.0,0.98,0.0,7.0,1.0,22.86,55.0,0,0.0
02668,8.33,18.0,2,0.5,3.67,10.0,53.0,0.67,3.76,10.0,12,1.9
02669,10.99,21.0,1,0.3,2.54,10.0,7.0,0.67,14.28,33.0,0,0.0
02670,2.84,4.0,1,0.87,1.04,4.0,34.0,0.87,5.48,16.0,6,1.4
02671,5.18,11.0,1,0.63,1.75,3.0,34.0,0.9,8.26,23.0,6,0.7
02672,6.59,15.0,1,0.5,1.6,6.0,50.0,0.8,1.49,6.0,10,2.4
02673,2.31,5.0,1,0.83,1.8,5.0,44.0,0.83,1.82,8.0,9,2.2
02675,1.46,6.0,1,0.8,0.73,0.0,44.0,1.0,4.37,13.0,9,1.7
02702,6.89,12.0,10,1.7,5.66,12.0,244.0,0.6,6.89,12.0,34,1.8
02703,5.57,16.0,14,1.4,0.35,0.0,372.0,1.0,1.43,0.0,48,3.0
02713,13.45,310.0,0,0.0,11.61,310.0,0.0,0.0,13.45,310.0,0,0.0
02715,6.59,16.0,6,1.23,1.52,0.0,152.0,1.0,6.36,16.0,13,1.4
02717,7.74,13.0,9,1.6,1.67,7.0,162.0,0.77,6.14,11.0,22,1.77
02718,4.14,11.0,9,1.5,2.81,11.0,228.0,0.63,4.35,11.0,31,1.9
02719,1.85,5.0,7,2.43,1.85,5.0,158.0,0.83,1.91,5.0,20,2.5
02720,0.38,0.0,17,2.8,0.38,0.0,335.0,1.0,0.38,0.0,45,3.0
02721,0.52,0.0,20,2.73,0.52,0.0,345.0,1.0,0.52,0.0,50,2.73
02723,0.78,4.0,19,2.53,0.4,4.0,345.0,0.87,0.9,4.0,48,2.53
02724,0.61,0.0,20,2.73,0.43,0.0,345.0,1.0,0.62,0.0,50,2.73
02725,2.18,7.0,20,2.27,0.93,0.0,392.0,1.0,1.86,7.0,53,2.27
02726,2.99,12.0,13,1.77,2.27,8.0,298.0,0.73,2.99,12.0,37,1.8
02738,6.61,21.0,4,0.9,1.07,0.0,95.0,1.0,3.77,9.0,15,1.8
02739,5.46,11.0,8,1.8,1.39,0.0,158.0,1.0,5.55,11.0,22,1.9
02740,1.39,0.0,7,2.83,0.17,0.0,160.0,1.0,0.63,0.0,20,3.0
02743,3.64,13.0,7,1.67,3.1,8.0,157.0,0.73,3.35,9.0,20,1.83
02744,0.41,0.0,7,2.67,0.79,0.0,158.0,1.0,0.41,0.0,20,2.67
02745,2.81,9.0,9,2.07,1.9,0.0,177.0,1.0,2.18,5.0,24,2.23
02746,0.64,4.0,9,2.53,0.22,0.0,173.0,1.0,0.23,0.0,24,2.73
02747,3.93,8.0,7,2.1,0.96,0.0,158.0,1.0,0.96,0.0,20,3.0
02748,2.66,8.0,7,2.13,1.08,0.0,143.0,1.0,2.45,8.0,18,2.13
02760,7.43,19.0,15,1.03,2.31,11.0,354.0,0.63,3.16,11.0,51,1.9
02762,7.55,25.0,12,0.43,3.97,14.0,317.0,0.53,5.18,16.0,51,1.4
02763,7.28,20.0,15,1.0,1.1,8.0,345.0,0.73,1.93,8.0,54,2.2
02764,4.34,11.0,14,1.5,3.61,9.0,298.0,0.7,4.16,11.0,39,1.9
02766,6.22,13.0,10,1.3,0.69,0.0,318.0,1.0,0.55,0.0,53,2.27
02767,3.13,10.0,8,1.57,1.91,0.0,203.0,1.0,3.3,10.0,35,2.0
02769,5.65,17.0,18,1.27,4.77,11.0,372.0,0.63,5.65,17.0,51,1.3
02770,8.65,31.0,0,0.0,5.55,18.0,21.0,0.4,6.18,24.0,3,0.47
02771,2.41,12.0,19,1.7,2.28,0.0,433.0,1.0,2.41,11.0,55,1.9
02777,4.47,10.0,21,1.97,0.93,0.0,431.0,1.0,4.26,10.0,61,2.0
02779,4.62,13.0,6,1.47,4.47,13.0,106.0,0.57,4.64,13.0,12,1.7
02780,0.14,0.0,9,2.23,0.14,0.0,298.0,1.0,0.14,0.0,45,3.0
02790,6.09,16.0,7,1.3,1.01,0.0,144.0,1.0,5.58,14.0,18,1.6
02791,10.32,22.0,7,0.7,1.07,14.0,143.0,0.53,9.37,20.0,18,1.0
02802,4.58,9.0,14,1.63,1.12,4.0,381.0,0.87,4.63,9.0,48,2.1
02804,5.28,12.0,1,0.6,4.34,12.0,15.0,0.6,3.64,11.0,10,1.83
02806,5.05,16.0,16,1.33,0.43,0.0,343.0,1.0,3.39,7.0,46,1.73
02807,18.29,74.0,0,0.0,18.28,74.0,0.0,0.0,18.29,74.0,0,0.0
02808,5.13,13.0,2,0.7,4.26,13.0,26.0,0.57,4.33,12.0,12,1.73
02809,5.22,21.0,13,0.83,0.96,0.0,239.0,1.0,5.22,18.0,32,1.0
02812,8.32,28.0,2,0.07,5.18,21.0,16.0,0.3,4.34,14.0,8,0.67
02813,9.12,19.0,2,0.67,8.16,19.0,16.0,0.37,8.51,19.0,8,1.03
02814,12.06,21.0,11,0.77,4.1,11.0,249.0,0.63,6.55,12.0,39,1.23
02815,10.07,22.0,4,0.43,5.42,9.0,154.0,0.7,7.69,22.0,21,0.8
02816,8.13,13.0,10,1.13,0.95,0.0,237.0,1.0,0.95,0.0,33,2.33
02817,7.89,22.0,3,0.47,4.95,16.0,76.0,0.47,4.95,16.0,11,1.1
02818,6.56,12.0,13,1.2,0.93,0.0,265.0,1.0,3.47,12.0,40,1.8
02822,2.03,0.0,2,1.1,2.03,0.0,56.0,1.0,2.03,0.0,9,2.33
02825,13.02,22.0,3,0.43,2.68,0.0,130.0,1.0,8.07,16.0,19,1.2
02826,8.71,17.0,11,0.63,3.53,12.0,235.0,0.6,7.08,17.0,31,1.3
02827,13.62,33.0,0,0.0,7.69,17.0,28.0,0.43,7.69,18.0,6,0.77
02828,6.6,9.0,13,1.97,1.43,8.0,352.0,0.73,0.08,0.0,46,2.43
02830,9.53,18.0,5,0.5,2.75,8.0,167.0,0.73,7.9,18.0,18,1.2
02831,7.08,19.0,8,0.83,1.61,12.0,225.0,0.6,3.45,12.0,26,1.47
02832,9.82,21.0,3,0.53,8.39,20.0,63.0,0.33,2.95,6.0,18,1.47
02833,8.64,18.0,1,0.4,7.66,18.0,14.0,0.4,6.13,16.0,10,1.33
02835,3.54,12.0,5,1.23,2.88,12.0,52.0,0.6,3.54,12.0,11,1.67
02836,6.38,21.0,3,0.63,4.22,15.0,29.0,0.5,6.38,19.0,11,0.97
02837,6.96,27.0,2,0.2,4.01,23.0,49.0,0.23,6.96,27.0,5,0.2
02838,3.35,5.0,15,1.77,1.54,5.0,398.0,0.83,3.18,5.0,49,2.5
02839,9.95,20.0,6,0.57,2.93,10.0,125.0,0.67,6.81,16.0,16,1.13
02840,0.25,0.0,2,1.73,0.24,0.0,15.0,1.0,0.25,0.0,4,2.47
02841,1.51,8.0,2,1.43,0.6,8.0,16.0,0.73,1.5,8.0,4,2.13
02842,0.56,0.0,4,1.77,1.3,8.0,47.0,0.73,0.56,0.0,6,2.73
02852,4.63,20.0,7,0.87,1.62,0.0,110.0,1.0,4.42,13.0,21,1.23
02857,8.32,9.0,13,1.63,2.6,0.0,330.0,1.0,4.29,9.0,46,2.1
02858,9.55,17.0,8,0.67,2.76,9.0,214.0,0.7,7.72,16.0,25,1.33
02859,10.99,25.0,5,0.33,0.88,0.0,115.0,1.0,8.02,18.0,17,0.73
02860,0.46,0.0,13,3.0,0.36,0.0,366.0,1.0,0.45,0.0,44,3.0
02861,1.28,10.0,19,2.0,0.91,8.0,454.0,0.73,1.25,8.0,57,2.2
02863,0.82,8.0,13,2.2,0.96,6.0,371.0,0.8,1.2,8.0,45,2.2
02864,5.28,14.0,12,1.53,2.43,0.0,339.0,1.0,5.6,12.0,43,1.8
02865,3.25,10.0,13,1.97,2.3,0.0,374.0,1.0,3.66,7.0,45,2.3
02871,5.35,13.0,6,1.37,3.08,14.0,111.0,0.53,5.35,13.0,14,1.53
02872,6.42,52.0,0,0.0,4.46,38.0,0.0,0.0,6.42,50.0,0,0.0
02873,11.81,26.0,2,0.2,9.05,19.0,14.0,0.37,4.71,10.0,12,1.27
02874,4.76,13.0,5,1.0,0.96,0.0,73.0,1.0,0.93,0.0,12,2.13
02875,7.31,25.0,2,0.27,4.83,19.0,18.0,0.37,5.97,18.0,9,0.73
02876,5.25,12.0,14,1.0,3.18,12.0,286.0,0.6,3.65,12.0,40,1.8
02878,4.06,10.0,8,1.8,1.92,0.0,162.0,1.0,4.06,10.0,21,1.8
02879,1.61,0.0,2,1.13,1.27,0.0,24.0,1.0,1.61,0.0,8,2.37
02881,2.8,11.0,3,0.73,1.53,11.0,33.0,0.63,2.8,11.0,7,1.7
02882,2.05,7.0,3,0.9,1.47,7.0,35.0,0.77,2.04,7.0,8,1.97
02885,5.83,13.0,19,1.63,2.25,6.0,411.0,0.8,5.61,10.0,57,1.8
02886,2.6,0.0,13,2.2,0.32,0.0,293.0,1.0,1.21,0.0,41,3.0
