ZCTA,ZIPCODE,areaSqMi,totPopE,alcTotal,alcDens,alcPerCap
04086,4086,32.18,8763,1,0.03,0.0
04087,4087,19.05,2171,0,0.0,0.0
04088,4088,48.18,1363,0,0.0,0.0
04090,4090,57.65,10235,2,0.03,0.0
04091,4091,19.36,907,0,0.0,0.0
04092,4092,17.2,18417,0,0.0,0.0
04093,4093,40.53,8202,1,0.02,0.0
04095,4095,29.01,1181,0,0.0,0.0
04096,4096,13.36,8501,0,0.0,0.0
04097,4097,21.23,3766,0,0.0,0.0
04101,4101,2.0,17252,7,3.49,0.0
04102,4102,6.0,17494,1,0.17,0.0
04103,4103,10.27,30970,2,0.19,0.0
04105,4105,29.3,11806,0,0.0,0.0
04106,4106,12.28,25823,0,0.0,0.0
04107,4107,14.49,9102,0,0.0,0.0
04108,4108,1.19,896,0,0.0,0.0
04109,4109,1.27,100,0,0.0,0.0
04110,4110,2.25,1372,0,0.0,0.0
04210,4210,59.29,23064,1,0.02,0.0
04216,4216,136.86,371,0,0.0,0.0
04217,4217,182.78,3279,0,0.0,0.0
04219,4219,61.38,1640,0,0.0,0.0
04220,4220,78.4,3085,0,0.0,0.0
04221,4221,32.08,928,0,0.0,0.0
04222,4222,38.28,3931,0,0.0,0.0
04224,4224,74.25,2493,0,0.0,0.0
04226,4226,10.78,197,0,0.0,0.0
04227,4227,0.57,130,0,0.0,0.0
04228,4228,0.07,0,0,0.0,
04231,4231,34.08,279,0,0.0,0.0
04234,4234,0.33,63,0,0.0,0.0
04236,4236,32.28,4362,0,0.0,0.0
04237,4237,7.04,175,0,0.0,0.0
04238,4238,22.4,1775,0,0.0,0.0
04239,4239,48.38,4659,0,0.0,0.0
04240,4240,34.15,36097,3,0.09,0.0
04250,4250,11.92,4050,1,0.08,0.0
04252,4252,10.9,4846,0,0.0,0.0
04253,4253,37.62,2082,0,0.0,0.0
04254,4254,19.61,3143,0,0.0,0.0
04255,4255,37.84,625,0,0.0,0.0
04256,4256,11.26,2935,0,0.0,0.0
04257,4257,23.34,2617,0,0.0,0.0
04258,4258,29.63,2580,0,0.0,0.0
04259,4259,29.36,3208,0,0.0,0.0
04260,4260,47.12,5723,0,0.0,0.0
04261,4261,209.23,402,0,0.0,0.0
04263,4263,40.05,2233,0,0.0,0.0
04265,4265,7.06,1022,0,0.0,0.0
04267,4267,2.08,62,0,0.0,0.0
04268,4268,45.63,4969,0,0.0,0.0
04270,4270,78.64,6274,0,0.0,0.0
04271,4271,0.18,0,0,0.0,
04274,4274,41.97,5605,0,0.0,0.0
04275,4275,94.72,374,0,0.0,0.0
04276,4276,68.55,5705,0,0.0,0.0
04280,4280,41.66,6744,0,0.0,0.0
04281,4281,40.59,5131,0,0.0,0.0
04282,4282,59.26,5772,1,0.02,0.0
04284,4284,16.91,974,0,0.0,0.0
04285,4285,64.62,369,0,0.0,0.0
04286,4286,0.06,50,0,0.0,0.0
04287,4287,44.43,3235,0,0.0,0.0
04289,4289,24.26,2259,0,0.0,0.0
04290,4290,46.68,1443,0,0.0,0.0
04292,4292,44.31,1034,0,0.0,0.0
04294,4294,57.64,4005,0,0.0,0.0
04330,4330,117.1,25687,1,0.01,0.0
04342,4342,30.45,1891,0,0.0,0.0
04343,4343,0.48,16,0,0.0,0.0
04344,4344,11.23,2916,0,0.0,0.0
04345,4345,72.1,11440,1,0.01,0.0
04346,4346,2.14,1996,0,0.0,0.0
04347,4347,5.86,2506,0,0.0,0.0
04348,4348,75.24,2981,0,0.0,0.0
04349,4349,29.44,1049,0,0.0,0.0
04350,4350,37.12,3622,0,0.0,0.0
04351,4351,21.26,2547,0,0.0,0.0
04352,4352,37.73,1489,0,0.0,0.0
04353,4353,46.82,2363,0,0.0,0.0
04354,4354,40.56,1462,0,0.0,0.0
04355,4355,29.26,2553,0,0.0,0.0
04357,4357,30.41,3378,0,0.0,0.0
04358,4358,49.79,4162,0,0.0,0.0
04359,4359,0.72,286,0,0.0,0.0
04360,4360,24.19,494,0,0.0,0.0
04363,4363,34.65,2572,0,0.0,0.0
04364,4364,30.49,5917,0,0.0,0.0
04401,4401,100.21,44572,3,0.03,0.0
04406,4406,90.18,624,0,0.0,0.0
04408,4408,118.39,139,0,0.0,0.0
04410,4410,41.18,1150,0,0.0,0.0
04411,4411,42.57,1570,0,0.0,0.0
04412,4412,15.23,9123,0,0.0,0.0
04413,4413,51.38,199,0,0.0,0.0
04414,4414,246.04,1273,0,0.0,0.0
04415,4415,1.58,269,0,0.0,0.0
04416,4416,57.78,5497,0,0.0,0.0
04417,4417,62.44,334,0,0.0,0.0
04418,4418,147.38,1727,0,0.0,0.0
04419,4419,36.53,2789,0,0.0,0.0
04421,4421,7.78,1214,0,0.0,0.0
04422,4422,40.55,1409,0,0.0,0.0
04424,4424,105.18,785,0,0.0,0.0
04426,4426,154.47,4546,0,0.0,0.0
04427,4427,40.2,2830,0,0.0,0.0
04428,4428,59.52,2963,0,0.0,0.0
04429,4429,70.55,4545,0,0.0,0.0
04430,4430,9.03,1767,0,0.0,0.0
04431,4431,0.31,42,0,0.0,0.0
04434,4434,24.81,1121,0,0.0,0.0
04435,4435,38.56,1069,0,0.0,0.0
04438,4438,24.61,1001,0,0.0,0.0
04441,4441,581.4,1675,0,0.0,0.0
04442,4442,75.01,22,0,0.0,0.0
04443,4443,137.38,2430,0,0.0,0.0
04444,4444,69.05,8946,0,0.0,0.0
04448,4448,110.43,1455,0,0.0,0.0
04449,4449,37.3,1496,0,0.0,0.0
04450,4450,16.83,1214,0,0.0,0.0
04451,4451,74.93,194,0,0.0,0.0
04453,4453,67.62,745,0,0.0,0.0
04454,4454,49.45,26,0,0.0,0.0
04455,4455,84.17,788,0,0.0,0.0
04456,4456,30.06,2963,0,0.0,0.0
04457,4457,164.84,5787,0,0.0,0.0
04459,4459,80.57,889,0,0.0,0.0
04460,4460,106.95,1224,0,0.0,0.0
04461,4461,44.12,2980,0,0.0,0.0
04462,4462,1170.63,4618,1,0.0,0.0
04463,4463,146.62,3190,0,0.0,0.0
04464,4464,200.05,528,0,0.0,0.0
04468,4468,119.27,9156,1,0.01,0.0
04469,4469,0.24,2578,0,0.0,0.0
04471,4471,96.01,666,0,0.0,0.0
04472,4472,46.7,2115,0,0.0,0.0
04473,4473,17.93,8151,2,0.11,0.0
04474,4474,24.99,3666,0,0.0,0.0
04475,4475,24.21,610,0,0.0,0.0
04476,4476,39.88,1180,0,0.0,0.0
04478,4478,396.69,309,0,0.0,0.0
04479,4479,38.44,1272,0,0.0,0.0
04481,4481,30.97,497,0,0.0,0.0
04485,4485,44.56,208,0,0.0,0.0
04487,4487,219.8,924,0,0.0,0.0
04488,4488,35.01,1563,0,0.0,0.0
04489,4489,0.2,221,0,0.0,0.0
04490,4490,263.99,266,0,0.0,0.0
04491,4491,12.94,146,0,0.0,0.0
04492,4492,46.5,145,0,0.0,0.0
04493,4493,66.78,1899,0,0.0,0.0
04495,4495,43.7,469,0,0.0,0.0
04496,4496,35.53,3898,0,0.0,0.0
04497,4497,240.32,283,0,0.0,0.0
04530,4530,28.79,10891,0,0.0,0.0
04535,4535,20.9,842,0,0.0,0.0
04537,4537,16.76,2069,0,0.0,0.0
04538,4538,4.88,1942,1,0.21,0.0
04539,4539,16.34,1059,0,0.0,0.0
04541,4541,1.84,41,0,0.0,0.0
04543,4543,12.43,2028,0,0.0,0.0
04544,4544,3.24,624,0,0.0,0.0
04547,4547,14.1,987,0,0.0,0.0
04548,4548,18.58,917,0,0.0,0.0
04551,4551,16.47,797,0,0.0,0.0
04553,4553,29.05,1704,0,0.0,0.0
04554,4554,4.28,911,0,0.0,0.0
04555,4555,18.94,1641,0,0.0,0.0
04556,4556,18.07,1082,0,0.0,0.0
04558,4558,4.13,121,0,0.0,0.0
04562,4562,28.76,2130,0,0.0,0.0
04563,4563,19.23,1529,0,0.0,0.0
04564,4564,8.68,602,0,0.0,0.0
04568,4568,4.96,443,0,0.0,0.0
04570,4570,0.27,0,0,0.0,
04571,4571,2.12,402,0,0.0,0.0
04572,4572,71.5,4993,0,0.0,0.0
04573,4573,8.14,471,1,0.12,0.0
04574,4574,37.9,1456,0,0.0,0.0
04575,4575,0.66,70,0,0.0,0.0
04576,4576,5.11,587,0,0.0,0.0
04578,4578,33.44,4365,0,0.0,0.0
04579,4579,35.04,3089,0,0.0,0.0
04605,4605,284.57,13955,0,0.0,0.0
04606,4606,42.63,1172,0,0.0,0.0
04607,4607,50.01,1199,0,0.0,0.0
04609,4609,42.24,5425,3,0.07,0.0
04611,4611,5.62,447,0,0.0,0.0
04612,4612,5.49,468,0,0.0,0.0
04613,4613,1.87,78,0,0.0,0.0
04614,4614,60.21,2663,1,0.02,0.0
04616,4616,17.92,713,0,0.0,0.0
04617,4617,25.45,814,0,0.0,0.0
04619,4619,34.32,2998,0,0.0,0.0
04622,4622,257.24,1101,0,0.0,0.0
04623,4623,136.12,910,0,0.0,0.0
04624,4624,5.71,185,0,0.0,0.0
04625,4625,2.11,77,0,0.0,0.0
04626,4626,46.82,484,0,0.0,0.0
04627,4627,21.46,1657,1,0.05,0.0
04628,4628,86.87,757,0,0.0,0.0
04629,4629,2.27,0,0,0.0,
04630,4630,87.78,1384,0,0.0,0.0
04631,4631,3.66,1351,0,0.0,0.0
04634,4634,105.76,1808,0,0.0,0.0
04635,4635,4.44,12,0,0.0,0.0
04637,4637,89.63,155,0,0.0,0.0
04640,4640,27.7,2093,0,0.0,0.0
04642,4642,5.65,82,0,0.0,0.0
04643,4643,21.3,1053,0,0.0,0.0
04644,4644,0.0,0,0,0.0,
04645,4645,12.52,26,0,0.0,0.0
04646,4646,1.06,65,0,0.0,0.0
04648,4648,34.33,765,0,0.0,0.0
04649,4649,28.51,1295,0,0.0,0.0
04650,4650,3.84,264,0,0.0,0.0
04652,4652,61.28,1607,0,0.0,0.0
04653,4653,2.87,607,0,0.0,0.0
04654,4654,100.04,3209,1,0.01,0.0
04655,4655,21.4,1050,0,0.0,0.0
04657,4657,100.85,313,0,0.0,0.0
04658,4658,24.24,1581,0,0.0,0.0
04660,4660,28.86,1084,0,0.0,0.0
04662,4662,2.71,446,0,0.0,0.0
04664,4664,35.86,1343,0,0.0,0.0
04666,4666,63.0,1251,0,0.0,0.0
04667,4667,29.86,1430,0,0.0,0.0
04668,4668,97.04,1640,0,0.0,0.0
04669,4669,2.73,192,0,0.0,0.0
04671,4671,28.19,523,0,0.0,0.0
04673,4673,3.01,225,0,0.0,0.0
04674,4674,8.48,475,0,0.0,0.0
04675,4675,5.12,187,0,0.0,0.0
04676,4676,24.01,1059,0,0.0,0.0
04677,4677,3.99,327,0,0.0,0.0
04679,4679,13.72,1722,2,0.15,0.0
04680,4680,43.01,1182,0,0.0,0.0
04681,4681,9.81,1074,0,0.0,0.0
04683,4683,4.43,104,0,0.0,0.0
04684,4684,36.98,1599,0,0.0,0.0
04685,4685,14.36,449,0,0.0,0.0
04686,4686,113.22,129,0,0.0,0.0
04691,4691,46.96,325,0,0.0,0.0
04693,4693,14.38,393,0,0.0,0.0
04694,4694,131.03,2193,0,0.0,0.0
04730,4730,234.61,9797,0,0.0,0.0
04732,4732,438.03,1694,0,0.0,0.0
04733,4733,52.66,224,0,0.0,0.0
04734,4734,45.14,711,0,0.0,0.0
04735,4735,48.49,634,0,0.0,0.0
04736,4736,166.85,9177,0,0.0,0.0
04739,4739,225.18,870,0,0.0,0.0
04740,4740,38.65,1109,0,0.0,0.0
04741,4741,3.34,4,0,0.0,0.0
04742,4742,76.99,3333,0,0.0,0.0
04743,4743,135.94,4527,0,0.0,0.0
04745,4745,23.97,933,0,0.0,0.0
04746,4746,36.88,429,0,0.0,0.0
04747,4747,162.87,1324,0,0.0,0.0
04750,4750,78.4,2228,0,0.0,0.0
04756,4756,17.82,3207,0,0.0,0.0
04757,4757,129.2,3016,0,0.0,0.0
04758,4758,35.14,1368,0,0.0,0.0
04760,4760,100.3,677,0,0.0,0.0
04761,4761,18.37,524,0,0.0,0.0
04762,4762,39.77,544,0,0.0,0.0
04763,4763,35.06,756,0,0.0,0.0
04764,4764,65.64,30,0,0.0,0.0
04765,4765,571.44,1070,0,0.0,0.0
04766,4766,36.53,395,0,0.0,0.0
04768,4768,207.46,359,0,0.0,0.0
04769,4769,75.78,9162,0,0.0,0.0
04772,4772,29.62,825,0,0.0,0.0
04773,4773,39.01,602,0,0.0,0.0
04774,4774,177.28,548,0,0.0,0.0
04776,4776,85.53,1003,0,0.0,0.0
04777,4777,90.11,427,0,0.0,0.0
04779,4779,94.96,310,0,0.0,0.0
04780,4780,303.82,778,0,0.0,0.0
04781,4781,48.87,568,0,0.0,0.0
04783,4783,56.23,508,0,0.0,0.0
04785,4785,101.95,2264,0,0.0,0.0
04786,4786,70.35,1952,0,0.0,0.0
04787,4787,40.24,620,0,0.0,0.0
04841,4841,12.84,7190,1,0.08,0.0
04843,4843,18.49,4834,1,0.05,0.0
04847,4847,21.96,1583,0,0.0,0.0
04848,4848,14.31,734,0,0.0,0.0
04849,4849,61.12,3693,0,0.0,0.0
04851,4851,2.32,82,0,0.0,0.0
04852,4852,0.85,38,0,0.0,0.0
04853,4853,11.37,501,0,0.0,0.0
04854,4854,8.88,1537,0,0.0,0.0
04855,4855,2.3,195,0,0.0,0.0
04856,4856,21.64,3384,0,0.0,0.0
04858,4858,11.38,1365,0,0.0,0.0
04859,4859,6.64,890,0,0.0,0.0
04860,4860,17.84,1537,0,0.0,0.0
04861,4861,10.94,2782,0,0.0,0.0
04862,4862,65.0,4146,0,0.0,0.0
04863,4863,23.3,1081,1,0.04,0.0
04864,4864,46.47,4718,0,0.0,0.0
04901,4901,78.82,26834,2,0.03,0.0
04910,4910,38.83,2050,0,0.0,0.0
04911,4911,63.74,2171,0,0.0,0.0
04912,4912,60.02,933,0,0.0,0.0
04915,4915,73.04,8981,0,0.0,0.0
04917,4917,39.71,2840,0,0.0,0.0
04918,4918,3.58,307,0,0.0,0.0
04920,4920,254.13,1681,0,0.0,0.0
04921,4921,47.46,1581,0,0.0,0.0
04922,4922,38.89,1062,0,0.0,0.0
04923,4923,21.36,514,0,0.0,0.0
04924,4924,41.16,2364,0,0.0,0.0
04925,4925,56.85,89,0,0.0,0.0
04926,4926,0.11,96,0,0.0,0.0
04927,4927,43.87,3355,0,0.0,0.0
04928,4928,38.71,2032,0,0.0,0.0
04929,4929,19.88,845,0,0.0,0.0
04930,4930,53.97,4056,0,0.0,0.0
04932,4932,36.29,1192,0,0.0,0.0
04933,4933,0.09,24,0,0.0,0.0
04936,4936,441.11,186,0,0.0,0.0
04937,4937,52.06,6546,1,0.02,0.0
04938,4938,122.72,9855,0,0.0,0.0
04939,4939,37.67,1011,0,0.0,0.0
04940,4940,0.48,0,0,0.0,
04941,4941,64.18,1777,1,0.02,0.0
04942,4942,144.27,1333,0,0.0,0.0
04943,4943,37.14,1665,0,0.0,0.0
04944,4944,1.61,37,0,0.0,0.0
04945,4945,923.22,1022,0,0.0,0.0
04947,4947,126.23,1313,0,0.0,0.0
04949,4949,26.0,818,0,0.0,0.0
04950,4950,51.88,4683,0,0.0,0.0
04951,4951,40.29,1019,0,0.0,0.0
04952,4952,30.2,1886,0,0.0,0.0
04953,4953,29.44,3226,0,0.0,0.0
04955,4955,44.56,1557,0,0.0,0.0
04956,4956,37.94,920,0,0.0,0.0
04957,4957,81.44,4164,0,0.0,0.0
04958,4958,54.91,1826,0,0.0,0.0
04961,4961,292.49,827,0,0.0,0.0
04962,4962,0.08,190,0,0.0,0.0
04963,4963,51.01,7257,0,0.0,0.0
04964,4964,92.83,127,0,0.0,0.0
04965,4965,40.14,2068,0,0.0,0.0
04966,4966,199.58,1719,0,0.0,0.0
04967,4967,48.54,4065,0,0.0,0.0
04969,4969,29.71,1270,0,0.0,0.0
04970,4970,230.58,1427,0,0.0,0.0
04971,4971,44.79,2041,0,0.0,0.0
04973,4973,37.71,1508,0,0.0,0.0
04974,4974,28.59,2593,0,0.0,0.0
04975,4975,0.05,0,0,0.0,
04976,4976,99.58,9752,0,0.0,0.0
04978,4978,15.11,746,0,0.0,0.0
04979,4979,43.85,884,0,0.0,0.0
04981,4981,37.8,2419,0,0.0,0.0
04982,4982,53.37,570,0,0.0,0.0
04983,4983,150.29,1857,0,0.0,0.0
04984,4984,23.59,600,0,0.0,0.0
04985,4985,200.46,52,0,0.0,0.0
04986,4986,55.38,1673,0,0.0,0.0
04987,4987,34.92,1023,0,0.0,0.0
04988,4988,49.78,2348,0,0.0,0.0
04989,4989,44.17,4132,0,0.0,0.0
04992,4992,0.06,142,0,0.0,0.0
05001,5001,43.26,9303,0,0.0,0.0
05031,5031,9.97,128,0,0.0,0.0
05032,5032,69.95,2308,0,0.0,0.0
05033,5033,28.94,2577,0,0.0,0.0
05034,5034,5.68,332,0,0.0,0.0
05035,5035,31.94,693,0,0.0,0.0
05036,5036,33.37,1089,0,0.0,0.0
05037,5037,10.4,533,0,0.0,0.0
05038,5038,39.64,1383,0,0.0,0.0
05039,5039,44.1,1129,0,0.0,0.0
05040,5040,10.63,634,0,0.0,0.0
05041,5041,5.88,486,0,0.0,0.0
05042,5042,23.83,530,0,0.0,0.0
05043,5043,8.12,1009,0,0.0,0.0
05045,5045,51.71,1889,0,0.0,0.0
05046,5046,59.79,1137,1,0.02,0.0
05047,5047,0.0,,1,inf,
05048,5048,27.51,2912,0,0.0,0.0
05050,5050,0.43,158,0,0.0,0.0
05051,5051,48.05,1565,0,0.0,0.0
05052,5052,2.58,156,0,0.0,0.0
05053,5053,8.73,472,0,0.0,0.0
05055,5055,41.17,3219,1,0.02,0.0
05056,5056,42.82,418,0,0.0,0.0
05058,5058,4.1,266,0,0.0,0.0
05059,5059,5.29,404,0,0.0,0.0
05060,5060,69.49,4495,1,0.01,0.0
05061,5061,25.88,1447,0,0.0,0.0
05062,5062,42.66,694,0,0.0,0.0
05065,5065,32.19,967,0,0.0,0.0
05067,5067,16.45,191,0,0.0,0.0
05068,5068,51.46,3192,0,0.0,0.0
05069,5069,12.01,548,0,0.0,0.0
05070,5070,13.69,526,0,0.0,0.0
05071,5071,19.3,89,0,0.0,0.0
05072,5072,26.19,480,0,0.0,0.0
05075,5075,25.64,1032,0,0.0,0.0
05076,5076,28.83,403,0,0.0,0.0
05077,5077,42.25,1179,0,0.0,0.0
05079,5079,36.49,681,0,0.0,0.0
05081,5081,9.31,536,0,0.0,0.0
05083,5083,0.72,288,0,0.0,0.0
05084,5084,2.37,266,0,0.0,0.0
05086,5086,24.46,699,0,0.0,0.0
05089,5089,41.13,4552,1,0.02,0.0
05091,5091,67.07,3391,1,0.01,0.0
05101,5101,34.4,4401,0,0.0,0.0
05141,5141,0.99,141,0,0.0,0.0
05142,5142,26.91,741,0,0.0,0.0
05143,5143,94.86,4390,0,0.0,0.0
05146,5146,44.24,680,0,0.0,0.0
05148,5148,26.94,941,0,0.0,0.0
05149,5149,44.05,2090,2,0.05,0.0
05150,5150,2.39,702,0,0.0,0.0
05151,5151,27.83,1542,0,0.0,0.0
05152,5152,40.72,355,0,0.0,0.0
05153,5153,12.56,606,0,0.0,0.0
05154,5154,2.65,519,0,0.0,0.0
05155,5155,41.52,871,0,0.0,0.0
05156,5156,60.35,9112,0,0.0,0.0
05158,5158,11.47,1041,0,0.0,0.0
05161,5161,34.53,588,0,0.0,0.0
05201,5201,93.09,14197,1,0.01,0.0
05250,5250,91.58,3605,0,0.0,0.0
05251,5251,34.9,1440,0,0.0,0.0
05252,5252,38.94,250,0,0.0,0.0
05253,5253,13.13,481,0,0.0,0.0
05254,5254,2.01,251,0,0.0,0.0
05255,5255,39.42,4022,1,0.03,0.0
