ZIP,ZCTA,SVIS,SVI_THEME1,SVI_THEME2,SVI_THEME3,SVI_THEME4
57027,57027,0.17,0.19,0.2,0.12,0.47
57034,57034,0.18,0.19,0.21,0.12,0.47
57365,57365,0.16,0.24,0.38,0.08,0.27
57532,57532,0.22,0.13,0.65,0.13,0.37
57534,57534,0.26,0.36,0.5,0.15,0.27
57544,57544,0.18,0.25,0.39,0.09,0.29
57568,57568,0.16,0.24,0.38,0.08,0.27
57569,57569,0.16,0.24,0.38,0.08,0.27
57576,57576,0.16,0.24,0.38,0.08,0.27
57012,57012,0.4,0.3,0.57,0.36,0.51
57035,57035,0.2,0.12,0.54,0.13,0.39
57043,57043,0.33,0.26,0.64,0.17,0.51
57047,57047,0.34,0.26,0.61,0.21,0.5
57053,57053,0.32,0.25,0.63,0.17,0.5
57247,57247,0.5,0.25,0.79,0.42,0.67
57262,57262,0.81,0.72,0.88,0.46,0.85
57270,57270,0.5,0.26,0.79,0.4,0.66
57421,57421,0.5,0.25,0.79,0.42,0.67
57430,57430,0.5,0.25,0.79,0.42,0.67
57701,57701,0.7,0.55,0.78,0.32,0.84
57702,57702,0.24,0.19,0.46,0.18,0.38
57718,57718,0.3,0.25,0.5,0.19,0.47
57741,57741,0.11,0.09,0.35,0.05,0.32
57769,57769,0.2,0.18,0.42,0.13,0.39
57788,57788,0.38,0.36,0.6,0.14,0.51
57626,57626,0.21,0.22,0.34,0.12,0.43
57706,57706,0.3,0.4,0.23,0.49,0.27
57719,57719,0.34,0.28,0.46,0.19,0.58
57737,57737,0.17,0.2,0.29,0.14,0.35
57748,57748,0.17,0.2,0.29,0.14,0.35
57758,57758,0.22,0.23,0.36,0.12,0.43
57761,57761,0.3,0.18,0.41,0.26,0.57
57767,57767,0.28,0.18,0.4,0.25,0.55
57787,57787,0.17,0.2,0.29,0.14,0.35
57791,57791,0.26,0.19,0.37,0.22,0.5
57792,57792,0.17,0.2,0.29,0.14,0.35
57337,57337,0.41,0.4,0.64,0.13,0.58
57349,57349,0.42,0.4,0.65,0.12,0.59
57103,57103,0.52,0.47,0.44,0.47,0.62
57110,57110,0.36,0.3,0.43,0.39,0.44
57104,57104,0.69,0.6,0.48,0.54,0.82
57105,57105,0.28,0.32,0.37,0.22,0.34
57003,57003,0.16,0.1,0.3,0.21,0.4
57030,57030,0.15,0.1,0.23,0.2,0.43
57055,57055,0.23,0.18,0.45,0.12,0.49
57198,57198,0.16,0.1,0.23,0.21,0.45
57020,57020,0.26,0.21,0.54,0.1,0.49
57033,57033,0.2,0.12,0.53,0.12,0.4
57041,57041,0.17,0.14,0.58,0.21,0.2
57015,57015,0.31,0.24,0.62,0.16,0.49
57107,57107,0.4,0.4,0.36,0.41,0.48
57005,57005,0.09,0.07,0.38,0.05,0.25
57068,57068,0.03,0.08,0.24,0.04,0.08
57024,57024,0.76,0.63,0.86,0.49,0.79
57028,57028,0.75,0.62,0.85,0.48,0.78
57065,57065,0.25,0.32,0.27,0.27,0.35
57703,57703,0.45,0.37,0.65,0.15,0.67
57745,57745,0.31,0.31,0.21,0.4,0.48
57620,57620,0.39,0.31,0.59,0.04,0.76
57640,57640,0.39,0.31,0.59,0.04,0.76
57649,57649,0.37,0.3,0.52,0.08,0.73
57651,57651,0.31,0.28,0.26,0.22,0.64
57224,57224,0.41,0.34,0.81,0.2,0.45
57255,57255,0.41,0.34,0.81,0.2,0.45
57260,57260,0.41,0.34,0.81,0.2,0.45
57257,57257,0.84,0.82,0.87,0.38,0.85
57314,57314,0.34,0.34,0.49,0.22,0.46
57358,57358,0.34,0.34,0.49,0.22,0.46
57424,57424,0.14,0.22,0.41,0.06,0.21
57440,57440,0.34,0.34,0.49,0.24,0.46
57465,57465,0.2,0.26,0.5,0.04,0.34
57429,57429,0.36,0.35,0.5,0.25,0.47
57436,57436,0.36,0.35,0.5,0.25,0.47
57477,57477,0.36,0.35,0.5,0.25,0.47
57442,57442,0.24,0.23,0.58,0.07,0.4
57520,57520,0.14,0.06,0.48,0.04,0.42
57522,57522,0.16,0.13,0.42,0.21,0.29
57029,57029,0.65,0.61,0.76,0.24,0.76
57036,57036,0.52,0.38,0.84,0.22,0.66
57045,57045,0.63,0.61,0.74,0.24,0.73
57070,57070,0.51,0.37,0.83,0.22,0.65
57025,57025,0.36,0.25,0.71,0.06,0.66
57038,57038,0.17,0.14,0.38,0.24,0.28
57049,57049,0.17,0.14,0.38,0.24,0.28
57078,57078,0.55,0.43,0.71,0.21,0.79
57046,57046,0.13,0.21,0.46,0.11,0.15
57067,57067,0.13,0.21,0.46,0.11,0.15
37831,37831,0.62,0.37,0.63,0.62,0.81
37716,37716,0.53,0.61,0.78,0.11,0.52
37840,37840,0.43,0.68,0.86,0.05,0.18
37769,37769,0.71,0.81,0.9,0.02,0.72
37710,37710,0.58,0.86,0.81,0.01,0.33
37717,37717,0.73,0.67,0.84,0.19,0.88
37754,37754,0.44,0.6,0.61,0.1,0.43
37018,37018,0.35,0.54,0.6,0.15,0.23
37020,37020,0.29,0.26,0.51,0.25,0.38
37160,37160,0.76,0.7,0.79,0.56,0.73
37183,37183,0.45,0.64,0.61,0.1,0.4
37161,37161,0.67,0.56,0.81,0.65,0.55
37360,37360,0.34,0.53,0.4,0.06,0.43
38320,38320,0.7,0.79,0.79,0.13,0.67
37801,37801,0.44,0.56,0.55,0.22,0.41
37804,37804,0.49,0.51,0.68,0.24,0.5
37853,37853,0.35,0.42,0.36,0.09,0.6
37920,37920,0.41,0.6,0.35,0.16,0.45
37803,37803,0.29,0.38,0.46,0.13,0.37
37886,37886,0.43,0.66,0.62,0.1,0.29
37737,37737,0.26,0.43,0.43,0.16,0.2
37802,37802,0.57,0.64,0.57,0.19,0.66
37865,37865,0.36,0.53,0.57,0.15,0.29
37882,37882,0.45,0.66,0.67,0.13,0.28
37742,37742,0.25,0.36,0.66,0.12,0.2
37878,37878,0.36,0.58,0.64,0.06,0.26
37311,37311,0.76,0.79,0.64,0.52,0.7
37312,37312,0.57,0.5,0.71,0.42,0.58
37323,37323,0.5,0.67,0.67,0.19,0.35
37320,37320,0.73,0.79,0.83,0.6,0.42
37310,37310,0.39,0.47,0.73,0.21,0.3
37336,37336,0.38,0.54,0.63,0.1,0.32
37353,37353,0.35,0.48,0.61,0.14,0.31
37714,37714,0.56,0.68,0.91,0.14,0.33
37756,37756,0.72,0.89,0.97,0.12,0.42
37757,37757,0.46,0.58,0.7,0.07,0.49
37847,37847,0.66,0.9,0.89,0.05,0.39
37766,37766,0.69,0.82,0.9,0.05,0.61
37870,37870,0.51,0.79,0.66,0.07,0.34
37026,37026,0.39,0.51,0.52,0.1,0.44
37037,37037,0.17,0.23,0.45,0.2,0.19
37110,37110,0.73,0.77,0.87,0.37,0.59
37149,37149,0.36,0.51,0.44,0.08,0.41
37190,37190,0.62,0.67,0.74,0.12,0.69
37357,37357,0.59,0.65,0.73,0.19,0.59
38201,38201,0.76,0.77,0.89,0.16,0.78
38258,38258,0.41,0.63,0.64,0.17,0.22
38321,38321,0.46,0.7,0.46,0.21,0.31
38342,38342,0.79,0.77,0.95,0.09,0.86
38344,38344,0.69,0.67,0.86,0.25,0.7
38220,38220,0.42,0.63,0.66,0.17,0.23
38235,38235,0.4,0.63,0.64,0.17,0.22
38358,38358,0.68,0.74,0.78,0.29,0.63
37643,37643,0.6,0.71,0.81,0.09,0.54
37601,37601,0.61,0.64,0.66,0.26,0.63
37692,37692,0.72,0.59,0.8,0.33,0.86
37658,37658,0.56,0.8,0.85,0.09,0.28
37687,37687,0.59,0.76,0.67,0.14,0.49
37015,37015,0.58,0.62,0.72,0.22,0.62
37036,37036,0.7,0.78,0.54,0.14,0.87
37143,37143,0.33,0.44,0.41,0.16,0.45
37080,37080,0.24,0.42,0.53,0.09,0.22
37146,37146,0.2,0.42,0.34,0.05,0.22
37035,37035,0.36,0.62,0.4,0.06,0.39
37032,37032,0.36,0.5,0.55,0.1,0.38
37043,37043,0.3,0.27,0.6,0.27,0.36
37082,37082,0.18,0.41,0.23,0.11,0.21
37187,37187,0.4,0.66,0.48,0.14,0.28
37062,37062,0.26,0.39,0.54,0.22,0.21
38044,38044,0.66,0.8,0.63,0.21,0.63
38315,38315,0.58,0.85,0.6,0.19,0.35
38334,38334,0.52,0.78,0.62,0.18,0.28
38340,38340,0.6,0.77,0.67,0.25,0.47
38356,38356,0.43,0.57,0.54,0.28,0.34
38366,38366,0.41,0.51,0.79,0.2,0.25
37825,37825,0.61,0.76,0.72,0.16,0.54
37879,37879,0.74,0.86,0.77,0.13,0.74
37821,37821,0.72,0.85,0.88,0.1,0.63
37355,37355,0.52,0.53,0.7,0.21,0.58
37342,37342,0.69,0.67,0.89,0.34,0.58
37388,37388,0.55,0.59,0.75,0.17,0.57
37389,37389,,,0.0,0.0,0.0
38006,38006,0.78,0.62,0.84,0.53,0.84
38337,38337,0.52,0.73,0.56,0.29,0.33
38343,38343,0.69,0.65,0.89,0.38,0.63
38001,38001,0.79,0.79,0.83,0.55,0.66
38021,38021,0.7,0.65,0.94,0.38,0.54
38034,38034,0.69,0.68,0.91,0.39,0.5
38040,38040,0.79,0.73,0.95,0.48,0.62
38050,38050,0.71,0.7,0.85,0.54,0.52
38336,38336,0.86,0.65,0.91,0.56,0.95
37723,37723,0.56,0.76,0.8,0.02,0.45
38558,38558,0.28,0.49,0.53,0.03,0.27
38571,38571,0.45,0.6,0.71,0.11,0.39
38555,38555,0.76,0.73,0.96,0.33,0.68
38574,38574,0.79,0.83,0.83,0.45,0.7
38557,38557,0.96,0.87,0.97,0.46,0.98
38572,38572,0.43,0.59,0.76,0.08,0.34
37072,37072,0.48,0.45,0.66,0.37,0.49
37189,37189,0.43,0.5,0.44,0.51,0.34
37218,37218,0.68,0.68,0.72,0.66,0.54
37207,37207,0.84,0.84,0.81,0.73,0.63
37115,37115,0.78,0.69,0.64,0.78,0.74
37073,37073,0.37,0.43,0.74,0.15,0.32
37138,37138,0.33,0.39,0.47,0.41,0.28
37116,37116,0.94,0.94,0.87,0.77,0.79
37216,37216,0.36,0.48,0.2,0.52,0.37
37206,37206,0.5,0.51,0.28,0.51,0.65
37213,37213,0.98,0.97,0.86,0.7,0.98
37208,37208,0.66,0.72,0.44,0.56,0.77
37229,37229,0.14,0.34,0.09,0.25,0.2
37250,37250,0.14,0.34,0.09,0.25,0.2
37076,37076,0.38,0.36,0.45,0.58,0.34
37122,37122,0.23,0.19,0.39,0.32,0.35
37013,37013,0.54,0.51,0.35,0.8,0.48
37086,37086,0.58,0.59,0.59,0.72,0.37
37203,37203,0.39,0.45,0.18,0.46,0.73
37210,37210,0.66,0.62,0.23,0.7,0.79
37212,37212,0.24,0.35,0.06,0.37,0.5
37215,37215,0.07,0.04,0.21,0.22,0.25
37220,37220,0.01,0.01,0.15,0.09,0.04
37205,37205,0.13,0.06,0.17,0.22,0.43
37221,37221,0.19,0.17,0.22,0.41,0.34
37064,37064,0.26,0.22,0.34,0.3,0.38
37027,37027,0.08,0.04,0.23,0.33,0.19
37024,37024,0.0,0.0,0.21,0.02,0.02
37222,37222,0.93,0.86,0.59,0.92,0.92
37135,37135,0.07,0.07,0.2,0.37,0.11
38328,38328,0.55,0.8,0.67,0.29,0.27
38363,38363,0.67,0.83,0.78,0.08,0.61
37059,37059,0.37,0.54,0.31,0.12,0.51
37166,37166,0.67,0.71,0.79,0.2,0.67
38544,38544,0.56,0.68,0.88,0.17,0.36
38582,38582,0.46,0.53,0.73,0.05,0.54
38583,38583,0.6,0.73,0.78,0.13,0.54
37012,37012,0.36,0.52,0.33,0.14,0.47
37095,37095,0.44,0.59,0.37,0.14,0.55
37184,37184,0.36,0.49,0.62,0.26,0.23
38548,38548,0.44,0.55,0.65,0.02,0.53
38567,38567,0.37,0.41,0.64,0.15,0.43
38569,38569,0.37,0.5,0.38,0.13,0.48
37051,37051,0.45,0.55,0.65,0.08,0.5
37055,37055,0.59,0.58,0.7,0.33,0.61
37029,37029,0.26,0.3,0.45,0.11,0.42
37025,37025,0.48,0.64,0.76,0.19,0.26
37056,37056,0.72,0.69,0.76,0.29,0.8
38024,38024,0.7,0.73,0.89,0.27,0.62
38059,38059,0.63,0.65,0.88,0.22,0.54
38259,38259,0.66,0.68,0.9,0.24,0.56
38025,38025,0.73,0.64,0.97,0.14,0.78
38070,38070,0.6,0.76,0.94,0.11,0.31
38007,38007,0.45,0.67,0.68,0.35,0.15
38030,38030,0.45,0.67,0.68,0.35,0.15
38047,38047,0.45,0.67,0.68,0.35,0.15
38080,38080,0.76,0.78,0.9,0.26,0.72
38240,38240,0.56,0.78,0.73,0.07,0.39
38002,38002,0.16,0.17,0.29,0.37,0.19
38028,38028,0.25,0.26,0.33,0.49,0.23
38060,38060,0.18,0.29,0.44,0.25,0.15
38068,38068,0.68,0.74,0.74,0.28,0.67
38017,38017,0.14,0.14,0.27,0.36,0.18
38048,38048,0.22,0.22,0.48,0.39,0.2
38066,38066,0.25,0.45,0.33,0.33,0.15
38076,38076,0.5,0.61,0.62,0.27,0.42
38057,38057,0.67,0.75,0.88,0.51,0.31
38075,38075,0.72,0.88,0.44,0.47,0.61
38549,38549,0.61,0.68,0.65,0.09,0.77
38556,38556,0.63,0.82,0.76,0.06,0.54
38577,38577,0.54,0.68,0.68,0.06,0.57
38504,38504,0.46,0.82,0.54,0.02,0.28
38565,38565,0.52,0.72,0.82,0.02,0.38
37330,37330,0.4,0.53,0.74,0.13,0.31
37352,37352,0.37,0.47,0.54,0.06,0.5
37398,37398,0.6,0.56,0.83,0.26,0.59
37306,37306,0.41,0.47,0.82,0.29,0.22
37324,37324,0.61,0.56,0.81,0.38,0.54
37318,37318,0.65,0.64,0.88,0.3,0.56
37328,37328,0.58,0.8,0.82,0.06,0.41
37335,37335,0.6,0.81,0.84,0.02,0.43
37345,37345,0.4,0.63,0.54,0.46,0.12
38233,38233,0.45,0.68,0.75,0.11,0.25
38330,38330,0.76,0.78,0.96,0.15,0.72
38369,38369,0.5,0.69,0.72,0.14,0.35
38382,38382,0.69,0.78,0.8,0.23,0.62
38316,38316,0.55,0.66,0.86,0.14,0.41
38331,38331,0.4,0.66,0.7,0.04,0.26
38355,38355,0.12,0.3,0.45,0.12,0.07
38389,38389,0.36,0.5,0.97,0.06,0.12
38346,38346,0.55,0.65,0.86,0.14,0.41
37047,37047,0.43,0.61,0.74,0.09,0.32
37144,37144,0.33,0.53,0.65,0.06,0.24
38453,38453,0.28,0.49,0.53,0.15,0.21
38459,38459,0.21,0.45,0.53,0.15,0.09
38472,38472,0.42,0.59,0.8,0.04,0.31
38478,38478,0.62,0.65,0.78,0.29,0.58
38460,38460,0.44,0.75,0.6,0.08,0.24
38464,38464,0.61,0.74,0.82,0.11,0.52
38468,38468,0.44,0.68,0.72,0.04,0.3
38477,38477,0.43,0.61,0.66,0.15,0.33
38473,38473,0.43,0.76,0.59,0.07,0.22
38449,38449,0.48,0.6,0.66,0.19,0.43
38455,38455,0.57,0.63,0.64,0.31,0.52
37745,37745,0.55,0.61,0.75,0.17,0.56
37743,37743,0.58,0.69,0.8,0.13,0.54
37813,37813,0.69,0.82,0.74,0.48,0.46
37814,37814,0.74,0.75,0.8,0.49,0.65
37815,37815,0.75,0.82,0.65,0.63,0.55
37816,37816,0.97,1.0,0.94,0.82,0.73
37860,37860,0.49,0.64,0.69,0.13,0.44
37778,37778,0.42,0.72,0.63,0.22,0.14
37890,37890,0.56,0.71,0.71,0.35,0.33
37891,37891,0.51,0.69,0.75,0.04,0.41
37711,37711,0.56,0.79,0.84,0.04,0.33
37877,37877,0.4,0.63,0.63,0.14,0.26
37405,37405,0.27,0.32,0.21,0.25,0.51
37415,37415,0.42,0.45,0.4,0.32,0.55
37403,37403,0.52,0.76,0.12,0.4,0.79
37404,37404,0.79,0.85,0.6,0.68,0.6
37409,37409,0.42,0.6,0.4,0.31,0.4
37407,37407,0.89,0.98,0.82,0.81,0.51
37408,37408,0.48,0.57,0.21,0.58,0.57
37414,37414,0.74,0.68,0.67,0.77,0.58
37406,37406,0.83,0.85,0.84,0.53,0.64
37341,37341,0.31,0.39,0.41,0.24,0.35
37363,37363,0.32,0.29,0.34,0.4,0.42
37308,37308,0.47,0.57,0.69,0.17,0.43
37373,37373,0.29,0.63,0.46,0.02,0.19
37379,37379,0.32,0.42,0.55,0.12,0.33
37343,37343,0.38,0.36,0.56,0.22,0.5
37384,37384,0.44,0.42,0.86,0.14,0.44
37351,37351,0.47,0.45,0.53,0.17,0.71
37377,37377,0.16,0.16,0.48,0.11,0.25
37302,37302,0.3,0.39,0.61,0.37,0.17
37424,37424,0.34,0.2,0.37,0.65,0.41
37412,37412,0.56,0.58,0.54,0.53,0.51
37422,37422,0.53,0.29,0.61,0.56,0.72
37350,37350,0.02,0.0,0.44,0.12,0.05
37419,37419,0.49,0.38,0.82,0.45,0.41
38008,38008,0.82,0.84,0.89,0.35,0.75
38042,38042,0.79,0.88,0.92,0.36,0.54
38052,38052,0.71,0.87,0.87,0.36,0.33
38067,38067,0.78,0.9,0.92,0.36,0.46
38372,38372,0.62,0.71,0.89,0.2,0.56
38425,38425,0.67,0.76,0.37,0.21,0.82
38475,38475,0.48,0.67,0.84,0.04,0.3
38326,38326,0.48,0.78,0.61,0.17,0.21
38357,38357,0.52,0.71,0.64,0.17,0.39
38365,38365,0.48,0.78,0.61,0.17,0.21
38376,38376,0.49,0.76,0.62,0.17,0.26
38379,38379,0.7,0.85,0.85,0.18,0.5
37857,37857,0.62,0.69,0.86,0.14,0.5
37642,37642,0.58,0.71,0.8,0.16,0.46
37645,37645,0.64,0.61,0.79,0.16,0.76
37660,37660,0.63,0.69,0.8,0.16,0.65
38012,38012,0.78,0.75,0.86,0.54,0.63
38049,38049,0.84,0.84,0.78,0.59,0.75
38069,38069,0.58,0.79,0.52,0.36,0.37
38351,38351,0.7,0.77,0.79,0.28,0.65
38388,38388,0.5,0.66,0.59,0.23,0.4
38242,38242,0.64,0.68,0.87,0.22,0.55
38231,38231,0.55,0.63,0.78,0.44,0.3
38251,38251,0.59,0.75,0.84,0.06,0.5
37033,37033,0.62,0.71,0.74,0.09,0.66
37098,37098,0.43,0.63,0.75,0.17,0.2
37137,37137,0.66,0.8,0.6,0.26,0.6
37096,37096,0.73,0.81,0.84,0.08,0.78
37097,37097,0.49,0.68,0.65,0.05,0.48
38462,38462,0.66,0.67,0.9,0.11,0.68
37101,37101,0.54,0.75,0.64,0.08,0.46
37134,37134,0.33,0.64,0.51,0.09,0.19
37185,37185,0.56,0.67,0.7,0.11,0.59
37760,37760,0.74,0.72,0.78,0.26,0.82
37820,37820,0.58,0.66,0.73,0.29,0.47
37688,37688,0.27,0.69,0.58,0.04,0.06
37683,37683,0.61,0.69,0.63,0.1,0.72
37680,37680,0.56,0.72,0.76,0.01,0.57
37691,37691,0.56,0.72,0.76,0.01,0.57
37917,37917,0.67,0.73,0.52,0.49,0.64
37918,37918,0.45,0.49,0.54,0.27,0.49
37927,37927,0.62,0.56,0.63,0.57,0.6
37914,37914,0.69,0.72,0.76,0.55,0.52
37915,37915,0.95,0.93,0.87,0.78,0.89
37940,37940,0.46,0.53,0.33,0.29,0.59
37909,37909,0.53,0.53,0.28,0.62,0.63
37919,37919,0.28,0.23,0.27,0.26,0.49
37921,37921,0.54,0.59,0.5,0.51,0.52
37912,37912,0.6,0.65,0.71,0.47,0.45
37924,37924,0.39,0.43,0.62,0.24,0.4
37928,37928,0.25,0.35,0.29,0.34,0.24
37923,37923,0.25,0.33,0.2,0.49,0.28
37931,37931,0.25,0.24,0.38,0.25,0.36
37932,37932,0.16,0.28,0.37,0.18,0.21
37871,37871,0.53,0.6,0.83,0.19,0.4
37764,37764,0.49,0.62,0.84,0.14,0.31
37922,37922,0.06,0.06,0.2,0.32,0.11
37934,37934,0.07,0.06,0.36,0.24,0.15
37772,37772,0.26,0.21,0.35,0.35,0.42
37933,37933,0.14,0.01,0.33,0.31,0.37
37849,37849,0.4,0.47,0.66,0.17,0.39
37938,37938,0.2,0.29,0.56,0.05,0.27
37721,37721,0.28,0.54,0.43,0.09,0.24
37807,37807,0.72,0.85,0.72,0.11,0.72
38077,38077,0.81,0.79,0.95,0.25,0.79
38079,38079,0.92,0.96,0.67,0.38,0.98
38037,38037,0.71,0.76,0.86,0.25,0.62
38063,38063,0.74,0.8,0.87,0.36,0.59
38041,38041,0.7,0.83,0.61,0.39,0.6
38456,38456,0.79,0.88,0.76,0.41,0.65
38474,38474,0.73,0.75,0.71,0.33,0.78
38483,38483,0.63,0.74,0.88,0.13,0.5
38486,38486,0.48,0.83,0.64,0.09,0.2
38463,38463,0.52,0.86,0.77,0.09,0.18
38469,38469,0.48,0.73,0.76,0.05,0.3
38481,38481,0.44,0.84,0.57,0.1,0.15
38457,38457,0.57,0.81,0.75,0.04,0.41
37334,37334,0.63,0.62,0.83,0.34,0.55
37348,37348,0.59,0.79,0.83,0.05,0.45
37359,37359,0.25,0.54,0.51,0.06,0.18
38488,38488,0.46,0.57,0.79,0.1,0.37
37771,37771,0.72,0.75,0.66,0.49,0.72
37774,37774,0.49,0.52,0.55,0.25,0.6
37885,37885,0.52,0.64,0.7,0.19,0.45
37303,37303,0.65,0.7,0.74,0.31,0.64
37826,37826,0.44,0.6,0.73,0.13,0.3
37874,37874,0.74,0.81,0.8,0.2,0.72
37370,37370,0.59,0.74,0.59,0.2,0.57
37371,37371,0.34,0.37,0.59,0.02,0.56
37309,37309,0.61,0.77,0.57,0.21,0.57
37325,37325,0.58,0.75,0.56,0.12,0.58
37329,37329,0.62,0.81,0.69,0.12,0.52
37331,37331,0.54,0.66,0.77,0.15,0.41
38310,38310,0.73,0.89,0.79,0.25,0.54
38332,38332,0.48,0.64,0.65,0.2,0.37
38359,38359,0.7,0.87,0.74,0.24,0.5
38361,38361,0.58,0.87,0.55,0.19,0.34
38375,38375,0.76,0.88,0.8,0.11,0.76
38061,38061,0.71,0.86,0.87,0.24,0.47
38367,38367,0.64,0.79,0.93,0.12,0.39
38339,38339,0.56,0.72,0.75,0.15,0.41
38393,38393,0.63,0.78,0.94,0.12,0.36
37057,37057,0.59,0.69,0.7,0.15,0.57
37074,37074,0.65,0.76,0.6,0.31,0.61
37083,37083,0.66,0.69,0.86,0.22,0.64
37145,37145,0.38,0.58,0.61,0.09,0.33
38301,38301,0.73,0.81,0.72,0.46,0.6
38305,38305,0.43,0.46,0.57,0.49,0.34
38303,38303,0.79,0.89,0.84,0.43,0.56
38362,38362,0.37,0.53,0.62,0.36,0.18
38313,38313,0.38,0.54,0.66,0.19,0.25
38378,38378,0.4,0.54,0.58,0.34,0.24
38308,38308,0.3,0.24,0.6,0.47,0.25
38391,38391,0.38,0.4,0.63,0.32,0.34
38392,38392,0.39,0.48,0.55,0.29,0.33
37347,37347,0.57,0.63,0.79,0.11,0.59
37397,37397,0.66,0.75,0.83,0.09,0.64
37374,37374,0.57,0.58,0.72,0.06,0.77
37380,37380,0.68,0.72,0.86,0.11,0.7
37387,37387,0.72,0.74,0.93,0.17,0.65
37356,37356,0.48,0.63,0.77,0.1,0.4
37366,37366,0.58,0.62,0.91,0.08,0.54
37375,37375,0.38,0.56,0.18,0.18,0.59
37034,37034,0.31,0.42,0.78,0.12,0.22
37046,37046,0.04,0.11,0.19,0.14,0.08
37060,37060,0.28,0.33,0.61,0.17,0.28
37091,37091,0.66,0.68,0.8,0.37,0.6
37174,37174,0.16,0.19,0.19,0.3,0.31
38401,38401,0.55,0.54,0.69,0.36,0.54
37019,37019,0.42,0.53,0.72,0.13,0.37
38451,38451,0.28,0.47,0.43,0.1,0.3
38402,38402,0.85,0.77,0.86,0.61,0.82
38454,38454,0.76,0.77,0.85,0.09,0.88
38461,38461,0.33,0.48,0.71,0.1,0.25
38487,38487,0.39,0.51,0.74,0.15,0.28
37846,37846,0.59,0.74,0.74,0.24,0.43
37354,37354,0.72,0.83,0.75,0.18,0.7
37385,37385,0.66,0.83,0.82,0.1,0.54
37040,37040,0.52,0.65,0.46,0.45,0.44
37052,37052,0.48,0.57,0.53,0.06,0.65
37142,37142,0.48,0.57,0.53,0.06,0.66
37050,37050,0.53,0.76,0.54,0.19,0.38
37061,37061,0.59,0.7,0.6,0.16,0.64
37171,37171,0.48,0.57,0.53,0.06,0.66
37010,37010,0.35,0.35,0.66,0.14,0.44
38237,38237,0.54,0.61,0.52,0.27,0.58
38257,38257,0.67,0.71,0.81,0.24,0.62
38261,38261,0.69,0.71,0.88,0.4,0.49
38260,38260,0.58,0.77,0.81,0.07,0.4
38253,38253,0.52,0.52,0.58,0.32,0.56
38255,38255,0.56,0.73,0.79,0.18,0.36
38542,38542,0.54,0.77,0.67,0.13,0.37
38543,38543,0.53,0.76,0.6,0.03,0.48
38554,38554,0.52,0.74,0.68,0.31,0.23
38570,38570,0.62,0.71,0.69,0.04,0.74
38573,38573,0.54,0.75,0.68,0.03,0.5
38589,38589,0.51,0.75,0.74,0.02,0.37
38541,38541,0.66,0.77,0.84,0.04,0.66
38551,38551,0.79,0.8,0.89,0.06,0.91
38568,38568,0.6,0.76,0.66,0.03,0.62
38580,38580,0.35,0.55,0.75,0.05,0.23
38501,38501,0.56,0.65,0.48,0.34,0.58
38506,38506,0.46,0.45,0.72,0.2,0.48
38553,38553,0.53,0.72,0.84,0.02,0.39
37369,37369,0.59,0.73,0.6,0.08,0.68
37307,37307,0.58,0.66,0.67,0.02,0.75
37361,37361,0.41,0.7,0.69,0.06,0.21
38503,38503,0.82,0.99,0.07,0.65,0.88
38545,38545,0.61,0.71,0.83,0.12,0.56
38564,38564,0.7,0.8,0.88,0.19,0.57
37332,37332,0.53,0.72,0.79,0.24,0.28
37381,37381,0.54,0.76,0.8,0.06,0.4
37321,37321,0.74,0.83,0.82,0.43,0.62
37854,37854,0.59,0.64,0.74,0.21,0.57
37048,37048,0.21,0.35,0.57,0.06,0.18
37049,37049,0.25,0.47,0.52,0.05,0.19
37141,37141,0.27,0.42,0.61,0.07,0.24
37148,37148,0.47,0.59,0.75,0.19,0.35
37172,37172,0.62,0.64,0.68,0.5,0.54
37188,37188,0.3,0.42,0.58,0.16,0.25
37152,37152,0.4,0.45,0.75,0.3,0.25
37167,37167,0.47,0.49,0.45,0.59,0.41
37089,37089,0.38,0.44,0.5,0.57,0.21
37129,37129,0.36,0.37,0.43,0.38,0.42
37090,37090,0.34,0.37,0.52,0.19,0.43
37085,37085,0.19,0.39,0.37,0.1,0.18
37118,37118,0.24,0.43,0.43,0.13,0.2
37130,37130,0.58,0.61,0.33,0.58,0.62
37127,37127,0.28,0.37,0.2,0.38,0.36
37128,37128,0.19,0.25,0.27,0.49,0.15
37153,37153,0.14,0.23,0.35,0.2,0.16
37063,37063,0.17,0.27,0.37,0.09,0.25
37014,37014,0.09,0.21,0.23,0.14,0.14
37180,37180,0.53,0.54,0.89,0.04,0.59
37131,37131,0.11,0.19,0.2,0.31,0.14
37133,37133,0.55,0.48,0.3,0.7,0.63
37755,37755,0.79,0.89,0.94,0.09,0.72
37841,37841,0.7,0.8,0.93,0.03,0.66
37876,37876,0.55,0.65,0.58,0.27,0.53
37862,37862,0.75,0.65,0.8,0.47,0.78
37863,37863,0.72,0.62,0.69,0.51,0.8
37864,37864,0.74,0.49,0.95,0.51,0.78
37868,37868,0.79,0.57,0.77,0.63,0.91
38103,38103,0.26,0.26,0.05,0.5,0.68
38107,38107,0.75,0.81,0.78,0.49,0.6
38122,38122,0.7,0.75,0.66,0.71,0.41
38112,38112,0.65,0.68,0.59,0.61,0.57
38108,38108,0.89,0.97,0.89,0.69,0.51
38104,38104,0.45,0.52,0.2,0.45,0.58
38105,38105,0.85,0.91,0.47,0.65,0.79
38117,38117,0.21,0.23,0.42,0.38,0.2
