ZCTA,year,totWrkE,eduP,hghRskP,hltCrP,retailP
41018,2018,14632,6.2,16.75,10.87,13.85
41030,2018,2743,6.09,25.34,7.91,10.94
41031,2018,6937,6.73,41.18,16.42,10.97
41033,2018,746,5.9,46.38,7.64,9.92
41034,2018,518,2.9,43.63,11,8.69
41035,2018,5101,8.31,34.58,7.19,12.1
41039,2018,1248,8.41,34.94,14.1,12.1
41040,2018,3187,4.17,33.01,8.13,16.69
41041,2018,2853,11.18,32.56,14.79,15.98
41042,2018,26882,6.03,18.51,11.85,14.81
41043,2018,760,14.87,23.68,11.97,10.39
41044,2018,394,10.15,47.46,6.09,5.33
41045,2018,737,7.6,35.96,5.83,8.41
41046,2018,461,4.56,21.48,8.46,11.5
41048,2018,8124,6.77,17.57,11.84,11.8
41049,2018,986,14.3,39.66,12.78,12.78
41051,2018,15520,7.42,20.7,15.36,9.56
41052,2018,31,0,67.74,0,0
41055,2018,1052,11.5,35.17,18.35,7.98
41056,2018,5450,6.84,34.55,15.1,13.19
41059,2018,1201,10.74,30.97,11.49,2.33
41062,2018,0,NA,NA,NA,NA
41063,2018,1478,10.22,27.94,16.37,8.59
41064,2018,766,9.27,45.95,10.05,7.18
41071,2018,9935,8.9,15.56,13.77,12.2
41073,2018,3285,7.85,18.3,12.79,7.34
41074,2018,2637,8.3,17.75,11.38,14.6
41075,2018,8679,9.14,18.41,15.61,11.59
41076,2018,8601,11.58,13.81,15.28,11.81
41080,2018,1378,5.95,24.53,6.39,15.31
41083,2018,498,0.8,35.34,18.88,4.02
41085,2018,399,4.76,19.05,21.55,13.28
41086,2018,1125,12.62,35.64,10.84,6.31
41091,2018,9851,8.44,21.87,10.78,12.03
41092,2018,1755,4.79,27.18,12.14,12.71
41093,2018,1217,6.66,54.64,11.59,10.02
41094,2018,7508,5.74,26.6,13.07,9.2
41095,2018,1633,7.84,42.25,3.06,6.55
41097,2018,2703,6.99,27.12,11.58,11.02
41098,2018,665,4.96,39.7,12.48,7.52
41099,2018,458,21.83,2.18,2.18,23.36
41101,2018,7009,8.29,13,22.11,14.98
41102,2018,8052,9.54,16.68,17.92,12.79
41121,2018,424,11.08,39.62,16.27,8.49
41124,2018,267,11.99,24.72,19.1,17.98
41129,2018,3734,10.52,19.58,23.59,11.68
41132,2018,80,0,13.75,30,0
41135,2018,24,20.83,12.5,45.83,20.83
41139,2018,3484,9.56,15.79,24.66,14.75
41141,2018,573,6.63,25.65,16.58,12.22
41142,2018,28,100,0,0,0
41143,2018,4846,14.09,21.11,16.51,10.87
41144,2018,3562,9.63,21.62,18.02,16.17
41146,2018,136,0,17.65,27.94,6.62
41149,2018,137,0,16.06,45.99,18.25
41159,2018,77,7.79,29.87,5.19,45.45
41164,2018,3927,13.17,27.88,16.55,11.89
41166,2018,519,3.08,21.39,16.96,24.66
41168,2018,966,12.01,17.08,17.81,14.7
41169,2018,2213,11.97,11.66,22.91,13.56
41171,2018,1106,6.87,28.66,17.45,11.48
41174,2018,436,12.61,24.77,30.73,13.07
41175,2018,2077,7.37,25.71,19.93,16.18
41179,2018,2513,11.78,35.77,14.88,8.64
41180,2018,327,2.45,34.56,15.6,8.87
41183,2018,636,10.06,16.67,22.8,19.81
41189,2018,768,6.51,40.76,19.01,12.76
41201,2018,0,NA,NA,NA,NA
41203,2018,220,11.36,6.82,29.55,0
41204,2018,146,7.53,10.96,28.08,0
41214,2018,113,0,29.2,10.62,37.17
41216,2018,493,12.58,28.6,8.72,21.5
41219,2018,550,8.36,26,13.27,15.09
41222,2018,788,12.31,19.29,13.71,21.32
41224,2018,1345,28.03,21.19,11.67,14.8
41226,2018,42,0,19.05,0,16.67
41230,2018,3809,8.58,23.23,12.97,14.02
41231,2018,356,14.04,43.26,8.43,6.18
41232,2018,214,18.22,4.21,14.02,37.85
41234,2018,281,0,24.91,22.78,22.06
41238,2018,158,7.59,24.05,32.28,6.96
41240,2018,1872,14.42,8.44,25.37,17.57
41250,2018,408,9.8,13.97,8.82,6.62
41254,2018,129,18.6,25.58,7.75,37.21
41255,2018,404,19.8,12.62,18.07,6.93
41256,2018,1190,17.39,20.17,11.43,11.85
41257,2018,215,9.3,16.74,24.65,21.86
41260,2018,143,12.59,19.58,12.59,0
41262,2018,273,0,3.66,17.58,47.25
41263,2018,102,0,45.1,25.49,0
41264,2018,153,7.19,9.15,0,3.92
41265,2018,430,10.47,22.56,16.98,12.56
41267,2018,253,3.95,11.86,17.39,15.42
41268,2018,40,0,17.5,27.5,20
41271,2018,41,0,56.1,0,0
41274,2018,123,0,7.32,14.63,0
41301,2018,1594,14.3,20.7,8.85,10.23
41311,2018,1788,13.7,24.78,16,12.02
41314,2018,1283,13.72,21.9,19.8,5.14
41317,2018,44,27.27,27.27,20.45,0
41332,2018,254,7.09,21.26,14.57,7.48
41339,2018,3288,14.23,18.89,19.13,12.38
41348,2018,262,16.41,17.18,21.76,4.58
41352,2018,237,11.81,15.19,2.53,17.72
41360,2018,254,6.69,69.69,4.72,0
41365,2018,118,14.41,46.61,0,10.17
41366,2018,0,NA,NA,NA,NA
41367,2018,43,18.6,0,20.93,0
41385,2018,166,8.43,28.92,15.06,6.63
41390,2018,0,NA,NA,NA,NA
41397,2018,0,NA,NA,NA,NA
41408,2018,125,16.8,40,15.2,12
41421,2018,69,8.7,18.84,18.84,0
41425,2018,350,9.14,35.71,34.57,8.57
41464,2018,128,8.59,11.72,0,0
41465,2018,3432,14.63,24.68,25.93,8.1
41472,2018,2706,13.49,24.87,16.59,13.23
41501,2018,9107,13.79,16.31,18.1,15.93
41503,2018,230,3.91,34.78,13.91,6.52
41512,2018,226,5.31,33.19,16.37,11.95
41513,2018,148,10.14,10.81,4.73,10.14
41514,2018,994,5.73,27.97,8.35,16.3
41517,2018,27,0,14.81,33.33,0
41519,2018,404,5.94,26.73,3.96,27.97
41522,2018,1320,12.73,14.92,19.24,16.14
41524,2018,26,0,0,42.31,0
41526,2018,0,NA,NA,NA,NA
41527,2018,357,13.45,27.73,17.65,5.88
41528,2018,105,0,0,56.19,0
41531,2018,293,17.41,17.75,28.33,20.48
41534,2018,69,0,26.09,17.39,28.99
41535,2018,156,28.85,31.41,17.31,7.69
41537,2018,1398,14.66,24.18,14.74,14.09
41538,2018,18,0,66.67,0,0
41539,2018,630,10.79,32.06,5.08,10.48
41540,2018,89,14.61,8.99,33.71,19.1
41543,2018,52,17.31,0,25,57.69
41544,2018,220,17.27,46.36,11.36,9.09
41547,2018,172,54.65,45.35,0,0
41548,2018,316,3.16,33.23,19.62,10.76
41553,2018,473,19.66,50.32,23.26,0
41554,2018,274,20.07,38.32,11.31,2.55
41555,2018,137,16.79,18.25,27.74,24.82
41557,2018,672,22.17,34.38,4.76,8.18
41558,2018,269,1.86,30.11,17.1,21.19
41559,2018,52,0,17.31,0,0
41560,2018,36,33.33,22.22,22.22,0
41562,2018,1170,10.26,38.72,7.95,19.57
41563,2018,144,31.94,29.17,11.11,9.72
41564,2018,211,4.27,23.22,12.32,30.33
41566,2018,292,12.67,31.51,3.77,13.01
41567,2018,25,52,24,0,24
41568,2018,119,27.73,0,22.69,30.25
41571,2018,185,0,21.62,8.11,11.89
41572,2018,1008,17.66,15.08,16.47,8.93
41601,2018,214,22.9,12.62,18.22,7.01
41602,2018,471,0,17.2,12.31,19.75
41603,2018,516,3.29,15.7,12.6,5.23
41604,2018,112,25.89,9.82,0,25
41605,2018,317,19.56,10.73,14.51,9.15
41606,2018,196,12.76,4.08,27.55,15.82
41607,2018,188,0,11.17,31.38,0
41612,2018,28,0,71.43,28.57,0
41615,2018,203,47.78,15.76,0,3.94
41616,2018,127,7.87,25.2,3.94,22.05
41619,2018,49,0,0,14.29,0
41621,2018,64,0,15.62,0,0
41622,2018,101,0,0,64.36,0
41630,2018,261,7.28,13.03,17.62,22.61
41631,2018,374,0,12.83,27.27,16.84
41632,2018,94,11.7,51.06,0,20.21
41635,2018,719,7.51,23.09,10.57,15.86
41636,2018,113,0,41.59,48.67,0
41640,2018,156,6.41,30.77,26.92,19.23
41642,2018,187,11.23,4.81,54.01,15.51
41643,2018,3,0,0,100,0
41645,2018,389,8.74,41.13,18.77,7.71
41647,2018,275,1.09,19.27,48,27.27
41649,2018,818,21.64,14.06,11,10.27
41650,2018,26,0,38.46,34.62,0
41653,2018,3305,10.44,17,21.57,14.49
41655,2018,188,0,12.23,9.57,37.77
41659,2018,63,0,28.57,0,0
41660,2018,191,24.08,21.99,0,29.84
41663,2018,209,18.18,51.67,0,0
41666,2018,230,3.48,29.13,11.3,19.57
41667,2018,228,3.95,25.44,27.63,8.33
41669,2018,113,15.93,21.24,29.2,5.31
41701,2018,5582,12.24,13.92,23.95,12.45
41712,2018,202,6.44,12.87,24.26,9.41
41713,2018,0,NA,NA,NA,NA
41714,2018,108,0,13.89,12.96,21.3
41719,2018,359,27.3,6.69,25.07,5.01
41721,2018,111,1.8,24.32,26.13,0.9
41722,2018,274,8.76,27.01,8.39,8.76
41723,2018,348,6.61,11.78,29.6,18.97
41725,2018,92,0,39.13,34.78,17.39
41727,2018,311,11.58,24.12,18.97,9.97
41729,2018,42,0,0,0,100
41731,2018,282,24.82,22.34,7.45,21.63
41735,2018,32,0,46.88,12.5,0
41739,2018,38,0,78.95,0,21.05
41740,2018,369,10.84,5.96,18.16,20.6
41745,2018,141,23.4,33.33,23.4,0
41746,2018,108,7.41,22.22,28.7,0
41749,2018,1002,9.58,12.18,20.26,19.86
41751,2018,96,0,10.42,0,38.54
41754,2018,120,0,41.67,25,0
41759,2018,86,0,45.35,0,9.3
41760,2018,0,NA,NA,NA,NA
41762,2018,0,NA,NA,NA,NA
41763,2018,135,24.44,36.3,4.44,11.85
41764,2018,244,0,13.52,14.34,7.79
41766,2018,29,44.83,55.17,0,0
41772,2018,104,12.5,32.69,25,0
41773,2018,334,17.37,15.27,22.46,11.08
41774,2018,885,10.17,23.73,21.81,14.46
41775,2018,20,0,0,100,0
41776,2018,473,17.34,28.12,32.56,6.55
41777,2018,124,37.1,22.58,0,17.74
41804,2018,147,44.9,1.36,7.48,5.44
41810,2018,113,0,9.73,53.98,0
41812,2018,81,7.41,37.04,17.28,23.46
41815,2018,310,21.29,20.32,20.32,16.13
41817,2018,108,0,7.41,50.93,0
41819,2018,144,7.64,6.94,38.89,11.81
41821,2018,132,15.91,45.45,10.61,0
41822,2018,564,22.16,14.89,18.09,5.32
41824,2018,364,10.16,11.81,20.6,21.7
41825,2018,237,5.91,13.5,0,12.24
41826,2018,237,0,24.89,28.27,13.08
41828,2018,212,18.4,33.49,16.04,0.94
41831,2018,343,11.66,36.44,13.41,12.24
41832,2018,145,11.03,64.14,0,8.28
41833,2018,142,32.39,16.9,16.9,0
41834,2018,64,0,21.88,0,0
41835,2018,249,6.43,4.82,10.04,22.49
41836,2018,498,3.61,11.04,14.06,20.68
41837,2018,493,8.72,16.84,33.67,7.1
41838,2018,166,0,40.36,12.65,19.88
41839,2018,463,21.81,18.14,4.32,3.46
41840,2018,281,12.46,31.67,8.19,7.47
41843,2018,183,11.48,8.74,23.5,30.6
41844,2018,445,28.76,4.94,18.65,15.51
41845,2018,55,0,0,61.82,1.82
41847,2018,185,0,16.22,55.14,7.03
41848,2018,0,NA,NA,NA,NA
41849,2018,15,0,0,0,0
41855,2018,372,18.01,6.99,35.48,0
41858,2018,2054,11.2,17.04,32.62,9.79
41859,2018,78,0,0,60.26,8.97
41861,2018,32,0,0,0,50
41862,2018,190,10,7.89,15.26,16.32
42001,2018,13000,7.2,17.25,19.41,12.23
42003,2018,12358,5.13,18.54,16.73,14.17
42020,2018,927,14.13,26,10.57,7.98
42021,2018,560,4.46,40.71,12.86,10.54
42022,2018,82,0,65.85,34.15,0
42023,2018,825,8.85,29.33,14.91,10.3
42024,2018,506,12.06,28.46,17.19,14.03
42025,2018,8257,12.44,28.35,14.86,10.88
42027,2018,817,9.67,17.5,23.01,16.03
42028,2018,355,12.96,31.83,7.61,8.17
42029,2018,2600,6.38,36.04,12.81,9.96
42031,2018,999,13.31,18.32,20.02,9.51
42032,2018,103,5.83,21.36,21.36,11.65
42035,2018,473,14.59,27.27,9.09,7.4
42036,2018,597,15.75,30.32,11.39,4.52
42037,2018,23,0,43.48,0,0
42038,2018,1715,4.02,25.83,12.71,16.85
42039,2018,888,11.37,34.35,17,10.7
42040,2018,426,24.65,30.75,9.86,10.33
42041,2018,1792,8.31,22.38,11.38,16.96
42044,2018,1245,7.39,26.1,10.68,12.37
42045,2018,1123,6.95,22.53,12.11,17.45
42047,2018,103,0,59.22,25.24,7.77
42048,2018,608,2.96,27.3,21.22,15.46
42049,2018,718,9.47,30.36,10.45,11.7
42050,2018,954,10.69,28.51,14.57,8.7
42051,2018,1599,11.57,32.02,20.64,8.13
42053,2018,2256,9.22,21.5,14.05,10.06
42054,2018,481,12.68,38.88,14.35,5.41
42055,2018,1011,8.8,22.26,5.04,18.99
42056,2018,818,4.77,26.04,12.22,10.27
42058,2018,1121,5.89,21.05,18.82,7.58
42060,2018,0,NA,NA,NA,NA
42061,2018,0,NA,NA,NA,NA
42064,2018,3345,6.88,35.7,14.47,10.61
42066,2018,9232,7.54,27.58,14.04,11.36
42069,2018,330,0,39.7,24.24,0
42071,2018,14606,23.21,17.61,10.06,12.67
42076,2018,342,12.28,22.22,7.02,11.99
42078,2018,462,7.36,37.45,15.8,8.44
42079,2018,775,7.74,34.32,13.68,15.35
42081,2018,701,12.55,27.1,6.13,25.96
42082,2018,830,10.24,11.93,16.39,13.61
42083,2018,196,15.82,18.37,6.63,10.2
42084,2018,39,0,20.51,33.33,7.69
42085,2018,383,0.52,33.94,6.27,9.4
42086,2018,1963,11.31,25.22,13.65,13.86
42087,2018,871,2.3,28.7,18.6,18.03
42088,2018,1102,12.61,23.87,13.16,7.89
42101,2018,29911,10.18,25.47,11.54,13.35
42102,2018,35,0,100,0,0
42103,2018,10337,9.29,24.56,16.78,12.55
42104,2018,16248,14.28,23.47,14.2,11.76
42120,2018,960,4.9,32.29,21.15,9.58
42122,2018,2675,11.59,24.15,13.72,14.92
42123,2018,376,3.99,29.79,11.44,15.16
42124,2018,9,0,0,0,0
42127,2018,2800,6.32,37.21,12.18,13.07
42129,2018,2726,7.12,40.87,11.74,13.61
42130,2018,127,0,7.09,37.8,15.75
42133,2018,806,6.2,39.21,5.33,10.05
42134,2018,8018,5.45,36.42,10.8,12.7
42140,2018,464,8.41,39.01,12.07,15.73
42141,2018,13082,8.3,33.5,12.6,12.31
42151,2018,0,NA,NA,NA,NA
42153,2018,158,7.59,58.23,6.96,15.19
42154,2018,198,2.02,64.65,5.56,0
42156,2018,132,5.3,60.61,7.58,0
42157,2018,233,3.43,79.83,3.43,0
42159,2018,858,21.79,29.49,7.11,8.62
42160,2018,827,14.99,36.28,9.92,9.55
42163,2018,47,0,0,0,0
42164,2018,7072,8.94,35.52,12.73,12.85
42166,2018,1210,2.23,43.8,9.83,16.03
42167,2018,3299,8.09,41.25,13.61,11.46
42170,2018,805,5.96,39.63,7.58,8.94
42171,2018,3375,9.39,26.87,12.41,10.9
42202,2018,928,4.2,52.37,4.31,4.31
42204,2018,260,10.38,26.54,4.23,41.15
42206,2018,2609,6.32,45.84,11.69,12.69
42207,2018,418,12.68,28.47,22.97,4.78
42210,2018,1366,15.3,31.99,12.15,9.3
42211,2018,5318,6.75,29.32,16.43,14.84
42214,2018,246,16.67,2.85,2.44,17.48
42215,2018,500,11,41,10,4.4
42217,2018,1382,6.15,42.33,15.56,13.39
42220,2018,2761,11.26,35.53,8.8,12.42
42223,2018,2262,3.18,9.59,19.45,9.2
42232,2018,387,14.73,7.75,25.58,3.88
42234,2018,917,7.09,37.4,13.74,10.14
42236,2018,274,10.58,39.42,15.69,4.01
42240,2018,15660,10.15,30.07,13.6,10.2
42254,2018,132,1.52,28.03,23.48,17.42
42256,2018,1863,12.18,44.23,8.16,10.84
42259,2018,467,5.14,32.12,17.13,8.35
42261,2018,4377,9.53,37.9,10.08,6.58
42262,2018,3448,4,19.66,10.64,15.57
42265,2018,383,8.88,51.96,15.14,3.39
42266,2018,772,8.16,31.48,11.14,15.93
42273,2018,191,5.76,49.74,19.9,14.14
42274,2018,1091,7.42,29.24,15.12,11.37
42275,2018,208,11.06,43.75,10.1,20.19
42276,2018,5356,5.43,34.63,13.76,13.48
42280,2018,133,14.29,57.14,4.51,4.51
42285,2018,76,0,57.89,42.11,0
42286,2018,440,17.5,40,6.82,9.09
42301,2018,19569,9.14,23.09,15.95,13.39
42303,2018,18117,7.82,24.89,16.11,11.35
42320,2018,3310,10.48,34.38,16.22,8.46
42321,2018,40,0,25,0,0
42322,2018,0,NA,NA,NA,NA
42323,2018,223,24.66,43.05,15.7,4.93
42324,2018,411,16.06,32.36,17.03,5.84
42325,2018,882,9.07,26.87,12.13,20.07
42326,2018,158,5.06,80.38,3.8,6.33
42327,2018,1813,9.05,43.19,18.15,8.6
42328,2018,489,11.04,43.15,15.54,9.61
42330,2018,3392,13.24,26.89,7.52,13.03
42332,2018,67,0,20.9,0,58.21
42333,2018,735,0,51.29,8.44,21.09
42337,2018,793,10.09,45.02,8.32,7.57
42338,2018,11,0,0,0,100
42339,2018,283,13.43,34.28,16.96,18.37
42343,2018,525,9.14,34.67,7.43,8.76
42344,2018,407,1.97,43.98,29.73,12.04
42345,2018,4371,6.36,29.65,18.03,10.55
42347,2018,2449,7.64,32.38,17.27,13.88
42348,2018,2063,7.32,46.68,11.88,9.94
42349,2018,401,7.98,38.9,9.23,15.46
42350,2018,600,8.17,36.67,11.83,13.83
42351,2018,1814,9.54,40.02,12.02,8.88
42352,2018,811,6.29,39.33,10.73,14.92
42354,2018,107,5.61,50.47,11.21,16.82
42355,2018,801,7.37,29.09,11.86,6.74
42356,2018,8,0,0,0,0
42361,2018,161,8.7,47.2,3.73,22.98
42366,2018,3019,8.45,33.79,15.77,13.91
42367,2018,329,9.73,31.61,12.16,9.12
42368,2018,620,16.61,41.29,4.52,3.55
42369,2018,93,3.23,35.48,11.83,6.45
42370,2018,0,NA,NA,NA,NA
42371,2018,121,0,30.58,5.79,20.66
42372,2018,641,6.24,31.05,22.46,15.44
42374,2018,205,12.68,51.71,0,4.88
42376,2018,2980,8.96,32.01,10.07,10.77
42378,2018,1422,3.31,39.52,8.09,13.71
42404,2018,1022,8.02,46.09,12.62,4.7
42406,2018,1432,9.5,39.94,12.01,4.12
42408,2018,2223,4.68,36.17,20.56,8.32
42409,2018,1032,6.1,36.43,9.3,10.56
42410,2018,601,4.83,36.44,17.8,9.98
42411,2018,731,8.76,30.92,10.81,18.33
42413,2018,1355,10.77,31.44,17.93,9.89
42420,2018,16561,8.42,28.61,13.8,13.99
42431,2018,11106,10.16,25.99,19.48,12.16
42436,2018,536,11.94,42.91,7.09,7.65
42437,2018,3711,8.41,38.97,17.92,10.83
42440,2018,345,4.06,23.19,11.59,21.45
42441,2018,573,8.38,46.6,10.3,8.38
42442,2018,1301,9.92,29.9,10.84,13.37
42445,2018,4575,9.2,35.04,11.1,10.03
42450,2018,1487,3.7,34.7,17.89,11.3
42451,2018,372,3.76,40.86,37.9,0
42452,2018,1312,8.61,31.4,14.86,18.9
42453,2018,257,10.51,31.13,14.01,18.29
42455,2018,1381,9.27,43.59,15.79,8.54
42456,2018,443,15.12,44.02,11.96,7.45
42458,2018,737,4.61,32.43,29.99,8.14
42459,2018,1631,5.58,38.32,10.18,11.71
42461,2018,413,1.45,56.9,9.44,16.95
42462,2018,514,2.72,46.3,16.54,2.72
42463,2018,15,0,60,13.33,0
42464,2018,577,9.36,35.53,10.05,5.55
42501,2018,6102,4.2,22.11,14.18,12
42503,2018,9875,9.9,18.99,20.94,14.86
42516,2018,208,18.75,31.73,29.81,5.77
42518,2018,1119,11.44,29.31,16.71,12.78
42519,2018,1322,11.57,17.25,12.18,10.82
42528,2018,443,13.09,44.92,18.51,7.67
42533,2018,331,11.18,17.82,27.19,7.85
42539,2018,3408,11.3,33.98,15.29,10.94
42541,2018,168,13.69,16.07,17.86,18.45
42544,2018,2117,9.49,34.15,18.47,8.41
42553,2018,2222,6.8,29.39,17.06,11.48
42565,2018,118,22.03,22.03,8.47,5.93
42566,2018,170,11.76,32.94,9.41,0
42567,2018,2434,3.82,18.53,19.47,15
42602,2018,3525,10.16,33.02,15.83,8.77
42603,2018,37,0,21.62,0,54.05
42629,2018,1698,7.13,22.56,17.2,15.61
42631,2018,77,27.27,0,0,0
42633,2018,7012,8.88,32.83,14.96,12.28
42634,2018,495,6.87,14.95,20.2,13.94
42635,2018,838,1.43,27.33,9.67,25.66
42638,2018,0,NA,NA,NA,NA
42642,2018,4756,9.46,37.3,15.41,11.4
42647,2018,785,9.04,33.5,10.96,14.52
42649,2018,711,4.5,10.55,15.33,27.14
42653,2018,1425,6.88,25.75,15.72,8.63
42701,2018,23998,8.27,21.14,13.19,12.93
42712,2018,732,1.09,56.56,9.84,13.52
42713,2018,798,4.26,43.23,7.89,5.76
42715,2018,67,19.4,25.37,16.42,22.39
42716,2018,723,7.75,25.59,19.78,12.59
42717,2018,2406,10.81,33.29,17.46,12.22
42718,2018,10283,12.59,26.34,13.6,17.78
42721,2018,1476,7.52,36.79,12.74,11.86
42722,2018,173,6.94,22.54,22.54,36.42
42724,2018,2471,3.72,21.57,15.22,14.77
42726,2018,2029,10.3,43.27,7.29,10.3
42728,2018,7182,13.21,31.24,13.99,10.01
42729,2018,487,9.24,47.02,4.93,14.99
42731,2018,45,0,44.44,40,0
42732,2018,892,4.26,32.4,13.45,10.87
42733,2018,427,30.68,18.27,10.07,10.07
42740,2018,1002,7.88,23.55,12.38,27.05
42741,2018,115,25.22,25.22,29.57,15.65
42743,2018,3739,7.01,34.63,14.5,15.86
42746,2018,677,17.13,29.39,14.62,13.88
42748,2018,3962,4.01,34.2,8.61,16.36
42749,2018,1970,6.45,34.11,16.7,7.51
42753,2018,273,8.79,56.04,7.69,7.33
42754,2018,6333,6.79,38.37,14.54,10.44
42757,2018,1232,11.28,40.18,9.98,7.55
42758,2018,38,0,81.58,0,0
42762,2018,133,0,100,0,0
42764,2018,172,0,51.74,24.42,5.23
42765,2018,2442,4.63,40.25,7.9,12.65
42776,2018,1028,6.03,36.38,12.26,15.18
42782,2018,473,3.17,30.44,17.12,9.51
42784,2018,924,5.19,28.35,9.85,8.77
42788,2018,138,0,27.54,44.2,0
43001,2018,1466,12.55,26.13,7.09,16.1
43002,2018,2964,7.93,13.66,19.13,8.03
43003,2018,1452,4.2,26.72,18.73,14.94
43004,2018,14768,5.83,10.41,15.55,13.61
43005,2018,139,21.58,5.76,9.35,35.97
43006,2018,307,3.26,60.26,14.98,5.21
43008,2018,1135,5.73,16.12,6.87,33.13
43009,2018,1247,9.62,38.73,12.51,8.82
43010,2018,117,3.42,23.93,11.11,18.8
43011,2018,4037,6.37,29.68,10.73,11.3
43013,2018,427,5.39,32.79,13.58,5.39
43014,2018,1771,8.24,36.36,16.43,12.37
43015,2018,28562,11.16,17.66,12.75,11.85
43016,2018,20037,8.88,14.28,13.94,12.15
43017,2018,21206,10.05,13.15,12.84,8.34
43019,2018,4269,9.44,32.49,14.59,9.49
43021,2018,6288,13.61,12.12,10.97,8.52
43022,2018,2210,35.11,20.14,5.34,4.71
43023,2018,6431,22.44,12.81,11.34,12.95
43025,2018,2630,9.81,21.37,13.84,13.27
43026,2018,34668,10.61,13.06,14.64,11.38
43028,2018,3581,10.47,29.27,16.22,8.55
43029,2018,250,13.6,15.6,9.2,12.4
43030,2018,56,0,0,0,100
43031,2018,6910,9.12,23.56,9.64,12.84
43032,2018,9,0,100,0,0
43033,2018,150,3.33,16.67,12.67,21.33
43035,2018,14386,9.06,11.91,14.18,11.64
43036,2018,122,7.38,33.61,11.48,13.11
43037,2018,133,0,42.11,1.5,14.29
43040,2018,16687,6.15,25.56,13.97,10.49
43044,2018,2370,8.65,28.86,13.12,11.18
43045,2018,1055,6.45,25.02,11.85,7.58
43046,2018,1997,5.86,26.54,9.26,14.57
43050,2018,13048,11.73,27.27,15.65,9.17
43054,2018,14939,9.49,13.66,15.2,13.58
43055,2018,28582,6.79,19.51,16.67,12.35
43056,2018,9415,4.17,23.57,13.89,14.57
43060,2018,1410,4.54,40.28,11.49,5.25
43061,2018,2276,11.86,22.72,9.75,5.93
43062,2018,14758,8.74,15.31,13.5,13.29
43064,2018,7242,7.71,21.22,12.9,9
43065,2018,22462,8.9,13.3,13.53,9.92
43066,2018,789,0.89,12.67,20.15,13.18
43067,2018,745,7.25,46.98,9.66,2.55
43068,2018,29250,6.99,12.23,16.37,13.87
43070,2018,81,0,80.25,0,19.75
43071,2018,1050,8,38.76,13.62,7.71
43072,2018,3049,9.35,42.87,14.46,5.84
43074,2018,6501,11.38,17.4,12.51,11.2
43076,2018,3992,7.99,24.47,19.51,12.85
43077,2018,181,4.42,13.26,8.29,19.89
43078,2018,9112,7.19,37.51,11.37,12.26
43080,2018,2399,4.79,29.6,11.67,16.51
43081,2018,34836,10.49,11.61,13.37,10.56
43082,2018,16979,10.3,11.87,12.38,9.18
43084,2018,403,1.24,36.23,9.68,12.66
43085,2018,13871,11.29,10.71,16.03,10.15
43101,2018,89,5.62,29.21,19.1,12.36
43102,2018,2247,8.54,23.45,15.98,11.13
43103,2018,5750,8.3,23.2,12.02,9.53
43105,2018,3588,9.89,18.39,13.71,11.54
43106,2018,703,8.68,38.98,8.82,4.41
43107,2018,1537,9.5,26.74,14.9,16.46
43109,2018,36,5.56,27.78,8.33,13.89
43110,2018,20544,6.26,11.95,17.4,15.2
43111,2018,127,4.72,16.54,25.98,11.02
43112,2018,2336,14.51,18.62,10.36,12.59
43113,2018,10825,7.88,20.3,18.22,15.55
43115,2018,619,4.68,37.16,18.58,13.25
43116,2018,783,6.9,16.99,15.07,11.11
43117,2018,24,0,0,0,0
43119,2018,15518,6.5,16.82,11.21,12.89
43123,2018,33770,8.37,16.55,14.58,12.56
43125,2018,7287,7.75,16.87,10.84,10.59
43126,2018,206,2.91,26.21,15.05,7.77
43127,2018,144,0,33.33,28.47,0
43128,2018,1143,14.26,27.56,6.65,12.6
43130,2018,26527,6.92,22.71,17.42,14.48
43135,2018,1628,7.19,31.02,12.59,11.06
43136,2018,348,8.33,16.09,17.24,12.64
43137,2018,1015,5.22,15.76,10.64,2.46
43138,2018,8159,12.05,24.01,17.17,13.1
43140,2018,9815,7.26,27.02,16.16,10.58
43142,2018,39,5.13,28.21,7.69,7.69
43143,2018,2801,4.18,29.53,13.21,12.25
43144,2018,134,6.72,15.67,19.4,26.12
43145,2018,959,8.86,34.62,14.29,9.7
43146,2018,4263,7.44,22.03,10.98,8.89
43147,2018,20859,10.96,13.36,14.8,11.32
43148,2018,1214,4.28,25.62,9.72,12.27
43149,2018,1147,5.58,27.46,15.43,19.18
43150,2018,1020,14.02,29.9,14.71,8.04
43151,2018,159,8.18,20.13,16.35,11.32
43152,2018,331,3.93,23.26,18.43,9.97
43153,2018,362,6.63,36.46,9.94,10.22
43154,2018,1496,6.28,27.34,18.38,9.29
43155,2018,1442,6.73,11.23,18.1,10.96
43156,2018,121,0.83,48.76,4.13,12.4
43157,2018,239,3.77,20.92,14.23,11.3
43158,2018,125,0,31.2,12,30.4
43160,2018,9505,8.02,28.68,13.79,16.34
43162,2018,3388,4.96,28.54,10.95,10.86
43164,2018,972,6.28,34.98,17.08,5.76
43201,2018,20780,18.95,7.38,11.18,12.09
43202,2018,14177,18.02,9.75,12.1,8.42
43203,2018,3444,8.3,9.55,17.86,12.43
43204,2018,19635,7.27,16.57,11.25,13.36
43205,2018,5873,9.59,10.42,16.91,13.55
43206,2018,12272,7.68,11.38,16.46,11.88
43207,2018,20904,4.76,18.08,12.82,14.06
