ZCTA,year,totWrkE,eduP,hghRskP,hltCrP,retailP
38930,2018,7362,9.9,25.21,15.12,12.29
38940,2018,609,2.63,40.23,16.09,6.57
38941,2018,1300,23.69,24.23,13.69,9.46
38943,2018,23,0,0,100,0
38944,2018,170,22.94,54.12,2.94,11.76
38945,2018,20,0,45,0,0
38946,2018,45,0,33.33,8.89,37.78
38947,2018,226,16.81,30.97,12.39,20.35
38948,2018,869,3.45,44.19,8.4,9.21
38949,2018,126,31.75,33.33,0,0
38950,2018,129,37.21,26.36,5.43,0
38951,2018,486,4.53,42.8,15.64,9.05
38952,2018,171,3.51,39.77,12.28,5.26
38953,2018,130,0,33.85,25.38,0
38954,2018,312,4.17,30.13,9.94,9.29
38957,2018,208,12.98,20.19,21.15,8.65
38958,2018,0,NA,NA,NA,NA
38961,2018,588,0,27.21,7.65,30.1
38962,2018,0,NA,NA,NA,NA
38963,2018,423,8.98,28.13,8.51,0.47
38964,2018,82,14.63,31.71,23.17,0
38965,2018,3543,9.37,32.03,18.2,10.02
38966,2018,248,18.95,17.34,0,4.44
38967,2018,2814,17.24,29.6,14.04,6.15
39038,2018,1850,10.76,24.43,10.97,19.57
39039,2018,719,18.36,27.82,21.84,5.56
39040,2018,1018,7.96,29.86,13.36,10.22
39041,2018,1606,5.54,21.05,12.7,4.86
39042,2018,19233,8.54,16.53,17.41,8.8
39044,2018,1828,5.53,23.36,8.59,15.04
39045,2018,641,7.96,41.03,6.4,7.02
39046,2018,12491,6.34,29.23,16.9,9.19
39047,2018,21357,8.99,15.26,20.64,9.11
39051,2018,6361,6.98,35.45,13.39,8.73
39054,2018,92,15.22,19.57,7.61,7.61
39056,2018,12524,14.15,14.7,17.84,9.66
39057,2018,761,7.75,14.06,20.63,23.13
39059,2018,4294,7.03,25.92,18.21,15.56
39061,2018,0,NA,NA,NA,NA
39062,2018,224,1.79,13.39,27.68,7.59
39063,2018,1040,10.58,22.02,20.29,11.44
39066,2018,1737,8.58,30.05,11.4,10.94
39067,2018,485,15.05,35.05,7.22,9.07
39069,2018,1281,26.07,20.45,26.31,5.7
39071,2018,2933,5.18,23.25,16.95,14.69
39073,2018,9223,8.6,25.45,13.88,9.38
39074,2018,5833,5.06,41.66,12,11.67
39078,2018,277,6.86,42.24,13.72,2.17
39079,2018,435,14.02,23.68,9.2,6.9
39082,2018,517,12.96,21.47,19.34,13.73
39083,2018,3784,7.08,31.13,11.92,10.6
39086,2018,280,14.64,30.36,26.43,13.93
39088,2018,67,0,41.79,14.93,0
39090,2018,4844,9.45,31.36,14.41,12.74
39092,2018,943,3.5,40.93,8.8,6.68
39094,2018,1474,6.04,22.86,13.5,20.08
39095,2018,1827,9.52,36.07,14.72,8.26
39096,2018,486,55.76,1.44,3.09,17.49
39097,2018,224,3.12,59.82,1.34,7.14
39108,2018,672,9.38,47.62,5.06,18.75
39110,2018,22239,10.84,13.7,20.6,8.25
39111,2018,3473,7.34,31.24,25.42,7.63
39113,2018,64,9.38,32.81,17.19,4.69
39114,2018,3678,4.35,22.38,20.01,13.59
39115,2018,22,0,0,0,22.73
39116,2018,784,15.56,45.15,6.38,9.06
39117,2018,4618,3.72,41.6,12.52,9.09
39119,2018,2167,7.71,34.06,15.74,22.29
39120,2018,10383,11.4,18.15,13.62,14.31
39140,2018,807,6.57,44.11,25.9,7.56
39144,2018,220,11.36,33.64,6.82,3.64
39145,2018,1993,7.58,29.5,13.5,14.9
39146,2018,770,17.66,36.88,13.51,13.38
39149,2018,681,6.9,53.74,6.61,3.38
39150,2018,1643,20.94,22.52,14.06,9.31
39152,2018,576,7.81,36.11,11.81,6.6
39153,2018,1567,8.93,38.61,16.34,7.98
39154,2018,4198,19.06,16.44,13.77,10.43
39156,2018,164,0,57.93,10.37,21.95
39157,2018,13466,9.89,14.64,18.42,10.44
39159,2018,1067,8.25,32.52,19.87,10.97
39160,2018,733,7.5,35.33,15.96,13.92
39162,2018,20,20,5,70,0
39166,2018,185,4.86,28.65,23.24,11.89
39167,2018,0,NA,NA,NA,NA
39168,2018,2428,7.58,41.43,17.3,9.39
39169,2018,598,11.2,38.96,17.06,6.86
39170,2018,4771,7.67,16.96,15.28,13.92
39174,2018,111,0,0,31.53,26.13
39175,2018,1474,13.64,23.2,19.13,8.14
39176,2018,696,11.64,28.74,10.92,8.05
39177,2018,58,0,60.34,0,0
39179,2018,584,2.91,36.99,27.91,7.88
39180,2018,13773,8.79,23.73,13.13,8.74
39183,2018,5431,9.98,23.29,11.18,10.09
39189,2018,1499,4.8,35.29,8.74,12.47
39191,2018,3287,12.29,25.86,14.33,12.6
39192,2018,410,16.59,20.98,22.44,2.68
39193,2018,11,9.09,90.91,0,0
39194,2018,5739,6.26,30.14,18.3,8.8
39201,2018,199,5.03,16.08,13.07,4.52
39202,2018,3945,9.91,9.89,16.78,8.9
39203,2018,1834,14.29,9.16,17.39,16.14
39204,2018,6449,5.07,15.24,23.12,12.85
39206,2018,11114,8.57,10.2,22.19,11.22
39208,2018,13508,8.07,20.66,13.01,11.82
39209,2018,10351,7.87,19.42,15.24,11.28
39211,2018,13286,10.75,9.33,17.09,8.81
39212,2018,15681,8.86,14.81,20.47,10.3
39213,2018,7740,7.29,16.16,18.36,13.36
39216,2018,1826,11.34,12.49,12.21,6.9
39217,2018,166,40.36,0,0,27.11
39218,2018,3444,5.98,23.14,14.49,10.8
39232,2018,4227,7.43,14.31,25.48,12.54
39269,2018,0,NA,NA,NA,NA
39272,2018,6726,9.01,15.11,18.75,12.49
39301,2018,10701,9.2,18.27,18.19,15.78
39305,2018,9020,11.9,17.11,19.76,12.57
39307,2018,6237,8.06,18.04,20.19,13.26
39309,2018,0,NA,NA,NA,NA
39320,2018,588,20.24,10.37,14.46,16.84
39322,2018,641,17.94,21.84,2.81,31.2
39323,2018,469,8.96,28.57,21.32,8.32
39325,2018,2933,14.63,18.82,16.77,8.15
39326,2018,140,0,25.71,9.29,15
39327,2018,1864,16.85,28.27,13.25,10.68
39328,2018,1773,7.56,31.3,19.18,4.23
39330,2018,1345,1.86,22.38,21.19,21.64
39332,2018,528,26.89,15.91,22.35,10.23
39335,2018,1182,6.26,20.05,33.08,20.81
39336,2018,518,5.6,41.12,10.04,5.41
39337,2018,733,10.5,21.28,19.37,7.78
39338,2018,1415,7.7,33.36,21.84,5.51
39339,2018,5699,10.79,32.16,13.23,12.42
39341,2018,2589,5.02,43.99,13.87,9.62
39342,2018,586,14.33,13.99,23.72,21.5
39345,2018,2180,6.61,31.33,13.35,19.13
39346,2018,971,16.17,24.61,20.49,7.83
39347,2018,563,20.07,24.87,28.24,14.74
39348,2018,194,0,94.85,0,0
39350,2018,10333,9.95,23.12,16.13,12.16
39352,2018,155,22.58,27.1,0,32.9
39354,2018,900,9.22,31,17,0.89
39355,2018,2397,9.26,30.08,17.19,9.05
39356,2018,277,5.78,16.97,3.61,3.25
39358,2018,700,14.86,29.71,14.57,12.14
39359,2018,201,10.45,11.94,29.35,3.98
39360,2018,1451,4.62,33.29,19.92,11.37
39361,2018,564,4.43,37.23,12.06,4.26
39362,2018,1381,8.47,60.46,10.14,3.69
39363,2018,605,10.41,33.55,18.51,19.67
39364,2018,953,4.3,35.05,2.52,11.23
39365,2018,2810,16.19,31.67,16.16,8.43
39366,2018,432,4.4,37.04,17.82,21.3
39367,2018,5659,10.3,34.1,11.24,11.49
39401,2018,18697,11.17,17.45,14.93,16.73
39402,2018,19286,16.98,14.2,20.08,9.93
39406,2018,720,27.5,0.97,6.39,8.89
39421,2018,1049,12.2,27.55,8.96,15.44
39422,2018,1809,7.52,36.04,21.89,7.74
39423,2018,1075,16.47,36.74,8.37,8
39425,2018,671,1.94,28.76,14.01,6.71
39426,2018,7366,9.64,21.82,11.44,11.42
39427,2018,655,10.84,19.24,18.02,11.91
39428,2018,3748,12.62,33.14,9.28,14.62
39429,2018,5837,8.91,24.55,14.67,14.77
39437,2018,4952,14.56,29.38,11.57,13.93
39439,2018,1606,7.53,34.68,14.94,13.95
39440,2018,8534,7.78,29.06,15.88,14.6
39443,2018,9058,9.06,31.96,12.7,12.96
39451,2018,1222,8.84,32.24,16.69,3.93
39452,2018,9755,8.67,36.28,13.12,14.19
39455,2018,2716,12.96,22.57,17.12,11.93
39456,2018,331,8.16,38.07,11.48,6.34
39459,2018,1825,8.99,21.15,15.23,15.67
39461,2018,225,0,42.67,14.22,1.78
39462,2018,475,4,29.26,6.11,7.79
39464,2018,957,18.29,44.2,4.7,14.84
39465,2018,9107,10.21,19.64,17.45,14.68
39466,2018,9833,9.14,23.12,9.99,14.38
39470,2018,4920,9.49,25.83,19.94,12.4
39474,2018,1593,7.22,30.01,21.53,13.31
39475,2018,6397,13.85,18.93,12.87,11.16
39476,2018,2895,6.91,34.99,14.85,7.43
39477,2018,259,4.63,38.22,11.2,16.99
39478,2018,732,8.88,48.09,12.7,13.66
39479,2018,2563,7.37,30.04,17.67,9.21
39480,2018,1429,14.14,28.83,21.76,12.18
39481,2018,605,1.32,53.72,3.97,12.73
39482,2018,4707,12.09,32.19,11.47,9.11
39483,2018,1995,5.01,39.1,12.38,6.77
39501,2018,8331,3.79,12.96,12.16,12.36
39503,2018,23433,6.64,14.85,15.29,12.53
39507,2018,6541,6.39,16.77,14.45,11.45
39520,2018,6945,8.54,20.4,8.06,12.79
39525,2018,3210,14.24,17.48,14.58,10.53
39530,2018,3289,4.04,14.96,11.71,8.27
39531,2018,7276,6.23,15.92,12.66,9.57
39532,2018,17578,6.81,15.21,12.54,12.53
39534,2018,27,0,0,22.22,0
39540,2018,4269,7.54,14.38,10.26,8.6
39553,2018,6977,6.36,31.98,11.47,8.64
39556,2018,3733,10.93,22.18,13.55,9.91
39560,2018,7400,6.91,13.81,13.26,13.5
39561,2018,1191,24.01,38.62,4.95,9.07
39562,2018,6999,10.3,41.48,8.54,9.33
39563,2018,5458,7.9,27.7,14.11,16.75
39564,2018,19175,9.99,18.69,13.27,9.93
39565,2018,8250,8.13,27.25,12.46,10.55
39567,2018,4225,8.09,24.88,14.41,11.48
39571,2018,5492,8.72,21.7,12.38,14
39572,2018,530,9.06,30.94,6.04,20.57
39573,2018,3463,15.07,28.76,7.54,11.64
39574,2018,5732,6.89,25.65,13.33,13.17
39576,2018,2481,6.77,22.45,8.22,14.35
39577,2018,4446,8.82,27.08,17.43,7.11
39581,2018,4466,8.37,39.05,10.5,10.52
39601,2018,8591,9.57,18.14,20.42,15.36
39629,2018,2401,6.58,31.4,15.04,16.87
39630,2018,320,15.94,14.06,30.62,6.25
39631,2018,932,8.37,21.89,21.14,20.28
39633,2018,335,2.69,25.67,22.09,5.67
39635,2018,138,0,14.49,0,31.88
39638,2018,1165,6.01,33.13,28.67,8.58
39641,2018,1288,10.64,48.6,8.31,10.71
39643,2018,340,5,47.06,26.18,8.82
39645,2018,1723,10.33,38.54,13.23,7.66
39647,2018,394,6.85,37.82,14.97,8.12
39648,2018,7722,5.56,24.31,12.5,18.49
39652,2018,2715,9.54,26.63,16.5,10.87
39653,2018,738,3.93,30.89,10.84,15.72
39654,2018,1848,12.99,31.44,16.67,9.63
39656,2018,324,0,24.38,34.57,5.56
39657,2018,459,8.28,30.07,14.16,7.84
39661,2018,1032,9.69,31.1,19.09,14.24
39662,2018,561,13.01,49.55,7.13,0
39663,2018,1054,5.6,39.09,19.17,5.5
39664,2018,958,10.86,28.39,14.61,2.19
39665,2018,578,9.17,46.71,17.65,13.84
39666,2018,3550,11.63,21.55,14.28,18.45
39667,2018,4881,8.69,27.6,10.98,12.27
39668,2018,345,39.42,16.52,13.91,4.35
39669,2018,1401,15.85,33.33,16.13,7.99
39701,2018,4805,10.07,20.81,8.89,20.1
39702,2018,9058,11.36,29.74,13.91,11.17
39705,2018,5447,8.9,16.95,16.12,14.47
39730,2018,4463,3.88,40.15,17.03,11.18
39735,2018,1141,11.39,29.62,22.96,13.5
39736,2018,110,0,36.36,19.09,8.18
39737,2018,36,0,0,61.11,38.89
39739,2018,806,5.46,42.31,14.89,10.05
39740,2018,2469,8.71,28.31,10.45,10.65
39741,2018,713,16.13,39.27,5.47,1.4
39743,2018,586,16.55,26.28,20.48,5.12
39744,2018,1990,9.5,30.15,14.92,13.07
39745,2018,298,11.74,20.47,7.38,20.47
39746,2018,1566,8.24,31.86,18.14,8.68
39747,2018,463,13.61,29.59,9.07,18.36
39750,2018,841,10.7,25.92,13.67,19.74
39751,2018,550,20.36,42.73,12.36,1.27
39752,2018,1217,24.4,22.02,11.18,8.63
39755,2018,286,16.08,29.72,36.01,1.75
39756,2018,756,2.51,43.92,19.44,7.67
39759,2018,19097,31.77,11.75,10.9,8.46
39760,2018,0,NA,NA,NA,NA
39762,2018,739,52.37,1.62,3.65,16.78
39766,2018,1804,6.26,34.87,12.97,10.92
39767,2018,253,18.58,30.43,0,16.6
39769,2018,805,12.55,33.29,4.97,10.06
39771,2018,50,24,20,4,0
39772,2018,683,13.47,48.46,14.79,10.25
39773,2018,6013,8.1,33.19,11.79,11.97
39776,2018,663,8.75,42.53,20.81,12.82
39813,2018,826,17.92,24.82,13.08,7.38
39815,2018,709,5.78,36.67,21.02,10.44
39817,2018,3402,7.44,34.13,16.58,12.73
39819,2018,3948,9.93,23.86,14.94,16.29
39823,2018,2843,14.46,34.47,11.29,10.02
39824,2018,216,2.78,37.04,8.8,19.91
39825,2018,502,7.57,15.74,12.15,14.54
39826,2018,140,10.71,18.57,18.57,12.86
39827,2018,1978,12.13,26.19,13.14,11.93
39828,2018,5959,9.06,31.67,16.31,12.49
39834,2018,957,7.73,37.72,15.67,8.15
39836,2018,113,47.79,19.47,22.12,5.31
39837,2018,2368,9.59,29.31,18.41,9.63
39840,2018,1767,9.22,28.3,9.85,14.49
39841,2018,260,3.46,46.54,16.92,3.85
39842,2018,3000,4.83,28.73,9.83,14.4
39845,2018,2642,8.44,27.59,15.29,12.76
39846,2018,568,3.35,31.51,15.14,10.74
39851,2018,582,4.64,42.61,14.78,21.31
39854,2018,882,6.12,31.07,5.9,19.84
39859,2018,424,8.73,38.68,17.22,5.66
39861,2018,349,11.17,30.95,10.03,8.31
39862,2018,466,5.79,36.05,12.88,8.15
39866,2018,165,7.27,38.18,10.91,12.12
39867,2018,109,0,41.28,29.36,12.84
39870,2018,833,8.4,36.73,5.16,17.65
39877,2018,114,3.51,15.79,8.77,24.56
39885,2018,45,6.67,22.22,26.67,11.11
39886,2018,609,4.76,39.41,16.75,10.02
39897,2018,1467,6.2,33.2,11.79,13.84
40003,2018,1039,6.06,33.01,15.98,6.16
40004,2018,14774,5.96,34.02,13.58,11.34
40006,2018,2161,8.75,34.84,11.61,7.13
40007,2018,45,0,86.67,0,0
40008,2018,1526,4.46,33.49,12.12,11.8
40009,2018,431,9.51,37.59,12.06,8.58
40010,2018,311,21.86,18.01,6.43,29.9
40011,2018,1234,9.97,26.18,14.34,8.91
40012,2018,222,14.86,58.11,16.67,3.15
40013,2018,2612,4.94,33.35,15.7,9.46
40014,2018,11271,8.37,23.16,13.1,11.09
40019,2018,1730,5.66,33.12,17.63,13.47
40020,2018,44,27.27,13.64,9.09,13.64
40022,2018,490,13.67,21.43,17.55,15.31
40023,2018,2679,11.16,27.92,16.61,9.15
40025,2018,14,14.29,0,28.57,0
40026,2018,3380,8.43,16.98,14.82,12.28
40031,2018,10609,9.17,17.93,13.42,11.62
40033,2018,5211,10.31,38.17,9.77,7.56
40036,2018,61,13.11,18.03,0,52.46
40037,2018,1094,6.95,45.61,17.92,6.76
40040,2018,113,13.27,46.9,13.27,0
40041,2018,9,0,0,100,0
40045,2018,1485,8.96,38.59,5.72,10.91
40046,2018,907,13.23,36.93,4.96,12.9
40047,2018,10367,5.51,21.64,13.3,14.16
40048,2018,0,NA,NA,NA,NA
40049,2018,9,100,0,0,0
40050,2018,580,5.52,22.07,32.24,12.59
40051,2018,1871,5.18,39.34,12.67,8.61
40052,2018,284,3.17,45.07,1.76,4.58
40055,2018,820,13.54,23.17,12.56,12.8
40056,2018,1624,5.85,19.21,13.98,16.01
40057,2018,1852,4.1,35.04,12.31,9.94
40058,2018,42,19.05,28.57,0,0
40059,2018,9568,8.1,13.16,18.61,7.25
40060,2018,496,4.23,45.77,10.69,12.3
40062,2018,72,6.94,37.5,11.11,16.67
40063,2018,0,NA,NA,NA,NA
40065,2018,15288,7.52,26.97,12.22,11.3
40067,2018,2964,7.29,22.71,14.34,13.16
40068,2018,1058,7.09,24.57,17.39,14.65
40069,2018,4063,11.03,39.75,12.75,11.17
40070,2018,308,0,16.56,32.14,7.79
40071,2018,7965,6.92,28.44,15.33,10.9
40075,2018,380,3.16,55,11.84,22.89
40076,2018,1190,4.29,41.34,15.88,11.18
40077,2018,259,17.37,18.15,2.32,14.29
40078,2018,1160,6.29,28.88,18.97,11.21
40104,2018,415,5.3,52.05,4.58,8.92
40107,2018,1149,6.88,31.59,12.53,8.53
40108,2018,5298,12.36,25.44,11.23,9.08
40109,2018,996,11.04,30.22,2.61,15.76
40110,2018,24,0,0,0,58.33
40111,2018,491,5.5,32.79,12.22,16.5
40115,2018,193,5.7,36.79,7.25,10.36
40117,2018,1161,6.55,35.57,14.47,15.16
40118,2018,4816,13.41,24.36,12.67,9.8
40119,2018,688,8.87,31.98,12.5,14.39
40121,2018,2045,3.57,7.14,17.6,11.83
40140,2018,87,0,18.39,40.23,22.99
40142,2018,1189,11.77,33.14,16.48,8.24
40143,2018,2606,8.71,36.68,12.89,13.7
40144,2018,727,23.11,31.36,11.28,14.86
40145,2018,308,2.92,62.01,8.44,4.22
40146,2018,1570,5.86,39.04,9.87,8.66
40150,2018,2230,5.38,29.87,10.45,11.3
40152,2018,318,14.15,37.42,11.95,4.72
40155,2018,338,9.47,21.89,6.21,6.21
40157,2018,387,15.76,47.03,6.46,2.58
40160,2018,9917,5.88,16.87,11.71,13.62
40161,2018,103,0,51.46,0,0
40162,2018,3148,9.91,23.16,14.8,8.13
40165,2018,17447,6.53,27.44,12.49,11.67
40170,2018,141,21.28,55.32,0,0
40171,2018,49,0,51.02,0,0
40175,2018,6065,4.85,19.34,15.33,12.66
40176,2018,340,20.29,47.94,10.59,6.18
40177,2018,621,4.19,25.12,11.11,11.43
40178,2018,272,18.01,16.18,13.97,14.71
40202,2018,1666,6.96,8.64,9.96,11.64
40203,2018,6599,6.94,16.2,19.68,11.79
40204,2018,8609,11.4,11.16,16.53,8.55
40205,2018,13592,13.98,11.37,16.16,8.46
40206,2018,12049,11.77,10.91,19,10.81
40207,2018,16807,9.01,12.08,16.09,9.39
40208,2018,8535,13.77,13.91,12.33,12.83
40209,2018,115,0,20,6.96,0
40210,2018,4778,6.53,19.44,16.18,11.83
40211,2018,8424,8.18,15.08,15.87,6.98
40212,2018,5835,6.27,18.54,17.19,11.72
40213,2018,8166,6.2,18.38,13.83,9.04
40214,2018,21390,7.79,20.51,11.61,10.78
40215,2018,8675,8.08,20.27,15.4,12.96
40216,2018,19630,6.55,24.42,14.29,10.94
40217,2018,7257,9.14,16.54,14.51,10.07
40218,2018,17371,5.58,19.53,15.36,12.71
40219,2018,19859,4.97,24.05,10.75,15.29
40220,2018,17414,7.68,14.49,15.63,11.96
40222,2018,11714,9.1,12.71,15.85,11.12
40223,2018,12154,10.28,16.48,15.87,11.16
40228,2018,9020,7.96,18.92,14.36,11.83
40229,2018,19987,4.53,24.76,12.8,13.61
40231,2018,0,NA,NA,NA,NA
40241,2018,15691,10.89,15.61,15.53,9.06
40242,2018,5983,9.59,13.62,18.84,12.05
40243,2018,5292,11.72,11,16.19,10.19
40245,2018,16936,9.96,15.22,15.35,10.2
40258,2018,13500,9.44,22.72,11.73,10.72
40272,2018,18030,7.35,22.38,13.32,12.01
40280,2018,339,13.57,10.91,2.36,21.24
40291,2018,20220,8.08,17.86,16.06,11.82
40299,2018,21820,8.16,18.98,13.95,11.37
40310,2018,129,6.98,44.96,17.83,20.16
40311,2018,2764,7.34,39,10.09,10.35
40312,2018,1795,5.4,35.88,18.38,12.53
40313,2018,1213,15.83,31,7.09,9.98
40316,2018,132,37.12,32.58,0,0
40322,2018,1218,13.71,37.03,7.39,17.82
40324,2018,24479,10.28,34.94,10.94,8.46
40328,2018,469,5.12,58,4.9,7.25
40330,2018,8786,7.3,35.77,14.74,9.66
40334,2018,18,5.56,0,0,0
40336,2018,4087,10.33,33.77,10.94,19.13
40337,2018,1980,4.19,41.72,13.03,16.06
40339,2018,0,NA,NA,NA,NA
40342,2018,10262,8.63,25.55,8.38,11.28
40346,2018,223,9.87,26.46,5.38,7.17
40347,2018,1453,14.38,24.5,8.47,13.35
40348,2018,202,13.86,33.66,9.9,3.96
40350,2018,106,9.43,48.11,42.45,0
40351,2018,8916,14.94,18.92,17.51,13.66
40353,2018,9397,8.35,31.33,13.01,17.18
40356,2018,20027,9.18,23.25,16.09,13.27
40358,2018,159,15.09,11.95,6.29,11.95
40359,2018,2587,8.16,34.02,12.95,8.54
40360,2018,2942,8.94,38.72,13.97,12.13
40361,2018,8809,7.11,32.23,12.77,11.14
40363,2018,0,NA,NA,NA,NA
40370,2018,1439,7.99,45.31,7.23,3.27
40371,2018,1101,11.17,32.24,6.36,7.99
40372,2018,960,5.31,30.1,21.04,12.6
40374,2018,680,8.24,33.68,12.94,9.56
40376,2018,14,0,0,0,0
40379,2018,1618,10.38,30.16,16.69,6.37
40380,2018,2648,9.1,28.55,13.9,7.14
40383,2018,11913,10.16,27.36,11.95,8.79
40385,2018,1264,14.4,28.16,12.97,13.21
40387,2018,735,12.93,36.87,13.06,6.67
40390,2018,3460,28.27,8.82,11.82,8.87
40391,2018,16060,8.68,28.24,13.21,12.24
40402,2018,959,18.56,22.52,7.3,13.45
40403,2018,10998,13.47,27.61,16.52,7.57
40404,2018,623,41.09,1.93,8.51,11.72
40409,2018,1291,5.96,35.4,22.08,6.58
40419,2018,1251,11.91,28.46,10.79,14.15
40422,2018,10026,16.39,23.88,16.14,9.99
40434,2018,0,NA,NA,NA,NA
40437,2018,2095,11.36,26.44,12.46,7.26
40440,2018,1035,6.38,44.35,14.2,10.82
40442,2018,598,2.51,24.41,25.92,10.03
40444,2018,6244,10.22,29.32,17.46,9.96
40445,2018,269,3.72,29,6.69,15.61
40447,2018,2384,10.61,37.29,7.8,10.4
40448,2018,0,NA,NA,NA,NA
40456,2018,3970,12.47,30.88,15.24,6.17
40460,2018,561,6.77,33.51,8.38,9.98
40461,2018,1576,15.8,35.6,12.44,8.63
40464,2018,726,6.47,40.5,10.06,14.19
40468,2018,887,8.23,30.1,20.07,10.6
40472,2018,554,17.69,35.38,10.11,13.54
40475,2018,29005,14.55,18.16,13.43,13.2
40481,2018,29,0,65.52,0,34.48
40484,2018,4648,11.34,22.74,16.39,11.53
40486,2018,940,7.34,31.6,20.32,5.32
40489,2018,1750,11.66,32.34,13.26,16.23
40502,2018,15123,17.66,11.54,13.3,10.71
40503,2018,15977,17.37,12.17,14.51,12.25
40504,2018,14051,11.47,21.19,11.71,15.02
40505,2018,11740,8.84,18.94,10.94,15.49
40506,2018,654,40.06,0.15,0,11.62
40507,2018,1061,11.22,5.56,9.05,9.52
40508,2018,12394,19.52,10.42,10.46,12.83
40509,2018,22270,10.35,16.38,16.83,12.78
40510,2018,382,11.26,22.51,18.59,3.4
40511,2018,16592,10.03,22.49,13.71,13.52
40513,2018,5665,18.29,13.59,13.13,7.33
40514,2018,8779,16.74,14.44,14.59,11.37
40515,2018,20740,12,15.92,18.33,11.24
40516,2018,1688,14.4,33.06,13.33,6.87
40517,2018,19587,12.14,13.6,16.11,16.01
40601,2018,24783,7.34,20.76,9.01,12.4
40604,2018,0,NA,NA,NA,NA
40701,2018,10892,11.23,18.69,16.69,14.74
40729,2018,2112,4.64,24.53,11.17,16.1
40734,2018,1283,6.7,36.55,7.56,16.21
40737,2018,427,15.69,22.48,2.34,6.32
40740,2018,1227,5.3,25.84,20.95,8.64
40741,2018,9235,8.05,18.52,11.91,17.29
40743,2018,125,0,7.2,19.2,0
40744,2018,7388,9.73,20.21,13.74,15.24
40759,2018,865,9.6,35.84,20.12,8.79
40763,2018,86,52.33,11.63,11.63,15.12
40769,2018,6053,17.36,23.77,14.62,11.78
40771,2018,470,30.85,40.64,5.11,5.32
40801,2018,50,0,42,20,0
40806,2018,818,5.13,27.02,24.94,8.68
40807,2018,148,15.54,14.86,20.95,20.95
40808,2018,39,25.64,41.03,33.33,0
40810,2018,212,8.02,24.06,11.32,7.08
40813,2018,130,30,45.38,6.92,0
40815,2018,327,0,28.13,4.59,14.98
40816,2018,15,0,100,0,0
40818,2018,34,0,32.35,47.06,20.59
40819,2018,214,10.28,16.82,56.54,5.14
40820,2018,232,7.33,23.71,13.36,6.03
40823,2018,1046,14.63,26.29,21.22,10.23
40824,2018,130,19.23,20,10,0
40826,2018,130,3.85,27.69,19.23,25.38
40827,2018,290,20,33.79,16.55,1.72
40828,2018,762,21.26,23.75,20.6,8.4
40829,2018,40,67.5,0,0,0
40830,2018,25,44,32,0,0
40831,2018,1428,10.15,19.54,21.43,19.75
40840,2018,40,72.5,12.5,0,15
40843,2018,40,25,27.5,7.5,27.5
40844,2018,0,NA,NA,NA,NA
40845,2018,97,14.43,32.99,21.65,0
40847,2018,122,45.08,45.9,0,0
40849,2018,157,28.66,18.47,33.76,8.92
40854,2018,344,26.74,8.72,13.08,15.12
40855,2018,196,13.27,30.1,8.16,12.76
40856,2018,282,14.54,34.75,30.85,0
40858,2018,70,0,32.86,31.43,0
40862,2018,124,20.97,17.74,19.35,4.84
40863,2018,100,5,0,49,5
40865,2018,151,17.22,20.53,9.27,15.23
40868,2018,222,14.86,49.1,33.33,0
40870,2018,152,3.29,32.89,2.63,19.74
40873,2018,656,4.88,23.78,24.54,8.38
40874,2018,194,12.37,32.47,26.29,0
40902,2018,268,0,25.75,20.15,14.18
40903,2018,130,0,32.31,20.77,15.38
40906,2018,3640,21.21,16.76,17.25,14.95
40913,2018,98,36.73,0,19.39,0
40914,2018,53,0,0,0,41.51
40915,2018,184,5.43,17.39,20.11,33.15
40921,2018,94,7.45,22.34,10.64,8.51
40923,2018,206,7.28,25.73,16.5,0
40927,2018,94,19.15,18.09,28.72,0
40935,2018,750,12.8,31.2,7.87,7.2
40939,2018,38,0,0,50,50
40940,2018,142,9.15,33.8,5.63,0
40941,2018,124,0,37.9,7.26,13.71
40943,2018,154,13.64,34.42,36.36,15.58
40946,2018,17,0,47.06,0,0
40949,2018,401,18.7,18.45,11.72,4.74
40953,2018,195,0,21.03,26.15,32.31
40958,2018,51,0,13.73,43.14,13.73
40962,2018,4711,12.59,20.78,15.84,10.06
40964,2018,0,NA,NA,NA,NA
40965,2018,3276,6.99,22.92,17.98,15.69
40972,2018,352,33.24,19.6,8.52,18.47
40977,2018,3216,10.6,27.33,14.89,14.96
40979,2018,0,NA,NA,NA,NA
40982,2018,108,0,33.33,26.85,7.41
40983,2018,76,21.05,35.53,0,25
40988,2018,122,24.59,23.77,36.07,0
40995,2018,28,28.57,53.57,17.86,0
40997,2018,67,41.79,25.37,22.39,0
41001,2018,9154,11.57,20.48,14.69,10.18
41002,2018,1141,3.59,38.12,6.13,11.83
41003,2018,901,4.55,31.85,11.43,12.54
41004,2018,1661,10.6,30.64,12.34,12.22
41005,2018,12663,7.34,20.69,11.36,16.54
41006,2018,2076,11.95,23.6,11.42,16.38
41007,2018,2240,6.47,27.41,13.97,11.25
41008,2018,2852,6.35,42.29,7.19,10.2
41010,2018,1538,5.66,32.51,14.43,13.46
41011,2018,13334,6.04,16.63,13.79,10.03
41014,2018,3338,8.45,14.29,16.09,11.5
41015,2018,9751,5.69,19.4,12.77,9.21
41016,2018,2933,5.25,18.72,9.68,13.84
41017,2018,20828,9.03,16.73,15.63,9.73
