COUNTYFP,year,totPopE,whiteP,blackP,amIndP,asianP,pacIsP,otherP,hispP,noHSP,age0_4,age5_14,age15_19,age20_24,age15_44,age45_49,age50_54,age55_59,age60_64,ageOv65,ageOv18,age18_64,a15_24P,und45P,ovr65P,disbP
13163,2018,15772,43.28,53.99,0.13,0.11,0.0,2.49,3.65,24.92,1031,2076,979,1026,5731,976,1084,1004,1124,2746,12012,9266,12.71,56.04,17.41,15.4
13165,2018,8827,60.76,33.48,1.44,1.23,0.0,3.09,8.46,20.7,622,1162,355,872,2837,686,596,701,739,1484,6787,5303,13.9,52.35,16.81,14.4
13167,2018,9730,64.55,33.46,0.0,0.2,0.0,1.79,2.35,22.76,536,1057,666,743,3842,620,626,607,720,1722,7801,6079,14.48,55.86,17.7,18.0
13169,2018,28548,72.82,24.81,0.2,0.75,0.0,1.43,1.56,12.65,1482,3994,2034,1494,10451,1888,2170,1950,1865,4748,21788,17040,12.36,55.79,16.63,14.8
13171,2018,18513,65.82,29.13,0.1,0.8,0.0,4.14,2.37,13.28,1014,2128,1923,1577,7647,1069,1189,1379,1053,3034,14648,11614,18.91,58.28,16.39,14.3
13173,2018,10366,73.98,24.18,0.27,0.31,0.0,1.25,5.54,20.62,715,1511,635,673,4281,613,654,589,684,1319,7724,6405,12.62,62.77,12.72,17.9
13175,2018,47418,59.09,37.21,0.09,1.13,0.01,2.46,2.62,14.86,3161,6631,3111,2917,17409,2939,3157,3350,2787,7984,35690,27706,12.71,57.36,16.84,13.4
13177,2018,29348,74.06,20.29,0.1,2.58,0.13,2.83,2.86,9.44,1795,4594,2057,1576,11821,2166,1878,1819,1777,3498,21538,18040,12.38,62.05,11.92,10.4
13179,2018,62108,46.5,41.06,0.46,2.13,0.52,9.33,12.63,9.13,6298,9065,3694,7430,29924,2912,3019,3087,2614,5189,44536,39347,17.91,72.92,8.35,13.6
13181,2018,7799,66.89,31.57,0.05,0.19,0.03,1.27,1.65,17.59,380,849,508,348,2539,395,557,614,704,1761,6279,4518,10.98,48.31,22.58,18.4
13183,2018,18156,64.73,23.68,0.28,1.11,0.52,9.68,11.25,14.85,1423,2953,1326,1131,7979,1043,1282,1018,857,1601,13053,11452,13.53,68.05,8.82,17.2
13185,2018,114582,57.83,36.41,0.29,1.84,0.08,3.55,5.54,14.87,8142,15081,8960,15147,54146,6119,6291,6353,5252,13198,87130,73932,21.04,67.52,11.52,11.8
13187,2018,31951,93.83,1.89,0.64,0.3,0.11,3.23,4.79,16.31,1369,3322,3013,4204,13922,1694,1964,2145,2198,5337,26184,20847,22.59,58.25,16.7,15.8
13189,2018,21498,54.64,40.43,0.0,0.45,0.91,3.57,2.96,17.83,1459,3030,1390,1316,7848,1264,1429,1449,1423,3596,16018,12422,12.59,57.39,16.73,13.9
13191,2018,14120,62.55,34.28,0.11,1.66,0.14,1.25,0.98,13.7,616,1376,724,677,4212,921,1091,1297,1154,3453,11683,8230,9.92,43.94,24.45,21.9
13193,2018,13480,34.9,60.62,0.2,0.47,0.01,3.81,4.22,27.25,685,1442,859,937,5431,847,933,1055,933,2154,10850,8696,13.32,56.07,15.98,17.1
13195,2018,28900,84.72,8.77,0.28,1.2,0.0,5.03,5.17,16.74,1688,3823,1705,1839,10517,2056,2129,1967,2160,4560,22232,17672,12.26,55.46,15.78,18.1
13197,2018,8484,62.33,30.36,0.17,1.05,0.42,5.67,7.11,23.05,409,922,630,398,2888,584,633,692,632,1724,6839,5115,12.12,49.73,20.32,14.6
13199,2018,21113,57.13,38.69,0.14,0.63,0.0,3.41,2.13,20.86,1250,2535,1355,1212,7314,1250,1587,1672,1423,4082,16496,12414,12.16,52.57,19.33,21.2
13201,2018,5836,68.35,30.5,0.77,0.0,0.0,0.38,0.58,17.74,329,758,324,231,1960,357,448,460,280,1244,4497,3253,9.51,52.21,21.32,13.0
13205,2018,22432,49.51,46.63,0.21,0.45,0.04,3.16,4.53,25.3,1357,2997,1409,1358,8717,1447,1537,1507,1353,3517,17220,13703,12.34,58.27,15.68,17.6
13207,2018,27010,73.41,23.33,0.19,0.93,0.0,2.13,2.34,15.0,1415,3227,1638,1679,9634,1845,1999,2167,1987,4736,21358,16622,12.28,52.85,17.53,14.3
13209,2018,9036,68.13,26.27,0.22,0.35,0.0,5.02,6.52,18.31,481,1101,732,754,3603,642,564,719,476,1450,7139,5689,16.45,57.38,16.05,18.1
13211,2018,18235,73.93,23.35,0.2,0.03,0.0,2.48,3.22,13.49,1011,2332,1164,1190,5914,1574,1304,1317,1334,3449,14133,10684,12.91,50.77,18.91,15.2
13213,2018,39557,96.72,1.07,0.12,0.38,0.0,1.7,14.76,30.66,2462,5701,2611,2520,15228,2857,2854,2758,2122,5575,29630,24055,12.97,59.13,14.09,14.5
13215,2018,196670,44.01,45.76,0.41,2.45,0.17,7.2,7.55,12.66,14425,26743,12929,15163,84757,11288,11943,12015,10787,24712,147885,123173,14.28,64.03,12.57,17.6
13217,2018,106497,51.01,44.01,0.3,1.08,0.08,3.52,5.38,14.19,6895,16190,8633,6788,42911,7779,7446,6136,6022,13118,78090,64972,14.48,61.97,12.32,15.3
13219,2018,37017,88.6,5.42,0.04,4.1,0.01,1.84,4.87,5.49,2008,5903,3005,1917,13390,2869,2670,2305,2515,5357,27083,21726,13.3,57.54,14.47,9.9
13221,2018,14784,78.53,17.74,0.16,0.43,0.0,3.13,4.38,20.63,790,1810,902,693,5365,1077,1020,1288,764,2670,11612,8942,10.79,53.88,18.06,15.8
13223,2018,155840,75.41,18.9,0.3,1.01,0.04,4.35,6.09,9.91,10029,24366,11400,9813,64579,12811,11441,9899,6949,15766,113794,98028,13.61,63.51,10.12,9.8
13225,2018,26966,48.77,44.67,0.12,1.0,0.11,5.31,7.48,16.01,1424,3429,2490,2208,11041,1565,1805,2370,1262,4070,21170,17100,17.42,58.94,15.09,17.6
13227,2018,30832,89.8,1.33,0.73,0.44,0.04,7.66,3.06,15.12,1452,3788,1680,1586,10132,2055,2255,2775,1958,6417,24470,18053,10.59,49.86,20.81,16.1
13229,2018,19164,85.59,9.56,0.31,0.0,0.0,4.54,5.04,16.32,1207,2826,1215,929,6848,1302,1461,1185,1161,3174,14348,11174,11.19,56.78,16.56,17.0
13231,2018,18082,87.95,10.02,0.0,0.38,0.0,1.65,1.54,13.03,877,2503,1462,964,6930,1365,1315,1286,1047,2759,13762,11003,13.42,57.02,15.26,12.7
13233,2018,41621,77.27,12.23,0.48,0.37,0.06,9.59,13.13,20.92,2823,6101,2925,2354,15845,2678,2688,2700,2516,6270,30828,24558,12.68,59.51,15.06,15.5
13235,2018,11295,63.15,34.79,0.15,0.09,0.0,1.82,4.1,19.58,431,1013,701,841,4658,807,792,740,715,2139,9306,7167,13.65,54.02,18.94,20.4
13237,2018,21503,68.97,26.2,0.04,0.81,0.0,3.99,6.42,14.6,975,2725,1260,1060,6753,1295,1456,1969,1388,4942,17101,12159,10.79,48.61,22.98,14.3
13239,2018,2276,38.75,52.37,0.0,6.06,0.22,2.59,0.26,32.43,126,227,97,93,716,108,108,118,265,608,1855,1247,8.35,46.97,26.71,22.0
13241,2018,16457,91.87,2.39,0.55,1.03,0.01,4.15,8.09,15.76,701,1527,835,843,5193,990,1100,1179,1339,4428,13667,9239,10.2,45.09,26.91,20.0
13243,2018,7087,35.16,62.17,0.0,0.0,0.0,2.67,1.35,24.17,444,1170,504,298,2273,308,352,393,648,1499,5263,3764,11.32,54.85,21.15,16.4
13245,2018,201463,37.76,56.53,0.26,1.87,0.22,3.37,4.84,16.6,13750,25651,13791,17146,86950,11027,12380,12400,12704,26601,154550,127949,15.36,62.72,13.2,16.8
13247,2018,89011,39.95,53.27,0.13,1.96,0.36,4.34,10.15,11.77,5245,13012,6697,5919,33962,6386,6482,6130,5838,11956,66448,54492,14.17,58.67,13.43,9.9
13249,2018,5211,66.28,29.9,0.0,0.0,0.0,3.82,5.14,15.68,272,727,371,436,2074,474,259,294,247,864,3977,3113,15.49,58.97,16.58,16.6
13251,2018,13990,55.58,41.94,0.22,0.71,0.0,1.54,1.97,16.91,875,1604,975,893,5095,796,988,1094,1066,2472,10941,8469,13.35,54.14,17.67,16.6
13253,2018,8437,61.81,33.07,0.0,0.79,0.0,4.33,3.08,14.49,468,1032,631,377,2856,420,549,568,678,1866,6622,4756,11.95,51.63,22.12,17.7
13255,2018,64719,62.96,33.52,0.44,0.97,0.03,2.08,4.42,18.14,3967,8859,4143,3837,24260,4063,4353,4240,3925,11052,49212,38160,12.33,57.3,17.08,16.1
13257,2018,25676,83.96,11.2,0.16,0.33,0.01,4.35,3.28,16.52,1484,3188,1901,1818,9138,1856,1624,1942,1552,4892,19932,15040,14.48,53.79,19.05,19.5
13259,2018,6042,26.32,54.1,0.23,2.45,0.0,16.9,17.21,28.37,212,399,362,515,3128,329,392,357,313,912,5245,4333,14.52,61.88,15.09,19.1
13261,2018,30352,42.58,52.63,0.08,1.18,0.0,3.53,5.42,19.32,1881,4016,2361,3034,12335,1669,1912,1811,1890,4838,23295,18457,17.77,60.07,15.94,13.7
13263,2018,6378,41.11,57.81,0.03,0.52,0.0,0.53,0.75,19.48,257,647,402,318,1962,352,525,589,607,1439,5260,3821,11.29,44.94,22.56,19.4
13265,2018,1665,34.11,65.17,0.0,0.48,0.0,0.24,1.56,28.81,58,130,94,92,615,104,119,128,100,411,1423,1012,11.17,48.23,24.68,22.5
13267,2018,25353,59.78,29.2,0.34,0.25,0.02,10.41,10.96,24.57,1376,2987,1274,1884,11036,1769,1739,1574,1438,3434,20114,16680,12.46,60.74,13.54,17.2
13269,2018,8193,57.27,38.45,0.0,1.51,0.0,2.77,2.54,21.76,404,974,600,552,2818,669,537,686,572,1533,6499,4966,14.06,51.21,18.71,18.6
13271,2018,16115,53.68,41.73,0.06,0.11,0.0,4.42,11.75,29.69,635,1615,869,849,6819,1081,1111,960,1174,2720,13372,10652,10.66,56.28,16.88,11.8
13273,2018,8859,36.82,59.51,0.11,2.29,0.0,1.26,2.73,23.42,553,1156,596,475,3136,506,620,685,581,1622,6795,5173,12.09,54.69,18.31,15.0
13275,2018,44730,60.07,36.45,0.11,0.17,0.04,3.17,3.69,17.38,2862,6032,2808,2597,16067,2827,3199,3151,2915,7677,33974,26297,12.08,55.8,17.16,17.6
13277,2018,40510,64.78,30.12,0.09,1.45,0.03,3.53,11.51,18.24,2813,5594,3358,2955,16751,2350,2407,2608,2209,5778,30443,24665,15.58,62.1,14.26,15.0
13279,2018,27048,62.56,25.76,0.01,0.91,0.0,10.75,11.58,19.07,1919,4175,1658,1664,10164,1490,1692,1594,1631,4383,19832,15449,12.28,60.11,16.2,16.6
13281,2018,11417,95.36,1.18,0.56,0.67,0.0,2.22,1.23,10.82,392,797,879,1016,3535,528,618,934,729,3884,9943,6059,16.6,41.38,34.02,18.6
13283,2018,6777,72.3,27.15,0.0,0.0,0.0,0.55,1.8,25.53,503,797,452,298,2454,265,549,606,304,1299,5195,3896,11.07,55.39,19.17,21.2
13285,2018,69774,58.75,35.74,0.19,2.11,0.0,3.21,3.67,17.13,4560,9836,4862,5092,27835,4355,4683,4671,3941,9893,52457,42564,14.27,60.53,14.18,16.6
13287,2018,7962,54.9,42.99,0.21,0.83,0.0,1.07,1.65,17.62,540,1074,476,390,2999,340,509,541,523,1436,6027,4591,10.88,57.94,18.04,17.8
13289,2018,8284,55.59,42.37,0.0,0.11,0.0,1.93,0.48,29.18,435,909,349,526,2686,413,677,675,734,1755,6688,4933,10.56,48.65,21.19,21.3
13291,2018,22775,96.93,0.65,0.66,0.76,0.0,1.0,3.2,11.06,936,2085,1109,942,5991,1214,1498,1663,2087,7301,19017,11716,9.01,39.57,32.06,18.1
13293,2018,26216,69.27,28.11,0.34,0.4,0.76,1.13,2.29,20.1,1796,3252,1566,1629,9204,1687,1894,1911,1765,4707,20133,15426,12.19,54.36,17.95,15.7
13295,2018,68824,92.09,4.09,0.16,0.75,0.01,2.89,2.09,18.13,3853,8545,4381,3876,24940,4838,4825,4847,4528,12448,53593,41145,12.0,54.25,18.09,18.3
13297,2018,90132,78.09,17.01,0.2,1.18,0.02,3.51,4.2,12.75,5562,13096,6291,5420,33841,6482,6715,6001,4917,13518,67394,53876,12.99,58.25,15.0,12.2
13299,2018,35599,64.57,29.84,0.5,1.13,0.09,3.87,4.1,17.07,2411,4715,2191,2103,13508,2255,2227,2350,2238,5895,27053,21158,12.06,57.96,16.56,17.4
13301,2018,5346,37.34,61.11,0.0,0.84,0.0,0.71,0.43,26.45,282,689,184,267,1685,325,387,439,420,1119,4218,3099,8.44,49.68,20.93,13.2
13303,2018,20461,44.59,53.0,0.05,0.61,0.0,1.75,2.42,19.84,1158,2565,1259,1343,7698,1239,1556,1549,1272,3424,15911,12487,12.72,55.82,16.73,17.9
13305,2018,29767,75.05,19.94,0.15,0.47,0.0,4.39,6.23,18.08,2062,4090,1996,1569,11431,2040,1988,1870,1807,4479,22397,17918,11.98,59.07,15.05,16.3
13307,2018,2613,50.78,39.99,0.19,0.0,0.0,9.03,9.57,22.45,60,464,179,106,781,166,237,192,166,547,1988,1441,10.91,49.94,20.93,15.2
13309,2018,7939,56.88,42.56,0.45,0.0,0.0,0.1,1.27,22.03,338,833,465,819,3733,491,556,433,454,1101,6595,5494,16.17,61.77,13.87,14.5
13311,2018,28928,94.28,1.44,0.56,0.58,0.0,3.13,3.14,14.91,1257,3341,2062,1754,9751,1997,2189,2390,1788,6215,23087,16872,13.19,49.6,21.48,16.4
13313,2018,103849,88.73,3.96,0.7,1.45,0.0,5.15,34.53,30.6,7050,15651,7450,7006,41710,7065,6852,6253,5277,13991,76388,62397,13.92,62.02,13.47,10.9
13315,2018,8846,62.81,35.29,0.29,0.0,0.0,1.61,4.51,17.72,468,965,559,517,3614,593,568,650,539,1449,7154,5705,12.16,57.05,16.38,15.7
13317,2018,9884,53.46,42.47,0.0,0.86,0.0,3.21,4.81,19.55,558,1100,758,501,3208,592,717,769,688,2252,7825,5573,12.74,49.23,22.78,17.6
13319,2018,9078,58.99,39.29,0.11,0.0,0.07,1.54,2.76,15.52,506,1222,575,488,3136,492,699,748,621,1654,6991,5337,11.71,53.58,18.22,15.0
13321,2018,20656,68.28,28.24,0.37,0.34,0.02,2.74,2.09,18.75,1287,2700,1241,1243,7328,1193,1464,1493,1447,3744,15854,12110,12.03,54.78,18.13,17.5
15001,2018,197658,33.46,0.68,0.43,22.52,12.45,30.47,12.66,7.55,12026,24313,11011,10619,68382,11368,12353,14353,16650,38213,154438,116225,10.94,52.98,19.33,13.7
15003,2018,987638,21.01,2.38,0.15,42.51,9.51,24.44,9.78,8.32,63874,115193,53688,74176,403530,60184,60934,61084,56407,166432,776609,610177,12.95,58.99,16.85,10.9
15005,2018,75,21.33,2.67,2.67,28.0,25.33,20.0,2.67,13.04,4,0,2,0,18,3,9,20,9,12,71,59,2.67,29.33,16.0,24.3
15007,2018,71377,32.53,0.68,0.55,34.01,9.02,23.22,10.93,8.21,4416,8839,3767,3659,24873,4517,4788,5127,5379,13438,55646,42208,10.4,53.42,18.83,9.9
15009,2018,165281,35.52,0.59,0.14,29.16,11.06,23.54,11.24,7.97,10068,20436,9206,8365,60769,10900,11569,12205,11474,27860,128764,100904,10.63,55.22,16.86,10.8
16001,2018,446052,90.72,1.39,0.57,2.68,0.2,4.44,8.03,4.86,26579,63185,30597,27405,184675,29735,28417,28333,25031,60097,336905,276808,13.0,61.53,13.47,10.2
16003,2018,4019,95.84,0.27,1.24,0.0,0.2,2.44,3.51,10.38,154,449,253,98,1025,173,244,459,387,1128,3282,2154,8.73,40.51,28.07,22.9
16005,2018,85065,89.82,0.67,3.0,1.65,0.2,4.66,8.45,8.15,6280,12626,6508,6234,36181,4257,4444,5049,4843,11385,62446,51061,14.98,64.76,13.38,16.2
16007,2018,5962,94.67,0.35,0.44,1.24,0.0,3.3,4.18,6.22,438,878,426,298,2020,300,312,418,375,1221,4362,3141,12.14,55.95,20.48,13.6
16009,2018,9086,86.87,0.07,9.54,0.35,0.24,2.93,3.53,11.72,521,1207,645,330,2710,514,619,776,752,1987,6961,4974,10.73,48.84,21.87,20.0
16011,2018,45551,82.66,0.27,6.52,0.76,0.0,9.78,17.97,12.47,3555,8285,3643,2904,17202,2435,2520,2590,2730,6234,31264,25030,14.37,63.76,13.69,14.0
16013,2018,21994,95.14,0.37,0.02,1.13,0.4,2.95,21.82,11.6,1160,2913,1442,1065,7423,1543,1604,1935,1612,3804,16959,13155,11.4,52.27,17.3,9.5
16015,2018,7163,94.5,0.22,1.13,1.17,0.07,2.9,4.33,6.27,216,755,489,181,1885,403,625,699,828,1752,5880,4128,9.35,39.87,24.46,14.4
16017,2018,42711,95.32,0.3,1.0,0.66,0.13,2.59,3.0,9.15,2067,4858,2443,1756,12931,2369,3033,3523,4127,9803,34176,24373,9.83,46.49,22.95,16.6
16019,2018,112397,88.85,0.54,0.44,0.92,0.14,9.1,12.88,8.3,9566,19958,8145,6939,44598,5770,6061,5924,6207,14313,77354,63041,13.42,65.95,12.73,14.2
16021,2018,11549,94.06,0.29,1.03,0.78,0.23,3.62,4.91,7.97,695,1538,776,496,3666,649,729,737,1102,2433,8809,6376,11.01,51.08,21.07,14.3
16023,2018,2602,99.19,0.15,0.04,0.0,0.0,0.61,2.73,4.99,89,427,119,25,726,151,132,278,233,566,2015,1449,5.53,47.73,21.75,16.1
16025,2018,886,99.77,0.0,0.0,0.0,0.0,0.23,0.9,6.39,63,133,55,25,238,58,52,61,73,208,665,457,9.03,48.98,23.48,14.6
16027,2018,212230,85.03,0.34,1.14,0.87,0.23,12.39,25.14,15.39,16385,35491,16479,14011,85553,12578,11916,11742,10606,27959,150041,122082,14.37,64.75,13.17,13.9
16029,2018,6918,95.56,0.0,0.17,0.1,0.0,4.16,5.59,7.78,470,1176,475,377,2462,397,374,434,461,1144,4891,3747,12.32,59.38,16.54,13.0
16031,2018,23615,93.15,0.19,1.19,0.58,0.1,4.78,27.17,17.55,1960,4406,1860,1484,8977,1255,1210,1295,1289,3223,15992,12769,14.16,64.97,13.65,13.7
16033,2018,1077,84.68,0.65,8.91,0.0,0.0,5.76,46.89,39.19,100,180,130,75,474,67,67,19,59,111,747,636,19.03,70.01,10.31,5.1
16035,2018,8640,92.97,0.38,2.15,0.31,0.24,3.94,4.12,10.47,311,783,464,396,2657,545,623,650,818,2253,7212,4959,9.95,43.41,26.08,21.9
16037,2018,4141,92.59,0.1,1.01,0.0,0.0,6.3,4.44,10.59,153,390,261,173,1089,205,317,402,344,1241,3431,2190,10.48,39.41,29.97,22.7
16039,2018,26433,86.68,2.6,1.41,2.6,0.5,6.22,16.67,10.63,2081,3684,1560,2752,11348,1368,1671,1408,1458,3415,19675,16260,16.31,64.74,12.92,13.9
16041,2018,13279,96.23,0.24,0.65,0.06,0.08,2.75,6.71,8.79,1021,2584,1170,605,4975,718,702,743,732,1804,8871,7067,13.37,64.61,13.59,14.2
16043,2018,12965,94.51,0.31,0.3,0.15,0.32,4.42,12.56,12.29,832,1972,1109,788,4926,709,756,798,827,2145,9461,7316,14.63,59.62,16.54,13.0
16045,2018,17052,90.07,0.0,1.89,0.67,0.01,7.37,8.32,12.09,926,2305,1058,979,5254,1141,1164,1200,1435,3627,13069,9442,11.95,49.76,21.27,19.6
16047,2018,15169,92.5,0.1,0.77,0.36,0.3,5.97,29.09,20.25,1024,2447,1019,929,5305,928,1067,1033,828,2537,11013,8476,12.84,57.85,16.72,13.2
16049,2018,16337,93.38,0.2,3.53,0.49,0.07,2.32,3.31,9.39,769,1856,942,790,4718,817,1088,1370,1450,4269,13098,8829,10.6,44.95,26.13,22.9
16051,2018,27969,92.1,0.09,0.56,0.51,0.05,6.69,10.52,10.91,2459,5538,2406,1541,10948,1419,1529,1681,1365,3030,18325,15295,14.11,67.74,10.83,10.9
16053,2018,23431,94.14,0.12,0.48,0.55,0.35,4.34,35.42,22.31,2039,4190,1687,1395,9064,1245,1340,1234,1384,2935,16161,13226,13.15,65.27,12.53,11.8
16055,2018,153605,94.21,0.4,1.41,0.79,0.15,3.04,4.5,7.49,9216,20290,9644,8723,56109,9275,10027,10206,10829,27653,117951,90298,11.96,55.74,18.0,13.5
16057,2018,39239,91.73,0.98,1.2,2.57,0.03,3.49,4.31,3.66,2137,4018,4196,7024,20292,1735,1962,2211,1950,4934,31844,26910,28.59,67.4,12.57,12.0
16059,2018,7798,94.77,0.04,0.23,0.0,0.09,4.87,3.35,7.83,371,807,418,304,2112,367,485,647,769,2240,6360,4120,9.26,42.19,28.73,17.8
16061,2018,3845,87.18,0.23,7.28,1.4,0.03,3.88,4.45,11.53,210,536,223,171,1085,174,256,316,334,934,2955,2021,10.25,47.62,24.29,24.4
16063,2018,5321,93.61,0.0,0.49,0.17,0.0,5.73,30.2,20.6,362,967,444,290,2096,267,313,301,354,661,3696,3035,13.79,64.37,12.42,14.7
16065,2018,38705,93.65,0.27,0.12,1.15,0.14,4.66,7.5,4.09,3859,5161,4446,8946,22441,1188,1216,1421,935,2484,28132,25648,34.6,81.28,6.42,7.7
16067,2018,20615,94.55,0.13,0.91,0.4,0.11,3.9,35.05,21.58,1599,3334,1514,1366,7788,1047,1070,1299,1256,3222,14691,11469,13.97,61.71,15.63,14.3
16069,2018,40155,89.7,0.26,6.1,0.8,0.1,3.04,3.85,7.73,2458,4760,2454,2628,14818,2297,2530,2939,2565,7788,31455,23667,12.66,54.88,19.39,17.7
16071,2018,4326,97.23,0.09,0.21,0.0,0.0,2.47,4.44,9.0,271,787,332,235,1409,180,239,344,267,829,3057,2228,13.11,57.03,19.16,17.4
16073,2018,11455,82.78,0.44,3.22,0.16,0.0,13.4,26.61,24.96,771,1721,840,687,4093,697,686,920,558,2009,8429,6420,13.33,57.49,17.54,16.6
16075,2018,23041,90.79,0.34,0.68,0.76,0.0,7.43,17.2,14.99,1532,3622,1519,1343,7952,1601,1464,1344,1529,3997,16825,12828,12.42,56.88,17.35,18.1
16077,2018,7713,77.67,0.05,5.21,0.0,0.03,17.04,33.94,19.15,650,1237,466,508,2770,410,414,586,437,1209,5392,4183,12.63,60.38,15.67,17.4
16079,2018,12526,93.75,0.44,2.59,0.22,0.0,2.99,3.5,14.42,768,1305,662,620,3851,771,900,1056,1085,2790,10014,7224,10.23,47.29,22.27,25.4
16081,2018,11080,88.61,0.15,0.37,0.09,0.0,10.78,17.1,7.09,784,1721,602,627,4556,836,646,790,621,1126,8159,7033,11.09,63.73,10.16,7.5
16083,2018,83666,92.03,0.71,0.92,1.81,0.08,4.45,16.14,12.22,6302,13337,5665,5144,32836,4414,4768,4997,4559,12453,60425,47972,12.92,62.72,14.88,13.5
16085,2018,10401,98.88,0.09,0.25,0.23,0.0,0.55,1.83,5.41,491,1080,410,323,3141,625,665,702,1260,2437,8503,6066,7.05,45.3,23.43,19.7
16087,2018,10025,86.71,0.17,0.96,0.47,0.0,11.69,17.14,14.14,470,1464,637,395,3049,503,666,637,825,2411,7680,5269,10.29,49.71,24.05,20.3
17001,2018,66427,93.06,4.08,0.42,0.81,0.06,1.56,1.54,7.4,4120,8512,3768,3853,23317,3891,4543,4862,4213,12969,51394,38425,11.47,54.12,19.52,13.8
17003,2018,6532,62.43,33.21,0.73,0.09,0.32,3.21,1.12,19.08,460,951,352,225,1978,340,459,548,468,1328,4951,3623,8.83,51.88,20.33,21.5
17005,2018,16712,90.89,6.24,0.41,1.17,0.0,1.29,3.46,10.29,770,1790,1168,1161,6500,1041,1256,1240,1196,2919,13507,10588,13.94,54.21,17.47,15.6
17007,2018,53606,87.42,2.22,0.33,1.18,0.0,8.85,21.38,13.84,3062,7908,4481,3228,20160,4092,3820,3625,3011,7928,39899,31971,14.38,58.07,14.79,11.4
17009,2018,6675,77.42,20.43,0.09,0.55,0.0,1.5,4.28,15.74,275,622,278,506,3040,464,502,504,319,949,5629,4680,11.75,58.98,14.22,14.2
17011,2018,33381,93.62,0.93,0.14,0.87,0.01,4.43,8.97,8.4,1741,4175,2019,1875,11110,2114,2330,2439,2449,7023,26123,19100,11.67,51.01,21.04,13.5
17013,2018,4858,97.61,0.35,0.02,0.84,0.0,1.17,1.17,9.37,254,586,331,188,1483,321,357,387,357,1113,3839,2726,10.68,47.82,22.91,19.2
17015,2018,14562,95.68,1.14,0.12,0.73,0.0,2.33,3.59,8.56,770,1537,812,771,4555,817,999,1172,1168,3544,11721,8177,10.87,47.12,24.34,14.0
17017,2018,12665,89.87,4.66,0.13,0.37,0.35,4.62,18.74,16.0,820,1719,811,698,4641,800,872,997,697,2119,9611,7492,11.91,56.69,16.73,13.2
17019,2018,209448,72.28,13.34,0.15,10.66,0.06,3.51,5.84,4.89,11603,21287,21476,33845,108656,10132,10542,10965,11235,25028,169892,144864,26.41,67.58,11.95,8.9
17021,2018,33231,96.6,1.27,0.19,0.66,0.2,1.07,1.6,11.17,1707,3922,1917,1899,11793,2170,2470,2712,2122,6335,26388,20053,11.48,52.43,19.06,12.3
17023,2018,15836,96.98,0.31,0.09,0.63,0.0,2.0,1.56,9.09,927,2029,1032,859,5423,1034,1126,1268,1010,3019,12195,9176,11.94,52.91,19.06,16.5
17025,2018,13338,97.65,0.46,0.15,0.28,0.0,1.45,1.47,10.05,756,1696,759,777,4479,792,945,1038,1000,2632,10365,7733,11.52,51.96,19.73,19.9
17027,2018,37628,93.62,3.48,0.28,0.58,0.0,2.04,3.1,10.09,2076,4500,2171,2200,14217,2538,2876,2818,2493,6110,29636,23526,11.62,55.26,16.24,14.3
17029,2018,51736,92.85,3.68,0.21,1.21,0.19,1.86,2.49,9.51,2430,5403,4187,6713,23319,2677,3008,3425,3139,8335,42379,34044,21.07,60.21,16.11,15.4
17031,2018,5223719,56.62,23.56,0.28,7.2,0.04,12.31,25.16,13.31,327844,639497,318152,351197,2227343,332966,335891,333851,301597,724730,4063294,3338564,12.81,61.16,13.87,10.2
17033,2018,19088,90.85,5.76,0.07,0.72,0.07,2.53,3.5,13.09,1026,2097,1057,1107,7123,1227,1359,1355,1389,3512,15290,11778,11.34,53.68,18.4,15.9
17035,2018,10865,97.38,0.08,0.2,0.28,0.13,1.93,1.05,10.35,667,1410,624,542,3702,668,752,891,733,2042,8384,6342,10.73,53.19,18.79,16.7
17037,2018,104200,84.29,7.71,0.06,2.48,0.0,5.46,10.96,7.61,6025,12718,9198,14896,50108,5711,5945,6220,5072,12401,81607,69206,23.12,66.08,11.9,10.1
17039,2018,16042,96.15,0.47,0.08,0.02,0.06,3.2,2.68,8.94,874,1968,978,818,5552,1060,1166,1261,1218,2943,12544,9601,11.2,52.33,18.35,12.1
17041,2018,19714,96.32,0.53,0.56,0.73,0.09,1.77,7.22,17.67,1325,2761,1311,1182,7273,1047,1236,1410,1251,3411,14755,11344,12.65,57.62,17.3,11.5
17043,2018,931743,77.46,4.75,0.22,11.67,0.05,5.85,14.17,7.4,55318,120789,62132,58606,359159,63976,68872,68587,60313,134729,716869,582140,12.96,57.45,14.46,8.2
17045,2018,17539,97.68,0.35,0.07,1.03,0.0,0.87,1.15,10.77,903,2080,1003,908,5915,1047,1217,1381,1313,3683,13895,10212,10.9,50.73,21.0,16.1
17047,2018,6507,97.02,0.69,0.52,0.37,0.0,1.4,1.38,8.46,374,853,391,351,2151,412,433,504,447,1333,4992,3659,11.4,51.91,20.49,16.9
17049,2018,34174,97.27,0.52,0.07,0.61,0.04,1.48,2.0,7.38,2234,4481,2120,2062,12547,1940,2436,2336,2444,5756,26098,20342,12.24,56.36,16.84,12.8
17051,2018,21724,93.69,4.8,0.23,0.49,0.0,0.79,1.88,16.99,1176,2522,1249,1436,8103,1375,1544,1753,1271,3980,17202,13222,12.36,54.32,18.32,17.9
