COUNTYFP,year,totPopE,whiteP,blackP,amIndP,asianP,pacIsP,otherP,hispP,noHSP,age0_4,age5_14,age15_19,age20_24,age15_44,age45_49,age50_54,age55_59,age60_64,ageOv65,ageOv18,age18_64,a15_24P,und45P,ovr65P,disbP
30083,2018,11360,93.47,0.0,3.02,0.0,0.0,3.51,5.32,7.68,730,1567,803,629,4379,680,710,796,882,1616,8613,6997,12.61,58.77,14.23,12.9
30085,2018,11228,36.56,0.31,57.1,0.37,0.0,5.66,3.69,13.22,1023,2136,830,762,4351,520,645,707,635,1211,7520,6309,14.18,66.89,10.79,12.0
30087,2018,9250,58.76,0.11,37.45,1.07,0.0,2.62,4.94,12.87,683,1526,701,561,3263,508,613,681,609,1367,6535,5168,13.64,59.16,14.78,18.4
30089,2018,11521,92.27,0.16,3.56,0.51,0.01,3.49,2.84,10.71,531,1123,645,426,2972,576,765,1085,1144,3325,9454,6129,9.3,40.15,28.86,19.8
30091,2018,3574,93.54,0.0,1.26,0.45,0.0,4.76,2.66,7.62,232,421,156,207,1139,159,249,272,319,783,2820,2037,10.16,50.14,21.91,12.9
30093,2018,34814,94.24,0.59,2.56,0.8,0.0,1.81,4.59,8.16,2124,3778,2135,3350,13064,2014,2333,2580,2545,6376,27786,21410,15.76,54.48,18.31,18.7
30095,2018,9410,95.81,0.21,1.03,0.43,0.0,2.52,3.93,5.1,440,1208,637,382,2847,584,641,899,803,1988,7360,5372,10.83,47.77,21.13,13.2
30097,2018,3653,95.89,0.22,1.09,0.27,0.0,2.52,3.04,4.89,163,458,186,166,970,186,232,240,320,1084,2887,1803,9.64,43.55,29.67,13.5
30099,2018,6080,94.72,0.18,0.92,0.21,0.0,3.96,1.56,7.77,396,807,375,307,1870,342,392,500,398,1375,4637,3262,11.22,50.54,22.62,15.5
30101,2018,4976,90.53,0.16,4.58,2.65,0.0,2.07,3.68,14.84,246,533,236,389,1870,284,375,424,435,809,3999,3190,12.56,53.24,16.26,18.3
30103,2018,777,96.27,0.0,0.0,1.8,0.0,1.93,0.77,5.79,32,79,56,40,202,69,42,66,104,183,624,441,12.36,40.28,23.55,15.6
30105,2018,7532,86.46,0.08,8.54,0.4,0.23,4.3,2.64,6.15,434,913,337,534,2491,368,518,561,615,1632,5885,4253,11.56,50.96,21.67,15.0
30107,2018,2149,94.83,0.0,2.75,0.47,0.0,1.95,2.65,20.22,141,323,140,116,721,147,68,168,141,440,1627,1187,11.91,55.14,20.47,12.1
30109,2018,1175,99.32,0.0,0.34,0.34,0.0,0.0,4.17,12.64,125,160,53,30,275,103,114,80,72,246,839,593,7.06,47.66,20.94,13.2
30111,2018,157816,90.72,0.63,4.4,0.64,0.13,3.48,5.49,6.27,10188,21118,9242,9626,60244,9342,10160,11106,10208,25450,120595,95145,11.96,58.01,16.13,12.4
31001,2018,31583,93.29,0.67,0.52,1.33,0.03,4.16,9.95,10.05,2059,4213,2546,2351,11833,1753,1963,2032,2292,5438,24050,18612,15.51,57.33,17.22,14.2
31003,2018,6372,97.55,0.75,0.14,0.16,0.0,1.4,3.19,7.56,418,819,397,320,1936,293,438,488,529,1451,4865,3414,11.25,49.8,22.77,15.2
31005,2018,418,95.69,0.0,0.48,0.0,0.0,3.83,0.72,5.71,11,81,20,26,109,27,25,36,23,106,307,201,11.0,48.09,25.36,11.0
31007,2018,696,97.56,0.0,0.0,0.0,0.0,2.44,6.03,2.92,48,82,30,23,205,28,48,90,61,134,542,408,7.61,48.13,19.25,14.4
31009,2018,480,100.0,0.0,0.0,0.0,0.0,0.0,0.0,3.69,28,64,17,19,127,40,23,29,46,123,375,252,7.5,45.62,25.62,11.7
31011,2018,5313,98.42,0.41,0.09,0.11,0.09,0.87,2.11,5.82,337,704,305,292,1635,283,356,376,452,1170,4072,2902,11.24,50.37,22.02,11.9
31013,2018,11089,91.77,0.38,3.85,0.3,0.0,3.71,12.36,8.27,753,1594,642,592,3668,558,732,877,997,1910,8265,6355,11.13,54.24,17.22,10.7
31015,2018,2042,95.54,0.44,1.18,0.83,0.0,2.01,0.73,5.44,103,256,108,67,530,81,131,205,161,575,1587,1012,8.57,43.54,28.16,17.7
31017,2018,2988,97.46,0.03,0.23,0.33,0.0,1.94,1.41,7.99,137,379,113,107,809,139,231,231,270,792,2389,1597,7.36,44.34,26.51,14.3
31019,2018,49030,92.15,1.15,0.14,1.42,0.01,5.12,8.82,6.96,3400,6253,3870,5472,21851,2499,2687,2822,2882,6636,37581,30945,19.05,64.25,13.53,11.1
31021,2018,6528,95.21,0.7,1.7,0.49,0.0,1.9,2.94,9.56,335,871,374,303,1933,381,444,488,520,1556,5067,3511,10.37,48.09,23.84,16.0
31023,2018,8067,96.68,0.45,0.2,0.66,0.0,2.02,3.24,7.86,494,1031,559,411,2625,466,609,670,543,1629,6166,4537,12.02,51.44,20.19,11.5
31025,2018,25702,96.28,0.6,0.12,0.28,0.21,2.51,3.16,5.09,1530,3623,1662,1283,8787,1720,1943,2008,1840,4251,19426,15175,11.46,54.24,16.54,9.4
31027,2018,8523,97.99,0.05,0.89,0.07,0.02,0.97,1.83,7.45,563,1233,501,481,2590,454,572,626,690,1795,6371,4576,11.52,51.46,21.06,11.4
31029,2018,3734,99.17,0.05,0.0,0.27,0.0,0.51,9.88,11.4,159,492,207,182,1183,237,212,315,301,835,2926,2091,10.42,49.12,22.36,12.0
31031,2018,5790,91.38,0.02,3.33,0.33,0.16,4.78,3.14,8.74,407,667,295,256,1962,287,358,423,462,1224,4539,3315,9.52,52.44,21.14,13.7
31033,2018,9852,95.45,0.1,0.61,1.28,0.02,2.54,6.76,6.71,671,1294,596,484,3436,643,701,662,679,1766,7491,5725,10.96,54.82,17.93,14.3
31035,2018,6232,96.69,0.06,0.29,0.16,0.0,2.79,8.97,9.33,412,863,346,366,2013,371,408,536,409,1220,4710,3490,11.42,52.76,19.58,15.3
31037,2018,10760,86.89,3.48,1.54,0.59,0.2,7.3,45.46,29.77,952,1788,744,656,4227,578,568,709,602,1336,7547,6211,13.01,64.75,12.42,9.6
31039,2018,8991,94.15,0.08,0.17,0.31,0.12,5.17,9.91,12.62,533,1309,567,474,2797,458,651,832,473,1938,6775,4837,11.58,51.6,21.55,10.6
31041,2018,10830,96.84,0.23,0.08,0.74,0.0,2.11,3.03,7.13,677,1453,573,610,3479,604,727,791,756,2343,8288,5945,10.92,51.79,21.63,13.1
31043,2018,20317,68.88,4.7,2.91,3.29,0.11,20.11,38.51,25.41,1783,3124,1427,1565,8021,1118,1347,1180,1125,2619,14438,11819,14.73,63.63,12.89,10.3
31045,2018,8896,89.23,1.93,4.61,0.57,0.0,3.65,5.05,4.74,493,835,1200,991,4019,419,409,611,533,1577,7286,5709,24.63,60.11,17.73,11.4
31047,2018,23804,88.46,6.17,0.79,0.34,0.08,4.18,33.12,22.09,1984,3397,1667,1438,8960,1448,1330,1750,1277,3658,17260,13602,13.04,60.25,15.37,12.7
31049,2018,1894,94.51,0.21,1.53,0.69,0.0,3.06,7.81,10.19,111,231,71,97,555,109,114,172,137,465,1508,1043,8.87,47.36,24.55,17.2
31051,2018,5746,94.27,0.28,0.44,0.07,0.0,4.94,13.26,11.41,391,766,381,318,1872,343,349,480,418,1127,4297,3170,12.16,52.71,19.61,13.8
31053,2018,36683,94.18,0.92,0.95,0.43,0.16,3.36,12.32,10.68,2468,4894,2354,2370,13150,2018,2421,2394,2462,6876,27925,21049,12.88,55.92,18.74,13.2
31055,2018,554992,79.55,11.08,0.59,3.64,0.06,5.08,12.39,9.97,42176,78482,36708,36799,233852,33244,34407,34395,30266,68170,411948,343778,13.24,63.88,12.28,10.6
31057,2018,2023,99.21,0.2,0.1,0.0,0.0,0.49,15.67,18.08,113,374,91,112,630,124,113,140,126,403,1478,1075,10.03,55.22,19.92,10.6
31059,2018,5574,96.99,0.56,0.66,0.3,0.0,1.49,3.95,8.09,261,609,319,291,1759,317,432,483,415,1298,4455,3157,10.94,47.17,23.29,15.8
31061,2018,3006,98.0,0.37,0.0,0.13,0.13,1.36,2.23,7.32,144,319,168,134,851,166,204,266,260,796,2436,1640,10.05,43.71,26.48,17.0
31063,2018,2609,97.43,0.08,0.77,0.11,0.0,1.61,1.03,4.61,119,296,229,186,871,138,146,187,203,649,2091,1442,15.91,49.29,24.88,17.9
31065,2018,4786,96.51,0.15,0.33,0.4,0.06,2.55,3.97,11.45,275,578,312,231,1466,273,294,373,383,1144,3723,2579,11.35,48.45,23.9,17.8
31067,2018,21595,96.54,0.74,0.7,0.58,0.11,1.33,2.39,10.27,1275,2686,1267,1067,7121,1292,1561,1706,1555,4399,16799,12400,10.81,51.32,20.37,15.4
31069,2018,1860,98.33,0.22,0.43,0.0,0.0,1.02,4.35,6.79,83,225,84,40,510,98,165,161,135,483,1485,1002,6.67,43.98,25.97,16.9
31071,2018,1975,98.23,0.2,0.0,0.35,0.0,1.22,1.97,3.9,95,216,107,120,569,75,118,134,210,558,1570,1012,11.49,44.56,28.25,15.6
31073,2018,2015,97.97,0.45,0.05,0.55,0.0,0.99,2.28,4.29,63,241,126,69,569,126,126,207,176,507,1627,1120,9.68,43.33,25.16,13.0
31075,2018,718,98.33,0.7,0.0,0.0,0.0,0.97,1.67,3.25,58,76,56,35,223,29,52,58,63,159,558,399,12.67,49.72,22.14,11.7
31077,2018,2410,97.51,0.5,0.17,0.41,0.0,1.41,2.07,6.31,144,324,163,99,716,110,167,161,185,603,1838,1235,10.87,49.13,25.02,14.7
31079,2018,61343,87.68,2.5,0.58,1.13,0.36,7.76,27.23,15.31,4661,9445,4106,3781,23485,3613,3926,4067,3331,8815,44614,35799,12.86,61.28,14.37,12.4
31081,2018,9178,96.27,0.52,0.62,0.07,0.0,2.52,3.25,5.35,529,1246,659,500,3102,564,639,644,714,1740,6964,5224,12.63,53.14,18.96,11.1
31083,2018,3438,95.49,0.81,0.55,0.35,0.03,2.76,3.93,9.95,218,410,178,189,998,155,272,244,283,858,2663,1805,10.67,47.29,24.96,16.3
31085,2018,943,98.41,0.0,0.0,0.0,0.0,1.59,7.32,11.8,65,118,30,35,293,25,60,77,134,171,738,567,6.89,50.48,18.13,15.7
31087,2018,2843,99.61,0.11,0.07,0.0,0.0,0.21,1.09,7.26,159,375,179,92,841,144,173,237,210,704,2201,1497,9.53,48.36,24.76,18.5
31089,2018,10245,97.23,0.12,0.78,0.5,0.03,1.35,4.53,7.32,673,1431,574,488,3096,501,741,813,817,2173,7764,5591,10.37,50.76,21.21,13.9
31091,2018,691,98.7,0.87,0.0,0.0,0.0,0.43,3.04,6.46,32,53,37,58,187,13,53,73,54,226,580,354,13.75,39.36,32.71,25.6
31093,2018,6405,96.47,0.19,0.03,0.2,0.03,3.08,2.58,7.17,382,912,385,274,2044,374,445,434,465,1349,4863,3514,10.29,52.12,21.06,13.2
31095,2018,7188,96.84,0.25,0.58,0.15,0.0,2.17,3.73,8.76,413,910,418,297,2177,405,440,462,716,1665,5593,3928,9.95,48.69,23.16,16.9
31097,2018,5197,86.84,6.52,0.83,0.92,0.0,4.89,10.08,13.85,233,552,252,397,2053,315,402,308,386,948,4222,3274,12.49,54.61,18.24,16.4
31099,2018,6552,96.47,0.12,0.38,0.32,0.0,2.7,6.09,3.86,413,933,397,356,2199,369,433,516,439,1250,4929,3679,11.49,54.11,19.08,11.6
31101,2018,8099,96.28,0.86,1.07,0.69,0.2,0.89,7.0,8.84,359,983,379,373,2351,427,570,711,555,2143,6488,4345,9.29,45.6,26.46,13.4
31103,2018,792,98.48,0.0,0.0,0.0,0.0,1.52,1.01,4.72,50,75,65,51,262,55,42,85,39,184,614,430,14.65,48.86,23.23,10.5
31105,2018,3667,95.12,0.22,0.71,0.33,0.0,3.63,10.74,11.46,195,471,235,140,1146,235,229,201,294,896,2840,1944,10.23,49.41,24.43,17.5
31107,2018,8460,86.82,0.27,9.88,0.32,0.13,2.58,2.64,8.84,534,1135,530,387,2432,414,591,672,639,2043,6426,4383,10.84,48.48,24.15,13.6
31109,2018,310094,86.41,4.03,0.57,4.26,0.07,4.66,6.86,6.52,20238,39986,22763,35403,139814,16976,17293,18776,16590,40421,238834,198413,18.76,64.51,13.04,10.7
31111,2018,35433,95.21,1.37,0.36,0.33,0.03,2.7,8.35,6.77,2087,4963,2423,1713,12627,2140,2113,2580,2452,6471,26890,20419,11.67,55.53,18.26,14.6
31113,2018,886,98.65,0.0,0.45,0.0,0.0,0.9,2.93,7.35,51,149,72,29,283,60,47,73,51,172,627,455,11.4,54.51,19.41,9.9
31115,2018,585,99.66,0.0,0.34,0.0,0.0,0.0,1.71,2.17,30,39,21,34,153,17,42,71,64,169,497,328,9.4,37.95,28.89,17.3
31117,2018,454,95.81,0.0,0.0,0.0,0.0,4.19,1.98,10.95,31,57,28,0,97,33,55,41,40,100,350,250,6.17,40.75,22.03,10.8
31119,2018,35164,91.62,1.48,1.52,1.5,0.0,3.89,14.82,9.85,2568,4873,2343,2445,13340,1869,2295,2783,2052,5384,26347,20963,13.62,59.1,15.31,11.1
31121,2018,7803,95.41,0.86,0.12,0.29,0.0,3.32,4.25,6.04,484,945,457,421,2589,458,557,610,612,1548,6075,4527,11.25,51.49,19.84,15.8
31123,2018,4841,95.21,0.85,0.43,0.25,0.0,3.26,15.53,13.37,265,706,305,198,1577,290,331,320,376,976,3674,2698,10.39,52.63,20.16,14.4
31125,2018,3554,99.04,0.45,0.39,0.06,0.0,0.06,2.67,8.51,198,461,239,152,1139,173,269,308,292,714,2742,2028,11.0,50.59,20.09,15.8
31127,2018,7004,96.15,1.5,0.51,0.74,0.01,1.09,2.68,6.96,376,831,661,535,2696,349,429,442,524,1357,5536,4179,17.08,55.73,19.37,14.2
31129,2018,4275,97.78,0.16,0.16,1.33,0.0,0.56,2.71,7.56,226,493,259,189,1243,199,259,334,376,1145,3406,2261,10.48,45.89,26.78,17.0
31131,2018,15896,94.65,0.38,0.55,0.26,0.0,4.15,7.78,8.49,1097,2067,915,936,5416,952,1069,1099,1181,3015,12069,9054,11.64,53.98,18.97,14.9
31133,2018,2676,96.41,0.0,0.19,0.0,0.0,3.4,1.79,11.78,155,300,173,95,740,144,173,237,194,733,2121,1388,10.01,44.66,27.39,13.4
31135,2018,2907,98.93,0.28,0.03,0.0,0.0,0.76,4.02,10.66,194,396,153,101,930,135,161,201,231,659,2191,1532,8.74,52.29,22.67,13.2
31137,2018,9120,96.4,0.25,0.21,0.26,0.0,2.87,5.53,6.34,560,1213,567,538,3028,533,738,596,648,1804,6953,5149,12.12,52.64,19.78,12.4
31139,2018,7157,97.48,0.24,0.11,0.42,0.08,1.66,1.73,5.23,470,995,428,403,2358,420,569,552,470,1323,5378,4055,11.61,53.42,18.49,11.2
31141,2018,33063,95.38,0.48,0.37,0.77,0.01,2.99,18.4,11.34,2377,4794,2206,1968,11959,1752,2195,1993,2408,5585,24479,18894,12.62,57.86,16.89,9.7
31143,2018,5255,97.51,0.19,0.29,0.06,0.0,1.96,5.37,8.03,263,733,346,254,1614,333,350,375,478,1109,4039,2930,11.42,49.67,21.1,12.6
31145,2018,10806,96.22,0.74,0.18,0.19,0.0,2.67,5.02,7.88,639,1367,814,622,3841,540,682,869,755,2113,8333,6220,13.29,54.11,19.55,14.5
31147,2018,8009,94.12,0.21,2.14,0.21,0.0,3.32,1.96,6.82,431,956,435,378,2423,432,560,570,734,1903,6320,4417,10.15,47.57,23.76,16.1
31149,2018,1350,98.07,0.74,0.0,0.0,0.0,1.19,1.26,5.07,73,122,66,103,402,71,76,106,133,367,1124,757,12.52,44.22,27.19,13.2
31151,2018,14288,88.3,1.05,0.27,3.14,0.12,7.12,24.62,15.73,912,2190,1176,1223,5898,714,765,901,881,2027,10645,8618,16.79,62.99,14.19,11.4
31153,2018,178351,87.95,3.89,0.39,2.53,0.1,5.13,9.04,4.75,13359,28325,11804,11229,74600,11453,11571,10579,8882,19582,128791,109209,12.91,65.2,10.98,9.0
31155,2018,21024,97.36,0.3,0.28,0.34,0.0,1.72,2.17,7.25,1341,3008,1342,1055,6918,1304,1650,1622,1437,3744,15784,12040,11.4,53.59,17.81,13.7
31157,2018,36255,91.9,0.84,1.75,0.65,0.31,4.55,23.69,12.46,2411,5149,2362,2126,12892,1932,2218,2462,2504,6687,27229,20542,12.38,56.41,18.44,14.5
31159,2018,17127,96.25,0.48,0.18,0.57,0.0,2.53,2.67,5.93,1030,2325,1494,1435,6596,996,1129,1118,1080,2853,13107,10254,17.1,58.1,16.66,10.6
31161,2018,5234,82.75,0.76,9.59,0.8,0.04,6.06,4.99,9.58,266,688,370,215,1578,305,282,390,411,1314,4049,2735,11.18,48.38,25.11,18.0
31163,2018,3042,97.96,0.0,0.03,0.62,0.03,1.35,2.17,7.04,142,373,161,135,841,169,200,280,242,795,2419,1624,9.73,44.58,26.13,15.7
31165,2018,1266,91.94,0.47,0.24,0.24,0.0,7.11,0.47,6.69,109,143,23,94,365,26,70,140,137,276,1003,727,9.24,48.74,21.8,9.3
31167,2018,5992,96.98,1.42,0.0,0.47,0.0,1.13,5.31,7.03,406,871,345,303,2001,341,425,517,437,994,4471,3477,10.81,54.71,16.59,11.3
31169,2018,5098,97.06,0.45,0.33,0.0,0.0,2.16,2.33,7.34,307,640,251,263,1462,280,335,317,479,1278,3966,2688,10.08,47.25,25.07,15.2
31171,2018,645,97.67,0.0,0.47,0.0,0.0,1.86,0.47,7.49,30,75,44,29,264,17,19,31,65,144,515,371,11.32,57.21,22.33,14.1
31173,2018,7140,39.23,0.27,57.97,0.71,0.0,1.82,5.57,12.41,685,1475,606,506,2637,349,371,400,362,861,4585,3724,15.57,67.18,12.06,12.6
31175,2018,4224,98.2,0.47,0.38,0.0,0.0,0.95,3.12,7.54,268,523,236,212,1299,240,266,298,299,1031,3271,2240,10.61,49.48,24.41,15.7
31177,2018,20219,96.93,1.15,0.03,0.31,0.04,1.54,2.89,4.27,1170,2822,1383,1052,6894,1290,1557,1799,1216,3471,15292,11821,12.04,53.84,17.17,14.4
31179,2018,9367,95.07,1.77,0.57,0.51,0.0,2.08,5.78,4.19,502,1021,1308,1196,4372,407,485,583,579,1418,7531,6113,26.73,62.93,15.14,10.0
31181,2018,3571,95.24,0.25,0.0,0.0,0.28,4.23,4.93,7.8,175,513,184,213,1087,205,240,270,285,796,2754,1958,11.12,49.71,22.29,15.4
31183,2018,822,98.78,0.0,0.0,0.24,0.0,0.97,0.61,4.83,44,78,30,28,237,55,71,73,70,194,672,478,7.06,43.67,23.6,15.5
31185,2018,13799,95.03,1.52,0.25,0.41,0.0,2.79,5.01,6.27,863,1793,931,900,4947,719,899,1006,909,2663,10613,7950,13.27,55.1,19.3,14.0
32001,2018,24010,84.1,2.45,4.47,2.76,0.21,6.01,13.58,9.06,1621,2912,1441,1570,8552,1539,1611,1754,1575,4446,18531,14085,12.54,54.5,18.52,14.3
32003,2018,2141574,60.66,11.48,0.77,9.61,0.74,16.73,30.92,14.35,137048,283877,130954,134722,881688,146873,140201,130045,119997,301845,1637220,1335375,12.41,60.83,14.09,12.2
32005,2018,47828,89.27,0.65,2.12,1.43,0.32,6.2,12.51,6.25,1768,4889,2511,2124,13935,2584,3318,4276,4447,12611,39493,26882,9.69,43.05,26.37,15.3
32007,2018,52252,86.38,0.55,6.43,1.13,0.23,5.27,24.24,14.78,3729,8226,3809,3286,21538,3315,3537,3571,2859,5477,37863,32386,13.58,64.1,10.48,11.8
32009,2018,981,94.9,1.12,0.71,0.0,0.0,3.26,18.96,12.22,33,154,9,16,267,45,42,94,77,269,785,516,2.55,46.28,27.42,19.0
32011,2018,1830,94.26,0.05,5.25,0.0,0.0,0.44,6.56,6.8,67,300,111,28,512,166,167,139,196,283,1394,1111,7.6,48.03,15.46,18.0
32013,2018,16904,87.57,0.41,5.48,0.5,0.0,6.04,26.75,16.39,1239,2683,1100,883,6498,1059,1083,1062,1197,2083,12260,10177,11.73,61.64,12.32,11.3
32015,2018,5746,90.11,0.1,4.39,0.12,0.87,4.4,26.07,15.11,443,960,322,328,1945,289,471,617,199,822,4068,3246,11.31,58.27,14.31,11.0
32017,2018,5174,89.18,3.71,0.23,1.2,0.0,5.68,8.54,14.41,196,421,387,423,1942,399,233,395,363,1225,4317,3092,15.66,49.46,23.68,21.1
32019,2018,53155,85.17,1.01,2.93,1.12,0.16,9.62,16.64,12.87,2960,6484,3145,2439,17936,3168,3699,4001,3970,10937,41570,30633,10.51,51.51,20.58,17.9
32021,2018,4448,66.88,2.5,22.59,2.9,0.0,5.13,12.07,12.9,229,423,194,253,1342,221,306,436,392,1099,3679,2580,10.05,44.83,24.71,18.7
32023,2018,43705,83.03,2.41,1.49,1.67,0.38,11.02,14.38,14.24,1957,4116,1988,1824,12072,2199,3002,3816,3899,12644,36248,23604,8.72,41.52,28.93,24.3
32027,2018,6611,81.21,4.42,4.07,1.39,0.45,8.46,24.16,18.32,290,661,258,243,2589,560,585,371,494,1061,5515,4454,7.58,53.55,16.05,14.1
32029,2018,3941,89.29,0.81,1.9,0.96,0.0,7.03,5.15,5.16,148,377,114,160,1019,227,370,368,256,1176,3344,2168,6.95,39.18,29.84,22.3
32031,2018,450486,78.85,2.29,1.56,5.24,0.62,11.43,24.18,11.74,27179,55638,27189,30294,179093,28837,30093,30243,29584,69819,351134,281315,12.76,58.14,15.5,12.1
32033,2018,9737,85.6,5.32,5.55,1.14,0.15,2.24,15.63,14.1,521,1116,585,449,3874,561,687,680,711,1587,7732,6145,10.62,56.6,16.3,16.1
32510,2018,54467,80.28,1.75,2.51,2.7,0.07,12.69,23.74,12.7,2883,6360,3096,3236,19150,3452,3747,4339,3869,10667,43220,32553,11.63,52.13,19.58,21.9
33001,2018,60640,96.48,0.68,0.38,0.8,0.02,1.63,1.63,7.45,2655,6644,3395,3150,19369,4052,4836,5396,5046,12642,49143,36501,10.79,47.28,20.85,15.8
33003,2018,47840,97.22,0.47,0.09,0.73,0.03,1.47,1.42,6.18,1845,4312,2529,2141,13481,2994,3737,4533,4422,12516,40059,27543,9.76,41.05,26.16,15.6
33005,2018,76263,95.27,0.77,0.19,1.38,0.01,2.38,1.78,7.0,3493,7815,6426,5496,28740,4701,5537,5948,5834,14195,62441,48246,15.63,52.51,18.61,13.8
33007,2018,32038,93.91,2.87,0.35,0.62,0.08,2.17,2.93,11.37,1277,2984,1650,1685,10374,2209,2522,2852,2616,7204,26704,19500,10.41,45.68,22.49,20.8
33009,2018,89811,92.46,1.24,0.4,3.71,0.06,2.13,2.33,7.22,3708,8436,7109,7683,34818,5413,6181,7047,6866,17342,74857,57515,16.47,52.29,19.31,14.5
33011,2018,411087,89.65,2.8,0.12,4.07,0.05,3.3,6.53,8.18,21678,48604,25852,26660,157599,29919,33183,32133,27146,60825,324765,263940,12.77,55.43,14.8,11.7
33013,2018,149452,94.18,1.31,0.17,2.08,0.01,2.25,2.08,6.32,7183,16495,9911,9948,55125,10319,11701,12491,10431,25707,120166,94459,13.29,52.73,17.2,13.6
33015,2018,305129,94.83,0.75,0.06,1.96,0.0,2.41,2.86,5.24,14048,34740,18530,17111,106666,23417,26506,27309,21684,50759,244204,193445,11.68,50.95,16.64,10.6
33017,2018,128237,92.8,0.87,0.05,3.55,0.02,2.71,2.34,7.53,6186,13840,10901,14069,55592,8055,9335,8980,8087,18162,103890,85728,19.47,58.97,14.16,12.5
33019,2018,43125,96.38,0.83,0.51,0.76,0.0,1.51,1.49,8.95,2006,4742,2349,2221,14264,2964,3339,3798,3380,8632,34830,26198,10.6,48.72,20.02,13.8
34001,2018,268539,66.62,15.01,0.36,8.03,0.04,9.93,18.67,13.11,15268,32485,17262,18141,97899,18109,20303,21137,17879,45459,210361,164902,13.18,54.24,16.93,13.5
34003,2018,929999,71.36,5.97,0.18,16.14,0.04,6.31,19.41,7.78,49382,113193,58345,54253,342701,68369,72109,69444,59495,155306,730591,575285,12.11,54.33,16.7,8.1
34005,2018,446367,72.17,16.67,0.08,4.84,0.06,6.17,7.85,6.42,23228,54031,27481,28685,165828,31895,35605,35227,27941,72612,351412,278800,12.58,54.46,16.27,11.7
34007,2018,507367,63.23,19.29,0.23,5.72,0.05,11.47,16.37,11.57,31246,65141,31610,31911,196932,34259,36249,36514,31031,75995,390730,314735,12.52,57.81,14.98,13.4
34009,2018,93705,91.28,4.65,0.03,0.97,0.03,3.04,7.46,8.81,4381,9165,4974,5309,28650,5421,6895,6977,8644,23572,77092,53520,10.97,45.03,25.16,14.1
34011,2018,153400,67.21,19.28,0.74,1.42,0.01,11.34,30.15,22.08,9945,20502,9392,9650,61638,10248,10282,10181,8279,22325,116897,94572,12.41,60.03,14.55,14.0
34013,2018,793555,42.15,39.85,0.25,5.23,0.03,12.5,22.71,14.25,52553,105336,50735,52840,322346,57138,56087,50729,45078,104288,604584,500296,13.05,60.52,13.14,11.6
34015,2018,290852,81.72,10.3,0.06,3.08,0.03,4.81,5.95,7.14,15508,37330,19439,18943,110371,21081,22545,21362,19232,43423,225730,182307,13.2,56.11,14.93,12.9
34017,2018,668631,55.09,12.45,0.32,15.04,0.09,17.02,43.19,15.83,47046,70775,32801,42739,319733,42492,41295,35845,34817,76628,530973,454345,11.3,65.44,11.46,9.2
34019,2018,125051,90.94,2.69,0.05,3.95,0.03,2.34,6.35,4.9,4982,14405,9110,8122,41125,9887,11754,11813,9628,21457,99812,78355,13.78,48.39,17.16,8.9
34021,2018,368762,63.66,20.66,0.13,10.75,0.03,4.77,17.18,12.0,20950,44093,27197,28829,149502,26068,26692,25839,22020,53598,289590,235992,15.19,58.18,14.53,10.4
34023,2018,826698,58.91,10.2,0.23,23.92,0.04,6.71,20.76,10.2,48536,101375,54983,54621,336599,57444,58951,56660,49319,117814,645561,527747,13.26,58.85,14.25,9.1
34025,2018,623387,82.41,7.05,0.16,5.42,0.04,4.92,10.67,6.83,31241,77548,41748,37802,217683,45980,52445,52037,42774,103679,488051,384372,12.76,52.37,16.63,10.1
34027,2018,494383,81.72,3.36,0.14,10.2,0.02,4.57,13.1,5.68,24683,61396,33705,29458,177098,38319,41833,37916,32641,80497,387164,306667,12.78,53.23,16.28,8.4
34029,2018,591939,91.17,3.07,0.06,1.93,0.05,3.72,9.12,8.21,41199,77163,33910,32502,190707,34505,38420,39830,38317,131798,451408,319610,11.22,52.21,22.27,13.2
34031,2018,504041,62.16,11.4,0.36,5.23,0.03,20.82,40.89,16.6,34408,66415,34264,35881,201698,33747,34896,32816,29780,70281,383020,312739,13.92,60.02,13.94,8.9
34033,2018,63336,80.71,13.19,0.29,1.05,0.0,4.76,8.64,12.35,3428,7837,3889,3928,22593,4113,4780,4710,4693,11182,49531,38349,12.34,53.46,17.66,15.1
34035,2018,330176,67.39,9.65,0.24,17.35,0.01,5.37,14.46,5.32,17325,42613,22435,19093,120420,25777,28093,26542,20477,48929,255592,206663,12.58,54.62,14.82,8.0
34037,2018,142298,92.92,2.29,0.04,2.07,0.02,2.67,7.81,5.24,6448,16667,9508,8765,49094,11098,12731,12762,10609,22889,113060,90171,12.84,50.74,16.09,10.8
34039,2018,553066,56.17,21.17,0.29,5.06,0.02,17.31,31.05,13.77,35056,73096,35383,34383,216746,39889,41158,38735,31491,76895,422703,345808,12.61,58.74,13.9,9.2
34041,2018,106293,88.77,4.43,0.15,2.68,0.01,3.96,8.85,8.83,4871,12437,6999,6591,37142,8154,9129,9130,7194,18236,84581,66345,12.79,51.23,17.16,12.7
35001,2018,677692,74.0,2.84,4.85,2.59,0.07,15.65,49.82,11.21,39636,86095,42651,46230,276386,41120,43787,45114,42344,103210,526113,422903,13.12,59.34,15.23,13.5
35003,2018,3539,99.01,0.0,0.06,0.17,0.0,0.76,17.94,6.09,64,272,153,93,595,112,201,595,336,1364,3071,1707,6.95,26.31,38.54,30.4
