"","GEOID","totPop","age18_64","age0_4","age5_14","age15_19","age20_24","age15_44","age45_49","age50_54","age55_59","age60_64","agOver65","Age15_24P","Und45P","Ovr65P","WhiteP","BlackP","HispP","AmIndP","AsianP","PacIsP","OtherP","NoHSP","DisbP"
"1562",6041,247289,163672,13396,28694,12077,9633,98311,23146,22446,16649,11215,33432,8.78,56.78,13.52,84.03,2.89,11.06,0.43,4.53,0.16,2008300,8.75,26
"1563",6021,26453,14881,1992,4680,2218,1560,10869,1737,1469,1252,1023,3431,14.28,66.31,12.97,71.78,0.59,29.64,2.09,3.38,0.13,586500,31.54,36
"1564",49015,10860,5923,884,2145,1184,669,4471,742,616,500,408,1094,17.06,69.06,10.07,95.64,0.18,5.23,0.65,0.31,0.1,34900,15.77,30
"1565",6035,33828,23385,1679,4357,2246,2771,17502,2653,2190,1364,1029,3054,14.83,69.58,9.03,80.81,8.84,13.84,3.26,0.74,0.43,214700,20.35,28
"1566",6015,27507,17163,1525,3980,2061,1526,12433,2042,1728,1286,1065,3448,13.04,65.21,12.53,78.86,4.3,13.92,6.43,2.32,0.08,222300,28.36,41
"1567",13221,12635,7811,870,1866,819,692,5299,839,872,737,586,1566,11.96,63.59,12.39,78.29,19.75,1.38,0.2,0.25,0.04,19100,27.92,49
"1568",25023,472822,290563,33099,72852,31641,22839,198170,36448,33210,25497,17774,55772,11.52,64.32,11.8,88.7,4.56,2.44,0.21,0.92,0.02,2652000,12.36,30
"1569",25003,134953,80543,6964,17491,9704,7423,52700,10291,9751,7490,6043,24223,12.69,57.17,17.95,95.02,1.99,1.69,0.15,0.99,0.04,251000,14.95,33
"1570",13303,21176,12801,1341,3315,1667,1246,9325,1482,1212,1008,822,2671,13.76,66.02,12.61,45.73,53.2,0.63,0.17,0.26,0.01,13600,31.72,45
"1571",13021,153887,93387,11434,23060,11258,10626,66442,10833,9586,7197,5715,19620,14.22,65.59,12.75,50.13,47.32,1.31,0.18,1.08,0.02,199200,22.79,41
"1572",13255,58417,35647,4379,9033,4215,3660,25047,4018,3738,2989,2375,6838,13.48,65.84,11.71,66.5,31.05,1.62,0.23,0.67,0.02,90700,32.24,45
"1573",13091,19171,11653,1194,2731,1589,1129,8372,1310,1193,977,855,2539,14.18,64.14,13.24,68.95,29.4,1.29,0.18,0.22,0.02,23800,33.71,47
"1574",25001,219080,123745.75,10448.76,26636.02,11558.8,7625.36,73973.39,16428.78,15908.27,13332.3,11814.13,50538.34,8.76,50.69,23.07,94.23,1.79,1.35,0.56,0.63,0.02,613873.54,8.19,33
"1575",13265,2077,1184,131,274,144,109,764,143,124,121,127,393,12.18,56.28,18.92,38.18,60.33,0.91,0.05,0.05,0,2900,43.79,55
"1576",21217,22927,14075,1387,3017,1784,1558,9510,1570,1541,1241,1174,3487,14.58,60.69,15.21,93.62,5.06,0.82,0.1,0.18,0.02,23900,31.96,54
"1577",21121,31795,19415,2244,4703,2339,2131,13402,2144,2096,1743,1407,4056,14.06,64,12.76,97.84,0.82,0.57,0.25,0.17,0.02,29200,45.91,75
"1578",13087,28240,16435,2164,4523,2177,1754,11838,1961,1594,1299,1118,3743,13.92,65.6,13.25,57.1,39.91,3.2,0.24,0.33,0.04,68400,30.32,43
"1579",21071,42441,27238,2508,5577,3084,2866,18801,3334,2969,2242,1841,5169,14.02,63.35,12.18,97.73,1.29,0.61,0.12,0.24,0.08,26600,38.68,75
"1580",21125,52715,33272,3738,7391,3670,3452,23171,3781,3543,2782,2267,6042,13.51,65.07,11.46,97.66,0.63,0.55,0.37,0.35,0.01,52500,36.14,56
"1581",21035,34177,22647,1676,3586,3038,4868,16323,2083,2028,1838,1519,5124,23.13,63.16,14.99,93.48,3.56,1.38,0.2,1.33,0.03,48600,22.09,39
"1582",13187,21016,13874,1343,2870,2009,2125,10226,1337,1287,1063,850,2040,19.67,68.7,9.71,94.02,1.46,3.46,0.97,0.38,0.08,66700,28.04,37
"1583",13047,53282,33204,3638,7948,3444,3061,22926,3747,3541,2846,2314,6322,12.21,64.77,11.87,96.39,1.26,1.17,0.31,0.71,0.02,71500,23.97,36
"1584",25021,650308,404232,41754,87038,36775,32328,274672,49877,44211,33418,25604,93734,10.63,62.04,14.41,89.02,3.18,1.84,0.13,5.5,0.02,1414500,8.72,25
"1585",13031,55983,38296,3261,7093,7310,9463,30666,3130,2722,2161,1743,5207,29.96,73.27,9.3,68.7,28.76,1.88,0.13,0.82,0.03,88900,22.06,32
"1586",25005,534678,327448,34286,75872,35794,31455,230106,37807,34490,26767,19838,75512,12.58,63.64,14.12,90.98,2.03,3.6,0.24,1.26,0.03,2935200,26.81,36
"1587",21107,46519,28421,2844,6467,3110,2665,18893,3582,3136,2553,2186,6858,12.41,60.63,14.74,92.02,6.21,0.91,0.19,0.34,0.02,57800,28.67,47
"1588",21005,19111,11962,1429,2913,1135,1023,8351,1421,1220,952,753,2072,11.29,66.42,10.84,96.53,2.35,0.8,0.12,0.12,0.01,16800,19.57,38
"1589",21097,17983,11074,1130,2560,1282,993,7641,1292,1209,964,775,2412,12.65,63.01,13.41,95.65,2.52,1.15,0.28,0.13,0.02,25500,25.85,41
"1590",21103,15060,9386,1017,2171,1010,809,6298,1088,1091,826,715,1854,12.08,62.99,12.31,93.97,3.3,2.25,0.24,0.35,0.02,32300,26.61,45
"1591",13165,8575,4969,611,1407,696,517,3480,610,542,416,346,1163,14.15,64.12,13.56,56.29,40.49,3.35,0.15,0.21,0.09,24500,37.98,49
"1592",13141,10076,6442,583,1405,710,725,4558,750,636,527,408,1209,14.24,64.97,12,21.46,77.76,0.54,0.16,0.11,0,5200,37.76,49
"1593",25025,689807,474184,38522,79309,49333,76575,370732,40190,35358,27378,22155,76163,18.25,70.83,11.04,57.76,22.24,15.52,0.39,7,0.06,8697100,21.86,40
"1594",13293,27597,16442,1783,4082,1841,1616,11129,1919,1779,1473,1309,4123,12.53,61.58,14.94,70.58,27.95,1.18,0.25,0.38,0.02,23500,33.33,47
"1595",13095,96065,58281,7336,14694,8297,7922,42761,6422,5753,4360,3531,11208,16.88,67.44,11.67,37.8,60.13,1.34,0.23,0.57,0.03,121100,26.34,44
"1596",13215,186291,114472,13682,27876,15296,15385,86127,12488,10263,7744,6294,21817,16.47,68.54,11.71,50.42,43.74,4.49,0.38,1.54,0.14,728700,21.08,40
"1597",21013,30060,18602,1826,4167,2169,1875,12662,2097,2094,1677,1408,4129,13.45,62.06,13.74,96.02,2.4,0.65,0.25,0.35,0.03,29600,43.35,77
"1598",21137,23361,14313,1580,3412,1550,1409,9910,1575,1445,1249,1139,3051,12.67,63.79,13.06,96.12,2.53,0.89,0.15,0.1,0,25800,35.38,56
"1599",13061,3357,1838,221,483,267,162,1135,237,263,189,174,655,12.78,54.78,19.51,38.43,60.47,0.95,0.12,0.27,0.06,2400,35.67,52
"1600",13197,7144,4367,463,1214,523,442,3020,515,521,359,300,752,13.51,65.75,10.53,60.85,34.07,5.78,0.36,0.18,0.17,32400,34.55,48
"1601",13097,92174,59781,6735,14514,6664,5765,43279,6911,6218,4485,3074,6958,13.48,70.01,7.55,77.28,18.51,2.86,0.35,1.17,0.02,247000,18.86,33
"1602",13077,89215,56002,7288,14565,5833,4737,40353,6120,5838,4411,3069,7571,11.85,69.73,8.49,78.86,17.97,3.14,0.23,0.68,0.01,201200,18.38,29
"1603",13259,5252,2972,338,745,369,277,1974,385,333,285,219,973,12.3,58.21,18.53,37.11,61.54,1.5,0.25,0.17,0,4900,36.82,56
"1604",13149,11012,6636,875,1822,743,566,4685,715,700,569,434,1212,11.89,67.04,11.01,87.48,10.82,1.05,0.32,0.11,0.07,14000,34.02,43
"1605",21111,693604,431351,46600,94395,45065,44022,300259,52679,45179,33282,27228,93982,12.84,63.62,13.55,77.38,18.88,1.78,0.22,1.39,0.04,1479200,18.15,36
"1606",13319,10220,6103,743,1527,801,628,4300,696,615,538,467,1334,13.98,64.29,13.05,57.96,40.7,0.99,0.21,0.07,0,10800,29.57,51
"1607",13309,6179,4014,367,761,414,473,2841,477,425,307,219,782,14.36,64.23,12.66,64.56,33.18,3.54,0.13,0.1,0,12600,32.14,46
"1608",25011,71535,44567,3725,9868,4909,3897,29212,6424,5692,3807,2627,10180,12.31,59.84,14.23,95.4,0.89,1.99,0.29,1.04,0.03,170800,12.05,32
"1609",25015,152251,104074,6943,17266,16297,18716,75865,11879,10385,6766,4820,18327,23,65.73,12.04,91.1,1.96,3.42,0.19,3.4,0.05,509800,10.64,26
"1610",13191,10847,6525,715,1753,821,534,4272,838,757,633,599,1280,12.49,62.14,11.8,61.34,36.81,0.91,0.38,0.3,0.04,12700,28.8,50
"1611",25009,723419,440926,48254,105315,45723,37151,302319,55093,49025,36077,27030,100306,11.46,63.02,13.87,86.44,2.6,11.04,0.23,2.34,0.04,6071200,15.39,33
"1612",13321,21967,13054,1529,3589,1785,1151,8973,1588,1487,1197,975,2629,13.37,64.15,11.97,68.69,29.57,1.09,0.36,0.22,0.01,25600,31.69,45
"1613",13035,19522,12829,1230,2684,1341,1243,9029,1497,1236,1076,776,1994,13.24,66.3,10.21,69.22,28.82,1.42,0.39,0.26,0.02,25500,30.23,39
"1614",21117,151464,94796,11085,22407,10318,10068,68751,10956,9488,6675,5333,16769,13.46,67.5,11.07,93.99,3.84,1.1,0.15,0.59,0.03,217900,17.87,34
"1615",13159,11426,6964,795,1796,815,608,4688,833,840,594,527,1353,12.45,63.71,11.84,70.95,27.26,2.07,0.21,0.16,0.02,16200,30.26,41
"1616",13193,14074,8396,1001,2183,1099,975,5964,1047,858,694,536,1791,14.74,65,12.73,37.37,59.48,2.59,0.22,0.6,0.05,32700,36.78,46
"1617",13145,23695,14800,1396,3572,1653,947,9533,2010,1866,1466,1022,2830,10.97,61.2,11.94,78.43,19.47,1.1,0.36,0.51,0.02,29200,21.05,37
"1618",21227,92522,61447,5935,11731,8335,10377,45652,6325,5591,4254,3357,9677,20.22,68.44,10.46,86.98,8.58,2.67,0.24,1.35,0.08,264000,19.71,35
"1619",21015,85991,54406,6849,13929,6082,5081,39954,6341,5340,3853,2784,6941,12.98,70.63,8.07,95.15,1.52,1.98,0.23,1.29,0.03,155500,14.9,28
"1620",13277,38407,23450,2961,5828,3162,2949,17003,2592,2248,1857,1420,4498,15.91,67.15,11.71,65.31,28.02,7.67,0.2,0.98,0.02,211000,32.06,39
"1621",13161,12684,7716,975,1886,962,805,5348,874,871,638,578,1514,13.93,64.72,11.94,81.2,15.14,5.13,0.24,0.44,0.04,37800,36.71,53
"1622",21101,44829,27893,2866,6155,3192,2596,19216,3493,2996,2343,1867,5893,12.91,62.99,13.15,91.16,7.1,0.97,0.16,0.33,0.01,56400,21.73,41
"1623",21063,6748,4135,436,966,508,414,2775,520,443,369,338,901,13.66,61.9,13.35,99.04,0.03,0.59,0.07,0,0.01,5800,47.44,70
"1624",21233,14120,8601,851,1920,1024,874,5838,1090,886,757,665,2113,13.44,60.97,14.96,93.63,4.67,1.9,0.11,0.06,0.08,21500,29.07,47
"1625",21019,49752,31154,2726,6062,3338,2856,20464,3824,3556,2791,2571,7758,12.45,58.8,15.59,95.97,2.55,1.12,0.16,0.3,0,51000,22.02,51
"1626",13257,25435,15497,1555,3475,1797,1808,10372,1761,1695,1387,1219,3971,14.17,60.55,15.61,85.74,12,0.98,0.26,0.57,0.08,36300,28.88,44
"1627",21073,47687,31026,2899,6000,3259,3220,21011,3845,3491,2572,1984,5885,13.59,62.72,12.34,87.98,9.36,1.11,0.13,0.72,0.02,86400,21.22,42
"1628",13071,42053,25105,3193,6337,3357,2997,18139,2686,2496,2085,1712,5405,15.11,65.8,12.85,67.78,23.47,10.83,0.29,0.25,0.04,345200,35.1,46
"1629",21051,24556,15795,1394,3598,1919,1590,11509,1784,1500,1192,1050,2529,14.29,67.2,10.3,93.92,4.8,1.36,0.21,0.12,0.02,23500,50.56,73
"1630",21129,7916,4984,411,1045,548,503,3453,568,523,404,377,1135,13.28,62.01,14.34,95.1,3.79,0.37,0.28,0.1,0.01,5800,49.06,65
"1631",21157,30125,18294,1532,3841,1887,1547,11574,2250,2021,1864,1772,5271,11.4,56.26,17.5,98.57,0.12,0.76,0.17,0.15,0.01,29800,23.09,41
"1632",21095,33202,20276,2032,4728,2499,1848,13461,2654,2441,1811,1446,4629,13.09,60.9,13.94,95.56,2.62,0.65,0.48,0.29,0.02,35000,41.29,81
"1633",21053,9634,6002,608,1197,603,609,3880,644,683,618,556,1448,12.58,59.01,15.03,99.09,0.1,1.22,0.25,0.04,0.11,5000,46.5,69
"1634",21087,11518,6952,620,1509,770,650,4512,835,789,688,613,1952,12.33,57.66,16.95,96.19,2.61,0.95,0.1,0.13,0,11100,38.57,52
"1635",21171,11756,7149,738,1553,835,729,4815,791,758,678,627,1796,13.3,60.45,15.28,95.57,2.76,1.45,0.13,0.01,0.03,18100,42.2,64
"1636",21191,14390,8804,971,2434,1049,852,6395,910,910,702,566,1502,13.21,68.1,10.44,98.39,0.49,0.67,0.19,0.11,0.01,11600,27.19,43
"1637",21061,11644,7224,698,1526,838,731,4803,781,824,749,588,1675,13.47,60.35,14.39,98.39,0.58,0.56,0.44,0.07,0,6100,38.32,58
"1638",21135,14092,8766,898,2021,1050,883,6083,1026,911,743,654,1756,13.72,63.88,12.46,98.92,0.21,0.44,0.21,0.03,0,8900,42.57,64
"1639",13283,6854,4165,506,956,602,534,2998,461,403,332,290,908,16.57,65.07,13.25,65.67,33.1,1.15,0.06,0.26,0,6200,38.16,53
"1640",13189,21231,12787,1511,3385,1615,1237,8892,1464,1477,1080,894,2528,13.43,64.94,11.91,60.78,37.52,1.34,0.25,0.32,0.03,23800,33.29,46
"1641",21139,9804,6153,515,1288,635,487,3891,739,724,657,527,1463,11.44,58.08,14.92,98.49,0.14,0.75,0.42,0.03,0.01,9000,25.69,41
"1642",21231,19923,12159,1334,2791,1435,1258,8295,1415,1277,1097,999,2715,13.52,62.34,13.63,96.98,1.49,1.46,0.18,0.11,0,24800,42.24,70
"1643",21169,10037,6057,638,1433,656,572,4093,691,598,560,515,1509,12.23,61.41,15.03,97.26,1.64,0.53,0.25,0.07,0,7800,42.03,58
"1644",21079,14792,9261,904,2091,990,813,6374,1059,953,838,644,1929,12.19,63.34,13.04,95.75,3.06,1.32,0.13,0.04,0,15100,30.63,48
"1645",13089,665865,448663,47357,91111,44487,53910,342841,46411,38942,26495,19484,53224,14.78,72.28,7.99,35.82,54.23,7.89,0.23,4.01,0.05,3796700,14.94,30
"1646",21075,7752,4464,503,1050,596,469,3039,545,483,431,341,1360,13.74,59.24,17.54,75.12,23.19,0.72,0.12,0.31,0,9800,30.48,50
"1647",21237,7065,4339,470,1030,526,472,3009,526,434,397,304,895,14.13,63.82,12.67,99.24,0.24,0.51,0.08,0.03,0.03,2900,46.36,73
"1648",21109,13495,8382,893,2005,1018,922,5905,987,826,661,621,1597,14.38,65.23,11.83,99.17,0.05,0.53,0.19,0.01,0.01,7700,47.09,66
"1649",21205,22094,15324,1204,2515,2425,3524,11662,1288,1235,961,934,2295,26.93,69.62,10.39,95.98,1.56,1.06,0.21,0.89,0.01,30100,29.1,44
"1650",21127,15569,9696,913,2264,1176,956,6608,1174,1061,868,744,1937,13.69,62.85,12.44,98.93,0.1,0.41,0.28,0.07,0.01,9600,41.83,68
"1651",21181,6813,4158,425,892,446,413,2783,477,477,367,345,1047,12.61,60.18,15.37,98.31,0.84,0.54,0.25,0.12,0,3300,37.12,50
"1652",21183,22916,13916,1439,3206,1657,1374,9336,1674,1495,1360,1110,3296,13.23,61.01,14.38,97.71,0.75,1.01,0.19,0.2,0.03,26500,33.04,49
"1653",21187,10547,6374,641,1556,756,623,4327,781,700,570,493,1479,13.07,61.86,14.02,97.03,1.13,1,0.27,0.23,0.02,14100,32.06,44
"1654",21185,46178,30287,3036,7432,3200,2170,20661,4097,3674,2502,1529,3247,11.63,67.41,7.03,93.62,4.21,1.3,0.21,0.44,0.01,70600,13.51,21
"1655",21215,11766,7522,854,1808,803,617,5365,899,748,572,447,1073,12.07,68.22,9.12,97.5,1.13,1.12,0.22,0.08,0,12500,24.62,36
"1656",21153,13332,8355,939,1954,1099,922,6044,979,825,611,573,1407,15.16,67.03,10.55,99.29,0.15,0.42,0.2,0.08,0,3800,49.92,64
"1657",21007,8286,5031,501,1075,523,438,3259,603,575,513,416,1344,11.6,58.35,16.22,95.32,2.87,0.63,0.08,0.18,0.02,12800,23.66,42
"1658",21115,23445,14863,1437,3109,1754,1390,9909,1866,1746,1287,1137,2954,13.41,61.65,12.6,98.64,0.25,0.61,0.13,0.29,0.02,16200,36.24,72
"1659",21089,36891,22803,2141,4973,2490,1992,14783,2732,2686,2264,1923,5389,12.15,59.36,14.61,98.07,0.57,0.55,0.19,0.38,0,29200,24.88,55
"1660",21141,26573,16092,1818,3785,1910,1554,11030,1854,1710,1509,1211,3656,13.04,62.59,13.76,90.7,7.62,1.08,0.21,0.17,0.01,34700,31.47,42
"1661",21151,70872,48427,4505,8579,6209,9541,36611,4518,4073,3190,2463,6933,22.22,70.12,9.78,93.01,4.44,0.97,0.28,0.72,0.02,109800,24.75,39
"1662",13115,90565,55714,5970,12688,6592,6797,39200,6138,5487,4581,3886,12615,14.78,63.89,13.93,81.34,13.31,5.5,0.31,0.93,0.09,371900,28.53,45
"1663",21123,13373,8018,845,1867,981,687,5445,950,863,739,657,2007,12.47,61,15.01,94.65,3.54,1.05,0.19,0.16,0.03,19600,28.97,49
"1664",21143,8080,5448,304,745,358,476,3495,618,548,499,514,1357,10.32,56.24,16.79,91.86,6.72,0.73,0.3,0.17,0.01,7700,32.03,44
"1665",13237,18812,11786,1150,2434,1242,992,7312,1381,1412,1258,1207,2658,11.88,57.92,14.13,67.45,29.9,2.16,0.2,0.66,0.04,33600,24.55,43
"1666",13273,10970,6431,850,1749,877,677,4405,747,676,612,506,1425,14.17,63.85,12.99,37.95,60.69,1.24,0.2,0.35,0.03,8900,35.51,49
"1667",21179,37477,23122,2769,5877,2770,2219,16514,2747,2418,1741,1428,3983,13.31,67.13,10.63,92.84,5.51,1.05,0.13,0.51,0.02,38000,21,37
"1668",21085,24053,14805,1509,3343,1661,1527,9919,1732,1598,1396,1184,3372,13.25,61.41,14.02,98.26,0.5,0.77,0.17,0.14,0.01,22500,37.2,55
"1669",21017,19360,11886,1249,2781,1303,1077,7914,1448,1389,1039,909,2631,12.29,61.69,13.59,90.38,6.94,2.6,0.15,0.14,0.01,46400,24.58,41
"1670",21093,94174,59117,6739,14516,7894,6797,44381,6602,5387,4105,3350,9094,15.6,69.7,9.66,81.99,11.87,3.35,0.42,1.8,0.22,369400,17.69,34
"1671",21057,7147,4180,403,949,497,332,2747,454,483,423,410,1278,11.6,57.35,17.88,95.28,3.41,0.6,0.14,0.04,0.06,8000,44.03,62
"1672",21173,22554,14039,1579,3092,1463,1442,9708,1609,1594,1175,897,2900,12.88,63.75,12.86,95.07,3.48,1.15,0.15,0.11,0.03,27000,29.49,48
"1673",21161,16800,10143,1065,2300,1091,940,6816,1351,1097,862,705,2604,12.09,60.6,15.5,90.88,7.16,0.95,0.15,0.37,0.02,24200,26.65,43
"1674",13267,22305,14691,1354,2842,1499,1921,11140,1402,1221,1003,837,2506,15.33,68.76,11.24,60.51,31.43,8.44,0.14,0.29,0.08,170400,33.69,34
"1675",21145,65514,39754,3984,8687,4205,3612,26201,5174,4516,3734,2773,10445,11.93,59.33,15.94,86.76,10.88,1.06,0.22,0.51,0.05,106600,19.73,42
"1676",21229,10916,6526,635,1585,852,647,4545,781,669,571,497,1633,13.73,61.97,14.96,90.62,7.51,1.6,0.16,0.28,0,15600,31.16,42
"1677",13079,12495,7897,838,2028,897,677,5522,907,838,688,524,1150,12.6,67.13,9.2,72.85,23.8,2.41,0.37,0.17,0.02,35100,32.75,38
"1678",13183,10304,6299,1133,1756,898,1090,5185,561,475,311,289,594,19.29,78.36,5.76,68.41,24.25,8.44,0.73,0.57,0.25,62200,25.71,30
"1679",21043,26889,16932,1719,3727,2058,1972,11679,1780,1852,1494,1264,3374,14.99,63.69,12.55,99.02,0.13,0.59,0.25,0.11,0,13300,35.63,51
"1680",21003,17800,10762,1172,2619,1317,1069,7454,1173,1159,938,848,2437,13.4,63.17,13.69,97.62,1.07,0.83,0.16,0.12,0.01,18300,35.5,51
"1681",21219,11971,7117,893,1782,827,718,4945,778,732,666,504,1671,12.91,63.65,13.96,89.32,8.75,1.66,0.15,0.17,0.03,19300,36.53,47
"1682",21011,11085,6785,733,1503,721,677,4593,788,761,569,516,1622,12.61,61.61,14.63,96.87,1.85,0.8,0.21,0.02,0,11700,40.97,61
"1683",21049,33144,20796,2149,4630,2200,1926,14172,2418,2443,1766,1441,4125,12.45,63.21,12.45,93.6,4.77,1.19,0.17,0.2,0.01,41600,24.95,44
"1684",25013,456228,271119,29745,68793,33878,28210,191561,32288,28799,22026,16765,66251,13.61,63.59,14.52,79.1,8.1,15.17,0.26,1.3,0.07,5128500,20.78,40
"1685",25007,11232,7071.81,612.3,1473.42,661.01,419.69,4406.76,1120.43,968.29,621.29,415.94,1613.56,9.62,57.8,14.37,90.69,2.4,1.03,1.71,0.46,0.07,53285.86,9.6,26
"1686",13147,22997,13798,1438,3107,1387,1233,8900,1584,1585,1359,1227,3797,11.39,58.46,16.51,79.09,19.36,0.85,0.15,0.53,0,20000,28.92,45
"1687",13057,141903,92440,11670,22760,9117,7437,67325,10766,9395,6284,4350,9353,11.67,71.71,6.59,92.41,2.48,5.42,0.38,0.8,0.03,557500,15.56,25
"1688",13053,14882,10388,1245,2534,1498,3108,10017,307,221,150,140,268,30.95,92.7,1.8,58.08,29.92,10.42,0.8,1.8,0.45,139900,11.22,13
"1689",13209,8270,5322,563,1151,686,728,3911,518,497,373,380,877,17.1,68.02,10.6,69.72,27.24,3.28,0.07,0.19,0.02,22900,28.56,42
"1690",25019,9520,6692,525,1024,418,563,4831,733,613,446,348,1000,10.3,67.02,10.5,87.85,8.29,2.23,0.01,0.64,0.04,30600,8.36,28
"1691",25017,1465396,949016,92008,186581,87734,94217,671508,107197,95136,70974,54685,187307,12.42,64.84,12.78,85.88,3.36,4.55,0.15,6.26,0.04,6371900,11.53,27
"1692",21083,37028,22002,2447,5040,2527,2111,14758,2572,2422,2110,1721,5958,12.53,60.08,16.09,92.73,4.44,2.4,0.2,0.2,0.01,90000,26.61,47
"1693",21039,5351,3122,318,691,401,259,2074,390,360,289,251,978,12.33,57.62,18.28,97.78,0.95,0.82,0.41,0.07,0,4200,26.64,43
"1694",21091,8392,5230,598,1295,545,517,3492,588,639,484,375,921,12.65,64.17,10.97,97.97,0.85,0.76,0.29,0.17,0,6100,22.81,30
"1695",13297,60687,37624,4902,9713,4215,3330,27060,4131,3807,3025,2209,5840,12.43,68.67,9.62,83.03,14.42,1.92,0.25,0.7,0.02,97400,26.51,35
"1696",25027,750963,460546,50027,111714,50924,42610,327206,55558,47309,35003,26177,97969,12.46,65.11,13.05,89.61,2.73,6.77,0.25,2.62,0.04,3595400,16.54,32
"1697",13231,13688,8421,959,2193,978,746,5864,963,879,740,602,1488,12.59,65.87,10.87,83.64,14.79,1.22,0.21,0.37,0,13500,24.71,36
"1698",13017,17484,10347,1282,2675,1382,1160,7258,1242,1069,888,742,2328,14.54,64.14,13.32,63.25,32.64,4.58,0.21,0.28,0,63400,34.19,42
"1699",13013,46144,28838,3812,7403,3002,2829,21767,2882,2624,1984,1491,4181,12.64,71.48,9.06,84.84,9.72,3.16,0.3,2.2,0.04,135900,26.69,36
"1700",13011,14422,9134,1087,2084,993,901,6316,1053,943,818,609,1512,13.13,65.78,10.48,93.16,3.22,3.42,0.3,0.6,0.06,39300,34.62,43
"1701",13223,81678,51775,7693,14084,5076,4424,40886,4819,4161,3022,2189,4824,11.63,76.72,5.91,90.59,6.96,1.71,0.3,0.4,0.03,143300,19.21,28
"1702",13131,23659,14078,1663,3596,1860,1465,9921,1584,1525,1243,999,3128,14.05,64.16,13.22,64.61,30.15,5.17,0.92,0.3,0.01,95200,30.6,43
"1703",21223,8125,5054,548,1254,541,427,3480,582,589,392,354,926,11.91,65.01,11.4,97.9,0.3,1.37,0.37,0.07,0,11100,29.33,42
"1704",21029,61236,39804,4439,9427,4436,3596,28045,4460,4362,3356,2355,4792,13.12,68.44,7.83,98.07,0.38,0.63,0.34,0.27,0.01,57800,23.96,34
"1705",21225,15637,9668,975,2022,1817,1296,7103,1145,1012,741,627,2012,19.91,64.59,12.87,85.04,12.89,1.56,0.17,0.15,0,27600,23.1,45
"1706",21065,15307,9548,922,2106,1078,977,6518,1051,1027,886,735,2062,13.43,62.36,13.47,99.07,0.11,0.53,0.24,0.03,0,8400,41.5,65
"1707",13129,44104,27932,3167,6426,3087,3002,19930,2958,2830,2300,1819,4674,13.81,66.94,10.6,89.69,3.46,7.41,0.27,0.53,0.05,266500,34.09,38
"1708",21167,20817,12700,1337,2921,1294,1078,8425,1511,1417,1186,983,3037,11.39,60.93,14.59,94,3.69,1.27,0.21,0.47,0.03,33900,24.22,40
"1709",21105,5262,3128,283,668,325,247,1975,361,366,327,310,972,10.87,55.61,18.47,88.35,9.9,1.03,0.29,0.06,0,7400,35.59,41
"1710",21133,25277,16098,1434,3360,1916,1599,10776,2057,1845,1390,1232,3183,13.91,61.6,12.59,98.71,0.51,0.44,0.1,0.28,0.02,10100,41.52,74
"1711",13157,41589,26197,3021,6303,2852,2521,18588,2723,2685,2215,1733,4321,12.92,67.11,10.39,89,7.78,3,0.18,0.96,0,86800,31.92,41
"1712",21193,29390,18941,1717,4067,2197,1843,13074,2336,2067,1513,1328,3288,13.75,64.16,11.19,97.34,1.64,0.52,0.05,0.49,0.01,14100,41.65,68
"1713",21177,31839,19707,1903,3973,2190,2057,13149,2327,2168,1882,1511,4926,13.34,59.75,15.47,94.19,4.65,0.73,0.13,0.13,0,29000,34.25,50
"1714",21067,260512,178805,16146,30658,18422,28355,133143,18645,15846,11275,8625,26174,17.96,69.07,10.05,81.04,13.48,3.29,0.19,2.46,0.03,736200,14.2,31
"1715",13313,83525,52115,6810,12393,6071,5949,37757,5514,5083,4113,3279,8576,14.39,68.2,10.27,80.94,3.85,22.05,0.35,0.92,0.03,1165000,37.01,40
"1716",13137,35902,22499,2260,4655,2789,2719,15727,2417,2285,1960,1626,4972,15.34,63.07,13.85,88.88,4.48,7.66,0.29,1.89,0.1,159900,29.13,40
"1717",21199,56217,34575,3317,7473,3707,3140,22940,4167,3744,3223,2867,8486,12.18,60,15.1,97.48,1.07,0.81,0.22,0.37,0.02,48400,34.41,55
"1718",21069,13792,8447,918,1978,969,792,5759,985,941,744,622,1845,12.77,62.75,13.38,97.33,1.41,0.75,0.14,0.17,0,13100,33.53,55
"1719",21077,7870,4813,591,1316,529,419,3386,545,503,417,302,810,12.05,67.26,10.29,96.72,1.59,1.04,0.18,0.22,0,10200,32.04,44
"1720",39021,38890,23807,2544,5807,2862,2026,16067,2751,2754,2316,1745,4906,12.57,62.79,12.62,95.73,2.3,0.69,0.31,0.25,0.02,54700,17.68,34
"1721",39131,27695,16417,1905,4298,2116,1661,11785,1796,1618,1344,1193,3756,13.64,64.95,13.56,96.72,0.89,0.56,0.74,0.18,0.04,40800,29.88,47
"1722",39081,73894,44321,3860,9000,5071,4164,28130,5933,5282,4025,3912,13752,12.5,55.47,18.61,92.49,5.68,0.62,0.2,0.33,0.02,95900,18.35,38
"1723",12017,118085,59745,4469,12017,5690,3528,31831,6937,7390,8185,9246,38010,7.81,40.92,32.19,95.05,2.36,2.66,0.36,0.76,0.03,173400,21.68,50
"1724",39147,58683,35199,3664,8717,4881,4062,24918,4441,3687,2714,2291,8251,15.24,63.56,14.06,95.04,1.76,3.36,0.18,0.38,0.01,155500,16.92,31
