COUNTYFP,year,totWrkE,eduP,hghRskP,hltCrP,retailP
29127,2018,13090.0,9.42,26.32,16.74,11.95
29129,2018,1660.0,12.65,41.75,7.17,12.59
29131,2018,10823.0,7.96,26.31,12.28,16.11
29133,2018,4654.0,8.44,29.31,13.0,14.74
29135,2018,6627.0,8.71,26.91,9.28,11.54
29137,2018,3879.0,6.6,32.69,15.6,12.3
29139,2018,5031.0,7.02,36.37,14.29,10.28
29141,2018,7368.0,6.19,28.96,12.19,17.85
29143,2018,6622.0,10.65,31.26,16.73,11.39
29145,2018,26841.0,7.1,28.11,13.37,13.0
29147,2018,11062.0,17.48,22.26,12.97,11.39
29149,2018,4095.0,7.06,26.54,17.17,8.77
29151,2018,6991.0,7.9,32.73,11.92,10.69
29153,2018,3139.0,8.95,38.32,15.16,10.35
29155,2018,6101.0,8.69,31.29,20.49,10.11
29157,2018,9181.0,7.49,38.59,14.45,10.35
29159,2018,18609.0,8.29,31.03,13.74,12.03
29161,2018,19026.0,17.87,16.15,16.75,12.69
29163,2018,7540.0,7.88,28.74,13.33,11.5
29165,2018,52703.0,8.36,16.21,12.58,10.63
29167,2018,14135.0,12.21,25.24,17.2,11.35
29169,2018,16357.0,9.03,16.56,12.06,14.58
29171,2018,1981.0,5.1,39.58,15.09,11.71
29173,2018,5006.0,7.79,29.96,15.7,10.77
29175,2018,10263.0,9.28,20.26,15.1,15.28
29177,2018,10745.0,5.32,29.43,15.75,11.54
29179,2018,2483.0,5.8,39.51,18.0,7.05
29181,2018,5129.0,8.64,25.95,21.99,12.73
29183,2018,208527.0,8.96,20.06,12.47,12.01
29185,2018,3592.0,10.05,29.76,16.26,12.05
29186,2018,8758.0,6.66,33.15,19.26,9.5
29187,2018,26991.0,8.01,22.06,19.22,10.57
29189,2018,497435.0,10.16,15.44,15.77,10.82
29195,2018,10523.0,11.33,29.82,16.67,11.05
29197,2018,1896.0,8.28,32.91,19.15,12.76
29199,2018,2092.0,4.25,44.12,14.96,8.56
29201,2018,16789.0,6.14,22.95,21.23,12.73
29203,2018,2903.0,11.95,37.07,12.57,8.41
29205,2018,2945.0,7.78,34.19,14.91,10.87
29207,2018,12599.0,8.38,27.18,15.96,14.83
29209,2018,12088.0,6.63,21.91,10.85,13.72
29211,2018,2648.0,10.01,42.26,12.27,8.38
29213,2018,24618.0,6.98,11.78,10.12,17.71
29215,2018,8695.0,8.44,25.46,16.41,12.94
29217,2018,9527.0,10.06,28.32,14.98,11.86
29219,2018,14974.0,6.32,31.79,11.42,11.62
29221,2018,9032.0,6.86,27.59,16.53,11.58
29223,2018,4236.0,5.05,32.46,18.44,8.71
29225,2018,15534.0,7.69,27.04,13.73,12.68
29227,2018,924.0,7.58,39.39,12.45,8.98
29229,2018,6688.0,8.52,30.4,15.79,11.06
29510,2018,153691.0,11.12,13.24,16.95,9.38
30001,2018,4706.0,9.37,28.9,11.73,11.33
30003,2018,4725.0,16.13,19.62,15.39,8.74
30005,2018,2577.0,13.5,22.24,12.69,10.28
30007,2018,2686.0,5.25,40.06,11.62,7.22
30009,2018,5208.0,7.7,29.3,13.67,8.77
30011,2018,643.0,6.22,58.79,4.2,6.22
30013,2018,36909.0,7.77,14.8,17.34,12.71
30015,2018,2516.0,11.13,35.85,12.24,6.64
30017,2018,6463.0,7.16,19.26,16.93,15.67
30019,2018,876.0,5.02,33.68,13.47,4.11
30021,2018,4928.0,5.95,24.98,17.59,10.75
30023,2018,3667.0,4.31,18.43,24.84,11.1
30025,2018,1530.0,6.8,41.18,9.54,5.69
30027,2018,5735.0,8.25,28.47,15.47,12.82
30029,2018,47354.0,7.11,20.45,15.19,14.03
30031,2018,59736.0,12.45,21.54,9.82,12.37
30033,2018,617.0,4.21,54.62,5.02,10.37
30035,2018,4646.0,16.23,18.3,12.25,9.23
30037,2018,353.0,13.6,46.46,5.38,8.5
30039,2018,1231.0,12.75,29.98,15.19,7.72
30041,2018,7171.0,12.89,16.85,16.68,11.41
30043,2018,5400.0,7.3,20.78,17.81,9.98
30045,2018,984.0,10.67,46.34,6.2,11.18
30047,2018,12300.0,9.19,21.59,16.48,13.24
30049,2018,34454.0,7.78,11.37,14.25,9.92
30051,2018,1126.0,6.66,43.87,11.63,8.88
30053,2018,6802.0,7.66,26.89,14.33,13.79
30055,2018,783.0,5.11,48.02,8.05,5.24
30057,2018,4023.0,4.4,33.04,9.17,9.45
30059,2018,980.0,3.47,45.82,12.45,5.61
30061,2018,1583.0,6.25,25.02,9.16,19.46
30063,2018,64178.0,10.79,13.57,15.53,12.26
30065,2018,1781.0,7.36,29.48,15.05,13.59
30067,2018,8327.0,8.9,27.98,9.7,10.32
30069,2018,228.0,12.28,62.28,4.39,5.26
30071,2018,1723.0,9.58,38.48,8.71,12.36
30073,2018,2560.0,11.37,30.43,14.49,11.17
30075,2018,965.0,12.02,51.19,6.11,8.19
30077,2018,2594.0,7.63,38.82,13.3,7.79
30079,2018,604.0,2.65,46.03,10.93,8.94
30081,2018,18010.0,8.93,25.77,14.4,11.57
30083,2018,6090.0,7.9,32.73,9.54,10.0
30085,2018,3884.0,14.96,21.86,14.34,10.4
30087,2018,3883.0,17.77,33.04,9.12,6.39
30089,2018,4049.0,7.31,27.02,12.55,9.31
30091,2018,1855.0,8.41,32.51,12.67,9.76
30093,2018,16396.0,8.37,18.83,17.64,11.48
30095,2018,4475.0,9.65,38.59,10.37,12.11
30097,2018,1628.0,7.19,36.67,10.57,8.05
30099,2018,2661.0,10.41,30.48,12.48,11.27
30101,2018,2181.0,6.19,31.73,11.65,10.45
30103,2018,379.0,2.37,55.67,8.44,5.54
30105,2018,3808.0,8.88,25.74,13.39,12.68
30107,2018,975.0,7.28,51.18,7.18,6.87
30109,2018,567.0,7.23,34.74,11.99,10.23
30111,2018,80736.0,6.51,17.26,16.62,11.74
31001,2018,15946.0,11.03,28.15,15.83,11.23
31003,2018,3232.0,8.04,36.14,13.03,12.28
31005,2018,196.0,14.29,52.04,2.55,9.69
31007,2018,405.0,7.41,52.1,8.64,4.44
31009,2018,264.0,8.33,56.06,7.2,7.95
31011,2018,2862.0,8.46,39.27,17.96,7.76
31013,2018,5332.0,8.68,22.9,14.05,9.3
31015,2018,1002.0,9.68,37.33,8.98,11.88
31017,2018,1517.0,6.72,34.67,16.22,11.27
31019,2018,27694.0,10.52,23.98,15.21,16.35
31021,2018,3028.0,8.62,33.39,13.84,10.93
31023,2018,4187.0,9.46,40.75,16.05,9.31
31025,2018,13225.0,8.45,23.58,13.31,11.65
31027,2018,4538.0,8.42,39.38,15.43,9.85
31029,2018,2018.0,6.74,31.37,12.24,16.2
31031,2018,3173.0,9.49,39.14,12.26,10.97
31033,2018,5354.0,7.84,17.18,12.35,28.58
31035,2018,3023.0,7.87,33.48,15.71,9.1
31037,2018,5337.0,6.67,50.91,9.16,9.54
31039,2018,4687.0,11.22,37.38,12.27,11.24
31041,2018,5517.0,7.45,34.64,14.36,12.27
31043,2018,10275.0,5.56,43.47,8.89,8.37
31045,2018,4587.0,24.35,17.61,13.02,12.03
31047,2018,12194.0,8.19,38.81,12.01,10.63
31049,2018,928.0,8.41,21.88,13.47,18.64
31051,2018,2941.0,10.44,37.44,12.92,9.45
31053,2018,18723.0,9.69,29.4,14.06,14.38
31055,2018,288884.0,8.62,16.44,15.33,11.61
31057,2018,939.0,12.78,32.16,15.65,9.05
31059,2018,2811.0,8.22,33.23,14.76,9.36
31061,2018,1498.0,8.21,33.31,13.82,9.55
31063,2018,1254.0,16.51,30.3,6.22,10.77
31065,2018,2384.0,7.76,28.02,16.99,9.94
31067,2018,11016.0,8.61,29.07,20.52,9.92
31069,2018,865.0,10.29,31.79,13.06,10.75
31071,2018,1018.0,7.07,31.24,12.87,10.9
31073,2018,1101.0,12.08,32.06,11.99,8.45
31075,2018,359.0,11.42,44.57,8.08,15.04
31077,2018,1190.0,6.64,36.3,12.61,8.91
31079,2018,31413.0,6.3,31.02,13.85,12.7
31081,2018,4880.0,7.99,31.21,15.06,8.2
31083,2018,1646.0,8.81,33.35,15.25,7.35
31085,2018,494.0,11.54,50.61,11.34,3.64
31087,2018,1315.0,9.13,30.87,12.55,12.62
31089,2018,5655.0,10.43,29.85,18.57,8.75
31091,2018,282.0,15.6,28.37,18.09,5.32
31093,2018,3331.0,8.5,37.59,15.82,11.86
31095,2018,3558.0,6.35,37.46,12.06,13.1
31097,2018,2117.0,9.07,32.69,12.42,9.16
31099,2018,3420.0,11.49,35.58,13.45,11.81
31101,2018,4142.0,5.5,25.93,9.58,15.69
31103,2018,457.0,7.66,53.39,15.97,5.47
31105,2018,1734.0,8.3,28.26,10.9,11.42
31107,2018,4249.0,8.85,32.36,16.57,10.0
31109,2018,169556.0,13.1,16.6,14.03,10.85
31111,2018,17242.0,8.22,17.68,15.9,14.0
31113,2018,451.0,8.43,39.47,7.1,11.31
31115,2018,305.0,10.16,46.23,9.51,3.93
31117,2018,222.0,8.11,32.88,7.66,12.16
31119,2018,18521.0,8.57,31.36,14.89,10.39
31121,2018,4091.0,5.79,37.13,16.67,8.38
31123,2018,2382.0,7.22,33.08,12.13,12.51
31125,2018,1760.0,10.91,31.88,15.97,10.45
31127,2018,3401.0,11.7,31.99,12.38,11.29
31129,2018,2224.0,8.54,31.52,15.51,10.12
31131,2018,8223.0,8.89,29.81,14.81,10.7
31133,2018,1213.0,8.33,38.83,15.83,8.57
31135,2018,1497.0,11.09,37.74,11.09,9.15
31137,2018,4788.0,9.69,32.62,18.38,9.34
31139,2018,3787.0,9.59,33.19,15.84,10.51
31141,2018,17724.0,8.26,43.38,9.54,11.36
31143,2018,2630.0,9.05,34.94,15.32,9.54
31145,2018,5727.0,7.26,25.02,16.47,14.56
31147,2018,4010.0,7.33,36.73,18.18,7.83
31149,2018,752.0,6.78,33.51,15.43,11.3
31151,2018,7085.0,11.25,36.81,12.05,10.2
31153,2018,93923.0,9.74,15.38,15.07,11.11
31155,2018,10935.0,8.83,26.69,14.19,10.34
31157,2018,17505.0,7.97,21.05,16.15,13.42
31159,2018,8947.0,14.44,27.07,13.08,8.41
31161,2018,2614.0,9.33,25.59,10.79,14.19
31163,2018,1536.0,7.29,36.59,13.54,12.11
31165,2018,658.0,11.85,46.35,15.2,4.86
31167,2018,3191.0,6.89,32.94,16.42,9.28
31169,2018,2607.0,6.67,32.91,19.33,10.7
31171,2018,356.0,13.48,33.15,8.15,11.8
31173,2018,2635.0,12.71,23.57,17.23,8.24
31175,2018,2214.0,8.85,29.31,19.02,14.09
31177,2018,10380.0,7.86,27.44,11.47,11.55
31179,2018,5464.0,19.31,24.32,11.84,11.6
31181,2018,1734.0,11.82,33.85,13.84,7.44
31183,2018,461.0,10.41,47.07,8.68,11.28
31185,2018,6888.0,10.31,26.84,13.01,10.35
32001,2018,9320.0,7.47,22.62,9.32,10.18
32003,2018,1003320.0,6.04,10.86,9.12,11.83
32005,2018,20933.0,6.81,19.37,11.17,9.33
32007,2018,26171.0,7.15,36.4,6.15,9.7
32009,2018,388.0,9.79,60.31,0.0,3.61
32011,2018,961.0,8.32,52.45,1.98,5.52
32013,2018,8539.0,6.36,41.04,8.12,14.04
32015,2018,2597.0,6.66,52.37,7.01,9.2
32017,2018,1782.0,13.75,21.38,7.58,11.67
32019,2018,21969.0,5.25,24.99,9.4,13.85
32021,2018,1732.0,13.16,15.99,7.97,10.68
32023,2018,14762.0,6.33,24.48,6.02,12.67
32027,2018,2022.0,12.71,33.18,8.46,12.71
32029,2018,1664.0,6.49,15.32,5.47,9.62
32031,2018,225689.0,7.84,16.24,11.57,12.11
32033,2018,3656.0,7.36,32.52,9.76,7.47
32510,2018,25098.0,6.39,18.87,11.2,11.61
33001,2018,30946.0,9.69,20.55,15.29,14.65
33003,2018,23636.0,8.01,22.61,13.81,13.19
33005,2018,40161.0,13.57,22.2,14.9,12.36
33007,2018,14544.0,8.02,19.54,18.17,14.84
33009,2018,46707.0,17.07,18.64,18.19,10.83
33011,2018,224741.0,8.17,21.13,14.42,12.26
33013,2018,78874.0,10.93,18.5,16.6,11.92
33015,2018,173214.0,8.99,22.0,13.24,12.74
33017,2018,69879.0,11.49,19.33,12.49,12.24
33019,2018,21315.0,10.68,24.79,18.29,12.86
34001,2018,127434.0,9.29,11.86,14.3,11.57
34003,2018,476034.0,10.04,14.26,14.59,11.17
34005,2018,222818.0,10.23,14.08,15.04,11.85
34007,2018,247509.0,9.65,13.53,17.17,11.97
34009,2018,41593.0,11.65,13.66,13.74,11.76
34011,2018,62928.0,8.26,24.61,17.45,11.41
34013,2018,373790.0,9.31,13.18,16.7,9.95
34015,2018,147707.0,12.07,15.95,15.84,11.41
34017,2018,352378.0,7.95,12.3,10.93,10.3
34019,2018,66375.0,11.13,19.46,11.01,9.59
34021,2018,180710.0,13.74,13.47,12.2,9.66
34023,2018,405537.0,9.6,15.15,12.14,10.44
34025,2018,315831.0,10.37,14.15,13.61,11.06
34027,2018,261479.0,10.28,16.16,12.24,10.08
34029,2018,256360.0,11.24,15.22,15.19,13.75
34031,2018,238879.0,9.18,19.47,14.04,12.07
34033,2018,29352.0,10.8,25.6,14.59,10.14
34035,2018,173381.0,9.71,17.13,12.16,9.53
34037,2018,75439.0,10.46,18.7,12.15,12.17
34039,2018,279881.0,9.44,15.6,12.64,10.59
34041,2018,55187.0,9.72,19.44,12.25,12.91
35001,2018,315193.0,10.23,12.27,15.85,11.14
35003,2018,842.0,8.91,33.49,3.68,18.17
35005,2018,26629.0,11.08,22.93,14.25,11.57
35006,2018,9537.0,9.95,19.12,16.58,11.5
35007,2018,4737.0,9.46,20.9,10.79,11.72
35009,2018,20673.0,9.43,21.44,12.05,13.62
35011,2018,748.0,15.11,34.89,9.22,2.14
35013,2018,88450.0,13.25,14.96,15.35,10.73
35015,2018,26013.0,7.66,31.11,10.41,12.01
35017,2018,10473.0,12.7,20.8,20.26,11.01
35019,2018,1311.0,13.2,10.22,15.56,16.55
35021,2018,154.0,12.34,48.05,2.6,5.19
35023,2018,1541.0,11.75,26.61,14.34,12.07
35025,2018,28674.0,9.02,32.3,9.5,10.4
35027,2018,6979.0,7.9,18.99,7.51,10.17
35028,2018,9516.0,10.57,3.83,6.88,4.0
35029,2018,7658.0,9.91,29.69,13.37,11.61
35031,2018,23614.0,13.62,14.69,21.49,11.23
35033,2018,1399.0,20.59,16.73,17.37,9.15
35035,2018,23841.0,9.07,13.7,14.77,13.5
35037,2018,2846.0,13.07,16.73,9.31,11.7
35039,2018,,,,,
35041,2018,7957.0,19.82,22.46,9.73,10.05
35043,2018,60468.0,9.19,15.22,14.9,12.76
35045,2018,50732.0,10.28,26.35,13.82,12.7
35047,2018,9714.0,15.02,15.17,22.15,9.5
35049,2018,70648.0,8.79,11.58,12.98,12.46
35051,2018,3619.0,13.54,19.59,22.41,9.62
35053,2018,5579.0,30.61,13.3,18.01,6.31
35055,2018,13666.0,8.47,14.36,11.17,17.77
35057,2018,5712.0,10.45,19.5,14.27,13.24
35059,2018,1588.0,5.73,27.71,15.43,8.25
35061,2018,29040.0,9.24,18.72,13.99,12.4
36001,2018,159756.0,11.64,10.38,15.91,10.26
36003,2018,20029.0,18.66,27.18,15.02,9.09
36005,2018,595657.0,8.28,8.72,24.2,11.24
36007,2018,87190.0,13.41,17.47,17.82,12.3
36009,2018,33610.0,11.2,24.19,15.56,11.91
36011,2018,36489.0,12.0,25.28,15.42,11.14
36013,2018,56021.0,11.73,27.14,15.85,11.08
36015,2018,37261.0,11.0,21.73,17.87,12.01
36017,2018,21902.0,11.61,29.35,15.48,10.44
36019,2018,36060.0,12.67,19.56,14.97,13.6
36021,2018,29545.0,10.9,19.01,17.53,9.93
36023,2018,23525.0,17.87,19.86,15.68,9.9
36025,2018,20204.0,12.57,26.79,13.27,10.97
36027,2018,144058.0,13.81,15.65,14.89,11.61
36029,2018,449109.0,11.07,16.11,16.71,11.26
36031,2018,17294.0,10.78,20.87,16.75,12.41
36033,2018,20209.0,13.46,15.01,19.43,11.31
36035,2018,24360.0,8.67,20.79,17.71,14.5
36037,2018,29897.0,9.99,26.31,13.26,11.64
36039,2018,20292.0,8.88,18.17,14.79,12.01
36041,2018,1946.0,9.66,28.21,10.69,5.55
36043,2018,28627.0,10.66,22.08,17.85,13.18
36045,2018,44760.0,10.92,16.16,15.56,13.91
36047,2018,1217624.0,9.88,8.89,18.55,9.4
36049,2018,11711.0,11.4,31.88,13.58,10.04
36051,2018,28822.0,15.17,24.64,13.14,10.06
36053,2018,33712.0,14.53,20.9,13.93,10.26
36055,2018,367045.0,13.9,16.47,17.88,11.32
36057,2018,21536.0,7.92,23.29,18.15,13.42
36059,2018,684098.0,12.36,10.81,16.31,9.95
36061,2018,897040.0,9.74,5.11,12.81,7.17
36063,2018,100682.0,9.74,21.45,16.0,12.45
36065,2018,102319.0,11.92,16.03,18.24,11.47
36067,2018,220979.0,13.8,14.48,17.25,11.39
36069,2018,54358.0,12.83,21.25,16.05,12.04
36071,2018,174834.0,11.27,15.33,15.22,13.49
36073,2018,18161.0,9.53,27.69,13.28,11.47
36075,2018,53360.0,11.38,24.71,14.46,11.86
36077,2018,28171.0,14.86,17.29,20.06,13.05
36079,2018,51066.0,13.22,14.52,14.71,11.88
36081,2018,1131527.0,7.92,11.41,16.38,9.85
36083,2018,81001.0,11.67,15.68,14.75,10.19
36085,2018,211293.0,11.89,10.91,18.22,9.96
36087,2018,148410.0,14.13,12.14,18.13,10.85
36089,2018,44275.0,17.62,16.49,16.71,12.76
36091,2018,118824.0,12.3,18.37,13.05,11.38
36093,2018,73563.0,11.24,12.39,17.06,12.39
36095,2018,14488.0,14.63,23.15,12.6,11.15
36097,2018,8397.0,11.37,27.05,15.35,9.92
36099,2018,15571.0,11.77,26.31,14.75,13.27
36101,2018,42997.0,10.83,29.74,14.6,10.85
36103,2018,744693.0,11.82,15.83,15.1,11.59
36105,2018,32846.0,11.45,14.36,18.57,12.63
36107,2018,23065.0,12.97,23.96,12.99,12.3
36109,2018,50250.0,34.47,10.22,10.12,10.33
36111,2018,86733.0,12.34,15.66,15.88,12.44
36113,2018,31937.0,11.15,16.16,16.35,12.85
36115,2018,28537.0,9.53,27.03,14.11,13.62
36117,2018,43779.0,10.83,27.49,14.81,13.29
36119,2018,479775.0,11.81,11.28,15.91,8.83
36121,2018,18562.0,8.6,28.59,13.58,9.71
36123,2018,11181.0,12.91,30.99,12.37,11.75
37001,2018,75612.0,9.47,24.7,16.08,12.61
37003,2018,16264.0,6.59,41.07,14.36,10.96
37005,2018,4555.0,6.72,30.47,17.91,14.36
37007,2018,10354.0,11.44,37.25,15.22,6.5
37009,2018,12440.0,7.44,27.45,14.38,13.79
37011,2018,6718.0,11.04,19.93,17.25,12.16
37013,2018,18867.0,8.9,28.31,16.39,8.91
37015,2018,7496.0,9.93,35.91,16.12,7.74
37017,2018,12805.0,8.02,33.93,15.9,11.73
37019,2018,50793.0,7.09,21.18,11.91,15.29
37021,2018,124844.0,7.71,17.83,18.03,12.74
37023,2018,38284.0,7.75,31.26,17.32,9.93
37025,2018,99553.0,9.1,18.66,13.06,11.87
37027,2018,36275.0,6.57,33.38,12.81,12.05
37029,2018,4473.0,10.17,19.58,14.44,11.58
37031,2018,30598.0,8.62,16.2,12.6,12.98
37033,2018,9549.0,8.5,26.84,16.29,12.93
37035,2018,73002.0,6.63,33.03,11.88,12.2
37037,2018,31532.0,11.29,25.59,14.81,9.67
37039,2018,10300.0,7.7,25.73,13.95,13.77
37041,2018,5351.0,8.11,20.59,19.44,13.32
37043,2018,4391.0,6.92,22.18,11.39,14.44
37045,2018,39701.0,9.42,28.77,14.39,12.52
37047,2018,19740.0,8.86,22.92,17.46,11.06
37049,2018,40506.0,7.35,20.53,14.51,10.93
37051,2018,125926.0,10.87,14.1,15.68,14.2
37053,2018,12025.0,7.62,23.23,8.55,9.74
37055,2018,18054.0,6.5,18.38,7.24,14.97
37057,2018,74174.0,6.83,29.17,13.46,12.07
37059,2018,19284.0,6.86,28.24,12.02,13.63
37061,2018,24447.0,8.04,38.38,11.9,11.78
37063,2018,158434.0,15.59,13.88,18.03,8.06
37065,2018,21773.0,6.4,28.04,16.35,12.46
37067,2018,169738.0,9.38,18.69,17.22,11.29
37069,2018,29810.0,7.89,24.79,13.31,13.86
37071,2018,98902.0,6.27,26.13,12.94,12.44
37073,2018,5190.0,11.97,36.82,13.24,8.11
37075,2018,3180.0,10.91,24.43,15.38,8.36
37077,2018,26285.0,7.22,23.82,16.73,9.28
37079,2018,8077.0,7.84,39.8,15.81,6.7
37081,2018,250123.0,10.36,18.47,13.76,12.03
37083,2018,19437.0,8.03,28.5,15.52,10.67
37085,2018,50735.0,11.12,22.18,12.51,12.77
37087,2018,26560.0,8.7,22.77,18.47,12.64
37089,2018,51829.0,8.36,24.58,15.66,13.13
37091,2018,9283.0,11.25,25.78,17.29,13.84
37093,2018,18961.0,9.08,23.28,16.16,14.1
37095,2018,1984.0,3.83,38.76,10.74,8.87
37097,2018,83378.0,7.39,27.28,11.74,14.2
37099,2018,18614.0,17.01,13.29,12.36,12.58
37101,2018,89484.0,8.52,23.36,12.16,12.16
37103,2018,3891.0,6.3,31.43,18.14,9.56
37105,2018,26541.0,8.17,32.8,11.82,10.72
37107,2018,23378.0,8.36,30.56,17.75,9.95
37109,2018,38100.0,5.51,29.2,11.31,13.51
37111,2018,18674.0,6.4,35.68,16.08,11.26
37113,2018,13955.0,7.68,20.88,14.25,13.8
37115,2018,9511.0,9.27,25.24,17.14,12.24
37117,2018,9257.0,10.78,24.46,17.18,15.78
37119,2018,554107.0,7.25,15.59,11.13,11.04
37121,2018,6254.0,12.1,33.56,11.4,9.32
37123,2018,10551.0,10.52,40.45,11.06,7.87
37125,2018,39935.0,9.1,18.95,19.02,9.35
37127,2018,43343.0,8.85,26.26,13.35,12.28
37129,2018,109010.0,9.02,14.6,14.25,13.38
37131,2018,7233.0,8.45,30.9,14.79,11.9
37133,2018,63221.0,8.96,12.97,13.27,15.42
37135,2018,73172.0,23.41,12.39,15.65,8.73
37137,2018,4806.0,7.3,22.45,14.13,12.23
37139,2018,16289.0,10.44,17.37,14.53,14.81
37141,2018,25316.0,7.47,24.22,13.08,14.28
37143,2018,5305.0,9.54,21.94,15.57,14.76
37145,2018,18065.0,9.86,28.41,18.98,10.34
37147,2018,83183.0,13.63,19.01,16.82,11.41
37149,2018,8617.0,7.6,24.18,18.08,11.54
37151,2018,65738.0,6.48,33.81,12.6,11.12
37153,2018,17389.0,9.18,28.3,13.36,13.64
37155,2018,47923.0,10.39,30.91,16.19,11.17
37157,2018,39463.0,7.32,28.52,13.45,13.91
37159,2018,61491.0,7.66,27.67,15.54,12.88
37161,2018,26422.0,7.35,29.23,15.99,13.07
37163,2018,26584.0,7.46,35.73,13.67,13.12
37165,2018,12081.0,11.84,28.33,16.6,11.76
37167,2018,28295.0,8.31,28.83,15.91,12.15
37169,2018,20742.0,7.93,28.74,14.98,9.72
37171,2018,30687.0,8.0,29.38,14.58,12.96
37173,2018,5693.0,10.21,12.95,15.39,6.8
37175,2018,13511.0,10.36,21.91,14.51,11.25
37177,2018,1560.0,4.81,22.05,11.99,14.1
37179,2018,109997.0,8.85,21.48,11.33,12.82
37181,2018,18594.0,8.11,25.93,15.25,15.35
37183,2018,551929.0,9.33,15.11,11.58,10.07
37185,2018,7288.0,8.15,23.16,18.19,13.75
37187,2018,4454.0,6.4,36.28,12.91,11.34
37189,2018,24966.0,18.51,13.67,12.3,15.1
37191,2018,52418.0,8.79,26.04,15.79,12.77
37193,2018,29252.0,6.54,29.07,14.72,16.13
37195,2018,35051.0,7.97,28.0,15.21,11.16
37197,2018,15731.0,6.7,33.83,13.75,10.35
37199,2018,7159.0,7.56,33.65,16.11,9.65
38001,2018,1219.0,5.82,32.73,22.23,10.25
38003,2018,5830.0,10.86,31.84,14.58,8.52
38005,2018,2372.0,12.65,26.69,12.27,7.93
38007,2018,500.0,2.8,41.6,7.8,5.4
38009,2018,3288.0,10.4,32.51,13.72,12.47
38011,2018,1725.0,9.04,33.51,14.49,10.9
38013,2018,1052.0,10.27,38.02,6.27,11.69
38015,2018,51500.0,7.77,18.68,19.7,11.1
38017,2018,101585.0,8.45,18.58,17.86,11.64
38019,2018,1921.0,5.73,36.54,13.12,10.72
38021,2018,2606.0,7.71,35.69,16.0,11.17
38023,2018,1175.0,1.79,45.28,6.3,6.3
38025,2018,2100.0,4.62,43.29,6.43,12.57
38027,2018,1196.0,12.46,32.78,21.24,7.94
38029,2018,1508.0,9.68,38.33,11.87,9.22
38031,2018,1793.0,10.04,37.31,12.55,9.59
38033,2018,1019.0,10.4,36.51,11.19,12.17
38035,2018,38410.0,14.88,16.1,17.87,15.08
38037,2018,1132.0,8.92,43.82,17.93,5.65
38039,2018,1182.0,7.28,40.86,17.51,6.01
38041,2018,1149.0,7.4,36.81,7.57,15.67
38043,2018,1268.0,10.88,33.2,14.35,7.73
38045,2018,2053.0,8.96,39.84,10.67,8.62
38047,2018,993.0,7.85,37.06,16.62,5.34
38049,2018,2923.0,7.66,33.9,10.06,10.47
38051,2018,1391.0,8.99,33.64,20.42,7.26
38053,2018,6393.0,7.93,36.24,9.48,9.53
38055,2018,4545.0,8.25,38.2,13.47,6.75
38057,2018,4397.0,5.12,40.32,10.69,9.46
38059,2018,17282.0,6.85,27.19,18.37,10.43
38061,2018,4726.0,8.36,34.0,8.65,10.09
38063,2018,1486.0,6.53,35.73,14.6,9.83
38065,2018,813.0,5.78,41.7,8.98,8.12
38067,2018,3450.0,8.52,38.46,13.01,10.06
38069,2018,2050.0,9.02,27.85,18.29,14.29
38071,2018,6025.0,11.8,19.34,13.53,11.2
38073,2018,2782.0,5.21,44.46,17.54,9.99
38075,2018,1214.0,8.07,39.29,10.05,10.63
38077,2018,8628.0,8.79,36.75,14.0,11.39
38079,2018,5214.0,20.14,19.22,17.64,8.86
38081,2018,2151.0,7.07,57.23,10.88,7.39
38083,2018,597.0,2.68,45.9,12.73,8.38
38085,2018,1340.0,16.34,16.04,12.99,3.88
38087,2018,336.0,7.74,60.42,5.65,6.25
38089,2018,16382.0,5.9,34.89,11.59,11.18
38091,2018,991.0,6.66,45.01,13.93,5.75
38093,2018,10758.0,7.31,28.53,19.41,8.87
38095,2018,1014.0,7.4,39.94,5.72,5.62
38097,2018,4056.0,13.54,27.74,17.23,7.45
38099,2018,5488.0,7.03,36.73,22.39,7.91
38101,2018,35738.0,9.05,18.01,14.91,13.73
38103,2018,1941.0,6.54,32.92,14.79,7.93
38105,2018,18154.0,6.37,37.92,11.52,8.7
39001,2018,10105.0,9.83,31.45,15.17,15.6
39003,2018,48430.0,7.53,28.67,17.03,11.07
39005,2018,25271.0,9.85,31.19,14.83,11.1
39007,2018,39737.0,6.78,33.96,16.74,10.04
39009,2018,27470.0,27.0,13.13,12.71,11.48
39011,2018,23343.0,7.21,41.35,13.29,9.97
39013,2018,28992.0,7.5,24.11,17.38,13.24
39015,2018,19494.0,6.47,29.08,16.65,9.55
39017,2018,183136.0,9.23,21.65,13.68,12.54
39019,2018,12532.0,6.38,33.85,15.8,11.49
39021,2018,18365.0,7.6,38.68,12.05,9.91
39023,2018,60663.0,7.99,25.53,16.25,11.73
39025,2018,101146.0,6.84,22.42,13.3,13.73
39027,2018,19514.0,9.25,26.2,10.75,11.9
39029,2018,45728.0,6.42,30.17,16.09,11.29
39031,2018,15575.0,6.45,37.91,15.0,10.6
39033,2018,18793.0,8.4,33.32,14.38,10.09
39035,2018,591135.0,8.2,17.08,18.29,10.33
39037,2018,24771.0,5.16,40.6,12.65,10.02
39039,2018,18951.0,8.2,34.8,12.48,10.82
39041,2018,101375.0,10.02,14.77,13.07,10.35
39043,2018,36035.0,6.21,26.04,15.31,10.65
