COUNTYFP,dissim.b,inter.bw,iso.b,dissim.h,inter.hw,iso.h,dissim.a,inter.aw,iso.a
18035,0.49,0.63,0.3,0.41,0.82,0.04,0.55,0.85,0.04
18037,0.4,0.9,0.01,0.49,0.76,0.2,0.69,0.71,0.03
18039,0.55,0.56,0.16,0.38,0.64,0.23,0.43,0.74,0.03
18041,0.48,0.92,0.06,0.33,0.93,0.02,0.83,0.97,0.01
18043,0.53,0.78,0.13,0.41,0.81,0.06,0.36,0.9,0.02
18045,0.5,0.95,0.01,0.26,0.94,0.04,0.78,0.94,0.02
18047,0.72,1.0,0.0,0.65,0.99,0.01,0.44,0.99,0.01
18049,0.59,0.91,0.03,0.48,0.85,0.12,0.54,0.94,0.01
18051,0.53,0.9,0.05,0.25,0.93,0.02,0.46,0.95,0.01
18053,0.53,0.68,0.2,0.33,0.76,0.07,0.51,0.86,0.02
18055,0.48,0.96,0.01,0.32,0.96,0.02,0.47,0.97,0.01
18057,0.29,0.82,0.05,0.25,0.82,0.06,0.37,0.78,0.11
18059,0.58,0.87,0.06,0.36,0.92,0.04,0.59,0.9,0.03
18061,0.23,0.95,0.01,0.2,0.95,0.02,0.56,0.94,0.01
18063,0.39,0.78,0.1,0.4,0.79,0.06,0.36,0.8,0.04
18065,0.47,0.89,0.05,0.35,0.91,0.03,0.43,0.93,0.01
18067,0.44,0.72,0.18,0.31,0.77,0.06,0.47,0.89,0.03
18069,0.42,0.95,0.02,0.17,0.95,0.03,0.5,0.94,0.02
18071,0.58,0.75,0.03,0.49,0.74,0.18,0.41,0.84,0.03
18073,0.52,0.92,0.02,0.33,0.88,0.09,0.36,0.92,0.01
18075,0.45,0.93,0.01,0.4,0.92,0.06,0.63,0.95,0.01
18077,0.3,0.91,0.03,0.6,0.87,0.08,0.39,0.94,0.02
18079,0.35,0.93,0.02,0.25,0.94,0.03,0.75,0.96,0.01
18081,0.41,0.84,0.05,0.4,0.85,0.06,0.5,0.83,0.07
18083,0.57,0.85,0.08,0.25,0.88,0.03,0.43,0.9,0.02
18085,0.48,0.82,0.02,0.27,0.85,0.11,0.45,0.85,0.03
18087,0.63,0.9,0.0,0.55,0.89,0.09,0.4,0.95,0.0
18089,0.76,0.2,0.62,0.47,0.44,0.34,0.41,0.68,0.04
18091,0.59,0.58,0.31,0.27,0.78,0.09,0.51,0.82,0.02
18093,0.4,0.95,0.01,0.29,0.95,0.03,0.37,0.95,0.01
18095,0.54,0.65,0.26,0.33,0.8,0.07,0.72,0.81,0.04
18097,0.54,0.36,0.47,0.49,0.44,0.19,0.48,0.6,0.11
18099,0.56,0.84,0.02,0.44,0.77,0.2,0.54,0.87,0.01
18101,0.32,0.95,0.01,0.49,0.95,0.02,0.4,0.95,0.0
18103,0.46,0.82,0.11,0.52,0.8,0.1,0.37,0.9,0.01
18105,0.37,0.78,0.05,0.3,0.8,0.05,0.43,0.75,0.14
18107,0.54,0.86,0.02,0.41,0.87,0.09,0.56,0.93,0.02
18109,0.8,0.94,0.02,0.33,0.96,0.02,0.62,0.95,0.02
18111,0.7,0.9,0.01,0.26,0.91,0.08,0.0,0.0,0.0
18113,0.55,0.89,0.02,0.58,0.57,0.41,0.56,0.83,0.02
18115,0.61,0.95,0.03,0.29,0.96,0.01,0.39,0.98,0.01
18117,0.81,0.83,0.08,0.33,0.91,0.03,0.71,0.92,0.02
18119,0.6,0.94,0.01,0.31,0.95,0.02,0.59,0.93,0.02
18121,0.71,0.93,0.01,0.37,0.95,0.03,0.0,0.0,0.0
18123,0.39,0.93,0.05,0.24,0.94,0.02,0.57,0.93,0.01
18125,0.5,0.95,0.02,0.18,0.97,0.01,0.75,0.95,0.03
18127,0.42,0.76,0.07,0.28,0.79,0.13,0.4,0.82,0.03
18129,0.45,0.9,0.04,0.56,0.9,0.04,0.58,0.97,0.01
18131,0.52,0.94,0.01,0.21,0.94,0.03,0.53,0.93,0.02
18133,0.66,0.8,0.11,0.42,0.85,0.04,0.57,0.88,0.05
18135,0.47,0.94,0.01,0.64,0.84,0.14,0.7,0.95,0.0
18137,0.56,0.94,0.01,0.31,0.95,0.03,0.39,0.94,0.02
18139,0.84,0.88,0.09,0.25,0.95,0.02,0.74,0.98,0.01
18141,0.56,0.48,0.32,0.46,0.53,0.21,0.5,0.77,0.06
18143,0.64,0.92,0.01,0.41,0.93,0.04,0.76,0.92,0.02
18145,0.46,0.88,0.02,0.53,0.84,0.11,0.6,0.84,0.02
18147,0.52,0.93,0.02,0.38,0.93,0.05,0.3,0.94,0.0
18149,0.7,0.91,0.02,0.2,0.94,0.04,0.61,0.93,0.02
18151,0.5,0.93,0.01,0.35,0.92,0.06,0.17,0.94,0.0
18153,0.79,0.76,0.18,0.31,0.88,0.02,0.61,0.96,0.01
18155,0.32,0.95,0.01,0.26,0.95,0.03,0.72,0.96,0.02
18157,0.39,0.71,0.1,0.33,0.72,0.13,0.59,0.66,0.22
18159,0.42,0.95,0.0,0.25,0.94,0.04,0.59,0.97,0.01
18161,0.43,0.94,0.0,0.43,0.94,0.03,0.33,0.94,0.01
18163,0.48,0.68,0.22,0.43,0.74,0.06,0.48,0.87,0.04
18165,0.67,0.94,0.04,0.36,0.97,0.01,0.67,0.96,0.01
18167,0.42,0.78,0.12,0.37,0.81,0.04,0.46,0.81,0.04
18169,0.34,0.93,0.02,0.34,0.93,0.04,0.25,0.95,0.0
18171,0.09,0.96,0.01,0.12,0.96,0.02,0.45,0.96,0.0
18173,0.42,0.9,0.03,0.26,0.91,0.02,0.46,0.89,0.06
18175,0.8,0.98,0.01,0.29,0.97,0.02,0.49,0.97,0.01
18177,0.42,0.81,0.09,0.52,0.8,0.07,0.51,0.85,0.03
18179,0.5,0.93,0.02,0.24,0.93,0.04,0.3,0.95,0.01
18181,0.43,0.89,0.01,0.56,0.77,0.21,0.57,0.95,0.01
18183,0.45,0.96,0.01,0.4,0.94,0.05,0.34,0.95,0.01
19001,0.49,0.95,0.01,0.23,0.96,0.02,0.47,0.95,0.01
19003,0.45,0.97,0.01,0.22,0.97,0.01,0.15,0.98,0.0
19005,0.7,0.71,0.04,0.75,0.69,0.22,0.67,0.77,0.01
19007,0.47,0.94,0.01,0.24,0.94,0.03,0.69,0.92,0.02
19009,0.64,0.95,0.0,0.35,0.98,0.01,0.64,0.95,0.01
19011,0.4,0.96,0.01,0.26,0.96,0.02,0.43,0.96,0.01
19013,0.6,0.53,0.33,0.49,0.67,0.11,0.56,0.74,0.08
19015,0.48,0.9,0.01,0.44,0.9,0.05,0.64,0.96,0.02
19017,0.69,0.89,0.06,0.28,0.94,0.02,0.45,0.92,0.02
19019,0.45,0.95,0.0,0.34,0.95,0.03,0.74,0.92,0.03
19021,0.46,0.49,0.04,0.46,0.47,0.33,0.6,0.39,0.19
19023,0.5,0.95,0.01,0.12,0.97,0.01,0.57,0.95,0.02
19025,0.49,0.9,0.03,0.25,0.93,0.03,0.28,0.94,0.0
19027,0.78,0.98,0.01,0.27,0.98,0.01,0.89,0.98,0.01
19029,0.51,0.97,0.01,0.47,0.93,0.05,0.27,0.96,0.01
19031,0.62,0.95,0.02,0.21,0.95,0.02,0.55,0.95,0.01
19033,0.42,0.89,0.04,0.28,0.89,0.07,0.47,0.91,0.03
19035,0.32,0.93,0.04,0.38,0.94,0.02,0.5,0.94,0.01
19037,0.36,0.97,0.01,0.36,0.94,0.04,0.22,0.95,0.01
19039,0.27,0.86,0.0,0.52,0.75,0.24,0.41,0.78,0.0
19041,0.57,0.91,0.01,0.2,0.93,0.04,0.63,0.9,0.02
19043,0.63,0.93,0.04,0.24,0.95,0.02,0.3,0.95,0.01
19045,0.49,0.87,0.06,0.21,0.91,0.04,0.36,0.9,0.01
19047,0.52,0.49,0.04,0.54,0.49,0.43,0.59,0.47,0.03
19049,0.45,0.75,0.04,0.51,0.7,0.22,0.43,0.82,0.09
19051,0.27,0.97,0.0,0.08,0.97,0.01,0.15,0.97,0.01
19053,0.58,0.87,0.04,0.34,0.9,0.04,0.04,0.93,0.01
19055,0.59,0.97,0.01,0.17,0.96,0.02,0.67,0.96,0.01
19057,0.48,0.79,0.12,0.34,0.83,0.05,0.45,0.88,0.02
19059,0.58,0.94,0.02,0.09,0.96,0.02,0.47,0.94,0.02
19061,0.56,0.8,0.12,0.35,0.88,0.04,0.42,0.88,0.02
19063,0.47,0.84,0.03,0.33,0.84,0.13,0.52,0.83,0.01
19065,0.51,0.93,0.04,0.27,0.93,0.03,0.45,0.92,0.01
19067,0.47,0.9,0.04,0.32,0.88,0.04,0.44,0.86,0.03
19069,0.38,0.79,0.02,0.38,0.79,0.18,0.0,0.0,0.0
19071,0.53,0.97,0.01,0.3,0.94,0.04,0.0,0.0,0.0
19073,0.33,0.96,0.0,0.32,0.93,0.04,0.16,0.94,0.01
19075,0.44,0.97,0.01,0.59,0.96,0.03,0.37,0.98,0.01
19077,0.58,0.97,0.0,0.18,0.95,0.03,0.43,0.96,0.0
19079,0.49,0.83,0.03,0.27,0.86,0.08,0.46,0.84,0.06
19081,0.27,0.93,0.01,0.2,0.93,0.05,0.59,0.92,0.0
19083,0.31,0.9,0.02,0.36,0.9,0.07,0.79,0.89,0.02
19085,0.47,0.94,0.0,0.27,0.95,0.02,0.12,0.96,0.0
19087,0.52,0.82,0.05,0.28,0.85,0.06,0.56,0.81,0.07
19089,0.28,0.95,0.0,0.26,0.96,0.02,0.69,0.99,0.0
19091,0.53,0.94,0.01,0.45,0.9,0.08,0.59,0.89,0.01
19093,0.0,0.0,0.0,0.38,0.94,0.04,0.69,0.97,0.02
19095,0.19,0.94,0.01,0.45,0.93,0.05,0.51,0.93,0.0
19097,0.42,0.94,0.01,0.29,0.95,0.02,0.43,0.94,0.01
19099,0.51,0.9,0.04,0.22,0.92,0.03,0.33,0.92,0.01
19101,0.36,0.75,0.03,0.36,0.78,0.05,0.3,0.76,0.08
19103,0.41,0.68,0.13,0.26,0.75,0.08,0.35,0.72,0.1
19105,0.53,0.89,0.06,0.4,0.91,0.03,0.7,0.94,0.04
19107,0.45,0.96,0.01,0.33,0.96,0.02,0.29,0.98,0.0
19109,0.27,0.95,0.02,0.14,0.95,0.03,0.55,0.94,0.02
19111,0.46,0.87,0.05,0.37,0.87,0.06,0.66,0.9,0.03
19113,0.45,0.78,0.12,0.29,0.84,0.04,0.49,0.83,0.07
19115,0.31,0.76,0.01,0.37,0.7,0.22,0.73,0.6,0.1
19117,0.58,0.98,0.0,0.41,0.96,0.04,0.0,0.0,0.0
19119,0.3,0.97,0.0,0.16,0.95,0.03,0.4,0.95,0.0
19121,0.24,0.95,0.0,0.11,0.95,0.02,0.53,0.94,0.03
19123,0.38,0.93,0.03,0.34,0.91,0.04,0.56,0.9,0.04
19125,0.38,0.95,0.02,0.44,0.92,0.05,0.48,0.93,0.02
19127,0.36,0.62,0.02,0.41,0.56,0.35,0.47,0.58,0.06
19129,0.4,0.94,0.01,0.12,0.94,0.03,0.35,0.94,0.0
19131,0.32,0.96,0.0,0.37,0.96,0.02,0.24,0.97,0.01
19133,0.64,0.95,0.01,0.31,0.96,0.03,0.0,0.0,0.0
19135,0.39,0.92,0.0,0.65,0.88,0.07,0.66,0.88,0.0
19137,0.0,0.0,0.0,0.43,0.91,0.06,0.0,0.0,0.0
19139,0.44,0.72,0.04,0.33,0.69,0.25,0.41,0.71,0.02
19141,0.16,0.93,0.01,0.18,0.92,0.05,0.33,0.92,0.01
19143,0.11,0.9,0.01,0.06,0.9,0.08,0.03,0.9,0.0
19145,0.55,0.88,0.04,0.39,0.88,0.07,0.58,0.9,0.03
19147,0.59,0.89,0.05,0.27,0.92,0.03,0.43,0.9,0.01
19149,0.46,0.9,0.02,0.23,0.9,0.07,0.45,0.91,0.01
19151,0.58,0.92,0.02,0.07,0.93,0.04,0.3,0.93,0.02
19153,0.49,0.61,0.14,0.45,0.63,0.17,0.46,0.66,0.1
19155,0.57,0.85,0.05,0.43,0.8,0.15,0.55,0.85,0.03
19157,0.47,0.86,0.04,0.28,0.9,0.04,0.69,0.83,0.07
19159,0.42,0.94,0.0,0.27,0.94,0.03,0.42,0.94,0.02
19161,0.55,0.9,0.02,0.55,0.9,0.07,0.73,0.98,0.0
19163,0.46,0.7,0.15,0.28,0.76,0.09,0.41,0.77,0.05
19165,0.5,0.93,0.02,0.34,0.94,0.04,0.67,0.95,0.01
19167,0.28,0.88,0.0,0.19,0.85,0.13,0.44,0.87,0.01
19169,0.46,0.77,0.04,0.18,0.82,0.04,0.43,0.76,0.13
19171,0.33,0.78,0.01,0.55,0.64,0.2,0.46,0.71,0.01
19173,0.65,0.96,0.01,0.55,0.81,0.16,0.48,0.82,0.01
19175,0.5,0.94,0.01,0.28,0.92,0.04,0.6,0.9,0.03
19177,0.15,0.97,0.01,0.26,0.97,0.02,0.55,0.96,0.0
19179,0.46,0.74,0.06,0.33,0.76,0.16,0.33,0.79,0.02
19181,0.55,0.94,0.01,0.23,0.94,0.04,0.46,0.95,0.01
19183,0.36,0.88,0.01,0.33,0.88,0.09,0.24,0.92,0.01
19185,0.39,0.95,0.02,0.15,0.96,0.01,0.59,0.97,0.0
19187,0.47,0.8,0.1,0.43,0.8,0.1,0.4,0.86,0.02
19189,0.28,0.9,0.02,0.02,0.92,0.04,0.6,0.88,0.03
19191,0.67,0.93,0.03,0.13,0.95,0.02,0.53,0.92,0.04
19193,0.56,0.55,0.08,0.43,0.59,0.27,0.51,0.62,0.06
19195,0.46,0.93,0.02,0.17,0.94,0.03,0.1,0.95,0.0
19197,0.46,0.9,0.02,0.2,0.83,0.14,0.39,0.85,0.01
20001,0.36,0.89,0.03,0.33,0.9,0.05,0.53,0.9,0.01
20003,0.04,0.95,0.01,0.03,0.95,0.02,0.64,0.96,0.0
20005,0.25,0.87,0.03,0.09,0.88,0.03,0.3,0.86,0.01
20007,0.16,0.91,0.01,0.2,0.92,0.05,0.34,0.92,0.01
20009,0.53,0.81,0.03,0.34,0.74,0.23,0.63,0.84,0.0
20011,0.34,0.87,0.05,0.38,0.86,0.05,0.36,0.89,0.02
20013,0.24,0.81,0.01,0.13,0.85,0.05,0.38,0.8,0.01
20015,0.44,0.87,0.06,0.23,0.88,0.06,0.58,0.86,0.03
20017,0.0,0.91,0.02,0.0,0.91,0.05,0.0,0.0,0.0
20019,0.0,0.86,0.01,0.0,0.86,0.01,0.0,0.0,0.0
20021,0.67,0.88,0.02,0.26,0.87,0.03,0.35,0.89,0.01
20023,0.0,0.0,0.0,0.0,0.92,0.06,0.0,0.92,0.0
20025,0.0,0.86,0.0,0.0,0.86,0.08,0.0,0.86,0.01
20027,0.14,0.95,0.01,0.05,0.94,0.02,0.23,0.95,0.01
20029,0.45,0.89,0.04,0.36,0.9,0.05,0.66,0.9,0.0
20031,0.54,0.92,0.01,0.22,0.93,0.03,0.34,0.92,0.0
20033,0.0,0.0,0.0,0.0,0.92,0.07,0.0,0.0,0.0
20035,0.33,0.75,0.04,0.37,0.73,0.17,0.5,0.79,0.04
20037,0.44,0.81,0.04,0.35,0.82,0.1,0.57,0.82,0.06
20039,0.33,0.96,0.0,0.42,0.94,0.05,0.42,0.94,0.0
20041,0.52,0.84,0.03,0.29,0.87,0.07,0.73,0.78,0.03
20043,0.53,0.83,0.12,0.19,0.91,0.03,0.47,0.86,0.0
20045,0.31,0.75,0.06,0.18,0.76,0.07,0.34,0.75,0.08
20047,0.49,0.73,0.01,0.1,0.76,0.21,0.49,0.73,0.01
20049,0.0,0.9,0.0,0.0,0.9,0.04,0.0,0.9,0.01
20051,0.29,0.88,0.02,0.18,0.88,0.06,0.38,0.87,0.02
20053,0.36,0.82,0.07,0.1,0.85,0.06,0.3,0.83,0.01
20055,0.55,0.44,0.07,0.34,0.37,0.56,0.43,0.41,0.07
20057,0.29,0.38,0.03,0.29,0.33,0.62,0.45,0.32,0.03
20059,0.13,0.91,0.01,0.17,0.9,0.05,0.41,0.91,0.01
20061,0.16,0.55,0.18,0.12,0.56,0.17,0.24,0.58,0.04
20063,0.37,0.92,0.0,0.09,0.93,0.04,0.33,0.92,0.02
20065,0.11,0.89,0.04,0.29,0.87,0.04,0.33,0.9,0.01
20067,0.0,0.0,0.0,0.17,0.49,0.5,0.72,0.73,0.01
20069,0.0,0.0,0.0,0.34,0.77,0.21,0.44,0.91,0.0
20071,0.0,0.75,0.01,0.0,0.75,0.23,0.0,0.0,0.0
20073,0.41,0.91,0.01,0.12,0.92,0.04,0.62,0.91,0.0
20075,0.0,0.61,0.01,0.0,0.61,0.36,0.0,0.0,0.0
20077,0.5,0.88,0.0,0.27,0.87,0.08,0.44,0.87,0.0
20079,0.26,0.82,0.02,0.27,0.8,0.15,0.51,0.86,0.02
20081,0.0,0.0,0.0,0.0,0.67,0.3,0.0,0.67,0.0
20083,0.0,0.0,0.0,0.0,0.88,0.09,0.0,0.88,0.02
20085,0.24,0.84,0.01,0.1,0.83,0.05,0.14,0.88,0.01
20087,0.3,0.95,0.01,0.12,0.93,0.03,0.7,0.92,0.0
20089,0.34,0.96,0.01,0.03,0.95,0.02,0.0,0.0,0.0
20091,0.39,0.72,0.08,0.38,0.71,0.14,0.34,0.77,0.09
20093,0.0,0.66,0.01,0.0,0.66,0.31,0.0,0.66,0.0
20095,0.23,0.93,0.0,0.41,0.92,0.06,0.77,0.93,0.0
20097,0.0,0.89,0.01,0.0,0.89,0.06,0.0,0.89,0.01
20099,0.5,0.82,0.1,0.34,0.84,0.08,0.57,0.82,0.01
20101,0.0,0.92,0.0,0.0,0.92,0.06,0.0,0.0,0.0
20103,0.41,0.71,0.13,0.25,0.74,0.09,0.4,0.75,0.02
20105,0.0,0.95,0.01,0.0,0.95,0.03,0.0,0.0,0.0
20107,0.22,0.94,0.0,0.03,0.94,0.03,0.45,0.94,0.01
20109,0.0,0.9,0.0,0.0,0.9,0.06,0.0,0.0,0.0
20111,0.48,0.61,0.04,0.39,0.6,0.31,0.37,0.65,0.03
20113,0.32,0.9,0.02,0.25,0.9,0.05,0.42,0.89,0.01
20115,0.31,0.92,0.01,0.22,0.92,0.04,0.55,0.91,0.01
20117,0.58,0.93,0.01,0.29,0.94,0.03,0.33,0.95,0.01
20119,0.56,0.88,0.01,0.33,0.74,0.25,0.56,0.88,0.03
20121,0.4,0.9,0.02,0.36,0.91,0.05,0.39,0.92,0.01
20123,0.3,0.95,0.01,0.14,0.95,0.03,0.7,0.95,0.01
20125,0.43,0.7,0.1,0.35,0.7,0.12,0.54,0.8,0.03
20127,0.53,0.92,0.0,0.2,0.92,0.05,0.33,0.92,0.01
20129,0.0,0.72,0.01,0.0,0.72,0.23,0.0,0.72,0.01
20131,0.16,0.95,0.01,0.29,0.95,0.03,0.75,0.96,0.01
20133,0.37,0.88,0.02,0.25,0.88,0.07,0.33,0.93,0.01
20135,0.13,0.88,0.01,0.19,0.87,0.11,0.53,0.92,0.01
20137,0.0,0.89,0.03,0.0,0.89,0.05,0.0,0.89,0.01
20139,0.41,0.93,0.01,0.18,0.93,0.04,0.46,0.92,0.0
20141,0.0,0.95,0.0,0.0,0.95,0.02,0.0,0.95,0.0
20143,0.37,0.93,0.01,0.15,0.94,0.03,0.63,0.96,0.01
20145,0.27,0.8,0.06,0.18,0.82,0.09,0.73,0.97,0.0
20147,0.32,0.93,0.01,0.14,0.94,0.04,0.37,0.93,0.01
20149,0.38,0.88,0.01,0.18,0.89,0.06,0.22,0.9,0.01
20151,0.57,0.81,0.05,0.34,0.84,0.1,0.61,0.81,0.0
20153,0.0,0.91,0.0,0.0,0.91,0.07,0.0,0.91,0.0
20155,0.42,0.75,0.06,0.38,0.77,0.15,0.42,0.87,0.01
20157,0.58,0.93,0.01,0.28,0.95,0.02,0.58,0.93,0.01
20159,0.2,0.85,0.02,0.23,0.82,0.14,0.3,0.86,0.01
20161,0.29,0.7,0.1,0.28,0.72,0.11,0.24,0.77,0.07
20163,0.43,0.93,0.01,0.01,0.94,0.03,0.41,0.95,0.0
20165,0.4,0.93,0.0,0.4,0.93,0.04,0.39,0.94,0.01
20167,0.31,0.92,0.02,0.14,0.92,0.03,0.0,0.0,0.0
20169,0.29,0.76,0.04,0.34,0.73,0.17,0.34,0.77,0.04
20171,0.0,0.0,0.0,0.0,0.79,0.18,0.0,0.79,0.01
20173,0.58,0.44,0.28,0.43,0.55,0.26,0.44,0.6,0.11
20175,0.46,0.24,0.07,0.32,0.27,0.64,0.47,0.31,0.07
20177,0.47,0.57,0.16,0.39,0.6,0.21,0.46,0.79,0.04
20179,0.19,0.95,0.01,0.31,0.93,0.06,0.0,0.0,0.0
20181,0.19,0.83,0.01,0.02,0.84,0.12,0.07,0.84,0.01
20183,0.1,0.95,0.0,0.16,0.95,0.02,0.36,0.94,0.0
20185,0.35,0.89,0.01,0.32,0.8,0.18,0.51,0.91,0.01
20187,0.0,0.61,0.0,0.0,0.61,0.36,0.0,0.0,0.0
20189,0.59,0.73,0.02,0.16,0.59,0.38,0.3,0.56,0.0
20191,0.5,0.85,0.02,0.29,0.86,0.08,0.68,0.87,0.01
20193,0.24,0.91,0.02,0.1,0.91,0.06,0.07,0.91,0.01
20195,0.0,0.94,0.0,0.0,0.94,0.02,0.0,0.94,0.01
20197,0.34,0.91,0.01,0.19,0.92,0.04,0.07,0.92,0.01
20199,0.0,0.92,0.0,0.0,0.92,0.05,0.0,0.0,0.0
20201,0.44,0.96,0.0,0.41,0.92,0.06,0.0,0.0,0.0
20203,0.0,0.68,0.01,0.0,0.68,0.29,0.0,0.68,0.01
20205,0.38,0.92,0.01,0.28,0.91,0.04,0.76,0.94,0.0
20207,0.32,0.94,0.02,0.17,0.92,0.01,0.0,0.0,0.0
20209,0.48,0.31,0.37,0.47,0.32,0.41,0.6,0.29,0.1
21001,0.4,0.91,0.06,0.22,0.93,0.03,0.55,0.91,0.01
21003,0.57,0.95,0.04,0.67,0.92,0.06,0.61,0.95,0.01
21005,0.31,0.94,0.04,0.4,0.94,0.04,0.62,0.93,0.01
21007,0.1,0.93,0.04,0.42,0.92,0.02,0.37,0.94,0.01
21009,0.48,0.84,0.08,0.27,0.88,0.04,0.74,0.89,0.02
21011,0.57,0.91,0.04,0.19,0.93,0.02,0.3,0.96,0.01
21013,0.5,0.89,0.07,0.6,0.9,0.03,0.84,0.88,0.01
21015,0.45,0.83,0.08,0.44,0.79,0.15,0.45,0.87,0.05
21017,0.43,0.78,0.13,0.26,0.83,0.08,0.68,0.86,0.01
21019,0.49,0.87,0.06,0.47,0.88,0.04,0.83,0.92,0.02
21021,0.33,0.81,0.1,0.38,0.8,0.06,0.55,0.77,0.03
21023,0.68,0.96,0.0,0.38,0.96,0.03,0.54,0.95,0.01
21025,0.41,0.95,0.03,0.55,0.95,0.03,0.68,0.98,0.01
21027,0.25,0.94,0.03,0.48,0.93,0.04,0.81,0.92,0.02
21029,0.53,0.92,0.02,0.37,0.93,0.03,0.41,0.94,0.01
21031,0.31,0.95,0.0,0.63,0.9,0.08,0.61,0.96,0.01
21033,0.37,0.87,0.1,0.28,0.88,0.02,0.0,0.0,0.0
21035,0.34,0.87,0.05,0.25,0.88,0.04,0.43,0.87,0.03
21037,0.57,0.8,0.12,0.41,0.86,0.04,0.52,0.91,0.03
21039,0.35,0.93,0.02,0.3,0.94,0.03,0.35,0.93,0.01
21041,0.23,0.89,0.03,0.18,0.88,0.08,0.53,0.89,0.01
21043,0.46,0.95,0.02,0.61,0.95,0.03,0.88,0.96,0.01
21045,0.31,0.94,0.01,0.17,0.94,0.04,0.52,0.94,0.0
21047,0.41,0.53,0.34,0.49,0.58,0.14,0.46,0.6,0.03
21049,0.5,0.75,0.17,0.33,0.85,0.04,0.54,0.91,0.02
21051,0.71,0.83,0.1,0.41,0.89,0.04,0.0,0.0,0.0
21053,0.67,0.94,0.01,0.28,0.95,0.04,0.35,0.97,0.0
21055,0.54,0.94,0.03,0.28,0.96,0.02,0.0,0.0,0.0
21057,0.41,0.89,0.06,0.11,0.92,0.01,0.58,0.98,0.01
21059,0.4,0.83,0.08,0.39,0.84,0.06,0.46,0.85,0.04
21061,0.71,0.41,0.34,0.44,0.68,0.05,0.64,0.97,0.0
21063,0.26,0.95,0.04,0.26,0.95,0.0,0.0,0.0,0.0
21065,0.48,0.96,0.0,0.81,0.9,0.03,0.91,0.9,0.01
21067,0.45,0.57,0.26,0.42,0.57,0.17,0.37,0.75,0.08
21069,0.36,0.94,0.03,0.44,0.94,0.03,0.64,0.94,0.01
21071,0.44,0.95,0.02,0.5,0.95,0.02,0.63,0.95,0.02
21073,0.42,0.73,0.18,0.37,0.76,0.06,0.38,0.79,0.03
21075,0.18,0.69,0.27,0.08,0.72,0.02,0.03,0.71,0.0
21077,0.32,0.89,0.03,0.11,0.9,0.06,0.32,0.89,0.0
21079,0.49,0.94,0.02,0.33,0.93,0.03,0.58,0.94,0.0
21081,0.37,0.93,0.02,0.25,0.93,0.03,0.68,0.91,0.0
21083,0.51,0.8,0.08,0.35,0.82,0.1,0.58,0.87,0.01
21085,0.47,0.93,0.02,0.28,0.94,0.02,0.74,0.95,0.01
21087,0.46,0.95,0.03,0.63,0.94,0.01,0.77,0.88,0.0
21089,0.52,0.96,0.03,0.34,0.96,0.02,0.54,0.95,0.01
21091,0.31,0.95,0.01,0.28,0.96,0.02,0.31,0.95,0.01
21093,0.42,0.65,0.18,0.45,0.65,0.11,0.39,0.71,0.03
21095,0.45,0.92,0.05,0.42,0.93,0.02,0.76,0.94,0.04
21097,0.3,0.91,0.03,0.41,0.9,0.06,0.0,0.0,0.0
21099,0.29,0.89,0.06,0.19,0.9,0.02,0.53,0.88,0.01
21101,0.36,0.81,0.12,0.38,0.81,0.05,0.55,0.89,0.01
21103,0.46,0.84,0.06,0.42,0.86,0.06,0.68,0.8,0.02
21105,0.0,0.87,0.09,0.0,0.87,0.01,0.0,0.87,0.01
21107,0.43,0.8,0.12,0.48,0.78,0.05,0.51,0.89,0.02
21109,0.22,0.99,0.0,0.4,1.0,0.0,0.0,0.0,0.0
21111,0.52,0.43,0.47,0.41,0.62,0.11,0.45,0.68,0.07
21113,0.28,0.86,0.07,0.19,0.89,0.04,0.4,0.88,0.03
21115,0.39,0.96,0.01,0.38,0.96,0.01,0.5,0.96,0.03
21117,0.54,0.72,0.16,0.42,0.79,0.07,0.43,0.89,0.03
21119,0.35,0.97,0.01,0.61,0.96,0.03,0.75,0.97,0.0
21121,0.51,0.9,0.06,0.4,0.96,0.02,0.53,0.97,0.01
21123,0.43,0.87,0.08,0.43,0.89,0.06,0.18,0.93,0.01
21125,0.45,0.95,0.02,0.44,0.94,0.04,0.7,0.94,0.01
21127,0.36,0.97,0.01,0.17,0.97,0.01,0.83,0.93,0.02
21129,0.43,0.94,0.01,0.43,0.94,0.01,0.43,0.94,0.01
21131,0.52,0.98,0.0,0.5,0.97,0.02,0.52,0.98,0.01
21133,0.55,0.97,0.01,0.31,0.97,0.01,0.44,0.98,0.0
21135,0.39,0.97,0.01,0.0,0.0,0.0,0.74,0.99,0.0
21137,0.56,0.91,0.05,0.38,0.93,0.04,0.77,0.97,0.0
21139,0.24,0.96,0.01,0.22,0.96,0.02,0.17,0.96,0.0
21141,0.27,0.87,0.08,0.27,0.87,0.04,0.53,0.88,0.01
21143,0.24,0.89,0.06,0.24,0.89,0.04,0.24,0.89,0.0
21145,0.56,0.66,0.28,0.36,0.76,0.06,0.52,0.87,0.03
21147,0.57,0.8,0.12,0.57,0.8,0.05,0.24,0.91,0.01
21149,0.3,0.96,0.01,0.36,0.95,0.02,0.44,0.95,0.0
21151,0.34,0.87,0.07,0.33,0.88,0.04,0.37,0.89,0.02
21153,0.87,1.0,0.0,0.36,0.99,0.01,0.0,0.0,0.0
21155,0.44,0.81,0.15,0.38,0.86,0.05,0.78,0.9,0.02
