"ZCTA","minDisMH","timeDrive","countDrive"
73942,5.75,0,2
73945,18.2,24.15,2
73950,17.46,14.73,1
73951,13.22,14.92,1
74001,7.95,14.78,2
74002,1.33,0,4
74003,5.49,0,8
74006,2.96,0,8
74008,12.31,19.82,26
74010,22.44,25.57,2
74011,10.4,16.36,30
74012,7.84,14.15,28
74014,9.99,16.2,26
74015,10.08,16.25,28
74016,18.74,20.71,4
74017,5.31,0,8
74019,3.95,9.24,8
74020,23.48,29.96,2
74021,16.64,23.98,8
74022,15.74,24.77,6
74023,2.35,0,2
74026,8.61,11.38,2
74027,9.12,11.47,2
74029,7.31,12.8,6
74030,13.38,15.63,2
74032,11.61,18.11,4
74033,7.82,15.6,30
74036,15.61,25.06,12
74037,6.41,14.28,30
74039,10.77,13.72,8
74041,5.17,9.77,26
74042,15.09,17.33,2
74044,19.6,18.98,2
74046,22.62,29.16,2
74047,12.64,21.26,20
74048,1.27,0,6
74050,6.49,11.26,30
74051,9.75,27.27,2
74052,14.99,25.5,2
74053,11.63,22.88,6
74055,10.54,16.85,30
74056,23.86,22.57,4
74059,13.52,17.9,6
74062,10.5,16.11,6
74063,6.34,0,26
74066,3.77,0,26
74068,14.24,23.45,2
74072,22.33,27.7,2
74073,12.51,22.2,12
74074,2.96,0,4
74075,2.93,0,4
74078,0.93,5.51,4
74079,16.26,18.66,4
74080,16.6,22.35,6
74084,12.91,19.49,2
74085,11.15,20.83,2
74103,0.22,0,30
74104,1.04,3.73,30
74105,1.63,0,30
74106,3.18,7.56,30
74107,4.53,7.71,30
74108,3.98,6.74,32
74110,3.84,8.1,30
74112,2.68,7.08,32
74114,0.49,0,32
74115,4.94,11.11,30
74116,2.74,4.89,26
74117,7.84,17.49,22
74119,0.69,0,30
74120,0.65,0,30
74126,7.55,11.16,30
74127,3.83,4.98,30
74128,0.76,0,28
74129,1.98,4.84,28
74130,7.86,13.91,28
74131,6.85,9.66,30
74132,6.3,8.65,30
74133,3.37,9.62,30
74134,5.1,9.25,28
74135,0.47,0,32
74136,1.29,0,30
74137,3.61,11.01,30
74145,2.08,6.31,32
74146,4.01,5.52,30
74301,5.47,0,8
74330,11.29,16.86,16
74331,4.66,0,14
74332,10.84,18.96,12
74333,12.22,29.46,8
74337,14.81,17.59,6
74338,5.93,16.3,4
74339,5.03,10.45,14
74340,16.07,25.78,10
74343,9.27,23.09,26
74344,3.4,0,6
74346,12.73,23.5,6
74347,2.57,0,4
74349,12.8,19.4,10
74350,15.64,21.87,12
74352,13.86,23.86,8
74354,1.06,0,12
74358,3.65,8.24,13
74359,4.1,7.2,2
74360,8.53,17.68,14
74361,0.49,0,10
74363,8.74,17.14,23
74364,12.27,17.37,4
74365,5.41,0,6
74366,10.3,14.28,2
74367,10.47,23.79,2
74368,4.75,7.42,4
74370,10.69,27.45,4
74401,5.07,0,6
74403,8.21,12.41,4
74421,14.17,18.56,4
74422,16.99,28.4,4
74425,10.15,25.82,2
74426,1.74,0,12
74428,11.37,15.53,6
74429,0.53,0,12
74430,14.38,18.58,8
74431,12.28,19.8,2
74432,5.08,0,6
74434,11.54,24.81,4
74435,16.62,24.7,2
74436,14.22,17.4,6
74437,13.42,18.58,2
74438,14.99,25.73,4
74441,13.62,24.01,6
74445,8.86,13.41,2
74446,8.67,18.33,6
74447,4.9,0,2
74450,11.05,16.85,12
74451,13.87,21.52,4
74452,16.39,24.04,4
74454,10.42,17.23,8
74455,11.7,13.26,10
74456,9.06,9.68,2
74457,13.51,28.11,4
74458,6.16,10.43,8
74459,5.77,12.84,12
74460,8.79,13.13,2
74462,3.57,0,4
74463,9.42,16.49,6
74464,2.02,0,4
74467,0.45,0,8
74468,12.42,23.52,8
74469,0.22,0,6
74470,9.64,14.66,6
74471,9.28,25.32,4
74472,10.48,8.35,6
74477,9.44,22.02,2
74501,5.02,0,6
74522,4.8,11.51,6
74523,19.52,28.43,2
74531,19,27.32,2
74533,21.63,24.96,6
74546,13.53,21.48,10
74547,13.97,21.51,10
74552,14.43,21.69,4
74553,17.95,26.7,6
74554,2.91,7.51,6
74561,16.99,28.82,2
74563,17.46,22.01,4
74565,8.94,16.34,6
74578,1.33,0,4
74601,4.58,0,6
74604,6.83,8.55,6
74631,17.12,29.99,6
74633,19.78,25.83,6
74641,14.79,25.26,6
74644,12.94,21.91,6
74647,17.44,19.46,7
74653,19.33,19.99,6
74701,0.89,0,6
74720,13.96,25.35,6
74728,21.95,28.54,4
74729,14.88,15.02,6
74730,8.02,11.49,6
74733,15.03,26.84,2
74734,14.13,20.85,1
74736,11.43,23.76,4
74738,9.92,17.18,3
74743,0.82,0,2
74745,1.7,0,4
74748,12.93,29.95,6
74750,14.92,20.1,4
74756,10.9,17.06,2
74759,14.45,24.95,2
74761,21.03,23.34,2
74801,3.46,0,4
74804,5.54,9.07,2
74820,2.08,0,8
74824,11.63,18.1,4
74825,15.31,27.89,2
74827,12.51,16.44,2
74830,8.63,11.92,4
74832,13.09,22.68,2
74834,0.85,0,2
74836,18.35,21.34,2
74840,7.52,18.11,4
74842,12.06,23.34,8
74843,9.56,23.78,8
74844,7.89,29.39,8
74845,21.13,27.12,2
74848,1.09,0,2
74849,2.47,0,2
74850,19.93,28.62,2
74851,13.78,26.36,4
74854,12.01,24.4,4
74855,16.12,18.32,4
74864,20.41,29.02,2
74865,15.45,24.92,8
74868,4.13,0,4
74869,13.01,24.79,2
74871,15.6,22.32,8
74873,9.91,20.26,2
74875,15.41,25.06,2
74881,13.58,17.96,2
74883,15.91,26.02,2
74884,13.02,16.77,4
74901,3.42,6.16,7
74902,11.59,14.56,8
74930,16.63,23.85,2
74932,10.37,17.31,5
74935,21.16,28.85,2
74936,9.06,19.83,2
74937,5.61,0,4
74939,15.59,23.06,2
74940,5.77,9.42,4
74945,10.98,26.13,2
74946,2.71,8.65,7
74948,12.49,29.7,2
74951,11.1,15.91,2
74953,0.42,0,4
74954,6.96,21.25,6
74955,2.78,0,2
74956,11.76,14.3,2
74960,1.45,0,4
74965,15.92,25.56,4
74966,18.73,23.5,4
75001,0.82,0,31
75002,6.24,12.85,18
75006,3.87,8.24,25
75007,3.94,7.08,25
75009,11.42,23.42,3
75010,2.18,0,23
75013,3.42,8.82,20
75019,7.17,10.22,24
75020,9.02,16.23,2
75021,11,23.72,2
75022,5.54,9.04,6
75023,2.18,6.61,21
75024,3.23,7.46,23
75025,2.54,0,18
75028,1.49,0,16
75032,10.06,22.39,6
75034,1.56,0,18
75035,4.52,11.68,17
75038,9.43,14.2,29
75039,6.54,10.42,31
75040,2.96,7.89,18
75041,3.24,9.99,24
75042,1.02,0,20
75043,7.58,13.36,19
75044,3.62,8.58,22
75048,3.21,8.6,16
75050,7.65,11.06,25
75051,8.33,13.98,21
75052,4.39,10.44,22
75054,7.08,14.55,11
75056,3.96,11.16,21
75057,2.53,6.04,24
75058,19.15,23.96,2
75060,6.14,11.99,24
75061,6.79,9.32,25
75062,6.18,10.43,27
75063,10.43,15.75,30
75065,5.41,10.77,10
75067,2.98,0,25
75068,8.08,13.37,16
75069,4.12,10.31,14
75070,3.76,0,13
75071,4.07,0,12
75074,2.22,0,22
75075,1.64,0,24
75076,9.51,23.57,2
75077,3.42,7.19,15
75078,8.17,14.42,9
75080,1.07,0,30
75081,2.39,8.28,27
75082,4.67,9,23
75087,6.22,20.53,5
75088,6.17,17.32,14
75089,3.17,16.37,16
75090,6.77,8.54,2
75092,3.26,0,2
75093,0.68,0,25
75094,5.92,9.68,17
75098,3.77,0,5
75101,15.37,26.4,1
75102,12.34,23.62,1
75103,2.58,0,1
75104,8.02,9.85,15
75105,15.4,29.56,1
75109,8.8,18.86,1
75110,4.32,0,1
75114,9.47,14.68,5
75115,2.4,0,10
75116,3.07,13.82,19
75117,13.98,29.8,1
75119,19.65,22.7,2
75124,11.3,17.17,1
75125,17.6,23.83,7
75126,1.03,0,6
75127,13.44,26.32,2
75132,11.28,27.54,3
75134,5.71,14.34,14
75135,9.35,16.57,3
75137,2.63,13.38,15
75140,13.6,21.59,1
75141,8.01,17.52,14
75142,4.58,0,4
75143,18.94,29.63,1
75144,17.92,21.57,1
75146,9.04,11.37,13
75148,14.19,18.44,1
75149,1.07,0,20
75150,4.57,7.44,20
75152,13.24,21.83,1
75153,10.59,21.77,1
75154,9.44,12.13,13
75155,10.7,17.09,1
75157,13.98,23.08,1
75158,11.93,24.14,1
75159,12.42,17.7,6
75160,3.02,0,5
75161,6.42,19.39,2
75163,18.65,29.03,1
75164,14.62,25.74,4
75165,5.26,0,3
75166,6.98,12.39,2
75167,4.62,16.34,1
75169,15.7,24.96,2
75172,10.84,19.71,10
75173,12.57,24.22,1
75180,4.12,6.1,20
75181,4.49,10.58,8
75182,4.21,10.51,16
75189,15.47,27.12,1
75201,1.92,5.14,31
75202,2.55,5.98,31
75203,1.55,6.05,24
75204,1.44,4.07,30
75205,2.3,6.19,25
75206,3.1,8.49,25
75207,2.16,6.29,31
75208,1.06,0,23
75209,3.07,5.34,27
75210,5.3,11.78,20
75211,3.12,0,22
75212,1.46,4.39,26
75214,4.36,11.11,20
75215,4.66,9.86,23
75216,1.25,0,17
75217,7.18,12.06,17
75218,5.22,12.88,25
75219,0.42,0,33
75220,2.41,7.36,34
75223,4.61,9.68,23
75224,2.59,5.98,22
75225,2.25,6.76,26
75226,3.1,7.83,25
75227,6.05,7.7,17
75228,7.3,12.88,19
75229,4.59,9.83,30
75230,1.66,0,29
75231,0.83,0,24
75232,2.85,11.34,18
75233,4.13,6.02,22
75234,4.81,10.19,31
75235,1.44,0,31
75236,5.5,11.23,18
75237,1.92,11.59,19
75238,3.67,8.23,26
75240,1.96,5.92,29
75241,3.19,6.44,17
75243,2.48,8.03,31
75244,2,6.56,30
75246,2.74,7.17,24
75247,2.11,0,32
75248,2.83,5.82,25
75249,5.8,15.58,15
75251,0.51,5.45,31
75252,1.81,8.25,27
75253,7.58,11.76,15
75254,1.82,0,30
75270,2.41,6.25,31
75287,2.54,7.13,28
75390,0.39,2.8,33
75401,4.79,0,4
75402,4.49,0,4
75407,11.19,15.67,3
75409,14.9,19.97,2
75410,10.95,17.77,2
75411,15.85,24.23,3
75413,11.5,22.69,2
75414,12.99,21.6,4
75416,14.03,18.39,2
75418,1.06,0,2
75420,15.26,26.86,1
75421,11.21,13.67,1
75422,7.92,11.13,4
75423,14.58,23.62,2
75426,5.21,0,1
75428,3.44,0,4
75432,20.57,21.67,1
75433,11.96,24.28,3
75435,20.68,29,1
75436,15.91,21.58,2
75438,7.27,13.46,2
75439,8.11,10.13,2
75440,0.78,0,1
75441,20.42,26.34,2
75442,17.29,23.26,4
75446,18.91,26.19,3
75447,15.37,28.39,2
75448,9.98,10.89,1
75449,16.13,21.96,1
75451,20.14,29.74,1
75452,16.37,29.15,2
75453,14.68,21.44,4
75454,8.8,14.06,3
75455,3.46,0,1
75457,16.65,18.1,1
75459,11.86,16.01,3
75460,3.34,0,1
75462,6.07,8.49,1
75468,16.31,29.08,1
75469,16.8,27.06,1
75470,18.7,22.22,1
75472,8.15,17.63,1
75473,13.27,15.51,3
75474,16.9,28.71,1
75475,10.07,15.34,2
75476,11.38,24.17,2
75477,16.48,27.94,1
75479,12.33,14.15,4
75487,18.68,29.15,1
75489,14.93,24.65,2
75490,15.84,24.9,2
75492,11.72,20.39,2
75493,9.95,11.33,1
75495,19.59,24.01,3
75496,15.75,23.17,3
75497,13.79,26.29,1
75501,7.3,0,2
75503,6.77,10.28,2
75550,15.49,18.07,1
75554,19.76,22.58,1
75558,9.57,11.81,1
75561,15.16,21.75,2
75567,20.24,16.94,2
75568,26.05,26.16,1
75569,3.7,6.85,2
75571,14.58,17.39,1
75572,18.31,23.98,1
75573,14.28,14.84,2
75601,2.46,7.63,2
75602,8.23,9.44,2
75603,11.5,24.7,1
75604,6.83,8.35,1
75605,3.85,0,1
75631,11.8,16.64,1
75633,4.88,0,1
75639,17.53,21.73,1
75640,15.06,22.22,1
75641,17.03,28.31,2
75642,19.77,29.06,1
75643,9.93,21.62,1
75644,6.17,0,1
75645,6.17,16.38,2
75647,15.06,18.89,2
75650,12.59,20.69,2
75651,15.26,22.56,1
75652,7.66,0,1
75654,6.35,10.2,1
75657,20.6,22.9,1
75661,16.3,27.97,1
75662,15.67,20.97,2
75669,17.23,23.74,1
75670,4.11,0,1
75672,8.36,9.9,1
75681,19.97,24.18,2
75682,12.23,19.92,1
75683,16.12,24.04,1
75684,13.62,21.36,1
75686,17.08,18.48,2
75691,20.14,26.02,1
75693,8.67,14.68,1
75701,2.6,6.56,3
75702,1.55,0,3
75703,2.16,0,3
75704,9.38,13.56,3
75705,9.06,19.22,3
75706,7.32,18.77,3
75707,9.61,13.28,3
75708,0.78,0,3
75709,5.45,11.2,3
75750,15.63,24.06,2
75751,11.83,12.28,1
75752,3.15,0,1
75754,17.43,29.73,1
75756,18.37,18.14,2
75757,12.41,21.22,2
75758,13.79,20.65,2
75760,19.99,28.35,1
75762,8.27,13.87,2
75764,7.05,17.16,1
75765,17.82,25.93,1
75766,13.13,20.74,2
75770,16.05,29.52,1
75771,11.68,17.55,4
75773,3.61,0,1
75778,11.22,15.16,1
75779,13.89,21.28,2
75780,15.45,26.05,1
75783,13.57,20.66,1
75784,13.69,25.68,1
75785,2.69,0,1
75788,16,28.09,1
75789,19.17,27.23,1
75790,15.07,29.58,1
75791,6.84,14.49,3
75792,8.79,20.34,3
75801,5.64,0,2
75803,11.18,12.84,2
75835,2.12,0,1
75839,10.72,15.97,2
75840,7.25,0,1
75844,17.18,18.47,1
75847,22.32,25.34,1
75848,11.45,23.13,1
75849,9.37,8.56,1
75856,17.06,19.66,1
75858,24.33,24.71,2
75860,10.15,17.5,2
75901,6.11,10.75,1
75904,6.01,0,1
75925,17.3,21.56,1
75926,15.82,27.65,1
75930,17.67,19.02,1
75931,16.35,22.07,1
75935,17.68,22.37,1
75939,23.63,28.28,1
75941,10.41,17.76,1
75946,16.09,25.35,1
75949,16.68,24.5,1
75951,4.16,0,1
75956,16.94,27.02,1
75960,15.39,23.82,1
75961,11.62,15.82,1
75962,1.81,11.76,1
75964,7.48,17.7,1
75965,6.79,0,1
75966,20.22,24.88,1
75968,25.2,26.44,1
75969,15.59,20.4,1
75972,2.4,0,1
75974,16.52,21.29,1
75976,21.46,22.55,1
75978,13.23,28.18,1
76001,4.94,7.3,15
76002,3.57,5.18,16
76006,2.92,7.21,22
76008,5.04,23.51,7
76009,13.88,18.79,2
76010,2.85,7.18,25
76011,2.09,0,23
76012,1.66,0,24
76013,3.51,7.18,20
76014,2.14,7.21,23
76015,3.69,8.27,21
76016,1.56,8.16,20
76017,2.91,0,22
76018,0.43,0,22
76020,14.43,25.73,4
76021,3.34,5.9,24
76022,3.41,8.43,23
76028,5.06,0,12
76031,4.69,7.87,2
76033,10.6,0,3
76034,3.19,5.78,18
76036,5.15,11,13
76039,6.53,12.64,26
76040,5.36,10.3,25
76041,12.92,22.46,1
76043,25.13,28.3,1
76044,11.38,20.57,2
76050,17.56,28.05,2
76051,9.04,14.87,15
76052,16,24.98,8
76053,2.56,7.23,22
76054,0.19,0,21
76055,12.34,18.09,1
76058,8.29,17.91,5
76059,5.06,11.58,2
76060,2.88,9.06,20
76061,11.18,20.93,5
76063,8.7,12.78,16
76064,14.1,26.73,1
76065,10.42,13.58,5
76066,12.68,21.39,4
76067,0.76,0,4
76070,19.97,21.99,1
76071,19,29.63,2
76077,22.65,28.28,1
76082,18.99,26.27,3
76084,15.72,22.62,6
76085,9.08,26.09,3
76086,1.45,0,5
76087,5.63,0,4
76088,12.14,16.3,3
76092,8.38,14.28,10
76093,12.41,18.63,1
76102,1.27,0,20
76103,3.44,8.92,20
76104,0.87,0,20
76105,3.61,7.22,20
76106,2.45,0,19
76107,1.27,0,22
76108,9.8,13.24,18
76109,2.34,7.68,20
76110,1.79,4.89,20
76111,2.84,6.24,20
76112,6.21,10.23,23
76114,2.37,9.15,19
76115,2.06,6.61,20
76116,3.81,7.15,23
76117,3.89,10.04,20
76118,2.47,5.34,24
76119,3.06,0,20
76120,4.71,7.82,25
76123,2.18,0,14
76126,6.51,12.21,13
76127,3.97,15.59,13
76129,2.56,8.98,20
76131,7.78,11.89,14
76132,0.64,0,18
76133,2.72,6.18,17
76134,3.24,9.57,20
76135,7.09,14.16,13
76137,5.44,13.51,16
76140,4.27,13.03,20
76148,3.83,9.75,14
76155,7.46,14.28,26
76164,1.7,6.04,19
76177,13.14,16.76,16
76179,10.96,13.87,13
76180,0.89,0,19
76182,2.81,7.47,15
76201,1.04,0,7
76205,1.59,0,8
76207,1.41,4.62,7
76208,3.4,9.43,7
76209,3.14,5.92,8
76210,2.2,0,8
76225,10.83,21.36,2
76226,7.88,14.52,7
76227,10.35,19.87,6
76228,16.39,22.38,1
76230,8.36,0,1
76233,17.28,28.6,1
76234,6.48,0,1
76238,18.88,21.62,1
76240,3.8,0,1
76244,9.31,20.06,11
76247,14.86,25.2,4
76248,6.36,14.37,9
76249,11,14.18,5
76250,7.07,12.37,1
76251,11.88,20.79,1
76252,18.11,23.36,1
76253,12.28,20.36,1
76259,9.95,21.04,4
76261,22.53,24.39,1
76262,12.64,21.5,15
76264,8.91,26.78,2
76266,11.96,16.08,5
76268,5.17,13.68,2
76270,9.85,13.01,2
76272,13.26,22.12,1
76273,15.22,23.61,3
76301,1.48,0,4
76302,3.55,6.91,4
76305,10.53,13.29,4
76306,3.24,9.97,4
76308,5.18,9.07,4
76309,2.7,8.48,4
76310,8.99,11.35,4
76311,4.96,13.58,4
76354,17.6,19.89,4
76363,21.33,29.07,1
76364,19.33,29.6,1
76366,24.22,25.9,4
76367,15.82,17.18,4
76372,27.43,29.96,1
76373,12.47,15.02,1
76377,20.12,29.88,4
76379,19.73,21.8,4
76380,2.73,0,1
76384,2.63,0,1
76388,15.65,22.22,1
76426,17.86,29.78,1
76427,13.14,18.96,1
76450,6.08,0,1
76472,16.87,24.72,1
76481,15.88,20.94,1
76486,18.73,24.27,1
76490,14.2,18.85,1
76501,6.44,9.16,4
76502,3.54,8.41,5
76504,4.92,0,4
76508,0.02,0,4
76513,2.97,0,5
76518,8.7,27.81,1
76520,8.54,0,1
76522,14.52,19.11,3
76524,18.18,22.06,11
76527,16.04,29.45,2
76530,19.54,28.94,2
76537,17.11,23.98,2
76539,14.57,29.37,2
76541,2.1,9.98,4
76542,5.7,0,4
76543,6.61,11.22,6
76544,3.65,11.33,3
76548,5.96,11.57,7
76549,7.2,0,3
76554,8.23,16.14,4
76556,19.56,23.65,1
76559,7.98,13.58,7
76567,17.8,28.98,1
76569,13.49,18.23,4
76571,10.53,22.95,4
76574,19.88,25.47,3
76579,11.15,15.34,3
76621,11.01,15.38,3
76624,15.01,20.72,6
76626,17.2,23.07,1
76628,12.47,17.77,1
76629,20.57,24.15,1
76631,11.73,17.99,1
76632,11.57,17.59,2
76633,13.04,26.87,2
76635,11.11,25.08,1
76636,16.84,29.22,1
76638,17.32,27.83,2
76639,17.61,27.4,1
76640,11.24,14.92,8
76642,15.85,21.02,1
76643,4.65,11.12,8
76645,0.78,0,1
76649,16.8,23.78,1
76651,17.7,24.71,2
76653,19.73,26.59,1
76654,16.27,24.62,6
76655,9.43,17.07,8
76656,15.17,20.67,1
76657,14.56,14.86,8
76660,17.38,24.06,1
76661,3.16,0,1
76664,21.38,28.74,4
76665,4.45,0,1
76666,15.01,21.35,1
76667,4.3,0,1
76670,13.8,21.36,2
76673,23.42,27.32,3
76679,16.15,20.41,1
76680,10.62,17.66,1
76681,16.59,21.33,2
76682,11.86,16.05,9
76685,8.96,29.83,1
76686,6.64,12.66,1
76690,14.15,26.06,1
76691,16.91,25.04,5
76693,10.12,17.04,1
76701,0.09,0,8
76704,2.03,3.3,8
76705,6.31,10.28,8
76706,6.28,8.69,8
76707,0.57,0,8
76708,4.86,0,8
76710,2.23,4.34,8
76711,0.74,0,8
76712,4.1,0,8
76798,1.32,3.92,8
76821,17.88,21.68,1
76844,13.86,19.6,1
76861,17.47,18.62,4
76864,8.26,0,1
76890,19.78,20.81,1
76901,13.84,0,5
76903,1.4,0,5
76904,14.31,10.5,5
76905,6.53,0,5
76908,2.9,8.9,5
76934,19.01,24.1,4
76935,30.39,27.6,3
76940,18.29,28.14,1
76957,10.55,13.15,4
77002,0.69,0,33
77003,1.45,3.33,34
77004,1.27,0,29
77005,2.15,4.49,29
77006,1.36,6.03,34
77007,0.31,0,32
77008,1.76,5.58,33
77009,3.45,7.25,31
77010,0.67,1.73,33
77011,4,7.96,34
77012,3.96,5.68,30
77013,9.67,16.94,16
77014,2.32,6.77,20
77015,11.81,17.56,18
77016,8,14.38,26
77017,5.01,6.97,29
77018,1.48,0,34
77019,0.82,5.49,34
77020,4.18,6.93,31
77021,1.67,0,31
77022,4.36,6.94,34
77023,2.16,6.78,36
77024,1.47,0,34
77025,0.64,0,28
77026,4.9,7.55,30
77027,2.1,4.99,29
77028,8.25,14.82,25
77029,6.9,12.64,19
77030,0.72,0,29
77031,1.81,9.11,32
77032,6.08,8.04,26
77033,2.37,7.42,27
77034,3.87,11.98,21
77035,1.42,9.25,29
77036,1.03,0,34
77037,1.54,7.55,36
77038,2,7.74,30
77039,4.19,10.9,25
77040,4.24,8.62,36
77041,3.78,14.4,27
77042,3.08,7.5,40
77043,1.92,0,36
77044,12.27,19.53,14
77045,1.91,0,27
77046,2.83,6.66,29
77047,5.78,9.3,28
77048,5.95,12.46,29
77049,16.52,22.19,10
77050,9.12,17.61,21
77051,3.1,7.04,26
77053,5.1,9.34,28
77054,0.84,0,29
77055,1.1,7.88,35
77056,1.04,0,29
77057,2.07,5.28,31
77058,1.26,0,10
77059,1,0,8
77060,2.08,0,32
77061,4.3,6.16,29
77062,1.62,6.68,15
77063,1.99,8.04,34
77064,3.58,12.32,35
77065,2.54,11.51,27
77066,3.92,9.53,24
77067,0.28,0,24
77068,2.03,6.77,19
77069,4.35,9.58,19
77070,2.06,0,19
77071,2.39,8.99,30
77072,2.39,8.27,34
77073,3.4,7.01,20
77074,1.71,0,30
77075,7.1,14.17,21
77076,4.07,9.16,35
77077,4.44,14.09,31
77078,11.32,17.91,18
77079,2.61,9.64,34
77080,1.66,8.18,34
77081,1.19,8.92,28
77082,6.5,11.68,31
77083,6.14,10.99,31
77084,6.99,20.09,14
77085,2.59,5.76,30
77086,4.37,9.85,28
77087,1.61,0,32
77088,3.35,9.6,38
77089,4.41,11.16,22
77090,1.24,0,19
77091,0.97,7.11,34
77092,2.49,0,36
77093,5.64,12.78,31
77094,4.82,11.68,19
77095,6.01,14.72,22
77096,2.67,6.48,30
77098,2.3,5.54,31
77099,2.5,9.78,33
77201,1.46,2.75,33
77301,2.07,0,5
77302,7.14,16.31,5
77303,7.83,18.11,3
77304,1.93,0,5
77306,10.75,19.54,3
77316,13.51,18.42,3
77318,9.97,17.74,3
77320,9.26,16.62,2
77326,20.29,26.86,1
77327,9.95,0,1
77328,9.95,25.58,1
77334,13.32,27.52,2
77335,11.82,11.17,1
77336,9.16,29.99,1
77338,5.18,15.44,12
77339,0.66,0,3
77340,2.68,0,2
77342,4.38,10.3,2
77345,4.93,10.46,1
77346,5.37,16.64,5
77350,9.94,14.7,1
77351,8.35,0,1
77354,7.42,24.68,3
77356,17.71,22.51,2
77357,9.47,19.65,5
77359,16.25,27.23,2
77360,15.08,21.21,1
77362,4.08,18,7
77364,19.59,27.91,1
77365,5.92,12.77,7
77367,15.98,22.22,2
77371,13.9,21.24,2
77372,9.8,21.23,2
77373,0.81,0,15
77375,2.45,0,15
77377,3.39,10.62,14
77378,12.97,19.44,3
77379,3.1,0,15
77380,1.17,0,15
77381,2.71,9.22,13
77382,5.95,17.59,5
77384,2.98,0,11
77385,3.14,12.84,8
77386,4.41,8.63,16
77388,2.73,12.42,14
77389,4.04,15.39,15
77396,7.99,15.49,14
77401,1.79,6.62,29
77406,4.78,15.01,9
77407,3.64,0,20
77414,7.99,0,3
77415,9.61,26.43,1
77417,16.77,27.16,2
77422,11.35,27.13,1
77423,14.25,23.68,4
77429,2.52,0,12
77433,3.74,13.63,12
77440,12.91,29.59,3
77441,11.38,21.64,5
77447,11.18,25.49,4
77449,4.62,17.14,10
77450,2.21,0,16
77455,19.59,23.48,1
77456,7.01,25.59,3
77459,9.49,13.59,22
77461,15.99,25.15,2
77464,13.85,25.73,2
77466,15.57,25.62,4
77469,9.47,0,15
77471,7.73,11.12,15
77476,15.08,21.97,5
77477,1.37,0,30
77478,1.37,6.88,33
77479,6,11.03,27
77480,6.23,0,1
77481,13.11,25.82,2
77482,10.58,21.9,3
77484,18.19,27.98,2
77485,20.8,29.68,2
77486,8.76,19.44,2
77489,4.94,10.76,28
77493,6.86,14.04,8
77494,3.5,0,9
77498,4.13,12.57,25
77502,6.75,14.12,18
77503,7.12,15.46,18
77504,4.53,14.48,18
77505,2.48,10.28,13
77506,8.74,11.56,21
77507,5.07,17.99,6
77510,6.41,15.41,11
77511,2.39,0,7
77515,1.21,0,1
77517,8.37,18.47,8
77518,8.27,13.8,10
77520,13.75,25.11,5
77521,18.8,29.04,2
77530,13.92,22.4,10
77531,10.91,18.41,1
77533,13.07,20.9,1
77534,9.38,16.74,3
77535,9.37,14.08,2
77536,6.73,17.21,13
77539,6.55,7.13,9
77541,14.96,23.25,1
77545,8.89,20,15
77546,1.76,0,11
77547,6.82,11.26,20
77550,0.13,0,4
77551,3.34,6.56,4
77554,9.99,18.45,3
77561,7.97,12.27,1
77563,7.18,12.37,11
77564,13,22.05,1
77565,4.77,10.51,7
77566,10.81,15.19,1
77568,1.64,9.35,9
77571,8.32,19.05,7
77573,1.43,0,10
77575,3.48,0,1
77577,10.67,20.1,2
77578,8.75,22,11
77581,5.47,10.32,16
77584,10.17,20,20
77586,5.18,8.93,7
77587,7.09,10.15,21
77590,5.31,12.06,8
77591,1.59,0,12
77598,0.79,0,16
77611,9.4,16.28,4
77612,5.46,0,1
77613,15.96,19.27,2
77614,14.57,23.21,1
77615,13.4,13.68,1
77619,2.89,5.33,5
77622,19.93,28.47,2
77627,4.39,12.2,5
77629,20.24,25.62,2
77630,7.51,18.67,1
77632,6.77,0,1
77640,4.37,0,3
77642,2.89,0,5
77651,4.08,10.74,5
77655,17.6,29.62,2
77656,15.23,26,1
77657,13.23,20.48,3
77662,11.09,15.77,3
77665,27.93,28.69,2
77701,1.14,0,3
77702,1.14,4.55,3
77703,4.44,7.09,3
77705,12.19,18.39,3
77706,3.96,11.99,2
77707,3.58,6.83,3
77708,6.45,13.79,2
77713,8.91,25.4,2
77801,6.77,14.4,1
77802,6.66,11.83,1
77803,10.26,16.68,1
77807,15.24,17.89,1
77808,16.66,24.58,1
77840,3.25,9.65,1
77845,1.93,0,1
77868,23.37,28.55,1
77878,13.52,24.52,1
77901,4.56,9.24,3
77904,5.51,0,2
77905,8.03,0,2
77951,18.42,26.06,2
77957,7.05,0,1
77960,5.39,21.85,2
77962,10.96,16.76,1
77968,12.76,15.92,3
77971,13.37,26.81,1
77976,10.67,15.77,2
77977,20,24.21,2
77984,18.85,23.58,1
77988,9.11,12.56,3
77991,13.74,26.2,1
78002,13.19,24.95,2
78006,24.49,28.39,1
78011,16.85,22.52,1
78012,13.74,24.46,1
78015,14.92,23.09,4
78017,16.24,20.88,1
78023,10,12.12,9
78026,8.39,0,1
78040,2.65,7.69,1
78041,1.54,0,1
78043,14.78,10.85,1
78045,27.9,8.74,1
78046,15.35,19,1
78050,11.85,22.95,1
78052,18.03,24.61,2
78057,13.27,19.13,1
78059,22.52,29.83,1
78061,3.78,0,1
78064,7.43,14.98,1
78065,14,22.67,1
78067,19.15,22.63,1
78069,14.04,27.87,2
78070,15.78,28.08,1
78073,7.74,17.9,4
78076,8,0,1
