IntSub,IntNoSub,noInt,total,IntSubPct,IntNoSubPct,NoIntPct,year,ZCTA
1,0,2,3,33.33,0.0,66.67,2019,99706
0,0,0,0,,,,2019,99734
11,0,4,15,73.33,0.0,26.67,2019,99790
27,3,3,33,81.82,9.09,9.09,2019,99836
10704,481,1273,12458,85.92,3.86,10.22,2019,99508
196,0,5,201,97.51,0.0,2.49,2019,99540
776,34,206,1016,76.38,3.35,20.28,2019,99556
1899,22,301,2222,85.46,0.99,13.55,2019,99559
86,4,26,116,74.14,3.45,22.41,2019,04451
206,17,43,266,77.44,6.39,16.17,2019,04455
161,6,49,216,74.54,2.78,22.69,2019,04923
617,68,188,873,70.68,7.79,21.53,2019,04924
256,9,62,327,78.29,2.75,18.96,2019,04929
529,17,201,747,70.82,2.28,26.91,2019,04943
267,5,72,344,77.62,1.45,20.93,2019,04956
3279,191,800,4270,76.79,4.47,18.74,2019,04976
153,14,66,233,65.67,6.01,28.33,2019,04984
3032,46,259,3337,90.86,1.38,7.76,2019,04046
2634,45,210,2889,91.17,1.56,7.27,2019,04002
178,7,47,232,76.72,3.02,20.26,2019,04017
1800,72,210,2082,86.46,3.46,10.09,2019,04042
634,46,140,820,77.32,5.61,17.07,2019,04047
3319,59,1098,4476,74.15,1.32,24.53,2019,27052
9784,550,4329,14663,66.73,3.75,29.52,2019,27105
0,0,0,0,,,,2019,27109
308,0,284,592,52.03,0.0,47.97,2019,27242
3439,264,904,4607,74.65,5.73,19.62,2019,27249
6120,458,2371,8949,68.39,5.12,26.49,2019,27260
1057,12,360,1429,73.97,0.84,25.19,2019,27281
11635,415,3281,15331,75.89,2.71,21.4,2019,27295
259,24,86,369,70.19,6.5,23.31,2019,27314
2427,296,387,3110,78.04,9.52,12.44,2019,27357
360,0,133,493,73.02,0.0,26.98,2019,27508
4397,92,566,5055,86.98,1.82,11.2,2019,27522
14918,513,1344,16775,88.93,3.06,8.01,2019,27526
983,134,856,1973,49.82,6.79,43.39,2019,27563
1645,114,1083,2842,57.88,4.01,38.11,2019,27589
6044,68,661,6773,89.24,1.0,9.76,2019,27596
17336,653,1973,19962,86.85,3.27,9.88,2019,27705
21555,700,980,23235,92.77,3.01,4.22,2019,27713
58,0,75,133,43.61,0.0,56.39,2019,27821
339,63,244,646,52.48,9.75,37.77,2019,27824
982,12,227,1221,80.43,0.98,18.59,2019,27846
1551,37,769,2357,65.8,1.57,32.63,2019,27855
2049,268,85,2402,85.3,11.16,3.54,2019,27310
4556,209,487,5252,86.75,3.98,9.27,2019,27358
3366,74,479,3919,85.89,1.89,12.22,2019,27376
6090,645,927,7662,79.48,8.42,12.1,2019,27403
9960,659,1399,12018,82.88,5.48,11.64,2019,27455
6473,99,515,7087,91.34,1.4,7.27,2019,27510
1587,201,531,2319,68.43,8.67,22.9,2019,27521
5275,240,1121,6636,79.49,3.62,16.89,2019,27546
444,22,229,695,63.88,3.17,32.95,2019,27551
935,14,253,1202,77.79,1.16,21.05,2019,18076
2498,82,385,2965,84.25,2.77,12.98,2019,18078
96,0,38,134,71.64,0.0,28.36,2019,18081
270,0,22,292,92.47,0.0,7.53,2019,18087
1093,64,143,1300,84.08,4.92,11.0,2019,18092
7237,277,2540,10054,71.98,2.76,25.26,2019,18201
470,0,23,493,95.33,0.0,4.67,2019,18211
55,0,0,55,100.0,0.0,0.0,2019,18357
4073,108,697,4878,83.5,2.21,14.29,2019,18428
3798,104,805,4707,80.69,2.21,17.1,2019,18431
3645,58,803,4506,80.89,1.29,17.82,2019,18447
244,0,42,286,85.31,0.0,14.69,2019,18451
492,5,56,553,88.97,0.9,10.13,2019,18465
4017,107,1201,5325,75.44,2.01,22.55,2019,18508
1673,46,324,2043,81.89,2.25,15.86,2019,18519
82,2,15,99,82.83,2.02,15.15,2019,18602
101,5,10,116,87.07,4.31,8.62,2019,18441
4592,108,667,5367,85.56,2.01,12.43,2019,18444
1683,70,570,2323,72.45,3.01,24.54,2019,18452
1185,50,348,1583,74.86,3.16,21.98,2019,18472
6806,103,1990,8899,76.48,1.16,22.36,2019,18504
7123,222,1596,8941,79.67,2.48,17.85,2019,18505
4933,212,1041,6186,79.74,3.43,16.83,2019,18612
74,9,24,107,69.16,8.41,22.43,2019,18628
143,4,83,230,62.17,1.74,36.09,2019,18632
682,39,183,904,75.44,4.31,20.24,2019,18656
10833,241,2533,13607,79.61,1.77,18.62,2019,18704
2813,54,577,3444,81.68,1.57,16.75,2019,18801
9364,304,1177,10845,86.34,2.8,10.85,2019,23238
0,0,0,0,,,,2019,23250
40,0,58,98,40.82,0.0,59.18,2019,23313
17,0,8,25,68.0,0.0,32.0,2019,23398
49,0,0,49,100.0,0.0,0.0,2019,23408
95,0,0,95,100.0,0.0,0.0,2019,23414
34,0,19,53,64.15,0.0,35.85,2019,23422
11176,165,860,12201,91.6,1.35,7.05,2019,23453
0,0,0,0,,,,2019,23460
23,0,0,23,100.0,0.0,0.0,2019,23486
132,11,0,143,92.31,7.69,0.0,2019,23511
0,0,0,0,,,,2019,23551
0,0,0,0,,,,2019,23709
0,0,0,0,,,,2019,23806
0,0,0,0,,,,2019,23884
0,0,0,0,,,,2019,23891
0,0,0,0,,,,2019,23909
3749,302,318,4369,85.81,6.91,7.28,2019,23875
2151,146,1008,3305,65.08,4.42,30.5,2019,23970
20619,459,1697,22775,90.53,2.02,7.45,2019,23454
12065,467,996,13528,89.19,3.45,7.36,2019,23831
342,19,259,620,55.16,3.06,41.77,2019,23937
1005,153,650,1808,55.59,8.46,35.95,2019,23040
518,0,174,692,74.86,0.0,25.14,2019,23071
417,0,229,646,64.55,0.0,35.45,2019,23156
2929,53,1053,4035,72.59,1.31,26.1,2019,23002
19458,274,831,20563,94.63,1.33,4.04,2019,23322
3372,195,957,4524,74.54,4.31,21.15,2019,24084
205,0,13,218,94.04,0.0,5.96,2019,24185
4469,179,1395,6043,73.95,2.96,23.08,2019,24382
77,0,13,90,85.56,0.0,14.44,2019,24058
9177,325,3149,12651,72.54,2.57,24.89,2019,24112
2755,38,427,3220,85.56,1.18,13.26,2019,24175
213,19,82,314,67.83,6.05,26.11,2019,24280
89,7,7,103,86.41,6.8,6.8,2019,24413
165,29,52,246,67.07,11.79,21.14,2019,24474
1018,167,61,1246,81.7,13.4,4.9,2019,24083
141,9,88,238,59.24,3.78,36.97,2019,24916
353,0,66,419,84.25,0.0,15.75,2019,24578
1224,61,188,1473,83.1,4.14,12.76,2019,24637
35,0,14,49,71.43,0.0,28.57,2019,24843
310,13,153,476,65.13,2.73,32.14,2019,24460
859,51,303,1213,70.82,4.2,24.98,2019,24527
169,0,3,172,98.26,0.0,1.74,2019,25173
105,22,247,374,28.07,5.88,66.04,2019,25187
258,13,101,372,69.35,3.49,27.15,2019,25234
500,15,175,690,72.46,2.17,25.36,2019,25239
183,11,45,239,76.57,4.6,18.83,2019,25247
76,0,43,119,63.87,0.0,36.13,2019,25251
740,4,245,989,74.82,0.4,24.77,2019,25253
492,4,189,685,71.82,0.58,27.59,2019,25260
109,0,130,239,45.61,0.0,54.39,2019,25267
5541,105,491,6137,90.29,1.71,8.0,2019,25314
1309,20,233,1562,83.8,1.28,14.92,2019,25420
3837,238,1167,5242,73.2,4.54,22.26,2019,27944
307,62,122,491,62.53,12.63,24.85,2019,27946
350,0,26,376,93.09,0.0,6.91,2019,27953
170,0,7,177,96.05,0.0,3.95,2019,27956
298,17,168,483,61.7,3.52,34.78,2019,27957
5589,282,1000,6871,81.34,4.1,14.55,2019,19804
3662,118,618,4398,83.27,2.68,14.05,2019,19975
1032,0,218,1250,82.56,0.0,17.44,2019,19022
18878,264,1172,20314,92.93,1.3,5.77,2019,19067
10378,353,1912,12643,82.08,2.79,15.12,2019,19116
1188,18,225,1431,83.02,1.26,15.72,2019,19555
2872,124,532,3528,81.41,3.51,15.08,2019,19565
8467,243,2623,11333,74.71,2.14,23.14,2019,19601
7492,77,669,8238,90.94,0.93,8.12,2019,19608
544,41,78,663,82.05,6.18,11.76,2019,19706
18398,471,2930,21799,84.4,2.16,13.44,2019,19020
4175,117,715,5007,83.38,2.34,14.28,2019,19943
10914,386,2233,13533,80.65,2.85,16.5,2019,19115
17236,877,5332,23445,73.52,3.74,22.74,2019,19120
366,18,87,471,77.71,3.82,18.47,2019,19501
1741,163,175,2079,83.74,7.84,8.42,2019,19074
49,0,21,70,70.0,0.0,30.0,2019,19017
3401,132,191,3724,91.33,3.54,5.13,2019,19060
0,0,0,0,,,,2019,19109
0,0,0,0,,,,2019,19375
0,0,0,0,,,,2019,19383
0,0,0,0,,,,2019,19442
250,0,0,250,100.0,0.0,0.0,2019,19456
0,0,0,0,,,,2019,19477
5,0,0,5,100.0,0.0,0.0,2019,19535
16,0,7,23,69.57,0.0,30.43,2019,19538
25,0,0,25,100.0,0.0,0.0,2019,19542
61,0,0,61,100.0,0.0,0.0,2019,19564
0,0,0,0,,,,2019,19716
0,0,0,0,,,,2019,19717
0,9,0,9,0.0,100.0,0.0,2019,19735
70,0,55,125,56.0,0.0,44.0,2019,19936
669,20,153,842,79.45,2.38,18.17,2019,19951
2813,138,942,3893,72.26,3.54,24.2,2019,19952
1383,39,236,1658,83.41,2.35,14.23,2019,19953
9,0,6,15,60.0,0.0,40.0,2019,19955
4044,103,780,4927,82.08,2.09,15.83,2019,19968
1585,3,224,1812,87.47,0.17,12.36,2019,19547
104,10,29,143,72.73,6.99,20.28,2019,19559
1482,78,479,2039,72.68,3.83,23.49,2019,19567
2884,81,777,3742,77.07,2.16,20.76,2019,19611
26,0,0,26,100.0,0.0,0.0,2019,19736
13495,424,1233,15152,89.06,2.8,8.14,2019,19808
12279,203,1672,14154,86.75,1.43,11.81,2019,19901
322,3,39,364,88.46,0.82,10.71,2019,19944
4229,159,1305,5693,74.28,2.79,22.92,2019,19956
6455,160,1534,8149,79.21,1.96,18.82,2019,19963
228,28,95,351,64.96,7.98,27.07,2019,19964
3650,26,59,3735,97.72,0.7,1.58,2019,19317
16826,624,2731,20181,83.38,3.09,13.53,2019,19320
1615,54,237,1906,84.73,2.83,12.43,2019,19330
6271,341,882,7494,83.68,4.55,11.77,2019,19342
2518,38,69,2625,95.92,1.45,2.63,2019,19343
7258,388,1039,8685,83.57,4.47,11.96,2019,19348
10502,204,949,11655,90.11,1.75,8.14,2019,22309
112,6,22,140,80.0,4.29,15.71,2019,04050
1499,69,148,1716,87.35,4.02,8.62,2019,04055
6129,214,511,6854,89.42,3.12,7.46,2019,04062
7285,142,557,7984,91.24,1.78,6.98,2019,04074
6795,318,750,7863,86.42,4.04,9.54,2019,04102
11486,382,1118,12986,88.45,2.94,8.61,2019,04103
9715,375,919,11009,88.25,3.41,8.35,2019,04106
3440,66,208,3714,92.62,1.78,5.6,2019,04107
8558,397,1487,10442,81.96,3.8,14.24,2019,04210
226,3,79,308,73.38,0.97,25.65,2019,04221
91,2,18,111,81.98,1.8,16.22,2019,04231
1550,106,276,1932,80.23,5.49,14.29,2019,04281
294,4,60,358,82.12,1.12,16.76,2019,04292
511,12,104,627,81.5,1.91,16.59,2019,04352
519,12,89,620,83.71,1.94,14.35,2019,04354
193,22,10,225,85.78,9.78,4.44,2019,04421
630,38,145,813,77.49,4.67,17.84,2019,04430
9,0,0,9,100.0,0.0,0.0,2019,04442
450,14,42,506,88.93,2.77,8.3,2019,04450
1885,47,532,2464,76.5,1.91,21.59,2019,04462
894,64,309,1267,70.56,5.05,24.39,2019,04463
3333,124,462,3919,85.05,3.16,11.79,2019,04468
257,22,101,380,67.63,5.79,26.58,2019,04487
366,15,55,436,83.94,3.44,12.61,2019,04547
474,17,70,561,84.49,3.03,12.48,2019,04556
861,9,120,990,86.97,0.91,12.12,2019,04562
207,25,20,252,82.14,9.92,7.94,2019,04564
210,9,59,278,75.54,3.24,21.22,2019,04576
33,0,0,33,100.0,0.0,0.0,2019,04613
248,12,59,319,77.74,3.76,18.5,2019,04616
276,3,63,342,80.7,0.88,18.42,2019,04617
164,29,21,214,76.64,13.55,9.81,2019,04626
210,13,33,256,82.03,5.08,12.89,2019,04628
876,0,144,1020,85.88,0.0,14.12,2019,04640
122,18,23,163,74.85,11.04,14.11,2019,04657
411,5,73,489,84.05,1.02,14.93,2019,04664
340,24,98,462,73.59,5.19,21.21,2019,04676
3058,52,940,4050,75.51,1.28,23.21,2019,04730
145,16,64,225,64.44,7.11,28.44,2019,04762
209,6,90,305,68.52,1.97,29.51,2019,04763
174,26,100,300,58.0,8.67,33.33,2019,04773
190,0,19,209,90.91,0.0,9.09,2019,04853
1272,59,25,1356,93.81,4.35,1.84,2019,04856
562,18,174,754,74.54,2.39,23.08,2019,04920
1158,90,223,1471,78.72,6.12,15.16,2019,04927
6026,132,819,6977,86.37,1.89,11.74,2019,72022
888,104,439,1431,62.05,7.27,30.68,2019,72024
60,0,48,108,55.56,0.0,44.44,2019,72026
314,71,199,584,53.77,12.16,34.08,2019,72041
1022,56,538,1616,63.24,3.47,33.29,2019,72046
255,5,155,415,61.45,1.2,37.35,2019,72055
420,37,307,764,54.97,4.84,40.18,2019,72063
109,19,87,215,50.7,8.84,40.47,2019,72072
101,0,154,255,39.61,0.0,60.39,2019,72079
65,0,18,83,78.31,0.0,21.69,2019,72085
635,0,89,724,87.71,0.0,12.29,2019,72087
711,18,527,1256,56.61,1.43,41.96,2019,72101
11259,244,1292,12795,88.0,1.91,10.1,2019,72120
887,29,315,1231,72.06,2.36,25.59,2019,72121
496,10,87,593,83.64,1.69,14.67,2019,18824
5695,239,1465,7399,76.97,3.23,19.8,2019,18640
4579,22,750,5351,85.57,0.41,14.02,2019,18964
142,2,13,157,90.45,1.27,8.28,2019,18083
331,16,92,439,75.4,3.64,20.96,2019,18254
1691,34,335,2060,82.09,1.65,16.26,2019,18621
97,4,5,106,91.51,3.77,4.72,2019,18817
1201,32,170,1403,85.6,2.28,12.12,2019,18834
9423,288,838,10549,89.33,2.73,7.94,2019,18901
1916,16,116,2048,93.55,0.78,5.66,2019,18011
2602,36,400,3038,85.65,1.18,13.17,2019,18037
939,38,206,1183,79.37,3.21,17.41,2019,18038
11861,331,2811,15003,79.06,2.21,18.74,2019,18042
6451,163,748,7362,87.63,2.21,10.16,2019,18049
8898,331,1831,11060,80.45,2.99,16.56,2019,18015
3438,164,851,4453,77.21,3.68,19.11,2019,18014
10968,358,1907,13233,82.88,2.71,14.41,2019,18018
6691,207,665,7563,88.47,2.74,8.79,2019,18020
3219,71,483,3773,85.32,1.88,12.8,2019,18032
1288,32,74,1394,92.4,2.3,5.31,2019,18051
325,0,97,422,77.01,0.0,22.99,2019,18056
246,0,25,271,90.77,0.0,9.23,2019,18086
2716,79,465,3260,83.31,2.42,14.26,2019,18088
12058,721,3437,16216,74.36,4.45,21.2,2019,18102
1882,52,693,2627,71.64,1.98,26.38,2019,18224
60,0,21,81,74.07,0.0,25.93,2019,18242
98,0,54,152,64.47,0.0,35.53,2019,18245
1301,49,117,1467,88.68,3.34,7.98,2019,18249
972,64,183,1219,79.74,5.25,15.01,2019,18250
746,12,42,800,93.25,1.5,5.25,2019,18325
3,0,0,3,100.0,0.0,0.0,2019,18430
2075,4,335,2414,85.96,0.17,13.88,2019,21904
198,1,57,256,77.34,0.39,22.27,2019,21542
108,0,10,118,91.53,0.0,8.47,2019,21543
981,34,345,1360,72.13,2.5,25.37,2019,21562
238,6,72,316,75.32,1.9,22.78,2019,21622
1394,14,283,1691,82.44,0.83,16.74,2019,21639
207,10,3,220,94.09,4.55,1.36,2019,21662
183,0,14,197,92.89,0.0,7.11,2019,21677
134,0,0,134,100.0,0.0,0.0,2019,21679
30,0,0,30,100.0,0.0,0.0,2019,21717
306,0,50,356,85.96,0.0,14.04,2019,21733
3893,37,200,4130,94.26,0.9,4.84,2019,21769
1816,24,180,2020,89.9,1.19,8.91,2019,21755
3947,100,680,4727,83.5,2.12,14.39,2019,21788
1496,103,385,1984,75.4,5.19,19.41,2019,21791
98,0,14,112,87.5,0.0,12.5,2019,21814
1661,0,305,1966,84.49,0.0,15.51,2019,21826
822,62,226,1110,74.05,5.59,20.36,2019,21837
9183,151,623,9957,92.23,1.52,6.26,2019,21771
1510,12,237,1759,85.84,0.68,13.47,2019,21782
12360,233,806,13399,92.25,1.74,6.02,2019,21784
3218,110,429,3757,85.65,2.93,11.42,2019,21793
103,0,98,201,51.24,0.0,48.76,2019,21829
130,0,27,157,82.8,0.0,17.2,2019,21835
153,0,19,172,88.95,0.0,11.05,2019,21840
861,39,147,1047,82.23,3.72,14.04,2019,21850
2966,193,621,3780,78.47,5.11,16.43,2019,21853
23,0,0,23,100.0,0.0,0.0,2019,21867
289,0,35,324,89.2,0.0,10.8,2019,27964
77,4,0,81,95.06,4.94,0.0,2019,27968
618,0,304,922,67.03,0.0,32.97,2019,27980
572,7,104,683,83.75,1.02,15.23,2019,27981
1990,98,1199,3287,60.54,2.98,36.48,2019,27983
7992,187,510,8689,91.98,2.15,5.87,2019,27607
22009,1179,2687,25875,85.06,4.56,10.38,2019,27610
12417,474,2410,15301,81.15,3.1,15.75,2019,27704
7636,104,587,8327,91.7,1.25,7.05,2019,27712
5809,112,1740,7661,75.83,1.46,22.71,2019,27803
9604,237,1982,11823,81.23,2.0,16.76,2019,27804
1542,39,473,2054,75.07,1.9,23.03,2019,27851
290,31,139,460,63.04,6.74,30.22,2019,27857
3946,66,653,4665,84.59,1.41,14.0,2019,27863
57,0,167,224,25.45,0.0,74.55,2019,27875
1110,51,152,1313,84.54,3.88,11.58,2019,27880
305,0,61,366,83.33,0.0,16.67,2019,27916
360,0,84,444,81.08,0.0,18.92,2019,27919
536,32,28,596,89.93,5.37,4.7,2019,27920
460,44,205,709,64.88,6.21,28.91,2019,27897
3024,146,1368,4538,66.64,3.22,30.15,2019,27910
132,28,58,218,60.55,12.84,26.61,2019,27917
3164,19,146,3329,95.04,0.57,4.39,2019,27949
274,0,78,352,77.84,0.0,22.16,2019,27966
13,0,11,24,54.17,0.0,45.83,2019,27982
326,32,136,494,65.99,6.48,27.53,2019,27986
648,8,58,714,90.76,1.12,8.12,2019,27507
8662,970,333,9965,86.92,9.73,3.34,2019,27514
1241,50,242,1533,80.95,3.26,15.79,2019,27541
2495,65,395,2955,84.43,2.2,13.37,2019,27572
7350,115,1480,8945,82.17,1.29,16.55,2019,27597
3138,355,634,4127,76.04,8.6,15.36,2019,27601
18364,501,1971,20836,88.14,2.4,9.46,2019,27703
1037,56,556,1649,62.89,3.4,33.72,2019,27805
771,17,137,925,83.35,1.84,14.81,2019,27808
2950,50,616,3616,81.58,1.38,17.04,2019,27828
5265,82,462,5809,90.64,1.41,7.95,2019,27006
2429,35,686,3150,77.11,1.11,21.78,2019,27018
1657,103,337,2097,79.02,4.91,16.07,2019,27299
7087,594,1257,8938,79.29,6.65,14.06,2019,27312
10544,795,4695,16034,65.76,4.96,29.28,2019,27320
4569,73,277,4919,92.88,1.48,5.63,2019,27608
16664,543,1050,18257,91.27,2.97,5.75,2019,27612
16454,323,411,17188,95.73,1.88,2.39,2019,27613
17316,570,2431,20317,85.23,2.81,11.97,2019,27707
5147,304,2516,7967,64.6,3.82,31.58,2019,27801
1376,166,1575,3117,44.15,5.33,50.53,2019,27823
102,16,51,169,60.36,9.47,30.18,2019,27840
805,24,353,1182,68.1,2.03,29.86,2019,27852
1328,29,586,1943,68.35,1.49,30.16,2019,27864
5408,301,2605,8314,65.05,3.62,31.33,2019,27886
1330,28,606,1964,67.72,1.43,30.86,2019,27891
7354,159,809,8322,88.37,1.91,9.72,2019,27896
428,0,78,506,84.58,0.0,15.42,2019,28009
525,0,232,757,69.35,0.0,30.65,2019,18617
1092,36,376,1504,72.61,2.39,25.0,2019,18635
2435,63,404,2902,83.91,2.17,13.92,2019,18641
1222,20,349,1591,76.81,1.26,21.94,2019,18344
195,0,30,225,86.67,0.0,13.33,2019,18351
125,0,98,223,56.05,0.0,43.95,2019,25928
303,8,95,406,74.63,1.97,23.4,2019,25971
31,31,0,62,50.0,50.0,0.0,2019,25977
117,0,136,253,46.25,0.0,53.75,2019,25981
242,0,89,331,73.11,0.0,26.89,2019,25118
216,10,50,276,78.26,3.62,18.12,2019,25086
204,9,44,257,79.38,3.5,17.12,2019,25111
92,0,44,136,67.65,0.0,32.35,2019,25114
140,0,30,170,82.35,0.0,17.65,2019,25148
38,12,42,92,41.3,13.04,45.65,2019,25149
264,0,10,274,96.35,0.0,3.65,2019,25154
42,0,21,63,66.67,0.0,33.33,2019,25160
762,55,257,1074,70.95,5.12,23.93,2019,25168
266,0,144,410,64.88,0.0,35.12,2019,25181
359,17,58,434,82.72,3.92,13.36,2019,25186
45,0,128,173,26.01,0.0,73.99,2019,25205
40,0,0,40,100.0,0.0,0.0,2019,25211
1054,79,428,1561,67.52,5.06,27.42,2019,25301
2925,65,507,3497,83.64,1.86,14.5,2019,25304
4777,378,1010,6165,77.49,6.13,16.38,2019,25401
76,0,11,87,87.36,0.0,12.64,2019,25444
272,58,182,512,53.12,11.33,35.55,2019,25503
1556,11,325,1892,82.24,0.58,17.18,2019,25510
143,7,193,343,41.69,2.04,56.27,2019,25511
294,0,137,431,68.21,0.0,31.79,2019,25547
338,15,66,419,80.67,3.58,15.75,2019,25646
1896,37,548,2481,76.42,1.49,22.09,2019,25661
71,0,99,170,41.76,0.0,58.24,2019,25672
10757,340,2688,13785,78.03,2.47,19.5,2019,25801
669,27,166,862,77.61,3.13,19.26,2019,25825
153,0,48,201,76.12,0.0,23.88,2019,25839
14,0,0,14,100.0,0.0,0.0,2019,25853
2627,83,346,3056,85.96,2.72,11.32,2019,25560
1264,244,787,2295,55.08,10.63,34.29,2019,25570
671,0,242,913,73.49,0.0,26.51,2019,25571
579,10,55,644,89.91,1.55,8.54,2019,25635
157,0,46,203,77.34,0.0,22.66,2019,25639
8,0,33,41,19.51,0.0,80.49,2019,25699
1513,148,467,2128,71.1,6.95,21.95,2019,25703
468,21,150,639,73.24,3.29,23.47,2019,25812
298,35,42,375,79.47,9.33,11.2,2019,25125
467,15,239,721,64.77,2.08,33.15,2019,25136
100,0,33,133,75.19,0.0,24.81,2019,25139
1478,31,503,2012,73.46,1.54,25.0,2019,25159
13,0,0,13,100.0,0.0,0.0,2019,25870
63,0,17,80,78.75,0.0,21.25,2019,25902
30,12,30,72,41.67,16.67,41.67,2019,25916
3890,226,920,5036,77.24,4.49,18.27,2019,25313
2437,94,226,2757,88.39,3.41,8.2,2019,25443
4204,93,1009,5306,79.23,1.75,19.02,2019,25504
48,11,34,93,51.61,11.83,36.56,2019,25505
1549,61,520,2130,72.72,2.86,24.41,2019,25506
283,47,288,618,45.79,7.61,46.6,2019,25517
37,0,58,95,38.95,0.0,61.05,2019,25972
724,56,326,1106,65.46,5.06,29.48,2019,25976
87,0,52,139,62.59,0.0,37.41,2019,25152
114,11,65,190,60.0,5.79,34.21,2019,25244
551,0,164,715,77.06,0.0,22.94,2019,25275
2224,86,402,2712,82.01,3.17,14.82,2019,28127
151,13,68,232,65.09,5.6,29.31,2019,72122
73,2,47,122,59.84,1.64,38.52,2019,72139
52,15,134,201,25.87,7.46,66.67,2019,72152
123,10,100,233,52.79,4.29,42.92,2019,72156
35,0,18,53,66.04,0.0,33.96,2019,72165
2496,33,630,3159,79.01,1.04,19.94,2019,72173
4374,147,202,4723,92.61,3.11,4.28,2019,72212
10,0,0,10,100.0,0.0,0.0,2019,72320
19,0,0,19,100.0,0.0,0.0,2019,72328
3933,59,1602,5594,70.31,1.05,28.64,2019,72830
1483,97,321,1901,78.01,5.1,16.89,2019,72631
808,70,139,1017,79.45,6.88,13.67,2019,72642
71,0,28,99,71.72,0.0,28.28,2019,72729
230,67,165,462,49.78,14.5,35.71,2019,72769
393,30,360,783,50.19,3.83,45.98,2019,72821
222,12,167,401,55.36,2.99,41.65,2019,72832
276,0,73,349,79.08,0.0,20.92,2019,72835
145,8,185,338,42.9,2.37,54.73,2019,72854
940,20,308,1268,74.13,1.58,24.29,2019,72944
1072,88,413,1573,68.15,5.59,26.26,2019,72947
1050,61,436,1547,67.87,3.94,28.18,2019,72461
495,59,227,781,63.38,7.55,29.07,2019,72434
83,19,79,181,45.86,10.5,43.65,2019,72435
498,44,207,749,66.49,5.87,27.64,2019,72444
390,0,81,471,82.8,0.0,17.2,2019,72111
179,9,89,277,64.62,3.25,32.13,2019,72125
226,0,49,275,82.18,0.0,17.82,2019,72130
198,16,54,268,73.88,5.97,20.15,2019,72141
6471,1109,2411,9991,64.77,11.1,24.13,2019,72501
531,128,307,966,54.97,13.25,31.78,2019,72513
1193,232,675,2100,56.81,11.05,32.14,2019,72521
99,0,0,99,100.0,0.0,0.0,2019,72527
378,89,168,635,59.53,14.02,26.46,2019,72419
55,1,18,74,74.32,1.35,24.32,2019,72426
1115,46,261,1422,78.41,3.23,18.35,2019,72437
23,32,11,66,34.85,48.48,16.67,2019,72555
433,67,273,773,56.02,8.67,35.32,2019,72583
7,9,10,26,26.92,34.62,38.46,2019,72587
253,37,85,375,67.47,9.87,22.67,2019,72623
93,19,93,205,45.37,9.27,45.37,2019,72394
362,2,110,474,76.37,0.42,23.21,2019,72415
94,8,44,146,64.38,5.48,30.14,2019,72431
1985,59,514,2558,77.6,2.31,20.09,2019,72432
302,49,33,384,78.65,12.76,8.59,2019,72436
13,0,7,20,65.0,0.0,35.0,2019,72445
11851,397,1269,13517,87.67,2.94,9.39,2019,99223
232,52,36,320,72.5,16.25,11.25,2019,99330
9855,316,1089,11260,87.52,2.81,9.67,2019,99337
1829,41,346,2216,82.54,1.85,15.61,2019,99349
11483,640,754,12877,89.17,4.97,5.86,2019,99352
38,2,41,81,46.91,2.47,50.62,2019,99777
1434,16,156,1606,89.29,1.0,9.71,2019,99001
29,1,22,52,55.77,1.92,42.31,2019,99017
3290,96,323,3709,88.7,2.59,8.71,2019,99021
398,24,250,672,59.23,3.57,37.2,2019,99110
1266,48,375,1689,74.96,2.84,22.2,2019,99111
351,10,31,392,89.54,2.55,7.91,2019,99123
100,2,11,113,88.5,1.77,9.73,2019,99135
3,5,13,21,14.29,23.81,61.9,2019,99146
3339,115,474,3928,85.01,2.93,12.07,2019,21911
266,5,115,386,68.91,1.3,29.79,2019,21913
283,16,58,357,79.27,4.48,16.25,2019,21914
984,66,134,1184,83.11,5.57,11.32,2019,21919
6974,345,1173,8492,82.12,4.06,13.81,2019,21040
13381,167,514,14062,95.16,1.19,3.66,2019,21042
107,0,0,107,100.0,0.0,0.0,2019,21051
3809,87,289,4185,91.02,2.08,6.91,2019,21054
17834,575,2539,20948,85.13,2.74,12.12,2019,21061
1721,27,156,1904,90.39,1.42,8.19,2019,21087
1105,19,174,1298,85.13,1.46,13.41,2019,21034
4001,64,295,4360,91.77,1.47,6.77,2019,21047
5991,42,454,6487,92.35,0.65,7.0,2019,21050
13,0,32,45,28.89,0.0,71.11,2019,21626
127,0,51,178,71.35,0.0,28.65,2019,21628
578,31,188,797,72.52,3.89,23.59,2019,21678
12533,219,843,13595,92.19,1.61,6.2,2019,21703
17539,728,4626,22893,76.61,3.18,20.21,2019,21740
2207,50,121,2378,92.81,2.1,5.09,2019,21754
793,52,242,1087,72.95,4.78,22.26,2019,21757
1727,46,197,1970,87.66,2.34,10.0,2019,21776
476,5,90,571,83.36,0.88,15.76,2019,21780
2703,85,384,3172,85.21,2.68,12.11,2019,21783
752,55,0,807,93.18,6.82,0.0,2019,21794
3010,93,625,3728,80.74,2.49,16.77,2019,21795
2726,76,138,2940,92.72,2.59,4.69,2019,21797
12310,675,2270,15255,80.69,4.42,14.88,2019,21804
237,0,0,237,100.0,0.0,0.0,2019,21810
1304,68,415,1787,72.97,3.81,23.22,2019,21863
1825,119,353,2297,79.45,5.18,15.37,2019,21903
298,0,125,423,70.45,0.0,29.55,2019,21912
