ZCTA,year,totPopE,whiteP,blackP,amIndP,asianP,pacIsP,otherP,hispP,noHSP,age0_4,age5_14,age15_19,age20_24,age15_44,age45_49,age50_54,age55_59,age60_64,ageOv65,ageOv18,age18_64,a15_24P,und45P,ovr65P,disbP
13669,2018,15782,88.54,4.97,0.73,1.09,0.24,4.44,3.77,14.24,660,1991,551,785,5627,1151,1151,1164,1157,2881,12738,9857,8.47,52.45,18.25,18.0
13670,2018,434,96.31,0.0,0.69,0.46,0.0,2.53,3.46,25.0,16,43,20,15,113,23,35,41,42,121,355,234,8.06,39.63,27.88,18.9
13672,2018,763,95.81,0.0,0.66,0.0,0.0,3.54,4.46,8.62,94,102,53,50,269,35,40,56,53,114,552,438,13.5,60.94,14.94,16.3
13673,2018,2260,92.52,2.61,0.44,0.49,0.0,3.94,3.81,8.53,138,328,139,202,977,140,134,132,174,237,1717,1480,15.09,63.85,10.49,13.4
13674,2018,145,100.0,0.0,0.0,0.0,0.0,0.0,0.0,75.41,58,26,0,0,46,0,0,0,0,15,61,46,0.0,89.66,10.34,4.8
13675,2018,227,100.0,0.0,0.0,0.0,0.0,0.0,0.0,11.38,9,19,52,24,111,19,27,22,7,13,181,168,33.48,61.23,5.73,10.1
13676,2018,17016,89.35,3.73,0.39,2.26,0.04,4.24,4.07,6.98,736,1338,3449,3060,9840,595,910,875,786,1936,14427,12491,38.25,70.02,11.38,11.8
13677,2018,112,100.0,0.0,0.0,0.0,0.0,0.0,0.0,34.41,0,0,0,19,39,0,16,30,0,27,112,85,16.96,34.82,24.11,32.1
13678,2018,276,100.0,0.0,0.0,0.0,0.0,0.0,0.0,12.78,24,25,15,32,81,52,32,0,0,62,227,165,17.03,47.1,22.46,11.2
13679,2018,1989,98.74,0.0,0.0,0.0,0.0,1.26,2.26,15.83,161,215,214,91,796,175,184,139,132,187,1483,1296,15.33,58.92,9.4,11.5
13680,2018,1460,92.88,0.68,0.0,0.0,0.0,6.44,0.21,20.0,111,230,116,128,539,77,103,156,78,166,1056,890,16.71,60.27,11.37,21.4
13681,2018,885,97.4,0.45,0.0,0.34,0.11,1.69,0.45,14.19,93,151,43,27,297,57,41,40,80,126,608,482,7.91,61.13,14.24,16.0
13682,2018,885,99.55,0.0,0.0,0.45,0.0,0.0,0.0,9.64,59,93,71,29,276,72,85,39,72,189,684,495,11.3,48.36,21.36,11.5
13684,2018,1107,97.2,0.0,0.45,0.0,0.0,2.35,0.0,10.11,98,148,60,49,369,104,61,72,90,165,811,646,9.85,55.56,14.91,11.1
13685,2018,2520,94.29,0.83,0.0,0.48,0.0,4.4,5.71,3.03,97,335,192,111,1117,155,128,115,164,409,1918,1509,12.02,61.47,16.23,13.9
13687,2018,503,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,33,32,47,26,210,2,27,36,72,91,394,303,14.51,54.67,18.09,29.4
13690,2018,835,95.21,0.36,0.24,1.56,0.0,2.63,1.08,19.43,60,105,23,14,205,46,40,88,57,234,659,425,4.43,44.31,28.02,30.1
13691,2018,2878,94.58,0.76,0.52,0.42,0.0,3.72,3.37,8.36,158,390,252,105,1124,234,275,212,117,368,2144,1776,12.4,58.1,12.79,14.6
13692,2018,64,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,9,55,64,9,0.0,0.0,85.94,18.8
13693,2018,402,100.0,0.0,0.0,0.0,0.0,0.0,0.0,14.02,7,57,0,10,93,0,20,20,28,177,338,161,2.49,39.05,44.03,27.4
13694,2018,1441,98.75,0.0,0.0,0.0,0.0,1.25,1.25,4.75,112,137,48,50,423,58,117,154,126,314,1155,841,6.8,46.63,21.79,13.5
13695,2018,184,93.48,2.17,0.0,0.0,0.0,4.35,0.0,0.0,0,6,31,39,70,6,4,26,14,58,163,105,38.04,41.3,31.52,26.6
13696,2018,47,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,16,0,18,13,47,34,0.0,0.0,27.66,0.0
13697,2018,1896,98.1,0.0,0.42,1.0,0.0,0.47,0.0,6.83,144,293,77,78,670,157,166,149,99,218,1395,1177,8.18,58.39,11.5,14.7
13730,2018,2683,96.76,1.27,0.63,0.78,0.0,0.56,1.86,10.64,111,272,84,74,648,336,445,179,96,596,2246,1650,5.89,38.43,22.21,24.6
13731,2018,880,94.2,0.0,0.45,0.91,0.0,4.43,1.25,7.54,20,46,38,33,178,93,59,78,98,308,792,484,8.07,27.73,35.0,15.9
13732,2018,7796,97.67,0.54,0.0,0.8,0.0,1.0,1.45,5.33,322,871,729,340,2745,512,748,680,442,1476,6190,4714,13.71,50.51,18.93,10.8
13733,2018,4861,97.76,0.23,0.1,0.12,0.0,1.79,0.8,10.85,255,612,261,239,1586,187,325,447,409,1040,3817,2777,10.29,50.46,21.39,16.0
13734,2018,2028,99.75,0.15,0.0,0.05,0.0,0.05,5.28,21.84,124,303,109,123,671,185,77,238,136,294,1511,1217,11.44,54.14,14.5,18.1
13736,2018,2153,98.65,0.0,0.0,0.33,0.0,1.02,0.56,9.61,212,290,166,91,693,87,101,205,177,388,1552,1164,11.94,55.5,18.02,15.8
13739,2018,796,97.24,0.38,0.0,1.88,0.0,0.5,2.39,12.65,42,49,28,21,259,43,49,84,38,232,688,456,6.16,43.97,29.15,14.7
13740,2018,547,93.6,0.0,0.55,3.47,0.0,2.38,2.38,5.44,14,50,31,11,137,36,54,32,81,143,459,316,7.68,36.75,26.14,15.7
13743,2018,3576,99.41,0.06,0.0,0.0,0.34,0.2,0.67,6.25,212,411,196,212,1090,249,184,371,293,766,2809,2043,11.41,47.9,21.42,17.4
13744,2018,1143,99.3,0.09,0.0,0.0,0.09,0.52,0.0,6.92,71,118,40,62,367,90,94,151,77,175,940,765,8.92,48.64,15.31,16.4
13746,2018,2000,94.85,0.55,2.6,0.25,0.0,1.75,0.75,7.02,31,187,148,180,601,148,184,179,175,495,1654,1159,16.4,40.95,24.75,11.8
13748,2018,3779,97.83,1.67,0.0,0.0,0.0,0.5,7.25,6.49,247,524,158,339,1270,173,202,425,262,676,2850,2174,13.15,54.01,17.89,14.6
13750,2018,919,93.58,2.29,0.0,3.26,0.0,0.87,3.26,10.37,66,10,30,51,309,25,125,85,78,221,840,619,8.81,41.89,24.05,7.5
13751,2018,105,100.0,0.0,0.0,0.0,0.0,0.0,0.0,14.86,0,31,0,0,42,0,9,23,0,0,74,74,0.0,69.52,0.0,20.0
13752,2018,771,99.74,0.0,0.0,0.0,0.0,0.26,4.15,12.11,28,87,43,35,195,65,79,89,58,170,624,454,10.12,40.21,22.05,10.9
13753,2018,5777,87.07,7.5,0.03,1.44,0.14,3.83,7.08,5.57,196,447,1278,712,3025,181,332,322,427,847,5030,4183,34.45,63.49,14.66,12.9
13754,2018,3233,95.89,1.08,0.25,0.53,0.25,2.01,2.41,11.31,216,307,215,160,1026,189,232,224,264,775,2557,1782,11.6,47.91,23.97,18.6
13755,2018,1148,99.13,0.0,0.0,0.0,0.0,0.87,0.96,14.12,37,72,59,116,365,44,90,136,98,306,1004,698,15.24,41.29,26.66,12.5
13756,2018,414,100.0,0.0,0.0,0.0,0.0,0.0,0.0,16.62,26,33,0,30,103,26,5,57,59,105,355,250,7.25,39.13,25.36,14.0
13757,2018,1318,99.54,0.15,0.0,0.0,0.0,0.3,3.03,14.52,130,112,57,96,442,79,102,148,41,264,1038,774,11.61,51.9,20.03,9.9
13760,2018,43350,90.77,4.41,0.09,2.05,0.0,2.69,2.91,7.05,2037,4699,2529,3212,15518,2634,3385,3472,2663,8942,34907,25965,13.24,51.34,20.63,14.5
13774,2018,192,100.0,0.0,0.0,0.0,0.0,0.0,0.0,9.23,32,30,0,0,78,0,26,16,0,10,130,120,0.0,72.92,5.21,14.6
13775,2018,1769,99.27,0.73,0.0,0.0,0.0,0.0,1.36,7.19,70,103,158,89,574,129,196,141,71,485,1504,1019,13.96,42.23,27.42,9.1
13776,2018,514,95.72,0.0,0.0,2.14,0.0,2.14,0.19,10.14,4,41,34,21,155,30,42,30,62,150,451,301,10.7,38.91,29.18,16.5
13777,2018,352,96.88,1.7,0.0,0.0,0.0,1.42,0.0,10.04,13,13,5,42,112,22,11,27,8,146,321,175,13.35,39.2,41.48,18.5
13778,2018,5557,98.09,0.45,0.0,0.31,0.0,1.15,2.57,5.78,296,706,394,303,1830,463,404,413,391,1054,4272,3218,12.54,50.96,18.97,15.3
13780,2018,1036,95.08,0.0,0.0,0.0,0.0,4.92,0.68,12.05,74,166,74,0,253,97,117,105,27,197,742,545,7.14,47.59,19.02,14.6
13782,2018,665,86.02,9.62,0.0,2.26,0.0,2.11,7.67,9.11,24,51,56,18,205,28,33,58,69,197,569,372,11.13,42.11,29.62,15.5
13783,2018,2665,92.87,2.18,1.35,0.41,0.0,3.19,2.74,15.78,111,322,228,97,750,145,254,261,205,617,2121,1504,12.2,44.39,23.15,17.7
13784,2018,106,100.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,11,11,13,2,50,2,0,0,7,25,73,48,14.15,67.92,23.58,20.8
13786,2018,384,98.18,0.0,0.0,1.82,0.0,0.0,2.34,9.49,17,27,13,32,94,34,35,30,42,105,330,225,11.72,35.94,27.34,15.1
13787,2018,3502,97.6,0.09,2.03,0.0,0.0,0.29,0.66,22.12,194,529,273,182,1039,148,308,310,419,555,2622,2067,12.99,50.31,15.85,22.5
13788,2018,990,95.76,0.71,0.0,1.62,0.0,1.92,0.51,13.06,23,98,57,69,309,64,96,89,108,203,821,618,12.73,43.43,20.51,15.9
13790,2018,17875,79.45,6.76,0.21,8.48,0.16,4.93,4.82,9.64,1145,2100,948,1391,6883,981,1111,1174,1004,3477,14183,10706,13.09,56.66,19.45,16.7
13794,2018,70,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,11,0,0,32,0,6,0,0,0,38,38,0.0,91.43,0.0,0.0
13795,2018,3424,93.69,5.37,0.0,0.0,0.0,0.93,8.56,8.98,150,395,166,264,1123,245,189,348,248,726,2755,2029,12.56,48.71,21.2,19.4
13796,2018,1400,99.07,0.79,0.0,0.0,0.0,0.14,4.93,6.26,74,160,45,83,400,129,114,153,68,302,1121,819,9.14,45.29,21.57,10.3
13797,2018,2194,99.41,0.0,0.0,0.0,0.0,0.59,0.09,14.43,127,337,118,164,740,171,142,165,130,382,1660,1278,12.85,54.88,17.41,16.7
13801,2018,1413,92.71,0.5,3.26,0.78,0.0,2.76,0.71,17.67,83,166,111,40,448,76,156,113,136,235,1103,868,10.69,49.33,16.63,22.0
13802,2018,562,84.7,0.0,0.0,2.67,0.0,12.63,7.12,8.4,36,78,76,15,202,44,43,50,28,81,390,309,16.19,56.23,14.41,16.0
13803,2018,4240,96.42,1.34,0.19,0.24,0.0,1.82,1.63,10.97,352,576,331,301,1524,315,337,346,174,616,3082,2466,14.91,57.83,14.53,13.1
13804,2018,353,96.6,0.0,0.0,0.0,0.0,3.4,0.0,14.72,4,20,38,26,153,39,16,29,22,70,304,234,18.13,50.14,19.83,14.7
13806,2018,288,88.19,0.0,0.0,9.38,0.0,2.43,1.39,15.18,23,17,9,15,108,16,26,18,32,48,242,194,8.33,51.39,16.67,14.2
13807,2018,1278,94.91,1.72,0.0,1.8,0.0,1.56,0.7,8.79,78,106,38,100,366,83,102,145,178,220,1067,847,10.8,43.04,17.21,18.3
13808,2018,1534,95.76,0.0,0.0,0.52,0.0,3.72,2.09,8.75,60,154,111,135,606,89,84,137,111,293,1245,952,16.04,53.46,19.1,12.3
13809,2018,1546,96.64,0.65,0.0,0.0,0.0,2.72,4.01,9.95,160,98,56,106,484,96,162,144,89,313,1266,953,10.48,47.99,20.25,18.1
13810,2018,1114,97.49,0.45,0.0,1.35,0.45,0.27,0.9,5.35,26,89,46,112,394,59,83,160,130,173,960,787,14.18,45.69,15.53,5.7
13811,2018,4313,96.68,0.32,1.58,0.0,0.0,1.41,0.63,8.0,166,625,348,274,1555,266,333,402,269,697,3289,2592,14.42,54.39,16.16,13.7
13812,2018,2482,95.69,0.89,0.0,0.56,0.0,2.86,0.0,9.09,160,357,130,108,900,138,146,204,168,409,1872,1463,9.59,57.09,16.48,10.4
13813,2018,609,74.88,0.0,0.0,0.0,0.0,25.12,0.0,11.08,0,118,76,0,154,19,8,83,84,143,415,272,12.48,44.66,23.48,12.0
13815,2018,12985,94.34,1.79,0.02,0.93,0.07,2.84,2.5,12.5,884,1330,725,958,4746,805,772,1036,890,2522,10365,7843,12.96,53.6,19.42,19.7
13820,2018,21997,88.82,4.12,0.25,2.28,0.0,4.53,6.67,8.15,706,1532,3625,4140,11437,954,1109,989,1309,3961,19266,15305,35.3,62.17,18.01,14.5
13825,2018,3193,97.65,0.31,0.0,0.22,0.0,1.82,0.06,8.86,121,271,158,386,1041,277,164,278,306,735,2724,1989,17.04,44.88,23.02,10.1
13826,2018,15,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,15,15,0,0.0,0.0,100.0,0.0
13827,2018,11315,95.29,0.8,0.1,1.14,0.0,2.67,2.78,9.05,464,1072,495,766,3528,526,1093,1037,860,2735,9470,6735,11.14,44.75,24.17,15.6
13830,2018,5196,94.75,1.12,0.13,0.08,0.0,3.93,4.46,10.16,232,559,325,410,1803,283,368,403,508,1040,4148,3108,14.15,49.92,20.02,24.5
13832,2018,663,98.64,1.36,0.0,0.0,0.0,0.0,1.96,14.85,15,108,43,19,241,30,44,80,52,93,497,404,9.35,54.9,14.03,22.3
13833,2018,3947,99.04,0.0,0.0,0.81,0.0,0.15,0.0,11.99,196,219,420,351,1532,382,258,423,308,629,3313,2684,19.53,49.33,15.94,16.6
13834,2018,253,96.44,3.56,0.0,0.0,0.0,0.0,0.0,0.0,0,25,84,12,167,29,0,9,8,15,168,153,37.94,75.89,5.93,0.0
13835,2018,1276,97.81,0.0,1.88,0.0,0.0,0.31,0.16,15.14,33,120,106,79,503,65,153,105,111,186,1046,860,14.5,51.41,14.58,20.9
13838,2018,4284,91.64,0.72,0.0,0.33,0.0,7.31,4.2,13.37,186,704,280,256,1411,219,311,367,309,777,3186,2409,12.51,53.71,18.14,16.4
13839,2018,1072,93.56,0.65,0.0,2.61,0.0,3.17,5.32,10.1,53,90,41,56,239,66,76,151,109,288,919,631,9.05,35.63,26.87,20.6
13841,2018,634,93.22,1.74,0.0,0.0,0.0,5.05,3.31,10.85,57,76,46,22,205,74,87,37,16,82,482,400,10.73,53.31,12.93,17.4
13842,2018,543,89.5,6.63,0.0,0.92,0.0,2.95,4.24,11.26,3,17,103,56,250,74,22,23,57,97,444,347,29.28,49.72,17.86,22.2
13843,2018,2099,99.05,0.0,0.0,0.0,0.0,0.95,0.71,10.9,122,271,118,65,665,101,176,240,112,412,1611,1199,8.72,50.4,19.63,18.9
13844,2018,758,92.74,2.51,0.0,0.0,0.0,4.75,0.4,12.83,38,97,75,49,254,54,65,50,66,134,586,452,16.36,51.32,17.68,18.7
13845,2018,138,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,138,138,0,0.0,0.0,100.0,48.6
13846,2018,351,97.15,0.57,0.0,2.28,0.0,0.0,0.0,5.78,18,53,3,0,48,3,14,38,60,117,277,160,0.85,33.9,33.33,10.8
13847,2018,84,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,8,7,8,30,11,10,0,0,11,55,44,17.86,61.9,13.1,16.7
13849,2018,4334,95.85,0.69,0.35,0.0,0.0,3.11,2.54,12.96,165,555,310,186,1403,303,216,443,338,911,3435,2524,11.44,48.98,21.02,18.4
13850,2018,22186,84.18,3.61,0.27,10.35,0.05,1.54,3.07,3.99,1054,2263,1429,2728,8278,1125,1455,1625,1689,4697,17932,13235,18.74,52.26,21.17,10.5
13856,2018,6009,98.93,0.32,0.03,0.0,0.0,0.72,2.25,14.0,202,910,302,316,1871,494,408,426,463,1235,4642,3407,10.28,49.64,20.55,16.8
13859,2018,189,95.77,0.0,0.0,0.0,0.0,4.23,0.0,16.79,0,0,0,52,52,0,21,29,44,43,189,146,27.51,27.51,22.75,16.9
13860,2018,26,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,0,7,14,0,0,0,0,0,14,14,26.92,100.0,0.0,0.0
13861,2018,343,100.0,0.0,0.0,0.0,0.0,0.0,0.0,8.22,14,11,0,14,65,0,0,29,21,203,318,115,4.08,26.24,59.18,9.3
13862,2018,4429,97.52,0.68,0.0,0.16,0.16,1.49,1.76,8.96,214,601,317,250,1572,277,395,331,279,760,3396,2636,12.8,53.89,17.16,15.9
13863,2018,766,95.43,2.35,0.0,0.0,0.0,2.22,6.79,15.31,57,86,72,35,342,21,67,45,37,111,562,451,13.97,63.32,14.49,15.4
13864,2018,1011,99.01,0.0,0.0,0.0,0.0,0.99,6.92,17.88,84,105,46,21,393,37,61,63,127,141,776,635,6.63,57.57,13.95,12.8
13865,2018,6135,98.47,0.49,0.0,0.39,0.0,0.65,2.0,9.24,455,701,471,180,1973,480,582,471,521,952,4696,3744,10.61,51.0,15.52,14.8
13901,2018,19195,87.51,5.95,0.13,1.15,0.0,5.26,3.25,10.45,1038,2450,1074,1905,7075,1209,1507,1251,1370,3295,15052,11757,15.52,55.03,17.17,18.8
13902,2018,6149,68.26,6.13,0.0,20.59,0.0,5.03,9.84,0.0,0,0,4095,1952,6134,0,0,0,0,15,6038,6023,98.34,99.76,0.24,4.0
13903,2018,18496,81.42,9.43,0.2,2.03,0.09,6.83,5.92,10.6,1299,1791,1088,1620,7089,1162,1289,1603,1229,3034,14811,11777,14.64,55.03,16.4,15.5
13904,2018,9948,82.81,10.73,0.09,0.97,0.0,5.41,7.28,11.69,728,1317,624,580,3348,591,720,661,779,1804,7551,5747,12.1,54.21,18.13,18.0
13905,2018,26194,77.98,9.88,0.44,5.91,0.06,5.74,4.84,13.67,1167,2523,1357,3730,11332,1306,1367,1920,1832,4747,21786,17039,19.42,57.35,18.12,18.0
14001,2018,9549,95.64,1.02,0.09,0.85,0.0,2.4,1.77,8.09,391,1103,646,364,3203,851,780,754,694,1773,7614,5841,10.58,49.19,18.57,17.7
14004,2018,12496,87.92,9.25,0.63,0.51,0.1,1.58,2.45,8.93,500,1651,525,684,4543,834,1158,837,693,2280,10061,7781,9.68,53.57,18.25,11.6
14005,2018,1973,98.68,0.41,0.0,0.0,0.0,0.91,3.7,5.19,125,256,147,154,687,110,273,156,117,249,1509,1260,15.26,54.13,12.62,14.3
14006,2018,9949,95.17,0.78,1.05,0.26,0.0,2.74,3.11,7.66,376,995,581,526,3036,764,809,1143,775,2051,8219,6168,11.13,44.3,20.62,16.0
14008,2018,1315,96.2,0.38,3.12,0.15,0.0,0.15,0.15,8.26,32,180,123,36,407,150,97,127,44,278,1029,751,12.09,47.07,21.14,12.8
14009,2018,5341,96.84,1.31,0.0,0.99,0.0,0.86,3.22,10.08,278,686,363,294,1853,314,445,353,378,1034,4183,3149,12.3,52.74,19.36,13.1
14011,2018,9470,78.98,16.27,0.87,0.17,0.0,3.72,7.12,14.6,383,865,566,828,4181,754,931,684,519,1153,7918,6765,14.72,57.33,12.18,10.7
14012,2018,2379,97.35,0.0,1.09,0.92,0.0,0.63,1.68,9.28,66,351,184,75,807,203,149,190,198,415,1851,1436,10.89,51.45,17.44,13.4
14013,2018,1708,73.77,0.88,22.48,1.76,0.0,1.11,1.29,7.72,76,144,60,133,581,100,214,142,150,301,1454,1153,11.3,46.9,17.62,11.8
14020,2018,22642,90.84,3.56,0.15,1.06,0.0,4.38,3.62,8.43,1209,2455,1224,1447,8068,1470,1857,1798,1318,4467,18154,13687,11.8,51.82,19.73,16.4
14024,2018,1567,98.15,0.0,0.0,1.08,0.0,0.77,0.0,7.17,110,198,107,92,534,119,123,147,98,238,1208,970,12.7,53.73,15.19,11.0
14025,2018,3223,99.57,0.0,0.0,0.0,0.0,0.43,0.68,4.75,196,297,165,81,975,217,275,211,277,775,2627,1852,7.63,45.55,24.05,12.3
14026,2018,588,98.3,1.7,0.0,0.0,0.0,0.0,0.0,2.22,24,6,7,10,110,105,80,124,16,123,551,428,2.89,23.81,20.92,12.1
14028,2018,1703,96.95,0.23,1.47,0.12,0.0,1.23,0.12,7.4,38,217,178,95,750,140,101,32,215,210,1311,1101,16.03,59.01,12.33,12.0
14030,2018,1775,99.38,0.23,0.0,0.0,0.0,0.39,3.49,11.82,135,245,81,37,496,129,147,226,87,310,1352,1042,6.65,49.35,17.46,15.5
14031,2018,10301,94.76,1.31,0.0,1.31,0.0,2.62,1.05,2.66,606,1323,649,467,3185,823,848,812,558,2146,8061,5915,10.83,49.65,20.83,9.8
14032,2018,8955,97.45,0.16,0.0,1.94,0.0,0.45,2.18,3.03,519,1630,616,405,2720,1190,879,676,353,988,6344,5356,11.4,54.37,11.03,6.6
14033,2018,1754,98.18,1.48,0.0,0.34,0.0,0.0,6.1,9.03,65,257,75,28,479,152,62,108,255,376,1384,1008,5.87,45.67,21.44,9.3
14034,2018,2800,75.93,16.54,0.61,0.14,0.0,6.79,8.46,16.36,87,140,49,232,1150,296,236,277,237,377,2537,2160,10.04,49.18,13.46,17.5
14035,2018,77,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,0,0,0,16,0,0,19,0,6,41,35,0.0,67.53,7.79,0.0
14036,2018,4729,94.48,0.44,0.99,0.06,0.0,4.02,0.72,9.16,102,470,340,193,1571,339,475,385,480,907,3955,3048,11.27,45.32,19.18,15.3
14037,2018,1012,99.11,0.0,0.0,0.0,0.0,0.89,2.17,10.18,32,85,22,38,373,81,71,81,99,190,883,693,5.93,48.42,18.77,6.7
14039,2018,92,100.0,0.0,0.0,0.0,0.0,0.0,0.0,3.77,23,6,3,7,37,0,3,10,8,5,60,55,10.87,71.74,5.43,6.5
14040,2018,2179,99.82,0.0,0.18,0.0,0.0,0.0,1.56,6.99,132,243,126,190,776,177,116,226,133,376,1710,1334,14.5,52.82,17.26,15.1
14041,2018,166,100.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,14,49,3,0,45,3,21,11,12,11,100,89,1.81,65.06,6.63,11.4
14042,2018,3966,97.76,0.0,0.0,2.24,0.0,0.0,2.32,18.75,249,487,343,205,1456,307,273,319,270,605,2976,2371,13.82,55.27,15.25,20.7
14043,2018,24420,93.69,2.78,0.45,0.57,0.0,2.51,2.41,5.42,1254,2231,1208,1310,9146,1574,1917,1938,1561,4799,20168,15369,10.31,51.72,19.65,12.0
14047,2018,6298,97.71,0.62,0.0,0.0,0.0,1.67,4.24,7.47,276,583,406,374,2296,413,457,525,673,1075,5095,4020,12.38,50.1,17.07,14.9
14048,2018,14177,89.73,4.0,0.61,0.56,0.0,5.1,28.64,13.44,821,1560,851,890,4975,832,1051,1181,964,2793,11262,8469,12.28,51.89,19.7,20.6
14051,2018,20198,86.29,2.31,0.0,8.77,0.0,2.63,2.37,2.85,933,2891,1471,628,5865,1738,1872,1867,1445,3587,15182,11595,10.39,47.97,17.76,7.6
14052,2018,16614,97.6,0.68,0.14,0.46,0.0,1.11,1.47,4.5,515,1753,1033,831,5386,974,1602,1750,1263,3371,13636,10265,11.22,46.07,20.29,9.7
14054,2018,1471,82.87,2.72,0.75,0.0,0.0,13.66,12.58,5.23,107,219,73,97,521,66,107,140,117,194,1100,906,11.56,57.58,13.19,10.3
14055,2018,1562,97.89,0.0,0.0,0.0,0.0,2.11,0.83,9.14,56,122,169,23,499,147,160,185,151,242,1275,1033,12.29,43.34,15.49,10.6
14057,2018,8284,98.59,0.0,0.0,0.12,0.0,1.29,2.56,4.58,387,810,590,363,2792,613,828,805,655,1394,6702,5308,11.5,48.15,16.83,11.5
14058,2018,1951,87.19,0.92,0.0,0.15,0.0,11.74,13.17,8.14,133,239,95,120,675,93,132,222,137,320,1526,1206,11.02,53.66,16.4,9.3
14059,2018,10144,99.22,0.02,0.24,0.42,0.0,0.1,0.1,3.27,428,1127,668,482,2991,657,889,967,841,2244,8194,5950,11.34,44.81,22.12,8.3
14060,2018,289,100.0,0.0,0.0,0.0,0.0,0.0,0.0,20.47,4,21,8,2,58,22,25,27,37,95,256,161,3.46,28.72,32.87,14.9
14061,2018,389,97.69,0.0,0.0,0.26,0.0,2.06,2.06,14.13,31,38,22,22,143,16,50,30,44,37,298,261,11.31,54.5,9.51,11.6
14062,2018,3248,95.84,1.88,0.68,0.15,0.46,0.99,4.53,12.1,122,333,187,167,934,206,307,340,320,686,2685,1999,10.9,42.76,21.12,17.2
14063,2018,14676,90.01,3.14,0.57,1.02,0.12,5.14,7.45,3.06,697,1284,2278,2089,6914,937,840,942,860,2202,12068,9866,29.76,60.61,15.0,11.5
14065,2018,1763,98.58,0.0,0.11,0.0,0.0,1.3,0.4,13.63,192,206,43,67,525,84,107,120,135,394,1331,937,6.24,52.35,22.35,12.3
14066,2018,1286,97.05,1.79,1.01,0.0,0.0,0.16,0.16,9.2,64,145,117,58,426,104,72,114,106,255,1000,745,13.61,49.38,19.83,12.8
14067,2018,5328,93.99,1.16,0.32,0.75,0.77,3.0,2.68,7.47,135,770,391,271,1956,390,436,467,282,892,4108,3216,12.42,53.7,16.74,10.2
14068,2018,6632,88.57,2.08,0.0,7.36,0.0,1.99,3.14,7.37,268,538,590,229,1751,286,611,575,447,2156,5385,3229,12.35,38.56,32.51,15.7
14069,2018,721,98.75,0.28,0.97,0.0,0.0,0.0,0.0,8.97,60,60,8,47,158,13,91,93,120,126,601,475,7.63,38.56,17.48,14.1
14070,2018,6847,75.13,8.84,6.16,0.6,0.03,9.24,5.83,15.97,266,550,301,406,3038,562,427,457,406,1141,5841,4700,10.33,56.29,16.66,20.2
14072,2018,20897,94.89,1.18,0.11,1.59,0.0,2.23,2.46,4.73,1130,2673,1424,774,7240,1190,2033,1688,1383,3560,16256,12696,10.52,52.84,17.04,9.7
14075,2018,42471,96.57,1.3,0.29,0.65,0.03,1.15,1.49,4.01,2114,4572,2404,2173,13886,2831,3412,3495,3372,8789,34212,25423,10.78,48.44,20.69,11.0
14080,2018,4158,98.22,0.0,0.0,0.24,0.0,1.54,0.7,4.35,155,434,317,215,1399,372,346,369,375,708,3377,2669,12.79,47.81,17.03,11.7
14081,2018,3130,59.81,0.7,30.73,1.31,0.22,7.22,3.19,9.67,102,338,166,260,903,156,312,326,338,655,2598,1943,13.61,42.91,20.93,15.7
14082,2018,604,100.0,0.0,0.0,0.0,0.0,0.0,0.0,12.33,16,99,12,47,166,59,59,71,41,93,485,392,9.77,46.52,15.4,8.6
14085,2018,7306,98.58,0.45,0.0,0.75,0.0,0.22,1.81,4.85,382,1086,609,216,2697,560,491,533,473,1084,5420,4336,11.29,57.01,14.84,10.5
14086,2018,32671,97.3,1.28,0.09,0.54,0.0,0.79,2.15,3.9,1924,4108,2053,1664,11163,2218,2796,2804,2419,5239,25332,20093,11.38,52.63,16.04,8.2
14091,2018,1111,66.88,0.0,32.58,0.0,0.0,0.54,1.71,10.26,75,95,67,104,391,67,115,111,73,184,880,696,15.39,50.5,16.56,15.2
14092,2018,11083,90.61,1.22,3.19,3.14,0.0,1.85,1.93,3.55,318,1129,565,513,3373,523,744,773,1139,3084,9216,6132,9.73,43.49,27.83,11.2
14094,2018,49170,90.16,5.35,0.18,0.83,0.02,3.45,3.63,8.52,2782,5382,2624,3351,18091,3214,3455,3778,3947,8521,39376,30855,12.15,53.4,17.33,13.3
14098,2018,2905,95.22,0.59,1.41,0.14,0.0,2.65,2.24,15.26,161,461,137,141,913,249,226,231,284,380,2200,1820,9.57,52.84,13.08,13.2
14101,2018,1972,99.29,0.0,0.2,0.0,0.0,0.51,3.04,9.48,107,325,134,87,569,142,113,165,147,404,1449,1045,11.21,50.76,20.49,12.9
