"ZCTA","minDisHosp","timeDrive","countDrive"
42055,17.4,24.46,1
42058,10.57,15.11,2
42060,14.54,24.92,2
42061,13.45,23.9,1
42064,2.17,0,2
42066,2.41,0,2
42069,13.44,29.17,3
42071,2.15,0,2
42078,4.08,0,2
42079,17.67,21.96,1
42081,12.71,22.24,3
42082,10,18.56,3
42084,7.39,20.72,2
42085,19.26,27.41,4
42086,6.99,20.54,3
42088,14,21.37,1
42101,6.7,0,4
42102,1.04,7.04,4
42103,5.43,0,4
42104,6.81,0,4
42120,8.67,15.08,1
42122,10.42,19.13,5
42123,16.46,24.51,2
42124,14.99,22.56,3
42127,3.49,12.04,2
42129,21.91,25.88,2
42130,11.51,15.65,1
42133,18.08,27.87,1
42134,2.24,0,2
42140,11.5,17.29,1
42141,5.58,0,2
42151,9.26,23.04,1
42153,12.98,25.08,2
42156,13.68,15.15,2
42157,12.45,17.49,1
42159,9.54,28.56,2
42160,12.76,21.99,2
42163,16.25,29.37,1
42164,2.42,0,2
42166,15.68,20.81,3
42167,2.19,0,1
42170,12.46,16.67,4
42171,15.37,19.92,5
42202,11.17,24.69,2
42206,12.61,16.17,3
42207,14.74,26.74,1
42211,4.05,0,4
42214,16.13,27.1,1
42215,15.56,22.15,4
42217,15.92,19.35,4
42220,19.02,29.24,1
42223,1.28,0,5
42232,11.3,14.78,4
42234,12.54,23.29,1
42236,10.57,29.42,3
42240,1.45,0,5
42256,17.8,20.64,1
42262,3.88,9.28,5
42265,10.37,20.66,1
42266,7.86,15.62,4
42274,10.82,18.4,4
42276,3.59,0,1
42286,12.45,25.32,4
42301,7.25,0,2
42303,3.71,0,2
42320,8.54,18.44,1
42321,9.47,18.08,1
42322,22.23,28.42,1
42323,10.86,19.86,1
42325,12.68,27.45,1
42326,12.61,20.76,1
42328,10.42,28.63,1
42330,11.81,15.9,1
42332,8.41,19.11,1
42337,12.63,20.35,1
42344,10.46,19.09,1
42345,4.56,0,1
42347,6.69,0,1
42348,8.15,15.56,2
42351,8.59,20.52,3
42352,14.05,28.01,2
42354,6.57,22.18,1
42355,11.47,18.05,2
42356,14.02,25.33,1
42366,11.49,15.59,2
42367,4.23,7.06,1
42369,11.12,26.12,1
42370,10.89,27.69,1
42372,16.14,26.11,1
42374,12.24,18.98,1
42376,13.06,20.49,2
42378,18.22,26.26,1
42406,13.04,16.36,2
42408,15.99,17.12,2
42410,5.67,6.73,1
42411,10.8,16.6,2
42413,9.11,12.15,1
42420,6.43,0,10
42431,1.44,0,1
42436,8.35,19.8,1
42437,3.17,0,1
42440,8.83,12.68,2
42441,12.16,18.98,1
42442,15.37,18.11,2
42445,4.06,0,1
42450,19.29,25.96,1
42451,8.58,16.52,7
42452,15.01,18.01,1
42453,17.6,25.23,1
42455,21.74,24.59,2
42456,15.05,19.27,1
42458,11.11,16.22,6
42459,7.71,14.92,2
42461,14.63,16.87,1
42462,14.12,14.61,1
42463,14.39,25.94,2
42464,12.36,19.46,2
42501,11.97,7.13,1
42503,8.98,0,1
42518,13.14,18.25,2
42519,13.98,20.06,1
42528,11.58,14.96,2
42533,2.47,6.28,1
42539,1.87,0,2
42541,10.48,16.81,2
42544,14.31,28.82,1
42553,9.1,11.71,1
42565,14.4,27.02,1
42566,10.98,26.83,1
42567,15.5,20.2,1
42602,3.06,0,3
42603,11.04,9.51,3
42629,11.99,11.7,2
42631,20.43,25.12,1
42633,3.43,0,2
42635,17.22,21.61,1
42638,15.01,23.13,1
42642,2.08,0,3
42647,17.45,26.98,1
42649,12.2,14.1,1
42653,23.92,24.8,1
42701,2.83,0,4
42712,11.91,19.26,1
42713,19.49,22.79,1
42715,13.62,25.17,2
42716,21.02,28.84,2
42717,1.29,0,3
42718,3.07,0,4
42721,15.08,20.73,1
42722,15.62,30,1
42724,13.42,20.03,3
42726,10.5,24.35,1
42728,1.32,0,3
42731,13.11,14.86,1
42732,16.79,29.8,2
42733,11.59,21.5,2
42740,11.21,16.44,3
42741,9.54,17.8,2
42743,2.77,0,2
42746,13.82,20.53,1
42748,16.79,19.98,2
42749,3.84,0,1
42753,13.37,25.52,3
42754,1.83,0,1
42758,9.66,18.59,3
42762,7.63,12.33,1
42765,13.27,17.63,1
42776,17.37,20.81,2
42782,12.92,27.16,2
42784,22.79,28.67,2
42788,18.24,27.53,2
43001,11.11,19.44,6
43002,3.47,16.85,19
43003,12.35,19.07,3
43004,4.61,13.19,18
43005,15.71,24.81,1
43008,9.87,18.72,3
43009,8.42,20.01,1
43010,12.36,23.6,5
43011,18.32,21.37,2
43014,14.8,27.96,1
43015,2.13,0,4
43016,0.86,0,19
43017,2.84,11.56,20
43019,12.28,14.62,2
43021,6.76,8.1,19
43022,9.37,12.27,1
43023,5.51,11.34,5
43025,7.77,18.99,3
43026,7.15,14.59,18
43028,10.72,20.92,1
43029,13.74,24.23,2
43030,7.65,20.87,4
43031,10.92,19.9,4
43032,9.26,14.31,3
43033,11.92,25.5,5
43035,5.16,14.6,24
43036,12.7,17.65,2
43037,13.93,19.42,4
43040,2.86,0,5
43044,12.61,22.2,3
43045,7.81,12.56,1
43046,14.03,24.77,4
43050,4.09,0,1
43054,1.05,0,23
43055,8.11,0,3
43056,8.63,11.54,3
43060,14.2,21.79,2
43061,8.07,13.78,2
43062,10.29,20.83,8
43064,8.1,19.31,8
43065,8.52,11.78,16
43066,9.86,18.14,2
43067,12.69,18.12,2
43068,4.44,13.42,22
43070,16.03,25.44,2
43071,13.86,24.35,3
43072,15.67,19.91,1
43074,13.91,15.97,5
43076,13.62,26.68,3
43077,8.67,18.2,3
43078,3.24,0,4
43080,14.31,21.6,4
43081,3.85,0,23
43082,4.66,0,20
43084,13.69,28.47,1
43085,1.82,8.79,26
43101,16.52,28,1
43102,12.27,23.76,2
43103,10.37,19.7,6
43105,11.64,22.86,1
43106,8.49,13.19,1
43107,11.86,17.25,2
43109,5.87,13.08,23
43110,2.43,0,19
43111,13.59,17.32,3
43112,7.39,13.42,2
43113,2.55,0,1
43115,13.37,26.35,3
43116,15.25,24.34,8
43117,17.22,26.22,10
43119,4.6,8.9,19
43123,7.67,12.98,21
43125,7.06,13.86,21
43126,12.65,21.35,16
43127,9.47,9.42,4
43128,14.74,22.18,1
43130,2.83,0,3
43136,4.86,12.65,11
43137,11.27,17.63,13
43138,2.65,0,2
43140,1.88,0,2
43142,11.82,18.61,1
43143,17.75,24.17,2
43144,16.52,27.74,3
43145,11.77,16.51,1
43147,5.26,18.98,18
43148,10.43,21.73,1
43149,9.9,18.86,2
43150,12.66,17.61,1
43151,14.46,25.25,2
43154,7.48,17.25,1
43155,8.98,18.49,2
43156,12.17,21.2,2
43157,11.47,17.9,1
43158,10.16,12.88,1
43160,2.19,0,2
43162,11.33,15.63,8
43164,12.8,19.46,2
43201,0.84,0,26
43202,1.6,5.51,26
43203,0.47,0,26
43204,1.61,4.11,25
43205,1.16,0,26
43206,1.01,4.21,26
43207,4.04,0,21
43209,2.72,5.85,24
43210,0.96,0,26
43211,3.39,6.9,26
43212,1.72,7.24,25
43213,1.82,0,23
43214,2.18,0,25
43215,1.01,0,26
43217,10.67,13.67,19
43219,2.46,0,26
43220,3.01,5.79,25
43221,3.1,12.19,22
43222,0.95,0,25
43223,1.52,0,25
43224,4.59,11.01,25
43227,3.53,7.97,23
43228,1.38,0,22
43229,1.25,0,25
43230,1.13,0,26
43231,3.26,6.68,24
43232,5.28,14.28,22
43235,4.25,10.45,24
43240,2.3,11.96,24
43302,2.59,0,3
43310,15.14,27.8,1
43311,0.33,0,2
43314,11.91,15.42,3
43315,6.19,15.94,1
43316,12.54,17.98,3
43317,13.32,13.56,2
43318,12.17,18.98,2
43319,13.91,18.88,2
43320,4.95,11.09,3
43321,8.37,14.75,1
43322,6.53,12.08,1
43323,10.15,14.38,3
43324,7.95,14.56,1
43326,1.48,0,1
43330,9.95,15.49,1
43331,17.58,23.23,1
43332,16.03,26.82,2
43333,13.78,17.84,1
43334,13.79,21.73,2
43336,13.94,18.94,2
43337,12.75,24.54,2
43338,6.39,0,2
43340,12.69,20.37,1
43341,13.11,21.77,1
43342,9.5,18.04,1
43343,13.48,22.74,2
43345,12.36,18.02,1
43347,11.87,17.5,2
43348,12.72,16.36,1
43351,2.16,0,3
43356,11.74,18.37,2
43357,10.56,13.06,2
43358,16.08,26.49,1
43359,12.47,22.86,1
43360,9.28,18.76,2
43402,3.26,0,6
43403,2,6.14,3
43406,15.96,22.82,3
43407,9.7,22.87,2
43408,9.29,21.02,4
43410,5.67,11.57,4
43412,10.9,13.11,8
43413,12.39,19.67,2
43416,16.21,22.25,1
43420,2.35,0,4
43430,11.75,22.38,5
43431,14.75,19.43,1
43432,16.68,27.92,2
43433,3.65,7.39,3
43434,6.05,13.74,9
43435,12.33,19.21,1
43437,12.06,26.26,3
43439,7.57,13.2,2
43440,8.88,14.11,3
43442,9.8,12.03,2
43443,14.77,23.61,6
43445,13.03,20.72,4
43447,5.98,17.54,10
43449,14.83,23.52,2
43450,12.24,18.78,1
43451,6.77,17.03,1
43452,2.5,0,4
43457,9.6,18.61,1
43458,18.48,27.06,1
43460,2.8,11,15
43462,9.24,21.22,2
43463,10.58,19.42,13
43464,9.45,18.35,6
43465,5,14.32,12
43466,12.8,21.24,2
43467,8.45,13.88,1
43468,9.86,16.81,5
43469,17.01,20.15,4
43501,12.22,20.02,2
43502,11.5,19.7,3
43504,10.13,9.56,12
43505,11.21,19.21,2
43506,0.72,0,3
43512,1.34,0,4
43515,9.66,12.91,4
43517,12.18,14.79,5
43518,10.98,14.68,2
43519,11.36,17.31,4
43521,16.21,26.59,1
43522,13.01,23.14,7
43523,9.64,18.75,1
43524,17.16,25.88,1
43525,8.51,14.35,8
43526,2.26,0,4
43527,12.82,17.88,3
43528,5.47,10.65,14
43529,18.02,28.6,1
43531,8.05,18.29,2
43532,8.8,18.53,1
43533,14.53,21.04,2
43534,12.03,17.94,2
43535,10.6,19,1
43536,8.54,13.94,5
43537,1.42,0,15
43540,17.34,19.17,4
43541,13.26,27.81,1
43542,5.66,13.18,12
43543,3.02,0,2
43545,3.34,0,4
43547,14.67,27.96,2
43548,14.55,28.62,3
43549,9.58,14.18,4
43551,8.4,13.66,15
43553,6.67,13.1,2
43554,6.99,13.27,2
43555,11.74,10.38,5
43556,12.87,18.16,5
43557,11.14,16.84,4
43558,13.08,19.99,12
43560,3.31,0,12
43565,6.56,15.09,3
43566,7.72,13.7,13
43567,3.7,0,2
43569,8.76,16.67,2
43570,10.74,15.93,3
43571,10.21,16.98,11
43604,1.55,5.96,14
43605,1.92,7.85,14
43606,1.08,0,14
43607,2.42,4.36,14
43608,1.44,0,14
43609,1.26,0,14
43610,1.55,3.19,14
43611,4.78,9.62,14
43612,3.8,6.86,14
43613,1.92,4.62,14
43614,1.25,0,15
43615,2.13,0,14
43616,5.7,0,14
43617,3.88,7.43,14
43619,1.65,9.37,14
43620,0.86,4.61,14
43623,1.85,0,14
43701,2.05,0,1
43711,17.98,29.28,2
43713,1.12,0,1
43717,22.75,24.57,2
43718,13.1,18.56,3
43719,7.6,14.72,1
43720,19.04,23.07,1
43721,15.77,19.37,4
43722,11.79,16.06,2
43723,7.75,14.19,2
43725,0.89,0,2
43727,18.15,23.14,1
43731,22.56,24.48,1
43733,10.65,17.1,2
43734,11.5,17.04,1
43735,12.29,16.92,1
43736,6.8,17.36,3
43738,13.79,19.36,1
43740,13.72,17.54,4
43746,10.92,19.98,1
43747,12.66,22.45,1
43748,16.01,28.74,1
43749,8.94,22.56,2
43750,6.38,18.74,2
43755,9.93,15.62,2
43759,10.25,19.38,6
43762,11.36,18.61,3
43766,13.13,25.98,1
43767,15.05,20.27,3
43768,9.17,15.3,2
43771,13.49,24.39,1
43772,14.87,23.71,2
43773,7.43,20.41,1
43777,14.95,17.03,1
43778,13.02,27.7,3
43780,14.74,21.8,2
43782,15.99,28.42,1
43783,21.74,29.63,1
43802,15.39,28.78,1
43804,16.18,24.59,1
43805,14.07,27.52,1
43811,9.62,12.24,1
43812,2.38,0,1
43821,14.65,23.7,2
43824,10.26,23.27,1
43830,11.85,21.91,4
43832,18.36,22.72,6
43836,10.48,19.09,1
43840,14.14,24.23,1
43842,14.64,19.36,2
43844,15.27,22.6,1
43845,8.16,16.16,1
43901,8.53,23.41,2
43903,19.41,28.33,1
43905,8.14,23.64,7
43906,4.62,0,8
43907,3.04,0,2
43910,8.42,16.14,6
43912,5.2,11.44,8
43913,7.61,19,6
43917,12.4,27.85,1
43920,5.17,0,1
43925,13.07,19.78,3
43926,10.58,19.17,6
43927,12.87,20,8
43928,11.66,17.15,2
43931,1.69,15.18,1
43932,13.78,27.8,1
43933,9.85,25.45,2
43934,5,11.34,8
43935,3.27,0,8
43938,5.66,15.47,5
43939,8.29,17.96,8
43940,5.7,6.01,8
43942,9.99,22.32,3
43943,11.27,23.5,1
43944,7.17,13.43,5
43946,8.42,29,1
43947,2.47,9.51,8
43948,10.71,25.06,3
43950,14.11,21.54,9
43951,13.48,28.5,1
43952,2.76,0,5
43953,1.38,0,5
43961,9.3,19.6,6
43963,6.82,12.21,9
43964,10.55,24.41,3
43967,13.78,23.85,8
43968,6.95,16.91,1
43970,15.39,27.87,1
43971,5.43,10.65,10
43972,14.1,24.96,9
43974,9.23,19.21,8
43976,10.87,16.11,4
43977,13.77,20.76,1
43985,13.67,26.91,1
43986,11.19,21.43,1
43988,15.79,28.41,1
44001,4.12,0,8
44004,2.56,0,5
44010,8.34,13.46,5
44011,2.52,0,15
44012,2.87,8.16,10
44017,2.16,13.22,16
44021,6.87,22.3,2
44022,6.24,18.26,13
44023,13.34,22.63,11
44024,4.33,0,5
44026,7.34,16.58,15
44028,9.28,20.13,12
44030,3.81,0,2
44032,13.12,25.33,1
44035,2.23,0,9
44039,5.62,8.35,14
44040,2.16,10.01,19
44041,2.27,0,5
44044,10.03,17.67,5
44045,8.15,6.26,9
44046,8.84,15.19,2
44047,9.37,23.8,4
44048,9.41,16.3,4
44049,6.17,11.47,6
44050,7.82,16.42,5
44052,5.3,9.51,9
44053,1.39,0,9
44054,3.41,12.71,10
44055,6.67,11.49,9
44056,6.02,7.93,20
44057,7.11,11.2,4
44060,5.81,11.63,8
44062,12.24,26.07,2
44064,13.19,16.29,6
44065,5.64,17.86,8
44067,3.59,0,24
44070,2.61,8.59,19
44072,8.64,22.42,15
44074,0.93,0,8
44076,13.52,19.63,1
44077,4.24,0,9
44080,16.05,26.98,5
44081,12.01,15.24,3
44082,16.33,20.22,1
44084,2.46,0,4
44085,6.29,9.69,1
44086,13.14,20.48,6
44087,9.59,13.52,14
44089,9.93,19.03,5
44090,11.74,17.51,2
44092,2.13,9.76,25
44093,20.02,27.6,1
44094,3.9,0,17
44095,2.56,11.72,17
44099,13.87,28.09,3
44101,0.73,1.72,31
44102,2.39,8.06,28
44103,2,7.42,28
44104,1.32,8.06,25
44105,3.37,7.75,27
44106,0.11,0,26
44107,3.33,7.22,21
44108,2.5,7.09,26
44109,1.5,0,29
44110,3.56,7.57,26
44111,2.52,0,21
44112,3.42,6.61,25
44113,0.74,0,29
44114,1.67,4.04,32
44115,0.37,0,31
44116,2.69,10.07,21
44117,2.76,5.37,28
44118,3.12,8.35,26
44119,1.07,0,24
44120,2.01,0,25
44121,5.39,10.5,24
44122,1.68,0,25
44123,1.76,6.68,23
44124,2.67,0,22
44125,1.76,0,27
44126,2.15,10.03,19
44127,2.79,6.74,31
44128,0.97,0,24
44129,0.75,0,25
44130,2.82,0,11
44131,5.16,11.86,24
44132,2.36,8.69,21
44133,6.34,11.1,12
44134,1.88,6.27,25
44135,2.29,6.76,24
44136,5.64,14.59,12
44137,2.36,5.4,26
44138,5.91,14.39,12
44139,6.24,13.84,20
44140,3.79,7.53,16
44141,5.28,12.7,26
44142,2.3,8.7,21
44143,2.69,0,23
44144,3.79,6.43,30
44145,1.88,0,14
44146,1.28,0,25
44147,6.85,16.04,13
44149,5.56,18.61,12
44201,12.55,19.04,3
44202,14.24,19.28,5
44203,2.81,0,12
44212,9.67,16.06,6
44214,7.7,12.17,3
44215,7.49,13.21,2
44216,6.92,16.38,15
44217,10.25,19.9,4
44221,0.69,0,14
44223,3.78,0,12
44224,4.88,10.5,12
44230,8.41,14.48,10
44231,17.13,24.2,6
44233,11.71,16.44,9
44234,15.93,27.94,1
44235,7.64,12.54,3
44236,10.78,16.1,19
44240,7.52,12.94,10
44241,8.95,14.97,9
44243,6.89,12.16,10
44250,6.71,12.51,16
44251,6.03,9.33,4
44253,12,15.17,6
44254,0.76,0,3
44255,10.25,22.52,1
44256,1.44,0,3
44260,11.52,16.64,11
44262,2.88,7.11,14
44264,9.02,19.65,11
44265,12.89,16.6,7
44266,3.32,0,7
44270,11.79,18.46,7
44272,9.28,13.25,7
44273,9.57,13.7,7
44274,8.18,14.23,13
44275,8.43,16.73,2
44276,10.76,19.78,5
44278,4.77,8.56,13
44280,10.97,16.04,3
44281,10.07,15,13
44285,12.36,16.71,6
44286,11.34,19.22,16
44287,10.71,18.2,2
44288,12.76,19.92,6
44301,3.18,6.97,16
44302,1.17,4.7,12
44303,1.7,6.82,12
44304,0.27,0,17
44305,2.54,0,13
44306,3.7,6.36,16
44307,1.25,0,11
44308,0.39,0,16
44310,1.43,0,12
44311,1.42,3.8,16
44312,6.98,11.1,16
44313,3.69,11.15,12
44314,3.15,6.54,14
44319,4.92,14.32,18
44320,3.59,5.59,12
44321,8.51,14.59,12
44333,8.83,18.19,13
44401,13.64,19.53,9
44402,14.4,22.47,5
44403,5.98,7.73,18
44404,9.11,17.72,5
44405,5.62,11.32,13
44406,7.9,11.64,11
44408,10.07,16.94,7
44410,9.09,13.6,10
44411,12.69,19.33,3
44412,17.25,19.56,2
44413,15.27,28.4,9
44417,17.75,26.74,3
44418,10.12,19.15,7
44420,2.02,9.99,17
44423,14.31,26.78,1
44425,5.72,7.83,18
44427,18.89,29.06,1
44428,14.46,24.87,3
44429,17.92,24.38,3
44430,7.51,10.85,8
44431,7.22,15.33,5
44432,14.67,18.74,2
44436,7.95,13.01,13
44437,5.25,13.28,17
44438,2.75,4.79,16
44440,7.56,15.32,17
44441,12.62,21.9,1
44442,6.81,9.56,11
44443,7.64,18.02,11
44444,13.44,20.96,6
44445,13.64,22.94,7
44446,4.18,14.58,17
44449,8.58,19.59,3
44450,20.01,28.6,1
44451,14.84,25.53,11
44452,4.27,8.74,11
44454,9.92,28.53,1
44455,14.22,24.9,1
44460,2.64,0,6
44470,12.6,15.7,5
44471,4.97,6.97,13
44473,4.86,13.77,15
44481,4.54,12.03,7
44483,2.95,0,10
44484,1.83,0,17
44485,3.26,12.01,7
44490,4.45,8.46,7
44491,17.16,26.6,5
44493,7.92,12.54,1
44502,2.91,7.62,17
44503,1.48,4.49,17
44504,0.91,0,17
44505,2.73,0,17
44506,2.86,5.49,18
44507,3.63,6.3,17
44509,2.69,7.62,17
44510,1.36,3.44,17
44511,4.18,9.52,12
44512,0.86,0,12
44514,1.81,0,12
44515,7.38,14.46,18
44601,2.45,0,2
44606,9.48,17.5,2
44608,12.04,19.08,6
44609,8.05,13.91,2
44610,8.32,6.61,1
44611,12.03,26.85,1
44612,11.08,16.82,8
44613,8.11,19.84,9
44614,8.19,18.82,10
44618,7.5,12.98,9
44621,3.68,0,3
44622,3.51,0,3
44624,16.71,21.36,1
44626,9.83,17.77,7
44627,11.01,24.45,1
44629,8.61,14.07,3
44632,15.15,21.73,8
44633,6.12,16.74,2
44634,7.32,17.93,2
44637,10.84,22.02,1
44638,16.76,27.94,2
44640,8.14,11.23,2
44641,10.18,16.29,8
44643,15.66,23.94,5
44645,7.74,14.86,7
44646,0.98,0,7
44647,3.39,10,8
44652,9.37,20.67,8
44653,3.89,9.42,3
44654,4.14,0,1
44656,9.62,20.9,1
44657,14.77,25.04,1
44659,13.21,22.99,8
44661,13.63,22.51,1
44662,6.21,16.32,9
44663,4.91,10.85,3
44666,8.7,20.37,10
44667,0.2,0,4
44669,10.4,22.8,5
44670,14.1,20.21,4
44671,13.51,23.9,5
44672,5.59,13.87,2
44675,10.79,26.6,2
44676,13.8,20.62,1
44677,6.91,13.3,4
44678,8.73,17.46,1
44680,10.02,12.12,7
44681,14.25,19.11,2
44682,4.76,9.89,3
44683,4.49,8.91,3
44685,11.98,19.71,17
44687,14.04,13.8,2
44688,14.36,21.17,4
44689,14.93,22.08,6
44690,16.26,16.69,2
44691,3.56,0,3
44693,13.75,25.87,3
44695,11.4,19.33,2
44697,9.13,17.42,5
44699,11.73,23.6,2
44702,1.75,5.41,10
44703,0.95,5.57,11
44704,3.92,8.12,8
44705,4.77,12.86,8
44706,4.03,5.29,8
44707,4.93,9.21,8
44708,2.8,0,9
44709,2.83,8.44,11
44710,1.64,0,9
44714,3.31,9.89,9
44718,4.75,6.93,14
44720,8.52,11.41,17
44721,8.79,17.67,8
44730,10.31,13.94,8
44802,10.78,15.16,4
44804,9.25,12.65,2
44805,1.36,0,3
44807,10.63,16.3,5
44809,5.52,10.41,4
44811,4.74,0,6
44813,14.05,24.28,3
44814,12.7,18.62,5
44815,11.16,19.97,4
44816,9.41,19.74,6
44817,9.04,18.9,2
44818,16.99,25.95,2
44820,0.35,0,3
44824,8.27,15.42,4
44825,12.95,16.38,2
44826,8.69,10.04,5
44827,8.16,14.08,5
44828,5.36,7.04,4
44830,1.72,0,4
44833,1.93,0,6
44836,2.26,0,5
44837,17,27.06,2
44838,8.66,14.24,4
44839,11.98,14.61,6
44840,11.04,18.02,3
44841,11.51,21.13,4
44843,10.07,17.85,3
44844,10.7,14.92,4
44846,8.75,10.39,4
44847,7.01,10.68,6
44849,10.65,14.52,3
44850,3.02,8.49,2
44851,17.69,24.93,2
44853,7.47,16.29,4
44854,13.19,22.36,3
44855,10.64,15.24,2
44856,6.88,13.59,5
44857,1.65,0,4
44859,14.81,25.17,2
44861,6.9,14.39,4
44865,6,12.75,2
44866,9.8,13.18,2
44867,11.53,17.73,4
44870,3.06,0,5
44874,10.72,11.08,1
44875,1.57,0,5
44878,12.33,24.35,4
44880,14.26,19.93,2
44881,8.55,14,3
44882,14.03,22.98,3
44883,3.5,0,4
44887,8.51,16.85,4
44889,11.87,14.72,4
44890,3.08,0,2
44901,3.8,8.68,5
44902,1.39,4.27,5
44903,2.12,0,5
44904,9.77,14.5,4
44905,4.79,9.28,5
44906,1.27,0,5
44907,2.41,8.9,5
45001,8.83,22.21,12
45002,9.65,21.08,4
45003,7.4,11.94,3
45005,3.43,0,23
45011,4.67,0,13
45013,5.3,0,10
45014,2.69,0,19
45015,2.24,9.92,15
45030,13.27,21.49,10
45032,12.9,20.36,4
45033,10.15,17.27,10
45034,4.13,12.06,16
45036,8.1,19.1,9
45039,3.83,13.57,15
45040,2.21,0,18
45041,7.86,12.86,22
45042,9.68,12.73,15
45044,6.39,0,9
45050,5.67,7.79,18
45051,7.33,20.13,18
45052,7.79,21.84,3
45053,14.59,25.4,2
45054,16.25,25.33,3
45056,1.97,0,2
45062,5.91,16.86,8
45064,10.86,28.92,1
45065,6.82,18.02,10
45066,7.77,13,19
45067,9.17,14.34,8
45068,11.89,19.31,11
45069,3.09,0,23
45070,14.45,29.92,1
45101,6.44,12.7,2
45102,7,11.98,6
45103,1.59,0,2
45106,13.08,26.45,1
45111,6.12,13.77,18
45113,10.86,15.58,1
45115,12.58,29.45,1
45118,16.66,24.17,1
45122,12.63,26.52,1
45123,0.2,0,2
45132,10.93,18.38,3
45133,6.23,0,2
45135,10.83,16.16,3
45140,6.91,17.95,17
45142,14.03,22.49,1
45145,11.24,18.44,1
45146,11.88,20.69,2
45147,5.45,11.11,28
45148,14.34,28.89,1
45150,9.76,18.01,10
45152,12.08,28.23,2
45153,19.05,26.99,1
45154,15.69,23.68,1
45155,14.9,26.45,2
45157,12.52,23.17,1
45158,9.74,20.34,1
45159,11.15,21.73,3
45160,3.83,8.54,2
45164,10.65,22.46,2
45166,10.93,17.57,2
45169,14.11,18.59,2
45171,16.46,24.2,1
45172,18.52,29.68,1
45174,6.43,19.3,18
45176,8.4,16.65,2
45177,1.48,0,1
45202,1.22,4.65,29
45203,2.16,6.52,29
45204,4.33,10.3,26
45205,4.05,11.25,26
45206,1.47,3.89,30
45207,0.87,0,32
45208,1.93,6,30
45209,1.81,7.63,30
45211,2.17,12.55,23
45212,1.74,6.74,35
45213,0.97,0,30
45214,1.66,6.88,29
45215,2.37,7.48,34
45216,0.94,0,34
45217,2.4,4.42,33
45218,4.14,14.22,29
45219,0.57,0,30
45220,0.76,0,30
45223,1.94,7.74,29
45224,1.13,0,31
45225,2.08,7.39,28
45226,4.03,9.86,29
45227,3.54,10.76,28
45229,1.5,0,33
45230,3.07,8.44,23
45231,4.73,9.72,29
45232,2.45,7.36,28
45233,7.34,22.32,16
45236,1.18,0,31
45237,1.26,0,33
45238,6.41,17.08,22
45239,2.42,6.93,27
45240,2.58,10.15,26
45241,2.42,0,24
45242,1.26,0,27
45243,3.35,8.94,27
45244,3.39,10.47,13
45245,5.48,6.28,18
45246,4.08,13.38,30
45247,5.21,0,20
45248,4.8,14.97,18
45249,2.27,10.84,29
45251,6.6,14.64,29
45252,8.65,15.22,20
45255,2.83,0,19
45301,6.06,8.28,20
45302,10.73,13.72,1
45303,11.57,13,1
45304,11.56,17.19,1
45305,2.9,9.21,21
45306,14.91,18.61,4
45307,14.68,24.39,3
45308,12.7,20.44,1
45309,13.93,20.41,10
45310,11.6,18.2,2
45311,11.48,27.89,1
45312,10.61,13.66,1
45314,11.33,18.07,4
45315,9.62,12.88,15
45316,11.22,19.21,6
45317,14.56,28.52,2
45318,9.4,19.7,3
45319,8.78,10.2,7
45320,17.1,26.7,2
45321,14.28,22.69,3
45322,11.93,13.67,15
45323,8.59,13.88,6
45324,3.39,7.26,21
45325,11.99,24.8,9
45326,10.79,22.86,3
45327,10.43,16.09,19
45328,9.86,12.15,1
45331,1.12,0,2
45332,13.41,29.78,2
45333,11.8,26.62,2
45334,16.82,25.47,2
45335,14.81,23.6,1
45336,12.13,22.97,2
45337,16.3,26.66,2
45338,21.58,25.04,4
45339,10.42,17.97,2
45340,11.47,18,1
45341,6.5,19.2,10
45342,2,0,19
45344,13.45,19.1,17
45345,9.89,14.09,13
45346,11.14,25.86,1
45347,8.56,14.17,2
45348,13.9,18.69,2
45349,10.01,23.49,4
45350,14.91,23.44,2
45351,16.23,28.45,1
45352,8.36,15.15,2
45353,8.83,16.58,1
45354,15.97,20.68,11
45356,6.79,14.68,2
45358,13.76,20.7,1
45359,9.04,14.22,1
45360,6.73,11.23,1
45361,16.89,27.1,3
45362,17.62,20.67,2
45365,0.77,0,2
45368,13.19,20.59,4
45369,11.73,17.33,4
45370,7.22,17.48,4
45371,13.94,15.99,11
45372,7.68,13.45,4
45373,5.43,0,5
45377,9.84,14.6,18
45380,16.25,23.49,1
45381,18.01,26.27,6
45382,17.12,20.4,3
45383,13.88,20.72,9
45384,3.27,10.39,4
45385,2.9,0,18
45387,9.25,15.34,8
45389,14.24,20.68,1
45390,14.7,22.32,2
45402,1.09,6.41,21
45403,1.49,5.18,21
45404,1.53,0,24
45405,1.28,0,22
45406,0.64,0,20
45409,1.86,0,21
45410,1.11,6.85,21
45414,5.16,8.64,20
45415,4.54,7.26,20
45416,2.46,5.44,19
45417,1.58,0,21
45418,4.18,6.73,20
45419,2.22,4.2,21
45420,2.21,0,21
45424,6.32,9.78,21
45426,5.77,10.73,18
45428,0.27,0,21
45429,2.45,0,21
45430,5.26,7.37,21
45431,1.28,0,21
45432,3.28,7.75,20
45433,1.59,0,21
45434,5.04,10.02,20
45439,1.85,0,21
45440,2.2,6.48,21
45449,2.3,6.75,20
45458,4.42,8.88,20
45459,2.56,0,21
45502,0.11,0,6
