GEOID,TRACTCE,minDisMH
39055312203,312203,5.56
39059977600,977600,0.98
39159050304,050304,7.93
39159050500,050500,1.54
39159050700,050700,6.16
39173021901,021901,2.1
39173022400,022400,12.62
39153505200,505200,0.58
39153505400,505400,1.36
39153505700,505700,2.02
39153505900,505900,0.98
39153506400,506400,0.75
39153506600,506600,0.43
39061002800,002800,1.33
39061003600,003600,0.59
39057210601,210601,3.1
39057210602,210602,5.73
39153507101,507101,2.55
39165030900,030900,6.21
39173021500,021500,6.39
39057220100,220100,3.49
39057230100,230100,7.51
39057240500,240500,3.18
39001770400,770400,3.22
39169002300,002300,2.94
39169002902,002902,5.98
39169003000,003000,6.47
39169003200,003200,5.22
39169980000,980000,1.13
39153507202,507202,1.99
39153507300,507300,0.49
39153507500,507500,2.21
39153508600,508600,1.26
39153508800,508800,1.06
39171950800,950800,4.16
39173020100,020100,2.45
39173020401,020401,3.23
39153531802,531802,2.31
39153532202,532202,0.48
39165031000,031000,10.98
39153533502,533502,5.24
39155920500,920500,1.77
39155920700,920700,1.76
39165031200,031200,2.92
39165031903,031903,2.93
39165031904,031904,1.62
39165032006,032006,2.61
39145003100,003100,6.05
39153509000,509000,0.75
39153510200,510200,2.05
39153520103,520103,1.21
39153520104,520104,0.55
39153520202,520202,1.9
39153520600,520600,0.98
39153530101,530101,3.37
39153531401,531401,1.28
39153532501,532501,10.55
39153532502,532502,7.11
39153532703,532703,4.91
39153532902,532902,2.04
39153533400,533400,3.36
39155920800,920800,0.73
39155921000,921000,1.12
39155921200,921200,1.89
39155921500,921500,3.07
39165032400,032400,13.75
39035189108,189108,0.32
39035196000,196000,1.32
39039958500,958500,1.07
39019720500,720500,1.16
39035141700,141700,1.93
39023001300,001300,2.3
39035152703,152703,3.1
39035153104,153104,0.57
39035153107,153107,0.95
39035154400,154400,0.98
39035154601,154601,0.06
39025040600,040600,5.92
39035185203,185203,2.16
39035186104,186104,1.82
39035186107,186107,2.4
39035186202,186202,5.5
39035187106,187106,0.66
39035188103,188103,1.23
39035188105,188105,1.23
39035183502,183502,1.66
39035184103,184103,3.31
39035184104,184104,3.03
39035185101,185101,1.69
39049008812,008812,2.38
39049008821,008821,1.56
39049008822,008822,3.08
39049009210,009210,2.32
39049009230,009230,1.06
39035185202,185202,1.33
39039958800,958800,1.39
39041010100,010100,0.36
39041010200,010200,1.18
39017014900,014900,2.77
39017015100,015100,6.26
39019720300,720300,10.84
39023001500,001500,1.88
39023001900,001900,2.36
39023002301,002301,11.65
39023002501,002501,1.98
39023002601,002601,12.97
39023002702,002702,9.73
39023002800,002800,9.84
39023002902,002902,4.9
39035121700,121700,2.01
39035121800,121800,1.47
39035123100,123100,1.1
39035123400,123400,0.95
39035123603,123603,0.43
39035123900,123900,1.61
39049009711,009711,3.61
39049009720,009720,3.8
39041011750,011750,6.58
39041011762,011762,3.95
39041012000,012000,9.06
39041012300,012300,14.48
39003011900,011900,4.34
39003012400,012400,1.84
39003013000,013000,1.41
39035136102,136102,7.46
39035130104,130104,4.5
39035131103,131103,1.38
39035132200,132200,2.23
39035133103,133103,1.03
39035134203,134203,2.42
39035134205,134205,2.44
39035134300,134300,0.23
39035136101,136101,4.51
39035140301,140301,0.47
39035140400,140400,1.22
39035141100,141100,0.97
39035141300,141300,0.73
39017010301,010301,9.2
39035137101,137101,2.11
39017010800,010800,7.12
39017010901,010901,2.67
39017010908,010908,1.67
39049010500,010500,0.59
39051040100,040100,15.66
39051040300,040300,13.25
39051040500,040500,7.59
39009972900,972900,3.84
39031961200,961200,5.39
39009973200,973200,2.86
39055310800,310800,3.7
39055311700,311700,8.17
39055311900,311900,11.74
39049008162,008162,4.4
39011040400,040400,11.8
39049009430,009430,2.46
39049009740,009740,2.06
39049010000,010000,3.84
39049009440,009440,6.05
39049009590,009590,6.36
39007000300,000300,0.79
39007000602,000602,1.91
39007000603,000603,5.44
39017011109,011109,1.51
39017011112,011112,2.13
39017011121,011121,3.57
39017011123,011123,1.84
39049008210,008210,1.95
39049008241,008241,1.99
39049008242,008242,2.6
39049008350,008350,2.97
39049008370,008370,3.97
39049008380,008380,3.48
39049008500,008500,0.84
39049010200,010200,4.39
39007000101,000101,0.77
39001770600,770600,10.67
39007000200,000200,6.33
39007000801,000801,7.86
39007000900,000900,5.34
39007001200,001200,11.13
39007001302,001302,21.9
39007000702,000702,7.08
39049008141,008141,2.35
39049009311,009311,0.9
39049009325,009325,0.24
39049009331,009331,0.75
39049009410,009410,1.74
39003010100,010100,15.97
39009972700,972700,10.89
39033974400,974400,2.25
39033974800,974800,8.41
39033974900,974900,4.46
39035174103,174103,2.61
39035174106,174106,1.9
39035101200,101200,0.95
39035101501,101501,0.58
39031960900,960900,12.39
39049007207,007207,5.55
39049007210,007210,6.37
39049007395,007395,1.89
39049007426,007426,0.22
39049007427,007427,1.85
39049007520,007520,0.27
39049007534,007534,1.12
39025041800,041800,10.34
39027964300,964300,13.18
39035138105,138105,3.31
39035104900,104900,0.32
39035105300,105300,1.0
39049001110,001110,1.2
39049001200,001200,0.33
39027964500,964500,2.58
39027964800,964800,8.59
39027965000,965000,11.8
39029950200,950200,10.12
39029951500,951500,13.14
39017011126,011126,1.19
39017011131,011131,2.15
39035116400,116400,0.35
39035116800,116800,0.85
39035117102,117102,2.23
39035117201,117201,2.26
39035117800,117800,2.6
39017011300,011300,5.81
39017011800,011800,4.79
39017012200,012200,1.57
39017012700,012700,0.99
39035154604,154604,0.72
39035155102,155102,4.57
39035160300,160300,0.86
39035160500,160500,0.83
39035160900,160900,1.02
39035161000,161000,0.61
39035161400,161400,0.83
39035161500,161500,1.25
39035170102,170102,4.53
39035118101,118101,0.71
39035118602,118602,1.18
39035118700,118700,1.16
39035119202,119202,0.63
39035138109,138109,1.2
39033974100,974100,13.08
39049007941,007941,2.55
39049007952,007952,0.27
39029951700,951700,4.41
39029952000,952000,1.22
39031961400,961400,0.66
39035119502,119502,0.86
39035119600,119600,0.71
39035177404,177404,0.91
39035177505,177505,2.38
39035177605,177605,1.5
39035120500,120500,1.54
39035120701,120701,0.26
39025041502,041502,1.01
39035105400,105400,0.84
39035110801,110801,0.16
39035110901,110901,1.22
39035111600,111600,1.45
39035111902,111902,1.12
39023003400,003400,1.37
39025040101,040101,10.43
39025040203,040203,10.58
39025040401,040401,8.99
39035112301,112301,0.34
39035112500,112500,1.07
39035113101,113101,1.01
39035114300,114300,1.57
39035114600,114600,0.88
39035115700,115700,1.58
39035115800,115800,1.39
39035170202,170202,3.87
39035171103,171103,0.67
39035171206,171206,2.27
39035172103,172103,6.55
39035172201,172201,5.08
39035173103,173103,2.4
39035124201,124201,1.45
39035124500,124500,2.12
39035126100,126100,1.32
39035183402,183402,0.99
39031961600,961600,2.44
39035196100,196100,2.44
39035121200,121200,1.11
39035121300,121300,2.34
39035174203,174203,4.04
39035175103,175103,3.41
39035175105,175105,4.28
39035175106,175106,2.92
39035177101,177101,0.47
39035177202,177202,1.7
39035177304,177304,2.14
39025040404,040404,9.37
39025040500,040500,5.39
39029951300,951300,9.43
39035183300,183300,0.75
39023003101,003101,7.14
39023003302,003302,14.46
39035183200,183200,1.75
39035103300,103300,0.67
39035103500,103500,0.28
39035103900,103900,0.82
39035104400,104400,1.26
39029950700,950700,1.79
39029950900,950900,6.97
39035177608,177608,0.68
39035178201,178201,1.5
39035179102,179102,2.05
39035180104,180104,1.72
39035181201,181201,1.13
39035182103,182103,0.93
39017013200,013200,0.48
39001770200,770200,15.54
39035101901,101901,1.0
39035102200,102200,0.79
39035102401,102401,1.41
39035103100,103100,0.29
39017013400,013400,1.36
39017013500,013500,1.28
39017014100,014100,1.85
39017014600,014600,0.57
39029950400,950400,6.43
39045032100,032100,0.63
39049007193,007193,2.19
39049000810,000810,2.38
39043041700,041700,6.67
39045030200,030200,12.75
39045030300,030300,10.29
39045030800,030800,10.39
39045030900,030900,5.08
39045031300,031300,2.71
39049006710,006710,0.73
39049006822,006822,1.16
39049006921,006921,0.94
39049006931,006931,0.55
39049006943,006943,0.9
39049006944,006944,1.27
39049006990,006990,1.89
39049007043,007043,2.94
39049007113,007113,3.3
39049007205,007205,7.39
39049007550,007550,1.08
39049007730,007730,1.11
39049007811,007811,2.0
39049007933,007933,2.35
39045032300,032300,1.87
39045032500,032500,8.38
39045032900,032900,2.89
39045033100,033100,1.48
39049006371,006371,1.27
39049006372,006372,1.86
39049006387,006387,4.02
39049007115,007115,1.92
39049007120,007120,1.78
39047926000,926000,1.69
39047926200,926200,3.42
39049000500,000500,1.59
39049000720,000720,0.74
39049007202,007202,4.13
39043040900,040900,2.55
39043041200,041200,1.05
39043041600,041600,4.38
39045031400,031400,2.34
39049000920,000920,1.4
39049001500,001500,1.58
39049001700,001700,0.23
39049001820,001820,0.6
39049002200,002200,0.5
39049002300,002300,1.86
39049002730,002730,0.98
39049002770,002770,0.72
39049002780,002780,1.29
39049005610,005610,0.4
39049006391,006391,4.66
39049006395,006395,2.15
39049006396,006396,2.61
39049006600,006600,2.2
39049005700,005700,0.47
39049005900,005900,1.15
39043040600,040600,9.63
39043040700,040700,2.18
39049006230,006230,2.97
39049006236,006236,2.53
39049006321,006321,1.16
39049006330,006330,2.33
39049006383,006383,3.52
39049007194,007194,1.99
39049007396,007396,3.37
39049007533,007533,2.12
39049007812,007812,1.79
39047926100,926100,3.29
39049000420,000420,2.16
39049001122,001122,1.28
39049003700,003700,0.5
39049004610,004610,0.76
39049004900,004900,0.85
39049006220,006220,0.28
39049008710,008710,0.92
39049009334,009334,1.64
39049009361,009361,1.86
39049009374,009374,1.62
39049009450,009450,5.85
39049006410,006410,2.62
39035184108,184108,6.03
39035188104,188104,1.73
39035189111,189111,1.64
39035190504,190504,6.25
39035194100,194100,4.13
39035196400,196400,1.86
39037555102,555102,1.63
39039958900,958900,6.64
39041011604,011604,10.01
39081011700,011700,4.48
39083007400,007400,11.16
39085202100,202100,1.13
39085204200,204200,0.91
39085205300,205300,6.6
39085206600,206600,2.69
39087051100,051100,4.39
39149971800,971800,1.17
39091004700,004700,9.17
39093050400,050400,1.43
39093080104,080104,4.56
39093096100,096100,19.64
39095001202,001202,3.31
39095005901,005901,3.14
39095007001,007001,3.55
39035181204,181204,0.43
39095007600,007600,2.09
39035177503,177503,1.23
39035178102,178102,1.14
39061021504,021504,2.39
39061021802,021802,2.26
39041012400,012400,4.2
39043041300,041300,1.78
39045030700,030700,8.98
39151713100,713100,4.88
39151714200,714200,1.3
39053953900,953900,4.37
39057210500,210500,5.94
39057240700,240700,3.54
39061001800,001800,0.53
39061004800,004800,2.84
39061005900,005900,1.22
39061007700,007700,2.36
39061008502,008502,2.95
39061009500,009500,0.49
39061010202,010202,1.97
39061020501,020501,7.07
39061021102,021102,5.06
39151702100,702100,1.1
39151711412,711412,2.77
39171950100,950100,9.45
39173020402,020402,2.46
39175938100,938100,17.11
39153501800,501800,1.09
39153503300,503300,1.48
39153506200,506200,0.49
39153507400,507400,0.63
39153510302,510302,0.84
39153530401,530401,3.04
39153532706,532706,7.05
39035132100,132100,0.54
39035134206,134206,1.69
39035140702,140702,1.07
39035151100,151100,0.23
39035151600,151600,1.78
39035152303,152303,1.64
39089752800,752800,2.8
39091004100,004100,17.19
39049009800,009800,8.02
39143961900,961900,7.93
39145003000,003000,9.38
39147963800,963800,17.34
39061003300,003300,0.37
39001770500,770500,12.52
39003011600,011600,5.6
39003014000,014000,12.96
39005970900,970900,14.86
39011040600,040600,4.17
39061024303,024303,5.63
39061025104,025104,2.82
39061026102,026102,8.07
39063000200,000200,6.28
39007001102,001102,9.99
39009973300,973300,4.81
39141955603,955603,10.81
39141956900,956900,15.79
39061023001,023001,1.53
39113001800,001800,0.84
39113004600,004600,0.61
39155921400,921400,2.73
39155930900,930900,0.71
39155933302,933302,3.12
39157020700,020700,3.02
39157021900,021900,18.7
39099810900,810900,5.7
39099812800,812800,13.37
39101010100,010100,10.78
39103407000,407000,4.85
39103409002,409002,7.03
39097040700,040700,1.0
39167021200,021200,9.41
39113165200,165200,0.39
39069000500,000500,11.52
39153530603,530603,0.93
39153530800,530800,2.66
39071954600,954600,7.05
39071955100,955100,10.12
39073965200,965200,1.66
39095008901,008901,9.88
39095009201,009201,3.07
39109315100,315100,8.75
39109365102,365102,6.0
39109390100,390100,9.74
39113000700,000700,1.49
39033974200,974200,6.72
39167021700,021700,12.5
39169000700,000700,1.95
39075976801,976801,13.97
39161020100,020100,7.1
39165030101,030101,5.24
39119911100,911100,10.88
39099801300,801300,1.02
39099802900,802900,1.73
39105964600,964600,12.74
39121968400,968400,4.2
39123050301,050301,7.17
39123050800,050800,14.94
39035152701,152701,2.68
39035161300,161300,0.68
39035171203,171203,1.44
39035173104,173104,1.01
39035177103,177103,1.37
39113040101,040101,2.85
39113040401,040401,1.2
39113070201,070201,2.98
39113090303,090303,5.45
39113100301,100301,4.25
39119912500,912500,10.26
39153531001,531001,2.4
39153532004,532004,2.93
39165032100,032100,0.78
39167020400,020400,3.73
39131952700,952700,14.57
39133600704,600704,13.26
39133601400,601400,0.94
39135470101,470101,6.23
39139002102,002102,4.54
39023003700,003700,1.22
39025041103,041103,1.48
39029951100,951100,5.46
39029952400,952400,1.92
39035103602,103602,0.31
39035106600,106600,1.4
39035107701,107701,0.89
39035110501,110501,0.41
39035116500,116500,0.36
39017013000,013000,0.91
39017015000,015000,5.88
39021010400,010400,2.91
39035117700,117700,1.05
39035119800,119800,0.51
39035121401,121401,1.59
39013010900,010900,6.9
39013012400,012400,1.31
39017000300,000300,0.51
39017010202,010202,3.34
39017010909,010909,1.56
39025041600,041600,4.0
39027964900,964900,16.1
39023001000,001000,2.33
39023002000,002000,4.81
39021011504,011504,3.94
39023002701,002701,11.65
39113050504,050504,2.58
39113004200,004200,1.01
39113021000,021000,1.9
39001770100,770100,17.74
39037555101,555101,0.75
39039958600,958600,3.75
39041011102,011102,12.04
39035156101,156101,0.24
39035175201,175201,6.62
39043040200,040200,11.94
39103402000,402000,5.99
39049003800,003800,0.97
39049004700,004700,0.62
39113080200,080200,0.56
39113130101,130101,13.42
39103408202,408202,2.76
39003012100,012100,4.95
39007000102,000102,1.42
39007000704,000704,2.23
39011040500,040500,6.84
39105964200,964200,7.77
39119911300,911300,6.41
39139002000,002000,6.22
39151712500,712500,5.96
39013010600,010600,7.76
39013012000,012000,1.32
39153502101,502101,1.37
39153504200,504200,0.71
39141955900,955900,5.28
39143961200,961200,8.77
39099813000,813000,6.37
39099814100,814100,2.19
39153506800,506800,0.47
39049009495,009495,5.17
39153508900,508900,0.38
39153530501,530501,4.15
39153530902,530902,1.52
39153532702,532702,5.67
39155920600,920600,2.29
39049007041,007041,3.73
39049008311,008311,2.16
39119912700,912700,5.91
39123050202,050202,7.63
39129020200,020200,2.12
39133600200,600200,12.27
39133600902,600902,2.16
39135440100,440100,7.99
39145002700,002700,15.42
39147962600,962600,12.94
39099810100,810100,3.19
39099811500,811500,1.8
39141955800,955800,9.46
39143960800,960800,9.97
39099801700,801700,1.2
39063001300,001300,11.49
39073965100,965100,8.86
39073965500,965500,11.68
39077916500,916500,8.4
39081000600,000600,2.48
39081011500,011500,7.3
39175938500,938500,18.28
39081012100,012100,12.25
39139002700,002700,5.0
39153532705,532705,7.13
39153501100,501100,0.72
39153502700,502700,1.57
39121968300,968300,14.33
39153532999,532999,1.94
39015951900,951900,6.35
39145002500,002500,8.91
39119911000,911000,13.89
39127966100,966100,24.73
39129021500,021500,12.77
39079957200,957200,11.12
39145002400,002400,10.18
39155921300,921300,3.04
39155931601,931601,5.83
39155932802,932802,0.82
39155933900,933900,2.59
39085203700,203700,3.91
39085206300,206300,7.94
39087050600,050600,19.28
39089754400,754400,9.95
39095002200,002200,0.63
39095003200,003200,0.95
39171950700,950700,1.27
39153503800,503800,0.77
39153506700,506700,1.1
39153507600,507600,1.96
39071954400,954400,14.49
39165031500,031500,1.84
39165032007,032007,3.23
39169000800,000800,1.36
39059977200,977200,9.37
39071955200,955200,11.42
39075976302,976302,15.52
39093071500,071500,3.8
39095000300,000300,1.19
39095004503,004503,2.23
39169002200,002200,6.8
39153510301,510301,0.76
39153531801,531801,2.22
39095004600,004600,3.38
39095005501,005501,7.05
39095006900,006900,1.25
39061021302,021302,4.2
39061022101,022101,3.12
39095005703,005703,2.01
39093023900,023900,1.32
39093057100,057100,6.63
39061024400,024400,5.39
39069000200,000200,6.0
39115969100,969100,14.69
39113125102,125102,4.79
39083006700,006700,0.83
39111966900,966900,10.14
39133601503,601503,1.1
39135480100,480100,12.57
39139000600,000600,0.73
39095007302,007302,2.55
39097040101,040101,14.61
39113080600,080600,1.22
39113091100,091100,1.7
39113110201,110201,2.24
39085202800,202800,0.55
39085205100,205100,5.39
39089750700,750700,0.22
39089755300,755300,16.08
39089759100,759100,5.39
39091004400,004400,0.76
39093023000,023000,2.15
39095007204,007204,1.11
39095008902,008902,8.73
39095009300,009300,8.08
39099800300,800300,3.4
39099802500,802500,0.86
39097041300,041300,11.67
39089757100,757100,9.52
39093022800,022800,2.12
39115968800,968800,12.26
39099811100,811100,5.06
39083006801,006801,5.46
39085201100,201100,3.4
39085202400,202400,2.74
39093060100,060100,8.56
39093094100,094100,14.67
39095001303,001303,0.24
39173020602,020602,1.84
39099813900,813900,1.3
39103400100,400100,7.42
39031961100,961100,15.89
39061024100,024100,3.85
39049008340,008340,1.49
39049009337,009337,1.93
39055311800,311800,10.32
39061008202,008202,0.74
39061021603,021603,5.34
39085201900,201900,1.82
39089758600,758600,8.94
39095006300,006300,1.22
39095009400,009400,8.51
39089754102,754102,4.79
39043040400,040400,9.79
39045030600,030600,1.79
39095004000,004000,0.96
39099811001,811001,3.68
39051040600,040600,5.55
39053954000,954000,4.31
39057240100,240100,2.63
39057280101,280101,8.26
39061003200,003200,0.26
39061004602,004602,1.48
39061006900,006900,0.71
39157021700,021700,19.83
39165030800,030800,5.69
39165032202,032202,6.94
39167020900,020900,1.93
39033975300,975300,2.49
39099801200,801200,1.06
39099802400,802400,1.72
39103416000,416000,2.03
39103417300,417300,3.5
39061025103,025103,2.52
39061026101,026101,11.12
39061027000,027000,0.33
39063000600,000600,1.08
39065000500,000500,13.85
39099812500,812500,1.82
39109340100,340100,10.72
39083007000,007000,7.91
39085205701,205701,3.08
39089751600,751600,2.3
39133601701,601701,1.96
39149972100,972100,3.06
39153530604,530604,1.86
39093022601,022601,1.84
39093095100,095100,12.56
39155932600,932600,1.3
39157020200,020200,8.8
39013011400,011400,5.88
39017000200,000200,1.1
39157021300,021300,14.27
39159050200,050200,13.82
39035117300,117300,1.62
39057200104,200104,3.65
39035141400,141400,1.35
39035152702,152702,2.23
39035154200,154200,1.06
39149971500,971500,13.15
39151700600,700600,1.05
39151711312,711312,4.89
39167021500,021500,6.95
39041010520,010520,1.28
39041011561,011561,3.87
39169002901,002901,5.76
39171950600,950600,1.63
39173021300,021300,9.12
39175938400,938400,23.45
39041012100,012100,4.58
39005970400,970400,2.17
39157021000,021000,3.43
39157022002,022002,15.63
39145003800,003800,4.5
39151711900,711900,2.4
39151713502,713502,2.55
39061025500,025500,0.45
39063001200,001200,11.44
39145002800,002800,5.84
39151710700,710700,0.48
39151711212,711212,6.88
39133600301,600301,7.79
39133600705,600705,8.97
39103408301,408301,1.98
39107967900,967900,13.24
39109365301,365301,5.65
39049008142,008142,1.96
39049008312,008312,2.18
39049009100,009100,1.7
39093070800,070800,0.31
39095004800,004800,0.45
39095009600,009600,14.3
39153504600,504600,1.58
39153531701,531701,5.69
39155933400,933400,6.48
39087051002,051002,3.71
39035123501,123501,0.93
39035160200,160200,1.16
39175938000,938000,17.91
39023001700,001700,0.44
39023002602,002602,6.45
39017014300,014300,3.68
39035104200,104200,1.38
39035105602,105602,0.86
39035113600,113600,0.89
39035115300,115300,0.5
39035117600,117600,1.77
39035118900,118900,0.36
39035120200,120200,0.97
39029951000,951000,13.84
39049007710,007710,2.3
39041011430,011430,4.89
39047926400,926400,7.1
39003011000,011000,3.5
39003013800,013800,1.69
39017013600,013600,0.2
39021010100,010100,9.49
39025040302,040302,7.85
39049008000,008000,7.32
39139003100,003100,1.32
39143961000,961000,15.61
39035173106,173106,1.08
39035174206,174206,2.48
39035177104,177104,1.08
39035178204,178204,0.97
39035177303,177303,2.25
39035189112,189112,2.48
39041011550,011550,3.74
39049003000,003000,0.34
39035135106,135106,9.56
39061007000,007000,1.39
39089759000,759000,0.68
39035132301,132301,2.06
39035138107,138107,0.73
39035152604,152604,1.64
39035154501,154501,1.25
39061023800,023800,2.37
39035185104,185104,3.08
39049002900,002900,1.43
39049006100,006100,0.67
39173021600,021600,1.93
39035186206,186206,6.17
39035980100,980100,1.17
39049006352,006352,0.78
39035116700,116700,1.05
39049001600,001600,0.2
39061021509,021509,6.01
39061021900,021900,1.89
39061022700,022700,1.39
39049009752,009752,4.38
39049980000,980000,2.13
39061023600,023600,3.99
39035154700,154700,1.31
39035161700,161700,0.4
39019720200,720200,10.83
39081011402,011402,4.23
39009973500,973500,12.52
39161020200,020200,8.23
39061010004,010004,0.94
39061010800,010800,0.49
39061020505,020505,6.52
39035101700,101700,0.45
39113040203,040203,0.55
39125960300,960300,8.91
39033974300,974300,4.83
39173021400,021400,12.35
39173022300,022300,14.24
39003010900,010900,1.61
39045031600,031600,2.06
39061006300,006300,0.7
39151711311,711311,4.35
39053953600,953600,12.73
39025041900,041900,10.89
39049010400,010400,2.36
39049000110,000110,2.5
39049000600,000600,1.05
39049001121,001121,0.68
39049001901,001901,1.12
39109345000,345000,9.28
39113003800,003800,1.49
39113020100,020100,1.25
39113020900,020900,2.09
39113040306,040306,4.31
39113050401,050401,1.32
39107968000,968000,13.53
39049008322,008322,1.97
39035114700,114700,1.37
39035177405,177405,0.81
39153520400,520400,1.6
39147962800,962800,14.69
39151711111,711111,6.32
39129021200,021200,11.19
39031961700,961700,3.95
39095002402,002402,1.7
39035176200,176200,3.86
39029951200,951200,10.19
39029952200,952200,3.09
39035130103,130103,4.95
39133601200,601200,1.24
39139002300,002300,8.1
39015951800,951800,2.04
39017010500,010500,2.51
39017010910,010910,4.39
39017011117,011117,5.78
39017012500,012500,0.77
39017013900,013900,2.87
39061004900,004900,1.27
39061023300,023300,1.91
39005971000,971000,11.04
39049006932,006932,1.08
39049007112,007112,2.28
39049007393,007393,2.9
39049007953,007953,4.21
39049009000,009000,1.07
39049009340,009340,0.63
39049009373,009373,2.05
39057200103,200103,1.16
39119911400,911400,2.84
39113001600,001600,1.66
39113030200,030200,3.3
39049009390,009390,2.83
39113050502,050502,3.98
39151712300,712300,2.0
39151713201,713201,4.24
39035108701,108701,0.19
39035112100,112100,0.91
39049009751,009751,1.75
39055310900,310900,3.37
39113080300,080300,1.93
39155931400,931400,2.76
39165032003,032003,2.03
39059977500,977500,0.62
39057240200,240200,1.52
39059977300,977300,2.06
39049006950,006950,2.65
39049007954,007954,3.69
39043040100,040100,8.95
39103403002,403002,4.93
39103410000,410000,17.29
39035177501,177501,1.43
39099802800,802800,1.29
39087050300,050300,0.42
39095008201,008201,0.92
39007001002,001002,12.45
39003013600,013600,1.11
39009972800,972800,11.33
39035177604,177604,0.79
39035181100,181100,1.67
39035190503,190503,4.4
39035193900,193900,0.34
39035195800,195800,5.52
39113050101,050101,1.19
39153532003,532003,4.66
39153532701,532701,2.36
39025040202,040202,14.35
39035140900,140900,0.64
39013011900,011900,0.92
39017000600,000600,0.51
39017010600,010600,4.74
39017012100,012100,4.7
39021010600,010600,1.27
39023000300,000300,0.46
39023002200,002200,4.27
39023003102,003102,8.53
39025040701,040701,7.53
39049005200,005200,0.41
39037520100,520100,10.93
39041011530,011530,2.71
39043040500,040500,10.14
39045030100,030100,12.42
39049000120,000120,2.92
39049000910,000910,1.86
39025041406,041406,3.08
39029950100,950100,12.29
39023003200,003200,8.03
39025040303,040303,10.41
39049006392,006392,3.19
39029951900,951900,1.77
39049007394,007394,4.29
39049007820,007820,2.43
39025040900,040900,6.72
39025041307,041307,2.38
39035104600,104600,0.41
39035119300,119300,0.32
39035119900,119900,0.66
39049008321,008321,1.7
39035120802,120802,0.76
39079957600,957600,3.75
39081001400,001400,3.03
39081011800,011800,2.73
39019720700,720700,10.05
39023002606,002606,3.8
39129020100,020100,2.09
39129021402,021402,7.74
39011041000,041000,13.52
39035117400,117400,1.72
39035121100,121100,1.15
39035123602,123602,0.97
39035131102,131102,0.2
39035141000,141000,1.25
39035150100,150100,1.08
39031961800,961800,10.91
39035107000,107000,1.96
39061004500,004500,1.17
39061005701,005701,1.05
39061007800,007800,2.53
39061008501,008501,1.74
39049006933,006933,0.87
39049007044,007044,3.92
39005970200,970200,9.12
39141956200,956200,1.79
39035152202,152202,2.34
55087011400,011400,0.74
55087940000,940000,9.77
55089650102,650102,6.65
55003950300,950300,1.14
55079012200,012200,0.36
55079013600,013600,0.15
55079016000,016000,1.31
55079017300,017300,0.75
55029100700,100700,2.84
55071000200,000200,2.37
55073000900,000900,0.88
55079000102,000102,2.92
55079000301,000301,1.15
55079000501,000501,2.09
55079001400,001400,1.01
55079002900,002900,2.1
55079003900,003900,0.33
55079005400,005400,0.37
55079006700,006700,0.5
55079007900,007900,1.22
55079008000,008000,0.82
55079009500,009500,0.91
55079010600,010600,0.69
55007960200,960200,14.75
55089660201,660201,6.48
55097960400,960400,0.65
55101000100,000100,0.36
55101001003,001003,2.57
55101001706,001706,2.32
55103970200,970200,4.29
55105000300,000300,0.53
55105000600,000600,1.12
55117011400,011400,0.11
55123960600,960600,10.7
55127000400,000400,16.46
55131400103,400103,8.62
55131410100,410100,8.75
55131420300,420300,1.44
55131470100,470100,2.33
55105001700,001700,3.9
55111000700,000700,3.63
55117000202,000202,0.81
55033970500,970500,2.49
55035000501,000501,1.95
55035001101,001101,1.01
55039040900,040900,0.59
55043960800,960800,10.36
55045960600,960600,2.19
55133200400,200400,2.31
55133200901,200901,2.68
55133202302,202302,2.92
55133202902,202902,1.74
55133204200,204200,4.18
55139000400,000400,0.45
55139000700,000700,1.07
55067960700,960700,0.49
55069960900,960900,1.12
55079018700,018700,1.02
55079020000,020000,1.13
55055100300,100300,1.87
55059000500,000500,3.7
55059000602,000602,3.99
55059002100,002100,1.58
55063000500,000500,1.55
55079021300,021300,1.47
55079090100,090100,0.88
55079100400,100400,0.81
55079101700,101700,1.71
55079130200,130200,3.92
55079170500,170500,3.69
55079185600,185600,0.49
55079186600,186600,1.4
55079187300,187300,3.65
55085970101,970101,13.21
55087010200,010200,1.29
55009000500,000500,0.73
55009000800,000800,0.77
55009010202,010202,0.98
55009021100,021100,0.32
55013970400,970400,19.77
55015020303,020303,2.13
55015020700,020700,5.13
55025000202,000202,0.83
55025000205,000205,0.32
55025000504,000504,0.96
55025001605,001605,1.14
55025002301,002301,3.35
55025010701,010701,5.41
55025011504,011504,1.06
55027960100,960100,17.66
55139002602,002602,0.97
55141010300,010300,0.53
55117000500,000500,0.7
55089650200,650200,4.9
55089990000,990000,13.14
55095961100,961100,9.47
55097960300,960300,2.2
55097960900,960900,0.79
55099970100,970100,42.07
55101001002,001002,3.25
55101001301,001301,2.42
55101001705,001705,1.34
55101001802,001802,5.63
55105001800,001800,3.12
55127000501,000501,14.53
55115100300,100300,3.09
55117000201,000201,0.95
55117000400,000400,0.79
55117010200,010200,9.84
55117011000,011000,17.72
55119960600,960600,5.99
55121100700,100700,13.59
55127000901,000901,1.61
55131400102,400102,2.66
55131420103,420103,4.8
55133200700,200700,3.58
55133200902,200902,3.4
55133201402,201402,1.86
55133201404,201404,3.99
55133202103,202103,4.96
55133202600,202600,0.4
55133203306,203306,1.94
55105003001,003001,10.73
55109120100,120100,4.58
55109121000,121000,9.75
55025011301,011301,10.59
55031020600,020600,1.43
55035000700,000700,0.49
55059001100,001100,0.26
