"","GEOID","count_in_range_buprenorphine","count_in_range_methadone","count_in_range_naltrexone.vivitrol","type_count"
"4628","15761",6,0,5,"2"
"4629","15762",4,0,3,"2"
"4630","15764",2,0,1,"2"
"4631","15765",6,2,5,"3"
"4632","15767",2,0,1,"2"
"4633","15770",2,0,2,"2"
"4634","15771",2,0,1,"2"
"4635","15772",2,0,1,"2"
"4636","15773",2,0,2,"2"
"4637","15774",8,0,7,"2"
"4638","15775",2,0,2,"2"
"4639","15776",2,0,1,"2"
"4640","15777",2,0,4,"2"
"4641","15778",0,0,0,"0"
"4642","15779",2,2,1,"3"
"4643","15780",2,0,1,"2"
"4644","15781",2,0,1,"2"
"4645","15783",2,2,3,"3"
"4646","15784",2,0,1,"2"
"4647","15801",4,2,6,"3"
"4648","15821",0,0,0,"0"
"4649","15823",0,0,3,"1"
"4650","15824",0,0,3,"1"
"4651","15825",2,0,5,"2"
"4652","15827",0,0,1,"1"
"4653","15828",0,0,1,"1"
"4654","15829",2,0,2,"2"
"4655","15832",0,0,0,"0"
"4656","15834",0,0,0,"0"
"4657","15840",4,2,7,"3"
"4658","15841",0,0,1,"1"
"4659","15845",0,0,1,"1"
"4660","15846",0,0,1,"1"
"4661","15847",0,0,0,"0"
"4662","15848",0,0,3,"1"
"4663","15849",4,2,6,"3"
"4664","15851",2,0,5,"2"
"4665","15853",0,0,1,"1"
"4666","15856",4,2,6,"3"
"4667","15857",0,0,1,"1"
"4668","15860",0,0,1,"1"
"4669","15861",0,0,0,"0"
"4670","15863",2,0,4,"2"
"4671","15864",2,0,2,"2"
"4672","15865",2,0,4,"2"
"4673","15866",2,0,4,"2"
"4674","15868",0,0,1,"1"
"4675","15870",0,0,0,"0"
"4676","15901",2,2,7,"3"
"4677","15902",2,2,7,"3"
"4678","15904",4,2,8,"3"
"4679","15905",2,2,7,"3"
"4680","15906",2,2,7,"3"
"4681","15909",4,2,8,"3"
"4682","15920",8,2,9,"3"
"4683","15921",4,2,7,"3"
"4684","15922",6,0,8,"2"
"4685","15923",2,2,0,"2"
"4686","15924",2,2,3,"3"
"4687","15925",8,4,6,"3"
"4688","15926",0,0,0,"0"
"4689","15927",2,0,1,"2"
"4690","15928",2,2,11,"3"
"4691","15929",8,2,9,"3"
"4692","15930",2,2,6,"3"
"4693","15931",8,4,6,"3"
"4694","15934",4,2,8,"3"
"4695","15935",2,2,11,"3"
"4696","15936",2,2,11,"3"
"4697","15937",2,2,11,"3"
"4698","15938",12,6,14,"3"
"4699","15940",6,2,3,"3"
"4700","15942",4,2,7,"3"
"4701","15943",6,2,10,"3"
"4702","15944",2,2,1,"3"
"4703","15945",4,2,8,"3"
"4704","15946",8,4,9,"3"
"4705","15948",10,4,11,"3"
"4706","15949",2,2,0,"2"
"4707","15951",4,2,8,"3"
"4708","15952",4,2,8,"3"
"4709","15953",2,2,11,"3"
"4710","15954",8,4,11,"3"
"4711","15955",4,2,8,"3"
"4712","15956",4,2,8,"3"
"4713","15957",6,0,5,"2"
"4714","15958",4,2,8,"3"
"4715","15960",4,0,7,"2"
"4716","15961",6,2,7,"3"
"4717","15962",8,4,10,"3"
"4718","15963",2,2,7,"3"
"4719","16001",4,2,4,"3"
"4720","16002",4,2,4,"3"
"4721","16020",0,0,1,"1"
"4722","16022",0,0,0,"0"
"4723","16023",4,2,4,"3"
"4724","16024",12,4,14,"3"
"4725","16025",4,2,4,"3"
"4726","16027",6,4,6,"3"
"4727","16028",0,0,0,"0"
"4728","16029",4,2,4,"3"
"4729","16030",0,0,1,"1"
"4730","16033",14,4,15,"3"
"4731","16034",8,2,6,"3"
"4732","16035",4,4,5,"3"
"4733","16036",0,0,0,"0"
"4734","16037",12,6,16,"3"
"4735","16038",0,0,1,"1"
"4736","16040",0,0,0,"0"
"4737","16041",0,0,0,"0"
"4738","16045",4,2,4,"3"
"4739","16046",8,2,9,"3"
"4740","16048",0,0,0,"0"
"4741","16049",0,0,0,"0"
"4742","16050",0,0,0,"0"
"4743","16051",10,6,14,"3"
"4744","16052",8,4,9,"3"
"4745","16053",4,2,4,"3"
"4746","16054",2,0,1,"2"
"4747","16055",8,4,12,"3"
"4748","16056",4,2,4,"3"
"4749","16057",6,6,8,"3"
"4750","16059",14,4,17,"3"
"4751","16061",4,2,4,"3"
"4752","16063",12,4,17,"3"
"4753","16066",12,4,15,"3"
"4754","16101",4,4,9,"3"
"4755","16102",8,4,16,"3"
"4756","16105",6,8,11,"3"
"4757","16110",2,2,6,"3"
"4758","16111",2,2,5,"3"
"4759","16112",16,8,21,"3"
"4760","16113",2,6,2,"3"
"4761","16114",2,4,5,"3"
"4762","16115",14,4,17,"3"
"4763","16116",16,10,21,"3"
"4764","16117",6,4,12,"3"
"4765","16120",2,2,5,"3"
"4766","16121",16,12,24,"3"
"4767","16123",4,2,6,"3"
"4768","16124",0,2,0,"1"
"4769","16125",0,4,1,"2"
"4770","16127",0,2,1,"2"
"4771","16130",2,4,5,"3"
"4772","16131",2,2,6,"3"
"4773","16132",14,8,17,"3"
"4774","16133",0,2,1,"2"
"4775","16134",0,0,2,"1"
"4776","16136",8,6,15,"3"
"4777","16137",0,4,3,"2"
"4778","16140",16,10,21,"3"
"4779","16141",14,8,21,"3"
"4780","16142",2,6,6,"3"
"4781","16143",16,12,20,"3"
"4782","16145",0,2,1,"2"
"4783","16146",18,12,24,"3"
"4784","16148",12,12,18,"3"
"4785","16150",8,10,8,"3"
"4786","16151",2,4,5,"3"
"4787","16153",0,2,1,"2"
"4788","16154",2,6,2,"3"
"4789","16155",16,10,20,"3"
"4790","16156",2,6,6,"3"
"4791","16157",4,2,9,"3"
"4792","16159",10,12,12,"3"
"4793","16160",4,2,9,"3"
"4794","16161",16,12,24,"3"
"4795","16201",4,0,2,"2"
"4796","16210",4,0,2,"2"
"4797","16211",2,0,3,"2"
"4798","16212",4,0,2,"2"
"4799","16213",2,0,1,"2"
"4800","16214",2,0,2,"2"
"4801","16217",0,0,0,"0"
"4802","16218",4,0,2,"2"
"4803","16222",0,0,0,"0"
"4804","16223",4,0,2,"2"
"4805","16224",2,0,2,"2"
"4806","16226",4,2,3,"3"
"4807","16228",4,2,3,"3"
"4808","16229",4,2,8,"3"
"4809","16230",0,0,1,"1"
"4810","16232",2,0,1,"2"
"4811","16233",2,0,1,"2"
"4812","16235",2,0,1,"2"
"4813","16236",4,2,3,"3"
"4814","16238",4,2,3,"3"
"4815","16239",0,0,0,"0"
"4816","16240",0,0,1,"1"
"4817","16242",0,0,1,"1"
"4818","16244",4,0,3,"2"
"4819","16245",0,0,1,"1"
"4820","16246",2,0,3,"2"
"4821","16248",2,0,1,"2"
"4822","16249",4,0,2,"2"
"4823","16250",0,0,1,"1"
"4824","16253",0,0,0,"0"
"4825","16254",2,0,2,"2"
"4826","16255",2,0,2,"2"
"4827","16256",2,0,1,"2"
"4828","16258",2,0,2,"2"
"4829","16259",4,0,2,"2"
"4830","16260",0,0,0,"0"
"4831","16262",8,2,6,"3"
"4832","16263",4,0,2,"2"
"4833","16301",0,0,4,"1"
"4834","16311",2,2,8,"3"
"4835","16312",4,0,7,"2"
"4836","16313",0,0,3,"1"
"4837","16314",2,2,9,"3"
"4838","16316",2,2,6,"3"
"4839","16317",0,0,4,"1"
"4840","16319",2,0,5,"2"
"4841","16321",0,0,0,"0"
"4842","16322",0,0,0,"0"
"4843","16323",0,0,4,"1"
"4844","16326",2,0,1,"2"
"4845","16327",2,2,4,"3"
"4846","16328",0,0,0,"0"
"4847","16329",0,0,3,"1"
"4848","16331",2,0,5,"2"
"4849","16332",2,0,1,"2"
"4850","16333",0,0,0,"0"
"4851","16334",2,0,2,"2"
"4852","16335",2,2,5,"3"
"4853","16340",0,0,4,"1"
"4854","16341",0,0,0,"0"
"4855","16342",0,2,5,"2"
"4856","16343",0,0,4,"1"
"4857","16344",0,0,4,"1"
"4858","16345",4,0,7,"2"
"4859","16346",0,0,4,"1"
"4860","16347",0,0,3,"1"
"4861","16350",4,0,7,"2"
"4862","16351",0,0,0,"0"
"4863","16352",0,0,3,"1"
"4864","16353",0,0,0,"0"
"4865","16354",0,0,0,"0"
"4866","16360",2,2,4,"3"
"4867","16361",0,0,0,"0"
"4868","16362",0,0,4,"1"
"4869","16364",0,0,0,"0"
"4870","16365",4,0,7,"2"
"4871","16370",0,0,0,"0"
"4872","16371",0,0,3,"1"
"4873","16372",0,2,5,"2"
"4874","16373",0,0,0,"0"
"4875","16374",0,0,0,"0"
"4876","16401",0,0,1,"1"
"4877","16402",4,0,5,"2"
"4878","16403",2,2,4,"3"
"4879","16404",0,0,0,"0"
"4880","16405",0,0,1,"1"
"4881","16406",2,2,5,"3"
"4882","16407",0,0,1,"1"
"4883","16410",0,0,1,"1"
"4884","16411",0,0,2,"1"
"4885","16412",14,6,31,"3"
"4886","16415",12,4,27,"3"
"4887","16416",0,0,4,"1"
"4888","16417",0,0,3,"1"
"4889","16420",0,0,0,"0"
"4890","16421",12,4,26,"3"
"4891","16422",2,2,6,"3"
"4892","16423",6,4,21,"3"
"4893","16424",0,0,1,"1"
"4894","16426",12,4,27,"3"
"4895","16427",2,0,2,"2"
"4896","16428",12,4,24,"3"
"4897","16433",2,2,4,"3"
"4898","16434",0,0,1,"1"
"4899","16435",0,0,1,"1"
"4900","16436",0,0,1,"1"
"4901","16438",0,0,1,"1"
"4902","16440",2,2,4,"3"
"4903","16441",12,4,26,"3"
"4904","16442",12,4,25,"3"
"4905","16443",0,0,1,"1"
"4906","16444",0,0,0,"0"
"4907","16501",12,4,27,"3"
"4908","16502",12,4,27,"3"
"4909","16503",12,4,27,"3"
"4910","16504",12,4,27,"3"
"4911","16505",12,4,27,"3"
"4912","16506",12,4,27,"3"
"4913","16507",12,4,27,"3"
"4914","16508",12,4,27,"3"
"4915","16509",12,4,27,"3"
"4916","16510",12,4,27,"3"
"4917","16511",12,4,27,"3"
"4918","16546",12,4,27,"3"
"4919","16563",12,4,26,"3"
"4920","16601",8,4,10,"3"
"4921","16602",8,4,10,"3"
"4922","16611",2,0,4,"2"
"4923","16613",10,4,11,"3"
"4924","16616",0,0,0,"0"
"4925","16617",8,4,10,"3"
"4926","16619",4,2,7,"3"
"4927","16620",6,2,4,"3"
"4928","16621",0,0,0,"0"
"4929","16622",2,0,1,"2"
"4930","16623",0,0,0,"0"
"4931","16624",6,2,8,"3"
"4932","16625",4,2,3,"3"
"4933","16627",0,0,0,"0"
"4934","16630",10,4,11,"3"
"4935","16631",4,2,3,"3"
"4936","16633",0,0,0,"0"
"4937","16634",0,0,0,"0"
"4938","16635",10,4,11,"3"
"4939","16636",4,2,7,"3"
"4940","16637",8,4,10,"3"
"4941","16638",2,0,1,"2"
"4942","16639",2,2,4,"3"
"4943","16640",0,0,0,"0"
"4944","16641",10,4,11,"3"
"4945","16645",0,0,0,"0"
"4946","16646",2,0,1,"2"
"4947","16647",2,0,1,"2"
"4948","16648",8,4,12,"3"
"4949","16650",0,0,0,"0"
"4950","16651",6,2,4,"3"
"4951","16652",2,0,1,"2"
"4952","16655",0,0,0,"0"
"4953","16656",0,0,0,"0"
"4954","16657",0,0,0,"0"
"4955","16659",0,0,0,"0"
"4956","16661",6,2,4,"3"
"4957","16662",6,2,8,"3"
"4958","16664",0,0,0,"0"
"4959","16665",8,4,10,"3"
"4960","16666",2,0,1,"2"
"4961","16667",4,2,2,"3"
"4962","16668",6,2,8,"3"
"4963","16669",0,0,0,"0"
"4964","16670",4,2,3,"3"
"4965","16671",2,0,1,"2"
"4966","16672",0,0,0,"0"
"4967","16673",8,4,10,"3"
"4968","16674",0,0,0,"0"
"4969","16677",2,0,1,"2"
"4970","16678",0,0,0,"0"
"4971","16679",0,0,0,"0"
"4972","16680",2,0,1,"2"
"4973","16682",8,4,10,"3"
"4974","16683",2,0,7,"2"
"4975","16685",0,0,0,"0"
"4976","16686",10,4,14,"3"
"4977","16689",0,0,0,"0"
"4978","16691",0,0,0,"0"
"4979","16692",0,0,0,"0"
"4980","16693",0,0,3,"1"
"4981","16694",0,0,0,"0"
"4982","16695",4,2,3,"3"
"4983","16699",10,4,11,"3"
"4984","16701",6,0,4,"2"
"4985","16720",0,0,0,"0"
"4986","16724",0,0,0,"0"
"4987","16725",6,0,4,"2"
"4988","16726",0,0,1,"1"
"4989","16727",4,0,3,"2"
"4990","16728",0,0,0,"0"
"4991","16729",4,0,3,"2"
"4992","16730",0,0,0,"0"
"4993","16731",4,0,2,"2"
"4994","16732",0,0,1,"1"
"4995","16733",0,0,0,"0"
"4996","16734",0,0,0,"0"
"4997","16735",0,0,0,"0"
"4998","16738",0,0,1,"1"
"4999","16740",0,0,0,"0"
"5000","16743",0,0,0,"0"
"5001","16744",0,0,1,"1"
"5002","16745",0,0,1,"1"
"5003","16746",0,0,0,"0"
"5004","16748",4,0,2,"2"
"5005","16749",0,0,1,"1"
"5006","16750",0,0,0,"0"
"5007","16801",2,2,5,"3"
"5008","16802",2,2,5,"3"
"5009","16803",2,2,5,"3"
"5010","16820",0,0,0,"0"
"5011","16821",6,2,4,"3"
"5012","16822",0,0,2,"1"
"5013","16823",2,2,4,"3"
"5014","16825",6,2,4,"3"
"5015","16826",2,0,2,"2"
"5016","16827",2,2,5,"3"
"5017","16828",2,2,2,"3"
"5018","16829",2,0,0,"1"
"5019","16830",6,2,7,"3"
"5020","16832",0,0,0,"0"
"5021","16833",4,2,3,"3"
"5022","16834",6,2,4,"3"
"5023","16835",2,2,4,"3"
"5024","16836",4,2,3,"3"
"5025","16837",4,2,3,"3"
"5026","16838",4,2,6,"3"
"5027","16839",6,2,4,"3"
"5028","16840",6,2,4,"3"
"5029","16841",2,0,2,"2"
"5030","16843",6,2,4,"3"
"5031","16844",2,0,3,"2"
"5032","16845",0,0,0,"0"
"5033","16847",6,2,4,"3"
"5034","16848",2,0,2,"2"
"5035","16849",6,2,4,"3"
"5036","16851",2,2,5,"3"
"5037","16852",0,0,0,"0"
"5038","16853",2,2,4,"3"
"5039","16854",0,0,0,"0"
"5040","16855",6,2,4,"3"
"5041","16858",6,2,4,"3"
"5042","16859",2,0,0,"1"
"5043","16860",6,2,4,"3"
"5044","16861",4,2,3,"3"
"5045","16863",4,2,3,"3"
"5046","16865",0,2,5,"2"
"5047","16866",6,2,7,"3"
"5048","16868",2,2,5,"3"
"5049","16870",4,2,6,"3"
"5050","16871",0,0,0,"0"
"5051","16872",0,0,0,"0"
"5052","16874",2,0,0,"1"
"5053","16875",2,0,0,"1"
"5054","16876",6,2,4,"3"
"5055","16877",0,0,4,"1"
"5056","16878",6,2,4,"3"
"5057","16879",6,2,4,"3"
"5058","16881",6,2,4,"3"
"5059","16882",0,0,0,"0"
"5060","16901",2,0,1,"2"
"5061","16911",0,0,0,"0"
"5062","16912",0,0,0,"0"
"5063","16914",2,0,1,"2"
"5064","16915",0,0,0,"0"
"5065","16917",2,0,1,"2"
"5066","16920",0,0,0,"0"
"5067","16921",2,0,1,"2"
"5068","16922",0,0,0,"0"
"5069","16923",2,0,1,"2"
"5070","16925",4,0,3,"2"
"5071","16926",0,0,0,"0"
"5072","16927",0,0,0,"0"
"5073","16928",0,0,0,"0"
"5074","16929",0,0,0,"0"
"5075","16930",0,0,1,"1"
"5076","16932",0,0,0,"0"
"5077","16933",2,0,1,"2"
"5078","16935",2,0,1,"2"
"5079","16936",2,0,2,"2"
"5080","16937",0,0,0,"0"
"5081","16938",2,0,1,"2"
"5082","16939",0,0,0,"0"
"5083","16940",0,0,0,"0"
"5084","16941",0,0,0,"0"
"5085","16942",0,0,0,"0"
"5086","16943",0,0,0,"0"
"5087","16946",2,0,1,"2"
"5088","16947",2,0,1,"2"
"5089","16948",0,0,0,"0"
"5090","16950",0,0,0,"0"
"5091","17002",2,0,3,"2"
"5092","17003",2,2,9,"3"
"5093","17004",0,0,3,"1"
"5094","17005",0,0,1,"1"
"5095","17006",0,0,0,"0"
"5096","17007",4,4,4,"3"
"5097","17009",0,0,3,"1"
"5098","17010",10,8,24,"3"
"5099","17011",8,8,14,"3"
"5100","17013",4,6,9,"3"
"5101","17015",4,6,9,"3"
"5102","17016",2,2,17,"3"
"5103","17017",0,0,1,"1"
"5104","17018",6,6,12,"3"
"5105","17019",6,6,7,"3"
"5106","17020",4,4,7,"3"
"5107","17021",0,0,0,"0"
"5108","17022",8,6,18,"3"
"5109","17023",0,0,1,"1"
"5110","17024",0,0,0,"0"
"5111","17025",8,8,14,"3"
"5112","17026",2,2,9,"3"
"5113","17027",8,8,13,"3"
"5114","17028",6,6,14,"3"
"5115","17029",0,0,1,"1"
"5116","17030",0,0,1,"1"
"5117","17032",0,0,1,"1"
"5118","17033",10,8,24,"3"
"5119","17034",10,8,16,"3"
"5120","17035",0,0,0,"0"
"5121","17036",12,10,24,"3"
"5122","17037",0,0,0,"0"
"5123","17038",2,2,9,"3"
"5124","17039",6,2,20,"3"
"5125","17040",0,0,0,"0"
"5126","17041",4,2,11,"3"
"5127","17042",2,2,14,"3"
"5128","17043",10,8,16,"3"
"5129","17044",0,0,3,"1"
"5130","17045",0,0,0,"0"
"5131","17046",2,2,9,"3"
"5132","17047",0,0,0,"0"
"5133","17048",0,0,1,"1"
"5134","17049",2,0,1,"2"
"5135","17050",8,8,14,"3"
"5136","17051",0,0,3,"1"
"5137","17052",2,0,1,"2"
"5138","17053",8,8,12,"3"
"5139","17055",8,8,14,"3"
"5140","17056",0,0,1,"1"
"5141","17057",10,8,16,"3"
"5142","17058",0,0,1,"1"
"5143","17059",0,0,1,"1"
"5144","17060",2,0,3,"2"
"5145","17061",0,0,1,"1"
"5146","17062",0,0,0,"0"
"5147","17063",0,0,3,"1"
"5148","17064",4,2,19,"3"
"5149","17065",2,2,1,"3"
"5150","17066",2,0,1,"2"
"5151","17067",6,2,14,"3"
"5152","17068",0,0,0,"0"
"5153","17069",2,2,6,"3"
"5154","17070",10,8,20,"3"
"5155","17071",0,0,0,"0"
"5156","17072",8,8,13,"3"
"5157","17073",6,2,13,"3"
"5158","17074",0,0,0,"0"
"5159","17075",2,0,1,"2"
"5160","17076",0,0,1,"1"
"5161","17077",4,4,15,"3"
"5162","17078",8,4,16,"3"
"5163","17080",0,0,1,"1"
"5164","17081",2,4,5,"3"
"5165","17082",0,0,1,"1"
"5166","17083",4,2,19,"3"
"5167","17084",0,0,3,"1"
"5168","17086",0,0,0,"0"
"5169","17087",8,4,13,"3"
"5170","17088",6,2,21,"3"
"5171","17090",4,4,5,"3"
"5172","17093",8,8,14,"3"
"5173","17094",0,0,0,"0"
"5174","17097",0,0,1,"1"
"5175","17098",0,0,1,"1"
"5176","17099",0,0,3,"1"
"5177","17101",10,8,15,"3"
"5178","17102",10,8,15,"3"
"5179","17103",10,8,15,"3"
"5180","17104",10,8,16,"3"
"5181","17109",10,8,16,"3"
"5182","17110",8,8,13,"3"
"5183","17111",10,8,15,"3"
"5184","17112",8,8,14,"3"
"5185","17113",10,8,15,"3"
"5186","17120",10,8,15,"3"
"5187","17201",0,0,6,"1"
"5188","17202",0,0,6,"1"
"5189","17210",0,0,0,"0"
"5190","17211",0,0,1,"1"
"5191","17212",0,0,0,"0"
"5192","17213",0,0,0,"0"
"5193","17214",4,0,12,"2"
"5194","17215",0,0,0,"0"
"5195","17217",0,0,0,"0"
"5196","17219",0,0,0,"0"
"5197","17220",0,0,0,"0"
"5198","17221",0,0,0,"0"
"5199","17222",2,0,8,"2"
"5200","17223",0,0,0,"0"
"5201","17224",0,0,3,"1"
"5202","17225",6,4,19,"3"
"5203","17228",0,0,0,"0"
"5204","17229",0,0,0,"0"
"5205","17233",0,0,1,"1"
"5206","17235",6,4,20,"3"
"5207","17236",0,0,1,"1"
"5208","17237",0,0,8,"1"
"5209","17238",0,0,0,"0"
"5210","17239",0,0,0,"0"
"5211","17240",0,0,2,"1"
"5212","17241",0,0,2,"1"
"5213","17243",0,0,0,"0"
"5214","17244",0,0,3,"1"
"5215","17246",0,0,3,"1"
"5216","17247",6,4,20,"3"
"5217","17249",0,0,0,"0"
"5218","17250",8,4,21,"3"
"5219","17251",0,0,3,"1"
"5220","17252",0,0,3,"1"
"5221","17253",0,0,0,"0"
"5222","17254",0,0,6,"1"
"5223","17255",0,0,0,"0"
"5224","17256",6,4,19,"3"
"5225","17257",0,0,4,"1"
"5226","17260",0,0,0,"0"
"5227","17261",0,0,5,"1"
"5228","17262",0,0,0,"0"
"5229","17263",6,4,19,"3"
"5230","17264",0,0,0,"0"
"5231","17265",0,0,2,"1"
"5232","17266",0,0,4,"1"
"5233","17267",0,0,0,"0"
"5234","17268",8,4,23,"3"
"5235","17270",0,0,5,"1"
"5236","17271",0,0,0,"0"
"5237","17272",6,4,21,"3"
"5238","17301",14,4,18,"3"
"5239","17302",0,0,0,"0"
"5240","17304",2,0,3,"2"
"5241","17306",2,0,3,"2"
"5242","17307",2,0,2,"2"
"5243","17309",6,2,8,"3"
"5244","17311",8,2,15,"3"
"5245","17313",6,2,11,"3"
"5246","17314",2,0,6,"2"
"5247","17315",8,4,10,"3"
"5248","17316",6,2,12,"3"
"5249","17317",8,4,19,"3"
"5250","17318",10,6,17,"3"
"5251","17319",12,8,17,"3"
"5252","17320",4,0,10,"2"
"5253","17321",0,0,0,"0"
"5254","17322",6,2,3,"3"
"5255","17324",2,0,3,"2"
"5256","17325",10,2,11,"3"
"5257","17327",6,2,9,"3"
"5258","17329",6,2,6,"3"
"5259","17331",8,2,14,"3"
"5260","17339",14,10,22,"3"
"5261","17340",10,2,11,"3"
"5262","17343",4,0,7,"2"
"5263","17344",8,2,9,"3"
"5264","17345",8,2,9,"3"
"5265","17347",6,2,11,"3"
"5266","17349",6,2,9,"3"
"5267","17350",8,2,10,"3"
"5268","17352",0,0,0,"0"
"5269","17353",2,0,4,"2"
"5270","17355",6,2,10,"3"
"5271","17356",6,2,12,"3"
"5272","17360",6,2,10,"3"
"5273","17361",6,2,11,"3"
"5274","17362",12,4,16,"3"
"5275","17363",2,0,3,"2"
"5276","17364",12,4,16,"3"
"5277","17365",4,4,11,"3"
"5278","17366",6,2,12,"3"
"5279","17368",8,4,18,"3"
"5280","17370",12,8,17,"3"
"5281","17371",12,4,16,"3"
"5282","17372",10,6,12,"3"
"5283","17401",12,4,18,"3"
"5284","17402",6,2,13,"3"
"5285","17403",6,2,12,"3"
"5286","17404",12,4,18,"3"
"5287","17406",6,2,12,"3"
"5288","17407",6,2,10,"3"
"5289","17408",12,4,16,"3"
"5290","17501",14,4,23,"3"
"5291","17502",4,2,5,"3"
"5292","17505",8,2,19,"3"
"5293","17507",10,2,17,"3"
"5294","17508",14,4,23,"3"
"5295","17509",2,2,4,"3"
"5296","17512",16,4,23,"3"
"5297","17516",8,2,11,"3"
"5298","17517",10,2,16,"3"
"5299","17518",0,0,0,"0"
"5300","17519",6,4,15,"3"
"5301","17520",10,2,22,"3"
"5302","17522",20,6,34,"3"
"5303","17527",2,2,5,"3"
"5304","17529",10,4,21,"3"
"5305","17532",0,0,0,"0"
"5306","17535",10,4,22,"3"
"5307","17536",0,0,0,"0"
"5308","17538",10,2,22,"3"
"5309","17540",8,2,17,"3"
"5310","17543",10,4,26,"3"
"5311","17545",12,4,28,"3"
"5312","17547",8,4,14,"3"
"5313","17550",8,4,15,"3"
"5314","17551",8,2,14,"3"
"5315","17552",14,4,17,"3"
"5316","17554",16,4,30,"3"
"5317","17555",2,2,12,"3"
"5318","17557",6,0,11,"2"
"5319","17560",8,2,9,"3"
"5320","17562",10,4,14,"3"
"5321","17563",0,0,0,"0"
"5322","17565",8,2,10,"3"
"5323","17566",6,0,3,"2"
"5324","17569",10,2,18,"3"
"5325","17570",12,4,16,"3"
"5326","17572",8,2,17,"3"
"5327","17576",8,2,19,"3"
"5328","17578",10,2,18,"3"
"5329","17579",8,2,10,"3"
"5330","17581",10,2,18,"3"
"5331","17582",14,4,16,"3"
"5332","17584",8,2,11,"3"
"5333","17601",10,2,22,"3"
"5334","17602",8,2,19,"3"
"5335","17603",8,2,20,"3"
"5336","17606",12,4,28,"3"
"5337","17701",2,2,11,"3"
"5338","17702",2,2,11,"3"
"5339","17721",2,2,8,"3"
"5340","17723",0,0,0,"0"
"5341","17724",0,0,0,"0"
"5342","17727",0,0,0,"0"
"5343","17728",2,2,7,"3"
"5344","17729",0,0,0,"0"
"5345","17730",6,4,12,"3"
"5346","17731",0,0,2,"1"
"5347","17737",6,4,9,"3"
"5348","17739",0,0,0,"0"
"5349","17740",2,2,9,"3"
"5350","17742",0,0,4,"1"
"5351","17744",2,2,9,"3"
"5352","17745",0,0,2,"1"
"5353","17747",0,0,2,"1"
"5354","17748",2,2,8,"3"
"5355","17749",4,2,6,"3"
"5356","17750",0,0,2,"1"
"5357","17751",2,0,2,"2"
"5358","17752",6,4,13,"3"
"5359","17754",2,2,9,"3"
"5360","17756",6,4,13,"3"
"5361","17758",0,0,3,"1"
"5362","17760",0,0,0,"0"
"5363","17762",6,4,9,"3"
"5364","17763",0,0,1,"1"
"5365","17764",0,0,0,"0"
"5366","17765",0,0,0,"0"
"5367","17767",2,0,2,"2"
"5368","17768",0,0,0,"0"
"5369","17771",2,2,7,"3"
"5370","17772",4,2,7,"3"
"5371","17774",0,0,4,"1"
"5372","17776",0,0,0,"0"
"5373","17777",4,2,6,"3"
"5374","17778",0,0,0,"0"
"5375","17779",0,0,2,"1"
"5376","17801",4,0,4,"2"
"5377","17810",6,4,10,"3"
"5378","17812",2,0,1,"2"
"5379","17813",2,0,1,"2"
"5380","17814",2,0,4,"2"
"5381","17815",0,0,2,"1"
"5382","17820",2,0,3,"2"
"5383","17821",6,2,6,"3"
"5384","17822",6,2,4,"3"
"5385","17823",0,0,1,"1"
"5386","17824",2,0,3,"2"
"5387","17827",0,0,0,"0"
"5388","17829",0,0,2,"1"
"5389","17830",0,0,1,"1"
"5390","17832",4,0,4,"2"
"5391","17834",4,0,4,"2"
"5392","17835",2,0,3,"2"
"5393","17836",2,0,2,"2"
"5394","17837",4,2,4,"3"
"5395","17840",8,0,9,"2"
"5396","17841",2,0,2,"2"
"5397","17842",2,0,1,"2"
"5398","17844",2,0,2,"2"
"5399","17845",2,0,3,"2"
"5400","17846",0,0,3,"1"
"5401","17847",4,2,6,"3"
"5402","17850",4,2,5,"3"
"5403","17851",4,0,5,"2"
"5404","17853",0,0,0,"0"
"5405","17855",2,0,2,"2"
"5406","17856",4,2,4,"3"
"5407","17857",2,0,2,"2"
"5408","17859",0,0,2,"1"
"5409","17860",2,0,2,"2"
"5410","17861",2,0,1,"2"
"5411","17862",2,0,3,"2"
"5412","17864",0,0,0,"0"
"5413","17865",4,2,5,"3"
"5414","17866",4,0,3,"2"
"5415","17867",0,0,0,"0"
"5416","17868",6,2,4,"3"
"5417","17870",2,0,2,"2"
"5418","17872",4,0,3,"2"
"5419","17876",4,0,4,"2"
"5420","17878",0,0,3,"1"
"5421","17880",0,0,2,"1"
"5422","17881",2,0,3,"2"
"5423","17884",4,2,5,"3"
"5424","17885",0,0,0,"0"
"5425","17886",4,2,5,"3"
"5426","17887",6,4,11,"3"
"5427","17888",4,0,4,"2"
"5428","17889",2,0,2,"2"
"5429","17901",6,0,7,"2"
"5430","17920",4,0,5,"2"
"5431","17921",8,0,9,"2"
"5432","17922",4,0,6,"2"
"5433","17923",4,0,6,"2"
"5434","17925",4,0,6,"2"
"5435","17929",4,0,7,"2"
"5436","17930",4,0,6,"2"
"5437","17931",8,0,7,"2"
"5438","17933",4,0,7,"2"
"5439","17934",8,0,7,"2"
"5440","17935",8,0,9,"2"
"5441","17936",8,0,9,"2"
"5442","17938",2,0,2,"2"
"5443","17941",0,0,1,"1"
"5444","17943",8,0,9,"2"
"5445","17944",6,0,7,"2"
"5446","17945",8,0,9,"2"
"5447","17946",6,0,7,"2"
