"","GEOID","count_in_range_buprenorphine","count_in_range_methadone","count_in_range_naltrexone.vivitrol","type_count"
"12420","38864",0,0,0,"0"
"12421","38865",4,0,2,"2"
"12422","38866",2,0,1,"2"
"12423","38868",2,0,1,"2"
"12424","38869",2,0,1,"2"
"12425","38870",0,0,0,"0"
"12426","38871",4,0,3,"2"
"12427","38873",0,0,0,"0"
"12428","38876",0,0,0,"0"
"12429","38878",0,0,0,"0"
"12430","38879",2,0,1,"2"
"12431","38901",0,0,0,"0"
"12432","38913",4,0,3,"2"
"12433","38914",0,0,0,"0"
"12434","38915",0,0,0,"0"
"12435","38916",0,0,0,"0"
"12436","38917",0,0,1,"1"
"12437","38920",0,0,0,"0"
"12438","38921",0,0,0,"0"
"12439","38922",0,0,0,"0"
"12440","38923",0,0,0,"0"
"12441","38924",0,0,1,"1"
"12442","38925",0,0,0,"0"
"12443","38927",0,0,0,"0"
"12444","38928",0,0,0,"0"
"12445","38929",0,0,0,"0"
"12446","38930",0,0,1,"1"
"12447","38940",0,0,0,"0"
"12448","38941",0,0,1,"1"
"12449","38943",0,0,1,"1"
"12450","38944",0,0,0,"0"
"12451","38945",0,0,1,"1"
"12452","38946",0,0,0,"0"
"12453","38947",0,0,1,"1"
"12454","38948",0,0,0,"0"
"12455","38949",0,0,0,"0"
"12456","38950",0,0,0,"0"
"12457","38951",0,0,0,"0"
"12458","38952",0,0,1,"1"
"12459","38953",0,0,0,"0"
"12460","38954",0,0,1,"1"
"12461","38957",0,0,0,"0"
"12462","38958",0,0,0,"0"
"12463","38961",0,0,0,"0"
"12464","38962",0,0,0,"0"
"12465","38963",2,0,0,"1"
"12466","38964",0,0,0,"0"
"12467","38965",4,0,3,"2"
"12468","38966",0,0,0,"0"
"12469","38967",0,0,0,"0"
"12470","39038",0,0,0,"0"
"12471","39039",0,0,0,"0"
"12472","39040",0,0,0,"0"
"12473","39041",4,0,1,"2"
"12474","39042",10,4,6,"3"
"12475","39044",0,0,0,"0"
"12476","39045",0,0,0,"0"
"12477","39046",0,0,1,"1"
"12478","39047",8,4,7,"3"
"12479","39051",0,0,0,"0"
"12480","39054",0,0,0,"0"
"12481","39056",10,4,6,"3"
"12482","39057",0,0,0,"0"
"12483","39059",2,0,1,"2"
"12484","39061",0,0,0,"0"
"12485","39062",0,0,0,"0"
"12486","39063",0,0,0,"0"
"12487","39066",0,0,0,"0"
"12488","39067",0,0,0,"0"
"12489","39069",0,0,0,"0"
"12490","39071",8,4,5,"3"
"12491","39073",10,4,6,"3"
"12492","39074",0,0,0,"0"
"12493","39078",0,0,1,"1"
"12494","39079",0,0,0,"0"
"12495","39082",0,0,0,"0"
"12496","39083",0,0,1,"1"
"12497","39086",0,0,0,"0"
"12498","39088",0,0,0,"0"
"12499","39090",0,0,0,"0"
"12500","39092",0,0,0,"0"
"12501","39094",0,0,0,"0"
"12502","39095",0,0,0,"0"
"12503","39096",0,0,0,"0"
"12504","39097",0,0,0,"0"
"12505","39108",0,0,0,"0"
"12506","39110",8,4,6,"3"
"12507","39111",0,0,0,"0"
"12508","39113",0,0,0,"0"
"12509","39114",0,0,0,"0"
"12510","39115",0,0,0,"0"
"12511","39116",0,0,0,"0"
"12512","39117",0,0,1,"1"
"12513","39119",0,0,0,"0"
"12514","39120",0,0,0,"0"
"12515","39140",0,0,0,"0"
"12516","39144",0,0,0,"0"
"12517","39145",0,0,1,"1"
"12518","39146",0,0,0,"0"
"12519","39149",0,0,0,"0"
"12520","39150",0,0,0,"0"
"12521","39152",0,0,0,"0"
"12522","39153",0,0,0,"0"
"12523","39154",6,0,1,"2"
"12524","39156",0,0,0,"0"
"12525","39157",10,4,6,"3"
"12526","39159",0,0,0,"0"
"12527","39160",0,0,0,"0"
"12528","39162",0,0,0,"0"
"12529","39166",0,0,0,"0"
"12530","39167",6,4,4,"3"
"12531","39168",0,0,0,"0"
"12532","39169",0,0,0,"0"
"12533","39170",2,0,0,"1"
"12534","39174",10,4,7,"3"
"12535","39175",0,0,0,"0"
"12536","39176",0,0,0,"0"
"12537","39177",0,0,0,"0"
"12538","39179",0,0,0,"0"
"12539","39180",0,0,0,"0"
"12540","39183",0,0,0,"0"
"12541","39189",0,0,0,"0"
"12542","39191",0,0,1,"1"
"12543","39192",0,0,0,"0"
"12544","39193",10,4,6,"3"
"12545","39194",0,0,0,"0"
"12546","39201",10,4,7,"3"
"12547","39202",10,4,7,"3"
"12548","39203",10,4,7,"3"
"12549","39204",10,4,7,"3"
"12550","39206",10,4,7,"3"
"12551","39208",10,4,7,"3"
"12552","39209",10,4,7,"3"
"12553","39211",10,4,7,"3"
"12554","39212",10,4,7,"3"
"12555","39213",10,4,7,"3"
"12556","39216",10,4,7,"3"
"12557","39217",10,4,7,"3"
"12558","39218",10,4,7,"3"
"12559","39232",10,4,7,"3"
"12560","39269",10,4,7,"3"
"12561","39272",10,4,7,"3"
"12562","39301",2,2,2,"3"
"12563","39305",2,2,2,"3"
"12564","39307",2,2,2,"3"
"12565","39309",0,0,1,"1"
"12566","39320",0,0,2,"1"
"12567","39322",0,0,0,"0"
"12568","39323",2,2,1,"3"
"12569","39325",0,0,1,"1"
"12570","39326",0,0,1,"1"
"12571","39327",0,0,0,"0"
"12572","39328",0,0,0,"0"
"12573","39330",2,2,1,"3"
"12574","39332",0,0,1,"1"
"12575","39335",2,2,1,"3"
"12576","39336",0,0,0,"0"
"12577","39337",0,0,0,"0"
"12578","39338",0,0,0,"0"
"12579","39339",0,0,0,"0"
"12580","39341",0,0,0,"0"
"12581","39342",2,2,2,"3"
"12582","39345",0,0,0,"0"
"12583","39346",0,0,0,"0"
"12584","39347",0,0,0,"0"
"12585","39348",0,0,0,"0"
"12586","39350",0,0,0,"0"
"12587","39352",2,2,0,"2"
"12588","39354",0,0,0,"0"
"12589","39355",0,0,0,"0"
"12590","39356",0,0,0,"0"
"12591","39358",0,0,0,"0"
"12592","39359",0,0,0,"0"
"12593","39360",0,0,0,"0"
"12594","39361",0,0,0,"0"
"12595","39362",0,0,0,"0"
"12596","39363",0,0,0,"0"
"12597","39364",2,2,2,"3"
"12598","39365",0,0,0,"0"
"12599","39366",0,0,0,"0"
"12600","39367",0,0,0,"0"
"12601","39401",2,0,4,"2"
"12602","39402",2,0,3,"2"
"12603","39406",2,0,4,"2"
"12604","39421",0,0,0,"0"
"12605","39422",0,0,0,"0"
"12606","39423",0,0,0,"0"
"12607","39425",0,0,0,"0"
"12608","39426",0,0,0,"0"
"12609","39427",0,0,0,"0"
"12610","39428",0,0,0,"0"
"12611","39429",0,0,0,"0"
"12612","39437",0,0,1,"1"
"12613","39439",0,0,0,"0"
"12614","39440",0,0,1,"1"
"12615","39443",0,0,1,"1"
"12616","39451",0,0,0,"0"
"12617","39452",0,0,0,"0"
"12618","39455",0,0,0,"0"
"12619","39456",0,0,0,"0"
"12620","39459",2,0,2,"2"
"12621","39461",0,0,0,"0"
"12622","39462",0,0,0,"0"
"12623","39464",0,0,0,"0"
"12624","39465",2,0,4,"2"
"12625","39466",2,0,4,"2"
"12626","39470",0,0,0,"0"
"12627","39474",0,0,0,"0"
"12628","39475",2,0,3,"2"
"12629","39476",0,0,0,"0"
"12630","39477",0,0,0,"0"
"12631","39478",0,0,0,"0"
"12632","39479",0,0,0,"0"
"12633","39480",0,0,0,"0"
"12634","39481",0,0,0,"0"
"12635","39482",0,0,2,"1"
"12636","39483",0,0,0,"0"
"12637","39501",4,2,5,"3"
"12638","39503",4,2,5,"3"
"12639","39507",4,2,6,"3"
"12640","39520",0,0,0,"0"
"12641","39525",0,0,2,"1"
"12642","39530",4,2,6,"3"
"12643","39531",4,2,6,"3"
"12644","39532",4,2,6,"3"
"12645","39534",4,2,6,"3"
"12646","39540",4,2,6,"3"
"12647","39553",2,2,3,"3"
"12648","39556",0,0,0,"0"
"12649","39560",4,2,5,"3"
"12650","39561",0,0,2,"1"
"12651","39562",2,2,1,"3"
"12652","39563",2,2,2,"3"
"12653","39564",6,2,4,"3"
"12654","39565",0,0,2,"1"
"12655","39567",2,2,2,"3"
"12656","39571",0,0,3,"1"
"12657","39572",2,0,4,"2"
"12658","39573",0,0,0,"0"
"12659","39574",0,0,3,"1"
"12660","39576",0,0,0,"0"
"12661","39577",0,0,0,"0"
"12662","39581",2,2,2,"3"
"12663","39601",2,0,1,"2"
"12664","39629",2,0,0,"1"
"12665","39630",0,0,0,"0"
"12666","39631",0,0,0,"0"
"12667","39633",0,0,0,"0"
"12668","39635",2,0,0,"1"
"12669","39638",0,0,0,"0"
"12670","39641",0,0,0,"0"
"12671","39643",0,0,0,"0"
"12672","39645",0,0,0,"0"
"12673","39647",0,0,0,"0"
"12674","39648",2,0,0,"1"
"12675","39652",2,0,0,"1"
"12676","39653",0,0,0,"0"
"12677","39654",0,0,0,"0"
"12678","39656",0,0,0,"0"
"12679","39657",2,0,0,"1"
"12680","39661",0,0,0,"0"
"12681","39662",0,0,0,"0"
"12682","39663",0,0,0,"0"
"12683","39664",2,0,0,"1"
"12684","39665",0,0,0,"0"
"12685","39666",2,0,0,"1"
"12686","39667",0,0,0,"0"
"12687","39668",0,0,0,"0"
"12688","39669",0,0,0,"0"
"12689","39701",4,0,2,"2"
"12690","39702",4,0,2,"2"
"12691","39705",4,0,2,"2"
"12692","39730",0,0,0,"0"
"12693","39735",0,0,0,"0"
"12694","39736",2,0,1,"2"
"12695","39737",0,0,0,"0"
"12696","39739",0,0,0,"0"
"12697","39740",0,0,0,"0"
"12698","39741",0,0,0,"0"
"12699","39743",0,0,0,"0"
"12700","39744",0,0,0,"0"
"12701","39745",0,0,0,"0"
"12702","39746",0,0,0,"0"
"12703","39747",0,0,0,"0"
"12704","39750",0,0,0,"0"
"12705","39751",0,0,0,"0"
"12706","39752",0,0,0,"0"
"12707","39755",0,0,0,"0"
"12708","39756",0,0,0,"0"
"12709","39759",0,0,0,"0"
"12710","39760",2,0,1,"2"
"12711","39762",0,0,0,"0"
"12712","39766",4,0,2,"2"
"12713","39767",0,0,0,"0"
"12714","39769",0,0,0,"0"
"12715","39771",0,0,0,"0"
"12716","39772",0,0,0,"0"
"12717","39773",0,0,0,"0"
"12718","39776",0,0,0,"0"
"12719","39813",0,0,0,"0"
"12720","39815",0,2,0,"1"
"12721","39817",0,2,0,"1"
"12722","39819",0,2,0,"1"
"12723","39823",0,0,0,"0"
"12724","39824",0,0,0,"0"
"12725","39825",0,2,0,"1"
"12726","39826",0,0,0,"0"
"12727","39827",0,0,2,"1"
"12728","39828",0,0,2,"1"
"12729","39834",0,2,0,"1"
"12730","39836",0,0,0,"0"
"12731","39837",0,0,0,"0"
"12732","39840",0,0,0,"0"
"12733","39841",0,0,0,"0"
"12734","39842",2,2,0,"2"
"12735","39845",0,0,0,"0"
"12736","39846",0,0,0,"0"
"12737","39851",0,0,0,"0"
"12738","39854",0,0,0,"0"
"12739","39859",0,2,0,"1"
"12740","39861",0,0,0,"0"
"12741","39862",0,0,0,"0"
"12742","39866",0,0,0,"0"
"12743","39867",0,0,0,"0"
"12744","39870",0,0,0,"0"
"12745","39877",0,0,0,"0"
"12746","39885",2,2,1,"3"
"12747","39886",0,0,0,"0"
"12748","39897",0,2,2,"2"
"12749","40003",6,4,5,"3"
"12750","40004",6,0,6,"2"
"12751","40006",2,2,1,"3"
"12752","40007",0,0,0,"0"
"12753","40008",8,0,6,"2"
"12754","40009",2,0,1,"2"
"12755","40010",10,2,13,"3"
"12756","40011",2,2,0,"2"
"12757","40012",10,0,8,"2"
"12758","40013",2,0,3,"2"
"12759","40014",8,4,8,"3"
"12760","40019",2,2,1,"3"
"12761","40020",8,0,6,"2"
"12762","40022",2,4,1,"3"
"12763","40023",14,6,14,"3"
"12764","40025",26,6,34,"3"
"12765","40026",12,2,14,"3"
"12766","40031",4,2,5,"3"
"12767","40033",4,0,3,"2"
"12768","40036",0,0,0,"0"
"12769","40037",6,0,4,"2"
"12770","40040",6,0,3,"2"
"12771","40041",26,6,36,"3"
"12772","40045",2,2,1,"3"
"12773","40046",8,2,5,"3"
"12774","40047",8,2,10,"3"
"12775","40048",6,0,6,"2"
"12776","40049",6,0,4,"2"
"12777","40050",2,2,1,"3"
"12778","40051",2,0,3,"2"
"12779","40052",0,0,0,"0"
"12780","40055",0,0,1,"1"
"12781","40056",16,4,19,"3"
"12782","40057",2,2,1,"3"
"12783","40058",2,2,1,"3"
"12784","40059",20,6,26,"3"
"12785","40060",4,0,3,"2"
"12786","40062",6,0,4,"2"
"12787","40063",4,0,3,"2"
"12788","40065",2,4,2,"3"
"12789","40067",6,6,5,"3"
"12790","40068",0,0,0,"0"
"12791","40069",12,0,7,"2"
"12792","40070",0,0,0,"0"
"12793","40071",4,4,4,"3"
"12794","40075",0,0,0,"0"
"12795","40076",6,4,7,"3"
"12796","40077",0,0,1,"1"
"12797","40078",8,0,6,"2"
"12798","40104",0,0,0,"0"
"12799","40107",18,2,18,"3"
"12800","40108",0,0,2,"1"
"12801","40109",26,4,34,"3"
"12802","40110",6,0,7,"2"
"12803","40111",0,0,1,"1"
"12804","40115",0,0,0,"0"
"12805","40117",14,2,16,"3"
"12806","40118",30,6,41,"3"
"12807","40119",0,0,0,"0"
"12808","40121",16,2,20,"3"
"12809","40140",0,0,0,"0"
"12810","40142",0,0,2,"1"
"12811","40143",0,0,0,"0"
"12812","40144",0,0,0,"0"
"12813","40145",0,0,0,"0"
"12814","40146",0,0,2,"1"
"12815","40150",16,2,17,"3"
"12816","40152",0,0,0,"0"
"12817","40155",20,2,24,"3"
"12818","40157",0,0,0,"0"
"12819","40160",14,2,16,"3"
"12820","40161",0,0,0,"0"
"12821","40162",14,2,16,"3"
"12822","40165",18,4,26,"3"
"12823","40170",0,0,0,"0"
"12824","40171",0,0,0,"0"
"12825","40175",14,2,16,"3"
"12826","40176",0,0,0,"0"
"12827","40177",14,2,21,"3"
"12828","40178",0,0,0,"0"
"12829","40202",32,8,42,"3"
"12830","40203",32,8,42,"3"
"12831","40204",32,8,42,"3"
"12832","40205",30,6,40,"3"
"12833","40206",30,8,41,"3"
"12834","40207",28,6,39,"3"
"12835","40208",32,8,41,"3"
"12836","40209",32,8,42,"3"
"12837","40210",32,8,41,"3"
"12838","40211",28,4,39,"3"
"12839","40212",28,6,39,"3"
"12840","40213",30,6,40,"3"
"12841","40214",30,6,41,"3"
"12842","40215",30,6,40,"3"
"12843","40216",28,4,40,"3"
"12844","40217",32,8,42,"3"
"12845","40218",28,6,39,"3"
"12846","40219",30,6,40,"3"
"12847","40220",28,6,39,"3"
"12848","40222",28,6,39,"3"
"12849","40223",28,8,35,"3"
"12850","40228",30,6,40,"3"
"12851","40229",30,6,40,"3"
"12852","40231",30,6,40,"3"
"12853","40241",26,6,34,"3"
"12854","40242",26,6,36,"3"
"12855","40243",28,8,36,"3"
"12856","40245",20,6,22,"3"
"12857","40258",28,4,40,"3"
"12858","40272",22,2,31,"3"
"12859","40280",30,8,41,"3"
"12860","40291",26,6,32,"3"
"12861","40299",28,8,33,"3"
"12862","40310",4,0,4,"2"
"12863","40311",0,0,2,"1"
"12864","40312",4,0,15,"2"
"12865","40313",2,0,3,"2"
"12866","40316",0,0,1,"1"
"12867","40322",0,0,2,"1"
"12868","40324",10,4,22,"3"
"12869","40328",6,0,2,"2"
"12870","40330",4,0,2,"2"
"12871","40334",4,0,14,"2"
"12872","40336",2,2,11,"3"
"12873","40337",4,0,17,"2"
"12874","40339",14,4,25,"3"
"12875","40342",4,2,8,"3"
"12876","40346",4,0,14,"2"
"12877","40347",14,6,26,"3"
"12878","40348",0,0,5,"1"
"12879","40350",0,0,0,"0"
"12880","40351",4,0,7,"2"
"12881","40353",6,0,18,"2"
"12882","40356",14,4,25,"3"
"12883","40358",4,0,12,"2"
"12884","40359",0,0,0,"0"
"12885","40360",6,0,15,"2"
"12886","40361",10,4,20,"3"
"12887","40363",0,0,0,"0"
"12888","40370",2,0,7,"2"
"12889","40371",4,0,8,"2"
"12890","40372",8,2,9,"3"
"12891","40374",4,0,12,"2"
"12892","40376",0,0,6,"1"
"12893","40379",2,0,4,"2"
"12894","40380",0,0,5,"1"
"12895","40383",20,6,33,"3"
"12896","40385",2,2,7,"3"
"12897","40387",0,0,1,"1"
"12898","40390",14,4,23,"3"
"12899","40391",10,6,26,"3"
"12900","40402",6,0,9,"2"
"12901","40403",4,4,11,"3"
"12902","40404",4,4,11,"3"
"12903","40409",2,2,5,"3"
"12904","40419",4,0,5,"2"
"12905","40422",4,0,3,"2"
"12906","40434",2,0,3,"2"
"12907","40437",4,0,2,"2"
"12908","40440",4,0,3,"2"
"12909","40442",0,0,1,"1"
"12910","40444",8,0,7,"2"
"12911","40445",4,0,8,"2"
"12912","40447",2,0,3,"2"
"12913","40448",4,0,2,"2"
"12914","40456",8,2,13,"3"
"12915","40460",0,0,2,"1"
"12916","40461",2,2,3,"3"
"12917","40464",4,0,1,"2"
"12918","40468",8,0,5,"2"
"12919","40472",0,0,5,"1"
"12920","40475",6,4,13,"3"
"12921","40481",2,2,4,"3"
"12922","40484",4,0,3,"2"
"12923","40486",6,0,9,"2"
"12924","40489",0,2,4,"2"
"12925","40502",16,4,30,"3"
"12926","40503",16,4,28,"3"
"12927","40504",16,4,30,"3"
"12928","40505",18,4,32,"3"
"12929","40506",16,4,30,"3"
"12930","40507",18,4,32,"3"
"12931","40508",18,4,32,"3"
"12932","40509",20,6,37,"3"
"12933","40510",14,4,24,"3"
"12934","40511",18,4,32,"3"
"12935","40513",16,4,29,"3"
"12936","40514",14,4,24,"3"
"12937","40515",14,4,24,"3"
"12938","40516",14,4,28,"3"
"12939","40517",14,4,24,"3"
"12940","40601",4,2,6,"3"
"12941","40604",8,4,13,"3"
"12942","40701",8,2,18,"3"
"12943","40729",4,0,7,"2"
"12944","40734",8,2,16,"3"
"12945","40737",6,2,14,"3"
"12946","40740",8,2,16,"3"
"12947","40741",8,2,19,"3"
"12948","40743",6,2,13,"3"
"12949","40744",6,2,14,"3"
"12950","40759",2,2,8,"3"
"12951","40763",0,0,0,"0"
"12952","40769",2,2,9,"3"
"12953","40771",4,2,11,"3"
"12954","40801",0,0,4,"1"
"12955","40806",0,0,6,"1"
"12956","40807",0,0,2,"1"
"12957","40808",0,0,0,"0"
"12958","40810",0,0,4,"1"
"12959","40813",4,0,7,"2"
"12960","40815",0,0,4,"1"
"12961","40816",0,0,0,"0"
"12962","40818",0,0,4,"1"
"12963","40819",0,0,4,"1"
"12964","40820",2,0,5,"2"
"12965","40823",0,0,6,"1"
"12966","40824",0,0,5,"1"
"12967","40826",0,0,4,"1"
"12968","40827",0,0,1,"1"
"12969","40828",0,0,4,"1"
"12970","40829",0,0,5,"1"
"12971","40830",0,0,4,"1"
"12972","40831",0,0,5,"1"
"12973","40840",0,0,4,"1"
"12974","40843",0,0,0,"0"
"12975","40844",0,0,1,"1"
"12976","40845",0,0,6,"1"
"12977","40847",0,0,4,"1"
"12978","40849",0,0,6,"1"
"12979","40854",0,0,5,"1"
"12980","40855",2,0,3,"2"
"12981","40856",0,0,0,"0"
"12982","40858",0,0,1,"1"
"12983","40862",0,0,4,"1"
"12984","40863",0,0,0,"0"
"12985","40865",0,0,6,"1"
"12986","40868",0,0,1,"1"
"12987","40870",0,0,6,"1"
"12988","40873",0,0,4,"1"
"12989","40874",0,0,1,"1"
"12990","40902",2,0,5,"2"
"12991","40903",2,0,5,"2"
"12992","40906",4,2,11,"3"
"12993","40913",0,0,0,"0"
"12994","40914",0,0,3,"1"
"12995","40915",4,2,11,"3"
"12996","40921",2,0,2,"2"
"12997","40923",4,2,9,"3"
"12998","40927",0,0,2,"1"
"12999","40935",2,0,5,"2"
"13000","40939",4,0,7,"2"
"13001","40940",0,0,1,"1"
"13002","40941",4,0,10,"2"
"13003","40943",2,0,3,"2"
"13004","40946",2,0,5,"2"
"13005","40949",4,2,11,"3"
"13006","40953",2,0,3,"2"
"13007","40958",2,0,5,"2"
"13008","40962",4,0,8,"2"
"13009","40964",0,0,4,"1"
"13010","40965",2,0,7,"2"
"13011","40972",0,0,0,"0"
"13012","40977",4,0,8,"2"
"13013","40979",0,0,0,"0"
"13014","40982",2,0,2,"2"
"13015","40983",2,0,3,"2"
"13016","40988",0,0,0,"0"
"13017","40995",2,0,2,"2"
"13018","40997",2,0,2,"2"
"13019","41001",28,10,17,"3"
"13020","41002",2,2,2,"3"
"13021","41003",2,0,4,"2"
"13022","41004",0,0,1,"1"
"13023","41005",20,6,13,"3"
"13024","41006",2,0,2,"2"
"13025","41007",0,0,1,"1"
"13026","41008",2,2,0,"2"
"13027","41010",2,0,5,"2"
"13028","41011",40,14,24,"3"
"13029","41014",36,12,23,"3"
"13030","41015",36,12,23,"3"
"13031","41016",36,12,23,"3"
"13032","41017",36,12,23,"3"
"13033","41018",30,12,19,"3"
"13034","41030",12,6,9,"3"
"13035","41031",2,0,6,"2"
"13036","41033",2,0,2,"2"
"13037","41034",2,2,1,"3"
"13038","41035",0,0,1,"1"
"13039","41039",2,2,2,"3"
"13040","41040",2,0,5,"2"
"13041","41041",4,2,4,"3"
"13042","41042",28,10,16,"3"
"13043","41043",2,0,3,"2"
"13044","41044",2,2,2,"3"
"13045","41045",0,0,0,"0"
"13046","41046",0,0,0,"0"
"13047","41048",28,8,15,"3"
"13048","41049",0,0,1,"1"
"13049","41051",28,10,17,"3"
"13050","41052",0,0,0,"0"
"13051","41055",2,2,2,"3"
"13052","41056",2,2,2,"3"
"13053","41059",20,4,12,"3"
"13054","41062",2,2,2,"3"
"13055","41063",12,6,9,"3"
"13056","41064",0,0,0,"0"
"13057","41071",44,14,27,"3"
"13058","41073",42,14,25,"3"
"13059","41074",40,14,24,"3"
"13060","41075",34,12,22,"3"
"13061","41076",36,12,24,"3"
"13062","41080",8,0,7,"2"
"13063","41083",2,2,0,"2"
"13064","41085",28,10,17,"3"
"13065","41086",0,0,0,"0"
"13066","41091",22,6,14,"3"
"13067","41092",0,0,2,"1"
"13068","41093",2,0,3,"2"
"13069","41094",26,8,16,"3"
"13070","41095",0,0,1,"1"
"13071","41097",0,0,1,"1"
"13072","41098",2,2,0,"2"
"13073","41099",36,12,24,"3"
"13074","41101",18,6,25,"3"
"13075","41102",20,6,25,"3"
"13076","41121",6,0,8,"2"
"13077","41124",10,0,9,"2"
"13078","41129",20,6,25,"3"
"13079","41132",2,0,2,"2"
"13080","41135",0,0,0,"0"
"13081","41139",14,4,20,"3"
"13082","41141",0,0,0,"0"
"13083","41142",2,0,2,"2"
"13084","41143",12,4,16,"3"
"13085","41144",14,4,21,"3"
"13086","41146",2,0,3,"2"
"13087","41149",0,0,1,"1"
"13088","41159",0,0,0,"0"
"13089","41164",2,0,2,"2"
"13090","41166",2,0,3,"2"
"13091","41168",0,0,0,"0"
"13092","41169",14,4,20,"3"
"13093","41171",2,0,4,"2"
"13094","41174",2,0,4,"2"
"13095","41175",2,0,4,"2"
"13096","41179",0,0,2,"1"
"13097","41180",2,0,2,"2"
"13098","41183",12,4,18,"3"
"13099","41189",2,2,2,"3"
"13100","41201",10,0,9,"2"
"13101","41203",0,0,1,"1"
"13102","41204",4,2,2,"3"
"13103","41214",0,0,1,"1"
"13104","41216",14,2,12,"3"
"13105","41219",4,2,1,"3"
"13106","41222",14,2,11,"3"
"13107","41224",18,0,20,"2"
"13108","41226",0,0,0,"0"
"13109","41230",10,0,10,"2"
"13110","41231",4,2,5,"3"
"13111","41232",14,2,11,"3"
"13112","41234",12,2,12,"3"
"13113","41238",4,2,1,"3"
"13114","41240",14,2,11,"3"
"13115","41250",0,0,1,"1"
"13116","41254",4,2,1,"3"
"13117","41255",12,2,11,"3"
"13118","41256",12,2,11,"3"
"13119","41257",4,2,1,"3"
"13120","41260",12,2,11,"3"
"13121","41262",14,2,11,"3"
"13122","41263",22,2,20,"3"
"13123","41264",14,2,11,"3"
"13124","41265",12,2,12,"3"
"13125","41267",0,0,1,"1"
"13126","41268",14,2,12,"3"
"13127","41271",12,2,12,"3"
"13128","41274",24,2,21,"3"
"13129","41301",0,0,1,"1"
"13130","41311",0,0,1,"1"
"13131","41314",0,0,1,"1"
"13132","41317",0,0,0,"0"
"13133","41332",0,0,2,"1"
"13134","41339",0,0,0,"0"
"13135","41348",2,2,5,"3"
"13136","41352",0,0,2,"1"
"13137","41360",0,0,5,"1"
"13138","41365",0,0,2,"1"
"13139","41366",0,0,0,"0"
"13140","41367",0,0,0,"0"
"13141","41385",0,0,1,"1"
"13142","41390",0,0,1,"1"
"13143","41397",0,0,1,"1"
"13144","41408",0,0,2,"1"
"13145","41421",0,0,2,"1"
"13146","41425",0,0,2,"1"
"13147","41464",0,0,0,"0"
"13148","41465",12,2,11,"3"
"13149","41472",0,0,2,"1"
"13150","41501",4,2,3,"3"
"13151","41503",6,2,5,"3"
"13152","41512",0,0,2,"1"
"13153","41513",0,0,1,"1"
"13154","41514",6,2,5,"3"
"13155","41517",2,0,4,"2"
"13156","41519",6,4,7,"3"
"13157","41522",0,0,0,"0"
"13158","41524",0,0,0,"0"
"13159","41526",4,2,4,"3"
"13160","41527",6,2,5,"3"
"13161","41528",0,0,0,"0"
"13162","41531",6,2,5,"3"
"13163","41534",0,0,1,"1"
"13164","41535",8,4,8,"3"
"13165","41537",2,0,4,"2"
"13166","41538",2,2,4,"3"
"13167","41539",0,0,0,"0"
"13168","41540",0,0,0,"0"
"13169","41543",4,2,4,"3"
"13170","41544",6,2,5,"3"
"13171","41547",0,0,0,"0"
"13172","41548",0,0,0,"0"
"13173","41553",0,0,0,"0"
"13174","41554",0,0,0,"0"
"13175","41555",4,2,4,"3"
"13176","41557",2,2,3,"3"
"13177","41558",4,2,4,"3"
"13178","41559",2,2,4,"3"
"13179","41560",2,2,4,"3"
"13180","41562",2,2,3,"3"
"13181","41563",0,0,2,"1"
"13182","41564",8,4,7,"3"
"13183","41566",0,0,0,"0"
"13184","41567",6,4,7,"3"
"13185","41568",0,0,0,"0"
"13186","41571",0,0,0,"0"
"13187","41572",2,2,3,"3"
"13188","41601",16,4,14,"3"
"13189","41602",14,2,12,"3"
"13190","41603",12,2,13,"3"
"13191","41604",2,0,0,"1"
"13192","41605",12,2,13,"3"
"13193","41606",0,0,0,"0"
"13194","41607",14,2,11,"3"
"13195","41612",0,0,0,"0"
"13196","41615",12,2,13,"3"
"13197","41616",10,0,10,"2"
"13198","41619",10,0,10,"2"
"13199","41621",16,4,14,"3"
"13200","41622",10,0,12,"2"
"13201","41630",10,0,12,"2"
"13202","41631",12,2,13,"3"
"13203","41632",0,0,0,"0"
"13204","41635",12,2,13,"3"
"13205","41636",0,0,0,"0"
"13206","41640",8,0,12,"2"
"13207","41642",16,4,14,"3"
"13208","41643",10,0,12,"2"
"13209","41645",10,0,12,"2"
"13210","41647",12,2,13,"3"
"13211","41649",14,2,12,"3"
"13212","41650",0,0,0,"0"
"13213","41653",14,2,12,"3"
"13214","41655",10,0,10,"2"
"13215","41659",12,2,13,"3"
"13216","41660",2,0,0,"1"
"13217","41663",12,2,13,"3"
"13218","41666",10,0,12,"2"
"13219","41667",0,0,0,"0"
"13220","41669",0,0,0,"0"
"13221","41701",2,2,8,"3"
"13222","41712",2,2,8,"3"
"13223","41713",2,2,7,"3"
"13224","41714",0,0,3,"1"
"13225","41719",2,2,7,"3"
"13226","41721",0,0,1,"1"
"13227","41722",2,2,8,"3"
"13228","41723",2,2,6,"3"
"13229","41725",2,2,7,"3"
"13230","41727",2,2,5,"3"
"13231","41729",2,2,8,"3"
"13232","41731",0,0,2,"1"
"13233","41735",0,0,1,"1"
"13234","41739",2,2,7,"3"
"13235","41740",2,2,7,"3"
"13236","41745",0,0,1,"1"
"13237","41746",2,2,7,"3"
"13238","41749",2,2,6,"3"
"13239","41751",2,2,12,"3"
