"","GEOID","ICPSRSTI","ICPSRCTYI","ICPSRFIP","PID","X_CENTROID","Y_CENTROID","STATEA","COUNTYA","age18_64","age0_4","age5_14","age15_19","age20_24","age15_44","age55_59","age60_64","ageOv65","hispPop","amIndPop","asianPop","pacIsPop","totPop","whitePop","blackPop","NoHSPop","edSampl"
"166","020070",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","020164",81,700,0,0,0,0,2,70,2667,450,943,600,494,2456,140,96,169,23,3520,5,2,4616,1066,1,929,2129
"168","020185",0,0,0,0,0,0,2,185,2586,416,741,504,470,2335,112,71,148,32,3225,21,3,4199,914,22,901,2068
"169","020105",25.7533783783784,731.268768768769,0,0,0,0,0.635885885885886,73.4448198198198,659.413663663664,122.09009009009,197.760510510511,103.013513513514,87.4343093093093,569.753753753754,42.9222972972973,27.978978978979,61.045045045045,13.0356606606607,464.832582582583,3.17942942942943,3.49737237237237,1105.80555555556,617.127252252252,1.58971471471471,173.278903903904,595.507132132132
"170","020150",81,1500,0,0,0,0,2,150,6636,985,1586,879,1265,5892,291,197,255,304,1884,747,48,9939,7046,72,1131,5224
"171","020230",26.4370489174018,326.383319967923,0,0,0,0,0.652766639935846,32.6383319967923,341.07056936648,44.7145148356055,93.345629510826,57.7698476343224,39.1659983961508,289.17562149158,26.1106655974338,21.214915797915,25.457898957498,4.242983159583,69.8460304731355,1.63191659983962,0,548.323977546111,466.72814755413,0.979149959903769,69.1932638331997,313.327987169206
"172","020188",81,1400,0,0,0,0,2,140,2559,571,1066,608,510,2347,127,94,249,15,4113,4,2,4831,683,7,1075,2077
"173","020130",109.250392464678,1997.54055468341,0,0,0,0,2.69754055468341,200.102825745683,7960.93720565149,1133.41548927263,2126.48796441654,1185.55442176871,1166.60361067504,6524.75039246468,556.340136054422,381.133176347462,694.664311878598,216.811878597593,1981.81972789116,271.743851386709,19.8827838827839,12649,10204.4421768707,49.8364730507588,1339.35478806907,7036.93851386709
"174","020270",81,2700,0,0,0,0,2,270,2373,559,1194,579,465,2127,163,89,178,10,4347,6,2,4665,296,3,1222,1868
"175","280145",0,0,0,2686,636891.886775,-313521.133938,28,145,12099,1662,3602,1852,1565,8877,1078,1101,3229,140,18,9,1,21741,18701,3000,7002,13060
"176","280053",0,0,0,2251,507203.193968,-474528.695918,28,53,6706,1429,2894,1617,1160,5490,536,629,1828,192,10,50,2,13931,4718,9145,4187,6831
"177","280141",0,0,0,2290,704067.027674,-280283.87524,28,141,10825,1271,2813,1631,1379,7933,948,927,2508,79,58,10,0,18434,17676,683,6191,11340
"178","280087",0,0,0,2266,696837.662821,-422988.070409,28,87,33610,5045,9973,5924,6580,27823,2169,1992,5305,521,71,245,14,57304,37158,19583,12547,29789
"179","220089",0,0,0,77,543760.582284,-834198.556341,22,89,21891,3558,6932,4089,3572,18028,1522,1046,2377,823,68,70,3,37259,27437,9479,7864,19126
"180","220073",0,0,0,244,359371.731859,-554405.133531,22,73,80809,12360,24139,14356,14275,64319,6067,5360,13924,1276,108,364,21,139241,97843,40582,28830,74171
"181","220007",0,0,0,215,476243.620959,-836052.89978,22,7,12012,2182,4388,2469,2080,10095,856,771,1983,517,21,24,0,22084,15031,6995,6780,10965
"182","220027",0,0,0,2853,279580.894756,-518872.692218,22,27,8805,1290,2816,1583,1211,6345,912,926,3164,187,2,4,6,17095,9063,8002,5914,10195
"183","220019",0,0,0,220,253918.692955,-808428.497404,22,19,100016,14417,28169,17012,16579,78819,7741,6490,14485,2233,263,386,17,167223,129934,36284,37794,91089
"184","220001",0,0,0,2852,344519.850509,-798655.779607,22,1,30902,5294,10323,6018,4866,24410,2480,2372,6118,663,23,40,3,56427,46403,9902,17914,29922
"185","220079",0,0,0,73,329196.552364,-698231.480257,22,79,78203,11543,22864,13599,12561,61510,6371,5736,14309,1629,429,526,28,135282,97459,36308,32501,74683
"186","220127",0,0,0,93,316427.837165,-615618.658199,22,127,9332,1524,2854,1555,1218,6885,900,909,2554,108,20,7,13,17253,12331,4873,5206,10102
"187","220021",0,0,0,221,364685.510552,-597274.664769,22,21,5749,860,1849,981,789,4294,525,521,1663,161,1,11,2,10761,8731,1969,3444,6282
"188","220029",0,0,0,224,412721.482451,-667288.137039,22,29,12854,2074,4184,2360,1909,9852,1115,994,2355,164,23,15,2,22981,14854,8056,6388,12454
"189","510610",0,0,0,1788,1607282.704,314877.329904,51,610,6391,449,947,642,725,4559,660,556,1316,315,10,278,4,9515,8846,223,938,6758
"190","510185",0,0,0,1773,1265955.13893,54334.1535079,51,185,30094,3958,8608,4414,4339,22876,2590,2234,5108,274,39,127,0,50511,48990,1304,16418,29248
"191","510683",0,0,0,1797,1584585.47827,295299.007963,51,683,9479,1547,2694,1281,1433,8218,506,305,911,194,22,171,3,15438,13736,1403,1765,8481
"192","510820",0,0,0,1812,1478966.5464,197308.657752,51,820,9442,948,2156,1384,1260,6673,940,908,1906,91,12,35,2,15329,13964,1294,3994,9595
"193","510790",0,0,0,2143.13156033648,1640174.70908375,229034.647252067,57.2672709000223,791.843314970595,17766.0041688379,1577.22052036031,3641.55285490955,2644.69329263753,2514.50145164892,12819.4849810169,1664.09776297179,1482.92579840691,4010.12171517904,152.866299411896,30.3010682647212,61.729621082409,2.36866299411896,28460,25621.011203752,2710.58484701854,7836.88777637162,18079.5234311025
"194","510183",0,0,0,1772,1642988.96314,97706.019006,51,183,6256,634,1895,1121,867,4676,592,543,1339,182,1,4,1,10874,4233,6635,3997,6357
"195","510171",0,0,0,1766,1489995.94355,289268.339893,51,171,16263,1639,4012,2386,2045,11738,1625,1413,4087,191,33,27,0,27559,27103,374,8753,17477
"196","510750",0,0,0,1804,1352381.53239,67662.3306399,51,750,9628,498,1434,2299,2992,7949,525,535,1206,92,10,57,1,13225,12250,860,2339,6014
"197","480251",0,0,0,1946,-127886.648138,-571842.690244,48,251,38955,5062,11758,6292,5226,30290,3081,2664,7944,2771,129,130,3,67649,64201,1923,15646,39373
"198","480383",0,0,0,1588,-523205.887384,-670392.084519,48,383,2362,523,804,351,409,1835,197,133,235,1301,18,2,0,4135,3267,163,928,2065
"199","480479",0,0,0,1630,-329641.325545,-1079422.7779,48,479,51758,10387,21962,11045,8733,43607,3769,2793,8312,90842,111,89,5,99258,90348,98,27599,47166
"200","480417",0,0,0,1603,-312464.187599,-527445.241368,48,417,2053,316,563,320,289,1502,192,193,777,211,6,4,0,3915,3761,36,1173,2427
"201","480037",0,0,0,1659,145603.263151,-452516.524075,48,37,42961,5914,12229,6668,5626,31983,4089,3634,10009,993,172,174,25,75301,58123,16498,17975,44860
"202","480415",0,0,0,1602,-457842.424271,-519960.353902,48,415,10497,1599,2921,1748,1563,7712,934,818,2218,3399,33,12,0,18192,15230,606,4616,10368
"203","480261",0,0,0,1950,-171731.220041,-1175471.48785,48,261,306,44,87,70,47,220,20,17,70,450,4,0,0,543,489,0,195,295
"204","480425",0,0,0,1607,-166396.50421,-588675.369818,48,425,2349,374,632,350,358,1816,206,162,595,287,26,5,5,4154,4021,3,1190,2440
"205","480359",0,0,0,1578,-594046.029434,-214005.734032,48,359,1134,150,527,349,130,1014,94,89,194,117,13,11,1,2283,2218,13,411,1127
"206","480441",0,0,0,1613,-364359.748566,-573953.890608,48,441,68224,9105,16170,11593,13927,54359,4926,4215,11833,13203,307,712,39,110932,95730,6707,21324,60132
"207","480269",0,0,0,1953,-392023.333744,-425889.651386,48,269,254,37,80,28,44,187,18,21,36,41,1,0,0,425,382,11,77,236
"208","480033",0,0,0,1657,-505800.868595,-517639.313366,48,33,495,71,136,91,59,355,54,37,92,127,4,0,0,859,794,3,245,502
"209","480471",0,0,0,1626,40856.8161164,-755247.557718,48,471,30609,2240,4094,4325,7577,25623,1472,1295,3497,2972,133,192,8,41789,29007,10089,9242,23566
"210","480429",0,0,0,1608,-264233.247225,-529028.458657,48,429,5521,764,1473,760,729,3861,577,547,1700,562,12,10,6,9926,9176,349,2999,6250
"211","480117",0,0,0,1694,-597642.704479,-262998.350783,48,117,11245,2372,4272,2232,1620,9237,832,673,1802,8607,36,34,3,21165,17741,395,5195,10683
"212","480393",0,0,0,1593,-430761.943746,-175232.1523,48,393,644,97,226,101,63,487,50,50,151,26,3,2,0,1187,1171,0,249,700
"213","480457",0,0,0,1620,155012.325023,-750439.312752,48,457,8677,1183,2583,1393,1000,5880,959,1103,2846,134,37,12,1,16223,14056,2097,5054,10064
"214","480465",0,0,0,1623,-496881.434156,-835831.180462,48,465,19800,3604,7604,3623,3426,16469,1371,1155,2674,22601,65,146,13,35910,29329,748,8642,17668
"215","480049",0,0,0,1664,-282855.415106,-635706.115156,48,49,18127,2422,4854,3045,2875,13805,1642,1662,5728,2608,60,69,1,33057,29703,1571,8496,19843
"216","480367",0,0,0,1582,-168098.995683,-526714.323092,48,367,26323,3091,7297,4211,3223,19492,2346,2040,5309,1355,154,111,2,44609,43006,393,10897,26797
"217","480201",0,0,0,2984,58403.320291,-852923.876522,48,201,1538000,202163,395346,211886,258861,1268302,98162,70339,147081,369077,5346,45773,582,2409547,1701711,473695,395581,1342703
"218","480505",0,0,0,1410,-316385.246831,-1163756.52151,48,505,3294,660,1198,625,457,2400,384,393,1048,5042,5,4,0,6628,5979,1,2164,3688
"219","480387",0,0,0,1590,87514.0509568,-433746.337136,48,387,8283,1117,2506,1314,1015,5791,926,933,3323,280,72,12,5,16101,12654,3263,5724,10149
"220","480255",0,0,0,1947,-181582.912993,-956919.960689,48,255,7217,1166,2250,1387,1052,5322,758,692,2089,5844,9,16,0,13593,11108,387,4737,7743
"221","480363",0,0,0,1580,-215460.627666,-528421.753802,48,363,13567,1637,3652,2174,1786,9719,1378,1344,3833,1363,67,109,1,24062,22058,827,6825,14810
"222","480173",0,0,0,1718,-519738.898517,-614454.164937,48,173,701,153,261,132,99,560,44,44,100,376,2,1,0,1304,1057,1,320,659
"223","480419",0,0,0,1604,174903.697865,-636418.681688,48,419,12317,1577,3645,2054,1529,8732,1246,1335,4280,260,75,18,1,23084,18021,4905,8000,14279
"224","480499",0,0,0,1407,57546.6344654,-527143.659898,48,499,13527,1601,3401,2119,1753,9237,1475,1628,4980,283,53,26,3,24697,21930,2564,7814,15838
"225","340021",0,0,0,2421,1780257.42064,512301.778537,34,21,194247,18273,44080,29346,29583,142852,18176,15392,35200,10580,271,3768,27,307863,242097,55545,60185,186680
"226","340007",0,0,0,2416,1771040.6347,454821.391801,34,7,284981,34081,76106,43253,40359,211830,27125,22750,49232,20626,549,4975,61,471650,383245,67232,95875,277983
"227","340031",0,0,0,2426,1794178.77699,601701.265953,34,31,271448,30261,68075,40194,38850,199662,25958,21968,53141,62123,659,4627,28,447585,353796,59171,112710,270255
"228","040019",0,0,0,508,-1476203.47885,-481012.794182,4,19,326720,38064,77297,48693,56908,253575,26394,24510,62194,111418,14928,4667,255,531443,442888,15118,78861,310585
"229","040017",0,0,0,507,-1284778.13721,-139270.804896,4,17,35146,8181,15398,7352,5501,29949,2456,2069,4081,4538,32129,183,18,67629,32543,597,12564,31202
"230","040012",0,0,0,364.44581133909,-209193.242974134,-41114.5666677387,0.506526492479625,3.41905382423747,6568.63555447578,1030.40151732668,2003.1856461338,1052.30878812642,1129.8073414758,5057.66702740906,556.419351988869,533.752291450405,1261.50422952051,3373.21317666807,411.172880270336,114.601618923515,8.48431874903373,11467,8829.38992203547,306.575159573293,2401.4421008459,6252.94291803786
"231","230029",0,0,0,3090,2199191.22114,1173667.78182,23,29,19776,2709,5489,3133,2700,14438,1882,1734,5076,74,1028,53,2,34963,33794,24,8076,20932
"232","350021",0,0,0,2441,-699076.564468,-155196.619072,35,21,609,80,149,93,63,389,74,68,191,483,1,0,0,1090,1024,0,286,705
"233","350051",0,0,0,2698,-1035349.42986,-427856.533768,35,51,4092,407,1047,596,388,2385,555,694,2494,2142,49,6,1,8454,8082,12,2748,6016
"234","350025",0,0,0,2181,-689510.769133,-499986.607735,35,25,32378,5903,10029,5227,5175,25028,2586,2109,4488,11900,301,99,6,55993,46584,2700,11899,29723
"235","560023",0,0,0,2576,-1196305.84899,625503.616673,56,23,6504,1595,2400,1023,937,5277,501,470,1003,290,57,27,7,12177,11990,8,1569,6222
"236","350019",0,0,0,2440,-796046.901849,-258442.041425,35,19,2393,368,827,541,348,1947,198,177,547,3716,11,18,0,4496,3712,5,1231,2412
"237","560037",0,0,0,2583,-1061528.75502,538047.002282,56,37,25368,4987,7286,3433,4792,21735,1375,1040,2068,3247,269,251,8,41723,39723,323,5021,21228
"238","350057",0,0,0,2456,-894246.855146,-273824.293304,35,57,4134,658,1363,667,491,3079,375,391,898,3076,39,16,2,7491,5507,15,1795,4312
"239","230003",0,0,0,95,2075851.26414,1324262.67577,23,3,52937,7225,15798,9594,8537,42137,4000,3751,9534,535,636,263,9,91331,87144,822,19220,50177
"240","560041",0,0,0,2585,-1204266.39352,516741.405302,56,41,7583,1680,2393,1081,1423,6368,449,363,775,403,54,17,0,13021,12781,17,1431,6459
"241","560035",0,0,0,2582,-1128050.6468,672484.600183,56,35,2676,408,809,402,336,2128,205,179,379,39,18,1,1,4548,4515,2,564,2593
"242","350017",0,0,0,2439,-1150446.76663,-457638.158013,35,17,14599,2508,4801,2500,2006,11198,1255,1086,2753,13452,124,37,7,26204,22077,132,5288,14389
"243","350035",0,0,0,2447,-907449.530993,-500205.925212,35,35,27052,4140,7804,4728,5130,22615,1827,1323,2956,9713,2157,468,31,44665,35649,2162,5236,22881
"244","350045",0,0,0,2182,-1090288.20019,-40358.5825391,35,45,46036,9302,16059,8593,8043,39237,2908,2237,4759,9602,26893,139,15,81433,49305,333,13742,39412
"245","560007",0,0,0,2570,-901310.260562,521658.24416,56,7,13298,2316,3677,1840,2381,11120,800,639,1513,2466,155,84,13,21896,20352,102,2877,11671
"246","350041",0,0,0,2450,-684932.326693,-362504.871629,35,41,9404,1156,2264,1918,2045,7494,727,692,2022,3378,108,82,1,15695,13033,210,2942,8312
"247","350009",0,0,0,2435,-668054.338375,-301801.699423,35,9,24213,4077,7257,4166,4631,20017,1642,1473,4041,8203,171,333,25,42019,33785,2873,6508,21925
"248","350055",0,0,0,2455,-852410.710781,-60122.9200563,35,55,10890,1645,3732,1932,1389,9026,762,702,1894,13442,1251,17,2,19456,10268,45,4007,10758
"249","350023",0,0,0,2697,-1193389.72888,-544757.935835,35,23,3223,677,1181,604,472,2601,268,230,561,2849,6,38,1,6049,5763,13,1248,3115
"250","350015",0,0,0,2438,-775369.64623,-528590.078394,35,15,26720,4346,8081,4349,3944,19933,2418,2233,5997,14707,168,91,2,47855,38917,866,10107,27135
"251","350011",0,0,0,2436,-766950.33972,-319582.796453,35,11,1312,154,330,218,122,879,149,153,516,759,2,1,0,2454,2230,1,717,1630
"252","350006",0,0,0,1222.74590526057,-529613.949546944,-113308.523492601,17.410946576127,30.344792604107,17140.3307207723,3189.18795713,5873.45846355232,3061.83931931604,2816.09624478442,14182.957080913,1155.58939703837,997.895966620306,2256.45867626606,13362.1553137528,4297.02161498814,65.166685756361,4.47710054814694,30402,21552.7620387794,171.124732062505,5532.70136627669,15488.7780741226
"253","350037",0,0,0,2448,-681864.298519,-241259.663686,35,37,5679,819,1789,950,657,4126,565,580,1656,3753,39,25,1,10577,8752,136,2563,6362
"254","350007",0,0,0,2434,-765272.298172,-65321.301106,35,7,7482,1111,2323,1404,1042,5840,725,631,1780,6481,73,16,5,13667,11763,56,2788,7787
"255","350028",0,0,0,2443,-920616.631235,-132713.398095,35,28,11296,1115,3215,1659,805,8227,1153,676,722,2022,99,189,2,17599,16727,73,630,10805
"256","350001",0,0,0,2431,-963147.470318,-220074.547752,35,1,263847,32386,65096,41654,44129,212532,19843,15487,34000,154620,11289,3420,139,419700,334490,9795,55554,236681
"257","230009",0,0,0,98,2156721.71,1118470.52017,23,9,24333,2610,6221,3580,3333,18056,2049,2148,6429,175,73,74,2,41781,41531,43,6867,26037
"258","560013",0,0,0,2573,-1020243.2619,688168.061658,56,13,23308,3977,6765,3683,3751,19060,1531,1177,2728,1264,4386,100,6,38992,33786,31,5622,20816
"259","290071",0,0,0,2330,425811.859057,113150.722083,29,71,40163,5801,12595,6965,5803,31490,3248,2928,8324,400,122,117,2,71233,70200,696,19018,40054
"260","240029",0,0,0,3091,1694376.82173,375764.89301,24,29,10127,948,2205,1685,1597,7311,1011,931,2527,182,21,30,1,16695,12895,3683,4734,10260
"261","440003",0,0,0,936,1995096.97329,725031.2825,44,3,94384,9435,23824,14316,12630,68997,9552,7738,17570,1067,145,638,10,154163,152458,605,31158,93958
"262","240017",0,0,0,424,1631206.97539,276567.186546,24,17,42645,5975,14994,7908,5588,36855,2546,2068,4005,940,478,469,22,72751,56787,14736,11888,38300
"263","240011",0,0,0,421,1720587.58272,337054.700763,24,11,13370,1592,3649,2130,1764,9879,1252,1229,3170,172,26,30,0,23143,19138,3915,7427,14008
"264","290141",0,0,0,2360,269258.609051,107935.306903,29,141,7457,877,1895,1193,725,4817,911,944,2815,71,55,6,1,13807,13634,94,4297,9117
"265","440009",0,0,0,939,1998589.77422,702488.993558,44,9,58480,6221,14074,9966,10380,46921,4317,3883,9598,697,879,596,7,93317,90632,794,13841,52688
"266","440001",0,0,0,935,2018648.07086,736328.524736,44,1,28925,2611,6766,4989,4108,20626,3020,2576,5865,743,39,187,3,46942,46413,117,10919,28451
"267","290137",0,0,0,2358,340706.293444,230826.955565,29,137,5196,759,1406,856,728,3859,455,541,1812,67,17,30,1,9716,9338,310,2381,5967
"268","290215",0,0,0,2392,354115.839685,-12976.3864547,29,215,11707,1517,3162,1973,1454,8336,1185,1156,3383,98,45,31,0,21070,20970,7,6466,12964
"269","290095",0,0,0,2341,141881.77459,170302.580708,29,95,382751,46141,91945,54719,59549,289847,33181,27172,75613,16492,2273,3942,534,629266,488451,125779,110493,377106
"270","410049",0,0,0,2197,-1826638.58963,1113243.90529,41,49,4397,677,1268,686,618,3443,347,297,701,363,41,23,0,7519,7188,11,1206,4275
"271","530077",0,0,0,1847,-1884384.24856,1247348.39941,53,77,98459,14718,28288,16212,14122,75911,8464,7998,20921,25455,6656,1187,46,172508,143041,1601,37601,99202
"272","410007",0,0,0,2705,-2115636.28553,1258865.31578,41,7,19159,2402,4460,2955,2796,14494,1719,1784,4745,446,247,404,38,32489,31344,173,5090,19876
"273","410003",0,0,0,717,-2146117.81299,1094251.40421,41,3,47643,4280,8390,8209,12506,40882,2503,2018,5137,1223,380,1637,68,68211,64738,441,4831,34803
"274","410027",0,0,0,727,-1980027.34593,1165485.38043,41,27,9382,1303,2367,1289,1281,6960,829,810,1957,1042,158,277,20,15835,14485,39,2947,9662
"275","530007",0,0,0,1817,-1835492.19956,1395827.39998,53,7,26604,3132,6140,3830,3581,19351,2564,2431,6828,1368,358,156,48,45061,43701,47,8780,28435
"276","530035",0,0,0,1829,-1992944.62375,1409987.07333,53,35,90333,11629,23057,12621,14483,71758,6909,6124,14529,3781,2030,3778,784,147152,135946,2704,17375,85446
"277","530043",0,0,0,1832,-1682228.26672,1323917.34272,53,43,5331,682,1471,738,508,3678,556,587,1615,74,135,18,7,9604,9418,4,1441,6205
"278","170143",0,0,0,748,521864.792391,385601.253797,17,143,120125,15639,30767,18084,19821,92258,10100,8699,23534,2472,275,1296,26,200466,175987,21528,35708,116210
"279","170195",0,0,0,771,502067.564222,492943.455522,17,195,38260,5229,10953,6434,5544,29037,3370,3027,7585,4524,75,164,3,65970,63271,328,14261,37832
"280","170005",0,0,0,585,563667.565117,174906.970384,17,5,9390,1127,2290,1609,1648,6946,903,794,2582,59,21,34,1,16224,15748,398,4273,9550
"281","170099",0,0,0,730,590196.222271,452764.900716,17,99,65040,7928,16458,10410,9438,47233,6533,5945,16231,2516,96,370,10,112033,109892,520,25698,67806
"282","170043",0,0,0,600,651705.50868,514717.987497,17,43,417974,49382,108612,59113,57346,332107,31369,22839,45471,17302,545,18594,72,658835,624728,7809,64804,384525
"283","170091",0,0,0,622,676927.52524,436630.571868,17,91,60057,8397,17290,10182,9200,46486,5201,4545,11099,1252,154,395,4,102926,86745,14965,22567,57881
"284","550011",0,0,0,1900,337295.185302,777380.829691,55,11,7749,1074,2301,1363,1138,5820,724,686,2293,22,18,19,0,14309,14258,2,3302,8433
"285","550051",0,0,0,1918,444671.982488,992610.643643,55,51,3714,432,856,557,459,2447,446,490,1386,16,12,13,0,6730,6681,20,1654,4426
"286","420047",0,0,0,1483,1431161.31674,570823.154554,42,47,21996,2632,6530,3686,3054,16002,2190,2029,4765,63,19,59,1,38338,38219,13,7939,22436
"287","550019",0,0,0,1904,425715.301517,821431.489197,55,19,17168,2705,5758,3198,2327,12989,1627,1600,5124,103,66,39,4,32910,32715,31,8286,18922
"288","420107",0,0,0,924,1645744.10614,531184.297514,42,107,93661,9234,22634,12761,11336,61193,11262,10864,26955,480,71,317,1,160630,159776,310,45769,104666
"289","420057",0,0,0,1488,1506322.85613,414001.29217,42,57,7434,988,2220,1122,1020,5576,695,592,1457,61,13,7,1,12842,12716,96,3603,7492
"290","420029",0,0,0,1476,1701418.13453,459142.372962,42,29,197668,20645,51171,30643,27652,151174,16984,13238,28686,5738,263,1747,40,316660,288302,23085,43998,186663
"291","550049",0,0,0,1917,475253.972708,630628.642322,55,49,10964,1616,3350,1995,1562,8390,1028,910,2613,51,29,27,0,19802,19724,10,3332,11279
"292","420121",0,0,0,929,1341066.85571,551957.014717,42,121,38180,4644,10016,5596,5109,27736,3588,3269,8083,210,48,150,5,64444,63875,316,13705,39079
"293","420113",0,0,0,2914,1604626.62551,607238.511994,42,113,3533,378,881,805,486,2657,364,379,1036,35,6,3,0,6349,6290,40,1481,3799
"294","550047",0,0,0,1916,556942.923329,725628.941011,55,47,9956,1290,2823,1586,1277,7145,996,1046,3263,194,22,23,0,18370,18242,14,4269,11394
"295","550055",0,0,0,1920,585063.129175,640483.240759,55,55,39055,4818,10326,7290,6092,30691,3081,2918,8189,889,106,166,8,66152,65272,106,12173,37634
"296","550015",0,0,0,1902,620462.613554,762043.705649,55,15,17399,2601,5695,3401,2659,14108,1345,1239,2987,105,104,76,4,30867,30635,9,5536,16511
"297","550031",0,0,0,2998,314742.552733,1004616.04806,55,31,25857,3286,6561,4229,4215,19627,2266,2244,6358,139,582,98,8,44421,43481,114,8036,26133
"298","550083",0,0,0,1933,607912.442961,866521.699625,55,83,15711,2213,4787,2858,2073,11859,1428,1612,4334,94,151,24,1,28947,28744,7,6993,17016
