GISJOIN,YEAR,FSTATUS,REGIONA,DIVISIONA,STATE,STATEA,SMSAA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,BLOCKA,EDINDA,ENUMDISTA,SCSAA,URB_AREAA,CDA,AIANHHA,MCDSEQNO,SEA,UATYPE,PLACDESC,CBD,INDSUBR,LONGITUD,LATITUDE,LANDAREA,AREANAME,SUPFLG01,SUPFLG02,SUPFLG03,SUPFLG04,SUPFLG05,SUPFLG06,SUPFLG07,SUPFLG08,SUPFLG09,SUPFLG10,SUPFLG11,SUPFLG12,SUPFLG13,SUPFLG14,SUPFLG15,SUPFLG16,SUPFLG17,SUPFLG18,SUPFLG19,SUPFLG20,SUPFLG21,C7L001,C9D001,C9D002,C9D003,C9D004,C9D005,C9D006,C9D007,C9D008,C9D009,C9D010,C9D011,C9D012,C9D013,C9D014,C9D015,C9E001,C9E002,C9E003,C9E004,C9E005,C67001,C67002,C67003,C67004,C67005,C67006,C67007,C67008,C67009,C67010,C67011,C67012,C67013,C67014,C67015,C67016,C67017,C67018,C67019,C67020,C67021,C67022,C67023,C67024,C67025,C67026
"G3500370","1980","A","4","8","New Mexico","35",,"Quay","037",,,,,,,,,,,,,"02",,,,,,,,"QUAY COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",10577,8752,136,39,0,0,0,3,2,1,11,8,0,0,1,1624,6824,1642,5,0,2106,198,313,308,154,158,555,730,192,182,228,224,156,160,138,134,385,724,662,1133,1042,565,205,375,1031,491,134
"G3500390","1980","A","4","8","New Mexico","35",,"Rio Arriba","039",,,,,,,,,,,,,"01",,,,,,,,"RIO ARRIBA COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0",29282,13012,35,3331,0,0,2,1,6,3,1,1,0,1,0,12889,7496,4413,8,8,17357,638,1071,1104,562,570,1709,2291,642,742,656,717,491,620,491,516,1543,2330,2150,3145,2626,1308,398,549,1462,758,193
"G3500410","1980","A","4","8","New Mexico","35",,"Roosevelt","041",,,,,,,,,,,,,"02",,,,,,,,"ROOSEVELT COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",15695,13033,210,108,0,0,14,46,4,4,14,0,1,0,0,2261,12317,1871,15,2,1490,245,459,452,226,219,655,910,254,292,293,264,458,611,525,455,1065,1165,918,1448,1340,727,268,424,1221,633,168
"G3500430","1980","A","4","8","New Mexico","35","0200","Sandoval","043",,,,,,,,,,,,,"01",,,,,,,,"SANDOVAL COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",34799,20521,300,9493,2,4,14,11,14,14,4,2,6,0,0,4414,25219,3157,64,24,6335,689,1190,1234,629,589,1919,2684,713,739,713,730,640,577,566,483,1574,2775,2789,3861,2995,1699,599,991,2377,844,200
"G3500450","1980","A","4","8","New Mexico","35",,"San Juan","045",,,,,,,,,,,,,"01",,,,,,,,"SAN JUAN COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",81433,49305,333,26889,3,1,40,19,31,22,6,21,11,0,4,4748,71831,3324,39,6,6233,2239,3591,3472,1610,1617,4868,6329,1635,1701,1837,1739,1656,1660,1538,1548,4957,7451,6230,8920,6931,2908,955,1282,3175,1219,365
"G3500470","1980","A","4","8","New Mexico","35",,"San Miguel","047",,,,,,,,,,,,,"02",,,,,,,,"SAN MIGUEL COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",22751,16937,88,90,0,0,7,19,3,5,2,0,3,0,0,5597,4227,5620,25,8,12871,437,770,709,328,320,1187,1569,413,487,484,547,531,558,520,453,1226,1812,1654,2366,1872,965,357,539,1544,825,278
"G3500490","1980","A","4","8","New Mexico","35",,"Santa Fe","049",,,,,,,,,,,,,"01",,,,,,,,"SANTA FE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",75360,59287,402,2117,11,10,70,29,18,15,50,21,15,4,1,13310,33495,9740,79,24,32022,1269,2391,2235,1106,1149,3696,5090,1327,1468,1472,1546,1305,1284,1201,1199,3808,7167,7320,9593,6948,3250,1112,1621,4256,1967,580
"G3500510","1980","A","4","8","New Mexico","35",,"Sierra","051",,,,,,,,,,,,,"03",,,,,,,,"SIERRA COUNTY","0","0","1","0","1","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0",8454,8082,12,49,0,0,1,0,0,2,3,0,0,0,1,304,6312,1111,0,1,1030,87,139,181,95,81,266,460,145,134,151,129,101,81,84,73,231,334,351,716,872,555,255,439,1627,699,168
"G3500530","1980","A","4","8","New Mexico","35",,"Socorro","053",,,,,,,,,,,,,"03",,,,,,,,"SOCORRO COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",12566,10291,53,1246,0,1,11,19,9,1,27,14,1,1,2,890,6693,1750,15,2,4106,233,479,470,227,206,684,912,246,241,244,269,293,349,292,279,788,1036,871,1263,1098,508,189,277,734,293,85
"G3500550","1980","A","4","8","New Mexico","35",,"Taos","055",,,,,,,,,,,,,"01",,,,,,,,"TAOS COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1",19456,10268,45,1246,1,4,7,3,2,4,1,0,1,0,1,7873,6014,2147,7,11,11277,367,628,650,317,343,1117,1550,405,401,452,442,342,295,276,264,849,1597,1734,2374,1695,762,295,407,1169,536,189
"G3500570","1980","A","4","8","New Mexico","35",,"Torrance","057",,,,,,,,,,,,,"02",,,,,,,,"TORRANCE COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1",7491,5507,15,39,0,0,9,0,2,0,5,0,2,0,0,1912,4415,854,5,2,2215,138,251,269,146,129,392,555,141,152,143,143,119,110,97,101,293,563,553,805,727,375,167,224,570,266,62
"G3500590","1980","A","4","8","New Mexico","35",,"Union","059",,,,,,,,,,,,,"02",,,,,,,,"UNION COUNTY","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0",4725,4534,0,15,0,0,2,1,2,0,1,0,0,0,0,170,3249,437,2,0,1037,82,136,132,60,65,232,312,82,100,118,107,65,70,51,51,172,314,269,520,470,234,95,175,460,258,95
"G3500610","1980","A","4","8","New Mexico","35",,"Valencia","061",,,,,,,,,,,,,"01",,,,,,,,"VALENCIA COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",61115,43326,344,8631,5,2,27,21,50,2,19,12,3,5,1,8667,34254,8862,39,16,17944,1487,2578,2346,1160,1108,3622,4770,1147,1300,1279,1326,1153,1097,1157,1060,3444,5357,4554,6784,5521,2323,855,1151,2996,1223,317
"G3600010","1980","A","1","2","New York","36","0160","Albany","001",,,,,,,,,,,,,"F",,,,,,,,"ALBANY COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",285909,262779,18839,320,4,3,143,764,258,297,716,203,21,1,4,1557,282884,370,1217,147,1291,3576,6567,6308,3184,3061,11117,16394,4327,4791,4809,5031,6228,7032,6832,6389,16639,24913,22156,28754,29095,15825,5990,8297,22588,12283,3723
"G3600030","1980","A","1","2","New York","36",,"Allegany","003",,,,,,,,,,,,,"03",,,,,,,,"ALLEGANY COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",51742,51210,161,120,1,1,19,32,10,17,32,5,4,0,1,129,51553,70,28,14,77,775,1537,1441,715,762,2453,3204,875,913,969,995,2008,2535,1864,1312,2517,3592,3205,4948,4656,2255,942,1290,3562,1810,607
"G3600050","1980","B","1","2","New York","36","5600","Bronx","005",,,,,,,,"70",,,,,"G",,,,,,,,"BRONX COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1168972,554046,371926,2343,47,19,1615,5081,1384,2017,4327,404,169,142,24,225428,772619,4017,320098,7915,64323,18977,35749,34953,16594,15984,52881,78078,21438,21991,22745,22320,21591,22004,21402,20881,59458,91974,83637,130393,115595,57995,21444,29590,87224,49848,14226
"G3600070","1980","A","1","2","New York","36","0960","Broome","007",,,,,,,,,,,,,"E",,,,,,,,"BROOME COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",213648,207791,3131,248,3,1,103,458,127,237,368,135,8,2,1,1035,212097,261,527,73,690,2815,5049,4981,2605,2397,8811,13383,3523,3800,4033,4148,4650,4893,4660,4492,11657,16369,15016,22673,22848,12291,4339,6570,16162,8725,2758
"G3600090","1980","A","1","2","New York","36",,"Cattaraugus","009",,,,,,,,,,,,,"03",,,,,,,,"CATTARAUGUS COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",85697,83094,615,1645,4,0,18,56,13,35,77,5,3,1,0,131,85361,81,80,7,168,1348,2557,2481,1312,1218,4307,5960,1624,1609,1651,1617,1751,1725,1734,1691,4142,6426,5949,8619,8609,4499,1703,2381,6303,3436,1045
"G3600110","1980","A","1","2","New York","36",,"Cayuga","011",,,,,,,,,,,,,"04",,,,,,,,"CAYUGA COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",79894,77157,1941,147,0,0,48,21,28,29,42,9,1,6,1,464,79261,98,330,17,188,1243,2254,2159,1103,1076,3810,5563,1497,1539,1606,1553,1466,1420,1331,1286,3928,6503,5817,8287,7709,4331,1591,2375,6158,3124,1165
"G3600130","1980","A","1","2","New York","36",,"Chautauqua","013",,,,,,,,,,,,,"03",,,,,,,,"CHAUTAUQUA COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",146925,142928,1901,356,1,0,25,43,48,105,93,46,0,10,4,1365,144659,169,1754,23,320,2171,4029,3823,1921,1934,6540,9208,2528,2642,2688,2779,3004,3099,2858,2951,7308,10976,9678,14979,15294,8018,3081,4537,12120,6608,2151
"G3600150","1980","A","1","2","New York","36","2335","Chemung","015",,,,,,,,,,,,,"03",,,,,,,,"CHEMUNG COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",97656,92636,3939,149,0,0,44,76,31,67,131,34,7,5,2,535,96788,173,418,27,250,1482,2647,2638,1283,1272,4401,6340,1671,1877,1908,1962,2021,1944,1909,1758,4818,7516,6785,10051,10169,5687,2090,2927,7276,3942,1282
"G3600170","1980","A","1","2","New York","36",,"Chenango","017",,,,,,,,,,,,,"06",,,,,,,,"CHENANGO COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",49344,48819,235,66,0,0,17,33,32,13,43,1,0,0,0,85,49097,51,62,25,109,814,1447,1421,729,685,2451,3731,926,1028,1113,1055,856,682,694,724,2267,3573,3602,5601,4885,2532,945,1421,3610,1859,693
"G3600190","1980","A","1","2","New York","36",,"Clinton","019",,,,,,,,,,,,,"07",,,,,,,,"CLINTON COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",80750,76991,2330,173,1,5,58,83,63,70,57,23,15,7,0,874,79315,272,733,56,374,1266,2249,2250,1086,1077,3561,5087,1423,1564,1651,1691,2240,2523,2617,2663,5732,7255,6253,8794,7186,3065,1119,1493,4203,2128,574
"G3600210","1980","A","1","2","New York","36",,"Columbia","021",,,,,,,,,,,,,"09",,,,,,,,"COLUMBIA COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",59487,57038,2010,87,1,0,13,18,8,28,33,23,9,6,0,213,58949,96,200,28,214,711,1387,1470,703,757,2684,3804,1094,1193,1202,1156,897,837,805,816,2399,4252,4492,6786,6127,3253,1323,1918,5578,2928,915
"G3600230","1980","A","1","2","New York","36",,"Cortland","023",,,,,,,,,,,,,"04",,,,,,,,"CORTLAND COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",48820,48133,314,89,0,0,16,44,20,43,35,6,1,0,0,119,48435,50,111,11,213,691,1399,1356,612,628,2239,3090,759,869,944,916,1521,1899,1640,1571,2756,3591,3438,5067,4216,2235,787,1167,3149,1699,581
"G3600250","1980","A","1","2","New York","36",,"Delaware","025",,,,,,,,,,,,,"06",,,,,,,,"DELAWARE COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",46824,46206,285,88,0,0,26,18,26,12,23,11,8,0,0,121,46531,47,114,17,115,641,1237,1212,575,652,2050,2906,764,867,940,883,1246,1322,933,718,1898,3218,3086,4846,4842,2669,1007,1445,4025,2099,743
"G3600270","1980","A","1","2","New York","36","6460","Dutchess","027",,,,,,,,,,,,,"09",,,,,,,,"DUTCHESS COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",245055,221833,17131,381,3,9,218,1063,165,306,940,134,17,6,1,2848,239202,407,3305,359,1782,3133,6027,6179,3037,3198,10885,16940,4419,4898,4853,4894,4712,4842,4635,4339,11978,18925,20120,31685,26224,11816,4256,5914,16338,8287,2521
"G3600290","1980","A","1","2","New York","36","1280","Erie","029",,,,,,,,,,,,,"A",,,,,,,,"ERIE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1015472,893195,102947,5046,6,12,492,1393,450,884,1851,282,56,12,4,8842,1001082,1867,8529,341,3653,13026,24661,24271,12188,12251,43258,65651,17738,18670,18907,19517,18928,19493,19256,19420,55040,80515,71063,107508,113162,61059,22563,31151,76905,38243,11028
"G3600310","1980","A","1","2","New York","36",,"Essex","031",,,,,,,,,,,,,"07",,,,,,,,"ESSEX COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",36176,35857,137,63,0,1,12,3,4,14,10,0,2,0,0,73,35943,29,63,4,137,455,888,924,417,485,1661,2495,740,773,768,781,614,500,510,471,1649,2680,2524,3932,3688,2043,775,1134,3147,1599,523
"G3600330","1980","A","1","2","New York","36",,"Franklin","033",,,,,,,,,,,,,"07",,,,,,,,"FRANKLIN COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",44929,42640,88,2083,0,0,13,5,17,12,18,5,0,1,0,47,44751,55,34,6,83,649,1209,1195,622,656,2174,3302,934,1027,964,964,1094,1029,879,771,2202,3189,2980,4510,4462,2325,841,1220,3369,1826,536
"G3600350","1980","A","1","2","New York","36",,"Fulton","035",,,,,,,,,,,,,"05",,,,,,,,"FULTON COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",55153,54369,473,77,0,0,20,16,8,24,33,31,7,3,1,91,54848,54,94,13,144,795,1520,1465,736,730,2683,3731,1027,1043,1110,1038,872,832,782,766,2445,3923,3913,5704,5497,3183,1273,1847,4990,2445,803
"G3600370","1980","A","1","2","New York","36",,"Genesee","037",,,,,,,,,,,,,"02",,,,,,,,"GENESEE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",59400,57414,1122,613,0,0,20,7,8,31,31,3,0,0,1,150,59075,65,151,3,106,846,1643,1660,845,822,2960,4356,1151,1230,1272,1173,1087,1027,937,934,2842,4567,4340,6704,6036,3153,1135,1649,4128,2184,719
"G3600390","1980","A","1","2","New York","36",,"Greene","039",,,,,,,,,,,,,"09",,,,,,,,"GREENE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",40861,39259,1225,64,2,1,8,10,8,10,14,10,2,3,0,245,40301,41,316,33,170,462,953,986,488,535,1731,2580,682,763,772,882,782,683,647,550,1760,2681,2831,4448,4233,2213,887,1367,4106,2152,687
"G3600410","1980","A","1","2","New York","36",,"Hamilton","041",,,,,,,,,,,,,"05",,,,,,,,"HAMILTON COUNTY","0","0","0","1","1","1","1","0","0","0","0","0","1","1","1","0","0","0","1","1","0",5034,5011,0,12,0,0,1,0,0,1,2,0,0,0,0,7,5022,6,1,0,5,64,115,98,54,58,214,327,98,110,122,99,76,55,46,57,180,298,291,575,576,319,142,223,529,262,46
"G3600430","1980","A","1","2","New York","36","8680","Herkimer","043",,,,,,,,,,,,,"D",,,,,,,,"HERKIMER COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",66714,66327,118,82,1,0,23,11,16,10,31,1,7,1,1,85,66455,51,87,8,113,986,1848,1749,949,938,3125,4355,1194,1276,1356,1272,1334,1277,1058,1011,2980,4635,4555,7049,6588,4015,1608,2291,5561,2794,910
"G3600450","1980","A","1","2","New York","36",,"Jefferson","045",,,,,,,,,,,,,"07",,,,,,,,"JEFFERSON COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",88151,87318,274,206,0,2,16,41,57,49,24,15,6,4,1,138,87776,121,74,10,170,1388,2682,2596,1276,1266,4463,6237,1735,1799,1788,1873,1567,1521,1377,1374,4234,6637,6080,9156,8740,4684,1718,2442,6665,3637,1216
"G3600470","1980","B","1","2","New York","36","5600","Kings","047",,,,,,,,"70",,,,,"G",,,,,,,,"KINGS COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",2230936,1249486,722812,3113,28,41,720,26880,3939,2827,7258,859,231,218,33,212491,1838818,7364,279646,9502,95606,38974,69458,67629,32278,30589,99260,138828,37024,38716,39734,39025,36585,37835,38071,37839,117728,188055,168297,244651,226231,119121,44348,61116,172749,86188,20607
"G3600490","1980","A","1","2","New York","36",,"Lewis","049",,,,,,,,,,,,,"07",,,,,,,,"LEWIS COUNTY","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0",25035,24918,15,32,0,0,2,0,21,3,5,4,0,0,0,35,24955,26,1,1,52,427,875,797,371,384,1343,1946,494,583,584,574,449,419,400,404,1210,1946,1600,2540,2515,1177,441,643,1658,932,323
"G3600510","1980","A","1","2","New York","36","6840","Livingston","051",,,,,,,,,,,,,"02",,,,,,,,"LIVINGSTON COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",57006,55887,666,129,2,1,13,20,19,25,45,22,1,0,0,176,56659,53,156,16,122,805,1549,1455,719,707,2674,3774,1038,1094,1127,1067,1696,1819,1630,1613,3155,4398,4122,6243,5429,2610,938,1346,3621,1783,594
"G3600530","1980","A","1","2","New York","36","8160","Madison","053",,,,,,,,,,,,,"C",,,,,,,,"MADISON COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",65150,64236,472,157,3,1,13,40,16,33,14,23,10,5,1,126,64814,43,101,24,168,976,1777,1742,859,885,3145,4606,1269,1255,1313,1352,2162,2554,1789,1427,3148,4710,4557,7115,6064,3054,1152,1649,4009,1927,654
"G3600550","1980","A","1","2","New York","36","6840","Monroe","055",,,,,,,,,,,,,"B",,,,,,,,"MONROE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",702238,613525,71041,1633,13,11,465,1436,352,720,1696,653,52,13,10,10618,685500,1186,11797,869,2886,10027,18143,17409,8758,8701,31097,46500,12129,13059,13094,12911,13413,13796,14435,14152,40700,61399,56756,80142,70447,36704,13193,18297,43916,24535,8525
"G3600570","1980","A","1","2","New York","36","0160","Montgomery","057",,,,,,,,,,,,,"05",,,,,,,,"MONTGOMERY COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",53439,52424,262,65,0,0,11,23,16,21,30,2,2,2,0,581,51849,50,985,42,513,621,1399,1289,651,687,2379,3315,881,889,899,940,786,775,774,720,2288,3939,3648,5116,5547,3433,1364,2009,5435,2677,978
"G3600590","1980","A","1","2","New York","36","5380","Nassau","059",,,,,,,,"70",,,,,"G",,,,,,,,"NASSAU COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1321582,1204208,90743,872,15,5,1460,5226,2317,1886,3251,259,41,22,10,11267,1278296,1551,13984,4143,23608,13533,27003,28342,14684,14596,51711,84717,24137,25860,27186,27259,23873,23520,23048,22439,63032,90751,90924,154017,179600,97311,32827,40816,85701,41691,13004
"G3600610","1980","B","1","2","New York","36","5600","New York","061",,,,,,,,"70",,,,,"G",,,,,,,,"NEW YORK COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1428285,841204,309854,2922,49,65,5737,51846,5373,2791,6037,570,369,72,89,201307,1092038,6438,166328,20439,143042,15734,27536,25882,12248,11912,38527,56678,15381,15825,16576,16945,17747,18979,20121,21007,84933,163207,145757,196430,158500,77287,28042,38594,118832,68720,16885
"G3600630","1980","A","1","2","New York","36","1280","Niagara","063",,,,,,,,,,,,,"A",,,,,,,,"NIAGARA COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",227354,212873,11028,2325,1,3,74,70,44,99,144,42,10,3,0,638,225538,298,556,40,922,3263,6097,5973,2980,3001,10334,14892,3899,4268,4308,4329,4428,4400,4335,4289,11852,17503,15980,23822,24688,13518,5053,7015,16687,7872,2568
"G3600650","1980","A","1","2","New York","36","8680","Oneida","065",,,,,,,,,,,,,"D",,,,,,,,"ONEIDA COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",253466,243022,7719,375,4,4,131,170,129,148,180,28,32,19,4,1501,250847,413,1211,46,949,3527,6486,6514,3214,3176,11408,16940,4648,4897,4979,4899,4787,4867,4951,4638,12429,18545,17509,26593,25879,14945,5682,7969,20010,10142,3832
"G3600670","1980","A","1","2","New York","36","8160","Onondaga","067",,,,,,,,,,,,,"C",,,,,,,,"ONONDAGA COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",463920,424786,30117,3257,12,5,265,712,365,425,774,233,24,11,5,2929,459190,773,1729,257,1971,6727,12307,11939,6062,5742,20237,30227,8205,8640,8988,9035,9774,10044,9947,9804,26724,39854,34876,49462,48171,25202,9137,11968,29899,15978,4971
"G3600690","1980","A","1","2","New York","36","6840","Ontario","069",,,,,,,,,,,,,"02",,,,,,,,"ONTARIO COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",88909,86629,1458,141,0,0,26,39,20,44,48,10,4,1,1,488,87951,111,614,29,204,1201,2418,2294,1199,1117,4120,6055,1574,1707,1705,1763,1801,1902,1716,1625,4294,7132,7319,10160,8846,4604,1617,2427,6138,3107,1068
"G3600710","1980","A","1","2","New York","36","5660","Orange","071",,,,,,,,,,,,,"09",,,,,,,,"ORANGE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",259603,237359,16225,426,6,1,162,350,209,265,275,38,28,4,1,4254,248343,669,7166,411,3014,4017,7650,7719,3879,3700,13347,18757,4904,5050,5259,4956,4720,5099,4846,4628,11457,19132,21795,32364,25178,12137,4532,6293,17202,8510,2472
"G3600730","1980","A","1","2","New York","36","6840","Orleans","073",,,,,,,,,,,,,"01",,,,,,,,"ORLEANS COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",38496,36023,1988,156,0,3,9,3,14,12,19,16,6,0,0,247,38091,58,266,11,70,600,1098,1005,527,536,1927,2847,745,838,819,867,740,625,540,586,1799,2843,2821,4343,3864,2009,755,1113,2666,1438,545
"G3600750","1980","A","1","2","New York","36","8160","Oswego","075",,,,,,,,,,,,,"C",,,,,,,,"OSWEGO COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",113901,112603,434,306,1,1,67,62,27,41,123,26,2,1,0,207,113305,121,236,13,226,1850,3602,3421,1707,1653,5836,8200,2185,2285,2339,2215,2774,2917,2955,2828,6207,9096,8119,12089,10390,5373,1939,2801,6761,3293,1066
"G3600770","1980","A","1","2","New York","36",,"Otsego","077",,,,,,,,,,,,,"06",,,,,,,,"OTSEGO COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",59075,58283,355,65,3,2,31,45,21,34,68,2,4,0,2,160,58661,46,143,12,213,772,1353,1342,632,625,2360,3445,926,1003,1029,1008,1968,2136,2079,1986,3013,4089,3769,5779,5373,3058,1122,1721,4887,2642,958
"G3600790","1980","A","1","2","New York","36","5600","Putnam","079",,,,,,,,"70",,,,,"09",,,,,,,,"PUTNAM COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",77193,76091,417,33,1,0,50,117,43,64,105,7,0,3,0,262,75921,67,544,94,567,1014,2033,2170,1171,1127,4167,6254,1632,1742,1636,1604,1306,1100,1022,991,2994,5700,6843,11558,7968,3142,1130,1559,4559,2223,548
"G3600810","1980","B","1","2","New York","36","5600","Queens","081",,,,,,,,"70",,,,,"G",,,,,,,,"QUEENS COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1891325,1335805,354129,2748,34,32,5487,39135,11196,14486,21736,1418,192,92,38,104797,1628903,4285,83425,22182,152530,24128,44326,42945,21257,20612,68500,99875,27414,28672,29382,29363,27352,28355,29292,29553,95390,158643,143692,216764,216211,121150,45186,61935,170253,88747,22328
"G3600830","1980","A","1","2","New York","36","0160","Rensselaer","083",,,,,,,,,,,,,"F",,,,,,,,"RENSSELAER COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",151966,146213,4117,170,4,1,103,251,88,114,228,31,1,0,2,643,150814,174,368,50,560,2143,3844,3880,1856,1978,6933,10018,2769,2770,2892,2885,3397,3688,3638,3281,7933,11906,11223,15749,15096,7876,3053,4209,11164,6037,1748
"G3600850","1980","B","1","2","New York","36","5600","Richmond","085",,,,,,,,"70",,,,,"G",,,,,,,,"RICHMOND COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",352121,313534,25616,374,5,4,171,1822,1918,1136,1587,32,23,12,8,5879,333237,473,11055,892,6464,4878,9577,9948,5066,4962,16657,24969,6598,6803,6658,6408,5907,5974,5752,5619,16847,29171,30734,45317,36557,17616,6358,8620,21461,10378,3286
"G3600870","1980","A","1","2","New York","36","5600","Rockland","087",,,,,,,,"70",,,,,"G",,,,,,,,"ROCKLAND COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",259530,232666,18016,538,12,6,225,1042,1497,408,966,134,16,10,3,3991,247758,304,6418,591,4459,3449,6718,7130,3676,3610,12843,20049,5506,5706,5808,5754,4610,4348,4040,3984,11368,16981,20438,37270,33038,12489,3824,4809,12719,7158,2205
"G3600890","1980","A","1","2","New York","36",,"St Lawrence","089",,,,,,,,,,,,,"07",,,,,,,,"ST. LAWRENCE COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",114254,112997,230,441,1,1,39,93,30,57,148,12,13,3,0,189,113692,167,91,18,286,1688,3195,3158,1578,1546,5588,7562,2145,2240,2278,2294,3591,4342,3901,3375,5965,8071,7251,11137,10910,5549,1990,2648,7306,3792,1154
"G3600910","1980","A","1","2","New York","36","0160","Saratoga","091",,,,,,,,,,,,,"F",,,,,,,,"SARATOGA COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",153759,151277,1409,184,0,0,40,148,76,88,181,29,10,2,2,313,152757,145,237,52,568,2205,4437,4461,2294,2210,8021,11598,3042,3173,3167,3029,2751,2849,2580,2570,7282,12654,13453,19535,15165,7238,2603,3384,8661,4145,1252
