GISJOIN,YEAR,FSTATUS,REGIONA,DIVISIONA,STATE,STATEA,SMSAA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,ENUMDISTA,SCSAA,URB_AREAA,CDA,AIANHHA,MCDSEQNO,ZIPA,SEA,UATYPE,PLACDESC,CBD,INDSUBR,AREANAME,SUPFLG01,SUPFLG02,SUPFLG03,SUPFLG04,SUPFLG05,SUPFLG06,SUPFLG07,SUPFLG08,SUPFLG09,SUPFLG10,SUPFLG11,SUPFLG12,SUPFLG13,SUPFLG14,SUPFLG15,SUPFLG16,SUPFLG17,SUPFLG18,SUPFLG19,SUPFLG20,SUPFLG21,SUPFLG22,SUPFLG23,SUPFLG24,SUPFLG25,SUPFLG26,SUPFLG27,DHM001,DHM002,DHM003,DHM004,DHM005
"G0500250","1980","A","3","7","Arkansas","05",,"Cleveland","025",,,,,,,,,,,,"06",,,,,"CLEVELAND",,,,"1","1","1",,,,,,,,"1",,,,,,"1",,,,,,,,1632,966,1598,291,286
"G0500270","1980","A","3","7","Arkansas","05",,"Columbia","027",,,,,,,,,,,,"05",,,,,"COLUMBIA",,,,,"1",,,,,,,,,,,,,"1","1",,,,,,,,,4222,3145,4935,1698,1526
"G0500290","1980","A","3","7","Arkansas","05",,"Conway","029",,,,,,,,,,,,"03",,,,,"CONWAY",,,,,"1",,,,,,,,,,,,,"1",,,,,"1","1",,,,3345,2259,4030,906,873
"G0500310","1980","A","3","7","Arkansas","05",,"Craighead","031",,,,,,,,,,,,"07",,,,,"CRAIGHEAD",,,,,,,,,,,,,,,,,,,,,,,,"1",,,,10444,5835,10388,4012,4691
"G0500330","1980","A","3","7","Arkansas","05","2720","Crawford","033",,,,,,,,,,,,"02",,,,,"CRAWFORD",,,,,,,,,,,,"1","1",,,,,,,,,,"1",,,,,5923,4177,7744,2353,1085
"G0500350","1980","A","3","7","Arkansas","05","4920","Crittenden","035",,,,,,,,,,,,"08",,,,,"CRITTENDEN",,,,,,,,,,,,,,,,,,"1",,,,,,,,,,8659,5119,7451,2493,1864
"G0500370","1980","A","3","7","Arkansas","05",,"Cross","037",,,,,,,,,,,,"07",,,,,"CROSS",,,,,,,,,,,,,,,,,,"1",,"1",,,,"1",,,,4157,2117,3214,794,824
"G0500390","1980","A","3","7","Arkansas","05",,"Dallas","039",,,,,,,,,,,,"06",,,,,"DALLAS",,,,"1","1",,,,,,"1",,"1",,,,,"1",,,,,,,,"1",,1517,1547,2152,598,562
"G0500410","1980","A","3","7","Arkansas","05",,"Desha","041",,,,,,,,,,,,"08",,,,,"DESHA",,,,,"1",,,,,,,"1","1",,,,,"1","1",,,,,,,,,3739,1971,3024,950,935
"G0500430","1980","A","3","7","Arkansas","05",,"Drew","043",,,,,,,,,,,,"06",,,,,"DREW",,,,,,,,,,,,,,,,,,,,,,,,,,,,2816,1975,2784,1054,1272
"G0500450","1980","A","3","7","Arkansas","05",,"Faulkner","045",,,,,,,,,,,,"03",,,,,"FAULKNER",,,,,"1",,,,,,,,,,,,,,,,,,,"1","1",,,5107,4199,8298,3309,3543
"G0500470","1980","A","3","7","Arkansas","05",,"Franklin","047",,,,,,,,,,,,"02",,,,,"FRANKLIN",,,,,"1",,,,,,,"1","1",,,,,,,,,,,"1",,,,2629,1684,3086,887,542
"G0500490","1980","A","3","7","Arkansas","05",,"Fulton","049",,,,,,,,,,,,"09",,,,,"FULTON",,,,"1","1",,,,,,,,,"1",,"1",,"1",,"1",,,,,,"1",,2360,978,2265,552,347
"G0500510","1980","A","3","7","Arkansas","05",,"Garland","051",,,,,,,,,,,,"04",,,,,"GARLAND",,,,,,,,,,,,,,,,,,,,,,,,,,,,10565,8019,16188,6276,5245
"G0500530","1980","A","3","7","Arkansas","05",,"Grant","053",,,,,,,,,,,,"06",,,,,"GRANT",,,,,"1",,,,,,"1","1",,,,,,"1","1",,,,"1","1",,"1",,1978,1621,2959,604,568
"G0500550","1980","A","3","7","Arkansas","05",,"Greene","055",,,,,,,,,,,,"07",,,,,"GREENE",,,"1",,"1",,,,,"1",,,"1",,,,"1","1",,,,,,"1",,,,6787,3441,5598,1338,1359
"G0500570","1980","A","3","7","Arkansas","05",,"Hempstead","057",,,,,,,,,,,,"05",,,,,"HEMPSTEAD",,,,,"1",,,,,,,,,,,,,,,,,,"1","1",,,,3415,2829,5492,1280,1254
"G0500590","1980","A","3","7","Arkansas","05",,"Hot Spring","059",,,,,,,,,,,,"04",,,,,"HOT SPRING",,,,,"1",,,,,,,"1","1",,,,,"1",,,,,,,"1",,,4201,3291,5925,1546,1330
"G0500610","1980","A","3","7","Arkansas","05",,"Howard","061",,,,,,,,,,,,"05",,,,,"HOWARD",,,,,"1",,,,,,,,,,,,,"1","1",,,,,"1","1","1",,2502,1733,2700,642,580
"G0500630","1980","A","3","7","Arkansas","05",,"Independence","063",,,,,,,,,,,,"03",,,,,"INDEPENDENCE",,,,,,,,,,,,,,,,,,,"1",,,,,,"1",,,5296,3720,5979,1632,1480
"G0500650","1980","A","3","7","Arkansas","05",,"Izard","065",,,,,,,,,,,,"09",,,,,"IZARD",,,"1",,,,,,,,"1",,"1",,,,,"1",,,,"1",,"1",,,,2474,1187,2450,734,646
"G0500670","1980","A","3","7","Arkansas","05",,"Jackson","067",,,,,,,,,,,,"07",,,,,"JACKSON",,,,"1","1",,,,,,"1","1",,"1",,,,"1","1","1",,,,,,,,4916,2708,3436,871,1040
"G0500690","1980","A","3","7","Arkansas","05","6240","Jefferson","069",,,,,,,,,,,,"08",,,,,"JEFFERSON",,,,,,,,,,,,,,,,,,,,,,,,,,,,12330,8970,17133,5802,5994
"G0500710","1980","A","3","7","Arkansas","05",,"Johnson","071",,,,,,,,,,,,"02",,,,,"JOHNSON",,,,,"1",,,,,,,,,,,,,"1",,,,,,"1",,,,3700,1868,3089,1077,932
"G0500730","1980","A","3","7","Arkansas","05",,"Lafayette","073",,,,,,,,,,,,"05",,,,,"LAFAYETTE",,,,"1",,,,,,,"1",,"1",,,,,,,,,,,"1",,"1",,2263,1274,1745,388,341
"G0500750","1980","A","3","7","Arkansas","05",,"Lawrence","075",,,,,,,,,,,,"07",,,,,"LAWRENCE",,,,,"1",,,,,,,"1","1",,,,"1",,"1",,,,"1",,"1",,,4677,1968,3233,760,618
"G0500770","1980","A","3","7","Arkansas","05",,"Lee","077",,,,,,,,,,,,"08",,,,,"LEE",,,,"1",,,,,,,,"1","1",,,,,,,,,,,,"1",,,3972,1641,1463,583,584
"G0500790","1980","A","3","7","Arkansas","05",,"Lincoln","079",,,,,,,,,,,,"08",,,,,"LINCOLN",,,,"1","1",,,,,"1","1",,,,,,,,,,,,"1","1",,,,2731,1820,2279,524,444
"G0500810","1980","A","3","7","Arkansas","05","8360","Little River","081",,,,,,,,,,,,"05",,,,,"LITTLE RIVER",,,,,,,,,,"1","1",,,,,,"1","1",,,,,"1","1",,"1",,2233,1540,2598,914,607
"G0500830","1980","A","3","7","Arkansas","05",,"Logan","083",,,,,,,,,,,,"02",,,,,"LOGAN",,,,,"1",,,,,,,,,,,,,,,"1",,,,"1","1",,,4049,2462,4008,889,763
"G0500850","1980","A","3","7","Arkansas","05",,"Lonoke","085",,,,,,,,,,,,"07",,,,,"LONOKE",,,,,"1",,,,,,,,,,,,,"1","1",,,,,"1","1",,,5246,3829,6794,2023,1559
"G0500870","1980","A","3","7","Arkansas","05",,"Madison","087",,,,,,,,,,,,"09",,,,,"MADISON",,,"1",,"1",,,,,,"1",,"1","1",,,,"1",,"1",,,,,,,,2655,1036,2341,606,440
"G0500890","1980","A","3","7","Arkansas","05",,"Marion","089",,,,,,,,,,,,"09",,,,,"MARION",,,,,"1",,,,,,,"1","1",,,,,"1","1",,,"1",,,,"1",,1948,1321,2774,877,540
"G0500910","1980","A","3","7","Arkansas","05","8360","Miller","091",,,,,,,,,,,,"05",,,,,"MILLER",,,,,"1",,,,,,,"1","1",,,,,"1","1",,,,,,"1",,,5417,4473,7651,2684,1705
"G0500930","1980","A","3","7","Arkansas","05",,"Mississippi","093",,,,,,,,,,,,"08",,,,,"MISSISSIPPI",,,,,,,,,,,,,,,,,,"1",,,,,,,,,,11425,5316,9086,2955,2721
"G0500950","1980","A","3","7","Arkansas","05",,"Monroe","095",,,,,,,,,,,,"07",,,,,"MONROE",,,,"1","1",,,,,,"1","1",,,,,,,,,,,,"1","1",,,3145,1679,2052,650,488
"G0500970","1980","A","3","7","Arkansas","05",,"Montgomery","097",,,,,,,,,,,,"04",,,,,"MONTGOMERY",,,,,"1",,,,,,,"1","1",,,,,"1","1",,,,,"1","1","1",,1615,1041,1645,367,393
"G0500990","1980","A","3","7","Arkansas","05",,"Nevada","099",,,,,,,,,,,,"05",,,,,"NEVADA",,,,,"1",,,,,,,,,"1",,,,,,"1",,,,,,,,1956,1533,2276,494,450
"G0501010","1980","A","3","7","Arkansas","05",,"Newton","101",,,,,,,,,,,,"09",,,,,"NEWTON",,,"1","1","1",,,,,"1",,"1",,,,"1",,"1",,,,,"1","1","1",,,1804,742,1391,393,321
"G0501030","1980","A","3","7","Arkansas","05",,"Ouachita","103",,,,,,,,,,,,"06",,,,,"OUACHITA",,,,,"1",,,,,,,,,,,,,,,,,,,,,"1",,5010,3975,6052,1964,1703
"G0501050","1980","A","3","7","Arkansas","05",,"Perry","105",,,,,,,,,,,,"04",,,,,"PERRY",,,,,,,,,,,,,,,,,,,,,,,"1","1",,,,1327,797,1629,360,243
"G0501070","1980","A","3","7","Arkansas","05",,"Phillips","107",,,,,,,,,,,,"08",,,,,"PHILLIPS",,,,,,,,,,,,,,,,,,,"1",,,,,"1",,,,7284,3417,4242,1889,1525
"G0501090","1980","A","3","7","Arkansas","05",,"Pike","109",,,,,,,,,,,,"04",,,,,"PIKE",,,,,,"1",,,,,,,,"1",,,,,,"1",,,"1","1",,,,2009,1279,2143,463,456
"G0501110","1980","A","3","7","Arkansas","05",,"Poinsett","111",,,,,,,,,,,,"07",,,,,"POINSETT",,,,,"1",,,,,,,"1","1",,,,,"1","1",,,,,,,,,6776,2731,4222,988,979
"G0501130","1980","A","3","7","Arkansas","05",,"Polk","113",,,,,,,,,,,,"04",,,,,"POLK",,,,,"1",,,,,,,"1","1","1",,,,"1","1",,,,,"1","1","1",,3470,1862,3467,984,857
"G0501150","1980","A","3","7","Arkansas","05",,"Pope","115",,,,,,,,,,,,"02",,,,,"POPE",,,,,,,,,,,,"1","1",,,,,,"1",,,,,,,,,5910,3487,7471,2650,2608
"G0501170","1980","A","3","7","Arkansas","05",,"Prairie","117",,,,,,,,,,,,"07",,,,,"PRAIRIE",,,,"1","1",,,,,,,"1","1",,,,,,"1",,,,,,,"1",,2375,1081,1785,402,395
"G0501190","1980","A","3","7","Arkansas","05","4400","Pulaski","119",,,,,,,,,,,,"A",,,,,"PULASKI",,,,,,,,,,,,,,,,,,,,,,,,,,,,27432,27910,70021,33290,36849
"G0501210","1980","A","3","7","Arkansas","05",,"Randolph","121",,,,,,,,,,,,"03",,,,,"RANDOLPH",,,,"1","1",,,,,,"1","1",,,,,"1",,"1",,,,"1","1",,"1",,4206,1674,2945,710,644
"G0501230","1980","A","3","7","Arkansas","05",,"St Francis","123",,,,,,,,,,,,"08",,,,,"ST. FRANCIS",,,,,,,,,,,,,,,,,,,,,,,,,,,,5827,3054,4566,1416,1299
"G0501250","1980","A","3","7","Arkansas","05","4400","Saline","125",,,,,,,,,,,,"04",,,,,"SALINE",,,,,"1",,,,,,,"1","1",,,,,,"1",,,,,,,"1",,6627,5714,12568,3536,2552
"G0501270","1980","A","3","7","Arkansas","05",,"Scott","127",,,,,,,,,,,,"04",,,,,"SCOTT",,,"1",,"1",,,,,,"1",,"1",,,,,"1",,,,,,,,"1",,2239,1232,1861,470,226
"G0501290","1980","A","3","7","Arkansas","05",,"Searcy","129",,,,,,,,,,,,"09",,,,,"SEARCY",,,,"1","1","1",,,,,,,,"1",,,,,,"1",,"1",,"1",,,,2460,811,1534,396,397
"G0501310","1980","A","3","7","Arkansas","05","2720","Sebastian","131",,,,,,,,,,,,"02",,,,,"SEBASTIAN",,,,,,,,,,,,,,,,,,,,,,,,,,,,10617,9550,20017,9661,6761
"G0501330","1980","A","3","7","Arkansas","05",,"Sevier","133",,,,,,,,,,,,"04",,,,,"SEVIER",,,,,"1",,,,,,,"1","1",,,,,,"1","1",,,,"1",,,,2370,1682,2902,855,726
"G0501350","1980","A","3","7","Arkansas","05",,"Sharp","135",,,,,,,,,,,,"03",,,,,"SHARP",,,,,"1",,,,,"1",,,"1",,,,,,,,,,,"1",,"1",,2715,1780,3485,935,798
"G0501370","1980","A","3","7","Arkansas","05",,"Stone","137",,,,,,,,,,,,"09",,,,,"STONE",,,"1","1",,"1",,,,,,,,,,,,,,,,,,,,,,2394,906,1655,330,398
"G0501390","1980","A","3","7","Arkansas","05",,"Union","139",,,,,,,,,,,,"06",,,,,"UNION",,,,,,,,,,,,,,,,,,,,,,,,,,,,6860,5530,10328,3636,3150
"G0501410","1980","A","3","7","Arkansas","05",,"Van Buren","141",,,,,,,,,,,,"09",,,,,"VAN BUREN",,,,,"1",,,,,"1",,"1",,,,,"1",,,,,,,,"1",,,2682,1484,3054,929,597
"G0501430","1980","A","3","7","Arkansas","05","2580","Washington","143",,,,,,,,,,,,"01",,,,,"WASHINGTON",,,,,,,,,,,,,,,,,,,,,,,,,,,,11928,7897,17374,7694,9831
"G0501450","1980","A","3","7","Arkansas","05",,"White","145",,,,,,,,,,,,"03",,,,,"WHITE",,,,,,,,,,,,,,,,,,,"1",,,,,,,,,8828,5942,8680,2747,2540
"G0501470","1980","A","3","7","Arkansas","05",,"Woodruff","147",,,,,,,,,,,,"07",,,,,"WOODRUFF",,,,"1","1",,,,,,"1","1",,,,,,"1","1","1",,,"1","1",,,,2570,1419,1613,418,453
"G0501490","1980","A","3","7","Arkansas","05",,"Yell","149",,,,,,,,,,,,"02",,,,,"YELL",,,,,,,,,,,,,,,,,,,,"1",,,,"1","1","1",,3353,2110,3724,924,535
"G0600010","1980","A","4","9","California","06","7360","Alameda","001",,,,,,"84",,,,,,"A",,,,,"ALAMEDA",,,,,,,,,,,,,,,,,,,,,,,,,,,,81611,80925,215093,148837,151045
"G0600030","1980","A","4","9","California","06",,"Alpine","003",,,,,,,,,,,,"09",,,,,"ALPINE",,,,,"1",,,,,,"1",,"1",,,,,,,"1",,,,"1",,"1",,35,50,185,143,198
"G0600050","1980","A","4","9","California","06",,"Amador","005",,,,,,,,,,,,"09",,,,,"AMADOR",,,,,,,,,,,,,,,,,"1",,,,,,"1",,,,,1218,1769,5491,2760,1626
"G0600070","1980","A","4","9","California","06","1620","Butte","007",,,,,,,,,,,,"04",,,,,"BUTTE",,,,,,,,,,,,,,,,,,,,,,,,,,,,11619,13124,28587,19159,14742
"G0600090","1980","A","4","9","California","06",,"Calaveras","009",,,,,,,,,,,,"09",,,,,"CALAVERAS",,,,,,,,,,,,,,,,,,,"1",,,,,,,,,1416,1877,5630,3060,1915
"G0600110","1980","A","4","9","California","06",,"Colusa","011",,,,,,,,,,,,"04",,,,,"COLUSA",,,,,,,,,,,,,,,,,,,,,,,,,,,,1660,1059,2565,1457,947
"G0600130","1980","A","4","9","California","06","7360","Contra Costa","013",,,,,,"84",,,,,,"A",,,,,"CONTRA COSTA",,,,,,,,,,,,,,,,,,,,,,,,,,,,34093,39159,129454,95719,101933
"G0600150","1980","A","4","9","California","06",,"Del Norte","015",,,,,,,,,,,,"01",,,,,"DEL NORTE",,,,,,,,,,,,,,,,,"1",,,,,,,,"1",,,1763,1816,4288,1920,1097
"G0600170","1980","A","4","9","California","06",,"El Dorado","017",,,,,,,,,,,,"09",,,,,"EL DORADO",,,,,,,,,,,,,,,,,,,,,,,,,,,,4088,6158,20478,14179,9483
"G0600190","1980","A","4","9","California","06","2840","Fresno","019",,,,,,,,,,,,"E",,,,,"FRESNO",,,,,,,,,,,,,,,,,,,,,,,,,,,,64881,39833,82455,57896,43785
"G0600210","1980","A","4","9","California","06",,"Glenn","021",,,,,,,,,,,,"04",,,,,"GLENN",,,"1",,,,,,,,,,,,,,,,,,,,,,,,,2423,2257,4602,2201,1181
"G0600230","1980","A","4","9","California","06",,"Humboldt","023",,,,,,,,,,,,"01",,,,,"HUMBOLDT",,,,,,,,,,,,,,,,,,,,,,,,,,,,6963,8107,22098,15275,11537
"G0600250","1980","A","4","9","California","06",,"Imperial","025",,,,,,,,,,,,"08",,,,,"IMPERIAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,16934,6713,11906,7943,4616
"G0600270","1980","A","4","9","California","06",,"Inyo","027",,,,,,,,,,,,"09",,,,,"INYO",,,"1",,,,,,,,,,,,,,,,"1",,,,,,"1",,,1241,1769,4911,2309,1416
"G0600290","1980","A","4","9","California","06","0680","Kern","029",,,,,,,,,,,,"J",,,,,"KERN",,,,,,,,,,,,,,,,,,,,,,,,,,,,48007,37485,70627,42618,26674
"G0600310","1980","A","4","9","California","06",,"Kings","031",,,,,,,,,,,,"06",,,,,"KINGS",,,,,,,,,,,,,,,,,,,,,,,,,,,,10198,5718,12635,6056,3910
"G0600330","1980","A","4","9","California","06",,"Lake","033",,,,,,,,,,,,"01",,,,,"LAKE",,,,,,,,,,,,,,,,,,,,,,,,,,,,4186,4440,10000,4443,2616
"G0600350","1980","A","4","9","California","06",,"Lassen","035",,,,,,,,,,,,"09",,,,,"LASSEN",,,,,,,,,,,,,,,,,,,,,,,,,,,,1414,1968,4418,3285,1499
"G0600370","1980","A","4","9","California","06","4480","Los Angeles","037",,,,,,"49",,,,,,"F",,,,,"LOS ANGELES",,,,,,,,,,,,,,,,,,,,,,,,,,,,752145,583896,1336165,939639,818658
"G0600390","1980","A","4","9","California","06",,"Madera","039",,,,,,,,,,,,"06",,,,,"MADERA",,,,,,,,,,,,,,,,,,,,,,,,,,,,8937,5435,11389,6391,3871
"G0600410","1980","A","4","9","California","06","7360","Marin","041",,,,,,"84",,,,,,"A",,,,,"MARIN",,,,,,,,,,,,,,,,,,,,,,,,,,,,6412,8721,36832,40497,57301
"G0600430","1980","A","4","9","California","06",,"Mariposa","043",,,,,,,,,,,,"09",,,,,"MARIPOSA",,,,,,,,,,,,,,,,,,,,,,,"1",,,,,755,1145,2530,1685,1115
"G0600450","1980","A","4","9","California","06",,"Mendocino","045",,,,,,,,,,,,"01",,,,,"MENDOCINO",,,,,,,,,,,,,,,,,,,,,,,,,,,,4688,5099,15649,8683,7305
"G0600470","1980","A","4","9","California","06",,"Merced","047",,,,,,,,,,,,"05",,,,,"MERCED",,,,,,,,,,,,,,,,,,,,,,,,,,,,18194,10049,22220,13337,7462
"G0600490","1980","A","4","9","California","06",,"Modoc","049",,,,,,,,,,,,"09",,,,,"MODOC",,,"1",,"1",,,,,,,"1","1",,,,,,"1",,,,,,,,,769,749,2005,1281,677
"G0600510","1980","A","4","9","California","06",,"Mono","051",,,,,,,,,,,,"09",,,,,"MONO",,,,,"1",,,,,,,,,,,,,"1","1",,,,,,,,,189,397,1890,1377,1132
"G0600530","1980","A","4","9","California","06","7120","Monterey","053",,,,,,,,,,,,"03",,,,,"MONTEREY",,,,,,,,,,,,,,,,,,,,,,,,,,,,29726,17136,47232,35670,31642
"G0600550","1980","A","4","9","California","06","8720","Napa","055",,,,,,"84",,,,,,"02",,,,,"NAPA",,,,,,,,,,,,,,,,,,,,,,,,,,,,7617,7925,21539,14834,11210
"G0600570","1980","A","4","9","California","06",,"Nevada","057",,,,,,,,,,,,"09",,,,,"NEVADA",,,,,,,,,,,,,,,,,,,,,,,"1",,"1",,,2682,3507,13677,8328,6186
"G0600590","1980","A","4","9","California","06","0360","Orange","059",,,,,,"49",,,,,,"F",,,,,"ORANGE",,,,,,,,,,,,,,,,,,,,,,,,,,,,105644,116353,360814,292019,255992
"G0600610","1980","A","4","9","California","06","6920","Placer","061",,,,,,,,,,,,"09",,,,,"PLACER",,,,,,,,,,,,,,,,,,,,,,,,,,,,7808,8469,26147,17713,12030
"G0600630","1980","A","4","9","California","06",,"Plumas","063",,,,,,,,,,,,"09",,,,,"PLUMAS",,,,,,,,,,,,,,,,,,,,,,,,,,,,961,1405,4436,2581,1593
"G0600650","1980","A","4","9","California","06","6780","Riverside","065",,,,,,"49",,,,,,"H",,,,,"RIVERSIDE",,,,,,,,,,,,,,,,,,,,,,,,,,,,61470,63596,139431,86458,51303
"G0600670","1980","A","4","9","California","06","6920","Sacramento","067",,,,,,,,,,,,"C",,,,,"SACRAMENTO",,,,,,,,,,,,,,,,,,,,,,,,,,,,49123,53399,159194,113735,89581
"G0600690","1980","A","4","9","California","06",,"San Benito","069",,,,,,,,,,,,"03",,,,,"SAN BENITO",,,,,,,,,,"1",,,"1",,,,,,,,,,"1",,,,,3917,2098,3696,2647,1471
"G0600710","1980","A","4","9","California","06","6780","San Bernardino","071",,,,,,"49",,,,,,"H",,,,,"SAN BERNARDINO",,,,,,,,,,,,,,,,,,,,,,,,,,,,66891,79257,180774,111533,66179
"G0600730","1980","A","4","9","California","06","7320","San Diego","073",,,,,,,,,,,,"G",,,,,"SAN DIEGO",,,,,,,,,,,,,,,,,,,,,,,,,,,,114870,121234,355635,257648,223845
"G0600750","1980","B","4","9","California","06","7360","San Francisco","075",,,,,,"84",,,,,,"A",,,,,"SAN FRANCISCO",,,,,,,,,,,,,,,,,,,,,,,,,,,,75764,49029,120456,98829,135263
"G0600770","1980","A","4","9","California","06","8120","San Joaquin","077",,,,,,,,,,,,"D",,,,,"SAN JOAQUIN",,,,,,,,,,,,,,,,,,,,,,,,,,,,43486,31908,64952,38215,23256
"G0600790","1980","A","4","9","California","06",,"San Luis Obispo","079",,,,,,,,,,,,"03",,,,,"SAN LUIS OBISPO",,,,,,,,,,,,,,,,,,,,,,,,,,,,10369,11090,30880,22631,17561
"G0600810","1980","A","4","9","California","06","7360","San Mateo","081",,,,,,"84",,,,,,"A",,,,,"SAN MATEO",,,,,,,,,,,,,,,,,,,,,,,,,,,,34001,35839,119239,93507,96491
"G0600830","1980","A","4","9","California","06","7480","Santa Barbara","083",,,,,,,,,,,,"K",,,,,"SANTA BARBARA",,,,,,,,,,,,,,,,,,,,,,,,,,,,19555,17268,53305,42896,43428
"G0600850","1980","A","4","9","California","06","7400","Santa Clara","085",,,,,,"84",,,,,,"B",,,,,"SANTA CLARA",,,,,,,,,,,,,,,,,,,,,,,,,,,,79257,75193,217564,182887,198702
"G0600870","1980","A","4","9","California","06","7485","Santa Cruz","087",,,,,,,,,,,,"03",,,,,"SANTA CRUZ",,,,,,,,,,,,,,,,,,,,,,,,,,,,14873,11070,33368,30076,27419
"G0600890","1980","A","4","9","California","06","6690","Shasta","089",,,,,,,,,,,,"09",,,,,"SHASTA",,,,,,,,,,,,,,,,,,,,,,,,,,,,6983,9985,27844,16125,8630
"G0600910","1980","A","4","9","California","06",,"Sierra","091",,,,,,,,,,,,"09",,,,,"SIERRA",,,"1",,"1",,,,,"1",,"1","1",,,,"1",,,,,,,"1","1",,,222,227,751,482,368
"G0600930","1980","A","4","9","California","06",,"Siskiyou","093",,,,,,,,,,,,"09",,,,,"SISKIYOU",,,,,,,,,,,,,,,,,,,,,,,,,,,,3006,3050,9690,5579,3491
"G0600950","1980","A","4","9","California","06","8720","Solano","095",,,,,,"84",,,,,,"A",,,,,"SOLANO",,,,,,,,,,,,,,,,,,,,,,,,,,,,14034,16423,51166,31930,18001
"G0600970","1980","A","4","9","California","06","7500","Sonoma","097",,,,,,"84",,,,,,"02",,,,,"SONOMA",,,,,,,,,,,,,,,,,,,,,,,,,,,,20164,22029,64975,44609,36235
"G0600990","1980","A","4","9","California","06","5170","Stanislaus","099",,,,,,,,,,,,"05",,,,,"STANISLAUS",,,,,,,,,,,,,,,,,,,,,,,,,,,,33239,24770,48192,28492,17954
"G0601010","1980","A","4","9","California","06","9340","Sutter","101",,,,,,,,,,,,"04",,,,,"SUTTER",,,,,,,,,,,,,,,,,,,,,,,,,,,,5412,4339,9851,6239,4351
"G0601030","1980","A","4","9","California","06",,"Tehama","103",,,,,,,,,,,,"04",,,,,"TEHAMA",,,,,,,,,,,,,,,,,,,,,,,"1",,,,,3359,3979,10088,4436,2180
"G0601050","1980","A","4","9","California","06",,"Trinity","105",,,,,,,,,,,,"09",,,,,"TRINITY",,,"1",,,,,,,,,,,,,,,,,,,,,,,,,731,1198,2898,1699,1028
"G0601070","1980","A","4","9","California","06","8780","Tulare","107",,,,,,,,,,,,"06",,,,,"TULARE",,,,,,,,,,,,,,,,,,,,,,,,,,,,38668,20983,38667,22902,13639
"G0601090","1980","A","4","9","California","06",,"Tuolumne","109",,,,,,,,,,,,"09",,,,,"TUOLUMNE",,,,,,,,,,,,,,,,,,,,,,,"1",,,,,2101,2864,8504,5383,2981
"G0601110","1980","A","4","9","California","06","6000","Ventura","111",,,,,,"49",,,,,,"07",,,,,"VENTURA",,,,,,,,,,,,,,,,,,,,,,,,,,,,39595,31913,99531,72274,53980
"G0601130","1980","A","4","9","California","06","6920","Yolo","113",,,,,,,,,,,,"04",,,,,"YOLO",,,,,,,,,,,,,,,,,,,,,,,,,,,,9498,6816,17837,10693,16611
"G0601150","1980","A","4","9","California","06","9340","Yuba","115",,,,,,,,,,,,"04",,,,,"YUBA",,,,,,,,,,,,,,,,,,,,,,,,,,,,5079,4722,9296,5453,2523
"G0800010","1980","A","4","8","Colorado","08","2080","Adams","001",,,,,,,,,,,,"A",,,,,"ADAMS",,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,20275,57185,24897,14161
"G0800030","1980","A","4","8","Colorado","08",,"Alamosa","003",,,,,,,,,,,,"02",,,,,"ALAMOSA",,,,,,,,,,"1","1",,,,,,,,,,,,"1","1",,,,888,865,1922,1109,1238
"G0800050","1980","A","4","8","Colorado","08","2080","Arapahoe","005",,,,,,,,,,,,"A",,,,,"ARAPAHOE",,,,,,,,,,,,,,,,,,,,,,,,,,,,7927,11596,54421,42453,54641
"G0800070","1980","A","4","8","Colorado","08",,"Archuleta","007",,,,,,,,,,,,"02",,,,,"ARCHULETA",,,"1","1","1",,,,,"1",,"1",,,,,,,"1",,,,"1",,"1",,,367,227,621,454,479
"G0800090","1980","A","4","8","Colorado","08",,"Baca","009",,,,,,,,,,,,"05",,,,,"BACA",,,,"1","1",,,,,,"1","1",,,,,,"1","1",,,,,"1",,,,724,522,1145,495,409
"G0800110","1980","A","4","8","Colorado","08",,"Bent","011",,,,,,,,,,,,"05",,,,,"BENT",,,,,"1",,,,,,,"1","1",,,,,,"1",,,,,,,,,958,479,1183,688,365
"G0800130","1980","A","4","8","Colorado","08","2080","Boulder","013",,,,,,,,,,,,"D",,,,,"BOULDER",,,,,,,,,,,,,,,,,,,,,,,,,,,,6405,6903,30296,23772,38585
"G0800150","1980","A","4","8","Colorado","08",,"Chaffee","015",,,,,,,,,,,,"01",,,,,"CHAFFEE",,,,,"1",,,,,,,"1","1",,,,,,,,,,,,"1",,,1005,1112,3225,1403,1039
"G0800170","1980","A","4","8","Colorado","08",,"Cheyenne","017",,,,,,,,,,,,"04",,,,,"CHEYENNE",,,"1","1",,,,,,,,,,,,,,,,"1",,,,,,"1",,187,181,587,189,167
"G0800190","1980","A","4","8","Colorado","08",,"Clear Creek","019",,,,,,,,,,,,"01",,,,,"CLEAR CREEK",,,"1",,,,,,,"1",,,"1",,,,"1",,,,,,,"1",,,,221,325,1531,1038,1326
"G0800210","1980","A","4","8","Colorado","08",,"Conejos","021",,,,,,,,,,,,"02",,,,,"CONEJOS",,,,,"1",,,,,,,"1","1",,,,,,"1",,,,,"1",,,,1331,611,1187,522,394
