"","GEOID","year","totPopE","whiteP","blackP","amIndP","asianP","pacIsP","otherP","hispP","noHSP","age0_4","age5_14","age15_19","age20_24","age15_44","age45_49","age50_54","age55_59","age60_64","ageOv65","ageOv18","age18_64","a15_24P","und45P","ovr65P","disbP"
"2059","39031",2010,37046,97.21,1.01,0.21,0.29,0,1.28,0.81,14.97,6.4,13.7,7.1,5.6,36.4,7.7,7.5,7.1,5.7,15.6,75.4,59.8,0.03,0.15,0.04,13.3
"2060","39033",2010,44294,97.36,0.76,0.07,0.33,0,1.48,1.21,14.19,5.6,13.4,7,4.9,36.2,7.3,7.7,7.1,5.6,17.1,76.4,59.3,0.03,0.12,0.04,14.7
"2061","39035",2010,1293825,64.89,29.46,0.21,2.57,0.01,2.86,4.5,13.65,5.9,12.9,7.2,6,38.5,7.7,7.7,6.6,5.3,15.4,76.8,61.4,0,0,0,14.2
"2062","39037",2010,52945,98.04,0.35,0.08,0.27,0,1.26,1.27,14.43,6.6,14,7,5.1,35.8,7.7,7.2,6.7,5.4,16.4,74.9,58.5,0.02,0.11,0.03,12.4
"2063","39039",2010,39119,93.48,1.82,0.72,0.29,0,3.69,8.45,12.21,6.6,13.5,7.6,6.1,37.9,7.2,7.8,6.8,5.5,14.6,75.3,60.7,0.04,0.15,0.04,13
"2064","39041",2010,166108,90.09,3.51,0.09,3.76,0,2.55,2.09,4.43,7.8,16.7,6.6,4.2,40.5,8.2,7.1,6.3,4.4,9,71.1,62.1,0.01,0.04,0.01,6.8
"2065","39043",2010,77454,87.03,8.32,0.34,0.58,0,3.73,3.18,11.05,5.5,12.7,6.7,5.4,35,7.9,8.1,7.5,6.6,16.6,77.3,60.7,0.02,0.07,0.02,15.5
"2066","39045",2010,143949,90.87,5.72,0.12,1.05,0,2.24,1.69,8.38,6.6,15.3,7.2,5.4,39.7,8,7.1,6.2,5.3,11.9,73.4,61.5,0.01,0.04,0.01,12.3
"2067","39047",2010,28913,94.76,2.28,0.35,0.53,0.03,2.05,1.85,17.78,6.9,13.7,7,5.5,37.8,7.4,7.4,6.6,5.8,14.6,75,60.4,0.04,0.2,0.05,16.5
"2068","39049",2010,1141117,71.01,21.01,0.19,3.83,0.03,3.93,4.35,11.11,7.1,13,7,8.6,46.2,7.1,6.7,5.6,4.3,9.8,75.8,66,0,0.01,0,11.4
"2069","39051",2010,42756,96.28,0.35,0.15,0.22,0,3,7.34,11.67,6.4,15.2,7.2,5.1,36.8,8,8.1,7.1,4.9,13.5,73.7,60.2,0.03,0.14,0.03,10.3
"2070","39053",2010,30943,94.98,2.66,0,0.28,0,2.08,1.05,19.21,6.1,13.7,7,6.4,37.3,7.4,7.6,6.5,6,15.4,76,60.6,0.04,0.18,0.05,18
"2071","39055",2010,93604,97.12,1.08,0.08,0.48,0.01,1.23,1.09,10.23,5.8,15.5,7.6,4.3,33,8.6,8.8,7.2,6.5,14.5,73.5,59,0.01,0.06,0.02,9.6
"2072","39057",2010,159940,87.15,6.74,0.31,2.79,0.02,2.99,2.14,8.35,5.6,12.4,8.7,10,42.3,7.4,7.3,6.1,5.7,13.2,78,64.8,0.01,0.04,0.01,11.4
"2073","39059",2010,40351,96.1,1.04,0.22,0.35,0,2.29,1.02,15.74,6.3,13.9,6.8,5.5,36.3,7.5,7.5,7.2,5.6,15.8,75.5,59.7,0.03,0.14,0.04,15.8
"2074","39061",2010,802194,69.72,25.3,0.15,1.96,0.05,2.82,2.3,12.29,6.6,13,7.4,7.3,40.9,7.6,7.5,6.4,4.8,13.3,76,62.7,0,0.01,0,12.1
"2075","39063",2010,74670,93.18,1.64,0.23,1.62,0.01,3.32,4.29,9.31,6.3,13.4,7.5,7,39.8,7.5,7.5,6.3,5.3,14,75.9,61.9,0.02,0.08,0.02,10.8
"2076","39065",2010,32104,96.78,0.57,0.37,0.43,0.1,1.75,1.27,13.84,6.3,13.1,10.9,9,43.1,6.6,6.7,6.8,4.1,13.2,76.4,63.2,0.06,0.19,0.04,14.2
"2077","39067",2010,15867,96.35,2.36,0.01,0.08,0,1.2,0.63,16.45,5.9,12.8,6,4.6,32.9,8.1,8.3,8,6.2,17.7,77.4,59.7,0.07,0.33,0.11,16.4
"2078","39069",2010,28546,95.69,0.47,0.11,0.46,0,3.27,6.26,12.42,6.6,14.3,7.2,5.3,36.9,7.8,7.9,6.8,4.8,14.8,74.5,59.7,0.04,0.2,0.05,12.5
"2079","39071",2010,43648,96.24,1.22,0.3,0.17,0,2.07,0.18,20.04,6.8,14.2,7.4,5.6,37.9,7.4,7.1,6.1,5.8,14.7,74.3,59.6,0.03,0.13,0.03,16.9
"2080","39073",2010,29338,97.43,0.61,0.13,0.19,0,1.64,0.62,15.97,6,13.7,7.1,5.3,37.1,7.8,7.8,7.1,6,14.6,75.8,61.2,0.04,0.19,0.05,16.1
"2081","39075",2010,42068,98.81,0.2,0.04,0.1,0.04,0.81,0.72,43.7,9.8,19.3,8.7,6.6,39,5.9,5.6,5.2,3.9,11.3,65.3,54,0.04,0.16,0.03,7.3
"2082","39077",2010,59932,94.24,0.63,0.49,0.34,0.04,4.26,5.36,13.63,7.1,14.9,7.2,5.4,38.2,7.5,7.3,6.3,5.5,13.2,73.3,60.1,0.02,0.1,0.02,13.3
"2083","39079",2010,33165,97.31,0.56,0.1,0.1,0,1.93,0.91,20.64,6.7,13.8,6.7,5.8,38.3,7.2,7.2,7.3,5.4,14.1,75.2,61.1,0.04,0.18,0.04,19.9
"2084","39081",2010,70041,91.97,5.09,0.3,0.35,0.19,2.1,1.16,12.67,5.1,11.3,7,6.2,35.4,7.6,8.4,7.8,6.1,18.3,79.6,61.3,0.02,0.07,0.03,16.2
"2085","39083",2010,60201,96.94,0.63,0.08,0.84,0.03,1.48,1.23,12.46,6.3,13.8,8.4,7.8,39.2,7.2,7.2,6.9,5,14.4,75.5,61.1,0.03,0.1,0.02,14.3
"2086","39085",2010,229418,93.82,2.99,0.16,1.24,0,1.79,3.14,9.31,5.5,12.8,6.6,5.2,36.7,8.3,8.1,7.4,5.7,15.6,77.4,61.8,0.01,0.02,0.01,11.2
"2087","39087",2010,62647,96.21,2.41,0.24,0.03,0,1.11,0.83,18.03,6.2,13.3,6.8,5.3,37.9,7.3,7.5,6.5,6.3,15.1,76.2,61.1,0.02,0.09,0.02,20.3
"2088","39089",2010,163708,93.8,3.08,0.13,0.76,0.02,2.21,1.35,11.78,6.5,14.2,7.3,5.9,38.7,8.2,7.6,6.9,5.1,12.8,75,62.2,0.01,0.04,0.01,13.6
"2089","39091",2010,46006,95.43,1.18,0.42,0.53,0,2.44,1.25,14.08,6.8,14.2,7.1,5.2,37.1,7.4,7.6,6.7,5.6,14.5,74.3,59.8,0.03,0.13,0.03,14.7
"2090","39093",2010,299605,84.78,8.51,0.34,0.98,0.01,5.38,8.04,11.49,6.2,13.8,7.1,5.6,38.2,7.9,7.7,6.8,5.6,13.8,75.6,61.8,0,0.02,0,13.8
"2091","39095",2010,444046,74.97,18.91,0.31,1.58,0.01,4.22,5.8,12.86,6.7,13.2,7.7,7.4,40.9,7.3,7.4,6.4,5.1,12.9,75.6,62.7,0,0.01,0,15
"2092","39097",2010,42844,90.93,6.41,0.25,0.67,0,1.74,1.45,15.58,5.7,12.9,7.1,5.8,42,8.7,7.4,6.1,5.2,12,77,65,0.03,0.14,0.03,13.6
"2093","39099",2010,241899,80.81,15.8,0.16,0.76,0,2.47,4.29,12.65,5.4,12.3,6.9,5.7,35.9,7.5,8.1,7.3,5.8,17.7,78,60.3,0.01,0.02,0.01,15.2
"2094","39101",2010,66530,90.92,4.29,0.4,0.57,0.02,3.8,2.13,17,5.7,12.6,6.7,6.3,39.8,7.8,7.8,6.6,5.9,13.9,77.4,63.5,0.02,0.09,0.02,17.1
"2095","39103",2010,170137,96.17,1.35,0.11,0.92,0,1.45,1.53,7.52,6.2,15.1,6.9,4.6,37.6,8.4,7.8,6.9,5.5,12.5,74.1,61.6,0.01,0.03,0.01,9.8
"2096","39105",2010,23649,97.72,1.09,0.42,0.06,0,0.71,0.57,17.78,5.7,13,6.5,5.4,36.9,7.8,7.9,7.6,5.6,15.5,77.2,61.7,0.05,0.24,0.07,19.4
"2097","39107",2010,40958,97.96,0.39,0.12,0.46,0.04,1.03,1.38,11.74,7.1,14.6,7.7,5.2,36,7.5,7.8,6.6,5.1,15.3,73.3,58,0.03,0.14,0.04,11.3
"2098","39109",2010,102315,94.9,2.4,0.16,1.07,0,1.47,1.3,12.46,6.1,13.8,7,5.1,36.8,7.8,7.8,7.1,5.7,14.8,75.5,60.7,0.01,0.06,0.01,12.5
"2099","39111",2010,14751,98.22,0.34,0,0,0,1.44,0.2,14.5,5.6,11.9,6.2,4.8,33.4,7.5,7.9,8.1,7.2,18.6,78.5,59.9,0.07,0.35,0.13,16.2
"2100","39113",2010,538461,74.27,20.92,0.11,1.68,0,3.02,2.12,12.29,6.3,12.9,7,6.7,39.2,7.5,7.3,6.6,5.5,14.8,76.7,61.9,0,0.01,0,15
"2101","39115",2010,15113,93.93,3.26,0,0.32,0,2.49,0.62,16.97,5.8,13.5,6.8,5.2,35.1,7.8,7.6,6.6,6.4,17.3,76.2,58.9,0.08,0.36,0.11,15.8
"2102","39117",2010,34815,94.54,0.38,0.4,0.3,0,4.38,1.02,13.66,6.5,14.5,7.6,4.8,38.2,7.9,8,6.3,5.6,12.9,73.9,61,0.04,0.17,0.04,13.3
"2103","39119",2010,85951,93.38,3.36,0.18,0.32,0,2.76,0.83,13.48,6.3,13.6,7.2,6.3,38.3,7.4,7.5,6.5,5.5,14.9,75.7,60.8,0.02,0.07,0.02,15.6
"2104","39121",2010,14634,91.15,7.5,0.13,0.06,0,1.16,0.91,19.74,5,7.9,4.5,8.1,35.7,7.3,7.7,10.1,6.8,19.5,84.7,65.2,0.09,0.33,0.13,18.1
"2105","39123",2010,41553,96.03,1.17,0.09,0.35,0.13,2.23,4.15,10.25,5.1,12.1,6.2,4.4,32.4,8.3,8.8,7.4,7.7,18.3,78.7,60.4,0.03,0.12,0.04,13.8
"2106","39125",2010,19679,95.56,0.66,0.61,0.3,0.02,2.85,3.75,13.87,6.7,13.9,7.2,5.2,36.4,7.7,8,8,4.9,14.3,74.6,60.3,0.06,0.29,0.07,15.2
"2107","39127",2010,35843,98.02,0.18,0.21,0.22,0,1.37,0.53,15.76,6.7,14.9,7.3,5.5,38.4,7.8,7.6,6.6,5.4,12.5,73.5,61,0.04,0.17,0.03,15.8
"2108","39129",2010,55128,94.06,3.47,0.17,0.38,0,1.92,1.12,17.14,6,13,7.4,6.1,41.7,7.9,7.4,6.4,5.3,12.5,76.4,63.9,0.02,0.11,0.02,15.5
"2109","39131",2010,28674,96.97,0.96,0.77,0.12,0.1,1.08,0.76,22.6,6.6,14.6,7.4,5.3,38.3,7.4,7.1,6.7,5,14.4,74.2,59.8,0.04,0.21,0.05,21
"2110","39133",2010,159943,92.46,3.96,0.13,1.44,0,2.01,1.27,9.64,5.2,12.2,9,10.6,43.5,7.8,7.4,6.7,5.1,12.2,78.6,66.4,0.01,0.04,0.01,11.9
"2111","39135",2010,42502,98.06,0.3,0.19,0.48,0,0.97,0.66,14.41,6.2,13.9,6.9,5.4,36.7,7.9,7.7,6.8,6.1,14.8,75.4,60.6,0.03,0.13,0.03,15.5
"2112","39137",2010,34647,96.48,0.13,0.11,0.2,0,3.08,5.07,9.13,7.2,14.7,7.8,5.3,37.4,8,7.7,6.3,4.6,14.1,73,58.9,0.04,0.17,0.04,9.8
"2113","39139",2010,125980,87.56,9.3,0.34,0.67,0,2.13,1.38,15.72,5.9,12.7,6.9,5.9,37.7,7.7,7.7,6.9,5.5,15.8,77.1,61.3,0.01,0.04,0.01,13.4
"2114","39141",2010,77537,90.73,5.01,0.29,0.41,0,3.56,1.01,17.65,6,12.7,6.3,5.5,39.9,8.3,8,6.4,5.5,13.1,77.2,64.1,0.02,0.08,0.02,17.4
"2115","39143",2010,61284,91.53,2.92,0.29,0.27,0.05,4.94,8.42,12.6,6.4,13.7,6.9,5.5,36.5,7.9,8.1,6.9,5.5,15,75.3,60.3,0.02,0.09,0.02,13.1
"2116","39145",2010,78988,94.49,2.67,0.28,0.32,0,2.24,1.11,18.82,6.2,12.6,7.2,6.6,39.7,6.9,7.2,6.3,5.8,15.3,77.1,61.8,0.02,0.07,0.02,21.7
"2117","39147",2010,57091,94.54,2.31,0.27,0.33,0.02,2.53,4.25,12.53,6.3,13.3,8.1,6.8,38.6,7.5,7.7,6.8,5.4,14.4,76.1,61.7,0.03,0.1,0.03,14
"2118","39149",2010,49350,95.21,2.01,0.02,0.82,0.03,1.91,1.39,14.51,7.1,15.7,7.2,5.4,37.8,7.9,7.4,6.9,4.8,12.5,72.5,60,0.03,0.12,0.03,12
"2119","39151",2010,376346,89.14,7.37,0.26,0.75,0,2.48,1.5,12.23,5.9,13.1,7.1,5.9,37,7.6,7.8,7.1,5.7,15.8,76.7,60.9,0,0.01,0,13.5
"2120","39153",2010,543150,81.21,14.36,0.16,2.07,0.02,2.18,1.51,10.49,5.9,13.1,7,6.2,38.7,7.8,7.9,6.9,5.4,14.3,76.7,62.4,0,0.01,0,12.4
"2121","39155",2010,212780,89.23,8.36,0.17,0.44,0,1.8,1.27,13.55,5.6,12.8,6.7,5.5,35.7,7.7,7.9,7.3,6.3,16.8,77.3,60.5,0.01,0.03,0.01,14.4
"2122","39157",2010,92508,97.3,1.01,0.31,0.27,0,1.11,1.73,15.48,6.1,13.5,6.7,5.4,36.5,7.5,7.6,6.5,6.1,16.1,76.1,60,0.01,0.06,0.02,12.2
"2123","39159",2010,50708,93.7,1.96,0.35,2.35,0,1.64,1.34,9.69,6.9,16.1,6.7,5,42.2,8.7,7,5.5,4.3,9.2,72.4,63.2,0.02,0.13,0.02,10
"2124","39161",2010,29029,96.9,0.73,0.12,0.29,0.05,1.91,2.19,10.15,6.3,13.9,7.4,5.1,36.3,7.4,7.8,6.7,5.5,15.9,74.9,59,0.04,0.19,0.05,14.1
"2125","39163",2010,13485,97.87,0,0.38,0.15,0.39,1.21,0.22,23.71,6,14.4,7.4,5.2,37.9,7.7,7.6,6.3,6.5,13.5,75,61.5,0.09,0.43,0.1,17.9
"2126","39165",2010,207790,91.44,3.12,0.1,3.46,0.01,1.87,2.12,9.19,7.1,16.2,6.7,4.6,40,8.7,7.2,5.7,4.8,10.3,72.3,62,0.01,0.03,0,9.1
"2127","39167",2010,62066,96.82,0.76,0.04,0.56,0.02,1.8,0.91,11.97,5.4,12,6.8,6.2,36.3,8,8,7.3,6.3,16.7,78.6,61.9,0.02,0.09,0.03,18.7
"2128","39169",2010,114438,96.14,1.41,0.19,0.81,0.01,1.44,1.49,15.3,7,14.3,7.7,6.7,38.2,7.5,7.4,6.3,5.6,13.9,74.2,60.3,0.01,0.05,0.01,11.8
"2129","39171",2010,38172,96.77,0.79,0.37,0.4,0,1.67,3.47,11.33,6.2,13.6,7,5.4,37,7.8,7.9,7,5.1,15.5,75.8,60.3,0.03,0.15,0.04,12.9
"2130","39173",2010,125295,92.86,2.14,0.13,1.57,0.03,3.27,4.31,7.85,5.4,12.3,9.8,11.4,44.8,7.2,7.2,6.5,4.8,11.9,78.1,66.2,0.02,0.05,0.01,9.6
"2131","39175",2010,22665,97.51,0.13,0,0.9,0,1.46,1.92,12.45,6.1,14.1,6.7,5.1,36.6,7.5,7.5,6.7,5.3,16.2,75.4,59.2,0.05,0.25,0.07,13.7
"2132","40001",2010,22424,46.1,0.08,37.91,0.64,0,15.27,5.1,23.49,7.6,16.1,7.9,5.8,38.9,7,6.5,6,5.3,12.6,71.3,58.7,0.06,0.28,0.06,21.8
"2133","40003",2010,5621,89.27,3.36,2.51,0.05,0,4.81,3.56,18.34,4.8,9.8,4.5,4.6,33.8,9.4,8.7,7.7,5.7,20.2,82.1,61.9,0.16,0.86,0.36,16.2
"2134","40005",2010,14140,75.89,8.21,7.57,0.54,0.07,7.72,2.93,22.67,6.6,12.3,6.4,6.1,38.5,7.6,6.6,7,5.6,15.7,76.9,61.2,0.09,0.41,0.11,22
"2135","40007",2010,5564,90.13,0.11,1.58,0.18,0,8,17.16,16.36,6.1,13.8,8,3.6,35.2,7.4,8,5.9,7.2,16.4,74.9,58.5,0.21,0.99,0.29,12.2
"2136","40009",2010,21817,88.55,2.47,3.19,0.2,0.18,5.41,10.9,19.69,8.2,12.9,7.7,8.3,41.4,7.4,6.5,6.1,3.8,13.5,74.7,61.2,0.07,0.29,0.06,17
"2137","40011",2010,11972,68.18,5.7,9.53,0.58,0.7,15.31,14.36,18.87,6.8,12,7.2,4.7,39.8,7.3,6.8,5.9,5.2,16.3,76.3,60,0.1,0.49,0.14,21.6
"2138","40013",2010,41195,76.82,1.64,5,0.55,0.07,15.92,4.82,15.95,6.2,13.2,7.7,8,40.1,6.5,6.7,6.3,5.5,15.5,76.4,60.9,0.04,0.14,0.04,18.7
"2139","40015",2010,28951,62.42,2.57,23.63,0.48,0.12,10.78,9.39,19.02,7.2,14.3,7.7,5.8,38.2,7,7,6.1,5.5,14.6,73.7,59.1,0.05,0.21,0.05,17.3
"2140","40017",2010,109814,83.56,2.43,4,2.84,0.03,7.14,6.34,9.2,7.3,15.1,6.9,5.5,41,7.9,7,6.1,5,10.7,73.1,62.4,0.01,0.06,0.01,12.3
"2141","40019",2010,46993,77.23,6.92,9.69,0.97,0,5.19,5.02,16.77,6.8,14.5,7.2,5.2,36.8,7.5,7.7,6,5.6,15.1,74.1,59,0.03,0.12,0.03,16
"2142","40021",2010,46182,53.54,1.5,28.68,0.66,0.02,15.6,6.21,16.11,6.7,13.2,9.2,9.9,42.7,6.5,6.4,5.6,6,13,75.7,62.7,0.04,0.14,0.03,18.3
"2143","40023",2010,15190,65.89,9.95,9.23,0.11,0.02,14.8,2.92,23.53,7,13.8,7,5.3,34.3,6.7,6.9,6.8,6.5,17.9,75.1,57.2,0.08,0.36,0.12,25.7
"2144","40025",2010,2503,84.94,0.24,0.12,0.32,0,14.38,18.78,20.66,5,16.4,6,5,28.4,8.6,6.3,8.3,5.1,21.9,75.2,53.3,0.44,1.99,0.87,12.9
"2145","40027",2010,246831,79.97,3.98,3.97,3.54,0.09,8.45,6.52,9.64,6.4,12.8,7.9,11.1,47,7,6.6,5.7,4.7,9.8,77,67.2,0.01,0.03,0,12.1
"2146","40029",2010,5801,73.49,0.21,7.83,0.02,0,18.45,2.5,21.48,6.4,15.7,6.3,5.3,32.6,7.7,7.5,6.7,5.7,17.6,73.6,56,0.2,0.94,0.3,21
"2147","40031",2010,119902,64.11,17.63,5.57,2.16,0.53,10,10.64,11.51,7.5,13.6,8.1,10,46.4,6.9,6.2,5.2,3.8,10.4,74.7,64.3,0.02,0.06,0.01,16
"2148","40033",2010,6230,82.76,1.85,8.03,0.98,0,6.38,5.09,17.54,7,14.2,5.7,4.8,35.3,7.3,6.9,6.7,5.3,17.4,74.5,57.1,0.17,0.91,0.28,19.7
"2149","40035",2010,14951,67.62,3.18,13.66,0.75,0.22,14.57,2.78,19.47,5.7,12.9,6.6,5.8,36.3,8.4,7.5,6.6,6.1,16.7,77.2,60.5,0.08,0.37,0.11,20.5
"2150","40037",2010,68914,80.34,2.06,6.46,0.37,0.23,10.54,3.05,16.55,6.3,14.3,7.3,5.3,36.8,7.8,7.3,6.9,5.9,14.7,74.7,60,0.02,0.08,0.02,17.8
"2151","40039",2010,26824,82.08,3.34,5.48,1.12,0.09,7.89,13.12,15.63,6.8,12.2,8.7,13.7,45.3,6.2,6.2,5.3,4.6,13.5,77.3,63.8,0.08,0.24,0.05,15
"2152","40041",2010,41017,68.11,0.37,22.48,1.25,0.07,7.72,3.03,17.87,5.9,12.6,6.8,4.7,32.7,7.3,7.2,6.5,8.4,19.4,77,57.6,0.03,0.12,0.05,20.1
"2153","40043",2010,4720,89.66,0.66,4.49,0,0,5.19,4.11,15.24,5.8,13.5,5.7,4.4,32.9,7,7.5,6.7,6.1,20.4,76.2,55.8,0.21,1.11,0.43,18.3
"2154","40045",2010,4041,95.67,0,1.36,0.12,0,2.85,5.52,12.18,6.3,12.9,6.5,3.1,30.7,7.6,7.5,8.6,6.1,20.4,76.4,56,0.24,1.23,0.5,16.9
"2155","40047",2010,59093,85.18,2.57,2.29,0.98,1.43,7.55,7.98,14.37,7.1,13.3,7,6.8,38.1,7.4,7.2,6.5,4.9,15.5,75.5,60,0.02,0.1,0.03,15.4
"2156","40049",2010,27462,84.74,2.78,8.55,0.24,0,3.69,5.87,19.46,6.8,13.6,6.6,4.8,36.1,7.2,7.2,7.2,5,17,75.4,58.4,0.04,0.21,0.06,17.6
"2157","40051",2010,51545,86.32,2.14,5.37,0.42,0,5.75,4.6,14.75,6.9,14.3,7.7,5.9,38.8,7.7,7.4,6.6,5.3,13,74.5,61.5,0.03,0.12,0.03,15.1
"2158","40053",2010,4579,94.52,0,2.27,0.79,0,2.42,3.19,9.99,4.9,12.6,7.8,4.5,32.6,8.1,7.9,7.3,5.3,21.2,77.3,56.1,0.27,1.09,0.46,17.7
"2159","40055",2010,6182,74.09,8.19,7.02,0,0.4,10.3,9.01,22.8,5.7,11,3.6,8.6,40.7,6.9,6.7,4.9,6.2,17.9,80,62.1,0.2,0.93,0.29,20.9
"2160","40057",2010,2875,69.25,8.8,2.92,0,0,19.03,23.97,28.44,7.2,11.5,6.7,5.4,35.1,7.9,8.2,7.8,5.6,16.7,75.6,58.9,0.42,1.87,0.58,18.5
"2161","40059",2010,3607,95.23,0,0.75,0.72,0,3.3,14.69,15.93,6.4,13.7,6.8,4.7,34,7.2,7.9,5.3,5.9,19.6,75.9,56.3,0.32,1.5,0.54,11.5
"2162","40061",2010,12577,74.84,0.93,10.79,0.64,0.02,12.78,2.97,24.09,7,14,6.8,5.2,34.6,7.4,6.3,5.7,7.5,17.6,74.7,57.1,0.1,0.44,0.14,20.7
"2163","40063",2010,13606,68.62,4.9,13.99,0.04,0,12.45,3.67,24.16,5.8,13.1,6.3,5.2,37.4,6.7,6.8,6.6,5.9,17.8,77.3,59.5,0.08,0.41,0.13,22
"2164","40065",2010,26386,77.37,7.22,1.23,1.25,0.08,12.85,20.09,17.99,7.9,14,7.5,8.2,41.3,7.2,6.1,5.8,4.8,12.9,73.5,60.6,0.06,0.24,0.05,14.4
"2165","40067",2010,6435,86.01,0.75,6.6,0.22,0,6.42,7.44,24.23,6.7,13.3,6.5,4.7,34.4,6.6,7.5,6.5,6.3,18.7,75.7,57,0.17,0.85,0.29,17.3
"2166","40069",2010,10816,74.64,3.23,5.34,0,0,16.79,3.87,18.77,7.1,13.1,7.9,8.7,37,7.1,6.7,6.9,5.8,16.3,75.5,59.2,0.15,0.53,0.15,23.7
"2167","40071",2010,46473,80.94,1.96,9.05,0.57,0.08,7.4,6.25,14.35,7,13.8,7.3,5.9,35.7,7.2,7.3,6.8,5.5,16.8,74.7,57.9,0.03,0.12,0.04,17.4
"2168","40073",2010,14776,86.06,1.25,3.67,0.18,0.06,8.78,12.05,16.85,7.2,14.7,7.3,5.3,37.3,7.7,7.2,5.9,5.1,14.9,73.5,58.6,0.09,0.4,0.1,16
"2169","40075",2010,9540,80.56,3.89,6.82,0.27,0,8.46,8.71,15.59,4.7,13.9,7.9,5.4,35.4,7.1,7.5,6.1,6.7,18.5,76.2,57.7,0.14,0.57,0.19,19.7
"2170","40077",2010,11015,71.07,0.14,19.16,0.61,0,9.02,2.41,18.74,6.1,13.7,9.9,5.8,37.4,6.8,6.4,6.4,6.3,16.8,75.4,58.6,0.14,0.52,0.15,22.1
"2171","40079",2010,49822,77.03,2.19,6.74,0.59,0,13.45,6.52,20.93,7,13.5,7.4,6.3,38.2,7.2,7,7,5.5,14.7,75,60.3,0.03,0.12,0.03,21
"2172","40081",2010,33823,86.33,2.08,6.02,0.46,0,5.11,2.6,14.71,6.2,14.7,8,5.1,36.2,8.1,7.4,7.2,5.5,14.7,74.3,59.6,0.04,0.17,0.04,20.5
"2173","40083",2010,39777,82.14,9.01,3.29,0.78,0.11,4.67,4.86,12.78,6.5,14,7.8,6.4,39.2,8.2,7.6,7.3,4.5,12.6,74.9,62.3,0.04,0.15,0.03,13
"2174","40085",2010,9306,84.23,1.94,6.91,0.28,0,6.64,10.74,21.68,6.8,11.9,7,5.8,35.3,7.7,7.9,7.1,6.5,16.8,75.8,59,0.14,0.58,0.18,14
"2175","40087",2010,33107,85.11,0.08,5.56,0.24,0.05,8.96,6.68,12.22,6.9,15,6.7,4.8,37.4,8.3,7.2,6.3,5.9,12.9,73.6,60.7,0.03,0.18,0.04,15.5
"2176","40089",2010,33130,68.9,9.16,18.07,0.09,0,3.78,4.64,21.07,7,14.6,7.2,5.6,36.9,7,7.2,6.4,6.1,14.9,73.5,58.6,0.04,0.18,0.04,23.3
"2177","40091",2010,20012,70.37,3.42,17.43,0.05,0,8.73,2.18,22.86,5.2,11.9,7,4.2,31.1,7.4,7.4,7.8,7.1,22.2,78.8,56.6,0.06,0.24,0.11,25
"2178","40093",2010,7487,92.76,0,3.31,0.45,0,3.48,6.37,14.07,5.9,13,6.3,4.5,32.1,8,8.2,7.3,5.9,19.4,76.7,57.3,0.14,0.68,0.26,18.1
"2179","40095",2010,15465,77.19,1.04,4.64,0.27,0.03,16.83,13.26,20.37,6.7,13.2,6.8,4.5,33.2,7.4,6.4,7.7,6.1,19.3,76.2,56.9,0.07,0.34,0.12,25.9
"2180","40097",2010,40807,69.5,0.4,9.5,0.07,0.02,20.51,2.75,16.63,6.9,13.8,7.6,5.4,36.6,7.1,7.6,6.9,5.9,15.2,74.4,59.2,0.03,0.14,0.04,19.1
"2181","40099",2010,13193,79.48,1.5,8.06,0.2,0,10.76,4.6,20.17,6.7,14.2,5.6,4.1,34.3,6.8,7.3,7.4,5.4,17.8,75.6,57.8,0.07,0.42,0.13,18.7
"2182","40101",2010,70383,61.43,11.64,14.44,0.64,0.05,11.8,4.86,17.05,6.9,13.7,6.6,7.1,38.7,7.2,7.1,5.9,5.9,14.5,75.3,60.8,0.02,0.08,0.02,19.4
"2183","40103",2010,11509,85.12,2.11,6.77,0.36,0,5.64,2.65,11.48,7.1,13,6.6,5.2,36,8.1,7.2,6.6,5.3,16.8,75.8,59,0.1,0.49,0.15,17.5
"2184","40105",2010,10674,69.16,2.64,13.82,0,0.15,14.23,2.37,16.54,6.5,15.2,6.2,5.1,33.9,7.2,7.4,7.4,5,17.3,74.1,56.8,0.11,0.52,0.16,21.8
"2185","40107",2010,12036,65.9,8.41,14.9,0.16,0,10.63,2.92,21.16,6.2,12.9,6.1,6,36.9,8.3,7,5.6,6,17.1,76.6,59.5,0.1,0.47,0.14,26.1
"2186","40109",2010,704023,68.09,14.94,2.98,2.99,0.08,10.92,13.9,14.64,7.7,13.4,6.7,7.8,42.2,7,6.9,6,4.7,12,74.9,62.9,0,0.01,0,13.4
"2187","40111",2010,39664,67.02,9.17,12.1,0.17,0.22,11.32,3.32,17.6,6.6,13.9,7.4,6.6,37.5,7.1,7.2,6.5,5.9,15.4,75.1,59.7,0.04,0.15,0.04,20.8
"2188","40113",2010,47192,65.47,11.28,13.08,0.4,0.04,9.73,2.97,12.71,6,14.1,7.3,4.9,35.7,7.9,8.1,7.1,6,15.1,75.4,60.3,0.03,0.12,0.03,17.6
"2189","40115",2010,32193,70.44,1.08,18.15,0.63,0.66,9.04,4.69,17.48,6.6,13.2,8.3,6.2,37.5,6.8,6.5,6.4,5.9,17.1,75.4,58.3,0.05,0.18,0.05,20.7
"2190","40117",2010,16564,81.22,0.45,9.88,0.11,0,8.34,2.09,13.66,6.6,13.6,7,5.1,34.8,7.3,7.8,6.7,7.1,16.2,75.2,59,0.07,0.33,0.1,19.9
