"","GEOID","year","totPopE","whiteP","blackP","amIndP","asianP","pacIsP","otherP","hispP","noHSP","age0_4","age5_14","age15_19","age20_24","age15_44","age45_49","age50_54","age55_59","age60_64","ageOv65","ageOv18","age18_64","a15_24P","und45P","ovr65P","disbP"
"1926","37071",2010,202642,78.77,14.86,0.48,1.21,0.05,4.63,5.6,21.06,6.4,13.5,7,5.8,40.2,7.7,7.2,6.5,5.6,13,75.8,62.8,0.01,0.03,0.01,15.4
"1927","37073",2010,12039,62.9,34.35,0.46,0.23,0,2.06,1.34,17.37,5.7,14.1,7,5.2,36.7,8.8,7.5,5.6,7.2,14.4,75.1,60.7,0.1,0.47,0.12,16.1
"1928","37075",2010,8702,90.43,0.16,6.86,1.25,0.25,1.05,1.9,20.64,6.3,12.4,5.1,7,35,7,6.7,5.8,8.4,18.5,77.9,59.4,0.14,0.62,0.21,11.1
"1929","37077",2010,58071,59.42,33.33,0.5,0.59,0.03,6.13,7.03,20.11,5.8,12.8,7,6.1,41.6,8.3,7.4,7.1,4.9,12,77,65,0.02,0.1,0.02,20.4
"1930","37079",2010,21157,52.24,37.36,0.93,0.21,0,9.26,12.79,26.15,6.5,12.6,7.3,5.2,41.8,7.6,7.4,5.3,5.8,13.1,76.6,63.5,0.06,0.29,0.06,15.2
"1931","37081",2010,475786,58.76,32.04,0.52,3.85,0.04,4.79,6.6,13.11,6.4,13.1,7.7,7.9,43.1,7.4,6.9,6.2,4.9,12.1,76.3,64.2,0,0.01,0,10.3
"1932","37083",2010,55293,40.49,51.24,3.2,0.6,0,4.47,2.03,26.66,6.1,13.1,7.4,5.6,36.6,7.8,7.6,6.9,6.2,15.7,76,60.3,0.02,0.1,0.03,22.9
"1933","37085",2010,109031,68.73,20.84,0.73,0.9,0.11,8.69,9.94,19.03,7.8,15.2,8.3,6.3,43.5,7,6.2,5.7,4.2,10.4,72.5,62.1,0.01,0.06,0.01,13.8
"1934","37087",2010,58597,95.81,0.97,0.59,0.28,0,2.35,3.13,15.85,5,11.1,5.8,5,33.7,7.7,7.3,6.8,7.7,20.7,80.2,59.5,0.02,0.08,0.04,15.5
"1935","37089",2010,103881,88.31,3.3,0.47,0.93,0.01,6.98,9.23,12.76,5.7,11.4,5.5,4.5,33,6.8,7.1,7.2,7,21.8,79.4,57.6,0.01,0.05,0.02,15.2
"1936","37091",2010,24384,36.24,59.05,1.58,0.66,0,2.47,2.6,26.51,5.9,11.8,7.6,6.9,38.5,7.5,8,7.3,5.5,15.4,78.1,62.7,0.06,0.23,0.06,21.6
"1937","37093",2010,44128,46.42,34.01,8.64,1.2,0.1,9.63,11.79,20.14,9.7,16.5,6.4,6.9,45,6.5,6.2,5.2,3.7,7.3,69.6,62.3,0.03,0.16,0.02,13.5
"1938","37095",2010,5721,57.33,36.65,0.14,0.09,0,5.79,6.26,23.34,4.1,12.2,4.4,6,41.7,8.4,6.2,6.5,4.7,16.3,80.4,64.1,0.18,1.01,0.28,17.4
"1939","37097",2010,154632,82.2,11.95,0.27,1.7,0.1,3.78,6.28,15.5,6.5,14.8,6.9,5.2,39.5,8.2,7.1,5.7,5.6,12.7,74.3,61.6,0.01,0.04,0.01,11.4
"1940","37099",2010,39144,84.25,1.82,9.09,0.94,0.02,3.88,4.53,18.59,4.9,9.9,9.3,12.9,44.4,6.6,6.6,8.2,5,14.4,82.2,67.8,0.06,0.15,0.04,15.4
"1941","37101",2010,160675,78.04,15.39,0.26,0.55,0,5.76,12.02,18.81,7.8,15.6,6.6,5,41.9,7.6,6.5,5.7,4.9,10,72.2,62.2,0.01,0.04,0.01,11.9
"1942","37103",2010,10060,62.26,32.69,0.65,0.07,0.34,3.99,3.57,21.84,5.8,12.4,5.6,6,34.4,7.5,8.7,6.4,7.7,17.1,77.7,60.6,0.12,0.52,0.17,23.9
"1943","37105",2010,55576,65.5,20.11,0.55,1.07,0,12.77,17.3,19.32,7.3,13.9,7.4,5.6,39.8,7.1,6.8,6.6,5.1,13.4,74.4,61,0.02,0.11,0.02,14.6
"1944","37107",2010,59307,52.84,40.48,0.33,0.41,0,5.94,6.06,23.79,6.4,13.6,7,5.1,35.9,7.9,7.7,6.9,6.2,15.5,75.5,60,0.02,0.09,0.03,19.9
"1945","37109",2010,75697,89.74,5.46,0.45,0.55,0.04,3.76,6.95,20.49,6,13.4,6.9,4.7,38.7,8.3,7.6,7.2,5.9,12.8,76.1,63.3,0.02,0.08,0.02,14.6
"1946","37111",2010,44593,92.28,3.75,0.3,0.92,0,2.75,4.96,20.99,6.1,12.3,6.1,5.1,37.3,7.5,7.8,7.1,6,15.9,77.7,61.8,0.03,0.12,0.04,21.3
"1947","37113",2010,33453,93.53,1.16,0.31,0.6,0.01,4.39,5.64,16.98,4.9,10.5,5.9,5.3,31.1,7.7,7,7.6,8.4,22.8,81,58.2,0.03,0.14,0.07,18.2
"1948","37115",2010,20549,96.52,1.45,0.5,0.28,0,1.25,1.97,22.7,4.6,11.8,8.1,5.5,36.6,7.1,7.8,7.7,7.1,17.2,80,62.8,0.07,0.26,0.08,18
"1949","37117",2010,24471,52.83,43.3,0.3,0.17,0,3.4,2.98,21.42,6,12.6,6.4,5.7,34.1,7.3,8.6,8.3,6.3,16.8,77.2,60.4,0.05,0.22,0.07,19.4
"1950","37119",2010,882761,58.35,30.18,0.37,4.48,0.06,6.56,11.3,11.67,7.6,13.9,6.7,6.9,46.8,7.4,6.4,5.3,4.1,8.6,74.5,65.9,0,0.01,0,8.2
"1951","37121",2010,15680,96.51,0.52,0.18,0.34,0,2.45,3.39,23.53,4.8,10.4,5.8,5.5,35.1,7.1,7.9,7,7.5,20.1,80.9,60.8,0.07,0.32,0.13,21
"1952","37123",2010,27611,72.27,19.41,0.56,1.63,0,6.13,13.76,27.92,6.4,14.4,7.3,4.5,36.9,7.1,7.1,7.3,5.9,14.9,75.2,60.3,0.04,0.21,0.05,17
"1953","37125",2010,85914,81.46,14.12,0.67,0.81,0.01,2.93,5.73,11.6,5.7,12.2,6.1,4.4,32.5,7,6.7,6.5,7.1,22.2,78.2,56,0.01,0.06,0.03,14.7
"1954","37127",2010,94402,56.79,36.73,0.38,0.76,0,5.34,5.85,18.2,6.2,13.9,6.9,5.7,38.2,7.9,7.5,7.1,5.9,13.3,75.6,62.3,0.01,0.06,0.01,15.3
"1955","37129",2010,197272,78.96,15.11,0.42,1.32,0.04,4.15,4.74,10.48,5.8,10.9,6.9,9.5,44.2,6.9,6.8,6.3,5.8,13.4,79.9,66.5,0.01,0.03,0.01,12.1
"1956","37131",2010,22161,39.97,58.26,0.2,0.03,0,1.54,1.27,30.86,5.8,11.9,6.8,5.4,33.4,7.4,8.2,6.7,7.8,18.8,77.9,59.1,0.06,0.23,0.08,26
"1957","37133",2010,169207,73.27,16.29,0.7,1.93,0.23,7.58,9.59,11.94,9,12.6,8.3,18.8,53.6,5.3,4.8,4.2,3,7.5,75.1,67.6,0.02,0.04,0,14.3
"1958","37135",2010,129562,76,12.13,0.42,6.57,0.02,4.86,7.44,10.1,5.3,11.6,9.7,12.9,48.3,7.3,7.1,6.2,4.7,9.4,79.1,69.7,0.02,0.05,0.01,8.1
"1959","37137",2010,13072,76.51,20.1,0.14,0.21,0,3.04,2.64,17.27,4.5,9.9,5.2,5.2,31.3,8.9,7.3,8.4,8.3,21.4,82,60.6,0.08,0.35,0.16,20.8
"1960","37139",2010,40167,57.85,37.76,0.5,1.07,0,2.82,3.83,18.08,7,12.3,7.7,8.8,42.3,7.3,6.9,5.9,5.2,13.1,76.6,63.5,0.04,0.15,0.03,15
"1961","37141",2010,50256,76.41,18.99,0.51,0.45,0,3.64,5.74,16.23,5.9,12.7,6.6,4.8,37.1,7.9,7.8,7.7,6,14.8,77,62.2,0.02,0.11,0.03,17.1
"1962","37143",2010,13091,72.19,26.85,0,0,0,0.96,1.7,14.7,4.9,11.6,7,4.8,31.4,7.3,8.9,7.6,7,21.3,79.7,58.4,0.09,0.37,0.16,18.9
"1963","37145",2010,38942,69.46,27.45,0.62,0.13,0.02,2.32,3.86,18.05,6.2,13.3,6.7,5.1,36.6,8.1,8.2,7.3,5.9,14.4,76.2,61.8,0.03,0.14,0.04,16.5
"1964","37147",2010,161385,60.06,33.92,0.21,1.47,0,4.34,5.09,14.89,6.7,12.3,9.5,13,49,6.4,6.2,5.6,4.2,9.7,77.3,67.6,0.01,0.04,0.01,11.6
"1965","37149",2010,20289,92.18,4.91,0.31,0.52,0,2.08,4.85,13.92,4.4,10.7,5.9,3.7,30,7.2,8.4,8.1,7.6,23.7,80.7,57,0.05,0.22,0.12,14.6
"1966","37151",2010,140034,86.32,5.72,0.46,0.98,0.01,6.51,9.85,24.37,6.5,13.9,6.8,5.4,38.9,7.7,7.3,5.8,6.6,13.3,75.3,62,0.01,0.04,0.01,13.1
"1967","37153",2010,46477,61.58,30.42,2.36,0.57,0,5.07,5.46,25.11,6.4,13.8,7.6,6.1,39.1,6.9,6.8,6.4,6.4,14.2,75.2,61,0.03,0.13,0.03,21.7
"1968","37155",2010,131708,31.29,24.19,37.49,0.73,0.08,6.22,7.7,31.31,7.7,14.8,8.4,7.1,42,6.8,6.6,5.8,5.4,10.8,72.7,61.9,0.01,0.05,0.01,17.3
"1969","37157",2010,93322,75.78,19.12,0.22,0.4,0.03,4.45,5.11,23.4,5.7,12.7,6.5,5.1,36.7,8,7.9,7,6.3,15.8,77.4,61.6,0.01,0.06,0.02,17.9
"1970","37159",2010,136880,77.12,16.13,0.31,0.96,0.1,5.38,7.11,20.04,6.5,13.3,7.1,6.2,39.2,7.6,7.2,6.4,5.6,14.1,75.9,61.8,0.01,0.04,0.01,15.2
"1971","37161",2010,66928,86.49,9.84,0.23,0.18,0,3.26,3.28,20.45,5.7,12.8,6.7,4.8,36,7.3,7.3,7.6,6.2,17,77.2,60.2,0.02,0.08,0.03,20
"1972","37163",2010,62832,56.61,27.59,1.57,0.44,0.1,13.69,15.49,24.82,7.1,14.3,6.9,5.5,38.8,7.2,6.9,6.3,5.7,13.7,74.1,60.4,0.02,0.1,0.02,16.9
"1973","37165",2010,36325,48.22,38.97,9.48,0.3,0.1,2.93,2.21,24.77,7,14.3,8.2,5.8,38.7,7.1,7,6.6,6.4,12.9,74.4,61.5,0.04,0.17,0.04,21.1
"1974","37167",2010,60109,84.06,11.37,0.12,1.87,0,2.58,3.44,19.5,6,12.8,6.9,6.7,38.5,7.7,7.1,6.6,6.2,15.2,77,61.8,0.02,0.1,0.03,15.4
"1975","37169",2010,47194,94.11,4.22,0.31,0.37,0,0.99,2.67,20.81,5.6,12.7,6.7,4.9,36.9,8.3,8.2,6.1,7,15.3,77.3,62,0.02,0.12,0.03,14.3
"1976","37171",2010,73287,92.43,3.79,0.33,0.44,0.08,2.93,9.1,25.48,6.1,13.3,6.4,4.9,36.7,7.7,7.2,7,6,16.2,76.3,60.1,0.02,0.08,0.02,16.8
"1977","37173",2010,13861,67.92,0.9,25.29,1.43,0,4.46,3.59,20.61,6,13.4,6.4,5.4,36.1,7.6,7.2,7.7,5.2,16.6,76.9,60.3,0.09,0.4,0.12,14.2
"1978","37175",2010,32404,92.07,3.65,0.16,0.96,0,3.16,2.74,13.94,4,9.5,6,5.9,32,7.1,7.1,7.3,8,25.1,83.2,58.1,0.04,0.14,0.08,18.1
"1979","37177",2010,4374,58.23,36.88,0.39,0.18,0,4.32,4.44,26.14,5,7.9,5.6,3.2,39.3,8.4,9.6,8.3,6.3,15.2,82.7,67.5,0.2,1.19,0.35,18.3
"1980","37179",2010,190346,82.07,11.74,0.42,1.4,0.02,4.35,9.89,13.65,7.8,17.7,7.3,4.7,41,8.1,6.4,5.1,4.6,9.3,69.7,60.4,0.01,0.03,0,8.3
"1981","37181",2010,44975,42.78,49.89,0.41,0.48,0,6.44,6.34,27.43,7,14.7,7.7,5.8,38.2,7.3,7.3,6.1,6.1,13.3,73.6,60.3,0.03,0.13,0.03,27.7
"1982","37183",2010,850546,67.85,20.54,0.31,5.13,0.02,6.15,9.09,8.42,7.5,14.5,6.9,6.8,46,7.8,6.6,5.2,4.2,8.1,73.9,65.8,0,0.01,0,7.4
"1983","37185",2010,20810,38.62,52.99,4.13,0.35,0,3.91,3.22,26.88,5.6,10.9,8.5,4.8,32.8,8.3,8.1,8.8,6.9,18.6,79.1,60.5,0.06,0.24,0.09,32.4
"1984","37187",2010,13248,45.75,52.35,0.57,0.21,0,1.12,0.7,23.98,6.5,12.9,7.7,4.3,33.9,6.5,7.9,6.3,8.7,17.4,76,58.6,0.09,0.4,0.13,22.2
"1985","37189",2010,49705,94.76,1.03,0.23,0.87,0,3.11,3.04,13.08,3.8,7.6,12.6,22.1,54.6,5.6,5.7,5.8,5.2,11.8,86.1,74.3,0.07,0.13,0.02,9.2
"1986","37191",2010,120102,58.98,31.73,0.19,1.07,0.07,7.96,9.08,18.83,7.4,13.5,7,7.2,40.4,7.5,7,6.5,5,12.7,74.9,62.2,0.01,0.05,0.01,15
"1987","37193",2010,69063,90.42,4.22,0.34,0.48,0.02,4.52,5.2,27.36,6,12.9,6,5.2,36.3,7.8,7.6,6.6,6.7,16,77.2,61.2,0.02,0.08,0.02,18.2
"1988","37195",2010,79533,51.94,38.9,0.18,0.59,0.01,8.38,8.88,22.71,6.7,13.8,7.2,6,38.5,7.4,7.3,6.7,5.8,13.8,75,61.2,0.02,0.07,0.02,15.3
"1989","37197",2010,38158,90.39,3.78,0.23,0.14,0,5.46,9.12,23.06,6,13.5,6.8,5.2,37.1,7.9,7,6.6,6.1,15.8,76.3,60.5,0.03,0.15,0.04,14.5
"1990","37199",2010,17911,97.29,0.65,0.36,0.37,0.23,1.1,4.08,22.12,4.8,12,6,4.6,33.9,7,7.6,9.4,5.6,19.8,79.3,59.5,0.06,0.28,0.11,20.7
"1991","38001",2010,2348,96,0,1.79,0,0,2.21,0.81,14.66,5.6,8.7,6,4.6,29.5,7.3,8.4,5.3,6.3,28.7,81.4,52.7,0.45,1.87,1.22,13.9
"1992","38003",2010,11056,96.81,0.08,0.77,1.37,0,0.97,1.18,11.53,5.5,10.9,6.7,6.7,34.3,8,7.8,8.1,5.4,20,79.9,59.9,0.12,0.46,0.18,11.5
"1993","38005",2010,6662,45.14,0.24,52.93,0.5,0,1.19,1.44,19.79,10.3,17.8,9.1,5.5,35.9,6.2,6.3,6.1,4.5,13,66,53,0.22,0.96,0.2,11.3
"1994","38007",2010,897,96.77,0,3.23,0,0,0,0,10.87,8.2,10.1,5.4,3.5,26.5,16.6,7,8.1,5.9,17.4,77.7,60.3,0.99,4.99,1.94,6.3
"1995","38009",2010,6430,94.63,0.2,2.57,0,0.08,2.52,0.76,14.07,4.9,9.9,7.6,5.2,31.4,8.1,8.4,8.5,7.6,21.3,81.2,59.9,0.2,0.72,0.33,13
"1996","38011",2010,3102,98.48,0,0.23,0,0,1.29,2.45,11.58,5.3,10.8,7.2,3.8,30.3,8.2,9.3,7.8,5.6,22.9,78.9,56,0.35,1.5,0.74,10.5
"1997","38013",2010,1948,98.1,0.92,0,0.67,0,0.31,0.98,11.03,4.5,10.1,4.6,2.7,25.7,8.9,8,9.7,8.1,25.1,81.2,56.1,0.37,2.07,1.29,13.3
"1998","38015",2010,78776,93.61,0.51,3.5,0.39,0.02,1.97,1.31,8.02,6.5,12.3,7.2,7.5,41.1,7.6,7.7,6.6,4.9,13.3,77.3,64,0.02,0.08,0.02,9.8
"1999","38017",2010,144410,92.35,2.06,1.28,2.05,0.12,2.14,1.98,5.98,6.8,11.7,7.5,12.8,49.4,6.5,6.5,5.4,4.1,9.6,78.1,68.5,0.01,0.05,0.01,8.1
"2000","38019",2010,4046,98.42,0.22,0.96,0,0,0.4,0,12.62,5.1,9.5,6.7,3.6,26.8,7.2,10.5,8.9,7.7,24.2,80.1,55.9,0.25,1.02,0.6,14.1
"2001","38021",2010,5340,97.32,1.09,0.39,0,0,1.2,2.23,13.58,6.8,13.4,6.8,5.8,32.3,6.6,7.2,5.6,6.2,21.8,75.7,53.9,0.24,0.98,0.41,11.4
"2002","38023",2010,2050,98.78,0,0.54,0.68,0,0,1.56,9.11,4.2,8.3,4.8,4,28.9,6.8,10.7,8.1,6.7,26.2,84.3,58.1,0.43,2.02,1.28,16.8
"2003","38025",2010,3477,85.16,0.23,9.38,0.4,0,4.83,2.19,16.01,5,12.6,7.4,5.3,33.6,6.8,9.3,7.2,7.7,17.9,77.3,59.4,0.37,1.47,0.51,10.3
"2004","38027",2010,2455,96.62,0.12,2.28,0,0,0.98,1.14,17.65,5.3,14.7,6.4,2.1,27.8,7.1,8.8,8.8,5.1,22.5,76.2,53.7,0.35,1.95,0.92,11.2
"2005","38029",2010,3617,99.42,0.25,0,0,0,0.33,0.06,20.89,4.7,12.8,6.6,1.4,25.3,7.8,8.2,7.1,6.9,27.2,78.1,50.9,0.22,1.18,0.75,16.4
"2006","38031",2010,3434,99.5,0,0,0.06,0,0.44,2.82,12.27,6,10.2,7.7,4.7,32.2,8.4,7.6,6.1,5,24.6,77.8,53.2,0.36,1.41,0.72,9
"2007","38033",2010,1539,97.66,0,1.36,0,0,0.98,0.97,8.31,4.5,12,8.6,3.8,33.2,6.6,10.1,5.6,7,21.1,77.1,56,0.81,3.23,1.37,15.2
"2008","38035",2010,66771,90.71,2.05,2.84,1.68,0.02,2.7,2.94,7.57,6.1,10.6,9.5,16.9,50.9,6.4,6.3,5.5,4.2,9.9,79.9,70,0.04,0.1,0.01,8.8
"2009","38037",2010,2486,96.18,0.08,2.53,0.48,0,0.73,0,12.89,3.5,8.9,9.2,3.2,26.5,8.9,10.5,8.7,7.1,25.8,81.3,55.5,0.5,1.56,1.04,14.9
"2010","38039",2010,2426,98.52,0,0.49,0.66,0,0.33,0,13.99,6.8,8.5,5.1,2.1,23,8.5,8.7,10,8.1,26.4,80.8,54.4,0.3,1.58,1.09,12.7
"2011","38041",2010,2506,98.84,0.6,0,0,0,0.56,0.56,13.7,3.6,10.7,5.4,4.8,28,8.9,8.8,8.6,8.6,22.9,81.3,58.4,0.41,1.69,0.91,12.8
"2012","38043",2010,2521,98.65,0,0.36,0,0,0.99,5.04,21.46,5.8,11.4,4.5,6,29.2,7.3,8.9,8.8,6.3,22.2,79.8,57.6,0.42,1.84,0.88,14.1
"2013","38045",2010,4233,98.44,0.26,0.35,0,0,0.95,0.4,13.61,5.2,11.5,6.1,3.2,26.9,9,8.7,7.5,6.2,24.8,78.8,54,0.22,1.03,0.59,11.7
"2014","38047",2010,2001,100,0,0,0,0,0,0.75,30.29,4.2,13.4,5.4,1.8,25.4,5.7,6.1,7.9,6.5,30.7,78,47.3,0.36,2.15,1.53,16.7
"2015","38049",2010,5400,97.7,0,0.35,0.2,0.07,1.68,1.65,14.5,5.3,11.9,7,3.5,31.5,8.1,8.6,7.6,6.1,20.7,77.7,57,0.19,0.9,0.38,15.6
"2016","38051",2010,2917,98.25,0.58,0.27,0,0,0.9,1.54,28.93,4.9,7.9,4.9,3.6,24.7,8.9,8.3,5.8,5.3,34.1,83.8,49.7,0.29,1.29,1.17,17
"2017","38053",2010,6004,76.03,0.23,21.39,0.97,0,1.38,2.15,11.59,7.2,14,8,5.6,36.2,7.7,7.9,6.7,5.9,14.4,73.5,59.1,0.23,0.96,0.24,14
"2018","38055",2010,8861,91.9,0.33,7.03,0.06,0.05,0.63,1.28,14.19,4.6,10.7,5.2,3.8,28.4,7.3,9.6,9.2,8.6,21.5,80.4,58.9,0.1,0.49,0.24,11.9
"2019","38057",2010,8353,95.43,0.66,2.99,0.47,0,0.45,0.34,14.99,4.6,12,7.1,5.1,32.5,10.4,10.5,9.1,5.3,15.6,78,62.4,0.15,0.59,0.19,12.2
"2020","38059",2010,26712,94.33,0.27,3.55,0.27,0,1.58,1.4,12.22,6.4,13,6.6,5.6,36.7,7.8,8.3,7.1,6.2,14.5,76.2,61.7,0.05,0.21,0.05,11.5
"2021","38061",2010,7228,66.49,0.48,28.39,0.12,0,4.52,3.03,11.54,6.5,13.5,7.8,6.3,37.7,8.8,6.5,7.2,5.6,14.2,75.3,61.1,0.2,0.8,0.2,12.2
"2022","38063",2010,3185,98.93,0,0.35,0.28,0,0.44,1.82,11.2,3.8,11.6,5.7,4.7,26.4,7.8,8.4,7.3,7.5,27.3,80.5,53.2,0.33,1.31,0.86,13.5
"2023","38065",2010,1808,98.12,0,0.88,0.11,0.22,0.67,0.55,13.65,4.9,14,7,1.9,29.6,7.2,6.9,10.8,8.3,18.3,75.8,57.5,0.49,2.68,1.01,11.3
"2024","38067",2010,7530,96.43,0.11,1.9,0.03,0,1.53,2.71,14.1,5,12.2,5.8,4.9,31.1,7.9,9.2,8,6.4,20.3,78.3,58,0.14,0.64,0.27,13.8
"2025","38069",2010,4364,93.29,0.07,5.64,0.23,0,0.77,2.31,18.09,5.3,12,4.8,4.1,30.4,7.1,8.1,6.7,6.3,24.1,78.1,54,0.2,1.09,0.55,14.2
"2026","38071",2010,11371,88.42,0.96,7.68,0.55,0,2.39,1.02,13.61,6.1,11.9,7,6.2,36.1,7.4,8.1,6.7,5.4,18.2,77.8,59.6,0.12,0.48,0.16,14.1
"2027","38073",2010,5624,97.48,0.21,0.34,0.02,1.16,0.79,1.48,12.71,5.8,13.6,7.2,3,32.4,7.5,8,7.7,5,19.9,75.7,55.8,0.18,0.92,0.35,13.4
"2028","38075",2010,2442,97.38,0,2.25,0,0,0.37,0.08,11.91,5.4,11,7,5.1,31.4,9.5,8.4,8.4,6.1,19.9,79.1,59.2,0.5,1.96,0.81,13.8
"2029","38077",2010,16507,95.07,0.42,1.62,0.71,0.1,2.08,1.57,12.89,5.6,12.6,9.4,8.7,38.9,8,8.5,6.2,4.9,15.4,77.6,62.2,0.11,0.35,0.09,10.9
"2030","38079",2010,13766,21.52,0.12,75.41,0.24,0.16,2.55,1.02,17.89,9.7,17.8,9.5,6.7,39.4,7.2,6.5,5.3,4.4,9.8,66.4,56.6,0.12,0.49,0.07,13.7
"2031","38081",2010,3971,97.51,0.35,0.53,1.06,0,0.55,0.38,11.63,5,13.1,6.8,4.2,31.7,8.3,8.5,8.2,6.7,18.4,76.6,58.2,0.28,1.25,0.46,11
"2032","38083",2010,1293,96.75,0.62,1.7,0,0.15,0.78,0,19.9,0.5,7.7,6.2,5.5,26.6,10.8,8.6,9.6,8.3,27.8,86.1,58.3,0.9,2.69,2.15,20.7
"2033","38085",2010,4121,13.13,0,83.62,0.15,0,3.1,0.85,19.8,12.3,18.2,10.2,7.1,44.4,5.7,5.3,4.7,2.8,6.7,63.4,56.7,0.42,1.82,0.16,12.6
"2034","38087",2010,727,100,0,0,0,0,0,1.24,8.6,7,12.8,3,5.2,29.7,6.9,11.7,8.8,6.6,16.5,77.9,61.4,1.13,6.81,2.27,7.6
"2035","38089",2010,23486,95.62,0.68,0.77,1.18,0.12,1.63,1.69,12.74,5.8,11.9,7.7,8.9,39.2,7.6,7.8,7.2,4.3,16.4,78.3,61.9,0.07,0.24,0.07,11.2
"2036","38091",2010,1977,97.98,0,0,0,0,2.02,1.87,11.33,2.4,15.9,7.7,3.5,31,7.4,8.6,6,6.9,21.9,77.3,55.4,0.57,2.49,1.11,8.6
"2037","38093",2010,20984,95.94,0.36,1.64,0.27,0,1.79,1.53,14.32,5.7,11.3,7,7.6,36.7,7.8,8.5,7.2,5.7,17.1,79.1,62,0.07,0.26,0.08,14
"2038","38095",2010,2289,95.94,0.17,1.31,0.13,0,2.45,0.39,11.39,2.9,13.6,6.7,4.7,28.6,8.7,7.6,6.2,6.4,26,79.5,53.5,0.5,1.97,1.14,10.4
"2039","38097",2010,8190,96.19,0.38,1.03,0.26,0,2.14,2.52,12.04,5.5,12.2,7.5,7.1,35.7,7.7,8.1,6.6,5.4,18.8,77.8,59,0.18,0.65,0.23,11.1
"2040","38099",2010,11286,93.41,0.16,1.93,0.32,0,4.18,7.89,18.58,5.7,11.9,6.6,4.9,32.4,7.9,8.3,8.9,4.4,20.5,77.7,57.2,0.1,0.44,0.18,16.6
"2041","38101",2010,59461,90.86,2.26,2.34,0.88,0.09,3.57,3.05,7.69,7.3,12.1,7.4,11,44.3,6.7,6.4,5.8,4.3,13,76.6,63.6,0.03,0.11,0.02,11.4
"2042","38103",2010,4276,96.84,0,1.38,0,0.23,1.55,0.23,16.89,4.6,9.9,6.1,2.4,25.8,8.3,8.7,5.6,7.5,29.6,81,51.4,0.2,0.94,0.69,14.8
"2043","38105",2010,21194,92.09,0.08,4.1,0.47,0.1,3.16,1.84,12.15,6.4,12.3,6.8,6.7,36.9,7.8,8.5,6.5,5.8,15.7,77,61.3,0.06,0.26,0.07,11.1
"2044","39001",2010,28578,97.86,0.2,0.27,0,0,1.67,0.83,25.32,6.9,13.9,7.1,5.3,37.9,7.5,7.3,6.1,6,14.5,74.6,60.1,0.04,0.21,0.05,20.8
"2045","39003",2010,106586,83.59,12.01,0.21,0.72,0,3.47,2.26,12.84,6.5,13.5,8,7,39,7.3,7.5,6.6,5.2,14.5,75.6,61.1,0.01,0.06,0.01,14.1
"2046","39005",2010,53341,97.34,0.6,0.2,0.62,0.08,1.16,1.04,14.38,6.3,13.4,8.2,7,38.5,7.1,7.3,6.5,5.5,15.4,75.9,60.5,0.03,0.11,0.03,12.5
"2047","39007",2010,101867,93.23,3.45,0.19,0.19,0,2.94,3.28,15.79,6.2,13.5,7,5.3,36.9,7.9,7.8,7.2,5.4,15.2,75.9,60.7,0.01,0.06,0.01,14.7
"2048","39009",2010,64455,92.24,2.73,0.09,2.74,0,2.2,1.63,13.19,4.3,9.3,15.6,19.5,56.4,5.4,5.6,5.5,3.6,9.9,83.7,73.8,0.05,0.11,0.02,13.3
"2049","39011",2010,46023,98.1,0.23,0.21,0.38,0.05,1.03,1.15,9.65,6.5,14.1,7.6,5.2,36.9,7.8,7.7,7,4.9,15.1,74.4,59.3,0.03,0.12,0.03,10.8
"2050","39013",2010,70403,94,3.71,0.07,0.32,0.08,1.82,0.71,13.22,5,11,6.3,5.9,36.9,7.7,8.2,7.7,5.7,17.8,80.1,62.3,0.02,0.08,0.03,17.2
"2051","39015",2010,44618,97.84,0.85,0.17,0.07,0,1.07,0.69,19.97,6.5,13.9,7.3,5.2,38.1,8,7.5,6.8,5.3,13.8,75,61.2,0.03,0.13,0.03,16.8
"2052","39017",2010,363465,87.57,7.08,0.21,2.32,0.04,2.78,3.54,13.24,6.9,14.1,7.8,7.7,42,7.7,7.1,6.2,4.8,11.3,74.7,63.4,0,0.02,0,11.5
"2053","39019",2010,28988,98.05,0.49,0.07,0.23,0,1.16,0.7,16.74,5.7,13.2,6.7,4.8,35,8.3,8,7.6,6.2,16,76.7,60.7,0.04,0.19,0.06,14.4
"2054","39021",2010,40140,95.05,1.9,0.14,0.33,0.04,2.54,1.3,11.56,6.4,14.6,7.3,5.7,37.8,7.7,7.2,6.5,5.8,14,74.6,60.6,0.03,0.15,0.03,13.4
"2055","39023",2010,139374,87.17,8.84,0.19,0.57,0.07,3.16,2.51,15.18,6.4,13.4,7,6.1,36.8,7.2,7.4,7.2,5.8,15.7,76,60.3,0.01,0.04,0.01,16.3
"2056","39025",2010,195312,96.2,1.26,0.21,0.94,0,1.39,1.44,12.8,7,14.8,6.9,5.6,39.3,8.2,7.8,6.3,5.3,11.4,73.8,62.4,0.01,0.03,0.01,12
"2057","39027",2010,42416,94.49,2.11,0.26,0.54,0,2.6,1.53,13.72,6.9,13.7,7.7,6.5,39.7,7.7,7.6,6.4,5.2,12.9,75.1,62.2,0.03,0.14,0.03,15.1
"2058","39029",2010,108609,95.69,2.06,0.08,0.24,0.04,1.89,1.32,14.72,5.5,12.6,6.7,5.4,36.5,8,8.1,6.9,6.4,16.1,77.7,61.6,0.01,0.05,0.01,15.7
