G_ZCTA,ZCTA,minDisFQHC,timeDrive,countDrive
G61037,61037,3.82,8.92,3
G61038,61038,6.34,12.65,6
G61042,61042,11.83,23.08,3
G61043,61043,18.38,24.84,4
G61051,61051,17.25,22.7,3
G61052,61052,14.33,20.59,11
G61057,61057,21.35,28.6,3
G61063,61063,14.91,21.39,8
G61065,61065,14.45,10.6,9
G61067,61067,23.74,27.19,4
G61068,61068,20.37,28.2,1
G61071,61071,4.79,0,3
G61072,61072,7.03,10.48,13
G61073,61073,5.57,11.06,14
G61077,61077,15.93,22.4,8
G61079,61079,11.64,20.38,12
G61080,61080,3.71,0,12
G61081,61081,4.92,0,3
G61084,61084,14.58,28.33,4
G61088,61088,8.41,12.61,10
G61091,61091,14.7,26.28,3
G61101,61101,4.63,0,13
G61102,61102,5.19,0,11
G61103,61103,3.14,0,14
G61104,61104,0.14,0,13
G61107,61107,1.72,0,13
G61108,61108,3,5,13
G61109,61109,5.91,9.66,11
G61111,61111,4,0,14
G61112,61112,5.2,9.95,13
G61114,61114,3.59,6.8,14
G61115,61115,4.67,7.94,14
G61201,61201,0.6,0,9
G61230,61230,9.12,17.53,1
G61232,61232,11.38,17.26,9
G61236,61236,5.79,10.23,9
G61239,61239,4.8,6.97,9
G61240,61240,8.4,14.09,9
G61241,61241,8.91,13,9
G61242,61242,13.64,23.83,2
G61243,61243,14.82,15.79,3
G61244,61244,3.51,0,9
G61252,61252,5.24,7.92,1
G61256,61256,4.99,9.26,9
G61257,61257,16.82,23.15,1
G61259,61259,8.61,13.42,2
G61261,61261,15.27,20.33,3
G61262,61262,22.53,27.57,2
G61264,61264,7.91,12.53,9
G61265,61265,3.08,0,9
G61270,61270,15.7,23.74,4
G61273,61273,14.46,19.95,8
G61275,61275,12.75,15.9,7
G61276,61276,16.44,22.78,7
G61277,61277,22.26,29.38,2
G61278,61278,9.64,12.47,9
G61279,61279,17.93,29.07,4
G61282,61282,2.87,4.61,9
G61283,61283,18.16,24.43,3
G61285,61285,16.11,20.39,1
G61301,61301,14.7,25.8,1
G61310,61310,21.1,25.61,1
G61312,61312,13.3,28.33,1
G61317,61317,12.73,28.95,1
G61318,61318,15.11,21.81,1
G61320,61320,18.52,26.84,1
G61323,61323,22.14,29.03,1
G61324,61324,18.67,28.71,2
G61329,61329,16.71,29.9,1
G61330,61330,10.89,13.61,1
G61342,61342,2.17,0,1
G61348,61348,25.51,28.82,1
G61353,61353,15.91,24.48,1
G61354,61354,20.69,25.32,1
G61367,61367,12.32,18.87,1
G61372,61372,8.47,14.24,1
G61373,61373,16.35,24.96,1
G61374,61374,16.62,21.89,1
G61378,61378,16.23,26.7,1
G61401,61401,1.7,0,2
G61410,61410,15.04,21.49,1
G61412,61412,16.22,22.67,1
G61413,61413,20.98,27.24,1
G61414,61414,20.3,27.17,2
G61418,61418,6.93,17.7,4
G61421,61421,16.87,26.74,1
G61423,61423,10.25,20.42,2
G61424,61424,15.86,22.14,1
G61425,61425,8.76,19.81,2
G61426,61426,11.21,28.17,1
G61430,61430,5.99,7.65,2
G61434,61434,14.18,22.1,1
G61435,61435,12.44,22.37,1
G61436,61436,15.21,21.44,1
G61437,61437,10.69,15.35,4
G61439,61439,6.53,13.39,1
G61442,61442,17.03,22.2,1
G61443,61443,16.17,21.18,1
G61447,61447,7.43,12.39,2
G61448,61448,10.41,9.68,1
G61449,61449,7.58,12.58,1
G61451,61451,12.66,21.74,2
G61453,61453,7.38,21.19,1
G61454,61454,10.92,23.77,2
G61460,61460,6.13,16.17,1
G61462,61462,11.02,0,3
G61467,61467,14.69,20.3,1
G61469,61469,4.2,0,2
G61471,61471,6.71,17.76,1
G61472,61472,12.84,17.44,1
G61473,61473,18.11,20.61,1
G61478,61478,10.37,25.14,2
G61479,61479,10.34,27.68,1
G61480,61480,1.96,0,1
G61483,61483,0.84,0,2
G61488,61488,8.2,14.95,1
G61490,61490,22.24,27.29,1
G61491,61491,9.87,12.69,2
G61517,61517,11.67,21.91,7
G61523,61523,15.36,27.93,2
G61525,61525,9.64,18.24,7
G61526,61526,9.17,18.9,1
G61528,61528,10.22,12.56,9
G61530,61530,22.41,25.66,3
G61533,61533,16.54,25.68,4
G61534,61534,12.95,17.54,4
G61535,61535,6.17,10.21,8
G61536,61536,11.63,15.59,8
G61539,61539,11.2,13.39,8
G61547,61547,10.32,22.72,6
G61548,61548,14.53,20.76,6
G61550,61550,12.32,15.84,8
G61552,61552,9.36,15.24,6
G61554,61554,1.24,0,8
G61559,61559,1.54,0,2
G61562,61562,16.07,22.45,6
G61564,61564,6.13,12.16,6
G61568,61568,9.2,17.41,8
G61569,61569,18.92,25.74,3
G61571,61571,11.46,15.21,8
G61602,61602,0.86,0,8
G61603,61603,0.54,0,8
G61604,61604,3.54,0,8
G61605,61605,0.94,0,8
G61606,61606,0.99,4.3,8
G61607,61607,6.15,8.91,8
G61610,61610,3.35,10.32,8
G61611,61611,3.4,11.39,8
G61614,61614,4.18,9.47,8
G61615,61615,6.3,9.78,8
G61616,61616,2.93,5.46,8
G61625,61625,0.87,4.13,8
G61701,61701,0.95,0,2
G61704,61704,4.18,6.63,2
G61705,61705,2.31,7.96,2
G61723,61723,12.66,18.72,3
G61725,61725,13.97,22.02,2
G61727,61727,24.84,27.36,2
G61732,61732,14.55,24.68,2
G61733,61733,18.88,28.08,5
G61736,61736,13.52,15.43,2
G61738,61738,23.86,28.98,2
G61742,61742,22.54,26.16,8
G61745,61745,14.95,22.27,2
G61747,61747,16.35,27.09,2
G61748,61748,11.96,20.82,2
G61751,61751,7.95,11.87,1
G61752,61752,21.58,23.14,2
G61753,61753,20.29,25.25,2
G61754,61754,18.24,23.54,3
G61756,61756,14.82,16.6,8
G61761,61761,4.95,7.23,2
G61772,61772,10.46,12.97,2
G61774,61774,14.86,29.54,2
G61776,61776,11.98,16.84,2
G61777,61777,22.43,24.7,2
G61801,61801,0.43,0,7
G61802,61802,4.48,4.58,7
G61811,61811,14.32,22.41,1
G61812,61812,18.23,25.87,2
G61814,61814,9.7,24.57,1
G61815,61815,8.49,14.6,5
G61817,61817,10.41,18.5,1
G61818,61818,15.45,25.81,8
G61820,61820,1.37,0,7
G61821,61821,2.28,5.49,7
G61822,61822,3.38,8.88,7
G61830,61830,21.73,24.62,6
G61832,61832,0.13,0,1
G61833,61833,3.39,8.27,1
G61834,61834,2.67,4.53,1
G61840,61840,10.22,19.15,2
G61843,61843,16.11,18.34,2
G61844,61844,16.24,18.55,1
G61845,61845,18.2,27.96,2
G61846,61846,10.44,19.47,2
G61847,61847,8.7,11.18,2
G61848,61848,16.36,22.47,1
G61853,61853,13.79,18.46,7
G61854,61854,19.64,26.4,5
G61856,61856,24.21,28.28,3
G61857,61857,14.38,21.19,3
G61858,61858,9.16,17.82,1
G61859,61859,17.77,19.68,6
G61862,61862,13.06,16.68,2
G61863,61863,18.58,23.43,5
G61864,61864,12.09,21.83,5
G61865,61865,19.22,29.42,3
G61866,61866,0.51,0,7
G61870,61870,11.07,28.9,1
G61871,61871,15.79,28.54,2
G61872,61872,18.93,28.81,3
G61873,61873,12.17,15.9,5
G61874,61874,5.83,11.13,5
G61875,61875,11.58,19.19,5
G61878,61878,5.86,9.68,7
G61880,61880,12.08,16.93,5
G61883,61883,8.82,12.47,2
G61884,61884,15.89,19.95,5
G61910,61910,12.77,15.86,4
G61911,61911,1.49,0,2
G61912,61912,11.42,13.59,1
G61913,61913,9.44,20.97,2
G61920,61920,2.52,0,3
G61924,61924,18.62,27.32,4
G61925,61925,13.5,22.38,8
G61928,61928,12.68,14.92,2
G61929,61929,13.78,28.27,2
G61931,61931,9.58,22.57,2
G61933,61933,19.76,22.45,1
G61936,61936,15.22,22.93,8
G61937,61937,11.51,19.52,2
G61938,61938,3.33,0,3
G61944,61944,21.48,28.21,3
G61951,61951,12.42,29.26,2
G61955,61955,14.83,27.9,3
G61957,61957,20.13,21.81,2
G62002,62002,3.7,0,17
G62009,62009,3.38,6.82,7
G62010,62010,2.97,12.26,8
G62012,62012,6.73,8.98,7
G62014,62014,0.05,0,6
G62018,62018,2.49,9.27,10
G62021,62021,5.72,11.65,6
G62022,62022,14.95,21.87,4
G62023,62023,2.42,11.83,5
G62024,62024,0.76,0,10
G62025,62025,9.99,16.74,14
G62028,62028,14.3,24.63,3
G62030,62030,3.6,10.15,1
G62033,62033,1.3,0,8
G62034,62034,6.46,17.16,12
G62035,62035,7.92,10.8,8
G62040,62040,2.39,0,56
G62044,62044,22.47,26.83,1
G62046,62046,14.67,24.63,10
G62048,62048,5.46,7.62,44
G62052,62052,12.47,17.73,1
G62054,62054,15.9,25.8,1
G62056,62056,11.08,18.1,3
G62058,62058,14.39,28.56,3
G62059,62059,2.94,6.72,64
G62060,62060,2.27,8.65,64
G62061,62061,16.56,22.94,1
G62062,62062,3.99,9.77,37
G62063,62063,7.12,8.56,1
G62067,62067,6.27,21.2,6
G62069,62069,6.34,15.72,3
G62074,62074,17.59,28.86,3
G62079,62079,0.53,0,8
G62080,62080,14.41,21.65,1
G62081,62081,14.37,24.98,1
G62084,62084,3.82,5.1,19
G62085,62085,4.39,8.69,7
G62087,62087,5.02,8.26,24
G62088,62088,10.25,15.14,5
G62090,62090,2.79,6.98,64
G62093,62093,5.75,12.67,5
G62095,62095,2.38,0,19
G62201,62201,2.16,0,61
G62203,62203,1.97,6.42,55
G62204,62204,1.6,3.69,61
G62205,62205,1.09,0,61
G62206,62206,0.19,0,55
G62207,62207,1.61,0,55
G62208,62208,4.28,9.86,46
G62216,62216,22.97,26.62,1
G62217,62217,10.77,19.79,1
G62220,62220,3.4,0,37
G62221,62221,6.14,9.76,19
G62223,62223,1.59,0,49
G62225,62225,6.25,14.94,16
G62226,62226,1.76,0,37
G62232,62232,4.91,12.2,50
G62233,62233,20.95,27.18,1
G62234,62234,0.35,0,37
G62236,62236,9.45,14.57,30
G62239,62239,3.83,10.94,51
G62240,62240,4.46,8.8,58
G62241,62241,18.23,26.95,1
G62242,62242,10.07,16.87,1
G62243,62243,10.58,11.23,18
G62246,62246,22.83,26.93,1
G62248,62248,8.86,13.99,6
G62254,62254,7.87,16.6,7
G62258,62258,15.38,20.2,6
G62260,62260,1.2,0,21
G62262,62262,11.23,16.59,1
G62264,62264,11.63,24.68,6
G62265,62265,19.48,20.42,6
G62266,62266,19.57,29.08,1
G62269,62269,2,0,27
G62274,62274,15.3,23.43,1
G62277,62277,12.29,23.37,1
G62278,62278,0.41,0,1
G62281,62281,13.59,25.14,2
G62284,62284,16.25,24.96,1
G62285,62285,8.36,14,12
G62289,62289,12.47,19.64,4
G62293,62293,16.46,21.13,1
G62294,62294,7.49,14.08,15
G62298,62298,14.14,21.81,4
G62301,62301,0.66,0,9
G62305,62305,0.1,0,14
G62312,62312,17.36,26.59,6
G62321,62321,16.8,19.1,3
G62325,62325,16.47,26.29,1
G62334,62334,7.31,7.84,3
G62338,62338,9.11,22.44,9
G62340,62340,12.5,17.1,1
G62341,62341,4.21,0,3
G62343,62343,8.88,18.04,5
G62345,62345,16.68,27.14,5
G62347,62347,18.64,25.84,9
G62348,62348,18.7,29.88,1
G62349,62349,22.8,26.36,1
G62351,62351,17.55,21.9,9
G62352,62352,12,19.41,1
G62354,62354,11.44,25.02,3
G62357,62357,7.83,20.4,1
G62359,62359,13.37,20.69,9
G62360,62360,11.76,20.41,9
G62361,62361,16.13,27.9,1
G62362,62362,16.34,27.01,1
G62363,62363,3.05,0,1
G62370,62370,15.17,23.19,3
G62373,62373,13.7,25.4,1
G62376,62376,15.8,26.61,9
G62379,62379,10.35,17.34,3
G62401,62401,1.04,0,1
G62411,62411,13.22,17.07,2
G62417,62417,16.32,26.85,3
G62418,62418,10.8,19.7,1
G62419,62419,12.91,23.54,1
G62420,62420,11.97,15.25,1
G62421,62421,9.17,12.06,1
G62424,62424,15.26,29.17,1
G62425,62425,7.28,12.1,1
G62426,62426,21.5,24.73,1
G62428,62428,2.78,0,1
G62432,62432,10.27,14.96,1
G62436,62436,8.56,14.63,1
G62439,62439,9.51,18.41,2
G62440,62440,8.97,22.31,3
G62441,62441,21.23,26.34,4
G62442,62442,22.27,27.91,1
G62443,62443,16.29,17.95,1
G62445,62445,12.9,19.34,2
G62447,62447,17.24,17.48,4
G62450,62450,3.26,0,1
G62452,62452,14.85,21.54,2
G62458,62458,18.79,22.35,2
G62461,62461,10.51,15.37,1
G62462,62462,11.38,17.08,1
G62463,62463,13.79,23.42,1
G62466,62466,15.76,22.58,1
G62467,62467,8.19,9.57,2
G62468,62468,7.63,13.71,1
G62469,62469,12.26,24.38,2
G62471,62471,2.13,0,1
G62473,62473,9.59,14.54,1
G62474,62474,14.07,25.58,1
G62475,62475,12.5,23.34,1
G62476,62476,14.28,21.79,2
G62479,62479,18.57,26.21,1
G62501,62501,11.82,20.69,8
G62512,62512,11.45,20.16,1
G62513,62513,17.28,22.64,10
G62514,62514,9.71,13.2,8
G62515,62515,17.48,23.14,11
G62517,62517,9.05,16.29,2
G62519,62519,19.6,29.86,4
G62520,62520,11.14,29.18,4
G62521,62521,3.22,0,8
G62522,62522,6.63,0,8
G62523,62523,0.31,0,8
G62526,62526,3.7,0,8
G62530,62530,14.82,24.02,11
G62531,62531,10.68,14.38,13
G62532,62532,7.45,8.01,8
G62535,62535,5.23,8.88,8
G62536,62536,8.64,26.78,7
G62537,62537,9.43,12.61,8
G62539,62539,20.19,23.08,7
G62540,62540,7.97,15.26,2
G62543,62543,16.34,21.19,7
G62544,62544,12.23,14.31,8
G62546,62546,14.76,20.37,2
G62548,62548,16.18,21.57,1
G62549,62549,8.96,14.37,8
G62550,62550,20.89,23.6,8
G62551,62551,13.76,20.04,8
G62554,62554,9.45,14.01,8
G62555,62555,9.7,16.37,2
G62556,62556,9.35,14.23,2
G62557,62557,19.49,27.24,2
G62561,62561,10.01,15.62,11
G62563,62563,9.58,17.25,13
G62567,62567,10.53,14.39,3
G62568,62568,0.26,0,2
G62570,62570,10.09,19.25,2
G62573,62573,10.64,11.58,8
G62601,62601,13.36,16.77,2
G62611,62611,10.54,23.35,1
G62612,62612,11.34,20.94,1
G62613,62613,16.58,25.38,4
G62618,62618,2.12,0,2
G62622,62622,5.38,9.33,2
G62624,62624,14.57,26.78,1
G62625,62625,9.78,18.16,11
G62626,62626,0.71,0,5
G62627,62627,11.39,17.95,1
G62628,62628,10.63,18.24,2
G62629,62629,6.63,22.39,11
G62630,62630,12.92,24.04,3
G62634,62634,13.21,20.62,5
G62635,62635,15.47,25.17,1
G62638,62638,15.58,27.25,2
G62639,62639,5.75,11.75,2
G62640,62640,14.25,27.22,2
G62643,62643,10.57,15.97,1
G62649,62649,14.28,28.42,2
G62650,62650,0.68,0,3
G62656,62656,0.48,0,1
G62663,62663,18.57,23.95,2
G62665,62665,18.16,29.28,1
G62668,62668,14.52,21.52,2
G62670,62670,17.55,25.26,2
G62671,62671,13.35,21.32,1
G62672,62672,11.25,17.49,2
G62677,62677,16.29,24.15,4
G62681,62681,15.34,18.75,1
G62684,62684,9.91,11.28,12
G62685,62685,9.47,17.18,6
G62690,62690,21.25,29.32,2
G62691,62691,1.05,0,4
G62693,62693,16.11,20.22,12
G62694,62694,18.58,29.02,2
G62695,62695,9.62,14.13,2
G62701,62701,0.52,3.56,11
G62702,62702,1.39,0,11
G62703,62703,2.72,0,11
G62704,62704,3.78,9.79,11
G62707,62707,4.16,7.3,11
G62711,62711,6.58,15.7,11
G62712,62712,3.9,15.6,11
G62801,62801,16.77,25.13,1
G62806,62806,1.24,0,2
G62807,62807,9.83,21.98,1
G62808,62808,17.98,28.94,1
G62809,62809,9.31,9.33,1
G62810,62810,15.2,23.87,1
G62811,62811,10.57,16.04,1
G62812,62812,9.15,15.49,7
G62814,62814,15.21,18.19,1
G62815,62815,8.62,22.6,1
G62816,62816,10.05,20.44,1
G62817,62817,13.24,15.75,2
G62818,62818,6.45,10.39,1
G62819,62819,2.23,5.81,4
G62820,62820,15.06,19.85,1
G62821,62821,3.34,0,2
G62822,62822,0.66,0,3
G62823,62823,13.03,22.71,2
G62824,62824,11.76,12.57,2
G62825,62825,2.19,6.95,3
G62827,62827,12.46,14.34,2
G62829,62829,15.3,20.13,1
G62830,62830,13.2,18.2,2
G62831,62831,17.66,24.84,1
G62832,62832,2.63,0,3
G62833,62833,7.21,15.65,2
G62835,62835,9.67,20.07,3
G62836,62836,16.32,27.82,1
G62837,62837,1.7,0,2
G62839,62839,1.21,0,1
G62841,62841,6.71,24.69,7
G62842,62842,7.92,12.34,1
G62843,62843,9.55,14.67,2
G62844,62844,10.5,20.97,3
G62846,62846,12.47,22.16,3
G62848,62848,20.36,28.01,1
G62849,62849,13.55,24.22,1
G62852,62852,13.44,27.56,1
G62853,62853,11.3,17.71,2
G62854,62854,15.66,28.25,1
G62856,62856,14.72,26.82,1
G62858,62858,13.27,19.86,1
G62861,62861,11.26,28.49,2
G62862,62862,14.58,17.5,1
G62863,62863,14.42,26.28,1
G62864,62864,3.26,0,1
G62865,62865,2.28,6.28,3
G62868,62868,11.97,15.04,2
G62869,62869,11.97,20.28,3
G62870,62870,6.39,10.2,1
G62871,62871,14.2,24.97,2
G62872,62872,9.06,18.23,1
G62874,62874,7.23,19.59,6
G62875,62875,15.6,29.19,1
G62877,62877,21.3,27.1,1
G62878,62878,7.78,24.73,1
G62879,62879,13.88,27.11,1
G62881,62881,2.1,0,1
G62882,62882,11.16,15.94,1
G62883,62883,8.29,24.79,1
G62884,62884,1.6,0,3
G62885,62885,11.29,21,1
G62886,62886,11.44,15.26,1
G62887,62887,15.51,21.15,1
G62888,62888,12.59,15.55,2
G62891,62891,3.14,8.53,3
G62892,62892,15.24,21.43,1
G62894,62894,10.32,18.41,2
G62895,62895,14.49,23.55,2
G62896,62896,7.67,12.43,7
G62897,62897,9.31,18.23,4
G62898,62898,10.49,22.51,1
G62899,62899,9.44,21.88,1
G62901,62901,0.15,0,18
G62902,62902,7.24,14.28,13
G62903,62903,5.18,12.54,13
G62905,62905,12.66,28.48,2
G62906,62906,4.08,0,15
G62908,62908,10.16,14.69,2
G62912,62912,8.02,23.12,1
G62914,62914,2.73,0,6
G62915,62915,4.12,13.32,17
G62917,62917,8.34,12.42,2
G62918,62918,3.53,0,19
G62919,62919,11.03,23,2
G62920,62920,7.4,16.13,13
G62921,62921,4.49,7.03,18
G62922,62922,12.11,23.23,5
G62923,62923,9.87,15.42,4
G62924,62924,7.64,14.5,14
G62926,62926,3.94,0,5
G62927,62927,4.41,9.53,14
G62928,62928,11.89,28.22,1
G62930,62930,3.11,0,3
G62931,62931,5.55,0,2
G62932,62932,7.29,11.38,14
G62933,62933,3.55,10.62,19
G62934,62934,10.59,15.27,3
G62935,62935,10.99,24.78,2
G62938,62938,3.91,0,2
G62939,62939,0.65,0,10
G62940,62940,10.82,18,12
G62943,62943,11.61,29.61,1
G62946,62946,2.84,0,2
G62947,62947,13.35,18.96,1
G62948,62948,6.66,13.9,19
G62949,62949,8.21,15.74,19
G62951,62951,1.69,0,7
G62952,62952,7.54,11.38,2
G62953,62953,10.56,18.87,1
G62954,62954,6.52,18.55,1
G62956,62956,12.93,26.1,2
G62957,62957,9.01,11.67,2
G62958,62958,10.52,16.74,12
G62959,62959,2.58,0,18
G62960,62960,7.02,0,1
G62961,62961,7.03,17.15,4
G62962,62962,9.89,29.22,1
G62963,62963,5.21,10.84,6
G62964,62964,7.34,15.38,5
G62965,62965,2.77,8.92,2
G62966,62966,1.84,0,13
G62967,62967,15.44,20.63,2
G62969,62969,8.35,17.51,5
G62970,62970,7.45,25.65,5
G62972,62972,12.16,21.18,1
G62974,62974,10.5,26.63,5
G62976,62976,0.55,0,6
G62977,62977,7.78,21.76,2
G62979,62979,9.17,19.79,2
G62982,62982,0.93,0,3
G62983,62983,8.13,15.29,17
G62984,62984,2.03,0,3
G62985,62985,14.45,19.44,1
G62987,62987,13.32,17.16,3
G62988,62988,1.94,0,2
G62990,62990,9.33,25.91,1
G62992,62992,4.11,9.7,7
G62994,62994,10.05,16.44,13
G62995,62995,1.26,0,2
G62996,62996,5.67,16.07,4
G62998,62998,14.69,24.69,1
G62999,62999,7.71,10.03,8
G63005,63005,12.77,25.32,2
G63010,63010,1.56,0,20
G63011,63011,11.42,27.38,1
G63012,63012,6.82,18.86,7
G63013,63013,14.07,15,1
G63015,63015,13.42,29.27,1
G63016,63016,8.06,14.43,3
G63017,63017,11.88,22.81,34
G63019,63019,1.33,3.91,7
G63020,63020,10.1,19.29,3
G63021,63021,8.22,21.66,5
G63023,63023,10.53,28.37,1
G63025,63025,7.44,21.72,2
G63026,63026,3.61,8.96,20
G63028,63028,6.53,0,7
G63030,63030,5.29,19.07,2
G63031,63031,5.88,9.46,33
G63033,63033,1.67,0,52
G63034,63034,6.34,7.07,40
G63037,63037,13.98,18.29,2
G63039,63039,9.28,20.63,1
G63041,63041,8.33,27.04,1
G63042,63042,5.96,10.79,38
G63043,63043,5.21,9.55,42
G63044,63044,5.36,4.21,47
G63045,63045,6.26,10.48,32
G63047,63047,6.39,12.62,3
G63048,63048,1.62,0,8
G63049,63049,1.81,0,8
G63050,63050,3.4,0,4
G63051,63051,2.25,0,8
G63052,63052,5.28,14.08,11
G63053,63053,7.13,13.76,16
G63055,63055,11.72,27.67,1
G63056,63056,17,26.7,1
G63057,63057,6.22,10.97,11
G63060,63060,9.05,24.06,1
G63061,63061,9.62,27.23,1
G63069,63069,13.27,23.75,1
G63070,63070,2.8,5.9,9
G63071,63071,0.83,0,2
G63072,63072,11.2,26.58,1
G63074,63074,0.71,0,48
G63077,63077,9.97,15.2,2
G63079,63079,7.25,12.41,2
G63080,63080,6,0,2
G63084,63084,4.62,0,2
G63087,63087,16.06,21.98,3
G63088,63088,5.83,15.77,26
G63089,63089,5.03,15.3,1
G63090,63090,10.75,13.98,1
G63091,63091,7.15,14.52,1
G63101,63101,0.27,0,65
G63102,63102,0.65,0.91,66
G63103,63103,0.72,0,65
G63104,63104,0.36,0,64
G63105,63105,3,8.17,51
G63106,63106,0.45,0,59
G63107,63107,0.41,0,61
G63108,63108,0.6,0,59
G63109,63109,2.74,5.56,56
G63110,63110,0.62,0,63
G63111,63111,0.06,0,57
G63112,63112,0.46,0,53
G63113,63113,0.64,0,58
G63114,63114,1.37,0,51
G63115,63115,0.77,0,53
G63116,63116,0.92,0,55
G63117,63117,3.78,7.66,57
G63118,63118,0.83,0,63
G63119,63119,6.56,12.83,52
G63120,63120,1.19,0,55
G63121,63121,2.19,5.51,54
G63122,63122,10.43,18.5,45
G63123,63123,5.37,7.47,51
G63124,63124,5.07,11.82,51
G63125,63125,4.57,9.39,48
G63126,63126,8.87,14.83,48
G63127,63127,7.8,17.95,42
G63128,63128,4.08,14.18,37
G63129,63129,3.46,13.86,33
G63130,63130,1.42,7.75,53
G63131,63131,9.15,18.52,50
G63132,63132,2.29,6.35,52
G63133,63133,0.59,0,53
G63134,63134,2.75,5.81,51
G63135,63135,0.57,0,53
G63136,63136,2.14,0,56
G63137,63137,0.65,0,55
G63138,63138,4.3,0,50
G63139,63139,2.74,7.14,58
G63140,63140,1.39,4.72,50
G63141,63141,7.22,16.41,37
G63143,63143,4.5,8.64,58
G63144,63144,5.31,10.93,56
G63146,63146,6.17,11.65,42
G63147,63147,1.84,0,57
G63155,63155,0.37,1.8,65
G63301,63301,4.87,0,15
G63303,63303,4.91,11.68,18
G63304,63304,7.19,10.67,6
G63333,63333,13.99,24.41,1
G63334,63334,2.44,0,2
G63339,63339,11.95,19.76,2
G63341,63341,11.41,24.83,2
G63343,63343,18.23,25.73,1
G63344,63344,14.69,20.1,3
G63347,63347,16.12,23.29,1
G63348,63348,8.69,9.83,4
G63349,63349,12.39,15.33,2
G63350,63350,12.27,21.94,2
G63351,63351,12.79,13.94,3
G63352,63352,18.87,26.76,2
G63353,63353,11.1,17.57,2
G63357,63357,13,29.36,1
G63361,63361,3.79,0,1
G63362,63362,8.24,11.75,2
G63363,63363,9.02,15.35,2
G63366,63366,7.27,14.95,4
G63367,63367,2.7,8.52,4
G63368,63368,5.16,15.6,4
G63369,63369,12.68,22.19,2
G63373,63373,12.69,27.62,2
G63376,63376,3.87,0,6
G63377,63377,14.05,21.06,1
G63379,63379,1.31,0,2
G63381,63381,17.31,25.07,2
G63382,63382,18.2,25.37,2
G63383,63383,3.07,0,2
G63384,63384,10.7,17.18,1
G63385,63385,2.81,0,4
G63386,63386,4.51,16.12,22
G63387,63387,17.18,22.3,3
G63389,63389,13.62,21.11,1
G63390,63390,7.4,14.31,3
G63401,63401,4.51,0,7
G63430,63430,10.3,18.16,4
G63431,63431,9.57,12.09,1
G63436,63436,0.86,0,6
G63437,63437,15.79,19.98,1
G63441,63441,14.6,23.09,8
G63443,63443,9.44,13.17,1
G63445,63445,2.11,0,1
G63446,63446,12.23,14.38,1
G63447,63447,20.03,25.64,1
G63448,63448,12.98,22.22,9
G63450,63450,20.54,29.92,1
G63453,63453,12.83,21.15,1
G63454,63454,16.43,23.46,9
G63456,63456,0.41,0,6
G63459,63459,10.76,19.44,6
G63460,63460,15.73,23.34,1
G63461,63461,13.33,21.02,13
G63462,63462,13.53,18.1,2
G63464,63464,18.59,27.93,1
G63465,63465,9.22,21.06,1
G63467,63467,8.45,21.72,5
G63468,63468,18.89,24.26,2
G63471,63471,6.76,13.21,14
G63472,63472,9.65,12.78,4
G63501,63501,2.35,0,9
G63530,63530,14.95,15.64,10
G63531,63531,12.8,18.09,1
G63532,63532,7.72,13.19,1
G63533,63533,12.4,28.5,10
G63534,63534,12.6,15.79,1
G63537,63537,2.22,0,1
G63540,63540,14.81,28.88,9
G63544,63544,18.51,26.08,10
G63545,63545,13.88,20.2,1
G63546,63546,11.9,18.39,9
G63547,63547,9.12,13.92,10
G63549,63549,17.27,21.42,10
G63552,63552,2.2,0,2
G63556,63556,0.92,0,1
G63558,63558,13.12,25.52,2
G63559,63559,11.3,17.34,9
G63560,63560,15.28,20.25,1
G63561,63561,19.25,26.54,9
G63601,63601,4.67,0,4
G63620,63620,4.27,0,1
G63621,63621,12.22,24.57,2
G63624,63624,9.72,21.96,4
G63626,63626,4.05,14.99,6
G63627,63627,18.09,21.92,2
G63628,63628,8.11,13.11,6
G63630,63630,4.53,0,6
G63631,63631,14.37,23.48,3
G63633,63633,16.11,25.73,2
G63636,63636,10.04,19.14,2
G63637,63637,8.64,12.38,5
G63638,63638,3.41,0,2
G63640,63640,5.22,0,3
G63645,63645,22.72,28.61,1
G63648,63648,6.6,17.09,3
G63650,63650,1.13,5.26,2
G63653,63653,0.43,0,7
G63656,63656,11.02,20.43,2
G63660,63660,3.36,0,7
G63663,63663,0.14,0,2
G63664,63664,9.98,0,6
G63665,63665,9.84,29.61,2
G63670,63670,20.12,26.89,1
G63673,63673,12.95,21.21,1
G63674,63674,6.91,18.09,1
G63675,63675,4.88,15.88,1
G63701,63701,3.74,8.53,2
G63703,63703,2.39,0,2
G63730,63730,0.76,0,2
G63735,63735,13.61,25.91,2
G63736,63736,3.14,0,5
G63738,63738,3.56,10.36,2
G63739,63739,13.05,26.34,1
G63740,63740,11.64,23.35,2
G63742,63742,9.15,25.4,1
G63744,63744,14.25,19.6,4
G63745,63745,10.7,16.49,2
G63751,63751,11.21,22.56,1
G63755,63755,13.83,21.9,1
G63758,63758,7.98,9.57,2
G63764,63764,1.48,0,1
G63767,63767,5.9,19.75,5
G63770,63770,16.54,25.41,1
G63771,63771,10.88,28.45,4
G63774,63774,10.37,27.56,2
G63775,63775,0.59,0,1
G63780,63780,8.62,15.12,2
G63782,63782,8.22,21.48,2
G63783,63783,17.3,27.32,1
G63784,63784,11.87,20.9,4
G63787,63787,14.9,27.87,2
G63801,63801,2.7,0,5
G63820,63820,5.38,12.61,1
