"","GEOID","year","totalP","totalP_hh","totalP_fhh","nonRel_fhh","nonRel_fhhP","totalP_nfhh","nonRel_nfhh","nonRel_nfhhP","groupQuar","groupQuarP"
"2016","38051",2010,2917,2712,2180,48,2.2,532,42,7.89,205,7.03
"2017","38053",2010,6004,5994,5060,162,3.2,934,155,16.6,10,0.17
"2018","38055",2010,8861,8548,7034,53,0.75,1514,216,14.27,313,3.53
"2019","38057",2010,8353,8208,7080,139,1.96,1128,33,2.93,145,1.74
"2020","38059",2010,26712,26396,22431,592,2.64,3965,507,12.79,316,1.18
"2021","38061",2010,7228,6943,6071,163,2.68,872,64,7.34,285,3.94
"2022","38063",2010,3185,3096,2434,11,0.45,662,38,5.74,89,2.79
"2023","38065",2010,1808,1808,1573,35,2.23,235,24,10.21,0,0
"2024","38067",2010,7530,7232,6070,84,1.38,1162,113,9.72,298,3.96
"2025","38069",2010,4364,3840,3117,41,1.32,723,13,1.8,524,12.01
"2026","38071",2010,11371,11035,8960,213,2.38,2075,331,15.95,336,2.95
"2027","38073",2010,5624,5372,4563,74,1.62,809,53,6.55,252,4.48
"2028","38075",2010,2442,2395,2019,22,1.09,376,52,13.83,47,1.92
"2029","38077",2010,16507,15146,12431,266,2.14,2715,351,12.93,1361,8.24
"2030","38079",2010,13766,13652,12052,558,4.63,1600,179,11.19,114,0.83
"2031","38081",2010,3971,3961,3242,38,1.17,719,74,10.29,10,0.25
"2032","38083",2010,1293,1293,1123,1,0.09,170,19,11.18,0,0
"2033","38085",2010,4121,4121,3808,222,5.83,313,46,14.7,0,0
"2034","38087",2010,727,727,630,11,1.75,97,6,6.19,0,0
"2035","38089",2010,23486,22822,18199,269,1.48,4623,1008,21.8,664,2.83
"2036","38091",2010,1977,1977,1703,17,1,274,27,9.85,0,0
"2037","38093",2010,20984,19070,15203,236,1.55,3867,536,13.86,1914,9.12
"2038","38095",2010,2289,2256,1793,32,1.78,463,44,9.5,33,1.44
"2039","38097",2010,8190,7988,6564,106,1.61,1424,206,14.47,202,2.47
"2040","38099",2010,11286,10723,8710,111,1.27,2013,159,7.9,563,4.99
"2041","38101",2010,59461,57306,47017,1104,2.35,10289,1847,17.95,2155,3.62
"2042","38103",2010,4276,4189,3345,5,0.15,844,61,7.23,87,2.03
"2043","38105",2010,21194,20369,16619,260,1.56,3750,427,11.39,825,3.89
"2044","39001",2010,28578,28252,24536,481,1.96,3716,560,15.07,326,1.14
"2045","39003",2010,106586,102350,86928,2397,2.76,15422,2472,16.03,4236,3.97
"2046","39005",2010,53341,50409,43585,492,1.13,6824,1077,15.78,2932,5.5
"2047","39007",2010,101867,98683,83501,2804,3.36,15182,2744,18.07,3184,3.13
"2048","39009",2010,64455,54427,37990,1148,3.02,16437,6395,38.91,10028,15.56
"2049","39011",2010,46023,45300,39515,630,1.59,5785,742,12.83,723,1.57
"2050","39013",2010,70403,65572,55156,1297,2.35,10416,1097,10.53,4831,6.86
"2051","39015",2010,44618,44250,39270,1027,2.62,4980,741,14.88,368,0.82
"2052","39017",2010,363465,348796,296915,7311,2.46,51881,11110,21.41,14669,4.04
"2053","39019",2010,28988,28356,24417,525,2.15,3939,522,13.25,632,2.18
"2054","39021",2010,40140,39716,34649,793,2.29,5067,793,15.65,424,1.06
"2055","39023",2010,139374,136356,113663,3229,2.84,22693,4232,18.65,3018,2.17
"2056","39025",2010,195312,193679,169855,4123,2.43,23824,4444,18.65,1633,0.84
"2057","39027",2010,42416,41500,36286,1326,3.65,5214,654,12.54,916,2.16
"2058","39029",2010,108609,104447,89152,1882,2.11,15295,2546,16.65,4162,3.83
"2059","39031",2010,37046,36836,31159,928,2.98,5677,943,16.61,210,0.57
"2060","39033",2010,44294,43716,36813,1121,3.05,6903,1062,15.38,578,1.3
"2061","39035",2010,1293825,1265067,1009636,21766,2.16,255431,35536,13.91,28758,2.22
"2062","39037",2010,52945,52316,44854,1028,2.29,7462,1223,16.39,629,1.19
"2063","39039",2010,39119,38452,33361,743,2.23,5091,858,16.85,667,1.71
"2064","39041",2010,166108,163193,146728,1907,1.3,16465,2564,15.57,2915,1.75
"2065","39043",2010,77454,75718,63371,1560,2.46,12347,1871,15.15,1736,2.24
"2066","39045",2010,143949,141535,124642,3048,2.45,16893,2789,16.51,2414,1.68
"2067","39047",2010,28913,28504,23877,896,3.75,4627,718,15.52,409,1.41
"2068","39049",2010,1141117,1118712,867796,24450,2.82,250916,63658,25.37,22405,1.96
"2069","39051",2010,42756,42382,37427,644,1.72,4955,724,14.61,374,0.87
"2070","39053",2010,30943,29923,25370,501,1.97,4553,718,15.77,1020,3.3
"2071","39055",2010,93604,91882,82239,1164,1.42,9643,1263,13.1,1722,1.84
"2072","39057",2010,159940,150309,125534,2411,1.92,24775,4871,19.66,9631,6.02
"2073","39059",2010,40351,40075,33959,851,2.51,6116,877,14.34,276,0.68
"2074","39061",2010,802194,784515,623200,13526,2.17,161315,29713,18.42,17679,2.2
"2075","39063",2010,74670,72734,60543,1632,2.7,12191,1969,16.15,1936,2.59
"2076","39065",2010,32104,29856,25086,567,2.26,4770,806,16.9,2248,7
"2077","39067",2010,15867,15662,13184,341,2.59,2478,320,12.91,205,1.29
"2078","39069",2010,28546,27805,23784,408,1.72,4021,644,16.02,741,2.6
"2079","39071",2010,43648,43157,37391,1305,3.49,5766,923,16.01,491,1.12
"2080","39073",2010,29338,28545,24691,733,2.97,3854,462,11.99,793,2.7
"2081","39075",2010,42068,41227,38246,393,1.03,2981,491,16.47,841,2
"2082","39077",2010,59932,59102,51315,1676,3.27,7787,1411,18.12,830,1.38
"2083","39079",2010,33165,32984,28244,879,3.11,4740,635,13.4,181,0.55
"2084","39081",2010,70041,67390,55590,1138,2.05,11800,1684,14.27,2651,3.78
"2085","39083",2010,60201,56833,48616,1062,2.18,8217,1221,14.86,3368,5.59
"2086","39085",2010,229418,226664,189058,3534,1.87,37606,5563,14.79,2754,1.2
"2087","39087",2010,62647,61529,52598,1340,2.55,8931,1179,13.2,1118,1.78
"2088","39089",2010,163708,160119,138599,3810,2.75,21520,3634,16.89,3589,2.19
"2089","39091",2010,46006,45133,38493,973,2.53,6640,1016,15.3,873,1.9
"2090","39093",2010,299605,289508,248946,6022,2.42,40562,6313,15.56,10097,3.37
"2091","39095",2010,444046,435577,350729,8675,2.47,84848,16606,19.57,8469,1.91
"2092","39097",2010,42844,37368,32108,590,1.84,5260,834,15.86,5476,12.78
"2093","39099",2010,241899,235361,194416,3656,1.88,40945,5694,13.91,6538,2.7
"2094","39101",2010,66530,60862,51734,1557,3.01,9128,1291,14.14,5668,8.52
"2095","39103",2010,170137,168976,149878,2296,1.53,19098,3118,16.33,1161,0.68
"2096","39105",2010,23649,23649,19688,531,2.7,3961,640,16.16,0,0
"2097","39107",2010,40958,40631,35750,487,1.36,4881,660,13.52,327,0.8
"2098","39109",2010,102315,101053,86044,2229,2.59,15009,2286,15.23,1262,1.23
"2099","39111",2010,14751,14571,12495,257,2.06,2076,111,5.35,180,1.22
"2100","39113",2010,538461,523431,420316,10052,2.39,103115,17787,17.25,15030,2.79
"2101","39115",2010,15113,15103,13107,363,2.77,1996,216,10.82,10,0.07
"2102","39117",2010,34815,34286,30178,619,2.05,4108,842,20.5,529,1.52
"2103","39119",2010,85951,84524,70700,1743,2.47,13824,2772,20.05,1427,1.66
"2104","39121",2010,14634,11895,10353,460,4.44,1542,118,7.65,2739,18.72
"2105","39123",2010,41553,41211,34813,613,1.76,6398,888,13.88,342,0.82
"2106","39125",2010,19679,19561,17108,461,2.69,2453,388,15.82,118,0.6
"2107","39127",2010,35843,35707,30985,1015,3.28,4722,879,18.61,136,0.38
"2108","39129",2010,55128,50051,44012,1085,2.47,6039,1028,17.02,5077,9.21
"2109","39131",2010,28674,28109,24876,925,3.72,3233,348,10.76,565,1.97
"2110","39133",2010,159943,152176,124738,3033,2.43,27438,6659,24.27,7767,4.86
"2111","39135",2010,42502,42011,36683,616,1.68,5328,838,15.73,491,1.16
"2112","39137",2010,34647,34447,30709,420,1.37,3738,570,15.25,200,0.58
"2113","39139",2010,125980,118907,100563,2326,2.31,18344,2631,14.34,7073,5.61
"2114","39141",2010,77537,70763,60196,1579,2.62,10567,1826,17.28,6774,8.74
"2115","39143",2010,61284,60452,51783,1437,2.78,8669,1306,15.07,832,1.36
"2116","39145",2010,78988,75842,63965,1206,1.89,11877,2002,16.86,3146,3.98
"2117","39147",2010,57091,55182,46574,1301,2.79,8608,1657,19.25,1909,3.34
"2118","39149",2010,49350,48678,42643,1234,2.89,6035,987,16.35,672,1.36
"2119","39151",2010,376346,367326,308501,7824,2.54,58825,8878,15.09,9020,2.4
"2120","39153",2010,543150,535339,438813,8356,1.9,96526,15960,16.53,7811,1.44
"2121","39155",2010,212780,208878,173557,3849,2.22,35321,5023,14.22,3902,1.83
"2122","39157",2010,92508,91425,77957,1967,2.52,13468,2114,15.7,1083,1.17
"2123","39159",2010,50708,47752,42054,514,1.22,5698,1087,19.08,2956,5.83
"2124","39161",2010,29029,28692,24474,287,1.17,4218,730,17.31,337,1.16
"2125","39163",2010,13485,13353,11692,521,4.46,1661,167,10.05,132,0.98
"2126","39165",2010,207790,201169,179699,2538,1.41,21470,4106,19.12,6621,3.19
"2127","39167",2010,62066,60392,50657,1135,2.24,9735,1385,14.23,1674,2.7
"2128","39169",2010,114438,111965,97624,1754,1.8,14341,2192,15.28,2473,2.16
"2129","39171",2010,38172,37239,32074,788,2.46,5165,689,13.34,933,2.44
"2130","39173",2010,125295,116589,92784,1609,1.73,23805,6193,26.02,8706,6.95
"2131","39175",2010,22665,22389,18914,369,1.95,3475,592,17.04,276,1.22
"2132","40001",2010,22424,22291,20062,401,2,2229,210,9.42,133,0.59
"2133","40003",2010,5621,4494,3826,78,2.04,668,48,7.19,1127,20.05
"2134","40005",2010,14140,12230,10251,187,1.82,1979,95,4.8,1910,13.51
"2135","40007",2010,5564,5479,4786,76,1.59,693,138,19.91,85,1.53
"2136","40009",2010,21817,20805,17594,608,3.46,3211,425,13.24,1012,4.64
"2137","40011",2010,11972,10525,9128,211,2.31,1397,85,6.08,1447,12.09
"2138","40013",2010,41195,39032,32400,805,2.48,6632,1064,16.04,2163,5.25
"2139","40015",2010,28951,27034,23411,508,2.17,3623,647,17.86,1917,6.62
"2140","40017",2010,109814,106375,94539,1533,1.62,11836,2146,18.13,3439,3.13
"2141","40019",2010,46993,45967,39247,1057,2.69,6720,1068,15.89,1026,2.18
"2142","40021",2010,46182,44650,37311,1068,2.86,7339,1687,22.99,1532,3.32
"2143","40023",2010,15190,14807,12528,209,1.67,2279,169,7.42,383,2.52
"2144","40025",2010,2503,2503,2109,26,1.23,394,43,10.91,0,0
"2145","40027",2010,246831,235951,193554,3928,2.03,42397,11042,26.04,10880,4.41
"2146","40029",2010,5801,5714,4827,83,1.72,887,43,4.85,87,1.5
"2147","40031",2010,119902,108456,91861,2357,2.57,16595,3107,18.72,11446,9.55
"2148","40033",2010,6230,6080,5200,110,2.12,880,128,14.55,150,2.41
"2149","40035",2010,14951,13588,11758,427,3.63,1830,180,9.84,1363,9.12
"2150","40037",2010,68914,68367,59245,1554,2.62,9122,1286,14.1,547,0.79
"2151","40039",2010,26824,25318,20234,483,2.39,5084,1437,28.27,1506,5.61
"2152","40041",2010,41017,40020,34784,835,2.4,5236,740,14.13,997,2.43
"2153","40043",2010,4720,4458,3895,49,1.26,563,24,4.26,262,5.55
"2154","40045",2010,4041,4031,3475,65,1.87,556,48,8.63,10,0.25
"2155","40047",2010,59093,57275,47480,993,2.09,9795,1562,15.95,1818,3.08
"2156","40049",2010,27462,26618,23536,463,1.97,3082,397,12.88,844,3.07
"2157","40051",2010,51545,50900,45364,873,1.92,5536,715,12.92,645,1.25
"2158","40053",2010,4579,4569,3948,52,1.32,621,69,11.11,10,0.22
"2159","40055",2010,6182,4531,3780,22,0.58,751,11,1.46,1651,26.71
"2160","40057",2010,2875,2761,2398,120,5,363,40,11.02,114,3.97
"2161","40059",2010,3607,3542,3093,36,1.16,449,13,2.9,65,1.8
"2162","40061",2010,12577,12198,10308,353,3.42,1890,350,18.52,379,3.01
"2163","40063",2010,13606,12416,10880,179,1.65,1536,83,5.4,1190,8.75
"2164","40065",2010,26386,25567,21804,654,3,3763,595,15.81,819,3.1
"2165","40067",2010,6435,6209,5324,153,2.87,885,122,13.79,226,3.51
"2166","40069",2010,10816,9656,8171,199,2.44,1485,153,10.3,1160,10.72
"2167","40071",2010,46473,45636,38448,926,2.41,7188,1087,15.12,837,1.8
"2168","40073",2010,14776,14503,12701,102,0.8,1802,289,16.04,273,1.85
"2169","40075",2010,9540,9146,7578,107,1.41,1568,180,11.48,394,4.13
"2170","40077",2010,11015,10565,9280,303,3.27,1285,80,6.23,450,4.09
"2171","40079",2010,49822,47985,41886,1188,2.84,6099,822,13.48,1837,3.69
"2172","40081",2010,33823,33376,29341,448,1.53,4035,627,15.54,447,1.32
"2173","40083",2010,39777,38352,33660,653,1.94,4692,794,16.92,1425,3.58
"2174","40085",2010,9306,9155,8119,209,2.57,1036,137,13.22,151,1.62
"2175","40087",2010,33107,32781,29419,712,2.42,3362,694,20.64,326,0.98
"2176","40089",2010,33130,32304,27605,528,1.91,4699,419,8.92,826,2.49
"2177","40091",2010,20012,19809,16669,336,2.02,3140,509,16.21,203,1.01
"2178","40093",2010,7487,7418,6426,95,1.48,992,90,9.07,69,0.92
"2179","40095",2010,15465,15368,13141,388,2.95,2227,512,22.99,97,0.63
"2180","40097",2010,40807,40434,34777,800,2.3,5657,946,16.72,373,0.91
"2181","40099",2010,13193,13001,11109,300,2.7,1892,286,15.12,192,1.46
"2182","40101",2010,70383,66112,55581,1146,2.06,10531,1355,12.87,4271,6.07
"2183","40103",2010,11509,11424,9774,206,2.11,1650,122,7.39,85,0.74
"2184","40105",2010,10674,10663,9587,340,3.55,1076,43,4,11,0.1
"2185","40107",2010,12036,10811,9390,154,1.64,1421,142,9.99,1225,10.18
"2186","40109",2010,704023,692437,560677,13538,2.41,131760,25969,19.71,11586,1.65
"2187","40111",2010,39664,38707,33340,827,2.48,5367,737,13.73,957,2.41
"2188","40113",2010,47192,45531,39925,503,1.26,5606,644,11.49,1661,3.52
"2189","40115",2010,32193,30847,26477,782,2.95,4370,702,16.06,1346,4.18
"2190","40117",2010,16564,16327,14309,346,2.42,2018,184,9.12,237,1.43
"2191","40119",2010,75687,68905,49394,1231,2.49,19511,6831,35.01,6782,8.96
"2192","40121",2010,45417,42461,35160,708,2.01,7301,917,12.56,2956,6.51
"2193","40123",2010,36644,35221,28939,830,2.87,6282,1129,17.97,1423,3.88
"2194","40125",2010,68751,66317,58118,1602,2.76,8199,1134,13.83,2434,3.54
"2195","40127",2010,11500,11265,9334,144,1.54,1931,282,14.6,235,2.04
"2196","40129",2010,3530,3530,3182,46,1.45,348,32,9.2,0,0
"2197","40131",2010,85044,84416,75558,1687,2.23,8858,1507,17.01,628,0.74
"2198","40133",2010,25224,24253,20738,539,2.6,3515,377,10.73,971,3.85
"2199","40135",2010,41855,41537,36570,1105,3.02,4967,727,14.64,318,0.76
"2200","40137",2010,44454,43898,37755,559,1.48,6143,651,10.6,556,1.25
"2201","40139",2010,19826,19588,16864,422,2.5,2724,676,24.82,238,1.2
"2202","40141",2010,8154,7941,6925,203,2.93,1016,76,7.48,213,2.61
"2203","40143",2010,589757,579896,473388,10749,2.27,106508,18370,17.25,9861,1.67
"2204","40145",2010,70232,70157,63506,1138,1.79,6651,1290,19.4,75,0.11
"2205","40147",2010,50339,49524,41227,815,1.98,8297,1036,12.49,815,1.62
"2206","40149",2010,11571,11571,9967,191,1.92,1604,218,13.59,0,0
"2207","40151",2010,8656,7081,5663,97,1.71,1418,186,13.12,1575,18.2
"2208","40153",2010,19967,18827,16029,372,2.32,2798,608,21.73,1140,5.71
"2209","41001",2010,16150,15988,13162,288,2.19,2826,501,17.73,162,1
"2210","41003",2010,84158,78644,56352,1451,2.57,22292,7843,35.18,5514,6.55
"2211","41005",2010,370479,367579,312155,7039,2.25,55424,11152,20.12,2900,0.78
"2212","41007",2010,36858,35434,28153,952,3.38,7281,1100,15.11,1424,3.86
"2213","41009",2010,49006,48924,41828,1300,3.11,7096,1392,19.62,82,0.17
"2214","41011",2010,63319,62499,49047,1347,2.75,13452,2982,22.17,820,1.3
"2215","41013",2010,21515,21446,18620,472,2.53,2826,480,16.99,69,0.32
"2216","41015",2010,22411,22377,17769,452,2.54,4608,726,15.76,34,0.15
"2217","41017",2010,154568,153664,127834,3137,2.45,25830,6074,23.52,904,0.58
"2218","41019",2010,107209,106041,88666,2832,3.19,17375,3183,18.32,1168,1.09
"2219","41021",2010,1731,1731,1309,44,3.36,422,53,12.56,0,0
"2220","41023",2010,7349,7349,6051,119,1.97,1298,204,15.72,0,0
"2221","41025",2010,7364,7172,5810,56,0.96,1362,188,13.8,192,2.61
"2222","41027",2010,21706,20843,17822,404,2.27,3021,700,23.17,863,3.98
"2223","41029",2010,200587,197388,160333,4601,2.87,37055,7625,20.58,3199,1.59
"2224","41031",2010,21652,21181,18572,541,2.91,2609,479,18.36,471,2.18
"2225","41033",2010,82172,81478,66971,1865,2.78,14507,2573,17.74,694,0.84
"2226","41035",2010,66520,65873,54387,1452,2.67,11486,2346,20.42,647,0.97
"2227","41037",2010,7882,7480,6101,136,2.23,1379,246,17.84,402,5.1
"2228","41039",2010,347156,337155,259000,9350,3.61,78155,21208,27.14,10001,2.88
"2229","41041",2010,45857,45101,35434,1140,3.22,9667,1529,15.82,756,1.65
"2230","41043",2010,114315,112485,94672,2862,3.02,17813,3848,21.6,1830,1.6
"2231","41045",2010,31326,27291,23444,664,2.83,3847,677,17.6,4035,12.88
"2232","41047",2010,309894,298314,253927,8881,3.5,44387,8715,19.63,11580,3.74
"2233","41049",2010,11112,11112,9600,277,2.89,1512,400,26.46,0,0
"2234","41051",2010,712036,695059,509524,19258,3.78,185535,49242,26.54,16977,2.38
"2235","41053",2010,73745,71049,60020,1383,2.3,11029,2478,22.47,2696,3.66
"2236","41055",2010,1819,1819,1490,60,4.03,329,34,10.33,0,0
"2237","41057",2010,25200,24639,19870,749,3.77,4769,627,13.15,561,2.23
"2238","41059",2010,74804,69838,60364,2355,3.9,9474,1645,17.36,4966,6.64
"2239","41061",2010,25373,25131,20799,456,2.19,4332,1055,24.35,242,0.95
"2240","41063",2010,6919,6835,5633,99,1.76,1202,112,9.32,84,1.21
"2241","41065",2010,24695,23765,19657,613,3.12,4108,741,18.04,930,3.77
"2242","41067",2010,516665,510803,423254,11308,2.67,87549,21383,24.42,5862,1.13
"2243","41069",2010,1443,1306,1076,6,0.56,230,5,2.17,137,9.49
"2244","41071",2010,96930,92248,80089,2522,3.15,12159,2548,20.96,4682,4.83
"2245","42001",2010,100839,96923,83901,1806,2.15,13022,2296,17.63,3916,3.88
"2246","42003",2010,1223066,1186796,926661,15471,1.67,260135,44201,16.99,36270,2.97
"2247","42005",2010,69489,68372,58176,1311,2.25,10196,1200,11.77,1117,1.61
"2248","42007",2010,171569,167501,141300,1908,1.35,26201,3670,14.01,4068,2.37
"2249","42009",2010,49882,49528,42890,909,2.12,6638,844,12.71,354,0.71
"2250","42011",2010,407310,392650,335115,9520,2.84,57535,11223,19.51,14660,3.6
"2251","42013",2010,127071,123571,102303,2346,2.29,21268,3677,17.29,3500,2.75
"2252","42015",2010,62415,61768,52205,1446,2.77,9563,1534,16.04,647,1.04
"2253","42017",2010,622859,609439,532001,8367,1.57,77438,13147,16.98,13420,2.15
"2254","42019",2010,182554,178041,151384,2280,1.51,26657,4725,17.73,4513,2.47
"2255","42021",2010,144741,137150,114008,2249,1.97,23142,2870,12.4,7591,5.24
"2256","42023",2010,5197,5124,4167,86,2.06,957,134,14,73,1.4
"2257","42025",2010,64563,63872,53968,1247,2.31,9904,1856,18.74,691,1.07
"2258","42027",2010,151411,132606,94168,1908,2.03,38438,15031,39.1,18805,12.42
"2259","42029",2010,490571,475836,409687,6422,1.57,66149,13988,21.15,14735,3
"2260","42031",2010,40290,38330,31250,749,2.4,7080,1699,24,1960,4.86
"2261","42033",2010,82131,77823,65590,1695,2.58,12233,1475,12.06,4308,5.25
"2262","42035",2010,38970,36225,28892,850,2.94,7333,1852,25.26,2745,7.04
"2263","42037",2010,66642,62398,49287,1314,2.67,13111,3875,29.56,4244,6.37
"2264","42039",2010,89153,85853,72055,2041,2.83,13798,1949,14.13,3300,3.7
"2265","42041",2010,231336,216753,176573,2844,1.61,40180,7071,17.6,14583,6.3
"2266","42043",2010,264823,260537,210492,5537,2.63,50045,9120,18.22,4286,1.62
"2267","42045",2010,556468,535515,453864,8595,1.89,81651,13020,15.95,20953,3.77
"2268","42047",2010,32480,32036,26668,727,2.73,5368,684,12.74,444,1.37
"2269","42049",2010,279234,266403,219295,5313,2.42,47108,8731,18.53,12831,4.6
"2270","42051",2010,138807,134320,112809,2693,2.39,21511,3205,14.9,4487,3.23
"2271","42053",2010,7585,5370,4529,123,2.72,841,131,15.58,2215,29.2
"2272","42055",2010,146558,143173,121189,2968,2.45,21984,3596,16.36,3385,2.31
"2273","42057",2010,14839,14839,12701,300,2.36,2138,413,19.32,0,0
"2274","42059",2010,39003,36213,31143,719,2.31,5070,789,15.56,2790,7.15
"2275","42061",2010,45830,40819,34457,781,2.27,6362,859,13.5,5011,10.93
"2276","42063",2010,88745,83797,67112,1568,2.34,16685,4843,29.03,4948,5.58
"2277","42065",2010,45244,45076,38114,799,2.1,6962,1134,16.29,168,0.37
"2278","42067",2010,24385,24306,21583,295,1.37,2723,418,15.35,79,0.32
"2279","42069",2010,213731,204573,167854,3358,2,36719,6338,17.26,9158,4.28
"2280","42071",2010,511250,496821,427934,7781,1.82,68887,13129,19.06,14429,2.82
"2281","42073",2010,91682,89281,76386,1334,1.75,12895,1415,10.97,2401,2.62
"2282","42075",2010,131341,127503,108252,2451,2.26,19251,3505,18.21,3838,2.92
"2283","42077",2010,343946,334590,282864,6909,2.44,51726,9018,17.43,9356,2.72
"2284","42079",2010,319120,309320,254311,6396,2.52,55009,7616,13.85,9800,3.07
"2285","42081",2010,116376,111689,92469,2634,2.85,19220,3921,20.4,4687,4.03
"2286","42083",2010,43853,41227,34586,1006,2.91,6641,837,12.6,2626,5.99
"2287","42085",2010,117296,109836,92324,1932,2.09,17512,2131,12.17,7460,6.36
"2288","42087",2010,46583,46171,38833,792,2.04,7338,965,13.15,412,0.88
"2289","42089",2010,168080,164476,143867,3804,2.64,20609,5107,24.78,3604,2.14
"2290","42091",2010,790497,768322,650338,9212,1.42,117984,19879,16.85,22175,2.81
"2291","42093",2010,18152,17355,14676,302,2.06,2679,396,14.78,797,4.39
"2292","42095",2010,294536,281570,239127,5718,2.39,42443,8288,19.53,12966,4.4
"2293","42097",2010,94099,90811,74793,1797,2.4,16018,2699,16.85,3288,3.49
"2294","42099",2010,45599,44827,38581,781,2.02,6246,1342,21.49,772,1.69
"2295","42101",2010,1504950,1454290,1121832,32864,2.93,332458,69346,20.86,50660,3.37
"2296","42103",2010,56993,56611,49565,1038,2.09,7046,1286,18.25,382,0.67
"2297","42105",2010,17583,17273,14775,450,3.05,2498,315,12.61,310,1.76
"2298","42107",2010,148288,141298,117517,3328,2.83,23781,3298,13.87,6990,4.71
"2299","42109",2010,39400,36836,31794,761,2.39,5042,952,18.88,2564,6.51
"2300","42111",2010,78219,74603,63160,922,1.46,11443,1594,13.93,3616,4.62
"2301","42113",2010,6467,6099,5157,73,1.42,942,127,13.48,368,5.69
"2302","42115",2010,43343,42711,36449,1055,2.89,6262,1035,16.53,632,1.46
"2303","42117",2010,41631,40220,33775,1024,3.03,6445,1223,18.98,1411,3.39
"2304","42119",2010,44866,34990,29849,552,1.85,5141,769,14.96,9876,22.01
"2305","42121",2010,55320,53909,44952,1106,2.46,8957,1620,18.09,1411,2.55
