"","GEOID","year","totalP","totalP_hh","totalP_fhh","nonRel_fhh","nonRel_fhhP","totalP_nfhh","nonRel_nfhh","nonRel_nfhhP","groupQuar","groupQuarP"
"1677","31045",2010,9149,8043,5878,112,1.91,2165,551,25.45,1106,12.09
"1678","31047",2010,24245,23975,20812,960,4.61,3163,347,10.97,270,1.11
"1679","31049",2010,1963,1953,1618,14,0.87,335,20,5.97,10,0.51
"1680","31051",2010,6000,5898,5135,76,1.48,763,74,9.7,102,1.7
"1681","31053",2010,36621,35522,29470,733,2.49,6052,954,15.76,1099,3
"1682","31055",2010,505545,494905,399700,10335,2.59,95205,20722,21.77,10640,2.1
"1683","31057",2010,1963,1911,1588,13,0.82,323,21,6.5,52,2.65
"1684","31059",2010,5953,5586,4604,77,1.67,982,120,12.22,367,6.16
"1685","31061",2010,3229,3111,2531,35,1.38,580,85,14.66,118,3.65
"1686","31063",2010,2808,2807,2289,26,1.14,518,131,25.29,1,0.04
"1687","31065",2010,4942,4932,4149,96,2.31,783,23,2.94,10,0.2
"1688","31067",2010,22591,22289,18657,430,2.3,3632,473,13.02,302,1.34
"1689","31069",2010,2060,1924,1579,23,1.46,345,22,6.38,136,6.6
"1690","31071",2010,2081,2025,1749,27,1.54,276,18,6.52,56,2.69
"1691","31073",2010,2058,2003,1711,21,1.23,292,64,21.92,55,2.67
"1692","31075",2010,661,661,565,21,3.72,96,10,10.42,0,0
"1693","31077",2010,2542,2413,2091,35,1.67,322,17,5.28,129,5.07
"1694","31079",2010,56899,56123,47190,1442,3.06,8933,1886,21.11,776,1.36
"1695","31081",2010,9160,9150,8072,182,2.25,1078,137,12.71,10,0.11
"1696","31083",2010,3460,3450,2889,76,2.63,561,37,6.6,10,0.29
"1697","31085",2010,1025,1025,892,3,0.34,133,5,3.76,0,0
"1698","31087",2010,2925,2915,2502,78,3.12,413,17,4.12,10,0.34
"1699","31089",2010,10479,10049,8548,59,0.69,1501,146,9.73,430,4.1
"1700","31091",2010,690,680,560,4,0.71,120,0,0,10,1.45
"1701","31093",2010,6302,6292,5414,78,1.44,878,62,7.06,10,0.16
"1702","31095",2010,7708,7672,6297,102,1.62,1375,195,14.18,36,0.47
"1703","31097",2010,5211,4225,3394,16,0.47,831,91,10.95,986,18.92
"1704","31099",2010,6552,6531,5696,54,0.95,835,114,13.65,21,0.32
"1705","31101",2010,8356,8159,6818,64,0.94,1341,105,7.83,197,2.36
"1706","31103",2010,740,740,617,0,0,123,4,3.25,0,0
"1707","31105",2010,3814,3804,3175,45,1.42,629,34,5.41,10,0.26
"1708","31107",2010,8762,8655,7123,77,1.08,1532,186,12.14,107,1.22
"1709","31109",2010,279428,264765,208797,5047,2.42,55968,13408,23.96,14663,5.25
"1710","31111",2010,36167,35592,29322,882,3.01,6270,1058,16.87,575,1.59
"1711","31113",2010,682,682,564,0,0,118,17,14.41,0,0
"1712","31115",2010,635,635,559,2,0.36,76,4,5.26,0,0
"1713","31117",2010,489,489,448,19,4.24,41,3,7.32,0,0
"1714","31119",2010,34720,33196,27203,606,2.23,5993,948,15.82,1524,4.39
"1715","31121",2010,7784,7758,6683,78,1.17,1075,177,16.47,26,0.33
"1716","31123",2010,5071,5061,4322,139,3.22,739,66,8.93,10,0.2
"1717","31125",2010,3755,3549,2984,86,2.88,565,51,9.03,206,5.49
"1718","31127",2010,7249,6588,5300,137,2.58,1288,170,13.2,661,9.12
"1719","31129",2010,4583,4573,3787,56,1.48,786,82,10.43,10,0.22
"1720","31131",2010,15741,15374,13101,352,2.69,2273,252,11.09,367,2.33
"1721","31133",2010,2767,2693,2205,19,0.86,488,22,4.51,74,2.67
"1722","31135",2010,2983,2921,2444,28,1.15,477,77,16.14,62,2.08
"1723","31137",2010,9234,8916,7355,72,0.98,1561,227,14.54,318,3.44
"1724","31139",2010,7308,7020,6167,91,1.48,853,52,6.1,288,3.94
"1725","31141",2010,31675,31466,26858,373,1.39,4608,662,14.37,209,0.66
"1726","31143",2010,5412,5412,4744,76,1.6,668,56,8.38,0,0
"1727","31145",2010,11069,10639,8752,48,0.55,1887,256,13.57,430,3.88
"1728","31147",2010,8455,8455,6714,181,2.7,1741,145,8.33,0,0
"1729","31149",2010,1651,1641,1388,28,2.02,253,7,2.77,10,0.61
"1730","31151",2010,14098,12939,11029,205,1.86,1910,311,16.28,1159,8.22
"1731","31153",2010,152180,151294,133706,2682,2.01,17588,2945,16.74,886,0.58
"1732","31155",2010,20543,20149,17753,207,1.17,2396,342,14.27,394,1.92
"1733","31157",2010,36569,35497,29524,881,2.98,5973,863,14.45,1072,2.93
"1734","31159",2010,16628,15702,13386,177,1.32,2316,377,16.28,926,5.57
"1735","31161",2010,5538,5312,4223,50,1.18,1089,148,13.59,226,4.08
"1736","31163",2010,3144,3134,2629,11,0.42,505,29,5.74,10,0.32
"1737","31165",2010,1340,1340,1125,0,0,215,12,5.58,0,0
"1738","31167",2010,6207,6207,5533,134,2.42,674,60,8.9,0,0
"1739","31169",2010,5262,5068,4203,23,0.55,865,68,7.86,194,3.69
"1740","31171",2010,756,756,625,0,0,131,13,9.92,0,0
"1741","31173",2010,6907,6818,6218,201,3.23,600,91,15.17,89,1.29
"1742","31175",2010,4284,4236,3530,34,0.96,706,45,6.37,48,1.12
"1743","31177",2010,20148,19417,16827,149,0.89,2590,425,16.41,731,3.63
"1744","31179",2010,9573,8339,6620,92,1.39,1719,596,34.67,1234,12.89
"1745","31181",2010,3815,3310,2737,29,1.06,573,62,10.82,505,13.24
"1746","31183",2010,751,751,624,4,0.64,127,12,9.45,0,0
"1747","31185",2010,13886,13104,10654,297,2.79,2450,539,22,782,5.63
"1748","32001",2010,24946,24639,20582,476,2.31,4057,848,20.9,307,1.23
"1749","32003",2010,1895521,1874478,1552376,56579,3.64,322102,83993,26.08,21043,1.11
"1750","32005",2010,47042,46762,39518,1119,2.83,7244,1540,21.26,280,0.6
"1751","32007",2010,47707,47284,40906,802,1.96,6378,1297,20.34,423,0.89
"1752","32009",2010,892,892,567,0,0,325,42,12.92,0,0
"1753","32011",2010,1724,1724,1386,6,0.43,338,49,14.5,0,0
"1754","32013",2010,15986,15740,13411,418,3.12,2329,395,16.96,246,1.54
"1755","32015",2010,5545,5398,4798,142,2.96,600,180,30,147,2.65
"1756","32017",2010,5060,4727,4176,5,0.12,551,76,13.79,333,6.58
"1757","32019",2010,51515,50776,44427,1466,3.3,6349,1132,17.83,739,1.43
"1758","32021",2010,4812,4658,3571,44,1.23,1087,148,13.62,154,3.2
"1759","32023",2010,43878,43452,36318,913,2.51,7134,1316,18.45,426,0.97
"1760","32027",2010,6703,4704,4182,122,2.92,522,20,3.83,1999,29.82
"1761","32029",2010,4016,4016,3403,52,1.53,613,137,22.35,0,0
"1762","32031",2010,412844,404572,325341,10274,3.16,79231,20095,25.36,8272,2
"1763","32033",2010,9765,9577,8180,289,3.53,1397,177,12.67,188,1.93
"1764","32510",2010,55375,54288,44497,1621,3.64,9791,1882,19.22,1087,1.96
"1765","33001",2010,60142,58690,49091,1704,3.47,9599,1551,16.16,1452,2.41
"1766","33003",2010,47772,47401,38802,1096,2.82,8599,1757,20.43,371,0.78
"1767","33005",2010,77445,72721,58073,1367,2.35,14648,4013,27.4,4724,6.1
"1768","33007",2010,33445,32071,25642,639,2.49,6429,983,15.29,1374,4.11
"1769","33009",2010,88356,82322,65274,1695,2.6,17048,4463,26.18,6034,6.83
"1770","33011",2010,399555,390671,327844,8425,2.57,62827,14614,23.26,8884,2.22
"1771","33013",2010,146785,139974,116008,2925,2.52,23966,5354,22.34,6811,4.64
"1772","33015",2010,294638,292643,248846,4432,1.78,43797,9213,21.04,1995,0.68
"1773","33017",2010,122158,114772,91517,3113,3.4,23255,6321,27.18,7386,6.05
"1774","33019",2010,43643,43211,35970,1086,3.02,7241,1464,20.22,432,0.99
"1775","34001",2010,273162,259589,218179,5980,2.74,41410,7021,16.95,13573,4.97
"1776","34003",2010,896482,885788,773196,10938,1.41,112592,15990,14.2,10694,1.19
"1777","34005",2010,447861,434911,375675,6174,1.64,59236,10311,17.41,12950,2.89
"1778","34007",2010,513574,504977,431339,10803,2.5,73638,12801,17.38,8597,1.67
"1779","34009",2010,97684,95547,77834,1839,2.36,17713,2196,12.4,2137,2.19
"1780","34011",2010,155456,144339,125331,4807,3.84,19008,3393,17.85,11117,7.15
"1781","34013",2010,780872,759269,643210,19785,3.08,116059,21459,18.49,21603,2.77
"1782","34015",2010,285223,279707,245500,4923,2.01,34207,6080,17.77,5516,1.93
"1783","34017",2010,622123,615416,490633,17022,3.47,124783,31781,25.47,6707,1.08
"1784","34019",2010,128458,123209,108022,1236,1.14,15187,2206,14.53,5249,4.09
"1785","34021",2010,364445,349330,294081,7731,2.63,55249,13421,24.29,15115,4.15
"1786","34023",2010,798882,771480,671764,13511,2.01,99716,22238,22.3,27402,3.43
"1787","34025",2010,628112,620961,534674,8806,1.65,86287,15397,17.84,7151,1.14
"1788","34027",2010,489811,480034,421716,6083,1.44,58318,9903,16.98,9777,2
"1789","34029",2010,569374,563245,480768,9411,1.96,82477,11479,13.92,6129,1.08
"1790","34031",2010,496204,484431,426014,9756,2.29,58417,10477,17.93,11773,2.37
"1791","34033",2010,65982,64841,55564,1123,2.02,9277,1428,15.39,1141,1.73
"1792","34035",2010,319347,316053,277941,3869,1.39,38112,7038,18.47,3294,1.03
"1793","34037",2010,149996,148540,131994,1633,1.24,16546,2940,17.77,1456,0.97
"1794","34039",2010,529547,524310,457502,16009,3.5,66808,11916,17.84,5237,0.99
"1795","34041",2010,108982,107116,92970,1667,1.79,14146,2292,16.2,1866,1.71
"1796","35001",2010,646881,637250,512126,14675,2.87,125124,25297,20.22,9631,1.49
"1797","35003",2010,3652,3652,2746,64,2.33,906,158,17.44,0,0
"1798","35005",2010,64268,61862,53506,1674,3.13,8356,1261,15.09,2406,3.74
"1799","35006",2010,27179,25173,22408,759,3.39,2765,410,14.83,2006,7.38
"1800","35007",2010,13827,13433,10681,220,2.06,2752,479,17.41,394,2.85
"1801","35009",2010,46924,45598,38692,1328,3.43,6906,1194,17.29,1326,2.83
"1802","35011",2010,1772,1772,1474,28,1.9,298,30,10.07,0,0
"1803","35013",2010,201670,195771,167432,3214,1.92,28339,6611,23.33,5899,2.93
"1804","35015",2010,52665,51794,44150,1127,2.55,7644,1735,22.7,871,1.65
"1805","35017",2010,29706,29263,24359,699,2.87,4904,721,14.7,443,1.49
"1806","35019",2010,4698,3736,3048,105,3.44,688,175,25.44,962,20.48
"1807","35021",2010,943,943,735,8,1.09,208,84,40.38,0,0
"1808","35023",2010,4964,4964,4324,33,0.76,640,189,29.53,0,0
"1809","35025",2010,62503,59883,53136,1825,3.43,6747,1088,16.13,2620,4.19
"1810","35027",2010,20502,20036,16023,287,1.79,4013,746,18.59,466,2.27
"1811","35028",2010,18091,17998,15319,178,1.16,2679,361,13.48,93,0.51
"1812","35029",2010,25252,24938,21464,417,1.94,3474,460,13.24,314,1.24
"1813","35031",2010,70663,69749,63831,1410,2.21,5918,676,11.42,914,1.29
"1814","35033",2010,4923,4923,4066,66,1.62,857,159,18.55,0,0
"1815","35035",2010,62782,61461,52889,1333,2.52,8572,1350,15.75,1321,2.1
"1816","35037",2010,9002,8943,7214,224,3.11,1729,152,8.79,59,0.66
"1817","35039",2010,40195,39558,34267,1226,3.58,5291,840,15.88,637,1.58
"1818","35041",2010,19372,18605,15357,571,3.72,3248,1058,32.57,767,3.96
"1819","35043",2010,124263,123575,108540,2820,2.6,15035,2861,19.03,688,0.55
"1820","35045",2010,127517,125840,112662,3203,2.84,13178,2363,17.93,1677,1.32
"1821","35047",2010,29321,27221,21651,888,4.1,5570,847,15.21,2100,7.16
"1822","35049",2010,141702,138859,108178,3452,3.19,30681,6294,20.51,2843,2.01
"1823","35051",2010,11938,11735,9033,201,2.23,2702,405,14.99,203,1.7
"1824","35053",2010,17964,17527,14668,476,3.25,2859,689,24.1,437,2.43
"1825","35055",2010,32574,32454,25857,710,2.75,6597,1037,15.72,120,0.37
"1826","35057",2010,16467,15261,13038,306,2.35,2223,285,12.82,1206,7.32
"1827","35059",2010,4388,4375,3777,119,3.15,598,52,8.7,13,0.3
"1828","35061",2010,74554,72612,63686,2039,3.2,8926,1620,18.15,1942,2.6
"1829","36001",2010,304032,286281,217789,4848,2.23,68492,15376,22.45,17751,5.84
"1830","36003",2010,49105,44672,37111,1289,3.47,7561,1161,15.36,4433,9.03
"1831","36005",2010,1365725,1319805,1125504,40531,3.6,194301,32447,16.7,45920,3.36
"1832","36007",2010,200804,190599,151991,5184,3.41,38608,7417,19.21,10205,5.08
"1833","36009",2010,80776,77724,64043,2260,3.53,13681,2296,16.78,3052,3.78
"1834","36011",2010,80431,75020,61693,1747,2.83,13327,2153,16.16,5411,6.73
"1835","36013",2010,135263,128929,104381,2891,2.77,24548,4374,17.82,6334,4.68
"1836","36015",2010,88708,82772,67919,2068,3.04,14853,2397,16.14,5936,6.69
"1837","36017",2010,51045,49524,42319,1780,4.21,7205,981,13.62,1521,2.98
"1838","36019",2010,82380,75191,59849,1968,3.29,15342,3922,25.56,7189,8.73
"1839","36021",2010,63241,59050,47994,1437,2.99,11056,2169,19.62,4191,6.63
"1840","36023",2010,49452,46017,36596,1011,2.76,9421,2767,29.37,3435,6.95
"1841","36025",2010,48220,46925,38592,1142,2.96,8333,1395,16.74,1295,2.69
"1842","36027",2010,296152,277539,236253,5546,2.35,41286,7978,19.32,18613,6.28
"1843","36029",2010,921202,893822,714496,14527,2.03,179326,32359,18.04,27380,2.97
"1844","36031",2010,39416,35931,29236,628,2.15,6695,1049,15.67,3485,8.84
"1845","36033",2010,51697,44681,37189,1206,3.24,7492,1096,14.63,7016,13.57
"1846","36035",2010,55497,53208,44474,2036,4.58,8734,1388,15.89,2289,4.12
"1847","36037",2010,59952,58881,49237,1324,2.69,9644,1737,18.01,1071,1.79
"1848","36039",2010,49410,45127,36507,1037,2.84,8620,1675,19.43,4283,8.67
"1849","36041",2010,4908,4816,3808,58,1.52,1008,159,15.77,92,1.87
"1850","36043",2010,64332,63248,52756,1496,2.84,10492,1597,15.22,1084,1.69
"1851","36045",2010,115069,111484,94890,2933,3.09,16594,3135,18.89,3585,3.12
"1852","36047",2010,2466782,2426921,2018003,51724,2.56,408918,86272,21.1,39861,1.62
"1853","36049",2010,27017,26721,22717,678,2.98,4004,767,19.16,296,1.1
"1854","36051",2010,65441,59165,48143,1265,2.63,11022,2846,25.82,6276,9.59
"1855","36053",2010,72887,67634,56694,1693,2.99,10940,2417,22.09,5253,7.21
"1856","36055",2010,741274,712157,575678,12161,2.11,136479,28107,20.59,29117,3.93
"1857","36057",2010,49945,49358,40738,1353,3.32,8620,1368,15.87,587,1.18
"1858","36059",2010,1329083,1306363,1183490,21552,1.82,122873,20162,16.41,22720,1.71
"1859","36061",2010,1583345,1528295,961177,24073,2.5,567118,135061,23.82,55050,3.48
"1860","36063",2010,216064,211871,174256,4182,2.4,37615,6019,16,4193,1.94
"1861","36065",2010,234533,220034,181321,4620,2.55,38713,6208,16.04,14499,6.18
"1862","36067",2010,463704,448775,361163,8501,2.35,87612,17980,20.52,14929,3.22
"1863","36069",2010,106298,103082,85371,2231,2.61,17711,3051,17.23,3216,3.03
"1864","36071",2010,370201,354895,312891,7564,2.42,42004,7981,19,15306,4.13
"1865","36073",2010,43169,39924,33326,901,2.7,6598,1470,22.28,3245,7.52
"1866","36075",2010,122220,116565,95870,2988,3.12,20695,5161,24.94,5655,4.63
"1867","36077",2010,62604,57647,45790,1473,3.22,11857,2644,22.3,4957,7.92
"1868","36079",2010,99545,94649,84775,1437,1.7,9874,1507,15.26,4896,4.92
"1869","36081",2010,2199169,2176751,1857740,59681,3.21,319011,72210,22.64,22418,1.02
"1870","36083",2010,158629,154109,122738,3516,2.86,31371,7307,23.29,4520,2.85
"1871","36085",2010,463450,453074,404534,6464,1.6,48540,6938,14.29,10376,2.24
"1872","36087",2010,305461,294709,266602,5859,2.2,28107,4562,16.23,10752,3.52
"1873","36089",2010,111778,98193,81305,3061,3.76,16888,2958,17.52,13585,12.15
"1874","36091",2010,217264,213107,177098,3497,1.97,36009,7160,19.88,4157,1.91
"1875","36093",2010,153268,148143,121118,2702,2.23,27025,5138,19.01,5125,3.34
"1876","36095",2010,32789,30864,25353,674,2.66,5511,1088,19.74,1925,5.87
"1877","36097",2010,18566,18069,15192,343,2.26,2877,516,17.94,497,2.68
"1878","36099",2010,35309,32011,26938,802,2.98,5073,940,18.53,3298,9.34
"1879","36101",2010,98724,97524,81002,2306,2.85,16522,2665,16.13,1200,1.22
"1880","36103",2010,1482548,1453635,1300213,31306,2.41,153422,33063,21.55,28913,1.95
"1881","36105",2010,77625,72556,60368,2085,3.45,12188,2263,18.57,5069,6.53
"1882","36107",2010,51377,50986,44022,1514,3.44,6964,1077,15.47,391,0.76
"1883","36109",2010,100612,87129,58332,1361,2.33,28797,10149,35.24,13483,13.4
"1884","36111",2010,182782,170787,138002,3646,2.64,32785,7295,22.25,11995,6.56
"1885","36113",2010,65707,64129,51991,1740,3.35,12138,1943,16.01,1578,2.4
"1886","36115",2010,63088,59229,49917,1483,2.97,9312,1478,15.87,3859,6.12
"1887","36117",2010,93654,91720,78845,2443,3.1,12875,2305,17.9,1934,2.07
"1888","36119",2010,939406,913355,784638,16968,2.16,128717,20324,15.79,26051,2.77
"1889","36121",2010,42367,37801,31868,884,2.77,5933,1156,19.48,4566,10.78
"1890","36123",2010,25250,23633,20169,553,2.74,3464,592,17.09,1617,6.4
"1891","37001",2010,147072,143237,120098,2912,2.42,23139,4126,17.83,3835,2.61
"1892","37003",2010,36797,36699,31470,638,2.03,5229,739,14.13,98,0.27
"1893","37005",2010,11084,10246,8142,140,1.72,2104,213,10.12,838,7.56
"1894","37007",2010,26785,24244,21018,228,1.08,3226,258,8,2541,9.49
"1895","37009",2010,26787,26418,21783,499,2.29,4635,689,14.87,369,1.38
"1896","37011",2010,17951,15914,12762,257,2.01,3152,583,18.5,2037,11.35
"1897","37013",2010,47185,46592,39902,646,1.62,6690,762,11.39,593,1.26
"1898","37015",2010,20890,20328,17518,340,1.94,2810,133,4.73,562,2.69
"1899","37017",2010,34629,33785,28350,903,3.19,5435,464,8.54,844,2.44
"1900","37019",2010,101994,100776,83833,1637,1.95,16943,2537,14.97,1218,1.19
"1901","37021",2010,233249,226505,177979,4114,2.31,48526,10103,20.82,6744,2.89
"1902","37023",2010,90557,87376,74430,2060,2.77,12946,2226,17.19,3181,3.51
"1903","37025",2010,169990,168756,146487,2994,2.04,22269,3654,16.41,1234,0.73
"1904","37027",2010,82162,81038,69227,1297,1.87,11811,2182,18.47,1124,1.37
"1905","37029",2010,9719,9701,8505,182,2.14,1196,295,24.67,18,0.19
"1906","37031",2010,65068,64355,52348,1262,2.41,12007,1899,15.82,713,1.1
"1907","37033",2010,23848,22099,19257,350,1.82,2842,399,14.04,1749,7.33
"1908","37035",2010,153149,151209,127929,2506,1.96,23280,4115,17.68,1940,1.27
"1909","37037",2010,61426,60388,51522,1385,2.69,8866,1454,16.4,1038,1.69
"1910","37039",2010,27317,26821,23220,318,1.37,3601,429,11.91,496,1.82
"1911","37041",2010,14859,14374,12094,253,2.09,2280,218,9.56,485,3.26
"1912","37043",2010,10418,10122,8423,123,1.46,1699,147,8.65,296,2.84
"1913","37045",2010,97786,95582,82740,1738,2.1,12842,1898,14.78,2204,2.25
"1914","37047",2010,56856,55147,47659,855,1.79,7488,777,10.38,1709,3.01
"1915","37049",2010,100001,95334,80496,1617,2.01,14838,2554,17.21,4667,4.67
"1916","37051",2010,312994,298972,253089,5417,2.14,45883,8951,19.51,14022,4.48
"1917","37053",2010,23299,23289,20008,444,2.22,3281,632,19.26,10,0.04
"1918","37055",2010,33650,33295,26485,820,3.1,6810,1188,17.44,355,1.05
"1919","37057",2010,160638,158657,136499,3078,2.25,22158,2832,12.78,1981,1.23
"1920","37059",2010,40581,40347,35893,409,1.14,4454,512,11.5,234,0.58
"1921","37061",2010,56657,55768,46508,1181,2.54,9260,2100,22.68,889,1.57
"1922","37063",2010,258578,244160,189456,5550,2.93,54704,11753,21.48,14418,5.58
"1923","37065",2010,56247,54233,46254,987,2.13,7979,877,10.99,2014,3.58
"1924","37067",2010,342989,333383,274763,4891,1.78,58620,9709,16.56,9606,2.8
"1925","37069",2010,58473,56991,49557,1005,2.03,7434,911,12.25,1482,2.53
"1926","37071",2010,202642,199997,172420,4176,2.42,27577,4230,15.34,2645,1.31
"1927","37073",2010,12039,11730,10512,138,1.31,1218,162,13.3,309,2.57
"1928","37075",2010,8702,8615,7188,44,0.61,1427,137,9.6,87,1
"1929","37077",2010,58071,53862,47225,862,1.83,6637,910,13.71,4209,7.25
"1930","37079",2010,21157,19073,17172,593,3.45,1901,132,6.94,2084,9.85
"1931","37081",2010,475786,460683,372986,7664,2.05,87697,17519,19.98,15103,3.17
"1932","37083",2010,55293,53909,45785,952,2.08,8124,841,10.35,1384,2.5
"1933","37085",2010,109031,104520,91229,1862,2.04,13291,2102,15.82,4511,4.14
"1934","37087",2010,58597,57710,48120,793,1.65,9590,1270,13.24,887,1.51
"1935","37089",2010,103881,101819,84814,1137,1.34,17005,2233,13.13,2062,1.98
"1936","37091",2010,24384,22660,19105,515,2.7,3555,461,12.97,1724,7.07
"1937","37093",2010,44128,42761,37792,1132,3,4969,1294,26.04,1367,3.1
"1938","37095",2010,5721,4275,3651,66,1.81,624,18,2.88,1446,25.28
"1939","37097",2010,154632,152942,132555,2597,1.96,20387,3744,18.36,1690,1.09
"1940","37099",2010,39144,35333,27436,699,2.55,7897,1811,22.93,3811,9.74
"1941","37101",2010,160675,159371,140556,3314,2.36,18815,3148,16.73,1304,0.81
"1942","37103",2010,10060,10050,8404,199,2.37,1646,331,20.11,10,0.1
"1943","37105",2010,55576,54857,47516,791,1.66,7341,1126,15.34,719,1.29
"1944","37107",2010,59307,57522,48085,1266,2.63,9437,1250,13.25,1785,3.01
"1945","37109",2010,75697,74496,65357,1216,1.86,9139,1556,17.03,1201,1.59
"1946","37111",2010,44593,43746,36561,1170,3.2,7185,1137,15.82,847,1.9
"1947","37113",2010,33453,32413,26594,548,2.06,5819,574,9.86,1040,3.11
"1948","37115",2010,20549,19039,16340,185,1.13,2699,343,12.71,1510,7.35
"1949","37117",2010,24471,23994,20388,252,1.24,3606,535,14.84,477,1.95
"1950","37119",2010,882761,868011,698456,17050,2.44,169555,38010,22.42,14750,1.67
"1951","37121",2010,15680,15579,12997,193,1.48,2582,371,14.37,101,0.64
"1952","37123",2010,27611,26538,22547,554,2.46,3991,633,15.86,1073,3.89
"1953","37125",2010,85914,84749,72131,1429,1.98,12618,1755,13.91,1165,1.36
"1954","37127",2010,94402,92611,78480,1660,2.12,14131,1772,12.54,1791,1.9
"1955","37129",2010,197272,192365,145527,2717,1.87,46838,12029,25.68,4907,2.49
"1956","37131",2010,22161,21735,17960,323,1.8,3775,577,15.28,426,1.92
"1957","37133",2010,169207,150371,131834,3534,2.68,18537,3635,19.61,18836,11.13
"1958","37135",2010,129562,120581,91565,1761,1.92,29016,9131,31.47,8981,6.93
"1959","37137",2010,13072,12259,10585,132,1.25,1674,147,8.78,813,6.22
"1960","37139",2010,40167,37933,32700,736,2.25,5233,951,18.17,2234,5.56
"1961","37141",2010,50256,48935,42070,1004,2.39,6865,1047,15.25,1321,2.63
"1962","37143",2010,13091,12986,11518,266,2.31,1468,198,13.49,105,0.8
"1963","37145",2010,38942,38353,32652,785,2.4,5701,1070,18.77,589,1.51
"1964","37147",2010,161385,155153,117123,2081,1.78,38030,11259,29.61,6232,3.86
"1965","37149",2010,20289,19801,16254,177,1.09,3547,438,12.35,488,2.41
"1966","37151",2010,140034,138724,119446,2792,2.34,19278,3241,16.81,1310,0.94
"1967","37153",2010,46477,45368,38659,1266,3.27,6709,953,14.2,1109,2.39
"1968","37155",2010,131708,128782,112587,3259,2.89,16195,2764,17.07,2926,2.22
"1969","37157",2010,93322,92133,79217,1874,2.37,12916,1509,11.68,1189,1.27
"1970","37159",2010,136880,133020,113999,2614,2.29,19021,3260,17.14,3860,2.82
"1971","37161",2010,66928,65577,54727,1086,1.98,10850,1835,16.91,1351,2.02
"1972","37163",2010,62832,62432,53636,2021,3.77,8796,1574,17.89,400,0.64
"1973","37165",2010,36325,34114,29427,696,2.37,4687,563,12.01,2211,6.09
"1974","37167",2010,60109,58119,50326,973,1.93,7793,1164,14.94,1990,3.31
"1975","37169",2010,47194,46640,41302,612,1.48,5338,597,11.18,554,1.17
"1976","37171",2010,73287,72381,61453,1079,1.76,10928,1366,12.5,906,1.24
"1977","37173",2010,13861,13603,11264,117,1.04,2339,444,18.98,258,1.86
"1978","37175",2010,32404,30933,25479,265,1.04,5454,624,11.44,1471,4.54
"1979","37177",2010,4374,3526,3115,138,4.43,411,24,5.84,848,19.39
"1980","37179",2010,190346,188600,172471,2226,1.29,16129,3135,19.44,1746,0.92
"1981","37181",2010,44975,43992,38218,978,2.56,5774,528,9.14,983,2.19
"1982","37183",2010,850546,830030,685095,13593,1.98,144935,33271,22.96,20516,2.41
"1983","37185",2010,20810,20479,17549,232,1.32,2930,411,14.03,331,1.59
"1984","37187",2010,13248,12875,11128,254,2.28,1747,111,6.35,373,2.82
"1985","37189",2010,49705,44214,30161,447,1.48,14053,4124,29.35,5491,11.05
"1986","37191",2010,120102,116082,99100,1868,1.88,16982,2803,16.51,4020,3.35
"1987","37193",2010,69063,68143,58245,1208,2.07,9898,1618,16.35,920,1.33
"1988","37195",2010,79533,77681,65469,1383,2.11,12212,1930,15.8,1852,2.33
"1989","37197",2010,38158,37559,32560,565,1.74,4999,449,8.98,599,1.57
"1990","37199",2010,17911,17825,15448,355,2.3,2377,344,14.47,86,0.48
"1991","38001",2010,2348,2108,1725,28,1.62,383,14,3.66,240,10.22
"1992","38003",2010,11056,10645,8327,72,0.86,2318,349,15.06,411,3.72
"1993","38005",2010,6662,6662,5844,221,3.78,818,155,18.95,0,0
"1994","38007",2010,897,897,779,7,0.9,118,0,0,0,0
"1995","38009",2010,6430,6039,4832,52,1.08,1207,73,6.05,391,6.08
"1996","38011",2010,3102,2919,2475,29,1.17,444,17,3.83,183,5.9
"1997","38013",2010,1948,1948,1544,5,0.32,404,22,5.45,0,0
"1998","38015",2010,78776,76235,61621,851,1.38,14614,2797,19.14,2541,3.23
"1999","38017",2010,144410,138717,102528,2025,1.98,36189,7853,21.7,5693,3.94
"2000","38019",2010,4046,3952,3449,25,0.72,503,32,6.36,94,2.32
"2001","38021",2010,5340,5147,4188,58,1.38,959,68,7.09,193,3.61
"2002","38023",2010,2050,1990,1561,16,1.02,429,47,10.96,60,2.93
"2003","38025",2010,3477,3404,2839,27,0.95,565,139,24.6,73,2.1
"2004","38027",2010,2455,2445,2015,34,1.69,430,40,9.3,10,0.41
"2005","38029",2010,3617,3530,2916,40,1.37,614,37,6.03,87,2.41
"2006","38031",2010,3434,3389,2846,54,1.9,543,29,5.34,45,1.31
"2007","38033",2010,1539,1502,1165,0,0,337,13,3.86,37,2.4
"2008","38035",2010,66771,62830,45262,917,2.03,17568,5743,32.69,3941,5.9
"2009","38037",2010,2486,2353,1903,12,0.63,450,29,6.44,133,5.35
"2010","38039",2010,2426,2374,1893,7,0.37,481,54,11.23,52,2.14
"2011","38041",2010,2506,2496,2078,27,1.3,418,29,6.94,10,0.4
"2012","38043",2010,2521,2498,2085,17,0.82,413,25,6.05,23,0.91
"2013","38045",2010,4233,4187,3432,3,0.09,755,40,5.3,46,1.09
"2014","38047",2010,2001,1843,1576,4,0.25,267,6,2.25,158,7.9
"2015","38049",2010,5400,5390,4234,64,1.51,1156,124,10.73,10,0.19
