G_COUNTYFP,COUNTYFP,year,unempP,povP,pciE
G27085,27085,2018,2.6,8.9,31723
G27087,27087,2018,7.6,20.9,20953
G27089,27089,2018,2.7,7.5,29670
G27091,27091,2018,3.5,13.3,31091
G27093,27093,2018,2.7,7.6,31819
G27095,27095,2018,6,12.1,26679
G27097,27097,2018,4.3,10.9,28792
G27099,27099,2018,4.5,12.8,29116
G27101,27101,2018,2.6,7.4,31768
G27103,27103,2018,3.6,9.6,31225
G27105,27105,2018,5.1,14.3,25554
G27107,27107,2018,3.2,10.3,28351
G27109,27109,2018,3.7,8.9,39667
G27111,27111,2018,3.4,9.2,30846
G27113,27113,2018,3,9.8,30625
G27115,27115,2018,5.2,12.6,25302
G27117,27117,2018,2.9,11.3,29716
G27119,27119,2018,3.4,12.6,28856
G27121,27121,2018,2.7,7.3,32943
G27123,27123,2018,4.9,14.7,34049
G27125,27125,2018,3.3,9.8,29731
G27127,27127,2018,2.5,11.4,28011
G27129,27129,2018,2.9,10.4,31585
G27131,27131,2018,3.7,10.7,29767
G27133,27133,2018,1.9,9.7,30544
G27135,27135,2018,2.6,9.8,28049
G27137,27137,2018,4.9,15,30321
G27139,27139,2018,3.3,5.8,39952
G27141,27141,2018,3.1,7.1,34013
G27143,27143,2018,2.8,7.1,30977
G27145,27145,2018,4.6,13.1,29815
G27147,27147,2018,4.1,10.1,30822
G27149,27149,2018,2.3,15.7,31694
G27151,27151,2018,2.8,13.2,30208
G27153,27153,2018,3,13.3,25848
G27155,27155,2018,2.9,11,30553
G27157,27157,2018,3.2,6,33664
G27159,27159,2018,5,15.3,24864
G27161,27161,2018,3.6,9.2,28067
G27163,27163,2018,3.1,4.7,43789
G27165,27165,2018,2.6,12.7,27772
G27167,27167,2018,1.4,9.3,32066
G27169,27169,2018,3.8,14.5,28689
G27171,27171,2018,3.2,4.5,34325
G27173,27173,2018,3,13.4,29379
G28001,28001,2018,10,34.3,17851
G28003,28003,2018,8.8,17.1,21321
G28005,28005,2018,8.2,24.3,20380
G28007,28007,2018,10.5,23.1,20936
G28009,28009,2018,8.6,23.4,20363
G28011,28011,2018,10.5,34.6,17713
G28013,28013,2018,7.2,25.1,19099
G28015,28015,2018,9.8,14.8,22567
G28017,28017,2018,5.8,21.2,19556
G28019,28019,2018,8.9,23.3,20589
G28021,28021,2018,15.6,44,13503
G28023,28023,2018,8.2,19.3,22422
G28025,28025,2018,11.3,23.3,21076
G28027,28027,2018,17.9,34,17518
G28029,28029,2018,10.6,24,19434
G28031,28031,2018,9.9,24.4,18353
G28033,28033,2018,5.8,9.1,29190
G28035,28035,2018,10.1,25,22042
G28037,28037,2018,6.4,16.5,22769
G28039,28039,2018,9.3,14.6,21105
G28041,28041,2018,9.2,14.5,17453
G28043,28043,2018,6.9,24.5,21668
G28045,28045,2018,8.2,17.9,26659
G28047,28047,2018,9.6,20.1,24445
G28049,28049,2018,9.5,22.2,23114
G28051,28051,2018,19.1,43.6,13924
G28053,28053,2018,18.4,38.1,16604
G28055,28055,2018,13.7,41.7,18942
G28057,28057,2018,4.2,15.4,20629
G28059,28059,2018,8.2,16,25341
G28061,28061,2018,6,23.2,21929
G28063,28063,2018,7.5,49.7,13374
G28065,28065,2018,9.9,27,19233
G28067,28067,2018,6.4,21.4,22836
G28069,28069,2018,6.9,30,15518
G28071,28071,2018,6.8,23.8,26154
G28073,28073,2018,9.7,16.5,28934
G28075,28075,2018,6.7,21.8,23741
G28077,28077,2018,8.9,19.4,21809
G28079,28079,2018,11,25.9,17960
G28081,28081,2018,6.4,15.9,25467
G28083,28083,2018,11.3,39.2,16861
G28085,28085,2018,7.4,22,21892
G28087,28087,2018,9.2,22.1,24499
G28089,28089,2018,4.9,10.9,38496
G28091,28091,2018,7,28.9,18687
G28093,28093,2018,6.6,18.3,21352
G28095,28095,2018,6.4,18,23158
G28097,28097,2018,10.3,27.3,22913
G28099,28099,2018,8.6,23.7,19641
G28101,28101,2018,6.9,26.1,21600
G28103,28103,2018,10.1,29.5,17637
G28105,28105,2018,9.9,30,22136
G28107,28107,2018,7.2,20.9,19972
G28109,28109,2018,8.4,16.1,23135
G28111,28111,2018,6.8,18.7,21611
G28113,28113,2018,7.4,33.8,17954
G28115,28115,2018,7.2,19.2,20401
G28117,28117,2018,7.2,23.6,19693
G28119,28119,2018,25.8,35.5,15353
G28121,28121,2018,4.2,8.2,29874
G28123,28123,2018,7.9,29,21640
G28125,28125,2018,16.5,25.9,17877
G28127,28127,2018,8.2,24.9,20495
G28129,28129,2018,3.4,16.9,23164
G28131,28131,2018,4.8,17.1,21931
G28133,28133,2018,16,31.5,15464
G28135,28135,2018,14.2,30.6,14943
G28137,28137,2018,7.6,19.7,23542
G28139,28139,2018,7.7,19.7,20180
G28141,28141,2018,9.6,17.8,20037
G28143,28143,2018,10.5,21.9,19115
G28145,28145,2018,6.3,15.6,20088
G28147,28147,2018,6.2,27.7,20337
G28149,28149,2018,7.2,20.6,23793
G28151,28151,2018,15.1,33.3,19884
G28153,28153,2018,9.3,22,22611
G28155,28155,2018,5.1,25.5,21109
G28157,28157,2018,10.9,32.8,13231
G28159,28159,2018,8.2,23,24538
G28161,28161,2018,4.4,16.2,21140
G28163,28163,2018,15,32.5,18866
G29001,29001,2018,6.5,26.4,22000
G29003,29003,2018,3.2,8.6,28027
G29005,29005,2018,3.3,10.2,29009
G29007,29007,2018,7.1,15.3,21819
G29009,29009,2018,4.7,21,21960
G29011,29011,2018,5.8,21.6,25938
G29013,29013,2018,4.4,12.3,27035
G29015,29015,2018,8.2,19.1,23984
G29017,29017,2018,4.5,17,20949
G29019,29019,2018,4.3,18.3,29365
G29021,29021,2018,5.1,17.2,25419
G29023,29023,2018,9.3,21.8,21286
G29025,29025,2018,2.5,14.9,24238
G29027,29027,2018,3.3,11.6,25069
G29029,29029,2018,6.5,16,27385
G29031,29031,2018,5.1,17,26546
G29033,29033,2018,8.6,15.7,24597
G29035,29035,2018,7.1,17.2,21884
G29037,29037,2018,4.3,9.8,31675
G29039,29039,2018,9,18.5,22434
G29041,29041,2018,3.2,11.9,24470
G29043,29043,2018,4.3,10.2,27024
G29045,29045,2018,3.6,13.3,28537
G29047,29047,2018,4,7.9,33342
G29049,29049,2018,5,10.9,28216
G29051,29051,2018,4.1,10.8,29433
G29053,29053,2018,4.7,11.9,22895
G29055,29055,2018,10.1,19.5,21107
G29057,29057,2018,8.6,22.5,21538
G29059,29059,2018,5.1,15,22096
G29061,29061,2018,3.2,13,24081
G29063,29063,2018,2.9,13.5,19524
G29065,29065,2018,6.4,21,22581
G29067,29067,2018,6.2,21.4,19164
G29069,29069,2018,7.6,27.1,19818
G29071,29071,2018,4.3,10.8,28773
G29073,29073,2018,2.4,9.8,27240
G29075,29075,2018,3.6,17.4,21059
G29077,29077,2018,4.4,17.9,26378
G29079,29079,2018,3.5,16.3,23249
G29081,29081,2018,4.5,18.6,20986
G29083,29083,2018,6.5,21.5,25244
G29085,29085,2018,6.5,17.4,20646
G29087,29087,2018,4,12.9,25517
G29089,29089,2018,4.2,15,23328
G29091,29091,2018,4.5,22.2,20873
G29093,29093,2018,7.2,20.9,20696
G29095,29095,2018,5.1,15.2,30237
G29097,29097,2018,5.3,17.4,24086
G29099,29099,2018,5.7,10.3,28844
G29101,29101,2018,5.1,15.4,24146
G29103,29103,2018,6.7,19.2,22020
G29105,29105,2018,6.9,15,21577
G29107,29107,2018,4.4,13,28056
G29109,29109,2018,6.2,16.9,22341
G29111,29111,2018,2.6,15.5,22602
G29113,29113,2018,4.2,12.6,25472
G29115,29115,2018,2.8,15,24150
G29117,29117,2018,2.3,16.4,23083
G29119,29119,2018,4.4,19.5,20270
G29121,29121,2018,4.8,15,21118
G29123,29123,2018,4.1,15.6,22119
G29125,29125,2018,6.9,16.2,23729
G29127,29127,2018,5.2,18.5,23589
G29129,29129,2018,2.5,10.9,22097
G29131,29131,2018,5.9,17.9,23408
G29133,29133,2018,7.4,25,18462
G29135,29135,2018,5.2,13.2,22445
G29137,29137,2018,3.9,14.1,24625
G29139,29139,2018,4,17.1,22980
G29141,29141,2018,3.8,23,21265
G29143,29143,2018,8.7,23.1,20638
G29145,29145,2018,4,13.9,26996
G29147,29147,2018,3.9,23.3,22151
G29149,29149,2018,3,23.9,18103
G29151,29151,2018,2.4,7.2,26037
G29153,29153,2018,7.1,26.3,18818
G29155,29155,2018,9.8,27.9,19876
G29157,29157,2018,3.8,8.2,24710
G29159,29159,2018,5.9,17.2,22897
G29161,29161,2018,6.1,22.3,24304
G29163,29163,2018,4.5,14,22302
G29165,29165,2018,3.7,6.9,39427
G29167,29167,2018,4.9,14.5,22575
G29169,29169,2018,8.8,14.4,22018
G29171,29171,2018,4.9,18.1,22607
G29173,29173,2018,4.5,12.5,26536
G29175,29175,2018,5.7,15.5,20836
G29177,29177,2018,5,14.8,27768
G29179,29179,2018,6.7,18.2,22693
G29181,29181,2018,6.8,26.9,17502
G29183,29183,2018,3.3,5.6,37229
G29185,29185,2018,4.1,17.6,22672
G29186,29186,2018,4.3,14.6,28578
G29187,29187,2018,5.7,16.3,22575
G29189,29189,2018,5.2,9.7,39784
G29195,29195,2018,3.9,16.3,22802
G29197,29197,2018,4,15.6,19316
G29199,29199,2018,5,15.8,23809
G29201,29201,2018,5.2,20.7,23185
G29203,29203,2018,6.3,28.5,18066
G29205,29205,2018,3.4,15,23501
G29207,29207,2018,5.8,16.2,22205
G29209,29209,2018,6.7,12.6,27792
G29211,29211,2018,3.1,17.6,21661
G29213,29213,2018,5.8,17.2,22106
G29215,29215,2018,9.1,24.3,19485
G29217,29217,2018,3.7,13.6,24388
G29219,29219,2018,5.7,13.3,27523
G29221,29221,2018,9,20.1,18915
G29223,29223,2018,9,24.1,18759
G29225,29225,2018,4.7,16.8,21682
G29227,29227,2018,3.9,15.2,24159
G29229,29229,2018,8,24.9,19909
G29510,29510,2018,8.3,24.2,28478
G30001,30001,2018,3.8,15.9,28941
G30003,30003,2018,13.4,26.2,18560
G30005,30005,2018,15.2,29.6,18155
G30007,30007,2018,6.1,6.9,32362
G30009,30009,2018,3.7,10.1,32553
G30011,30011,2018,2.1,13.3,32001
G30013,30013,2018,4.1,12.8,29212
G30015,30015,2018,2.9,18.9,22661
G30017,30017,2018,2,9.8,30123
G30019,30019,2018,1.6,4.2,34799
G30021,30021,2018,1.5,9.6,32501
G30023,30023,2018,3,19.2,25742
G30025,30025,2018,2.2,9.7,34329
G30027,30027,2018,2.3,13.8,29237
G30029,30029,2018,3.7,11.7,30068
G30031,30031,2018,3.3,11.9,34331
G30033,30033,2018,0,5.3,27291
G30035,30035,2018,7.5,33.3,17219
G30037,30037,2018,3.6,14.5,27476
G30039,30039,2018,4.4,8.2,29074
G30041,30041,2018,6.3,19.4,23017
G30043,30043,2018,4.8,8.8,32133
G30045,30045,2018,3.2,13.7,29827
G30047,30047,2018,6.1,21.1,24912
G30049,30049,2018,3.1,11.2,32433
G30051,30051,2018,0.5,14.3,45587
G30053,30053,2018,10.4,18.5,24082
G30055,30055,2018,0.3,7.7,27365
G30057,30057,2018,3.3,10.6,34014
G30059,30059,2018,1.7,15,23972
G30061,30061,2018,6.8,17,23744
G30063,30063,2018,4.3,14.9,30636
G30065,30065,2018,6.2,19,22737
G30067,30067,2018,2.8,12.5,32133
G30069,30069,2018,3,8.4,32565
G30071,30071,2018,6.9,14.9,23533
G30073,30073,2018,6.9,20,24392
G30075,30075,2018,1.3,10.4,30969
G30077,30077,2018,0.9,12.7,25060
G30079,30079,2018,4.7,11.2,28087
G30081,30081,2018,5.9,14.3,27766
G30083,30083,2018,2.4,5.4,31849
G30085,30085,2018,12,28.3,18813
G30087,30087,2018,7.9,18.7,23471
G30089,30089,2018,8.4,19.5,23822
G30091,30091,2018,2.8,11,33711
G30093,30093,2018,5,19.1,26224
G30095,30095,2018,3.9,6.4,32061
G30097,30097,2018,0.8,7.9,29649
G30099,30099,2018,1.8,13.3,27402
G30101,30101,2018,0.9,15,26434
G30103,30103,2018,0,16,26348
G30105,30105,2018,5.6,9.1,28899
G30107,30107,2018,3.4,17.2,21442
G30109,30109,2018,2.1,15.8,23137
G30111,30111,2018,3.4,9.9,33007
G31001,31001,2018,3.3,13,28783
G31003,31003,2018,2,12.6,26406
G31005,31005,2018,1,10.3,26514
G31007,31007,2018,1.2,9.7,34670
G31009,31009,2018,0,12.5,26767
G31011,31011,2018,1.7,6.1,30680
G31013,31013,2018,5.2,11.9,28835
G31015,31015,2018,1.5,10.6,27951
G31017,31017,2018,0.6,15.2,28860
G31019,31019,2018,3,14.1,30184
G31021,31021,2018,2.9,11.7,28499
G31023,31023,2018,3.1,7.5,28776
G31025,31025,2018,3,6.4,33178
G31027,31027,2018,1.2,9.1,29494
G31029,31029,2018,2.5,8.4,29526
G31031,31031,2018,1.6,10.5,27605
G31033,31033,2018,2.8,10,32321
G31035,31035,2018,3.6,11.4,27297
G31037,31037,2018,3.2,12.4,22407
G31039,31039,2018,3.5,7,29306
G31041,31041,2018,2.9,11.2,33294
G31043,31043,2018,5.4,16.6,24365
G31045,31045,2018,1.2,14.4,26021
G31047,31047,2018,3.7,13.1,25590
G31049,31049,2018,4.8,10.2,27397
G31051,31051,2018,3.3,12.5,26757
G31053,31053,2018,4.6,13.7,27494
G31055,31055,2018,4.2,12.7,33734
G31057,31057,2018,1.6,10.3,25790
G31059,31059,2018,2.1,10,32631
G31061,31061,2018,1.6,13.8,27757
G31063,31063,2018,3.8,10.3,28583
G31065,31065,2018,2.1,10.9,27031
G31067,31067,2018,3.4,9.8,28438
G31069,31069,2018,1.4,9.1,33572
G31071,31071,2018,0.2,7.5,27109
G31073,31073,2018,2.9,5.1,34731
G31075,31075,2018,4.3,19.9,22640
G31077,31077,2018,1.4,9.5,26159
G31079,31079,2018,4.5,13,27421
G31081,31081,2018,2.5,4.9,32086
G31083,31083,2018,1.4,11.2,27421
G31085,31085,2018,1,12.4,26369
G31087,31087,2018,4.1,12.7,26917
G31089,31089,2018,1.1,8.4,29975
G31091,31091,2018,0.4,17,25791
G31093,31093,2018,3.3,10.5,26651
G31095,31095,2018,1.7,12,26439
G31097,31097,2018,2,9.4,23652
G31099,31099,2018,2.8,10.6,30355
G31101,31101,2018,3.7,11.7,28410
G31103,31103,2018,0,6.1,31406
G31105,31105,2018,7.3,9.5,23870
G31107,31107,2018,3.2,10.9,27372
G31109,31109,2018,3.4,13.1,30929
G31111,31111,2018,2.7,12.2,30073
G31113,31113,2018,0,7.9,24813
G31115,31115,2018,0.7,8.2,28299
G31117,31117,2018,0,17,26384
G31119,31119,2018,3,15.8,27528
G31121,31121,2018,2.7,10.6,29038
G31123,31123,2018,5.6,8.7,26461
G31125,31125,2018,3.3,11.3,29711
G31127,31127,2018,4.5,12.4,27945
G31129,31129,2018,1.4,12.2,26735
G31131,31131,2018,2.8,11.2,29229
G31133,31133,2018,3.3,15.6,26609
G31135,31135,2018,1.1,5.5,33749
G31137,31137,2018,0.7,8.8,30814
G31139,31139,2018,2.3,7.3,29509
G31141,31141,2018,3.8,8.3,29847
G31143,31143,2018,5.3,7.8,30403
G31145,31145,2018,3.2,9.7,25456
G31147,31147,2018,3.4,13.2,28965
G31149,31149,2018,0.4,7.4,34441
G31151,31151,2018,3.1,13.5,22943
G31153,31153,2018,3,5.4,34928
G31155,31155,2018,2.4,8.4,32344
G31157,31157,2018,5.1,13.4,28089
G31159,31159,2018,2.1,7.5,30694
G31161,31161,2018,2.4,18,27304
G31163,31163,2018,1.8,11.4,27380
G31165,31165,2018,1.1,10.7,26951
G31167,31167,2018,2.9,8.8,31686
G31169,31169,2018,1.1,8.4,28793
G31171,31171,2018,1.7,10.7,28701
G31173,31173,2018,15,28.3,20396
G31175,31175,2018,1.7,10.6,28587
G31177,31177,2018,2.4,8.1,34178
G31179,31179,2018,1.9,14.2,27192
G31181,31181,2018,2.4,11,26970
G31183,31183,2018,0.4,9.2,27832
G31185,31185,2018,2.9,10.1,31577
G32001,32001,2018,7.2,12.8,26606
G32003,32003,2018,7.2,14.1,29256
G32005,32005,2018,5.2,9.3,36390
G32007,32007,2018,4.5,11.9,33091
G32009,32009,2018,1.8,7.2,24713
G32011,32011,2018,0,7.7,34590
G32013,32013,2018,5.3,11.5,30516
G32015,32015,2018,9.3,14.9,33329
G32017,32017,2018,10.6,6.8,25304
G32019,32019,2018,8.7,11.6,26855
G32021,32021,2018,14.8,23.6,22897
G32023,32023,2018,9.4,16.2,25092
G32027,32027,2018,7,15.1,19330
G32029,32029,2018,4.3,7.9,35887
G32031,32031,2018,5.6,12.2,33546
G32033,32033,2018,3.8,10.9,26412
G32510,32510,2018,6.2,13.7,29767
G33001,33001,2018,4.7,8.7,35382
G33003,33003,2018,3.6,9.6,36033
G33005,33005,2018,3.8,9.9,34136
G33007,33007,2018,5.6,12.8,26535
G33009,33009,2018,3.4,9.9,36619
G33011,33011,2018,4.3,8.1,39478
G33013,33013,2018,3.9,7.2,36148
G33015,33015,2018,3.7,4.7,45242
G33017,33017,2018,4.1,10,34161
G33019,33019,2018,3.7,10.8,31668
G34001,34001,2018,9.6,14.3,31366
G34003,34003,2018,4.5,7,48426
G34005,34005,2018,6.3,6.5,41517
G34007,34007,2018,7.1,12.6,34280
G34009,34009,2018,7.7,11.1,38496
G34011,34011,2018,7.3,17.6,23946
G34013,34013,2018,9.2,16.4,37141
G34015,34015,2018,6.3,7.4,37888
G34017,34017,2018,6.1,16.3,38147
G34019,34019,2018,4,4.8,54984
G34021,34021,2018,6.8,11.4,42155
G34023,34023,2018,5.6,8.5,38140
G34025,34025,2018,5.2,7.4,48959
G34027,34027,2018,4.7,4.6,55826
G34029,34029,2018,5.9,10.7,34784
G34031,34031,2018,5,16.7,30800
G34033,34033,2018,7.3,13,32526
G34035,34035,2018,4.5,4.7,54393
G34037,34037,2018,5.7,5.1,42639
G34039,34039,2018,6.3,9.8,40201
G34041,34041,2018,6.3,7.8,38132
G35001,35001,2018,6.3,17.4,29415
G35003,35003,2018,0,22.9,20767
G35005,35005,2018,5.9,20.6,21356
G35006,35006,2018,15.4,26.5,18514
G35007,35007,2018,9.3,23.8,22293
G35009,35009,2018,6.8,20.6,23729
G35011,35011,2018,3.6,16.8,19215
G35013,35013,2018,8.3,27.7,21300
G35015,35015,2018,4.5,15.3,28957
G35017,35017,2018,7.6,21.8,24913
G35019,35019,2018,6.3,14.5,17930
G35021,35021,2018,6.1,18.3,32424
G35023,35023,2018,9.2,28.1,20275
G35025,35025,2018,6.4,16.6,24879
G35027,35027,2018,4.3,16.2,26534
G35028,35028,2018,3.5,5.3,56410
G35029,35029,2018,12,30.2,16496
G35031,35031,2018,15.7,36,15278
G35033,35033,2018,7.4,19.3,17689
G35035,35035,2018,8,21.2,22477
G35037,35037,2018,6.1,22.1,18637
G35039,35039,2018,NA,NA,NA
G35041,35041,2018,9.1,25.6,19849
G35043,35043,2018,7.7,14.3,27549
G35045,35045,2018,8.9,21.3,23206
G35047,35047,2018,6.4,27.7,20285
G35049,35049,2018,4.5,12.8,37080
G35051,35051,2018,10.9,24.9,25389
G35053,35053,2018,4.7,29.1,17464
G35055,35055,2018,8.4,19.4,23642
G35057,35057,2018,5.2,25.8,20072
G35059,35059,2018,1.5,14.1,23968
G35061,35061,2018,8.4,19.5,21934
G36001,36001,2018,4.8,12,36454
G36003,36003,2018,6.1,17,23030
G36005,36005,2018,10.5,29.1,20850
G36007,36007,2018,6.6,17,27744
G36009,36009,2018,6.3,16.5,24628
G36011,36011,2018,5.4,11.7,29022
G36013,36013,2018,6.9,18.7,24825
G36015,36015,2018,5,14.8,28115
G36017,36017,2018,5.7,14.3,26717
G36019,36019,2018,4.8,15.3,26772
G36021,36021,2018,4.9,11.9,35581
G36023,36023,2018,4.5,15.5,26979
G36025,36025,2018,5.1,16.2,26629
G36027,36027,2018,5.9,9.1,38048
G36029,36029,2018,4.8,14.5,32347
G36031,36031,2018,5.8,9.5,30273
G36033,36033,2018,7.1,18.2,25491
G36035,36035,2018,6.1,15.5,26875
G36037,36037,2018,4.7,11.4,29465
G36039,36039,2018,4.6,13.3,27271
G36041,36041,2018,8,6.9,25918
G36043,36043,2018,7.2,14.6,26151
G36045,36045,2018,6.5,14.2,25884
G36047,36047,2018,7,21.1,31984
G36049,36049,2018,6.9,14.1,26169
G36051,36051,2018,4.2,13.6,27073
G36053,36053,2018,4.7,9.9,28925
G36055,36055,2018,5.9,14.7,32502
G36057,36057,2018,7.7,19.9,25427
G36059,36059,2018,4.3,5.7,49211
G36061,36061,2018,5.7,16.6,72832
G36063,36063,2018,5.3,13.4,29824
G36065,36065,2018,5.5,16.1,28548
G36067,36067,2018,6,14.6,32678
G36069,36069,2018,4.1,9.6,35121
G36071,36071,2018,4.9,11.8,33472
G36073,36073,2018,5.2,14.3,25261
G36075,36075,2018,7.9,17.9,27217
G36077,36077,2018,6.4,15.4,27680
G36079,36079,2018,5.3,5.3,45905
G36081,36081,2018,6.2,13,30289
G36083,36083,2018,5.1,12,34280
G36085,36085,2018,4.9,12.8,34987
G36087,36087,2018,5.5,14.3,38076
G36089,36089,2018,7.4,17.7,24473
G36091,36091,2018,3.8,6.2,41709
G36093,36093,2018,6.6,11.4,31412
G36095,36095,2018,5.8,13.2,28712
G36097,36097,2018,5.5,13.9,26484
G36099,36099,2018,3.5,12.4,27366
G36101,36101,2018,6.5,14,28600
G36103,36103,2018,4.7,7.1,42204
G36105,36105,2018,7.7,14.7,29292
G36107,36107,2018,6.3,10.5,31330
G36109,36109,2018,4.6,19.6,31464
G36111,36111,2018,6.2,13.9,33879
G36113,36113,2018,4.4,10.5,33605
G36115,36115,2018,5.7,12,27156
G36117,36117,2018,5.9,11.3,29028
G36119,36119,2018,5.8,9.2,54572
G36121,36121,2018,5.9,10.9,27150
G36123,36123,2018,4.7,11.4,27512
G37001,37001,2018,5.7,16.8,26215
G37003,37003,2018,6.7,14.9,24452
G37005,37005,2018,5.9,24.6,21244
G37007,37007,2018,9.9,19.8,20124
G37009,37009,2018,4.6,18,24039
G37011,37011,2018,4.3,14.4,20253
G37013,37013,2018,8.9,19.2,26233
G37015,37015,2018,11.7,23,20430
G37017,37017,2018,7.1,26,20803
G37019,37019,2018,6.3,12.9,31204
G37021,37021,2018,4,12.3,31439
G37023,37023,2018,8.9,18.1,23466
G37025,37025,2018,6,10.9,31050
G37027,37027,2018,6.6,16.6,22945
G37029,37029,2018,9.3,11.2,26951
G37031,37031,2018,6.6,11.6,32005
G37033,37033,2018,6.8,19.6,22982
G37035,37035,2018,7,13.2,26950
G37037,37037,2018,5.1,11.9,39299
G37039,37039,2018,6.4,16.5,22754
G37041,37041,2018,11,19.6,24084
G37043,37043,2018,2.3,15.8,26590
G37045,37045,2018,9.2,20.2,21920
G37047,37047,2018,7,23.8,22081
G37049,37049,2018,8,15.3,28007
G37051,37051,2018,9,18.2,24301
G37053,37053,2018,4.8,10,30017
G37055,37055,2018,5.2,8.2,33550
G37057,37057,2018,7.2,15.5,25109
G37059,37059,2018,5.5,13.7,29613
G37061,37061,2018,9,24.1,19455
G37063,37063,2018,5.2,16,34063
G37065,37065,2018,7.9,23.6,20055
G37067,37067,2018,6.4,17.6,29921
G37069,37069,2018,5.5,14.4,26273
G37071,37071,2018,6.7,15.6,26069
G37073,37073,2018,6.8,11.1,25334
G37075,37075,2018,6.9,18.1,19323
G37077,37077,2018,6.1,13.9,26228
G37079,37079,2018,9.7,25.7,18339
G37081,37081,2018,6,15.9,29708
G37083,37083,2018,8.7,25.2,21016
G37085,37085,2018,7.9,17,23011
G37087,37087,2018,4.7,13.9,29453
G37089,37089,2018,2.9,10.6,29860
G37091,37091,2018,11,23.4,18918
G37093,37093,2018,9.1,21,20656
G37095,37095,2018,10.4,22.3,18433
G37097,37097,2018,6,11.8,32006
G37099,37099,2018,4.7,19.4,24073
G37101,37101,2018,5.5,13.3,25847
G37103,37103,2018,8.9,26.2,21539
G37105,37105,2018,7.9,16.1,23842
G37107,37107,2018,12.3,23,22361
G37109,37109,2018,6.4,14.4,29089
G37111,37111,2018,5.8,17.1,22725
G37113,37113,2018,4.5,16.6,28429
G37115,37115,2018,5.6,17.6,25326
G37117,37117,2018,10.9,18.2,23269
G37119,37119,2018,5.8,12.7,37298
G37121,37121,2018,4.3,14,23907
G37123,37123,2018,4.8,19.7,22760
G37125,37125,2018,5.3,12.6,33432
G37127,37127,2018,6.3,15.5,26980
G37129,37129,2018,6.2,17.3,32629
G37131,37131,2018,7,21.9,20538
G37133,37133,2018,9.6,13.8,23783
G37135,37135,2018,4.4,13.4,40650
G37137,37137,2018,7.9,14.1,27026
G37139,37139,2018,6.8,16.1,23699
G37141,37141,2018,7.4,15.1,27724
G37143,37143,2018,6.7,15.5,25809
G37145,37145,2018,8.6,17.7,25922
G37147,37147,2018,9.2,23.9,25722
G37149,37149,2018,5.2,9.5,30344
G37151,37151,2018,5.4,15.8,24127
G37153,37153,2018,9.6,24.1,20745
G37155,37155,2018,8.1,28.1,17881
G37157,37157,2018,6.1,18,23604
G37159,37159,2018,7.7,16.5,25117
G37161,37161,2018,8.4,18,22493
G37163,37163,2018,8.5,24.1,21950
G37165,37165,2018,12.5,27.7,18242
G37167,37167,2018,6.2,14.3,24671
G37169,37169,2018,6.3,13.6,25091
G37171,37171,2018,4.4,16.9,23957
G37173,37173,2018,6.9,17.3,20984
G37175,37175,2018,5.8,14.7,27050
G37177,37177,2018,5.3,25.2,18682
G37179,37179,2018,5.3,8.9,34379
G37181,37181,2018,9.3,23.9,23211
G37183,37183,2018,4.3,9.8,39102
G37185,37185,2018,9,19.2,22461
G37187,37187,2018,7.5,23.5,21043
G37189,37189,2018,7.4,27.2,24906
G37191,37191,2018,7.8,21.4,24124
G37193,37193,2018,5.8,19.9,23745
G37195,37195,2018,8,21.5,24273
G37197,37197,2018,5.3,15.3,23566
G37199,37199,2018,7.8,19.2,23264
G38001,38001,2018,1.3,8.3,33652
G38003,38003,2018,2.6,10.5,33868
G38005,38005,2018,5.8,34.8,21407
G38007,38007,2018,3.7,8.6,45523
G38009,38009,2018,3.8,10.1,35039
G38011,38011,2018,2.5,7.8,36221
G38013,38013,2018,1.8,6.6,35806
G38015,38015,2018,1.9,8.3,37764
G38017,38017,2018,2.9,10.7,36655
G38019,38019,2018,1.3,10,43125
G38021,38021,2018,2.7,5.3,32943
G38023,38023,2018,0.7,13.7,45190
G38025,38025,2018,3.4,8.9,44492
G38027,38027,2018,1.2,13.7,34565
G38029,38029,2018,1.4,10.2,29417
G38031,38031,2018,1.2,7.2,33737
G38033,38033,2018,1.6,6.5,32590
G38035,38035,2018,3.8,17.2,31052
G38037,38037,2018,2.4,11.8,36287
G38039,38039,2018,1.3,8.1,35069
G38041,38041,2018,1.8,9.5,32474
G38043,38043,2018,1.1,10,32364
G38045,38045,2018,0.5,11.6,36584
G38047,38047,2018,0.9,7.5,33396
G38049,38049,2018,1.6,8.6,37626
G38051,38051,2018,0.3,8.1,32389
G38053,38053,2018,3.7,13.5,36798
G38055,38055,2018,1.4,8.2,35367
G38057,38057,2018,0.9,7.1,38298
G38059,38059,2018,3.1,8.1,39300
G38061,38061,2018,4.1,10.1,37602
G38063,38063,2018,0.3,10.5,33360
G38065,38065,2018,4.4,9,33849
G38067,38067,2018,2.8,7,36251
G38069,38069,2018,1,17.1,28008
G38071,38071,2018,0.8,11.6,35059
G38073,38073,2018,1.3,5.8,34691
G38075,38075,2018,1.9,4.7,33635
G38077,38077,2018,3,9.4,30820
G38079,38079,2018,7.9,29.3,19295
G38081,38081,2018,1.3,3.8,37039
G38083,38083,2018,2.6,14,32559
G38085,38085,2018,16,36.5,16706
G38087,38087,2018,1.2,5.5,37340
G38089,38089,2018,3.3,8.8,37897
