G_ZCTA,GEOID,IntSub,IntNoSub,noInt,total,IntSubPct,IntNoSubPct,NoIntPct,year,ZCTA
G3943915,3943915,308,3,225,536,57.46,0.56,41.98,2019,43915
G3943942,3943942,810,58,228,1096,73.91,5.29,20.8,2019,43942
G3943983,3943983,140,30,59,229,61.14,13.1,25.76,2019,43983
G3943986,3943986,606,4,256,866,69.98,0.46,29.56,2019,43986
G3943344,3943344,1859,72,365,2296,80.97,3.14,15.9,2019,43344
G3943412,3943412,1367,51,164,1582,86.41,3.22,10.37,2019,43412
G3943413,3943413,400,12,60,472,84.75,2.54,12.71,2019,43413
G3943416,3943416,1027,20,294,1341,76.58,1.49,21.92,2019,43416
G3943431,3943431,1354,28,404,1786,75.81,1.57,22.62,2019,43431
G3943437,3943437,171,2,32,205,83.41,0.98,15.61,2019,43437
G3943438,3943438,102,4,14,120,85,3.33,11.67,2019,43438
G3943456,3943456,138,20,11,169,81.66,11.83,6.51,2019,43456
G3943522,3943522,1164,27,165,1356,85.84,1.99,12.17,2019,43522
G3943548,3943548,252,3,43,298,84.56,1.01,14.43,2019,43548
G3943551,3943551,13994,417,1385,15796,88.59,2.64,8.77,2019,43551
G3943605,3943605,7650,589,2225,10464,73.11,5.63,21.26,2019,43605
G3943616,3943616,7148,229,1235,8612,83,2.66,14.34,2019,43616
G3943720,3943720,336,4,181,521,64.49,0.77,34.74,2019,43720
G3943732,3943732,454,8,174,636,71.38,1.26,27.36,2019,43732
G3943735,3943735,147,0,0,147,100,0,0,2019,43735
G3943754,3943754,307,15,158,480,63.96,3.12,32.92,2019,43754
G3943760,3943760,408,21,132,561,72.73,3.74,23.53,2019,43760
G3943762,3943762,1382,41,210,1633,84.63,2.51,12.86,2019,43762
G3943830,3943830,1906,45,288,2239,85.13,2.01,12.86,2019,43830
G3943837,3943837,475,50,151,676,70.27,7.4,22.34,2019,43837
G3943901,3943901,614,14,152,780,78.72,1.79,19.49,2019,43901
G3943908,3943908,406,0,172,578,70.24,0,29.76,2019,43908
G3943913,3943913,491,9,142,642,76.48,1.4,22.12,2019,43913
G3943914,3943914,51,0,16,67,76.12,0,23.88,2019,43914
G3945303,3945303,814,25,90,929,87.62,2.69,9.69,2019,45303
G3945304,3945304,2300,113,376,2789,82.47,4.05,13.48,2019,45304
G3945320,3945320,4903,127,1028,6058,80.93,2.1,16.97,2019,45320
G3945336,3945336,54,2,5,61,88.52,3.28,8.2,2019,45336
G3945341,3945341,1266,94,248,1608,78.73,5.85,15.42,2019,45341
G3945342,3945342,13849,323,1649,15821,87.54,2.04,10.42,2019,45342
G3945353,3945353,53,0,11,64,82.81,0,17.19,2019,45353
G3945365,3945365,9416,302,1903,11621,81.03,2.6,16.38,2019,45365
G3945382,3945382,362,31,60,453,79.91,6.84,13.25,2019,45382
G3945403,3945403,4500,158,1061,5719,78.69,2.76,18.55,2019,45403
G3945415,3945415,4927,107,649,5683,86.7,1.88,11.42,2019,45415
G3945424,3945424,17224,524,1546,19294,89.27,2.72,8.01,2019,45424
G3945431,3945431,10781,248,1100,12129,88.89,2.04,9.07,2019,45431
G3945433,3945433,565,0,17,582,97.08,0,2.92,2019,45433
G3945434,3945434,4240,157,283,4680,90.6,3.35,6.05,2019,45434
G3945439,3945439,3065,117,908,4090,74.94,2.86,22.2,2019,45439
G3945502,3945502,5539,75,747,6361,87.08,1.18,11.74,2019,45502
G3945503,3945503,11999,361,1942,14302,83.9,2.52,13.58,2019,45503
G3945623,3945623,817,26,297,1140,71.67,2.28,26.05,2019,45623
G3945867,3945867,344,3,42,389,88.43,0.77,10.8,2019,45867
G3945872,3945872,1214,63,262,1539,78.88,4.09,17.02,2019,45872
G3945889,3945889,514,20,50,584,88.01,3.42,8.56,2019,45889
G3945383,3945383,2421,96,383,2900,83.48,3.31,13.21,2019,45383
G3945322,3945322,7647,200,953,8800,86.9,2.27,10.83,2019,45322
G3945330,3945330,308,0,32,340,90.59,0,9.41,2019,45330
G3945354,3945354,179,0,71,250,71.6,0,28.4,2019,45354
G3945404,3945404,3381,83,903,4367,77.42,1.9,20.68,2019,45404
G3945405,3945405,6351,125,1621,8097,78.44,1.54,20.02,2019,45405
G3945621,3945621,91,0,32,123,73.98,0,26.02,2019,45621
G3945622,3945622,0,0,57,57,0,0,100,2019,45622
G3945624,3945624,0,0,0,0,NA,NA,NA,2019,45624
G3945628,3945628,1670,143,192,2005,83.29,7.13,9.58,2019,45628
G3945681,3945681,482,0,155,637,75.67,0,24.33,2019,45681
G3945631,3945631,4615,315,1219,6149,75.05,5.12,19.82,2019,45631
G3945654,3945654,350,89,81,520,67.31,17.12,15.58,2019,45654
G3945661,3945661,1925,102,717,2744,70.15,3.72,26.13,2019,45661
G3945692,3945692,2577,73,756,3406,75.66,2.14,22.2,2019,45692
G3945696,3945696,484,0,278,762,63.52,0,36.48,2019,45696
G3945714,3945714,3077,139,807,4023,76.49,3.46,20.06,2019,45714
G3945769,3945769,1749,69,784,2602,67.22,2.65,30.13,2019,45769
G3945030,3945030,6605,100,1175,7880,83.82,1.27,14.91,2019,45030
G3945041,3945041,0,0,0,0,NA,NA,NA,2019,45041
G3945053,3945053,967,32,121,1120,86.34,2.86,10.8,2019,45053
G3945069,3945069,17781,354,824,18959,93.79,1.87,4.35,2019,45069
G3945118,3945118,1282,30,168,1480,86.62,2.03,11.35,2019,45118
G3945132,3945132,86,0,58,144,59.72,0,40.28,2019,45132
G3945152,3945152,3575,65,388,4028,88.75,1.61,9.63,2019,45152
G3945164,3945164,86,4,19,109,78.9,3.67,17.43,2019,45164
G3945211,3945211,12800,486,2093,15379,83.23,3.16,13.61,2019,45211
G3945318,3945318,1674,15,356,2045,81.86,0.73,17.41,2019,45318
G3945773,3945773,22,0,0,22,100,0,0,2019,45773
G3945816,3945816,129,2,8,139,92.81,1.44,5.76,2019,45816
G3945843,3945843,1087,48,310,1445,75.22,3.32,21.45,2019,45843
G3945851,3945851,225,10,66,301,74.75,3.32,21.93,2019,45851
G3945858,3945858,1044,12,114,1170,89.23,1.03,9.74,2019,45858
G3945669,3945669,2997,143,661,3801,78.85,3.76,17.39,2019,45669
G3945645,3945645,664,9,223,896,74.11,1,24.89,2019,45645
G3945647,3945647,639,42,343,1024,62.4,4.1,33.5,2019,45647
G3945656,3945656,1784,41,755,2580,69.15,1.59,29.26,2019,45656
G1846928,1846928,1400,109,239,1748,80.09,6.24,13.67,2019,46928
G1846554,1846554,1500,103,386,1989,75.41,5.18,19.41,2019,46554
G1846555,1846555,1003,25,159,1187,84.5,2.11,13.4,2019,46555
G1846574,1846574,2641,130,806,3577,73.83,3.63,22.53,2019,46574
G1846590,1846590,1615,84,82,1781,90.68,4.72,4.6,2019,46590
G1846706,1846706,6249,262,1195,7706,81.09,3.4,15.51,2019,46706
G1846723,1846723,2685,38,419,3142,85.46,1.21,13.34,2019,46723
G1846730,1846730,376,0,80,456,82.46,0,17.54,2019,46730
G1846773,1846773,1027,39,171,1237,83.02,3.15,13.82,2019,46773
G1847270,1847270,110,0,121,231,47.62,0,52.38,2019,47270
G1847408,1847408,7448,462,938,8848,84.18,5.22,10.6,2019,47408
G1847421,1847421,8782,327,2261,11370,77.24,2.88,19.89,2019,47421
G1847441,1847441,2753,58,1073,3884,70.88,1.49,27.63,2019,47441
G1847448,1847448,2602,198,501,3301,78.82,6,15.18,2019,47448
G1847453,1847453,234,0,33,267,87.64,0,12.36,2019,47453
G1847454,1847454,2023,177,680,2880,70.24,6.15,23.61,2019,47454
G1847519,1847519,191,14,19,224,85.27,6.25,8.48,2019,47519
G1847524,1847524,186,13,50,249,74.7,5.22,20.08,2019,47524
G1847558,1847558,457,42,609,1108,41.25,3.79,54.96,2019,47558
G1847272,1847272,586,16,186,788,74.37,2.03,23.6,2019,47272
G1847282,1847282,85,14,29,128,66.41,10.94,22.66,2019,47282
G1847331,1847331,6594,333,2335,9262,71.19,3.6,25.21,2019,47331
G1847386,1847386,409,0,90,499,81.96,0,18.04,2019,47386
G1847353,1847353,1617,77,491,2185,74,3.52,22.47,2019,47353
G1847634,1847634,650,4,255,909,71.51,0.44,28.05,2019,47634
G1847003,1847003,251,53,123,427,58.78,12.41,28.81,2019,47003
G1847022,1847022,952,47,143,1142,83.36,4.12,12.52,2019,47022
G1847030,1847030,519,16,138,673,77.12,2.38,20.51,2019,47030
G1847032,1847032,883,50,181,1114,79.26,4.49,16.25,2019,47032
G1847038,1847038,403,1,187,591,68.19,0.17,31.64,2019,47038
G1847114,1847114,100,0,18,118,84.75,0,15.25,2019,47114
G1847564,1847564,348,11,226,585,59.49,1.88,38.63,2019,47564
G1847577,1847577,286,48,144,478,59.83,10.04,30.13,2019,47577
G1847585,1847585,134,12,89,235,57.02,5.11,37.87,2019,47585
G1847597,1847597,278,12,68,358,77.65,3.35,18.99,2019,47597
G1847649,1847649,467,1,209,677,68.98,0.15,30.87,2019,47649
G1847714,1847714,11427,347,2249,14023,81.49,2.47,16.04,2019,47714
G1847715,1847715,10909,377,1767,13053,83.57,2.89,13.54,2019,47715
G1847804,1847804,3657,43,1030,4730,77.32,0.91,21.78,2019,47804
G1847838,1847838,573,3,171,747,76.71,0.4,22.89,2019,47838
G1847842,1847842,3520,140,635,4295,81.96,3.26,14.78,2019,47842
G1847876,1847876,0,0,0,0,NA,NA,NA,2019,47876
G1847909,1847909,14679,686,1593,16958,86.56,4.05,9.39,2019,47909
G1847922,1847922,456,19,110,585,77.95,3.25,18.8,2019,47922
G1847924,1847924,95,0,0,95,100,0,0,2019,47924
G1847928,1847928,631,8,145,784,80.48,1.02,18.49,2019,47928
G1847941,1847941,497,9,51,557,89.23,1.62,9.16,2019,47941
G1847943,1847943,225,37,54,316,71.2,11.71,17.09,2019,47943
G1847946,1847946,743,17,102,862,86.19,1.97,11.83,2019,47946
G1847948,1847948,485,5,107,597,81.24,0.84,17.92,2019,47948
G1847949,1847949,405,2,61,468,86.54,0.43,13.03,2019,47949
G1847957,1847957,446,3,283,732,60.93,0.41,38.66,2019,47957
G1847018,1847018,1261,21,294,1576,80.01,1.33,18.65,2019,47018
G1847041,1847041,2101,169,241,2511,83.67,6.73,9.6,2019,47041
G1847043,1847043,1738,47,605,2390,72.72,1.97,25.31,2019,47043
G1847102,1847102,1701,118,737,2556,66.55,4.62,28.83,2019,47102
G1847116,1847116,179,0,86,265,67.55,0,32.45,2019,47116
G1847119,1847119,3496,102,570,4168,83.88,2.45,13.68,2019,47119
G1847124,1847124,1324,46,329,1699,77.93,2.71,19.36,2019,47124
G3168715,3168715,506,14,77,597,84.76,2.35,12.9,2019,68715
G3168716,3168716,256,32,143,431,59.4,7.42,33.18,2019,68716
G3168729,3168729,608,21,209,838,72.55,2.51,24.94,2019,68729
G3168007,3168007,3850,113,156,4119,93.47,2.74,3.79,2019,68007
G3168010,3168010,10,3,0,13,76.92,23.08,0,2019,68010
G3168019,3168019,139,10,14,163,85.28,6.13,8.59,2019,68019
G3168025,3168025,10256,426,1997,12679,80.89,3.36,15.75,2019,68025
G2067109,2067109,114,6,34,154,74.03,3.9,22.08,2019,67109
G2067119,2067119,444,14,106,564,78.72,2.48,18.79,2019,67119
G2271227,2271227,1117,44,321,1482,75.37,2.97,21.66,2019,71227
G2271238,2271238,741,30,223,994,74.55,3.02,22.43,2019,71238
G2271256,2271256,162,0,206,368,44.02,0,55.98,2019,71256
G2271275,2271275,788,0,165,953,82.69,0,17.31,2019,71275
G2271280,2271280,1226,144,318,1688,72.63,8.53,18.84,2019,71280
G2271302,2271302,3359,180,1599,5138,65.38,3.5,31.12,2019,71302
G2271323,2271323,238,15,85,338,70.41,4.44,25.15,2019,71323
G2271052,2271052,2328,207,1355,3890,59.85,5.32,34.83,2019,71052
G2271063,2271063,199,38,67,304,65.46,12.5,22.04,2019,71063
G2271111,2271111,11461,2782,3172,17415,65.81,15.97,18.21,2019,71111
G2271118,2271118,7813,148,1463,9424,82.91,1.57,15.52,2019,71118
G2271234,2271234,852,29,389,1270,67.09,2.28,30.63,2019,71234
G2271268,2271268,857,9,166,1032,83.04,0.87,16.09,2019,71268
G2271277,2271277,256,0,280,536,47.76,0,52.24,2019,71277
G2271301,2271301,6211,258,1669,8138,76.32,3.17,20.51,2019,71301
G2271328,2271328,2328,14,349,2691,86.51,0.52,12.97,2019,71328
G2271341,2271341,907,63,309,1279,70.91,4.93,24.16,2019,71341
G2271356,2271356,156,48,105,309,50.49,15.53,33.98,2019,71356
G3858262,3858262,32,0,11,43,74.42,0,25.58,2019,58262
G3858266,3858266,74,0,16,90,82.22,0,17.78,2019,58266
G3858274,3858274,318,31,72,421,75.53,7.36,17.1,2019,58274
G3858316,3858316,1364,112,599,2075,65.73,5.4,28.87,2019,58316
G3858329,3858329,644,80,274,998,64.53,8.02,27.45,2019,58329
G3858331,3858331,45,0,21,66,68.18,0,31.82,2019,58331
G3858332,3858332,134,12,31,177,75.71,6.78,17.51,2019,58332
G3858344,3858344,319,43,67,429,74.36,10.02,15.62,2019,58344
G3858005,3858005,291,3,24,318,91.51,0.94,7.55,2019,58005
G3858017,3858017,118,5,18,141,83.69,3.55,12.77,2019,58017
G3858027,3858027,463,12,164,639,72.46,1.88,25.67,2019,58027
G3858051,3858051,586,23,58,667,87.86,3.45,8.7,2019,58051
G3858060,3858060,469,4,113,586,80.03,0.68,19.28,2019,58060
G3858068,3858068,145,3,15,163,88.96,1.84,9.2,2019,58068
G3858069,3858069,41,0,10,51,80.39,0,19.61,2019,58069
G3858075,3858075,3246,185,532,3963,81.91,4.67,13.42,2019,58075
G3858202,3858202,0,0,0,0,NA,NA,NA,2019,58202
G3858210,3858210,134,3,33,170,78.82,1.76,19.41,2019,58210
G3858218,3858218,283,8,48,339,83.48,2.36,14.16,2019,58218
G3858224,3858224,11,0,3,14,78.57,0,21.43,2019,58224
G3858225,3858225,337,10,81,428,78.74,2.34,18.93,2019,58225
G3858241,3858241,38,0,28,66,57.58,0,42.42,2019,58241
G3858276,3858276,150,15,70,235,63.83,6.38,29.79,2019,58276
G3858282,3858282,478,15,218,711,67.23,2.11,30.66,2019,58282
G3858318,3858318,1406,35,277,1718,81.84,2.04,16.12,2019,58318
G3858327,3858327,118,11,17,146,80.82,7.53,11.64,2019,58327
G3858346,3858346,223,19,82,324,68.83,5.86,25.31,2019,58346
G3858362,3858362,0,0,0,0,NA,NA,NA,2019,58362
G3858370,3858370,164,58,169,391,41.94,14.83,43.22,2019,58370
G3858424,3858424,101,0,15,116,87.07,0,12.93,2019,58424
G3858438,3858438,267,21,54,342,78.07,6.14,15.79,2019,58438
G3858460,3858460,65,7,25,97,67.01,7.22,25.77,2019,58460
G3943961,3943961,136,6,29,171,79.53,3.51,16.96,2019,43961
G3943962,3943962,27,0,6,33,81.82,0,18.18,2019,43962
G3943749,3943749,602,0,412,1014,59.37,0,40.63,2019,43749
G3943912,3943912,1938,78,776,2792,69.41,2.79,27.79,2019,43912
G3943926,3943926,66,0,28,94,70.21,0,29.79,2019,43926
G3943939,3943939,150,4,28,182,82.42,2.2,15.38,2019,43939
G3943950,3943950,4204,174,711,5089,82.61,3.42,13.97,2019,43950
G3943971,3943971,383,10,91,484,79.13,2.07,18.8,2019,43971
G3943531,3943531,100,0,27,127,78.74,0,21.26,2019,43531
G3943501,3943501,252,0,79,331,76.13,0,23.87,2019,43501
G3943502,3943502,2116,67,346,2529,83.67,2.65,13.68,2019,43502
G3943516,3943516,962,35,154,1151,83.58,3.04,13.38,2019,43516
G3943540,3943540,491,12,70,573,85.69,2.09,12.22,2019,43540
G3943570,3943570,996,16,245,1257,79.24,1.27,19.49,2019,43570
G3943571,3943571,2506,26,232,2764,90.67,0.94,8.39,2019,43571
G3943606,3943606,8315,538,1078,9931,83.73,5.42,10.85,2019,43606
G3943607,3943607,6656,563,1810,9029,73.72,6.24,20.05,2019,43607
G3943719,3943719,791,33,261,1085,72.9,3.04,24.06,2019,43719
G3943721,3943721,0,18,29,47,0,38.3,61.7,2019,43721
G3943005,3943005,39,0,28,67,58.21,0,41.79,2019,43005
G3943015,3943015,18023,425,1536,19984,90.19,2.13,7.69,2019,43015
G3943022,3943022,928,28,147,1103,84.13,2.54,13.33,2019,43022
G3943050,3943050,9261,255,2213,11729,78.96,2.17,18.87,2019,43050
G3943070,3943070,51,0,16,67,76.12,0,23.88,2019,43070
G3943127,3943127,102,0,7,109,93.58,0,6.42,2019,43127
G3943130,3943130,18938,835,3884,23657,80.05,3.53,16.42,2019,43130
G3943003,3943003,856,6,185,1047,81.76,0.57,17.67,2019,43003
G3943556,3943556,495,21,137,653,75.8,3.22,20.98,2019,43556
G3943617,3943617,2601,30,120,2751,94.55,1.09,4.36,2019,43617
G3943772,3943772,599,17,194,810,73.95,2.1,23.95,2019,43772
G3943943,3943943,935,26,373,1334,70.09,1.95,27.96,2019,43943
G3943030,3943030,52,0,0,52,100,0,0,2019,43030
G3943117,3943117,35,26,0,61,57.38,42.62,0,2019,43117
G3943330,3943330,30,0,11,41,73.17,0,26.83,2019,43330
G3943403,3943403,0,0,5,5,0,0,100,2019,43403
G3943433,3943433,25,0,16,41,60.98,0,39.02,2019,43433
G3943434,3943434,20,0,4,24,83.33,0,16.67,2019,43434
G3943446,3943446,28,2,9,39,71.79,5.13,23.08,2019,43446
G3943463,3943463,0,9,26,35,0,25.71,74.29,2019,43463
G3943505,3943505,30,0,11,41,73.17,0,26.83,2019,43505
G3943519,3943519,67,0,28,95,70.53,0,29.47,2019,43519
G3943523,3943523,10,0,0,10,100,0,0,2019,43523
G3943711,3943711,17,0,8,25,68,0,32,2019,43711
G3943733,3943733,8,0,0,8,100,0,0,2019,43733
G3943736,3943736,13,2,14,29,44.83,6.9,48.28,2019,43736
G3943750,3943750,19,0,21,40,47.5,0,52.5,2019,43750
G3943759,3943759,14,3,7,24,58.33,12.5,29.17,2019,43759
G3943761,3943761,24,0,0,24,100,0,0,2019,43761
G3943786,3943786,7,0,5,12,58.33,0,41.67,2019,43786
G3943805,3943805,0,0,42,42,0,0,100,2019,43805
G3945673,3945673,103,0,101,204,50.49,0,49.51,2019,45673
G3945674,3945674,80,0,12,92,86.96,0,13.04,2019,45674
G3945688,3945688,99,6,106,211,46.92,2.84,50.24,2019,45688
G3945249,3945249,4956,33,552,5541,89.44,0.6,9.96,2019,45249
G3945306,3945306,803,10,115,928,86.53,1.08,12.39,2019,45306
G3945308,3945308,1432,67,217,1716,83.45,3.9,12.65,2019,45308
G3945311,3945311,1847,82,421,2350,78.6,3.49,17.91,2019,45311
G3945321,3945321,271,12,70,353,76.77,3.4,19.83,2019,45321
G3945327,3945327,3121,142,355,3618,86.26,3.92,9.81,2019,45327
G3945331,3945331,7549,338,1875,9762,77.33,3.46,19.21,2019,45331
G3945334,3945334,682,30,129,841,81.09,3.57,15.34,2019,45334
G3945338,3945338,1653,101,284,2038,81.11,4.96,13.94,2019,45338
G3945232,3945232,2146,56,504,2706,79.31,2.07,18.63,2019,45232
G3945208,3945208,8112,125,481,8718,93.05,1.43,5.52,2019,45208
G3945214,3945214,2310,182,1067,3559,64.91,5.11,29.98,2019,45214
G3945218,3945218,1361,26,134,1521,89.48,1.71,8.81,2019,45218
G3945238,3945238,15984,608,2466,19058,83.87,3.19,12.94,2019,45238
G3945240,3945240,8707,207,1060,9974,87.3,2.08,10.63,2019,45240
G3945245,3945245,7649,362,754,8765,87.27,4.13,8.6,2019,45245
G3945302,3945302,1339,31,87,1457,91.9,2.13,5.97,2019,45302
G3945314,3945314,1252,9,83,1344,93.15,0.67,6.18,2019,45314
G3945317,3945317,292,0,55,347,84.15,0,15.85,2019,45317
G3945323,3945323,1916,43,206,2165,88.5,1.99,9.52,2019,45323
G3945337,3945337,529,29,47,605,87.44,4.79,7.77,2019,45337
G3945349,3945349,147,2,9,158,93.04,1.27,5.7,2019,45349
G3945356,3945356,7832,271,1780,9883,79.25,2.74,18.01,2019,45356
G3945358,3945358,111,4,5,120,92.5,3.33,4.17,2019,45358
G3945370,3945370,900,2,63,965,93.26,0.21,6.53,2019,45370
G3945390,3945390,1021,19,251,1291,79.09,1.47,19.44,2019,45390
G3945406,3945406,7227,198,1904,9329,77.47,2.12,20.41,2019,45406
G3945410,3945410,5606,178,1318,7102,78.94,2.51,18.56,2019,45410
G3945449,3945449,6560,201,1092,7853,83.53,2.56,13.91,2019,45449
G3945506,3945506,4125,86,1010,5221,79.01,1.65,19.34,2019,45506
G3945614,3945614,1066,131,602,1799,59.26,7.28,33.46,2019,45614
G3945640,3945640,4896,229,1187,6312,77.57,3.63,18.81,2019,45640
G3945660,3945660,1821,209,866,2896,62.88,7.22,29.9,2019,45660
G3945678,3945678,220,16,162,398,55.28,4.02,40.7,2019,45678
G3945710,3945710,1600,127,517,2244,71.3,5.66,23.04,2019,45710
G3945716,3945716,108,9,70,187,57.75,4.81,37.43,2019,45716
G3945740,3945740,126,13,35,174,72.41,7.47,20.11,2019,45740
G3945746,3945746,106,0,46,152,69.74,0,30.26,2019,45746
G3945772,3945772,522,19,206,747,69.88,2.54,27.58,2019,45772
G3945789,3945789,49,0,50,99,49.49,0,50.51,2019,45789
G3945805,3945805,7927,401,1224,9552,82.99,4.2,12.81,2019,45805
G3945833,3945833,3383,79,795,4257,79.47,1.86,18.68,2019,45833
G3945849,3945849,302,9,67,378,79.89,2.38,17.72,2019,45849
G3945865,3945865,1654,37,218,1909,86.64,1.94,11.42,2019,45865
G3945743,3945743,438,64,120,622,70.42,10.29,19.29,2019,45743
G3945760,3945760,1108,26,453,1587,69.82,1.64,28.54,2019,45760
G3945767,3945767,698,13,362,1073,65.05,1.21,33.74,2019,45767
G3945768,3945768,392,15,253,660,59.39,2.27,38.33,2019,45768
G3945801,3945801,6682,303,1694,8679,76.99,3.49,19.52,2019,45801
G3945806,3945806,3854,101,500,4455,86.51,2.27,11.22,2019,45806
G3945812,3945812,571,7,145,723,78.98,0.97,20.06,2019,45812
G3945814,3945814,1027,31,158,1216,84.46,2.55,12.99,2019,45814
G1847163,1847163,411,9,107,527,77.99,1.71,20.3,2019,47163
G1847175,1847175,222,0,134,356,62.36,0,37.64,2019,47175
G1847240,1847240,6704,293,1587,8584,78.1,3.41,18.49,2019,47240
G1847260,1847260,395,27,281,703,56.19,3.84,39.97,2019,47260
G1847281,1847281,331,0,201,532,62.22,0,37.78,2019,47281
G1847302,1847302,8040,413,2472,10925,73.59,3.78,22.63,2019,47302
G1847304,1847304,11214,658,1503,13375,83.84,4.92,11.24,2019,47304
G1847325,1847325,119,0,99,218,54.59,0,45.41,2019,47325
G1847326,1847326,353,84,189,626,56.39,13.42,30.19,2019,47326
G1847340,1847340,934,102,138,1174,79.56,8.69,11.75,2019,47340
G1847351,1847351,133,1,21,155,85.81,0.65,13.55,2019,47351
G1847374,1847374,13861,1004,3771,18636,74.38,5.39,20.24,2019,47374
G1847383,1847383,906,83,155,1144,79.2,7.26,13.55,2019,47383
G1847393,1847393,384,24,98,506,75.89,4.74,19.37,2019,47393
G1847406,1847406,0,0,0,0,NA,NA,NA,2019,47406
G1847427,1847427,172,8,95,275,62.55,2.91,34.55,2019,47427
G1847436,1847436,459,0,124,583,78.73,0,21.27,2019,47436
G1847456,1847456,399,9,109,517,77.18,1.74,21.08,2019,47456
G1847459,1847459,1029,18,351,1398,73.61,1.29,25.11,2019,47459
G1847512,1847512,1290,24,366,1680,76.79,1.43,21.79,2019,47512
G1847532,1847532,1403,24,292,1719,81.62,1.4,16.99,2019,47532
G1847541,1847541,367,11,87,465,78.92,2.37,18.71,2019,47541
G1847579,1847579,892,17,87,996,89.56,1.71,8.73,2019,47579
G1847591,1847591,8480,129,1682,10291,82.4,1.25,16.34,2019,47591
G1847613,1847613,895,50,177,1122,79.77,4.46,15.78,2019,47613
G1847631,1847631,664,21,181,866,76.67,2.42,20.9,2019,47631
G1847639,1847639,1224,7,276,1507,81.22,0.46,18.31,2019,47639
G1847640,1847640,292,10,118,420,69.52,2.38,28.1,2019,47640
G1847879,1847879,865,16,468,1349,64.12,1.19,34.69,2019,47879
G1847882,1847882,2337,91,914,3342,69.93,2.72,27.35,2019,47882
G1847884,1847884,63,0,23,86,73.26,0,26.74,2019,47884
G1847923,1847923,1089,47,230,1366,79.72,3.44,16.84,2019,47923
G1847942,1847942,273,7,37,317,86.12,2.21,11.67,2019,47942
G1847950,1847950,235,0,64,299,78.6,0,21.4,2019,47950
G1847954,1847954,813,16,100,929,87.51,1.72,10.76,2019,47954
G1847958,1847958,35,0,25,60,58.33,0,41.67,2019,47958
G1847354,1847354,296,23,112,431,68.68,5.34,25.99,2019,47354
G1847358,1847358,267,22,97,386,69.17,5.7,25.13,2019,47358
G1847975,1847975,262,6,51,319,82.13,1.88,15.99,2019,47975
G1847977,1847977,728,0,195,923,78.87,0,21.13,2019,47977
G1847991,1847991,346,9,31,386,89.64,2.33,8.03,2019,47991
G1847969,1847969,29,0,10,39,74.36,0,25.64,2019,47969
G1847995,1847995,517,4,67,588,87.93,0.68,11.39,2019,47995
G1847006,1847006,3551,144,840,4535,78.3,3.18,18.52,2019,47006
G1847031,1847031,1540,134,346,2020,76.24,6.63,17.13,2019,47031
G1847037,1847037,1376,38,295,1709,80.51,2.22,17.26,2019,47037
G1847042,1847042,1202,100,367,1669,72.02,5.99,21.99,2019,47042
G1847108,1847108,611,7,297,915,66.78,0.77,32.46,2019,47108
G1847111,1847111,4787,157,1082,6026,79.44,2.61,17.96,2019,47111
G1847129,1847129,5569,210,2458,8237,67.61,2.55,29.84,2019,47129
G1847160,1847160,12,0,19,31,38.71,0,61.29,2019,47160
G1847230,1847230,484,13,112,609,79.47,2.13,18.39,2019,47230
G1847710,1847710,6054,275,1928,8257,73.32,3.33,23.35,2019,47710
G1847633,1847633,805,23,277,1105,72.85,2.08,25.07,2019,47633
G1847654,1847654,29,3,6,38,76.32,7.89,15.79,2019,47654
G1847666,1847666,482,23,211,716,67.32,3.21,29.47,2019,47666
G1847833,1847833,300,7,37,344,87.21,2.03,10.76,2019,47833
G1847834,1847834,6165,215,1378,7758,79.47,2.77,17.76,2019,47834
G1847850,1847850,726,18,208,952,76.26,1.89,21.85,2019,47850
